Orthogroup	Rorippa_islandica	Cochlearia_excelsa
OG0008633	Roisl.0210s1330.1.p, Roisl.0210s2122.1.p, Roisl.0041s0025.1.p, Roisl.0214s0605.1.p, Roisl.0057s0023.1.p, Roisl.0200s0018.1.p, Roisl.0011s0091.1.p, Roisl.0214s0141.1.p, Roisl.0006s0221.1.p, Roisl.0214s0166.1.p, Roisl.0012s0260.1.p, Roisl.0037s0033.1.p, Roisl.0051s0050.1.p, Roisl.0055s0058.1.p, Roisl.0198s0031.1.p, Roisl.0074s0711.1.p, Roisl.0064s0042.1.p, Roisl.0080s0179.1.p, Roisl.0019s0074.1.p, Roisl.0066s0150.1.p, Roisl.0021s0580.1.p, Roisl.0214s0781.1.p	g47376
OG0008649	Roisl.0003s0051.1.p	g23398
OG0008650	Roisl.0003s0055.1.p	g47746
OG0008651	Roisl.0091s0009.1.p	g23919
OG0008653	Roisl.0209s0366.1.p	g19544
OG0008654	Roisl.0209s0383.1.p	g2822
OG0008655	Roisl.0046s0783.1.p	g19423
OG0008656	Roisl.0046s0780.1.p	g2704
OG0008657	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p	g27118
OG0008658	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p	g2708
OG0008659	Roisl.0046s0714.1.p	g19496
OG0008660	Roisl.0046s0725.1.p	g19486
OG0008661	Roisl.0046s0742.1.p	g19483
OG0008662	Roisl.0011s0002.1.p	g10829
OG0008663	Roisl.0011s0084.1.p	g10761
OG0008664	Roisl.0009s0189.1.p	g6156
OG0008665	Roisl.0210s1519.1.p	g29031
OG0008666	Roisl.0210s1487.1.p	g4950, g29017
OG0008667	Roisl.0210s1486.1.p	g29016
OG0008669	Roisl.0074s0640.1.p	g7233, g13188
OG0008670	Roisl.0210s1426.1.p	g29143
OG0008671	Roisl.0210s1380.1.p	g45739
OG0008672	Roisl.0210s1379.1.p	g5021
OG0008673	Roisl.0210s1372.1.p	g29178
OG0008674	Roisl.0210s1369.1.p	g29179
OG0008675	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p	g5028
OG0008676	Roisl.0210s1360.1.p	g29181
OG0008677	Roisl.0210s1347.1.p	g45733
OG0008678	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p	g5052
OG0008679	Roisl.0028s0133.1.p	g52170
OG0008680	Roisl.0210s1320.1.p	g45723
OG0008681	Roisl.0210s1313.1.p	g5062
OG0008682	Roisl.0210s1309.1.p	g29202
OG0008683	Roisl.0210s1294.1.p	g5076
OG0008684	Roisl.0210s1277.1.p	g29268, g29217, g5084
OG0008685	Roisl.0210s1275.1.p	g29219
OG0008686	Roisl.0210s1274.1.p	g29220
OG0008687	Roisl.0038s0038.1.p	g11578
OG0008688	Roisl.0210s1261.1.p	g5093, g29238
OG0008689	Roisl.0210s1258.1.p	g29239
OG0008691	Roisl.0210s1231.1.p	g29261
OG0008692	Roisl.0028s0673.1.p	g39767
OG0008693	Roisl.0210s1208.1.p	g29276
OG0008694	Roisl.0091s0731.1.p	g40178
OG0008695	Roisl.0074s0409.1.p	g7078
OG0008696	Roisl.0210s1127.1.p	g5201, g29315
OG0008697	Roisl.0210s1120.1.p	g5209, g45653
OG0008698	Roisl.0210s1090.1.p	g5237, g5231
OG0008700	Roisl.0080s0785.1.p	g1017
OG0008701	Roisl.0210s1063.1.p	g5256
OG0008702	Roisl.0210s1051.1.p	g45623
OG0008703	Roisl.0210s1026.1.p	g5275, g13773, g50766
OG0008704	Roisl.0210s1018.1.p	g29364
OG0008705	Roisl.0210s1003.1.p	g5289
OG0008706	Roisl.0210s1002.1.p	g5291
OG0008707	Roisl.0210s0998.1.p	g29378
OG0008708	Roisl.0210s0995.1.p	g29374
OG0008709	Roisl.0210s0994.1.p	g45609
OG0008710	Roisl.0210s0970.1.p	g45601, g28386
OG0008711	Roisl.0210s0967.1.p	g29396
OG0008712	Roisl.0210s0957.1.p	g45592
OG0008713	Roisl.0210s0956.1.p	g45591, g18351
OG0008714	Roisl.0210s0951.1.p	g5315, g29400
OG0008715	Roisl.0210s0943.1.p	g45587
OG0008716	Roisl.0210s0925.1.p	g5333
OG0008717	Roisl.0210s0923.1.p	g5335, g29418
OG0008718	Roisl.0210s0916.1.p	g29422
OG0008719	Roisl.0210s0915.1.p	g5339
OG0008720	Roisl.0210s0910.1.p	g5344
OG0008721	Roisl.0210s0873.1.p	g29437
OG0008722	Roisl.0210s0848.1.p	g5377
OG0008723	Roisl.0080s0823.1.p	g28506
OG0008724	Roisl.0210s0830.1.p	g5388
OG0008725	Roisl.0210s0814.1.p	g29469
OG0008726	Roisl.0210s0813.1.p	g45559
OG0008727	Roisl.0210s0788.1.p	g29483, g5403
OG0008728	Roisl.0210s0781.1.p	g45547, g29489
OG0008729	Roisl.0210s0766.1.p	g45540
OG0008730	Roisl.0210s0731.1.p	g5426, g29513
OG0008731	Roisl.0210s0717.1.p	g29524
OG0008732	Roisl.0210s0699.1.p	g29540
OG0008733	Roisl.0210s0680.1.p	g29550
OG0008735	Roisl.0210s0636.1.p	g5467
OG0008736	Roisl.0210s0631.1.p	g5473
OG0008737	Roisl.0210s0611.1.p	g29574
OG0008738	Roisl.0210s0608.1.p	g5490
OG0008739	Roisl.0188s0119.1.p	g10402
OG0008740	Roisl.0214s0199.1.p	g1405
OG0008741	Roisl.0210s0589.1.p	g5500, g29586
OG0008742	Roisl.0210s0566.1.p	g5509
OG0008743	Roisl.0210s0548.1.p	g5519
OG0008744	Roisl.0210s0536.1.p	g5526
OG0008745	Roisl.0210s0532.1.p	g5531
OG0008746	Roisl.0210s0523.1.p	g29607
OG0008747	Roisl.0210s0501.1.p	g29621
OG0008748	Roisl.0082s0389.1.p	g39615
OG0008749	Roisl.0082s0387.1.p	g39620
OG0008750	Roisl.0082s0357.1.p	g39634
OG0008751	Roisl.0082s0356.1.p	g25501
OG0008752	Roisl.0082s0338.1.p	g45192, g39643
OG0008753	Roisl.0022s0152.1.p	g17182
OG0008754	Roisl.0012s0011.1.p	g1345, g23799
OG0008755	Roisl.0022s0134.1.p	g17188
OG0008756	Roisl.0022s0133.1.p	g17189
OG0008757	Roisl.0191s0572.1.p	g39463
OG0008758	Roisl.0029s0067.1.p	g40188
OG0008759	Roisl.0029s0059.1.p	g40185
OG0008760	Roisl.0010s0016.1.p	g40158
OG0008761	Roisl.0029s0006.1.p	g40153
OG0008762	Roisl.0204s0124.1.p	g40125
OG0008763	Roisl.0204s0108.1.p	g40120
OG0008764	Roisl.0204s0085.1.p	g40116
OG0008765	Roisl.0204s0084.1.p	g40115
OG0008766	Roisl.0204s0051.1.p	g40096
OG0008768	Roisl.0204s0027.1.p	g40089
OG0008769	Roisl.0204s0022.1.p	g40086
OG0008770	Roisl.0204s0017.1.p	g40084
OG0008771	Roisl.0204s0009.1.p	g13583
OG0008772	Roisl.0082s0544.1.p	g37813
OG0008773	Roisl.0082s0553.1.p	g40069
OG0008774	Roisl.0082s0558.1.p	g40067
OG0008775	Roisl.0082s0560.1.p	g53382
OG0008776	Roisl.0082s0597.1.p	g40038
OG0008777	Roisl.0082s0602.1.p	g40034, g51077
OG0008778	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p	g37844, g39975
OG0008779	Roisl.0082s0633.1.p	g37845, g39981
OG0008780	Roisl.0082s0649.1.p	g40000
OG0008781	Roisl.0082s0650.1.p	g51098
OG0008782	Roisl.0082s0651.1.p	g37848, g40001
OG0008784	Roisl.0082s0660.1.p	g40003
OG0008785	Roisl.0082s0671.1.p	g40013
OG0008786	Roisl.0082s0693.1.p	g40015
OG0008787	Roisl.0082s0728.1.p	g51139
OG0008788	Roisl.0082s0729.1.p	g51158
OG0008789	Roisl.0033s0015.1.p	g39957
OG0008790	Roisl.0033s0021.1.p	g39952
OG0008791	Roisl.0033s0025.1.p	g37893, g5560
OG0008792	Roisl.0033s0029.1.p	g39944
OG0008793	Roisl.0033s0043.1.p	g51194
OG0008794	Roisl.0033s0056.1.p	g39916
OG0008795	Roisl.0033s0070.1.p	g51213
OG0008796	Roisl.0033s0074.1.p	g51216
OG0008797	Roisl.0033s0094.1.p	g39895
OG0008798	Roisl.0033s0142.1.p	g39873, g51233
OG0008799	Roisl.0033s0132.1.p	g51235
OG0008800	Roisl.0033s0131.1.p	g39869
OG0008801	Roisl.0033s0120.1.p	g51236
OG0008802	Roisl.0033s0114.1.p	g39854
OG0008803	Roisl.0033s0110.1.p	g39850
OG0008805	Roisl.0017s0520.1.p	g51251
OG0008806	Roisl.0017s0479.1.p	g37914
OG0008807	Roisl.0017s0472.1.p	g51269
OG0008809	Roisl.0017s0437.1.p	g39812, g51291
OG0008810	Roisl.0028s0636.1.p	g51304
OG0008811	Roisl.0028s0616.1.p	g39790
OG0008812	Roisl.0185s0059.1.p	g24798
OG0008814	Roisl.0028s0668.1.p	g39768
OG0008815	Roisl.0028s0708.1.p	g51335
OG0008816	Roisl.0028s0720.1.p	g39750
OG0008817	Roisl.0028s0728.1.p	g39748, g51341
OG0008818	Roisl.0028s0729.1.p	g51342
OG0008819	Roisl.0028s0732.1.p	g51348
OG0008820	Roisl.0028s0737.1.p	g51352
OG0008821	Roisl.0012s0093.1.p	g39738
OG0008822	Roisl.0012s0125.1.p	g39723, g11107
OG0008823	Roisl.0012s0139.1.p	g11102
OG0008824	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p	g39713
OG0008825	Roisl.0012s0184.1.p	g39706
OG0008826	Roisl.0012s0187.1.p	g39704
OG0008827	Roisl.0022s0094.1.p	g23833
OG0008828	Roisl.0012s0249.1.p	g11059
OG0008830	Roisl.0022s0159.1.p	g23788
OG0008831	Roisl.0022s0161.1.p	g23787
OG0008832	Roisl.0022s0178.1.p	g17175
OG0008833	Roisl.0013s0172.1.p	g36265
OG0008834	Roisl.0013s0177.1.p	g54016
OG0008835	Roisl.0013s0183.1.p	g36262
OG0008836	Roisl.0013s0190.1.p	g36250, g36257
OG0008838	Roisl.0013s0209.1.p	g54003
OG0008839	Roisl.0066s0384.1.p	g36186
OG0008840	Roisl.0066s0359.1.p	g36200, g28134
OG0008841	Roisl.0066s0337.1.p	g53945
OG0008842	Roisl.0213s0037.1.p	g50434
OG0008843	Roisl.0213s0050.1.p	g32305
OG0008844	Roisl.0213s0074.1.p	g32320
OG0008845	Roisl.0053s0159.1.p	g11671
OG0008846	Roisl.0213s0090.1.p	g32331
OG0008847	Roisl.0213s0104.1.p	g32346
OG0008848	Roisl.0213s0149.1.p	g32375
OG0008849	Roisl.0213s0172.1.p	g32390
OG0008850	Roisl.0213s0173.1.p	g50503
OG0008851	Roisl.0213s0177.1.p	g32392
OG0008852	Roisl.0213s0222.1.p	g32408
OG0008853	Roisl.0198s0029.1.p	g10203
OG0008854	Roisl.0213s0235.1.p	g27689
OG0008855	Roisl.0213s0256.1.p	g32421
OG0008856	Roisl.0213s0265.1.p	g27693, g32429
OG0008857	Roisl.0213s0293.1.p	g32457
OG0008858	Roisl.0213s0328.1.p	g50552
OG0008859	Roisl.0213s0331.1.p	g27710
OG0008860	Roisl.0213s0338.1.p	g27713
OG0008861	Roisl.0213s0348.1.p	g50565
OG0008862	Roisl.0213s0360.1.p	g32502
OG0008863	Roisl.0213s0371.1.p	g27720
OG0008864	Roisl.0213s0374.1.p	g50569
OG0008865	Roisl.0213s0401.1.p	g27751
OG0008866	Roisl.0213s0414.1.p	g32523, g27749
OG0008867	Roisl.0214s0211.1.p	g28262
OG0008868	Roisl.0213s0432.1.p	g50599
OG0008869	Roisl.0213s0459.1.p	g32540
OG0008870	Roisl.0213s0476.1.p	g32549
OG0008871	Roisl.0209s0191.1.p	g32608
OG0008872	Roisl.0209s0165.1.p	g32630
OG0008873	Roisl.0028s0948.1.p	g37131, g51514
OG0008874	Roisl.0011s0147.1.p	g10714, g10710
OG0008875	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p	g16701
OG0008876	Roisl.0011s0245.1.p	g10665
OG0008877	Roisl.0018s0330.1.p, Roisl.0009s0326.1.p	g11157
OG0008878	Roisl.0024s0598.1.p	g41, g19652
OG0008879	Roisl.0024s0595.1.p	g19653
OG0008880	Roisl.0024s0593.1.p	g9644
OG0008881	Roisl.0024s0575.1.p	g9660
OG0008882	Roisl.0024s0573.1.p	g54
OG0008883	Roisl.0024s0570.1.p	g59
OG0008884	Roisl.0024s0563.1.p	g61
OG0008885	Roisl.0024s0555.1.p	g9663
OG0008886	Roisl.0024s0536.1.p	g9669
OG0008887	Roisl.0024s0533.1.p	g81
OG0008888	Roisl.0024s0513.1.p	g101
OG0008889	Roisl.0024s0505.1.p	g107
OG0008890	Roisl.0024s0492.1.p	g117, g9687
OG0008891	Roisl.0024s0463.1.p	g9699
OG0008892	Roisl.0024s0460.1.p	g9702
OG0008893	Roisl.0024s0450.1.p	g9704
OG0008894	Roisl.0024s0417.1.p	g9721
OG0008895	Roisl.0024s0403.1.p	g9724
OG0008896	Roisl.0024s0402.1.p	g176
OG0008897	Roisl.0024s0400.1.p	g9725, g178
OG0008898	Roisl.0024s0393.1.p	g197, g18663
OG0008899	Roisl.0024s0383.1.p	g18662
OG0008900	Roisl.0024s0371.1.p	g9743
OG0008901	Roisl.0024s0348.1.p	g9753
OG0008902	Roisl.0024s0313.1.p	g240, g9770
OG0008903	Roisl.0024s0303.1.p	g244
OG0008905	Roisl.0024s0274.1.p	g9796
OG0008906	Roisl.0024s0267.1.p	g266
OG0008907	Roisl.0024s0258.1.p	g272
OG0008908	Roisl.0024s0246.1.p	g279
OG0008910	Roisl.0024s0210.1.p	g305
OG0008911	Roisl.0024s0198.1.p	g312
OG0008912	Roisl.0024s0166.1.p	g327
OG0008913	Roisl.0024s0156.1.p	g331
OG0008914	Roisl.0024s0150.1.p	g9840
OG0008916	Roisl.0024s0135.1.p	g342
OG0008917	Roisl.0024s0124.1.p	g352
OG0008918	Roisl.0024s0119.1.p	g9854
OG0008919	Roisl.0080s0004.1.p	g9860
OG0008920	Roisl.0080s0011.1.p	g9862
OG0008921	Roisl.0080s0017.1.p	g9865
OG0008923	Roisl.0080s0046.1.p	g9874, g382
OG0008924	Roisl.0080s0049.1.p	g385
OG0008925	Roisl.0080s0053.1.p	g9876
OG0008926	Roisl.0080s0067.1.p	g394
OG0008927	Roisl.0080s0075.1.p	g399
OG0008928	Roisl.0080s0110.1.p	g421
OG0008929	Roisl.0080s0146.1.p	g9920
OG0008930	Roisl.0210s1969.1.p	g458
OG0008931	Roisl.0210s1980.1.p	g465
OG0008932	Roisl.0210s1983.1.p	g468
OG0008933	Roisl.0210s1996.1.p	g9959
OG0008934	Roisl.0210s1999.1.p	g483
OG0008935	Roisl.0210s2013.1.p	g490, g9969
OG0008936	Roisl.0210s2016.1.p	g492
OG0008937	Roisl.0210s2027.1.p	g9973
OG0008938	Roisl.0210s2062.1.p	g511
OG0008939	Roisl.0046s0091.1.p	g524
OG0008940	Roisl.0046s0118.1.p	g10016, g10013
OG0008942	Roisl.0046s0138.1.p	g549
OG0008943	Roisl.0046s0140.1.p	g10021
OG0008944	Roisl.0046s0148.1.p	g10024
OG0008945	Roisl.0046s0173.1.p	g577, g10033
OG0008946	Roisl.0046s0176.1.p	g578
OG0008947	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p	g581
OG0008948	Roisl.0046s0195.1.p	g583
OG0008949	Roisl.0046s0204.1.p	g10049
OG0008950	Roisl.0046s0219.1.p	g10058
OG0008952	Roisl.0046s0264.1.p	g18551, g14921
OG0008953	Roisl.0046s0298.1.p	g638
OG0008954	Roisl.0210s1675.1.p	g29123
OG0008955	Roisl.0210s1684.1.p	g653, g28980
OG0008956	Roisl.0210s1680.1.p	g29128
OG0008957	Roisl.0210s1679.1.p	g29127
OG0008958	Roisl.0210s1678.1.p	g657
OG0008959	Roisl.0210s1676.1.p	g659
OG0008960	Roisl.0210s1693.1.p	g28975
OG0008962	Roisl.0210s1695.1.p	g664
OG0008963	Roisl.0210s1712.1.p	g674, g28965
OG0008964	Roisl.0210s1715.1.p	g685
OG0008965	Roisl.0210s1740.1.p	g704
OG0008966	Roisl.0210s1744.1.p	g707
OG0008967	Roisl.0210s1748.1.p	g28946
OG0008968	Roisl.0210s1753.1.p	g711
OG0008969	Roisl.0210s1776.1.p	g41402, g28931
OG0008970	Roisl.0210s1796.1.p	g734
OG0008971	Roisl.0210s1809.1.p	g41387
OG0008972	Roisl.0210s1811.1.p	g41386
OG0008973	Roisl.0210s1820.1.p	g743
OG0008974	Roisl.0210s1823.1.p	g41379
OG0008975	Roisl.0210s1829.1.p	g746
OG0008976	Roisl.0210s1832.1.p	g28906, g748
OG0008977	Roisl.0210s1852.1.p	g28897
OG0008978	Roisl.0210s1863.1.p	g770
OG0008980	Roisl.0210s1897.1.p	g28873
OG0008981	Roisl.0210s1902.1.p	g28871
OG0008982	Roisl.0210s1924.1.p	g805
OG0008983	Roisl.0052s0029.1.p	g28450
OG0008984	Roisl.0210s1944.1.p	g816
OG0008985	Roisl.0210s1963.1.p	g41333
OG0008986	Roisl.0080s0199.1.p	g831
OG0008988	Roisl.0080s0246.1.p	g855, g28805
OG0008989	Roisl.0080s0271.1.p	g28785
OG0008990	Roisl.0080s0274.1.p	g28783
OG0008991	Roisl.0080s0295.1.p	g28763
OG0008992	Roisl.0080s0285.1.p	g41303
OG0008993	Roisl.0080s0298.1.p	g28761
OG0008994	Roisl.0080s0369.1.p	g39245
OG0008995	Roisl.0080s0373.1.p	g28706
OG0008996	Roisl.0080s0386.1.p	g1240
OG0008997	Roisl.0080s0391.1.p	g1236
OG0008998	Roisl.0080s0395.1.p	g1233
OG0008999	Roisl.0080s0426.1.p	g39273
OG0009000	Roisl.0080s0454.1.p	g1177
OG0009001	Roisl.0080s0465.1.p	g28698
OG0009002	Roisl.0080s0478.1.p	g1155
OG0009003	Roisl.0010s0048.1.p	g50163
OG0009004	Roisl.0080s0490.1.p	g28681
OG0009005	Roisl.0004s0044.1.p	g13643
OG0009006	Roisl.0080s0508.1.p	g28666
OG0009007	Roisl.0080s0537.1.p	g1118
OG0009008	Roisl.0080s0546.1.p	g1112
OG0009009	Roisl.0080s0564.1.p	g39307
OG0009010	Roisl.0080s0572.1.p	g28632
OG0009011	Roisl.0080s0574.1.p	g28631
OG0009012	Roisl.0080s0584.1.p	g28624
OG0009013	Roisl.0080s0586.1.p	g28622
OG0009014	Roisl.0080s0587.1.p	g1099
OG0009015	Roisl.0080s0610.1.p	g1093
OG0009016	Roisl.0080s0611.1.p	g28592
OG0009017	Roisl.0080s0621.1.p	g28574
OG0009018	Roisl.0080s0625.1.p	g28571
OG0009019	Roisl.0080s0636.1.p	g28566
OG0009020	Roisl.0080s0632.1.p	g28564
OG0009022	Roisl.0080s0661.1.p	g28558
OG0009023	Roisl.0080s0690.1.p	g1068
OG0009024	Roisl.0080s0692.1.p	g28555
OG0009025	Roisl.0080s0705.1.p	g1057
OG0009026	Roisl.0080s0698.1.p	g1061
OG0009027	Roisl.0080s0737.1.p	g28536
OG0009028	Roisl.0080s0738.1.p	g1040
OG0009029	Roisl.0080s0748.1.p	g28530
OG0009030	Roisl.0080s0771.1.p	g1024
OG0009031	Roisl.0080s0772.1.p	g28523
OG0009032	Roisl.0080s0781.1.p	g28516
OG0009033	Roisl.0080s0782.1.p	g28515
OG0009034	Roisl.0080s0811.1.p	g28510
OG0009035	Roisl.0080s0820.1.p	g39384, g39388
OG0009036	Roisl.0080s0822.1.p	g28507, g997
OG0009037	Roisl.0080s0831.1.p	g39386
OG0009038	Roisl.0080s0840.1.p	g28497
OG0009039	Roisl.0046s0890.1.p	g2622, g19396
OG0009040	Roisl.0046s0855.1.p	g2631
OG0009041	Roisl.0046s0853.1.p	g11382, g2633, g19413
OG0009042	Roisl.0046s0831.1.p	g2644
OG0009043	Roisl.0046s0826.1.p	g2649
OG0009044	Roisl.0046s0813.1.p	g19441, g19453
OG0009045	Roisl.0046s0800.1.p	g2688
OG0009046	Roisl.0052s0050.1.p	g948
OG0009047	Roisl.0052s0022.1.p	g39428
OG0009048	Roisl.0082s0447.1.p	g45233
OG0009049	Roisl.0082s0392.1.p	g39611
OG0009050	Roisl.0078s0004.1.p	g36847
OG0009051	Roisl.0210s0480.1.p	g5545
OG0009052	Roisl.0053s0052.1.p	g25189
OG0009053	Roisl.0050s0020.1.p	g40748
OG0009054	Roisl.0210s0417.1.p	g29653
OG0009055	Roisl.0210s0397.1.p	g5589
OG0009056	Roisl.0042s0016.1.p	g29678
OG0009057	Roisl.0042s0020.1.p	g5595
OG0009058	Roisl.0042s0032.1.p	g29687
OG0009059	Roisl.0042s0039.1.p	g5607
OG0009060	Roisl.0210s1557.1.p	g41472
OG0009061	Roisl.0210s1556.1.p	g4916
OG0009062	Roisl.0191s0459.1.p	g27616
OG0009063	Roisl.0042s0057.1.p	g29696
OG0009064	Roisl.0015s0057.1.p	g32241
OG0009065	Roisl.0042s0062.1.p	g29699
OG0009066	Roisl.0042s0063.1.p	g29700
OG0009067	Roisl.0042s0090.1.p	g29710
OG0009068	Roisl.0042s0100.1.p	g29719
OG0009069	Roisl.0042s0107.1.p	g29721
OG0009070	Roisl.0042s0120.1.p	g45428
OG0009072	Roisl.0042s0135.1.p	g5644
OG0009073	Roisl.0042s0145.1.p	g29738
OG0009074	Roisl.0042s0147.1.p	g29739
OG0009075	Roisl.0028s0338.1.p	g37462
OG0009077	Roisl.0042s0163.1.p	g5650, g45409
OG0009078	Roisl.0042s0162.1.p	g5652
OG0009079	Roisl.0030s0207.1.p	g29766
OG0009080	Roisl.0030s0173.1.p	g5687
OG0009081	Roisl.0030s0160.1.p	g29794
OG0009082	Roisl.0030s0154.1.p	g29800
OG0009083	Roisl.0030s0148.1.p	g5698
OG0009084	Roisl.0191s0470.1.p	g25358
OG0009085	Roisl.0030s0126.1.p	g29805
OG0009086	Roisl.0030s0120.1.p	g45376
OG0009087	Roisl.0030s0113.1.p	g29811
OG0009088	Roisl.0030s0107.1.p	g45373
OG0009089	Roisl.0030s0100.1.p	g5717
OG0009090	Roisl.0030s0097.1.p	g45368
OG0009091	Roisl.0002s0227.1.p, Roisl.0012s0030.1.p	g28298, g1363
OG0009092	Roisl.0030s0090.1.p	g29831
OG0009093	Roisl.0030s0075.1.p	g5724
OG0009094	Roisl.0030s0074.1.p	g5725
OG0009095	Roisl.0030s0053.1.p	g29836
OG0009096	Roisl.0030s0041.1.p	g5750
OG0009097	Roisl.0030s0034.1.p	g5752
OG0009098	Roisl.0030s0005.1.p	g5766
OG0009099	Roisl.0185s0008.1.p	g28180
OG0009100	Roisl.0034s0156.1.p, Roisl.0042s0154.1.p	g5783
OG0009101	Roisl.0034s0140.1.p	g29856
OG0009102	Roisl.0034s0128.1.p	g5794
OG0009103	Roisl.0034s0119.1.p	g5798
OG0009104	Roisl.0034s0107.1.p	g45304
OG0009105	Roisl.0034s0047.1.p	g5838, g5842, g5836, g5840
OG0009106	Roisl.0034s0042.1.p	g5846
OG0009107	Roisl.0034s0036.1.p	g5851
OG0009108	Roisl.0034s0029.1.p	g5855
OG0009109	Roisl.0091s0050.1.p	g5859
OG0009110	Roisl.0034s0026.1.p	g5858
OG0009111	Roisl.0034s0006.1.p	g45281
OG0009112	Roisl.0009s0172.1.p	g46664
OG0009113	Roisl.0009s0146.1.p	g16815
OG0009114	Roisl.0009s0144.1.p	g16814
OG0009116	Roisl.0009s0122.1.p	g46653
OG0009117	Roisl.0009s0119.1.p	g16804, g46651
OG0009118	Roisl.0009s0117.1.p	g16802
OG0009119	Roisl.0079s0192.1.p	g25028
OG0009120	Roisl.0009s0012.1.p	g46622
OG0009121	Roisl.0115s0035.1.p	g46604
OG0009122	Roisl.0115s0030.1.p	g36646
OG0009123	Roisl.0115s0026.1.p	g46607
OG0009124	Roisl.0115s0020.1.p	g39222
OG0009127	Roisl.0115s0049.1.p	g44273
OG0009128	Roisl.0115s0052.1.p	g44276
OG0009129	Roisl.0115s0056.1.p	g32231
OG0009130	Roisl.0115s0061.1.p	g46593
OG0009131	Roisl.0115s0071.1.p	g46586
OG0009132	Roisl.0115s0095.1.p	g44292, g46571
OG0009133	Roisl.0115s0103.1.p	g44296
OG0009134	Roisl.0115s0108.1.p	g46564
OG0009135	Roisl.0115s0109.1.p	g44297
OG0009136	Roisl.0115s0126.1.p	g46552
OG0009138	Roisl.0115s0146.1.p	g46540
OG0009139	Roisl.0115s0148.1.p	g44307
OG0009140	Roisl.0115s0151.1.p	g13602
OG0009141	Roisl.0115s0181.1.p	g13603
OG0009142	Roisl.0115s0215.1.p	g46500, g44337
OG0009143	Roisl.0115s0232.1.p	g46492, g44349
OG0009144	Roisl.0115s0254.1.p	g46476
OG0009145	Roisl.0004s0019.1.p	g13644
OG0009146	Roisl.0004s0037.1.p	g46463
OG0009147	Roisl.0004s0050.1.p	g46452
OG0009149	Roisl.0004s0056.1.p	g46443
OG0009150	Roisl.0004s0088.1.p	g46418
OG0009151	Roisl.0004s0092.1.p	g46408
OG0009152	Roisl.0004s0110.1.p	g46391, g44358
OG0009153	Roisl.0037s0067.1.p	g19613
OG0009154	Roisl.0004s0123.1.p	g46386
OG0009156	Roisl.0004s0158.1.p, Roisl.0210s0235.1.p	g46352
OG0009157	Roisl.0004s0159.1.p	g46351
OG0009158	Roisl.0004s0169.1.p	g46339
OG0009159	Roisl.0004s0176.1.p	g46336
OG0009160	Roisl.0004s0185.1.p	g46324
OG0009161	Roisl.0004s0192.1.p	g44367
OG0009162	Roisl.0004s0200.1.p	g44375
OG0009163	Roisl.0004s0240.1.p	g46278
OG0009164	Roisl.0004s0246.1.p	g44398
OG0009165	Roisl.0004s0260.1.p	g44406
OG0009166	Roisl.0004s0279.1.p	g44411
OG0009168	Roisl.0074s0583.1.p	g7201
OG0009170	Roisl.0004s0299.1.p	g17973
OG0009171	Roisl.0004s0325.1.p	g46228
OG0009172	Roisl.0188s0011.1.p	g6305
OG0009173	Roisl.0004s0361.1.p	g46194
OG0009174	Roisl.0004s0373.1.p	g44472
OG0009175	Roisl.0004s0377.1.p	g46189
OG0009176	Roisl.0066s0183.1.p	g14012, g6078
OG0009179	Roisl.0066s0134.1.p	g13992
OG0009180	Roisl.0046s0929.1.p	g11367
OG0009181	Roisl.0080s0879.1.p	g39406
OG0009182	Roisl.0080s0880.1.p	g39407
OG0009183	Roisl.0080s0883.1.p	g28486
OG0009185	Roisl.0007s0769.1.p	g54370
OG0009186	Roisl.0021s0498.1.p	g54369
OG0009188	Roisl.0021s0524.1.p	g36726
OG0009189	Roisl.0006s0543.1.p	g36708
OG0009190	Roisl.0006s0535.1.p	g36705
OG0009192	Roisl.0006s0456.1.p	g36665
OG0009193	Roisl.0006s0454.1.p	g54305
OG0009194	Roisl.0006s0452.1.p	g36662
OG0009195	Roisl.0006s0436.1.p	g36640
OG0009196	Roisl.0006s0424.1.p	g35868
OG0009197	Roisl.0006s0422.1.p	g36634
OG0009198	Roisl.0006s0420.1.p	g36632, g28003
OG0009200	Roisl.0006s0391.1.p	g36611
OG0009201	Roisl.0028s1029.1.p	g37145
OG0009202	Roisl.0028s1033.1.p	g51565
OG0009203	Roisl.0028s1048.1.p	g37151
OG0009204	Roisl.0028s1051.1.p	g37160
OG0009205	Roisl.0054s0023.1.p	g51586
OG0009206	Roisl.0022s0282.1.p	g23709
OG0009207	Roisl.0032s0060.1.p, Roisl.0017s0019.1.p	g51608
OG0009208	Roisl.0020s0154.1.p, Roisl.0020s0155.1.p	g19591
OG0009209	Roisl.0027s0101.1.p	g11447
OG0009210	Roisl.0027s0038.1.p	g19603
OG0009211	Roisl.0188s0085.1.p	g10381
OG0009212	Roisl.0032s0077.1.p	g41147
OG0009213	Roisl.0214s0164.1.p	g1418
