Orthogroup	Rorippa_islandica	Noccaea_praecox
OG0011927	Roisl.0214s0646.1.p	Np002G1152000, Np002G1151800
OG0011928	Roisl.0214s0651.1.p	Np002G1150400
OG0011929	Roisl.0214s0656.1.p	Np002G1149800, Np005G3016600
OG0011930	Roisl.0214s0669.1.p	Np002G1147200
OG0011931	Roisl.0214s0670.1.p	Np002G1146900
OG0011932	Roisl.0214s0755.1.p	Np002G1131600
OG0011933	Roisl.0214s0833.1.p	Np002G1125100
OG0011934	Roisl.0008s0040.1.p	Np002G1111300
OG0011935	Roisl.0008s0030.1.p	Np002G1084200
OG0011936	Roisl.0019s0015.1.p	Np002G1075500
OG0011937	Roisl.0046s1654.1.p	Np002G1075300
OG0011938	Roisl.0050s0082.1.p	Np002G1238400
OG0011939	Roisl.0050s0079.1.p	Np002G1238600
OG0011940	Roisl.0050s0041.1.p	Np002G1244000
OG0011941	Roisl.0050s0033.1.p	Np002G1245600
OG0011942	Roisl.0050s0032.1.p	Np002G1245700
OG0011943	Roisl.0050s0017.1.p	Np002G1247400
OG0011944	Roisl.0050s0014.1.p	Np002G1247600
OG0011945	Roisl.0005s0172.1.p	Np001G0353100
OG0011946	Roisl.0005s0151.1.p	Np001G0351200
OG0011947	Roisl.0024s0554.1.p	Np001G0017200
OG0011948	Roisl.0005s0140.1.p	Np001G0346100
OG0011949	Roisl.0005s0135.1.p	Np001G0345500
OG0011950	Roisl.0008s0248.1.p	Np005G2824900
OG0011951	Roisl.0005s0124.1.p	Np001G0344700
OG0011952	Roisl.0005s0017.1.p	Np001G0321100
OG0011953	Roisl.0005s0014.1.p	Np001G0321400
OG0011954	Roisl.0005s0008.1.p	Np001G0326100
OG0011955	Roisl.0005s0004.1.p	Np001G0326600
OG0011956	Roisl.0191s0362.1.p	Np004G2258700
OG0011957	Roisl.0213s0021.1.p	Np004G2172900
OG0011958	Roisl.0082s0313.1.p	Np003G1850500
OG0011959	Roisl.0082s0303.1.p	Np003G1849200
OG0011960	Roisl.0036s0119.1.p	Np006G3633100
OG0011961	Roisl.0082s0266.1.p	Np003G1846100
OG0011962	Roisl.0044s0095.1.p	Np005G2751900
OG0011963	Roisl.0044s0138.1.p	Np005G2745700
OG0011964	Roisl.0002s0052.1.p	Np005G3010600
OG0011965	Roisl.0009s0241.1.p	Np005G3166800
OG0011966	Roisl.0017s0346.1.p	Np006G3332200
OG0011967	Roisl.0002s0046.1.p	Np005G3009000, Np005G3008500
OG0011968	Roisl.0013s0121.1.p	Np004G1997000
OG0011969	Roisl.0013s0110.1.p	Np004G1996000, Np004G1995900
OG0011970	Roisl.0013s0108.1.p	Np004G1995000
OG0011971	Roisl.0191s0222.1.p	Np004G2294700
OG0011972	Roisl.0013s0096.1.p	Np004G1993400
OG0011973	Roisl.0013s0094.1.p	Np004G1993100
OG0011974	Roisl.0013s0055.1.p	Np004G1986900
OG0011975	Roisl.0051s0032.1.p	Np006G3656200
OG0011976	Roisl.0004s0410.1.p	Np002G0787000
OG0011977	Roisl.0011s0001.1.p	Np005G2599700
OG0011978	Roisl.0115s0776.1.p	Np005G2600000
OG0011979	Roisl.0115s0764.1.p	Np005G2601100
OG0011980	Roisl.0115s0762.1.p	Np005G2601300
OG0011981	Roisl.0115s0759.1.p	Np005G2601600
OG0011982	Roisl.0115s0752.1.p	Np005G2602700
OG0011983	Roisl.0115s0723.1.p	Np005G2606100
OG0011984	Roisl.0115s0696.1.p	Np005G2610800
OG0011985	Roisl.0115s0695.1.p	Np005G2610900
OG0011986	Roisl.0115s0692.1.p	Np005G2611000
OG0011988	Roisl.0115s0656.1.p	Np005G2615500
OG0011989	Roisl.0115s0654.1.p	Np005G2615800
OG0011990	Roisl.0001s0501.1.p	Np005G2618500
OG0011991	Roisl.0001s0434.1.p	Np005G2626200
OG0011992	Roisl.0001s0425.1.p	Np005G2627100
OG0011993	Roisl.0001s0406.1.p	Np005G2697500
OG0011994	Roisl.0001s0389.1.p	Np005G2695300
OG0011995	Roisl.0001s0385.1.p	Np005G2695000
OG0011996	Roisl.0001s0380.1.p	Np005G2694500
OG0011997	Roisl.0001s0377.1.p	Np005G2694000
OG0011998	Roisl.0001s0347.1.p	Np005G2689600
OG0011999	Roisl.0001s0328.1.p	Np005G2687900
OG0012000	Roisl.0001s0326.1.p	Np005G2687800
OG0012001	Roisl.0001s0323.1.p	Np005G2687400
OG0012002	Roisl.0001s0322.1.p	Np005G2687300
OG0012003	Roisl.0001s0310.1.p	Np005G2686600
OG0012004	Roisl.0001s0298.1.p	Np005G2684800
OG0012005	Roisl.0001s0291.1.p	Np005G2684100
OG0012007	Roisl.0010s0203.1.p	Np005G2682900
OG0012008	Roisl.0001s0258.1.p	Np005G2680100
OG0012009	Roisl.0001s0244.1.p	Np005G2678400
OG0012010	Roisl.0001s0237.1.p	Np005G2677500
OG0012011	Roisl.0191s0048.1.p, Roisl.0003s0294.1.p, Roisl.0008s0292.1.p	Np005G2636500
OG0012012	Roisl.0021s0591.1.p	Np006G3664400
OG0012013	Roisl.0001s0159.1.p	Np005G2665000
OG0012014	Roisl.0001s0105.1.p	Np005G2656100
OG0012015	Roisl.0001s0096.1.p	Np005G2655300
OG0012016	Roisl.0001s0085.1.p	Np005G2654200
OG0012017	Roisl.0001s0033.1.p	Np005G2646500
OG0012018	Roisl.0001s0025.1.p	Np005G2645600
OG0012019	Roisl.0001s0023.1.p, Roisl.0029s0009.1.p	Np006G3487300, Np005G2645400
OG0012020	Roisl.0001s0022.1.p	Np005G2645300
OG0012021	Roisl.0036s0065.1.p	Np001G0167500
OG0012022	Roisl.0001s0004.1.p	Np005G2643900
OG0012024	Roisl.0003s0269.1.p	Np005G2702000
OG0012025	Roisl.0003s0276.1.p	Np005G2701100, Np005G2700700
OG0012026	Roisl.0003s0280.1.p	Np005G2700300
OG0012027	Roisl.0003s0298.1.p	Np005G2699100
OG0012028	Roisl.0003s0302.1.p	Np005G2627900
OG0012029	Roisl.0003s0318.1.p	Np005G2629500
OG0012030	Roisl.0003s0322.1.p	Np005G2629800
OG0012031	Roisl.0003s0349.1.p	Np005G2632600
OG0012032	Roisl.0008s0265.1.p	Np005G2633800
OG0012033	Roisl.0008s0273.1.p	Np005G2634500
OG0012034	Roisl.0008s0277.1.p	Np005G2635000
OG0012035	Roisl.0008s0321.1.p	Np005G2639800
OG0012036	Roisl.0008s0325.1.p	Np005G2640300
OG0012039	Roisl.0003s0216.1.p	Np005G2710200
OG0012040	Roisl.0003s0209.1.p	Np005G2711100
OG0012041	Roisl.0003s0198.1.p	Np005G2713100
OG0012042	Roisl.0003s0192.1.p	Np005G2713800
OG0012043	Roisl.0003s0187.1.p	Np005G2714200
OG0012044	Roisl.0003s0139.1.p	Np005G2721900
OG0012045	Roisl.0200s0034.1.p	Np005G3203200
OG0012046	Roisl.0003s0123.1.p	Np005G2724100
OG0012047	Roisl.0003s0121.1.p	Np005G2724300
OG0012048	Roisl.0003s0091.1.p	Np005G2727700
OG0012049	Roisl.0209s0482.1.p	Np001G0475100
OG0012050	Roisl.0053s0290.1.p	Np007G3857000
OG0012051	Roisl.0053s0254.1.p	Np007G3863400
OG0012052	Roisl.0019s0224.1.p	Np002G0820300
OG0012054	Roisl.0019s0265.1.p	Np002G0825900
OG0012055	Roisl.0191s0163.1.p	Np004G2305600
OG0012056	Roisl.0191s0171.1.p	Np004G2304600
OG0012057	Roisl.0191s0180.1.p	Np004G2302500
OG0012058	Roisl.0191s0208.1.p	Np004G2298300
OG0012059	Roisl.0191s0223.1.p	Np004G2294600
OG0012060	Roisl.0191s0230.1.p	Np004G2292300
OG0012061	Roisl.0191s0267.1.p	Np004G2287400
OG0012062	Roisl.0191s0312.1.p	Np004G2273400
OG0012063	Roisl.0191s0370.1.p	Np004G2258100
OG0012064	Roisl.0191s0381.1.p	Np004G2251800
OG0012065	Roisl.0210s0700.1.p	Np006G3623300
OG0012066	Roisl.0191s0673.1.p	Np003G1869200
OG0012067	Roisl.0191s0591.1.p	Np003G1872100
OG0012068	Roisl.0191s0614.1.p	Np003G1874000
OG0012069	Roisl.0191s0613.1.p	Np003G1874100
OG0012070	Roisl.0191s0610.1.p	Np003G1874400
OG0012071	Roisl.0191s0609.1.p	Np003G1874500
OG0012072	Roisl.0191s0606.1.p	Np003G1874900
OG0012073	Roisl.0191s0601.1.p	Np003G1875900
OG0012074	Roisl.0191s0626.1.p	Np003G1877000
OG0012075	Roisl.0191s0582.1.p	Np003G1881200
OG0012076	Roisl.0191s0567.1.p	Np003G1890500, Np003G1883100
OG0012077	Roisl.0191s0517.1.p	Np003G1889300
OG0012078	Roisl.0011s0079.1.p	Np001G0266200
OG0012079	Roisl.0191s0487.1.p	Np003G1892400
OG0012080	Roisl.0191s0485.1.p	Np003G1892600
OG0012081	Roisl.0015s0051.1.p	Np003G1894400
OG0012082	Roisl.0015s0041.1.p	Np003G1895700
OG0012083	Roisl.0015s0040.1.p	Np003G1895800
OG0012084	Roisl.0015s0025.1.p	Np003G1897800
OG0012086	Roisl.0015s0008.1.p	Np004G2598100, Np003G1899100
OG0012087	Roisl.0063s0008.1.p	Np006G3713400
OG0012088	Roisl.0063s0010.1.p	Np006G3713200
OG0012089	Roisl.0063s0025.1.p	Np006G3711700
OG0012090	Roisl.0063s0027.1.p	Np006G3711400
OG0012091	Roisl.0022s0301.1.p	Np005G2792300
OG0012092	Roisl.0022s0255.1.p	Np005G2798800
OG0012093	Roisl.0022s0365.1.p	Np005G2786100
OG0012094	Roisl.0022s0378.1.p	Np005G2784600
OG0012095	Roisl.0022s0427.1.p	Np005G2774700
OG0012096	Roisl.0022s0492.1.p	Np005G2767500
OG0012097	Roisl.0022s0494.1.p	Np005G2767300
OG0012098	Roisl.0011s0281.1.p	Np001G0240200
OG0012099	Roisl.0011s0321.1.p	Np001G0236900
OG0012100	Roisl.0007s0547.1.p	Np004G2404400
OG0012101	Roisl.0191s0212.1.p	Np004G2297800
OG0012102	Roisl.0191s0359.1.p	Np004G2259600
OG0012103	Roisl.0191s0394.1.p	Np004G2247600
OG0012104	Roisl.0191s0395.1.p	Np004G2247500
OG0012105	Roisl.0015s0115.1.p	Np004G2103200
OG0012106	Roisl.0209s0138.1.p	Np004G2058100
OG0012107	Roisl.0191s0226.1.p, Roisl.0191s0225.1.p, Roisl.0191s0227.1.p	Np004G2292900
OG0012110	Roisl.0006s0324.1.p	Np004G1941800
OG0012113	Roisl.0019s0745.1.p	Np002G0898600
OG0012114	Roisl.0019s0673.1.p	Np002G0883400
OG0012116	Roisl.0074s0206.1.p	Np007G3925200
OG0012119	Roisl.0066s0277.1.p	Np007G3767800
OG0012120	Roisl.0115s0202.1.p	Np002G0724200
OG0012121	Roisl.0006s0601.1.p, Roisl.0006s0602.1.p	Np006G3675600
OG0012122	Roisl.0006s0553.1.p	Np006G3667400
OG0012123	Roisl.0021s0582.1.p	Np006G3665400
OG0012124	Roisl.0051s0036.1.p, Roisl.0051s0037.1.p	Np006G3655900
OG0012125	Roisl.0051s0047.1.p	Np006G3654700
OG0012126	Roisl.0023s0007.1.p	Np006G3645800
OG0012127	Roisl.0078s0005.1.p	Np006G3634000
OG0012129	Roisl.0028s0868.1.p	Np006G3418500
OG0012130	Roisl.0028s0981.1.p	Np006G3402900
OG0012131	Roisl.0054s0045.1.p, Roisl.0054s0044.1.p	Np006G3386400
OG0012132	Roisl.0028s0473.1.p	Np006G3301300
OG0012133	Roisl.0028s0188.1.p	Np006G3261700
OG0012134	Roisl.0028s0093.1.p	Np006G3250400
OG0012137	Roisl.0011s0367.1.p	Np001G0231100
OG0012138	Roisl.0011s0517.1.p	Np001G0211100
OG0012139	Roisl.0025s0058.1.p	Np001G0199800
OG0012140	Roisl.0188s0117.1.p	Np001G0195900
OG0012141	Roisl.0188s0092.1.p	Np001G0193800
OG0012142	Roisl.0054s0006.1.p	Np001G0186200
OG0012144	Roisl.0027s0028.1.p	Np001G0442300
OG0012146	Roisl.0046s0721.1.p	Np001G0480600
OG0012147	Roisl.0046s0947.1.p	Np001G0512600
OG0012148	Roisl.0046s1122.1.p, Roisl.0046s1127.1.p	Np001G0535000
OG0012149	Roisl.0046s1277.1.p	Np001G0553500
OG0012150	Roisl.0026s0114.1.p	Np001G0625500
OG0012151	Roisl.0018s0055.1.p	Np001G0646700
OG0012152	Roisl.0210s0770.1.p	Np003G1368600
OG0012153	Roisl.0210s0775.1.p	Np003G1369100
OG0012154	Roisl.0210s0926.1.p	Np003G1387600
OG0012155	Roisl.0210s1250.1.p	Np003G1424400, Np003G1424300
OG0012156	Roisl.0210s1481.1.p	Np003G1451900
OG0012158	Roisl.0210s1583.1.p	Np003G1465600
OG0012159	Roisl.0210s1774.1.p	Np003G1487400
OG0012160	Roisl.0020s0024.1.p	Np003G1753500
OG0012161	Roisl.0209s0222.1.p	Np003G1821200
OG0012162	Roisl.0022s0091.1.p	Np005G2822500
OG0012163	Roisl.0082s0441.1.p	Np003G1867500
OG0012164	Roisl.0003s0339.1.p	Np005G2631600
OG0012166	Roisl.0003s0042.1.p	Np005G2734100
OG0012167	Roisl.0022s0280.1.p	Np005G2796400
OG0012168	Roisl.0022s0265.1.p	Np005G2797700
OG0012171	Roisl.0091s0525.1.p	Np005G2928600
OG0012172	Roisl.0002s0051.1.p	Np005G3010500, Np005G3010200
OG0012173	Roisl.0002s0224.1.p	Np005G3038500
OG0012175	Roisl.0014s0083.1.p	Np001G0174700
OG0012176	Roisl.0014s0121.1.p	Np001G0173400
OG0012177	Roisl.0036s0066.1.p	Np001G0167400
OG0012178	Roisl.0036s0073.1.p	Np001G0167100
OG0012179	Roisl.0198s0018.1.p	Np001G0166900
OG0012180	Roisl.0198s0023.1.p	Np001G0166300
OG0012181	Roisl.0214s0247.1.p, Roisl.0214s0249.1.p	Np003G1724600
OG0012182	Roisl.0189s0164.1.p	Np003G1670400
OG0012183	Roisl.0052s0031.1.p	Np003G1621500
OG0012184	Roisl.0082s0523.1.p, Roisl.0080s0038.1.p	Np005G3077300
OG0012186	Roisl.0059s0007.1.p	Np023G4395000, Np023G4393800, Np019G4387500
OG0012186	Roisl.0115s0625.1.p, Roisl.0184s0080.1.p	Np019G4387600
OG0012208	Roisl.0022s0387.1.p	Np005G2783400
OG0012209	Roisl.0003s0062.1.p	Np005G2732100
OG0012210	Roisl.0003s0072.1.p	Np005G2730900
OG0012211	Roisl.0209s0352.1.p	Np001G0462000
OG0012212	Roisl.0185s0047.1.p	Np001G0465700
OG0012213	Roisl.0046s0781.1.p	Np001G0491600
OG0012214	Roisl.0046s0779.1.p	Np001G0491200
OG0012215	Roisl.0046s0754.1.p, Roisl.0046s0752.1.p	Np001G0483900
OG0012216	Roisl.0046s0741.1.p, Roisl.0046s0744.1.p	Np001G0482600
OG0012217	Roisl.0046s0735.1.p, Roisl.0027s0023.1.p	Np001G0482100
OG0012218	Roisl.0046s0688.1.p	Np001G0476800
OG0012219	Roisl.0011s0062.1.p	Np001G0269600
OG0012220	Roisl.0011s0069.1.p	Np001G0267800
OG0012221	Roisl.0011s0076.1.p	Np001G0266500
OG0012222	Roisl.0011s0097.1.p	Np001G0263800
OG0012224	Roisl.0009s0183.1.p	Np005G3178300
OG0012225	Roisl.0009s0185.1.p	Np005G3178200
OG0012226	Roisl.0009s0187.1.p	Np005G3178000
OG0012227	Roisl.0009s0202.1.p	Np005G3176300
OG0012228	Roisl.0210s1521.1.p	Np003G1456300
OG0012229	Roisl.0210s1460.1.p	Np003G1449700
OG0012230	Roisl.0210s1439.1.p	Np003G1447500
OG0012231	Roisl.0210s1434.1.p	Np003G1446900
OG0012232	Roisl.0210s1422.1.p	Np003G1444400
OG0012233	Roisl.0210s1417.1.p	Np003G1443800
OG0012234	Roisl.0210s1413.1.p	Np003G1443600
OG0012235	Roisl.0210s1402.1.p	Np003G1441800
OG0012236	Roisl.0210s1400.1.p	Np003G1441600
OG0012237	Roisl.0210s1395.1.p	Np003G1441200
OG0012238	Roisl.0210s1382.1.p	Np003G1439500
OG0012239	Roisl.0210s1373.1.p	Np003G1438700
OG0012240	Roisl.0015s0072.1.p	Np004G2098300
OG0012241	Roisl.0210s1346.1.p	Np003G1435700
OG0012242	Roisl.0210s1327.1.p	Np003G1433700
OG0012243	Roisl.0210s1319.1.p	Np003G1432600
OG0012244	Roisl.0210s1306.1.p	Np003G1431000
OG0012245	Roisl.0210s1297.1.p	Np003G1430000
OG0012246	Roisl.0210s1290.1.p	Np003G1429300
OG0012247	Roisl.0210s1289.1.p	Np003G1429200
OG0012248	Roisl.0210s1287.1.p	Np003G1428500
OG0012249	Roisl.0210s1272.1.p	Np003G1426900
OG0012250	Roisl.0022s0271.1.p	Np005G2797200
OG0012251	Roisl.0210s1269.1.p	Np003G1426600
OG0012252	Roisl.0210s1266.1.p	Np003G1426400
OG0012253	Roisl.0210s1265.1.p	Np003G1426300
OG0012254	Roisl.0210s1248.1.p	Np003G1424100
OG0012255	Roisl.0210s1242.1.p	Np003G1423400
OG0012257	Roisl.0210s1240.1.p	Np003G1423200
OG0012258	Roisl.0210s1232.1.p	Np003G1422100
OG0012260	Roisl.0210s1229.1.p	Np003G1421600
OG0012262	Roisl.0210s1188.1.p	Np003G1417600
OG0012263	Roisl.0210s1184.1.p	Np005G3089800, Np003G1417400
OG0012264	Roisl.0210s1179.1.p	Np003G1416900
OG0012265	Roisl.0210s1176.1.p	Np003G1416700
OG0012266	Roisl.0210s1160.1.p	Np003G1415300
OG0012267	Roisl.0210s1159.1.p	Np003G1415200
OG0012268	Roisl.0210s1147.1.p	Np003G1414000
OG0012269	Roisl.0210s1144.1.p	Np003G1413700
OG0012270	Roisl.0210s1141.1.p	Np003G1413000
OG0012271	Roisl.0210s1131.1.p	Np003G1412000
OG0012272	Roisl.0210s1101.1.p	Np003G1408900
OG0012273	Roisl.0210s1097.1.p	Np003G1408500
OG0012274	Roisl.0210s1056.1.p	Np003G1404400
OG0012275	Roisl.0210s1021.1.p	Np003G1400500
OG0012276	Roisl.0210s1016.1.p	Np003G1400000
OG0012277	Roisl.0210s1014.1.p	Np003G1399800
OG0012278	Roisl.0015s0066.1.p	Np004G2097200
OG0012279	Roisl.0210s1004.1.p	Np003G1398400
OG0012280	Roisl.0210s0986.1.p	Np003G1396500
OG0012281	Roisl.0210s0980.1.p	Np003G1395700
OG0012282	Roisl.0210s0977.1.p	Np003G1395400
OG0012283	Roisl.0015s0024.1.p	Np003G1897900
OG0012284	Roisl.0210s0971.1.p	Np003G1393600
OG0012285	Roisl.0210s0952.1.p	Np003G1391300
OG0012286	Roisl.0210s0946.1.p	Np003G1390700
OG0012287	Roisl.0210s0912.1.p	Np003G1385700
OG0012288	Roisl.0210s0909.1.p	Np003G1385400
OG0012289	Roisl.0210s0905.1.p	Np003G1385100
OG0012290	Roisl.0011s0064.1.p	Np001G0269400
OG0012291	Roisl.0210s0890.1.p	Np003G1383900
OG0012292	Roisl.0210s0889.1.p	Np003G1383800
OG0012293	Roisl.0210s0884.1.p	Np003G1383300
OG0012294	Roisl.0210s0882.1.p	Np003G1383200
OG0012295	Roisl.0210s0880.1.p	Np003G1383000
OG0012296	Roisl.0210s0877.1.p	Np003G1382500
OG0012297	Roisl.0210s0869.1.p	Np003G1381500
OG0012298	Roisl.0210s0866.1.p	Np003G1381200
OG0012299	Roisl.0210s0860.1.p	Np003G1380500
OG0012300	Roisl.0210s0855.1.p	Np003G1379700
OG0012301	Roisl.0210s0854.1.p	Np003G1379600, Np003G1379800
OG0012302	Roisl.0210s0849.1.p	Np003G1379100
OG0012303	Roisl.0210s0845.1.p	Np003G1378700
OG0012305	Roisl.0210s0802.1.p	Np003G1372500
OG0012306	Roisl.0210s0809.1.p	Np003G1373500
OG0012308	Roisl.0210s0795.1.p	Np003G1371800
OG0012309	Roisl.0023s0009.1.p	Np006G3645500
OG0012310	Roisl.0210s0780.1.p	Np003G1370000
OG0012311	Roisl.0210s0777.1.p	Np003G1369400
OG0012312	Roisl.0210s0765.1.p	Np003G1368100
OG0012313	Roisl.0210s0738.1.p	Np003G1365100, Np002G0758300
OG0012314	Roisl.0210s0723.1.p	Np003G1363400
OG0012315	Roisl.0210s0692.1.p	Np003G1360500
OG0012316	Roisl.0210s0688.1.p	Np003G1360100
OG0012317	Roisl.0210s0655.1.p	Np003G1357100
OG0012318	Roisl.0210s0646.1.p	Np003G1355100
OG0012319	Roisl.0210s0645.1.p	Np003G1355000
OG0012320	Roisl.0210s0637.1.p	Np003G1354100
OG0012321	Roisl.0210s0623.1.p	Np003G1339700, Np003G1352600
OG0012322	Roisl.0210s0621.1.p	Np003G1352400, Np003G1345300
OG0012323	Roisl.0210s0620.1.p	Np003G1352200
OG0012324	Roisl.0210s0617.1.p	Np003G1351600
OG0012325	Roisl.0210s0575.1.p	Np003G1345600
OG0012326	Roisl.0210s0553.1.p	Np003G1343000
OG0012327	Roisl.0210s0552.1.p	Np003G1342900
OG0012328	Roisl.0210s0522.1.p	Np003G1338300
OG0012329	Roisl.0210s0520.1.p	Np003G1338000
OG0012330	Roisl.0210s0516.1.p	Np003G1337600
OG0012331	Roisl.0210s0515.1.p	Np003G1337500
OG0012332	Roisl.0210s0514.1.p	Np003G1337400
OG0012333	Roisl.0082s0388.1.p	Np003G1860000
OG0012334	Roisl.0082s0364.1.p	Np003G1856900
OG0012335	Roisl.0082s0350.1.p	Np003G1855500
OG0012336	Roisl.0082s0348.1.p	Np003G1854900
OG0012337	Roisl.0082s0335.1.p	Np003G1853600
OG0012338	Roisl.0022s0119.1.p	Np005G2817300
OG0012339	Roisl.0022s0117.1.p	Np005G2817500
OG0012340	Roisl.0022s0116.1.p	Np005G2817600
OG0012341	Roisl.0022s0114.1.p	Np005G2818600
OG0012342	Roisl.0215s0020.1.p	Np006G3622700
OG0012343	Roisl.0029s0046.1.p	Np006G3620500
OG0012344	Roisl.0029s0004.1.p	Np006G3349100
OG0012345	Roisl.0029s0037.1.p	Np006G3615800
OG0012346	Roisl.0209s0497.1.p	Np006G3615000
OG0012347	Roisl.0209s0495.1.p	Np006G3614400
OG0012348	Roisl.0012s0005.1.p	Np007G3774000
OG0012349	Roisl.0204s0068.1.p	Np006G3607300
OG0012350	Roisl.0204s0052.1.p	Np006G3580100
OG0012351	Roisl.0204s0036.1.p	Np006G3580700
OG0012352	Roisl.0193s0024.1.p	Np006G3585000
OG0012353	Roisl.0082s0547.1.p	Np006G3587400
OG0012354	Roisl.0082s0549.1.p	Np006G3587600
OG0012355	Roisl.0082s0561.1.p	Np006G3588800
OG0012356	Roisl.0082s0582.1.p	Np006G3590300
OG0012357	Roisl.0082s0587.1.p	Np006G3590600
OG0012358	Roisl.0011s0128.1.p	Np001G0260400
OG0012359	Roisl.0082s0591.1.p	Np006G3591100
OG0012360	Roisl.0082s0596.1.p	Np006G3591800
OG0012361	Roisl.0082s0601.1.p	Np006G3592900
OG0012362	Roisl.0082s0614.1.p	Np006G3594500
OG0012363	Roisl.0082s0618.1.p	Np006G3595300
OG0012364	Roisl.0082s0654.1.p	Np006G3599400
OG0012365	Roisl.0210s0265.1.p	Np004G2571300
OG0012366	Roisl.0082s0697.1.p	Np006G3602700
OG0012367	Roisl.0082s0753.1.p	Np006G3504900, Np008G4258600
OG0012368	Roisl.0082s0769.1.p	Np006G3659900, Np006G3509600
OG0012369	Roisl.0082s0487.1.p	Np006G3628100
OG0012370	Roisl.0033s0005.1.p	Np006G3522900
OG0012371	Roisl.0033s0007.1.p	Np006G3522800
OG0012372	Roisl.0200s0024.1.p	Np005G3203000
OG0012373	Roisl.0033s0049.1.p	Np006G3528800, Np006G3479000
OG0012374	Roisl.0033s0079.1.p	Np006G3535800, Np006G3472200
OG0012375	Roisl.0033s0083.1.p	Np006G3536100, Np006G3471800
OG0012376	Roisl.0033s0093.1.p	Np006G3537700, Np006G3470300
OG0012377	Roisl.0033s0096.1.p	Np006G3538700, Np006G3469800
OG0012378	Roisl.0033s0104.1.p	Np006G3540300, Np006G3467400
OG0012379	Roisl.0033s0106.1.p	Np006G3540500
OG0012380	Roisl.0033s0159.1.p	Np006G3541000, Np006G3489100
OG0012381	Roisl.0033s0141.1.p	Np006G3485600, Np006G3545200
OG0012382	Roisl.0033s0122.1.p	Np006G3547300, Np006G3482100
OG0012384	Roisl.0017s0488.1.p	Np006G3554300
OG0012385	Roisl.0017s0470.1.p	Np006G3556200
OG0012386	Roisl.0017s0465.1.p	Np006G3557100
OG0012387	Roisl.0017s0461.1.p	Np006G3557500
OG0012388	Roisl.0017s0454.1.p	Np006G3559100
OG0012389	Roisl.0017s0450.1.p	Np006G3559700
OG0012390	Roisl.0017s0436.1.p	Np006G3561100
OG0012391	Roisl.0017s0435.1.p	Np006G3561300
OG0012392	Roisl.0028s0646.1.p, Roisl.0214s0080.1.p	Np006G3570600
OG0012393	Roisl.0028s0635.1.p	Np006G3569000
OG0012394	Roisl.0017s0419.1.p	Np006G3565600
OG0012395	Roisl.0028s0672.1.p	Np006G3574300
OG0012396	Roisl.0028s0707.1.p	Np006G3577300
OG0012397	Roisl.0028s0713.1.p	Np006G3578400
OG0012398	Roisl.0028s0719.1.p	Np006G3578800
OG0012399	Roisl.0028s0721.1.p	Np006G3579000
OG0012400	Roisl.0012s0116.1.p	Np001G0412700
OG0012401	Roisl.0012s0137.1.p	Np001G0410600
OG0012402	Roisl.0012s0143.1.p	Np001G0410100
OG0012403	Roisl.0012s0169.1.p	Np001G0408200
OG0012404	Roisl.0012s0173.1.p	Np001G0407800
OG0012405	Roisl.0012s0189.1.p	Np001G0406400
OG0012406	Roisl.0012s0204.1.p	Np001G0405500
OG0012407	Roisl.0012s0210.1.p	Np001G0404900
OG0012408	Roisl.0012s0213.1.p	Np001G0404600
OG0012409	Roisl.0012s0215.1.p	Np001G0404200
OG0012410	Roisl.0012s0216.1.p	Np001G0404100
OG0012411	Roisl.0012s0218.1.p	Np001G0403800
OG0012412	Roisl.0012s0223.1.p	Np001G0403600
OG0012413	Roisl.0012s0238.1.p	Np001G0401500
OG0012414	Roisl.0082s0326.1.p	Np003G1852300
OG0012415	Roisl.0082s0327.1.p	Np003G1852400
OG0012416	Roisl.0022s0158.1.p	Np005G2811500
OG0012417	Roisl.0022s0160.1.p	Np005G2811300
OG0012418	Roisl.0022s0172.1.p	Np005G2810100
OG0012420	Roisl.0022s0180.1.p	Np005G2808800
OG0012421	Roisl.0022s0186.1.p	Np005G2808000
OG0012423	Roisl.0022s0210.1.p	Np005G2804100
OG0012424	Roisl.0022s0215.1.p	Np005G2803500
OG0012425	Roisl.0002s0035.1.p	Np005G3003100
OG0012426	Roisl.0013s0167.1.p	Np004G2002400
OG0012427	Roisl.0013s0168.1.p	Np004G2002500
OG0012428	Roisl.0013s0184.1.p	Np004G2004800
OG0012429	Roisl.0013s0198.1.p	Np004G2007200
OG0012430	Roisl.0013s0208.1.p	Np004G2007900
OG0012431	Roisl.0179s0012.1.p	Np004G2020000
OG0012432	Roisl.0066s0369.1.p	Np004G2017700
OG0012433	Roisl.0188s0061.1.p	Np001G0190700
OG0012434	Roisl.0066s0371.1.p	Np004G2016100
OG0012435	Roisl.0066s0351.1.p	Np004G2013700
OG0012436	Roisl.0213s0033.1.p	Np004G2105200
OG0012437	Roisl.0213s0043.1.p	Np004G2106300
OG0012438	Roisl.0213s0045.1.p	Np004G2106500
OG0012439	Roisl.0213s0057.1.p	Np004G2107800
OG0012440	Roisl.0213s0066.1.p	Np004G2108900
OG0012441	Roisl.0213s0073.1.p	Np004G2109700
OG0012442	Roisl.0213s0080.1.p	Np004G2110300
OG0012443	Roisl.0213s0082.1.p	Np004G2110500
OG0012444	Roisl.0008s0087.1.p	Np005G3109500
OG0012445	Roisl.0213s0111.1.p	Np004G2114500
