Orthogroup	Euclidium_syriacum	Erysimum_linariifolium
OG0007756	ESY17_g39839_DN3_SP6_c0.t1	El003G183340
OG0007757	ESY17_g39830_DN3_SP8_c12.t1, ESY5_g1763_DN3_SP0_c0.t1	El003G183430
OG0007758	ESY2_g36977_DN3_SP0_c0.t1	El003G181540, El005G277500
OG0007759	ESY3_g27565_DN3_SP1_c0.t1	El005G268560
OG0007760	ESY3_g27889_DN3_SP7_c0.t1	El005G268040
OG0007762	ESY27_g13584_DN3_SP0_c0.t1	El003G176620
OG0007763	ESY28_g55051_DN3_SP0_c0.t1	El003G175180
OG0007764	ESY3_g28997_DN3_SP0_c0.t1	El003G173040
OG0007765	ESY8_g60149_DN3_SP8_c0.t1	El003G192140
OG0007766	ESY8_g60021_DN3_SP7_c0.t1	El003G193310
OG0007767	ESY8_g59984_DN3_SP1_c0.t1	El003G193590
OG0007768	ESY8_g59955_DN3_SP0_c0.t1	El004G199380
OG0007769	ESY12_g52298_DN3_SP7_c11.t1	El006G279960
OG0007770	ESY12_g52270_DN3_SP0_c0.t1	El006G280080
OG0007771	ESY12_g52261_DN2_SP0_c0.t1	El006G280130
OG0007772	ESY12_g52210_DN3_SP0_c0.t1	El006G280490
OG0007773	ESY12_g51439_DN3_SP2_c0.t1	El006G280590
OG0007774	ESY12_g51418_DN3_SP6_c0.t1	El006G280690
OG0007775	ESY12_g51416_DN3_SP2_c0.t1	El006G280710
OG0007776	ESY12_g51668_DN3_SP0_c0.t1	El006G281360
OG0007777	ESY12_g51681_DN3_SP0_c0.t1	El006G281480
OG0007778	ESY12_g51732_DN3_SP4_c0.t1	El006G281900
OG0007779	ESY12_g51753_DN3_SP3_c0.t1	El006G282030
OG0007780	ESY12_g51755_DN3_SP8_c0.t1	El006G282050
OG0007781	ESY12_g51761_DN3_SP0_c0.t1	El006G282060
OG0007782	ESY12_g51770_DN3_SP5_c0.t1	El006G282090
OG0007783	ESY12_g51771_DN3_SP8_c0.t1	El006G282100
OG0007784	ESY12_g51785_DN3_SP7_c15.t1	El006G282360
OG0007785	ESY12_g51841_DN3_SP0_c0.t1	El006G282670
OG0007786	ESY12_g51897_DN3_SP4_c0.t1	El006G283030
OG0007787	ESY12_g52016_DN3_SP0_c0.t1	El006G283700
OG0007788	ESY12_g52082_DN3_SP0_c0.t1	El006G284280
OG0007789	ESY12_g52121_DN2_SP0_c0.t1	El006G284690
OG0007790	ESY12_g52131_DN3_SP7_c0.t1	El006G284770
OG0007791	ESY12_g52160_DN3_SP5_c0.t1	El006G284920
OG0007792	ESY12_g51557_DN3_SP1_c0.t1	El006G286010
OG0007793	ESY12_g51357_DN3_SP4_c0.t1	El006G286450
OG0007794	ESY12_g51266_DN3_SP8_c0.t1	El006G287220
OG0007795	ESY12_g51291_DN3_SP1_c0.t1	El006G286950
OG0007796	ESY7_g19624_DN3_SP7_c0.t1	El001G081820
OG0007797	ESY7_g19595_DN3_SP4_c0.t1	El001G081550
OG0007798	ESY7_g19578_DN3_SP8_c0.t1	El001G081360
OG0007799	ESY7_g19558_DN1_SP0_c0.t1	El001G081210
OG0007800	ESY7_g19543_DN3_SP0_c0.t1	El001G081110
OG0007801	ESY7_g19494_DN3_SP0_c0.t1	El001G080760
OG0007802	ESY7_g19483_DN1_SP0_c0.t1	El001G080650
OG0007803	ESY7_g19471_DN3_SP2_c0.t1	El001G080570
OG0007804	ESY7_g19472_DN3_SP7_c0.t1	El001G080560
OG0007805	ESY7_g19443_DN3_SP2_c0.t1	El001G080150
OG0007806	ESY12_g51687_DN3_SP1_c0.t1, ESY7_g19215_DN2_SP7_c0.t1	El001G078820
OG0007807	ESY7_g19397_DN2_SP0_c0.t1	El001G079860
OG0007808	ESY7_g19218_DN3_SP0_c0.t1	El001G078860
OG0007809	ESY7_g19186_DN3_SP4_c0.t1	El001G078680
OG0007810	ESY7_g19163_DN3_SP0_c0.t1, ESY7_g19161_DN1_SP0_c0.t1	El001G078490
OG0007811	ESY7_g19154_DN3_SP0_c0.t1	El001G078430
OG0007812	ESY16_g61447_DN3_SP5_c0.t1	El001G078310
OG0007813	ESY7_g19111_DN3_SP6_c0.t1	El001G078240
OG0007814	ESY6_g49874_DN3_SP0_c0.t1	El001G060940
OG0007815	ESY6_g49848_DN3_SP8_c0.t1	El001G060480
OG0007816	ESY6_g49305_DN3_SP0_c0.t1	El001G060470
OG0007817	ESY6_g49185_DN3_SP0_c9.t1	El001G059430
OG0007818	ESY6_g49170_DN3_SP0_c0.t1	El001G059280
OG0007819	ESY6_g49146_DN3_SP7_c0.t1	El001G059040
OG0007820	ESY6_g49139_DN3_SP0_c0.t1	El001G058980
OG0007821	ESY6_g49132_DN2_SP0_c0.t1	El001G058900
OG0007822	ESY6_g49128_DN3_SP0_c0.t1	El001G058870
OG0007823	ESY6_g49086_DN3_SP7_c0.t1	El001G058590
OG0007824	ESY6_g49025_DN3_SP2_c0.t1	El001G058050
OG0007825	ESY6_g48997_DN3_SP6_c0.t1	El001G057560
OG0007826	ESY6_g48959_DN3_SP8_c0.t1	El007G330130
OG0007827	ESY6_g48951_DN2_SP0_c0.t1	El007G330210
OG0007828	ESY6_g48933_DN3_SP1_c0.t1, ESY6_g48932_DN3_SP0_c0.t1	El007G330420
OG0007829	ESY6_g48893_DN3_SP0_c0.t1	El007G330740
OG0007830	ESY6_g48857_DN3_SP2_c0.t1	El007G330970
OG0007831	ESY6_g48814_DN3_SP8_c0.t1	El007G331290
OG0007833	ESY6_g48664_DN3_SP0_c0.t1	El007G332240
OG0007834	ESY6_g48650_DN3_SP8_c0.t1	El007G332500
OG0007835	ESY6_g49745_DN3_SP0_c0.t1	El007G327470
OG0007836	ESY6_g49727_DN3_SP0_c0.t1	El007G327400
OG0007837	ESY6_g49726_DN3_SP7_c0.t1	El007G327390
OG0007838	ESY6_g49680_DN3_SP3_c0.t1	El007G327100, El003G151980
OG0007839	ESY6_g48356_DN3_SP4_c0.t1	El007G334940
OG0007840	ESY6_g49595_DN3_SP8_c0.t1	El007G326560
OG0007841	ESY6_g50735_DN3_SP4_c0.t1	El007G326510
OG0007842	ESY6_g50666_DN3_SP0_c0.t1, ESY2_g35229_DN3_SP0_c0.t1	El007G325870
OG0007843	ESY6_g50632_DN3_SP8_c0.t1	El007G325740
OG0007844	ESY6_g50613_DN3_SP8_c0.t1	El007G325510
OG0007845	ESY6_g50609_DN3_SP0_c0.t1	El007G325490
OG0007846	ESY6_g50532_DN3_SP1_c0.t1	El007G325020
OG0007847	ESY6_g50521_DN3_SP0_c0.t1	El007G324960
OG0007848	ESY6_g50515_DN3_SP8_c0.t1	El007G324880
OG0007849	ESY6_g50467_DN3_SP0_c0.t1	El007G324430
OG0007850	ESY6_g50466_DN3_SP8_c0.t1	El007G324410
OG0007851	ESY6_g50452_DN3_SP0_c22.t1	El007G324290, El007G326480
OG0007852	ESY6_g50432_DN3_SP8_c0.t1	El007G323950
OG0007853	ESY6_g50402_DN3_SP8_c0.t1	El007G323700
OG0007854	ESY6_g50394_DN3_SP0_c0.t1	El001G020120
OG0007855	ESY6_g50379_DN3_SP8_c0.t1	El007G323500
OG0007856	ESY2_g34554_DN3_SP0_c0.t1	El007G323080
OG0007857	ESY6_g50267_DN3_SP7_c0.t1	El007G322520
OG0007858	ESY1_g10118_DN3_SP3_c0.t1	El001G021400
OG0007859	ESY6_g50241_DN3_SP3_c0.t1	El007G322340
OG0007860	ESY20_g12986_DN3_SP8_c0.t1	El001G000810
OG0007861	ESY20_g12963_DN3_SP8_c0.t1	El001G000680
OG0007862	ESY20_g13005_DN3_SP8_c0.t1	El001G000950
OG0007863	ESY20_g13041_DN3_SP0_c0.t1	El001G001210
OG0007864	ESY20_g13050_DN3_SP0_c0.t1	El001G001280
OG0007865	ESY20_g13091_DN3_SP1_c0.t1	El004G228500, El001G001620
OG0007866	ESY20_g13129_DN3_SP0_c0.t1	El001G001860
OG0007867	ESY20_g13178_DN3_SP8_c0.t1	El001G002400
OG0007868	ESY20_g13211_DN3_SP8_c0.t1	El001G002780
OG0007869	ESY20_g13218_DN3_SP8_c0.t1	El001G002810
OG0007870	ESY20_g13221_DN3_SP4_c10.t1	El001G002850
OG0007871	ESY20_g13296_DN3_SP0_c0.t1	El001G003310
OG0007872	ESY20_g13309_DN3_SP0_c0.t1	El001G003410
OG0007873	ESY8_g58326_DN3_SP6_c0.t1	El001G003700
OG0007874	ESY8_g58300_DN3_SP8_c0.t1	El001G003900
OG0007875	ESY8_g58198_DN3_SP0_c0.t1	El007G360270
OG0007876	ESY8_g58126_DN3_SP0_c0.t1	El007G359830
OG0007877	ESY20_g12853_DN3_SP0_c0.t1	El007G358740
OG0007878	ESY20_g12846_DN3_SP8_c0.t1	El006G298510
OG0007879	ESY20_g12837_DN3_SP2_c0.t1	El006G298540
OG0007880	ESY20_g13339_DN2_SP1_c0.t1	El006G299940
OG0007881	ESY20_g13336_DN3_SP8_c0.t1	El006G299960
OG0007882	ESY20_g13333_DN3_SP4_c0.t1	El006G299990
OG0007883	ESY20_g12753_DN2_SP0_c0.t1	El006G299070
OG0007884	ESY20_g13343_DN3_SP0_c0.t1	El003G162200, El006G299860
OG0007885	ESY8_g58407_DN3_SP8_c0.t1	El006G300520
OG0007886	ESY8_g58548_DN3_SP5_c0.t1	El006G301230
OG0007887	ESY8_g58526_DN3_SP0_c0.t1	El006G301380
OG0007888	ESY8_g58504_DN3_SP0_c0.t1	El006G301540
OG0007889	ESY8_g58501_DN3_SP8_c0.t1	El006G301580
OG0007890	ESY5_g4660_DN3_SP0_c0.t1	El002G088910
OG0007891	ESY8_g58556_DN3_SP8_c0.t1	El006G301770
OG0007892	ESY8_g58612_DN3_SP8_c0.t1	El006G302140
OG0007893	ESY8_g58660_DN2_SP1_c0.t1	El006G302320
OG0007894	ESY8_g58663_DN3_SP7_c0.t1	El006G302350
OG0007895	ESY8_g58674_DN3_SP0_c0.t1	El006G302500
OG0007896	ESY5_g4578_DN3_SP0_c0.t1	El002G089580
OG0007897	ESY8_g58710_DN3_SP8_c11.t1	El006G302810
OG0007898	ESY8_g58872_DN3_SP0_c0.t1	El006G304620
OG0007899	ESY8_g58875_DN2_SP4_c0.t1	El006G304640
OG0007900	ESY8_g58925_DN3_SP7_c0.t1	El006G305090
OG0007901	ESY8_g58930_DN1_SP0_c0.t1	El006G305260
OG0007902	ESY8_g58945_DN3_SP8_c0.t1	El006G305430
OG0007903	ESY8_g58994_DN3_SP2_c0.t1	El006G306110
OG0007905	ESY8_g59149_DN3_SP7_c0.t1	El006G309640
OG0007906	ESY7_g18756_DN3_SP2_c0.t1	El001G075470, El001G074970
OG0007907	ESY8_g59220_DN3_SP0_c0.t1	El006G311870
OG0007908	ESY8_g59242_DN3_SP8_c0.t1	El006G312560
OG0007909	ESY16_g62216_DN3_SP7_c0.t1	El003G156850
OG0007910	ESY16_g62319_DN3_SP8_c0.t1	El003G157190
OG0007911	ESY7_g17560_DN3_SP7_c0.t1	El001G066720
OG0007912	ESY3_g32636_DN3_SP2_c0.t1	El005G235490
OG0007913	ESY7_g17657_DN3_SP0_c0.t1	El001G067450
OG0007914	ESY17_g40183_DN2_SP1_c0.t1	El003G168760, El003G185170
OG0007915	ESY16_g62532_DN3_SP8_c0.t1	El003G157990
OG0007916	ESY3_g32585_DN3_SP5_c0.t1	El005G235950
OG0007917	ESY3_g32577_DN3_SP0_c0.t1	El005G236000
OG0007917	ESY5_g2447_DN1_SP0_c0.t1	El006G318480
OG0007918	ESY7_g17471_DN3_SP7_c0.t1	El001G066180
OG0007919	ESY3_g32537_DN3_SP0_c0.t1	El005G236290
OG0007920	ESY3_g32496_DN3_SP0_c16.t1	El005G236520
OG0007922	ESY3_g32440_DN3_SP6_c0.t1	El005G237050
OG0007923	ESY3_g32423_DN3_SP0_c16.t1	El005G237150
OG0007924	ESY3_g32376_DN3_SP8_c0.t1	El005G237380
OG0007925	ESY3_g32300_DN3_SP8_c0.t1	El005G237770
OG0007926	ESY3_g32221_DN3_SP1_c0.t1, ESY3_g32222_DN3_SP1_c0.t1	El005G238220
OG0007927	ESY3_g32105_DN3_SP0_c0.t1	El005G238690
OG0007928	ESY3_g31958_DN3_SP2_c0.t1	El005G239430
OG0007929	ESY3_g31950_DN3_SP7_c0.t1	El005G239480
OG0007930	ESY3_g31910_DN3_SP7_c0.t1	El007G362480, El005G239680
OG0007931	ESY3_g31836_DN3_SP8_c7.t1	El005G239950
OG0007932	ESY7_g16213_DN2_SP0_c0.t1, ESY3_g31891_DN1_SP0_c0.t1	El005G239800
OG0007933	ESY3_g31803_DN3_SP0_c0.t1, ESY10_g15602_DN3_SP0_c0.t1, ESY3_g31801_DN3_SP0_c0.t1	El005G240040
OG0007934	ESY3_g31797_DN3_SP0_c0.t1	El005G240080
OG0007935	ESY3_g31778_DN3_SP0_c0.t1	El005G240210
OG0007936	ESY3_g31699_DN3_SP8_c0.t1	El005G240430
OG0007937	ESY3_g31709_DN3_SP2_c0.t1	El005G240380
OG0007938	ESY3_g31663_DN3_SP1_c0.t1	El005G240650
OG0007939	ESY3_g31615_DN2_SP0_c0.t1	El005G241000
OG0007940	ESY3_g31600_DN3_SP0_c0.t1	El005G241120
OG0007941	ESY3_g31583_DN3_SP0_c0.t1	El005G241290
OG0007942	ESY5_g4099_DN3_SP0_c0.t1, ESY3_g31523_DN3_SP8_c0.t1	El005G241730
OG0007943	ESY3_g31515_DN3_SP1_c12.t1	El005G241790
OG0007944	ESY3_g31514_DN3_SP8_c0.t1	El005G241810
OG0007945	ESY3_g31512_DN3_SP8_c0.t1	El005G241830
OG0007946	ESY3_g31510_DN3_SP0_c10.t1	El005G241860
OG0007947	ESY3_g31509_DN3_SP8_c26.t1	El005G241870
OG0007948	ESY15_g64398_DN2_SP8_c0.t1	El007G347000
OG0007949	ESY3_g31421_DN1_SP0_c0.t1	El005G242390
OG0007950	ESY3_g31389_DN3_SP6_c0.t1	El005G242600
OG0007951	ESY3_g30661_DN3_SP0_c0.t1	El005G242850
OG0007952	ESY3_g30693_DN3_SP0_c0.t1	El005G243070
OG0007953	ESY3_g30705_DN3_SP8_c0.t1	El005G243160
OG0007954	ESY3_g30706_DN3_SP8_c0.t1	El005G243170
OG0007955	ESY3_g30733_DN3_SP8_c0.t1	El005G243410
OG0007956	ESY3_g30747_DN3_SP2_c0.t1	El005G243540
OG0007958	ESY12_g50824_DN3_SP0_c0.t1	El006G289440
OG0007959	ESY12_g50816_DN3_SP0_c0.t1	El006G289510, El006G289490
OG0007960	ESY12_g50814_DN3_SP0_c0.t1	El006G289530
OG0007961	ESY9_g45651_DN3_SP0_c0.t1	El006G289780
OG0007962	ESY9_g45622_DN3_SP0_c0.t1	El006G289940
OG0007963	ESY9_g45534_DN2_SP0_c0.t1	El006G290400, El006G290440
OG0007964	ESY9_g45398_DN3_SP0_c0.t1	El006G291310
OG0007965	ESY9_g44153_DN2_SP0_c0.t1	El006G294820
OG0007969	ESY9_g44414_DN3_SP0_c0.t1	El006G294240
OG0007970	ESY9_g44536_DN3_SP0_c0.t1	El006G294020
OG0007971	ESY9_g44628_DN3_SP5_c0.t1	El006G293600
OG0007972	ESY9_g44640_DN2_SP0_c0.t1	El006G293570
OG0007973	ESY9_g44719_DN3_SP0_c0.t1	El006G293450
OG0007974	ESY9_g44754_DN3_SP5_c0.t1	El006G293300
OG0007975	ESY9_g44945_DN3_SP0_c0.t1	El006G292710
OG0007976	ESY9_g44961_DN2_SP0_c0.t1	El006G292620
OG0007977	ESY9_g45052_DN3_SP0_c0.t1	El006G292530
OG0007978	ESY9_g45124_DN3_SP0_c0.t1	El006G292400
OG0007979	ESY9_g45199_DN2_SP8_c0.t1	El006G292150
OG0007980	ESY9_g45251_DN2_SP0_c0.t1	El006G291990
OG0007981	ESY9_g45296_DN3_SP0_c0.t1	El006G291840
OG0007982	ESY9_g44047_DN3_SP3_c0.t1	El006G295190
OG0007983	ESY5_g2919_DN3_SP0_c0.t1	El002G099470
OG0007984	ESY5_g3032_DN3_SP0_c0.t1	El002G100260
OG0007985	ESY5_g4411_DN3_SP8_c0.t1	El002G100720
OG0007986	ESY5_g4267_DN3_SP0_c0.t1	El002G101960
OG0007987	ESY5_g4218_DN3_SP2_c0.t1	El002G102450
OG0007988	ESY5_g4234_DN3_SP0_c0.t1	El002G102350
OG0007989	ESY5_g4212_DN3_SP8_c9.t1	El002G102510
OG0007990	ESY5_g4209_DN3_SP0_c0.t1	El002G102530
OG0007991	ESY5_g4198_DN3_SP0_c0.t1	El002G102640
OG0007992	ESY5_g4181_DN3_SP0_c2.t1	El002G102800
OG0007993	ESY5_g4168_DN3_SP8_c0.t1	El002G102850
OG0007994	ESY5_g4148_DN3_SP0_c0.t1	El002G103030
OG0007995	ESY5_g4089_DN3_SP5_c0.t1	El002G103550
OG0007996	ESY5_g4086_DN3_SP0_c0.t1	El002G103570
OG0007997	ESY5_g4065_DN3_SP0_c0.t1	El002G103740
OG0007998	ESY5_g4062_DN3_SP0_c0.t1	El002G103770
OG0007999	ESY5_g4015_DN3_SP0_c0.t1	El002G104180
OG0008000	ESY5_g4014_DN3_SP0_c14.t1	El002G104190
OG0008001	ESY5_g3999_DN3_SP0_c0.t1	El002G104270
OG0008002	ESY5_g3970_DN3_SP0_c0.t1	El002G104520
OG0008003	ESY5_g3958_DN3_SP0_c0.t1	El002G104610
OG0008004	ESY5_g3908_DN3_SP6_c0.t1, ESY5_g3909_DN3_SP0_c0.t1	El002G105200
OG0008005	ESY2_g34737_DN3_SP0_c0.t1	El004G229360
OG0008006	ESY5_g2560_DN3_SP7_c0.t1	El002G105370
OG0008007	ESY5_g2471_DN3_SP0_c0.t1	El002G105770
OG0008008	ESY5_g2460_DN3_SP0_c0.t1	El002G105900
OG0008009	ESY5_g2458_DN3_SP8_c0.t1	El002G105920
OG0008010	ESY2_g34655_DN3_SP8_c0.t1	El004G230140
OG0008011	ESY5_g2456_DN3_SP1_c0.t1	El002G105930
OG0008012	ESY5_g2419_DN3_SP0_c11.t1	El002G106040
OG0008013	ESY5_g2412_DN3_SP1_c16.t1	El002G106130
OG0008014	ESY5_g2325_DN2_SP0_c0.t1	El002G107200
OG0008015	ESY5_g2316_DN3_SP6_c0.t1	El002G107380
OG0008016	ESY5_g2279_DN2_SP0_c0.t1	El002G107590, El002G107580
OG0008017	ESY5_g2252_DN3_SP8_c0.t1	El002G107730
OG0008018	ESY5_g2147_DN3_SP0_c0.t1	El002G108300
OG0008019	ESY5_g2035_DN2_SP3_c0.t1	El002G108770
OG0008021	ESY5_g1764_DN2_SP0_c0.t1	El002G109690
OG0008022	ESY5_g1039_DN3_SP8_c16.t1	El002G111820
OG0008023	ESY5_g1038_DN3_SP0_c11.t1	El002G111860
OG0008024	ESY6_g48549_DN2_SP0_c0.t1	El002G111940
OG0008025	ESY2_g34501_DN3_SP2_c0.t1	El006G319480, El004G230290, El004G218790
OG0008026	ESY5_g680_DN3_SP6_c0.t1	El002G112610
OG0008027	ESY13_g57670_DN3_SP0_c0.t1	El002G112910
OG0008028	ESY13_g57751_DN1_SP0_c0.t1	El002G112900
OG0008029	ESY13_g58038_DN3_SP0_c0.t1	El002G113070
OG0008030	ESY1_g11340_DN2_SP0_c0.t1	El003G160580
OG0008031	ESY10_g15067_DN3_SP3_c0.t1	El003G160530
OG0008032	ESY13_g57345_DN3_SP8_c0.t1	El003G160470
OG0008033	ESY3_g32017_DN3_SP0_c0.t1, ESY3_g32015_DN3_SP0_c0.t1	El003G160230
OG0008034	ESY13_g57134_DN3_SP0_c0.t1	El003G160150
OG0008035	ESY13_g56861_DN3_SP8_c0.t1	El003G159570
OG0008036	ESY13_g56824_DN3_SP2_c0.t1	El003G159500
OG0008037	ESY13_g56794_DN3_SP0_c0.t1	El003G159350
OG0008038	ESY13_g56428_DN3_SP7_c0.t1	El003G159190
OG0008039	ESY13_g56432_DN3_SP0_c0.t1	El003G159210
OG0008040	ESY4_g23807_DN3_SP0_c0.t1	El003G156230
OG0008041	ESY4_g23861_DN3_SP2_c0.t1	El003G156110
OG0008042	ESY8_g59394_DN3_SP7_c5.t1	El006G316080, El006G316060
OG0008043	ESY8_g59412_DN3_SP8_c0.t1	El006G316710
OG0008044	ESY8_g59459_DN3_SP0_c0.t1	El006G317100, El006G317110
OG0008045	ESY8_g59581_DN3_SP0_c0.t1	El006G318570
OG0008046	ESY2_g34952_DN3_SP8_c0.t1	El004G226810
OG0008047	ESY8_g59651_DN3_SP0_c0.t1	El006G319410
OG0008048	ESY7_g16488_DN3_SP0_c0.t1	El006G319430
OG0008049	ESY8_g59657_DN3_SP0_c0.t1	El006G319500
OG0008050	ESY8_g59679_DN3_SP0_c0.t1	El006G319610
OG0008051	ESY8_g59683_DN3_SP7_c0.t1	El006G319660
OG0008052	ESY8_g59747_DN3_SP0_c0.t1	El006G320340
OG0008053	ESY8_g59770_DN3_SP8_c0.t1	El006G320460
OG0008054	ESY8_g59791_DN3_SP0_c0.t1	El006G320550
OG0008055	ESY8_g59842_DN3_SP8_c0.t1	El006G321140
OG0008056	ESY8_g59879_DN3_SP8_c0.t1	El006G321310
OG0008057	ESY8_g59884_DN3_SP8_c0.t1	El006G321400
OG0008058	ESY8_g59904_DN3_SP8_c0.t1	El006G321550
OG0008059	ESY5_g2880_DN3_SP7_c0.t1, ESY16_g61798_DN3_SP0_c0.t1	El002G099170
OG0008060	ESY5_g2872_DN3_SP2_c0.t1	El002G099090
OG0008061	ESY5_g2870_DN3_SP0_c10.t1	El002G099070
OG0008062	ESY5_g2865_DN2_SP0_c0.t1	El002G098950
OG0008063	ESY5_g2849_DN3_SP5_c0.t1	El002G098840
OG0008064	ESY5_g2827_DN3_SP4_c0.t1	El002G098610
OG0008065	ESY5_g2797_DN3_SP0_c0.t1	El002G098360
OG0008066	ESY5_g2742_DN3_SP0_c0.t1	El002G097930
OG0008067	ESY5_g2733_DN3_SP8_c0.t1	El002G097860
OG0008068	ESY5_g2696_DN3_SP6_c0.t1	El002G097390
OG0008069	ESY5_g2598_DN3_SP0_c0.t1	El002G126700, El002G096740
OG0008070	ESY5_g2580_DN2_SP0_c0.t1	El002G096610
OG0008071	ESY5_g2578_DN1_SP0_c23.t1	El002G096600
OG0008072	ESY5_g3833_DN3_SP0_c0.t1	El002G096120
OG0008073	ESY5_g3811_DN3_SP8_c0.t1	El002G095970
OG0008074	ESY5_g3802_DN3_SP6_c0.t1	El002G095890
OG0008075	ESY5_g3757_DN2_SP0_c0.t1	El002G095440
OG0008076	ESY5_g3727_DN3_SP8_c0.t1	El002G095230
OG0008077	ESY5_g3725_DN3_SP6_c0.t1	El002G095210
OG0008078	ESY5_g3696_DN3_SP0_c0.t1	El002G094910
OG0008079	ESY5_g3675_DN3_SP0_c0.t1	El002G094770
OG0008080	ESY5_g3670_DN3_SP0_c0.t1	El002G094720
OG0008081	ESY5_g3512_DN3_SP0_c0.t1	El002G093650
OG0008082	ESY5_g3472_DN3_SP5_c0.t1	El002G093370
OG0008083	ESY5_g3432_DN3_SP8_c0.t1	El002G093170
OG0008084	ESY5_g3421_DN3_SP8_c0.t1	El002G093100
OG0008085	ESY5_g3361_DN3_SP0_c0.t1	El002G092590
OG0008086	ESY1_g10951_DN3_SP8_c0.t1	El001G025240
OG0008087	ESY5_g3199_DN3_SP0_c0.t1	El002G091540
OG0008088	ESY5_g3152_DN3_SP3_c0.t1	El002G091270
OG0008089	ESY5_g3154_DN3_SP0_c0.t1	El002G091290
OG0008090	ESY5_g4511_DN3_SP0_c0.t1	El002G090110
OG0008091	ESY5_g4564_DN3_SP1_c0.t1	El002G089690
OG0008092	ESY5_g4585_DN3_SP0_c0.t1	El002G089500
OG0008093	ESY5_g4653_DN3_SP8_c0.t1, ESY3_g32229_DN3_SP0_c13.t1	El002G088950
OG0008094	ESY5_g4629_DN3_SP0_c0.t1	El002G089170
OG0008095	ESY5_g4648_DN3_SP0_c0.t1	El007G345360, El002G089030
OG0008096	ESY5_g4654_DN3_SP4_c0.t1	El002G088940
OG0008098	ESY5_g4668_DN3_SP0_c11.t1, ESY5_g4667_DN3_SP0_c14.t1, ESY5_g4666_DN3_SP0_c10.t1, ESY5_g4665_DN3_SP7_c11.t1	El002G088860
OG0008099	ESY5_g4687_DN3_SP0_c0.t1	El002G088720
OG0008100	ESY5_g4715_DN3_SP0_c0.t1	El002G088480
OG0008101	ESY5_g4750_DN3_SP0_c0.t1	El002G088200
OG0008102	ESY5_g4785_DN3_SP0_c0.t1, ESY5_g4786_DN3_SP8_c0.t1	El002G087850
OG0008103	ESY5_g4895_DN3_SP0_c0.t1	El002G087150
OG0008104	ESY7_g17710_DN3_SP4_c0.t1	El001G067930
OG0008105	ESY5_g4979_DN3_SP4_c0.t1	El002G086580
OG0008106	ESY5_g5003_DN3_SP1_c0.t1	El002G086470
OG0008107	ESY5_g5007_DN3_SP8_c0.t1	El002G086430
OG0008108	ESY5_g5052_DN3_SP0_c0.t1	El002G086110
OG0008109	ESY5_g5100_DN3_SP7_c0.t1	El002G085390
OG0008110	ESY5_g5106_DN3_SP2_c0.t1	El002G085410
OG0008111	ESY5_g5107_DN3_SP0_c0.t1	El002G085420
OG0008112	ESY5_g5110_DN3_SP8_c0.t1	El002G085450
OG0008113	ESY5_g5144_DN3_SP0_c0.t1	El002G085630
OG0008114	ESY5_g5196_DN3_SP8_c0.t1	El002G085100
OG0008115	ESY5_g5216_DN3_SP0_c0.t1	El002G085010
OG0008116	ESY5_g5226_DN3_SP0_c0.t1	El002G084920
OG0008117	ESY5_g5296_DN3_SP7_c0.t1	El002G084580
OG0008118	ESY5_g5355_DN3_SP5_c0.t1	El002G084090
OG0008120	ESY5_g5366_DN2_SP0_c0.t1	El002G084150
OG0008121	ESY5_g5378_DN1_SP0_c0.t1	El002G084030
OG0008122	ESY5_g5450_DN3_SP8_c5.t1	El002G083750
OG0008123	ESY5_g5508_DN3_SP8_c0.t1	El002G083130
OG0008125	ESY5_g5575_DN3_SP8_c0.t1	El002G082470
OG0008126	ESY7_g17615_DN3_SP0_c0.t1	El001G067050
OG0008127	ESY7_g17637_DN3_SP8_c0.t1	El001G067300
OG0008128	ESY7_g17567_DN3_SP8_c0.t1	El001G066770
OG0008129	ESY7_g17566_DN3_SP8_c0.t1	El001G066760
OG0008130	ESY7_g17556_DN3_SP1_c0.t1	El001G066680
OG0008131	ESY7_g17428_DN3_SP0_c0.t1	El001G065790
OG0008132	ESY7_g17433_DN3_SP0_c0.t1	El001G065840
OG0008133	ESY7_g17436_DN3_SP0_c0.t1	El001G065900
OG0008134	ESY7_g17354_DN3_SP4_c0.t1	El001G065220
OG0008135	ESY7_g17300_DN3_SP0_c0.t1	El001G064560
OG0008136	ESY7_g17296_DN3_SP1_c0.t1	El001G064530
OG0008137	ESY7_g17287_DN3_SP8_c0.t1	El001G064470
OG0008138	ESY7_g17278_DN3_SP5_c0.t1	El001G064340
OG0008139	ESY7_g17237_DN3_SP8_c0.t1	El001G064020
OG0008140	ESY7_g17167_DN1_SP7_c0.t1	El001G063510
OG0008142	ESY7_g17112_DN2_SP0_c0.t1	El001G062950
OG0008143	ESY7_g17111_DN3_SP0_c0.t1	El001G062930
OG0008144	ESY9_g42916_DN3_SP0_c0.t1, ESY7_g17105_DN2_SP0_c0.t1	El001G062830
OG0008145	ESY7_g17066_DN3_SP8_c0.t1	El001G062430
OG0008146	ESY7_g17034_DN3_SP0_c0.t1	El001G062250
OG0008147	ESY7_g17032_DN3_SP7_c0.t1	El001G062220
OG0008148	ESY7_g17021_DN3_SP0_c0.t1	El001G062090
OG0008149	ESY18_g63646_DN1_SP0_c0.t1	El001G061890
OG0008150	ESY7_g16950_DN3_SP0_c0.t1	El001G061670
