Orthogroup	Euclidium_syriacum	Brassica_napus
OG0005987	ESY4_g23862_DN1_SP0_c0.t1	XP_013708611.1, XP_013656388.2, XP_013705330.1, XP_013741598.1, XP_013669962.1, XP_022548575.2
OG0005988	ESY4_g25906_DN3_SP8_c0.t1	XP_013664212.2, XP_013735171.1, XP_013702143.2, XP_013656253.2, XP_048636187.1, XP_048615442.1
OG0005989	ESY5_g3391_DN3_SP5_c0.t1	XP_013640290.1, XP_022546144.1, XP_048597819.1, XP_022564582.2, XP_013646438.1, XP_022559320.1
OG0005991	ESY23_g18_DN3_SP0_c0.t1	XP_022573443.2, XP_048620294.1
OG0005992	ESY2_g34475_DN3_SP0_c0.t1	XP_013652288.1, XP_013700817.1, XP_013652242.2, XP_013705381.1, XP_013716133.2, XP_013663799.1
OG0005993	ESY2_g34933_DN3_SP0_c0.t1, ESY2_g34931_DN3_SP0_c0.t1	XP_013651282.2, XP_013651281.2, XP_048617373.1, XP_048592194.1
OG0005995	ESY11_g54968_DN2_SP0_c31.t1, ESY11_g54969_DN3_SP0_c0.t1	XP_013652663.2, XP_013675940.2
OG0005996	ESY3_g30508_DN3_SP0_c0.t1	XP_013644719.2, XP_022550943.1, XP_013695824.1, XP_013719723.2, XP_048628055.1
OG0005997	ESY3_g31281_DN3_SP0_c0.t1	XP_013651952.2, XP_048608947.1, XP_022559448.1, XP_013673303.2, XP_048608046.1, XP_022575922.1, XP_013640151.1
OG0005998	ESY7_g18498_DN3_SP0_c0.t1	XP_013715347.2, XP_013746785.1
OG0005999	ESY8_g58924_DN3_SP6_c0.t1	XP_013650830.1, XP_048631855.1, XP_048608715.1
OG0006001	ESY8_g60241_DN3_SP0_c0.t1	XP_022571013.1, XP_013743320.2, XP_013689969.2, XP_013700950.2, XP_013651862.1
OG0006002	ESY1_g11166_DN3_SP0_c0.t1	XP_013669330.1, XP_022549852.1
OG0006002	ESY6_g50591_DN3_SP0_c0.t1	XP_048595466.1, XP_048625814.1, XP_013710643.2
OG0006004	ESY3_g31683_DN3_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31685_DN2_SP0_c0.t1	XP_048636091.1, XP_013654479.1, XP_048592883.1, XP_048626185.1, XP_048631378.1, XP_022564564.2, XP_048626179.1, XP_022566814.2
OG0006007	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	XP_022558801.2, XP_048633004.1, XP_022562574.2
OG0006009	ESY6_g46334_DN2_SP3_c0.t1	XP_013709423.2, XP_013701359.2, XP_048598687.1, XP_013732049.2
OG0006016	ESY4_g24209_DN3_SP3_c0.t1	XP_013670962.1, XP_048637658.1, XP_013685584.1, XP_013707070.2
OG0006017	ESY11_g54514_DN3_SP0_c0.t1	XP_013730583.1, XP_013653489.1, XP_048620088.1, XP_013732765.1, XP_013670931.1
OG0006018	ESY4_g24616_DN2_SP0_c0.t1	XP_013703750.1, XP_013738279.1, XP_013670811.2, XP_013688866.1
OG0006019	ESY8_g59522_DN3_SP4_c0.t1	XP_048597441.1, XP_013708038.2, XP_022573880.2, XP_013743834.2
OG0006020	ESY4_g24720_DN3_SP0_c0.t1	XP_048636805.1, XP_048601259.1, XP_048619219.1, XP_013738354.1
OG0006021	ESY5_g3104_DN3_SP5_c0.t1	XP_048638013.1, XP_048613840.1
OG0006022	ESY4_g24821_DN3_SP8_c0.t1	XP_013720296.2, XP_048606423.1, XP_013750418.2, XP_013707187.2
OG0006023	ESY4_g24847_DN3_SP0_c0.t1, ESY12_g52050_DN3_SP0_c0.t1	XP_048636608.1, XP_048601234.1, XP_048621526.1, XP_048619229.1
OG0006024	ESY8_g59410_DN3_SP1_c0.t1	XP_022573885.2, XP_048612353.1, XP_013660742.1, XP_013664051.2
OG0006025	ESY4_g23555_DN3_SP0_c0.t1	XP_013678670.1, XP_048593868.1, XP_013667655.1, XP_013657796.2
OG0006026	ESY4_g25857_DN2_SP0_c0.t1	XP_013654872.1, XP_013700831.1, XP_013655377.1, XP_013701296.2
OG0006027	ESY4_g25838_DN3_SP5_c0.t1	XP_013664195.1, XP_013735198.1, XP_013738429.1, XP_048619292.1
OG0006028	ESY4_g25835_DN3_SP8_c0.t1	XP_048619290.1, XP_013656248.2, XP_013701978.2
OG0006029	ESY11_g53522_DN2_SP0_c0.t1	XP_013656072.1, XP_013704006.1, XP_013729251.2, XP_013712634.1, XP_013736692.2
OG0006030	ESY4_g25566_DN3_SP4_c0.t1	XP_013724977.2, XP_022572799.1, XP_013656170.2, XP_013666769.1, XP_013648406.2, XP_022569997.2
OG0006032	ESY4_g25545_DN2_SP8_c0.t1	XP_013670615.2, XP_013707052.2, XP_048622463.1, XP_013725548.2, XP_022570641.1, XP_013656162.2
OG0006033	ESY4_g25433_DN3_SP8_c10.t1	XP_048634759.1, XP_013670584.2, XP_048598992.1, XP_013660694.1
OG0006034	ESY16_g61927_DN3_SP0_c0.t1	XP_013712713.1, XP_013644548.2, XP_013709127.2, XP_013693313.2
OG0006035	ESY16_g61743_DN3_SP6_c0.t1	XP_013677343.1, XP_048615050.1, XP_013731603.2, XP_048635163.1, XP_013749163.1, XP_013682888.1
OG0006036	ESY16_g61666_DN2_SP8_c0.t1	XP_048615056.1, XP_013742645.1, XP_048635494.1, XP_048614475.1
OG0006037	ESY16_g61636_DN3_SP0_c0.t1	XP_013717881.2, XP_013715101.2
OG0006038	ESY16_g61615_DN3_SP5_c0.t1	XP_048623135.1, XP_048601844.1, XP_013737201.2, XP_013737339.2, XP_013737338.2
OG0006039	ESY16_g61477_DN3_SP8_c0.t1	XP_048625490.1, XP_013688199.1, XP_048626192.1, XP_013743567.2, XP_048628848.1, XP_013703406.1, XP_013737366.1
OG0006040	ESY2_g34246_DN3_SP1_c0.t1	XP_022569142.1, XP_022556507.1
OG0006041	ESY2_g34118_DN3_SP2_c0.t1	XP_048595869.1, XP_013661721.1, XP_013742850.2
OG0006043	ESY2_g33989_DN3_SP0_c0.t1	XP_048600833.1, XP_013747150.1
OG0006044	ESY5_g3541_DN3_SP0_c0.t1	XP_048613929.1, XP_013676284.1, XP_013716311.2, XP_013708620.2
OG0006045	ESY10_g14662_DN3_SP5_c0.t1	XP_048604230.1, XP_013697445.2, XP_048629498.1, XP_013644858.1
OG0006046	ESY11_g52423_DN3_SP8_c0.t1	NP_001302838.1, XP_048607079.1, NP_001303196.1
OG0006047	ESY10_g14622_DN3_SP8_c0.t1	XP_013728357.1, XP_013684412.1, XP_013672293.1, XP_048637296.1, NP_001302878.1
OG0006049	ESY10_g14470_DN3_SP0_c0.t1	XP_013736154.1, XP_013714890.1, XP_048624472.1, XP_048599781.1, XP_048630768.1, XP_048628714.1, XP_013664979.2
OG0006050	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1	XP_013691756.1, XP_013640143.2, XP_013646562.1, XP_013649492.1, XP_013702718.1
OG0006051	ESY10_g14356_DN3_SP0_c0.t1	XP_013687351.1, XP_013713014.1, XP_013705336.1
OG0006052	ESY10_g14220_DN3_SP7_c0.t1	XP_013675124.1, XP_048630051.1, XP_013686683.1, XP_048631315.1, XP_013641254.1, XP_013706357.1
OG0006053	ESY10_g14127_DN3_SP4_c0.t1	XP_048626319.1, XP_013697547.2, XP_022552743.1, XP_022570857.2, XP_048637192.1
OG0006054	ESY5_g2568_DN3_SP7_c0.t1	XP_013641243.1, XP_048613964.1, XP_013657330.1, XP_013677835.2
OG0006055	ESY10_g14002_DN3_SP0_c0.t1	XP_022560066.2, XP_022552777.1, XP_013677400.2, XP_013644828.1
OG0006056	ESY10_g13898_DN3_SP5_c0.t1	XP_048618018.1, XP_013644730.3
OG0006057	ESY8_g60842_DN3_SP0_c0.t1	XP_013672564.1
OG0006058	ESY10_g13728_DN3_SP0_c0.t1	XP_048600696.1, XP_048628327.1, XP_048628819.1, XP_022560415.2, XP_013670159.2, XP_013668586.1, XP_022563033.1, XP_013644667.2
OG0006059	ESY10_g13681_DN3_SP0_c0.t1	XP_013644650.2, XP_048591337.1, XP_013670876.2, XP_048628263.1, XP_013697941.2
OG0006060	ESY10_g13674_DN3_SP0_c0.t1	XP_013697912.2, XP_048600807.1, XP_013724859.2, XP_022543595.2, XP_013644647.3
OG0006061	ESY21_g55638_DN3_SP3_c0.t1	XP_048618088.1, XP_048591313.1, XP_048628340.1, XP_013720835.2, XP_048602939.1
OG0006062	ESY21_g55613_DN3_SP8_c0.t1	XP_013692211.2, XP_013693186.1, XP_048600950.1, XP_048628338.1, XP_048602940.1
OG0006063	ESY7_g17801_DN3_SP0_c0.t1	XP_013726713.1, XP_013711244.2, XP_048591309.1
OG0006064	ESY21_g55311_DN3_SP8_c0.t1	XP_013698231.2, XP_048595272.1, XP_013717908.1, XP_048627529.1, XP_013666627.1
OG0006065	ESY2_g34538_DN3_SP0_c0.t1	XP_013666618.2, XP_048627522.1, XP_013677575.2, XP_048591283.1, XP_013703913.1
OG0006066	ESY2_g34548_DN3_SP0_c0.t1	XP_013705384.1, XP_013647445.1, XP_013665662.1, XP_048627524.1, XP_013675193.1
OG0006067	ESY2_g35151_DN3_SP3_c0.t1	XP_048595283.1, XP_013696022.1, XP_048618130.1, XP_048591271.1, XP_048601191.1
OG0006068	ESY2_g35218_DN3_SP0_c0.t1	XP_013680983.1, XP_013700714.1
OG0006069	ESY2_g35289_DN3_SP8_c0.t1	XP_013698552.1, XP_048590786.1, XP_013676687.2, XP_013738492.2, XP_013722445.2, XP_022544799.2
OG0006070	ESY2_g35329_DN3_SP0_c0.t1	XP_022560422.1, XP_013722423.3, XP_048633313.1, XP_022556471.2
OG0006071	ESY2_g33276_DN3_SP7_c0.t1	XP_013658927.2, XP_013644781.1, XP_013661517.2, XP_048595682.1
OG0006072	ESY8_g59974_DN1_SP0_c0.t1	XP_013644782.1, XP_013659301.2
OG0006073	ESY2_g33444_DN3_SP0_c0.t1	XP_013747911.1, XP_013686147.1, XP_013661570.1, XP_013688440.1
OG0006074	ESY2_g33486_DN3_SP8_c0.t1	XP_013733383.3, XP_013748077.1, XP_013684388.1, XP_022571057.1, XP_048598726.1
OG0006075	ESY2_g33585_DN3_SP8_c0.t1	XP_013726416.1, XP_013661602.1, NP_001302915.1, XP_048625906.1, XP_048609754.1
OG0006076	ESY12_g51092_DN3_SP0_c0.t1	XP_013752087.2, XP_013690999.1, XP_013647870.2, XP_048612700.1
OG0006077	ESY12_g51049_DN3_SP8_c0.t1	XP_013687788.1, XP_013727344.1, XP_013647860.2, XP_013752093.2, XP_013690625.2
OG0006078	ESY3_g30916_DN3_SP6_c0.t1	XP_013750357.1, XP_022575592.2, XP_013684582.2, XP_013736056.2
OG0006079	ESY3_g31078_DN3_SP8_c0.t1	XP_022562732.2, XP_048615250.1, XP_048606163.1, XP_048632318.1, XP_013640889.2, XP_048609909.1
OG0006080	ESY3_g31179_DN3_SP8_c0.t1	XP_013714571.1, NP_001302584.1, XP_013750249.2, XP_013750347.1
OG0006081	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1	XP_048598526.1, XP_013684191.1, XP_013719041.1, XP_048602969.1
OG0006082	ESY3_g30074_DN3_SP6_c0.t1	XP_048626701.1, XP_022569154.1, XP_013749939.1, XP_013731755.1, XP_048629452.1
OG0006085	ESY6_g45905_DN3_SP0_c0.t1	XP_048604072.1, XP_048610455.1, XP_013640535.1, XP_013683315.1
OG0006086	ESY6_g46499_DN3_SP0_c0.t1	XP_013720069.1, XP_013644082.2
OG0006087	ESY13_g56617_DN3_SP0_c0.t1	XP_013740029.1, XP_022550487.1, XP_013707697.3, XP_013738074.2
OG0006088	ESY6_g47180_DN3_SP0_c0.t1	XP_013709519.1, XP_048598737.1, XP_013650228.1, XP_048609949.1
OG0006089	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1	XP_013738039.2, XP_022550541.2, XP_013741594.2, XP_022573462.1
OG0006090	ESY6_g47460_DN3_SP8_c0.t1	XP_048598751.1, XP_013714362.1, XP_013740383.2, XP_013686619.1, XP_013676265.1
OG0006091	ESY10_g14664_DN3_SP0_c0.t1	XP_013677326.2, XP_048626583.1, XP_013698242.2, XP_048629500.1, XP_048620149.1, XP_048626350.1, XP_013752007.2
OG0006092	ESY6_g47501_DN3_SP0_c0.t1	XP_048603185.1, XP_013686680.1, XP_048624711.1, XP_013665736.1
OG0006093	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1	XP_013686032.2, XP_048603143.1, XP_013730831.2, XP_022556856.1
OG0006094	ESY6_g47881_DN3_SP0_c0.t1	XP_013717222.2, XP_013714742.2, XP_013719418.1, XP_048630382.1, XP_048598783.1
OG0006095	ESY6_g47908_DN3_SP5_c0.t1	XP_013719416.1, XP_048598787.1, XP_013733649.1, XP_013640707.2
OG0006096	ESY6_g47918_DN3_SP0_c0.t1	XP_013642280.1, XP_013640701.1, XP_013686489.1
OG0006097	ESY6_g47982_DN2_SP0_c0.t1	XP_013704156.2, XP_013665152.1, XP_013645080.1, XP_048629414.1, XP_013717199.2, XP_013704741.2
OG0006098	ESY6_g48081_DN3_SP0_c0.t1	XP_013682704.2, XP_048608286.1, XP_048603100.1, XP_013685556.2
OG0006099	ESY6_g48298_DN3_SP7_c0.t1	XP_013667012.2, XP_013729135.1, XP_048603079.1, XP_048603080.1, XP_048603087.1, XP_048606948.1
OG0006100	ESY6_g48443_DN3_SP0_c0.t1	XP_022554540.1, XP_013740323.1, XP_013740099.1, XP_013727659.1
OG0006101	ESY6_g48472_DN3_SP8_c0.t1	XP_013696192.1, XP_013696177.2, XP_013713845.1, XP_013681714.1, XP_013733098.2
OG0006102	ESY5_g2922_DN3_SP0_c0.t1	XP_013699072.1, XP_048594127.1, XP_013641502.2, XP_013749838.2
OG0006103	ESY6_g48538_DN3_SP1_c0.t1	XP_048598909.1, XP_013722163.2, XP_013683109.2, XP_013684007.2
OG0006104	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1	XP_048597736.1, XP_048621272.1, XP_022563145.2, XP_022547195.2
OG0006105	ESY6_g48541_DN3_SP5_c0.t1	XP_022553842.2, XP_013740270.3, XP_048628596.1, XP_013665839.2, XP_013722225.2, XP_022556372.2, XP_013714012.3
OG0006106	ESY7_g18352_DN3_SP0_c0.t1	XP_013752203.1, XP_022567071.2, XP_013667996.1, XP_013668022.1
OG0006107	ESY7_g18344_DN3_SP8_c0.t1	XP_013752175.1, XP_013716529.2, XP_013720840.1, XP_048598336.1
OG0006108	ESY7_g18195_DN3_SP8_c0.t1	XP_013720813.1, XP_013668061.2, XP_013678590.2, XP_048625533.1, XP_013661877.1
OG0006109	ESY7_g18004_DN3_SP1_c0.t1	XP_048602763.1, XP_048626252.1, XP_013712388.2, XP_013714698.2, XP_013666130.1, XP_013701088.1
OG0006110	ESY7_g17978_DN3_SP0_c0.t1	XP_013651686.2, XP_048625349.1, XP_048598405.1, XP_013712361.1, XP_048603617.1, XP_048626272.1
OG0006111	ESY7_g17866_DN3_SP8_c15.t1	XP_013680732.2, XP_048603448.1, XP_048598412.1, XP_013741388.2, XP_013681711.1, XP_013740140.2
OG0006112	ESY7_g17786_DN3_SP8_c0.t1	XP_013692111.1, XP_048603353.1, XP_048625376.1, XP_013715561.2
OG0006113	ESY7_g18679_DN3_SP7_c0.t1	XP_022554279.1, XP_013680355.3, XP_013692389.2, XP_048602688.1
OG0006114	ESY7_g18644_DN3_SP0_c0.t1	XP_013692206.1, XP_013715668.2, XP_013680368.1, XP_013680418.2
OG0006115	ESY7_g18640_DN3_SP0_c0.t1	XP_013715619.2, XP_048623131.1, XP_048598468.1, XP_048623130.1
OG0006116	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1	XP_048598503.1, XP_022566456.1, XP_013725873.2
OG0006117	ESY6_g49423_DN3_SP8_c0.t1	XP_048629537.1, XP_013678276.2, XP_048629943.1, XP_048637827.1, XP_048629079.1, XP_048627440.1
OG0006118	ESY3_g32627_DN3_SP0_c0.t1	XP_048594650.1, XP_048622115.1, XP_013726585.2, XP_048594647.1
OG0006119	ESY9_g42463_DN3_SP0_c0.t1	XP_013738319.1, XP_022557537.2, XP_013728535.2, XP_013724827.2
OG0006120	ESY9_g42520_DN3_SP0_c0.t1	XP_013703238.1, XP_013737277.3, XP_013726858.1, XP_013655968.2
OG0006121	ESY9_g42529_DN3_SP0_c0.t1	XP_013741322.2, XP_013706078.1, XP_022574622.2, XP_013723433.2
OG0006122	ESY9_g42651_DN3_SP0_c0.t1	XP_048618902.1, XP_048632807.1, XP_048638289.1, XP_013671102.2
OG0006123	ESY9_g42657_DN3_SP0_c0.t1	XP_022569635.1, XP_048601439.1, XP_022570048.2, XP_013654786.2, XP_013741643.2
OG0006124	ESY9_g42709_DN3_SP2_c0.t1	XP_013695553.2, XP_048629130.1, XP_013654783.2, XP_013705616.2, XP_013669830.1, XP_013668891.1
OG0006125	ESY9_g43005_DN3_SP8_c0.t1	XP_013734327.2, XP_013672706.1, XP_048594715.1, XP_048607330.1, XP_013718445.2, XP_048626725.1
OG0006126	ESY8_g59107_DN3_SP1_c0.t1	XP_013735104.1, XP_013735009.2
OG0006127	ESY9_g43275_DN3_SP8_c0.t1	XP_048595931.1, XP_048601496.1, XP_048631603.1, XP_013717430.2, XP_013737520.2
OG0006128	ESY9_g43424_DN3_SP1_c0.t1	XP_013737540.2, XP_048618939.1, XP_013717303.2, XP_048601544.1, XP_048596207.1
OG0006129	ESY9_g43472_DN3_SP0_c0.t1	XP_022555811.2, XP_013701375.2, XP_013724568.2, XP_048627138.1, XP_013669714.1
OG0006130	ESY9_g43618_DN3_SP0_c0.t1	XP_022572549.1, XP_013717248.1, XP_013728441.1, XP_048607373.1
OG0006131	ESY9_g43687_DN3_SP0_c0.t1	XP_013741414.2, XP_013717235.2, XP_013647040.1, XP_013731859.2
OG0006132	ESY26_g42287_DN3_SP2_c0.t1	XP_013738129.1, XP_022550404.1
OG0006133	ESY26_g42309_DN1_SP0_c0.t1	XP_013738056.2, XP_013669871.1
OG0006134	ESY23_g144_DN2_SP0_c0.t1	XP_048597110.1, XP_048600291.1, XP_013737666.2, XP_013694124.1
OG0006135	ESY23_g167_DN3_SP7_c0.t1	XP_048597196.1, NP_001302929.1, XP_022562103.2, XP_048618957.1
OG0006136	ESY23_g237_DN3_SP0_c0.t1	NP_001303233.2, NP_001302722.1, XP_048619024.1, XP_013740732.2
OG0006137	ESY23_g369_DN3_SP8_c0.t1	XP_013710276.2, XP_013669925.2, XP_013737717.2, XP_022561234.1
OG0006138	ESY18_g63946_DN3_SP8_c0.t1	XP_013736885.1, XP_013687915.2, XP_013671764.2, XP_013684083.1
OG0006139	ESY14_g20153_DN3_SP0_c0.t1	XP_048636313.1, XP_013639876.1, XP_022550660.1, XP_048617707.1, XP_013717520.1
OG0006140	ESY14_g21155_DN3_SP1_c0.t1	XP_022561221.2, XP_013667442.2, XP_013675690.1, XP_013671038.2
OG0006141	ESY14_g20949_DN3_SP8_c0.t1	XP_013693144.1, XP_013703286.1, XP_048637120.1, XP_013732589.1, XP_013708280.2, XP_013707710.2
OG0006142	ESY4_g22318_DN3_SP7_c0.t1	XP_013644242.2, XP_013738027.2, XP_013671512.2, XP_013671509.2
OG0006143	ESY12_g52145_DN3_SP6_c0.t1	XP_013725398.2, XP_048611224.1, XP_013734750.2, XP_048631783.1
OG0006144	ESY4_g22199_DN3_SP0_c0.t1	XP_022575197.1, XP_013685319.2, XP_013727926.2, XP_013662501.1
OG0006145	ESY4_g22881_DN3_SP0_c0.t1	XP_013656964.1, XP_013685305.1, XP_013662492.1, XP_013685410.1, XP_048592605.1
OG0006146	ESY4_g22251_DN3_SP0_c0.t1	XP_048615506.1, XP_048629820.1, XP_048616899.1, XP_013749630.2, XP_013667424.2, XP_048621779.1
OG0006147	ESY4_g22736_DN3_SP4_c0.t1	XP_013677026.1, XP_013656944.1, XP_022548396.1, XP_022564136.1
OG0006148	ESY4_g22741_DN2_SP5_c0.t1	XP_013656939.1, XP_013677021.1, XP_013718300.1
OG0006149	ESY4_g23077_DN2_SP0_c0.t1	NP_001303043.1, XP_013698341.1, XP_022555676.1, XP_013656902.2
OG0006150	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	XP_022562354.2, XP_013651538.1, XP_048606217.1, XP_013655097.2, XP_013659673.1, XP_048614873.1
OG0006151	ESY4_g23199_DN3_SP0_c0.t1	XP_013693506.1, XP_013662620.1, XP_022570508.1, XP_013656896.2
OG0006152	ESY4_g23223_DN3_SP1_c0.t1	XP_013696300.2, XP_013697147.1, XP_013655096.2, XP_048606228.1
OG0006153	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	XP_013669916.2, XP_013655074.1, XP_013718457.2, XP_022548373.1
OG0006154	ESY2_g33523_DN3_SP0_c0.t1	XP_048626673.1, XP_013657790.1, XP_013665986.1, XP_013651512.1
OG0006155	ESY4_g23639_DN3_SP8_c0.t1	XP_013662469.1, XP_013707219.1, XP_013736659.1, XP_013656809.1
OG0006156	ESY4_g23656_DN3_SP8_c20.t1	XP_013662463.1, XP_013706488.1, XP_013656806.2, XP_013670199.1, XP_013746893.3
OG0006157	ESY4_g26014_DN3_SP6_c0.t1	XP_013733037.1, XP_048607255.1, XP_013656466.2, XP_013641458.1, XP_013646552.2
OG0006158	ESY4_g26304_DN3_SP0_c0.t1	XP_048619372.1, XP_013656630.1, XP_048607306.1, XP_048601008.1, XP_013739326.2
OG0006159	ESY4_g26409_DN3_SP0_c0.t1	XP_013648895.3, XP_048623155.1, XP_048631372.1, XP_013705689.1
OG0006161	ESY4_g26675_DN1_SP3_c0.t1	XP_013733570.1, XP_048600955.1
OG0006162	ESY4_g26772_DN3_SP0_c0.t1	XP_013691034.1, XP_013647551.1, XP_013707059.1
OG0006163	ESY4_g26910_DN3_SP8_c0.t1	XP_013652822.2, XP_048630625.1, XP_013685715.1, XP_013656743.1, XP_013706073.1, XP_013644895.1
OG0006164	ESY17_g40307_DN3_SP7_c0.t1	XP_013706105.2, XP_013741954.2
OG0006165	ESY8_g61036_DN3_SP8_c0.t1	XP_013732792.1, XP_013672587.1, XP_048592864.1, XP_013742992.2, XP_013703694.1, XP_013672044.1
OG0006166	ESY8_g60984_DN3_SP0_c0.t1	XP_013675263.1, XP_013743041.2, XP_013703805.1
OG0006167	ESY3_g31780_DN3_SP0_c0.t1	XP_048620006.1, XP_013732406.2, XP_048636114.1, XP_013750710.1
OG0006168	ESY16_g61952_DN3_SP8_c0.t1	XP_013696049.2, XP_013711290.2, XP_013644549.1, XP_013697569.1
OG0006169	ESY16_g61848_DN3_SP8_c0.t1	XP_048595019.1, XP_048612577.1, XP_013642099.1, XP_013694755.2
OG0006170	ESY9_g44221_DN2_SP0_c0.t1	XP_048632916.1, XP_048631483.1, XP_013679426.1, XP_013692491.1, XP_048631420.1, XP_022557485.2, XP_013752277.2, XP_048628888.1
OG0006171	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	XP_013719759.1, XP_013735130.3
OG0006172	ESY19_g41756_DN3_SP0_c0.t1	XP_048606868.1, XP_048631930.1, XP_022576142.2
OG0006173	ESY1_g5887_DN2_SP0_c0.t1	XP_013719221.1, XP_048634398.1, XP_048636662.1, XP_013752310.1, XP_048609526.1, XP_048636661.1
OG0006175	ESY4_g21742_DN2_SP0_c0.t1	XP_013750265.2, XP_013727851.2
OG0006176	ESY3_g29280_DN3_SP7_c0.t1	XP_013719732.1, XP_013732865.2, XP_048624498.1, XP_013656087.2
OG0006177	ESY25_g62590_DN3_SP8_c0.t1	XP_013735564.1, XP_013719766.2, XP_013737568.1, XP_013671828.1, XP_013687951.1
OG0006178	ESY18_g63990_DN3_SP0_c0.t1	XP_022569867.1, XP_013669582.1
OG0006178	ESY18_g63002_DN3_SP0_c0.t1	XP_013714185.2
OG0006179	ESY18_g63318_DN3_SP0_c0.t1	XP_013735531.1, XP_048606926.1, XP_048631149.1, XP_013698160.2
OG0006180	ESY18_g63164_DN3_SP0_c0.t1	XP_048612754.1, XP_013730700.2, XP_048630818.1, XP_013714032.1, XP_048596782.1
OG0006181	ESY18_g63139_DN3_SP8_c0.t1	XP_013714248.1, XP_013662153.2
OG0006182	ESY18_g63003_DN3_SP7_c0.t1	XP_013712882.1, XP_048596761.1, XP_048632010.1, XP_013680954.2
OG0006183	ESY7_g16115_DN3_SP7_c0.t1	XP_013676960.1, XP_013661133.1, XP_013656123.1, XP_013678651.2
OG0006184	ESY7_g16220_DN3_SP0_c0.t1	XP_022555036.1, XP_013735484.2, XP_013672593.2, XP_013662059.1
OG0006185	ESY7_g16325_DN2_SP0_c0.t1	XP_013676798.2, XP_013735473.1, XP_013726303.2, XP_048596740.1, XP_013662022.2
OG0006186	ESY7_g16442_DN3_SP0_c0.t1	XP_013671917.1, XP_013661984.2
OG0006187	ESY7_g16738_DN3_SP8_c0.t1	XP_013681684.2, XP_013687382.1, XP_048603809.1
OG0006188	ESY7_g16778_DN3_SP0_c0.t1	XP_013721724.2, XP_013654926.1, XP_013681040.2, XP_013674836.1
OG0006189	ESY10_g15125_DN3_SP8_c0.t1	XP_048623084.1, XP_013662898.2, XP_013707212.2, XP_013698009.2
OG0006190	ESY10_g15111_DN3_SP0_c0.t1	XP_048623027.1, XP_013662894.2, XP_048637364.1, XP_013707176.2
OG0006192	ESY10_g14734_DN3_SP8_c0.t1	XP_013677330.1, XP_048626346.1, XP_013751954.2, XP_013706031.1, XP_048637312.1
OG0006193	ESY11_g52794_DN3_SP8_c0.t1	XP_048612510.1, XP_013640932.2, XP_013714313.1, XP_013716504.1
OG0006194	ESY5_g4701_DN3_SP8_c0.t1	XP_013664928.2, XP_048594266.1, XP_048621568.1
OG0006195	ESY2_g38313_DN3_SP8_c0.t1	XP_013642857.2, XP_022543562.1
OG0006196	ESY5_g3715_DN3_SP0_c0.t1	XP_013664117.2, XP_022573751.2, XP_013702670.1, XP_013719848.2
OG0006197	ESY15_g65960_DN3_SP8_c0.t1	XP_048610665.1, XP_048634311.1
OG0006198	ESY22_g40430_DN3_SP0_c0.t1, ESY22_g40408_DN3_SP0_c0.t1	XP_013713017.2, XP_013735829.1, XP_013677950.1, XP_013647745.2
OG0006199	ESY22_g40534_DN3_SP1_c0.t1	XP_013686726.1, XP_013742813.2
OG0006200	ESY22_g41063_DN3_SP8_c0.t1	XP_013744282.1, XP_048600872.1
OG0006200	ESY1_g5785_DN2_SP0_c0.t1	XP_022575109.1, XP_048616711.1, XP_048628103.1, XP_048629608.1
OG0006201	ESY2_g38738_DN3_SP0_c0.t1	XP_013654041.1, XP_048622757.1, XP_022568701.1, XP_022548785.2
OG0006202	ESY8_g60116_DN3_SP0_c22.t1	XP_013743358.2, XP_013731586.1
OG0006203	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1	XP_013693155.2, XP_013706861.1
OG0006204	ESY12_g51593_DN2_SP2_c0.t1	XP_013740664.2, XP_013734876.1, XP_013751990.1, XP_013687009.2
OG0006205	ESY12_g51613_DN3_SP0_c0.t1	XP_013708609.1, XP_013747589.2, XP_013688176.2, XP_048611285.1
OG0006206	ESY12_g51616_DN3_SP0_c15.t1	XP_022557342.1, XP_048634801.1, XP_013747594.2, XP_013708577.2
OG0006207	ESY12_g51662_DN3_SP0_c0.t1	XP_013734874.2, XP_013734851.2, XP_013717107.2, XP_013750953.2, XP_013747616.1
