Orthogroup	Euclidium_syriacum	Cardamine_amara
OG0006193	ESY11_g52794_DN3_SP8_c0.t1	evm.model.RL_1.2573.1.687c87f0
OG0006194	ESY5_g4701_DN3_SP8_c0.t1	evm.model.RL_5.481
OG0006195	ESY2_g38313_DN3_SP8_c0.t1	evm.model.RL_2.794
OG0006196	ESY5_g3715_DN3_SP0_c0.t1	evm.model.RL_2.836
OG0006197	ESY15_g65960_DN3_SP8_c0.t1	evm.model.RL_2.876, evm.model.RL_2.35
OG0006199	ESY22_g40534_DN3_SP1_c0.t1	evm.model.RL_2.961
OG0006200	ESY22_g41063_DN3_SP8_c0.t1, ESY1_g5785_DN2_SP0_c0.t1	evm.model.RL_2.1041
OG0006201	ESY2_g38738_DN3_SP0_c0.t1	evm.model.RL_2.1093
OG0006202	ESY8_g60116_DN3_SP0_c22.t1	evm.model.RL_2.128
OG0006203	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1	evm.model.RL_2.147
OG0006204	ESY12_g51593_DN2_SP2_c0.t1	evm.model.RL_6.2842
OG0006205	ESY12_g51613_DN3_SP0_c0.t1	evm.model.RL_6.2822
OG0006206	ESY12_g51616_DN3_SP0_c15.t1	evm.model.RL_6.2819
OG0006207	ESY12_g51662_DN3_SP0_c0.t1	evm.model.RL_6.2805
OG0006208	ESY12_g51672_DN3_SP0_c0.t1	evm.model.RL_6.2798
OG0006209	ESY1_g12347_DN3_SP6_c0.t1	evm.model.RL_7.201
OG0006210	ESY12_g51734_DN3_SP0_c45.t1	evm.model.RL_6.2762
OG0006211	ESY12_g51891_DN3_SP1_c0.t1	evm.model.RL_6.2676
OG0006212	ESY12_g51911_DN3_SP2_c11.t1	evm.model.RL_6.2665
OG0006213	ESY12_g51973_DN3_SP0_c0.t1	evm.model.RL_6.2640, evm.model.RL_6.2670
OG0006214	ESY1_g11005_DN3_SP0_c0.t1, ESY12_g51995_DN3_SP2_c0.t1	evm.model.RL_6.2630
OG0006216	ESY12_g52172_DN1_SP0_c0.t1	evm.model.RL_6.2501
OG0006217	ESY12_g52181_DN3_SP8_c0.t1	evm.model.RL_6.2496
OG0006218	ESY12_g51482_DN3_SP8_c6.t1	evm.model.RL_5.2663, evm.model.RL_6.2460
OG0006219	ESY12_g51358_DN3_SP0_c0.t1	evm.model.RL_6.2384
OG0006220	ESY1_g11641_DN3_SP0_c0.t1	evm.model.RL_7.605, evm.model.RL_7.569
OG0006221	ESY1_g11712_DN3_SP8_c0.t1	evm.model.RL_7.638
OG0006223	ESY7_g19598_DN3_SP0_c0.t1	evm.model.RL_4.3378
OG0006224	ESY7_g19497_DN3_SP0_c0.t1	evm.model.RL_4.3304
OG0006225	ESY7_g19431_DN3_SP2_c0.t1	evm.model.RL_4.3259
OG0006226	ESY7_g17701_DN3_SP7_c0.t1	evm.model.RL_4.2249
OG0006227	ESY5_g3485_DN3_SP0_c0.t1	evm.model.RL_4.3173
OG0006227	ESY7_g19276_DN3_SP0_c0.t1	evm.model.RL_4.3175
OG0006228	ESY7_g19176_DN3_SP8_c10.t1	evm.model.RL_4.3125
OG0006230	ESY6_g49193_DN3_SP8_c0.t1	evm.model.RL_4.1598
OG0006231	ESY6_g49179_DN3_SP0_c0.t1	evm.model.RL_4.1588
OG0006232	ESY6_g49106_DN3_SP0_c0.t1	evm.model.RL_4.1527
OG0006233	ESY6_g49067_DN3_SP0_c0.t1	evm.model.RL_4.1516
OG0006234	ESY6_g49063_DN3_SP0_c0.t1	evm.model.RL_4.1512
OG0006234	ESY8_g58545_DN3_SP0_c0.t1	evm.model.RL_6.803, evm.model.RL_6.1257
OG0006235	ESY6_g48939_DN3_SP1_c0.t1	evm.model.RL_8.2125
OG0006236	ESY6_g48888_DN3_SP0_c0.t1	evm.model.RL_8.2094.2.687c855f
OG0006237	ESY1_g8127_DN3_SP8_c0.t1	evm.model.RL_7.1722
OG0006238	ESY6_g48680_DN3_SP7_c0.t1	evm.model.RL_8.1999.1.687c855e
OG0006239	ESY6_g48653_DN3_SP0_c0.t1	evm.model.RL_8.1968
OG0006240	ESY6_g49744_DN3_SP8_c0.t1	evm.model.RL_8.2390
OG0006241	ESY6_g49668_DN3_SP0_c0.t1, ESY8_g60833_DN3_SP0_c0.t1, ESY6_g49670_DN3_SP0_c0.t1, ESY16_g61704_DN3_SP0_c0.t1	evm.model.RL_8.2419
OG0006242	ESY6_g49664_DN3_SP0_c0.t1	evm.model.RL_8.2422.2.687c8561
OG0006243	ESY6_g49596_DN3_SP8_c0.t1	evm.model.RL_8.2476
OG0006244	ESY29_g13610_DN1_SP0_c0.t1, ESY16_g62275_DN2_SP0_c0.t1	evm.model.RL_1.2805
OG0006246	ESY6_g50628_DN3_SP8_c0.t1	evm.model.RL_8.2554
OG0006247	ESY6_g50513_DN3_SP3_c0.t1	evm.model.RL_8.2619
OG0006248	ESY6_g50496_DN3_SP8_c0.t1	evm.model.RL_8.2633
OG0006249	ESY6_g50484_DN3_SP4_c0.t1	evm.model.RL_8.2640
OG0006250	ESY6_g50470_DN3_SP0_c0.t1	evm.model.RL_8.2651, evm.model.RL_8.2654
OG0006251	ESY6_g50285_DN3_SP0_c0.t1	evm.model.RL_8.2799
OG0006252	ESY6_g50245_DN3_SP0_c0.t1	evm.model.RL_8.2819
OG0006253	ESY20_g13345_DN3_SP3_c0.t1	evm.model.RL_8.33
OG0006254	ESY20_g13007_DN3_SP0_c0.t1	evm.model.RL_8.104
OG0006255	ESY20_g13100_DN3_SP0_c0.t1	evm.model.RL_8.219
OG0006256	ESY20_g13163_DN3_SP0_c0.t1	evm.model.RL_8.175
OG0006257	ESY20_g13224_DN2_SP0_c0.t1	evm.model.RL_8.258
OG0006259	ESY20_g13279_DN3_SP6_c0.t1	evm.model.RL_8.282
OG0006260	ESY20_g13283_DN3_SP8_c0.t1	evm.model.RL_8.284
OG0006261	ESY8_g58135_DN3_SP0_c0.t1	evm.model.RL_4.477
OG0006262	ESY20_g12847_DN3_SP0_c0.t1, ESY20_g12848_DN3_SP0_c0.t1	evm.model.RL_6.1430
OG0006263	ESY20_g12789_DN3_SP0_c0.t1	evm.model.RL_6.1400
OG0006264	ESY20_g12749_DN3_SP1_c0.t1	evm.model.RL_6.1384
OG0006265	ESY20_g12674_DN3_SP1_c0.t1	evm.model.RL_6.1330
OG0006266	ESY8_g58403_DN3_SP0_c0.t1	evm.model.RL_6.1278
OG0006267	ESY8_g58414_DN2_SP1_c0.t1	evm.model.RL_6.1273
OG0006268	ESY8_g58534_DN3_SP0_c0.t1	evm.model.RL_6.1211
OG0006269	ESY8_g58511_DN2_SP0_c0.t1	evm.model.RL_6.1192
OG0006270	ESY8_g58658_DN3_SP0_c0.t1	evm.model.RL_6.1132
OG0006271	ESY8_g58748_DN3_SP0_c0.t1	evm.model.RL_6.1069
OG0006272	ESY8_g58749_DN3_SP0_c0.t1	evm.model.RL_6.1067
OG0006273	ESY8_g58771_DN3_SP0_c0.t1	evm.model.RL_6.1056
OG0006274	ESY8_g58772_DN3_SP8_c0.t1	evm.model.RL_6.1055
OG0006275	ESY8_g58927_DN3_SP0_c0.t1	evm.model.RL_6.946
OG0006276	ESY8_g59006_DN3_SP1_c0.t1	evm.model.RL_5.681, evm.model.RL_6.877
OG0006277	ESY16_g62211_DN3_SP0_c14.t1	evm.model.RL_2.2253
OG0006278	ESY3_g32617_DN3_SP5_c0.t1	evm.model.RL_1.76
OG0006279	ESY7_g19678_DN3_SP8_c0.t1	evm.model.RL_1.4
OG0006280	ESY3_g30770_DN2_SP7_c0.t1	evm.model.RL_1.769
OG0006281	ESY7_g19657_DN3_SP0_c0.t1	evm.model.RL_4.3423
OG0006282	ESY16_g62505_DN3_SP8_c0.t1	evm.model.RL_2.2169
OG0006283	ESY3_g32581_DN3_SP2_c0.t1, ESY3_g32582_DN3_SP1_c0.t1	evm.model.RL_1.104
OG0006284	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	evm.model.RL_1.116
OG0006285	ESY7_g17408_DN3_SP0_c0.t1	evm.model.RL_4.2062
OG0006286	ESY3_g32318_DN3_SP8_c0.t1, ESY4_g26290_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32317_DN3_SP0_c0.t1	evm.model.RL_1.258
OG0006287	ESY3_g32281_DN3_SP6_c0.t1	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62
OG0006288	ESY3_g32238_DN3_SP8_c0.t1	evm.model.RL_1.294
OG0006289	ESY3_g32174_DN3_SP0_c0.t1	evm.model.RL_1.305
OG0006290	ESY3_g32045_DN3_SP6_c0.t1	evm.model.RL_1.347
OG0006291	ESY3_g31766_DN3_SP0_c0.t1	evm.model.RL_1.460
OG0006294	ESY3_g31401_DN3_SP0_c0.t1	evm.model.RL_1.669
OG0006295	ESY12_g50907_DN3_SP8_c0.t1	evm.model.RL_6.2169
OG0006296	ESY12_g50904_DN3_SP8_c15.t1	evm.model.RL_6.2168
OG0006297	ESY9_g45597_DN3_SP8_c0.t1	evm.model.RL_6.2085
OG0006298	ESY9_g45551_DN3_SP0_c0.t1	evm.model.RL_6.2068
OG0006299	ESY9_g45449_DN3_SP6_c10.t1, ESY10_g15027_DN3_SP0_c0.t1, ESY3_g29263_DN1_SP0_c0.t1, ESY3_g29264_DN3_SP0_c0.t1	evm.model.RL_6.2026
OG0006300	ESY9_g45389_DN3_SP0_c0.t1	evm.model.RL_6.1985
OG0006301	ESY9_g44065_DN3_SP0_c0.t1	evm.model.RL_6.1679
OG0006302	ESY9_g44324_DN3_SP8_c0.t1	evm.model.RL_6.1725
OG0006303	ESY3_g32022_DN3_SP0_c0.t1	evm.model.RL_6.1746
OG0006304	ESY1_g11082_DN3_SP0_c0.t1	evm.model.RL_7.1021
OG0006305	ESY9_g44865_DN3_SP6_c0.t1	evm.model.RL_6.1830
OG0006307	ESY9_g45309_DN3_SP8_c0.t1	evm.model.RL_6.1946
OG0006308	ESY5_g2971_DN3_SP8_c0.t1	evm.model.RL_5.1436
OG0006309	ESY5_g3025_DN3_SP8_c0.t1	evm.model.RL_5.1463
OG0006310	ESY5_g3065_DN3_SP7_c0.t1	evm.model.RL_5.1501
OG0006311	ESY5_g3066_DN3_SP8_c0.t1	evm.model.RL_5.1502
OG0006312	ESY5_g4405_DN3_SP4_c0.t1	evm.model.RL_5.1523.1.687c88b5
OG0006314	ESY5_g4369_DN3_SP0_c0.t1	evm.model.RL_5.1554
OG0006316	ESY5_g4225_DN3_SP0_c0.t1	evm.model.RL_5.1653
OG0006317	ESY5_g4239_DN3_SP8_c0.t1	evm.model.RL_5.1640
OG0006318	ESY5_g4112_DN3_SP4_c4.t1	evm.model.RL_5.1749
OG0006319	ESY5_g3962_DN3_SP8_c0.t1	evm.model.RL_5.1856
OG0006320	ESY5_g3952_DN3_SP1_c0.t1	evm.model.RL_5.3693.1.687c88c4
OG0006321	ESY2_g34754_DN3_SP6_c0.t1	evm.model.RL_3.2043
OG0006322	ESY5_g3916_DN3_SP2_c0.t1	evm.model.RL_5.3667
OG0006324	ESY5_g2421_DN1_SP0_c0.t1	evm.model.RL_5.3597
OG0006325	ESY5_g2202_DN3_SP0_c0.t1	evm.model.RL_5.3485
OG0006326	ESY5_g1422_DN3_SP0_c0.t1	evm.model.RL_5.3302
OG0006328	ESY19_g41937_DN3_SP7_c0.t1, ESY8_g59827_DN3_SP0_c0.t1	evm.model.RL_3.1136
OG0006329	ESY13_g57818_DN3_SP8_c0.t1	evm.model.RL_5.3163
OG0006330	ESY13_g57390_DN3_SP0_c0.t1	evm.model.RL_5.3133
OG0006331	ESY13_g57210_DN3_SP8_c0.t1	evm.model.RL_5.3134
OG0006332	ESY13_g58043_DN3_SP0_c0.t1	evm.model.RL_5.3140
OG0006334	ESY13_g57255_DN2_SP0_c0.t1	evm.model.RL_2.1938
OG0006335	ESY13_g57633_DN3_SP8_c0.t1	evm.model.RL_2.1977
OG0006336	ESY13_g56940_DN3_SP0_c0.t1	evm.model.RL_2.2001
OG0006337	ESY13_g56699_DN3_SP0_c0.t1	evm.model.RL_2.2040
OG0006339	ESY8_g59699_DN3_SP2_c0.t1	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559
OG0006340	ESY8_g59867_DN3_SP8_c0.t1	evm.model.RL_6.41
OG0006341	ESY5_g2886_DN3_SP4_c0.t1	evm.model.RL_5.1365.1.687c88b4
OG0006342	ESY5_g2853_DN3_SP8_c0.t1	evm.model.RL_5.1335
OG0006343	ESY5_g2851_DN3_SP8_c0.t1	evm.model.RL_5.1333
OG0006344	ESY5_g2796_DN2_SP0_c0.t1	evm.model.RL_5.1285
OG0006346	ESY5_g3829_DN3_SP6_c0.t1	evm.model.RL_5.1120
OG0006347	ESY5_g3809_DN3_SP8_c0.t1	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111
OG0006348	ESY10_g14011_DN2_SP0_c0.t1, ESY3_g30695_DN3_SP0_c0.t1	evm.model.RL_4.776
OG0006349	ESY5_g3635_DN3_SP8_c0.t1	evm.model.RL_5.990
OG0006350	ESY5_g4427_DN3_SP0_c0.t1	evm.model.RL_1.2919, evm.model.RL_5.657
OG0006351	ESY5_g3378_DN3_SP8_c0.t1	evm.model.RL_5.848
OG0006352	ESY5_g3422_DN3_SP0_c0.t1	evm.model.RL_5.875
OG0006353	ESY5_g3211_DN3_SP0_c0.t1	evm.model.RL_5.751
OG0006354	ESY5_g3132_DN3_SP5_c0.t1	evm.model.RL_5.695
OG0006355	ESY5_g4462_DN3_SP0_c0.t1, ESY7_g18430_DN3_SP0_c0.t1	evm.model.RL_3.354, evm.model.RL_5.635
OG0006356	ESY5_g4565_DN3_SP0_c0.t1	evm.model.RL_5.572
OG0006358	ESY5_g4620_DN3_SP6_c0.t1	evm.model.RL_5.537
OG0006359	ESY1_g10133_DN3_SP5_c0.t1	evm.model.RL_7.1258
OG0006360	ESY5_g4696_DN3_SP0_c0.t1	evm.model.RL_5.485
OG0006361	ESY5_g4708_DN3_SP0_c14.t1	evm.model.RL_5.472
OG0006362	ESY5_g4878_DN3_SP0_c0.t1	evm.model.RL_5.367
OG0006363	ESY5_g5079_DN3_SP2_c0.t1	evm.model.RL_5.260
OG0006364	ESY5_g5180_DN3_SP8_c0.t1	evm.model.RL_5.194.1.687c88aa
OG0006365	ESY5_g5178_DN3_SP0_c0.t1	evm.model.RL_5.197
OG0006366	ESY5_g5345_DN3_SP0_c0.t1	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111
OG0006367	ESY5_g5388_DN3_SP7_c0.t1	evm.model.RL_5.80
OG0006368	ESY7_g17649_DN3_SP7_c0.t1	evm.model.RL_4.2208, evm.model.RL_1.28
OG0006369	ESY4_g22448_DN2_SP0_c0.t1	evm.model.RL_4.2123
OG0006369	ESY7_g17511_DN3_SP1_c0.t1	evm.model.RL_4.2122
OG0006370	ESY7_g17464_DN3_SP7_c0.t1	evm.model.RL_4.2101
OG0006371	ESY7_g17480_DN2_SP0_c0.t1	evm.model.RL_4.2113
OG0006372	ESY7_g17319_DN3_SP1_c0.t1	evm.model.RL_4.2009
OG0006374	ESY7_g17151_DN3_SP0_c0.t1	evm.model.RL_4.1887
OG0006375	ESY5_g5119_DN3_SP0_c0.t1	evm.model.RL_3.1145
OG0006376	ESY7_g17137_DN3_SP0_c0.t1	evm.model.RL_4.1874
OG0006377	ESY2_g36070_DN3_SP0_c0.t1, ESY7_g17116_DN3_SP7_c0.t1	evm.model.RL_4.1861
OG0006378	ESY7_g17018_DN3_SP8_c0.t1	evm.model.RL_4.1795
OG0006379	ESY15_g64748_DN3_SP1_c0.t1	evm.model.RL_4.791
OG0006380	ESY1_g10342_DN3_SP5_c0.t1	evm.model.RL_7.1167
OG0006381	ESY7_g18716_DN3_SP3_c0.t1	evm.model.RL_4.2876
OG0006382	ESY7_g18793_DN3_SP4_c0.t1	evm.model.RL_4.2929
OG0006383	ESY7_g18800_DN3_SP8_c0.t1	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc
OG0006384	ESY7_g18833_DN3_SP6_c0.t1	evm.model.RL_4.2944
OG0006385	ESY20_g12922_DN3_SP0_c0.t1	evm.model.RL_8.38
OG0006387	ESY6_g49970_DN2_SP2_c0.t1	evm.model.RL_4.1200
OG0006388	ESY1_g10869_DN3_SP0_c0.t1	evm.model.RL_7.904
OG0006389	ESY6_g50055_DN3_SP1_c0.t1	evm.model.RL_4.1276
OG0006391	ESY6_g50121_DN3_SP0_c0.t1	evm.model.RL_4.1336
OG0006392	ESY6_g50130_DN3_SP5_c0.t1	evm.model.RL_4.1344
OG0006393	ESY6_g50133_DN3_SP0_c0.t1	evm.model.RL_4.1349
OG0006394	ESY6_g49565_DN3_SP0_c0.t1	evm.model.RL_8.2175
OG0006395	ESY6_g49474_DN3_SP0_c0.t1	evm.model.RL_8.2239
OG0006396	ESY6_g49489_DN2_SP0_c0.t1, ESY6_g49425_DN3_SP2_c0.t1	evm.model.RL_8.2269
OG0006397	ESY6_g49397_DN3_SP0_c0.t1	evm.model.RL_8.2285
OG0006398	ESY6_g49383_DN2_SP0_c0.t1	evm.model.RL_8.2296
OG0006399	ESY6_g49371_DN3_SP0_c0.t1	evm.model.RL_8.2306
OG0006400	ESY6_g49335_DN3_SP8_c0.t1	evm.model.RL_8.2330
OG0006401	ESY6_g49818_DN3_SP0_c0.t1	evm.model.RL_8.2349
OG0006402	ESY6_g49817_DN3_SP3_c0.t1	evm.model.RL_8.2350
OG0006403	ESY6_g48633_DN3_SP0_c0.t1	evm.model.RL_8.1952
OG0006405	ESY1_g10117_DN3_SP8_c0.t1	evm.model.RL_7.1273.2.687c84b8
OG0006406	ESY1_g10106_DN3_SP1_c0.t1	evm.model.RL_7.1279
OG0006407	ESY1_g10099_DN3_SP0_c0.t1	evm.model.RL_7.1284
OG0006408	ESY1_g9782_DN3_SP0_c0.t1	evm.model.RL_7.1415
OG0006409	ESY1_g9302_DN3_SP8_c0.t1	evm.model.RL_7.1513
OG0006410	ESY1_g8865_DN3_SP2_c0.t1	evm.model.RL_7.1586
OG0006411	ESY1_g7756_DN3_SP0_c0.t1	evm.model.RL_7.1811
OG0006412	ESY2_g34462_DN3_SP0_c0.t1	evm.model.RL_3.1225
OG0006413	ESY2_g33528_DN3_SP0_c0.t1	evm.model.RL_8.1091, evm.model.RL_7.1845
OG0006414	ESY19_g41900_DN2_SP6_c0.t1	evm.model.RL_3.1155
OG0006415	ESY5_g760_DN3_SP0_c0.t1	evm.model.RL_5.3180, evm.model.RL_5.3274
OG0006416	ESY19_g41901_DN3_SP0_c0.t1	evm.model.RL_3.1158
OG0006417	ESY2_g34398_DN3_SP5_c0.t1	evm.model.RL_3.1274
OG0006418	ESY2_g35368_DN3_SP0_c0.t1	evm.model.RL_3.1298
OG0006419	ESY2_g35433_DN2_SP0_c0.t1	evm.model.RL_3.1347
OG0006420	ESY2_g35458_DN3_SP6_c0.t1	evm.model.RL_3.1372.1.687c84bc
OG0006422	ESY5_g2850_DN3_SP1_c0.t1	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332
OG0006423	ESY2_g35678_DN2_SP2_c0.t1	evm.model.RL_3.1553
OG0006424	ESY2_g35741_DN3_SP8_c0.t1	evm.model.RL_3.1587
OG0006425	ESY2_g35750_DN3_SP0_c0.t1	evm.model.RL_3.1595
OG0006427	ESY2_g35775_DN2_SP0_c0.t1	evm.model.RL_3.1613
OG0006428	ESY2_g35036_DN3_SP8_c0.t1	evm.model.RL_3.2213
OG0006429	ESY2_g35086_DN2_SP8_c0.t1	evm.model.RL_3.2176
OG0006430	ESY2_g35091_DN3_SP8_c0.t1	evm.model.RL_3.2172
OG0006431	ESY2_g34648_DN3_SP0_c0.t1	evm.model.RL_3.2121
OG0006433	ESY2_g36026_DN2_SP0_c0.t1	evm.model.RL_3.1949
OG0006434	ESY2_g35945_DN3_SP0_c0.t1	evm.model.RL_3.1896
OG0006436	ESY2_g35899_DN3_SP0_c0.t1	evm.model.RL_3.1725
OG0006437	ESY2_g35825_DN3_SP2_c0.t1	evm.model.RL_3.1646
OG0006438	ESY2_g36798_DN3_SP0_c0.t1	evm.model.RL_3.2307
OG0006439	ESY2_g36768_DN3_SP0_c0.t1	evm.model.RL_3.2321
OG0006440	ESY2_g36701_DN2_SP5_c0.t1	evm.model.RL_3.2340
OG0006441	ESY2_g36606_DN3_SP8_c0.t1	evm.model.RL_3.2413
OG0006442	ESY11_g52755_DN2_SP0_c0.t1, ESY3_g30123_DN3_SP0_c0.t1	evm.model.RL_1.1184
OG0006443	ESY3_g30339_DN3_SP8_c0.t1	evm.model.RL_1.1333
OG0006444	ESY2_g36911_DN3_SP4_c0.t1	evm.model.RL_5.3791
OG0006445	ESY3_g30577_DN3_SP8_c0.t1	evm.model.RL_1.1470
OG0006446	ESY3_g30598_DN3_SP7_c0.t1	evm.model.RL_1.1484
OG0006447	ESY3_g30640_DN3_SP4_c0.t1	evm.model.RL_1.1509
OG0006449	ESY3_g29845_DN3_SP0_c0.t1	evm.model.RL_1.1635
OG0006450	ESY2_g33453_DN3_SP0_c0.t1, ESY1_g9567_DN3_SP0_c0.t1	evm.model.RL_7.1471
OG0006451	ESY3_g29802_DN3_SP8_c15.t1	evm.model.RL_1.1664
OG0006452	ESY3_g29797_DN3_SP3_c0.t1	evm.model.RL_1.1669
OG0006453	ESY3_g29792_DN3_SP0_c0.t1	evm.model.RL_1.1672
OG0006454	ESY3_g29781_DN3_SP4_c0.t1	evm.model.RL_1.1679
OG0006455	ESY3_g29757_DN3_SP8_c0.t1	evm.model.RL_1.1693
OG0006457	ESY3_g29742_DN3_SP0_c0.t1	evm.model.RL_1.1702
OG0006458	ESY3_g29738_DN3_SP7_c0.t1	evm.model.RL_1.1704
OG0006459	ESY3_g29727_DN3_SP0_c0.t1	evm.model.RL_1.1712
OG0006460	ESY22_g41054_DN3_SP2_c0.t1	evm.model.RL_2.1039
OG0006461	ESY3_g29701_DN2_SP6_c0.t1	evm.model.RL_1.1733
OG0006462	ESY3_g29674_DN3_SP8_c0.t1	evm.model.RL_1.1754
OG0006463	ESY2_g37734_DN3_SP0_c0.t1	evm.model.RL_5.2096
OG0006464	ESY3_g29606_DN3_SP8_c0.t1	evm.model.RL_1.1795
OG0006465	ESY3_g29408_DN3_SP7_c0.t1	evm.model.RL_1.1859
OG0006466	ESY3_g29309_DN3_SP8_c4.t1	evm.model.RL_1.1922.1.687c87ee
OG0006467	ESY3_g29240_DN3_SP0_c0.t1	evm.model.RL_1.1952
OG0006468	ESY3_g29175_DN3_SP0_c0.t1	evm.model.RL_1.1995
OG0006469	ESY3_g29166_DN2_SP0_c0.t1	evm.model.RL_1.2004
OG0006470	ESY3_g29143_DN3_SP0_c0.t1	evm.model.RL_1.2016
OG0006471	ESY3_g29006_DN3_SP0_c0.t1	evm.model.RL_1.2080
OG0006472	ESY3_g28890_DN3_SP8_c0.t1	evm.model.RL_1.2136.1.687c87ef
OG0006474	ESY3_g28859_DN3_SP0_c34.t1	evm.model.RL_1.2176, evm.model.RL_1.2175
OG0006475	ESY3_g29498_DN3_SP0_c0.t1	evm.model.RL_1.2126
OG0006475	ESY3_g28885_DN3_SP0_c0.t1	evm.model.RL_1.2183
OG0006476	ESY3_g28559_DN3_SP8_c0.t1	evm.model.RL_1.2219
OG0006477	ESY3_g28547_DN2_SP0_c0.t1	evm.model.RL_1.2222
OG0006478	ESY3_g28383_DN3_SP6_c0.t1	evm.model.RL_1.2252
OG0006479	ESY3_g28088_DN3_SP0_c0.t1	evm.model.RL_1.2320
OG0006480	ESY3_g27042_DN3_SP4_c0.t1	evm.model.RL_1.2471
OG0006481	ESY33_g12626_DN3_SP0_c0.t1	evm.model.RL_1.2759
OG0006482	ESY11_g53976_DN3_SP4_c0.t1	evm.model.RL_1.2904
OG0006483	ESY11_g54070_DN2_SP0_c0.t1	evm.model.RL_1.2941
OG0006484	ESY11_g54149_DN3_SP0_c0.t1	evm.model.RL_1.2967
OG0006485	ESY11_g54342_DN3_SP0_c0.t1	evm.model.RL_1.3046
OG0006486	ESY11_g54289_DN2_SP0_c0.t1	evm.model.RL_1.3023
OG0006487	ESY11_g54255_DN2_SP0_c0.t1	evm.model.RL_1.3012
OG0006488	ESY11_g54614_DN3_SP4_c0.t1	evm.model.RL_1.3127.3.687c87f1
OG0006489	ESY11_g54626_DN3_SP0_c0.t1	evm.model.RL_1.3131.1.687c87f1
OG0006490	ESY3_g32128_DN3_SP7_c0.t1, ESY11_g53416_DN3_SP0_c0.t1	evm.model.RL_1.3224
OG0006491	ESY11_g54952_DN3_SP4_c0.t1, ESY3_g31443_DN3_SP0_c0.t1	evm.model.RL_1.3243
OG0006492	ESY2_g36354_DN3_SP0_c0.t1	evm.model.RL_5.3956
OG0006493	ESY2_g36349_DN3_SP5_c0.t1	evm.model.RL_5.3953
OG0006494	ESY2_g36283_DN3_SP8_c0.t1	evm.model.RL_5.3919
OG0006495	ESY2_g36238_DN2_SP3_c0.t1	evm.model.RL_5.3884
OG0006496	ESY2_g36221_DN3_SP7_c92.t1	evm.model.RL_5.3874
OG0006497	ESY2_g36219_DN1_SP0_c0.t1	evm.model.RL_5.3872
OG0006498	ESY2_g36903_DN3_SP7_c0.t1	evm.model.RL_5.3798
OG0006499	ESY2_g36909_DN3_SP8_c0.t1	evm.model.RL_5.3793
OG0006500	ESY2_g37133_DN3_SP0_c0.t1	evm.model.RL_5.1872
OG0006501	ESY2_g37165_DN3_SP1_c0.t1	evm.model.RL_5.1882
OG0006502	ESY5_g2997_DN3_SP3_c0.t1	evm.model.RL_5.1938
OG0006503	ESY2_g37268_DN3_SP7_c18.t1	evm.model.RL_5.1927
OG0006504	ESY2_g37468_DN3_SP0_c0.t1	evm.model.RL_5.2005
OG0006505	ESY2_g37574_DN3_SP0_c0.t1	evm.model.RL_5.2047
OG0006506	ESY2_g37635_DN3_SP4_c0.t1	evm.model.RL_5.2061
OG0006507	ESY2_g38310_DN3_SP0_c0.t1	evm.model.RL_5.2210
OG0006509	ESY1_g5703_DN3_SP5_c0.t1	evm.model.RL_6.1552
OG0006511	ESY1_g5738_DN3_SP8_c0.t1	evm.model.RL_6.1544
OG0006513	ESY1_g10321_DN3_SP0_c0.t1	evm.model.RL_7.1176
OG0006514	ESY1_g10329_DN3_SP8_c4.t1	evm.model.RL_7.1172
OG0006515	ESY1_g10849_DN3_SP0_c0.t1	evm.model.RL_7.895
OG0006516	ESY1_g10751_DN3_SP8_c0.t1	evm.model.RL_7.819
OG0006517	ESY1_g10750_DN3_SP2_c0.t1	evm.model.RL_7.818
OG0006518	ESY1_g10646_DN3_SP0_c0.t1	evm.model.RL_7.772
OG0006519	ESY7_g18342_DN3_SP0_c0.t1, ESY1_g10537_DN3_SP0_c0.t1	evm.model.RL_7.729
OG0006520	ESY1_g11839_DN3_SP0_c0.t1	evm.model.RL_7.712
OG0006521	ESY1_g11713_DN3_SP1_c0.t1	evm.model.RL_7.639
OG0006522	ESY1_g11387_DN3_SP0_c0.t1	evm.model.RL_7.489
OG0006523	ESY1_g11984_DN3_SP0_c0.t1	evm.model.RL_7.350
OG0006524	ESY1_g12146_DN3_SP2_c0.t1	evm.model.RL_7.298, evm.model.RL_7.441
OG0006525	ESY1_g12220_DN3_SP8_c0.t1	evm.model.RL_6.2711
OG0006526	ESY1_g12354_DN3_SP0_c0.t1	evm.model.RL_7.197
OG0006527	ESY1_g12398_DN1_SP0_c0.t1	evm.model.RL_7.171
OG0006529	ESY1_g12561_DN2_SP2_c0.t1	evm.model.RL_7.41
