Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0009031	ESY3_g32024_DN3_SP0_c0.t1	Ag005G485560
OG0009032	ESY3_g31976_DN3_SP0_c0.t1	Ag005G485280
OG0009033	ESY3_g31961_DN3_SP8_c0.t1	Ag005G485190
OG0009034	ESY3_g31955_DN3_SP6_c0.t1	Ag005G485140
OG0009035	ESY3_g31912_DN3_SP0_c0.t1	Ag005G484810
OG0009036	ESY3_g31807_DN3_SP2_c0.t1	Ag005G484340
OG0009037	ESY3_g31799_DN3_SP0_c0.t1	Ag005G484220, Ag005G484210
OG0009038	ESY3_g31667_DN3_SP0_c0.t1	Ag005G483180
OG0009039	ESY3_g31665_DN3_SP4_c3.t1	Ag004G340650, Ag005G483160
OG0009040	ESY3_g31591_DN3_SP1_c0.t1	Ag005G482290
OG0009041	ESY3_g31555_DN3_SP0_c0.t1	Ag005G481910
OG0009042	ESY3_g31518_DN3_SP0_c0.t1	Ag005G481360
OG0009043	ESY3_g31494_DN3_SP7_c0.t1	Ag005G481180
OG0009044	ESY3_g31452_DN3_SP0_c0.t1	Ag005G480690
OG0009045	ESY3_g31482_DN3_SP2_c0.t1	Ag005G480440
OG0009047	ESY3_g31396_DN3_SP8_c0.t1	Ag005G480210
OG0009048	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1	Ag005G480170
OG0009049	ESY3_g31387_DN3_SP0_c0.t1	Ag005G479840
OG0009050	ESY10_g15083_DN3_SP0_c0.t1	Ag007G656650
OG0009051	ESY8_g59225_DN3_SP6_c0.t1	Ag001G006800, Ag006G526380
OG0009052	ESY3_g30742_DN3_SP0_c0.t1, ESY5_g3399_DN3_SP0_c0.t1	Ag006G506880
OG0009053	ESY3_g30743_DN3_SP7_c0.t1, ESY10_g14328_DN3_SP0_c0.t1	Ag005G478900
OG0009054	ESY3_g30754_DN3_SP5_c0.t1	Ag005G478850
OG0009055	ESY4_g22315_DN3_SP0_c0.t1	Ag007G584180
OG0009056	ESY12_g50939_DN3_SP8_c16.t1	Ag002G187380
OG0009057	ESY12_g50909_DN3_SP1_c0.t1	Ag002G187130
OG0009058	ESY12_g50893_DN3_SP7_c0.t1	Ag002G186690
OG0009059	ESY12_g50864_DN3_SP8_c8.t1	Ag002G186430
OG0009060	ESY12_g50858_DN3_SP8_c0.t1	Ag002G186290
OG0009061	ESY12_g50828_DN3_SP0_c0.t1	Ag002G185710
OG0009062	ESY9_g45588_DN2_SP0_c0.t1	Ag002G183080
OG0009063	ESY9_g45586_DN3_SP0_c0.t1	Ag002G183030
OG0009064	ESY9_g45537_DN3_SP6_c0.t1	Ag002G181840
OG0009065	ESY9_g45470_DN3_SP4_c0.t1	Ag002G180490
OG0009066	ESY9_g45522_DN3_SP0_c0.t1	Ag002G181460, Ag002G181470
OG0009067	ESY9_g45451_DN3_SP6_c0.t1	Ag002G180120
OG0009068	ESY9_g45375_DN2_SP8_c11.t1	Ag002G177940
OG0009069	ESY2_g34506_DN2_SP0_c0.t1	Ag004G354220
OG0009070	ESY9_g45371_DN3_SP7_c0.t1	Ag002G177850
OG0009071	ESY9_g44246_DN2_SP8_c0.t1	Ag002G166050
OG0009072	ESY9_g44267_DN3_SP0_c0.t1	Ag002G166130
OG0009073	ESY3_g31831_DN3_SP8_c0.t1	Ag002G166350, Ag007G634980
OG0009074	ESY1_g10452_DN3_SP7_c0.t1	Ag001G069820
OG0009075	ESY9_g44413_DN3_SP0_c0.t1	Ag002G167360
OG0009076	ESY7_g17198_DN3_SP0_c0.t1, ESY20_g13167_DN3_SP0_c0.t1	Ag002G167930
OG0009077	ESY9_g44622_DN3_SP8_c21.t1	Ag002G169650
OG0009078	ESY9_g44687_DN3_SP5_c0.t1	Ag002G170780
OG0009079	ESY9_g44799_DN3_SP4_c0.t1	Ag002G171830
OG0009080	ESY9_g45122_DN3_SP3_c0.t1	Ag002G174480
OG0009081	ESY9_g45123_DN1_SP0_c0.t1	Ag002G174470, Ag003G264530
OG0009082	ESY9_g45357_DN3_SP8_c0.t1	Ag002G177470
OG0009083	ESY9_g45356_DN3_SP0_c0.t1	Ag002G177460
OG0009084	ESY9_g45164_DN3_SP0_c0.t1	Ag002G175020
OG0009085	ESY9_g45329_DN3_SP0_c0.t1	Ag002G176760, Ag002G176770, Ag002G176810
OG0009086	ESY9_g45281_DN3_SP6_c0.t1	Ag002G176210
OG0009087	ESY9_g45273_DN3_SP5_c9.t1	Ag002G176060
OG0009088	ESY9_g44054_DN3_SP7_c0.t1	Ag002G164780
OG0009089	ESY5_g2894_DN3_SP0_c0.t1	Ag004G322750
OG0009090	ESY5_g2895_DN2_SP0_c0.t1	Ag004G322770
OG0009091	ESY5_g2918_DN3_SP4_c0.t1	Ag004G322950
OG0009092	ESY5_g2924_DN3_SP0_c0.t1	Ag004G323020
OG0009093	ESY5_g2936_DN3_SP2_c0.t1	Ag004G323130
OG0009095	ESY5_g2999_DN3_SP2_c0.t1	Ag004G324330
OG0009096	ESY5_g3019_DN3_SP0_c0.t1	Ag004G324600
OG0009097	ESY5_g3048_DN3_SP0_c0.t1	Ag004G324950, Ag004G324960
OG0009098	ESY5_g3060_DN2_SP0_c0.t1	Ag004G325110
OG0009099	ESY5_g3063_DN2_SP0_c0.t1	Ag004G325200
OG0009100	ESY5_g4395_DN3_SP6_c0.t1	Ag004G325670
OG0009101	ESY5_g4349_DN3_SP8_c0.t1	Ag004G326500
OG0009102	ESY5_g4333_DN3_SP0_c0.t1	Ag004G327170
OG0009103	ESY5_g4329_DN3_SP0_c0.t1	Ag004G327350
OG0009104	ESY5_g4291_DN3_SP0_c0.t1	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230
OG0009105	ESY5_g4235_DN3_SP5_c0.t1	Ag004G329440
OG0009106	ESY5_g4186_DN1_SP8_c7.t1	Ag004G330240
OG0009107	ESY5_g4182_DN3_SP0_c0.t1	Ag002G152870
OG0009108	ESY5_g4179_DN3_SP1_c0.t1	Ag004G330310
OG0009109	ESY5_g4177_DN3_SP2_c0.t1	Ag004G330330
OG0009110	ESY5_g4121_DN3_SP5_c0.t1	Ag004G331600
OG0009111	ESY5_g4009_DN3_SP8_c0.t1	Ag004G333230
OG0009112	ESY5_g4003_DN3_SP4_c0.t1	Ag004G333250
OG0009113	ESY5_g3969_DN3_SP8_c12.t1	Ag004G333840
OG0009114	ESY5_g3885_DN3_SP0_c0.t1	Ag004G335640, Ag008G705150
OG0009115	ESY5_g2552_DN3_SP0_c0.t1	Ag004G336050
OG0009116	ESY1_g10983_DN3_SP8_c0.t1	Ag001G074770
OG0009117	ESY5_g2382_DN3_SP0_c0.t1	Ag004G338040
OG0009118	ESY5_g2367_DN3_SP8_c0.t1	Ag004G338410
OG0009119	ESY5_g2366_DN1_SP0_c0.t1	Ag004G338450
OG0009120	ESY5_g2235_DN3_SP8_c0.t1	Ag004G340230
OG0009121	ESY5_g2233_DN3_SP8_c0.t1	Ag004G340250
OG0009122	ESY5_g2140_DN3_SP8_c0.t1	Ag004G341400
OG0009123	ESY5_g2086_DN3_SP4_c0.t1	Ag003G241880
OG0009125	ESY5_g1949_DN3_SP2_c0.t1	Ag003G242550
OG0009127	ESY43_g13370_DN3_SP8_c0.t1	Ag003G244210
OG0009128	ESY2_g35360_DN3_SP0_c0.t1	Ag003G244700
OG0009129	ESY5_g2730_DN2_SP6_c0.t1	Ag003G253190
OG0009130	ESY2_g35394_DN3_SP8_c0.t1	Ag004G349340
OG0009131	ESY5_g1355_DN3_SP8_c0.t1	Ag003G245280
OG0009132	ESY12_g51327_DN1_SP0_c0.t1	Ag003G245640
OG0009134	ESY5_g1236_DN3_SP8_c0.t1	Ag003G245740
OG0009137	ESY5_g3919_DN3_SP0_c0.t1	Ag006G503120
OG0009138	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1	Ag002G177780
OG0009139	ESY1_g11471_DN3_SP8_c0.t1	Ag007G622450
OG0009140	ESY5_g1143_DN3_SP3_c0.t1	Ag003G246090
OG0009141	ESY13_g57306_DN2_SP0_c0.t1	Ag002G127290
OG0009142	ESY15_g65035_DN3_SP6_c0.t1	Ag001G041240
OG0009143	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1	Ag007G586780
OG0009144	ESY13_g56958_DN3_SP0_c0.t1	Ag007G598440
OG0009145	ESY13_g56931_DN2_SP0_c0.t1	Ag007G598580
OG0009146	ESY8_g59357_DN3_SP8_c0.t1	Ag006G524880
OG0009149	ESY8_g59377_DN3_SP8_c0.t1	Ag006G525430
OG0009150	ESY8_g59422_DN3_SP0_c11.t1	Ag001G021820, Ag001G021730
OG0009151	ESY8_g59467_DN3_SP8_c0.t1	Ag006G524820
OG0009152	ESY8_g59504_DN2_SP0_c0.t1	Ag006G524300
OG0009153	ESY8_g59525_DN3_SP0_c0.t1	Ag004G340430
OG0009155	ESY8_g59604_DN3_SP8_c0.t1	Ag006G523780
OG0009156	ESY1_g10166_DN3_SP8_c0.t1	Ag001G067020
OG0009157	ESY8_g59682_DN2_SP3_c0.t1	Ag006G523160
OG0009159	ESY8_g59771_DN3_SP1_c0.t1	Ag006G521890
OG0009160	ESY8_g59864_DN3_SP0_c0.t1	Ag006G521140
OG0009161	ESY8_g59911_DN3_SP8_c0.t1	Ag006G518030
OG0009162	ESY5_g2871_DN3_SP0_c0.t1	Ag004G322360
OG0009163	ESY5_g2846_DN3_SP1_c0.t1	Ag004G321540
OG0009165	ESY5_g2767_DN3_SP0_c0.t1	Ag004G319850
OG0009166	ESY5_g2765_DN3_SP0_c0.t1	Ag004G319780
OG0009167	ESY5_g2727_DN3_SP8_c0.t1	Ag004G319480
OG0009168	ESY5_g2619_DN3_SP5_c0.t1	Ag004G317830
OG0009169	ESY5_g2623_DN3_SP4_c0.t1	Ag004G317860
OG0009170	ESY5_g2567_DN3_SP0_c0.t1	Ag004G317140
OG0009171	ESY5_g3795_DN3_SP8_c0.t1	Ag004G315720
OG0009172	ESY5_g3722_DN3_SP8_c0.t1	Ag004G314740
OG0009173	ESY6_g48757_DN3_SP0_c0.t1, ESY5_g3711_DN3_SP5_c0.t1	Ag004G314510
OG0009174	ESY5_g3664_DN3_SP4_c0.t1	Ag004G313700
OG0009175	ESY5_g3540_DN3_SP7_c0.t1	Ag004G312600
OG0009176	ESY5_g3534_DN3_SP0_c0.t1	Ag004G312580
OG0009177	ESY5_g3524_DN3_SP1_c0.t1	Ag004G312360
OG0009178	ESY5_g3464_DN3_SP8_c0.t1	Ag004G311530
OG0009179	ESY5_g3373_DN3_SP4_c0.t1	Ag004G310750
OG0009180	ESY5_g3383_DN3_SP7_c0.t1	Ag004G310840
OG0009181	ESY5_g3315_DN3_SP0_c0.t1	Ag004G310310
OG0009182	ESY5_g3280_DN3_SP0_c0.t1	Ag004G309870
OG0009183	ESY5_g4639_DN3_SP0_c0.t1, ESY5_g4636_DN3_SP0_c0.t1, ESY5_g4637_DN1_SP0_c0.t1	Ag004G309700
OG0009184	ESY5_g3246_DN3_SP8_c0.t1	Ag004G309310
OG0009185	ESY5_g3224_DN3_SP0_c0.t1	Ag004G309180
OG0009186	ESY6_g49284_DN3_SP2_c0.t1	Ag008G718940
OG0009187	ESY5_g3203_DN3_SP8_c0.t1	Ag004G309030
OG0009188	ESY5_g3198_DN3_SP3_c0.t1	Ag004G308960
OG0009189	ESY5_g3155_DN3_SP6_c0.t1	Ag004G308700
OG0009190	ESY5_g3156_DN3_SP0_c0.t1	Ag004G308710
OG0009191	ESY5_g3158_DN3_SP2_c0.t1	Ag004G308730
OG0009192	ESY5_g3161_DN3_SP0_c0.t1	Ag004G308750
OG0009193	ESY5_g3147_DN3_SP1_c0.t1	Ag004G308630
OG0009194	ESY5_g3141_DN3_SP8_c0.t1	Ag004G308560
OG0009195	ESY5_g4439_DN3_SP5_c0.t1	Ag004G307830
OG0009196	ESY5_g3125_DN3_SP8_c0.t1	Ag004G308390
OG0009197	ESY5_g4492_DN3_SP8_c0.t1	Ag004G307340
OG0009198	ESY5_g4523_DN3_SP2_c0.t1	Ag004G306980
OG0009199	ESY5_g4566_DN3_SP0_c0.t1	Ag004G306560
OG0009200	ESY5_g4670_DN3_SP8_c5.t1	Ag004G305590
OG0009201	ESY5_g4679_DN3_SP8_c0.t1	Ag004G305530
OG0009202	ESY5_g4693_DN3_SP0_c0.t1	Ag004G305400
OG0009203	ESY5_g4697_DN3_SP0_c0.t1	Ag004G305370
OG0009204	ESY4_g23883_DN1_SP0_c0.t1	Ag004G305040
OG0009205	ESY5_g4761_DN3_SP4_c0.t1	Ag004G304760
OG0009206	ESY5_g4827_DN3_SP8_c0.t1	Ag004G303970
OG0009207	ESY5_g4831_DN3_SP8_c0.t1	Ag004G303940
OG0009208	ESY5_g4848_DN3_SP8_c0.t1	Ag004G303780
OG0009209	ESY2_g36538_DN3_SP7_c0.t1	Ag003G208230, Ag002G161190
OG0009210	ESY5_g4911_DN3_SP1_c10.t1	Ag001G009640, Ag004G303200
OG0009211	ESY5_g4934_DN3_SP8_c0.t1	Ag004G303020, Ag004G303010
OG0009212	ESY5_g4948_DN3_SP7_c0.t1	Ag004G302970
OG0009213	ESY5_g4985_DN3_SP0_c0.t1	Ag004G302580
OG0009214	ESY5_g5037_DN3_SP0_c0.t1	Ag004G302300
OG0009215	ESY5_g5082_DN3_SP8_c0.t1	Ag004G301980
OG0009216	ESY5_g5167_DN3_SP8_c0.t1	Ag004G300880
OG0009217	ESY5_g5239_DN2_SP0_c0.t1	Ag004G300250
OG0009218	ESY5_g5247_DN3_SP0_c0.t1	Ag004G300140
OG0009219	ESY5_g5312_DN3_SP0_c0.t1	Ag004G299840
OG0009220	ESY5_g5346_DN2_SP0_c0.t1	Ag004G299560
OG0009221	ESY5_g5367_DN3_SP8_c11.t1	Ag004G299450
OG0009222	ESY5_g5396_DN3_SP2_c0.t1	Ag004G299160
OG0009223	ESY5_g5429_DN3_SP0_c0.t1	Ag004G298870
OG0009224	ESY5_g5443_DN3_SP0_c0.t1	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790
OG0009225	ESY10_g15706_DN1_SP0_c0.t1	Ag004G298690
OG0009226	ESY5_g5465_DN3_SP0_c0.t1	Ag004G298600
OG0009227	ESY5_g5471_DN3_SP0_c0.t1	Ag004G298500
OG0009228	ESY5_g5501_DN3_SP1_c0.t1	Ag004G298160
OG0009229	ESY5_g5523_DN3_SP2_c0.t1	Ag004G297810
OG0009230	ESY5_g5561_DN3_SP5_c0.t1, ESY4_g24092_DN3_SP1_c0.t1	Ag004G297420
OG0009231	ESY5_g5576_DN3_SP3_c0.t1	Ag004G297330
OG0009232	ESY7_g17677_DN3_SP0_c0.t1	Ag007G613040
OG0009233	ESY7_g17670_DN3_SP1_c0.t1	Ag007G613170
OG0009234	ESY7_g17638_DN3_SP0_c0.t1	Ag007G613550
OG0009235	ESY7_g17658_DN1_SP1_c0.t1	Ag003G235790, Ag007G613290, Ag008G692020
OG0009236	ESY7_g17540_DN3_SP5_c0.t1	Ag007G616420
OG0009237	ESY7_g17531_DN3_SP6_c0.t1	Ag007G616710
OG0009238	ESY7_g17524_DN3_SP0_c0.t1	Ag007G616990
OG0009239	ESY7_g17424_DN3_SP8_c0.t1	Ag007G619320
OG0009240	ESY7_g17454_DN3_SP8_c0.t1	Ag007G618510
OG0009241	ESY7_g17476_DN3_SP0_c0.t1	Ag007G617730
OG0009242	ESY7_g17407_DN1_SP0_c0.t1	Ag007G619830
OG0009243	ESY7_g17351_DN3_SP8_c0.t1	Ag007G621200
OG0009244	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1, ESY7_g17338_DN1_SP0_c0.t1	Ag007G621360
OG0009245	ESY7_g17262_DN3_SP6_c0.t1	Ag007G623140
OG0009246	ESY7_g17255_DN3_SP0_c0.t1	Ag007G623430
OG0009247	ESY7_g17223_DN3_SP0_c0.t1	Ag007G624330
OG0009248	ESY7_g17206_DN3_SP0_c0.t1	Ag006G492560, Ag007G624620
OG0009249	ESY7_g17149_DN2_SP0_c0.t1	Ag007G626150
OG0009250	ESY7_g17077_DN3_SP0_c0.t1	Ag007G628550
OG0009251	ESY7_g16942_DN3_SP8_c0.t1	Ag007G629280
OG0009252	ESY7_g16927_DN3_SP8_c0.t1	Ag007G628990
OG0009253	ESY7_g16874_DN3_SP0_c0.t1	Ag007G633040
OG0009254	ESY7_g16873_DN3_SP0_c0.t1	Ag007G633060
OG0009255	ESY10_g15582_DN2_SP0_c0.t1	Ag007G637070
OG0009256	ESY10_g15818_DN3_SP2_c0.t1	Ag007G641580
OG0009257	ESY2_g33575_DN3_SP0_c0.t1	Ag003G231840
OG0009258	ESY10_g15888_DN3_SP7_c0.t1	Ag002G161430
OG0009259	ESY15_g64381_DN2_SP0_c0.t1	Ag007G612130
OG0009260	ESY15_g64432_DN3_SP8_c0.t1	Ag007G642550
OG0009262	ESY7_g17721_DN3_SP8_c0.t1	Ag007G612140
OG0009263	ESY7_g17732_DN3_SP7_c0.t1	Ag007G612000
OG0009264	ESY7_g18388_DN3_SP0_c0.t1, ESY7_g18453_DN3_SP1_c0.t1	Ag006G505580
OG0009265	ESY7_g18455_DN3_SP8_c0.t1	Ag006G505600
OG0009267	ESY7_g17696_DN3_SP0_c4.t1	Ag007G612540
OG0009268	ESY7_g18715_DN3_SP5_c0.t1	Ag006G505170
OG0009269	ESY7_g18719_DN3_SP8_c0.t1	Ag006G505100
OG0009270	ESY7_g18434_DN3_SP6_c0.t1	Ag007G611540
OG0009271	ESY11_g52690_DN2_SP0_c0.t1	Ag006G503700
OG0009272	ESY7_g18783_DN2_SP3_c0.t1	Ag006G503680
OG0009273	ESY7_g18816_DN3_SP0_c0.t1	Ag006G502800
OG0009274	ESY7_g18831_DN3_SP0_c0.t1	Ag006G501940
OG0009275	ESY7_g18854_DN3_SP4_c0.t1	Ag006G501620
OG0009276	ESY7_g18928_DN2_SP1_c0.t1	Ag006G500440
OG0009277	ESY7_g18948_DN3_SP0_c0.t1	Ag006G500050
OG0009278	ESY7_g18952_DN3_SP0_c0.t1	Ag006G500010
OG0009279	ESY7_g18987_DN3_SP4_c0.t1	Ag006G499430
OG0009280	ESY7_g19020_DN3_SP0_c0.t1	Ag006G499090
OG0009281	ESY6_g49955_DN2_SP0_c0.t1	Ag008G720510
OG0009282	ESY6_g49930_DN3_SP0_c0.t1	Ag004G380780, Ag008G720300
OG0009283	ESY6_g49951_DN3_SP8_c0.t1	Ag008G720470
OG0009284	ESY6_g49971_DN3_SP0_c0.t1	Ag008G721000
OG0009285	ESY6_g49979_DN3_SP8_c0.t1	Ag008G721110
OG0009286	ESY6_g49992_DN3_SP8_c0.t1	Ag008G721280
OG0009287	ESY6_g50003_DN3_SP8_c0.t1	Ag008G721580
OG0009288	ESY6_g50004_DN2_SP6_c0.t1	Ag008G721600
OG0009289	ESY6_g50032_DN3_SP7_c0.t1	Ag008G721960
OG0009290	ESY6_g50040_DN3_SP0_c0.t1	Ag008G722020
OG0009291	ESY1_g10866_DN3_SP2_c0.t1	Ag001G076100
OG0009292	ESY6_g50047_DN3_SP6_c0.t1	Ag008G722090
OG0009293	ESY6_g50065_DN3_SP4_c0.t1	Ag008G722450
OG0009294	ESY6_g50122_DN2_SP3_c0.t1	Ag008G723310
OG0009295	ESY6_g50164_DN3_SP0_c0.t1	Ag008G723870
OG0009297	ESY6_g50180_DN3_SP8_c0.t1	Ag008G724150
OG0009298	ESY6_g50183_DN3_SP7_c0.t1	Ag008G724180
OG0009299	ESY6_g50198_DN3_SP0_c0.t1	Ag008G724380
OG0009300	ESY6_g49551_DN3_SP0_c7.t1	Ag008G725310
OG0009301	ESY6_g49448_DN3_SP8_c0.t1	Ag008G726470
OG0009302	ESY6_g49432_DN3_SP5_c0.t1	Ag008G726760
OG0009303	ESY6_g49806_DN3_SP0_c0.t1	Ag008G728560
OG0009304	ESY1_g9003_DN2_SP6_c0.t1	Ag001G054940
OG0009305	ESY6_g49781_DN3_SP1_c0.t1	Ag008G728740
OG0009306	ESY6_g48639_DN3_SP4_c0.t1	Ag008G706660
OG0009307	ESY6_g48584_DN3_SP0_c0.t1	Ag008G705860
OG0009308	ESY1_g10139_DN3_SP8_c0.t1, ESY6_g50742_DN3_SP0_c0.t1, ESY9_g43634_DN3_SP0_c0.t1	Ag001G067430
OG0009310	ESY1_g10128_DN3_SP0_c0.t1	Ag001G067530
OG0009311	ESY1_g10101_DN3_SP8_c0.t1	Ag001G059450, Ag001G059630
OG0009312	ESY1_g10088_DN3_SP0_c0.t1	Ag001G063090
OG0009313	ESY1_g10008_DN3_SP8_c0.t1	Ag001G061920
OG0009314	ESY1_g9962_DN3_SP8_c0.t1	Ag001G061430
OG0009315	ESY1_g9817_DN3_SP0_c0.t1	Ag001G059060
OG0009316	ESY1_g9812_DN3_SP0_c0.t1	Ag001G058940
OG0009317	ESY1_g9808_DN3_SP2_c0.t1	Ag001G058910
OG0009318	ESY1_g9690_DN3_SP2_c0.t1	Ag008G693210, Ag005G428450
OG0009319	ESY1_g9621_DN3_SP4_c0.t1	Ag008G692270
OG0009320	ESY1_g9449_DN3_SP8_c0.t1	Ag008G691780
OG0009321	ESY1_g9304_DN3_SP4_c0.t1	Ag008G690800
OG0009323	ESY3_g31905_DN3_SP3_c0.t1, ESY3_g31906_DN3_SP0_c0.t1	Ag001G056220
OG0009324	ESY1_g9176_DN3_SP0_c0.t1	Ag001G056100
OG0009325	ESY1_g8890_DN3_SP8_c0.t1	Ag001G055380
OG0009326	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1	Ag001G054660
OG0009327	ESY1_g8395_DN3_SP0_c0.t1	Ag004G379400, Ag002G141680, Ag001G053390
OG0009328	ESY1_g6998_DN3_SP0_c0.t1, ESY1_g6999_DN3_SP0_c0.t1	Ag010G739480, Ag001G049360
OG0009329	ESY9_g42761_DN1_SP0_c0.t1, ESY9_g42759_DN1_SP0_c0.t1	Ag001G059390, Ag001G059550
OG0009330	ESY4_g25985_DN3_SP8_c0.t1	Ag003G277150
OG0009331	ESY21_g55095_DN3_SP3_c0.t1	Ag005G418140
OG0009332	ESY21_g55106_DN3_SP0_c0.t1	Ag004G356300
OG0009333	ESY7_g16101_DN3_SP6_c0.t1	Ag004G356270
OG0009334	ESY2_g34442_DN3_SP0_c0.t1	Ag004G351810
OG0009335	ESY2_g34407_DN2_SP7_c0.t1	Ag004G350830
OG0009336	ESY2_g34420_DN3_SP0_c0.t1	Ag004G351360
OG0009337	ESY2_g35358_DN3_SP8_c0.t1	Ag004G350400
OG0009338	ESY2_g35380_DN3_SP1_c0.t1	Ag004G349820
OG0009339	ESY2_g35392_DN2_SP0_c0.t1	Ag004G349360
OG0009340	ESY2_g35414_DN3_SP7_c0.t1	Ag004G348910
OG0009341	ESY8_g59172_DN3_SP7_c0.t1	Ag007G598140
OG0009342	ESY2_g35461_DN3_SP7_c0.t1	Ag004G347710
OG0009343	ESY2_g35462_DN3_SP1_c0.t1	Ag004G347700
OG0009344	ESY2_g35489_DN3_SP5_c0.t1	Ag004G346540
OG0009345	ESY2_g35547_DN3_SP4_c0.t1	Ag004G345270
OG0009346	ESY2_g35593_DN2_SP0_c0.t1	Ag004G344440
OG0009347	ESY2_g35650_DN3_SP0_c0.t1	Ag004G343320
OG0009348	ESY2_g35664_DN3_SP0_c0.t1	Ag004G343100
OG0009349	ESY2_g35689_DN3_SP5_c0.t1	Ag004G342600
OG0009350	ESY2_g35736_DN3_SP8_c0.t1	Ag004G342040
OG0009351	ESY2_g35742_DN3_SP8_c0.t1	Ag004G341710
OG0009352	ESY2_g35769_DN3_SP8_c0.t1	Ag003G240460
OG0009353	ESY2_g35778_DN3_SP0_c0.t1	Ag003G240160
OG0009354	ESY2_g35779_DN3_SP0_c0.t1	Ag003G240100
OG0009355	ESY2_g35780_DN3_SP0_c0.t1	Ag003G240080
OG0009356	ESY2_g35028_DN3_SP2_c12.t1	Ag003G214690
OG0009357	ESY2_g34636_DN3_SP3_c11.t1	Ag003G218610
OG0009359	ESY2_g34669_DN3_SP8_c0.t1	Ag003G218990
OG0009360	ESY3_g29095_DN3_SP5_c0.t1	Ag005G442130, Ag005G443400
OG0009361	ESY2_g34677_DN3_SP8_c0.t1	Ag003G219280
OG0009362	ESY2_g34686_DN3_SP1_c0.t1	Ag003G219420
OG0009363	ESY2_g36079_DN3_SP7_c0.t1	Ag003G224630
OG0009364	ESY2_g35997_DN3_SP8_c0.t1	Ag003G227210
OG0009365	ESY2_g35958_DN3_SP0_c0.t1	Ag003G228590
OG0009366	ESY2_g35956_DN3_SP0_c0.t1	Ag003G228640
OG0009367	ESY2_g34979_DN3_SP8_c0.t1	Ag003G230820
OG0009368	ESY2_g34974_DN3_SP0_c0.t1	Ag003G230850
OG0009369	ESY2_g34972_DN3_SP8_c0.t1	Ag003G230990
OG0009370	ESY2_g34887_DN3_SP7_c0.t1	Ag003G234200
OG0009371	ESY2_g34850_DN3_SP8_c0.t1	Ag003G235260
OG0009372	ESY5_g4224_DN3_SP0_c0.t1	Ag004G329690
OG0009373	ESY2_g34843_DN3_SP0_c0.t1	Ag003G235910
OG0009374	ESY13_g56986_DN3_SP0_c0.t1	Ag003G236280
OG0009375	ESY2_g35924_DN3_SP6_c0.t1	Ag003G236610
OG0009376	ESY6_g48886_DN3_SP0_c0.t1	Ag008G711180
OG0009377	ESY2_g35877_DN3_SP0_c26.t1	Ag003G238000
OG0009378	ESY2_g35838_DN3_SP0_c0.t1	Ag003G239020
OG0009380	ESY2_g35824_DN3_SP0_c0.t1	Ag003G239230
OG0009384	ESY2_g34831_DN3_SP0_c0.t1	Ag003G214280
OG0009385	ESY2_g36100_DN3_SP5_c0.t1	Ag003G214220
OG0009386	ESY2_g36120_DN3_SP5_c0.t1	Ag003G213500
OG0009387	ESY2_g36123_DN3_SP7_c0.t1	Ag003G213470, Ag005G487060
OG0009388	ESY2_g36133_DN3_SP0_c0.t1	Ag003G213370
OG0009389	ESY2_g36152_DN3_SP7_c0.t1	Ag003G212750
OG0009390	ESY2_g36810_DN3_SP4_c12.t1	Ag003G212410
OG0009391	ESY2_g36779_DN3_SP2_c0.t1	Ag003G212080
OG0009392	ESY2_g36654_DN3_SP0_c0.t1	Ag003G210630
OG0009393	ESY2_g36652_DN3_SP3_c0.t1	Ag003G210590
OG0009394	ESY2_g36637_DN3_SP5_c0.t1	Ag003G210340
OG0009395	ESY2_g36593_DN3_SP4_c0.t1	Ag003G209080
OG0009396	ESY2_g36545_DN3_SP6_c0.t1	Ag003G208280
OG0009397	ESY2_g36533_DN3_SP0_c0.t1	Ag003G208160
OG0009399	ESY2_g36500_DN3_SP0_c0.t1	Ag003G207410
OG0009400	ESY2_g36480_DN2_SP0_c0.t1	Ag003G207680
OG0009401	ESY3_g30116_DN3_SP2_c0.t1	Ag005G470580
OG0009402	ESY3_g30141_DN3_SP0_c0.t1	Ag005G470230
OG0009403	ESY3_g30154_DN3_SP8_c0.t1	Ag005G470000
OG0009404	ESY3_g30156_DN3_SP0_c0.t1	Ag005G469980
OG0009405	ESY3_g30179_DN3_SP0_c0.t1	Ag005G469740
OG0009406	ESY3_g30195_DN3_SP0_c0.t1	Ag005G469520
OG0009407	ESY3_g30231_DN3_SP3_c0.t1	Ag005G469010
OG0009408	ESY3_g30267_DN3_SP8_c0.t1	Ag005G468360
OG0009409	ESY9_g43364_DN3_SP0_c26.t1, ESY3_g30374_DN2_SP0_c0.t1	Ag005G466240
OG0009410	ESY3_g30380_DN3_SP8_c0.t1	Ag005G466110
OG0009411	ESY3_g30405_DN3_SP7_c0.t1	Ag005G465890
