Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0009510	XP_020872011.1	CARHR266620
OG0009511	XP_002864244.1	CARHR286540, CARHR266580
OG0009512	XP_002864237.1	CARHR266480
OG0009513	XP_020866449.1	CARHR266390
OG0009514	XP_002870182.1	CARHR290740
OG0009515	XP_020889494.1	CARHR100640
OG0009516	XP_002885656.1	CARHR100800
OG0009517	XP_002885694.1, XP_002885686.1, XP_002883585.1	CARHR101520
OG0009518	XP_020888718.1	CARHR103410
OG0009519	XP_002885629.1	CARHR100350
OG0009521	XP_020891491.1	CARHR058730
OG0009522	XP_020891684.1	CARHR217530
OG0009523	XP_020891343.1	CARHR059820
OG0009524	XP_020890351.1	CARHR059890
OG0009525	XP_020890350.1	CARHR059900
OG0009526	XP_020890661.1	CARHR060130
OG0009527	XP_020890573.1	CARHR060280
OG0009528	XP_020891137.1	CARHR060580, CARHR182750
OG0009529	XP_002887161.1	CARHR060620
OG0009530	XP_002888638.1	CARHR060780
OG0009531	XP_020891777.1	CARHR060800
OG0009532	XP_020891732.1	CARHR060880
OG0009533	XP_002887172.2	CARHR060920
OG0009534	XP_002887182.2	CARHR061220
OG0009535	XP_002870472.2	CARHR216560
OG0009536	XP_020874640.1	CARHR216490, CARHR257530
OG0009537	XP_002865682.1	CARHR182910
OG0009538	XP_002884095.2	CARHR108490
OG0009539	XP_002886149.1	CARHR108620
OG0009540	XP_002884146.1	CARHR109220
OG0009541	XP_002886248.2	CARHR109520
OG0009542	XP_020886456.1	CARHR109960
OG0009543	XP_020886453.1	CARHR109970
OG0009544	XP_020885899.1	CARHR110150, CARHR110140
OG0009545	XP_020883226.1	CARHR136310
OG0009546	XP_020884298.1	CARHR136100
OG0009547	XP_020883147.1	CARHR135940
OG0009548	XP_020885563.1	CARHR135870
OG0009549	XP_002879888.1	CARHR135830
OG0009550	XP_020884297.1	CARHR135750
OG0009551	XP_002879873.1	CARHR135610
OG0009552	XP_020885047.1	CARHR135600
OG0009553	XP_002881718.1	CARHR135450
OG0009554	XP_002879865.1	CARHR135410
OG0009555	XP_020884759.1	CARHR135250
OG0009556	XP_020883885.1	CARHR135090
OG0009557	XP_020885674.1	CARHR135060
OG0009558	XP_020885427.1	CARHR134790
OG0009559	XP_020885108.1	CARHR134740
OG0009560	XP_002879823.1	CARHR134700
OG0009561	XP_020885114.1	CARHR134690
OG0009562	XP_002879812.2	CARHR134540
OG0009563	XP_020881675.1	CARHR108980, CARHR148440
OG0009564	XP_002881660.1	CARHR134400
OG0009565	XP_020885188.1, XP_020871527.1	CARHR134360
OG0009566	XP_020883756.1	CARHR134300, CARHR087370
OG0009567	XP_002881637.1	CARHR133980
OG0009568	XP_002881631.1	CARHR133890
OG0009569	XP_002879771.1	CARHR133610
OG0009570	XP_020885330.1	CARHR133500
OG0009571	XP_002879764.1	CARHR125840, CARHR133490
OG0009572	XP_020885243.1	CARHR133420
OG0009573	XP_020883841.1	CARHR133400
OG0009574	XP_020883843.1	CARHR133370
OG0009575	XP_020885084.1	CARHR133280
OG0009576	XP_002879756.2	CARHR133270
OG0009577	XP_020882855.1	CARHR133190
OG0009578	XP_002881599.1	CARHR133170
OG0009579	XP_020882676.1	CARHR132890
OG0009580	XP_020883346.1, XP_002881574.1	CARHR132850
OG0009581	XP_020885159.1	CARHR132690
OG0009582	XP_020884790.1	CARHR132610
OG0009583	XP_002881557.1	CARHR132540
OG0009585	XP_002879711.1	CARHR132410
OG0009586	XP_020882729.1	CARHR131750
OG0009587	XP_020884875.1	CARHR132160
OG0009588	XP_020883436.1	CARHR132180
OG0009589	XP_020882859.1	CARHR132230
OG0009590	XP_002875109.1	CARHR144680
OG0009591	XP_002879662.1	CARHR132260
OG0009592	XP_002874500.1	CARHR259970
OG0009593	XP_002879658.1	CARHR132340
OG0009594	XP_002881491.1	CARHR131640
OG0009595	XP_020884272.1	CARHR131550
OG0009596	XP_002881482.1	CARHR131400
OG0009597	XP_002879630.2	CARHR131390
OG0009598	XP_020877677.1	CARHR253650
OG0009599	XP_020877750.1	CARHR253590
OG0009600	XP_002872684.1	CARHR253300
OG0009601	XP_002874796.2	CARHR253070
OG0009602	XP_002874806.1	CARHR252900
OG0009603	XP_002875075.1	CARHR144010
OG0009604	XP_002874817.1	CARHR252690
OG0009605	XP_020877674.1	CARHR254160
OG0009606	XP_020877741.1	CARHR253880
OG0009607	XP_020877728.1	CARHR253810
OG0009608	XP_002874771.1	CARHR253780
OG0009610	XP_020884326.1	CARHR112170
OG0009611	XP_020883409.1	CARHR112490
OG0009612	XP_020884184.1	CARHR112620
OG0009613	XP_020882745.1	CARHR112920
OG0009614	XP_002880404.1	CARHR112930
OG0009615	XP_002880505.1	CARHR293090
OG0009616	XP_020885336.1	CARHR184850
OG0009617	XP_002880525.1	CARHR263820, CARHR184800
OG0009618	XP_020885751.1	CARHR117780
OG0009619	XP_002880669.1	CARHR116260
OG0009620	XP_002878825.1	CARHR116580
OG0009621	XP_020882784.1	CARHR118390
OG0009622	XP_020884443.1	CARHR118480
OG0009623	XP_020883372.1	CARHR115120
OG0009624	XP_020882815.1	CARHR287840
OG0009625	XP_002869708.1	CARHR232030
OG0009626	XP_002893967.1	CARHR035410
OG0009627	XP_002880700.1	CARHR134910
OG0009628	XP_002891232.1	CARHR106320
OG0009629	XP_020869568.1	CARHR034970
OG0009630	XP_020869395.1	CARHR034240
OG0009631	XP_020868806.1	CARHR034050
OG0009632	XP_020870139.1	CARHR033980
OG0009633	XP_020868640.1	CARHR033810
OG0009634	XP_020868500.1	CARHR033220
OG0009635	XP_002893773.1	CARHR032960
OG0009636	XP_002872460.1	CARHR260740
OG0009637	XP_002872459.2	CARHR260710
OG0009638	XP_020877467.1	CARHR259570
OG0009639	XP_020877477.1	CARHR259460
OG0009640	XP_002872510.1	CARHR256280
OG0009641	XP_020878669.1	CARHR255980
OG0009642	XP_020879539.1	CARHR255940
OG0009643	XP_020878346.1	CARHR255880
OG0009644	XP_020878080.1	CARHR255810
OG0009645	XP_020876840.1	CARHR254520
OG0009646	XP_002873939.1	CARHR193700
OG0009647	XP_002871876.1	CARHR193690
OG0009648	XP_020876088.1	CARHR187070
OG0009649	XP_020876781.1	CARHR187040
OG0009650	XP_020878691.1	CARHR186990
OG0009651	XP_020875862.1	CARHR186900
OG0009652	XP_020879066.1	CARHR186800
OG0009653	XP_002872246.1	CARHR186630
OG0009654	XP_002872252.1	CARHR186520
OG0009655	XP_002876899.1	CARHR057990
OG0009656	XP_020876942.1	CARHR186260
OG0009657	XP_020876875.1	CARHR186140
OG0009658	XP_020876935.1	CARHR186060
OG0009659	XP_002874372.1	CARHR186040
OG0009660	XP_002874422.1	CARHR185090
OG0009661	XP_002886005.1	CARHR110500
OG0009662	XP_020888825.1	CARHR110580
OG0009663	XP_020887554.1	CARHR110680
OG0009664	XP_002886273.1	CARHR110800
OG0009665	XP_020887675.1	CARHR110890
OG0009666	XP_002886281.1	CARHR111020
OG0009667	XP_020887862.1	CARHR046100, CARHR111500
OG0009668	XP_002875776.1, XP_020869543.1	CARHR154660
OG0009669	XP_020880060.1	CARHR154650
OG0009670	XP_020882529.1	CARHR154620
OG0009671	XP_020885097.1	CARHR143440
OG0009672	XP_020883158.1	CARHR143410
OG0009673	XP_002880338.1, XP_002867172.1	CARHR143360
OG0009674	XP_020874861.1, XP_020884407.1	CARHR143330
OG0009675	XP_020874885.1, XP_002882136.1	CARHR143290
OG0009676	XP_020874876.1, XP_020884406.1	CARHR143280
OG0009677	XP_020882912.1	CARHR143230
OG0009678	XP_002882126.1	CARHR143060
OG0009679	XP_002880262.1	CARHR142080
OG0009680	XP_002880260.1	CARHR142060
OG0009681	XP_002880255.1	CARHR141970
OG0009682	XP_020884075.1	CARHR141840
OG0009683	XP_020873640.1	CARHR234770
OG0009684	XP_002882072.1	CARHR288620, CARHR141830
OG0009685	XP_020883109.1	CARHR141820
OG0009687	XP_002891292.1	CARHR035950
OG0009688	XP_020885825.1, XP_002862557.2	CARHR141520
OG0009689	XP_020883020.1	CARHR141510
OG0009690	XP_002880221.1	CARHR141440
OG0009691	XP_002882050.1	CARHR141340
OG0009692	XP_020883402.1	CARHR141280
OG0009693	XP_020885574.1	CARHR141000
OG0009694	XP_020883901.1	CARHR140980
OG0009695	XP_020883898.1	CARHR140960
OG0009696	XP_002882023.1	CARHR140860
OG0009697	XP_020885584.1	CARHR140690
OG0009698	XP_002882016.2	CARHR140680
OG0009699	XP_020882833.1	CARHR140610
OG0009700	XP_002880168.1	CARHR140480
OG0009701	XP_002882003.2	CARHR140470
OG0009702	XP_002882001.1	CARHR140420
OG0009703	XP_002880158.1	CARHR140360
OG0009704	XP_002880154.1	CARHR140300
OG0009705	XP_002880152.1	CARHR140280
OG0009706	XP_002881977.1	CARHR139940
OG0009707	XP_002880111.1	CARHR139580
OG0009708	XP_002880093.1	CARHR139350
OG0009709	XP_002880085.2	CARHR139310
OG0009710	XP_020884221.1	CARHR138990
OG0009711	XP_002881907.1	CARHR138580
OG0009712	XP_020883360.1	CARHR138450
OG0009713	XP_020883301.1	CARHR138390
OG0009714	XP_002881895.1	CARHR138380
OG0009715	XP_020885826.1	CARHR138120
OG0009716	XP_020884148.1	CARHR138090
OG0009717	XP_020885411.1	CARHR138000
OG0009718	XP_020885406.1	CARHR137960
OG0009719	XP_020868342.1	CARHR174770
OG0009720	XP_002881875.1	CARHR137900
OG0009721	XP_020885461.1	CARHR137710
OG0009722	XP_020885459.1	CARHR137700
OG0009723	XP_002879984.1, XP_002862495.1	CARHR137470
OG0009724	XP_020867124.1, XP_020885340.1	CARHR137460
OG0009725	XP_002879982.1	CARHR137410
OG0009726	XP_020884269.1	CARHR137360
OG0009727	XP_020884199.1	CARHR136810
OG0009728	XP_020884032.1	CARHR136900
OG0009729	XP_020884034.1	CARHR136940
OG0009730	XP_020883889.1	CARHR136590
OG0009732	XP_020887097.1	CARHR174450
OG0009733	XP_020886317.1	CARHR075930
OG0009734	XP_002884306.1	CARHR076140
OG0009735	XP_020886899.1	CARHR076340
OG0009736	XP_002884317.1	CARHR076380
OG0009737	XP_020887334.1	CARHR076550
OG0009738	XP_020886871.1	CARHR076620
OG0009739	XP_002882254.1	CARHR076850
OG0009740	XP_020887905.1	CARHR076940
OG0009741	XP_020887187.1	CARHR077160
OG0009742	XP_002884362.1	CARHR077220
OG0009743	XP_002884363.1	CARHR077240
OG0009744	XP_020888670.1	CARHR077440
OG0009745	XP_020887852.1	CARHR077580
OG0009746	XP_020887017.1	CARHR078080
OG0009747	XP_002884425.1	CARHR078180
OG0009748	XP_020889020.1	CARHR078520
OG0009749	XP_002882351.1	CARHR078590
OG0009750	XP_002882363.1	CARHR078750
OG0009751	XP_020886591.1	CARHR104900
OG0009752	XP_020888471.1	CARHR078840
OG0009753	XP_020888964.1	CARHR078900
OG0009754	XP_020888965.1	CARHR078930
OG0009755	XP_020886530.1	CARHR078980
OG0009756	XP_002882382.1	CARHR079190
OG0009758	XP_020887059.1	CARHR079400
OG0009759	XP_002882397.1	CARHR079480
OG0009760	XP_020887072.1	CARHR080110
OG0009761	XP_020887654.1	CARHR080550
OG0009762	XP_002884557.2	CARHR080580
OG0009763	XP_002882456.2	CARHR080740
OG0009764	XP_002882459.1	CARHR080790
OG0009765	XP_020886810.1	CARHR080780
OG0009766	XP_002884578.1	CARHR080950
OG0009767	XP_002884589.1	CARHR081090
OG0009768	XP_020887671.1	CARHR081200
OG0009769	XP_020888898.1	CARHR081410
OG0009770	XP_020873835.1	CARHR234430
OG0009771	XP_020885978.1	CARHR081510
OG0009772	XP_002882509.1	CARHR081660
OG0009773	XP_002884625.1	CARHR081680
OG0009774	XP_002882512.1	CARHR081720
OG0009775	XP_002882516.1	CARHR081840
OG0009776	XP_020886553.1	CARHR081950
OG0009777	XP_002884641.1	CARHR081960
OG0009778	XP_020889414.1	CARHR082000
OG0009779	XP_020887273.1	CARHR082210
OG0009780	XP_020885965.1	CARHR082330
OG0009781	XP_020886391.1	CARHR082350
OG0009782	XP_002882549.1	CARHR082480
OG0009783	XP_020886253.1	CARHR082680
OG0009784	XP_002882562.1	CARHR082690
OG0009785	XP_002882563.1	CARHR082700
OG0009786	XP_020888170.1	CARHR082710
OG0009787	XP_020872159.1	CARHR235540
OG0009788	XP_020887426.1	CARHR082770
OG0009789	XP_020889442.1	CARHR082800
OG0009790	XP_020887357.1	CARHR082920
OG0009791	XP_002882599.1	CARHR083360
OG0009792	XP_002882604.1	CARHR083460
OG0009793	XP_002884726.1, XP_002862960.2	CARHR083640
OG0009794	XP_020888591.1	CARHR083700
OG0009795	XP_002884733.1	CARHR083790
OG0009796	XP_020888370.1	CARHR084280
OG0009797	XP_020888737.1	CARHR084490
OG0009798	XP_002882654.1	CARHR084610
OG0009799	XP_020887297.1	CARHR084620, CARHR067400
OG0009800	XP_020888890.1	CARHR084830
OG0009801	XP_002884795.1	CARHR085030
OG0009802	XP_002871106.1	CARHR208660
OG0009804	XP_002882690.1	CARHR085260
OG0009805	XP_002884817.1	CARHR085450
OG0009806	XP_020887368.1	CARHR085540
OG0009807	XP_020890125.1, XP_020888217.1	CARHR085620
OG0009808	XP_020888260.1	CARHR085980
OG0009809	XP_002884847.1	CARHR086040
OG0009810	XP_020888254.1, XP_020888252.1	CARHR086420
OG0009811	XP_020888201.1	CARHR086510
OG0009812	XP_020888231.1	CARHR086540
OG0009813	XP_020888277.1	CARHR086620
OG0009814	XP_020888278.1	CARHR086730
OG0009815	XP_020888309.1	CARHR086780
OG0009816	XP_020888293.1	CARHR086840
OG0009817	XP_020888234.1	CARHR086890
OG0009818	XP_020888232.1	CARHR087060
OG0009819	XP_020878756.1	CARHR261140
OG0009820	XP_020887931.1	CARHR087230
OG0009821	XP_020885935.1	CARHR087330
OG0009822	XP_020886355.1	CARHR087350
OG0009823	XP_002882800.1	CARHR087520
OG0009824	XP_020889344.1	CARHR087620
OG0009825	XP_020889348.1	CARHR087640
OG0009826	XP_020889349.1	CARHR087650
OG0009827	XP_020888530.1	CARHR087850
OG0009828	XP_020887694.1	CARHR087890
OG0009829	XP_002884963.1	CARHR087980
OG0009830	XP_002882830.1	CARHR088210
OG0009831	XP_002884975.1	CARHR088320
OG0009832	XP_020872509.1	CARHR088470
OG0009833	XP_002882842.1	CARHR088480
OG0009834	XP_002885011.1	CARHR088930
OG0009835	XP_002882873.1	CARHR089120
OG0009836	XP_020886985.1	CARHR089160
OG0009837	XP_002885027.1, XP_020888655.1	CARHR089190
OG0009838	XP_020889365.1	CARHR089200
OG0009839	XP_002865562.1	CARHR284700
OG0009840	XP_020886672.1	CARHR089440
OG0009841	XP_002885044.1	CARHR089340
OG0009842	XP_002885053.1	CARHR089680
OG0009843	XP_002885068.1	CARHR090080
OG0009844	XP_020886654.1	CARHR090090
OG0009845	XP_020873709.1	CARHR234350
OG0009846	XP_020887184.1	CARHR090240
OG0009847	XP_020887186.1	CARHR090250
OG0009848	XP_002885078.2	CARHR090280
OG0009849	XP_002885083.1	CARHR090380
OG0009850	XP_002882952.1	CARHR090640
OG0009851	XP_002885111.1	CARHR090930
OG0009852	XP_020887887.1	CARHR091290
OG0009853	XP_020889011.1	CARHR091310
OG0009854	XP_002882983.1	CARHR091330
OG0009855	XP_002885130.1	CARHR091400
OG0009856	XP_020888624.1	CARHR091530
OG0009857	XP_020889183.1	CARHR091580, CARHR091590
OG0009858	XP_020889145.1	CARHR092110
OG0009859	XP_020889118.1	CARHR092120
OG0009860	XP_002883054.1	CARHR115180
OG0009861	XP_020874018.1, XP_020874017.1	CARHR235260, CARHR235240, CARHR235250
OG0009862	XP_020889154.1	CARHR093160
OG0009863	XP_002883095.1	CARHR093230
OG0009864	XP_002883104.1	CARHR093370
OG0009865	XP_002877681.1	CARHR158500
OG0009866	XP_020886620.1	CARHR093610
OG0009867	XP_002883123.1	CARHR093650
OG0009868	XP_020881088.1	CARHR283560
OG0009869	XP_002885254.1	CARHR093730
OG0009870	XP_020887393.1	CARHR093780
OG0009871	XP_020889438.1	CARHR093880
OG0009872	XP_002883140.1	CARHR093930
OG0009873	XP_020887093.1	CARHR094000
OG0009874	XP_020888702.1	CARHR094040
OG0009875	XP_020887505.1	CARHR094200
OG0009876	XP_020887460.1	CARHR094380
OG0009877	XP_020888402.1	CARHR094430
OG0009878	XP_020887643.1	CARHR094490
OG0009879	XP_002883162.1	CARHR094520
OG0009880	XP_002885297.1	CARHR094560
OG0009881	XP_020881657.1	CARHR143720
OG0009882	XP_002885311.1	CARHR094920
OG0009883	XP_020888181.1	CARHR094940
OG0009884	XP_002883196.1	CARHR095110
OG0009885	XP_020887626.1	CARHR095130
OG0009886	XP_002885336.1	CARHR095370
OG0009887	XP_002892657.1	CARHR012140
OG0009888	XP_020887414.1	CARHR095500
OG0009889	XP_020888190.1	CARHR095780
OG0009890	XP_020888189.1	CARHR095790
OG0009891	XP_020888887.1	CARHR095870
OG0009892	XP_002885366.1	CARHR095970
OG0009893	XP_002885393.1	CARHR096470
OG0009894	XP_002885409.1	CARHR096760
OG0009895	XP_002870798.1	CARHR263190
OG0009896	XP_002868750.1	CARHR263720
OG0009897	XP_002880588.1	CARHR117540
OG0009898	XP_002868760.1	CARHR262580, CARHR214100
OG0009899	XP_020875447.1	CARHR213930
OG0009900	XP_002870862.1	CARHR214480
OG0009901	XP_020874764.1	CARHR034680
OG0009902	XP_020875059.1	CARHR216220
OG0009903	XP_020874235.1	CARHR216390
OG0009904	XP_020882963.1	CARHR184350
OG0009905	XP_020887661.1	CARHR099390
OG0009906	XP_020887662.1	CARHR099380
OG0009907	XP_002883405.1	CARHR099060
OG0009908	XP_002883385.1	CARHR098880
OG0009909	XP_002884228.1, XP_020886813.1	CARHR111600
OG0009910	XP_020886693.1	CARHR148840, CARHR098620
OG0009911	XP_002883363.2	CARHR098320
OG0009912	XP_002883353.1	CARHR098200
OG0009913	XP_020886721.1	CARHR098160
OG0009914	XP_002885479.1	CARHR097930
OG0009916	XP_020888026.1, XP_002885475.2	CARHR097850
OG0009917	XP_002883322.2, XP_020887673.1	CARHR097840
OG0009918	XP_002885468.1	CARHR097810
OG0009919	XP_002885461.1	CARHR097670
OG0009920	XP_020886042.1	CARHR097430
OG0009921	XP_020889299.1	CARHR097250
OG0009922	XP_002867352.1	CARHR238270
OG0009923	XP_002869382.2	CARHR238230
OG0009924	XP_020874284.1, XP_002864115.1	CARHR264290
OG0009925	XP_020875195.1	CARHR237950
OG0009926	XP_002867379.1	CARHR237860
OG0009927	XP_020891676.1	CARHR058210
OG0009928	XP_020890927.1	CARHR056370
OG0009929	XP_020865691.1	CARHR057100
OG0009930	XP_020867964.1	CARHR055540
OG0009931	XP_002873921.1	CARHR194030
OG0009932	XP_002873918.1	CARHR194110
OG0009933	XP_002874473.1	CARHR185550
OG0009934	XP_020877010.1	CARHR185320
OG0009935	XP_002874448.1	CARHR185330
OG0009936	XP_002872327.1	CARHR185340
OG0009937	XP_020889885.1	CARHR284560
OG0009938	XP_002863934.1	CARHR284570
OG0009939	XP_020886604.1	CARHR258160
OG0009940	XP_020880639.1	CARHR161950
OG0009941	XP_020880275.1	CARHR161840
OG0009942	XP_002876124.1	CARHR161810
OG0009943	XP_020882542.1	CARHR161750
OG0009944	XP_002877831.1	CARHR161530
OG0009945	XP_020880074.1	CARHR161070
OG0009946	XP_002877803.1	CARHR160980
OG0009947	XP_020879933.1	CARHR160860
OG0009948	XP_020881649.1	CARHR160800
OG0009949	XP_020866291.1	CARHR000180
OG0009950	XP_020869823.1	CARHR000250
OG0009951	XP_020869828.1	CARHR000270
OG0009952	XP_020868113.1	CARHR000330, CARHR000320
OG0009953	XP_020866657.1	CARHR000700
OG0009954	XP_002892053.1	CARHR000770
OG0009955	XP_002867299.1	CARHR239400, CARHR034820
OG0009956	XP_002892072.1	CARHR001130
OG0009957	XP_002889375.1	CARHR001210
OG0009958	XP_002889377.1	CARHR001280
OG0009959	XP_002889383.1	CARHR001340
OG0009960	XP_020868152.1	CARHR001420
OG0009961	XP_002889400.1	CARHR001720
OG0009962	XP_002892109.1	CARHR001780
OG0009963	XP_020870286.1	CARHR002040
OG0009964	XP_020870287.1	CARHR002050
OG0009965	XP_020868979.1	CARHR002130
OG0009966	XP_002889431.2	CARHR002350
OG0009967	XP_002892143.1	CARHR002360
OG0009968	XP_002892147.1	CARHR002430
OG0009969	XP_020868322.1	CARHR002450
OG0009970	XP_020868080.1	CARHR002530
OG0009971	XP_020867706.1	CARHR002840
OG0009972	XP_002892167.1	CARHR002890
OG0009973	XP_020868681.1	CARHR002960
OG0009974	XP_002889465.1	CARHR002970
OG0009975	XP_002892182.1	CARHR003170
OG0009976	XP_002889480.1	CARHR003210
OG0009977	XP_002892189.1	CARHR003290
OG0009978	XP_020869564.1	CARHR003350
OG0009979	XP_002892208.1	CARHR003640
OG0009980	XP_002892221.1	CARHR003840
OG0009981	XP_002889512.1	CARHR003880
OG0009982	XP_020870628.1	CARHR004030
OG0009983	XP_020866004.1	CARHR004050
OG0009984	XP_020867116.1	CARHR004080
OG0009985	XP_020867675.1	CARHR004170
OG0009986	XP_002889524.1	CARHR004180
OG0009987	XP_020870781.1	CARHR004670
OG0009988	XP_002892274.1	CARHR004680
OG0009989	XP_002892288.1	CARHR004910
OG0009990	XP_020868615.1	CARHR004940
OG0009991	XP_020866808.1	CARHR004980, CARHR221140
OG0009992	XP_020866557.1	CARHR005070
OG0009993	XP_002889580.1	CARHR005530
OG0009994	XP_020867849.1	CARHR005580
OG0009996	XP_002892332.1	CARHR005860
OG0009997	XP_002889600.1	CARHR005990
OG0009998	XP_020869236.1	CARHR006150
OG0009999	XP_002892349.1	CARHR006180
OG0010000	XP_002892352.1	CARHR006330
OG0010001	XP_002892390.1	CARHR006980
OG0010002	XP_020869763.1	CARHR007170
OG0010003	XP_020868455.1	CARHR007410
OG0010004	XP_020870250.1	CARHR007760
OG0010005	XP_020870049.1	CARHR007800
OG0010006	XP_020867842.1	CARHR007950
OG0010007	XP_020870699.1	CARHR008050
OG0010008	XP_020870852.1	CARHR008210
OG0010009	XP_020867508.1	CARHR008220
OG0010010	XP_002892457.1	CARHR008330
OG0010011	XP_020866923.1	CARHR008390
OG0010012	XP_020868473.1	CARHR008470
OG0010013	XP_002892463.1	CARHR008480
OG0010014	XP_020866312.1	CARHR008530
OG0010015	XP_002890719.1	CARHR026870
OG0010016	XP_002892467.1	CARHR008590
OG0010017	XP_020869693.1	CARHR008620
OG0010018	XP_020867231.1	CARHR008700
OG0010019	XP_002888405.1	CARHR057080
OG0010020	XP_002889716.1	CARHR008750
OG0010021	XP_020870849.1	CARHR008770
OG0010022	XP_020867301.1	CARHR008950
OG0010023	XP_020870653.1, XP_002884411.1	CARHR034380
OG0010024	XP_002892499.1	CARHR009280
OG0010025	XP_002889746.2	CARHR009330
OG0010026	XP_020869077.1	CARHR009370
OG0010027	XP_020869902.1	CARHR009500
OG0010028	XP_002889757.1	CARHR009510
OG0010029	XP_002892574.2	CARHR010640
OG0010030	XP_020870799.1	CARHR010820
OG0010031	XP_020870807.1	CARHR010830
OG0010032	XP_002889823.1	CARHR010840
OG0010033	XP_002892595.1	CARHR010930
OG0010034	XP_002892597.1	CARHR010980
OG0010035	XP_020870710.1	CARHR151850
OG0010037	XP_020874333.1	CARHR290530
OG0010038	XP_020870433.1	CARHR011330
OG0010039	XP_020870619.1	CARHR011370
OG0010040	XP_002892642.1	CARHR011630
OG0010041	XP_020866057.1	CARHR011640
OG0010042	XP_020870712.1	CARHR011800, CARHR011810
OG0010043	XP_020869929.1	CARHR011890
OG0010044	XP_020891306.1	CARHR050470
OG0010045	XP_002889891.2	CARHR012030
OG0010046	XP_020869317.1	CARHR012150
OG0010047	XP_002889897.2	CARHR012160
OG0010048	XP_020869797.1	CARHR012250
OG0010049	XP_002892677.1	CARHR012500
OG0010050	XP_002889930.1	CARHR012650
OG0010051	XP_020870760.1	CARHR013290
OG0010052	XP_002889978.1	CARHR013320
