Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat
OG0010503	XP_020878604.1	AL6G23400
OG0010504	XP_002863818.1	AL8G19740
OG0010505	XP_020878739.1	AL6G23090
OG0010506	XP_020875766.1	AL6G23040
OG0010507	XP_020876262.1	AL6G22910
OG0010508	XP_020876517.1	AL6G22880
OG0010509	XP_002873531.1	AL6G22580
OG0010510	XP_020878856.1	AL6G22570
OG0010511	XP_020878543.1	AL6G22440
OG0010512	XP_020876532.1	AL6G22220
OG0010513	XP_020877979.1	AL6G22180
OG0010514	XP_020878520.1	AL6G22120
OG0010515	XP_020879499.1	AL6G21780
OG0010516	XP_020876750.1	AL6G21550
OG0010517	XP_020876733.1	AL6G21480
OG0010518	XP_002873484.2	AL6G21460
OG0010519	XP_020876749.1	AL6G20940
OG0010520	XP_020876761.1	AL6G20910
OG0010521	XP_020879503.1	AL6G20820
OG0010522	XP_020878008.1	AL6G20550
OG0010523	XP_002871387.1	AL6G20250
OG0010524	XP_020878812.1	AL6G20150
OG0010525	XP_002871379.1	AL6G20000
OG0010526	XP_020878735.1	AL6G19880
OG0010527	XP_020878670.1	AL6G19810
OG0010528	XP_002873399.1	AL6G19770
OG0010529	XP_002883635.1	AL3G42010
OG0010530	XP_002885464.1	AL3G35870
OG0010531	XP_020878150.1, XP_002873361.1	AL6G18960
OG0010531	XP_002862430.2	AL6G19160, AL487U10020
OG0010532	XP_020879426.1	AL6G19130
OG0010532	XP_002871329.1	AL6G18940
OG0010533	XP_020878141.1	AL6G18900
OG0010534	XP_002873358.1	AL6G18860
OG0010535	XP_002871324.1	AL6G18850
OG0010536	XP_002873337.1	AL6G18390
OG0010537	XP_002871297.1	nbis-gene-1485
OG0010538	XP_002873324.1	AL6G18140
OG0010539	XP_002871279.1	AL6G17920
OG0010540	XP_002874887.1	AL6G50010
OG0010541	XP_020876389.1	AL6G49990
OG0010542	XP_020876394.1	AL6G49940
OG0010543	XP_020876373.1	AL6G49810
OG0010544	XP_002874879.1	AL6G49790
OG0010545	XP_002872793.1	AL6G49780
OG0010546	XP_002872791.1	AL6G49750
OG0010547	XP_002872788.1	AL6G49660
OG0010548	XP_002874868.1	AL6G49600
OG0010549	XP_020873511.1	nbis-gene-1781
OG0010550	XP_020873627.1	AL7G28070
OG0010552	XP_002869704.2	AL7G28400
OG0010553	XP_002880847.1	AL4G20180
OG0010554	XP_002880853.1	AL4G20260
OG0010555	XP_020883962.1	AL4G20570
OG0010556	XP_002880898.1	AL4G21160
OG0010557	XP_020884929.1	AL4G21410
OG0010558	XP_020885678.1	AL4G22710
OG0010559	XP_002880970.1	AL4G22540
OG0010560	XP_002879135.2	AL4G22480
OG0010561	XP_020883817.1	AL4G22410
OG0010562	XP_020883814.1	AL4G22310
OG0010563	XP_002880944.2	AL4G21930
OG0010564	XP_020883789.1	AL4G21870
OG0010565	XP_020884302.1	AL4G21680
OG0010566	XP_020884595.1	AL4G21570
OG0010567	XP_002879169.1	AL4G23100
OG0010568	XP_020885602.1	AL4G23430
OG0010569	XP_002879205.1	AL4G23740
OG0010569	XP_002863050.1	AL41U10070
OG0010570	XP_002879206.1	AL4G23770
OG0010571	XP_002879218.1	AL4G24270
OG0010572	XP_020884192.1	AL4G24640
OG0010573	XP_002881092.1	AL4G25070
OG0010573	XP_002862558.2	AL346U10010
OG0010574	XP_020883048.1	AL4G25360
OG0010575	XP_002879276.1	AL4G25580
OG0010576	XP_020885784.1	AL4G11410
OG0010577	XP_002879288.2	AL4G25890
OG0010578	XP_002881145.1	AL4G25990
OG0010579	XP_020883333.1	AL4G26070
OG0010579	XP_002881149.1	AL4G26150
OG0010580	XP_002879310.1	AL4G26400
OG0010581	XP_020882931.1	AL4G26410
OG0010582	XP_020885039.1	AL4G26780
OG0010583	XP_020883446.1	AL4G26980
OG0010584	XP_020883314.1	AL4G27060
OG0010585	XP_002881205.1	AL4G27220
OG0010586	XP_020873889.1	AL80U10060
OG0010586	XP_020885271.1	AL4G27290
OG0010587	XP_020873544.1, XP_020885043.1	AL4G27460, AL103U10050
OG0010588	XP_002878955.1	AL4G18960
OG0010589	XP_020882868.1	AL4G28000
OG0010590	XP_020882865.1	AL4G27990
OG0010591	XP_020884167.1	AL4G27810
OG0010592	XP_002881224.1	AL4G27780
OG0010593	XP_002862849.2, XP_002879386.2	AL125U10030
OG0010594	XP_002879418.1	AL4G28290
OG0010595	XP_002881251.1	AL4G28400
OG0010596	XP_002879425.1	AL4G28470
OG0010597	XP_020884256.1, XP_002862860.1	AL120U10010
OG0010598	XP_020884392.1	AL4G29100
OG0010599	XP_020871773.1	AL8G16820
OG0010600	XP_002868849.1	AL7G10500
OG0010601	XP_020871090.1	AL8G16680
OG0010602	XP_020889093.1	AL8G16250
OG0010603	XP_002865380.1	AL8G15850
OG0010604	XP_002874860.1	AL6G49310
OG0010605	XP_002874862.1	AL6G49360
OG0010606	XP_002872772.1	AL6G49390
OG0010607	XP_020876351.1	AL6G49440
OG0010608	XP_002872780.1	AL6G49500
OG0010609	XP_002894079.1	AL1G54350
OG0010610	XP_020868954.1	AL1G54100
OG0010611	XP_020870675.1	AL1G54090
OG0010612	XP_020869926.1	AL1G53470
OG0010613	XP_020869260.1	AL1G41160
OG0010614	XP_020870344.1	AL1G52870
OG0010615	XP_020868009.1	AL1G41230
OG0010616	XP_020867714.1	nbis-gene-165
OG0010617	XP_002890766.1	AL1G41800
OG0010618	XP_002893526.1	AL1G42010
OG0010619	XP_002890777.1	AL1G42080
OG0010620	XP_020868887.1	nbis-gene-168
OG0010621	XP_020867308.1	AL1G42750
OG0010622	XP_020870775.1	AL1G43460
OG0010623	XP_020867534.1	AL1G43510
OG0010624	XP_002890835.1	AL1G43700
OG0010625	XP_020868544.1	AL1G43790
OG0010626	XP_002893595.1	AL1G43890
OG0010627	XP_020866018.1	AL1G44000
OG0010628	XP_020870272.1	AL1G44030
OG0010629	XP_002890853.1	AL1G44040
OG0010630	XP_002890861.1	AL1G44210
OG0010631	XP_002893614.1	AL1G44300
OG0010632	XP_020866846.1	AL1G44500
OG0010633	XP_020866844.1	AL1G44510
OG0010634	XP_020872091.1	AL7G47270
OG0010635	XP_002866446.1	AL8G38340
OG0010636	XP_002890910.1	AL1G45140
OG0010637	XP_002893669.1	AL1G45370
OG0010640	XP_002893832.1	AL1G49290
OG0010641	XP_020870909.1	AL1G49460
OG0010642	XP_002893683.1	AL1G45820
OG0010643	XP_020868760.1	AL1G45840
OG0010644	XP_020870972.1	AL1G45950
OG0010645	XP_002890953.1	AL1G45970
OG0010646	XP_020870481.1	AL1G46040
OG0010647	XP_002890968.1	AL1G46200
OG0010648	XP_020870518.1	AL1G46300
OG0010649	XP_002890985.1	AL1G46550
OG0010650	XP_020868036.1	AL1G46710
OG0010651	XP_002893730.1	AL1G46850
OG0010652	XP_020866842.1	AL1G46890
OG0010653	XP_002893733.1	AL1G46920
OG0010654	XP_002875137.1	AL5G11850
OG0010655	XP_020880428.1	AL5G12010
OG0010656	XP_020881040.1	AL5G12030
OG0010657	XP_002880004.1	AL4G41330
OG0010658	XP_002876856.1	AL5G12660
OG0010659	XP_020880259.1	AL5G12800
OG0010660	XP_002875207.1	AL5G13260
OG0010661	XP_002866743.2	AL8G44730
OG0010662	XP_020871290.1	AL8G44620
OG0010663	XP_020889415.1	AL8G44550
OG0010664	XP_002865040.2	AL8G44440
OG0010665	XP_002886978.1	nbis-gene-535
OG0010665	XP_002866722.1	AL8G44390
OG0010666	XP_020890566.1	AL8G44220
OG0010667	XP_002865019.1	AL8G44150
OG0010668	XP_020871310.1	AL8G44140
OG0010669	XP_020888075.1	AL8G44110
OG0010670	XP_002866705.1	AL8G43940
OG0010671	XP_020871103.1	AL8G43910
OG0010672	XP_002864997.1	AL8G43810
OG0010673	XP_002874566.1	AL6G42980
OG0010674	XP_020885160.1	AL8G43550
OG0010675	XP_020871656.1	AL8G43480
OG0010676	XP_002866688.1	AL8G43460
OG0010677	XP_020880255.1	AL8G43260
OG0010678	XP_002888784.1	nbis-gene-586
OG0010678	XP_002891096.1	AL1G48880
OG0010679	XP_002866674.1	AL8G43070
OG0010680	XP_002864947.1	AL8G42760
OG0010681	XP_020878883.1	AL8G42550
OG0010682	XP_020871889.1	AL8G42230
OG0010683	XP_002866632.1	AL8G42170
OG0010684	XP_020885850.1	AL8G42040
OG0010685	XP_020887458.1	AL8G41730
OG0010686	XP_002866607.1	AL8G41650
OG0010687	XP_020868373.1	AL8G41470
OG0010687	XP_020869949.1	AL372U10010
OG0010688	XP_002864885.2	AL8G41450
OG0010689	XP_020870113.1	AL8G41290
OG0010690	XP_020890385.1	AL8G41220
OG0010691	XP_020880340.1	AL697U10020
OG0010691	XP_020871140.1	AL8G41100
OG0010692	XP_002866578.1	AL8G41060
OG0010693	XP_002864868.1	AL8G41030
OG0010694	XP_020869705.1	AL8G40990
OG0010695	XP_002866556.1	AL8G40520
OG0010696	XP_020885690.1	AL8G40460
OG0010698	XP_020871805.1	AL8G39690
OG0010699	XP_020877892.1	AL8G39500
OG0010700	XP_020889249.1	AL8G39420
OG0010701	XP_002864778.1	AL8G39070
OG0010702	XP_002864774.1	AL8G38940
OG0010703	XP_020870066.1	AL8G38520
OG0010704	XP_002866447.1	AL8G38370
OG0010705	XP_020871237.1	AL8G38050
OG0010706	XP_002864705.1	AL8G37420
OG0010707	XP_020877375.1	AL6G34400
OG0010708	XP_002874117.1	AL6G34450
OG0010709	XP_020877539.1	AL6G34460
OG0010710	XP_002864257.1	AL8G28390
OG0010710	XP_002864258.1	AL8G28400
OG0010711	XP_002872056.1	AL6G34670
OG0010712	XP_020876251.1	AL6G34840
OG0010713	XP_020875969.1	AL6G15400
OG0010714	XP_002872081.1	AL6G35200
OG0010715	XP_002872087.1	AL6G35340
OG0010716	XP_020876101.1	AL6G35350
OG0010717	XP_002872092.1	AL6G35460
OG0010718	XP_002872093.1	AL6G35490
OG0010719	XP_020879459.1	nbis-gene-1561
OG0010720	XP_020876769.1	AL6G36030
OG0010721	XP_020876771.1	AL6G36040
OG0010722	XP_002872117.1	AL6G36120
OG0010723	XP_002874207.1	AL6G36160
OG0010724	XP_020878332.1	AL6G36290
OG0010725	XP_002872132.1	AL6G36550
OG0010726	XP_020876236.1	AL6G37330
OG0010727	XP_020877862.1	AL7G50060, AL6G37410
OG0010728	XP_002874269.2	AL6G37430
OG0010729	XP_020887411.1	AL3G42040
OG0010730	XP_020876142.1	AL6G37820
OG0010731	XP_020877850.1	AL6G37830
OG0010732	XP_002871890.1	AL6G31010
OG0010733	XP_002873944.1	AL6G30860
OG0010734	XP_002873957.1	AL6G31140
OG0010735	XP_002871908.1	AL6G31350
OG0010737	XP_002871918.1	AL6G31600
OG0010738	XP_002871919.1	AL6G31610
OG0010739	XP_020878816.1	AL6G31620
OG0010740	XP_020879497.1	AL6G31660
OG0010741	XP_020876284.1	AL6G31730
OG0010742	XP_002873991.1	AL6G31870
OG0010743	XP_002874005.1	AL6G32140
OG0010744	XP_002871954.1	AL6G32250
OG0010745	XP_020879050.1	AL6G32290
OG0010746	XP_020877548.1	AL6G32490
OG0010748	XP_020877383.1	AL6G32800
OG0010749	XP_002871976.1	AL6G32860
OG0010750	XP_020879124.1	AL6G32870
OG0010751	XP_020879170.1	AL6G32910
OG0010752	XP_020877823.1	AL6G32970
OG0010753	XP_002874059.1	AL6G33290
OG0010754	XP_002874063.1	AL6G33340
OG0010755	XP_002872002.1	AL6G33450
OG0010756	XP_002872004.1	AL6G33510
OG0010757	XP_020877230.1	AL6G33520
OG0010758	XP_020879351.1	AL6G33540
OG0010759	XP_002872009.1	AL6G33610
OG0010760	XP_002874093.1	AL6G33900
OG0010761	XP_020871589.1	AL8G37350
OG0010762	XP_020871538.1	AL8G37080
OG0010763	XP_020889184.1	AL8G37050
OG0010764	XP_020882552.1	AL8G36980
OG0010765	XP_002879869.2	AL4G38250
OG0010766	XP_020886208.1	AL8G36110
OG0010767	XP_002866338.1	AL8G36050
OG0010768	XP_020881164.1	AL8G35950
OG0010769	XP_002864637.1	AL8G35940
OG0010770	XP_002864634.1	AL8G35900
OG0010771	XP_002864633.1	AL658U10010, AL8G35890
OG0010772	XP_002864610.1	AL8G35480
OG0010773	XP_020885138.1	AL8G35400
OG0010774	XP_002864603.1	AL8G35340
OG0010775	XP_002862630.1, XP_002866293.1	AL279U10010, AL8G35100
OG0010776	XP_002866289.1	AL8G35020
OG0010777	XP_020889204.1	nbis-gene-2172
OG0010778	XP_002866259.2	AL8G34480
OG0010779	XP_002864559.1	AL8G34370
OG0010780	XP_020878386.1	AL8G34360
OG0010781	XP_002864558.1	AL8G34350
OG0010782	XP_020872022.1	AL8G34290
OG0010783	XP_002866250.1	AL8G34200
OG0010784	XP_020888187.1	AL8G34100
OG0010785	XP_002866245.1	AL8G34130
OG0010786	XP_002864545.1	AL8G34120
OG0010787	XP_020888153.1	AL8G34080
OG0010788	XP_020870810.1	AL8G33960
OG0010789	XP_002864530.1	AL8G33870
OG0010790	XP_020871851.1	AL8G33830
OG0010791	XP_020872003.1	AL8G33800
OG0010792	XP_020885499.1	AL8G33750
OG0010793	XP_020883257.1	AL8G33420
OG0010794	XP_020868903.1	AL8G33180
OG0010794	XP_020872774.1	AL161U10040
OG0010795	XP_020874595.1	AL52U10020
OG0010795	XP_002866173.1	AL8G32790
OG0010796	XP_020888738.1	nbis-gene-2156
OG0010797	XP_020885454.1	AL8G32570
OG0010798	XP_020871932.1	AL8G32440
OG0010799	XP_002864456.1	AL8G32210
OG0010800	XP_020885706.1	AL8G31810
OG0010801	XP_002866128.1	AL8G31760
OG0010802	XP_002866123.1	AL8G31630
OG0010803	XP_002864408.1	AL8G31300
OG0010804	XP_002864407.1	AL8G31280
OG0010805	XP_020886950.1	AL8G31170
OG0010806	XP_020890632.1	AL2G32110
OG0010807	XP_020882599.1	AL5G31030
OG0010808	XP_002866094.1	AL8G30940
OG0010809	XP_002866078.1	AL8G30680
OG0010810	XP_020885046.1	AL8G30610
OG0010811	XP_002864368.1	nbis-gene-2138
OG0010812	XP_020871688.1	AL8G30380
OG0010813	XP_002877643.1	AL5G28580
OG0010814	XP_020880010.1	AL5G28480
OG0010815	XP_020879952.1	AL5G28330
OG0010816	XP_002864295.1	AL8G29110
OG0010817	XP_020871334.1	AL8G29260
OG0010818	XP_020871510.1	AL8G29400
OG0010819	XP_002866040.1	AL8G29710
OG0010820	XP_020879161.1	AL6G50850
OG0010821	XP_002874481.1	AL6G41310
OG0010822	XP_020878258.1	AL6G50600
OG0010823	XP_020879270.1	AL6G50500
OG0010824	XP_002872830.1	AL6G50490
OG0010825	XP_020877237.1	AL6G50350
OG0010826	XP_020877977.1	AL6G50320
OG0010827	XP_020878174.1	AL6G50280
OG0010828	XP_020878751.1	AL6G17510
OG0010829	XP_020877916.1	AL6G17370
OG0010830	XP_020867737.1	AL1G40060
OG0010831	XP_020878562.1	AL6G17170
OG0010832	XP_020878774.1	AL6G17140
OG0010833	XP_020877939.1	AL6G17130
OG0010834	XP_020879447.1	AL6G17070
OG0010835	XP_002871232.1	AL6G16940
OG0010836	XP_020878860.1	AL6G16670
OG0010837	XP_002873245.1	AL6G16280
OG0010838	XP_002871206.1	AL6G16240
OG0010839	XP_020876010.1	AL6G16100
OG0010840	XP_020875914.1	AL6G16070
OG0010841	XP_020875912.1	AL6G15460
OG0010842	XP_002871164.1	AL6G15390
OG0010843	XP_002871163.1	AL6G15380
OG0010844	XP_002871155.1	AL6G15280
OG0010845	XP_002873206.1	AL6G15200
OG0010846	XP_002871136.1	AL6G14900
OG0010847	XP_020876012.1	AL6G14710
OG0010848	XP_020876009.1	AL6G14650
OG0010849	XP_020875921.1	AL6G14460
OG0010850	XP_002878725.1	AL4G14250
OG0010851	XP_020877973.1	AL6G14110
OG0010852	XP_020868744.1	AL1G38870
OG0010853	XP_002873145.1	AL6G13960
OG0010854	XP_002871061.2	AL6G13470
OG0010855	XP_020878251.1	AL6G13310
OG0010856	XP_020878752.1	AL6G13270
OG0010857	XP_020879580.1	AL6G13140
OG0010858	XP_020879481.1	AL6G12750
OG0010859	XP_002873085.1	AL6G12570
OG0010860	XP_020878375.1	AL6G12560
OG0010861	XP_020875866.1	AL6G12400
OG0010862	XP_002870989.1	AL6G12030
OG0010863	XP_020875852.1	AL6G11950
OG0010864	XP_002870980.1	AL6G11850
OG0010865	XP_002870978.1	AL6G11800
OG0010866	XP_002870963.1	AL6G11480
OG0010867	XP_020876147.1	AL6G11400
OG0010868	XP_002870956.1	AL6G11370
OG0010869	XP_020878229.1	AL6G11210
OG0010870	XP_020869141.1	AL8G17250
OG0010870	XP_002873028.1	AL6G11080
OG0010871	XP_020878836.1	AL6G11040
OG0010872	XP_020876845.1	AL6G10900
OG0010873	XP_020878909.1	AL6G10830
OG0010874	XP_020876631.1	AL6G10430
OG0010875	XP_020878360.1	AL6G10200
OG0010876	XP_002870894.1	AL6G10130
OG0010877	XP_002872984.1	AL6G10070
OG0010879	XP_020872222.1	AL7G49210
OG0010880	XP_020874791.1	AL7G48600
OG0010881	XP_020874318.1	AL7G48280
OG0010881	XP_020872635.1	AL7G48350
OG0010882	XP_020875084.1	AL7G48080
OG0010883	XP_020874297.1	AL7G48000
OG0010884	XP_002868585.1	AL7G47820
OG0010886	XP_020874915.1	AL7G47060
OG0010887	XP_020891105.1	AL2G41720
OG0010888	XP_020891190.1	AL2G41800
OG0010889	XP_002887861.1	AL2G41830
OG0010890	XP_002889297.1	AL2G41180
OG0010891	XP_002887830.1	AL2G41080
OG0010892	XP_020890869.1	AL2G40750
OG0010893	XP_020865878.1	AL2G40570
OG0010894	XP_020865897.1	AL2G40300
OG0010895	XP_002889241.1	AL2G39970
OG0010896	XP_020891354.1	AL2G39490
OG0010897	XP_002877492.1	AL5G25410
OG0010898	XP_002887749.1	AL2G39060
OG0010900	XP_002889191.1	AL2G38770
OG0010901	XP_020890609.1	AL2G38630
OG0010901	XP_020874383.1	AL60U10010
OG0010902	XP_020865941.1	AL2G38580
OG0010903	XP_020889827.1	AL2G38400
OG0010904	XP_002887716.1	AL2G38360
OG0010905	XP_002889165.2	AL2G38140
OG0010906	XP_002887697.1	AL2G37950
OG0010907	XP_020890149.1	AL2G37810
OG0010908	XP_020891585.1	AL2G37630
OG0010909	XP_002887681.1	AL2G37610
OG0010910	XP_020890261.1	AL2G37440
OG0010911	XP_002889122.2	AL2G37260
OG0010912	XP_002887647.1	AL2G36720
OG0010913	XP_020886675.1	AL3G33850
OG0010914	XP_002875584.1	AL5G20890
OG0010915	XP_020891253.1	AL2G36360
OG0010916	XP_002878728.1	AL4G14350
OG0010916	XP_002878730.1	AL4G14370
OG0010917	XP_002889055.1	AL2G36100
OG0010918	XP_020868980.1	AL1G12190
OG0010919	XP_002887607.2	AL2G35680
OG0010920	XP_020889655.1	AL2G35250
OG0010921	XP_002887574.1	AL2G35060
OG0010922	XP_002889010.1	AL2G35020
OG0010923	XP_020889263.1	AL3G50430
OG0010924	XP_020889254.1	AL3G50440
OG0010925	XP_002884073.1	AL3G50620
OG0010926	XP_020887148.1	AL3G32700
OG0010927	XP_002866048.1	AL8G29890
OG0010928	XP_002875844.1	AL5G26750
OG0010929	XP_002875846.1	AL5G26790
OG0010930	XP_002894568.1	AL1G64610
OG0010931	XP_020868969.1	AL1G64350
OG0010932	XP_020868917.1	AL1G63340
OG0010933	XP_020866689.1	AL1G62810
OG0010934	XP_002891303.1	AL1G52570
OG0010935	XP_002891767.2	AL1G62390
OG0010936	XP_020868068.1	AL1G62310
OG0010937	XP_020867191.1	AL1G62070
OG0010938	XP_002891753.1	AL1G62030
OG0010939	XP_020867173.1	AL1G61580
OG0010940	XP_020884429.1	AL4G18970
OG0010941	XP_020867200.1	AL1G61520
OG0010942	XP_002879594.1	AL4G32220
OG0010943	XP_020883028.1	AL4G32310
OG0010944	XP_020885464.1	AL4G32320
OG0010945	XP_020884826.1	AL4G32550
OG0010946	XP_020885071.1	AL4G32650, nbis-gene-627
OG0010947	XP_002881457.1	AL4G32820
OG0010948	XP_020882054.1	AL5G23540
OG0010949	XP_020882126.1	AL5G23350
OG0010950	XP_020881451.1	AL5G22600
OG0010951	XP_002877160.1	AL5G19080
OG0010952	XP_002870398.1	AL7G43640
OG0010953	XP_020874987.1	AL7G44570
OG0010954	XP_002865942.2	AL8G27450
OG0010955	XP_020888352.1	AL8G24180
OG0010956	XP_020871824.1	AL8G23910
OG0010957	XP_020874570.1	nbis-gene-1881
OG0010958	XP_020877125.1	AL9U10790
OG0010959	XP_002863143.1	AL9U10380
OG0010960	XP_002868358.1	AL7G43130
OG0010961	XP_020872780.1	AL7G42550
OG0010962	XP_002868321.1	AL7G42420
OG0010963	XP_002883742.1	AL3G43890
OG0010964	XP_020872629.1	AL7G42140
OG0010965	XP_020875003.1	AL7G42010
OG0010965	XP_002870325.1	AL7G42020
OG0010966	XP_020875649.1	AL7G42240
OG0010967	XP_002870303.1	AL7G41520
OG0010968	XP_002868250.1	AL7G41080
OG0010969	XP_020872927.1	AL7G51410
OG0010970	XP_020874810.1	AL7G40900
OG0010971	XP_020880093.1	AL5G15360
OG0010972	XP_020875427.1	AL7G40500
OG0010973	XP_020872751.1	AL7G40410
OG0010974	XP_002870238.2	AL7G40110
OG0010975	XP_002870226.1	AL7G39840
OG0010976	XP_020870614.1	AL1G35040
OG0010977	XP_002865763.1	AL8G23850
OG0010978	XP_002870202.1	AL7G39380
OG0010979	XP_020874334.1	AL7G39330
OG0010980	XP_020875197.1	AL7G39430
OG0010981	XP_002887465.1	AL2G32720
OG0010982	XP_020889971.1	AL2G32910
OG0010983	XP_020891726.1	AL2G32920
OG0010984	XP_002888926.1	AL2G33150
OG0010985	XP_002887483.1	AL2G33200
OG0010986	XP_002888934.1	AL2G33310
OG0010987	XP_002887490.1	AL2G33340
OG0010988	XP_020891507.1	AL2G33450
OG0010989	XP_020883705.1	AL4G31990
OG0010990	XP_002888947.1	AL2G33620
OG0010991	XP_020889683.1	AL2G33650
OG0010992	XP_020891440.1	AL2G33680
OG0010993	XP_020889636.1	AL2G33760
OG0010994	XP_002887517.1	AL2G33810
OG0010995	XP_020890799.1	AL2G34050
OG0010996	XP_002887533.1	AL2G34120
OG0010997	XP_020890836.1	AL2G34240
OG0010998	XP_002887542.2	AL2G34330
OG0010999	XP_002888978.1	AL2G34340
OG0011000	XP_020865832.1	AL2G34510
OG0011001	XP_020890792.1	AL2G34730
OG0011002	XP_020891671.1	AL2G34740
OG0011003	XP_002887563.1	AL2G34750
OG0011004	XP_020889957.1	AL2G27480
OG0011005	XP_002888676.1	AL2G27580
OG0011006	XP_020890488.1	AL2G28070
OG0011007	XP_020890341.1	AL2G28110
OG0011008	XP_002887224.1	AL2G28260
OG0011009	XP_020889979.1	AL2G28310
OG0011010	XP_002868397.1	AL7G43760
OG0011011	XP_020872278.1	AL7G23800
OG0011012	XP_002869469.2	AL7G23640
OG0011013	XP_002869824.1	AL7G31180
OG0011013	XP_002869468.1	AL7G23630
OG0011014	XP_020874785.1	AL7G23470
OG0011015	XP_020875093.1	AL7G23380
OG0011016	XP_020875095.1	AL7G23370
OG0011017	XP_002883670.1	AL3G42530
OG0011019	XP_020891432.1	AL2G11530
OG0011020	XP_020865587.1	AL2G11450
OG0011021	XP_002886385.1	AL2G11360
OG0011022	XP_002886375.1	AL2G11190
OG0011023	XP_002887930.2	AL2G11170
OG0011024	XP_002887928.2	AL2G11150
OG0011025	XP_020872931.1	AL7G50170
OG0011026	XP_020888391.1	AL3G42250
OG0011027	XP_020889283.1	AL3G42310
OG0011028	XP_002870724.1	AL7G49900
OG0011029	XP_020875497.1	AL7G49850
OG0011030	XP_002868670.2	AL7G49830
OG0011031	XP_002868667.2	AL7G49770
OG0011032	XP_002870232.1	AL7G39980
OG0011033	XP_002877167.1	AL5G19280
OG0011034	XP_020880955.1	AL5G17540
OG0011035	XP_020880258.1	AL5G18070
OG0011036	XP_020882052.1	AL5G22070
OG0011037	XP_002875403.1	AL5G17240
OG0011038	XP_020881033.1	AL5G16590
OG0011039	XP_002877028.1	AL5G16360
OG0011040	XP_020882219.1	AL5G16030
OG0011041	XP_020881347.1	AL5G15600
OG0011042	XP_002876985.1	AL5G15470
OG0011043	XP_020880967.1	AL5G15270
OG0011044	XP_020879622.1	AL5G15170
OG0011045	XP_020880634.1	AL5G14790
OG0011046	XP_002875289.1	AL5G14540
OG0011047	XP_002876934.1	AL5G14490
OG0011048	XP_020882216.1	AL5G14420
OG0011049	XP_020882295.1	AL5G14240
OG0011050	XP_020882482.1	AL5G14230
OG0011051	XP_002887254.1	AL2G28910
OG0011052	XP_020890537.1	AL2G28870
OG0011053	XP_020869629.1	AL1G42570
OG0011054	XP_002887246.1	AL2G28760
OG0011055	XP_020889921.1	AL2G28680
OG0011056	XP_002888719.1	AL2G28560
OG0011057	XP_020889918.1	AL2G28450
OG0011058	XP_020891678.1	AL2G28430
OG0011060	XP_002863424.1	AL8G12330
OG0011061	XP_020877522.1	AL6G42460
OG0011062	XP_020871072.1	AL8G12450
OG0011063	XP_020877525.1	AL6G41970
OG0011064	XP_002865213.1	AL8G12540
OG0011065	XP_020871651.1	nbis-gene-1986
OG0011066	XP_002863452.1	AL8G12760
OG0011067	XP_002863461.1	AL8G12960
OG0011068	XP_002865236.1	AL8G13080
OG0011069	XP_020879184.1	AL8G13140
OG0011069	XP_002863471.1	AL8G13150
OG0011070	XP_020881470.1	AL8G13310
OG0011071	XP_020882029.1	AL8G13410
OG0011072	XP_020881997.1	AL8G13420
OG0011073	XP_020882009.1	AL8G13430
OG0011074	XP_002886918.1	AL2G22140
OG0011075	XP_020866744.1	AL1G56860
OG0011076	XP_020881635.1	AL5G41750
OG0011077	XP_020866720.1	AL1G57160
OG0011078	XP_020866758.1	AL1G57280
OG0011079	XP_002891539.1	AL1G57420
OG0011080	XP_002894225.1	AL1G57520
OG0011081	XP_020866690.1	AL1G57600
OG0011082	XP_020867277.1	AL1G58130
OG0011083	XP_002891579.1	AL1G58170
OG0011084	XP_002891587.1	AL1G58330
OG0011085	XP_002894267.1	AL1G58340
OG0011086	XP_020868766.1	AL1G58400
OG0011087	XP_020868718.1	AL1G58460
OG0011088	XP_020870232.1	AL1G58650
OG0011089	XP_002891603.1	AL1G58690
OG0011090	XP_002894295.1	AL1G58930
OG0011091	XP_002891620.1	AL1G58970
OG0011092	XP_020868770.1	AL1G59110
OG0011093	XP_002891637.1	AL1G59240
OG0011094	XP_020868773.1	nbis-gene-286
OG0011095	XP_002894327.1	AL1G59550
OG0011096	XP_002891655.1	AL1G59680
OG0011098	XP_002891673.1	AL1G60000
OG0011099	XP_002894377.2	AL1G60570
OG0011100	XP_002891698.2	AL1G60670
OG0011101	XP_020867992.1	AL1G60680
OG0011102	XP_020871632.1	AL8G18340
OG0011103	XP_002865484.1	AL8G18330
OG0011104	XP_002863734.1	AL8G18230
