Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_arenosa
OG0007155	XP_002871722.1	jg5481
OG0007156	XP_020878626.1	jg5471
OG0007157	XP_020878122.1	jg5454
OG0007158	XP_020878877.1	jg5437
OG0007159	XP_002879612.1	jg18778
OG0007160	XP_020876571.1	jg5406
OG0007161	XP_002871682.1	jg5398
OG0007162	XP_002873731.1	jg5380
OG0007163	XP_002871669.1	jg5379
OG0007164	XP_020878765.1	jg5349
OG0007165	XP_020876792.1	jg5326
OG0007166	XP_020878025.1	jg5317
OG0007167	XP_002873698.1	jg5316
OG0007168	XP_020879130.1	jg5312
OG0007169	XP_002873692.1	jg5304
OG0007170	XP_002873688.1	jg5298
OG0007172	XP_020879488.1	jg7409
OG0007173	XP_020878248.1	jg5240
OG0007174	XP_020878247.1	jg5239
OG0007175	XP_020876332.1	jg5236
OG0007176	XP_020877069.1	jg5225
OG0007177	XP_020877914.1	jg5219, jg14219
OG0007178	XP_020877908.1	jg5216
OG0007179	XP_002871595.1	jg5214
OG0007180	XP_020875817.1	jg5212
OG0007181	XP_020875818.1	jg5210
OG0007182	XP_020877432.1	jg5209
OG0007183	XP_020879552.1	jg5186
OG0007184	XP_020877241.1	jg5182
OG0007185	XP_002873624.1	jg5181
OG0007186	XP_002871578.1	jg5176
OG0007187	XP_020876535.1	jg5175
OG0007188	XP_002863949.1	jg21511
OG0007189	XP_020879227.1	jg5169
OG0007190	XP_002871572.1	jg5164
OG0007191	XP_020876670.1	jg5163
OG0007192	XP_020877586.1	jg5152
OG0007193	XP_020878060.1	jg5144
OG0007194	XP_020890087.1	jg22420
OG0007195	XP_002873597.2	jg5122
OG0007196	XP_020877357.1	jg5114
OG0007197	XP_002873568.1	jg5080
OG0007198	XP_020876518.1	jg5051
OG0007199	XP_020878594.1	jg5044
OG0007200	XP_020878317.1	jg5032
OG0007201	XP_020882324.1	jg13769
OG0007201	XP_002877174.2	jg13771
OG0007202	XP_002871498.1	jg5010
OG0007203	XP_002873516.1	jg4980
OG0007204	XP_002873513.1	jg4976
OG0007205	XP_020873560.1	jg10058
OG0007206	XP_002871470.1	jg4965
OG0007207	XP_002871431.1	jg4897
OG0007208	XP_002871427.1	jg4888
OG0007209	XP_002865614.1	jg21349
OG0007210	XP_002873462.1	jg4878
OG0007211	XP_002873450.1	jg4861
OG0007212	XP_002871407.1	jg4846
OG0007213	XP_020878016.1	jg4840, jg4837
OG0007214	XP_020879335.1	jg4830
OG0007215	XP_020878436.1	jg4803
OG0007216	XP_002871374.1	jg4771
OG0007217	XP_002871365.1	jg4742
OG0007218	XP_002873374.1	jg4720
OG0007219	XP_020877629.1	jg4710
OG0007221	XP_002873345.1	jg4664
OG0007222	XP_002871309.1	jg4660
OG0007223	XP_020876615.1	jg4631
OG0007224	XP_020876390.1	jg7874
OG0007225	XP_002872798.1	jg7905
OG0007226	XP_020876356.1	jg7906
OG0007227	XP_020876449.1	jg7917
OG0007228	XP_002869691.1	jg9968
OG0007229	XP_020873513.1	jg9985
OG0007230	XP_020873225.1	jg10008
OG0007231	XP_020883953.1	jg17465
OG0007232	XP_002880852.2	jg17547
OG0007233	XP_002880882.1	jg17589
OG0007234	XP_002880904.2	jg17634
OG0007235	XP_002879085.1	jg17647
OG0007236	XP_002880921.1	jg17663
OG0007237	XP_002879140.1	jg17703
OG0007238	XP_020883779.1	jg17726
OG0007239	XP_002880935.1, XP_002862929.1	jg17792
OG0007240	XP_002880928.1	jg17804
OG0007241	XP_020883973.1	jg17811
OG0007242	XP_002879170.1	jg17832
OG0007243	XP_020884056.1	jg17864
OG0007244	XP_020885601.1	jg17870
OG0007245	XP_020885746.1, XP_020872910.1	jg17898
OG0007246	XP_002881026.2, XP_002862801.2	jg17899
OG0007247	XP_020885173.1	jg17987
OG0007248	XP_020883874.1	jg17988
OG0007249	XP_020885048.1	jg18038
OG0007250	XP_002881084.1	jg18043
OG0007251	XP_002874078.1	jg6073
OG0007252	XP_020884381.1	jg18078
OG0007253	XP_020883065.1	jg18092
OG0007254	XP_020883084.1	jg18151
OG0007255	XP_020883090.1	jg18152
OG0007256	XP_020884628.1	jg18165
OG0007257	XP_020883610.1	jg18199
OG0007258	XP_002881177.1	jg18206
OG0007259	XP_002881211.1	jg18274
OG0007260	XP_020885840.1	jg18317
OG0007261	XP_020873169.1, XP_002881220.2	jg18305
OG0007262	XP_020884388.1	jg18298
OG0007263	XP_020883646.1	jg18346
OG0007264	XP_002879420.1	jg18366
OG0007265	XP_020884464.1	jg18371
OG0007266	XP_002881254.1	jg18377
OG0007267	XP_020883856.1	jg18380, jg12222
OG0007268	XP_020883975.1	jg18395
OG0007269	XP_002879447.1	jg18435
OG0007270	XP_020882858.1	jg18437, jg12217
OG0007271	XP_020871732.1	jg20808
OG0007272	XP_002865378.2	jg20774
OG0007273	XP_020873741.1	jg9950
OG0007274	XP_002869679.1	jg9935
OG0007275	XP_002867601.1	jg9903
OG0007276	XP_002867595.1	jg9893
OG0007277	XP_002891344.1	jg32756
OG0007278	XP_020866163.1	jg32753
OG0007279	XP_020868940.1	jg32728
OG0007280	XP_020867385.1, XP_020867387.1	jg32745
OG0007281	XP_002894035.1	jg32746
OG0007282	XP_002890746.1	jg31294
OG0007283	XP_002890754.1	jg31315
OG0007284	XP_020867717.1	jg31329
OG0007285	XP_020870583.1	jg31363
OG0007286	XP_020868881.1	jg31385
OG0007287	XP_020866902.1	jg31425
OG0007288	XP_020866903.1	jg31427
OG0007289	XP_002890798.1	jg31444
OG0007290	XP_020870497.1	jg31454
OG0007291	XP_002894281.1	jg31476, jg33222
OG0007291	XP_002890812.1, XP_002890810.1	jg31475
OG0007292	XP_020870693.1	jg31547
OG0007293	XP_020867224.1	jg31568
OG0007294	XP_020870725.1	jg31578
OG0007295	XP_020866900.1	jg31582
OG0007296	XP_020866910.1	jg31589
OG0007297	XP_020867051.1	jg31604
OG0007298	XP_002890890.1	jg31629
OG0007299	XP_002890896.2	jg31635
OG0007300	XP_020868657.1	jg31661
OG0007302	XP_002893672.1	jg31691
OG0007303	XP_002893850.1	jg31742
OG0007304	XP_002891150.2	jg31754
OG0007305	XP_020870440.1	jg31778
OG0007306	XP_020869350.1	jg31843
OG0007307	XP_002893702.1	jg31849
OG0007308	XP_020870373.1	jg31854
OG0007309	XP_020870009.1	jg31870
OG0007310	XP_020869390.1	jg31890
OG0007311	XP_002893724.1	jg31898
OG0007312	XP_020881071.1	jg13063
OG0007313	XP_002875183.1	jg13101
OG0007314	XP_020880220.1	jg13103
OG0007315	XP_002876869.1	jg13117
OG0007316	XP_020880320.1	jg13135
OG0007317	XP_020889922.1	jg23717
OG0007318	XP_002865017.1	jg23659
OG0007319	XP_002865009.1	jg23645
OG0007320	XP_020871158.1	jg23643
OG0007321	XP_002867458.1	jg9611
OG0007322	XP_020891627.1	jg23634
OG0007323	XP_020889071.1	jg23598
OG0007324	XP_020880237.1	jg23585
OG0007325	XP_020880209.1	jg23584
OG0007327	XP_002866667.2	jg23547
OG0007328	XP_002864951.1	jg23541
OG0007329	XP_002864939.2	jg23517
OG0007330	XP_020871119.1	jg23488
OG0007331	XP_020879267.1	jg23486
OG0007332	XP_002866628.1	jg23472
OG0007333	XP_020885590.1	jg23458
OG0007334	XP_020870182.1	jg28486
OG0007335	XP_002864902.1	jg23447
OG0007336	XP_020871871.1	jg23446
OG0007337	XP_002864898.1	jg23440
OG0007338	XP_020871116.1	jg23427
OG0007339	XP_002866597.1	jg23404
OG0007340	XP_002864882.1	jg23391
OG0007341	XP_002864880.1	jg23389
OG0007342	XP_002864874.1	jg23375
OG0007343	XP_002864871.1	jg23364, jg23369
OG0007344	XP_002866576.1	jg23356
OG0007345	XP_002866540.1	jg23289
OG0007346	XP_002866538.1	jg23287
OG0007347	XP_020866427.1	jg23284
OG0007348	XP_002864838.1	jg23282
OG0007349	XP_002866533.1	jg23278
OG0007350	XP_020871594.1	jg23231
OG0007351	XP_020871880.1	jg23197
OG0007352	XP_002866490.1	jg23196
OG0007353	XP_020891149.1	jg23179
OG0007354	XP_002866463.1	jg23142
OG0007355	XP_020875125.1	jg11428
OG0007356	XP_002862354.1	jg23114
OG0007357	XP_020882399.1	jg23107
OG0007358	XP_020867448.1	jg23103
OG0007359	XP_020888823.1	jg23100
OG0007360	XP_002866429.1	jg23078
OG0007361	XP_002864716.1	jg23047
OG0007362	XP_020878461.1	jg23035
OG0007363	XP_020889023.1	jg23034
OG0007364	XP_002872035.1	jg6148
OG0007365	XP_002874140.1	jg6209
OG0007366	XP_002874144.1	jg6219
OG0007367	XP_020878036.1	jg6225
OG0007368	XP_020878509.1	jg6240
OG0007369	XP_002872094.1	jg6269
OG0007370	XP_002874180.1	jg6278
OG0007371	XP_020878567.1	jg6293
OG0007372	XP_020876768.1	jg6311
OG0007373	XP_020876077.1	jg6315
OG0007374	XP_020877099.1	jg6330
OG0007375	XP_020877090.1	jg6331
OG0007376	XP_002874216.1	jg6338
OG0007377	XP_020876678.1	jg6375
OG0007378	XP_020879144.1	jg6378
OG0007379	XP_002874239.1	jg6379
OG0007380	XP_002874254.1	jg6414
OG0007381	XP_020878348.1	jg6434
OG0007382	XP_002874268.1	jg6439
OG0007383	XP_002885900.1, XP_002872181.1	jg6455, jg27426
OG0007384	XP_020879393.1	jg5799
OG0007385	XP_020876322.1	jg5794
OG0007386	XP_020877064.1	jg5830
OG0007387	XP_020877063.1	jg5831
OG0007388	XP_002873964.2	jg5840
OG0007390	XP_002873968.1	jg5848
OG0007391	XP_002871911.1	jg5857
OG0007392	XP_020878989.1	jg5874
OG0007393	XP_002871925.1	jg5879
OG0007394	XP_002874000.1	jg5914
OG0007395	XP_020879538.1	jg5939
OG0007396	XP_002871960.1	jg5955
OG0007397	XP_002871962.2	jg5959
OG0007398	XP_020878922.1	jg5963
OG0007399	XP_020877224.1	jg5981
OG0007400	XP_002874036.1	jg5992
OG0007401	XP_020878237.1	jg5999
OG0007402	XP_020877243.1	jg6055
OG0007403	XP_002874076.1	jg6072
OG0007403	XP_002874075.2	jg6067, jg6070
OG0007404	XP_002872016.1	jg6097
OG0007405	XP_002874086.1	jg6101
OG0007406	XP_020879342.1	jg6129
OG0007407	XP_002866394.1	jg23020
OG0007408	XP_020887750.1	jg23011
OG0007409	XP_020869944.1	jg22992
OG0007410	XP_020868366.1	jg32921
OG0007411	XP_002866365.1, XP_002862956.1	jg22945
OG0007412	XP_020887770.1	jg21842
OG0007413	XP_002866360.1	jg22938
OG0007414	XP_020884068.1	jg22935
OG0007415	XP_020884507.1	jg18623
OG0007416	XP_020867614.1	jg22907
OG0007417	XP_020868192.1	jg22867
OG0007419	XP_020874688.1, XP_020871089.1	jg22836
OG0007420	XP_002864605.2	jg22825
OG0007421	XP_020888725.1, XP_002862636.1	jg22803
OG0007422	XP_002864588.2	jg22792
OG0007423	XP_020889210.1	jg22786
OG0007424	XP_020884463.1	jg22763
OG0007425	XP_002866271.1	jg22762
OG0007426	XP_002868500.1	jg12118
OG0007427	XP_002866244.1	jg22705
OG0007428	XP_020889695.1	jg22688
OG0007429	XP_002866234.1	jg22686
OG0007430	XP_002866232.1	jg22683
OG0007431	XP_020871802.1	jg22669
OG0007432	XP_002864517.1	jg22644
OG0007433	XP_020871173.1	jg21730
OG0007434	XP_020877944.1	jg22591
OG0007435	XP_002864493.1	jg22594
OG0007436	XP_020885786.1	jg22605
OG0007437	XP_002866185.1	jg22606
OG0007438	XP_020879968.1	jg22611
OG0007439	XP_002866171.1	jg22574
OG0007440	XP_020871282.1	jg22532
OG0007441	XP_002864440.1	jg22467, jg22468
OG0007442	XP_002864434.1	jg22459
OG0007443	XP_002866119.1	jg22434
OG0007444	XP_002867440.2	jg9569
OG0007445	XP_020886956.1	jg22395
OG0007446	XP_002866074.2	jg22333
OG0007447	XP_020883573.1	jg22326
OG0007448	XP_020871693.1	jg22319
OG0007449	XP_020882144.1	jg14815
OG0007450	XP_020881665.1	jg14750
OG0007451	XP_002875924.1	jg14701
OG0007452	XP_020890010.1, XP_020871255.1	jg22191
OG0007453	XP_002866035.1	jg22217
OG0007454	XP_020870625.1	jg22218
OG0007455	XP_002872847.1	jg7988
OG0007456	XP_020877293.1	jg7984
OG0007457	XP_020878201.1	jg7848
OG0007458	XP_020878646.1	jg7861
OG0007459	XP_002873309.1	jg4588
OG0007460	XP_002871263.1	jg4567
OG0007461	XP_002871260.1	jg4556
OG0007462	XP_002873291.1	jg4529
OG0007464	XP_002873260.1	jg4428
OG0007465	XP_002873258.1	jg4426
OG0007466	XP_002873247.1	jg4398
OG0007467	XP_002871182.1	jg4339
OG0007468	XP_002871174.1	jg4320
OG0007469	XP_020875958.1	jg4279
OG0007470	XP_020875999.1	jg4276
OG0007471	XP_002871116.1	jg4229
OG0007472	XP_002873156.1	jg4206
OG0007473	XP_020878100.1	jg4180
OG0007474	XP_020878200.1	jg4165
OG0007475	XP_002882655.1	jg24953
OG0007476	XP_020876684.1	jg4135
OG0007477	XP_002873117.1	jg4129
OG0007478	XP_020876513.1	jg4100
OG0007479	XP_020879105.1	jg4079
OG0007480	XP_002877454.2	jg14388
OG0007480	XP_002871031.1	jg4078
OG0007481	XP_020882881.1, XP_020885018.1	jg17038
OG0007481	XP_020882880.1	jg17040
OG0007481	XP_002878820.1	jg17039
OG0007482	XP_020877439.1	jg4048
OG0007483	XP_020877438.1	jg4046
OG0007484	XP_002871010.1	jg4041
OG0007485	XP_002870987.1	jg4007
OG0007487	XP_020878417.1	jg3989
OG0007488	XP_002873050.2	jg3975
OG0007489	XP_002870971.1	jg3976
OG0007490	XP_002870972.1	jg3979
OG0007491	XP_002870975.1	jg3983
OG0007492	XP_002873041.2	jg3953
OG0007493	XP_002873031.1	jg3923
OG0007494	XP_020876700.1	jg3922
OG0007495	XP_002870938.1	jg3906
OG0007496	XP_020876846.1	jg3901
OG0007497	XP_002870929.1	jg3892
OG0007498	XP_002872989.1	jg3823
OG0007499	XP_020875311.1	jg12724
OG0007500	XP_020875110.1	jg12824
OG0007501	XP_002870609.1	jg12838, jg19296
OG0007502	XP_020874352.1	jg12857
OG0007503	XP_002889322.1	jg3783
OG0007504	XP_002887824.1	jg3714
OG0007505	XP_020891463.1	jg3707
OG0007506	XP_020890394.1	jg3704
OG0007507	XP_002889279.1	jg3695
OG0007508	XP_002889274.1	jg3686
OG0007509	XP_020889625.1	jg3664
OG0007510	XP_002889261.1	jg3655
OG0007511	XP_020887873.1	jg27853
OG0007512	XP_020891291.1	jg3615
OG0007513	XP_002887768.1	jg3598
OG0007514	XP_020891706.1	jg3593
OG0007515	XP_020891757.1	jg3592
OG0007516	XP_020891606.1	jg3589
OG0007517	XP_020891455.1	jg3588
OG0007518	XP_020890475.1	jg3558
OG0007519	XP_002887754.1	jg3552
OG0007520	XP_020890471.1	jg3550
OG0007521	XP_020890469.1	jg3541
OG0007522	XP_020874391.1, XP_002889183.1	jg3505
OG0007523	XP_002889175.1	jg3486
OG0007524	XP_002887714.1, XP_002889170.1	jg3476
OG0007525	XP_020889669.1	jg3451
OG0007526	XP_020891396.1	jg3448
OG0007527	XP_002862810.1, XP_002889151.1	jg3431
OG0007528	XP_020891160.1	jg3415
OG0007529	XP_020890262.1	jg3391
OG0007530	XP_002889129.1	jg3386
OG0007531	XP_020891372.1	jg3382, jg3383
OG0007532	XP_002889123.1	jg3376
OG0007533	XP_020891063.1	jg3353
OG0007534	XP_002887655.1	jg3338
OG0007535	XP_002889071.1	jg3285
OG0007536	XP_020890402.1	jg3262
OG0007537	XP_020890532.1	jg3260
OG0007538	XP_020891364.1	jg3253
OG0007539	XP_020891601.1	jg3238
OG0007540	XP_002887611.1	jg3237
OG0007541	XP_002889037.1	jg3225
OG0007542	XP_020867911.1	jg21406
OG0007543	XP_002889015.1	jg3172
OG0007544	XP_020889991.1	jg3160
OG0007545	XP_020887586.1	jg27867
OG0007546	XP_020889265.1	jg27870
OG0007547	XP_020889257.1	jg27879
OG0007548	XP_020886205.1	jg27912
OG0007549	XP_002876006.1	jg14854
OG0007550	XP_020879668.1	jg14853
OG0007551	XP_002876002.1	jg14848
OG0007552	XP_020871906.1	jg22282
OG0007553	XP_002864339.1	jg22258, jg7895
OG0007554	XP_020880467.1	jg14568
OG0007555	XP_020867920.1	jg33808
OG0007556	XP_002891855.1	jg33763
OG0007557	XP_020881344.1	jg12908
OG0007558	XP_002894498.2	jg33688
OG0007559	XP_002891819.1	jg33678
OG0007560	XP_002891815.1	jg33673
OG0007561	XP_020869246.1	jg33649
OG0007562	XP_002891779.1	jg33619
OG0007563	XP_002891751.1	jg33549
OG0007564	XP_002891741.1	jg33535
OG0007565	XP_002894423.1	jg33506
OG0007566	XP_002881426.2	jg18740
OG0007567	XP_002881435.1	jg18759
OG0007568	XP_020885008.1	jg18764
OG0007569	XP_020881049.1	jg14266, jg14262
OG0007570	XP_020881178.1	jg14177
OG0007571	XP_002864045.1	jg21676
OG0007572	XP_002865797.1	jg21707
OG0007573	XP_020884884.1	jg22004
OG0007574	XP_002864215.1	jg22030
OG0007576	XP_002865954.1	jg22037
OG0007577	XP_020883228.1	jg21639
OG0007578	XP_002865788.1	jg21699
OG0007579	XP_020882122.1	jg23046
OG0007580	XP_020873019.1	jg11935
OG0007581	XP_020874944.1	jg11958
OG0007582	XP_020877042.1	jg11687
OG0007583	XP_020876124.1	jg11580
OG0007584	XP_002863159.2	jg11568
OG0007585	XP_020876302.1	jg11525
OG0007586	XP_002863127.1	jg11506
OG0007587	XP_020875020.1	jg11442
OG0007588	XP_002870320.1	jg11345
OG0007589	XP_002868291.1	jg11344
OG0007590	XP_020874731.1	jg11304
OG0007591	XP_002868255.1	jg11279
OG0007592	XP_020872377.1	jg11276
OG0007593	XP_002870279.1	jg11260
OG0007594	XP_020873925.1	jg11219, jg11223
OG0007595	XP_020875428.1	jg11206
OG0007596	XP_020884705.1	jg6864, jg11212, jg21288, jg7099, jg17550, jg11499, jg6719, jg7070, jg11268, jg1917, jg21289, jg11848
OG0007597	XP_002868185.1	jg11120
OG0007598	XP_020891650.1	jg2942
OG0007599	XP_020889764.1	jg2952
OG0007600	XP_020891484.1	jg2976
OG0007601	XP_020890987.1	jg2977
OG0007602	XP_002888946.1	jg3021
OG0007603	XP_002888948.1	jg3023
OG0007604	XP_002888979.1	jg3101
OG0007605	XP_020889775.1	jg3105
OG0007606	XP_020865800.1	jg3125
OG0007607	XP_002888669.1	jg2418
OG0007608	XP_002869280.1	jg9158
OG0007609	XP_020865836.1	jg2474
OG0007610	XP_020890489.1	jg2482
OG0007611	XP_002867447.1	jg9584
OG0007612	XP_002869496.1	jg9580
OG0007614	XP_020872111.1	jg9558
OG0007615	XP_020872513.1	jg9514
OG0007616	XP_020889610.1	jg22039
OG0007617	XP_020882059.1	jg13335
OG0007618	XP_002876064.1	jg14985
OG0007619	XP_020865783.1	jg505
OG0007620	XP_020891602.1	jg464
OG0007621	XP_002870742.1	jg12571
OG0007622	XP_020872997.1	jg12572
OG0007623	XP_020880243.1	jg13767
OG0007624	XP_020879868.1	jg14076
OG0007625	XP_002863981.1	jg21572
OG0007626	XP_020880279.1	jg13453
OG0007627	XP_002875359.1	jg13417
OG0007628	XP_002876992.1	jg13376
OG0007629	XP_002875337.1	jg13366
OG0007630	XP_020881191.1	jg13360
OG0007631	XP_020881154.1	jg13325
OG0007632	XP_002876948.2	jg13299
OG0007633	XP_002864092.1	jg21762
OG0007634	XP_020875288.1	jg2594
OG0007635	XP_020875218.1	jg2586
OG0007636	XP_002888742.1	jg2582
OG0007637	XP_002888739.1	jg2575
OG0007638	XP_020891410.1	jg2574
OG0007639	XP_002883723.1	jg27138
OG0007641	XP_002863413.1	jg20441
OG0007642	XP_020871684.1	jg20447
OG0007643	XP_020867823.1	jg21397
OG0007644	XP_020877684.1	jg20454
OG0007645	XP_020881547.1	jg20460
OG0007646	XP_002863429.1	jg20461
OG0007647	XP_020871910.1	jg20463
OG0007649	XP_002863486.1	jg20555
OG0007650	XP_020874722.1	jg11964
OG0007651	XP_002863496.1	jg20568
OG0007652	XP_020866700.1	jg33074
OG0007653	XP_020866729.1	jg33075
OG0007654	XP_002869652.1	jg9881
OG0007655	XP_002891556.1	jg33146
OG0007656	XP_002891561.1	jg33154
OG0007657	XP_002862239.2	jg33167
OG0007658	XP_002891583.1	jg33197
OG0007659	XP_020867440.1	jg33227
OG0007660	XP_002891623.2	jg33264
OG0007661	XP_020870845.1	jg33284
OG0007662	XP_002894326.1	jg33322
OG0007663	XP_020868714.1	jg33325
OG0007664	XP_020870960.1	jg33334
OG0007665	XP_002891672.1	jg33370
OG0007666	XP_002892254.1	jg28819
OG0007667	XP_020867267.1	jg33392
OG0007668	XP_020868586.1	jg33394
OG0007669	XP_020872582.1, XP_002878690.2, XP_002894376.1	jg33424
OG0007670	XP_002891714.1	jg33470
OG0007671	XP_020867668.1	jg30290
OG0007672	XP_002865489.1	jg21028
OG0007673	XP_020884237.1	jg16688
OG0007674	XP_020871179.1	jg21011
OG0007675	XP_002863726.1	jg21005
OG0007676	XP_020883912.1	jg18447
OG0007677	XP_002881288.1	jg18452
OG0007678	XP_020882698.1	jg18489
OG0007679	XP_002881309.1	jg18490
OG0007680	XP_020884338.1	jg18496
OG0007681	XP_002879476.1	jg18503
OG0007682	XP_002879496.1	jg18542
OG0007683	XP_020882748.1, XP_020866109.1, XP_020887867.1, XP_020877205.1	jg18547
OG0007684	XP_020882795.1	jg18559
OG0007685	XP_002879515.1	jg18595
OG0007686	XP_020866081.1	jg21594
OG0007687	XP_020885828.1	jg18671
OG0007688	XP_002879568.1	jg18703
OG0007689	XP_002889710.1	jg29233
OG0007690	XP_002881415.1	jg18721
OG0007691	XP_002881417.1	jg18723
OG0007692	XP_020874820.1	jg10640
OG0007693	XP_002869997.1	jg10661
OG0007694	XP_020874544.1	jg10696
OG0007695	XP_020872740.1	jg10737
OG0007696	XP_002867990.1	jg10748
OG0007697	XP_002870050.2	jg10758
OG0007698	XP_020874386.1	jg10801
OG0007699	XP_020874565.1	jg10806
OG0007700	XP_002868028.2	jg10813
OG0007701	XP_002868034.1	jg10828
OG0007702	XP_002870083.1	jg10831
OG0007703	XP_020875211.1	jg10842
OG0007704	XP_020872104.1	jg10846
OG0007705	XP_020872602.1	jg10853
OG0007706	XP_020874563.1	jg10878
OG0007707	XP_002863404.1	jg20431
OG0007708	XP_020881060.1	jg14999
OG0007709	XP_020881522.1	jg14993
OG0007710	XP_002877787.2	jg14992
OG0007711	XP_002877785.1	jg14986
OG0007712	XP_002877776.1	jg14959
OG0007713	XP_020882600.1	jg14956
OG0007714	XP_020873682.1	jg10133
OG0007715	XP_002869777.1	jg10151
OG0007716	XP_002864174.1	jg21939
OG0007717	XP_020888605.1	jg21937
OG0007718	XP_020871985.1	jg21927
OG0007719	XP_020884727.1	jg21846
OG0007720	XP_020885632.1	jg21812
OG0007721	XP_002879048.1, XP_002865676.1, XP_002872376.1	jg27280
OG0007721	XP_002893900.1	jg18578, jg13795, jg27159
OG0007722	XP_020871172.1	jg21751
OG0007723	XP_002865829.1	jg21748
OG0007724	XP_020889550.1	jg27266
OG0007725	XP_002883867.1	jg27531
OG0007726	XP_002883906.1	jg27587
OG0007727	XP_020888194.1	jg27621
OG0007728	XP_020887679.1	jg27686
OG0007729	XP_002884010.1	jg27752
OG0007730	XP_002884023.2	jg27790
OG0007731	XP_020888417.1	jg27805
OG0007731	XP_020887822.1	jg27807
OG0007732	XP_020889063.1	jg27848
OG0007733	XP_002869738.2	jg10073
OG0007734	XP_002867683.2	jg17253, jg10094
OG0007735	XP_002869750.1	jg10090
OG0007736	XP_002869767.1	jg10117
OG0007737	XP_020873836.1	jg10153
OG0007738	XP_020873547.1	jg10232
OG0007739	XP_020873584.1	jg10237
OG0007740	XP_020873654.1	jg10253
OG0007741	XP_020873320.1	jg10278
OG0007742	XP_020873830.1	jg10300
OG0007743	XP_002867780.2	jg10308
OG0007744	XP_020890977.1	jg369
OG0007745	XP_002867901.1	jg10571
OG0007746	XP_020872857.1	jg10564
OG0007747	XP_020874756.1	jg10552
OG0007748	XP_020873189.1	jg10542
OG0007750	XP_002869938.1	jg10537
OG0007751	XP_020875644.1	jg10502
OG0007752	XP_002869886.1	jg10419
OG0007753	XP_002867832.1	jg10394
OG0007754	XP_002867828.1	jg10382
OG0007755	XP_020867418.1	jg32478
OG0007756	XP_002866746.1	jg23721
OG0007757	XP_002874573.1	jg7262
OG0007758	XP_002865565.1	jg21186
OG0007759	XP_020888476.1, XP_002865507.1	jg21050
OG0007760	XP_020873987.1	jg11002
OG0007761	XP_002868110.1	jg10958
OG0007762	XP_020872170.1	jg10942
OG0007763	XP_020875352.1	jg10935
OG0007764	XP_020874277.1	jg10930
OG0007765	XP_020887927.1	jg24600
OG0007766	XP_002882161.1	jg23899
OG0007767	XP_002882176.1	jg23941
OG0007768	XP_020886095.1	jg23950
OG0007769	XP_002884279.1	jg23951
OG0007770	XP_020887381.1	jg23953
OG0007771	XP_002865054.1	jg23724
OG0007771	XP_002865055.2	jg23725
OG0007772	XP_020881936.1	jg23754
OG0007773	XP_020890008.1	jg23761
OG0007774	XP_020887419.1	jg23764
OG0007775	XP_002876084.1	jg15025
OG0007776	XP_020879987.1	jg16414
