Orthogroup	Arabidopsis_lyrata_NCBI	Rorippa_islandica
OG0009904	XP_020882963.1	Roisl.0188s0128.1.p
OG0009905	XP_020887661.1	Roisl.0053s0345.1.p
OG0009906	XP_020887662.1	Roisl.0053s0346.1.p
OG0009907	XP_002883405.1	Roisl.0053s0384.1.p
OG0009908	XP_002883385.1	Roisl.0053s0410.1.p
OG0009909	XP_002884228.1, XP_020886813.1	Roisl.0214s0520.1.p
OG0009910	XP_020886693.1	Roisl.0115s0627.1.p
OG0009911	XP_002883363.2	Roisl.0115s0594.1.p
OG0009912	XP_002883353.1	Roisl.0115s0581.1.p
OG0009913	XP_020886721.1	Roisl.0115s0577.1.p
OG0009914	XP_002885479.1	Roisl.0115s0549.1.p
OG0009916	XP_020888026.1, XP_002885475.2	Roisl.0115s0543.1.p
OG0009917	XP_002883322.2, XP_020887673.1	Roisl.0115s0542.1.p
OG0009918	XP_002885468.1	Roisl.0115s0539.1.p
OG0009919	XP_002885461.1	Roisl.0115s0527.1.p
OG0009920	XP_020886042.1	Roisl.0115s0498.1.p
OG0009921	XP_020889299.1	Roisl.0115s0479.1.p
OG0009922	XP_002867352.1	Roisl.0003s0044.1.p
OG0009923	XP_002869382.2	Roisl.0003s0040.1.p
OG0009924	XP_020874284.1, XP_002864115.1	Roisl.0189s0225.1.p
OG0009925	XP_020875195.1	Roisl.0003s0012.1.p
OG0009926	XP_002867379.1	Roisl.0003s0003.1.p
OG0009927	XP_020891676.1	Roisl.0055s0008.1.p
OG0009928	XP_020890927.1	Roisl.0195s0016.1.p
OG0009929	XP_020865691.1	Roisl.0022s0044.1.p
OG0009930	XP_020867964.1	Roisl.0083s0033.1.p, Roisl.0083s0032.1.p
OG0009931	XP_002873921.1	Roisl.0210s1607.1.p
OG0009932	XP_002873918.1	Roisl.0210s1601.1.p
OG0009933	XP_002874473.1	Roisl.0068s0006.1.p
OG0009934	XP_020877010.1	Roisl.0046s0484.1.p
OG0009935	XP_002874448.1	Roisl.0046s0485.1.p
OG0009936	XP_002872327.1	Roisl.0046s0486.1.p
OG0009937	XP_020889885.1	Roisl.0036s0043.1.p
OG0009938	XP_002863934.1	Roisl.0036s0042.1.p
OG0009939	XP_020886604.1	Roisl.0214s0195.1.p
OG0009940	XP_020880639.1	Roisl.0046s1184.1.p
OG0009941	XP_020880275.1	Roisl.0046s1175.1.p
OG0009942	XP_002876124.1	Roisl.0046s1172.1.p
OG0009943	XP_020882542.1	Roisl.0046s1167.1.p
OG0009944	XP_002877831.1	Roisl.0046s1152.1.p
OG0009945	XP_020880074.1	Roisl.0046s1098.1.p
OG0009946	XP_002877803.1	Roisl.0046s1088.1.p
OG0009947	XP_020879933.1	Roisl.0046s1077.1.p
OG0009948	XP_020881649.1	Roisl.0046s1071.1.p
OG0009949	XP_020866291.1	Roisl.0210s0008.1.p
OG0009950	XP_020869823.1	Roisl.0210s0017.1.p
OG0009951	XP_020869828.1	Roisl.0210s0020.1.p
OG0009952	XP_020868113.1	Roisl.0210s0025.1.p, Roisl.0210s0026.1.p
OG0009953	XP_020866657.1	Roisl.0210s0070.1.p
OG0009954	XP_002892053.1	Roisl.0210s0079.1.p
OG0009955	XP_002867299.1	Roisl.0082s0058.1.p
OG0009956	XP_002892072.1	Roisl.0210s0106.1.p
OG0009957	XP_002889375.1	Roisl.0210s0113.1.p
OG0009958	XP_002889377.1	Roisl.0210s0120.1.p
OG0009959	XP_002889383.1	Roisl.0210s0126.1.p
OG0009960	XP_020868152.1	Roisl.0210s0134.1.p
OG0009961	XP_002889400.1	Roisl.0210s0170.1.p
OG0009962	XP_002892109.1	Roisl.0210s0176.1.p
OG0009963	XP_020870286.1	Roisl.0210s0202.1.p
OG0009964	XP_020870287.1	Roisl.0066s0305.1.p, Roisl.0210s0203.1.p
OG0009965	XP_020868979.1	Roisl.0210s0209.1.p
OG0009966	XP_002889431.2	Roisl.0210s0239.1.p
OG0009967	XP_002892143.1	Roisl.0210s0240.1.p
OG0009968	XP_002892147.1	Roisl.0210s0248.1.p
OG0009969	XP_020868322.1	Roisl.0210s0250.1.p
OG0009970	XP_020868080.1	Roisl.0210s0259.1.p
OG0009971	XP_020867706.1	Roisl.0210s0283.1.p
OG0009972	XP_002892167.1	Roisl.0210s0289.1.p
OG0009973	XP_020868681.1	Roisl.0210s0298.1.p
OG0009974	XP_002889465.1	Roisl.0210s0299.1.p
OG0009975	XP_002892182.1	Roisl.0210s0318.1.p
OG0009976	XP_002889480.1	Roisl.0210s0323.1.p
OG0009977	XP_002892189.1	Roisl.0210s0331.1.p
OG0009978	XP_020869564.1	Roisl.0210s0336.1.p
OG0009979	XP_002892208.1	Roisl.0210s0366.1.p
OG0009980	XP_002892221.1	Roisl.0210s0387.1.p
OG0009981	XP_002889512.1	Roisl.0210s0391.1.p
OG0009982	XP_020870628.1	Roisl.0091s0707.1.p
OG0009983	XP_020866004.1	Roisl.0091s0709.1.p, Roisl.0028s0859.1.p
OG0009984	XP_020867116.1	Roisl.0091s0712.1.p
OG0009985	XP_020867675.1	Roisl.0091s0721.1.p
OG0009986	XP_002889524.1	Roisl.0091s0722.1.p
OG0009987	XP_020870781.1	Roisl.0091s0771.1.p
OG0009988	XP_002892274.1	Roisl.0091s0772.1.p
OG0009989	XP_002892288.1	Roisl.0091s0797.1.p
OG0009990	XP_020868615.1	Roisl.0091s0801.1.p
OG0009991	XP_020866808.1	Roisl.0091s0805.1.p
OG0009992	XP_020866557.1	Roisl.0091s0815.1.p
OG0009993	XP_002889580.1	Roisl.0091s0867.1.p
OG0009994	XP_020867849.1	Roisl.0091s0874.1.p
OG0009995	XP_020868982.1	Roisl.0091s0895.1.p
OG0009996	XP_002892332.1	Roisl.0091s0898.1.p
OG0009997	XP_002889600.1	Roisl.0091s0906.1.p
OG0009998	XP_020869236.1	Roisl.0091s0921.1.p
OG0009999	XP_002892349.1	Roisl.0091s0925.1.p
OG0010000	XP_002892352.1	Roisl.0091s0931.1.p
OG0010001	XP_002892390.1	Roisl.0091s0997.1.p, Roisl.0091s0995.1.p
OG0010002	XP_020869763.1	Roisl.0091s1016.1.p
OG0010003	XP_020868455.1	Roisl.0091s1041.1.p
OG0010004	XP_020870250.1	Roisl.0091s1077.1.p
OG0010005	XP_020870049.1	Roisl.0091s1081.1.p
OG0010006	XP_020867842.1	Roisl.0091s1096.1.p
OG0010007	XP_020870699.1	Roisl.0091s1105.1.p
OG0010008	XP_020870852.1	Roisl.0091s1114.1.p
OG0010009	XP_020867508.1	Roisl.0091s1115.1.p
OG0010010	XP_002892457.1	Roisl.0091s1131.1.p
OG0010011	XP_020866923.1	Roisl.0091s1137.1.p
OG0010012	XP_020868473.1	Roisl.0091s1144.1.p
OG0010013	XP_002892463.1	Roisl.0091s1145.1.p
OG0010014	XP_020866312.1	Roisl.0091s1150.1.p
OG0010015	XP_002890719.1	Roisl.0015s0094.1.p
OG0010016	XP_002892467.1	Roisl.0091s1154.1.p
OG0010017	XP_020869693.1	Roisl.0091s1157.1.p
OG0010018	XP_020867231.1	Roisl.0091s1164.1.p
OG0010019	XP_002888405.1	Roisl.0022s0041.1.p
OG0010020	XP_002889716.1	Roisl.0091s1169.1.p
OG0010021	XP_020870849.1	Roisl.0091s1171.1.p
OG0010022	XP_020867301.1	Roisl.0091s1188.1.p
OG0010023	XP_020870653.1, XP_002884411.1	Roisl.0210s2098.1.p
OG0010024	XP_002892499.1	Roisl.0091s1215.1.p
OG0010025	XP_002889746.2	Roisl.0091s1219.1.p
OG0010026	XP_020869077.1	Roisl.0091s1223.1.p
OG0010026	XP_020868945.1	Roisl.0214s0866.1.p
OG0010027	XP_020869902.1	Roisl.0091s1235.1.p
OG0010028	XP_002889757.1	Roisl.0091s1236.1.p
OG0010029	XP_002892574.2	Roisl.0021s0114.1.p
OG0010030	XP_020870799.1	Roisl.0021s0133.1.p
OG0010031	XP_020870807.1	Roisl.0021s0134.1.p
OG0010032	XP_002889823.1	Roisl.0021s0135.1.p
OG0010033	XP_002892595.1	Roisl.0021s0145.1.p
OG0010034	XP_002892597.1	Roisl.0021s0151.1.p
OG0010036	XP_020868541.1	Roisl.0021s0165.1.p
OG0010037	XP_020874333.1	Roisl.0002s0084.1.p
OG0010038	XP_020870433.1	Roisl.0021s0189.1.p
OG0010039	XP_020870619.1	Roisl.0021s0191.1.p
OG0010040	XP_002892642.1	Roisl.0021s0217.1.p
OG0010041	XP_020866057.1	Roisl.0021s0218.1.p
OG0010042	XP_020870712.1	Roisl.0021s0231.1.p
OG0010043	XP_020869929.1	Roisl.0021s0241.1.p
OG0010044	XP_020891306.1	Roisl.0209s0642.1.p
OG0010045	XP_002889891.2	Roisl.0021s0255.1.p
OG0010046	XP_020869317.1	Roisl.0021s0268.1.p
OG0010047	XP_002889897.2	Roisl.0021s0269.1.p
OG0010048	XP_020869797.1	Roisl.0021s0279.1.p
OG0010049	XP_002892677.1	Roisl.0021s0310.1.p
OG0010050	XP_002889930.1	Roisl.0021s0327.1.p
OG0010051	XP_020870760.1	Roisl.0021s0387.1.p
OG0010052	XP_002889978.1	Roisl.0021s0390.1.p
OG0010053	XP_002892724.1	Roisl.0021s0395.1.p
OG0010054	XP_002889997.1	Roisl.0021s0426.1.p
OG0010055	XP_020867538.1	Roisl.0021s0433.1.p
OG0010056	XP_020868218.1	Roisl.0021s0478.1.p
OG0010057	XP_002892778.1	Roisl.0021s0489.1.p
OG0010058	XP_020869725.1	Roisl.0007s0748.1.p
OG0010059	XP_002892780.1	Roisl.0007s0764.1.p
OG0010060	XP_002892794.1	Roisl.0007s0730.1.p
OG0010061	XP_002892796.1	Roisl.0007s0727.1.p
OG0010062	XP_020867067.1	Roisl.0007s0723.1.p
OG0010063	XP_020884536.1	Roisl.0188s0132.1.p
OG0010064	XP_020868994.1	Roisl.0007s0678.1.p
OG0010065	XP_020868587.1	Roisl.0007s0636.1.p
OG0010066	XP_020868588.1	Roisl.0007s0634.1.p
OG0010067	XP_002890083.1	Roisl.0007s0631.1.p
OG0010068	XP_020867283.1	Roisl.0007s0628.1.p
OG0010069	XP_020866383.1	Roisl.0007s0609.1.p
OG0010070	XP_002892866.1	Roisl.0007s0588.1.p
OG0010071	XP_002892868.1	Roisl.0007s0585.1.p
OG0010072	XP_002892873.1	Roisl.0007s0574.1.p
OG0010073	XP_020870107.1	Roisl.0007s0567.1.p
OG0010074	XP_020867563.1	Roisl.0007s0535.1.p
OG0010075	XP_002892892.1	Roisl.0007s0229.1.p, Roisl.0007s0529.1.p
OG0010076	XP_020869372.1	Roisl.0007s0501.1.p
OG0010077	XP_002890161.1	Roisl.0007s0497.1.p
OG0010078	XP_020868846.1	Roisl.0007s0495.1.p
OG0010079	XP_020866011.1	Roisl.0007s0484.1.p
OG0010080	XP_020869105.1	Roisl.0007s0481.1.p
OG0010081	XP_020865831.1	Roisl.0002s0180.1.p
OG0010082	XP_020867454.1	Roisl.0007s0445.1.p
OG0010083	XP_020867096.1	Roisl.0007s0419.1.p
OG0010084	XP_020868944.1	Roisl.0007s0414.1.p
OG0010085	XP_002892948.1	Roisl.0007s0390.1.p
OG0010086	XP_020890260.1	Roisl.0019s0205.1.p
OG0010087	XP_002892962.2	Roisl.0007s0363.1.p
OG0010088	XP_020869031.1	Roisl.0007s0317.1.p
OG0010089	XP_020869881.1	Roisl.0007s0315.1.p
OG0010090	XP_002890268.1	Roisl.0007s0307.1.p
OG0010091	XP_020867084.1	Roisl.0007s0290.1.p
OG0010092	XP_002890286.1	Roisl.0007s0277.1.p
OG0010093	XP_020867623.1	Roisl.0007s0272.1.p
OG0010094	XP_020867615.1	Roisl.0007s0265.1.p
OG0010095	XP_020867391.1	Roisl.0007s0256.1.p
OG0010096	XP_002893022.1	Roisl.0007s0242.1.p
OG0010097	XP_002893033.1	Roisl.0007s0206.1.p
OG0010098	XP_020866500.1	Roisl.0007s0200.1.p
OG0010099	XP_020868102.1	Roisl.0007s0188.1.p
OG0010100	XP_020867722.1	Roisl.0007s0185.1.p
OG0010101	XP_020870085.1	Roisl.0007s0182.1.p
OG0010102	XP_002893057.1	Roisl.0007s0169.1.p
OG0010103	XP_020870163.1	Roisl.0007s0163.1.p
OG0010104	XP_020867749.1	Roisl.0007s0154.1.p
OG0010105	XP_020867392.1	Roisl.0007s0142.1.p
OG0010106	XP_020870430.1	Roisl.0007s0139.1.p
OG0010107	XP_020866481.1	Roisl.0007s0136.1.p
OG0010108	XP_020866483.1	Roisl.0007s0135.1.p
OG0010109	XP_020869772.1	Roisl.0007s0112.1.p
OG0010110	XP_020869773.1	Roisl.0007s0111.1.p
OG0010111	XP_020866685.1	Roisl.0007s0072.1.p
OG0010112	XP_020870744.1	Roisl.0007s0048.1.p
OG0010113	XP_002893134.1	Roisl.0007s0047.1.p
OG0010114	XP_002893147.1	Roisl.0007s0034.1.p
OG0010115	XP_020870759.1	Roisl.0007s0019.1.p
OG0010116	XP_002894028.2, XP_020866420.1	Roisl.0191s0034.1.p
OG0010117	XP_002893207.1	Roisl.0191s0036.1.p
OG0010118	XP_020867952.1	Roisl.0191s0037.1.p
OG0010119	XP_020881066.1	Roisl.0011s0061.1.p
OG0010120	XP_002890505.1	Roisl.0191s0058.1.p
OG0010121	XP_020867351.1	Roisl.0191s0095.1.p
OG0010122	XP_020870983.1	Roisl.0191s0105.1.p
OG0010123	XP_002893246.2	Roisl.0191s0106.1.p
OG0010124	XP_002893254.1	Roisl.0191s0133.1.p
OG0010125	XP_020869169.1	Roisl.0191s0145.1.p
OG0010126	XP_002887401.1	Roisl.0019s0323.1.p
OG0010127	XP_002888851.1	Roisl.0019s0330.1.p
OG0010128	XP_002887395.1	Roisl.0019s0332.1.p
OG0010129	XP_002888841.1	Roisl.0019s0357.1.p
OG0010130	XP_020865957.1	Roisl.0019s0462.1.p
OG0010131	XP_002887310.1	Roisl.0019s0476.1.p
OG0010132	XP_002887304.2	Roisl.0019s0483.1.p
OG0010133	XP_020891125.1	Roisl.0019s0494.1.p
OG0010134	XP_020865903.1	Roisl.0019s0495.1.p
OG0010135	XP_020891150.1	Roisl.0019s0496.1.p
OG0010136	XP_002888771.2	Roisl.0019s0497.1.p
OG0010137	XP_002888763.1	Roisl.0019s0506.1.p
OG0010138	XP_002887288.1	Roisl.0019s0509.1.p
OG0010139	XP_020891771.1	Roisl.0019s0533.1.p
OG0010140	XP_020868150.1	Roisl.0040s0107.1.p
OG0010141	XP_002877272.1	Roisl.0208s0023.1.p
OG0010142	XP_020891142.1	Roisl.0055s0035.1.p
OG0010143	XP_020891284.1	Roisl.0010s0199.1.p
OG0010144	XP_002887973.1	Roisl.0010s0136.1.p
OG0010145	XP_002886441.1	Roisl.0010s0103.1.p
OG0010146	XP_020890578.1	Roisl.0010s0104.1.p
OG0010147	XP_020891587.1	Roisl.0010s0049.1.p
OG0010148	XP_002886475.1	Roisl.0209s0575.1.p
OG0010149	XP_002893764.1	Roisl.0046s0554.1.p, Roisl.0040s0086.1.p
OG0010150	XP_020890088.1	Roisl.0209s0675.1.p
OG0010151	XP_002888080.1	Roisl.0209s0684.1.p
OG0010152	XP_020890084.1	Roisl.0209s0686.1.p
OG0010153	XP_020890122.1	Roisl.0209s0722.1.p
OG0010154	XP_002886553.1	Roisl.0209s0725.1.p
OG0010155	XP_020890081.1	Roisl.0209s0728.1.p
OG0010156	XP_002886573.1	Roisl.0214s0534.1.p
OG0010157	XP_002888126.1	Roisl.0214s0575.1.p
OG0010158	XP_020890104.1	Roisl.0214s0578.1.p
OG0010159	XP_002886634.1	Roisl.0214s0622.1.p
OG0010160	XP_020890497.1	Roisl.0214s0627.1.p
OG0010161	XP_020890168.1	Roisl.0214s0634.1.p
OG0010162	XP_020890290.1	Roisl.0214s0668.1.p
OG0010163	XP_020890294.1	Roisl.0214s0681.1.p
OG0010164	XP_002888216.2	Roisl.0214s0716.1.p
OG0010165	XP_020865585.1	Roisl.0214s0731.1.p, Roisl.0214s0724.1.p
OG0010167	XP_002872905.2	Roisl.0191s0535.1.p
OG0010168	XP_020890872.1	Roisl.0214s0754.1.p
OG0010169	XP_002886704.1	Roisl.0214s0765.1.p
OG0010170	XP_002894676.1	Roisl.0214s0856.1.p
OG0010171	XP_020872068.1	Roisl.0002s0150.1.p
OG0010172	XP_002887921.1	Roisl.0050s0090.1.p
OG0010173	XP_020891690.1	Roisl.0050s0054.1.p
OG0010175	XP_020877532.1	Roisl.0020s0028.1.p
OG0010176	XP_002865171.1	Roisl.0005s0132.1.p
OG0010177	XP_002865162.1	Roisl.0005s0113.1.p
OG0010178	XP_002863389.1	Roisl.0005s0111.1.p
OG0010179	XP_002863326.1	Roisl.0005s0012.1.p
OG0010180	XP_020884195.1	Roisl.0005s0011.1.p
OG0010181	XP_020891092.1	Roisl.0012s0334.1.p
OG0010182	XP_002863549.1	Roisl.0012s0330.1.p
OG0010183	XP_020871193.1	Roisl.0055s0056.1.p
OG0010184	XP_002863566.1	Roisl.0012s0294.1.p
OG0010185	XP_002865365.1	Roisl.0012s0286.1.p
OG0010186	XP_002869728.2	Roisl.0008s0245.1.p
OG0010187	XP_020876360.1	Roisl.0082s0257.1.p
OG0010188	XP_002867412.2	Roisl.0044s0089.1.p
OG0010189	XP_020872537.1	Roisl.0019s0041.1.p, Roisl.0044s0117.1.p, Roisl.0019s0052.1.p, Roisl.0019s0054.1.p, Roisl.0019s0028.1.p, Roisl.0044s0115.1.p
OG0010191	XP_020875298.1	Roisl.0001s0205.1.p
OG0010192	XP_002894133.1	Roisl.0013s0072.1.p
OG0010193	XP_020868445.1	Roisl.0013s0058.1.p
OG0010194	XP_020866597.1	Roisl.0013s0052.1.p
OG0010195	XP_002891472.1	Roisl.0013s0048.1.p
OG0010196	XP_020866186.1, XP_020870906.1	Roisl.0013s0014.1.p
OG0010197	XP_020891435.1	Roisl.0004s0403.1.p
OG0010198	XP_020891094.1	Roisl.0004s0405.1.p
OG0010199	XP_020872523.1	Roisl.0115s0766.1.p
OG0010200	XP_020872525.1	Roisl.0115s0765.1.p
OG0010201	XP_020874960.1	Roisl.0115s0753.1.p
OG0010202	XP_020873875.1	Roisl.0115s0744.1.p
OG0010203	XP_020872408.1	Roisl.0115s0735.1.p
OG0010204	XP_020872407.1	Roisl.0115s0734.1.p
OG0010205	XP_002866826.1	Roisl.0115s0705.1.p
OG0010206	XP_002868892.1	Roisl.0115s0679.1.p
OG0010207	XP_020872550.1	Roisl.0214s0338.1.p
OG0010208	XP_020872778.1	Roisl.0115s0659.1.p
OG0010209	XP_020875148.1	Roisl.0115s0649.1.p
OG0010210	XP_020875651.1	Roisl.0001s0494.1.p
OG0010211	XP_002866884.1	Roisl.0001s0488.1.p
OG0010212	XP_020874393.1	Roisl.0001s0481.1.p
OG0010213	XP_020872230.1	Roisl.0001s0477.1.p
OG0010214	XP_002868943.1	Roisl.0001s0447.1.p
OG0010215	XP_020875560.1	Roisl.0001s0439.1.p
OG0010216	XP_020872847.1	Roisl.0001s0438.1.p
OG0010217	XP_020872846.1	Roisl.0001s0436.1.p
OG0010218	XP_002868962.1	Roisl.0001s0410.1.p
OG0010219	XP_020875486.1	Roisl.0001s0402.1.p
OG0010220	XP_002868977.2	Roisl.0001s0395.1.p
OG0010221	XP_020872732.1, XP_020881400.1	Roisl.0001s0382.1.p
OG0010222	XP_020874667.1	Roisl.0001s0374.1.p
OG0010223	XP_002868994.1	Roisl.0001s0358.1.p
OG0010224	XP_020875640.1	Roisl.0001s0351.1.p
OG0010225	XP_002869002.1	Roisl.0001s0341.1.p
OG0010226	XP_020876182.1	Roisl.0075s0180.1.p
OG0010227	XP_002869025.1	Roisl.0001s0295.1.p
OG0010228	XP_002869031.1	Roisl.0001s0274.1.p
OG0010229	XP_020873066.1	Roisl.0001s0272.1.p
OG0010230	XP_020873208.1	Roisl.0001s0257.1.p, Roisl.0214s0217.1.p
OG0010231	XP_002869047.1	Roisl.0001s0224.1.p
OG0010232	XP_020873010.1	Roisl.0001s0203.1.p
OG0010233	XP_020874956.1	Roisl.0001s0197.1.p
OG0010234	XP_020874502.1	Roisl.0001s0136.1.p
OG0010235	XP_002869102.1	Roisl.0001s0130.1.p
OG0010236	XP_002867093.1	Roisl.0075s0190.1.p, Roisl.0001s0115.1.p
OG0010237	XP_002869116.1	Roisl.0001s0102.1.p
OG0010238	XP_020872645.1	Roisl.0001s0079.1.p
OG0010239	XP_020872145.1	Roisl.0001s0072.1.p
OG0010240	XP_002869141.1	Roisl.0001s0056.1.p
OG0010241	XP_020875514.1	Roisl.0001s0052.1.p
OG0010242	XP_020875513.1	Roisl.0001s0051.1.p
OG0010243	XP_020873110.1	Roisl.0001s0046.1.p
OG0010244	XP_020870570.1	Roisl.0015s0063.1.p
OG0010245	XP_020875244.1	Roisl.0001s0042.1.p
OG0010246	XP_020873186.1	Roisl.0003s0342.1.p
OG0010247	XP_020875743.1	Roisl.0003s0279.1.p
OG0010248	XP_020872745.1	Roisl.0003s0286.1.p
OG0010249	XP_002869254.1	Roisl.0003s0291.1.p, Roisl.0003s0297.1.p
OG0010250	XP_002869232.1	Roisl.0003s0328.1.p
OG0010251	XP_002867218.1	Roisl.0003s0330.1.p
OG0010252	XP_002869224.1	Roisl.0003s0344.1.p, Roisl.0066s0306.1.p
OG0010253	XP_002867201.1	Roisl.0003s0347.1.p
OG0010254	XP_020875432.1	Roisl.0008s0260.1.p
OG0010255	XP_002867186.2	Roisl.0008s0272.1.p
OG0010256	XP_002869218.1	Roisl.0008s0274.1.p
OG0010257	XP_002869215.1	Roisl.0008s0279.1.p
OG0010258	XP_002869214.1	Roisl.0008s0280.1.p
OG0010259	XP_002869213.1	Roisl.0008s0282.1.p
OG0010260	XP_002867181.1	Roisl.0008s0283.1.p
OG0010262	XP_002865800.1	Roisl.0214s0215.1.p
OG0010263	XP_002869183.1	Roisl.0008s0344.1.p
OG0010264	XP_020874468.1	Roisl.0008s0354.1.p
OG0010265	XP_020873160.1	Roisl.0003s0230.1.p
OG0010266	XP_002867277.1	Roisl.0003s0199.1.p
OG0010267	XP_020872059.1	Roisl.0003s0190.1.p
OG0010268	XP_002869316.1	Roisl.0003s0188.1.p
OG0010269	XP_020871143.1	Roisl.0003s0170.1.p
OG0010270	XP_020873892.1	Roisl.0003s0168.1.p
OG0010271	XP_002869322.1	Roisl.0003s0167.1.p, Roisl.0001s0162.1.p
OG0010272	XP_020872386.1	Roisl.0003s0156.1.p
OG0010274	XP_020872221.1	Roisl.0003s0101.1.p
OG0010275	XP_020872120.1	Roisl.0003s0096.1.p
OG0010277	XP_020887633.1	Roisl.0053s0278.1.p
OG0010278	XP_002888889.1	Roisl.0019s0223.1.p
OG0010279	XP_002888885.1	Roisl.0019s0235.1.p
OG0010280	XP_002888867.1	Roisl.0019s0272.1.p
OG0010281	XP_002887423.1	Roisl.0019s0284.1.p
OG0010282	XP_002888863.1	Roisl.0019s0285.1.p
OG0010283	XP_002887411.1	Roisl.0019s0308.1.p
OG0010284	XP_020891258.1	Roisl.0019s0313.1.p
OG0010285	XP_020891236.1	Roisl.0019s0322.1.p
OG0010286	XP_020868161.1	Roisl.0191s0289.1.p
OG0010287	XP_002893358.1	Roisl.0191s0293.1.p
OG0010288	XP_002893370.1	Roisl.0191s0311.1.p
OG0010289	XP_020868966.1	Roisl.0191s0339.1.p
OG0010290	XP_020869573.1	Roisl.0191s0368.1.p
OG0010291	XP_002890671.1	Roisl.0191s0396.1.p
OG0010292	XP_002890723.1	Roisl.0015s0098.1.p
OG0010293	XP_020879162.1	Roisl.0191s0677.1.p
OG0010294	XP_020879158.1	Roisl.0191s0676.1.p
OG0010295	XP_020876316.1	Roisl.0191s0672.1.p
OG0010296	XP_020876320.1	Roisl.0191s0670.1.p
OG0010297	XP_002872852.1	Roisl.0191s0659.1.p
OG0010298	XP_020878397.1	Roisl.0191s0653.1.p
OG0010299	XP_002874943.1	Roisl.0191s0587.1.p
OG0010300	XP_002874945.1	Roisl.0191s0590.1.p
OG0010301	XP_020876300.1	Roisl.0191s0608.1.p
OG0010302	XP_020879744.1	Roisl.0025s0064.1.p
OG0010303	XP_002874964.1	Roisl.0191s0621.1.p
OG0010304	XP_002872891.1	Roisl.0191s0641.1.p
OG0010305	XP_002874978.1	Roisl.0191s0642.1.p
OG0010306	XP_020879030.1	Roisl.0191s0646.1.p
OG0010307	XP_020877997.1	Roisl.0191s0549.1.p
OG0010308	XP_002872898.1	Roisl.0191s0529.1.p
OG0010309	XP_002872896.1	Roisl.0191s0525.1.p
OG0010310	XP_020879298.1	Roisl.0191s0512.1.p
OG0010311	XP_020878087.1	Roisl.0191s0506.1.p
OG0010312	XP_020878086.1	Roisl.0191s0500.1.p
OG0010313	XP_002875021.1	Roisl.0191s0495.1.p
OG0010314	XP_020878064.1	Roisl.0191s0491.1.p
OG0010315	XP_020879440.1	Roisl.0191s0478.1.p
OG0010316	XP_020878834.1	Roisl.0015s0045.1.p
OG0010317	XP_020873045.1	Roisl.0018s0231.1.p
OG0010319	XP_020883422.1	Roisl.0063s0021.1.p
OG0010320	XP_020867104.1	Roisl.0015s0070.1.p
OG0010321	XP_002890685.1	Roisl.0191s0414.1.p
OG0010322	XP_002890677.1	Roisl.0191s0402.1.p
OG0010323	XP_020868340.1	Roisl.0082s0081.1.p
OG0010324	XP_002867567.1	Roisl.0022s0294.1.p
OG0010325	XP_020873765.1	Roisl.0022s0363.1.p
OG0010326	XP_020873255.1	Roisl.0022s0364.1.p
OG0010327	XP_002869580.1	Roisl.0022s0374.1.p
OG0010328	XP_020872368.1	Roisl.0022s0394.1.p
OG0010329	XP_002869564.1	Roisl.0022s0404.1.p
OG0010330	XP_002867503.1	Roisl.0022s0406.1.p
OG0010331	XP_020874347.1	Roisl.0022s0409.1.p
OG0010332	XP_002867499.1	Roisl.0022s0413.1.p
OG0010333	XP_020872775.1	Roisl.0022s0479.1.p, Roisl.0022s0478.1.p
OG0010334	XP_002867461.1	Roisl.0022s0493.1.p
OG0010335	XP_020874474.1	Roisl.0022s0499.1.p
OG0010336	XP_020875579.1	Roisl.0022s0503.1.p
OG0010337	XP_002875227.2	Roisl.0011s0273.1.p
OG0010338	XP_002876893.1	Roisl.0011s0275.1.p
OG0010339	XP_020881651.1	Roisl.0011s0285.1.p
OG0010340	XP_002875265.1	Roisl.0011s0322.1.p
OG0010341	XP_002889393.1	Roisl.0210s0142.1.p
OG0010342	XP_020869149.1, XP_020869459.1	Roisl.0210s0154.1.p, Roisl.0210s0230.1.p, Roisl.0210s0049.1.p
OG0010343	XP_020869871.1	Roisl.0007s0172.1.p
OG0010345	XP_020867347.1, XP_002893038.1	Roisl.0191s0166.1.p
OG0010346	XP_020866477.1	Roisl.0191s0427.1.p
OG0010347	XP_002893430.1	Roisl.0191s0456.1.p
OG0010350	XP_002894301.1	Roisl.0006s0185.1.p
OG0010351	XP_002885046.1	Roisl.0074s0514.1.p
OG0010352	XP_020866324.1	Roisl.0006s0462.1.p
OG0010353	XP_002886552.1	Roisl.0209s0087.1.p, Roisl.0209s0088.1.p
OG0010353	XP_002884261.1	Roisl.0016s0037.1.p
OG0010355	XP_020877633.1, XP_020883451.1, XP_020885652.1, XP_020872521.1, XP_020884695.1, XP_020890719.1, XP_020877631.1, XP_020873723.1, XP_020871077.1, XP_020884124.1	Roisl.0031s0018.1.p, Roisl.0067s0013.1.p
OG0010356	XP_020884214.1, XP_020875552.1	Roisl.0028s0261.1.p
OG0010359	XP_020865693.1	Roisl.0213s0868.1.p
OG0010359	XP_020887006.1	Roisl.0016s0352.1.p
OG0010360	XP_020865809.1	Roisl.0019s0714.1.p, Roisl.0019s0739.1.p
OG0010361	XP_020890976.1	Roisl.0019s0252.1.p
OG0010362	XP_020891508.1	Roisl.0019s0114.1.p
