Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0007886	XP_002863545.1	XP_009113893.1, XP_033128234.1
OG0007887	XP_020888691.1	XP_009114707.1
OG0007888	XP_002886266.1	XP_009150718.1, XP_009112562.1
OG0007889	XP_002886236.1	XP_009112597.1, XP_009103406.1
OG0007890	XP_020881090.1	XP_009129149.2
OG0007891	XP_002877107.1	XP_009102184.1, XP_009103394.1
OG0007892	XP_002886030.1	XP_009117527.2, XP_033131175.1
OG0007893	XP_002881763.1	XP_009142733.1, XP_009141976.1
OG0007894	XP_020885739.1	XP_009142729.1, XP_033144386.1
OG0007895	XP_002879910.2	XP_009141971.1, XP_009142723.2
OG0007896	XP_020884137.1	XP_009141966.1, XP_009142721.1
OG0007897	XP_020880798.1	XP_033134871.1, XP_009115859.2
OG0007898	XP_002879695.1, XP_020885566.1	XP_009141937.1
OG0007899	XP_002881735.1	XP_009133450.2, XP_009141929.1
OG0007900	XP_020883495.1	XP_009141916.1
OG0007901	XP_020882786.1	XP_033144144.1
OG0007902	XP_002879851.1	XP_033146931.1, XP_009133419.2
OG0007903	XP_020884499.1, XP_020884498.1	XP_009133414.1
OG0007904	XP_020884066.1	XP_009133411.2, XP_009143242.2
OG0007905	XP_020885457.1	XP_009133408.1, XP_009143254.2
OG0007906	XP_002881688.1	XP_009143263.1, XP_033146499.1
OG0007907	XP_020889692.1	XP_009127450.1, XP_009105159.2
OG0007908	XP_020884991.1	XP_009143301.1, XP_033145119.1
OG0007909	XP_020890256.1, XP_020883750.1	XP_009143309.1
OG0007910	XP_002881652.1	XP_033148184.1, XP_033148009.1, XP_009141801.1
OG0007911	XP_020884010.1	XP_033146416.1, XP_033148010.1
OG0007912	XP_002879780.1	XP_009133328.1
OG0007913	XP_020889006.1	XP_009134916.1, XP_009124748.1
OG0007914	XP_020883834.1	XP_009133304.1, XP_009141769.1
OG0007915	XP_020885465.1	XP_009141765.1, XP_009133301.1
OG0007916	XP_020884661.1, XP_002881616.1	XP_009143362.1
OG0007917	XP_020885328.1	XP_009133293.1, XP_009141763.1
OG0007918	XP_020884583.1	XP_009141762.1, NP_001288920.1
OG0007919	XP_020884582.1	XP_009133289.1
OG0007920	XP_020883844.1	XP_009143366.2
OG0007921	XP_020866088.1	XP_009109862.1
OG0007922	XP_020868306.1	XP_009141732.2, XP_009143399.1
OG0007923	XP_002879733.1, XP_020883347.1	XP_009133240.1, XP_009143406.2
OG0007924	XP_020884799.1	XP_009133225.1, XP_009141713.1
OG0007925	XP_020885599.1	XP_009133213.1, XP_009141693.1
OG0007927	XP_002879706.1	XP_009141692.1, XP_009143452.1, XP_009133203.1
OG0007928	XP_002881549.1	XP_033146005.1, XP_033146947.1
OG0007929	XP_020885727.1	XP_009141681.1, XP_009143458.1
OG0007930	XP_020883435.1	XP_009133150.1, XP_009141655.1
OG0007931	XP_002881495.1	XP_009141637.1, XP_009143523.2
OG0007932	XP_002879652.1	XP_009133117.1, XP_009141628.1
OG0007933	XP_020883879.1	XP_018512542.1, XP_009143528.1
OG0007934	XP_002879636.1	XP_009143540.1, XP_009143541.2
OG0007935	XP_002874780.2	XP_009133571.1
OG0007936	XP_020877661.1	XP_009114609.1, XP_009134283.2
OG0007937	XP_020881166.1	XP_009101351.1
OG0007938	XP_002872692.1	XP_009114575.2, NP_001288972.1
OG0007939	XP_020877696.1	XP_009134302.2, XP_009114570.2
OG0007940	XP_020878301.1	XP_009134316.1
OG0007941	XP_002874769.1	XP_033134846.1, XP_033142106.1
OG0007942	XP_020884194.1	XP_009140282.1, XP_009117402.1
OG0007943	XP_002880402.1	XP_009140308.1, XP_009117365.1
OG0007944	XP_002878591.1	XP_009140324.2, XP_009117347.2
OG0007945	XP_020883253.1	XP_009140350.1, XP_009112531.1
OG0007946	XP_020884932.1	XP_018514207.1, XP_033134504.1
OG0007947	XP_020884236.1	XP_009112510.1, XP_009140367.1
OG0007948	XP_020884304.1	XP_009140383.1, XP_009117337.1
OG0007949	XP_020876880.1, XP_002893455.1	XP_009103006.1
OG0007950	XP_020885815.1	XP_009117331.1, XP_009140388.1
OG0007951	XP_002878640.1, XP_002886010.1	XP_033145394.1
OG0007952	XP_002883959.1, XP_002880467.1	XP_009117320.1
OG0007953	XP_002880484.2	XP_009117298.1
OG0007955	XP_020884079.1	XP_009140461.1, XP_009117285.1
OG0007956	XP_002880529.1	XP_009133989.1, XP_009117265.1
OG0007957	XP_020885728.1	XP_009117260.1, XP_009140513.2
OG0007958	XP_020884090.1	XP_009117246.1, XP_033146394.1
OG0007959	XP_020883137.1	XP_009117037.1, XP_009140721.1
OG0007960	XP_020883593.1	XP_009140680.1, XP_009117051.1
OG0007961	XP_002880771.1	XP_009117027.1, XP_009140735.2
OG0007962	XP_002880583.2	XP_009140553.1, XP_033136697.1
OG0007963	XP_020883367.1	XP_033136672.1, XP_009133963.2
OG0007964	XP_020873252.1	XP_009137457.1, XP_009138224.1
OG0007965	XP_002869712.1	XP_009138216.2, XP_009109246.1
OG0007966	XP_020873383.1	XP_009109250.1, XP_009137933.1
OG0007967	XP_020870458.1, XP_002891270.1	XP_009147897.1
OG0007968	XP_002893966.1	XP_009145057.1, XP_009107647.1
OG0007969	XP_002893979.1	XP_009145051.1, XP_009126172.1
OG0007970	XP_020867251.1	XP_009123503.1, XP_009107474.1
OG0007971	XP_020870594.1	XP_009124431.1, XP_009107473.1
OG0007972	XP_020868074.1	XP_033135853.1, XP_009107912.1, XP_009145116.1
OG0007973	XP_020867772.1	XP_009147750.2
OG0007974	XP_002891184.1	XP_009114710.1, XP_009145131.1, XP_033132365.1
OG0007975	XP_002891109.1	XP_009145144.1, XP_009114729.1
OG0007976	XP_020868483.1	XP_009107933.1
OG0007977	XP_002891078.1	XP_018510031.2
OG0007978	XP_002893798.1	XP_009107938.1, XP_009114774.1
OG0007979	XP_002891062.1	XP_033147546.1, XP_009114783.1
OG0007980	XP_020868526.1	XP_009114785.1, XP_009151479.1
OG0007981	XP_002872465.1	XP_009134168.1, XP_009113575.1
OG0007982	XP_002872462.1	XP_009113574.1
OG0007983	XP_020876080.1, XP_020879231.1	XP_009128720.2
OG0007984	XP_002874617.1	XP_009134186.2
OG0007985	XP_020876689.1	XP_009108224.1
OG0007986	XP_002870500.1	XP_009133903.1
OG0007987	XP_002872608.1	XP_009124795.1, XP_009134244.1
OG0007988	XP_002874754.1	XP_009114636.1, XP_009134254.1
OG0007989	XP_020879015.1	XP_009120924.1
OG0007990	XP_020878367.1	XP_009126294.2, XP_009120919.1
OG0007991	XP_020877047.1	XP_009120915.1
OG0007992	XP_002871877.1	XP_009120902.1, XP_009126352.1
OG0007993	XP_002873942.2	XP_009131733.1, XP_009120897.1
OG0007994	XP_002874307.1	XP_009111693.1, XP_009151131.1
OG0007995	XP_020878278.1	XP_009151136.1, XP_009111698.1
OG0007996	XP_020878872.1	XP_009151505.2, XP_009111721.1
OG0007997	XP_020888877.1	XP_033130302.1, XP_009102053.2
OG0007998	XP_020889323.1	XP_009102043.1, XP_009112657.1
OG0007999	XP_020887327.1	XP_009117487.1, XP_009112675.1, XP_009102023.1
OG0008000	XP_002880347.1	XP_009118134.1
OG0008001	XP_002882142.2	XP_009142487.1
OG0008002	XP_020874837.1, XP_002880326.1	XP_009133833.1, XP_009142498.1
OG0008003	XP_002874620.1	XP_009134191.1, XP_009113605.1
OG0008004	XP_002880301.1	XP_009133814.2, XP_009142538.1
OG0008005	XP_002880296.1	XP_009133809.2, XP_009142545.1
OG0008006	XP_020885622.1	NP_001288832.1, NP_001288959.1
OG0008007	XP_020884048.1	XP_033146820.1, XP_033146348.1
OG0008008	XP_002882049.1	XP_009142405.1, XP_033146816.1
OG0008009	XP_020884253.1	XP_009143207.1, XP_009142403.1
OG0008010	XP_002882046.1	XP_009142401.1, XP_009133760.2
OG0008011	XP_020882982.1, XP_020882927.1, XP_020872654.1	XP_033142436.1
OG0008012	XP_020883943.1	XP_033146972.1, XP_009142380.1
OG0008013	XP_020884872.1	XP_009142372.1, XP_033146976.1
OG0008014	XP_020885215.1	XP_009143160.1, XP_009133741.1
OG0008015	XP_020884177.1	XP_033146222.1, XP_009143137.1
OG0008016	XP_002880142.1	XP_033148375.1, XP_009142287.1
OG0008017	XP_020885502.1	XP_009143076.1
OG0008018	XP_020884829.1	NP_001288850.1, XP_033148380.1
OG0008019	XP_020884819.1	XP_009143024.1, XP_033144395.1
OG0008020	XP_002880080.1	XP_009133654.1, XP_033146055.1
OG0008021	XP_002880079.1	XP_009142240.1, XP_009133653.2
OG0008022	XP_002881946.1	XP_009133652.1, XP_009142239.1
OG0008023	XP_002880074.1	XP_009142235.1, XP_009142978.1
OG0008024	XP_020883603.1	XP_009142203.1, XP_009142204.1
OG0008025	XP_020884243.1	XP_009133564.1, XP_009142900.1, XP_009142155.1
OG0008026	XP_020884060.1	XP_009142884.1, XP_009133552.1
OG0008027	XP_002879972.1	XP_009142812.2, XP_009142046.1
OG0008028	XP_002881822.1	XP_009142037.2
OG0008030	XP_002881799.1	XP_009142778.1, XP_009142006.1
OG0008031	XP_002879928.1	XP_009141988.2
OG0008032	XP_020884809.1, XP_002880411.2	XP_009133485.1
OG0008033	XP_020871346.1	XP_009114317.1, XP_009101472.2
OG0008034	XP_020871835.1	XP_033128312.1, XP_033136855.1
OG0008035	XP_020884496.1	XP_009128922.1
OG0008036	XP_020887569.1	XP_009147413.1, XP_009134619.1
OG0008037	XP_002882189.1	XP_009134622.2, XP_009125036.2
OG0008038	XP_002882193.1	XP_009117666.1, XP_009147406.1
OG0008039	XP_020888684.1	NP_001288975.1, XP_018513302.1, XP_009123850.1
OG0008040	XP_020886913.1	XP_009147379.1, XP_033144677.1
OG0008041	XP_002873619.1	XP_009121748.1, XP_033139749.1
OG0008042	XP_020887146.1	XP_009147339.1, XP_009118359.1
OG0008043	XP_002882256.1	XP_009147309.1, XP_009118618.1
OG0008044	XP_002884353.1	XP_009119025.1, XP_009130328.1
OG0008045	XP_002884361.1	XP_009130339.1
OG0008046	XP_002882294.1	XP_009130365.1, XP_009119259.2
OG0008047	XP_020888931.1	XP_009130380.1
OG0008048	XP_002882303.1	XP_009134738.1
OG0008049	XP_020887037.1	XP_009102099.1, XP_009130408.1
OG0008050	XP_002884424.1	XP_009130413.1, XP_009102100.1
OG0008051	XP_020887019.1	XP_009130419.2, XP_009125011.1
OG0008052	XP_002884428.1	XP_009130422.1, XP_009125009.1
OG0008053	XP_020887593.1	XP_033146828.1
OG0008054	XP_002882374.1	XP_009124979.1, XP_009124198.1
OG0008055	XP_020886434.1	XP_009134800.1
OG0008056	XP_020887058.1	XP_033147774.1, XP_018513427.2
OG0008057	XP_020886887.1	XP_009134811.1, XP_009147272.1
OG0008058	XP_002884502.1	XP_009147251.1, XP_009124077.1
OG0008059	XP_020887235.1	XP_033146527.1, XP_018514552.2
OG0008060	XP_002884514.1	XP_009134824.1, XP_009147237.1
OG0008061	XP_002882421.2	XP_009124019.2, XP_009134828.1
OG0008062	XP_002884544.1	XP_009129617.1, XP_009134861.1
OG0008063	XP_020887154.1	XP_009129620.3, XP_009134866.3
OG0008064	XP_002882446.1	XP_009129631.1, XP_009134867.1
OG0008065	XP_020888616.1	XP_009129644.1, XP_009134874.1
OG0008066	XP_020889058.1	XP_009151649.1
OG0008067	XP_002884595.1	XP_009147144.1, XP_009124789.1
OG0008068	XP_002882482.1	XP_009147142.1, XP_009124799.1
OG0008069	XP_020886055.1	XP_009124757.1
OG0008070	XP_002884609.1, XP_002862415.1	XP_009134927.1, XP_009124658.1
OG0008071	XP_002882548.1	XP_018514294.2
OG0008072	XP_020887472.1	XP_009135099.1, XP_009123912.2, XP_009146997.1
OG0008074	XP_020888739.1	XP_009123519.1, XP_009146960.1
OG0008075	XP_002882608.1	XP_009135074.2, XP_009146955.1
OG0008076	XP_020886468.1, XP_020886469.1	XP_009123482.1, XP_009135068.1
OG0008077	XP_020889483.1	XP_009123462.2, XP_009146952.1
OG0008078	XP_002882609.1	XP_009135065.1, XP_009123435.1
OG0008079	XP_002882622.1	XP_009146924.1, XP_033146722.1
OG0008080	XP_002884741.1	XP_009123319.1, XP_009146922.1
OG0008081	XP_002882636.1	XP_009146904.1, XP_009123204.1
OG0008082	XP_002884771.1	XP_033147912.1, XP_009135032.1
OG0008083	XP_020888603.1	XP_033146331.1, XP_033147911.1
OG0008084	XP_002884791.1	XP_009135105.2, XP_009122939.1, XP_009146846.2
OG0008085	XP_002869983.1	XP_009132889.1, XP_009108436.1
OG0008086	XP_002882679.1	XP_009122803.2, XP_009146829.2
OG0008087	XP_002882695.1	XP_009122638.1, XP_009146808.2
OG0008088	XP_002884813.1	XP_009146806.2, XP_009135130.1
OG0008089	XP_002882702.1	XP_033147876.1
OG0008090	XP_002882707.1	XP_009135140.1, XP_009122489.1, XP_009146785.2
OG0008091	XP_020888300.1	XP_009146746.1
OG0008092	XP_002884839.1	XP_009122287.1, XP_009146740.1
OG0008093	XP_002882734.1	XP_009135166.1, XP_033148393.1, XP_018514318.2
OG0008094	XP_020888330.1	XP_009146710.2
OG0008095	XP_020888213.1	XP_009146709.2, XP_009135170.1
OG0008096	XP_020888301.1	XP_009146691.1, XP_009121232.1
OG0008097	XP_020888264.1	XP_009146690.2, XP_033129115.1
OG0008098	XP_020888303.1	XP_009135184.1, XP_009146681.1
OG0008099	XP_002884867.1	XP_009135185.1
OG0008100	XP_002884874.1	XP_033144157.1, XP_033147415.1
OG0008101	XP_002884875.1	XP_009146664.1, XP_009135199.1
OG0008102	XP_002882764.1	XP_009120981.1, XP_009146650.1
OG0008103	XP_020888237.1	XP_018514653.1
OG0008104	XP_002882774.1	XP_009146617.1, XP_009135226.1
OG0008105	XP_002882777.1	XP_009120643.2, XP_009135231.1
OG0008106	XP_020886408.1	XP_009120474.1, XP_009146605.1
OG0008107	XP_002882784.1	XP_009135244.1, XP_009120435.1
OG0008108	XP_002884916.1	XP_009146603.1, XP_009135243.1
OG0008109	XP_020886403.1	XP_009120393.1, XP_009146597.1
OG0008110	XP_002884935.1	XP_009146564.1
OG0008111	XP_002882803.1	XP_009135279.1, XP_009124704.1
OG0008112	XP_020888501.1	XP_009146545.1
OG0008113	XP_020887697.1	XP_033142351.1
OG0008114	XP_002882825.1	XP_033147503.1, XP_033143254.1, XP_033132888.1
OG0008115	XP_002882855.1	XP_009117399.2, XP_033147817.1
OG0008116	XP_020888037.1	XP_009146436.1, XP_009117379.1
OG0008117	XP_002884999.1	XP_009136010.1
OG0008118	XP_002884991.1	XP_009146421.3
OG0008119	XP_020886612.1	XP_009146413.1, XP_009135358.1
OG0008120	XP_002885024.1	XP_033141166.1, XP_009146390.1
OG0008122	XP_020886081.1	XP_009146372.1
OG0008123	XP_002885057.1	XP_009135395.1
OG0008124	XP_020888802.1	XP_009146310.3
OG0008125	XP_020888077.1	XP_009135425.1, XP_009146288.2
OG0008126	XP_002882914.1	XP_009146287.1
OG0008127	XP_002882947.1	XP_009115498.1, XP_009146239.1
OG0008128	XP_020888139.1	XP_009146213.1, XP_009115348.1
OG0008129	XP_020889433.1	XP_009115315.1, NP_001288943.1
OG0008130	XP_002882960.1	XP_009115275.1, XP_009146199.1
OG0008131	XP_002885109.1	XP_009135456.1, XP_009146197.1
OG0008132	XP_002882975.1	XP_009115031.1, XP_009146175.2
OG0008133	XP_002885127.1	XP_009146163.2, XP_009114876.1
OG0008134	XP_002885133.1	XP_009146151.1
OG0008137	XP_002885164.1	XP_009146064.1, XP_033136361.1
OG0008138	XP_002885186.1	XP_009135518.1, XP_009146044.2
OG0008139	XP_002883055.1	XP_009114136.1, XP_009135525.1
OG0008140	XP_002885207.1	XP_009114089.1, XP_009135524.1
OG0008141	XP_002885212.1	XP_009113999.1
OG0008142	XP_002885213.1	XP_009113949.1, XP_009146010.1
OG0008143	XP_002883087.1	XP_009113741.2, XP_009145976.1
OG0008144	XP_020889156.1	XP_009145975.2, XP_009135549.1
OG0008146	XP_002883098.1	XP_009135556.1, XP_009113593.1
OG0008147	XP_002883108.1	XP_009145936.1
OG0008148	XP_002894469.1	XP_033128363.1
OG0008149	XP_002883125.1	XP_009112813.1
OG0008150	XP_002885264.1	XP_009112632.1, XP_009145880.1
OG0008151	XP_002883143.1, XP_002883144.1	XP_009145867.1, XP_009135591.1
OG0008152	XP_020872660.1	XP_009108872.1, XP_009125905.1
OG0008153	XP_002885278.1	XP_009135594.1, XP_009145863.1
OG0008154	XP_002885281.1	XP_009135601.1, XP_009112300.1
OG0008155	XP_002885282.1	XP_033147538.1, XP_009112271.1
OG0008156	XP_002885296.1	XP_009135618.1, XP_009145824.2
OG0008157	XP_020889547.1	XP_009145810.1, XP_009135623.1
OG0008158	XP_002883184.1	XP_009135637.1, XP_009145784.1
OG0008159	XP_002885310.1	XP_009135635.2, XP_009145783.1
OG0008160	XP_020887668.1	XP_009145774.1, XP_009111708.1
OG0008161	XP_020872238.1	XP_009139953.1
OG0008162	XP_020874353.1	XP_009125215.1, XP_009140139.1
OG0008163	XP_002883238.1	XP_009135672.1, XP_009145658.1
OG0008164	XP_020874214.1	XP_009145288.1
OG0008165	XP_020889522.1	XP_009145623.1
OG0008166	XP_020875279.1	XP_009117384.2
OG0008167	XP_020889078.1	XP_009145537.2, XP_009135711.1
OG0008168	XP_002862673.1, XP_020886038.1	XP_009109937.1
OG0008169	XP_020887855.1	XP_009145514.2, XP_009135734.1
OG0008170	XP_020887651.1	XP_009109756.2, XP_009145509.1
OG0008171	XP_002865937.1	XP_009127208.1, XP_009119827.1
OG0008172	XP_002865922.1	XP_009127225.1, XP_009132523.1
OG0008173	XP_002865926.1	XP_009132518.1, XP_009119808.1
OG0008174	XP_002870769.1	XP_009125113.1, XP_009140223.2, XP_009139912.1
OG0008175	XP_002868749.1	XP_018515396.1
OG0008177	XP_002863831.1	XP_009129697.2, XP_009151593.2
OG0008178	XP_020887229.1	XP_009102591.1, XP_009106418.1
OG0008179	XP_020887532.1	XP_009102597.2, XP_009106554.1
OG0008180	XP_020871968.1, XP_020886006.1	XP_009102611.1
OG0008181	XP_002883419.1	XP_009102637.1
OG0008182	XP_020889464.1	XP_009145235.1, XP_033142203.1
OG0008183	XP_002885533.1, XP_002862508.1	XP_009107790.1, XP_009148451.1
OG0008184	XP_002885529.1	XP_009145252.2, XP_009108561.1
OG0008185	XP_020886931.1	XP_009108592.2
OG0008186	XP_002885523.1	XP_009108716.1, XP_009145271.1
OG0008187	XP_002883370.1	XP_009145327.1, XP_009135810.1
OG0008188	XP_020886713.1	XP_009145388.1, XP_009135803.1
OG0008189	XP_002877064.1, XP_002883358.1	XP_009108935.1
OG0008190	XP_002885485.1	XP_009124773.1, XP_009109189.1
OG0008191	XP_020886687.1	XP_009145425.1, XP_009109171.2
OG0008192	XP_020886756.1	XP_009145431.1
OG0008193	XP_002876765.1	XP_009114225.1, XP_033139707.1
OG0008194	XP_002862350.2, XP_020886755.1	XP_009145475.1
OG0008195	XP_002883305.1	XP_009145479.1, XP_009109588.1
OG0008196	XP_002885437.1	XP_009145481.2, XP_009135748.1
OG0008197	XP_020875010.1	XP_009127969.1
OG0008198	XP_002869385.1	XP_033148470.1, XP_009137905.1
OG0008199	XP_020873120.1	XP_009108999.1, XP_009127990.1
OG0008200	XP_020874549.1	XP_033132561.1, XP_033129019.1
OG0008201	XP_002867367.1	XP_033143092.1, XP_009128090.1
OG0008202	XP_002867369.1	XP_009128129.1, XP_009137888.2
OG0008203	XP_020874303.1	XP_009109012.1, XP_009137880.1
OG0008204	XP_020875440.1	XP_009109016.1
OG0008205	XP_002888518.1, XP_002886966.1	XP_009105212.1
OG0008206	XP_020891091.1	XP_009105173.2, XP_009127460.1, XP_009124158.1
OG0008207	XP_020891388.1	XP_009127455.1, XP_009105163.1
OG0008208	XP_020889998.1	XP_009128462.1
OG0008209	XP_020890633.1	XP_009112865.1, XP_009112846.1
OG0008210	XP_002894583.1	XP_009134284.1, XP_033137224.1
OG0008211	XP_020885801.1	XP_009113422.2
OG0008212	XP_002891907.1, XP_002870786.2	XP_033145325.1
OG0008213	XP_020868131.1	XP_009119468.1, XP_033135260.1
OG0008214	XP_002873926.1	XP_009126292.1, XP_009120925.1
OG0008215	XP_020878235.1	XP_009126287.1, XP_033137452.1
OG0008216	XP_002871823.1	XP_009131677.2, XP_009126269.1, XP_009120960.1
OG0008217	XP_002871819.1	XP_009131671.1, XP_009126257.2, XP_009120967.1
OG0008218	XP_020878953.1	XP_018511133.1, XP_009131659.1
OG0008219	XP_020879004.1	XP_009131642.2, XP_009120998.1
OG0008221	XP_020874918.1	XP_009124236.1
OG0008223	XP_002863898.1	XP_009151644.1, XP_009111843.1
OG0008224	XP_020881616.1	XP_009139450.1, XP_009115949.1, XP_009136682.1
OG0008225	XP_002876141.1	XP_009136674.1, XP_009139461.2
OG0008226	XP_002876138.1	XP_009115939.1, XP_033145329.1
OG0008227	XP_020879658.1	XP_033144778.1
OG0008228	XP_002877844.1	XP_033144815.1, XP_009115917.1
OG0008229	XP_020882150.1	XP_009115896.1, XP_033145723.1
OG0008230	XP_002877820.1	XP_009136633.1, XP_009123762.1
OG0008231	XP_002876101.1	XP_009136631.1, XP_009115874.1
OG0008232	XP_020882321.1	XP_009115853.1, XP_009136624.1
OG0008233	XP_002876092.1	XP_009148943.1, XP_033144789.1
OG0008234	XP_020880216.1	XP_009136598.2, XP_033136969.1
OG0008235	XP_002889330.1	XP_009119756.1, XP_009118861.2
OG0008236	XP_020866513.1	XP_009118794.1, XP_009119673.1
OG0008237	XP_020869088.1	XP_009119631.3, XP_009118770.1
OG0008238	XP_002892108.2	XP_033134977.1, XP_009119780.2, XP_033138358.1
OG0008239	XP_020870586.1, XP_020869410.1	XP_033138346.1
OG0008240	XP_020868245.1	XP_009119604.1, XP_033134971.1
OG0008241	XP_002892141.1	XP_033138366.1, XP_018510283.2, XP_033134959.1
OG0008242	XP_002889437.1	XP_009118712.1, XP_009111168.1
OG0008243	XP_002889441.2	XP_009111163.1, XP_009119569.1
OG0008244	XP_020870316.1	XP_009119566.3, XP_009118703.1
OG0008245	XP_020870308.1	XP_009111157.1, XP_009119555.1
OG0008246	XP_020870319.1	XP_009111155.1, XP_009119551.1
OG0008247	XP_020869776.1	XP_033138343.1
OG0008248	XP_002892170.1	XP_009111151.1, XP_009119530.1
OG0008249	XP_020869877.1	XP_009119529.1, XP_009111150.1
OG0008250	XP_020866086.1	XP_009148214.2, XP_009119368.2, XP_009118694.1
OG0008251	XP_002892181.1	XP_009111141.1, XP_009119361.1
OG0008252	XP_002894569.2, XP_020869466.1	XP_009119346.1
OG0008253	XP_020869778.1	XP_009118676.2, XP_009119342.1
OG0008255	XP_002867673.1	XP_009137434.1, XP_009137855.1
OG0008256	XP_020867603.1	XP_009111104.1, XP_009119300.1
OG0008257	XP_020869409.1	XP_033132353.1, XP_009119281.1, XP_009118873.1
OG0008258	XP_002889515.1	XP_009118632.1, XP_009119280.1
OG0008259	XP_002892249.2	XP_009118619.1
OG0008260	XP_002892260.1	XP_009111068.2, XP_009119213.2
OG0008261	XP_020868040.1	XP_033138186.1, XP_009118596.3
OG0008262	XP_020870008.1	XP_009119162.1, XP_009118591.1
OG0008263	XP_020866405.1	XP_033138070.1, XP_009118589.1
OG0008264	XP_020869859.1	XP_009119156.1
OG0008265	XP_020869673.1	XP_009119152.1, XP_033132327.1
OG0008266	XP_020870211.1	XP_009111029.1
OG0008267	XP_020869328.1	XP_009119116.2, XP_009111027.2
OG0008268	XP_020867688.1	XP_009119113.1, NP_001288894.1
OG0008269	XP_020867690.1	XP_009111020.1, XP_009119111.1
OG0008270	XP_002889579.1	XP_033135618.1, XP_009111014.1
OG0008271	XP_002892318.1	XP_009111007.1, XP_009119093.1
OG0008272	XP_002889591.1	XP_009118551.2, XP_033132334.1
OG0008273	XP_020868466.1	XP_009119065.1, XP_009110992.2
OG0008274	XP_002889605.1	XP_009110981.1, XP_009119058.1
OG0008275	XP_020868596.1	XP_033137783.1, XP_009118479.1
OG0008276	XP_002889618.1	XP_009110973.1, XP_033136482.1
OG0008277	XP_020867297.1	XP_009110963.1, XP_009119001.1
OG0008278	XP_002892387.1	XP_009118459.1, XP_009118983.1
