Orthogroup	Arabidopsis_lyrata_NCBI	Arabis_alpina
OG0008318	XP_002892694.1	Aa_G10770.h1.t1
OG0008320	XP_002889979.1	Aa_G26640.h1.t1
OG0008321	XP_002889980.1	Aa_G26680.h1.t1
OG0008322	XP_002889981.1	Aa_G26690.h1.t1
OG0008323	XP_020869892.1	Aa_G584910.h1.t1
OG0008324	XP_002890001.1	Aa_G164230.h1.t1
OG0008325	XP_002892761.1	Aa_G109510.h1.t1
OG0008326	XP_020868249.1	Aa_G585800.h1.t1
OG0008327	XP_020868567.1	Aa_G599470.h1.t1
OG0008328	XP_020870646.1	Aa_G676720.h1.t1
OG0008329	XP_020867066.1	Aa_G93080.h1.t1, Aa_G93070.h1.t1
OG0008330	XP_002892805.1	Aa_G117730.h1.t1
OG0008331	XP_002890054.1	Aa_G117720.h1.t1
OG0008332	XP_002892816.1	Aa_G393300.h1.t1
OG0008333	XP_020866304.1	Aa_G523760.h1.t1
OG0008335	XP_002892826.1	Aa_G676340.h1.t1
OG0008337	XP_020870534.1	Aa_G284130.h1.t1
OG0008338	XP_002890096.1	Aa_G121210.h1.t1
OG0008339	XP_020869340.1	Aa_G375710.h1.t1
OG0008340	XP_020880920.1	Aa_G278140.h1.t1
OG0008341	XP_002890082.1	Aa_G668570.h1.t1, Aa_G668560.h1.t1
OG0008342	XP_002892845.1	Aa_G668540.h1.t1
OG0008343	XP_020867015.1	Aa_G121050.h1.t1
OG0008344	XP_002890102.1	Aa_G163870.h1.t1
OG0008345	XP_002892865.1	Aa_G163860.h1.t1
OG0008346	XP_002890125.1	Aa_G707370.h1.t1
OG0008347	XP_020868648.1	Aa_G66490.h1.t1
OG0008348	XP_002890186.1	Aa_G103760.h1.t1
OG0008349	XP_020868122.1	Aa_G131920.h1.t1
OG0008350	XP_002886792.1	Aa_G560590.h1.t1
OG0008351	XP_002892964.1	Aa_G278290.h1.t1
OG0008352	XP_002892987.1	Aa_G379830.h1.t1
OG0008354	XP_002890269.1	Aa_G55250.h1.t1
OG0008355	XP_002893000.1	Aa_G718690.h1.t1
OG0008356	XP_020867436.1	Aa_G132310.h1.t1
OG0008357	XP_020867610.1	Aa_G119030.h1.t1
OG0008358	XP_002893006.1	Aa_G119100.h1.t1
OG0008359	XP_020867617.1	Aa_G119130.h1.t1
OG0008361	XP_020870012.1	Aa_G493830.h1.t1
OG0008362	XP_020870014.1	Aa_G493820.h1.t1
OG0008363	XP_002893028.1	Aa_G762130.h1.t1
OG0008364	XP_002893040.1	Aa_G407800.h1.t1
OG0008365	XP_002893071.1	Aa_G329250.h1.t1
OG0008366	XP_020866995.1	Aa_G329280.h1.t1
OG0008367	XP_002893077.1	Aa_G329290.h1.t1
OG0008368	XP_002893081.1	Aa_G643700.h1.t1
OG0008369	XP_020870468.1	Aa_G266370.h1.t1
OG0008370	XP_020869122.1	Aa_G436650.h1.t1
OG0008371	XP_020866918.1, XP_002893108.1	Aa_G622570.h1.t1
OG0008372	XP_020869264.1	Aa_G119540.h1.t1
OG0008373	XP_002890407.1	Aa_G546730.h1.t1
OG0008374	XP_020870736.1	Aa_G334130.h1.t1
OG0008375	XP_002890425.1	Aa_G60710.h1.t1
OG0008376	XP_002890437.2	Aa_G331060.h1.t1
OG0008377	XP_020867511.1	Aa_G374420.h1.t1
OG0008378	XP_002893169.1	Aa_G374380.h1.t1
OG0008379	XP_020868554.1	Aa_G86940.h1.t1
OG0008380	XP_020868555.1	Aa_G86930.h1.t1
OG0008381	XP_020868864.1	Aa_G86830.h1.t1
OG0008382	XP_020866889.1	Aa_G454180.h1.t1
OG0008383	XP_002893188.1	Aa_G329450.h1.t1
OG0008384	XP_020869353.1	Aa_G166160.h1.t1
OG0008385	XP_002890509.1	Aa_G292690.h1.t1
OG0008386	XP_020870660.1	Aa_G367180.h1.t1
OG0008387	XP_020878308.1	Aa_G289300.h1.t1
OG0008388	XP_020869677.1	Aa_G367310.h1.t1
OG0008389	XP_020865926.1	Aa_G245810.h1.t1
OG0008390	XP_020891539.1	Aa_G319460.h1.t1
OG0008391	XP_020891622.1	Aa_G297550.h1.t1
OG0008392	XP_002889448.1, XP_020889861.1	Aa_G297630.h1.t1
OG0008393	XP_020889945.1	Aa_G170710.h1.t1
OG0008394	XP_002888823.1	Aa_G56760.h1.t1
OG0008395	XP_020890812.1	Aa_G214090.h1.t1
OG0008396	XP_002888813.1	Aa_G214070.h1.t1
OG0008397	XP_020889607.1	Aa_G342030.h1.t1
OG0008398	XP_002887328.1	Aa_G163350.h1.t1
OG0008399	XP_020891124.1	Aa_G101680.h1.t1
OG0008400	XP_002888770.1	Aa_G521040.h1.t1
OG0008401	XP_020891317.1	Aa_G221970.h1.t1
OG0008402	XP_020890265.1	Aa_G221940.h1.t1
OG0008403	XP_020873787.1	Aa_G332020.h1.t1
OG0008404	XP_020869011.1	Aa_G380470.h1.t1
OG0008405	XP_020867956.1	Aa_G107930.h1.t1
OG0008406	XP_002887922.1	Aa_G324270.h1.t1
OG0008407	XP_002886415.1, XP_002886405.1, XP_020890362.1	Aa_G72490.h1.t1
OG0008408	XP_002886416.1, XP_002886406.2, XP_002886413.2	Aa_G72480.h1.t1
OG0008409	XP_020890359.1, XP_020889810.1	Aa_G72470.h1.t1
OG0008410	XP_002886431.1	Aa_G95410.h1.t1, Aa_G95400.h1.t1
OG0008411	XP_020865808.1	Aa_G274760.h1.t1
OG0008412	XP_002893467.1	Aa_G415700.h1.t1
OG0008413	XP_020889606.1	Aa_G18480.h1.t1
OG0008414	XP_002893527.1	Aa_G472910.h1.t1
OG0008415	XP_002886509.1	Aa_G400850.h1.t1
OG0008416	XP_002886514.1	Aa_G400810.h1.t1
OG0008417	XP_002888075.1	Aa_G149990.h1.t1, Aa_G149960.h1.t1
OG0008418	XP_020890116.1	Aa_G341990.h1.t1
OG0008419	XP_020874195.1	Aa_G111820.h1.t1
OG0008420	XP_002888143.1	Aa_G645840.h1.t1
OG0008421	XP_020891611.1	Aa_G225920.h1.t1
OG0008422	XP_002888199.2	Aa_G282490.h1.t1
OG0008423	XP_002888202.1	Aa_G282520.h1.t1
OG0008424	XP_002888251.1	Aa_G11200.h1.t1, Aa_G348410.h1.t1
OG0008425	XP_002888265.1, XP_002886720.1	Aa_G167210.h1.t1
OG0008426	XP_002894681.1	Aa_G229590.h1.t1
OG0008427	XP_020870039.1	Aa_G233480.h1.t1
OG0008428	XP_002887892.1	Aa_G186250.h1.t1
OG0008429	XP_002887890.1	Aa_G270040.h1.t1
OG0008430	XP_020889977.1	Aa_G488490.h1.t1
OG0008431	XP_020890980.1	Aa_G277390.h1.t1
OG0008432	XP_020865663.1, XP_020891654.1	Aa_G615250.h1.t1
OG0008433	XP_020881089.1	Aa_G160500.h1.t1
OG0008434	XP_020888653.1	Aa_G160430.h1.t1
OG0008435	XP_020866805.1	Aa_G295500.h1.t1
OG0008436	XP_002865152.2	Aa_G523250.h1.t1
OG0008437	XP_002865106.1	Aa_G63440.h1.t1
OG0008438	XP_020871674.1	Aa_G63470.h1.t1
OG0008440	XP_002863568.1	Aa_G480010.h1.t1
OG0008442	XP_020871325.1	Aa_G577840.h1.t1
OG0008443	XP_020876448.1	Aa_G41860.h1.t1
OG0008444	XP_020876407.1	Aa_G631470.h1.t1
OG0008445	XP_002872727.1	Aa_G798900.h1.t1
OG0008446	XP_002874821.1	Aa_G257020.h1.t1
OG0008447	XP_002869406.1	Aa_G301220.h1.t1
OG0008448	XP_020874392.1	Aa_G461410.h1.t1
OG0008449	XP_002870174.1	Aa_G689480.h1.t1
OG0008450	XP_020868362.1	Aa_G57540.h1.t1
OG0008451	XP_020868389.1	Aa_G57580.h1.t1
OG0008452	XP_020868395.1	Aa_G110850.h1.t1
OG0008453	XP_020868767.1	Aa_G161150.h1.t1
OG0008454	XP_002894135.1	Aa_G464600.h1.t1
OG0008455	XP_020866183.1	Aa_G716930.h1.t1
OG0008456	XP_002887567.1	Aa_G477010.h1.t1
OG0008457	XP_002868910.1	Aa_G374900.h1.t1
OG0008458	XP_002868925.2	Aa_G557580.h1.t1
OG0008459	XP_020872223.1	Aa_G437420.h1.t1
OG0008460	XP_002866901.1	Aa_G486240.h1.t1
OG0008461	XP_002866910.1	Aa_G294330.h1.t1
OG0008462	XP_020873029.1	Aa_G237290.h1.t1
OG0008463	XP_020872863.1	Aa_G237370.h1.t1
OG0008464	XP_002866930.1	Aa_G615880.h1.t1
OG0008465	XP_020875498.1	Aa_G95210.h1.t1, Aa_G95200.h1.t1
OG0008466	XP_002868971.1	Aa_G661990.h1.t1
OG0008467	XP_020874972.1	Aa_G661980.h1.t1
OG0008469	XP_020875668.1	Aa_G402110.h1.t1
OG0008470	XP_020874746.1	Aa_G139460.h1.t1
OG0008471	XP_020872237.1	Aa_G214220.h1.t1
OG0008473	XP_020875402.1	Aa_G223170.h1.t1
OG0008474	XP_002867005.1	Aa_G342290.h1.t1
OG0008475	XP_020874307.1	Aa_G179590.h1.t1
OG0008476	XP_020874273.1	Aa_G179400.h1.t1
OG0008477	XP_002869049.1	Aa_G514670.h1.t1
OG0008478	XP_020875052.1	Aa_G157020.h1.t1, Aa_G157010.h1.t1
OG0008479	XP_002869084.1	Aa_G426370.h1.t1, Aa_G396490.h1.t1
OG0008480	XP_002867079.1	Aa_G379300.h1.t1
OG0008481	XP_020873090.1	Aa_G293830.h1.t1
OG0008482	XP_002869094.1	Aa_G548440.h1.t1
OG0008483	XP_020874644.1	Aa_G724130.h1.t1
OG0008484	XP_020872042.1	Aa_G385130.h1.t1
OG0008485	XP_002869137.1	Aa_G547700.h1.t1
OG0008486	XP_002869138.2	Aa_G614640.h1.t1
OG0008487	XP_002869145.1	Aa_G144840.h1.t1
OG0008488	XP_002867126.1	Aa_G737720.h1.t1
OG0008489	XP_002869170.1	Aa_G97330.h1.t1
OG0008490	XP_020872422.1	Aa_G395000.h1.t1
OG0008491	XP_020872421.1	Aa_G395020.h1.t1
OG0008492	XP_020872064.1	Aa_G395030.h1.t1
OG0008493	XP_002867248.1	Aa_G395050.h1.t1
OG0008494	XP_002869265.2	Aa_G9640.h1.t1
OG0008495	XP_020872446.1, XP_020875632.1	Aa_G425190.h1.t1
OG0008496	XP_020875138.1	Aa_G58550.h1.t1
OG0008497	XP_002869223.1	Aa_G432660.h1.t1
OG0008498	XP_002869221.1	Aa_G432610.h1.t1
OG0008499	XP_002869219.1	Aa_G288290.h1.t1
OG0008500	XP_020872153.1	Aa_G328880.h1.t1
OG0008501	XP_020875097.1	Aa_G214580.h1.t1
OG0008502	XP_002867140.1	Aa_G274220.h1.t1
OG0008503	XP_020874466.1	Aa_G274260.h1.t1
OG0008504	XP_002869178.1	Aa_G274290.h1.t1
OG0008505	XP_020873103.1	Aa_G394950.h1.t1
OG0008506	XP_020874315.1	Aa_G394910.h1.t1
OG0008507	XP_020873921.1	Aa_G45780.h1.t1
OG0008508	XP_002867298.1	Aa_G59780.h1.t1
OG0008509	XP_002869327.1	Aa_G59710.h1.t1
OG0008510	XP_002869328.1	Aa_G860280.h1.t1
OG0008511	XP_020874009.1	Aa_G32970.h1.t1
OG0008512	XP_002869343.1	Aa_G33070.h1.t1
OG0008513	XP_002878735.2	Aa_G436810.h1.t1, Aa_G436810.h2.t1, Aa_G436850.h1.t1
OG0008514	XP_020885989.1	Aa_G179120.h1.t1
OG0008515	XP_002883479.1	Aa_G358500.h1.t1
OG0008516	XP_002883484.1	Aa_G199100.h1.t1
OG0008517	XP_020887971.1	Aa_G199090.h1.t1
OG0008518	XP_002885627.1	Aa_G568380.h1.t1
OG0008519	XP_020865945.1	Aa_G187250.h1.t1
OG0008520	XP_002887438.1	Aa_G187130.h1.t1, Aa_G187140.h1.t1
OG0008521	XP_020891596.1	Aa_G187100.h1.t1
OG0008522	XP_020890564.1	Aa_G199250.h1.t1
OG0008523	XP_020889689.1	Aa_G347870.h1.t1
OG0008524	XP_020891695.1	Aa_G347940.h1.t1
OG0008525	XP_002887424.2	Aa_G347950.h1.t1
OG0008526	XP_020889938.1	Aa_G252160.h1.t1, Aa_G252140.h1.t1
OG0008527	XP_020889936.1	Aa_G252130.h1.t1
OG0008528	XP_002888860.1	Aa_G252090.h1.t1, Aa_G46980.h1.t1
OG0008529	XP_020870912.1	Aa_G62610.h1.t1
OG0008530	XP_002893279.1	Aa_G62480.h1.t1
OG0008531	XP_002890583.1	Aa_G62370.h1.t1
OG0008532	XP_002890614.1	Aa_G352740.h1.t1
OG0008533	XP_002890619.1	Aa_G126620.h1.t1
OG0008534	XP_020870377.1	Aa_G617570.h1.t1
OG0008535	XP_020867481.1	Aa_G490150.h1.t1
OG0008536	XP_020868421.1	Aa_G475520.h1.t1
OG0008537	XP_020873353.1	Aa_G367130.h1.t1
OG0008538	XP_020879250.1	Aa_G46540.h1.t1
OG0008540	XP_002872881.1	Aa_G46810.h1.t1
OG0008541	XP_002874970.2	Aa_G46860.h1.t1, Aa_G347350.h1.t1, Aa_G443950.h1.t1
OG0008542	XP_002872885.1	Aa_G347390.h1.t1
OG0008543	XP_020878933.1	Aa_G53150.h1.t1
OG0008544	XP_020876522.1	Aa_G67840.h1.t1
OG0008545	XP_020877995.1	Aa_G67880.h1.t1
OG0008546	XP_020877996.1	Aa_G67900.h1.t1
OG0008547	XP_002874990.1	Aa_G356870.h1.t1
OG0008548	XP_020878513.1	Aa_G724620.h1.t1
OG0008549	XP_002872940.1	Aa_G425560.h1.t1
OG0008550	XP_020878881.1	Aa_G299860.h2.t1, Aa_G299860.h1.t1
OG0008551	XP_020873293.1	Aa_G69780.h1.t1
OG0008552	XP_002878531.1	Aa_G36610.h1.t1
OG0008553	XP_002893445.1	Aa_G61670.h1.t1
OG0008554	XP_020866582.1	Aa_G442200.h1.t1
OG0008555	XP_020868418.1	Aa_G596310.h1.t1
OG0008556	XP_002890682.1	Aa_G587350.h1.t1
OG0008557	XP_002890680.1	Aa_G587360.h1.t1
OG0008558	XP_020873715.1	Aa_G227920.h1.t1
OG0008559	XP_020873520.1	Aa_G234070.h1.t1
OG0008560	XP_020872191.1	Aa_G183300.h1.t1
OG0008561	XP_020874358.1	Aa_G107220.h1.t1
OG0008563	XP_002867493.1	Aa_G141560.h1.t1
OG0008564	XP_020872218.1	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1
OG0008565	XP_002869530.1	Aa_G1820.h1.t1
OG0008566	XP_020870509.1	Aa_G469130.h1.t1
OG0008567	XP_020873015.1	Aa_G391300.h1.t1
OG0008568	XP_020872772.1	Aa_G200880.h1.t1
OG0008569	XP_002867471.1	Aa_G232890.h1.t1
OG0008570	XP_020872771.1	Aa_G231300.h1.t1
OG0008571	XP_002867454.1	Aa_G44430.h1.t1
OG0008572	XP_002892335.1	Aa_G22920.h1.t1
OG0008573	XP_020868472.1	Aa_G457670.h1.t1, Aa_G91510.h1.t1
OG0008574	XP_020866299.1	Aa_G284070.h1.t1
OG0008575	XP_020870851.1	Aa_G562120.h1.t1
OG0008576	XP_002890651.1	Aa_G617620.h1.t1
OG0008577	XP_020868537.1	Aa_G442260.h1.t1
OG0008580	XP_020870624.1	Aa_G494400.h1.t1, Aa_G127730.h1.t1
OG0008581	XP_002893981.1	Aa_G382660.h1.t1
OG0008582	XP_002891288.1	Aa_G273870.h1.t1, Aa_G184270.h1.t1
OG0008583	XP_020889446.1	Aa_G317680.h1.t1
OG0008584	XP_020890267.1	Aa_G234480.h1.t1
OG0008586	XP_020889793.1	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1
OG0008587	XP_020890576.1	Aa_G305310.h1.t1
OG0008590	XP_002882426.1	Aa_G134150.h1.t1
OG0008592	XP_020888832.1	Aa_G327400.h1.t1
OG0008594	XP_020886845.1	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1
OG0008596	XP_002878572.2	Aa_G279310.h1.t1
OG0008599	XP_002878634.1	Aa_G375070.h1.t1
OG0008600	XP_002878680.1	Aa_G253050.h1.t1
OG0008601	XP_002880550.1	Aa_G162600.h1.t1
OG0008602	XP_002880568.1	Aa_G271140.h1.t1
OG0008603	XP_002880699.1	Aa_G35780.h1.t1
OG0008605	XP_002879483.1	Aa_G657420.h1.t1
OG0008606	XP_002875078.1, XP_002875080.1	Aa_G509960.h1.t1
OG0008607	XP_002875353.1	Aa_G120880.h1.t1
OG0008609	XP_020881405.1	Aa_G514460.h1.t1
OG0008611	XP_020877066.1	Aa_G354650.h1.t1
OG0008612	XP_002871745.1	Aa_G162180.h1.t1, Aa_G461550.h1.t1
OG0008615	XP_020877701.1	Aa_G742240.h1.t1, Aa_G225530.h1.t1
OG0008616	XP_020872697.1	Aa_G404970.h1.t1
OG0008617	XP_020873390.1	Aa_G387280.h1.t1
OG0008618	XP_002867675.2	Aa_G92290.h1.t1
OG0008619	XP_002867678.2	Aa_G68700.h1.t1
OG0008621	XP_020875785.1	Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1
OG0008622	XP_020871625.1	Aa_G32630.h1.t1
OG0008623	XP_002865640.1, XP_002865639.1	Aa_G28540.h1.t1
OG0008625	XP_002863043.1, XP_002865653.1	Aa_G28480.h1.t1
OG0008626	XP_002863930.1	Aa_G540540.h1.t1
OG0008628	XP_002865818.1	Aa_G313110.h1.t1
OG0008629	XP_002865972.1	Aa_G134160.h1.t1
OG0008630	XP_020871302.1	Aa_G669050.h1.t1
OG0008631	XP_020889033.1	Aa_G210760.h1.t1
OG0008649	XP_020872141.1	Aa_G158870.h1.t1
OG0008650	XP_002867348.1	Aa_G646070.h1.t1
OG0008651	XP_020873321.1	Aa_G360280.h1.t1
OG0008652	XP_020873848.1	Aa_G171510.h1.t1
OG0008653	XP_020880069.1	Aa_G656930.h1.t1
OG0008654	XP_020879898.1	Aa_G500670.h1.t1
OG0008655	XP_002875913.1	Aa_G737480.h1.t1
OG0008656	XP_020880939.1	Aa_G522990.h1.t1
OG0008657	XP_020866019.1	Aa_G226570.h1.t1
OG0008658	XP_020880376.1	Aa_G197630.h1.t1
OG0008659	XP_020880972.1	Aa_G420590.h1.t1
OG0008660	XP_020880362.1	Aa_G710670.h1.t1
OG0008661	XP_020880357.1	Aa_G343900.h1.t1
OG0008662	XP_020879975.1	Aa_G623660.h1.t1
OG0008663	XP_020880417.1	Aa_G312300.h1.t1
OG0008664	XP_020868269.1, XP_020874699.1	Aa_G245090.h1.t1
OG0008665	XP_002871802.1	Aa_G396210.h1.t1
OG0008666	XP_002873859.1	Aa_G106460.h1.t1
OG0008667	XP_020877815.1	Aa_G106470.h1.t1
OG0008668	XP_020877774.1	Aa_G325620.h1.t1
OG0008670	XP_002873820.2	Aa_G523380.h1.t1
OG0008671	XP_020876704.1	Aa_G79050.h1.t1
OG0008672	XP_002873790.1	Aa_G79080.h1.t1
OG0008673	XP_020879457.1	Aa_G79130.h1.t1
OG0008674	XP_002871730.1	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1
OG0008675	XP_020878203.1	Aa_G447900.h1.t1
OG0008676	XP_002871727.1	Aa_G489990.h1.t1
OG0008677	XP_002873779.1	Aa_G157980.h1.t1
OG0008678	XP_020878119.1	Aa_G96770.h1.t1
OG0008679	XP_002880124.1	Aa_G265180.h1.t1
OG0008680	XP_002873764.1	Aa_G96870.h1.t1
OG0008681	XP_002871705.1	Aa_G59240.h1.t1
OG0008682	XP_020878435.1	Aa_G59280.h1.t1
OG0008683	XP_020876596.1	Aa_G56490.h1.t1
OG0008684	XP_002873743.1	Aa_G383470.h1.t1
OG0008685	XP_020876602.1	Aa_G383490.h1.t1
OG0008686	XP_020876595.1	Aa_G383500.h1.t1
OG0008687	XP_020887231.1	Aa_G116370.h1.t1
OG0008688	XP_002871676.1	Aa_G421110.h1.t1
OG0008689	XP_020876608.1	Aa_G421080.h1.t1
OG0008691	XP_020876815.1	Aa_G321060.h1.t1
OG0008692	XP_020884312.1	Aa_G148580.h1.t1
OG0008693	XP_020878505.1	Aa_G499790.h1.t1, Aa_G843420.h1.t1, Aa_G843420.h2.t1
OG0008694	XP_002892248.1	Aa_G54570.h1.t1
OG0008695	XP_020891582.1, XP_002885089.1	Aa_G471370.h1.t1
OG0008696	XP_020876217.1	Aa_G72740.h1.t1
OG0008697	XP_002873654.1	Aa_G72810.h1.t1
OG0008698	XP_002873637.1	Aa_G290000.h1.t1
OG0008700	XP_002864396.1	Aa_G48380.h1.t1, Aa_G48390.h1.t1
OG0008701	XP_002873622.2	Aa_G209450.h1.t1
OG0008702	XP_002873618.1	Aa_G388300.h1.t1
OG0008703	XP_002873608.1	Aa_G19600.h1.t1
OG0008704	XP_002871558.1	Aa_G19530.h1.t1
OG0008705	XP_002873601.1	Aa_G385380.h1.t1
OG0008706	XP_002873600.1	Aa_G385370.h1.t1
OG0008707	XP_002871546.1	Aa_G385330.h1.t1
OG0008708	XP_020878896.1	Aa_G385300.h1.t1
OG0008711	XP_020879381.1	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0008712	XP_020875810.1	Aa_G138200.h1.t1
OG0008713	XP_002871522.1	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1
OG0008714	XP_002871521.1	Aa_G256670.h1.t1
OG0008715	XP_002873554.1	Aa_G256580.h1.t1
OG0008716	XP_002873542.1	Aa_G215880.h1.t1
OG0008717	XP_002873540.1	Aa_G215850.h1.t1
OG0008718	XP_002873537.1	Aa_G279030.h1.t1
OG0008719	XP_002871504.1	Aa_G279020.h1.t1
OG0008720	XP_002873534.1	Aa_G278960.h1.t1
OG0008721	XP_020876531.1	Aa_G116900.h1.t1
OG0008722	XP_020876789.1	Aa_G158490.h1.t1
OG0008723	XP_002864376.1	Aa_G441940.h1.t1
OG0008724	XP_002871458.2	Aa_G84680.h1.t1
OG0008725	XP_002873490.1	Aa_G486110.h1.t1
OG0008726	XP_002871447.1	Aa_G486100.h1.t1
OG0008727	XP_002873472.1	Aa_G168600.h1.t1
OG0008728	XP_020876731.1	Aa_G168500.h1.t1
OG0008729	XP_002873461.1	Aa_G98230.h1.t1
OG0008730	XP_020879428.1, XP_002873442.1	Aa_G356480.h1.t1
OG0008731	XP_020879331.1	Aa_G196010.h1.t1
OG0008732	XP_002873428.1	Aa_G152750.h1.t1
OG0008733	XP_020877966.1	Aa_G516730.h1.t1
OG0008734	XP_020877302.1	Aa_G130530.h1.t1
OG0008735	XP_002873393.1	Aa_G130500.h2.t1, Aa_G130500.h1.t1
OG0008736	XP_002873388.1	Aa_G130420.h1.t1
OG0008737	XP_002873373.1	Aa_G210880.h1.t1
OG0008738	XP_020877988.1	Aa_G210850.h1.t1
OG0008739	XP_002875469.1	Aa_G142430.h1.t1
OG0008740	XP_002863001.2, XP_002865789.1	Aa_G125940.h1.t1
OG0008741	XP_020878144.1	Aa_G210680.h1.t1
OG0008742	XP_002873348.1	Aa_G319270.h1.t1
OG0008743	XP_020878887.1	Aa_G392820.h1.t1
OG0008744	XP_002873333.1	Aa_G587760.h1.t1
OG0008745	XP_020876613.1	Aa_G611230.h1.t1
OG0008746	XP_020878020.1	Aa_G76460.h1.t1
OG0008747	XP_002871278.1	Aa_G471580.h1.t1
OG0008748	XP_002874894.1	Aa_G188900.h1.t1
OG0008749	XP_020878327.1	Aa_G188920.h1.t1
OG0008750	XP_020876403.1	Aa_G189240.h1.t1
OG0008751	XP_020876435.1	Aa_G187620.h1.t1, Aa_G189250.h1.t1
OG0008752	XP_020876463.1	Aa_G187770.h1.t1
OG0008753	XP_020873684.1	Aa_G353730.h1.t1
OG0008754	XP_002865836.1	Aa_G577690.h1.t1
OG0008755	XP_002867637.1	Aa_G130080.h1.t1
OG0008756	XP_020873506.1	Aa_G130090.h1.t1
OG0008757	XP_020876837.1	Aa_G67750.h1.t1
OG0008758	XP_020883867.1	Aa_G205310.h1.t1
OG0008759	XP_002880817.1	Aa_G1660.h1.t1
OG0008760	XP_020884402.1	Aa_G3080.h1.t1
OG0008762	XP_020884278.1	Aa_G529630.h1.t1
OG0008763	XP_002880901.1	Aa_G342500.h1.t1
OG0008764	XP_020884552.1	Aa_G180190.h1.t1
OG0008765	XP_002880911.1	Aa_G55720.h1.t1
OG0008766	XP_020882519.1, XP_020885676.1	Aa_G393060.h1.t1
OG0008768	XP_002880971.1	Aa_G210650.h1.t1
OG0008770	XP_020883785.1	Aa_G371190.h1.t1, Aa_G614940.h1.t1
OG0008771	XP_002880962.1	Aa_G434840.h1.t1
OG0008772	XP_020883782.1	Aa_G504390.h1.t1
OG0008773	XP_002879115.1	Aa_G326580.h1.t1
OG0008774	XP_020883803.1	Aa_G207680.h1.t1
OG0008775	XP_002880951.1	Aa_G568670.h1.t1
OG0008776	XP_020884453.1	Aa_G18150.h1.t1
OG0008777	XP_002879096.1	Aa_G18190.h1.t1
OG0008778	XP_002879168.1	Aa_G60070.h1.t1
OG0008779	XP_002880999.1	Aa_G627890.h1.t1
OG0008780	XP_002881008.1	Aa_G324760.h1.t1
OG0008781	XP_020885214.1	Aa_G832170.h1.t1
OG0008782	XP_002881010.1	Aa_G707890.h1.t1
OG0008783	XP_020884412.1	Aa_G460140.h1.t1
OG0008784	XP_020885054.1	Aa_G243140.h1.t1
OG0008785	XP_002881024.1	Aa_G412140.h1.t1
OG0008786	XP_020882830.1	Aa_G763050.h1.t1
OG0008787	XP_020883963.1	Aa_G541560.h1.t1
OG0008788	XP_020887023.1, XP_002879214.1	Aa_G465370.h1.t1
OG0008789	XP_002879243.1	Aa_G85620.h1.t1
OG0008790	XP_020884160.1	Aa_G135350.h1.t1
OG0008791	XP_020884926.1	Aa_G597530.h1.t1
OG0008793	XP_002881097.1	Aa_G35360.h1.t1
OG0008794	XP_002879262.1	Aa_G249090.h1.t1
OG0008795	XP_020883063.1	Aa_G159340.h1.t1
OG0008796	XP_002879266.1	Aa_G159360.h1.t1
OG0008797	XP_002881127.1	Aa_G365420.h1.t1
OG0008799	XP_020884372.1	Aa_G589110.h1.t1
OG0008800	XP_002881157.1	Aa_G589100.h1.t1
OG0008801	XP_020884176.1	Aa_G359460.h1.t1
OG0008802	XP_020884051.1	Aa_G343110.h1.t1
OG0008803	XP_020883393.1	Aa_G343080.h1.t1
OG0008804	XP_020883545.1	Aa_G167510.h1.t1
OG0008805	XP_002881174.1	Aa_G167460.h1.t1
OG0008806	XP_020884636.1	Aa_G445710.h1.t1
OG0008807	XP_020882667.1	Aa_G154800.h1.t1
OG0008809	XP_020873522.1, XP_002879365.2	Aa_G346370.h1.t1
OG0008810	XP_002881230.1	Aa_G117140.h1.t1
OG0008811	XP_002879382.1	Aa_G243720.h1.t1
OG0008812	XP_002863185.1	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1
OG0008813	XP_020884720.1	Aa_G183770.h1.t1
OG0008814	XP_002881245.2	Aa_G183710.h1.t1
OG0008815	XP_020886883.1, XP_020885627.1	Aa_G183620.h1.t1
OG0008817	XP_020884400.1	Aa_G208750.h1.t1
OG0008818	XP_002881275.1	Aa_G208740.h1.t1
OG0008819	XP_020882947.1	Aa_G208710.h1.t1
OG0008820	XP_002879448.1	Aa_G208660.h1.t1
OG0008821	XP_020884674.1	Aa_G208550.h1.t1
OG0008824	XP_002863061.1, XP_020871039.1	Aa_G316920.h1.t1
OG0008825	XP_020871619.1	Aa_G756680.h1.t1
OG0008826	XP_002863628.1	Aa_G756660.h1.t1
OG0008827	XP_002869714.1	Aa_G215260.h1.t1
OG0008828	XP_020871649.1	Aa_G215380.h1.t1
