Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0006342	XP_002871207.1	XP_006286812.1
OG0006343	XP_020882487.1	XP_006293209.1
OG0006344	XP_002871158.1	XP_006288690.1
OG0006345	XP_020876046.1	XP_006282317.2, XP_023636136.1, XP_006289188.1
OG0006346	XP_020875986.1	XP_006287700.1
OG0006347	XP_020876025.1	XP_006288507.1
OG0006348	XP_002871124.1	XP_006289521.1
OG0006349	XP_020875998.1	XP_006288003.1
OG0006350	XP_020875935.1	XP_006287219.1
OG0006351	XP_020878726.1	XP_006287689.1
OG0006352	XP_002871098.1	XP_006289714.1
OG0006353	XP_002871097.1	XP_006288296.1
OG0006354	XP_020876997.1	XP_023635793.1
OG0006355	XP_020876151.1	XP_023637328.1
OG0006356	XP_002873122.1	XP_006288128.1
OG0006357	XP_002873088.1	XP_023636757.1
OG0006358	XP_002873081.1	XP_023637196.1
OG0006359	XP_002871015.1	XP_006287530.1
OG0006360	XP_002873073.1	XP_006288868.1
OG0006361	XP_002873071.1	XP_006288928.1
OG0006362	XP_020877236.1	XP_023635967.1
OG0006363	XP_020876812.1	XP_006289880.1
OG0006364	XP_020879080.1	XP_006287887.1
OG0006365	XP_020879310.1	XP_006288373.1
OG0006366	XP_002870967.1	XP_006288865.1
OG0006367	XP_020878474.1	XP_006288471.1
OG0006368	XP_020882262.1	XP_006292759.2
OG0006369	XP_002865617.1	XP_006280811.1
OG0006370	XP_020875851.1	XP_006288194.1
OG0006371	XP_020889005.1	XP_006299498.2
OG0006372	XP_020872092.1	XP_006283370.2
OG0006373	XP_020866955.1	XP_006303727.1
OG0006374	XP_020873124.1	XP_006301132.2
OG0006375	XP_020889741.1	XP_023644377.1
OG0006376	XP_020890381.1, XP_002878916.1	XP_006302184.1
OG0006377	XP_020891056.1	XP_006302811.1
OG0006378	XP_002889257.1	XP_006301913.1
OG0006379	XP_020890244.1	XP_006302952.2
OG0006380	XP_020890242.1	XP_006300360.1
OG0006381	XP_002889193.1	XP_006302765.2
OG0006382	XP_020891132.1	XP_006303023.1
OG0006383	XP_020889781.1	XP_006301657.2
OG0006384	XP_020891394.1	XP_023643958.1
OG0006385	XP_020890503.1	XP_006302591.1
OG0006386	XP_020874662.1	XP_023633852.1, XP_006283229.1
OG0006387	XP_002889111.1	XP_006303082.1
OG0006388	XP_002889107.1	XP_006300884.2
OG0006389	XP_002889081.1	XP_006301620.1
OG0006390	XP_020891402.1	XP_023643459.1
OG0006391	XP_002887608.1	XP_023643874.1
OG0006392	XP_020889679.1	XP_006303028.1
OG0006393	XP_020890670.1	XP_006302653.1
OG0006394	XP_002887580.1	XP_006302600.1
OG0006396	XP_002886111.1	XP_006298842.1
OG0006397	XP_020887859.1	XP_006300131.1
OG0006398	XP_020881943.1	XP_006291343.1
OG0006399	XP_002875996.1	XP_006292132.1
OG0006400	XP_002864345.1	XP_006281245.1
OG0006401	XP_020880468.1	XP_006292030.1
OG0006402	XP_002884588.1	XP_006297962.1
OG0006403	XP_020867800.1	XP_006307696.2
OG0006404	XP_002894529.2	XP_023645891.1
OG0006405	XP_002894528.1	XP_006303750.1
OG0006406	XP_020869477.1	XP_006303152.1
OG0006407	XP_002875228.2, XP_002883668.2	XP_023639026.1
OG0006408	XP_020870713.1	XP_023645252.1
OG0006409	XP_020867643.1	XP_006303224.1
OG0006410	XP_002894480.1	XP_006305462.1
OG0006411	XP_002891791.1	XP_006305783.1
OG0006412	XP_020870592.1	XP_006305008.1
OG0006413	XP_020868069.1	XP_006304029.1
OG0006414	XP_020867190.1	XP_006304058.1
OG0006415	XP_002891726.1	XP_006305531.1
OG0006416	XP_020867137.1	XP_006303921.1
OG0006417	XP_002881420.1	XP_023639678.1
OG0006418	XP_002879590.1, XP_002862872.1	XP_006296415.1
OG0006419	XP_020866450.1, XP_002890645.1	XP_006304770.1
OG0006420	XP_020875478.1	XP_023635313.1
OG0006421	XP_002875659.1	XP_006292677.1
OG0006422	XP_020881497.1	XP_006290866.1
OG0006423	XP_020882258.1	XP_006291277.1
OG0006424	XP_002870404.1	XP_023634586.1
OG0006425	XP_020871235.1, XP_020872136.1	XP_006280593.1
OG0006426	XP_020871763.1	XP_006280571.2
OG0006427	XP_020871826.1	XP_023634777.1
OG0006428	XP_020882581.1, XP_020871330.1	XP_023639271.1
OG0006429	XP_002863155.1	XP_006283586.1
OG0006430	XP_002863138.1	XP_006286186.1
OG0006431	XP_020876564.1	XP_006285346.1
OG0006432	XP_020875522.1, XP_020882301.1	XP_023635135.1, XP_023634252.1
OG0006433	XP_002868313.1	XP_006284562.1
OG0006434	XP_020873064.1	XP_006283992.1
OG0006435	XP_020889773.1	XP_006302263.1
OG0006436	XP_020874786.1	XP_006285697.1
OG0006437	XP_020872794.1	XP_006283360.1
OG0006438	XP_002870223.2	XP_023635119.1
OG0006439	XP_002870210.1	XP_006282934.1
OG0006440	XP_020874335.1	XP_006284766.1
OG0006441	XP_020891519.1	XP_006302100.1
OG0006442	XP_020865615.1	XP_006302743.2
OG0006443	XP_002888931.1	XP_023643108.1, XP_023643105.1, XP_006303119.2, XP_006290234.2, XP_006302888.1
OG0006444	XP_002888930.1	XP_006301106.1, XP_023644026.1
OG0006445	XP_002888943.1	XP_006302057.1
OG0006446	XP_020891780.1	XP_006300512.1
OG0006447	XP_002887514.1	XP_023643329.1
OG0006448	XP_020865790.1	XP_006302961.1
OG0006449	XP_020891183.1	XP_006302806.1
OG0006450	XP_020889960.1	XP_023642846.1
OG0006451	XP_002888991.1	XP_023643684.1
OG0006452	XP_020891423.1	XP_006302562.2
OG0006453	XP_002888678.1	XP_023644109.1
OG0006454	XP_020889923.1	XP_006302433.2
OG0006455	XP_020865847.1	XP_006303022.1
OG0006456	XP_020874387.1	XP_006282920.1
OG0006457	XP_002869483.1	XP_006285981.1
OG0006458	XP_020873897.1	XP_023634851.1
OG0006459	XP_002867435.1	XP_023634890.1
OG0006460	XP_020874520.1	XP_006283796.1
OG0006461	XP_002869446.1	XP_023635395.1
OG0006462	XP_002886373.1	XP_006302770.1
OG0006463	XP_020879409.1	XP_023639779.1
OG0006464	XP_020880293.1	XP_006291111.1
OG0006465	XP_020882183.1	XP_006291690.1
OG0006466	XP_002875539.1	XP_006291358.1
OG0006467	XP_002875462.1	XP_006291020.1
OG0006468	XP_002875629.1	XP_006290429.1
OG0006469	XP_020884295.1	XP_006296560.2, XP_006293545.2
OG0006470	XP_020881130.1	XP_006290840.2
OG0006471	XP_020881534.1	XP_023638765.1
OG0006472	XP_020881963.1	XP_006291590.1
OG0006473	XP_020879644.1	XP_006291939.1
OG0006474	XP_020880796.1	XP_006291586.1
OG0006475	XP_020881157.1	XP_023638112.1
OG0006476	XP_020881155.1	XP_006292610.1
OG0006477	XP_020880977.1	XP_006290883.1
OG0006478	XP_020873739.1	XP_006282893.1
OG0006479	XP_002875287.1	XP_006291003.1
OG0006480	XP_020880976.1	XP_006290541.1
OG0006481	XP_002875266.2	XP_006290275.2
OG0006482	XP_020875235.1	XP_023644301.1
OG0006484	XP_020865971.1	XP_006300337.1
OG0006485	XP_020891323.1	XP_006302342.1
OG0006486	XP_002888720.1	XP_006302617.2
OG0006487	XP_002887232.1	XP_023644088.1
OG0006488	XP_020887467.1	XP_006279925.1
OG0006489	XP_002865219.1	XP_006279569.1
OG0006490	XP_020871944.1	XP_006281156.2
OG0006491	XP_002889386.1	XP_006305480.1
OG0006492	XP_020871593.1	XP_006280793.2
OG0006493	XP_020866741.1	XP_006303310.1
OG0006494	XP_020866708.1	XP_006306999.1
OG0006495	XP_002894222.1	XP_006305474.2
OG0006496	XP_002894227.1	XP_006305613.1
OG0006497	XP_020869935.1	XP_006307314.1
OG0006498	XP_020871701.1, XP_020885934.1	XP_006280002.1
OG0006499	XP_002874949.2, XP_020868774.1	XP_006307147.1
OG0006500	XP_002891647.1	XP_006304879.1
OG0006501	XP_002894368.2	XP_006303216.2
OG0006502	XP_002891695.1	XP_006307544.1
OG0006503	XP_002864352.1	XP_006281165.1
OG0006505	XP_020882793.1	XP_023639844.1
OG0006506	XP_002881344.2	XP_006296464.1
OG0006507	XP_020871737.1, XP_020885052.1	XP_006296047.1
OG0006508	XP_002879516.2	XP_006293953.1
OG0006509	XP_020885623.1	XP_023640216.1
OG0006510	XP_020883102.1	XP_006294812.1
OG0006511	XP_020883916.1	XP_006293822.1
OG0006512	XP_020883501.1, XP_020883711.1	XP_006296076.2
OG0006513	XP_020883729.1	XP_006295018.1
OG0006514	XP_002879008.1	XP_023639812.1
OG0006516	XP_020889255.1	XP_006286029.1
OG0006517	XP_002869995.1	XP_006284627.1
OG0006518	XP_020874457.1	XP_023634413.1
OG0006519	XP_002867953.1	XP_006282955.1
OG0006520	XP_020875075.1	XP_006283967.1
OG0006521	XP_002867978.1	XP_006283762.1
OG0006522	XP_002867993.1	XP_006284515.1
OG0006523	XP_002877163.1	XP_006291449.1
OG0006524	XP_020873920.1	XP_006283886.1
OG0006525	XP_020874375.1	XP_023640304.1, XP_023635671.1
OG0006526	XP_002870067.1	XP_006283544.2
OG0006527	XP_002868018.1	XP_006286242.1
OG0006528	XP_002868029.1	XP_006285789.1
OG0006529	XP_020875001.1	XP_006283833.1
OG0006530	XP_002868047.1	XP_006284649.1
OG0006531	XP_002868061.1	XP_006282773.1
OG0006532	XP_020873210.1	XP_006283515.1
OG0006533	XP_020872312.1	XP_006285627.1
OG0006534	XP_002876066.1	XP_006291335.1
OG0006535	XP_002877783.1	XP_006291410.2
OG0006536	XP_002876054.1	XP_006291031.1
OG0006537	XP_002876050.1	XP_006291611.1
OG0006538	XP_020880699.1	XP_006293003.1
OG0006539	XP_002867698.1	XP_006282914.1
OG0006540	XP_020873674.1	XP_006284386.1
OG0006541	XP_002865917.1	XP_023638562.1
OG0006542	XP_002864082.1	XP_006280561.1
OG0006543	XP_002864095.1	XP_006280181.2
OG0006544	XP_002864098.1	XP_006279785.2
OG0006545	XP_020886994.1	XP_006297461.1
OG0006546	XP_002885951.1	XP_006296617.2
OG0006547	XP_020888694.1	XP_006298230.1
OG0006548	XP_002886204.1	XP_006304833.1, XP_006305873.1
OG0006549	XP_002884040.1	XP_006298034.1
OG0006550	XP_002869745.1	XP_006282537.1
OG0006551	XP_002867682.1	XP_006284643.1
OG0006552	XP_020873481.1	XP_006283738.1
OG0006553	XP_002869766.1	XP_023634262.1
OG0006554	XP_020873604.1	XP_023634502.1
OG0006555	XP_002869810.1	XP_006284014.1
OG0006556	XP_020873672.1	XP_006284312.1
OG0006557	XP_020873494.1	XP_023634828.1
OG0006558	XP_020873490.1	XP_006283721.1
OG0006559	XP_002894658.1	XP_006302926.1
OG0006560	XP_020889815.1, XP_020889812.1	XP_006302039.1
OG0006561	XP_002869939.1	XP_006283377.1
OG0006562	XP_002884853.1	XP_023642148.1
OG0006563	XP_020873941.1	XP_023633787.1
OG0006564	XP_002869913.2	XP_006285638.1
OG0006565	XP_020883618.1	XP_006294326.1
OG0006566	XP_020873937.1	XP_006283242.1
OG0006567	XP_020875375.1	XP_006282720.1
OG0006568	XP_020873263.1	XP_023634853.1
OG0006569	XP_020873789.1	XP_006284699.1
OG0006570	XP_002869876.1	XP_006286024.1
OG0006571	XP_020873792.1, XP_002869867.1	XP_006284671.1
OG0006572	XP_002867819.1	XP_006284735.1
OG0006573	XP_020874011.1	XP_006285946.1
OG0006574	XP_020874978.1	XP_023635242.1
OG0006575	XP_020873998.1	XP_023635201.1
OG0006576	XP_002870142.1	XP_006283956.1
OG0006577	XP_002870131.1	XP_006282944.1
OG0006578	XP_002868090.1	XP_006284415.1
OG0006579	XP_020867707.1	XP_006280199.1
OG0006580	XP_020877538.1	XP_006281247.1
OG0006581	XP_020872027.1	XP_023642785.1
OG0006582	XP_002878518.1	XP_023637774.1
OG0006583	XP_002878502.1	XP_023639073.1
OG0006584	XP_002878486.1	XP_006291197.1
OG0006585	XP_002878470.1	XP_023638977.1
OG0006586	XP_002876654.2	XP_006290277.1
OG0006587	XP_020880831.1	XP_006291541.1
OG0006588	XP_020880818.1	XP_006297440.1, XP_006293127.1
OG0006589	XP_020880806.1	XP_006290506.1
OG0006590	XP_002876606.1	XP_006291217.1
OG0006591	XP_002876601.1	XP_006292176.1
OG0006592	XP_020880325.1	XP_006290379.1
OG0006593	XP_020882453.1	XP_006291587.2
OG0006594	XP_020870282.1	XP_006280751.1
OG0006595	XP_020880942.1	XP_023637741.1
OG0006596	XP_002878236.1	XP_023638479.1
OG0006597	XP_020880562.1	XP_006292621.1
OG0006598	XP_020880600.1	XP_006291768.1
OG0006599	XP_002865825.1	XP_006281366.2
OG0006600	XP_002878162.1	XP_006292876.1
OG0006601	XP_020879643.1	XP_006292867.1
OG0006602	XP_002878144.1	XP_006291150.1
OG0006603	XP_002878113.1	XP_023638030.1
OG0006604	XP_020881352.1	XP_006292006.1
OG0006605	XP_020880893.1	XP_006292721.1
OG0006606	XP_002876346.1	XP_006291873.1
OG0006607	XP_002876341.1	XP_006292054.1
OG0006608	XP_002876305.1	XP_006291982.1
OG0006609	XP_002876302.1	XP_006291722.1
OG0006610	XP_020882281.1	XP_006293038.1
OG0006611	XP_002878004.1	XP_006291772.1
OG0006612	XP_020880472.1	XP_006292193.1
OG0006613	XP_020882069.1	XP_006291884.1
OG0006614	XP_020881373.1	XP_006290564.1
OG0006615	XP_020884353.1	XP_023645121.1
OG0006616	XP_002864273.1	XP_006280286.1
OG0006617	XP_002865988.1	XP_006282207.1
OG0006618	XP_002868157.1	XP_006284818.1
OG0006619	XP_002883543.1	XP_006297130.2
OG0006620	XP_002885644.1	XP_006298308.1
OG0006621	XP_002888583.1	XP_023644287.1
OG0006622	XP_002887146.1	XP_006301511.1
OG0006623	XP_020891080.1	XP_006300986.1
OG0006624	XP_002887165.2	XP_006302734.2
OG0006625	XP_002887176.1	XP_006301020.1
OG0006626	XP_020871714.1	XP_023633465.1
OG0006627	XP_020886105.1	XP_006296673.2, XP_006299700.2
OG0006628	XP_002884131.1	XP_006298651.1
OG0006629	XP_020889069.1	XP_006298862.1
OG0006630	XP_002884178.1	XP_006296658.1
OG0006631	XP_020886959.1	XP_023641516.1
OG0006632	XP_002875094.1	XP_006293073.1
OG0006633	XP_020888403.1	XP_006299296.1
OG0006634	XP_002884295.1	XP_006298678.1
OG0006635	XP_002883983.1	XP_006298321.1
OG0006636	XP_002883982.1	XP_006298182.1
OG0006637	XP_020889360.1	XP_006299675.1
OG0006638	XP_020883959.1	XP_023640053.1
OG0006639	XP_002879871.1	XP_006293896.1
OG0006640	XP_020885488.1	XP_023640863.1
OG0006641	XP_002881704.1	XP_006294294.1
OG0006642	XP_002879855.1, XP_002862876.2	XP_006294672.2
OG0006643	XP_020884758.1	XP_006293879.1
OG0006644	XP_020884620.1	XP_006293855.1
OG0006645	XP_020883522.1	XP_006293994.1
OG0006646	XP_002879815.1	XP_006294342.1
OG0006647	XP_002881666.1	XP_006293498.1
OG0006648	XP_020868458.1	XP_006307351.1
OG0006649	XP_002879759.1	XP_006293474.1
OG0006650	XP_020882924.1	XP_023640082.1
OG0006651	XP_002879748.2	XP_006293466.1
OG0006652	XP_020882751.1	XP_023640810.1
OG0006653	XP_002879739.1	XP_006296155.1
OG0006654	XP_020883343.1	XP_006295634.1
OG0006655	XP_020883765.1, XP_002862263.1	XP_006294411.2
OG0006656	XP_020879692.1	XP_006292928.1
OG0006657	XP_020883876.1	XP_006293379.1
OG0006658	XP_020884788.1	XP_006296084.1
OG0006659	XP_002881554.1	XP_023640561.1
OG0006660	XP_002881514.1	XP_006294503.2
OG0006661	XP_020882802.1	XP_006294104.1
OG0006662	XP_002881531.2, XP_020882818.1	XP_006294615.1
OG0006663	XP_002879629.2	XP_006294706.1
OG0006664	XP_020877718.1	XP_006288514.1
OG0006665	XP_002874807.1	XP_006290012.1
OG0006666	XP_002874728.1, XP_002874727.1	XP_023636522.1
OG0006667	XP_002874726.1	XP_006287702.1
OG0006668	XP_002871869.1	XP_006287742.1
OG0006669	XP_002880370.1	XP_006294649.1
OG0006670	XP_002878546.2	XP_006293930.1
OG0006671	XP_020884489.1	XP_023640012.1
OG0006672	XP_020883541.1	XP_006294013.1
OG0006673	XP_020883231.1	XP_006295285.1
OG0006674	XP_002878602.1	XP_006293421.1
OG0006675	XP_020882836.1	XP_006294399.1
OG0006676	XP_002880747.1	XP_023639554.1
OG0006677	XP_002878803.1	XP_006293906.2
OG0006678	XP_002869612.1	XP_006284348.1
OG0006679	XP_002867655.1	XP_006283347.1
OG0006680	XP_020870382.1	XP_023645684.1
OG0006681	XP_020868520.1	XP_006305634.1
OG0006682	XP_020868503.1	XP_006304524.1
OG0006683	XP_020878361.1	XP_023637427.1
OG0006684	XP_020878991.1	XP_006286826.2
OG0006685	XP_002894192.1	XP_006305572.1
OG0006686	XP_020877942.1	XP_006289598.1
OG0006687	XP_020877941.1	XP_006288031.1
OG0006688	XP_002874312.1	XP_006290010.1
OG0006689	XP_020876958.1	XP_006288318.1
OG0006690	XP_002869719.1	XP_006284812.1
OG0006691	XP_020876941.1	XP_023636645.1
OG0006692	XP_002872266.2	XP_023637497.1
OG0006693	XP_020876908.1	XP_006286490.1
OG0006694	XP_002874392.1	XP_023636730.1
OG0006695	XP_002883961.1	XP_006299779.1
OG0006696	XP_002883934.1	XP_006297939.1
OG0006697	XP_020887251.1	XP_023641974.1
OG0006698	XP_020888113.1	XP_006297759.1
OG0006699	XP_020874702.1	XP_006283249.1
OG0006700	XP_002882082.1, XP_002882084.1	XP_006294845.1
OG0006701	XP_002880254.1	XP_006295720.1
OG0006702	XP_002880253.1	XP_006294447.1
OG0006703	XP_020883467.1	XP_006294543.1
OG0006704	XP_020882878.1	XP_006295826.2
OG0006705	XP_020884504.1	XP_006294923.1
OG0006706	XP_002882044.1	XP_006294818.1
OG0006707	XP_020883117.1	XP_006296425.1
OG0006708	XP_020884251.1	XP_023640626.1
OG0006709	XP_002882025.1	XP_023640103.1
OG0006710	XP_002880179.1	XP_006296351.1
OG0006711	XP_002882002.1	XP_006293950.2
OG0006712	XP_002881994.1	XP_006294796.1
OG0006713	XP_020882677.1	XP_006296400.1
OG0006714	XP_002880148.1	XP_023640073.1
OG0006715	XP_002881979.1	XP_006294932.2
OG0006716	XP_020885116.1	XP_006295424.1
OG0006717	XP_020885149.1	XP_006294356.2
OG0006718	XP_002880063.1	XP_006293480.1
OG0006719	XP_002880059.1	XP_023640204.1
OG0006720	XP_002881921.1	XP_006294749.1
OG0006721	XP_002881920.1	XP_006296125.1
OG0006722	XP_020883364.1	XP_006295063.1
OG0006723	XP_002881887.2	XP_006294977.1
OG0006724	XP_020884910.1	XP_006294534.2
OG0006725	XP_002881856.1	XP_006293724.1
OG0006726	XP_002862496.1, XP_002881841.1	XP_006294933.2
OG0006727	XP_020885222.1	XP_006294481.1
OG0006728	XP_002879935.1	XP_006293839.1
OG0006729	XP_020883866.1	XP_006295150.1, XP_006295145.1
OG0006730	XP_020884524.1	XP_006294950.1
OG0006731	XP_020885413.1	XP_006294436.1
OG0006732	XP_020885095.1	XP_006280541.1
OG0006733	XP_002869217.1	XP_006286258.1
OG0006734	XP_020886315.1	XP_006299849.1
OG0006735	XP_002866042.1	XP_006279901.1
OG0006736	XP_020886897.1	XP_023641768.1
OG0006737	XP_002884331.1	XP_006297370.2
OG0006738	XP_020889326.1	XP_006296988.1
OG0006739	XP_020889319.1	XP_023642022.1
OG0006740	XP_002884359.1	XP_006298717.1
OG0006741	XP_020888661.1	XP_006296875.1
OG0006742	XP_002884398.1	XP_006298513.1
OG0006743	XP_020887002.1	XP_023641709.1
OG0006744	XP_020887012.1	XP_006297167.1
OG0006745	XP_020886791.1	XP_023641442.1
OG0006746	XP_020888047.1	XP_006297638.1
OG0006747	XP_002884503.1	XP_006297554.1
OG0006748	XP_002882419.1	XP_006298408.1
OG0006749	XP_020887581.1	XP_006297722.1
OG0006750	XP_002893444.1	XP_006303524.1
OG0006751	XP_002882443.1	XP_006299758.1
OG0006752	XP_020888592.1	XP_006297437.1
OG0006753	XP_002882493.1	XP_006299066.1
OG0006754	XP_020886396.1	XP_006299713.1
OG0006755	XP_002862294.2, XP_002884637.2	XP_023642449.1
OG0006756	XP_002884642.1	XP_006297636.1
OG0006757	XP_020887489.1	XP_006297120.1
OG0006758	XP_020888862.1	XP_006298287.1
OG0006759	XP_020888989.1	XP_006297192.1
OG0006760	XP_020888953.1	XP_006299539.2
OG0006761	XP_020888762.1	XP_006298757.1
OG0006762	XP_002882547.1	XP_006298255.1
OG0006763	XP_020887692.1	XP_006297465.1
OG0006764	XP_020887693.1	XP_006298445.1
OG0006765	XP_020887216.1	XP_006299559.1
OG0006766	XP_020888740.1	XP_023641404.1
OG0006767	XP_020889320.1	XP_006298117.1
OG0006768	XP_020886470.1	XP_023641497.1
OG0006769	XP_002882611.1, XP_002862963.1	XP_006298988.1
OG0006770	XP_020888966.1	XP_006299896.1
OG0006771	XP_020888243.1	XP_006297374.1
OG0006772	XP_020887354.1	XP_006298486.1
OG0006773	XP_020888280.1	XP_023642166.1
OG0006774	XP_002884829.1	XP_006297667.1
OG0006775	XP_020888273.1	XP_006297848.1
OG0006776	XP_002882739.2	XP_006296745.1
OG0006777	XP_002884854.2	XP_006299102.2
OG0006778	XP_002884855.1, XP_002862710.1	XP_006299547.1
OG0006779	XP_020888240.1	XP_023641701.1
OG0006780	XP_002884861.1	XP_006298573.1
OG0006781	XP_002884891.1	XP_006298501.1
OG0006782	XP_002884907.1	XP_006298138.1
OG0006783	XP_002884917.1	XP_006297280.1
OG0006784	XP_002884923.1	XP_006298455.1
OG0006785	XP_002882795.1	XP_006296721.1
OG0006786	XP_002884937.2	XP_006300100.2
OG0006787	XP_020884017.1	XP_006293850.1
OG0006788	XP_002882838.1	XP_006297084.1
OG0006789	XP_020872518.1, XP_020888550.1	XP_006297518.1
OG0006790	XP_020888793.1	XP_006299984.1
OG0006791	XP_002872474.1, XP_002872473.1	XP_006286709.2
OG0006792	XP_020887168.1	XP_006296843.1
OG0006793	XP_002882871.1	XP_006298639.1
OG0006794	XP_002885045.1	XP_006297265.1
OG0006795	XP_002882885.2	XP_023642351.1
OG0006796	XP_002885055.1	XP_006298454.1
OG0006797	XP_002882902.1	XP_023642518.1
OG0006798	XP_002882919.1	XP_006298594.1
OG0006799	XP_020888545.1	XP_006298390.1
OG0006800	XP_002882949.1	XP_006300207.1
OG0006801	XP_020887061.1	XP_006297956.1
OG0006802	XP_020886989.1	XP_006296854.2
OG0006803	XP_002885129.1	XP_006297618.2
OG0006804	XP_002885131.1	XP_006298569.1
OG0006805	XP_002889497.1	XP_023632912.1
OG0006806	XP_020889215.1	XP_006298463.1
OG0006807	XP_020889090.1	XP_006296888.1
OG0006808	XP_020889142.1	XP_006297612.1
OG0006809	XP_002885215.1	XP_006299106.1
OG0006811	XP_002883070.1	XP_023642063.1
OG0006812	XP_002883071.1	XP_006298093.1
OG0006813	XP_002885227.1	XP_006299384.1
OG0006814	XP_020889189.1	XP_006296614.1
OG0006815	XP_020889028.1	XP_006298386.1
OG0006816	XP_002883119.1	XP_006298426.1
OG0006817	XP_002885255.1	XP_006299794.1
OG0006818	XP_020888393.1	XP_006297109.1
OG0006819	XP_002885279.1	XP_006297199.1
OG0006820	XP_002883155.1	XP_023641340.1
OG0006821	XP_002893020.1	XP_006307111.1
OG0006822	XP_002883220.1	XP_006297736.1
OG0006823	XP_020889037.1	XP_006297715.1
OG0006824	XP_002885368.1	XP_006298848.1
OG0006825	XP_020889358.1	XP_006297970.2
OG0006826	XP_002885385.1	XP_006298570.1
OG0006827	XP_020887690.1	XP_006299310.1
OG0006828	XP_002883270.1	XP_006298942.2
OG0006829	XP_002883277.1	XP_023641434.1
OG0006830	XP_020886944.1	XP_006297241.1
OG0006831	XP_002883292.1	XP_006298157.1
OG0006832	XP_020868177.1	XP_006307232.1
OG0006834	XP_020875000.1	XP_006286311.2
OG0006835	XP_002865571.1	XP_023637014.1
OG0006836	XP_020882954.1	XP_023635478.1
OG0006837	XP_002883458.1	XP_006296979.1, XP_006296927.1
OG0006838	XP_020886723.1, XP_002862780.1	XP_006299744.1
OG0006839	XP_020886686.1	XP_006296682.1
OG0006840	XP_002885448.1	XP_006300191.1
OG0006841	XP_002867378.1	XP_006284250.1
OG0006842	XP_020874506.1	XP_006285089.1
OG0006843	XP_002888301.1	XP_023643439.1
OG0006844	XP_020890955.1	XP_023638878.1, XP_006302711.1
OG0006845	XP_020878001.1	XP_006286901.1
OG0006846	XP_002871828.1	XP_006287474.1
