Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_glauca
OG0008618	XP_002867675.2	Cg001G0161800
OG0008619	XP_002867678.2	Cg001G0162100
OG0008620	XP_002869949.1	Cg001G0200500
OG0008622	XP_020871625.1	Cg008G2925200
OG0008623	XP_002865640.1, XP_002865639.1	Cg008G2872900
OG0008624	XP_002865612.1	Cg008G2881200
OG0008625	XP_002863043.1, XP_002865653.1	Cg008G2855800, Cg008G2871200
OG0008626	XP_002863930.1	Cg008G2865200, Cg008G2849900
OG0008627	XP_002865710.1, XP_002862777.1	Cg008G2862100, Cg008G2847600
OG0008628	XP_002865818.1	Cg003G0884000
OG0008629	XP_002865972.1	Cg003G0917500
OG0008630	XP_020871302.1	Cg003G0919800
OG0008631	XP_020889033.1	Cg008G2657000
OG0008649	XP_020872141.1	Cg001G0098500
OG0008650	XP_002867348.1	Cg001G0098200
OG0008651	XP_020873321.1	Cg001G0173700
OG0008652	XP_020873848.1	Cg001G0174000
OG0008653	XP_020880069.1	Cg002G0562700
OG0008654	XP_020879898.1	Cg002G0560100
OG0008655	XP_002875913.1	Cg002G0541800
OG0008656	XP_020880939.1	Cg002G0542100
OG0008657	XP_020866019.1	Cg006G2159600
OG0008658	XP_020880376.1	Cg002G0542900
OG0008659	XP_020880972.1	Cg002G0547300
OG0008660	XP_020880362.1	Cg002G0546200
OG0008661	XP_020880357.1	Cg002G0545600
OG0008662	XP_020879975.1	Cg002G0697200
OG0008663	XP_020880417.1	Cg002G0689500
OG0008664	XP_020868269.1, XP_020874699.1	Cg001G0376800
OG0008665	XP_002871802.1	Cg008G2745300
OG0008666	XP_002873859.1	Cg008G2742500
OG0008667	XP_020877815.1	Cg008G2742400
OG0008668	XP_020877774.1	Cg008G2740700
OG0008669	XP_020888432.1	Cg004G1195100
OG0008670	XP_002873820.2	Cg008G2736600
OG0008671	XP_020876704.1	Cg008G2731600
OG0008672	XP_002873790.1	Cg008G2731500
OG0008673	XP_020879457.1	Cg008G2731000
OG0008674	XP_002871730.1	Cg008G2730800
OG0008675	XP_020878203.1	Cg008G2730600
OG0008676	XP_002871727.1	Cg008G2730200
OG0008677	XP_002873779.1	Cg008G2729000
OG0008678	XP_020878119.1	Cg003G0837300
OG0008679	XP_002880124.1	Cg005G1484200
OG0008680	XP_002873764.1	Cg008G2726600
OG0008681	XP_002871705.1	Cg008G2725900
OG0008682	XP_020878435.1	Cg008G2725500
OG0008683	XP_020876596.1	Cg008G2724000
OG0008684	XP_002873743.1	Cg008G2722500
OG0008685	XP_020876602.1	Cg008G2722300
OG0008686	XP_020876595.1	Cg008G2722200
OG0008687	XP_020887231.1	Cg004G1351100
OG0008688	XP_002871676.1	Cg008G2720700
OG0008689	XP_020876608.1	Cg008G2720400
OG0008691	XP_020876815.1	Cg008G2717100
OG0008692	XP_020884312.1	Cg005G1604400
OG0008693	XP_020878505.1	Cg008G2714500
OG0008694	XP_002892248.1	Cg006G2217800
OG0008695	XP_020891582.1, XP_002885089.1	Cg004G1218500
OG0008696	XP_020876217.1	Cg008G2706500
OG0008697	XP_002873654.1	Cg008G2705800
OG0008698	XP_002873637.1	Cg008G2702900
OG0008699	XP_020877838.1	Cg008G2702400
OG0008700	XP_002864396.1	Cg003G0943300
OG0008701	XP_002873622.2	Cg008G2700400
OG0008702	XP_002873618.1	Cg008G2699300
OG0008703	XP_002873608.1	Cg008G2697400
OG0008704	XP_002871558.1	Cg008G2696800
OG0008705	XP_002873601.1	Cg008G2695200
OG0008706	XP_002873600.1	Cg008G2695100
OG0008707	XP_002871546.1	Cg008G2694700
OG0008708	XP_020878896.1	Cg008G2694200
OG0008709	XP_002871544.2	Cg008G2694100
OG0008711	XP_020879381.1	Cg008G2691400
OG0008712	XP_020875810.1	Cg008G2690200
OG0008713	XP_002871522.1	Cg008G2690100
OG0008714	XP_002871521.1	Cg008G2689600
OG0008715	XP_002873554.1	Cg008G2688700
OG0008716	XP_002873542.1	Cg008G2686900
OG0008717	XP_002873540.1	Cg008G2686700
OG0008718	XP_002873537.1	Cg008G2686200
OG0008719	XP_002871504.1	Cg008G2686100
OG0008720	XP_002873534.1	Cg008G2685600
OG0008721	XP_020876531.1	Cg008G2682600
OG0008722	XP_020876789.1	Cg008G2680300
OG0008724	XP_002871458.2	Cg008G2678600
OG0008725	XP_002873490.1	Cg008G2677400
OG0008726	XP_002871447.1	Cg008G2677300
OG0008727	XP_002873472.1	Cg008G2674500
OG0008728	XP_020876731.1	Cg008G2673900
OG0008729	XP_002873461.1	Cg008G2672200
OG0008730	XP_020879428.1, XP_002873442.1	Cg008G2668400
OG0008731	XP_020879331.1	Cg008G2667200
OG0008732	XP_002873428.1	Cg008G2665700
OG0008733	XP_020877966.1	Cg008G2663700
OG0008734	XP_020877302.1	Cg008G2660600
OG0008735	XP_002873393.1	Cg008G2660400
OG0008736	XP_002873388.1	Cg008G2659700
OG0008737	XP_002873373.1	Cg008G2658200
OG0008738	XP_020877988.1	Cg008G2657900
OG0008739	XP_002875469.1	Cg002G0639000
OG0008740	XP_002863001.2, XP_002865789.1	Cg003G0830100, Cg003G0878200
OG0008741	XP_020878144.1	Cg008G2656200
OG0008742	XP_002873348.1	Cg008G2654100
OG0008743	XP_020878887.1	Cg008G2652400
OG0008744	XP_002873333.1	Cg008G2651200
OG0008745	XP_020876613.1	Cg008G2650900
OG0008746	XP_020878020.1	Cg008G2649900
OG0008747	XP_002871278.1	Cg008G2648100
OG0008748	XP_002874894.1	Cg003G0726800, Cg003G0871100
OG0008749	XP_020878327.1	Cg003G0870900, Cg003G0727000
OG0008750	XP_020876403.1	Cg003G0868500, Cg003G0729700
OG0008751	XP_020876435.1	Cg003G0868400, Cg003G0729800
OG0008752	XP_020876463.1	Cg003G0866900, Cg003G0731400
OG0008753	XP_020873684.1	Cg001G0152900
OG0008754	XP_002865836.1	Cg003G0891700
OG0008755	XP_002867637.1	Cg001G0154900
OG0008757	XP_020876837.1	Cg014G3045400, Cg003G0710300
OG0008758	XP_020883867.1	Cg005G1691300
OG0008759	XP_002880817.1	Cg005G1689600
OG0008760	XP_020884402.1	Cg005G1685000
OG0008761	XP_020883276.1	Cg005G1683200
OG0008762	XP_020884278.1	Cg005G1674700
OG0008763	XP_002880901.1	Cg005G1674000
OG0008764	XP_020884552.1	Cg005G1671400
OG0008765	XP_002880911.1	Cg005G1670900
OG0008766	XP_020882519.1, XP_020885676.1	Cg005G1664300
OG0008768	XP_002880971.1	Cg005G1659900
OG0008770	XP_020883785.1	Cg005G1659200
OG0008771	XP_002880962.1	Cg005G1658700
OG0008772	XP_020883782.1	Cg005G1657600
OG0008773	XP_002879115.1	Cg005G1656300
OG0008774	XP_020883803.1	Cg005G1656000
OG0008775	XP_002880951.1	Cg005G1655800
OG0008776	XP_020884453.1	Cg005G1652300
OG0008777	XP_002879096.1	Cg005G1651800
OG0008778	XP_002879168.1	Cg005G1649800
OG0008779	XP_002880999.1	Cg005G1649100
OG0008780	XP_002881008.1	Cg005G1647000
OG0008782	XP_002881010.1	Cg005G1646800
OG0008783	XP_020884412.1	Cg005G1645900
OG0008784	XP_020885054.1	Cg005G1645700
OG0008785	XP_002881024.1	Cg005G1645000
OG0008786	XP_020882830.1	Cg005G1643100
OG0008787	XP_020883963.1	Cg005G1640200
OG0008788	XP_020887023.1, XP_002879214.1	Cg005G1640000
OG0008789	XP_002879243.1	Cg005G1633400
OG0008790	XP_020884160.1	Cg005G1632900
OG0008791	XP_020884926.1	Cg005G1632500
OG0008792	XP_020884863.1	Cg005G1631700
OG0008793	XP_002881097.1	Cg005G1630600, Cg005G1630100
OG0008794	XP_002879262.1	Cg005G1628900
OG0008795	XP_020883063.1	Cg005G1627300
OG0008796	XP_002879266.1	Cg005G1627200
OG0008797	XP_002881127.1	Cg005G1625500
OG0008798	XP_020885065.1	Cg005G1622200
OG0008799	XP_020884372.1	Cg005G1621500
OG0008800	XP_002881157.1	Cg005G1621400
OG0008801	XP_020884176.1	Cg005G1620500
OG0008802	XP_020884051.1	Cg005G1619800
OG0008803	XP_020883393.1	Cg005G1619600
OG0008804	XP_020883545.1	Cg005G1618600
OG0008805	XP_002881174.1	Cg005G1618100
OG0008806	XP_020884636.1	Cg005G1615100
OG0008807	XP_020882667.1	Cg005G1614500
OG0008809	XP_020873522.1, XP_002879365.2	Cg005G1611300
OG0008810	XP_002881230.1	Cg005G1607900
OG0008811	XP_002879382.1	Cg005G1609700
OG0008812	XP_002863185.1	Cg001G0290200
OG0008814	XP_002881245.2	Cg005G1604800
OG0008815	XP_020886883.1, XP_020885627.1	Cg005G1601700
OG0008816	XP_002879442.1	Cg005G1600600
OG0008817	XP_020884400.1	Cg005G1599900
OG0008818	XP_002881275.1	Cg005G1599800
OG0008819	XP_020882947.1	Cg005G1599400
OG0008820	XP_002879448.1	Cg005G1598800
OG0008821	XP_020884674.1	Cg008G2927900
OG0008822	XP_002865417.1	Cg008G2931400
OG0008823	XP_020868383.1	Cg008G2933300
OG0008824	XP_002863061.1, XP_020871039.1	Cg008G2934500
OG0008825	XP_020871619.1	Cg008G2935800
OG0008826	XP_002863628.1	Cg008G2936000
OG0008827	XP_002869714.1	Cg001G0158800
OG0008828	XP_020871649.1	Cg008G2942400
OG0008830	XP_002869687.1	Cg001G0152100
OG0008831	XP_020873518.1	Cg001G0151900
OG0008832	XP_020873454.1	Cg001G0150300
OG0008833	XP_020869982.1	Cg006G1853900
OG0008834	XP_020868955.1	Cg006G1854600
OG0008835	XP_020870052.1	Cg006G1856100
OG0008836	XP_020870930.1	Cg006G1856900
OG0008837	XP_002894051.1	Cg006G1858600
OG0008838	XP_020869253.1	Cg006G1858900
OG0008839	XP_020868860.1	Cg006G1873100
OG0008840	XP_020870258.1	Cg006G1864200
OG0008841	XP_020869974.1	Cg006G1861900
OG0008842	XP_020869541.1	Cg006G1998400
OG0008843	XP_002893494.1	Cg006G1997100
OG0008844	XP_020868781.1	Cg006G1994500
OG0008845	XP_002885683.1	Cg004G1321600
OG0008846	XP_020866568.1	Cg006G1992500
OG0008847	XP_020869339.1	Cg006G1991000
OG0008848	XP_020867305.1	Cg006G1987000
OG0008849	XP_020869322.1	Cg006G1984700
OG0008850	XP_020869318.1	Cg006G1984600
OG0008851	XP_002890801.1	Cg006G1983900
OG0008852	XP_002890825.1	Cg006G1978500
OG0008853	XP_020866359.1	Cg008G2859800, Cg008G2845100, Cg008G2860000
OG0008854	XP_020867531.1	Cg006G1977500
OG0008855	XP_020868699.1	Cg006G1974900
OG0008856	XP_002890844.1	Cg006G1974100
OG0008857	XP_020866090.1	Cg006G1971200
OG0008858	XP_002890885.1	Cg006G1967900
OG0008859	XP_002890888.1	Cg006G1967600
OG0008860	XP_020869147.1	Cg006G1967200
OG0008861	XP_020869701.1	Cg006G1965100
OG0008862	XP_002893652.1	Cg006G1964400
OG0008863	XP_020868619.1	Cg006G1963700
OG0008864	XP_020867863.1	Cg006G1963200
OG0008865	XP_002891123.2	Cg006G1961400, Cg007G2293700
OG0008866	XP_020868808.1	Cg006G1960900
OG0008867	XP_002865798.1	Cg003G0831200, Cg003G0879800
OG0008868	XP_020868637.1	Cg006G1958100
OG0008869	XP_002893690.1, XP_002877336.1	Cg006G1955100
OG0008870	XP_002890959.1	Cg006G1953500
OG0008871	XP_002893719.1	Cg006G1949500
OG0008872	XP_002893729.2, XP_020866358.1	Cg006G1946700
OG0008873	XP_002881387.1	Cg005G1580200
OG0008874	XP_020881070.1	Cg002G0684400
OG0008875	XP_002876842.1	Cg002G0682500
OG0008876	XP_002876881.1, XP_002876884.2	Cg002G0677700
OG0008877	XP_002876651.1	Cg002G0409800
OG0008878	XP_020883781.1	Cg003G1061800
OG0008879	XP_020883213.1	Cg003G1061500
OG0008880	XP_020866132.1	Cg003G1061300
OG0008881	XP_020871940.1	Cg003G1059900
OG0008882	XP_020881949.1	Cg003G1059700
OG0008883	XP_002866723.1	Cg003G1059400
OG0008884	XP_002865032.1	Cg003G1058700
OG0008885	XP_020880969.1	Cg003G1057900
OG0008886	XP_020882263.1	Cg003G1056200
OG0008887	XP_002866710.1	Cg003G1055900
OG0008888	XP_002866702.1	Cg003G1053800
OG0008889	XP_002864994.1	Cg003G1053000
OG0008890	XP_002864987.2	Cg003G1051900
OG0008891	XP_020880205.1	Cg003G1048700
OG0008892	XP_020869986.1	Cg003G1048400
OG0008893	XP_002864962.1	Cg003G1047600
OG0008894	XP_020869091.1	Cg003G1044500
OG0008895	XP_002866651.1	Cg003G1042600
OG0008896	XP_002864941.1	Cg003G1042700
OG0008897	XP_002866650.1	Cg003G1042900
OG0008898	XP_020884850.1	Cg003G1043600
OG0008899	XP_020881391.1	Cg003G1041500
OG0008900	XP_002866636.1	Cg003G1040100
OG0008901	XP_002864912.1	Cg003G1037900
OG0008902	XP_020879555.1	Cg003G1034500
OG0008903	XP_020883582.1, XP_020871562.1	Cg003G1033000
OG0008904	XP_020871996.1	Cg003G1031300
OG0008905	XP_002864878.1	Cg003G1030000
OG0008906	XP_002866581.1	Cg003G1029500
OG0008907	XP_020869699.1	Cg003G1028700
OG0008908	XP_002866568.1	Cg003G1027400
OG0008909	XP_020882783.1	Cg003G1025300
OG0008910	XP_020879484.1	Cg003G1024200
OG0008911	XP_020891742.1	Cg003G1023100
OG0008912	XP_002866523.1	Cg003G1020300
OG0008913	XP_020871852.1	Cg003G1019400
OG0008914	XP_002866511.1	Cg003G1018400
OG0008915	XP_020886496.1	Cg003G1017800
OG0008916	XP_020869063.1	Cg003G1016900
OG0008917	XP_020871222.1	Cg003G1016100
OG0008918	XP_020889253.1	Cg003G1015700
OG0008919	XP_002864795.1	Cg003G1014900
OG0008920	XP_002864788.1	Cg003G1014300
OG0008921	XP_020886232.1	Cg003G1013600
OG0008922	XP_002864773.2	Cg003G1012100
OG0008923	XP_020883397.1	Cg003G1011500
OG0008924	XP_002864765.1	Cg003G1011100
OG0008925	XP_020871838.1	Cg003G1010800
OG0008926	XP_002864757.1	Cg003G1009200
OG0008927	XP_020871767.1	Cg003G1008300
OG0008928	XP_020884104.1	Cg003G1005200
OG0008929	XP_020871859.1	Cg003G1002000
OG0008930	XP_020879049.1	Cg008G2787400
OG0008931	XP_020876213.1	Cg008G2788700
OG0008932	XP_002874114.1	Cg008G2789100
OG0008933	XP_020876798.1	Cg008G2790200
OG0008934	XP_002872053.1	Cg008G2790500
OG0008935	XP_020877040.1	Cg008G2791700
OG0008936	XP_020879566.1	Cg008G2792000
OG0008937	XP_020877423.1	Cg008G2792900
OG0008938	XP_002874154.1	Cg008G2795700
OG0008939	XP_002872101.1	Cg008G2798800
OG0008940	XP_020878792.1	Cg008G2800700
OG0008941	XP_002874199.1	Cg008G2801100
OG0008942	XP_020879242.1	Cg008G2802100
OG0008943	XP_002874211.2	Cg008G2802400
OG0008944	XP_020878330.1	Cg008G2803200
OG0008945	XP_020878031.1	Cg008G2805500
OG0008946	XP_020878463.1	Cg008G2805700
OG0008947	XP_002872141.1	Cg008G2807000
OG0008948	XP_002872143.1	Cg008G2807200
OG0008949	XP_002874247.1	Cg008G2808500
OG0008950	XP_002872158.1	Cg008G2809800
OG0008951	XP_020877856.1	Cg008G2814000
OG0008952	XP_002874284.1	Cg008G2814800
OG0008953	XP_002874305.1	Cg008G2818700
OG0008954	XP_020878089.1	Cg008G2761100
OG0008955	XP_002873958.2	Cg008G2762000
OG0008956	XP_002873956.1	Cg008G2761600
OG0008957	XP_002873955.1	Cg008G2761500
OG0008958	XP_020878092.1	Cg008G2761400
OG0008959	XP_002871895.1	Cg008G2761200
OG0008960	XP_002871903.1	Cg008G2762600
OG0008961	XP_020877542.1	Cg008G2762700
OG0008962	XP_002871905.1	Cg008G2762800
OG0008963	XP_002873970.1	Cg008G2764200
OG0008964	XP_020878783.1	Cg008G2764500
OG0008965	XP_002871924.1	Cg008G2766400
OG0008966	XP_020876287.1	Cg008G2766800
OG0008967	XP_020876167.1	Cg008G2767200
OG0008968	XP_020876652.1	Cg008G2767600
OG0008969	XP_002871942.1	Cg008G2769600
OG0008970	XP_002874011.1	Cg008G2771500
OG0008971	XP_020876169.1	Cg008G2772800
OG0008972	XP_002874019.1	Cg008G2773000
OG0008973	XP_020877927.1	Cg008G2774000
OG0008974	XP_020878923.1	Cg008G2774300
OG0008975	XP_002871965.1	Cg008G2774800
OG0008976	XP_002871966.1	Cg008G2775000
OG0008977	XP_002874035.2	Cg008G2776900
OG0008978	XP_020877824.1	Cg008G2778000
OG0008980	XP_002874065.1	Cg008G2781400
OG0008981	XP_020875807.1	Cg008G2781800
OG0008982	XP_002872013.1	Cg008G2783700
OG0008983	XP_002866013.1	Cg003G0925500
OG0008984	XP_002874096.1	Cg008G2785600
OG0008985	XP_002872028.1	Cg008G2787100
OG0008986	XP_002866391.2	Cg003G0997400
OG0008987	XP_020882586.1	Cg003G0994400
OG0008988	XP_020887607.1	Cg003G0993400
OG0008989	XP_020871576.1	Cg003G0990400
OG0008990	XP_020884083.1	Cg003G0990100
OG0008991	XP_020871499.1	Cg003G0988500
OG0008992	XP_020884140.1, XP_002862718.1	Cg003G0989300
OG0008993	XP_002866346.1	Cg003G0988100
OG0008994	XP_002864612.1, XP_002863037.1	Cg003G0981800
OG0008995	XP_002866314.1	Cg003G0981400
OG0008996	XP_020885125.1	Cg003G0980200
OG0008997	XP_020871705.1	Cg003G0979800
OG0008998	XP_002862813.1, XP_020871703.1, XP_020886064.1	Cg003G0979500
OG0008999	XP_002866282.1	Cg003G0976500
OG0009000	XP_020871899.1	Cg003G0973900, Cg007G2298100
OG0009001	XP_002864562.1	Cg003G0972900
OG0009002	XP_020872025.1	Cg003G0971600
OG0009003	XP_020868896.1	Cg006G2056700, Cg005G1696900
OG0009004	XP_002864546.1	Cg003G0970500
OG0009005	XP_002889195.2	Cg007G2556100
OG0009006	XP_020870801.1	Cg003G0968600
OG0009007	XP_002864522.1	Cg003G0966300
OG0009008	XP_002866212.1	Cg003G0965500
OG0009009	XP_002864516.1	Cg003G0963900
OG0009010	XP_020871616.1	Cg003G0963100
OG0009011	XP_020887360.1	Cg003G0962900
OG0009012	XP_002864505.1	Cg003G0962100
OG0009013	XP_020866733.1	Cg003G0961800
OG0009014	XP_002866189.1	Cg003G0961700
OG0009015	XP_020874557.1, XP_020888380.1	Cg003G0959100
OG0009016	XP_002866175.1	Cg003G0959000
OG0009017	XP_002866170.1	Cg003G0957700
OG0009018	XP_002864483.1	Cg003G0957300
OG0009019	XP_020868651.1	Cg003G0956800
OG0009020	XP_020888728.1	Cg003G0956400
OG0009021	XP_002866156.1	Cg003G0954900
OG0009022	XP_002866155.1	Cg003G0954700
OG0009023	XP_002866138.1	Cg003G0952100
OG0009024	XP_020871324.1	Cg003G0951900
OG0009025	XP_002864442.1, XP_020872433.1	Cg003G0950600
OG0009026	XP_002864444.1	Cg003G0951400
OG0009027	XP_020871165.1	Cg003G0948200
OG0009028	XP_020874772.1, XP_002864418.1	Cg003G0948000
OG0009029	XP_002864415.1	Cg003G0947200
OG0009030	XP_002864403.1	Cg003G0945100
OG0009031	XP_020871114.1	Cg003G0945000
OG0009032	XP_020871595.1	Cg003G0943800
OG0009033	XP_002864397.1	Cg003G0943700
OG0009034	XP_002866082.1	Cg003G0940700
OG0009035	XP_002864378.1	Cg003G0940000
OG0009036	XP_002866077.1	Cg003G0939700
OG0009037	XP_020883492.1	Cg003G0939100
OG0009038	XP_002864367.1	Cg003G0938400
OG0009039	XP_002875971.1	Cg002G0532700
OG0009040	XP_020881478.1	Cg002G0535200
OG0009041	XP_002875957.1	Cg002G0535500
OG0009042	XP_002875940.1	Cg002G0536700
OG0009043	XP_020879990.1	Cg002G0537400
OG0009044	XP_020879730.1	Cg002G0538800
OG0009045	XP_020881401.1	Cg002G0540000, Cg002G0540200
OG0009046	XP_002866029.2	Cg003G0927500
OG0009047	XP_002864323.1	Cg003G0931300
OG0009048	XP_020877043.1	Cg003G0720900, Cg014G3034600
OG0009049	XP_020879176.1	Cg003G0726500, Cg003G0871400
OG0009050	XP_020885042.1	Cg005G1722300, Cg005G1711100
OG0009051	XP_002871269.1	Cg008G2646000
OG0009052	XP_002870439.2	Cg001G0313400
OG0009053	XP_002887871.1	Cg007G2258200
OG0009054	XP_020878979.1	Cg008G2640600
OG0009055	XP_020878472.1	Cg008G2638800
OG0009056	XP_002873256.1	Cg008G2636700
OG0009057	XP_002871218.1	Cg008G2636400
OG0009058	XP_020877584.1	Cg008G2635200
OG0009059	XP_020876020.1	Cg008G2634600
OG0009060	XP_020879256.1	Cg008G2749000
OG0009061	XP_020879257.1	Cg008G2748900
OG0009062	XP_002893431.2	Cg006G2007200
OG0009063	XP_020876035.1	Cg008G2632700
OG0009064	XP_002890701.2	Cg006G2006000
OG0009065	XP_002873233.1	Cg008G2632000
OG0009066	XP_020876037.1	Cg008G2631900
OG0009067	XP_002871179.1	Cg008G2629600
OG0009068	XP_002873219.1	Cg008G2628600
OG0009069	XP_020876017.1	Cg008G2627600
OG0009070	XP_020875932.1	Cg008G2626600
OG0009071	XP_002871156.1	Cg008G2626200
OG0009072	XP_002871148.1	Cg008G2625200
OG0009073	XP_020875957.1	Cg008G2624300
OG0009074	XP_020875945.1	Cg008G2624200
OG0009075	XP_020882997.1	Cg005G1502600
OG0009076	XP_002871133.1	Cg008G2623000
OG0009077	XP_002873180.1	Cg008G2622300
OG0009078	XP_002873179.1	Cg008G2622200
OG0009079	XP_020876040.1	Cg008G2620300
OG0009080	XP_002871094.1	Cg008G2616100, Cg008G2616600, Cg008G2615800
OG0009081	XP_020878102.1	Cg008G2614900
OG0009082	XP_002871083.1	Cg008G2614100
OG0009083	XP_020878499.1	Cg008G2613400
OG0009084	XP_002872956.2	Cg014G3054000, Cg003G0701900
OG0009085	XP_020877420.1	Cg008G2611800
OG0009086	XP_002873124.1	Cg008G2611100
OG0009087	XP_020878263.1	Cg008G2610300
OG0009088	XP_002873114.1	Cg008G2609600
OG0009089	XP_020878220.1	Cg008G2608900
OG0009090	XP_020879120.1	Cg008G2608600
OG0009091	XP_002865827.1	Cg003G0888800
OG0009092	XP_020879145.1	Cg008G2608000
OG0009093	XP_020878186.1	Cg008G2606600
OG0009094	XP_002873100.1	Cg008G2606500
OG0009095	XP_002871026.1	Cg008G2604400
OG0009096	XP_002871018.1	Cg008G2603600
OG0009097	XP_020877442.1	Cg008G2602700
OG0009098	XP_020879554.1	Cg008G2600500
OG0009099	XP_002891274.1	Cg006G1884700
OG0009100	XP_002870977.1	Cg008G2597000
OG0009101	XP_002873049.1	Cg008G2595600
OG0009102	XP_002870962.1	Cg008G2594500
OG0009103	XP_020876148.1	Cg008G2593700
OG0009104	XP_020878230.1	Cg008G2592700
OG0009105	XP_002873003.1	Cg008G2587100
OG0009106	XP_002870908.1	Cg008G2586600
OG0009107	XP_002870903.1	Cg008G2586000
OG0009108	XP_020871318.1, XP_020878915.1	Cg008G2585400
OG0009109	XP_020878984.1	Cg001G0177100
OG0009110	XP_002870897.2	Cg008G2585100
OG0009111	XP_020875798.1	Cg008G2583200
OG0009112	XP_002868644.2	Cg001G0378400
OG0009113	XP_020875222.1	Cg001G0380700
OG0009114	XP_020873878.1	Cg001G0380900
OG0009115	XP_002877012.2	Cg002G0656400
OG0009116	XP_002868618.1	Cg001G0383000
OG0009117	XP_020875424.1	Cg001G0383300
OG0009118	XP_002870652.1	Cg001G0383500
OG0009119	XP_002882558.2	Cg004G1143600
OG0009120	XP_002870604.2	Cg001G0393100
OG0009121	XP_002889316.1	Cg007G2579900
OG0009122	XP_020890014.1	Cg007G2580300
OG0009123	XP_020891643.1	Cg007G2580700
OG0009124	XP_020891644.1	Cg007G2581400
OG0009125	XP_020889728.1	Cg007G2579300
OG0009126	XP_002889310.1	Cg007G2578600
OG0009127	XP_002887845.1	Cg007G2578400
OG0009128	XP_002889307.1	Cg007G2578000
OG0009129	XP_020891037.1	Cg007G2577500
OG0009130	XP_002887838.1	Cg007G2577100
OG0009131	XP_002887834.1	Cg007G2576200
OG0009132	XP_020891524.1	Cg007G2572000
OG0009133	XP_020891465.1	Cg007G2572700
OG0009134	XP_020891661.1	Cg007G2573100
OG0009135	XP_020890867.1	Cg007G2573200
OG0009136	XP_020891170.1	Cg007G2570500
OG0009137	XP_020890635.1	Cg007G2569700
OG0009138	XP_020889627.1	Cg007G2568700
OG0009139	XP_002889266.1	Cg007G2568500
OG0009140	XP_020890544.1	Cg007G2568200
OG0009141	XP_020889666.1	Cg007G2565900
OG0009142	XP_002889231.1	Cg007G2562500, Cg007G2562400
OG0009143	XP_002889221.2	Cg007G2560600
OG0009144	XP_002889209.1	Cg007G2558800
OG0009145	XP_002887755.1	Cg007G2558300
OG0009146	XP_002887746.1	Cg007G2556800
OG0009147	XP_002887736.1	Cg007G2555500
OG0009148	XP_002862994.1	Cg007G2555200
OG0009149	XP_020890024.1	Cg007G2555000
OG0009150	XP_020891408.1	Cg007G2551500
OG0009151	XP_002889174.1	Cg007G2551100
OG0009152	XP_020891389.1	Cg007G2549200
OG0009153	XP_020880391.1	Cg002G0495100
OG0009154	XP_020865944.1	Cg007G2548400
OG0009155	XP_020865682.1	Cg007G2547700
OG0009156	XP_020891586.1	Cg007G2544900
OG0009157	XP_002889141.1	Cg007G2544800
OG0009158	XP_020889752.1	Cg007G2543900
OG0009159	XP_002887672.1	Cg007G2543300
OG0009160	XP_002887670.1	Cg007G2542300
OG0009161	XP_020890620.1	Cg007G2541300
OG0009162	XP_020890487.1	Cg007G2540500
OG0009163	XP_002887642.2	Cg007G2536300
OG0009164	XP_002889084.1	Cg007G2535900
OG0009165	XP_002889075.1	Cg007G2534600
OG0009166	XP_020890789.1	Cg007G2532700
OG0009168	XP_002884998.1	Cg004G1200100
OG0009169	XP_002889052.1	Cg007G2531100
OG0009171	XP_002889038.1	Cg007G2527700
OG0009172	XP_002883773.1	Cg004G1358200
