Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0006086	XP_010442680.1, XP_010482515.1, XP_019091055.1, XP_019087623.1	Om003G112900
OG0006087	XP_010433611.1, XP_010448406.1, XP_010438854.1	Om007G286630
OG0006088	XP_010445426.1, XP_010482680.1	Om003G114250
OG0006089	XP_010433297.1, XP_019088524.1, XP_019089789.1	Om001G021640
OG0006090	XP_010482757.1, XP_010445931.1, XP_010442925.1	Om003G115130
OG0006091	XP_010424843.1, XP_010502058.1, XP_010513812.1, XP_010496936.1	Om006G275470
OG0006092	XP_010442945.1, XP_010445999.1, XP_010482776.1	Om003G115330
OG0006093	XP_010446700.1, XP_010443001.1, XP_010482832.1	Om003G115920
OG0006094	XP_010443028.1, XP_010482859.1, XP_010448280.1	Om003G116160
OG0006095	XP_010448449.1, XP_010482871.1, XP_010443043.1	Om003G116320
OG0006096	XP_019091947.1, XP_010482879.1, XP_010443049.1	Om003G116400
OG0006097	XP_019086680.1, XP_010482930.1	Om003G116890
OG0006098	XP_010443212.1, XP_010443213.1, XP_010450067.1, XP_010450077.1, XP_010483041.1, XP_010483037.1	Om003G117730
OG0006099	XP_010483160.1, XP_010451467.1, XP_010443334.1	Om006G250230
OG0006100	XP_010483275.1, XP_010443438.1, XP_010452178.1	Om006G249230
OG0006101	XP_010452541.1, XP_010443454.1, XP_010483290.1	Om006G249060
OG0006102	XP_010476632.1, XP_010497118.1, XP_010459077.1	Om005G196160
OG0006103	XP_010483359.1, XP_010453049.1, XP_010443510.1	Om006G248220, Om006G248730, Om006G248840, Om006G248790
OG0006104	XP_010476407.1, XP_010458844.1, XP_010495608.1	Om005G193800
OG0006105	XP_010483364.1, XP_010453077.1, XP_010443514.1, XP_010506835.1	Om006G248190
OG0006106	XP_010492006.1, XP_019083786.1, XP_010453322.1	Om004G162230
OG0006107	XP_010419825.1, XP_010453306.1, XP_010491997.1	Om004G162310
OG0006108	XP_010491884.1, XP_010453194.1	Om004G163690
OG0006109	XP_010491697.1, XP_010453059.1, XP_010422856.1	Om004G165660
OG0006110	XP_010491667.1, XP_010422886.1, XP_010453035.1	Om004G165900
OG0006111	XP_010452948.1	Om004G166690
OG0006112	XP_010423037.1, XP_010491517.1, XP_019090269.1	Om004G167220, Om005G223500
OG0006113	XP_010423102.1, XP_010452822.1, XP_010491468.1	Om004G167650
OG0006114	XP_019088459.1, XP_019090705.1, XP_010423132.1, XP_010491434.1	Om004G167920
OG0006116	XP_010491388.1, XP_019090477.1, XP_010423177.1	Om004G168430
OG0006117	XP_010457997.1, XP_010444033.1, XP_010483891.1	Om006G236060
OG0006118	XP_010449632.1, XP_019098630.1, XP_010434684.1, XP_010440022.1	Om001G000130
OG0006119	XP_010439983.1, XP_010434646.1, XP_010449595.1	Om001G000440
OG0006120	XP_010434606.1, XP_010449543.1, XP_010439928.1	Om001G001030
OG0006121	XP_010436505.2, XP_010439923.1, XP_010434599.1, XP_010449531.1	Om001G001090
OG0006122	XP_010517540.1, XP_010434543.1, XP_010439860.1	Om001G002190
OG0006123	XP_010517535.1, XP_010434538.1	Om001G002300
OG0006124	XP_010434518.1, XP_010496242.1, XP_010439839.1	Om001G002550
OG0006125	XP_010449338.1, XP_010434396.1, XP_010439688.1	Om001G004270
OG0006126	XP_019083584.1, XP_010473083.1, XP_019101058.1, XP_010474529.1	Om007G285230
OG0006127	XP_010434300.1, XP_010439592.1, XP_010449193.1	Om001G005830
OG0006128	XP_010439514.1, XP_010449112.1, XP_010434229.1	Om001G006850
OG0006129	XP_010434191.1, XP_010436464.1, XP_010439491.1, XP_010449085.1	Om003G109080, Om001G007060
OG0006130	XP_010434152.1, XP_010439448.1, XP_010449024.1	Om001G007550
OG0006131	XP_010451289.1, XP_010439392.1, XP_019086514.1	Om001G008350
OG0006132	XP_010451257.1, XP_010436432.1	Om001G009470
OG0006133	XP_010439272.1, XP_010439276.1, XP_010448829.1, XP_010433985.1, XP_010448827.1	Om001G009700
OG0006134	XP_010439171.1, XP_010433905.1, XP_010448708.1	Om001G010680
OG0006135	XP_010433881.1, XP_010439150.1, XP_010509303.1	Om001G010850
OG0006136	XP_010439133.1, XP_010433860.1, XP_010448655.1	Om001G011100
OG0006137	XP_010439093.1, XP_010433820.1, XP_010448616.1	Om005G208120, Om001G011460
OG0006138	XP_010422003.1, XP_010436755.1, XP_010455471.1	Om008G350100
OG0006139	XP_010499940.1, XP_010478815.1, XP_010463115.1, XP_010461219.1	Om001G012660
OG0006140	XP_010479060.1, XP_010461461.1, XP_010500164.1	Om007G315140, Om001G014990
OG0006141	XP_010479032.1, XP_010500125.1, XP_010461429.1	Om001G015690
OG0006142	XP_010433809.1, XP_010448603.1, XP_010439078.1	Om007G286850
OG0006143	XP_010508354.1, XP_010517977.1, XP_010506298.1	Om008G324250
OG0006144	XP_010478134.1, XP_010499276.1, XP_010460547.1	Om007G288130
OG0006146	XP_010479104.1, XP_010461504.1	Om007G287770
OG0006147	XP_010499363.1, XP_010478209.1, XP_010460628.1	Om007G288750
OG0006148	XP_010478212.1	Om007G288800
OG0006149	XP_010460694.1, XP_010499437.1	Om007G289480
OG0006150	XP_010499445.1, XP_010460707.1	Om007G289580
OG0006151	XP_010460710.1, XP_010478294.1, XP_010499450.1	Om007G289670
OG0006152	XP_010478297.1, XP_019091064.1, XP_010460716.1, XP_010501644.1	Om007G289720
OG0006153	XP_010460781.1, XP_010460783.1, XP_010478376.1, XP_010501653.1	Om007G290530
OG0006154	XP_010478399.1, XP_010499541.1, XP_010460806.1	Om007G290700
OG0006155	XP_010460829.1, XP_010478424.1, XP_010499569.1	Om007G290920
OG0006156	XP_019094632.1, XP_010499573.1, XP_010460834.1	Om007G290990
OG0006157	XP_010446883.1, XP_010437430.1, XP_010432236.1	Om001G035180
OG0006158	XP_010432143.1, XP_010446752.1, XP_010437314.1	Om001G036680
OG0006159	XP_010446707.1, XP_010432095.1, XP_010437267.1, XP_010446706.1	Om001G037290
OG0006160	XP_010446665.1, XP_010432063.1, XP_010437233.1	Om001G038150
OG0006161	XP_010437126.1, XP_010446581.1, XP_010431983.1	Om001G039550
OG0006162	XP_010446468.1, XP_019086554.1, XP_010437046.1	Om001G040530
OG0006163	XP_010431804.1, XP_010436961.1, XP_010446372.1	Om001G041430
OG0006164	XP_010435586.1, XP_010450510.1, XP_010440865.1	Om007G314010
OG0006165	XP_010435761.1, XP_010440970.1, XP_010450898.1	Om007G314860
OG0006166	XP_010450874.1, XP_010440984.1, XP_010435783.1	Om002G046730
OG0006167	XP_010464051.1, XP_010425777.1, XP_010485968.1	Om002G047390, Om002G067700
OG0006168	XP_010460962.1, XP_010478883.1, XP_010499685.1	Om007G292070
OG0006169	XP_010499713.1, XP_010478587.1, XP_010460992.1	Om007G292360
OG0006170	XP_010505143.1, XP_010513028.1	Om008G337650
OG0006171	XP_010438191.1, XP_010455358.1, XP_010421872.1	Om008G345770
OG0006172	XP_010421747.1, XP_010455264.1, XP_010436542.1	Om005G181830
OG0006173	XP_010513063.1, XP_010469406.1, XP_010413785.1	Om008G340570
OG0006174	XP_010469422.1, XP_010509826.1, XP_010413803.1	Om008G340740
OG0006175	XP_010442160.1, XP_010481995.1, XP_010494173.1	Om002G063100
OG0006176	XP_010455383.1, XP_010437821.1, XP_019084043.1	Om008G346390, Om008G346560
OG0006178	XP_010455464.1	Om008G349930
OG0006178	XP_010433716.1	Om008G352010
OG0006179	XP_010422103.1, XP_010455565.1, XP_010434802.1	Om008G351660
OG0006180	XP_010455590.1, XP_019084736.1, XP_010434174.1	Om008G351880
OG0006181	XP_019090662.1, XP_010434095.1, XP_019084321.1	Om008G352790
OG0006182	XP_010455655.1, XP_010422183.1, XP_010433745.1	Om008G352020
OG0006183	XP_010422241.1, XP_010433132.1, XP_010455718.1	Om008G353590
OG0006184	XP_010432791.1, XP_019098210.1, XP_010455726.1	Om008G353910
OG0006185	XP_010432511.1, XP_010422289.1, XP_010455756.1	Om008G354040
OG0006186	XP_010455841.1, XP_010422381.1, XP_010431753.1, XP_010431745.1, XP_010468220.1, XP_010468656.1, XP_010455842.1	Om008G354960
OG0006187	XP_019088672.1, XP_010494587.1	Om008G357590, Om007G314150
OG0006188	XP_010481601.1, XP_010494631.1, XP_010441751.1	Om008G358090
OG0006189	XP_010496011.1, XP_010441608.1, XP_010481478.1	Om008G359790
OG0006190	XP_010496012.1, XP_010481474.1, XP_010441604.1	Om008G359800
OG0006191	XP_010445791.2, XP_010494826.1, XP_010481450.1	Om008G360200
OG0006192	XP_010481265.1, XP_019088723.1, XP_010495018.1	Om008G362890
OG0006193	XP_010440704.1, XP_010435429.1, XP_010450365.1	Om002G078040
OG0006194	XP_010455746.1, XP_010422282.1, XP_010432578.1	Om005G183670, Om005G214760
OG0006195	XP_010440987.1, XP_010450880.1, XP_010440641.1, XP_010435318.1, XP_010450263.1	Om004G171620
OG0006196	XP_010440592.1, XP_010445470.2, XP_010450221.1, XP_010435278.1	Om003G104140
OG0006197	XP_010450166.1, XP_010435228.1, XP_010440531.1	Om003G103750
OG0006198	XP_010435136.1, XP_010440475.1, XP_010450047.1	Om003G102780
OG0006199	XP_010435125.1, XP_010450041.1, XP_010440465.1	Om003G102730
OG0006200	XP_010435022.1, XP_010495895.1, XP_010440338.1	Om003G101910
OG0006201	XP_019086575.1, XP_010440270.2, XP_010449914.1	Om003G101310
OG0006202	XP_010446574.1, XP_019087529.1, XP_010441288.1, XP_010447252.1, XP_010436074.1	Om008G328300, Om008G328240, Om005G227590
OG0006203	XP_010436099.1, XP_010447554.1, XP_010441310.1	Om002G050570
OG0006204	XP_010518535.1, XP_010518381.1, XP_010506715.1, XP_010507952.1	Om008G320170
OG0006205	XP_010507965.1, XP_010518359.1, XP_010507775.2	Om008G320290
OG0006206	XP_010506695.1, XP_010507973.1, XP_019102003.1	Om008G320320
OG0006207	XP_010518338.1, XP_010506673.1, XP_010507994.1	Om008G320600
OG0006208	XP_010518330.1, XP_010506665.1, XP_010508003.1	Om008G320690
OG0006209	XP_010469103.1, XP_010413355.1, XP_010512542.1	Om003G127020
OG0006210	XP_010512828.1, XP_010508056.1, XP_010518285.1, XP_010506616.1	Om003G096120, Om008G321150
OG0006211	XP_010512839.1, XP_010413059.1, XP_010506483.1	Om008G322190
OG0006212	XP_010506476.1, XP_010518150.1, XP_019101171.1	Om008G322270
OG0006213	XP_010518116.1, XP_010506443.1, XP_010508215.1	Om008G322660
OG0006214	XP_019082403.1, XP_010506435.1, XP_010508226.1	Om008G322760
OG0006215	XP_010518079.1, XP_010506408.1, XP_010508255.1, XP_010508256.1	Om008G323010
OG0006216	XP_010506274.1, XP_010517955.1, XP_010508378.1	Om008G324530
OG0006217	NP_001306215.1, XP_019101198.1, XP_019101773.1	Om008G324670
OG0006218	XP_010517897.1, XP_010506206.1, XP_010508441.1	Om008G325340
OG0006219	XP_010506089.1, XP_010508554.1, XP_010517786.1	Om008G326390
OG0006220	XP_010427638.1, XP_010516378.1, XP_010504687.1	Om003G120750
OG0006221	XP_010427598.1, XP_010504654.1, XP_010516342.1	Om003G120400
OG0006222	XP_010508710.1, XP_010505935.1, XP_010517646.1	Om008G327890
OG0006223	XP_010490572.1, XP_010451994.1, XP_010423949.1	Om004G176690
OG0006224	XP_019090364.1	Om001G017980
OG0006224	XP_010452073.1, XP_010423872.1, XP_019097872.1	Om004G175760
OG0006225	XP_010452129.1, XP_010490748.1, XP_010423815.1	Om004G175200
OG0006226	XP_010453474.1, XP_010492154.1, XP_010419982.1	Om004G160920
OG0006227	XP_010423694.1	Om004G174140
OG0006227	XP_010495055.1, XP_010452236.2	Om004G174150
OG0006228	XP_010452294.1, XP_010490898.2, XP_010423640.1	Om004G173450
OG0006229	XP_010420794.1, XP_010454261.1, XP_010493057.1	Om006G241410
OG0006230	XP_010454358.1, XP_010420892.1, XP_010493158.1	Om006G242240
OG0006231	XP_010420910.1, XP_010420909.1, XP_010454372.1	Om006G242390
OG0006232	XP_010420984.1, XP_010496785.1	Om006G243260
OG0006233	XP_010420998.1, XP_010454472.1, XP_010493269.1	Om006G243380
OG0006234	XP_010454477.1, XP_010421005.1, XP_010493271.1, XP_010418726.1	Om006G243430
OG0006235	XP_010483707.1, XP_019093147.1, XP_019087051.1	Om006G244790
OG0006236	XP_010483660.1, XP_010456073.1, XP_019087674.1	Om006G245260
OG0006237	XP_010414339.1, XP_010510467.1, XP_010469935.1	Om004G170650
OG0006238	XP_010454701.1, XP_010483531.1, XP_010443662.1	Om006G246700
OG0006239	XP_019086850.1, XP_019087667.1, XP_010483496.1	Om006G247150
OG0006240	XP_010459871.1, XP_010444193.1, XP_010484040.1	Om003G112670, Om003G112680, Om006G234570
OG0006241	XP_010444251.1, XP_010484092.1, XP_010460463.1	Om006G234130
OG0006242	XP_010444257.1, XP_010484098.1, XP_010460398.1	Om006G234100
OG0006243	XP_019088489.1, XP_010461234.1, XP_010484162.1	Om006G233580
OG0006244	XP_010490324.1, XP_010468640.1, XP_019087639.1	Om005G200610, Om002G082170
OG0006245	XP_010462863.1, XP_010444410.1, XP_010484258.1	Om006G232710
OG0006246	XP_010444414.1, XP_010462843.1, XP_010444416.1, XP_010462851.1, XP_010484262.1	Om006G232680
OG0006247	XP_010463203.1, XP_010444540.1, XP_010484381.1	Om006G231910
OG0006248	XP_010444520.1, XP_010484355.1, XP_010463027.1	Om006G231720
OG0006249	XP_010484345.1, XP_010444512.1, XP_010462975.1	Om006G231630
OG0006250	XP_010463438.1, XP_019087696.1, XP_010484399.1	Om006G231540
OG0006251	XP_010465216.1, XP_010484621.1, XP_010444771.1	Om006G229740, Om001G019870
OG0006252	XP_010514243.1, XP_010506974.1, XP_019099590.1, XP_019085871.1	Om006G229370
OG0006253	XP_010426737.1, XP_010456310.1, XP_010496906.2, XP_010424034.1	Om004G157280
OG0006254	XP_010456231.1, XP_010427558.1, XP_010422798.1	Om004G158040
OG0006255	XP_010456151.1, XP_010422713.1, XP_010428375.1	Om004G158730, Om004G158720
OG0006256	XP_010428974.1, XP_010422669.1, XP_010456104.1	Om004G159140
OG0006257	XP_010456044.1, XP_010429554.1, XP_010422603.1	Om004G159760
OG0006258	XP_010429856.1, XP_010456012.1, XP_010422572.1	Om004G160060
OG0006259	XP_010422570.1, XP_010456010.1, XP_010429895.1	Om004G160080
OG0006260	XP_010429906.1, XP_010456009.1, XP_010422569.1	Om004G160100
OG0006261	XP_010481792.1, XP_010441930.1, XP_010494391.1	Om007G277510
OG0006263	XP_010469513.1, XP_010509923.1, XP_010413907.1	Om007G278610
OG0006264	XP_010469525.1, XP_010469526.1, XP_010509944.1, XP_010413923.1	Om007G278740
OG0006265	XP_010414001.1, XP_010469592.1, XP_010510024.1	Om007G279360
OG0006266	XP_019101384.1, XP_010414072.2, XP_010469660.2	Om007G280010
OG0006267	XP_010414087.1, XP_010510162.1, XP_010469679.1	Om007G280120
OG0006268	XP_010469755.1, XP_010510232.1, XP_010414174.1	Om007G280810
OG0006269	XP_019101398.1, XP_019093069.1	Om007G280980
OG0006270	XP_010469858.1, XP_010414271.1, XP_010510367.1	Om007G281640
OG0006271	XP_010510452.1, XP_010414361.1, XP_010469927.1	Om007G307640, Om007G282280
OG0006272	XP_010469925.1, XP_010418783.2, XP_010414362.1, XP_010510450.1	Om007G282290
OG0006274	XP_010510473.1, XP_010414367.1, XP_010469943.1	Om007G282410
OG0006275	XP_010510622.1, XP_010470081.1, XP_010414522.1	Om007G283610
OG0006276	XP_010510729.1, XP_010473171.1, XP_010417927.1	Om007G284340
OG0006277	XP_010448138.1, XP_010433373.1, XP_010438619.1	Om005G188310, Om001G020280
OG0006278	XP_010463523.1, XP_010505970.1, XP_010485552.1, XP_010508927.1	Om002G042740
OG0006279	XP_010496816.1, XP_010424021.1	Om004G177470
OG0006280	XP_010486400.1, XP_010464468.1, XP_010462875.1	Om002G051000
OG0006281	XP_010490499.1, XP_010424004.1, XP_010451928.1	Om004G177270
OG0006282	XP_010448259.1, XP_010438740.1, XP_019086757.1, XP_010438739.1, XP_010433486.1, XP_010448258.1	Om007G289890
OG0006283	XP_010413829.1, XP_010485528.1, XP_010463561.1	Om002G043030
OG0006284	XP_010485430.1, XP_010433194.1, XP_010463588.1	Om002G043230
OG0006285	XP_010492424.1, XP_010420250.1, XP_010453721.1	Om007G299340
OG0006286	XP_010485679.1, XP_010510262.1	Om004G156840, Om002G044850
OG0006287	XP_010485694.1, XP_010485693.1, XP_010511520.1, XP_010463802.1	Om002G045060
OG0006288	XP_010463831.1, XP_010513547.1, XP_010485724.1	Om002G045280
OG0006289	XP_010485745.1, XP_010463851.1, XP_010515215.1	Om002G045480
OG0006290	XP_010463907.1, XP_019096223.1, XP_019099812.1	Om002G045980
OG0006291	XP_010468020.1, XP_019100090.1, XP_010485979.1	Om002G047480
OG0006293	XP_010486239.1, XP_010448002.1	Om002G049780
OG0006294	XP_010486270.1, XP_019100451.1, XP_010464339.1	Om002G049980
OG0006295	XP_010508856.1, XP_010505785.1, XP_010517473.1	Om008G329640
OG0006296	XP_010508857.1, XP_010505781.1, XP_010517471.1	Om008G329650
OG0006297	XP_010517333.1, XP_010505659.1, XP_010508982.1	Om008G331410
OG0006298	XP_010517311.1, XP_010505640.1, XP_010509001.1	Om008G331750
OG0006299	XP_010509071.1, XP_010517246.1, XP_010505574.1	Om008G332500
OG0006300	XP_010517193.1, XP_010509173.1, XP_010505530.1	Om008G333180
OG0006301	XP_010505117.1	Om008G337980
OG0006302	XP_010516843.1, XP_010509488.1, XP_010505163.1	Om008G337350
OG0006303	XP_010516873.1, XP_010509463.1, XP_010516871.1, XP_010505197.1, XP_010509466.1	Om008G337030
OG0006304	XP_010427019.1, XP_010515862.1, XP_010504132.1	Om006G254390
OG0006305	XP_010509322.1, XP_010505343.1, XP_010517024.1	Om008G335420
OG0006306	XP_019099872.1, XP_019102019.1, XP_019101266.1	Om008G335060
OG0006307	XP_010517133.1, XP_010505462.1	Om008G333880
OG0006308	XP_010476680.1, XP_010459118.1, XP_010497422.1	Om005G196600
OG0006309	XP_010459155.1, XP_010476724.1, XP_010497691.1	Om005G197070
OG0006310	XP_010476769.1, XP_010459200.1, XP_010497975.1	Om005G197520
OG0006311	XP_010459199.1, XP_010476771.1, XP_010497973.1	Om005G197530
OG0006312	XP_010498010.1, XP_010493581.1, XP_010476810.1, XP_010459230.1	Om005G197760
OG0006314	XP_010498052.1, XP_010459273.1, XP_010476844.1, XP_010476843.1, XP_010459272.1	Om005G198200
OG0006315	XP_010459378.1, XP_010476932.1, XP_019099062.1	Om005G199130
OG0006316	XP_010459442.1, XP_010498217.1, XP_010477004.1	Om005G199850
OG0006317	XP_010476984.1, XP_010459421.1, XP_010498193.1	Om005G199650
OG0006318	XP_010477120.1, XP_010459570.1, XP_010498324.1	Om005G200990
OG0006319	XP_019094852.1, XP_010477260.1, XP_010498461.1, XP_010459709.1	Om005G202390
OG0006320	XP_010498471.1, XP_010459720.1, XP_010477277.1	Om005G202500
OG0006321	XP_010471780.1, XP_010416543.1, XP_010428685.1	Om004G136330
OG0006322	XP_010459766.1, XP_010477322.1, XP_010498513.1	Om005G202840
OG0006323	XP_010462813.2, XP_010477335.1, XP_010498523.1	Om005G202950
OG0006324	XP_010498613.1, XP_010459864.1, XP_010496329.1	Om005G203900
OG0006325	XP_010477551.1, XP_010460046.1, XP_010498768.1, XP_010498767.1	Om005G205340
OG0006327	XP_010477846.1, XP_010460295.1, XP_010499028.1	Om004G146160
OG0006328	XP_010511702.1, XP_010415335.1, XP_010470668.1	Om005G212240
OG0006330	XP_019099231.1, XP_019094790.1, XP_019099228.1, XP_019091398.1	Om004G148510
OG0006331	XP_010478091.1, XP_010499239.1	Om004G151790
OG0006332	XP_010501616.2, XP_010460506.1, XP_010478086.1	Om004G149180, Om007G289130
OG0006333	NP_001306213.1, XP_019088345.1	Om004G168500, Om008G325360
OG0006334	XP_010448591.1, XP_010433800.1, XP_010439069.1	Om004G163790
OG0006335	XP_010433744.1, XP_010448542.1, XP_010439004.1	Om004G151240
OG0006336	XP_010438958.1, XP_010433715.1, XP_010448509.1	Om007G285770
OG0006337	XP_019089686.1, XP_010438899.1, XP_010433659.1	Om007G286210
OG0006339	XP_010429158.1, XP_010472227.1, XP_010416997.1	Om004G153770
OG0006340	XP_019083456.1, XP_010472115.1, XP_010429037.1	Om004G156170
OG0006342	XP_010459000.1, XP_010496577.1, XP_010476556.1	Om005G195370
OG0006343	XP_010476553.1, XP_010458997.1, XP_010496564.1	Om005G195300
OG0006344	XP_010496063.1, XP_010476496.1	Om005G194580
OG0006346	XP_010494353.1, XP_010476228.1, XP_010458684.1	Om005G192050
OG0006347	XP_010476221.1, XP_010494232.1, XP_010458676.1	Om005G191940
OG0006348	XP_010493635.1, XP_010482067.1	Om004G174620
OG0006349	XP_010492566.1, XP_010458516.1, XP_010476050.1	Om005G190130
OG0006350	XP_010475599.1, XP_010488326.1, XP_010458032.1	Om005G185990
OG0006351	XP_010490423.1, XP_010475843.1, XP_010458300.1	Om005G188230
OG0006352	XP_010490729.1, XP_010458349.1, XP_010475873.1	Om005G188620
OG0006354	XP_010475634.1, XP_010488790.1, XP_010458073.1	Om005G186350
OG0006355	XP_010488071.1, XP_010457995.1, XP_010480384.1, XP_010475562.1	Om005G185690
OG0006356	XP_010457888.1, XP_010487230.1, XP_010475475.1, XP_010501350.1	Om005G184790
OG0006357	XP_010486945.1, XP_010457858.1, XP_010475449.1	Om005G184450
OG0006358	XP_019095274.1, XP_019095275.1, XP_010457837.1, XP_010486780.1	Om005G184340
OG0006359	XP_010426674.1, XP_010515525.1, XP_010503813.1	Om006G257490
OG0006360	XP_010462580.2, XP_010475355.2, XP_010501342.2	Om005G183720
OG0006361	XP_010485642.1, XP_010485653.1, XP_010457737.1, XP_010475344.1	Om005G183610
OG0006362	XP_019095248.1, XP_019091832.1, XP_019098833.1	Om005G182310
OG0006363	XP_010482978.1, XP_010475042.1, XP_010457428.1, XP_010457427.1	Om005G181090
OG0006364	XP_010481903.1, XP_010457337.1, XP_010474954.1	Om005G180240
OG0006365	XP_010474958.1, XP_010481925.1, XP_010457343.1	Om005G180260
OG0006367	XP_010474638.1, XP_010480849.1, XP_010457200.1	Om006G273270, Om005G179050
OG0006368	XP_010492216.1, XP_010453532.1, XP_010420042.1	Om007G301660
OG0006369	XP_010453637.1, XP_010420161.1, XP_010492333.1	Om007G300370
OG0006370	XP_010453666.1, XP_010492363.1	Om007G300030
OG0006371	XP_010420176.1, XP_010453648.1	Om007G300210
OG0006372	XP_010495221.1, XP_010492513.2, XP_010453790.1, XP_010420317.1	Om007G298550
