Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0008410	XP_019085612.1, XP_010504799.1, XP_010516491.1	As012G284720
OG0008411	XP_010516511.1, XP_010427767.1, XP_019101939.1, XP_019100416.1	As012G284910
OG0008412	XP_010427769.1, XP_019098358.1, XP_010516513.1	As012G284920
OG0008413	XP_010516529.1, XP_010504830.1, XP_010427779.1	As012G285000
OG0008414	XP_010427787.1, XP_010516533.1, XP_010504836.1	As012G285030
OG0008415	XP_010516544.1, XP_010504849.1, XP_010427795.1	As012G285080
OG0008416	XP_010427797.1, XP_010516547.1, XP_010504852.1	As012G285090
OG0008417	XP_010517835.1, XP_010508512.1, XP_010506131.1	As012G285100
OG0008418	XP_010518600.1, XP_010488710.1, XP_010467021.1	As012G285410
OG0008419	XP_010413701.1, XP_010512197.1, XP_010469350.1	As012G285440
OG0008420	XP_010418635.1, XP_010513735.1, XP_010418636.2	As012G285540
OG0008421	XP_010469307.1, XP_010512213.1, XP_010413680.1	As012G285580
OG0008422	XP_010413662.1, XP_010512242.1, XP_010469292.1, XP_010451630.1	As012G285690
OG0008423	XP_010512245.1, XP_010469284.1, XP_010413651.1	As012G285730
OG0008424	XP_010512260.1, XP_010413638.1, XP_010469267.1	As012G285810
OG0008425	XP_010413602.1, XP_019093179.1, XP_019101722.1	As012G286040
OG0008426	XP_010512327.1, XP_010413593.1, XP_010469217.1, XP_010469218.1	As012G286130
OG0008427	XP_010512341.1, XP_010469204.1, XP_010413577.1	As012G286290
OG0008428	XP_010413543.1, XP_010512386.1, XP_010469166.1	As012G286690
OG0008429	XP_019093665.1, XP_019093687.1, XP_019083054.1, XP_010512398.1, XP_019082504.1	As012G286770
OG0008430	XP_010413348.1, XP_010469022.1, XP_010512550.1	As012G287780
OG0008431	XP_010413327.1, XP_010469004.1, XP_010512573.1	As012G287930
OG0008432	XP_010469001.1, XP_010413324.1, XP_010512576.1	As012G287950
OG0008433	XP_010413310.1, XP_010468988.1, XP_010512593.1	As012G288040
OG0008434	XP_010512604.1, XP_010413300.1	As012G288130
OG0008436	XP_010413221.1, XP_010468908.1, XP_010512687.1	As012G288730
OG0008437	XP_010413220.1, XP_010512689.1, XP_010468907.1	As012G288760
OG0008438	XP_010468904.1, XP_010413217.1, XP_010512692.1	As012G288790
OG0008439	XP_010512716.1	As012G288970
OG0008440	XP_010468869.1, XP_010512735.1, XP_010413177.1	As012G289160
OG0008504	XP_010438489.1, XP_010433245.1	As001G000180
OG0008505	XP_010447947.1, XP_010433190.1, XP_010438415.2	As001G000550
OG0008506	XP_010447912.1, XP_010438377.1	As001G000740
OG0008507	XP_010438363.1, XP_010433149.1, XP_010447903.1	As001G000850
OG0008508	XP_010447894.1, XP_010433140.1, XP_010438352.1	As001G000890
OG0008509	XP_019087312.1, XP_010447795.1, XP_019086695.1	As001G001780
OG0008510	XP_010438243.1, XP_010433048.1	As001G001810
OG0008511	XP_010438242.1, XP_010447791.1, XP_010436338.1	As001G001820
OG0008512	XP_010447789.1, XP_010438239.1, XP_010433046.1	As001G001840
OG0008513	XP_010433033.1, XP_010438226.1, XP_010447776.1	As001G001920
OG0008514	XP_010438201.2, XP_010433012.1, XP_010447748.1	As001G002240
OG0008515	XP_010433001.1, XP_010438193.1, XP_010447736.1	As001G002330
OG0008516	XP_010432989.1, XP_010438182.1, XP_010447721.1	As001G002420, As001G002430
OG0008517	XP_010438178.1, XP_010447717.1	As001G002460
OG0008518	XP_010454276.1, XP_010424188.1, XP_010493067.1, XP_010495308.2	As001G002850
OG0008519	XP_019086666.1, XP_010447658.1, XP_010438124.1	As001G002970
OG0008520	XP_010438121.1, XP_010447656.1, XP_010432936.1	As001G003000
OG0008521	XP_019086664.1, XP_010438045.1, XP_010447562.1	As001G003680
OG0008522	XP_010438022.1, XP_010432847.1, XP_010447512.1	As001G003840
OG0008523	XP_019089769.1, XP_010437999.1, XP_010432821.1	As001G004010
OG0008524	XP_010447548.1, XP_010437987.1, XP_010432810.1	As001G004140
OG0008525	XP_010432803.1, XP_010437983.1, XP_010447475.1	As001G004220
OG0008526	XP_010432765.1, XP_010447433.1, XP_019088740.1	As001G004640
OG0008527	XP_010447417.1, XP_010437933.1, XP_010432748.1	As001G004710
OG0008528	XP_010447411.1, XP_019086662.1, XP_010437927.1	As001G004780
OG0008529	XP_010437876.1, XP_010447360.1, XP_010432685.1	As001G005390
OG0008530	XP_010432632.1, XP_010447315.1, XP_010437828.1	As001G005630
OG0008531	XP_010432636.1, XP_010447318.1, XP_010437832.1	As001G005730
OG0008532	XP_010432635.1, XP_010447317.1, XP_010437830.1	As001G005760
OG0008533	XP_010432599.1, XP_010447271.1, XP_010447272.1, XP_010437790.1	As001G006030
OG0008534	XP_010432676.1, XP_010447355.1	As001G006490
OG0008535	XP_010447256.1, XP_010437776.1, XP_010432577.1	As001G006610
OG0008536	XP_010437775.1, XP_010447254.1, XP_010432576.1	As001G006640
OG0008537	XP_010447248.1, XP_010437771.1, XP_010432572.1	As001G007120
OG0008538	XP_010437765.1, XP_010432567.1, XP_010447244.1	As001G009960
OG0008540	XP_010447115.1, XP_010437646.1	As001G012830, As011G262590
OG0008541	XP_010447146.1, XP_010437670.1, XP_019086546.1	As001G013640
OG0008542	XP_010447170.1, XP_010437694.1, XP_010432490.1	As001G013790
OG0008543	XP_010447082.1, XP_010432417.1, XP_010437620.1	As001G013820
OG0008544	XP_010432414.1, XP_010447081.1, XP_010437616.1	As001G014120
OG0008545	XP_010432403.1, XP_010447065.1, XP_010437601.1	As001G014230
OG0008546	XP_010432380.1, XP_010437570.1, XP_010447038.1	As001G014430
OG0008547	XP_010432364.1, XP_010437549.1, XP_010447018.1	As001G014730
OG0008548	XP_010499679.1, XP_010478577.1, XP_010460955.1	As004G078980, As001G015890
OG0008549	XP_010478591.1, XP_010499718.1	As004G079200, As001G016210
OG0008550	XP_010461002.1, XP_010499728.1, XP_010478599.1	As001G016330
OG0008551	XP_010478619.1, XP_010461023.1, XP_010499748.1	As001G016460
OG0008552	XP_010478641.1, XP_010499764.1, XP_010461035.1	As001G016700
OG0008553	XP_010499788.1, XP_010461064.1, XP_010478663.1	As001G016930
OG0008554	XP_010434725.1, XP_010440061.1, XP_010449673.1	As001G017310
OG0008555	XP_019086784.1, XP_010440068.1, XP_010449684.1	As001G017370
OG0008556	XP_010440120.1, XP_010449736.1, XP_019086261.1	As001G017690
OG0008557	XP_010476172.1, XP_010493775.1, XP_019090984.1	As001G018270
OG0008558	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1	As001G018540
OG0008559	XP_019083181.1, XP_010511580.1, XP_010470367.1	As001G018570
OG0008560	XP_010480252.1, XP_010511283.1, XP_010414987.1	As001G019050
OG0008561	XP_010432625.1, XP_010437815.1, XP_010447298.1	As001G019300, As010G232740
OG0008562	XP_010474050.2, XP_019100875.1, XP_010414756.1	As001G019640
OG0008563	XP_010490407.1, XP_010475840.1, XP_010458296.1	As008G187600
OG0008564	XP_010470255.1, XP_010414732.1, XP_010511071.1	As001G020010
OG0008565	XP_010414611.1, XP_010470162.1, XP_010510980.1	As001G020510
OG0008566	XP_010418833.1, XP_010474015.1, XP_010510976.1	As001G020550
OG0008567	XP_010510912.1, XP_010473256.1, XP_019082745.1	As001G021060
OG0008568	XP_010473248.1, XP_010510925.1, XP_010418013.1	As001G021110
OG0008569	XP_010466779.1, XP_010488492.1, XP_010513150.1	As001G021120, As011G256100
OG0008570	XP_010430106.1, XP_010418067.1, XP_010473317.1	As001G021510
OG0008571	XP_010473336.1, XP_010418097.1, XP_010419437.1, XP_010430141.1	As001G021610
OG0008572	XP_010418105.1, XP_010473341.1, XP_010430148.1	As001G021630
OG0008573	XP_010418130.1, XP_010473370.1, XP_010430175.1	As001G021750
OG0008574	XP_019093159.1, XP_010418132.1, XP_019085797.1	As001G021760
OG0008575	XP_010430180.1, XP_010418134.1, XP_010473379.1	As001G021800
OG0008576	XP_010430209.1, XP_010473405.1	As008G185790, As001G021980
OG0008577	XP_010476119.1, XP_010458588.1, XP_010493346.1	As008G185580
OG0008578	XP_010496902.1, XP_010459037.1, XP_010476599.1	As001G022230
OG0008579	XP_010513891.1, XP_010502142.1, XP_010424933.1	As001G022750
OG0008580	XP_010424952.1, XP_010502170.1, XP_010513908.1	As001G022920
OG0008581	XP_010502199.1, XP_010502192.1, XP_010513930.1	As001G023070
OG0008582	XP_010502250.1, XP_010514009.1, XP_010425013.1	As001G023440
OG0008583	XP_010425055.1, XP_010514055.1, XP_010502294.1	As001G023730
OG0008584	XP_010425142.1, XP_019100039.1, XP_010518594.1	As001G024130
OG0008585	XP_010514143.1, XP_010502395.1	As001G024350
OG0008586	XP_010425206.1, XP_010514178.1	As001G024620
OG0008587	XP_010425246.1, XP_010514214.1, XP_010502473.1	As001G024880
OG0008588	XP_010502483.1, XP_010514221.1, XP_010425252.1	As001G024960
OG0008589	XP_019102182.1, XP_019085288.1, XP_010502507.1	As001G025100
OG0008590	XP_010425367.1, XP_010502578.1, XP_010514296.1	As001G025420
OG0008591	XP_010514324.1, XP_010425383.1, XP_010502603.1	As001G025540
OG0008592	XP_010497369.1, XP_010425417.1, XP_010497450.1, XP_010514356.1	As001G025780
OG0008593	XP_010425423.1, XP_010502635.1, XP_010514359.1	As001G025800
OG0008594	XP_010502676.1, XP_010425453.1, XP_010514403.1	As001G026030
OG0008595	XP_010502691.1, XP_010425469.1, XP_010514420.1	As001G026150
OG0008596	XP_010425480.1, XP_010502702.1, XP_010514427.1	As001G026230
OG0008597	XP_010514490.1, XP_010425556.1, XP_010502785.1	As001G026720
OG0008598	XP_019085997.1, XP_010514491.1, XP_010502786.1	As001G026730
OG0008599	XP_010425622.1, XP_010514544.1, XP_010502835.1	As001G027020
OG0008600	XP_010514548.1, XP_010502845.1, XP_010425626.1	As001G027040
OG0008601	XP_010514589.1, XP_010502945.2, XP_010425655.1	As001G027250
OG0008602	XP_010425665.1, XP_010502884.1, XP_010514601.1	As001G027370
OG0008603	XP_010425667.1, XP_010514603.1, XP_010502886.1	As001G027390
OG0008604	XP_019099629.1, XP_010514648.1, XP_019085439.1	As001G027840
OG0008605	XP_019085823.1, XP_010507137.1, XP_010412466.1	As001G027860
OG0008606	XP_010415173.1, XP_010511558.1, XP_010470504.1	As001G028920
OG0008607	XP_010514150.1, XP_010502402.1	As001G029150
OG0008608	XP_010511118.1, XP_010415113.1, XP_010470447.1	As001G029290
OG0008609	XP_010440862.1, XP_010415075.1, XP_010511432.1, XP_010470425.1	As001G029480
OG0008610	XP_010473733.1, XP_010496629.1, XP_010430616.1	As001G030220
OG0008611	XP_010430610.1, XP_010496626.1, XP_010497234.1	As001G030290
OG0008612	XP_010473704.1, XP_010418504.1, XP_010430574.1	As001G030570
OG0008613	XP_019098738.1, XP_010473698.1, XP_010430571.1, XP_010418500.1	As001G030600
OG0008614	XP_010418453.1, XP_010473658.1, XP_010430525.1	As001G030840
OG0008615	XP_010473645.1, XP_010430513.1, XP_010418439.1	As001G030950
OG0008616	XP_010418425.1, XP_010430502.1, XP_010473632.1	As001G031050
OG0008617	XP_010430423.1, XP_010418342.1, XP_010473565.1	As001G031420, As001G031440
OG0008618	XP_010430420.1, XP_010452280.1, XP_010418340.1	As001G031430
OG0008619	XP_010430379.1, XP_010418307.1, XP_019094155.1	As001G031660
OG0008620	XP_010418263.1, XP_010430325.1, XP_010473487.1	As001G031990
OG0008621	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1	As002G032320
OG0008622	XP_010483266.1, XP_010443433.1, XP_010452134.1	As002G049150, As002G032530
OG0008623	XP_019100557.1, XP_019102026.1, XP_019101225.1	As002G033140, As002G032960
OG0008624	XP_010517579.1, XP_010505862.1, XP_010508781.1	As002G033460
OG0008625	XP_010517591.1, XP_010508770.1, XP_010505871.1	As002G033520
OG0008626	XP_010471590.1, XP_010486496.1, XP_010464573.1	As002G034200
OG0008627	XP_010452242.1, XP_010490854.1, XP_010423685.1	As005G108520
OG0008628	XP_010464699.1, XP_010482050.1, XP_010486627.1	As002G035500
OG0008629	XP_010493783.1, XP_010464748.1, XP_010486683.1, XP_019092849.1	As002G036150
OG0008630	XP_010486708.1, XP_010491291.1, XP_010464778.1	As002G036470
OG0008631	XP_010486718.1, XP_010490154.1	As002G036760
OG0008632	XP_010464860.1, XP_010496221.1	As002G037280
OG0008633	XP_010486817.1, XP_010464868.1, XP_010496861.1	As002G037390
OG0008634	XP_010486854.1, XP_010498187.1, XP_010464917.1	As002G037840
OG0008635	XP_010498325.1, XP_010464941.1, XP_010486871.1	As002G038010
OG0008636	XP_010489787.1, XP_010498340.1	As002G038040
OG0008637	XP_010498659.1, XP_010464967.1, XP_010486909.1	As002G038620
OG0008638	XP_010498952.1, XP_010486937.1, XP_010465006.1	As002G038930
OG0008639	XP_010482289.1, XP_010442467.1, XP_010441261.1	As002G040600
OG0008640	XP_010442515.1, XP_010482343.1, XP_010441960.1	As002G042000
OG0008641	XP_010442524.1, XP_010442071.1	As002G042240
OG0008642	XP_010442225.1, XP_010442543.1, XP_010482367.1	As002G042340
OG0008643	XP_010482395.1, XP_010442568.1, XP_010442427.1	As002G042670
OG0008644	XP_010482402.1, XP_010446014.1	As002G042720
OG0008645	XP_010482431.1	As002G042820
OG0008646	XP_010442674.1, XP_010443574.1, XP_010482507.1	As002G043610
OG0008647	XP_010482523.1, XP_010473511.2	As002G043710, As002G043700
OG0008648	XP_010442806.1, XP_010482638.1, XP_019091275.1	As002G044420
OG0008649	XP_010445402.1, XP_010442845.1, XP_010482673.1	As002G044670
OG0008650	XP_010445592.1, XP_010442872.1, XP_010482703.1	As002G044820
OG0008651	XP_010482690.1, XP_010445514.1, XP_010442862.1	As002G044940
OG0008652	XP_010442857.1, XP_010482686.1, XP_010445479.1	As002G045000
OG0008653	XP_010445849.1, XP_010482747.1, XP_010442913.1	As002G045240
OG0008654	XP_010445864.1, XP_010442916.1, XP_010482750.1	As002G045260
OG0008655	XP_010482758.1, XP_010442928.1, XP_010496582.1	As002G045340
OG0008656	XP_010482760.1, XP_010442933.1, XP_010496585.1	As002G045360
OG0008657	XP_010446471.1, XP_010442985.1, XP_010482819.1	As002G045520
OG0008658	XP_010482781.1, XP_010446035.1, XP_010442950.1	As002G045820
OG0008659	XP_010482829.1, XP_010446663.1, XP_010442997.1	As002G045910
OG0008660	XP_010446745.1, XP_010443003.1, XP_010482837.1	As002G046070
OG0008661	XP_010443015.1, XP_010482846.1, XP_010446855.1	As002G046130
OG0008662	XP_010482912.1, XP_010443098.1, XP_010448898.1	As002G046740
OG0008663	XP_010482934.1, XP_010443121.1, XP_010449124.1	As002G046970
OG0008664	XP_010449262.1, XP_010443141.1, XP_010482953.1	As002G047040
OG0008665	XP_010449741.1, XP_010443189.1, XP_010483001.1	As002G047300
OG0008666	XP_010483013.1, XP_010443200.1, XP_010449946.1	As002G047390
OG0008667	XP_010483015.1, XP_010449954.1, XP_010443201.1	As002G047400
OG0008668	XP_010483078.1, XP_010443249.1, XP_010450666.1	As002G047860
OG0008669	XP_019092318.1, XP_010483111.1, XP_010443291.1	As002G048090
OG0008670	XP_010483113.1, XP_010443293.1, XP_010451052.1	As002G048110
OG0008671	XP_010451263.1, XP_010483132.1, XP_010443308.1	As002G048250
OG0008672	XP_010483153.1, XP_010483152.2, XP_019087042.1, XP_010451430.1	As002G048450
OG0008673	XP_010443327.1, XP_010483156.1, XP_010451444.1	As002G048470
OG0008674	XP_010485196.1, XP_010451653.1, XP_010443356.1	As002G048630
OG0008675	XP_010483208.1, XP_010443383.1, XP_010451807.1	As002G048800
OG0008676	XP_019088457.1, XP_010451861.1, XP_010483220.1	As002G048890
OG0008677	XP_010451940.1, XP_010443411.1, XP_010483235.1	As002G049000
OG0008678	XP_010483291.1, XP_010452554.1, XP_010443455.1	As002G049290
OG0008679	XP_010452894.1, XP_010483346.1, XP_010443500.1	As002G049560
OG0008680	XP_010453097.1, XP_010443516.1, XP_010483367.1	As002G049830
OG0008681	XP_010453107.1, XP_010443517.1, XP_010483368.1	As002G049840
OG0008682	XP_010439034.1, XP_010445932.1, XP_010482035.1	As002G049990
OG0008683	XP_010482026.1, XP_010438870.1	As002G050190
OG0008684	XP_010442208.1, XP_010482040.1, XP_010439067.1	As002G050210
OG0008685	XP_010492078.1, XP_010453391.1, XP_010419904.1	As002G050350
OG0008686	XP_010453390.1, XP_010492075.1, XP_010419903.1	As002G050370
OG0008687	XP_010492054.1, XP_010492052.1, XP_010419875.1, XP_010453366.1	As002G050560
OG0008688	XP_010419870.1, XP_010453362.1, XP_010492048.1	As002G050590
OG0008689	XP_010492047.1, XP_010456512.2, XP_010419869.1, XP_010456513.1	As002G050610
OG0008690	XP_010419861.1, XP_010453351.1, XP_019097849.1	As002G050650
OG0008691	XP_010419823.1, XP_010491994.1, XP_010453300.1	As002G050920
OG0008692	XP_010491993.1, XP_010453299.1, XP_010419822.1	As002G050930
OG0008693	XP_010491974.1, XP_010453281.1, XP_010419807.1	As002G051080
OG0008694	XP_010491950.1, XP_010419780.1	As002G051290
OG0008695	XP_010419767.1, XP_010491934.1, XP_010453242.1	As002G051380
OG0008696	XP_010491932.2, XP_010453238.2, XP_010419763.2	As002G051430
OG0008698	XP_010419689.1, XP_010491852.1, XP_010453176.1	As002G051930
OG0008699	XP_010422816.1, XP_010453105.1, XP_010491750.1	As002G052500
OG0008700	XP_010491719.1, XP_010453074.1, XP_010422838.1	As012G274060, As002G052790
OG0008701	XP_010491706.1, XP_010422848.1, XP_010456466.1	As002G052930
OG0008702	XP_010491669.1, XP_010422884.1, XP_010453039.1	As002G053160
OG0008703	XP_010491632.1, XP_010422929.1, XP_010452992.1	As002G053450
OG0008704	XP_010491607.1, XP_010422954.1, XP_010452968.1	As002G053590
OG0008705	XP_010452952.1, XP_010422966.1, XP_010491595.1	As002G053670
OG0008706	XP_010452910.1, XP_010423012.1, XP_010491550.1	As002G053930
OG0008707	XP_010423044.1, XP_010452875.1, XP_010491509.1	As002G054190
OG0008708	XP_010491505.1, XP_010423050.1, XP_010452869.1	As002G054210
OG0008709	XP_010452831.1, XP_010424725.1, XP_010495114.1	As002G054460
OG0008710	XP_010452804.1, XP_010491449.1, XP_010423122.1	As002G054660
OG0008711	XP_010452766.1, XP_010491412.1	As002G054890
OG0008712	XP_010423157.1, XP_010452760.1, XP_010491411.1	As002G054920
OG0008713	XP_010452748.1, XP_010423169.1, XP_010491399.1	As002G055000
OG0008714	XP_010491377.1, XP_010423192.1, XP_010452727.1	As002G055200
OG0008715	XP_010449651.1, XP_010434704.1, XP_010440039.1	As003G055620
OG0008716	XP_010434634.1, XP_010439969.1, XP_010449582.1	As004G089690, As003G056010
OG0008717	XP_010439964.1	As003G056050
OG0008718	XP_010449556.1, XP_010434618.1, XP_010439942.1	As003G056140
OG0008719	XP_010439938.1, XP_019089116.1, XP_010434615.1	As003G056170
OG0008720	XP_010434614.1, XP_010449554.1, XP_010439937.1	As003G056180
OG0008721	XP_010434598.1, XP_010449532.1, XP_010439922.1	As003G056340
OG0008722	XP_010439897.1, XP_010449498.1, XP_010434569.1	As003G056510
OG0008723	XP_010449471.1	As003G057220
OG0008724	XP_010481589.1, XP_010494644.1	As004G087920
OG0008725	XP_010439754.1, XP_010449388.1, XP_010434445.1	As003G057580
OG0008726	XP_010439748.1, XP_010434441.1, XP_010449385.1	As003G057610
OG0008727	XP_010439718.1, XP_010434420.1, XP_010449357.1	As003G057770
OG0008728	XP_010449340.1, XP_010439705.1, XP_010434407.1	As003G057840
OG0008729	XP_010434395.1, XP_010439689.1, XP_010449337.1	As003G057860
OG0008730	XP_010434334.1, XP_010439626.1, XP_010449264.1	As003G058190
OG0008731	XP_010449255.1, XP_010449254.2, XP_010434328.1, XP_010449240.1, XP_010439623.1	As003G058220
OG0008732	XP_019089392.1, XP_010434311.1, XP_010439608.1	As003G058400
OG0008733	XP_010434277.1, XP_010439568.1, XP_010449166.1	As004G086690, As003G058690, As003G058650
OG0008734	XP_010439531.1, XP_010449134.1, XP_010434245.1	As003G058950
OG0008735	XP_010439504.1, XP_010434211.1, XP_010449103.1	As003G059090
OG0008736	XP_010434177.1, XP_010439472.1, XP_010449058.1	As003G059480
OG0008737	XP_010434123.1, XP_010449002.1, XP_010439421.1	As003G059850
OG0008738	XP_010445206.1, XP_010448867.1, XP_010434015.1	As003G060570
OG0008739	XP_010422190.1, XP_010455665.1, XP_010433651.1	As004G085080, As003G060630
OG0008740	XP_010448848.1, XP_010433998.1, XP_010439292.1	As003G060690
OG0008741	XP_010448815.1, XP_010433978.1, XP_019086973.1	As003G060880
OG0008742	XP_010433960.1, XP_010439252.1, XP_010448794.1	As003G060970
OG0008743	XP_010439243.1, XP_010433956.1, XP_010448790.1	As003G060990
OG0008744	XP_010439228.1, XP_010433943.1, XP_010448772.1	As003G061130
OG0008745	XP_019088255.1, XP_010433901.1	As003G061490
OG0008746	XP_019093124.1, XP_019085890.1, XP_010415734.1	As003G061620
OG0008747	XP_010433848.1, XP_019097177.1, XP_010448645.1, XP_010439124.1	As003G061970
OG0008748	XP_010421956.1, XP_010437167.1, XP_010455434.1	As004G083660, As003G062650
OG0008749	XP_010499902.1, XP_010461187.1, XP_010478777.1	As003G062840, As012G271210
OG0008750	XP_010461237.1, XP_010499950.1, XP_010478828.2	As003G063220
