Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0005879	XP_006406567.1	XP_018488725.1, XP_018434788.1, XP_018487002.1
OG0005880	XP_006406548.1	XP_018486984.1, XP_018437204.1, XP_018490772.1, XP_018464742.1
OG0005881	XP_006406545.1	XP_018464739.1, XP_018492011.1, XP_018433421.1
OG0005882	XP_024015783.1	XP_018465604.1, XP_018433836.1
OG0005883	XP_006406508.1	XP_018487202.1, XP_018488744.1, XP_018436880.1
OG0005884	XP_006406256.1	XP_018458525.1, XP_018487632.1, XP_018490783.1
OG0005885	XP_006406488.2	XP_018458861.1, XP_018489881.1, XP_018461329.1, XP_018437988.1, XP_018438327.1, XP_018461328.1
OG0005886	XP_024015568.1	XP_018465873.1, XP_018489563.1, XP_018488542.1, XP_018461498.1, XP_018465864.1
OG0005887	XP_006406436.1	XP_018485410.1, XP_018435009.1
OG0005888	XP_024015518.1	XP_018463216.1, XP_018467008.1, XP_018462347.1
OG0005890	XP_006406401.1	XP_018466661.1, XP_018490773.1, XP_018490732.1, XP_018433627.1
OG0005891	XP_006406400.1	XP_018490775.1, XP_018437207.1, XP_018488945.1
OG0005892	XP_024015457.1	XP_018466225.1, XP_018491364.1, XP_018486840.1, XP_018487607.1
OG0005893	XP_006395286.1, XP_024014635.1	XP_018441575.1
OG0005894	XP_006395922.1	XP_018458151.1, XP_018446286.1, XP_018461369.1
OG0005895	XP_024015205.1	XP_018433667.1, XP_018489622.1
OG0005896	XP_006406003.1	XP_018489096.1, XP_018481935.1, XP_018438647.1, XP_018438648.1
OG0005897	XP_006406019.1	XP_018441427.1, XP_018441229.1, XP_018485550.1
OG0005898	XP_006406063.1	XP_018489555.1
OG0005899	XP_006406066.1	XP_018433040.1, XP_018488771.1
OG0005900	XP_006406124.1	XP_018488505.1, XP_018489151.1, XP_018437641.1
OG0005901	XP_006406137.1, XP_006410306.1, XP_006396697.2	XP_018485499.1, XP_018486091.1
OG0005902	XP_006406144.1	XP_018486236.1
OG0005903	XP_006406154.1	XP_018492972.1, XP_018459678.1
OG0005904	XP_006406168.1	XP_018464229.1, XP_018437559.1, XP_018461532.1, XP_018486664.1
OG0005905	XP_006406200.1	XP_018462420.1, XP_018434305.1, XP_018464926.1, XP_018489499.1
OG0005906	XP_006412732.1	XP_018466465.1, XP_018449260.1
OG0005907	XP_024007915.1	XP_018445027.1, XP_018459503.1
OG0005908	XP_006395023.1	XP_018480854.1
OG0005909	XP_006395042.1	XP_018480620.1, XP_018457731.1, XP_018461283.1
OG0005910	XP_006395128.1	XP_018437168.1, XP_018478968.1, XP_018455102.1
OG0005911	XP_006408905.1	XP_018438187.1, XP_018451443.1, XP_018433645.1
OG0005912	XP_006403838.1	XP_018458904.1, XP_018439580.1, XP_018438821.1
OG0005913	XP_006403876.1	XP_018478029.1, XP_018460002.1, XP_018433222.1
OG0005914	XP_024013665.1	XP_018469805.1, XP_018463317.1, XP_018441238.1
OG0005915	XP_006418450.1	XP_018434887.1
OG0005916	XP_024009089.1	XP_018486658.1
OG0005917	XP_006418399.1	XP_018492682.1
OG0005918	XP_024008848.1, XP_006418361.1	XP_018490493.1, XP_018492271.1, XP_018469948.1
OG0005919	XP_024008395.1	XP_018487318.1
OG0005920	XP_006418292.1	XP_018448042.1
OG0005921	XP_006418245.1	XP_018481388.1, XP_018465192.1, XP_018462683.1
OG0005922	XP_006418175.1	XP_018493000.1, XP_018447193.1, XP_018447202.1
OG0005923	XP_006418133.1	XP_018447436.1, XP_018461437.1
OG0005923	XP_024013338.1	XP_018488124.1
OG0005924	XP_024008485.1	XP_018432612.1, XP_018437503.1, XP_018447258.1
OG0005925	XP_006417994.1	XP_018451559.1, XP_018451571.1, XP_018491822.1, XP_018491823.1
OG0005926	XP_006417952.1	XP_018489119.1, XP_018491355.1
OG0005927	XP_006417870.2	XP_018441552.1
OG0005928	XP_006417847.1	XP_018437173.1, XP_018486097.1
OG0005929	XP_006417824.1	XP_018489394.1, XP_018493242.1
OG0005930	XP_006417760.1	XP_018435805.1, XP_018468374.1
OG0005932	XP_006417797.1	XP_018481527.1, XP_018487014.1
OG0005933	XP_006417769.1	XP_018436028.1, XP_018487142.1, XP_018447830.1, XP_018450797.1
OG0005934	XP_024008970.1	XP_018449921.1, XP_018491757.1, XP_018465024.1, XP_018485654.1
OG0005935	XP_006417712.1	XP_018492489.1
OG0005936	XP_006417699.1	XP_018432663.1, XP_018450384.1, XP_018448211.1
OG0005937	XP_006417662.1	XP_018447602.1, XP_018447254.1
OG0005938	XP_006417643.1	XP_018462333.1, XP_018488443.1, XP_018450260.1
OG0005939	XP_006417634.1	XP_018435938.1
OG0005940	XP_006417559.1	XP_018460012.1, XP_018451221.1, XP_018485602.1
OG0005941	XP_006417556.1	XP_018489178.1, XP_018451223.1, XP_018460020.1, XP_018483217.1
OG0005942	XP_006417545.2	XP_018460024.1, XP_018450847.1, XP_018492350.1
OG0005943	XP_006408719.2, XP_006417524.1	XP_018487840.1, XP_018462754.1, XP_018488494.1, XP_018488479.1
OG0005944	XP_006417502.1	XP_018462083.1
OG0005945	XP_006417484.1	XP_018439010.1, XP_018492483.1
OG0005946	XP_006417478.1	XP_018472000.1, XP_018469287.1
OG0005947	XP_006417414.2	XP_018434091.1, XP_018490079.1
OG0005948	XP_006417411.1	XP_018434516.1, XP_018490060.1, XP_018486681.1
OG0005949	XP_006417371.1	XP_018447217.1
OG0005949	XP_006392007.1	XP_018458085.1
OG0005950	XP_006417368.1	XP_018493439.1, XP_018490218.1
OG0005951	XP_006417290.1	XP_018449103.1, XP_018451402.1, XP_018463032.1, XP_018458357.1
OG0005952	XP_006417275.1	XP_018449482.1, XP_018451601.1, XP_018492942.1, XP_018463634.1
OG0005953	XP_006417241.1	XP_018432571.1, XP_018432517.1, XP_018451352.1, XP_018442358.1
OG0005954	XP_006417219.1	XP_018442050.1, XP_018433098.1, XP_018451431.1
OG0005955	XP_006416966.1	XP_018441617.1, XP_018451133.1, XP_018449956.1
OG0005957	XP_024008737.1	XP_018464067.1, XP_018438756.1
OG0005958	XP_006416821.1	XP_018440178.1
OG0005959	XP_006416805.1	XP_018460753.1, XP_018459786.1
OG0005960	XP_006416794.1	XP_018459769.1, XP_018451405.1, XP_018442290.1
OG0005961	XP_024007882.1	XP_018459760.1, XP_018459782.1
OG0005962	XP_006416777.1	XP_018451187.1, XP_018459792.1, XP_018459772.1
OG0005963	XP_006416742.1	XP_018437415.1
OG0005964	XP_006416677.1	XP_018473592.1
OG0005965	XP_006416638.1	XP_018450239.1, XP_018440632.1
OG0005966	XP_006416617.1	XP_018467719.1
OG0005967	XP_006416592.1	XP_018435172.1, XP_018447708.1, XP_018480558.1
OG0005968	XP_006416533.1	XP_018485377.1, XP_018448112.1, XP_018448128.1
OG0005969	XP_006416517.1	XP_018460798.1
OG0005970	XP_006416472.1	XP_018476140.1, XP_018447309.1, XP_018491913.1, XP_018491902.1
OG0005971	XP_024009111.1	XP_018469552.1
OG0005972	XP_006416284.1	XP_018450816.1, XP_018492520.1
OG0005973	XP_006416248.1	XP_018482265.1
OG0005974	XP_024008899.1	XP_018467833.1, XP_018437288.1, XP_018450030.1
OG0005975	XP_006416219.1	XP_018450940.1, XP_018446425.1, XP_018437587.1
OG0005976	XP_006416212.1	XP_018442123.1
OG0005977	XP_006416194.2	XP_018489453.1, XP_018434552.1, XP_018447843.1
OG0005978	XP_006416193.1	XP_018489442.1
OG0005979	XP_006416153.1	XP_018441938.1, XP_018437527.1
OG0005980	XP_006390745.1	XP_018445255.1, XP_018468473.1, XP_018453251.1
OG0005981	XP_006390766.1	XP_018453134.1
OG0005982	XP_024007640.1	XP_018472251.1, XP_018456985.1, XP_018442396.1
OG0005983	XP_006390852.1	XP_018463301.1, XP_018454431.1, XP_018461002.1, XP_018469989.1
OG0005984	XP_006415139.1	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1
OG0005985	XP_006391745.1	XP_018453110.1, XP_018474932.1, XP_018456724.1
OG0005986	XP_024013259.1	XP_018440082.1, XP_018440079.1
OG0005987	XP_006392331.1	XP_018434568.1
OG0005987	XP_006392344.1	XP_018451979.1
OG0005988	XP_006391597.1	XP_018452542.1
OG0005988	XP_006405287.1	XP_018464536.1, XP_018444482.1
OG0005989	XP_006391227.1	XP_018442813.1, XP_018451474.1, XP_018443084.1
OG0005990	XP_006398365.1	XP_018459938.1, XP_018459930.1, XP_018452748.1
OG0005991	XP_006398376.1	XP_018478539.1, XP_018478602.1, XP_018459927.1, XP_018452500.1
OG0005992	XP_006398455.1	XP_018439050.1, XP_018478509.1, XP_018478501.1, XP_018453260.1
OG0005993	XP_006398458.1	XP_018439545.1, XP_018439049.1, XP_018481155.1, XP_018481162.1
OG0005994	XP_006398471.1	XP_018477235.1, XP_018457618.1, XP_018440509.1
OG0005995	XP_006396588.1	XP_018453287.1, XP_018453311.1
OG0005996	XP_006412816.1	XP_018477298.1, XP_018477297.1, XP_018443814.1
OG0005997	XP_006393505.1	XP_018463629.1, XP_018464690.1
OG0005998	XP_006411732.1	XP_018463281.1, XP_018477085.1
OG0005999	XP_006415759.1	XP_018451254.1, XP_018450552.1
OG0006000	XP_006393318.1	XP_018487519.1, XP_018488099.1
OG0006001	XP_006393267.1	XP_018490065.1, XP_018490071.1, XP_018448800.1
OG0006002	XP_006396545.2, XP_006404682.1	XP_018459489.1, XP_018481609.1
OG0006003	XP_006411795.1	XP_018450037.1, XP_018459828.1
OG0006004	XP_006411864.1	XP_018454518.1, XP_018450543.1, XP_018485081.1
OG0006005	XP_006411905.1	XP_018482681.1, XP_018450091.1, XP_018449019.1, XP_018452386.1
OG0006006	XP_006411934.1	XP_018451248.1, XP_018482969.1
OG0006007	XP_006411966.1	XP_018469087.1, XP_018449872.1, XP_018481856.1
OG0006008	XP_006411996.1	XP_018469988.1, XP_018448398.1
OG0006009	XP_006404939.1	XP_018483833.1, XP_018457877.1
OG0006010	XP_006412024.1	XP_018449048.1, XP_018449693.1, XP_018482104.1, XP_018481537.1, XP_018468904.1
OG0006011	XP_006412066.1	XP_018450391.1, XP_018447318.1, XP_018450402.1
OG0006012	XP_006412157.1	XP_018450190.1, XP_018482815.1, XP_018452234.1
OG0006013	XP_006412166.1	XP_018483705.1
OG0006014	XP_006412196.1	XP_018480506.1, XP_018448041.1
OG0006015	XP_006412231.1	XP_018453168.1, XP_018466065.1, XP_018480360.1, XP_018447124.1
OG0006016	XP_006412416.1	XP_018467976.1, XP_018480784.1
OG0006017	XP_006412363.1	XP_018472466.1, XP_018459253.1, XP_018487401.1
OG0006018	XP_024005394.1	XP_018468027.1, XP_018467827.1
OG0006019	XP_024009460.1, XP_006412334.1	XP_018466006.1, XP_018459421.1, XP_018479039.1
OG0006020	XP_006412333.1	XP_018479038.1, XP_018483719.1, XP_018459420.1, XP_018461790.1, XP_018462324.1
OG0006021	XP_006412522.1	XP_018467864.1, XP_018464219.1, XP_018480249.1, XP_018480250.1
OG0006022	XP_006412609.1	XP_018447502.1
OG0006023	XP_024005076.1	XP_018485108.1, XP_018463005.1, XP_018472277.1
OG0006024	XP_006412650.2	XP_018470477.1, XP_018447559.1, XP_018460686.1
OG0006025	XP_006412669.1	XP_018482971.1, XP_018470142.1
OG0006026	XP_006390717.1	XP_018470407.1, XP_018470410.1, XP_018457249.1
OG0006027	XP_006390722.1	XP_018454473.1, XP_018454395.1, XP_018468158.1
OG0006028	XP_024008854.1	XP_018436781.1, XP_018448066.1, XP_018449771.1, XP_018468059.1
OG0006029	XP_006416054.1	XP_018465793.1, XP_018451528.1, XP_018449770.1, XP_018461986.1
OG0006030	XP_006415927.2	XP_018484252.1, XP_018449511.1, XP_018434905.1
OG0006031	XP_006396290.1	XP_018473309.1, XP_018476125.1, XP_018457542.1
OG0006032	XP_006396284.1	XP_018454559.1, XP_018476893.1, XP_018475323.1
OG0006033	XP_006396203.1	XP_018455997.1, XP_018456003.1, XP_018458932.1
OG0006034	XP_006396193.1	XP_018450770.1
OG0006034	XP_006418499.1	XP_018455184.1
OG0006035	XP_006413158.1	XP_018448414.1, XP_018450367.1, XP_018446156.1
OG0006036	XP_006413057.1	XP_018470293.1, XP_018483711.1
OG0006037	XP_006395681.1	XP_018437499.1, XP_018481405.1, XP_018463700.1
OG0006038	XP_006417993.1	XP_018491824.1, XP_018491825.1
OG0006039	XP_024008775.1	XP_018466694.1
OG0006040	XP_024007742.1	XP_018449588.1, XP_018450956.1, XP_018488804.1
OG0006041	XP_006415936.1	XP_018460432.1, XP_018450077.1, XP_018487427.1, XP_018461212.1, XP_018437673.1
OG0006042	XP_024009132.1	XP_018448074.1, XP_018448080.1, XP_018491392.1
OG0006043	XP_006415851.1	XP_018438921.1, XP_018451762.1, XP_018432597.1
OG0006047	XP_006407571.1	XP_018432622.1, XP_018491372.1, XP_018439650.1
OG0006049	XP_006398500.1	XP_018436723.1, XP_018461650.1, XP_018436992.1, XP_018453274.1
OG0006050	XP_006395651.1	XP_018437634.1, XP_018481694.1, XP_018458396.1, XP_018455018.1
OG0006051	XP_024007616.1	XP_018478246.1, XP_018438730.1, XP_018455522.1, XP_018454094.1
OG0006052	XP_006414244.1	XP_018450454.1, XP_018465731.1
OG0006053	XP_006404022.1	XP_018437200.1
OG0006055	XP_006414093.1	XP_018450191.1, XP_018464518.1, XP_018482481.1, XP_018460606.1, XP_018482480.1
OG0006056	XP_006389698.1, XP_024005702.1	XP_018471408.1
OG0006057	XP_024013341.1	XP_018464688.1, XP_018455514.1
OG0006058	XP_006395136.1	XP_018479356.1, XP_018475665.1, XP_018475666.1, XP_018454044.1, XP_018490569.1
OG0006059	XP_024012251.1	XP_018474173.1, XP_018472957.1, XP_018474174.1
OG0006062	XP_024014183.1	XP_018440596.1
OG0006075	XP_006412704.2	XP_018457145.1, XP_018481003.1
OG0006076	XP_006412685.1	XP_018471167.1, XP_018461848.1, XP_018480489.1
OG0006078	XP_006413586.1	XP_018482813.1, XP_018470469.1
OG0006079	XP_006404390.1	XP_018438008.1
OG0006080	XP_006404304.1	XP_018433797.1
OG0006081	XP_006404294.1	XP_018487042.1, XP_018439982.1
OG0006082	XP_006398493.1	XP_018439270.1, XP_018441436.1
OG0006083	XP_024010962.1	XP_018464397.1, XP_018441331.1
OG0006084	XP_024010955.1	XP_018456904.1, XP_018484340.1, XP_018440010.1
OG0006085	XP_006398540.1	XP_018462605.1, XP_018478209.1, XP_018433157.1
OG0006086	XP_006400358.1	XP_018472613.1, XP_018442943.1
OG0006087	XP_006396899.2	XP_018483314.1
OG0006088	XP_006400311.1	XP_018446134.1, XP_018446135.1, XP_018466348.1
OG0006089	XP_006400300.2	XP_018459144.1, XP_018459148.1
OG0006090	XP_006400246.1	XP_018445123.1, XP_018472966.1, XP_018467650.1, XP_018470948.1
OG0006091	XP_006400244.1	XP_018470950.1, XP_018479343.1, XP_018474547.1, XP_018458850.1
OG0006092	XP_006391987.1	XP_018467276.1
OG0006093	XP_006406593.2	XP_018439441.1
OG0006094	XP_006400177.1	XP_018475803.1, XP_018467113.1, XP_018447413.1
OG0006095	XP_024011605.1	XP_018476749.1, XP_018461361.1, XP_018445908.1, XP_018446324.1
OG0006096	XP_006400149.1	XP_018462579.1, XP_018445347.1, XP_018475003.1
OG0006097	XP_006400101.1	XP_018449962.1, XP_018442655.1, XP_018446250.1
OG0006098	XP_006395318.1	XP_018437497.1, XP_018437558.1
OG0006099	XP_006400089.1	XP_018476004.1, XP_018470198.1
OG0006100	XP_006400085.2	XP_018453246.1, XP_018474607.1, XP_018472663.1
OG0006101	XP_024011465.1	XP_018445962.1, XP_018471051.1
OG0006102	XP_006400061.1	XP_018471055.1, XP_018445788.1
OG0006103	XP_006400059.1	XP_018476991.1, XP_018476990.1, XP_018442896.1
OG0006104	XP_006400051.1	XP_018443122.1, XP_018475579.1, XP_018471012.1
OG0006105	XP_024012365.1	XP_018474727.1, XP_018475369.1, XP_018444861.1
OG0006106	XP_006408042.1	XP_018490802.1, XP_018490938.1, XP_018488280.1, XP_018490806.1
OG0006107	XP_006412727.1	XP_018447552.1, XP_018464179.1, XP_018448544.1
OG0006108	XP_006408910.1	XP_018454363.1, XP_018452433.1
OG0006109	XP_006396792.1	XP_018452946.1, XP_018461046.1, XP_018476922.1
OG0006110	XP_006399986.1	XP_018471660.1, XP_018446429.1
OG0006111	XP_006399985.1	XP_018471661.1, XP_018472971.1, XP_018474948.1
OG0006112	XP_006395029.1	XP_018464916.1, XP_018464917.1
OG0006113	XP_006398531.2	XP_018481701.1, XP_018437349.1, XP_018455112.1, XP_018455149.1
OG0006114	XP_006399948.1	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1
OG0006115	XP_006399945.1	XP_018444880.1
OG0006116	XP_006399943.1	XP_018473709.1, XP_018446555.1, XP_018473708.1
OG0006117	XP_006405071.1	XP_018461468.1, XP_018477822.1
OG0006118	XP_006399882.1	XP_018452586.1, XP_018460997.1, XP_018473297.1, XP_018456552.1
OG0006119	XP_006399871.1	XP_018448811.1, XP_018442843.1, XP_018465575.1
OG0006120	XP_006399848.1	XP_018475743.1
OG0006121	XP_006399839.1	XP_018471176.1, XP_018476271.1
OG0006122	XP_024012238.1	XP_018468226.1, XP_018445466.1
OG0006123	XP_006399819.2	XP_018445367.1
OG0006124	XP_006399816.2	XP_018475034.1, XP_018445358.1
OG0006125	XP_006399784.1	XP_018469181.1
OG0006126	XP_006399779.1	XP_018468299.1, XP_018468289.1, XP_018474602.1
OG0006127	XP_006399765.1	XP_018476839.1, XP_018444580.1, XP_018444545.1
OG0006128	XP_006399761.1	XP_018446414.1, XP_018446103.1
OG0006129	XP_006399758.1	XP_018473410.1, XP_018473424.1, XP_018442694.1, XP_018442682.1
OG0006130	XP_006399692.1	XP_018462095.1, XP_018473517.1, XP_018471133.1
OG0006131	XP_006399656.1	XP_018445431.1, XP_018442445.1, XP_018491403.1
OG0006132	XP_006399624.1	XP_018446520.1, XP_018450645.1
OG0006133	XP_006399496.1	XP_018476854.1, XP_018472166.1
OG0006134	XP_006399439.1	XP_018471160.1, XP_018446453.1
OG0006135	XP_006399374.1	XP_018471178.1, XP_018445579.1
OG0006136	XP_006399368.1	XP_018446139.1, XP_018469156.1
OG0006137	XP_006399353.1	XP_018474511.1, XP_018446154.1
OG0006138	XP_006399328.1	XP_018458028.1
OG0006139	XP_024007091.1, XP_006399318.1	XP_018445875.1, XP_018473556.1
OG0006140	XP_024012707.1	XP_018444923.1, XP_018469206.1, XP_018474329.1
OG0006141	XP_006399272.1	XP_018476996.1, XP_018476997.1, XP_018442868.1
OG0006142	XP_006399248.1	XP_018446939.1, XP_018449516.1
OG0006143	XP_006396525.1	XP_018453091.1, XP_018453044.1, XP_018473263.1
OG0006144	XP_006396530.1	XP_018472706.1, XP_018457848.1
OG0006145	XP_006396536.1	XP_018475742.1
OG0006146	XP_006396552.1	XP_018455106.1
OG0006147	XP_006396554.1	XP_018465805.1, XP_018457400.1
OG0006148	XP_006396555.1	XP_018456769.1, XP_018476544.1, XP_018476404.1
OG0006149	XP_006396558.1	XP_018461512.1, XP_018455191.1
OG0006150	XP_006413338.1	XP_018484620.1, XP_018484600.1, XP_018472015.1, XP_018471978.1
OG0006151	XP_006413358.1	XP_018472244.1, XP_018447554.1
OG0006152	XP_006408675.1	XP_018485102.1, XP_018477050.1, XP_018436555.1, XP_018436253.1, XP_018439696.1
OG0006153	XP_006408666.1	XP_018477154.1, XP_018474783.1
OG0006154	XP_006408704.1	XP_018466851.1, XP_018474544.1, XP_018444397.1
OG0006155	XP_024003730.1	XP_018440862.1, XP_018485225.1, XP_018478871.1
OG0006156	XP_006409785.1	XP_018438319.1
OG0006157	XP_006409827.1	XP_018475396.1, XP_018475332.1, XP_018438315.1
OG0006158	XP_024003935.1, XP_024003950.1	XP_018479815.1
OG0006159	XP_024003976.1, XP_006419016.1	XP_018434595.1
OG0006160	XP_006409864.1	XP_018433726.1, XP_018438392.1, XP_018473895.1, XP_018473897.1
OG0006161	XP_006409869.2	XP_018441831.1, XP_018438393.1, XP_018467454.1
OG0006162	XP_006409904.1	XP_018437975.1, XP_018481891.1, XP_018475222.1
OG0006163	XP_006390725.1	XP_018463201.1, XP_018468192.1, XP_018452477.1
OG0006164	XP_006409999.1	XP_018478124.1, XP_018478076.1
OG0006165	XP_006410010.1	XP_018436953.1, XP_018460788.1, XP_018481186.1
OG0006166	XP_006410011.1	XP_018437056.1
OG0006167	XP_024004075.1	XP_018479836.1, XP_018460785.1
OG0006167	XP_024016744.1	XP_018436263.1
OG0006168	XP_006410054.2	XP_018441563.1, XP_018477824.1, XP_018473426.1
OG0006169	XP_006410141.1	XP_018480958.1, XP_018475150.1, XP_018438043.1
OG0006170	XP_006410122.1	XP_018433132.1, XP_018481717.1, XP_018485159.1
OG0006171	XP_006410121.1	XP_018479844.1, XP_018485158.1, XP_018472954.1
OG0006172	XP_006410116.1, XP_006410103.2	XP_018482543.1, XP_018438432.1
OG0006173	XP_024003996.1	XP_018485351.1
OG0006174	XP_024004280.1	XP_018472765.1, XP_018483621.1
OG0006175	XP_006410191.1	XP_018480453.1
OG0006176	XP_006410200.1, XP_024004001.1	XP_018477457.1, XP_018441334.1
OG0006177	XP_006410291.1	XP_018475762.1, XP_018434378.1
OG0006178	XP_006410293.1	XP_018475763.1
OG0006179	XP_006410308.1	XP_018433020.1, XP_018483216.1
OG0006180	XP_006410309.1	XP_018433765.1, XP_018483219.1, XP_018472531.1
OG0006181	XP_024004204.1	XP_018436327.1, XP_018475570.1, XP_018475588.1
OG0006182	XP_006410385.1	XP_018438833.1
OG0006183	XP_006410372.1	XP_018484884.1, XP_018476697.1, XP_018440327.1
OG0006184	XP_006410352.1	XP_018433480.1
OG0006185	XP_006410434.1, XP_024013344.1	XP_018434735.1, XP_018484170.1
OG0006186	XP_006403263.1	XP_018456943.1, XP_018456940.1, XP_018441991.1
OG0006187	XP_006406021.1	XP_018491472.1
OG0006188	XP_006403171.2	XP_018441738.1
OG0006189	XP_006403162.1	XP_018457799.1, XP_018485206.1
OG0006190	XP_006403154.1	XP_018441034.1, XP_018484161.1, XP_018461692.1
OG0006191	XP_006403146.1	XP_018484828.1, XP_018434074.1
OG0006192	XP_024005299.1	XP_018455012.1
OG0006193	XP_006393572.1	XP_018440245.1
OG0006194	XP_006393631.1	XP_018445529.1, XP_018486637.1, XP_018449180.1
OG0006195	XP_006415733.1	XP_018489315.1
OG0006196	XP_006415719.1	XP_018451361.1
OG0006197	XP_006415674.2	XP_018491104.1, XP_018447882.1, XP_018469654.1
OG0006198	XP_006415647.1	XP_018465137.1, XP_018463740.1, XP_018489604.1
OG0006199	XP_006415643.1	XP_018438981.1, XP_018440222.1, XP_018448021.1, XP_018463741.1
OG0006200	XP_006415627.1	XP_018451851.1, XP_018451836.1, XP_018489006.1
OG0006201	XP_006415604.1	XP_018488751.1
OG0006202	XP_006415590.1	XP_018449703.1, XP_018465600.1
OG0006203	XP_006415584.1	XP_018447066.1, XP_018447070.1, XP_018450293.1, XP_018493060.1, XP_018468704.1
OG0006204	XP_006415549.1	XP_018449440.1
OG0006205	XP_006415529.1	XP_018445947.1
OG0006206	XP_006415518.1	XP_018449836.1, XP_018486578.1
OG0006207	XP_006415516.1	XP_018449585.1, XP_018449579.1, XP_018480689.1
OG0006208	XP_006415503.1	XP_018486689.1, XP_018485916.1
OG0006209	XP_006415487.1	XP_018450599.1, XP_018450788.1, XP_018490721.1
OG0006210	XP_006415479.1	XP_018482571.1
OG0006211	XP_006415473.1	XP_018488918.1, XP_018438377.1, XP_018482128.1
OG0006212	XP_024007966.1	XP_018474688.1, XP_018474700.1
OG0006213	XP_024008957.1	XP_018489666.1, XP_018489614.1
OG0006214	XP_006415294.1	XP_018467742.1, XP_018451289.1, XP_018451291.1
OG0006215	XP_006415255.1	XP_018457661.1, XP_018486680.1
OG0006216	XP_006394169.1	XP_018457785.1, XP_018492946.1
