Orthogroup	Eutrema_salsugineum	Camelina_sativa
OG0010582	XP_006410287.1	XP_010510189.1, XP_010414115.1, XP_010469716.1
OG0010583	XP_006410302.1	XP_010510168.1, XP_010469682.1, XP_010414093.1
OG0010584	XP_006410307.1	XP_010414085.1, XP_010510155.1
OG0010585	XP_024004219.1	XP_010469653.1, XP_010414064.1, XP_010510137.1
OG0010586	XP_006410330.2	XP_010510131.1, XP_010469647.1
OG0010587	XP_006410345.1	XP_010510100.1, XP_010469631.1, XP_010414033.1
OG0010588	XP_006408751.1	XP_010419360.1, XP_010429657.1, XP_010472661.1, XP_010417422.1
OG0010589	XP_006410391.1	XP_010451693.1, XP_010469568.1, XP_010469567.1, XP_010413974.1, XP_010509994.1
OG0010590	XP_006410390.1	XP_010413977.1, XP_010509996.1, XP_010469570.1
OG0010591	XP_024003639.1	XP_019094008.1, XP_010413998.1, XP_010510019.1
OG0010592	XP_024003846.1	XP_010510025.1, XP_010469595.1, XP_019082976.1
OG0010593	XP_006410368.1, XP_006418680.2	XP_010414009.2, XP_010469608.2, XP_010510037.1
OG0010594	XP_006410412.1	XP_010469544.1, XP_010509965.1, XP_010413943.1
OG0010595	XP_006410427.1	XP_010509958.1, XP_010413937.1
OG0010596	XP_006410433.1	XP_010413925.1, XP_010469527.1, XP_010509945.1
OG0010597	XP_006410437.1	XP_010413920.1, XP_010469521.1, XP_010509936.1
OG0010598	XP_006410485.1	XP_010509890.1
OG0010599	XP_006403231.1	XP_010442015.1, XP_010481854.1, XP_010494331.1
OG0010601	XP_006403220.1	XP_010494336.1
OG0010602	XP_006403169.1	XP_010481809.1, XP_010441972.1, XP_010494373.1
OG0010603	XP_006403133.1	XP_010441922.1, XP_010481771.1, XP_010494420.1
OG0010604	XP_024009864.1	XP_010431145.1
OG0010605	XP_006396581.1	XP_010422453.1, XP_010455883.1, XP_010431136.1
OG0010606	XP_006396578.1	XP_010422456.1, XP_010431117.1, XP_010455886.1
OG0010607	XP_006396573.1	XP_010422461.1, XP_010455888.1, XP_019089231.1
OG0010608	XP_006396569.1	XP_019084145.1, XP_010431047.1
OG0010609	XP_024006063.1	XP_010479192.1, XP_010461587.1, XP_019099423.1
OG0010610	XP_006393524.1	XP_010461570.1, XP_010479174.1
OG0010611	XP_024006015.1	XP_010479172.1, XP_010514431.1, XP_010500296.1, XP_019096666.1
OG0010612	XP_006393589.1	XP_010479134.1, XP_010461531.1, XP_010500257.1
OG0010613	XP_006415745.1	XP_010460518.1, XP_010499246.1, XP_010478103.1
OG0010614	XP_024006161.1	XP_019099400.1, XP_010461485.1, XP_019094712.1
OG0010615	XP_006415736.1	XP_010460527.1, XP_010499253.1, XP_010478118.1
OG0010616	XP_006415699.1	XP_010478164.1, XP_010460579.1, XP_010499302.1
OG0010617	XP_024008081.1	XP_010460603.1, XP_010499334.1, XP_010478193.1
OG0010618	XP_006415662.1	XP_010499365.1, XP_010460629.1, XP_010478211.1
OG0010619	XP_006415652.1	XP_010478220.1, XP_010460643.2, XP_019099249.1
OG0010620	XP_006415640.1	XP_010478233.1, XP_019091795.1, XP_010499392.1
OG0010621	XP_024008882.1	XP_010460673.1, XP_010478260.1, XP_010499422.1
OG0010623	XP_006415554.1	XP_019091752.1, XP_010478331.1
OG0010624	XP_006415540.1	XP_010478361.1, XP_010460763.1, XP_010499502.1
OG0010625	XP_024008252.1	XP_010460772.2, XP_010499513.2, XP_010478369.2
OG0010626	XP_006415522.1	XP_010460779.1, XP_010478375.1, XP_010499520.1
OG0010627	XP_006415513.1	XP_010499525.1, XP_010460787.1, XP_010462986.1, XP_010478382.1
OG0010628	XP_006415509.1	XP_010478388.1, XP_010499528.1, XP_010460796.1
OG0010629	XP_024008797.1	XP_010499533.1, XP_010478391.1
OG0010630	XP_006415496.1	XP_019094636.1, XP_019091346.1, XP_019097315.1
OG0010631	XP_006415481.1	XP_010499568.1, XP_010478423.1, XP_010460828.1
OG0010632	XP_006415467.1	XP_010499579.1, XP_010460842.1, XP_010478460.1
OG0010633	XP_006415466.1	XP_010460845.1, XP_010499582.1, XP_010478461.1
OG0010634	XP_006405292.1	XP_010436145.1, XP_010441376.1, XP_010446893.1
OG0010635	XP_006404336.1	XP_019095834.1, XP_019095835.1
OG0010636	XP_024008733.1	XP_010478526.1, XP_010499639.1, XP_010460902.1
OG0010637	XP_006415384.1	XP_010499649.1, XP_010478539.1, XP_010460927.1
OG0010638	XP_006415381.1	XP_010499651.1, XP_010460924.1, XP_010478544.1
OG0010639	XP_006415365.1	XP_010460912.1, XP_010499664.1, XP_010478556.1
OG0010640	XP_024008796.1	XP_010499669.1, XP_010478562.1
OG0010641	XP_024008592.1	XP_010478904.1, XP_010499709.1, XP_010460980.1
OG0010642	XP_006415307.1	XP_010478589.1, XP_010499715.1, XP_010460993.1
OG0010644	XP_006415288.1	XP_010461008.1, XP_010499729.1, XP_010478606.1
OG0010645	XP_006415285.1	XP_010478609.1, XP_010461011.1, XP_010499737.1
OG0010646	XP_006415275.1	XP_010499744.1, XP_010478617.1, XP_010461020.1
OG0010647	XP_006415250.1	XP_019099338.1, XP_019091721.1, XP_019095054.1
OG0010648	XP_006415240.1	XP_010478641.1, XP_010499764.1, XP_010461035.1
OG0010649	XP_006415209.1	XP_010478659.1, XP_010461055.1, XP_010499780.1
OG0010650	XP_024008351.1	XP_019099344.1, XP_019094219.1, XP_019090840.1
OG0010651	XP_006415172.1	XP_010463091.1, XP_010501745.1, XP_010478688.2
OG0010652	XP_006415167.1	XP_010480839.1, XP_010461107.1, XP_010499831.1
OG0010653	XP_006415160.1	XP_010478692.1, XP_010461105.1, XP_010499829.1
OG0010655	XP_006395757.1	XP_010425051.1, XP_010502291.1, XP_019102146.1
OG0010656	XP_024006799.1	XP_010479012.2, XP_019102147.1, XP_010425054.1, XP_010502292.1
OG0010657	XP_006411543.1	XP_010517816.1, XP_010506112.1, XP_010508533.1
OG0010658	XP_006395739.1	XP_010425091.1, XP_010502317.1
OG0010659	XP_024006727.1	XP_010425097.1, XP_010502322.1, XP_010514080.1
OG0010660	XP_006395699.1	XP_019100039.1, XP_010425142.1, XP_010518594.1
OG0010661	XP_006393867.1	XP_010484595.1, XP_010464975.1, XP_010444744.1
OG0010662	XP_006393878.1	XP_010444726.1, XP_010484584.1, XP_010464835.1, XP_010497907.1
OG0010663	XP_006400794.1, XP_006393882.1	XP_010464797.1, XP_010484579.1, XP_010444721.1
OG0010664	XP_006393893.1	XP_010444708.1, XP_010464715.1, XP_010484567.1
OG0010665	XP_024007535.1	XP_019088080.1, XP_019095749.1, XP_019087857.1
OG0010666	XP_006393912.1	XP_010464499.1, XP_010444692.1, XP_010484547.1
OG0010667	XP_006393917.1	XP_010464369.1, XP_010484534.1, XP_010444682.1
OG0010668	XP_006393918.1	XP_010464357.1, XP_010444680.1, XP_010484532.1
OG0010669	XP_024007212.1	XP_010444676.1, XP_010484525.1, XP_010464312.1
OG0010670	XP_024006956.1	XP_010464139.1, XP_010484507.1
OG0010671	XP_006393942.1	XP_010444651.1, XP_010484500.1, XP_010464081.1
OG0010672	XP_006393956.1	XP_010463982.1, XP_010484492.1, XP_010444640.1
OG0010673	XP_024009788.1	XP_010435793.1, XP_010421846.1, XP_010455337.1
OG0010674	XP_006393980.1	XP_010484432.1, XP_010444603.2, XP_010463664.1
OG0010675	XP_006393989.1	XP_010444594.1, XP_010463531.1
OG0010676	XP_006393991.1	XP_010463517.1, XP_010444590.1
OG0010677	XP_006394001.1	XP_010463449.1, XP_010484401.1
OG0010679	XP_006394026.1	XP_010484350.1, XP_010444516.1, XP_010463019.1
OG0010680	XP_006394062.1	XP_010462097.1, XP_010484332.1, XP_010444504.1
OG0010681	XP_006394083.1	XP_010462432.1, XP_010444470.1, XP_010484308.1
OG0010682	XP_006394114.1	XP_019095773.1, XP_010444424.1, XP_010462770.1
OG0010683	XP_006394120.1	XP_010462826.1, XP_010444417.1, XP_010484266.1
OG0010684	XP_006394131.1	XP_010484248.1, XP_010444400.1, XP_010462924.1
OG0010685	XP_006394159.1	XP_010461714.1, XP_010484218.1
OG0010686	XP_006394170.1	XP_010461628.1, XP_010444361.1, XP_010484204.1
OG0010687	XP_006394186.1	XP_010484190.1
OG0010688	XP_006394188.1	XP_010484189.1, XP_010461470.1, XP_010444348.1
OG0010689	XP_006394213.1	XP_010444329.1, XP_010484172.1
OG0010690	XP_024006762.1	XP_019095988.1, XP_010444320.1, XP_010461216.1
OG0010691	XP_006394233.1	XP_010444309.1, XP_010484149.1, XP_010461097.1
OG0010692	XP_006394239.1	XP_010444303.1, XP_010461056.1, XP_010484143.1
OG0010693	XP_006394240.1	XP_010444301.1, XP_010484138.1, XP_010461031.1
OG0010694	XP_006394244.1	XP_010460950.1, XP_010484130.1, XP_010444294.1
OG0010695	XP_006394275.1	XP_010460557.1, XP_010444243.1, XP_010484090.1, XP_019088386.1
OG0010696	XP_006394282.1	XP_010444224.1, XP_010484072.1
OG0010697	XP_024005328.1	XP_010436168.1, XP_010441389.1, XP_010447071.1
OG0010698	XP_006394357.1	XP_010444125.1, XP_010459257.1
OG0010699	XP_006394373.1	XP_010483975.1, XP_010459102.1, XP_010444110.1
OG0010700	XP_006394383.1	XP_010444101.1, XP_010483965.1, XP_010458998.1
OG0010701	XP_024007550.1	XP_019095676.1, XP_019088373.1
OG0010702	XP_006394427.1	XP_010444067.1, XP_010483928.1, XP_010458321.1
OG0010703	XP_006394477.1	XP_010457684.1, XP_010443998.1
OG0010704	XP_006394485.1	XP_010457571.1, XP_010443986.1, XP_010483844.1
OG0010705	XP_006394514.1	XP_010457270.1, XP_010443957.1, XP_010483807.1
OG0010707	XP_006394588.1	XP_010493437.1, XP_010421119.1, XP_010454601.1
OG0010708	XP_006394591.1	XP_010493440.2, XP_010454605.1, XP_019090089.1, XP_010421121.1
OG0010709	XP_006394593.1	XP_010454604.1, XP_010493438.1, XP_010421122.1
OG0010710	XP_006394299.1	XP_010442934.1, XP_010496587.1, XP_010496368.1, XP_010482764.1, XP_010482765.1
OG0010711	XP_006394607.1	XP_010421141.1, XP_010493463.1, XP_010454620.1
OG0010712	XP_006394620.1	XP_010454646.1, XP_010493479.1, XP_010421163.1
OG0010713	XP_006399012.1	XP_010452453.1, XP_010491081.1, XP_010423465.1
OG0010714	XP_006394648.1	XP_010421195.1, XP_010493515.1, XP_010454672.1
OG0010715	XP_006394660.1	XP_010456662.2, XP_010493532.1, XP_010454689.1, XP_010421210.1
OG0010716	XP_006394661.1	XP_010493533.1, XP_010421211.1, XP_019090437.1
OG0010717	XP_024007193.1	XP_019090456.1, XP_019084719.1, XP_019097920.1
OG0010718	XP_006394671.1	XP_010454704.1, XP_010421224.1, XP_010493553.1
OG0010719	XP_006394675.1	XP_010421232.1, XP_010493556.1, XP_010454709.1
OG0010720	XP_006394701.1	XP_019089847.1, XP_010421272.1, XP_010493606.1
OG0010721	XP_006394702.1	XP_010493608.1, XP_010421274.1
OG0010722	XP_006394708.1	XP_010493615.1, XP_010454772.1, XP_010421278.1
OG0010723	XP_024007506.1	XP_019090256.1, XP_019084612.1, XP_019097685.1
OG0010724	XP_006394723.2	XP_010421307.1, XP_010454793.1
OG0010725	XP_024007438.1	XP_010421336.1, XP_010454817.1, XP_010493736.1
OG0010726	XP_024007412.1	XP_019083951.1, XP_010493811.1, XP_010454893.1
OG0010727	XP_006394812.1	XP_019098498.1, XP_010421419.1, XP_010454902.1, XP_010493820.1
OG0010728	XP_006394813.1	XP_010454904.1, XP_010493822.1, XP_010421420.1
OG0010729	XP_006418574.1	XP_010514497.1, XP_010488690.1, XP_010466995.1
OG0010730	XP_006394838.2	XP_010454928.1, XP_010493843.1, XP_010421444.1
OG0010731	XP_006394839.1	XP_010454929.1, XP_010421446.1, XP_010493844.1
OG0010732	XP_006400510.1	XP_010420758.1, XP_010454233.1, XP_010493022.1
OG0010733	XP_006400493.1	XP_010492992.1, XP_010420738.1, XP_010454208.1
OG0010734	XP_024012011.1	XP_010420774.1, XP_010454247.1, XP_010493039.1
OG0010735	XP_006400542.1	XP_010454265.1, XP_010420799.1, XP_010493060.1, XP_019090297.1, XP_010424187.1
OG0010736	XP_006400552.1, XP_006400551.1	XP_010454278.1
OG0010737	XP_006400571.1	XP_019090389.1, XP_010420837.1, XP_019097332.1
OG0010738	XP_006400572.1	XP_010454302.1, XP_010493100.1, XP_010420838.1
OG0010739	XP_006400573.1	XP_010420841.1, XP_010493102.1, XP_010454304.1
OG0010740	XP_006400578.1	XP_010454309.1, XP_010420846.1, XP_010493113.1
OG0010741	XP_006400585.1	XP_010420856.1, XP_010454320.1, XP_010493125.1
OG0010742	XP_024011533.1	XP_019083904.1, XP_010454337.1, XP_010495321.1
OG0010743	XP_006400621.1	XP_010493163.1, XP_010454362.1, XP_010420900.1
OG0010744	XP_024012629.1	XP_010493179.1, XP_010454375.1, XP_010420914.1, XP_010454374.2
OG0010745	XP_006400643.2	XP_010420922.1, XP_010454381.1, XP_010493184.1
OG0010746	XP_006400661.1	XP_010424206.2, XP_010493209.1
OG0010747	XP_006400680.1	XP_010420959.1, XP_010454433.1
OG0010748	XP_024011902.1	XP_019097818.1, XP_019097817.1, XP_019084752.1, XP_010454439.1
OG0010749	XP_006400694.1	XP_010493247.1, XP_010420976.1
OG0010750	XP_024012398.1	XP_019084223.1, XP_010454452.1, XP_019084222.1, XP_010493248.1
OG0010751	XP_006400700.1	XP_010493254.1, XP_010456621.2
OG0010752	XP_006400706.1	XP_010454462.1
OG0010753	XP_006400734.1	XP_010421014.1, XP_010454491.1, XP_010493302.1
OG0010754	XP_006400737.1	XP_010421019.1, XP_010493307.1, XP_010454495.1
OG0010755	XP_006400748.1	XP_010421032.1, XP_010493327.1, XP_010454505.1
OG0010756	XP_006400757.1	XP_010493337.1, XP_010454514.1
OG0010757	XP_006400758.1	XP_010493339.1, XP_010454516.1, XP_010421041.1
OG0010758	XP_006400760.1	XP_010493340.1, XP_010421048.1
OG0010759	XP_006400764.1	XP_010454526.1, XP_010421054.1, XP_010493352.1
OG0010760	XP_006400788.1	XP_010421075.1, XP_010454557.1, XP_010425386.1, XP_010514331.1, XP_010502609.1
OG0010761	XP_006400815.1	XP_010456724.1, XP_010443881.1, XP_010483729.1
OG0010762	XP_006400843.1	XP_010456492.1, XP_010483697.1
OG0010763	XP_024011962.1, XP_024006316.1	XP_010483691.1, XP_010456437.1, XP_010443845.1
OG0010764	XP_006400854.1	XP_010456394.1, XP_010483685.1, XP_010443837.1
OG0010765	XP_006411299.1	XP_010505772.1, XP_010517466.1, XP_010508865.1, XP_010505773.1
OG0010766	XP_024011839.1	XP_019086881.1, XP_010443721.1, XP_010483601.1
OG0010767	XP_006400945.1	XP_010443717.1, XP_010483597.1, XP_010455175.1
OG0010768	XP_006400955.1	XP_010483578.1, XP_010443705.1, XP_010455049.1
OG0010769	XP_006400956.1	XP_010443706.1, XP_010483579.1, XP_010455063.1
OG0010770	XP_006400962.1	XP_010454998.1, XP_010483567.1, XP_010443698.1
OG0010771	XP_006400963.1	XP_010443697.1, XP_010483566.1, XP_010454985.1
OG0010772	XP_006401002.1	XP_010443661.1, XP_010454677.1
OG0010773	XP_006401012.1	XP_010443654.1, XP_010483519.1, XP_010454587.1, XP_010454611.1
OG0010774	XP_006401017.1	XP_010483510.1, XP_010443646.1, XP_010454515.1
OG0010775	XP_006401038.1	XP_010443633.1, XP_010483487.1, XP_010454306.1
OG0010776	XP_006401047.1	XP_010483478.1, XP_010443623.1, XP_010454201.1
OG0010777	XP_006401048.1	XP_010483476.1, XP_010443622.1, XP_010454188.1
OG0010778	XP_006401092.2	XP_010453556.1, XP_010443554.1, XP_010483413.1
OG0010779	XP_006401108.1	XP_010483398.1, XP_010443545.1, XP_010453426.1
OG0010780	XP_006401112.1	XP_010443544.1, XP_010453389.1, XP_010453413.1, XP_010483397.1
OG0010781	XP_006401109.1	XP_010453378.1, XP_010443543.1, XP_010453401.1, XP_010483395.1
OG0010782	XP_024011167.1	XP_010443533.1, XP_010483383.1
OG0010783	XP_006401129.1	XP_010443524.1, XP_010453200.1, XP_010483379.1
OG0010784	XP_006401140.1	XP_010506836.1, XP_010453065.1, XP_010443513.1, XP_010483363.1, XP_010483361.1
OG0010785	XP_006401137.1	XP_010453097.1, XP_010443516.1, XP_010483367.1
OG0010786	XP_006401138.1	XP_010483365.1, XP_010453088.1, XP_010443515.1
OG0010787	XP_006401142.1	XP_010453049.1, XP_010443510.1, XP_010483359.1
OG0010788	XP_006401155.1	XP_010452913.1, XP_010443498.1, XP_010483340.1
OG0010789	XP_006401164.1	XP_010483329.1, XP_019088480.1
OG0010790	XP_024012307.1	XP_010483313.1, XP_010443487.1, XP_010453623.1, XP_010452788.1
OG0010791	XP_006401171.1	XP_010483308.1, XP_010452757.1, XP_019087664.1
OG0010792	XP_006401177.1	XP_010483305.1, XP_010452715.1
OG0010793	XP_024011880.1	XP_010483266.1, XP_010443433.1, XP_010452134.1
OG0010794	XP_006401229.1	XP_010483225.1, XP_010443400.1, XP_010451882.1
OG0010795	XP_006401265.1, XP_024011172.1	XP_010443350.1, XP_010483176.1, XP_010451619.1
OG0010796	XP_006401288.1	XP_010451444.1, XP_010443327.1
OG0010797	XP_006401290.1	XP_010483153.1, XP_010451430.1
OG0010798	XP_006401302.2	XP_019092376.1, XP_010483136.1, XP_010443311.1
OG0010799	XP_006401315.2	XP_010443299.1, XP_010483123.1, XP_010451185.1
OG0010800	XP_006401369.1	XP_010443263.1, XP_010450745.1, XP_010483086.1
OG0010801	XP_006401376.1	XP_010450677.1, XP_010443252.1, XP_010483079.1
OG0010802	XP_006401386.2	XP_010450595.1, XP_019095778.1, XP_010443246.1
OG0010803	XP_024011183.1	XP_010450046.1, XP_010443214.1, XP_010483043.1, XP_010483038.1, XP_010450056.1
OG0010804	XP_006401422.1	XP_010450090.1, XP_010483031.1
OG0010805	XP_006401434.1	XP_010449937.1, XP_010483012.1, XP_010443198.1
OG0010806	XP_006390656.1	XP_010415991.1, XP_010471273.1, XP_010428129.1, XP_010428130.1
OG0010807	XP_006403997.1	XP_010515456.1, XP_010503750.1
OG0010808	XP_006401459.1	XP_010482982.1, XP_019092074.1, XP_010482983.1, XP_010482980.1, XP_010443160.1
OG0010809	XP_006401488.2	XP_010443125.1, XP_010449174.1
OG0010810	XP_006401494.1	XP_010449076.1, XP_010482931.1, XP_010443117.1
OG0010811	XP_006401501.1	XP_010443099.1, XP_010448909.1, XP_010482913.1
OG0010812	XP_006401512.1	XP_010448814.1, XP_010443073.1, XP_010482900.1
OG0010813	XP_006404182.1	XP_010426410.1, XP_010515245.1, XP_010503554.1
OG0010814	XP_006404197.1	XP_010426398.1, XP_010503543.1, XP_010515233.1
OG0010815	XP_024013703.1	XP_010503524.1, XP_010426379.1, XP_010515207.1
OG0010816	XP_006401640.1	XP_010442970.1, XP_010446315.1, XP_010482806.1
OG0010817	XP_006401620.1	XP_010446503.1, XP_010442989.1, XP_010482822.1
OG0010818	XP_024012671.1	XP_010442993.1, XP_010446556.1, XP_010482826.1
OG0010819	XP_006401580.1	XP_010446855.1, XP_010482846.1, XP_010443015.1
OG0010820	XP_006396436.1	XP_010456053.1, XP_010422613.1, XP_010429475.1
OG0010821	XP_006397347.1	XP_019084008.1, XP_019090303.1, XP_019090200.1
OG0010822	XP_006396455.1	XP_010422584.1, XP_010456027.1, XP_019088942.1
OG0010823	XP_006396465.1	XP_010456970.1, XP_010422576.1, XP_010429824.1
OG0010824	XP_006396467.1	XP_010422575.1, XP_010429834.1, XP_010456015.1
OG0010825	XP_006396482.1	XP_010430018.1, XP_019084161.1, XP_019090624.1
OG0010826	XP_024009867.1	XP_010455992.1, XP_010422552.1, XP_010430070.1
OG0010827	XP_006396489.1	XP_010430119.1, XP_010455987.1, XP_010422549.1
OG0010828	XP_006399209.1	XP_010423234.1, XP_010452683.1, XP_010491331.1
OG0010829	XP_006399197.2	XP_019084379.1, XP_019089993.1, XP_019097303.1
OG0010830	XP_024008411.1	XP_010499128.1, XP_010460401.1, XP_010477950.1
OG0010831	XP_006399180.1	XP_010452649.1, XP_010423266.1, XP_010491301.1
OG0010833	XP_024012052.1	XP_010452646.1, XP_019097981.1, XP_010423269.1
OG0010834	XP_006399168.1	XP_010495093.1, XP_010456425.1, XP_010424744.1
OG0010835	XP_006399158.1	XP_010491264.1, XP_010423291.1
OG0010836	XP_006399130.1	XP_010423320.1, XP_010452597.1, XP_010491229.1
OG0010837	XP_006399094.1	XP_010423369.1, XP_010491177.1, XP_010452551.1
OG0010838	XP_006399091.1	XP_010452540.1, XP_010423374.1, XP_010491172.1
OG0010839	XP_006399081.1	XP_010491159.1, XP_010423385.1, XP_010452529.1
OG0010840	XP_024011598.1	XP_010452527.1
OG0010841	XP_006399016.1	XP_019090699.1, XP_010491088.1, XP_010497503.1, XP_019084500.1
OG0010842	XP_006399011.1	XP_010452454.1, XP_010423467.1, XP_010491082.1
OG0010843	XP_024011536.1	XP_010423466.1, XP_010452452.1, XP_010452451.1
OG0010844	XP_006399002.2	XP_010452442.1, XP_010423475.1, XP_010491071.1
OG0010845	XP_006398995.2	XP_010452438.1, XP_010491067.1, XP_010423479.1
OG0010846	XP_006398968.1	XP_010423501.1, XP_010452413.1, XP_010491039.1
OG0010847	XP_006398957.1	XP_010491031.1, XP_010423506.1, XP_010452404.1
OG0010848	XP_006398952.1	XP_010452397.1, XP_010491026.1, XP_010423513.1
OG0010849	XP_006398932.1	XP_010423534.1, XP_010491001.1, XP_010452382.1
OG0010850	XP_024013916.1	XP_010417158.1, XP_010472414.1, XP_010429369.1
OG0010851	XP_024012390.1	XP_010452345.1, XP_010490960.1, XP_010423572.1
OG0010852	XP_006415963.1	XP_010477809.1
OG0010853	XP_006398890.1	XP_010490943.1, XP_010423590.1, XP_010452330.1
OG0010854	XP_006398849.1	XP_010452285.1, XP_010490882.1, XP_010423653.1
OG0010855	XP_024012140.1	XP_010452273.1, XP_010490869.1
OG0010856	XP_006398832.1	XP_010490865.1, XP_019084539.1, XP_010452271.1
OG0010857	XP_024011588.1	XP_010452242.1, XP_010423685.1, XP_010490854.1
OG0010858	XP_006398791.1	XP_010490821.1, XP_010452222.1, XP_010423714.1
OG0010859	XP_006398771.1	XP_010490794.1, XP_010423743.1, XP_010452196.1
OG0010860	XP_006398770.2	XP_010490795.1
OG0010861	XP_006398760.2	XP_010452172.1, XP_010423756.1, XP_019097634.1
OG0010862	XP_024014107.1	XP_010490739.1, XP_010452124.1, XP_010423827.1
OG0010863	XP_006398724.1	XP_010452115.1, XP_019084402.1, XP_010423834.1, XP_010490732.1
OG0010864	XP_006398715.1	XP_010452102.1, XP_010423844.1, XP_010490719.1
OG0010865	XP_024011815.1	XP_010423848.1, XP_010490715.1, XP_010452099.1
OG0010866	XP_006398688.1	XP_010452056.1, XP_010423884.1, XP_010490641.1
OG0010868	XP_006398679.1	XP_010452045.1, XP_010423896.1, XP_010490630.1
OG0010869	XP_006398663.1	XP_010423908.1, XP_010490615.1, XP_010452034.1
OG0010871	XP_006398649.1	XP_010452020.1, XP_010423915.1, XP_010490602.1
OG0010872	XP_024012001.1	XP_010423929.1, XP_010452007.1, XP_010490587.1
OG0010873	XP_024011424.1	XP_019084605.1, XP_019089879.1, XP_010490577.1
OG0010874	XP_006398600.1	XP_010423974.1, XP_010451953.1, XP_010490531.1
OG0010875	XP_006409390.1	XP_010423999.1, XP_010451933.1, XP_010490502.1
OG0010876	XP_024012297.1	XP_010490495.1, XP_010451923.1, XP_010424008.1
OG0010877	XP_006398556.1	XP_010496814.1, XP_010424020.1, XP_010490485.1
OG0010878	XP_024014574.1	XP_010450644.1, XP_010441207.1, XP_010435988.1
OG0010879	XP_024014646.1	XP_019088957.1, XP_019087146.1, XP_019086080.1
