Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0010670	XP_024006956.1	CP2_g47670_DN3_SP8_c.t1
OG0010671	XP_006393942.1	CP2_g47673_DN3_SP0_c.t1
OG0010672	XP_006393956.1	CP2_g47682_DN3_SP0_c.t1
OG0010673	XP_024009788.1	CP20_g4032_DN3_SP1_c.t1
OG0010674	XP_006393980.1	CP4_g24196_DN3_SP1_c.t1, CP2_g47708_DN2_SP0_c.t1, CP2_g47709_DN3_SP3_c.t1
OG0010675	XP_006393989.1	CP2_g47716_DN3_SP7_c.t1
OG0010676	XP_006393991.1	CP2_g47718_DN3_SP2_c.t1
OG0010677	XP_006394001.1	CP2_g47728_DN3_SP8_c.t1
OG0010679	XP_006394026.1	CP2_g47746_DN3_SP3_c.t1
OG0010680	XP_006394062.1	CP2_g47775_DN3_SP4_c.t1
OG0010681	XP_006394083.1	CP2_g47794_DN3_SP0_c.t1
OG0010682	XP_006394114.1	CP2_g47820_DN3_SP0_c.t1
OG0010683	XP_006394120.1	CP2_g47826_DN2_SP0_c.t1
OG0010684	XP_006394131.1	CP2_g47837_DN3_SP6_c.t1
OG0010685	XP_006394159.1	CP2_g47864_DN3_SP8_c.t1
OG0010686	XP_006394170.1	CP2_g47874_DN3_SP8_c.t1
OG0010687	XP_006394186.1	CP2_g47883_DN3_SP8_c.t1
OG0010688	XP_006394188.1	CP2_g47885_DN3_SP8_c.t1
OG0010689	XP_006394213.1	CP2_g47902_DN3_SP7_c.t1
OG0010690	XP_024006762.1	CP2_g47909_DN3_SP8_c.t1
OG0010691	XP_006394233.1	CP2_g47922_DN3_SP8_c.t1
OG0010692	XP_006394239.1	CP2_g47928_DN2_SP0_c.t1
OG0010693	XP_006394240.1	CP2_g47929_DN3_SP8_c.t1
OG0010694	XP_006394244.1	CP2_g47933_DN3_SP8_c.t1
OG0010695	XP_006394275.1	CP2_g47965_DN3_SP8_c.t1
OG0010696	XP_006394282.1	CP2_g47970_DN3_SP8_c.t1
OG0010697	XP_024005328.1	CP19_g17820_DN3_SP0_c.t1
OG0010698	XP_006394357.1	CP2_g48033_DN3_SP7_c.t1
OG0010699	XP_006394373.1	CP2_g48042_DN3_SP8_c.t1
OG0010700	XP_006394383.1	CP2_g48049_DN3_SP8_c.t1
OG0010701	XP_024007550.1	CP2_g48079_DN3_SP4_c.t1
OG0010702	XP_006394427.1	CP2_g48089_DN3_SP1_c.t1
OG0010703	XP_006394477.1	CP2_g48128_DN3_SP0_c.t1
OG0010704	XP_006394485.1	CP2_g48139_DN3_SP6_c.t1
OG0010705	XP_006394514.1	CP2_g48166_DN3_SP6_c.t1
OG0010707	XP_006394588.1	CP2_g48252_DN3_SP5_c.t1
OG0010708	XP_006394591.1	CP2_g48254_DN3_SP0_c.t1
OG0010709	XP_006394593.1	CP2_g48255_DN3_SP1_c.t1
OG0010710	XP_006394299.1	CP2_g47983_DN3_SP0_c.t1
OG0010712	XP_006394620.1	CP2_g48285_DN3_SP1_c.t1
OG0010713	XP_006399012.1	CP11_g33348_DN3_SP2_c.t1
OG0010714	XP_006394648.1	CP2_g48311_DN3_SP0_c.t1
OG0010715	XP_006394660.1	CP2_g48320_DN3_SP0_c.t1
OG0010716	XP_006394661.1	CP2_g48322_DN3_SP8_c.t1
OG0010717	XP_024007193.1	CP2_g48329_DN3_SP1_c.t1
OG0010718	XP_006394671.1	CP2_g48333_DN3_SP5_c.t1
OG0010719	XP_006394675.1	CP2_g48340_DN3_SP2_c.t1
OG0010720	XP_006394701.1	CP2_g48371_DN3_SP2_c.t1
OG0010721	XP_006394702.1	CP2_g48372_DN3_SP0_c.t1
OG0010723	XP_024007506.1	CP2_g48378_DN3_SP0_c.t1
OG0010724	XP_006394723.2	CP2_g48387_DN3_SP2_c.t1
OG0010725	XP_024007438.1	CP2_g48405_DN3_SP0_c.t1
OG0010726	XP_024007412.1	CP2_g48461_DN3_SP8_c.t1
OG0010727	XP_006394812.1	CP2_g48468_DN3_SP0_c.t1
OG0010728	XP_006394813.1	CP2_g48469_DN3_SP8_c.t1
OG0010729	XP_006418574.1	CP12_g31014_DN3_SP6_c.t1
OG0010730	XP_006394838.2	CP2_g48488_DN2_SP3_c.t1
OG0010731	XP_006394839.1	CP2_g48489_DN3_SP7_c.t1
OG0010732	XP_006400510.1	CP8_g54383_DN3_SP4_c.t1
OG0010733	XP_006400493.1	CP8_g54397_DN3_SP5_c.t1
OG0010734	XP_024012011.1	CP8_g54369_DN3_SP3_c.t1
OG0010735	XP_006400542.1	CP8_g54345_DN3_SP8_c.t1
OG0010736	XP_006400551.1	CP8_g54337_DN3_SP2_c.t1
OG0010738	XP_006400572.1	CP8_g54318_DN3_SP7_c.t1
OG0010739	XP_006400573.1	CP8_g54317_DN3_SP5_c.t1
OG0010740	XP_006400578.1	CP8_g54313_DN1_SP7_c.t1
OG0010741	XP_006400585.1	CP8_g54304_DN3_SP7_c.t1
OG0010742	XP_024011533.1	CP8_g54289_DN3_SP3_c.t1
OG0010743	XP_006400621.1	CP8_g54265_DN3_SP0_c.t1
OG0010744	XP_024012629.1	CP268_g6518_DN3_SP0_c.t1, CP8_g54257_DN3_SP0_c.t1
OG0010745	XP_006400643.2	CP8_g54249_DN3_SP8_c.t1
OG0010746	XP_006400661.1	CP8_g54233_DN3_SP8_c.t1
OG0010747	XP_006400680.1	CP8_g54217_DN3_SP0_c.t1
OG0010748	XP_024011902.1	CP8_g54209_DN3_SP3_c.t1
OG0010749	XP_006400694.1	CP8_g54205_DN3_SP8_c.t1
OG0010750	XP_024012398.1	CP8_g54203_DN3_SP0_c.t1
OG0010751	XP_006400700.1	CP8_g54198_DN2_SP1_c.t1
OG0010752	XP_006400706.1	CP8_g54192_DN3_SP8_c.t1
OG0010753	XP_006400734.1	CP8_g54170_DN3_SP0_c.t1
OG0010754	XP_006400737.1	CP8_g54166_DN3_SP0_c.t1
OG0010755	XP_006400748.1	CP8_g54155_DN3_SP0_c.t1
OG0010757	XP_006400758.1	CP8_g54147_DN3_SP8_c.t1
OG0010758	XP_006400760.1	CP8_g54145_DN2_SP0_c.t1
OG0010759	XP_006400764.1	CP8_g54142_DN2_SP4_c.t1
OG0010760	XP_006400788.1	CP8_g54126_DN3_SP8_c.t1
OG0010761	XP_006400815.1	CP8_g54098_DN3_SP8_c.t1
OG0010762	XP_006400843.1	CP8_g54071_DN3_SP0_c.t1
OG0010763	XP_024011962.1, XP_024006316.1	CP8_g54066_DN3_SP8_c.t1
OG0010764	XP_006400854.1	CP8_g54060_DN3_SP1_c.t1
OG0010765	XP_006411299.1	CP4_g24677_DN3_SP3_c.t1
OG0010766	XP_024011839.1	CP8_g53973_DN3_SP3_c.t1
OG0010767	XP_006400945.1	CP8_g53968_DN3_SP0_c.t1
OG0010768	XP_006400955.1	CP8_g53959_DN3_SP4_c.t1
OG0010769	XP_006400956.1	CP8_g53958_DN3_SP1_c.t1
OG0010770	XP_006400962.1	CP8_g53954_DN3_SP0_c.t1
OG0010771	XP_006400963.1	CP8_g53953_DN3_SP8_c.t1
OG0010772	XP_006401002.1	CP8_g53919_DN3_SP7_c.t1
OG0010773	XP_006401012.1	CP8_g53913_DN2_SP0_c.t1
OG0010774	XP_006401017.1	CP8_g53906_DN3_SP8_c.t1
OG0010775	XP_006401038.1	CP8_g53884_DN3_SP8_c.t1
OG0010776	XP_006401047.1	CP8_g53877_DN3_SP8_c.t1
OG0010777	XP_006401048.1	CP8_g53876_DN3_SP2_c.t1
OG0010778	XP_006401092.2	CP8_g53837_DN2_SP0_c.t1
OG0010779	XP_006401108.1	CP8_g53828_DN3_SP8_c.t1
OG0010780	XP_006401112.1	CP8_g53827_DN3_SP5_c.t1
OG0010781	XP_006401109.1	CP8_g53826_DN3_SP4_c.t1
OG0010782	XP_024011167.1	CP8_g53820_DN3_SP0_c.t1
OG0010783	XP_006401129.1	CP8_g53810_DN3_SP8_c.t1
OG0010784	XP_006401140.1	CP8_g53799_DN3_SP5_c.t1
OG0010785	XP_006401137.1	CP8_g53802_DN3_SP8_c.t1
OG0010786	XP_006401138.1	CP8_g53801_DN3_SP0_c.t1
OG0010787	XP_006401142.1	CP8_g53797_DN3_SP0_c.t1
OG0010788	XP_006401155.1	CP8_g53787_DN3_SP4_c.t1
OG0010789	XP_006401164.1	CP8_g53777_DN3_SP0_c.t1
OG0010790	XP_024012307.1	CP8_g53774_DN2_SP0_c.t1
OG0010791	XP_006401171.1	CP8_g53771_DN3_SP8_c.t1
OG0010792	XP_006401177.1	CP8_g53766_DN3_SP6_c.t1
OG0010793	XP_024011880.1	CP8_g53742_DN3_SP0_c.t1
OG0010794	XP_006401229.1	CP8_g53717_DN3_SP7_c.t1
OG0010795	XP_006401265.1, XP_024011172.1	CP8_g53682_DN3_SP0_c.t1
OG0010796	XP_006401288.1	CP8_g53667_DN3_SP8_c.t1
OG0010797	XP_006401290.1	CP8_g53665_DN3_SP8_c.t1
OG0010798	XP_006401302.2	CP8_g53655_DN3_SP1_c.t1, CP8_g53656_DN3_SP2_c.t1
OG0010799	XP_006401315.2	CP8_g53636_DN3_SP8_c.t1
OG0010800	XP_006401369.1	CP8_g53603_DN3_SP3_c.t1
OG0010801	XP_006401376.1	CP8_g53597_DN3_SP8_c.t1
OG0010802	XP_006401386.2	CP8_g53587_DN3_SP0_c.t1
OG0010803	XP_024011183.1	CP8_g53557_DN3_SP3_c.t1
OG0010804	XP_006401422.1	CP8_g53555_DN3_SP8_c.t1
OG0010805	XP_006401434.1	CP8_g53545_DN3_SP2_c.t1
OG0010806	XP_006390656.1	CP9_g28880_DN3_SP3_c.t1
OG0010807	XP_006403997.1	CP3_g14296_DN3_SP0_c.t1
OG0010808	XP_006401459.1	CP8_g53517_DN3_SP0_c.t1
OG0010809	XP_006401488.2	CP8_g53492_DN3_SP0_c.t1
OG0010810	XP_006401494.1	CP8_g53486_DN2_SP0_c.t1
OG0010811	XP_006401501.1	CP8_g53471_DN2_SP0_c.t1
OG0010812	XP_006401512.1	CP8_g53463_DN3_SP3_c.t1
OG0010813	XP_006404182.1	CP3_g14471_DN3_SP3_c.t1
OG0010814	XP_006404197.1	CP3_g14481_DN3_SP6_c.t1
OG0010817	XP_006401620.1	CP8_g53386_DN3_SP2_c.t1
OG0010818	XP_024012671.1	CP8_g53394_DN3_SP1_c.t1
OG0010820	XP_006396436.1	CP11_g32081_DN3_SP8_c.t1
OG0010821	XP_006397347.1	CP30_g9986_DN3_SP6_c.t1
OG0010822	XP_006396455.1	CP11_g32061_DN3_SP3_c.t1
OG0010823	XP_006396465.1	CP11_g32051_DN3_SP0_c.t1
OG0010824	XP_006396467.1	CP11_g32050_DN3_SP0_c.t1
OG0010825	XP_006396482.1	CP11_g32034_DN3_SP8_c.t1
OG0010826	XP_024009867.1	CP11_g32031_DN3_SP0_c.t1
OG0010827	XP_006396489.1	CP11_g32027_DN3_SP1_c.t1
OG0010828	XP_006399209.1	CP11_g33171_DN3_SP8_c.t1
OG0010829	XP_006399197.2	CP11_g33182_DN3_SP0_c.t1
OG0010830	XP_024008411.1	CP7_g45214_DN3_SP2_c.t1
OG0010831	XP_006399180.1	CP11_g33294_DN3_SP5_c.t1
OG0010832	XP_006399177.1	CP11_g33291_DN3_SP0_c.t1
OG0010833	XP_024012052.1	CP11_g33290_DN3_SP8_c.t1
OG0010834	XP_006399168.1	CP11_g33284_DN2_SP0_c.t1
OG0010835	XP_006399158.1	CP11_g33275_DN3_SP8_c.t1
OG0010836	XP_006399130.1	CP11_g33249_DN3_SP6_c.t1
OG0010837	XP_006399094.1	CP11_g33216_DN3_SP5_c.t1
OG0010838	XP_006399091.1	CP11_g33213_DN3_SP7_c.t1
OG0010839	XP_006399081.1	CP11_g33202_DN3_SP6_c.t1
OG0010840	XP_024011598.1	CP11_g33200_DN3_SP8_c.t1
OG0010841	XP_006399016.1	CP11_g33344_DN3_SP5_c.t1
OG0010842	XP_006399011.1	CP11_g33349_DN2_SP0_c.t1
OG0010843	XP_024011536.1	CP11_g33350_DN3_SP1_c.t1
OG0010844	XP_006399002.2	CP11_g33357_DN2_SP0_c.t1
OG0010845	XP_006398995.2	CP11_g33362_DN3_SP0_c.t1
OG0010846	XP_006398968.1	CP11_g33388_DN3_SP0_c.t1
OG0010847	XP_006398957.1	CP11_g33393_DN3_SP4_c.t1
OG0010848	XP_006398952.1	CP11_g33398_DN3_SP0_c.t1
OG0010849	XP_006398932.1	CP11_g33415_DN3_SP7_c.t1
OG0010850	XP_024013916.1	CP16_g55069_DN3_SP4_c.t1
OG0010851	XP_024012390.1	CP11_g33444_DN3_SP6_c.t1
OG0010852	XP_006415963.1	CP3_g15183_DN1_SP0_c.t1, CP5_g2373_DN2_SP0_c.t1, CP7_g45319_DN3_SP8_c.t1
OG0010853	XP_006398890.1	CP11_g33458_DN3_SP0_c.t1
OG0010854	XP_006398849.1	CP11_g33501_DN2_SP0_c.t1
OG0010855	XP_024012140.1	CP11_g33513_DN3_SP2_c.t1
OG0010856	XP_006398832.1	CP11_g33515_DN3_SP0_c.t1
OG0010857	XP_024011588.1	CP11_g33525_DN3_SP3_c.t1
OG0010858	XP_006398791.1	CP11_g33551_DN3_SP2_c.t1
OG0010859	XP_006398771.1	CP11_g33567_DN3_SP8_c.t1
OG0010860	XP_006398770.2	CP11_g33568_DN3_SP8_c.t1
OG0010861	XP_006398760.2	CP11_g33579_DN2_SP2_c.t1
OG0010862	XP_024014107.1	CP11_g33604_DN3_SP2_c.t1
OG0010863	XP_006398724.1	CP11_g33611_DN3_SP1_c.t1
OG0010864	XP_006398715.1	CP11_g33620_DN2_SP7_c.t1
OG0010865	XP_024011815.1	CP11_g33624_DN3_SP8_c.t1
OG0010866	XP_006398688.1	CP11_g33650_DN3_SP8_c.t1
OG0010868	XP_006398679.1	CP11_g33660_DN3_SP6_c.t1
OG0010869	XP_006398663.1	CP11_g33674_DN3_SP8_c.t1
OG0010871	XP_006398649.1	CP11_g33684_DN3_SP6_c.t1
OG0010872	XP_024012001.1	CP11_g33697_DN3_SP4_c.t1
OG0010873	XP_024011424.1	CP11_g33704_DN3_SP0_c.t1
OG0010874	XP_006398600.1	CP11_g33731_DN3_SP6_c.t1
OG0010875	XP_006409390.1	CP10_g43886_DN3_SP0_c.t1
OG0010876	XP_024012297.1	CP11_g33760_DN3_SP3_c.t1
OG0010877	XP_006398556.1	CP11_g33767_DN3_SP8_c.t1
OG0010878	XP_024014574.1	CP5_g1357_DN3_SP2_c.t1
OG0010879	XP_024014646.1	CP5_g1354_DN3_SP0_c.t1
OG0010880	XP_006405411.1	CP19_g17939_DN3_SP8_c.t1
OG0010881	XP_006405388.1	CP19_g17913_DN3_SP8_c.t1
OG0010882	XP_006405360.1	CP19_g17889_DN3_SP5_c.t1
OG0010883	XP_006405354.1	CP19_g17884_DN3_SP5_c.t1
OG0010884	XP_006405328.1	CP19_g17868_DN3_SP0_c.t1
OG0010885	XP_006405890.1	CP5_g3245_DN3_SP0_c.t1, CP44_g20918_DN3_SP0_c.t1
OG0010886	XP_024014564.1	CP19_g17819_DN3_SP8_c.t1
OG0010887	XP_006389722.1	CP9_g29739_DN3_SP4_c.t1
OG0010888	XP_006389731.1	CP9_g29748_DN3_SP0_c.t1
OG0010890	XP_006389780.1	CP9_g29684_DN3_SP1_c.t1
OG0010891	XP_006389792.1	CP9_g29674_DN3_SP3_c.t1
OG0010893	XP_006389837.1	CP9_g29627_DN3_SP8_c.t1
OG0010894	XP_006389867.1	CP9_g29599_DN3_SP8_c.t1
OG0010895	XP_006389896.1	CP9_g29574_DN3_SP0_c.t1
OG0010896	XP_006389929.1	CP9_g29544_DN3_SP8_c.t1
OG0010897	XP_006418888.1	CP3_g14753_DN1_SP0_c.t1
OG0010898	XP_006389967.1	CP9_g29502_DN3_SP0_c.t1
OG0010899	XP_024005681.1	CP5_g227_DN3_SP1_c.t1
OG0010900	XP_006389987.1	CP9_g29478_DN3_SP0_c.t1
OG0010901	XP_006389999.1	CP9_g29468_DN3_SP7_c.t1
OG0010902	XP_006390006.1	CP9_g29465_DN3_SP0_c.t1
OG0010903	XP_006390024.1	CP9_g29450_DN3_SP6_c.t1
OG0010904	XP_006390028.1	CP9_g29447_DN3_SP2_c.t1
OG0010905	XP_006390045.1	CP9_g29428_DN3_SP3_c.t1
OG0010906	XP_006390063.1	CP9_g29414_DN3_SP2_c.t1
OG0010907	XP_024010664.1	CP9_g29402_DN3_SP1_c.t1
OG0010908	XP_006390091.1	CP9_g29386_DN3_SP4_c.t1
OG0010909	XP_006390093.1	CP9_g29384_DN2_SP0_c.t1
OG0010910	XP_006390107.1	CP9_g29368_DN3_SP8_c.t1
OG0010911	XP_006405098.1, XP_006390126.1	CP9_g29351_DN3_SP7_c.t1
OG0010912	XP_024006996.1, XP_006390174.1	CP9_g29302_DN3_SP0_c.t1, CP9_g29301_DN3_SP1_c.t1
OG0010913	XP_024015004.1, XP_006406413.2	CP12_g30364_DN3_SP0_c.t1
OG0010914	XP_006411112.1	CP3_g16538_DN3_SP2_c.t1
OG0010915	XP_006390215.1	CP9_g29271_DN3_SP2_c.t1
OG0010916	XP_006404920.2	CP16_g55076_DN3_SP2_c.t1
OG0010917	XP_006390242.1	CP2_g48867_DN3_SP1_c.t1
OG0010918	XP_024008927.1	CP1_g36791_DN2_SP0_c.t1
OG0010919	XP_024012427.1	CP9_g29211_DN3_SP2_c.t1
OG0010920	XP_006390320.1	CP9_g29170_DN3_SP8_c.t1
OG0010921	XP_006390345.1	CP9_g29151_DN2_SP8_c.t1
OG0010922	XP_006390349.1	CP9_g29147_DN2_SP0_c.t1
OG0010923	XP_006409300.1	CP10_g43795_DN3_SP8_c.t1
OG0010924	XP_006409299.1	CP10_g43794_DN3_SP8_c.t1
OG0010925	XP_006409272.1	CP10_g43780_DN3_SP6_c.t1
OG0010926	XP_006406515.1	CP12_g30270_DN3_SP5_c.t1
OG0010927	XP_006401563.1	CP8_g53421_DN3_SP0_c.t1
OG0010928	XP_006404370.1	CP3_g14652_DN3_SP0_c.t1
OG0010929	XP_006404365.1	CP3_g14649_DN3_SP8_c.t1
OG0010930	XP_006392548.1	CP7_g46481_DN1_SP8_c.t1
OG0010931	XP_006392566.1	CP7_g46462_DN3_SP6_c.t1
OG0010932	XP_006392654.1	CP7_g46378_DN3_SP7_c.t1
OG0010933	XP_006392716.1	CP7_g46328_DN3_SP8_c.t1
OG0010934	XP_006393696.1	CP1_g39067_DN3_SP8_c.t1
OG0010935	XP_006392761.1	CP7_g46293_DN3_SP0_c.t1
OG0010936	XP_006392772.1, XP_006392774.2	CP7_g46288_DN3_SP1_c.t1
OG0010937	XP_006392782.1	CP7_g46273_DN3_SP1_c.t1
OG0010938	XP_006392786.2	CP7_g46267_DN3_SP5_c.t1
OG0010939	XP_006392819.1	CP7_g46238_DN3_SP0_c.t1
OG0010940	XP_006408752.1	CP18_g12108_DN3_SP8_c.t1
OG0010941	XP_024006170.1	CP7_g46234_DN3_SP4_c.t1
OG0010942	XP_024003819.1	CP4_g25130_DN3_SP8_c.t1
OG0010943	XP_006410792.1	CP4_g25125_DN3_SP0_c.t1
OG0010944	XP_006410793.1	CP4_g25124_DN1_SP0_c.t1
OG0010945	XP_006410816.1	CP4_g25101_DN3_SP8_c.t1
OG0010946	XP_006410824.1	CP4_g25092_DN3_SP0_c.t1
OG0010947	XP_006410837.1	CP4_g25078_DN3_SP0_c.t1
OG0010948	XP_006419075.1	CP3_g14932_DN3_SP3_c.t1
OG0010949	XP_006409185.2, XP_006419091.1	CP3_g14960_DN3_SP6_c.t1
OG0010950	XP_006404455.1	CP3_g15212_DN3_SP5_c.t1
OG0010951	XP_006395300.1	CP13_g19130_DN3_SP6_c.t1
OG0010952	XP_006419183.1	CP5_g3311_DN3_SP2_c.t1
OG0010953	XP_006395940.2	CP5_g2119_DN3_SP8_c.t1
OG0010954	XP_006401762.1	CP8_g53244_DN3_SP0_c.t1
OG0010955	XP_006402175.1	CP8_g52594_DN3_SP3_c.t1
OG0010956	XP_006402204.1	CP8_g52223_DN3_SP5_c.t1
OG0010957	XP_024007145.1	CP6_g8903_DN3_SP8_c.t1
OG0010958	XP_006414953.1	CP6_g8643_DN3_SP0_c.t1
OG0010959	XP_006414933.1	CP6_g8267_DN3_SP4_c.t1
OG0010960	XP_006414889.2	CP6_g7762_DN3_SP0_c.t1
OG0010961	XP_006414843.1	CP6_g7598_DN3_SP0_c.t1
OG0010962	XP_006414824.1	CP6_g7589_DN3_SP0_c.t1
OG0010963	XP_006396102.1	CP7_g46266_DN3_SP6_c.t1
OG0010964	XP_006414765.1	CP6_g7545_DN3_SP1_c.t1
OG0010965	XP_006414746.1	CP6_g7529_DN3_SP0_c.t1
OG0010966	XP_006414792.1	CP6_g7557_DN3_SP8_c.t1
OG0010967	XP_024005089.1	CP6_g7483_DN3_SP6_c.t1
OG0010968	XP_006414640.2	CP6_g7444_DN3_SP2_c.t1
OG0010969	XP_006405668.1	CP5_g1574_DN3_SP8_c.t1
OG0010970	XP_006414620.1	CP6_g7420_DN3_SP4_c.t1
OG0010971	XP_024006784.1	CP13_g19357_DN3_SP8_c.t1
OG0010972	XP_006414557.1	CP6_g7388_DN3_SP2_c.t1
OG0010973	XP_006414552.1	CP6_g7378_DN3_SP8_c.t1
OG0010974	XP_006414509.1	CP6_g7354_DN1_SP1_c.t1
OG0010975	XP_006414480.1	CP6_g7332_DN2_SP2_c.t1
OG0010976	XP_006416258.2	CP7_g45595_DN3_SP0_c.t1
OG0010977	XP_006402213.1	CP8_g52175_DN3_SP8_c.t1
OG0010978	XP_006414429.1	CP1_g39175_DN3_SP0_c.t1, CP6_g7282_DN3_SP6_c.t1
OG0010979	XP_006414417.1	CP6_g7277_DN3_SP8_c.t1
OG0010980	XP_024004790.1, XP_006414436.1	CP6_g7289_DN3_SP5_c.t1
OG0010981	XP_006390607.1	CP9_g28928_DN3_SP8_c.t1
OG0010982	XP_006390588.1	CP9_g28946_DN3_SP0_c.t1
OG0010983	XP_006390587.1	CP9_g28947_DN3_SP0_c.t1
OG0010984	XP_006390564.2	CP9_g28973_DN3_SP8_c.t1
OG0010985	XP_006390559.1	CP9_g28977_DN3_SP7_c.t1
OG0010986	XP_024011604.1	CP9_g28988_DN1_SP0_c.t1
OG0010987	XP_024012103.1	CP9_g28992_DN3_SP8_c.t1
OG0010988	XP_006390528.1	CP9_g29001_DN3_SP5_c.t1
OG0010989	XP_024016693.1	CP4_g25150_DN3_SP5_c.t1
OG0010990	XP_006390505.1	CP9_g29017_DN3_SP0_c.t1
OG0010991	XP_024008967.1	CP9_g29020_DN3_SP7_c.t1
OG0010992	XP_024011685.1	CP9_g29023_DN3_SP3_c.t1
OG0010993	XP_006390491.1	CP9_g29030_DN3_SP8_c.t1
OG0010994	XP_006390486.1	CP9_g29035_DN3_SP2_c.t1
OG0010995	XP_024009334.1	CP9_g29055_DN3_SP0_c.t1
OG0010996	XP_006390446.1	CP9_g29065_DN3_SP8_c.t1
OG0010997	XP_006390432.1	CP9_g29078_DN3_SP0_c.t1
OG0010998	XP_006390422.1	CP9_g29085_DN3_SP0_c.t1
OG0010999	XP_006390421.1	CP9_g29086_DN3_SP8_c.t1
OG0011001	XP_006390383.1	CP9_g29122_DN3_SP8_c.t1
OG0011002	XP_006390382.1	CP9_g29123_DN3_SP0_c.t1
OG0011003	XP_024012519.1	CP9_g29124_DN1_SP0_c.t1
OG0011004	XP_006391121.1	CP9_g28441_DN3_SP0_c.t1
OG0011005	XP_006391113.1	CP9_g28453_DN3_SP8_c.t1
OG0011006	XP_024015335.1	CP9_g28489_DN3_SP2_c.t1
OG0011007	XP_024011062.1	CP9_g28493_DN3_SP1_c.t1
OG0011008	XP_006391054.1	CP9_g28499_DN3_SP0_c.t1
OG0011009	XP_006391042.1	CP9_g28510_DN3_SP6_c.t1
OG0011011	XP_006412920.1	CP5_g1123_DN3_SP8_c.t1
OG0011012	XP_006412905.1	CP5_g1110_DN3_SP1_c.t1
OG0011013	XP_006412903.1	CP5_g1108_DN3_SP4_c.t1
OG0011014	XP_006412892.1	CP5_g1099_DN3_SP0_c.t1
OG0011015	XP_006412882.1	CP5_g1092_DN3_SP8_c.t1
OG0011016	XP_006412881.1	CP5_g1091_DN2_SP4_c.t1
OG0011017	XP_006418531.1	CP12_g31146_DN3_SP8_c.t1
OG0011019	XP_024013605.1, XP_006391723.1	CP2_g48909_DN3_SP8_c.t1
OG0011020	XP_006391717.1	CP2_g48907_DN3_SP2_c.t1
OG0011021	XP_006391713.1	CP2_g48903_DN3_SP3_c.t1
OG0011022	XP_006391694.1	CP2_g48890_DN3_SP5_c.t1
OG0011023	XP_006391692.1	CP2_g48888_DN3_SP8_c.t1
OG0011024	XP_006391690.2	CP2_g48887_DN2_SP0_c.t1
OG0011025	XP_006405577.1	CP5_g1464_DN3_SP7_c.t1
OG0011026	XP_006405554.1	CP5_g1439_DN3_SP0_c.t1
OG0011027	XP_006405545.1	CP5_g1418_DN3_SP2_c.t1
OG0011028	XP_024008109.1, XP_006405541.1	CP5_g1414_DN3_SP0_c.t1
OG0011029	XP_024014630.1	CP5_g1411_DN3_SP1_c.t1
OG0011030	XP_006405537.1	CP5_g1407_DN3_SP8_c.t1
OG0011031	XP_006405533.1	CP5_g1406_DN3_SP2_c.t1
OG0011033	XP_006395290.1	CP13_g19122_DN3_SP8_c.t1
OG0011034	XP_024006842.1	CP13_g19214_DN3_SP0_c.t1
OG0011035	XP_006395364.1	CP13_g19194_DN3_SP0_c.t1
OG0011036	XP_006404519.1	CP3_g15554_DN3_SP3_c.t1
OG0011037	XP_006395400.1	CP13_g19230_DN3_SP8_c.t1
OG0011038	XP_006395455.1	CP13_g19275_DN3_SP6_c.t1
OG0011039	XP_006395471.1	CP13_g19288_DN3_SP7_c.t1
OG0011040	XP_024007565.1	CP13_g19310_DN3_SP0_c.t1
OG0011041	XP_006395527.1	CP13_g19338_DN3_SP8_c.t1
OG0011042	XP_006395538.1	CP13_g19349_DN3_SP0_c.t1
OG0011043	XP_006395550.1	CP13_g19362_DN3_SP7_c.t1
OG0011044	XP_006395558.1	CP13_g19369_DN3_SP4_c.t1
OG0011045	XP_006395595.1	CP13_g19400_DN3_SP5_c.t1
OG0011046	XP_006395614.1	CP13_g19417_DN2_SP0_c.t1
OG0011047	XP_006395618.2	CP13_g19421_DN1_SP0_c.t1
OG0011048	XP_006395623.1	CP13_g19430_DN3_SP2_c.t1
OG0011049	XP_006395632.1	CP13_g19440_DN3_SP0_c.t1
OG0011050	XP_024006698.1	CP13_g19441_DN3_SP8_c.t1
OG0011051	XP_006390979.1	CP9_g28580_DN3_SP8_c.t1
OG0011052	XP_006390981.2	CP9_g28578_DN3_SP4_c.t1
OG0011053	XP_006390986.1	CP9_g28568_DN3_SP1_c.t1
OG0011054	XP_006390994.1	CP9_g28562_DN3_SP0_c.t1
OG0011055	XP_024011321.1	CP9_g28556_DN3_SP0_c.t1
OG0011056	XP_006391015.1	CP9_g28539_DN3_SP7_c.t1
OG0011057	XP_006391029.1	CP9_g28527_DN3_SP8_c.t1
OG0011058	XP_006391031.1	CP9_g28525_DN3_SP0_c.t1
OG0011059	XP_006398325.1	CP13_g19884_DN1_SP0_c.t1
OG0011060	XP_006398300.1	CP13_g19901_DN3_SP8_c.t1
OG0011061	XP_006397273.1	CP29_g22160_DN3_SP4_c.t1
OG0011062	XP_006398287.1	CP13_g19912_DN3_SP0_c.t1
OG0011063	XP_006397325.1	CP14_g23550_DN3_SP0_c.t1
OG0011064	XP_006398282.2	CP13_g19919_DN2_SP0_c.t1
OG0011066	XP_006398267.1	CP13_g19932_DN3_SP0_c.t1
OG0011067	XP_006398251.1	CP13_g19948_DN3_SP8_c.t1
