Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0007385	XP_006400492.1	CARHR193610
OG0007386	XP_006400530.1	CARHR193230
OG0007387	XP_024011773.1	CARHR193220
OG0007388	XP_006400539.1	CARHR193100
OG0007389	XP_024011437.1	CARHR193020
OG0007390	XP_024011438.1	CARHR193000
OG0007391	XP_006400558.1	CARHR192910
OG0007392	XP_006400577.1	CARHR192730
OG0007393	XP_006400582.1	CARHR192680
OG0007394	XP_006400615.1	CARHR192290
OG0007395	XP_024011494.1	CARHR192070
OG0007396	XP_024011495.1	CARHR191950
OG0007397	XP_006400662.1	CARHR191910
OG0007398	XP_006400668.1	CARHR191880
OG0007399	XP_006400686.1	CARHR191710
OG0007400	XP_006400699.1	CARHR191590
OG0007401	XP_006400704.1	CARHR191540
OG0007402	XP_006400751.1	CARHR191080
OG0007403	XP_024005716.1	CARHR190990
OG0007404	XP_006400779.1	CARHR190830
OG0007405	XP_006400783.1	CARHR190810
OG0007406	XP_006400803.1	CARHR190590
OG0007407	XP_024011517.1	CARHR274470
OG0007408	XP_024011577.1	CARHR274390
OG0007409	XP_006400840.1	CARHR274190
OG0007410	XP_006393417.1	CARHR038030
OG0007411	XP_006400886.1	CARHR055210, CARHR273680
OG0007412	XP_006401932.1	CARHR264420
OG0007413	XP_006400892.1	CARHR273630
OG0007414	XP_006400895.1	CARHR273590
OG0007415	XP_006410663.1	CARHR129220
OG0007416	XP_006400926.1	CARHR273280
OG0007417	XP_006400972.1	CARHR285700
OG0007418	XP_024012540.1	CARHR285470, CARHR285440, CARHR285520
OG0007419	XP_006401003.1	CARHR285320
OG0007420	XP_006401014.1	CARHR285230
OG0007421	XP_006401031.2	CARHR272790
OG0007422	XP_006401043.1	CARHR272680
OG0007423	XP_006401051.1	CARHR272620
OG0007424	XP_006401073.1	CARHR272340
OG0007425	XP_006401075.1	CARHR272330
OG0007426	XP_006401078.1	CARHR272280
OG0007427	XP_006401139.1	CARHR271820
OG0007428	XP_006401159.1	CARHR271600
OG0007429	XP_006401163.1	CARHR271580
OG0007430	XP_006401166.1	CARHR271550
OG0007431	XP_006401182.1	CARHR271420
OG0007432	XP_006401206.1	CARHR271220
OG0007433	XP_006402075.1	CARHR257660
OG0007434	XP_006401256.1	CARHR270750
OG0007435	XP_006401252.1	CARHR270780
OG0007436	XP_006401244.1	CARHR270880
OG0007437	XP_024012697.1	CARHR270890
OG0007438	XP_024012563.1	CARHR270930
OG0007439	XP_006401272.2	CARHR270640
OG0007440	XP_006401311.1	CARHR270180
OG0007441	XP_006401366.1	CARHR269590
OG0007442	XP_006401377.1	CARHR269480
OG0007443	XP_006401398.1	CARHR269310
OG0007444	XP_006412929.1	CARHR236410
OG0007445	XP_006401435.1	CARHR268900
OG0007446	XP_024011188.1	CARHR268430
OG0007447	XP_006401500.1	CARHR268350
OG0007448	XP_006401508.1	CARHR268270
OG0007449	XP_006404125.1	CARHR158620
OG0007450	XP_024013510.1	CARHR158000
OG0007451	XP_006404219.1	CARHR157520
OG0007452	XP_006401626.1	CARHR267310
OG0007453	XP_006401592.1	CARHR267530
OG0007454	XP_024011912.1	CARHR267540
OG0007455	XP_006396437.1	CARHR250500
OG0007456	XP_006396441.1	CARHR250530
OG0007457	XP_006396485.1	CARHR251020
OG0007458	XP_006396503.1	CARHR251160
OG0007459	XP_006399228.1	CARHR205680
OG0007460	XP_006399212.2	CARHR205850
OG0007461	XP_006399207.1	CARHR205900
OG0007462	XP_006399181.1	CARHR206120
OG0007463	XP_006399144.1	CARHR206500
OG0007464	XP_006399122.1	CARHR206700, CARHR206690
OG0007465	XP_006399120.1	CARHR206720
OG0007466	XP_006399100.1	CARHR207040
OG0007467	XP_006399044.1	CARHR207420
OG0007468	XP_006399022.1	CARHR207650
OG0007469	XP_006398986.1	CARHR207990
OG0007470	XP_006398983.1	CARHR208030
OG0007471	XP_006398934.1	CARHR208460
OG0007472	XP_024011657.1	CARHR208720
OG0007473	XP_024011775.1	CARHR208980
OG0007474	XP_006398874.1	CARHR209080
OG0007475	XP_006407598.1	CARHR084670
OG0007476	XP_006398850.1	CARHR209360
OG0007477	XP_024009640.1, XP_006398842.1	CARHR209420
OG0007478	XP_024011570.1	CARHR209760
OG0007479	XP_006398790.1	CARHR209930
OG0007480	XP_006402113.1	CARHR209940
OG0007482	XP_006398765.1	CARHR210170
OG0007483	XP_006398763.1	CARHR210200
OG0007484	XP_006398758.2	CARHR210250
OG0007485	XP_006398728.1	CARHR210630
OG0007486	XP_006398722.1	CARHR210700
OG0007487	XP_006398711.1	CARHR210830
OG0007488	XP_006398701.1	CARHR211000
OG0007489	XP_006398702.1	CARHR210990
OG0007490	XP_006398703.1	CARHR210980
OG0007491	XP_006398707.1	CARHR210900
OG0007492	XP_006398685.1	CARHR211160
OG0007493	XP_006398654.1	CARHR211410
OG0007494	XP_006398653.1	CARHR211420
OG0007495	XP_006398643.1	CARHR211550
OG0007496	XP_006398636.2	CARHR211600
OG0007497	XP_006398629.1	CARHR211700
OG0007498	XP_006398573.1	CARHR212210
OG0007499	XP_006405403.1	CARHR213330
OG0007500	XP_006405306.1	CARHR212770
OG0007501	XP_006405296.1	CARHR212660
OG0007502	XP_006405279.1	CARHR212520
OG0007503	XP_006389715.1	CARHR074620
OG0007504	XP_006389807.1	CARHR074050
OG0007506	XP_006389814.1, XP_006405081.2	CARHR073920
OG0007507	XP_006389822.1	CARHR073840
OG0007508	XP_006389831.1	CARHR073730
OG0007509	XP_006389853.1	CARHR073500, CARHR153930
OG0007510	XP_024006710.1	CARHR073370
OG0007511	XP_006402248.1	CARHR293670, CARHR293680
OG0007512	XP_006389902.1	CARHR072940
OG0007513	XP_006389921.1	CARHR072770
OG0007514	XP_006389925.1	CARHR072730
OG0007515	XP_024008051.1	CARHR072710
OG0007516	XP_006389930.1	CARHR072690
OG0007517	XP_006389932.1	CARHR072670
OG0007518	XP_024011267.1	CARHR072320
OG0007519	XP_006389963.1	CARHR072230
OG0007520	XP_006389964.1	CARHR072220
OG0007521	XP_006389969.1	CARHR072110
OG0007522	XP_006390000.1	CARHR071760
OG0007523	XP_006390019.1	CARHR071580
OG0007524	XP_006390031.1	CARHR071490
OG0007525	XP_024007482.1	CARHR071300
OG0007526	XP_006390055.1	CARHR071280
OG0007527	XP_006390073.1	CARHR071130
OG0007528	XP_006390087.1	CARHR070990
OG0007529	XP_006390109.1	CARHR070720
OG0007530	XP_006390115.1	CARHR070670
OG0007531	XP_006390119.1	CARHR070640
OG0007532	XP_006390125.1	CARHR070580
OG0007533	XP_006390146.1	CARHR070410
OG0007534	XP_006390158.1	CARHR070290
OG0007535	XP_006390218.1	CARHR069810
OG0007536	XP_006390241.1	CARHR069610
OG0007537	XP_006390243.1	CARHR069600
OG0007538	XP_024008392.1	CARHR069510
OG0007539	XP_024010392.1	CARHR069230
OG0007540	XP_006390271.1	CARHR069220
OG0007541	XP_006390284.1	CARHR069070
OG0007542	XP_006395325.1	CARHR037400
OG0007543	XP_006390336.2	CARHR068530
OG0007544	XP_006390354.1	CARHR068400
OG0007545	XP_006409312.1	CARHR107580
OG0007546	XP_006409305.1	CARHR107620
OG0007547	XP_006409301.1	CARHR107650
OG0007548	XP_006409248.1	CARHR108130
OG0007549	XP_006404087.1	CARHR159020
OG0007550	XP_006404088.1	CARHR159010
OG0007551	XP_006404093.1	CARHR158960
OG0007552	XP_006401558.1	CARHR267870
OG0007553	XP_006401561.1	CARHR267820
OG0007554	XP_006404356.1	CARHR156320
OG0007555	XP_006392561.2	CARHR045890, CARHR115860
OG0007556	XP_006392597.1	CARHR045540
OG0007557	XP_006398501.1	CARHR143710
OG0007558	XP_006392662.1	CARHR044940
OG0007559	XP_006392675.1	CARHR044820
OG0007560	XP_006392680.1	CARHR044760
OG0007561	XP_006392709.1	CARHR044520
OG0007563	XP_006392791.1	CARHR043610
OG0007564	XP_006392803.1	CARHR043530
OG0007565	XP_006392838.1	CARHR258470, CARHR043270
OG0007566	XP_006410779.1	CARHR130320
OG0007567	XP_006410798.1	CARHR130540
OG0007568	XP_006410804.1	CARHR130600
OG0007569	XP_006419077.1	CARHR150930
OG0007570	XP_006419120.1	CARHR151580
OG0007571	XP_006402165.1	CARHR258410
OG0007572	XP_006402114.1	CARHR229310, CARHR258040
OG0007573	XP_006401764.1, XP_024009650.1	CARHR265900
OG0007574	XP_006401750.1	CARHR266080
OG0007575	XP_006401748.1	CARHR266090
OG0007576	XP_006401742.1	CARHR266160
OG0007577	XP_006402220.1	CARHR258840
OG0007578	XP_006402127.1	CARHR258130
OG0007579	XP_006397414.1	CARHR274730
OG0007580	XP_006403088.1	CARHR217470
OG0007581	XP_006395958.1	CARHR217790
OG0007582	XP_024005034.1	CARHR218120
OG0007583	XP_006414963.1	CARHR218630
OG0007584	XP_006414949.1	CARHR126310, CARHR218700
OG0007585	XP_006414920.1	CARHR218940
OG0007586	XP_006414898.2	CARHR253130, CARHR253120, CARHR219100
OG0007587	XP_006414863.2	CARHR219490
OG0007588	XP_006414737.1	CARHR220530
OG0007589	XP_006414736.1	CARHR220540
OG0007590	XP_024005091.1, XP_006410619.1	CARHR220820
OG0007591	XP_024005187.1	CARHR221240, CARHR221230
OG0007592	XP_024016513.1, XP_006414644.1	CARHR216030
OG0007593	XP_006414635.1	CARHR221390
OG0007594	XP_006414565.1	CARHR221830
OG0007595	XP_006414556.1	CARHR221920
OG0007597	XP_006414453.2	CARHR054700
OG0007598	XP_006390602.1	CARHR065990
OG0007599	XP_006390592.1	CARHR066090
OG0007601	XP_006390565.1	CARHR066410
OG0007602	XP_006390506.1	CARHR066870
OG0007603	XP_024008509.1	CARHR066900
OG0007604	XP_006390420.1	CARHR067760
OG0007605	XP_006390414.1	CARHR067800
OG0007606	XP_006390394.1	CARHR068050, CARHR103880
OG0007607	XP_006391130.1	CARHR061300
OG0007608	XP_006402043.1	CARHR240270, CARHR240280
OG0007610	XP_006391066.1	CARHR061880
OG0007611	XP_024005894.1	CARHR236260
OG0007612	XP_024010080.1, XP_006412944.1	CARHR236300
OG0007613	XP_006412933.1	CARHR236400
OG0007614	XP_006412918.1	CARHR236510
OG0007615	XP_006412863.2	CARHR236960
OG0007616	XP_006403563.1, XP_006401739.1	CARHR266220
OG0007617	XP_024007066.1	CARHR147460
OG0007619	XP_006391734.1	CARHR047690
OG0007620	XP_006391689.1	CARHR047000
OG0007621	XP_024014575.1	CARHR262240
OG0007622	XP_024014606.1	CARHR262230
OG0007623	XP_006395284.1	CARHR154040
OG0007625	XP_006395065.1	CARHR182120
OG0007626	XP_006395464.1	CARHR148520
OG0007627	XP_006395478.1	CARHR148360
OG0007628	XP_006395520.1	CARHR147880
OG0007629	XP_006395528.1	CARHR147760
OG0007630	XP_006395531.1	CARHR147730
OG0007631	XP_006395561.1	CARHR055520, CARHR147380
OG0007632	XP_006395580.1	CARHR147170, CARHR147160
OG0007633	XP_006402032.1	CARHR257090
OG0007634	XP_006390945.1	CARHR063020
OG0007635	XP_006390953.1	CARHR062950
OG0007636	XP_006390957.1	CARHR062920
OG0007637	XP_006390964.1	CARHR062880
OG0007638	XP_006390965.1	CARHR062870
OG0007639	XP_006396123.1	CARHR218240, CARHR103610
OG0007641	XP_006398323.1	CARHR175520
OG0007642	XP_006398311.1	CARHR175570
OG0007643	XP_006395169.2	CARHR183470
OG0007644	XP_024011012.1	CARHR175640
OG0007645	XP_006398293.1	CARHR175740
OG0007646	XP_006398290.1	CARHR175750
OG0007647	XP_006398289.1	CARHR175850
OG0007649	XP_006398210.1	CARHR176710
OG0007650	XP_006395941.1	CARHR216980
OG0007651	XP_006398191.1	CARHR176880
OG0007652	XP_006393248.1	CARHR039570
OG0007653	XP_006393245.1	CARHR039600
OG0007654	XP_006413267.1	CARHR233270
OG0007655	XP_024006322.1	CARHR040180
OG0007656	XP_024006362.1	CARHR040300
OG0007657	XP_006393162.1	CARHR039580, CARHR039560
OG0007658	XP_006393130.1	CARHR040660
OG0007659	XP_006393098.1	CARHR040960
OG0007660	XP_006393070.1	CARHR041270
OG0007661	XP_006393057.1	CARHR041560
OG0007662	XP_006393024.1	CARHR041790
OG0007663	XP_024006239.1	CARHR041820
OG0007664	XP_006392999.1	CARHR041900
OG0007665	XP_006392976.1	CARHR042100
OG0007666	XP_006418077.1	CARHR004360
OG0007667	XP_006392964.1	CARHR042240
OG0007668	XP_006392953.1	CARHR042280
OG0007669	XP_024006303.1	CARHR042480
OG0007670	XP_006392872.1	CARHR042920
OG0007671	XP_006416683.1	CARHR018250
OG0007672	XP_006403358.1	CARHR181650, CARHR204890, CARHR213980
OG0007673	XP_024014101.1	CARHR113830
OG0007674	XP_006403341.1	CARHR181400, CARHR181320
OG0007675	XP_006403338.1	CARHR181270
OG0007676	XP_024003808.1	CARHR127500
OG0007677	XP_024003747.1	CARHR127560
OG0007678	XP_006410531.1	CARHR127940
OG0007679	XP_024016807.1	CARHR127950
OG0007680	XP_006410539.1	CARHR128010
OG0007681	XP_006410545.1	CARHR128070
OG0007682	XP_006410585.1	CARHR128480
OG0007683	XP_024003780.1	CARHR128540
OG0007684	XP_006410603.1	CARHR128660
OG0007685	XP_024016673.1	CARHR128940
OG0007686	XP_006395053.1	CARHR287970
OG0007687	XP_006410705.1	CARHR129620
OG0007688	XP_006410739.1	CARHR129940
OG0007689	XP_006417655.1	CARHR008630
OG0007690	XP_006410758.1	CARHR130130
OG0007691	XP_006410760.1	CARHR130150
OG0007692	XP_006413979.1	CARHR226220
OG0007693	XP_006414000.1	CARHR226040
OG0007694	XP_006414038.1	CARHR225810
OG0007695	XP_006414089.1	CARHR225400
OG0007696	XP_006414101.1	CARHR225280
OG0007697	XP_006414115.1	CARHR225140
OG0007698	XP_006414155.1	CARHR224840
OG0007699	XP_006414160.1	CARHR224790
OG0007700	XP_006414169.1	CARHR224690
OG0007701	XP_006414183.1	CARHR224560
OG0007702	XP_006414184.1	CARHR224540
OG0007703	XP_006414195.1	CARHR224440
OG0007704	XP_024005509.1	CARHR224420
OG0007705	XP_006414206.1	CARHR224350
OG0007706	XP_006414231.2	CARHR224030
OG0007707	XP_006398331.1	CARHR175410, CARHR175420, CARHR175430
OG0007708	XP_006403947.1	CARHR160740
OG0007709	XP_006403954.1	CARHR160690, CARHR160680
OG0007710	XP_024013653.1	CARHR160670
OG0007711	XP_024013722.1	CARHR160610
OG0007712	XP_006403994.1	CARHR160370
OG0007713	XP_006403996.1	CARHR160350
OG0007714	XP_006413536.1	CARHR230980
OG0007715	XP_006413548.1	CARHR230840
OG0007716	XP_024012679.1	CARHR265430
OG0007717	XP_006401826.1	CARHR265410
OG0007718	XP_006401836.1	CARHR265300
OG0007719	XP_006401921.1	CARHR264540
OG0007720	XP_006401980.1	CARHR150020, CARHR264160
OG0007722	XP_006402039.1	CARHR257290
OG0007723	XP_006402047.1	CARHR257360
OG0007724	XP_006396089.1, XP_006403308.1	CARHR103980
OG0007726	XP_006409539.1	CARHR105960
OG0007727	XP_024016525.1	CARHR106200
OG0007728	XP_006409450.1	CARHR106580, CARHR106560
OG0007729	XP_006409415.1	CARHR106850
OG0007730	XP_006409372.1	CARHR107200, CARHR107170
OG0007731	XP_024016446.1	CARHR107360
OG0007733	XP_006413474.2	CARHR231500
OG0007734	XP_006413492.1	CARHR231360
OG0007735	XP_006413488.1	CARHR231380
OG0007736	XP_006413523.1	CARHR231120
OG0007737	XP_006413550.1	CARHR230820
OG0007738	XP_006413600.1	CARHR229970
OG0007739	XP_006413609.1	CARHR229910
OG0007740	XP_024005479.1	CARHR229690
OG0007741	XP_006413650.2	CARHR229430
OG0007742	XP_006413670.1	CARHR229220
OG0007743	XP_006413677.1	CARHR229140
OG0007744	XP_024015350.1	CARHR046310
OG0007745	XP_006413916.1	CARHR226750
OG0007746	XP_006413907.1	CARHR226820
OG0007747	XP_006413896.1	CARHR226980
OG0007748	XP_006413888.1	CARHR227100
OG0007750	XP_006413878.1	CARHR227150
OG0007751	XP_006413863.1	CARHR227280
OG0007752	XP_006413777.1	CARHR228130
OG0007753	XP_006413747.1	CARHR228400
OG0007754	XP_006413737.1	CARHR228510
OG0007755	XP_006400335.1	CARHR195210
OG0007756	XP_006393862.1	CARHR281030
OG0007757	XP_006397186.1	CARHR260430
OG0007758	XP_006405271.1	CARHR284720
OG0007759	XP_006403367.1	CARHR181560
OG0007760	XP_006414348.1	CARHR222820
OG0007761	XP_024005512.1	CARHR223130
OG0007762	XP_006414307.1	CARHR223320
OG0007763	XP_006414303.1	CARHR223410
OG0007764	XP_006414296.1	CARHR223450
OG0007765	XP_006407932.1	CARHR081100
OG0007766	XP_006408556.2	CARHR075040
OG0007767	XP_006408520.2	CARHR075400
OG0007768	XP_006408508.2	CARHR075490
OG0007769	XP_006408507.1, XP_024016444.1	CARHR075500
OG0007770	XP_006408504.1, XP_006409231.1	CARHR075520
OG0007772	XP_006393820.1	CARHR281320
OG0007773	XP_006413331.1, XP_006393827.1	CARHR281390
OG0007774	XP_006393831.2	CARHR281420
OG0007775	XP_006403920.1	CARHR160990
OG0007776	XP_006402294.1	CARHR291700
OG0007777	XP_006402298.1	CARHR291740
OG0007778	XP_006402302.1	CARHR173490
OG0007779	XP_006402324.1	CARHR173230
OG0007781	XP_006402377.1	CARHR172750
OG0007782	XP_006402402.1	CARHR172520
OG0007783	XP_006402403.1	CARHR172510
OG0007784	XP_006402409.1	CARHR172450
OG0007785	XP_024012901.1	CARHR172420
OG0007786	XP_006403729.1, XP_006402429.1	CARHR172280
OG0007787	XP_006402444.1	CARHR172100
OG0007788	XP_006402447.1	CARHR172070
OG0007789	XP_024012896.1	CARHR171920
OG0007790	XP_006409459.1	CARHR171850
OG0007791	XP_024012787.1	CARHR171810
OG0007792	XP_006402497.1	CARHR171610
OG0007793	XP_006402499.2	CARHR171570
OG0007794	XP_024012847.1	CARHR171530
OG0007795	XP_006402558.2	CARHR171050
OG0007796	XP_006402569.1	CARHR170960
OG0007797	XP_006402587.1	CARHR170700
OG0007798	XP_006402609.1	CARHR170520
OG0007799	XP_024012776.1	CARHR170420
OG0007800	XP_006397551.1	CARHR138940
OG0007801	XP_006402662.1	CARHR170080
OG0007802	XP_006402667.1	CARHR170040
OG0007803	XP_006402679.1	CARHR169910
OG0007804	XP_006402682.1	CARHR169890
OG0007805	XP_006402692.1	CARHR169790
OG0007806	XP_006397504.1	CARHR138440
OG0007807	XP_006402722.1	CARHR169510
OG0007808	XP_006402732.1	CARHR169430
OG0007809	XP_006402743.1	CARHR169260
OG0007810	XP_024014522.1	CARHR169250
OG0007811	XP_006402750.1	CARHR169150
OG0007812	XP_006402757.1	CARHR169090
OG0007813	XP_006402765.1	CARHR169020
OG0007814	XP_024012809.1	CARHR168530
OG0007815	XP_006402140.1	CARHR258210
OG0007817	XP_024012805.1	CARHR167900
OG0007818	XP_006402862.1	CARHR167950
OG0007819	XP_006402903.1	CARHR167310
OG0007820	XP_006402923.2	CARHR155690, CARHR167150
OG0007821	XP_006402924.1	CARHR167140
OG0007822	XP_006402982.1	CARHR166600
OG0007823	XP_006403010.1	CARHR166350
OG0007824	XP_024006704.1	CARHR183830
OG0007825	XP_006403452.2	CARHR163150, CARHR165560
OG0007826	XP_006403029.1	CARHR166120
OG0007827	XP_006403416.1	CARHR165910
OG0007828	XP_024013435.1	CARHR165470
OG0007830	XP_006403553.1	CARHR164540
OG0007831	XP_006403572.1	CARHR164370
OG0007832	XP_024013540.1	CARHR164350
OG0007833	XP_006403580.1	CARHR164310
OG0007834	XP_006403587.1	CARHR164250
OG0007835	XP_024013835.1	CARHR164240
OG0007837	XP_006403593.1	CARHR164220
OG0007838	XP_006403614.1	CARHR164010
OG0007839	XP_006417228.1	CARHR012770
OG0007840	XP_006403642.1	CARHR163810
OG0007841	XP_006403654.1	CARHR163680
OG0007842	XP_006403668.1	CARHR163550
OG0007843	XP_006403677.1	CARHR163440
OG0007844	XP_006403722.1, XP_024016099.1	CARHR162980
OG0007845	XP_006403744.1	CARHR162860
OG0007846	XP_006403775.1	CARHR162610
OG0007847	XP_006401641.1	CARHR267090
OG0007850	XP_006401696.1	CARHR266640
OG0007851	XP_006401706.1	CARHR266560
OG0007852	XP_006401709.1	CARHR266540
OG0007853	XP_006401723.1	CARHR266330
OG0007854	XP_006401724.1	CARHR266320
OG0007855	XP_006414394.1	CARHR114900
OG0007856	XP_006418732.1	CARHR100660
OG0007857	XP_006418714.1	CARHR100920
OG0007858	XP_006418711.1	CARHR100930
OG0007859	XP_006418657.1	CARHR101460
OG0007860	XP_006418599.1	CARHR102100
OG0007861	XP_006418553.1	CARHR102760
OG0007862	XP_006396107.1	CARHR103860
OG0007863	XP_006391436.1	CARHR058950
OG0007864	XP_006391441.1	CARHR058970
OG0007865	XP_024012728.1	CARHR059440
OG0007866	XP_024010876.1	CARHR059590, CARHR059600
OG0007867	XP_006391501.2	CARHR059680
OG0007868	XP_006391502.1	CARHR059690
OG0007869	XP_006391291.2	CARHR059860
OG0007871	XP_006394890.1	CARHR186950
OG0007872	XP_006391285.1	CARHR058050, CARHR059910
OG0007873	XP_006391283.1	CARHR059930
OG0007874	XP_024011178.1	CARHR059950
OG0007875	XP_006391275.1	CARHR060030
OG0007876	XP_006391251.1	CARHR060170
OG0007877	XP_006391233.1	CARHR060300
OG0007879	XP_006391221.1	CARHR060410
OG0007880	XP_006415821.1	CARHR026490
OG0007881	XP_006391194.2	CARHR060650
OG0007882	XP_006391156.1	CARHR055340, CARHR060980
OG0007883	XP_006391147.1	CARHR061080
OG0007884	XP_006391143.1	CARHR061180
OG0007885	XP_006409143.1	CARHR109110
OG0007886	XP_006398114.1	CARHR178080
OG0007887	XP_006409125.1	CARHR109250
OG0007888	XP_006409114.1	CARHR109340
OG0007889	XP_006409080.1	CARHR109660
OG0007890	XP_006395788.1	CARHR144980, CARHR215280
OG0007891	XP_006409069.1	CARHR292530
OG0007892	XP_024015990.1	CARHR110050
OG0007893	XP_006411389.1	CARHR136330
OG0007894	XP_024003999.1	CARHR136270
OG0007895	XP_006411379.1	CARHR136220
OG0007896	XP_006411374.1	CARHR136180
OG0007897	XP_006403889.1	CARHR161330
OG0007898	XP_006411345.1	CARHR135880
OG0007899	XP_006411339.1	CARHR135820
OG0007900	XP_006411320.1	CARHR135650
OG0007901	XP_006411310.1	CARHR135580
OG0007902	XP_024003889.1	CARHR135210
OG0007903	XP_006411268.1	CARHR135170
OG0007904	XP_006411265.1	CARHR135140
OG0007905	XP_006411256.1	CARHR135050
OG0007906	XP_006411242.1	CARHR134930
OG0007907	XP_006391538.1	CARHR057510
OG0007908	XP_006411184.1	CARHR134430
OG0007909	XP_006411176.1	CARHR134340
OG0007910	XP_024016670.1	CARHR134230
OG0007911	XP_006411163.1	CARHR134220
OG0007912	XP_006411125.1	CARHR133810
OG0007913	XP_006407916.2	CARHR081250
OG0007914	XP_006411108.2	CARHR133570
OG0007915	XP_024004187.1	CARHR133530
OG0007916	XP_006411102.1	CARHR133480, CARHR288720
OG0007917	XP_006411099.1	CARHR133450
OG0007918	XP_006411098.1	CARHR133440
OG0007919	XP_006411097.1	CARHR133430
OG0007920	XP_006411087.2	CARHR133360
OG0007921	XP_024007863.1	CARHR026360
OG0007922	XP_006404224.2, XP_006411044.1	CARHR132910
OG0007923	XP_024003840.1	CARHR132840
OG0007924	XP_006410999.1	CARHR132550
OG0007925	XP_006410986.1	CARHR132430
OG0007926	XP_006407616.1	CARHR084510, CARHR286790, CARHR286800, CARHR259200
OG0007927	XP_006410966.1	CARHR131780
OG0007928	XP_006410965.1	CARHR131790
OG0007929	XP_006410959.1	CARHR131870
OG0007930	XP_006410923.1	CARHR132190
OG0007931	XP_006410900.1	CARHR132390
OG0007932	XP_006410891.1	CARHR131620
OG0007933	XP_024016761.1	CARHR131590
OG0007934	XP_006410874.1, XP_024004149.1	CARHR131430, CARHR131440
OG0007935	XP_006396749.1	CARHR253660, CARHR253670
OG0007936	XP_024010158.1	CARHR253560
