Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0010312	XP_006396262.1	AL6G52800
OG0010313	XP_006396259.1	AL6G52840
OG0010314	XP_006396254.1	AL6G52890
OG0010316	XP_006396231.2	AL6G53180
OG0010317	XP_006418627.2, XP_006396222.1	AL7G21050
OG0010318	XP_006404543.1	AL4G10120
OG0010319	XP_006404545.1	AL4G10160
OG0010320	XP_006415810.1	AL1G40450
OG0010321	XP_006415882.1	AL1G39770
OG0010322	XP_006415895.1	AL1G39650
OG0010323	XP_006409815.2	AL1G51340
OG0010324	XP_024005208.1, XP_006413202.1	nbis-gene-1776
OG0010325	XP_006413122.2	AL7G25870
OG0010326	XP_024004656.1	AL7G25860
OG0010327	XP_006413109.1	AL7G25720
OG0010328	XP_024005795.1	AL7G25480
OG0010329	XP_006413075.1	AL7G25340
OG0010330	XP_006413073.1	AL7G25320
OG0010331	XP_024005224.1	AL7G25290
OG0010332	XP_006413066.2	AL7G25250
OG0010333	XP_006412995.1	AL7G24520
OG0010334	XP_006412984.1	AL7G24400
OG0010335	XP_006412978.1	AL7G24340
OG0010336	XP_006412974.1	AL7G24310
OG0010337	XP_006395680.2	nbis-gene-1200
OG0010338	XP_006395679.1	AL5G13520
OG0010339	XP_006395669.2	AL5G13620
OG0010340	XP_006395641.1	AL5G14120
OG0010343	XP_006416487.1	AL1G32330, AL7G11150
OG0010344	XP_006416350.1	AL1G33930
OG0010345	XP_006416105.1	AL1G37050, AL1G31860
OG0010346	XP_024008794.1	AL1G39890
OG0010347	XP_024008661.1	AL1G40110
OG0010350	XP_006393069.1	AL1G59020
OG0010352	XP_024005978.1	AL1G62570
OG0010354	XP_006415165.1	AL2G16250
OG0010356	XP_006397514.2	AL2G18090, AL4G42210, AL7G53040
OG0010359	XP_006408222.1	AL3G14010
OG0010360	XP_024006345.1, XP_006391170.1, XP_024010415.1	AL2G27050
OG0010361	XP_006390655.1	AL2G32140
OG0010362	XP_006390532.1	AL2G33430
OG0010363	XP_006407810.1	AL3G19020
OG0010365	XP_006407150.1	AL3G26090
OG0010368	XP_006404681.1, XP_024014638.1	AL4G11710
OG0010369	XP_024014199.1	AL4G11970
OG0010371	XP_006404988.1, XP_006397301.1	AL4G15100
OG0010372	XP_024014058.1	AL4G15210
OG0010374	XP_006405206.1	AL4G16850
OG0010375	XP_024005596.1	AL7G23540, AL7G23510, AL7G23520
OG0010376	XP_006410396.1	AL4G28070
OG0010377	XP_006410761.2	AL4G32010
OG0010378	XP_024004164.1	AL4G36130
OG0010380	XP_006401093.2	AL1G20360, AL4G40820
OG0010381	XP_006397887.1	AL4G46430
OG0010382	XP_006395829.1	AL5G11040
OG0010383	XP_006395616.1	AL5G14510
OG0010384	XP_024007352.1	AL5G17080
OG0010385	XP_006395336.1	AL5G18600
OG0010386	XP_006404228.1	AL5G28090
OG0010387	XP_024013806.1	AL5G30160
OG0010388	XP_006403712.2	AL5G34160
OG0010389	XP_006412254.1	AL5G38720
OG0010390	XP_006399920.1	AL6G24780
OG0010391	XP_006400800.1	AL6G34050
OG0010392	XP_006395039.1	AL6G40970
OG0010393	XP_006397048.1	AL6G44580
OG0010394	XP_006412856.1	AL7G23160
OG0010395	XP_006413259.1	AL7G27130
OG0010396	XP_024005864.1	AL7G29030
OG0010400	XP_006414251.1	AL7G37450
OG0010401	XP_006414728.1, XP_006412888.2	nbis-gene-1824, nbis-gene-1842
OG0010402	XP_006414745.1	AL7G42000
OG0010405	XP_024014755.1	AL7G48040
OG0010406	XP_006405321.1	AL7G47680
OG0010407	XP_006403331.1	AL8G18050
OG0010409	XP_006395184.1	AL8G21260
OG0010410	XP_006395120.1	AL8G21990, AL516U10010
OG0010411	XP_024015263.1	nbis-gene-2074
OG0010412	XP_006395072.1	AL8G22970
OG0010413	XP_006402209.1	AL8G23870
OG0010414	XP_024012298.1	AL8G25760
OG0010415	XP_006401879.1	AL8G26320
OG0010416	XP_006401816.1	AL205U10020, AL8G26970
OG0010417	XP_006401763.1	AL8G27420
OG0010418	XP_006401228.1	AL8G33190
OG0010419	XP_006393849.1	AL8G44980
OG0010421	XP_024005668.1	AL7G38420
OG0010421	XP_024003964.1	AL4G31830
OG0010422	XP_024008982.1	AL1G40780
OG0010423	XP_006401726.1	AL8G27900
OG0010424	XP_024004450.1	AL7G44900, AL7G44690
OG0010426	XP_006395316.1	nbis-gene-1250
OG0010437	XP_006412701.1	AL7G21650
OG0010438	XP_024005152.1	AL7G21620
OG0010439	XP_006412689.1	AL7G21590
OG0010440	XP_006412688.1	AL7G21560
OG0010441	XP_006412679.1	AL7G21490
OG0010442	XP_006412672.1	AL7G21400
OG0010443	XP_006408801.1	AL4G17530
OG0010444	XP_006413579.1	AL7G30380
OG0010445	XP_006418877.1	AL5G25520
OG0010446	XP_006404232.1	AL5G28060
OG0010447	XP_006404241.1	AL5G27980
OG0010448	XP_024013629.1	AL5G27880
OG0010449	XP_006404266.1	AL5G27800
OG0010450	XP_006404312.1	AL5G27300
OG0010451	XP_006404291.1	AL5G27490
OG0010452	XP_024013824.1	AL5G27530
OG0010453	XP_006404335.1	AL5G27100
OG0010454	XP_006398498.1	AL5G10080
OG0010455	XP_006395860.1	AL5G10800
OG0010456	XP_006395801.1	AL5G11490
OG0010457	XP_006395826.1	AL5G11090
OG0010458	XP_024007551.1	AL5G10950
OG0010459	XP_006405496.1	AL7G49390
OG0010460	XP_006405503.1	AL7G49550
OG0010461	XP_006400351.1	AL6G29260
OG0010462	XP_006400327.1	AL6G28930
OG0010463	XP_006400322.1	AL6G28880
OG0010464	XP_006400304.1	AL6G28710
OG0010465	XP_024011612.1	AL6G28620
OG0010466	XP_024012483.1	AL6G28580
OG0010467	XP_024012175.1	AL6G28470
OG0010468	XP_006400271.1	AL6G28410
OG0010469	XP_006400252.1	AL6G28270
OG0010470	XP_006417869.1	AL1G16930
OG0010471	XP_006400213.1	AL6G27730
OG0010472	XP_024011764.1	AL6G27680
OG0010473	XP_006400190.1	AL6G27470
OG0010474	XP_006400188.1	AL6G27440
OG0010475	XP_006400176.1	AL6G27310
OG0010476	XP_006400150.1	AL6G27060
OG0010477	XP_006400147.1	AL6G27040
OG0010478	XP_006400138.1	AL6G26940
OG0010479	XP_024003697.1	AL4G30730
OG0010480	XP_024012337.1	AL6G26300
OG0010481	XP_006400063.1	AL6G26280
OG0010482	XP_006400028.1	AL6G25920
OG0010483	XP_006400007.2	AL6G25680
OG0010485	XP_006399987.1	AL6G25500
OG0010486	XP_006399984.1	AL6G25470
OG0010487	XP_006399977.1	AL6G25410
OG0010488	XP_006414836.1	AL7G42490
OG0010489	XP_006399946.1	AL6G25060
OG0010490	XP_006399893.2	AL6G24550
OG0010491	XP_006399879.1	AL6G24430
OG0010492	XP_006399878.1	AL6G24420
OG0010494	XP_006399866.1	AL6G24310
OG0010495	XP_006399862.2	AL6G24270
OG0010496	XP_006399845.1	AL6G24140
OG0010497	XP_006399837.1	AL6G24080
OG0010498	XP_024012630.1	AL6G23810
OG0010499	XP_006399808.1	AL6G23800
OG0010500	XP_006399785.1	AL6G23590
OG0010501	XP_006399776.1	AL6G23460
OG0010503	XP_006399772.1	AL6G23400
OG0010504	XP_006390882.1	AL8G19740
OG0010505	XP_024012339.1	AL6G23090
OG0010506	XP_024012243.1	AL6G23040
OG0010507	XP_006399730.1	AL6G22910
OG0010508	XP_006399727.2	AL6G22880, AL6G44470
OG0010509	XP_006399698.1	AL6G22580
OG0010510	XP_006399696.1	AL6G22570
OG0010511	XP_006399683.1	AL6G22440
OG0010512	XP_006399662.1	AL6G22220
OG0010513	XP_006399657.1	AL6G22180
OG0010514	XP_006399652.1	AL6G22120
OG0010515	XP_006399616.1	AL6G21780
OG0010516	XP_006399590.1	AL6G21550
OG0010517	XP_006399587.1	AL6G21480
OG0010518	XP_006403366.2	AL6G21460
OG0010519	XP_006399539.1	AL6G20940
OG0010520	XP_006399535.1	AL6G20910
OG0010521	XP_024011456.1	AL6G20820
OG0010522	XP_006399500.2	AL6G20550
OG0010523	XP_006399467.1	AL6G20250
OG0010524	XP_006399458.1	AL6G20150
OG0010525	XP_006399438.1	AL6G20000
OG0010526	XP_006399427.1	AL6G19880
OG0010527	XP_006399420.1	AL6G19810
OG0010528	XP_024012548.1, XP_006418592.1	AL6G19770
OG0010529	XP_006418581.1	AL3G42010
OG0010530	XP_006406612.1	AL3G35870
OG0010531	XP_006399347.1	AL6G18960, AL6G19160, AL487U10020
OG0010532	XP_006399345.1	AL6G19130, AL6G18940
OG0010533	XP_024011637.1	AL6G18900
OG0010534	XP_006399332.1	AL6G18860
OG0010535	XP_024011634.1	AL6G18850
OG0010536	XP_006399291.1	AL6G18390
OG0010537	XP_006399281.1	nbis-gene-1485
OG0010538	XP_006399261.1	AL6G18140
OG0010539	XP_024011353.1	AL6G17920
OG0010540	XP_006396517.1	AL6G50010
OG0010541	XP_006396520.1	AL6G49990
OG0010542	XP_006396526.1	AL6G49940
OG0010543	XP_024010148.1	AL6G49810
OG0010544	XP_006396543.1	AL6G49790
OG0010545	XP_006396544.1	AL6G49780
OG0010546	XP_006396547.1	AL6G49750
OG0010547	XP_006396556.1	AL1G58800
OG0010548	XP_006396559.1	AL6G49600
OG0010549	XP_006413340.1	nbis-gene-1781
OG0010550	XP_006413345.1	AL7G28070
OG0010552	XP_024005500.1	AL7G28400
OG0010553	XP_006408603.1	AL4G20180
OG0010554	XP_024016011.1	AL4G20260
OG0010555	XP_006408584.1	AL4G20570
OG0010556	XP_024016053.1	AL4G21160
OG0010557	XP_006409730.1	AL4G21410
OG0010558	XP_006409752.1	AL4G22710
OG0010559	XP_006409783.1	AL4G22540
OG0010560	XP_024016846.1	AL4G22480
OG0010561	XP_006409794.1	AL4G22410
OG0010562	XP_006409807.1	AL4G22310
OG0010563	XP_024004277.1	AL4G21930
OG0010564	XP_006409850.1	AL4G21870
OG0010565	XP_006409861.1	AL4G21680
OG0010566	XP_006409870.2	AL4G21570
OG0010567	XP_006409890.1	AL4G23100
OG0010568	XP_006409925.1	AL4G23430
OG0010569	XP_006409964.1	AL4G23740, AL41U10070
OG0010570	XP_006409968.1	AL4G23770
OG0010571	XP_006410013.1	AL4G24270
OG0010572	XP_006410038.1	AL4G24640
OG0010573	XP_006410140.1	AL4G25070, AL346U10010
OG0010574	XP_006410149.2	AL4G25360
OG0010575	XP_006410170.1	AL4G25580
OG0010576	XP_006404661.1	AL4G11410
OG0010577	XP_006410194.1	AL4G25890
OG0010578	XP_024004300.1	AL4G25990
OG0010579	XP_006410223.1	AL4G26070, AL4G26150
OG0010580	XP_006410251.1	AL4G26400
OG0010581	XP_006410252.1	AL4G26410
OG0010582	XP_006410287.1	AL4G26780
OG0010583	XP_006410302.1	AL4G26980
OG0010584	XP_006410307.1	AL4G27060
OG0010585	XP_024004219.1	AL4G27220
OG0010586	XP_006410330.2	AL80U10060, AL4G27290
OG0010587	XP_006410345.1	AL4G27460, AL103U10050
OG0010588	XP_006408751.1	AL4G18960
OG0010589	XP_006410391.1	AL4G28000
OG0010590	XP_006410390.1	AL4G27990
OG0010591	XP_024003639.1	AL4G27810
OG0010592	XP_024003846.1	AL4G27780
OG0010593	XP_006410368.1, XP_006418680.2	AL125U10030
OG0010594	XP_006410412.1	AL4G28290
OG0010595	XP_006410427.1	AL4G28400
OG0010596	XP_006410433.1	AL4G28470
OG0010597	XP_006410437.1	AL120U10010
OG0010598	XP_006410485.1	AL4G29100
OG0010599	XP_006403231.1	AL8G16820
OG0010600	XP_006411652.1	AL7G10500
OG0010601	XP_006403220.1	AL484U10020, AL8G16680
OG0010602	XP_006403169.1	AL8G16250
OG0010603	XP_006403133.1	AL8G15850
OG0010604	XP_024009864.1	AL6G49310
OG0010605	XP_006396581.1	AL6G49360
OG0010606	XP_006396578.1	AL6G49390
OG0010607	XP_006396573.1	AL6G49440
OG0010608	XP_006396569.1	AL6G49500
OG0010609	XP_024006063.1	AL1G54350
OG0010610	XP_006393524.1	AL1G54100
OG0010611	XP_024006015.1	AL4G21430, AL1G54090
OG0010612	XP_006393589.1	AL1G53470
OG0010613	XP_006415745.1	AL1G41160
OG0010614	XP_024006161.1	AL1G52870
OG0010615	XP_006415736.1	AL1G41230
OG0010616	XP_006415699.1	nbis-gene-165
OG0010617	XP_024008081.1	AL1G41800
OG0010618	XP_006415662.1	AL1G42010
OG0010619	XP_006415652.1	AL1G42080
OG0010620	XP_006415640.1	nbis-gene-168
OG0010621	XP_024008882.1	AL1G42750
OG0010623	XP_006415554.1	AL1G43510
OG0010624	XP_006415540.1	AL1G43700
OG0010625	XP_024008252.1	AL1G43790
OG0010626	XP_006415522.1	AL1G43890
OG0010627	XP_006415513.1	AL1G44000
OG0010628	XP_006415509.1	AL1G44030, AL5G33120
OG0010629	XP_024008797.1	AL1G44040
OG0010630	XP_006415496.1	AL1G44210
OG0010631	XP_006415481.1	AL1G44300
OG0010632	XP_006415467.1	AL1G44500
OG0010633	XP_006415466.1	AL1G44510
OG0010634	XP_006405292.1	AL7G47270
OG0010635	XP_006404336.1	AL8G38340
OG0010636	XP_024008733.1	AL1G45140
OG0010637	XP_006415384.1	AL1G45370
OG0010640	XP_024008796.1	AL1G49290
OG0010641	XP_024008592.1	AL1G49460
OG0010642	XP_006415307.1	AL1G45820
OG0010644	XP_006415288.1	AL1G45950
OG0010645	XP_006415285.1	AL1G45970
OG0010646	XP_006415275.1	AL1G46040
OG0010647	XP_006415250.1	AL1G46200
OG0010648	XP_006415240.1	AL1G46300
OG0010649	XP_006415209.1	AL1G46550
OG0010650	XP_024008351.1	AL1G46710
OG0010651	XP_006415172.1	AL1G46850
OG0010652	XP_006415167.1	AL1G46890
OG0010653	XP_006415160.1	AL1G46920
OG0010655	XP_006395757.1	AL5G12010
OG0010656	XP_024006799.1	AL5G12030
OG0010657	XP_006411543.1	AL4G41330
OG0010658	XP_006395739.1	AL5G12660
OG0010659	XP_024006727.1	AL5G12800
OG0010660	XP_006395699.1	AL5G13260
OG0010661	XP_006393867.1	AL8G44730
OG0010662	XP_006393878.1	AL8G44620
OG0010663	XP_006400794.1, XP_006393882.1	AL8G44550
OG0010664	XP_006393893.1	AL8G44440
OG0010665	XP_024007535.1	nbis-gene-535, AL8G44390
OG0010666	XP_006393912.1	AL8G44220
OG0010667	XP_006393917.1	AL8G44150
OG0010668	XP_006393918.1	AL8G44140
OG0010669	XP_024007212.1	AL8G44110
OG0010670	XP_024006956.1	AL8G43940
OG0010671	XP_006393942.1	AL8G43910
OG0010672	XP_006393956.1	AL8G43810
OG0010673	XP_024009788.1	AL6G42980
OG0010674	XP_006393980.1	AL8G43550
OG0010675	XP_006393989.1	AL8G43480
OG0010676	XP_006393991.1	AL8G43460
OG0010677	XP_006394001.1	AL8G43260
OG0010679	XP_006394026.1	AL8G43070
OG0010680	XP_006394062.1	AL8G42760
OG0010681	XP_006394083.1	AL8G42550
OG0010682	XP_006394114.1	AL8G42230
OG0010683	XP_006394120.1	AL8G42170
OG0010684	XP_006394131.1	AL8G42040
OG0010685	XP_006394159.1	AL8G41730
OG0010686	XP_006394170.1	AL8G41650
OG0010687	XP_006394186.1	AL372U10010
OG0010688	XP_006394188.1	AL8G41450
OG0010689	XP_006394213.1	AL8G41290
OG0010690	XP_024006762.1	AL8G41220
OG0010691	XP_006394233.1	AL697U10020, AL8G41100
OG0010692	XP_006394239.1	AL8G41060
OG0010693	XP_006394240.1	AL8G41030
OG0010694	XP_006394244.1	AL8G40990
OG0010695	XP_006394275.1	AL8G40520
OG0010696	XP_006394282.1	AL8G40460
OG0010698	XP_006394357.1	AL8G39690
OG0010699	XP_006394373.1	AL8G39500
OG0010700	XP_006394383.1	AL8G39420
OG0010701	XP_024007550.1	AL8G39070
OG0010702	XP_006394427.1	AL8G38940
OG0010703	XP_006394477.1	AL8G38520
OG0010704	XP_006394485.1	AL8G38370
OG0010705	XP_006394514.1	AL8G38050
OG0010707	XP_006394588.1	AL6G34400
OG0010708	XP_006394591.1	AL6G34450
OG0010709	XP_006394593.1	AL6G34460
OG0010710	XP_006394299.1	AL8G28390, AL8G28400
OG0010711	XP_006394607.1	AL6G34670
OG0010712	XP_006394620.1	AL6G34840
OG0010713	XP_006399012.1	AL6G15400
OG0010714	XP_006394648.1	AL6G35200
OG0010715	XP_006394660.1	AL6G35340
OG0010716	XP_006394661.1	AL6G35350
OG0010717	XP_024007193.1	AL6G35460
OG0010718	XP_006394671.1	AL6G35490
OG0010719	XP_006394675.1	nbis-gene-1561
OG0010720	XP_006394701.1	AL6G36030
OG0010721	XP_006394702.1	AL6G36040
OG0010722	XP_006394708.1	AL6G36120
OG0010723	XP_024007506.1	AL6G36160
OG0010724	XP_006394723.2	AL6G36290
OG0010725	XP_024007438.1	AL6G36550
OG0010726	XP_024007412.1	AL6G37330
OG0010727	XP_006394812.1	AL7G50060, AL6G37410
OG0010728	XP_006394813.1	AL6G37430
OG0010729	XP_006418574.1	AL3G42040
OG0010730	XP_006394838.2	AL6G37820
OG0010731	XP_006394839.1	AL6G37830
OG0010732	XP_006400510.1	AL6G31010
OG0010733	XP_006400493.1	AL6G30860
OG0010734	XP_024012011.1	AL6G31140
OG0010735	XP_006400542.1	AL6G31350
OG0010737	XP_006400571.1	AL6G31600
OG0010738	XP_006400572.1	AL6G31610
OG0010739	XP_006400573.1	AL6G31620
OG0010740	XP_006400578.1	AL6G31660
OG0010741	XP_006400585.1	AL6G31730
OG0010742	XP_024011533.1	AL6G31870
OG0010743	XP_006400621.1	AL6G32140
OG0010744	XP_024012629.1	AL6G32250
OG0010745	XP_006400643.2	AL6G32290
OG0010746	XP_006400661.1	AL6G32490
OG0010748	XP_024011902.1	AL6G32800
OG0010749	XP_006400694.1	AL6G32860
OG0010750	XP_024012398.1	AL6G32870
OG0010751	XP_006400700.1	AL6G32910
OG0010752	XP_006400706.1	AL6G32970
OG0010753	XP_006400734.1	AL6G33290
OG0010754	XP_006400737.1	AL6G33340
OG0010755	XP_006400748.1	AL6G33450
OG0010756	XP_006400757.1	AL6G33510
OG0010757	XP_006400758.1	AL6G33520
OG0010758	XP_006400760.1	AL6G33540
OG0010759	XP_006400764.1	AL6G33610
OG0010760	XP_006400788.1	AL6G33900
OG0010761	XP_006400815.1	AL8G37350
OG0010762	XP_006400843.1	AL8G37080
OG0010763	XP_024011962.1, XP_024006316.1	AL8G37050
OG0010764	XP_006400854.1	AL8G13380, AL8G36980
OG0010765	XP_006411299.1	AL4G38250
OG0010766	XP_024011839.1	AL8G36110
OG0010767	XP_006400945.1	AL8G36050
OG0010768	XP_006400955.1	AL8G35950
OG0010769	XP_006400956.1	AL8G35940
OG0010770	XP_006400962.1	AL8G35900
OG0010771	XP_006400963.1	AL658U10010, AL8G35890
OG0010772	XP_006401002.1	AL8G35480
OG0010773	XP_006401012.1	AL8G35400
OG0010774	XP_006401017.1	AL8G35340
OG0010775	XP_006401038.1	AL279U10010, AL8G35100
OG0010776	XP_006401047.1	AL8G35020
OG0010777	XP_006401048.1	nbis-gene-2172
OG0010778	XP_006401092.2	AL8G34480
OG0010779	XP_006401108.1	AL8G34370
OG0010780	XP_006401112.1	AL8G34360
OG0010781	XP_006401109.1	AL8G34350
OG0010782	XP_024011167.1	AL8G34290
OG0010783	XP_006401129.1	AL8G34200
OG0010784	XP_006401140.1	AL8G34100
OG0010785	XP_006401137.1	AL8G34130
OG0010786	XP_006401138.1	AL8G34120
OG0010787	XP_006401142.1	AL8G34080
OG0010788	XP_006401155.1	AL8G33960
OG0010789	XP_006401164.1	AL8G33870
OG0010790	XP_024012307.1	AL8G33830
OG0010791	XP_006401171.1	AL8G33800
OG0010792	XP_006401177.1	AL8G33750
OG0010793	XP_024011880.1	AL8G33420
OG0010794	XP_006401229.1	AL8G33180, AL161U10040
OG0010795	XP_006401265.1, XP_024011172.1	AL52U10020, AL8G32790
OG0010796	XP_006401288.1	nbis-gene-2156
OG0010797	XP_006401290.1	AL8G32570
OG0010798	XP_006401302.2	AL8G32440
OG0010799	XP_006401315.2	AL8G32210
OG0010800	XP_006401369.1	AL8G31810
OG0010801	XP_006401376.1	AL8G31760
OG0010802	XP_006401386.2	AL8G31630
OG0010803	XP_024011183.1	AL8G31300
OG0010804	XP_006401422.1	AL8G31280
OG0010805	XP_006401434.1	AL8G31170
OG0010806	XP_006390656.1	AL2G32110
OG0010808	XP_006401459.1	AL8G30940
OG0010809	XP_006401488.2	AL8G30680
OG0010810	XP_006401494.1	AL8G30610
OG0010811	XP_006401501.1	nbis-gene-2138
OG0010812	XP_006401512.1	AL8G30380
OG0010813	XP_006404182.1	AL5G28580
OG0010814	XP_006404197.1	AL5G28480
OG0010815	XP_024013703.1	AL5G28330
OG0010816	XP_006401640.1	AL8G29110
OG0010817	XP_006401620.1	AL8G29260
OG0010818	XP_024012671.1	AL8G29400
OG0010819	XP_006401580.1	AL8G29710
OG0010820	XP_006396436.1	AL6G50850
OG0010821	XP_006397347.1	AL6G41310
OG0010822	XP_006396455.1	AL6G50600
OG0010823	XP_006396465.1	AL6G50500
OG0010824	XP_006396467.1	AL6G50490
OG0010825	XP_006396482.1	AL6G50350
OG0010826	XP_024009867.1	AL6G50320
OG0010827	XP_006396489.1	AL6G50280
OG0010828	XP_006399209.1	AL6G17510
OG0010829	XP_006399197.2	AL6G17370
OG0010830	XP_024008411.1	AL1G40060
OG0010831	XP_006399180.1	AL6G17170
OG0010833	XP_024012052.1	AL6G17130
OG0010834	XP_006399168.1	AL6G17070
OG0010835	XP_006399158.1	AL6G16940
OG0010836	XP_006399130.1	AL6G16670
OG0010837	XP_006399094.1	AL6G16280
OG0010838	XP_006399091.1	AL6G16240
OG0010839	XP_006399081.1	AL6G16100
OG0010840	XP_024011598.1	AL6G16070
OG0010841	XP_006399016.1	AL6G15460
OG0010842	XP_006399011.1	AL6G15390
OG0010843	XP_024011536.1	AL6G15380
OG0010844	XP_006399002.2	AL6G15280
OG0010845	XP_006398995.2	AL6G15200
OG0010846	XP_006398968.1	AL6G14900
OG0010847	XP_006398957.1	AL6G14710
OG0010848	XP_006398952.1	AL6G14650
OG0010849	XP_006398932.1	AL6G14460
OG0010850	XP_024013916.1	AL4G14250
OG0010851	XP_024012390.1	AL6G14110
OG0010852	XP_006415963.1	AL1G38870
OG0010853	XP_006398890.1	AL6G13960
OG0010854	XP_006398849.1	AL6G13470
OG0010855	XP_024012140.1	AL6G13310
OG0010856	XP_006398832.1	AL6G14790, AL6G13270
OG0010857	XP_024011588.1	AL6G13140
OG0010858	XP_006398791.1	AL9U10940, AL6G12750
OG0010859	XP_006398771.1	AL6G12570
OG0010860	XP_006398770.2	AL6G12560
OG0010861	XP_006398760.2	AL6G12400
OG0010862	XP_024014107.1	AL6G12030
OG0010863	XP_006398724.1	AL6G11950
OG0010864	XP_006398715.1	AL6G11850
OG0010865	XP_024011815.1	AL6G11800
OG0010866	XP_006398688.1	AL6G11480
OG0010868	XP_006398679.1	AL6G11370
OG0010869	XP_006398663.1	AL6G11210
OG0010871	XP_006398649.1	AL6G11040, AL6G14050
OG0010872	XP_024012001.1	AL6G10900
OG0010873	XP_024011424.1	AL6G10830
OG0010874	XP_006398600.1	AL6G10430
OG0010875	XP_006409390.1	AL6G10200
OG0010876	XP_024012297.1	AL6G10130
OG0010877	XP_006398556.1	AL6G10070
OG0010879	XP_024014646.1	AL7G49210
OG0010880	XP_006405411.1	AL7G48600
OG0010881	XP_006405388.1	AL7G48280, AL7G48350
OG0010882	XP_006405360.1	AL7G48080
OG0010883	XP_006405354.1	AL7G48000
OG0010884	XP_006405328.1	AL7G47820
OG0010886	XP_024014564.1	AL7G47060
OG0010887	XP_006389722.1	AL2G41720
OG0010888	XP_006389731.1	AL2G41800
OG0010889	XP_006389738.2	AL2G41830, AL2G41840
OG0010890	XP_006389780.1	AL2G41180
OG0010891	XP_006389792.1	AL2G41080
OG0010892	XP_006389825.1	AL2G40750
OG0010893	XP_006389837.1	AL2G40570
OG0010894	XP_006389867.1	AL2G40300
OG0010895	XP_006389896.1	AL2G39970
OG0010896	XP_006389929.1	AL2G39490
OG0010897	XP_006418888.1	AL5G25410
OG0010898	XP_006389967.1	AL2G39060
OG0010900	XP_006389987.1	AL2G38770
OG0010901	XP_006389999.1	AL2G38630, AL60U10010
OG0010902	XP_006390006.1	AL2G38580
OG0010903	XP_006390024.1	AL2G38400
OG0010904	XP_006390028.1	AL2G38360
OG0010905	XP_006390045.1	AL2G38140
OG0010906	XP_006390063.1	AL2G37950
OG0010907	XP_024010664.1	AL2G37810
OG0010908	XP_006390091.1	AL2G37630
OG0010909	XP_006390093.1	AL2G37610
OG0010910	XP_006390107.1	AL2G37440
OG0010911	XP_006405098.1, XP_006390126.1	AL2G37260
OG0010912	XP_024006996.1, XP_006390174.1	AL2G36720
OG0010913	XP_024015004.1, XP_006406413.2	AL3G33850
OG0010914	XP_006411112.1	AL5G20890
OG0010915	XP_006390215.1	AL2G36360
OG0010916	XP_006404920.2	AL4G14350, AL4G14370
OG0010917	XP_006390242.1	AL2G36100
OG0010918	XP_024008927.1	AL1G12190
OG0010919	XP_024012427.1	AL2G35680
OG0010920	XP_006390320.1	AL2G35250
OG0010921	XP_006390345.1	AL2G35060
OG0010922	XP_006390349.1	AL2G35020
OG0010923	XP_006409300.1	AL3G50430
OG0010924	XP_006409299.1	AL3G50440
OG0010925	XP_006409272.1	AL3G50620
OG0010926	XP_006406515.1	AL3G32700
OG0010927	XP_006401563.1	AL8G29890
OG0010928	XP_006404370.1	AL5G26750
OG0010929	XP_006404365.1	AL5G26790
OG0010930	XP_006392548.1	AL1G64610
OG0010931	XP_006392566.1	AL1G64350
OG0010932	XP_006392654.1	AL1G63340
OG0010933	XP_006392716.1	AL1G62810
OG0010934	XP_006393696.1	AL1G52570
OG0010935	XP_006392761.1	AL1G62390
OG0010936	XP_006392772.1, XP_006392774.2	AL1G62310
OG0010937	XP_006392782.1	AL1G62070
OG0010938	XP_006392786.2	AL1G62030
OG0010939	XP_006392819.1	AL1G61580
OG0010940	XP_006408752.1	AL4G18970
OG0010941	XP_024006170.1	AL1G61520
OG0010942	XP_024003819.1	AL4G32220
OG0010943	XP_006410792.1	AL4G32310
OG0010944	XP_006410793.1	AL4G32320
OG0010945	XP_006410816.1	AL4G32550
OG0010946	XP_006410824.1	AL4G32650, nbis-gene-627
OG0010947	XP_006410837.1	AL4G32820
OG0010948	XP_006419075.1	AL5G23540
OG0010949	XP_006409185.2, XP_006419091.1	AL5G23350
OG0010950	XP_006404455.1	AL5G22600
OG0010951	XP_006395300.1	AL5G19080
OG0010952	XP_006419183.1	AL7G43640
OG0010953	XP_006395940.2	AL7G44570
OG0010954	XP_006401762.1	AL8G27450
OG0010955	XP_006402175.1	AL8G24180
OG0010956	XP_006402204.1	AL8G23910
OG0010957	XP_024007145.1	nbis-gene-1881
OG0010958	XP_006414953.1	AL9U10790
