Orthogroup	Eutrema_salsugineum	Euclidium_syriacum
OG0007344	XP_006394242.1	ESY6_g49623_DN3_SP7_c0.t1
OG0007345	XP_024007142.1	ESY6_g49726_DN3_SP7_c0.t1
OG0007346	XP_006394307.1	ESY6_g49728_DN3_SP2_c0.t1
OG0007347	XP_024004573.1	ESY6_g49744_DN3_SP8_c0.t1
OG0007348	XP_006394311.1	ESY6_g49745_DN3_SP0_c0.t1
OG0007349	XP_006394316.1	ESY6_g49750_DN3_SP0_c0.t1
OG0007350	XP_006394352.1	ESY6_g49822_DN3_SP0_c0.t1
OG0007351	XP_024006786.1	ESY6_g49361_DN3_SP0_c0.t1
OG0007352	XP_006394394.1	ESY6_g49362_DN3_SP0_c0.t1
OG0007353	XP_006394414.1	ESY6_g49379_DN3_SP5_c11.t1
OG0007354	XP_006394448.1	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1
OG0007355	XP_006414851.1	ESY27_g13584_DN3_SP0_c0.t1
OG0007356	XP_006394482.1	ESY6_g49470_DN3_SP0_c0.t1
OG0007357	XP_006394489.2	ESY6_g49477_DN3_SP0_c0.t1
OG0007358	XP_024006739.1	ESY6_g49482_DN3_SP0_c0.t1
OG0007359	XP_006394495.1	ESY6_g49485_DN3_SP8_c7.t1
OG0007360	XP_006394517.2	ESY6_g49521_DN2_SP0_c0.t1
OG0007361	XP_024007325.1	ESY6_g49565_DN3_SP0_c0.t1
OG0007362	XP_024007600.1	ESY6_g49580_DN3_SP3_c0.t1
OG0007363	XP_006394554.1	ESY6_g49582_DN3_SP8_c0.t1
OG0007364	XP_006394578.1	ESY6_g50204_DN3_SP0_c0.t1
OG0007365	XP_006394623.1	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1
OG0007366	XP_006394632.1	ESY6_g50142_DN3_SP0_c0.t1
OG0007367	XP_024007451.1	ESY6_g50136_DN3_SP7_c0.t1
OG0007368	XP_006394652.2	ESY6_g50125_DN3_SP0_c0.t1
OG0007369	XP_006394674.1	ESY6_g50096_DN3_SP2_c0.t1
OG0007370	XP_006394680.1	ESY6_g50089_DN3_SP6_c0.t1
OG0007371	XP_006394691.1	ESY6_g50072_DN3_SP3_c0.t1
OG0007372	XP_006394703.1	ESY6_g50055_DN3_SP1_c0.t1
OG0007373	XP_006394706.1	ESY1_g9662_DN2_SP0_c0.t1
OG0007374	XP_006394718.1	ESY6_g50040_DN3_SP0_c0.t1
OG0007375	XP_006394719.1	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1
OG0007376	XP_006394722.1	ESY6_g50033_DN3_SP0_c10.t1
OG0007378	XP_006394755.1	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1
OG0007379	XP_006394754.1	ESY6_g49996_DN3_SP0_c0.t1
OG0007380	XP_006394788.1, XP_024007411.1	ESY6_g49968_DN3_SP0_c0.t1
OG0007381	XP_006394802.1	ESY6_g49955_DN2_SP0_c0.t1
OG0007382	XP_006394806.1	ESY6_g49950_DN3_SP1_c0.t1
OG0007383	XP_006394825.1	ESY6_g49933_DN3_SP8_c0.t1
OG0007384	XP_006400499.1	ESY6_g49874_DN3_SP0_c0.t1
OG0007385	XP_006400492.1	ESY6_g49868_DN3_SP5_c0.t1
OG0007386	XP_006400530.1	ESY6_g49849_DN3_SP8_c0.t1
OG0007387	XP_024011773.1	ESY6_g49848_DN3_SP8_c0.t1
OG0007390	XP_024011438.1	ESY6_g49288_DN3_SP0_c0.t1
OG0007391	XP_006400558.1	ESY6_g49277_DN3_SP7_c0.t1
OG0007392	XP_006400577.1	ESY6_g49249_DN3_SP0_c0.t1
OG0007393	XP_006400582.1	ESY6_g49243_DN3_SP7_c0.t1
OG0007394	XP_006400615.1	ESY6_g49194_DN3_SP8_c0.t1
OG0007395	XP_024011494.1	ESY6_g49170_DN3_SP0_c0.t1
OG0007396	XP_024011495.1	ESY6_g49156_DN3_SP0_c0.t1
OG0007397	XP_006400662.1	ESY6_g49152_DN3_SP4_c0.t1
OG0007398	XP_006400668.1	ESY6_g49148_DN3_SP0_c0.t1
OG0007399	XP_006400686.1	ESY6_g49126_DN3_SP0_c0.t1
OG0007400	XP_006400699.1	ESY6_g49108_DN3_SP1_c0.t1
OG0007401	XP_006400704.1	ESY6_g49086_DN3_SP7_c0.t1
OG0007402	XP_006400751.1	ESY6_g49025_DN3_SP2_c0.t1
OG0007403	XP_024005716.1	ESY6_g49014_DN3_SP0_c0.t1
OG0007404	XP_006400779.1	ESY6_g49001_DN3_SP0_c4.t1
OG0007405	XP_006400783.1	ESY6_g48997_DN3_SP6_c0.t1
OG0007406	XP_006400803.1	ESY6_g48971_DN3_SP3_c0.t1
OG0007407	XP_024011517.1	ESY6_g48959_DN3_SP8_c0.t1
OG0007408	XP_024011577.1	ESY6_g48951_DN2_SP0_c0.t1
OG0007409	XP_006400840.1	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1
OG0007410	XP_006393417.1	ESY2_g38023_DN3_SP8_c0.t1
OG0007411	XP_006400886.1	ESY6_g48866_DN3_SP0_c0.t1
OG0007412	XP_006401932.1	ESY6_g46452_DN3_SP8_c0.t1
OG0007413	XP_006400892.1	ESY6_g48857_DN3_SP2_c0.t1
OG0007414	XP_006400895.1	ESY6_g48854_DN3_SP8_c0.t1
OG0007415	XP_006410663.1	ESY9_g43862_DN3_SP0_c0.t1
OG0007416	XP_006400926.1	ESY6_g48814_DN3_SP8_c0.t1
OG0007417	XP_006400972.1	ESY6_g48711_DN2_SP0_c0.t1
OG0007419	XP_006401003.1	ESY6_g48678_DN3_SP1_c0.t1
OG0007420	XP_006401014.1	ESY6_g48664_DN3_SP0_c0.t1
OG0007421	XP_006401031.2	ESY6_g48650_DN3_SP8_c0.t1
OG0007422	XP_006401043.1	ESY6_g48639_DN3_SP4_c0.t1
OG0007423	XP_006401051.1	ESY6_g48632_DN3_SP8_c0.t1
OG0007424	XP_006401073.1	ESY6_g48598_DN3_SP4_c0.t1
OG0007425	XP_006401075.1	ESY6_g48597_DN3_SP0_c0.t1
OG0007426	XP_006401078.1	ESY6_g48590_DN3_SP7_c0.t1
OG0007427	XP_006401139.1	ESY6_g48541_DN3_SP5_c0.t1
OG0007428	XP_006401159.1	ESY6_g48519_DN3_SP7_c0.t1
OG0007429	XP_006401163.1	ESY6_g48517_DN3_SP0_c0.t1
OG0007430	XP_006401166.1	ESY6_g48513_DN3_SP1_c0.t1
OG0007431	XP_006401182.1	ESY6_g48480_DN2_SP4_c0.t1
OG0007432	XP_006401206.1	ESY6_g48434_DN1_SP2_c0.t1
OG0007433	XP_006402075.1	ESY11_g54649_DN3_SP0_c0.t1
OG0007434	XP_006401256.1	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1
OG0007435	XP_006401252.1	ESY6_g48367_DN3_SP7_c0.t1
OG0007436	XP_006401244.1	ESY6_g48381_DN3_SP8_c0.t1
OG0007437	XP_024012697.1	ESY6_g48382_DN3_SP0_c0.t1
OG0007438	XP_024012563.1	ESY6_g48397_DN3_SP5_c0.t1
OG0007439	XP_006401272.2	ESY4_g22208_DN1_SP0_c0.t1
OG0007440	XP_006401311.1	ESY6_g48263_DN3_SP8_c0.t1
OG0007441	XP_006401366.1	ESY6_g48169_DN3_SP8_c0.t1
OG0007442	XP_006401377.1	ESY6_g48161_DN3_SP7_c0.t1
OG0007443	XP_006401398.1	ESY6_g48110_DN3_SP8_c6.t1
OG0007444	XP_006412929.1	ESY4_g24130_DN3_SP0_c14.t1
OG0007445	XP_006401435.1	ESY6_g48066_DN3_SP0_c0.t1
OG0007446	XP_024011188.1	ESY6_g47982_DN2_SP0_c0.t1
OG0007447	XP_006401500.1	ESY6_g47973_DN3_SP1_c0.t1
OG0007448	XP_006401508.1	ESY6_g47966_DN3_SP0_c0.t1
OG0007449	XP_006404125.1	ESY1_g9690_DN3_SP2_c0.t1
OG0007451	XP_006404219.1	ESY1_g9304_DN3_SP4_c0.t1
OG0007452	XP_006401626.1	ESY6_g47601_DN3_SP7_c0.t1
OG0007453	XP_006401592.1	ESY6_g47625_DN3_SP8_c0.t1
OG0007454	XP_024011912.1	ESY6_g47626_DN3_SP8_c0.t1
OG0007455	XP_006396437.1	ESY20_g13218_DN3_SP8_c0.t1
OG0007456	XP_006396441.1	ESY20_g13221_DN3_SP4_c10.t1
OG0007457	XP_006396485.1	ESY20_g13296_DN3_SP0_c0.t1
OG0007458	XP_006396503.1	ESY20_g13313_DN3_SP7_c0.t1
OG0007458	XP_024016624.1	ESY3_g28745_DN2_SP0_c0.t1
OG0007459	XP_006399228.1	ESY7_g18545_DN3_SP6_c0.t1
OG0007460	XP_006399212.2	ESY7_g18517_DN3_SP7_c0.t1
OG0007461	XP_006399207.1	ESY7_g18510_DN3_SP0_c0.t1
OG0007462	XP_006399181.1	ESY7_g18481_DN3_SP8_c17.t1
OG0007463	XP_006399144.1	ESY7_g18716_DN3_SP3_c0.t1
OG0007464	XP_006399122.1	ESY7_g18748_DN2_SP0_c0.t1
OG0007465	XP_006399120.1	ESY7_g18751_DN1_SP0_c0.t1
OG0007466	XP_006399100.1	ESY7_g18771_DN3_SP8_c13.t1
OG0007467	XP_006399044.1	ESY7_g18854_DN3_SP4_c0.t1
OG0007468	XP_006399022.1	ESY7_g18886_DN3_SP0_c0.t1
OG0007469	XP_006398986.1	ESY7_g18948_DN3_SP0_c0.t1
OG0007470	XP_006398983.1	ESY7_g18952_DN3_SP0_c0.t1
OG0007471	XP_006398934.1	ESY7_g19020_DN3_SP0_c0.t1
OG0007472	XP_024011657.1	ESY7_g19073_DN3_SP0_c0.t1
OG0007473	XP_024011775.1	ESY7_g19111_DN3_SP6_c0.t1
OG0007474	XP_006398874.1	ESY7_g19154_DN3_SP0_c0.t1
OG0007475	XP_006407598.1	ESY3_g31052_DN3_SP0_c0.t1
OG0007476	XP_006398850.1	ESY7_g19203_DN3_SP5_c0.t1
OG0007477	XP_024009640.1, XP_006398842.1	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1
OG0007478	XP_024011570.1	ESY5_g3485_DN3_SP0_c0.t1
OG0007479	XP_006398790.1	ESY7_g19318_DN3_SP8_c0.t1
OG0007480	XP_006402113.1	ESY7_g19320_DN3_SP7_c0.t1
OG0007482	XP_006398765.1	ESY7_g19375_DN3_SP0_c0.t1
OG0007483	XP_006398763.1	ESY7_g19377_DN3_SP4_c0.t1
OG0007484	XP_006398758.2	ESY7_g19394_DN3_SP0_c0.t1
OG0007485	XP_006398728.1	ESY7_g19446_DN2_SP0_c0.t1
OG0007486	XP_006398722.1	ESY7_g19453_DN3_SP0_c0.t1
OG0007487	XP_006398711.1	ESY7_g19471_DN3_SP2_c0.t1
OG0007488	XP_006398701.1	ESY7_g19492_DN3_SP0_c0.t1
OG0007489	XP_006398702.1	ESY7_g19491_DN3_SP0_c0.t1
OG0007490	XP_006398703.1	ESY7_g19489_DN3_SP5_c0.t1
OG0007491	XP_006398707.1	ESY7_g19483_DN1_SP0_c0.t1
OG0007492	XP_006398685.1	ESY7_g19522_DN3_SP0_c0.t1
OG0007493	XP_006398654.1	ESY7_g19558_DN1_SP0_c0.t1
OG0007494	XP_006398653.1	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1
OG0007495	XP_006398643.1	ESY7_g19576_DN3_SP8_c0.t1
OG0007496	XP_006398636.2	ESY7_g19581_DN3_SP0_c0.t1
OG0007497	XP_006398629.1	ESY7_g19593_DN3_SP8_c0.t1
OG0007498	XP_006398573.1	ESY7_g19657_DN3_SP0_c0.t1
OG0007499	XP_006405403.1	ESY8_g60149_DN3_SP8_c0.t1
OG0007500	XP_006405306.1	ESY8_g60021_DN3_SP7_c0.t1
OG0007501	XP_006405296.1	ESY8_g60003_DN3_SP0_c0.t1
OG0007502	XP_006405279.1	ESY8_g59982_DN3_SP8_c0.t1
OG0007503	XP_006389715.1	ESY2_g36482_DN3_SP6_c0.t1
OG0007504	XP_006389807.1	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1
OG0007505	XP_006389812.1	ESY18_g63332_DN2_SP0_c0.t1
OG0007506	XP_006389814.1, XP_006405081.2	ESY2_g36606_DN3_SP8_c0.t1
OG0007507	XP_006389822.1	ESY5_g2977_DN3_SP0_c0.t1
OG0007508	XP_006389831.1	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1
OG0007509	XP_006389853.1	ESY2_g36653_DN3_SP7_c11.t1
OG0007510	XP_024006710.1	ESY2_g36665_DN3_SP8_c0.t1
OG0007511	XP_006402248.1	ESY2_g35015_DN2_SP0_c0.t1
OG0007512	XP_006389902.1	ESY2_g36754_DN3_SP0_c0.t1
OG0007513	XP_006389921.1	ESY2_g36779_DN3_SP2_c0.t1
OG0007514	XP_006389925.1	ESY2_g36784_DN3_SP0_c0.t1
OG0007515	XP_024008051.1	ESY2_g36795_DN3_SP8_c0.t1
OG0007516	XP_006389930.1	ESY2_g36798_DN3_SP0_c0.t1
OG0007517	XP_006389932.1	ESY2_g36800_DN3_SP7_c0.t1
OG0007518	XP_024011267.1	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0007519	XP_006389963.1	ESY2_g36137_DN3_SP1_c0.t1
OG0007520	XP_006389964.1	ESY2_g36136_DN3_SP1_c0.t1
OG0007521	XP_006389969.1	ESY2_g36123_DN3_SP7_c0.t1
OG0007522	XP_006390000.1	ESY2_g35023_DN3_SP5_c0.t1
OG0007523	XP_006390019.1	ESY2_g35040_DN3_SP0_c0.t1
OG0007524	XP_006390031.1	ESY2_g35052_DN3_SP0_c0.t1
OG0007525	XP_024007482.1	ESY2_g35078_DN3_SP0_c0.t1
OG0007526	XP_006390055.1	ESY2_g35084_DN1_SP0_c0.t1
OG0007527	XP_006390073.1	ESY2_g34599_DN3_SP0_c0.t1
OG0007528	XP_006390087.1	ESY2_g34614_DN3_SP7_c0.t1
OG0007529	XP_006390109.1	ESY2_g34640_DN3_SP0_c9.t1
OG0007530	XP_006390115.1	ESY2_g34647_DN3_SP0_c0.t1
OG0007531	XP_006390119.1	ESY2_g34650_DN3_SP0_c0.t1
OG0007532	XP_006390125.1	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0007533	XP_006390146.1	ESY2_g34684_DN3_SP8_c0.t1
OG0007534	XP_006390158.1	ESY2_g34697_DN3_SP0_c0.t1
OG0007535	XP_006390218.1	ESY2_g34765_DN3_SP0_c0.t1
OG0007536	XP_006390241.1	ESY2_g34794_DN3_SP0_c0.t1
OG0007537	XP_006390243.1	ESY2_g34796_DN3_SP0_c0.t1
OG0007538	XP_024008392.1	ESY2_g34808_DN3_SP2_c0.t1
OG0007539	XP_024010392.1	ESY2_g34826_DN1_SP0_c0.t1
OG0007540	XP_006390271.1	ESY2_g34827_DN3_SP4_c0.t1
OG0007541	XP_006390284.1	ESY2_g36077_DN3_SP0_c0.t1
OG0007542	XP_006395325.1	ESY2_g34535_DN3_SP4_c0.t1
OG0007543	XP_006390336.2	ESY2_g35996_DN3_SP7_c0.t1
OG0007544	XP_006390354.1	ESY2_g35975_DN3_SP8_c0.t1
OG0007545	XP_006409312.1	ESY11_g54025_DN3_SP1_c0.t1
OG0007546	XP_006409305.1	ESY11_g54044_DN3_SP0_c0.t1
OG0007547	XP_006409301.1	ESY11_g54045_DN3_SP5_c0.t1
OG0007548	XP_006409248.1	ESY11_g54112_DN3_SP7_c0.t1
OG0007549	XP_006404087.1	ESY1_g9820_DN3_SP5_c0.t1
OG0007550	XP_006404088.1	ESY1_g9817_DN3_SP0_c0.t1
OG0007551	XP_006404093.1	ESY1_g9808_DN3_SP2_c0.t1
OG0007552	XP_006401558.1	ESY6_g47888_DN2_SP0_c0.t1
OG0007553	XP_006401561.1	ESY6_g47881_DN3_SP0_c0.t1
OG0007554	XP_006404356.1	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1
OG0007556	XP_006392597.1	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0007557	XP_006398501.1	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1
OG0007558	XP_006392662.1	ESY2_g36274_DN3_SP0_c0.t1
OG0007559	XP_006392675.1	ESY2_g36262_DN3_SP0_c0.t1
OG0007560	XP_006392680.1	ESY2_g36255_DN3_SP0_c0.t1
OG0007561	XP_006392709.1	ESY2_g36225_DN3_SP0_c0.t1
OG0007562	XP_006392739.1	ESY2_g36196_DN3_SP0_c0.t1
OG0007563	XP_006392791.1	ESY2_g36903_DN3_SP7_c0.t1
OG0007564	XP_006392803.1	ESY2_g36911_DN3_SP4_c0.t1
OG0007565	XP_006392838.1	ESY2_g36971_DN3_SP4_c0.t1
OG0007566	XP_006410779.1	ESY9_g44170_DN3_SP4_c0.t1
OG0007567	XP_006410798.1	ESY9_g44270_DN3_SP0_c0.t1
OG0007568	XP_006410804.1	ESY9_g44324_DN3_SP8_c0.t1
OG0007569	XP_006419077.1	ESY1_g7585_DN3_SP8_c0.t1
OG0007570	XP_006419120.1	ESY1_g6949_DN3_SP8_c0.t1
OG0007571	XP_006402165.1	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1
OG0007572	XP_006402114.1	ESY9_g42980_DN3_SP0_c0.t1
OG0007573	XP_006401764.1, XP_024009650.1	ESY6_g47168_DN3_SP0_c7.t1
OG0007574	XP_006401750.1	ESY6_g47192_DN3_SP0_c0.t1
OG0007575	XP_006401748.1	ESY6_g47202_DN3_SP5_c0.t1, ESY6_g47193_DN2_SP0_c0.t1
OG0007576	XP_006401742.1	ESY6_g47218_DN3_SP8_c0.t1
OG0007577	XP_006402220.1	ESY15_g65183_DN3_SP8_c0.t1
OG0007578	XP_006402127.1	ESY24_g33123_DN3_SP0_c0.t1
OG0007579	XP_006397414.1	ESY2_g34311_DN3_SP0_c0.t1
OG0007580	XP_006403088.1	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1
OG0007581	XP_006395958.1	ESY17_g39839_DN3_SP6_c0.t1
OG0007582	XP_024005034.1	ESY17_g39808_DN3_SP0_c0.t1
OG0007583	XP_006414963.1	ESY3_g30550_DN2_SP0_c0.t1, ESY17_g39141_DN2_SP0_c0.t1
OG0007584	XP_006414949.1	ESY17_g39948_DN3_SP1_c0.t1
OG0007586	XP_006414898.2	ESY5_g2772_DN3_SP0_c0.t1
OG0007587	XP_006414863.2	ESY7_g19106_DN3_SP0_c0.t1
OG0007588	XP_006414737.1	ESY28_g55051_DN3_SP0_c0.t1
OG0007589	XP_006414736.1	ESY28_g55052_DN3_SP8_c0.t1
OG0007590	XP_024005091.1, XP_006410619.1	ESY7_g18343_DN3_SP0_c0.t1
OG0007591	XP_024005187.1	ESY22_g40797_DN3_SP0_c0.t1
OG0007592	XP_024016513.1, XP_006414644.1	ESY22_g40826_DN3_SP2_c0.t1
OG0007593	XP_006414635.1	ESY22_g40866_DN2_SP0_c0.t1
OG0007594	XP_006414565.1	ESY22_g41054_DN3_SP2_c0.t1
OG0007595	XP_006414556.1	ESY22_g41123_DN2_SP0_c0.t1
OG0007598	XP_006390602.1	ESY2_g35878_DN3_SP8_c0.t1
OG0007599	XP_006390592.1	ESY2_g35888_DN3_SP7_c0.t1
OG0007600	XP_024007146.1	ESY2_g35924_DN3_SP6_c0.t1
OG0007601	XP_006390565.1	ESY2_g35925_DN3_SP4_c0.t1
OG0007602	XP_006390506.1	ESY2_g34882_DN3_SP0_c0.t1
OG0007603	XP_006391258.1, XP_006390523.1, XP_024008509.1	ESY2_g34885_DN3_SP8_c0.t1
OG0007604	XP_006390420.1	ESY2_g34974_DN3_SP0_c0.t1
OG0007605	XP_006390414.1	ESY2_g34979_DN3_SP8_c0.t1
OG0007606	XP_006390394.1	ESY2_g35003_DN3_SP2_c0.t1
OG0007607	XP_006391130.1	ESY2_g34451_DN3_SP0_c8.t1
OG0007608	XP_006402043.1	ESY4_g25249_DN3_SP0_c0.t1
OG0007609	XP_006391073.2	ESY2_g34392_DN3_SP0_c0.t1
OG0007610	XP_006391066.1	ESY2_g35353_DN3_SP0_c0.t1
OG0007611	XP_024005894.1	ESY5_g5173_DN3_SP1_c0.t1, ESY4_g24016_DN3_SP0_c0.t1
OG0007612	XP_024010080.1	ESY7_g19302_DN3_SP0_c0.t1, ESY7_g19236_DN3_SP0_c0.t1
OG0007612	XP_006412944.1	ESY4_g24022_DN3_SP0_c6.t1
OG0007613	XP_006412933.1	ESY4_g24127_DN3_SP2_c0.t1
OG0007614	XP_006412918.1	ESY4_g24165_DN3_SP8_c0.t1
OG0007615	XP_006412863.2	ESY4_g24303_DN3_SP0_c18.t1
OG0007616	XP_006403563.1, XP_006401739.1	ESY6_g47228_DN2_SP0_c0.t1
OG0007617	XP_024007066.1	ESY10_g13928_DN3_SP6_c0.t1
OG0007619	XP_006391734.1	ESY2_g33448_DN3_SP4_c0.t1
OG0007620	XP_006391689.1	ESY2_g33361_DN3_SP0_c0.t1
OG0007621	XP_024014575.1	ESY8_g60515_DN3_SP1_c0.t1
OG0007622	XP_024014606.1	ESY8_g60509_DN3_SP0_c0.t1
OG0007623	XP_006395284.1	ESY2_g34581_DN3_SP8_c0.t1
OG0007625	XP_006395065.1	ESY12_g51322_DN3_SP6_c0.t1
OG0007626	XP_006395464.1	ESY10_g13724_DN3_SP1_c0.t1
OG0007627	XP_006395478.1	ESY10_g13763_DN3_SP7_c0.t1
OG0007628	XP_006395520.1	ESY10_g13877_DN3_SP4_c0.t1
OG0007629	XP_006395528.1	ESY10_g13860_DN2_SP0_c0.t1
OG0007630	XP_006395531.1	ESY10_g13842_DN3_SP4_c0.t1
OG0007631	XP_006395561.1	ESY10_g13943_DN3_SP8_c0.t1
OG0007633	XP_006402032.1	ESY11_g52348_DN3_SP0_c0.t1
OG0007635	XP_006390953.1	ESY2_g35471_DN3_SP3_c0.t1
OG0007636	XP_006390957.1	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1
OG0007637	XP_006390964.1	ESY2_g35462_DN3_SP1_c0.t1
OG0007638	XP_006390965.1	ESY2_g35461_DN3_SP7_c0.t1
OG0007639	XP_006396123.1	ESY11_g52423_DN3_SP8_c0.t1
OG0007641	XP_006398323.1	ESY10_g15106_DN3_SP1_c0.t1
OG0007642	XP_006398311.1	ESY10_g15128_DN3_SP0_c0.t1
OG0007643	XP_006395169.2	ESY15_g64535_DN3_SP5_c0.t1
OG0007644	XP_024011012.1	ESY10_g15146_DN3_SP1_c0.t1
OG0007645	XP_006398293.1	ESY10_g15164_DN3_SP8_c0.t1
OG0007646	XP_006398290.1	ESY10_g15199_DN2_SP0_c22.t1, ESY10_g15169_DN2_SP0_c0.t1
OG0007647	XP_006398289.1	ESY10_g15201_DN3_SP0_c0.t1
OG0007649	XP_006398210.1	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1
OG0007650	XP_006395941.1	ESY5_g1763_DN3_SP0_c0.t1, ESY17_g39830_DN3_SP8_c12.t1
OG0007651	XP_006398191.1	ESY7_g16770_DN3_SP8_c0.t1
OG0007652	XP_006393248.1	ESY2_g37662_DN3_SP1_c0.t1
OG0007653	XP_006393245.1	ESY2_g37655_DN3_SP0_c0.t1
OG0007654	XP_006413267.1	ESY13_g56306_DN3_SP1_c0.t1
OG0007655	XP_024006322.1	ESY2_g37514_DN2_SP3_c0.t1
OG0007656	XP_024006362.1	ESY2_g37490_DN3_SP8_c5.t1
OG0007657	XP_006393162.1	ESY2_g37480_DN3_SP0_c0.t1
OG0007658	XP_006393130.1	ESY2_g37433_DN3_SP0_c0.t1
OG0007659	XP_006393098.1	ESY2_g37394_DN3_SP0_c0.t1
OG0007660	XP_006393070.1	ESY2_g37300_DN2_SP0_c0.t1, ESY2_g37302_DN3_SP0_c0.t1
OG0007661	XP_006393057.1	ESY2_g37269_DN3_SP0_c0.t1
OG0007662	XP_006393024.1	ESY2_g37239_DN3_SP8_c0.t1
OG0007663	XP_024006239.1	ESY2_g37234_DN3_SP0_c0.t1
OG0007664	XP_006392999.1	ESY2_g37216_DN3_SP6_c0.t1
OG0007665	XP_006392976.1	ESY2_g37165_DN3_SP1_c0.t1
OG0007666	XP_006418077.1	ESY5_g4911_DN3_SP1_c10.t1
OG0007667	XP_006392964.1	ESY2_g37144_DN3_SP0_c0.t1
OG0007668	XP_006392953.1	ESY2_g37131_DN3_SP8_c0.t1
OG0007669	XP_024006303.1	ESY2_g37081_DN3_SP0_c0.t1
OG0007670	XP_006392872.1	ESY2_g37016_DN3_SP6_c0.t1
OG0007671	XP_006416683.1	ESY5_g4291_DN3_SP0_c0.t1
OG0007672	XP_006403358.1	ESY1_g6227_DN3_SP7_c0.t1
OG0007673	XP_024014101.1	ESY8_g59675_DN3_SP2_c0.t1
OG0007675	XP_006403338.1	ESY1_g6382_DN3_SP0_c0.t1
OG0007676	XP_024003808.1	ESY1_g5978_DN3_SP0_c0.t1
OG0007677	XP_024003747.1	ESY1_g6092_DN3_SP0_c0.t1
OG0007678	XP_006410531.1	ESY16_g61719_DN3_SP5_c0.t1
OG0007679	XP_024016807.1	ESY16_g61723_DN3_SP0_c0.t1
OG0007680	XP_006410539.1	ESY1_g6165_DN3_SP1_c0.t1
OG0007681	XP_006410545.1	ESY1_g5887_DN2_SP0_c0.t1
OG0007683	XP_024003780.1	ESY1_g5764_DN3_SP0_c0.t1
OG0007684	XP_006410603.1	ESY1_g5737_DN3_SP0_c0.t1
OG0007685	XP_024016673.1	ESY1_g5613_DN3_SP0_c0.t1
OG0007686	XP_006395053.1	ESY10_g15888_DN3_SP7_c0.t1
OG0007687	XP_006410705.1	ESY3_g31983_DN3_SP0_c0.t1
OG0007689	XP_006417655.1	ESY5_g3188_DN3_SP1_c0.t1
OG0007690	XP_006410758.1	ESY9_g44058_DN3_SP0_c0.t1
OG0007691	XP_006410760.1	ESY7_g19347_DN3_SP0_c0.t1
OG0007693	XP_006414000.1	ESY9_g42897_DN3_SP0_c0.t1
OG0007694	XP_006414039.1	ESY9_g42796_DN3_SP0_c0.t1
OG0007694	XP_006414038.1	ESY9_g42794_DN3_SP0_c0.t1
OG0007695	XP_006414089.1	ESY9_g42709_DN3_SP2_c0.t1
OG0007696	XP_006414101.1	ESY9_g42668_DN3_SP0_c0.t1
OG0007697	XP_006414115.1	ESY9_g42642_DN3_SP8_c0.t1
OG0007698	XP_006414155.1	ESY9_g42552_DN3_SP0_c0.t1
OG0007699	XP_006414160.1	ESY9_g42545_DN3_SP1_c0.t1
OG0007700	XP_006414169.1	ESY9_g42531_DN3_SP0_c0.t1
OG0007701	XP_006414183.1	ESY9_g42505_DN3_SP5_c0.t1
OG0007702	XP_006414184.1	ESY9_g42502_DN3_SP0_c0.t1
OG0007703	XP_006414195.1	ESY9_g42490_DN3_SP8_c0.t1
OG0007704	XP_024005509.1	ESY9_g42485_DN3_SP2_c0.t1
OG0007705	XP_006414206.1	ESY9_g42476_DN3_SP4_c0.t1, ESY9_g42472_DN1_SP0_c0.t1, ESY9_g42473_DN1_SP0_c0.t1
OG0007707	XP_006398331.1	ESY10_g15097_DN3_SP0_c0.t1
