Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0006738	XP_006408375.1	jg24107
OG0006739	XP_006408372.1	jg24110
OG0006740	XP_006408342.1	jg24139
OG0006741	XP_006408310.1	jg24180
OG0006742	XP_006408287.1	jg24207
OG0006743	XP_006408267.1	jg24225
OG0006744	XP_006408257.1	jg24234
OG0006745	XP_006408190.1	jg24316
OG0006746	XP_006408090.1	jg24431
OG0006747	XP_006408088.1	jg24434
OG0006748	XP_006408068.1	jg24455
OG0006749	XP_006408059.1	jg24464
OG0006750	XP_006415813.1	jg31223
OG0006751	XP_006408002.1	jg24528
OG0006752	XP_006408001.1	jg24529
OG0006753	XP_006407901.1	jg24628
OG0006754	XP_006407894.1	jg24637
OG0006755	XP_024015557.1	jg24678
OG0006756	XP_006407848.1	jg24685
OG0006757	XP_024008008.1, XP_006407847.1	jg24687
OG0006758	XP_006407843.1	jg24691
OG0006759	XP_006407839.1	jg24695
OG0006760	XP_024014864.1	jg24706
OG0006761	XP_006407820.1	jg24715
OG0006762	XP_006407801.1	jg24733
OG0006763	XP_006407797.1	jg24736
OG0006764	XP_006407796.1	jg24737
OG0006765	XP_024015163.1	jg24797
OG0006766	XP_006407723.1	jg24816
OG0006767	XP_006392641.1	jg24837
OG0006768	XP_006407715.1	jg24826
OG0006769	XP_006407692.1	jg24852
OG0006770	XP_006407612.1	jg24935
OG0006771	XP_006407447.1	jg25095
OG0006772	XP_006407490.1	jg25037
OG0006773	XP_006407478.1	jg25051
OG0006774	XP_006407479.1	jg25052
OG0006775	XP_006407450.1	jg25092
OG0006776	XP_006407430.1	jg25112
OG0006777	XP_006407429.1	jg25113
OG0006778	XP_006407426.1	jg25116
OG0006779	XP_024015427.1	jg25125
OG0006780	XP_006407417.1	jg25126
OG0006781	XP_006407359.1	jg25175
OG0006782	XP_006407328.1	jg25204
OG0006783	XP_024015158.1	jg25222
OG0006785	XP_006407283.1	jg25246
OG0006788	XP_006407187.1	jg25355
OG0006789	XP_006407176.1	jg25366
OG0006790	XP_006407148.1	jg25397
OG0006792	XP_006407118.1	jg25425
OG0006793	XP_006407115.1	jg25427
OG0006794	XP_006407071.1	jg25457
OG0006795	XP_006407064.1	jg25475
OG0006796	XP_006407046.1	jg25493
OG0006797	XP_024015394.1	jg25509
OG0006798	XP_006407001.1	jg25543
OG0006799	XP_006406976.1	jg25575
OG0006800	XP_006406960.1	jg25597
OG0006801	XP_006406909.1	jg25629
OG0006802	XP_006406906.1	jg25632
OG0006803	XP_006406864.1	jg25666
OG0006804	XP_006406856.1	jg25672
OG0006805	XP_006418153.1	jg28738
OG0006806	XP_006406767.1	jg25791
OG0006807	XP_024015069.1	jg25813
OG0006808	XP_006406732.1	jg25846
OG0006809	XP_006406719.1	jg25855
OG0006810	XP_024010316.1	jg12075, jg12093
OG0006811	XP_006406712.1	jg25862
OG0006812	XP_006406711.1	jg25863
OG0006813	XP_024015517.1	jg25885
OG0006814	XP_006406679.1	jg25902
OG0006815	XP_006406641.1	jg25936
OG0006816	XP_006406635.1	jg25943
OG0006817	XP_006406609.1	jg25971
OG0006818	XP_006406599.1	jg25978
OG0006819	XP_006406568.1	jg26009
OG0006820	XP_006406555.1	jg26022
OG0006821	XP_006416559.1	jg30412
OG0006822	XP_006406431.1	jg26148
OG0006823	XP_006406426.1	jg26151
OG0006824	XP_006406395.1	jg26189
OG0006825	XP_024015567.1	jg26212, jg16924
OG0006826	XP_006406368.1	jg26216
OG0006827	XP_006406367.1	jg26217
OG0006828	XP_024015363.1	jg26251, jg12323
OG0006829	XP_006406333.1	jg26261
OG0006830	XP_006406321.1	jg26284
OG0006831	XP_006406303.1, XP_006406170.1	jg26301
OG0006832	XP_006417528.1, XP_024013858.1	jg29357
OG0006835	XP_006395235.1	jg21273
OG0006836	XP_006395240.1	jg21244
OG0006837	XP_006418841.1	jg26638
OG0006838	XP_006406127.1	jg26515
OG0006839	XP_006406169.1	jg26467
OG0006840	XP_006406257.1	jg26351
OG0006841	XP_006412781.1	jg9423
OG0006843	XP_006397395.1	jg1798
OG0006844	XP_006391584.1	jg1765
OG0006845	XP_024012478.1	jg5718
OG0006846	XP_006400419.1	jg5715
OG0006847	XP_006400394.1	jg5690
OG0006848	XP_006400375.1	jg5671
OG0006849	XP_006395069.1	jg21569
OG0006850	XP_006395033.1	jg6862
OG0006851	XP_006395189.1	jg21374
OG0006852	XP_006403798.1	jg15168
OG0006853	XP_006403819.2	jg15135
OG0006854	XP_006403832.1	jg15126
OG0006855	XP_024013838.1	jg15121
OG0006856	XP_006403846.1	jg15118
OG0006857	XP_006403850.2	jg26361
OG0006858	XP_006403912.1	jg15033
OG0006859	XP_006403922.1	jg15026
OG0006860	XP_024013851.1	jg15012
OG0006861	XP_006403935.1	jg15010
OG0006862	XP_006418444.1	jg28453
OG0006864	XP_024008453.1	jg28473
OG0006865	XP_024009065.1	jg28511
OG0006866	XP_024008698.1	jg28533
OG0006867	XP_006418345.1	jg28550
OG0006868	XP_006418288.1	jg28604
OG0006869	XP_006418282.1	jg10967
OG0006870	XP_006418272.1	jg28619
OG0006871	XP_006418197.1	jg28703
OG0006872	XP_006418146.1, XP_024010181.1	jg28745
OG0006873	XP_006403629.1, XP_024016434.1	jg27600
OG0006874	XP_006418113.1	jg28779
OG0006875	XP_024008777.1	jg28788
OG0006876	XP_024008664.1	jg28798
OG0006877	XP_006419080.1	jg14254
OG0006878	XP_024008311.1	jg28818
OG0006879	XP_006418062.1	jg28844
OG0006880	XP_006418047.1	jg28861
OG0006881	XP_006418002.1	jg28903
OG0006882	XP_006417959.1	jg28956
OG0006883	XP_006417957.1	jg28959
OG0006884	XP_006417911.1	jg28999
OG0006885	XP_006417902.1	jg29007
OG0006886	XP_006417875.1	jg29030
OG0006887	XP_006417864.1	jg29047
OG0006888	XP_006417861.1	jg29051
OG0006889	XP_006413439.1	jg10041, jg10039
OG0006890	XP_006417731.2	jg29170
OG0006891	XP_006417715.2	jg29183, jg12050
OG0006892	XP_006417709.1	jg29191
OG0006893	XP_006417700.1	jg29199
OG0006894	XP_006391219.1	jg29211
OG0006895	XP_024008154.1	jg29241
OG0006896	XP_024008948.1	jg29251
OG0006897	XP_006417625.1	jg29256
OG0006898	XP_006417604.1	jg29272
OG0006899	XP_006417585.1	jg29293
OG0006900	XP_006417542.1	jg29344
OG0006901	XP_006417508.1	jg29373
OG0006902	XP_024008687.1	jg29391
OG0006903	XP_006417467.1, XP_006392265.1	jg1091
OG0006904	XP_006417459.1	jg29442
OG0006905	XP_006417418.1	jg29481
OG0006906	XP_006417396.1	jg29512
OG0006907	XP_006417384.1	jg29531
OG0006908	XP_024008633.1	jg29535
OG0006909	XP_006417378.1	jg29537
OG0006910	XP_024007753.1	jg29542, jg29544
OG0006911	XP_006410751.2, XP_006417369.1	jg29553, jg29554
OG0006912	XP_006417335.1	jg29599
OG0006913	XP_006417330.1	jg29605
OG0006914	XP_006417316.1	jg29615
OG0006915	XP_006408665.1	jg29617
OG0006916	XP_006417264.1	jg29654
OG0006917	XP_006417252.1	jg29669
OG0006918	XP_006417238.1	jg29685
OG0006919	XP_006396223.1	jg8223
OG0006920	XP_006417215.1	jg29713
OG0006921	XP_006417171.1	jg29753
OG0006922	XP_006417165.1	jg29760
OG0006923	XP_006417097.1	jg29837
OG0006924	XP_006417082.2	jg29857
OG0006925	XP_006417080.1	jg29859
OG0006926	XP_006417073.1	jg29865
OG0006927	XP_006417017.1	jg29912
OG0006929	XP_006416969.1	jg29965
OG0006930	XP_024008367.1	jg29966
OG0006931	XP_006416944.1	jg29995
OG0006932	XP_006416933.1	jg30009
OG0006933	XP_006416915.1	jg30022
OG0006934	XP_006416906.1	jg30031
OG0006935	XP_006416881.1	jg30068
OG0006936	XP_006416877.1	jg30072
OG0006937	XP_006389841.1	jg30502
OG0006938	XP_006416842.1	jg30107
OG0006939	XP_006395380.1	jg13566
OG0006940	XP_006416770.1	jg30203, jg30191
OG0006941	XP_006416762.1	jg30209
OG0006942	XP_006416732.1	jg30242
OG0006943	XP_006416715.1	jg30259
OG0006944	XP_006416686.1	jg30288
OG0006945	XP_024016191.1, XP_006416676.1	jg30294
OG0006946	XP_006416666.1, XP_006391201.1	jg30305
OG0006947	XP_006416664.1	jg30307
OG0006948	XP_006416662.1	jg30309
OG0006949	XP_006416653.1	jg30321
OG0006950	XP_006416613.1	jg30356
OG0006951	XP_006416600.1	jg6068, jg30370
OG0006952	XP_006416588.1	jg30384
OG0006953	XP_006416555.1	jg30416
OG0006954	XP_006416527.1	jg30449
OG0006955	XP_006416498.1	jg30479
OG0006956	XP_024008149.1	jg30482
OG0006958	XP_006416379.2	jg30601
OG0006959	XP_006416360.1	jg30627
OG0006960	XP_006416351.1	jg30635
OG0006961	XP_006416337.1	jg30647
OG0006962	XP_006416306.1	jg30687
OG0006963	XP_006416298.1	jg30695
OG0006964	XP_006416262.1	jg30735
OG0006965	XP_006416255.1	jg30739
OG0006966	XP_006416252.1	jg30742
OG0006967	XP_024008943.1	jg30766
OG0006968	XP_006398163.1	jg20600
OG0006969	XP_006406899.1	jg11312
OG0006970	XP_006390744.1	jg2800
OG0006971	XP_006390785.1	jg2751, jg2753
OG0006972	XP_006390816.1	jg2720
OG0006973	XP_006390940.1	jg2598
OG0006974	XP_006413472.1	jg10071
OG0006975	XP_006413469.2	jg10068
OG0006976	XP_006412265.2	jg27856, jg27099
OG0006977	XP_006391781.1	jg578
OG0006978	XP_006391788.1	jg592
OG0006979	XP_006391866.1	jg677
OG0006980	XP_024015305.1	jg693
OG0006981	XP_006391971.1	jg773
OG0006982	XP_006391983.1	jg794
OG0006983	XP_024008456.1	jg31258
OG0006984	XP_024015511.1	jg867
OG0006985	XP_006392069.1	jg877, jg876
OG0006986	XP_006392315.1	jg1178
OG0006987	XP_006391666.1	jg430
OG0006988	XP_006390963.1, XP_024012108.1	jg2578, jg2576
OG0006989	XP_006391710.1	jg361
OG0006990	XP_006405277.1	jg12863
OG0006991	XP_006398354.2	jg20401
OG0006992	XP_024011065.1	jg20397
OG0006993	XP_006398369.1	jg20388
OG0006994	XP_006398454.1	jg20282
OG0006995	XP_006398463.1	jg20272
OG0006996	XP_006398488.1	jg8249, jg25371
OG0006997	XP_024011003.1	jg20670
OG0006998	XP_006396602.1	jg7805
OG0006999	XP_006412833.1	jg9484
OG0007000	XP_006412820.1	jg9461
OG0007001	XP_006393493.1	jg32877
OG0007003	XP_024007659.1	jg3153
OG0007004	XP_006390365.1	jg3149
OG0007006	XP_006411637.1	jg8302, jg8309
OG0007007	XP_006411679.1	jg8357
OG0007008	XP_006411713.1	jg8384
OG0007009	XP_006411743.1	jg8410
OG0007010	XP_006411744.1	jg8411
OG0007011	XP_006411811.1	jg8514
OG0007012	XP_006411852.1	jg8555
OG0007013	XP_006411869.1	jg8573
OG0007014	XP_024005823.1	jg8596
OG0007015	XP_006411917.2	jg8617
OG0007016	XP_006411948.1	jg8646
OG0007017	XP_006411967.1	jg8664
OG0007018	XP_006411969.1	jg8665
OG0007019	XP_006412017.1	jg8708
OG0007020	XP_006412036.2	jg8735
OG0007021	XP_006412065.1	jg8764
OG0007022	XP_006412070.1	jg8771
OG0007023	XP_006412093.1	jg8794
OG0007024	XP_006391996.1	jg813
OG0007025	XP_006412150.1	jg8845
OG0007027	XP_006412165.1	jg8857
OG0007028	XP_006412178.1	jg8867
OG0007029	XP_006412186.1	jg8874
OG0007030	XP_024005886.1	jg8882
OG0007031	XP_006412504.1	jg9171
OG0007032	XP_006412503.1	jg9170
OG0007033	XP_006412493.1	jg9164
OG0007034	XP_006412457.1	jg9134
OG0007035	XP_006412455.1	jg9132
OG0007036	XP_006412437.1	jg9116
OG0007037	XP_006412430.1	jg9109
OG0007038	XP_006410526.1	jg18484
OG0007039	XP_024015987.1	jg17228
OG0007040	XP_006412393.1	jg9074
OG0007041	XP_006412374.1	jg9059
OG0007042	XP_006412343.1	jg9020
OG0007043	XP_006409707.1	jg27363
OG0007044	XP_006412326.1, XP_006412325.2	jg9005
OG0007045	XP_006412316.1	jg8995
OG0007046	XP_006412299.1	jg8975
OG0007047	XP_006412295.1	jg8972
OG0007049	XP_006412278.1	jg8958
OG0007050	XP_024004447.1	jg8955
OG0007053	XP_006412605.1	jg9270
OG0007054	XP_006412606.1	jg9271
OG0007055	XP_024004362.1	jg9283
OG0007056	XP_006412630.1	jg9287
OG0007057	XP_006412646.1	jg9303
OG0007058	XP_006412654.1	jg9307
OG0007059	XP_006412667.1	jg9329
OG0007060	XP_006418833.1	jg26651
OG0007061	XP_006418779.2	jg26717
OG0007062	XP_006390647.1	jg2888
OG0007063	XP_006390669.1	jg2871
OG0007064	XP_006390687.1	jg2855
OG0007065	XP_006416084.2	jg30915, jg32006
OG0007066	XP_006416074.1	jg30926
OG0007067	XP_006416012.1	jg31012
OG0007068	XP_006396412.1	jg17227
OG0007069	XP_006396392.1	jg8043
OG0007070	XP_006396350.2	jg8089
OG0007071	XP_006396329.1	jg8158
OG0007072	XP_006396318.1	jg8137
OG0007073	XP_006396299.1	jg8120
OG0007074	XP_006396281.1	jg8106
OG0007075	XP_006396265.1	jg8172
OG0007076	XP_006396221.1	jg8224
OG0007077	XP_006396199.1	jg8244
OG0007078	XP_006404531.1	jg16780, jg19498
OG0007079	XP_024009020.1	jg31231
OG0007081	XP_006412990.1	jg9622
OG0007082	XP_024008106.1	jg28566
OG0007084	XP_006416756.1	jg30218
OG0007085	XP_006416708.1	jg30264
OG0007086	XP_024008856.1	jg30918
OG0007087	XP_006415935.1	jg31097
OG0007088	XP_006415820.1	jg31217
OG0007089	XP_024008670.1	jg31233, jg31234
OG0007090	XP_024008380.1	jg31253
OG0007093	XP_006390651.1	jg2883
OG0007095	XP_024006407.1	jg28218
OG0007096	XP_024011139.1	jg12914
OG0007097	XP_006395625.1	jg13242
OG0007098	XP_006395313.1	jg13707
OG0007099	XP_006395258.1	jg13856
OG0007100	XP_006404512.1	jg14122
OG0007101	XP_006404449.1	jg14475, jg14472, jg14471
OG0007102	XP_024013839.1	jg15120
OG0007103	XP_006403717.1	jg15249
OG0007104	XP_024016622.1	jg15920
OG0007105	XP_006400404.1	jg5701
OG0007106	XP_006394909.1	jg6579
OG0007107	XP_006397177.1	jg7271
OG0007108	XP_006396853.1	jg7577
OG0007109	XP_006413176.2	jg9804
OG0007110	XP_006413239.1	jg9853
OG0007111	XP_006413581.1	jg10214, jg10215
OG0007112	XP_024005545.1	jg10693
OG0007115	XP_006395204.1	jg21358
OG0007116	XP_006395082.1	jg21547
OG0007128	XP_024012905.1	jg16403, jg16395, jg16411
OG0007129	XP_006413582.1	jg10218
OG0007130	XP_024011466.1	jg22234
OG0007131	XP_006394290.1	jg23305
OG0007132	XP_006404256.1	jg14662
OG0007133	XP_006404264.1	jg14656
OG0007134	XP_006404285.1, XP_024013737.1	jg14635
OG0007135	XP_006404314.1	jg14596
OG0007136	XP_006404319.1	jg14592
OG0007137	XP_006398495.1	jg12902
OG0007138	XP_006398516.1	jg12918
OG0007139	XP_006412825.1	jg9477
OG0007140	XP_006395859.1	jg12973
OG0007141	XP_006395804.1	jg13032
OG0007142	XP_006410985.1	jg18951
OG0007143	XP_006398370.1	jg20387
OG0007144	XP_006390018.1	jg3488
OG0007145	XP_006400314.1	jg5605
OG0007146	XP_006400307.1	jg5599
OG0007147	XP_024012049.1	jg5578
OG0007148	XP_024012144.1	jg5576
OG0007149	XP_006400258.1	jg5553
OG0007150	XP_006400251.1	jg5547
OG0007151	XP_006400236.1	jg5522
OG0007152	XP_006400219.1	jg5507
OG0007153	XP_006400198.1	jg5487
OG0007154	XP_006400197.1	jg12320
OG0007155	XP_006400192.1	jg5481
OG0007156	XP_006400184.1	jg5471
OG0007157	XP_006400167.1	jg5454
OG0007158	XP_024011914.1	jg5437
OG0007159	XP_006410820.1	jg18778
OG0007160	XP_006400107.1	jg5406
OG0007161	XP_006400097.1	jg5398
OG0007162	XP_006400074.1	jg5380
OG0007163	XP_006400073.1	jg5379
OG0007164	XP_006400040.1	jg5349
OG0007165	XP_024012455.1	jg5326
OG0007166	XP_006400016.1	jg5317
OG0007167	XP_006400015.1	jg5316
OG0007168	XP_006400010.1	jg5312
OG0007169	XP_006399997.1	jg5304
OG0007170	XP_006399992.1	jg5298
OG0007172	XP_006397031.2	jg7409
OG0007173	XP_006399934.1	jg5240
OG0007174	XP_006399933.1	jg5239
OG0007175	XP_024011569.1	jg5236
OG0007176	XP_024012340.1	jg5225
OG0007177	XP_006399910.1	jg5219, jg14219
OG0007178	XP_006399907.1	jg5216
OG0007179	XP_006399904.1	jg5214
OG0007180	XP_006399902.1	jg5212
OG0007181	XP_024011156.1	jg5210
OG0007182	XP_006399898.1	jg5209
OG0007183	XP_024012581.1	jg5186
OG0007184	XP_024012126.1	jg5182, jg22414
OG0007185	XP_006399868.1	jg5181
OG0007186	XP_006399860.1	jg5176
OG0007187	XP_006399859.1	jg5175
OG0007188	XP_024006846.1	jg21511
OG0007189	XP_006399851.1	jg5169
OG0007190	XP_006399846.1	jg5164
OG0007191	XP_006399844.1	jg5163
OG0007192	XP_006399830.1	jg5152
OG0007193	XP_006399821.1	jg5144
OG0007194	XP_024011160.1	jg22420
OG0007195	XP_006399794.1	jg5122
OG0007196	XP_006399788.1	jg5114
OG0007197	XP_006399756.1	jg5080
OG0007198	XP_006399729.1	jg5051
OG0007199	XP_006399721.1	jg5044
OG0007200	XP_006399711.1	jg5032
OG0007201	XP_024006854.1	jg13769, jg13771
OG0007202	XP_024012181.1	jg5010
OG0007203	XP_006399654.1	jg4980
OG0007204	XP_006399649.1	jg4976
OG0007205	XP_006413459.1	jg10058
OG0007206	XP_006399636.1	jg4965
OG0007208	XP_024012375.1	jg4888
OG0007209	XP_006395210.1	jg21349
OG0007210	XP_006399547.1	jg4878
OG0007211	XP_006399525.1	jg4861
OG0007212	XP_024011738.1	jg4846
OG0007213	XP_006399503.1	jg4840, jg4837
OG0007214	XP_006399495.1	jg4830
OG0007215	XP_024011813.1	jg4803
OG0007217	XP_024011520.1	jg4742
OG0007218	XP_024011656.1	jg4720
OG0007219	XP_006399355.1	jg4710
OG0007221	XP_006399303.1	jg4664
OG0007222	XP_006399301.1	jg4660
OG0007223	XP_006399273.1	jg4631
OG0007224	XP_024010153.1	jg7874
OG0007225	XP_006396534.1	jg7905
OG0007226	XP_006396535.1	jg7906
OG0007227	XP_006396551.1	jg7917
OG0007228	XP_006413350.1	jg9968
OG0007229	XP_006413375.1	jg9985
OG0007230	XP_024004475.1, XP_024004464.1	jg10008
OG0007231	XP_006397367.1	jg17465
OG0007232	XP_006408602.2	jg17547
OG0007233	XP_006408647.1	jg17589
OG0007234	XP_024016083.1, XP_006408702.1	jg17634
OG0007235	XP_024016067.1	jg17647
OG0007236	XP_006409774.2	jg17663
OG0007237	XP_006409781.1	jg17703
OG0007238	XP_024016769.1	jg17726
OG0007239	XP_006409855.1	jg17792
OG0007240	XP_006409866.1	jg17804
OG0007241	XP_006409871.1	jg17811
OG0007242	XP_006409891.1	jg17832
OG0007243	XP_006409919.1	jg17864
OG0007244	XP_024003738.1	jg17870
OG0007245	XP_006409943.1	jg17898
OG0007246	XP_006409944.2	jg17899
OG0007247	XP_006410025.1	jg17987
OG0007248	XP_006410030.1	jg17988
OG0007249	XP_006410055.2	jg18038
OG0007250	XP_006410062.1	jg18043
OG0007251	XP_006400762.2	jg6073
OG0007252	XP_006410118.1	jg18078
OG0007253	XP_024004097.1	jg18092
OG0007254	XP_006410215.1	jg18151
OG0007255	XP_006410217.1	jg18152
OG0007256	XP_006410239.1	jg18165
OG0007257	XP_006410272.1	jg18199
OG0007258	XP_006410282.1	jg18206
OG0007259	XP_006410339.1	jg18274
OG0007260	XP_006410379.1	jg18317
OG0007261	XP_024004109.1	jg18305
OG0007262	XP_006410361.1	jg18298
OG0007263	XP_006410398.2	jg18346
OG0007264	XP_006410419.1	jg18366
OG0007265	XP_006410428.1	jg32075, jg18371
OG0007266	XP_006410431.1	jg18377
OG0007267	XP_006410435.1	jg18380, jg12222
OG0007268	XP_006410449.1	jg18395
OG0007269	XP_006410475.1	jg18435
OG0007270	XP_024003828.1	jg18437, jg12217
OG0007271	XP_006403165.2	jg20808
OG0007272	XP_006403130.1	jg20774
OG0007273	XP_006413330.1	jg9950
OG0007274	XP_006413318.1	jg9935
OG0007275	XP_006413287.1	jg9903
OG0007276	XP_006413279.1	jg9893
OG0007277	XP_006393595.1	jg32756
OG0007278	XP_006393603.1	jg32753
OG0007279	XP_006393635.1	jg32728
OG0007280	XP_006393613.1	jg32745
OG0007281	XP_006393611.1	jg32746
OG0007282	XP_024009161.1	jg31294
OG0007283	XP_024008692.1	jg31315
OG0007284	XP_006415696.1	jg31329
OG0007285	XP_024009152.1	jg31363
OG0007286	XP_024008416.1	jg31385
OG0007287	XP_006415611.2	jg31425
OG0007288	XP_006415609.1	jg31427
OG0007289	XP_006415600.1	jg31444
OG0007290	XP_006415589.1	jg31454
OG0007292	XP_006415520.1	jg31547
OG0007293	XP_006415498.1	jg32588, jg31568
OG0007294	XP_006415488.1	jg31578
OG0007295	XP_006415483.1	jg31582
OG0007296	XP_006415472.1	jg31589
OG0007297	XP_006415465.2	jg31604
OG0007299	XP_006415426.1	jg31635
OG0007300	XP_006415398.1	jg31661
OG0007302	XP_006415378.1	jg31691
OG0007303	XP_006415349.1	jg31742
OG0007304	XP_006415336.1	jg31754
OG0007305	XP_006415321.1	jg31778
OG0007306	XP_006410713.2	jg31843
OG0007307	XP_006415249.1	jg31849
OG0007308	XP_006415244.1	jg31854
OG0007309	XP_006415234.1	jg31870
OG0007310	XP_006415200.1	jg31890
OG0007311	XP_006415196.1	jg31898
OG0007312	XP_006395775.1	jg13063
OG0007313	XP_006395743.1	jg13101
OG0007314	XP_006395741.1	jg13103
OG0007315	XP_006395734.1	jg13117
OG0007316	XP_006395712.1	jg13135
OG0007317	XP_006393866.1	jg23717
OG0007318	XP_024007489.1	jg23659
OG0007319	XP_006393932.1	jg23645
OG0007320	XP_006393935.1	jg23643
OG0007321	XP_006412979.1	jg9611
OG0007322	XP_006393947.1	jg23634
OG0007323	XP_006393988.1	jg23598
OG0007324	XP_006393997.1	jg23585
OG0007325	XP_006393998.1	jg23584
OG0007327	XP_006394045.1	jg23547
OG0007328	XP_006394051.1	jg23541
OG0007329	XP_006394079.2	jg23517
OG0007330	XP_006394109.1	jg23488
OG0007331	XP_006394112.1	jg23486
OG0007332	XP_006394126.1	jg23472
OG0007333	XP_024006793.1	jg23458
OG0007334	XP_006394060.2	jg28486
OG0007335	XP_006410843.1, XP_006394153.1	jg23447
OG0007336	XP_006394154.1	jg23446
OG0007337	XP_006394158.1	jg23440
OG0007338	XP_006394163.1	jg23427
OG0007339	XP_006394196.1	jg23404
OG0007340	XP_006394215.1	jg23391
OG0007341	XP_006394218.2	jg23389
OG0007342	XP_006394230.1	jg23375
OG0007343	XP_006394238.1	jg23364, jg23369
OG0007344	XP_006394242.1	jg23356
OG0007345	XP_024007142.1	jg23289
OG0007346	XP_006394307.1	jg23287
OG0007347	XP_024004573.1	jg23284
OG0007348	XP_006394311.1	jg23282
OG0007349	XP_006394316.1	jg23278
OG0007350	XP_006394352.1	jg23231
OG0007351	XP_024006786.1	jg23197
OG0007352	XP_006394394.1	jg23196
OG0007353	XP_006394414.1	jg23179
OG0007354	XP_006394448.1	jg23142
OG0007355	XP_006414851.1	jg11428
OG0007356	XP_006394482.1	jg23114
OG0007357	XP_006394489.2	jg23107
OG0007358	XP_024006739.1	jg23103
OG0007359	XP_006394495.1	jg23100
OG0007360	XP_006394517.2	jg23078
OG0007361	XP_024007325.1	jg23047
OG0007362	XP_024007600.1	jg23035
OG0007363	XP_006394554.1	jg23034
OG0007364	XP_006394578.1	jg6148
OG0007365	XP_006394623.1	jg6209
OG0007366	XP_006394632.1	jg6219
OG0007367	XP_024007451.1	jg6225
OG0007368	XP_006394652.2	jg6240
OG0007369	XP_006394674.1	jg6269
OG0007370	XP_006394680.1	jg6278
OG0007371	XP_006394691.1	jg6293
OG0007372	XP_006394703.1	jg6311
OG0007373	XP_006394706.1	jg6315
OG0007374	XP_006394718.1	jg6330
OG0007375	XP_006394719.1	jg6331
OG0007376	XP_006394722.1	jg6338
OG0007377	XP_006394753.1	jg6375
OG0007378	XP_006394755.1	jg6378
OG0007379	XP_006394754.1	jg6379
OG0007380	XP_006394788.1, XP_024007411.1	jg6414
OG0007381	XP_006394802.1	jg6434
OG0007382	XP_006394806.1	jg6439
OG0007383	XP_006394825.1	jg6455, jg27426
OG0007384	XP_006400499.1	jg5799
OG0007385	XP_006400492.1	jg5794
OG0007386	XP_006400530.1	jg5830
OG0007387	XP_024011773.1	jg5831
OG0007388	XP_006400539.1	jg5840
OG0007390	XP_024011438.1	jg5848
OG0007391	XP_006400558.1	jg5857
OG0007392	XP_006400577.1	jg5874
OG0007393	XP_006400582.1	jg5879
OG0007394	XP_006400615.1	jg5914
OG0007395	XP_024011494.1	jg5939
OG0007396	XP_024011495.1	jg5955
OG0007397	XP_006400662.1	jg5959
OG0007398	XP_006400668.1	jg5963
OG0007399	XP_006400686.1	jg5981
OG0007400	XP_006400699.1	jg5992
OG0007401	XP_006400704.1	jg5999
OG0007402	XP_006400751.1	jg6055
