Orthogroup	Eutrema_salsugineum	Rorippa_islandica
OG0008881	XP_024007163.1	Roisl.0024s0575.1.p
OG0008882	XP_006393894.1	Roisl.0024s0573.1.p
OG0008883	XP_006393897.2	Roisl.0024s0570.1.p
OG0008884	XP_006393901.1	Roisl.0024s0563.1.p
OG0008885	XP_006393909.1	Roisl.0024s0555.1.p
OG0008886	XP_006393925.1	Roisl.0024s0536.1.p
OG0008887	XP_006393928.1	Roisl.0024s0533.1.p
OG0008888	XP_006393951.1	Roisl.0024s0513.1.p
OG0008889	XP_006393962.1	Roisl.0024s0505.1.p
OG0008890	XP_006393972.1	Roisl.0024s0492.1.p
OG0008891	XP_006393999.1	Roisl.0024s0463.1.p
OG0008892	XP_006394004.2	Roisl.0024s0460.1.p
OG0008893	XP_006394014.1	Roisl.0024s0450.1.p
OG0008894	XP_006394057.1	Roisl.0024s0417.1.p
OG0008895	XP_006394074.1	Roisl.0024s0403.1.p
OG0008896	XP_006394075.2	Roisl.0024s0402.1.p
OG0008897	XP_006394077.1	Roisl.0024s0400.1.p
OG0008898	XP_006394085.1	Roisl.0024s0393.1.p
OG0008899	XP_006394095.1	Roisl.0024s0383.1.p
OG0008900	XP_006394106.1	Roisl.0024s0371.1.p
OG0008901	XP_006394130.1	Roisl.0024s0348.1.p
OG0008902	XP_006394165.1	Roisl.0024s0313.1.p
OG0008903	XP_006394183.1	Roisl.0024s0303.1.p
OG0008904	XP_006394207.1	Roisl.0024s0286.1.p
OG0008905	XP_006394226.1	Roisl.0024s0274.1.p
OG0008906	XP_024007063.1	Roisl.0024s0267.1.p
OG0008907	XP_024006992.1	Roisl.0024s0258.1.p
OG0008908	XP_024007457.1	Roisl.0024s0246.1.p
OG0008909	XP_006394273.2	Roisl.0024s0225.1.p
OG0008910	XP_006394287.2	Roisl.0024s0210.1.p
OG0008911	XP_006394300.1	Roisl.0024s0198.1.p
OG0008912	XP_006394333.2	Roisl.0024s0166.1.p
OG0008913	XP_006394343.1	Roisl.0024s0156.1.p
OG0008914	XP_006394348.1	Roisl.0024s0150.1.p
OG0008915	XP_006394355.1	Roisl.0024s0143.1.p
OG0008916	XP_006394366.1	Roisl.0024s0135.1.p
OG0008917	XP_006394379.1	Roisl.0024s0124.1.p
OG0008918	XP_006394384.1	Roisl.0024s0119.1.p
OG0008919	XP_006394396.1	Roisl.0080s0004.1.p
OG0008920	XP_006394407.1	Roisl.0080s0011.1.p
OG0008921	XP_006394412.1	Roisl.0080s0017.1.p
OG0008922	XP_006394428.1	Roisl.0080s0035.1.p
OG0008923	XP_006394440.1	Roisl.0080s0046.1.p
OG0008924	XP_006394443.1	Roisl.0080s0049.1.p
OG0008925	XP_006394446.1	Roisl.0080s0053.1.p
OG0008926	XP_024007446.1	Roisl.0080s0067.1.p
OG0008927	XP_006394476.1	Roisl.0080s0075.1.p
OG0008928	XP_006394505.2	Roisl.0080s0110.1.p
OG0008929	XP_024007020.1	Roisl.0080s0146.1.p
OG0008930	XP_006394569.1	Roisl.0210s1969.1.p
OG0008931	XP_006394583.1	Roisl.0210s1980.1.p
OG0008932	XP_006394587.1	Roisl.0210s1983.1.p
OG0008933	XP_006394599.1	Roisl.0210s1996.1.p
OG0008934	XP_006394600.1	Roisl.0210s1999.1.p
OG0008935	XP_006394611.1	Roisl.0210s2013.1.p
OG0008936	XP_006394614.1	Roisl.0210s2016.1.p
OG0008937	XP_006394619.1	Roisl.0210s2027.1.p
OG0008938	XP_006394655.1	Roisl.0210s2062.1.p
OG0008939	XP_006394678.1	Roisl.0046s0091.1.p
OG0008940	XP_006394697.1	Roisl.0046s0118.1.p
OG0008942	XP_006394713.1	Roisl.0046s0138.1.p
OG0008943	XP_006394716.1	Roisl.0046s0140.1.p
OG0008944	XP_006394724.1	Roisl.0046s0148.1.p
OG0008945	XP_006394745.2	Roisl.0046s0173.1.p
OG0008946	XP_006394747.2	Roisl.0046s0176.1.p
OG0008947	XP_006394764.1	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p
OG0008948	XP_006394766.1	Roisl.0046s0195.1.p
OG0008949	XP_006394773.1	Roisl.0046s0204.1.p
OG0008950	XP_006394784.1	Roisl.0046s0219.1.p
OG0008951	XP_024006995.1	Roisl.0046s0253.1.p
OG0008952	XP_006394836.1	Roisl.0046s0264.1.p
OG0008953	XP_024007083.1	Roisl.0046s0298.1.p
OG0008954	XP_006400516.2	Roisl.0210s1675.1.p
OG0008955	XP_006400526.1	Roisl.0210s1684.1.p
OG0008956	XP_006400522.1	Roisl.0210s1680.1.p
OG0008957	XP_006400521.1	Roisl.0210s1679.1.p
OG0008958	XP_006400520.1	Roisl.0210s1678.1.p
OG0008959	XP_006400517.1	Roisl.0210s1676.1.p
OG0008960	XP_006400534.1	Roisl.0210s1693.1.p
OG0008961	XP_006400535.1	Roisl.0210s1694.1.p
OG0008962	XP_006400537.1	Roisl.0210s1695.1.p
OG0008963	XP_006400553.1	Roisl.0210s1712.1.p
OG0008964	XP_006400556.1	Roisl.0210s1715.1.p
OG0008965	XP_006400581.1	Roisl.0210s1740.1.p
OG0008966	XP_006400584.1	Roisl.0210s1744.1.p
OG0008967	XP_024012184.1	Roisl.0210s1748.1.p
OG0008968	XP_006400592.2	Roisl.0210s1753.1.p
OG0008969	XP_006400614.1	Roisl.0210s1776.1.p
OG0008970	XP_006400639.1	Roisl.0210s1796.1.p
OG0008971	XP_006400650.1	Roisl.0210s1809.1.p
OG0008972	XP_006400652.1	Roisl.0210s1811.1.p
OG0008973	XP_006400664.1	Roisl.0210s1820.1.p
OG0008974	XP_006400670.1	Roisl.0210s1823.1.p
OG0008975	XP_006400676.1	Roisl.0210s1829.1.p
OG0008976	XP_006400677.1	Roisl.0210s1832.1.p
OG0008977	XP_006400697.1	Roisl.0210s1852.1.p
OG0008978	XP_006400708.1	Roisl.0210s1863.1.p
OG0008980	XP_006400740.1	Roisl.0210s1897.1.p
OG0008981	XP_006400743.1	Roisl.0210s1902.1.p
OG0008982	XP_006400768.1	Roisl.0210s1924.1.p
OG0008983	XP_006401633.1	Roisl.0052s0029.1.p
OG0008984	XP_024012493.1	Roisl.0210s1944.1.p
OG0008985	XP_006400810.1	Roisl.0210s1963.1.p
OG0008986	XP_006400820.2	Roisl.0080s0199.1.p
OG0008987	XP_006400856.1	Roisl.0080s0235.1.p
OG0008988	XP_024012212.1	Roisl.0080s0246.1.p
OG0008989	XP_024011949.1	Roisl.0080s0271.1.p
OG0008990	XP_006400896.1	Roisl.0080s0274.1.p
OG0008991	XP_006400915.1	Roisl.0080s0295.1.p
OG0008992	XP_024012538.1	Roisl.0080s0285.1.p
OG0008993	XP_024012631.1	Roisl.0080s0298.1.p
OG0008994	XP_006400994.1	Roisl.0080s0369.1.p
OG0008995	XP_006400998.1	Roisl.0080s0373.1.p
OG0008996	XP_006401013.1	Roisl.0080s0386.1.p
OG0008997	XP_006401020.1	Roisl.0080s0391.1.p
OG0008998	XP_024012711.1	Roisl.0080s0395.1.p
OG0008999	XP_006401057.1	Roisl.0080s0426.1.p
OG0009000	XP_006401085.1	Roisl.0080s0454.1.p
OG0009001	XP_006401105.1	Roisl.0080s0465.1.p
OG0009002	XP_024012614.1, XP_024012611.1	Roisl.0080s0478.1.p
OG0009003	XP_024007893.1	Roisl.0010s0048.1.p
OG0009004	XP_024012712.1	Roisl.0080s0490.1.p
OG0009005	XP_006389979.1	Roisl.0004s0044.1.p
OG0009006	XP_006401157.1	Roisl.0080s0508.1.p
OG0009007	XP_006401187.1	Roisl.0080s0537.1.p
OG0009008	XP_006401195.2	Roisl.0080s0546.1.p
OG0009009	XP_024011954.1	Roisl.0080s0564.1.p
OG0009010	XP_006401218.1	Roisl.0080s0572.1.p
OG0009011	XP_006401221.1	Roisl.0080s0574.1.p
OG0009012	XP_006401230.1	Roisl.0080s0584.1.p
OG0009013	XP_024011522.1	Roisl.0080s0586.1.p
OG0009014	XP_006401235.1	Roisl.0080s0587.1.p
OG0009015	XP_006401260.1	Roisl.0080s0610.1.p
OG0009016	XP_006401261.1	Roisl.0080s0611.1.p
OG0009017	XP_006401274.1	Roisl.0080s0621.1.p
OG0009018	XP_006401279.2	Roisl.0080s0625.1.p
OG0009019	XP_006401286.1	Roisl.0080s0636.1.p
OG0009020	XP_006401289.1	Roisl.0080s0632.1.p
OG0009021	XP_006401306.1	Roisl.0080s0658.1.p
OG0009022	XP_006401309.1	Roisl.0080s0661.1.p
OG0009023	XP_006401342.1	Roisl.0080s0690.1.p
OG0009024	XP_006401344.1	Roisl.0080s0692.1.p
OG0009025	XP_006401363.1	Roisl.0080s0705.1.p
OG0009026	XP_006401353.1	Roisl.0080s0698.1.p
OG0009027	XP_006401395.1	Roisl.0080s0737.1.p
OG0009028	XP_006401396.1	Roisl.0080s0738.1.p
OG0009029	XP_006401404.1	Roisl.0080s0748.1.p
OG0009030	XP_006401432.1	Roisl.0080s0771.1.p
OG0009031	XP_006401433.1	Roisl.0080s0772.1.p
OG0009032	XP_006401445.1	Roisl.0080s0781.1.p
OG0009033	XP_006401446.1	Roisl.0080s0782.1.p
OG0009034	XP_006401479.1	Roisl.0080s0811.1.p
OG0009035	XP_006401490.1	Roisl.0080s0820.1.p
OG0009036	XP_006401491.1	Roisl.0080s0822.1.p
OG0009038	XP_006401503.1	Roisl.0080s0840.1.p
OG0009039	XP_006404131.1	Roisl.0046s0890.1.p
OG0009040	XP_006404161.1	Roisl.0046s0855.1.p
OG0009041	XP_006404163.1	Roisl.0046s0853.1.p
OG0009042	XP_006404179.1	Roisl.0046s0831.1.p
OG0009043	XP_006404187.1	Roisl.0046s0826.1.p
OG0009044	XP_006404204.1	Roisl.0046s0813.1.p
OG0009045	XP_024013474.1	Roisl.0046s0800.1.p
OG0009047	XP_006401590.1	Roisl.0052s0022.1.p
OG0009048	XP_006396442.2	Roisl.0082s0447.1.p
OG0009049	XP_024010098.1	Roisl.0082s0392.1.p
OG0009050	XP_006405251.1	Roisl.0078s0004.1.p
OG0009051	XP_006399225.1	Roisl.0210s0480.1.p
OG0009053	XP_006391603.1	Roisl.0050s0020.1.p
OG0009054	XP_006399160.2	Roisl.0210s0417.1.p
OG0009055	XP_006399141.1	Roisl.0210s0397.1.p
OG0009056	XP_006399117.1	Roisl.0042s0016.1.p
OG0009057	XP_006399113.2	Roisl.0042s0020.1.p
OG0009058	XP_006399098.1	Roisl.0042s0032.1.p
OG0009059	XP_024012344.1	Roisl.0042s0039.1.p
OG0009060	XP_006400396.1	Roisl.0210s1557.1.p
OG0009061	XP_006397463.2, XP_006403586.1	Roisl.0210s1556.1.p
OG0009062	XP_006415837.2	Roisl.0191s0459.1.p
OG0009063	XP_006399066.2	Roisl.0042s0057.1.p
OG0009064	XP_006415823.1	Roisl.0015s0057.1.p
OG0009065	XP_006399061.1	Roisl.0042s0062.1.p
OG0009066	XP_006399062.1	Roisl.0042s0063.1.p
OG0009067	XP_006399035.2	Roisl.0042s0090.1.p
OG0009068	XP_006399027.1	Roisl.0042s0100.1.p
OG0009069	XP_006399018.1	Roisl.0042s0107.1.p
OG0009070	XP_006399008.1	Roisl.0042s0120.1.p
OG0009071	XP_006399003.1	Roisl.0042s0124.1.p
OG0009072	XP_006398992.1	Roisl.0042s0135.1.p
OG0009073	XP_006398982.1	Roisl.0042s0145.1.p
OG0009074	XP_006398981.1	Roisl.0042s0147.1.p
OG0009075	XP_006411546.1	Roisl.0028s0338.1.p, Roisl.0035s0001.1.p
OG0009077	XP_006398956.1	Roisl.0042s0163.1.p
OG0009078	XP_006398955.1	Roisl.0042s0162.1.p
OG0009079	XP_006398935.1	Roisl.0030s0207.1.p
OG0009080	XP_006398904.1	Roisl.0030s0173.1.p
OG0009081	XP_024011531.1	Roisl.0030s0160.1.p
OG0009082	XP_024012504.1	Roisl.0030s0154.1.p
OG0009083	XP_006398876.1	Roisl.0030s0148.1.p
OG0009084	XP_006396238.1	Roisl.0191s0470.1.p
OG0009085	XP_024011467.1	Roisl.0030s0126.1.p
OG0009086	XP_006398854.1	Roisl.0030s0120.1.p
OG0009087	XP_006398847.1	Roisl.0030s0113.1.p
OG0009088	XP_006398838.1	Roisl.0030s0107.1.p
OG0009089	XP_006398833.1	Roisl.0030s0100.1.p
OG0009090	XP_006398831.1	Roisl.0030s0097.1.p
OG0009091	XP_006402053.1	Roisl.0002s0227.1.p, Roisl.0012s0030.1.p
OG0009092	XP_006398824.1	Roisl.0030s0090.1.p
OG0009093	XP_006398806.1	Roisl.0030s0075.1.p
OG0009094	XP_006398804.1	Roisl.0030s0074.1.p
OG0009095	XP_006398776.1	Roisl.0030s0053.1.p
OG0009096	XP_006398768.1	Roisl.0030s0041.1.p
OG0009097	XP_006398764.1	Roisl.0030s0034.1.p
OG0009098	XP_006398746.1	Roisl.0030s0005.1.p
OG0009099	XP_006393768.1	Roisl.0185s0008.1.p
OG0009100	XP_006398710.2	Roisl.0034s0156.1.p
OG0009101	XP_006398699.1	Roisl.0034s0140.1.p
OG0009102	XP_006398686.1	Roisl.0034s0128.1.p
OG0009103	XP_006398676.1	Roisl.0034s0119.1.p
OG0009104	XP_006398664.1	Roisl.0034s0107.1.p
OG0009105	XP_006398603.1	Roisl.0034s0047.1.p
OG0009106	XP_006398598.1	Roisl.0034s0042.1.p
OG0009107	XP_006398591.1	Roisl.0034s0036.1.p
OG0009108	XP_006398583.1	Roisl.0034s0029.1.p
OG0009109	XP_006398579.1	Roisl.0091s0050.1.p
OG0009110	XP_006398580.1	Roisl.0034s0026.1.p
OG0009111	XP_006398552.1	Roisl.0034s0006.1.p
OG0009112	XP_024014633.1	Roisl.0009s0172.1.p
OG0009113	XP_006405422.1	Roisl.0009s0146.1.p
OG0009114	XP_006405421.1	Roisl.0009s0144.1.p
OG0009115	XP_024006778.1	Roisl.0011s0495.1.p
OG0009116	XP_006405402.1	Roisl.0009s0122.1.p
OG0009117	XP_006405395.1	Roisl.0009s0119.1.p
OG0009118	XP_006405393.1	Roisl.0009s0117.1.p
OG0009119	XP_024015197.1	Roisl.0079s0192.1.p
OG0009120	XP_006405290.1	Roisl.0009s0012.1.p
OG0009121	XP_006389703.1	Roisl.0115s0035.1.p
OG0009122	XP_006389707.1	Roisl.0115s0030.1.p
OG0009123	XP_006389711.1	Roisl.0115s0026.1.p
OG0009124	XP_006389718.1, XP_024010943.1	Roisl.0115s0020.1.p
OG0009125	XP_024012506.1	Roisl.0115s0040.1.p
OG0009126	XP_024015551.1	Roisl.0115s0047.1.p
OG0009127	XP_006389755.1	Roisl.0115s0049.1.p
OG0009128	XP_006389761.2	Roisl.0115s0052.1.p
OG0009129	XP_006389766.1	Roisl.0115s0056.1.p
OG0009130	XP_006389772.1	Roisl.0115s0061.1.p
OG0009131	XP_006389783.1	Roisl.0115s0071.1.p
OG0009132	XP_006389808.1	Roisl.0115s0095.1.p
OG0009133	XP_006389813.1, XP_006405093.2	Roisl.0115s0103.1.p
OG0009134	XP_006389817.2	Roisl.0115s0108.1.p
OG0009135	XP_006389818.1	Roisl.0115s0109.1.p
OG0009136	XP_006389832.1	Roisl.0115s0126.1.p
OG0009137	XP_024008913.1	Roisl.0115s0135.1.p
OG0009138	XP_006389849.1	Roisl.0115s0146.1.p
OG0009139	XP_006389854.1	Roisl.0115s0148.1.p
OG0009140	XP_024009979.1	Roisl.0115s0151.1.p
OG0009141	XP_006389885.1	Roisl.0115s0181.1.p
OG0009142	XP_006389922.1	Roisl.0115s0215.1.p
OG0009143	XP_006389938.1	Roisl.0115s0232.1.p
OG0009144	XP_006389958.2	Roisl.0115s0254.1.p
OG0009145	XP_006389962.2	Roisl.0004s0019.1.p
OG0009146	XP_006389972.1	Roisl.0004s0037.1.p
OG0009147	XP_006389985.1	Roisl.0004s0050.1.p
OG0009148	XP_006389988.2	Roisl.0004s0054.1.p
OG0009149	XP_006389991.1	Roisl.0004s0056.1.p
OG0009150	XP_006390021.1	Roisl.0004s0088.1.p
OG0009151	XP_006390030.1	Roisl.0004s0092.1.p
OG0009152	XP_006390047.1	Roisl.0004s0110.1.p
OG0009153	XP_006404521.1	Roisl.0037s0067.1.p
OG0009154	XP_006390059.1	Roisl.0004s0123.1.p
OG0009155	XP_006390066.1	Roisl.0004s0129.1.p
OG0009156	XP_006390094.1	Roisl.0004s0158.1.p, Roisl.0210s0235.1.p
OG0009157	XP_006390095.1	Roisl.0004s0159.1.p
OG0009158	XP_006390104.1	Roisl.0004s0169.1.p
OG0009159	XP_006390113.2	Roisl.0004s0176.1.p
OG0009161	XP_006390133.1	Roisl.0004s0192.1.p
OG0009162	XP_006390138.1	Roisl.0004s0200.1.p
OG0009163	XP_006390188.1	Roisl.0004s0240.1.p
OG0009164	XP_006390197.1	Roisl.0004s0246.1.p
OG0009165	XP_006390211.1	Roisl.0004s0260.1.p
OG0009166	XP_006390232.1	Roisl.0004s0279.1.p
OG0009168	XP_006407147.1	Roisl.0074s0583.1.p
OG0009169	XP_024011243.1	Roisl.0004s0294.1.p
OG0009170	XP_024011118.1	Roisl.0004s0299.1.p
OG0009171	XP_006390283.1	Roisl.0004s0325.1.p
OG0009172	XP_006408661.2	Roisl.0188s0011.1.p
OG0009173	XP_024012531.1	Roisl.0004s0361.1.p
OG0009174	XP_006390328.1	Roisl.0004s0373.1.p
OG0009175	XP_006390334.1	Roisl.0004s0377.1.p
OG0009176	XP_024016625.1, XP_006409278.1	Roisl.0066s0183.1.p
OG0009177	XP_006409275.1	Roisl.0066s0181.1.p
OG0009178	XP_006409261.1	Roisl.0066s0169.1.p, Roisl.0066s0167.1.p, Roisl.0025s0018.1.p, Roisl.0025s0015.1.p, Roisl.0025s0017.1.p
OG0009179	XP_006409223.1	Roisl.0066s0134.1.p
OG0009180	XP_024013852.1	Roisl.0046s0929.1.p
OG0009181	XP_006401555.1	Roisl.0080s0879.1.p
OG0009182	XP_006401557.1	Roisl.0080s0880.1.p
OG0009183	XP_024012089.1	Roisl.0080s0883.1.p
OG0009184	XP_006392555.1	Roisl.0007s0807.1.p
OG0009185	XP_006392579.1	Roisl.0007s0769.1.p
OG0009186	XP_006392586.2	Roisl.0021s0498.1.p
OG0009187	XP_024006025.1, XP_006392594.1	Roisl.0021s0506.1.p
OG0009188	XP_024006171.1	Roisl.0021s0524.1.p
OG0009189	XP_006392648.1	Roisl.0006s0543.1.p
OG0009190	XP_006392665.1	Roisl.0006s0535.1.p
OG0009191	XP_006392725.1	Roisl.0006s0482.1.p
OG0009192	XP_006392750.1	Roisl.0006s0456.1.p
OG0009193	XP_006392752.1	Roisl.0006s0454.1.p
OG0009194	XP_006392758.1	Roisl.0006s0452.1.p
OG0009195	XP_024006646.1	Roisl.0006s0436.1.p
OG0009196	XP_006392783.1	Roisl.0006s0424.1.p
OG0009197	XP_006392785.1	Roisl.0006s0422.1.p
OG0009198	XP_006392787.1	Roisl.0006s0420.1.p
OG0009199	XP_006391136.1	Roisl.0019s0709.1.p
OG0009200	XP_006392818.1	Roisl.0006s0391.1.p
OG0009201	XP_006410773.1	Roisl.0028s1029.1.p
OG0009202	XP_006410777.1	Roisl.0028s1033.1.p
OG0009203	XP_006410791.1	Roisl.0028s1048.1.p
OG0009204	XP_006410795.1	Roisl.0028s1051.1.p
OG0009205	XP_006410822.1	Roisl.0054s0023.1.p
OG0009206	XP_006413213.1	Roisl.0022s0282.1.p
OG0009207	XP_006410857.1	Roisl.0032s0060.1.p, Roisl.0017s0019.1.p
OG0009208	XP_006419040.1	Roisl.0020s0154.1.p, Roisl.0020s0155.1.p
OG0009209	XP_006419084.1	Roisl.0027s0101.1.p
OG0009210	XP_006419115.1	Roisl.0027s0038.1.p
OG0009211	XP_024007011.1	Roisl.0188s0085.1.p
OG0009212	XP_006397365.1	Roisl.0032s0077.1.p
OG0009213	XP_006402173.1	Roisl.0214s0164.1.p
OG0009214	XP_006401754.1	Roisl.0031s0074.1.p
OG0009215	XP_006395927.1	Roisl.0053s0085.1.p
OG0009216	XP_006408641.1	Roisl.0015s0132.1.p, Roisl.0015s0143.1.p
OG0009217	XP_006395952.1	Roisl.0053s0050.1.p
OG0009218	XP_024005575.1	Roisl.0082s0050.1.p
OG0009219	XP_006414990.1	Roisl.0082s0044.1.p
OG0009220	XP_024005182.1, XP_024005309.1	Roisl.0058s0029.1.p
OG0009221	XP_006414625.1	Roisl.0075s0148.1.p
OG0009222	XP_006414767.1	Roisl.0075s0149.1.p
OG0009223	XP_006411822.1	Roisl.0001s0437.1.p
OG0009224	XP_024005649.1	Roisl.0002s0252.1.p
OG0009225	XP_006414642.1	Roisl.0002s0249.1.p
OG0009226	XP_006414562.2	Roisl.0002s0204.1.p
OG0009227	XP_006414555.1	Roisl.0002s0198.1.p
OG0009228	XP_006414507.1	Roisl.0002s0157.1.p
OG0009229	XP_006414490.1	Roisl.0002s0148.1.p
OG0009230	XP_006390603.1	Roisl.0019s0189.1.p
OG0009231	XP_024005926.1	Roisl.0019s0185.1.p
OG0009232	XP_006390593.1	Roisl.0019s0178.1.p
OG0009233	XP_006390586.1	Roisl.0019s0170.1.p
OG0009234	XP_006390550.1	Roisl.0019s0134.1.p
OG0009235	XP_006390545.1	Roisl.0019s0130.1.p
OG0009236	XP_006390526.1	Roisl.0019s0110.1.p
OG0009237	XP_006390501.1	Roisl.0019s0091.1.p
OG0009238	XP_006390492.1	Roisl.0004s0516.1.p
OG0009239	XP_006390466.1	Roisl.0004s0493.1.p
OG0009240	XP_024005561.1	Roisl.0004s0492.1.p
OG0009241	XP_024006845.1	Roisl.0198s0011.1.p
OG0009242	XP_006390444.1	Roisl.0004s0476.1.p
OG0009243	XP_006390434.1	Roisl.0004s0468.1.p
OG0009244	XP_006391119.1	Roisl.0019s0696.1.p
OG0009245	XP_006391094.1	Roisl.0019s0671.1.p
OG0009246	XP_006391072.1	Roisl.0019s0653.1.p
OG0009247	XP_006391062.1	Roisl.0019s0642.1.p
OG0009248	XP_006391038.1	Roisl.0019s0607.1.p
OG0009250	XP_006412928.1	Roisl.0044s0011.1.p
OG0009251	XP_006412926.1	Roisl.0044s0013.1.p
OG0009252	XP_006412917.1	Roisl.0044s0020.1.p
OG0009253	XP_006412906.1	Roisl.0044s0030.1.p
OG0009254	XP_006412891.1	Roisl.0044s0046.1.p
OG0009255	XP_006401737.1	Roisl.0031s0091.1.p, Roisl.0002s0184.1.p
OG0009256	XP_006391703.1	Roisl.0012s0008.1.p
OG0009257	XP_024016091.1	Roisl.0050s0118.1.p
OG0009258	XP_006391687.1	Roisl.0050s0100.1.p
OG0009259	XP_006405568.1	Roisl.0009s0264.1.p
OG0009260	XP_006405543.1, XP_006395372.1	Roisl.0213s0760.1.p
OG0009261	XP_024014785.1	Roisl.0009s0227.1.p
OG0009262	XP_006405516.1	Roisl.0009s0225.1.p
OG0009263	XP_024014723.1	Roisl.0009s0223.1.p
OG0009264	XP_006402054.1	Roisl.0012s0031.1.p
OG0009265	XP_006395266.1, XP_024014351.1	Roisl.0054s0010.1.p
OG0009266	XP_006395401.1	Roisl.0011s0573.1.p
OG0009267	XP_006395407.1	Roisl.0011s0566.1.p
OG0009268	XP_006395412.1	Roisl.0007s0032.1.p, Roisl.0011s0561.1.p
OG0009269	XP_006397911.1	Roisl.0035s0019.1.p
OG0009270	XP_006395418.1	Roisl.0011s0554.1.p
OG0009271	XP_024007337.1	Roisl.0011s0529.1.p
OG0009272	XP_006395495.1	Roisl.0011s0490.1.p
OG0009273	XP_006395497.1	Roisl.0011s0488.1.p
OG0009274	XP_006395498.1	Roisl.0011s0487.1.p
OG0009275	XP_006395500.1	Roisl.0011s0484.1.p
OG0009276	XP_006395502.1	Roisl.0011s0482.1.p
OG0009277	XP_006395505.1	Roisl.0011s0476.1.p
OG0009278	XP_006395510.1	Roisl.0011s0474.1.p
OG0009279	XP_006395524.1	Roisl.0011s0459.1.p, Roisl.0011s0458.1.p
OG0009280	XP_006395536.1	Roisl.0011s0442.1.p
OG0009281	XP_024007169.1	Roisl.0011s0420.1.p
OG0009282	XP_024007170.1	Roisl.0011s0419.1.p
OG0009283	XP_006395559.1	Roisl.0011s0418.1.p
OG0009284	XP_024006879.1	Roisl.0011s0364.1.p
OG0009285	XP_006395611.1	Roisl.0011s0363.1.p
OG0009286	XP_024006763.1	Roisl.0011s0348.1.p
OG0009287	XP_006402174.1	Roisl.0214s0174.1.p
OG0009288	XP_006395631.1	Roisl.0011s0333.1.p
OG0009289	XP_024012318.1	Roisl.0012s0050.1.p
OG0009290	XP_006391010.1	Roisl.0019s0590.1.p
OG0009291	XP_006391026.1	Roisl.0019s0619.1.p
OG0009292	XP_024014642.1	Roisl.0041s0043.1.p
OG0009293	XP_006398281.1	Roisl.0005s0232.1.p
OG0009294	XP_024011020.1	Roisl.0005s0254.1.p
OG0009295	XP_006395172.1	Roisl.0014s0074.1.p
OG0009296	XP_006398256.1	Roisl.0005s0271.1.p
OG0009297	XP_006398255.1	Roisl.0005s0272.1.p
OG0009298	XP_006398205.1	Roisl.0005s0318.1.p
OG0009299	XP_024011957.1	Roisl.0021s0640.1.p
OG0009300	XP_006398160.1	Roisl.0012s0390.1.p
OG0009301	XP_024011010.1	Roisl.0012s0373.1.p
OG0009302	XP_006393219.1	Roisl.0006s0038.1.p
OG0009303	XP_006393172.1	Roisl.0006s0080.1.p
OG0009304	XP_006393164.2	Roisl.0006s0087.1.p
OG0009305	XP_024006046.1	Roisl.0006s0093.1.p
OG0009306	XP_006393153.1	Roisl.0006s0097.1.p
OG0009307	XP_024008431.1	Roisl.0007s0605.1.p
OG0009308	XP_006393056.1	Roisl.0006s0198.1.p
OG0009309	XP_006393008.1	Roisl.0006s0226.1.p
OG0009310	XP_024005996.1	Roisl.0006s0229.1.p
OG0009311	XP_006392978.1	Roisl.0006s0251.1.p
OG0009312	XP_006392905.1	Roisl.0006s0313.1.p
OG0009313	XP_006392901.1	Roisl.0006s0315.1.p
OG0009314	XP_024006360.1	Roisl.0006s0323.1.p
OG0009315	XP_006392844.1	Roisl.0006s0370.1.p
OG0009316	XP_006403318.1	Roisl.0214s0275.1.p
OG0009318	XP_006410514.1	Roisl.0028s0769.1.p
OG0009319	XP_024016812.1	Roisl.0028s0786.1.p
OG0009320	XP_006410544.1	Roisl.0028s0803.1.p
OG0009321	XP_006410549.1	Roisl.0028s0809.1.p
OG0009322	XP_006410560.1	Roisl.0028s0822.1.p
OG0009323	XP_006410598.1	Roisl.0028s0856.1.p
OG0009324	XP_006410601.1	Roisl.0028s0862.1.p
OG0009325	XP_006410611.1	Roisl.0028s0871.1.p
OG0009326	XP_006410613.1	Roisl.0028s0873.1.p
OG0009327	XP_024003700.1	Roisl.0028s0883.1.p
OG0009328	XP_006410636.2	Roisl.0028s0897.1.p
OG0009329	XP_006410640.1	Roisl.0028s0899.1.p
OG0009330	XP_006410646.1	Roisl.0028s0905.1.p
OG0009331	XP_006410674.1	Roisl.0028s0931.1.p
OG0009332	XP_006410686.1	Roisl.0028s0944.1.p
OG0009333	XP_024003733.1	Roisl.0028s0959.1.p
OG0009334	XP_006410727.1	Roisl.0214s0191.1.p
OG0009335	XP_024016683.1	Roisl.0028s0988.1.p
OG0009336	XP_006410745.1	Roisl.0028s1001.1.p
OG0009337	XP_006410748.1	Roisl.0028s1004.1.p
OG0009338	XP_006410750.1	Roisl.0028s1006.1.p
OG0009339	XP_024004540.1	Roisl.0091s0367.1.p
OG0009340	XP_024005867.1	Roisl.0017s0353.1.p
OG0009341	XP_006414004.1	Roisl.0091s0391.1.p
OG0009342	XP_006414043.1	Roisl.0091s0421.1.p
OG0009343	XP_006414028.2	Roisl.0091s0410.1.p
OG0009344	XP_006414024.1, XP_006402128.2	Roisl.0091s0408.1.p
OG0009345	XP_006414158.1	Roisl.0091s0520.1.p
