Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0009615	XP_006404832.1	XP_002880505.1
OG0009616	XP_006404869.1	XP_020885336.1
OG0009617	XP_006404860.1	XP_002880525.1
OG0009618	XP_024014336.1	XP_020885751.1
OG0009619	XP_006405146.1	XP_002880669.1
OG0009620	XP_006405108.1	XP_002878825.1
OG0009621	XP_006408756.2	XP_020882784.1
OG0009622	XP_006408746.1	XP_020884443.1
OG0009623	XP_006408785.1	XP_020883372.1
OG0009624	XP_006398029.1	XP_020882815.1
OG0009625	XP_006413407.1	XP_002869708.1
OG0009626	XP_006393761.1	XP_002893967.1
OG0009627	XP_006392874.1	XP_002880700.1
OG0009628	XP_006414828.2	XP_002891232.1
OG0009629	XP_006396023.1	XP_020869568.1
OG0009630	XP_006397447.1	XP_020869395.1
OG0009631	XP_006397424.1	XP_020868806.1
OG0009632	XP_006397420.1	XP_020870139.1
OG0009633	XP_024009120.1	XP_020868640.1
OG0009634	XP_006415056.1	XP_020868500.1
OG0009635	XP_006415079.1	XP_002893773.1
OG0009636	XP_024009820.1	XP_002872460.1
OG0009637	XP_006397149.1	XP_002872459.2
OG0009638	XP_006397280.1	XP_020877467.1
OG0009639	XP_006397307.1	XP_020877477.1
OG0009640	XP_006397070.1	XP_002872510.1
OG0009641	XP_006397030.1	XP_020878669.1
OG0009642	XP_006397026.1	XP_020879539.1
OG0009643	XP_024010202.1	XP_020878346.1
OG0009644	XP_006397008.1	XP_020878080.1
OG0009645	XP_006396851.1	XP_020876840.1
OG0009646	XP_006400482.1	XP_002873939.1
OG0009647	XP_006400483.1	XP_002871876.1
OG0009648	XP_006394874.1	XP_020876088.1
OG0009649	XP_024006675.1	XP_020876781.1
OG0009650	XP_006394886.1	XP_020878691.1
OG0009651	XP_006394896.1	XP_020875862.1
OG0009652	XP_006394907.1	XP_020879066.1
OG0009653	XP_006394920.1	XP_002872246.1
OG0009654	XP_006394932.1	XP_002872252.1
OG0009655	XP_006391338.1	XP_002876899.1
OG0009656	XP_006394942.1	XP_020876942.1
OG0009657	XP_006394955.1	XP_020876875.1
OG0009658	XP_006394966.1	XP_020876935.1
OG0009659	XP_006394968.1	XP_002874372.1
OG0009660	XP_006395012.1	XP_002874422.1
OG0009661	XP_006408916.1	XP_002886005.1
OG0009662	XP_006408922.1	XP_020888825.1
OG0009663	XP_006408930.1	XP_020887554.1
OG0009664	XP_006408948.1	XP_002886273.1
OG0009665	XP_006408955.1	XP_020887675.1
OG0009666	XP_006408965.1	XP_002886281.1
OG0009667	XP_024015979.1	XP_020887862.1
OG0009668	XP_006418940.1	XP_002875776.1, XP_020869543.1
OG0009669	XP_024009503.1, XP_006418935.1	XP_020880060.1
OG0009670	XP_006418936.2, XP_006418942.1	XP_020882529.1
OG0009671	XP_024010767.1	XP_020885097.1
OG0009672	XP_006409064.1	XP_020883158.1
OG0009673	XP_006397994.1	XP_002880338.1, XP_002867172.1
OG0009674	XP_024010706.1	XP_020874861.1, XP_020884407.1
OG0009675	XP_006397986.1	XP_020874885.1, XP_002882136.1
OG0009676	XP_006397983.1	XP_020874876.1, XP_020884406.1
OG0009677	XP_024010831.1	XP_020882912.1
OG0009678	XP_006397964.1	XP_002882126.1
OG0009679	XP_006397864.1	XP_002880262.1
OG0009680	XP_006397862.1	XP_002880260.1
OG0009681	XP_006397855.1	XP_002880255.1
OG0009682	XP_006397843.1	XP_020884075.1
OG0009683	XP_006413105.1	XP_020873640.1
OG0009684	XP_024010842.1	XP_002882072.1
OG0009685	XP_006397840.1	XP_020883109.1
OG0009686	XP_006397837.2	XP_020884577.1, XP_020891119.1
OG0009687	XP_006393723.1	XP_002891292.1
OG0009688	XP_006397811.1	XP_020885825.1, XP_002862557.2
OG0009689	XP_024010821.1	XP_020883020.1
OG0009690	XP_006397800.1	XP_002880221.1
OG0009691	XP_006397792.1	XP_002882050.1
OG0009692	XP_006397786.1	XP_020883402.1
OG0009693	XP_006397756.1	XP_020885574.1
OG0009694	XP_006397754.1	XP_020883901.1
OG0009695	XP_006397753.1	XP_020883898.1
OG0009696	XP_006397742.1	XP_002882023.1
OG0009697	XP_006397732.1	XP_020885584.1
OG0009698	XP_006397731.1	XP_002882016.2
OG0009699	XP_006397723.1	XP_020882833.1
OG0009700	XP_006397705.1	XP_002880168.1
OG0009701	XP_006397703.1	XP_002882003.2
OG0009702	XP_006397700.1	XP_002882001.1
OG0009703	XP_006392517.1	XP_002880158.1
OG0009704	XP_006397685.1	XP_002880154.1
OG0009705	XP_006397683.1	XP_002880152.1
OG0009706	XP_006397652.1	XP_002881977.1
OG0009707	XP_006397617.1	XP_002880111.1
OG0009708	XP_006397598.1	XP_002880093.1
OG0009709	XP_024010744.1	XP_002880085.2
OG0009710	XP_006397554.2	XP_020884221.1
OG0009711	XP_024010699.1	XP_002881907.1
OG0009712	XP_006397501.1	XP_020883360.1
OG0009713	XP_006397494.1	XP_020883301.1
OG0009714	XP_024010781.1	XP_002881895.1
OG0009715	XP_006411580.1	XP_020885826.1
OG0009716	XP_006411579.1	XP_020884148.1
OG0009717	XP_006411566.1	XP_020885411.1
OG0009718	XP_024016824.1	XP_020885406.1
OG0009719	XP_024011050.1	XP_020868342.1
OG0009720	XP_006411551.1	XP_002881875.1
OG0009721	XP_006411518.1	XP_020885461.1
OG0009722	XP_024003879.1	XP_020885459.1
OG0009723	XP_006411499.1	XP_002879984.1, XP_002862495.1
OG0009724	XP_006411498.1	XP_020867124.1, XP_020885340.1
OG0009725	XP_006411495.1	XP_002879982.1
OG0009726	XP_006411492.2	XP_020884269.1
OG0009727	XP_006411436.1	XP_020884199.1
OG0009728	XP_006411451.1	XP_020884032.1
OG0009729	XP_006411455.1	XP_020884034.1
OG0009730	XP_006411413.1	XP_020883889.1
OG0009731	XP_006406502.2	XP_020886333.1
OG0009732	XP_024010960.1	XP_020887097.1
OG0009733	XP_006408463.1	XP_020886317.1
OG0009734	XP_006408440.1	XP_002884306.1
OG0009735	XP_006408423.1	XP_020886899.1
OG0009736	XP_006408420.1	XP_002884317.1
OG0009737	XP_006408407.1	XP_020887334.1
OG0009738	XP_006408401.1	XP_020886871.1
OG0009739	XP_006408376.1	XP_002882254.1
OG0009740	XP_006408364.1	XP_020887905.1
OG0009741	XP_006408337.1	XP_020887187.1
OG0009742	XP_006408330.1, XP_024016592.1	XP_002884362.1
OG0009743	XP_006408328.1	XP_002884363.1
OG0009744	XP_006408304.1	XP_020888670.1
OG0009745	XP_006408290.1	XP_020887852.1
OG0009746	XP_006408239.1	XP_020887017.1
OG0009747	XP_006408227.1	XP_002884425.1
OG0009748	XP_024014975.1, XP_006408153.1, XP_006408196.1	XP_020889020.1
OG0009749	XP_006408186.1	XP_002882351.1
OG0009750	XP_006408178.1	XP_002882363.1
OG0009751	XP_006408177.1	XP_020886591.1
OG0009752	XP_006408170.1	XP_020888471.1
OG0009753	XP_006408166.1	XP_020888964.1
OG0009754	XP_024015077.1	XP_020888965.1
OG0009755	XP_006408159.1	XP_020886530.1
OG0009756	XP_006408137.1	XP_002882382.1
OG0009757	XP_006408123.1	XP_020888680.1, XP_020886541.1
OG0009758	XP_006408114.1	XP_020887059.1
OG0009759	XP_024015083.1	XP_002882397.1
OG0009760	XP_006408044.1	XP_020887072.1
OG0009761	XP_006407988.1	XP_020887654.1
OG0009762	XP_006407986.1	XP_002884557.2
OG0009763	XP_006407974.1	XP_002882456.2
OG0009764	XP_006407965.1	XP_002882459.1
OG0009765	XP_024015035.1	XP_020886810.1
OG0009766	XP_006407948.1	XP_002884578.1
OG0009767	XP_006407934.1	XP_002884589.1
OG0009768	XP_006407921.1	XP_020887671.1
OG0009769	XP_006407900.1	XP_020888898.1
OG0009770	XP_024005698.1	XP_020873835.1
OG0009771	XP_006407892.1	XP_020885978.1
OG0009772	XP_006407874.1	XP_002882509.1
OG0009773	XP_006407871.1	XP_002884625.1
OG0009774	XP_006407867.1	XP_002882512.1
OG0009775	XP_006407859.1	XP_002882516.1
OG0009776	XP_006415917.1	XP_020886553.1
OG0009777	XP_006407850.1	XP_002884641.1
OG0009778	XP_006407845.1	XP_020889414.1
OG0009779	XP_006407826.1	XP_020887273.1
OG0009780	XP_006407814.1	XP_020885965.1
OG0009781	XP_006407812.1	XP_020886391.1
OG0009782	XP_006407799.1	XP_002882549.1
OG0009783	XP_006407779.1	XP_020886253.1
OG0009784	XP_006407778.1	XP_002882562.1
OG0009785	XP_024015375.1	XP_002882563.1
OG0009786	XP_006407776.1	XP_020888170.1
OG0009787	XP_006413024.1	XP_020872159.1
OG0009788	XP_006407770.1	XP_020887426.1
OG0009789	XP_006407767.1	XP_020889442.1
OG0009790	XP_006407758.1	XP_020887357.1
OG0009791	XP_006407719.1	XP_002882599.1
OG0009792	XP_006407711.1	XP_002882604.1
OG0009793	XP_006407693.1	XP_002884726.1, XP_002862960.2
OG0009794	XP_006407687.1	XP_020888591.1
OG0009795	XP_006407679.1	XP_002884733.1
OG0009796	XP_006407633.1	XP_020888370.1
OG0009797	XP_006407618.1	XP_020888737.1
OG0009798	XP_006407606.1	XP_002882654.1
OG0009799	XP_006407605.1	XP_020887297.1
OG0009800	XP_006407579.1	XP_020888890.1
OG0009801	XP_006407557.1	XP_002884795.1
OG0009802	XP_006407540.1	XP_002871106.1, XP_020888985.1
OG0009803	XP_006407534.1	XP_002887019.1
OG0009804	XP_006407520.2	XP_002882690.1
OG0009805	XP_006407497.1	XP_002884817.1
OG0009806	XP_006407485.1	XP_020887368.1
OG0009807	XP_006407477.2	XP_020890125.1, XP_020888217.1
OG0009808	XP_006407448.1	XP_020888260.1
OG0009809	XP_006407443.1	XP_002884847.1
OG0009810	XP_006407402.1	XP_020888254.1, XP_020888252.1
OG0009811	XP_006407388.1	XP_020888201.1
OG0009812	XP_024015623.1	XP_020888231.1
OG0009813	XP_006407377.1	XP_020888277.1
OG0009814	XP_006407360.1	XP_020888278.1
OG0009815	XP_006407353.1	XP_020888309.1
OG0009816	XP_006407346.1	XP_020888293.1
OG0009817	XP_006407339.1	XP_020888234.1
OG0009818	XP_006407321.1	XP_020888232.1
OG0009819	XP_024010201.1	XP_020878756.1
OG0009820	XP_006407303.1	XP_020887931.1
OG0009821	XP_006407293.1	XP_020885935.1
OG0009822	XP_006407290.1	XP_020886355.1
OG0009823	XP_006407274.1	XP_002882800.1
OG0009824	XP_006407268.1	XP_020889344.1
OG0009825	XP_006407265.1	XP_020889348.1
OG0009826	XP_006407264.1	XP_020889349.1
OG0009827	XP_006407248.1	XP_020888530.1
OG0009828	XP_006407243.1	XP_020887694.1
OG0009829	XP_006407230.1	XP_002884963.1
OG0009830	XP_006407201.1	XP_002882830.1
OG0009831	XP_024015106.1	XP_002884975.1
OG0009832	XP_006407175.2	XP_020872509.1, XP_020888551.1
OG0009833	XP_006407174.1	XP_002882842.1
OG0009834	XP_024015596.1	XP_002885011.1
OG0009835	XP_006407108.1	XP_002882873.1
OG0009836	XP_006407103.1	XP_020886985.1
OG0009837	XP_006407098.1	XP_002885027.1, XP_020888655.1
OG0009838	XP_006407097.1	XP_020889365.1
OG0009839	XP_006405269.2, XP_006405270.1	XP_002865562.1
OG0009840	XP_006407090.1	XP_020886672.1
OG0009841	XP_024015359.1	XP_002885044.1
OG0009842	XP_024015498.1	XP_002885053.1
OG0009843	XP_006407014.1	XP_002885068.1
OG0009844	XP_006407013.1	XP_020886654.1
OG0009845	XP_006413145.1	XP_020873709.1
OG0009846	XP_006406995.1	XP_020887184.1
OG0009847	XP_006406996.1	XP_020887186.1
OG0009848	XP_006406992.1	XP_002885078.2
OG0009849	XP_024015045.1	XP_002885083.1
OG0009850	XP_024015609.1	XP_002882952.1
OG0009851	XP_006406914.1	XP_002885111.1
OG0009852	XP_024015544.1	XP_020887887.1
OG0009853	XP_006406871.1	XP_020889011.1
OG0009854	XP_024015733.1	XP_002882983.1
OG0009855	XP_006406863.1, XP_024015243.1	XP_002885130.1
OG0009856	XP_006406847.1	XP_020888624.1
OG0009857	XP_006406840.1	XP_020889183.1
OG0009858	XP_006406800.1	XP_020889145.1
OG0009859	XP_024015041.1	XP_020889118.1
OG0009860	XP_024015757.1	XP_002883054.1
OG0009861	XP_006397072.1	XP_020874018.1, XP_020874017.1
OG0009862	XP_006406688.1	XP_020889154.1
OG0009863	XP_006406675.1	XP_002883095.1
OG0009864	XP_006406660.1	XP_002883104.1
OG0009865	XP_024013715.1	XP_002877681.1
OG0009866	XP_006406630.1	XP_020886620.1
OG0009867	XP_006406622.1	XP_002883123.1
OG0009868	XP_006395793.1	XP_020881088.1
OG0009869	XP_024015317.1	XP_002885254.1
OG0009870	XP_006406607.1	XP_020887393.1
OG0009871	XP_006406596.1	XP_020889438.1
OG0009872	XP_006406592.1	XP_002883140.1
OG0009873	XP_006406584.2	XP_020887093.1
OG0009874	XP_024015411.1	XP_020888702.1
OG0009875	XP_006406563.1	XP_020887505.1
OG0009876	XP_006406546.1	XP_020887460.1
OG0009877	XP_006406543.2, XP_006406542.1	XP_020888402.1
OG0009878	XP_024015333.1	XP_020887643.1
OG0009879	XP_006406537.1	XP_002883162.1
OG0009880	XP_006406531.1	XP_002885297.1
OG0009881	XP_024011040.1	XP_020881657.1
OG0009882	XP_006406495.1	XP_002885311.1
OG0009883	XP_006406494.2	XP_020888181.1
OG0009884	XP_006406475.1	XP_002883196.1
OG0009885	XP_024015113.1	XP_020887626.1
OG0009886	XP_006406450.1	XP_002885336.1
OG0009887	XP_024007814.1	XP_002892657.1
OG0009888	XP_006406434.1	XP_020887414.1
OG0009889	XP_006406412.1	XP_020888190.1
OG0009890	XP_006406411.1	XP_020888189.1
OG0009891	XP_006406405.1	XP_020888887.1
OG0009892	XP_006406397.1	XP_002885366.1
OG0009893	XP_006406361.1	XP_002885393.1
OG0009894	XP_006406336.1	XP_002885409.1
OG0009895	XP_006405655.1	XP_002870798.1
OG0009896	XP_006405687.2	XP_002868750.1
OG0009897	XP_006404980.1	XP_002880588.1
OG0009898	XP_006405729.1	XP_002868760.1
OG0009899	XP_006405760.1	XP_020875447.1
OG0009900	XP_006405793.1	XP_002870862.1
OG0009901	XP_006405891.1	XP_020874764.1
OG0009902	XP_006405972.1	XP_020875059.1
OG0009903	XP_006405981.1	XP_020874235.1
OG0009904	XP_006395239.1	XP_020882963.1
OG0009905	XP_006406029.1	XP_020887661.1
OG0009906	XP_006406028.1	XP_020887662.1
OG0009907	XP_006406075.1	XP_002883405.1
OG0009908	XP_006406109.1	XP_002883385.1
OG0009909	XP_006409024.1	XP_002884228.1, XP_020886813.1
OG0009910	XP_006406129.1	XP_020886693.1
OG0009911	XP_006406167.1	XP_002883363.2
OG0009912	XP_006406185.1	XP_002883353.1
OG0009913	XP_006406190.1	XP_020886721.1
OG0009914	XP_024015600.1	XP_002885479.1
OG0009915	XP_024014970.1	XP_002875487.1, XP_020885994.1
OG0009916	XP_006406229.1	XP_020888026.1, XP_002885475.2
OG0009917	XP_006406230.2	XP_002883322.2, XP_020887673.1
OG0009918	XP_006406233.1	XP_002885468.1
OG0009919	XP_006406239.2	XP_002885461.1
OG0009920	XP_006406264.1	XP_020886042.1
OG0009921	XP_006406283.1	XP_020889299.1
OG0009922	XP_006412714.1	XP_002867352.1
OG0009923	XP_006412721.1	XP_002869382.2
OG0009924	XP_006401968.1	XP_020874284.1, XP_002864115.1
OG0009925	XP_006412771.1	XP_020875195.1
OG0009926	XP_006412784.1	XP_002867379.1
OG0009927	XP_006391375.1	XP_020891676.1
OG0009928	XP_006391579.1	XP_020890927.1
OG0009929	XP_024006352.1, XP_024012020.1	XP_020865691.1
OG0009930	XP_024016653.1	XP_020867964.1
OG0009931	XP_006400451.1	XP_002873921.1
OG0009932	XP_006400444.1	XP_002873918.1
OG0009933	XP_006395045.1	XP_002874473.1
OG0009934	XP_006395030.1	XP_020877010.1
OG0009935	XP_006395031.1	XP_002874448.1
OG0009936	XP_006395032.1	XP_002872327.1
OG0009937	XP_006395106.1	XP_020889885.1
OG0009938	XP_006395108.1	XP_002863934.1
OG0009939	XP_006402129.1	XP_020886604.1
OG0009940	XP_006403828.2	XP_020880639.1
OG0009941	XP_006403841.2	XP_020880275.1
OG0009942	XP_006403845.2	XP_002876124.1
OG0009943	XP_006403851.1	XP_020882542.1
OG0009944	XP_006403870.1	XP_002877831.1
OG0009945	XP_006403910.1	XP_020880074.1
OG0009946	XP_006403923.1	XP_002877803.1
OG0009947	XP_006403934.1	XP_020879933.1
OG0009948	XP_006403941.1	XP_020881649.1
OG0009949	XP_006418501.1	XP_020866291.1
OG0009950	XP_006418486.1	XP_020869823.1
OG0009951	XP_006418484.2	XP_020869828.1
OG0009952	XP_006418479.1	XP_020868113.1
OG0009953	XP_006418441.1	XP_020866657.1
OG0009954	XP_006418435.1	XP_002892053.1
OG0009955	XP_006396006.1	XP_002867299.1
OG0009956	XP_006418414.1	XP_002892072.1
OG0009957	XP_006418405.2	XP_002889375.1
OG0009958	XP_006418397.1	XP_002889377.1
OG0009959	XP_006418385.1	XP_002889383.1
OG0009960	XP_006418374.1	XP_020868152.1
OG0009961	XP_006418347.1	XP_002889400.1
OG0009962	XP_006418338.1	XP_002892109.1
OG0009963	XP_006418310.1	XP_020870286.1
OG0009964	XP_006418309.1	XP_020870287.1
OG0009965	XP_006418301.1	XP_020868979.1
OG0009966	XP_006418277.1	XP_002889431.2
OG0009967	XP_006418276.2	XP_002892143.1
OG0009968	XP_006418267.1	XP_002892147.1
OG0009969	XP_006418266.1	XP_020868322.1
OG0009970	XP_006418256.1	XP_020868080.1
OG0009971	XP_006418231.1	XP_020867706.1
OG0009972	XP_024005669.1, XP_024008842.1	XP_002892167.1
OG0009973	XP_024008886.1	XP_020868681.1
OG0009974	XP_006418218.1	XP_002889465.1
OG0009975	XP_006418198.1	XP_002892182.1
OG0009976	XP_006418192.1	XP_002889480.1
OG0009977	XP_024008535.1	XP_002892189.1
OG0009978	XP_006418178.1	XP_020869564.1
OG0009979	XP_006418141.1	XP_002892208.1
OG0009980	XP_024008771.1	XP_002892221.1
OG0009981	XP_006418119.1	XP_002889512.1
OG0009982	XP_024007724.1	XP_020870628.1
OG0009983	XP_006418102.1	XP_020866004.1
OG0009984	XP_006418100.1	XP_020867116.1
OG0009985	XP_006418094.1	XP_020867675.1
OG0009986	XP_006418093.2	XP_002889524.1
OG0009987	XP_006418053.1	XP_020870781.1
OG0009988	XP_006418052.1	XP_002892274.1
OG0009989	XP_006418033.1	XP_002892288.1
OG0009990	XP_006418025.2	XP_020868615.1
OG0009991	XP_024008634.1	XP_020866808.1
OG0009992	XP_006418011.1	XP_020866557.1
OG0009993	XP_006417965.1	XP_002889580.1
OG0009994	XP_006417961.1	XP_020867849.1
OG0009995	XP_006417941.1	XP_020868982.1
OG0009996	XP_006417938.1	XP_002892332.1
OG0009997	XP_006417929.1	XP_002889600.1
OG0009998	XP_006417905.1	XP_020869236.1
OG0009999	XP_006417901.1	XP_002892349.1
OG0010000	XP_006417897.1	XP_002892352.1
OG0010001	XP_006417820.1	XP_002892390.1
OG0010002	XP_006417805.1	XP_020869763.1
OG0010003	XP_006417785.1	XP_020868455.1
OG0010004	XP_006417743.1	XP_020870250.1
OG0010005	XP_006417738.1	XP_020870049.1
OG0010007	XP_006417714.1	XP_020870699.1
OG0010008	XP_006417705.1	XP_020870852.1
OG0010009	XP_006417703.1	XP_020867508.1
OG0010010	XP_006417689.1	XP_002892457.1
OG0010011	XP_024008851.1	XP_020866923.1
OG0010012	XP_006417672.2	XP_020868473.1
OG0010013	XP_006417670.1	XP_002892463.1
OG0010014	XP_006417666.1	XP_020866312.1
OG0010015	XP_006415780.1	XP_002890719.1
OG0010016	XP_006417661.1	XP_002892467.1
OG0010017	XP_006417656.1	XP_020869693.1
OG0010018	XP_024008526.1	XP_020867231.1
OG0010019	XP_006391561.1	XP_002888405.1
OG0010020	XP_006417641.1	XP_002889716.1
OG0010021	XP_006398012.1	XP_020870849.1
OG0010022	XP_006417617.1	XP_020867301.1
OG0010023	XP_006412698.2	XP_020870653.1, XP_002884411.1
OG0010024	XP_006417584.1	XP_002892499.1
OG0010025	XP_006417579.2	XP_002889746.2
OG0010026	XP_006392403.1	XP_020869077.1, XP_020868945.1
OG0010027	XP_006417565.1	XP_020869902.1
OG0010028	XP_006417564.1	XP_002889757.1
OG0010029	XP_024008160.1	XP_002892574.2
OG0010030	XP_006417440.1	XP_020870799.1
OG0010031	XP_006417439.1	XP_020870807.1
OG0010032	XP_006417435.1	XP_002889823.1
OG0010033	XP_006417425.1	XP_002892595.1
OG0010034	XP_006417419.1	XP_002892597.1
OG0010036	XP_006417405.1	XP_020868541.1
OG0010037	XP_006398486.1	XP_020874333.1
OG0010038	XP_006417387.1	XP_020870433.1
OG0010039	XP_024008334.1	XP_020870619.1
OG0010040	XP_006417362.1	XP_002892642.1
OG0010041	XP_006417359.1	XP_020866057.1
OG0010042	XP_006417349.1	XP_020870712.1
OG0010043	XP_024008084.1	XP_020869929.1
OG0010044	XP_024015505.1	XP_020891306.1
OG0010045	XP_006417322.1	XP_002889891.2
OG0010046	XP_024007813.1	XP_020869317.1
OG0010047	XP_024008689.1	XP_002889897.2
OG0010048	XP_006417287.1	XP_020869797.1
OG0010049	XP_006417261.1	XP_002892677.1
OG0010050	XP_006417244.1	XP_002889930.1
OG0010052	XP_006417169.1	XP_002889978.1
OG0010053	XP_006417166.1	XP_002892724.1
OG0010054	XP_006417139.1	XP_002889997.1
OG0010055	XP_006417129.1	XP_020867538.1
OG0010056	XP_006417093.1	XP_020868218.1
OG0010057	XP_024008358.1	XP_002892778.1
OG0010058	XP_006417062.1	XP_020869725.1
OG0010059	XP_006417075.1	XP_002892780.1
OG0010060	XP_006417042.1	XP_002892794.1
OG0010062	XP_024008553.1	XP_020867067.1
OG0010063	XP_006415809.1	XP_020884536.1
OG0010064	XP_006416993.1	XP_020868994.1
OG0010065	XP_006416955.1	XP_020868587.1
OG0010066	XP_006416953.2	XP_020868588.1
OG0010067	XP_006416951.1	XP_002890083.1
OG0010068	XP_006416948.1	XP_020867283.1
OG0010069	XP_006416931.1	XP_020866383.1
OG0010070	XP_006416908.1	XP_002892866.1
OG0010071	XP_006416904.1	XP_002892868.1
OG0010072	XP_006416894.1	XP_002892873.1
OG0010073	XP_006416889.1	XP_020870107.1
OG0010074	XP_024009146.1	XP_020867563.1
OG0010075	XP_006416852.2	XP_002892892.1
OG0010076	XP_006416827.1	XP_020869372.1
OG0010077	XP_006403333.1, XP_006416824.1	XP_002890161.1
OG0010078	XP_024008060.1	XP_020868846.1
OG0010079	XP_006416810.2	XP_020866011.1
OG0010080	XP_006416807.1	XP_020869105.1
OG0010082	XP_024007818.1	XP_020867454.1
OG0010083	XP_024007782.1	XP_020867096.1
OG0010084	XP_006416736.1	XP_020868944.1
OG0010085	XP_006416709.1	XP_002892948.1
OG0010087	XP_006416679.1	XP_002892962.2
OG0010089	XP_024011201.1, XP_024008054.1	XP_020869881.1
OG0010090	XP_006416621.1	XP_002890268.1
OG0010091	XP_006416602.1	XP_020867084.1
OG0010092	XP_006416591.1	XP_002890286.1
OG0010093	XP_024009043.1	XP_020867623.1
OG0010094	XP_006416580.1	XP_020867615.1
OG0010095	XP_006416570.1	XP_020867391.1
OG0010096	XP_006416554.1	XP_002893022.1
OG0010097	XP_006416528.1	XP_002893033.1
OG0010098	XP_024009192.1	XP_020866500.1
OG0010099	XP_006416506.1	XP_020868102.1
OG0010100	XP_006416504.1	XP_020867722.1
OG0010101	XP_006416501.1	XP_020870085.1
OG0010102	XP_006416484.1	XP_002893057.1
OG0010103	XP_006416473.1	XP_020870163.1
OG0010104	XP_006416462.1	XP_020867749.1
OG0010105	XP_006416452.1	XP_020867392.1
OG0010106	XP_024008596.1	XP_020870430.1
OG0010107	XP_006416445.1	XP_020866481.1
OG0010108	XP_006416444.1	XP_020866483.1
OG0010109	XP_006416424.1	XP_020869772.1
OG0010110	XP_006416423.1	XP_020869773.1
OG0010111	XP_006416377.1	XP_020866685.1
OG0010112	XP_006416356.1	XP_020870744.1
OG0010113	XP_006416355.1	XP_002893134.1
OG0010114	XP_024008985.1	XP_002893147.1
OG0010115	XP_006416331.1	XP_020870759.1
OG0010116	XP_024008679.1	XP_002894028.2, XP_020866420.1
OG0010117	XP_024008778.1	XP_002893207.1
OG0010118	XP_006416237.1	XP_020867952.1
OG0010119	XP_006395871.1	XP_020881066.1
OG0010120	XP_006416216.1	XP_002890505.1
OG0010121	XP_006416180.1	XP_020867351.1
OG0010122	XP_006416171.1	XP_020870983.1
OG0010123	XP_024009008.1	XP_002893246.2
