Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0009108	As007G155070	Ag004G330310
OG0009110	As007G155460	Ag004G331600
OG0009111	As007G156120	Ag004G333230
OG0009112	As007G156130	Ag004G333250
OG0009113	As007G156360	Ag004G333840
OG0009114	As007G157020	Ag004G335640, Ag008G705150
OG0009115	As007G157120	Ag004G336050
OG0009116	As007G157770	Ag001G074770
OG0009117	As007G157910	Ag004G338040
OG0009118	As007G158070	Ag004G338410
OG0009119	As007G158080	Ag004G338450
OG0009121	As007G158730	Ag004G340250
OG0009122	As007G159220	Ag004G341400
OG0009123	As007G159470	Ag003G241880
OG0009125	As007G159690	Ag003G242550
OG0009127	As007G160330	Ag003G244210
OG0009128	As007G160560	Ag003G244700
OG0009129	As007G160610	Ag003G253190
OG0009130	As007G160660, As010G232420	Ag004G349340
OG0009131	As007G160770	Ag003G245280
OG0009132	As007G160920	Ag003G245640
OG0009134	As007G161010	Ag003G245740
OG0009137	As007G161560	Ag006G503120
OG0009138	As007G161590	Ag002G177780
OG0009139	As007G161860	Ag007G622450
OG0009140	As007G162090, As007G162100	Ag003G246090
OG0009141	As007G162760	Ag002G127290
OG0009142	As007G162940	Ag001G041240
OG0009143	As007G162980	Ag007G586780
OG0009144	As007G163550	Ag007G598440
OG0009145	As007G163730	Ag007G598580
OG0009146	As007G167100	Ag006G524880
OG0009149	As007G177640	Ag006G525430
OG0009150	As007G177990	Ag001G021820, Ag001G021730
OG0009151	As007G178310	Ag006G524820
OG0009152	As007G178970	Ag006G524300
OG0009153	As007G179130	Ag004G340430
OG0009155	As007G179720	Ag006G523780
OG0009156	As007G179780	Ag001G067020
OG0009157	As007G180150	Ag006G523160
OG0009159	As007G180660	Ag006G521890
OG0009160	As007G181040	Ag006G521140
OG0009161	As007G181950	Ag006G518030
OG0009162	As008G182420	Ag004G322360
OG0009163	As008G182670	Ag004G321540
OG0009164	As008G182780	Ag004G321100
OG0009165	As008G183180	Ag004G319850
OG0009166	As008G183270	Ag004G319780
OG0009167	As008G183440	Ag004G319480
OG0009168	As008G183960	Ag004G317830
OG0009169	As008G183980	Ag004G317860
OG0009170	As008G184350	Ag004G317140
OG0009171	As008G184880	Ag004G315720
OG0009172	As008G185600	Ag004G314740
OG0009173	As008G185680	Ag004G314510
OG0009174	As008G186050	Ag004G313700
OG0009176	As008G186830	Ag004G312580
OG0009177	As008G186930	Ag004G312360
OG0009178	As008G187340	Ag004G311530
OG0009179	As008G187540	Ag004G310750
OG0009180	As008G187640	Ag004G310840
OG0009181	As008G188250	Ag004G310310
OG0009182	As008G188450	Ag004G309870
OG0009183	As008G188540	Ag004G309700
OG0009184	As008G188920	Ag004G309310
OG0009185	As008G189090	Ag004G309180
OG0009186	As008G189310	Ag008G718940
OG0009187	As008G189380	Ag004G309030
OG0009188	As008G189500	Ag004G308960
OG0009189	As008G189850	Ag004G308700
OG0009190	As008G189870	Ag004G308710
OG0009191	As008G190010	Ag004G308730
OG0009192	As008G190070	Ag004G308750
OG0009193	As008G190600	Ag004G308630
OG0009194	As008G190940	Ag004G308560
OG0009195	As008G191250	Ag004G307830
OG0009196	As008G191310	Ag004G308390
OG0009197	As008G192130	Ag004G307340
OG0009198	As008G192730	Ag004G306980
OG0009199	As008G193010	Ag004G306560
OG0009200	As008G193650	Ag004G305590
OG0009202	As008G193870	Ag004G305400
OG0009203	As008G193910	Ag004G305370
OG0009204	As008G194220	Ag004G305040
OG0009205	As008G194430	Ag004G304760
OG0009206	As008G194920	Ag004G303970
OG0009207	As008G194930	Ag004G303940
OG0009208	As008G195010	Ag004G303780
OG0009209	As008G195110, As010G244040	Ag003G208230, Ag002G161190
OG0009210	As008G195560	Ag001G009640, Ag004G303200
OG0009211	As008G195710	Ag004G303020, Ag004G303010
OG0009212	As008G195790	Ag004G302970
OG0009213	As008G196040	Ag004G302580
OG0009214	As008G196300	Ag004G302300
OG0009215	As008G196590	Ag004G301980
OG0009216	As008G197030	Ag004G300880
OG0009217	As008G197410	Ag004G300250
OG0009218	As008G197490	Ag004G300140
OG0009219	As008G197680	Ag004G299840
OG0009220	As008G197910, As008G198100	Ag004G299560
OG0009221	As008G198030	Ag004G299450
OG0009222	As008G198230	Ag004G299160
OG0009223	As008G198350	Ag004G298870
OG0009224	As008G198410	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790
OG0009225	As008G198510	Ag004G298690
OG0009226	As008G198580	Ag004G298600
OG0009227	As008G198620	Ag004G298500
OG0009228	As008G198690	Ag004G298160
OG0009229	As008G199110	Ag004G297810
OG0009230	As008G199460	Ag004G297420
OG0009231	As008G199630	Ag004G297330
OG0009232	As009G199790	Ag007G613040
OG0009233	As009G199840	Ag007G613170
OG0009234	As009G200170	Ag007G613550
OG0009235	As009G200290	Ag003G235790, Ag007G613290, Ag008G692020
OG0009236	As009G200650	Ag007G616420
OG0009237	As009G200690	Ag007G616710
OG0009238	As009G200750	Ag007G616990
OG0009239	As009G200890	Ag007G619320
OG0009240	As009G201180	Ag007G618510
OG0009241	As009G201350	Ag007G617730
OG0009242	As009G201560	Ag007G619830
OG0009243	As009G202040	Ag007G621200
OG0009244	As009G202110	Ag007G621360
OG0009245	As009G202630	Ag007G623140
OG0009246	As009G202710	Ag007G623430
OG0009247	As009G202960	Ag007G624330
OG0009248	As009G203050	Ag006G492560, Ag007G624620
OG0009249	As009G203530	Ag007G626150
OG0009250	As009G204000	Ag007G628550
OG0009251	As009G204710	Ag007G629280
OG0009252	As009G204800	Ag007G628990
OG0009253	As009G205120	Ag007G633040
OG0009254	As009G205130	Ag007G633060
OG0009255	As009G206510	Ag007G637070
OG0009256	As009G207140	Ag007G641580
OG0009257	As009G207300, As009G207960	Ag003G231840
OG0009258	As009G207350	Ag002G161430
OG0009259	As009G207900	Ag007G612130
OG0009260	As009G208150	Ag007G642550
OG0009262	As009G210270	Ag007G612140
OG0009263	As009G210410	Ag007G612000
OG0009264	As009G210690	Ag006G505580
OG0009265	As009G210710	Ag006G505600
OG0009267	As009G211490	Ag007G612540
OG0009268	As009G211750	Ag006G505170
OG0009269	As009G211780	Ag006G505100
OG0009270	As009G212010	Ag007G611540
OG0009272	As009G212460	Ag006G503680
OG0009273	As009G212660	Ag006G502800
OG0009274	As009G212700	Ag006G501940
OG0009275	As009G212950	Ag006G501620
OG0009276	As009G213350	Ag006G500440
OG0009277	As009G213860	Ag006G500050
OG0009278	As009G213890	Ag006G500010
OG0009279	As009G214220	Ag006G499430
OG0009280	As009G214270	Ag006G499090
OG0009281	As009G215050	Ag008G720510
OG0009282	As009G215100	Ag004G380780, Ag008G720300
OG0009283	As009G215260	Ag008G720470
OG0009284	As009G215360	Ag008G721000
OG0009285	As009G215430	Ag008G721110
OG0009286	As009G215500	Ag008G721280
OG0009287	As009G215670	Ag008G721580
OG0009288	As009G215690	Ag008G721600
OG0009289	As009G215870	Ag008G721960
OG0009290	As009G215930	Ag008G722020
OG0009291	As009G215990	Ag001G076100
OG0009292	As009G216000	Ag008G722090
OG0009293	As009G216200	Ag008G722450
OG0009294	As009G216710	Ag008G723310
OG0009295	As009G217070	Ag008G723870
OG0009296	As009G217120	Ag008G723990
OG0009297	As009G217170	Ag008G724150
OG0009298	As009G217190	Ag008G724180
OG0009299	As009G217340	Ag008G724380
OG0009300	As009G217800	Ag008G725310
OG0009301	As009G218320	Ag008G726470
OG0009302	As009G218440	Ag008G726760
OG0009303	As009G219260	Ag008G728560
OG0009304	As009G219350, As010G223030	Ag001G054940
OG0009305	As009G219410	Ag008G728740
OG0009306	As009G219580	Ag008G706660
OG0009307	As009G219970	Ag008G705860
OG0009308	As010G220370	Ag001G067430
OG0009309	As010G220390	Ag001G067480
OG0009310	As010G220400	Ag001G067530
OG0009311	As010G220520	Ag001G059450, Ag001G059630
OG0009312	As010G220620	Ag001G063090
OG0009313	As010G220860	Ag001G061920
OG0009314	As010G220970	Ag001G061430
OG0009315	As010G221350	Ag001G059060
OG0009316	As010G221380	Ag001G058940
OG0009317	As010G221400	Ag001G058910
OG0009318	As010G221660	Ag008G693210, Ag005G428450
OG0009319	As010G222050	Ag008G692270
OG0009320	As010G222170	Ag008G691780
OG0009321	As010G222430	Ag008G690800
OG0009322	As010G222580	Ag001G057040
OG0009323	As010G222710	Ag001G056220
OG0009324	As010G222780, As010G222770	Ag001G056100
OG0009325	As010G223160	Ag001G055380
OG0009326	As010G223290	Ag001G054660
OG0009327	As010G223700	Ag004G379400, Ag002G141680, Ag001G053390
OG0009328	As010G226210	Ag010G739480, Ag001G049360
OG0009329	As010G226500	Ag001G059390, Ag001G059550
OG0009330	As010G226860	Ag003G277150
OG0009331	As010G227410	Ag005G418140
OG0009332	As010G228440	Ag004G356300
OG0009333	As010G230630	Ag004G356270
OG0009334	As010G231180	Ag004G351810
OG0009335	As010G231380	Ag004G350830
OG0009336	As010G231550	Ag004G351360
OG0009337	As010G232020	Ag004G350400
OG0009338	As010G232270	Ag004G349820
OG0009339	As010G232390	Ag004G349360
OG0009340	As010G232590	Ag004G348910
OG0009341	As010G232790	Ag007G598140
OG0009342	As010G232850	Ag004G347710
OG0009343	As010G232860	Ag004G347700
OG0009344	As010G233030	Ag004G346540
OG0009345	As010G233310	Ag004G345270
OG0009346	As010G233620	Ag004G344440
OG0009347	As010G234080	Ag004G343320
OG0009348	As010G234210	Ag004G343100
OG0009349	As010G234400	Ag004G342600
OG0009350	As010G234680	Ag004G342040
OG0009351	As010G234770	Ag004G341710
OG0009352	As010G235040	Ag003G240460
OG0009353	As010G235110	Ag003G240160
OG0009354	As010G235120	Ag003G240100
OG0009356	As010G235220	Ag003G214690
OG0009357	As010G236180	Ag003G218610
OG0009358	As010G236250	Ag003G218690
OG0009359	As010G236430	Ag003G218990
OG0009360	As010G236460	Ag005G442130, Ag005G443400
OG0009361	As010G236520	Ag003G219280
OG0009362	As010G236590	Ag003G219420
OG0009363	As010G237810	Ag003G224630
OG0009364	As010G238360	Ag003G227210
OG0009365	As010G238610	Ag003G228590
OG0009366	As010G238630	Ag003G228640
OG0009367	As010G239000	Ag003G230820
OG0009368	As010G239030	Ag003G230850
OG0009369	As010G239050	Ag003G230990
OG0009370	As010G239700	Ag003G234200
OG0009371	As010G240080	Ag003G235260
OG0009372	As010G240120	Ag004G329690
OG0009373	As010G240130	Ag003G235910
OG0009374	As010G240160	Ag003G236280
OG0009375	As010G240260	Ag003G236610
OG0009376	As010G240650	Ag008G711180
OG0009377	As010G240790	Ag003G238000
OG0009378	As010G241100	Ag003G239020
OG0009379	As010G241190	Ag003G239140
OG0009380	As010G241230	Ag003G239230
OG0009382	As010G241470	Ag003G240030
OG0009383	As010G241610	Ag003G233010
OG0009384	As010G241650	Ag003G214280
OG0009385	As010G241670	Ag003G214220
OG0009386	As010G241980	Ag003G213500
OG0009387	As010G242010	Ag003G213470
OG0009388	As010G242030	Ag003G213370
OG0009389	As010G242110	Ag003G212750
OG0009390	As010G242300	Ag003G212410
OG0009391	As010G242490	Ag003G212080
OG0009392	As010G243160	Ag003G210630
OG0009393	As010G243180	Ag003G210590
OG0009394	As010G243320	Ag003G210340
OG0009395	As010G243620	Ag003G209080
OG0009396	As010G243980	Ag003G208280
OG0009397	As010G244080	Ag003G208160
OG0009398	As010G244290	Ag003G207380
OG0009399	As010G244310	Ag003G207410
OG0009400	As010G244450	Ag003G207680
OG0009401	As011G244680	Ag005G470580
OG0009402	As011G244840	Ag005G470230
OG0009403	As011G244890	Ag005G470000
OG0009404	As011G244900	Ag005G469980
OG0009405	As011G245090	Ag005G469740
OG0009406	As011G245260	Ag005G469520
OG0009407	As011G245500	Ag005G469010
OG0009408	As011G245700	Ag005G468360
OG0009410	As011G246370	Ag005G466110
OG0009411	As011G246460	Ag005G465890
OG0009412	As011G246510	Ag005G465790
OG0009413	As011G246710	Ag005G465460
OG0009414	As011G246840	Ag005G465200
OG0009415	As011G246860	Ag005G465170
OG0009416	As011G247180	Ag005G464510
OG0009417	As011G247210	Ag005G464480
OG0009418	As011G247230	Ag005G464440
OG0009419	As011G247860	Ag005G462910
OG0009420	As011G247980	Ag005G462670
OG0009421	As011G248000	Ag005G462650
OG0009422	As011G248030	Ag005G462620
OG0009423	As011G248050	Ag005G462600
OG0009424	As011G248300	Ag005G461820
OG0009425	As011G248320	Ag005G461760
OG0009426	As011G248370	Ag005G461670
OG0009427	As011G249000	Ag005G459950
OG0009428	As011G249040	Ag005G459820
OG0009429	As011G249060	Ag005G459810
OG0009430	As011G249350	Ag005G454400, Ag005G458870
OG0009431	As011G249400	Ag005G458440
OG0009432	As012G276930, As011G249410	Ag005G458430
OG0009433	As011G249500	Ag006G516870
OG0009434	As011G249700, As012G273820	Ag005G457380
OG0009435	As011G250100	Ag005G456240
OG0009436	As011G250330	Ag021G743400, Ag003G225400, Ag007G630580
OG0009437	As011G250440	Ag005G454840
OG0009438	As011G250680	Ag005G453550
OG0009439	As011G250720	Ag005G453510
OG0009440	As011G251070	Ag005G452600
OG0009441	As011G251480	Ag005G450060
OG0009442	As011G251590	Ag005G449470
OG0009443	As011G251600	Ag005G449460
OG0009444	As011G252010	Ag005G448150
OG0009445	As011G252060	Ag005G447420
OG0009446	As011G252580	Ag005G446300
OG0009447	As011G252730	Ag005G445980
OG0009448	As011G252750	Ag005G445940
OG0009449	As011G252840	Ag005G445820
OG0009450	As011G253130	Ag005G444310, Ag005G443020
OG0009451	As011G253280	Ag005G443750, Ag005G442600
OG0009452	As011G253770	Ag005G441170
OG0009454	As011G254450	Ag005G438340
OG0009455	As011G254840	Ag005G436910
OG0009456	As011G255370	Ag005G435010
OG0009457	As011G255380	Ag013G741620, Ag005G435000
OG0009458	As011G257650	Ag005G427290
OG0009459	As011G259020	Ag008G679880
OG0009460	As011G259660	Ag005G421360
OG0009461	As011G259670	Ag005G420950
OG0009462	As011G260590	Ag005G420870
OG0009463	As011G260720	Ag005G420820
OG0009464	As011G260730	Ag005G421650
OG0009465	As011G260910	Ag005G421720
OG0009466	As011G262610	Ag007G608410
OG0009467	As011G262870	Ag004G302390
OG0009468	As011G262880	Ag005G419130
OG0009469	As011G262910	Ag005G419030
OG0009470	As011G262920	Ag005G418950
OG0009471	As011G264240	Ag005G416500
OG0009472	As011G264430	Ag005G415920
OG0009473	As011G264460	Ag005G415700
OG0009474	As011G264840	Ag005G414920
OG0009475	As011G265230	Ag005G410530
OG0009476	As011G265820	Ag005G408310
OG0009477	As011G266250	Ag005G405990
OG0009478	As011G266970	Ag005G403090
OG0009479	As011G266990	Ag005G403140
OG0009480	As011G267060	Ag005G403380
OG0009481	As011G267130	Ag005G403570
OG0009482	As011G267450	Ag005G404350
OG0009483	As012G267870	Ag001G000580
OG0009484	As012G268740	Ag001G002420
OG0009485	As012G268870	Ag001G002880
OG0009486	As012G269250	Ag001G003830
OG0009487	As012G269450	Ag001G004840
OG0009488	As012G269470	Ag001G004870
OG0009489	As012G269690	Ag001G006130
OG0009490	As012G269960	Ag001G006840
OG0009491	As012G270110	Ag001G007130
OG0009492	As012G270180	Ag001G007340, Ag001G007370
OG0009493	As012G270670	Ag001G008540
OG0009494	As012G271610	Ag001G012420
OG0009495	As012G271760	Ag001G011780
OG0009496	As012G272230	Ag001G015210
OG0009497	As012G272380	Ag001G016240
OG0009498	As012G272420	Ag001G016610
OG0009499	As012G272570	Ag007G612280
OG0009500	As012G272670	Ag001G018100
OG0009501	As012G272770	Ag001G019150, Ag001G018890
OG0009502	As012G272800	Ag011G740820, Ag001G019630
OG0009503	As012G273070	Ag001G097840
OG0009504	As012G273290	Ag001G022780
OG0009505	As012G273320	Ag001G022940
OG0009506	As012G273350	Ag001G023290
OG0009507	As012G275130	Ag002G161010
OG0009509	As012G275440	Ag002G160580
OG0009510	As012G275450	Ag001G065490
OG0009511	As012G275640	Ag001G064610
OG0009512	As012G275710	Ag001G064530, Ag003G246370
OG0009513	As012G276410	Ag001G070580
OG0009514	As012G276710	Ag001G071810
OG0009515	As012G276780	Ag001G071710
OG0009516	As012G277230	Ag001G072690
OG0009517	As012G277710	Ag001G073380
OG0009518	As012G278120	Ag001G074090
OG0009519	As012G278300	Ag001G074440
OG0009520	As012G278580	Ag001G074490
OG0009522	As012G279430	Ag001G074690
OG0009523	As012G279850	Ag002G109360, Ag002G113350
OG0009524	As012G280040	Ag001G075880
OG0009526	As012G280400	Ag002G178740
OG0009527	As012G280410	Ag001G076140
OG0009528	As012G280980	Ag001G076470
OG0009529	As012G281780	Ag001G078320
OG0009530	As012G282470	Ag001G080260
OG0009531	As012G282490	Ag001G080380
OG0009532	As012G282690	Ag001G080900
OG0009533	As012G282790	Ag001G081160
OG0009534	As012G283440	Ag001G083170
OG0009535	As012G283500	Ag001G083420
OG0009536	As012G283600	Ag001G083620
OG0009537	As012G284410	Ag001G085990
OG0009538	As012G284550	Ag001G086330
OG0009539	As012G284620	Ag001G086430
OG0009540	As012G285050	Ag001G088800
OG0009541	As012G285150	Ag001G089560
OG0009542	As012G285350	Ag001G090380
OG0009543	As012G285500	Ag001G090710
OG0009544	As012G286210	Ag008G723750
OG0009545	As012G286640	Ag001G093080
OG0009546	As012G286650	Ag001G093120
OG0009547	As012G286810	Ag001G093450
OG0009548	As012G287120	Ag001G093900
OG0009549	As012G287300	Ag001G094250
OG0009550	As012G287320	Ag001G094270
OG0009551	As012G287580	Ag001G095100
OG0009552	As012G288340	Ag001G097430
OG0009553	As012G288350	Ag001G097440
OG0009554	As012G288980	Ag001G098490
OG0009555	As012G289080	Ag001G098630
OG0009556	As012G289170	Ag001G098740
OG0009557	As012G289460	Ag001G093650
OG0009558	As224G297350	Ag006G549730, Ag006G549680
OG0009635	As001G000140, As011G267520	Ag006G566750
OG0009636	As001G000990, As003G056310	Ag006G576630
OG0009637	As001G001220, As009G211040	Ag003G257830
OG0009638	As001G001430	Ag002G182740, Ag001G040580, Ag003G258500
OG0009639	As001G001670	Ag003G258960
OG0009640	As001G001770	Ag003G259180
OG0009641	As001G002120	Ag003G260710
OG0009643	As009G214200, As001G002400	Ag002G138100, Ag002G134620
OG0009644	As001G002840	Ag008G718890
OG0009645	As001G002950	Ag003G266800
OG0009646	As001G003310	Ag003G267860
OG0009647	As001G003360	Ag007G585330
OG0009648	As001G003970	Ag003G270570
OG0009649	As001G004990	Ag003G279060
OG0009650	As001G005880	Ag003G277850
OG0009651	As001G006070	Ag003G278080
OG0009652	As001G006750	Ag003G277040
OG0009653	As001G010190	Ag003G276250
OG0009654	As001G012040, As001G012030	Ag008G716320
OG0009655	As001G012270	Ag003G274540
OG0009656	As001G012360	Ag003G274400
OG0009657	As001G013740	Ag003G273620
OG0009658	As011G262930	Ag005G418920
OG0009659	As001G013920	Ag003G281440
OG0009660	As001G014760	Ag003G283070
OG0009661	As001G014840	Ag003G283370
OG0009662	As001G015030	Ag008G714040
OG0009663	As001G015490	Ag003G284730
OG0009664	As001G015670	Ag007G579710, Ag007G580410
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	Ag007G578960
OG0009666	As001G016360	Ag007G578740
OG0009667	As001G016380	Ag007G578730
OG0009668	As001G016450	Ag007G578660
OG0009669	As001G016810	Ag007G578240
OG0009670	As001G016890	Ag007G578210
OG0009671	As001G016980	Ag007G578100
OG0009672	As001G017070	Ag007G578000
OG0009673	As001G017110	Ag006G550740
OG0009674	As001G017130, As004G079770	Ag007G577930
OG0009675	As001G017170	Ag007G577900
OG0009676	As001G017180	Ag001G101100
OG0009677	As001G017200	Ag001G101120
OG0009678	As001G017420	Ag001G101370
OG0009679	As001G017450	Ag001G101400
OG0009680	As001G018100	Ag004G340210
OG0009681	As001G018310	Ag001G102080
OG0009682	As001G018940	Ag004G366320
OG0009683	As001G019220	Ag004G307710, Ag003G209050
OG0009684	As001G019250	Ag004G367130
OG0009685	As001G019270	Ag006G506460, Ag004G340990
OG0009686	As001G019540	Ag004G367990
OG0009687	As001G019710	Ag004G368490
OG0009688	As008G187290, As001G020180	Ag004G369740
OG0009689	As001G020190, As001G020200	Ag004G369590
OG0009690	As001G020470	Ag004G370350
OG0009691	As001G021370, As001G021300	Ag004G373940
OG0009692	As009G211840, As001G021390	Ag004G373970
OG0009693	As001G021930	Ag004G377500
OG0009694	As001G022310	Ag005G449490
OG0009695	As001G022480	Ag002G174490
OG0009696	As001G022500	Ag005G452890, Ag005G452860
OG0009697	As001G022550	Ag002G140880
OG0009698	As001G022560	Ag004G322340
OG0009699	As001G022610	Ag002G139150
OG0009700	As001G022760	Ag004G338840
OG0009701	As008G182830, As001G023290	Ag004G321020
