Orthogroup	Aethionema_saxatile	Eutrema_salsugineum
OG0007570	As002G040500	XP_006402220.1
OG0007571	As002G041250, As002G041300, As002G041320, As004G089330	XP_006398379.2
OG0007572	As002G041540, As003G065590	XP_024006648.1
OG0007573	As002G042350	XP_006402075.1
OG0007574	As002G042420	XP_024011294.1
OG0007575	As002G042580	XP_006402060.1
OG0007576	As002G042650	XP_006402056.1
OG0007577	As002G042750	XP_006412365.1
OG0007578	As002G044270	XP_024012679.1
OG0007579	As002G044710	XP_006401719.1
OG0007580	As002G044760	XP_006401726.1
OG0007581	As002G044880	XP_006401742.1
OG0007582	As002G044950	XP_006401750.1
OG0007583	As002G044990	XP_006401753.2
OG0007584	As002G045050	XP_006401716.1
OG0007585	As002G045160	XP_006401709.1
OG0007586	As002G045510	XP_006401623.1
OG0007587	As002G045650	XP_006401641.1
OG0007588	As002G046150	XP_024011466.1
OG0007589	As002G046360	XP_006401558.1
OG0007590	As002G046700	XP_006401508.1
OG0007591	As002G047370	XP_006401435.1
OG0007592	As002G047630, As006G134350	XP_006401404.1
OG0007593	As002G047840	XP_006401379.1
OG0007594	As002G047940	XP_006401366.1
OG0007595	As002G048210, As008G185900	XP_006417344.1
OG0007597	As002G048660	XP_006401256.1
OG0007598	As002G048710	XP_006401252.1
OG0007599	As002G048760	XP_006401247.1
OG0007600	As002G049080	XP_024011954.1
OG0007601	As002G049130	XP_006401206.1
OG0007602	As002G049330	XP_006401182.1
OG0007603	As002G049470	XP_006401166.1
OG0007604	As002G049960	XP_024012614.1, XP_024012611.1
OG0007605	As002G050100	XP_006394965.1
OG0007606	As002G050240	XP_006399830.1
OG0007607	As007G162250, As002G050510	XP_006399803.1
OG0007608	As002G050580	XP_006399794.1
OG0007609	As002G050630	XP_006399788.1
OG0007610	As002G050750	XP_006399776.1
OG0007611	As002G050880	XP_006399756.1
OG0007612	As002G050980	XP_006399742.1
OG0007613	As002G051150	XP_006399729.1
OG0007614	As002G051200	XP_006399721.1
OG0007615	As002G051310	XP_006399711.1
OG0007616	As002G051480	XP_006399692.1
OG0007617	As002G051800	XP_006399654.1
OG0007618	As002G051820	XP_006399652.1
OG0007619	As002G052020	XP_006399624.1
OG0007620	As002G052200	XP_006404928.1, XP_024012463.1
OG0007621	As002G052610	XP_024012372.1
OG0007622	As002G054000	XP_024011520.1
OG0007623	As002G054180	XP_024011656.1
OG0007624	As002G054260	XP_006399355.1
OG0007625	As002G054330	XP_006399346.1
OG0007626	As002G054700	XP_006399303.1
OG0007627	As002G054730	XP_006399301.1
OG0007628	As002G054930	XP_006399273.1
OG0007629	As002G055450	XP_006399212.2
OG0007630	As002G055510	XP_006399207.1
OG0007632	As003G056210	XP_006414183.1
OG0007633	As003G056350	XP_006414169.1
OG0007634	As003G056410	XP_006414160.1
OG0007635	As003G056470	XP_006414155.1
OG0007636	As003G056830	XP_006414106.1
OG0007637	As003G057290	XP_024007224.1, XP_006396712.1
OG0007638	As003G057330	XP_006414043.1
OG0007639	As003G057410	XP_006414031.2
OG0007640	As003G057600	XP_006414002.1
OG0007641	As003G057780	XP_006413979.1
OG0007642	As003G058150	XP_006413916.1
OG0007643	As004G087160	XP_006398108.2
OG0007646	As003G058900	XP_024005135.1, XP_006413948.1
OG0007647	As004G086180, As003G059420	XP_006396627.1, XP_006396625.1
OG0007648	As003G059450	XP_024005342.1
OG0007649	As003G059710	XP_006413747.1
OG0007650	As003G060110	XP_024005439.1
OG0007651	As003G060230	XP_006413689.1
OG0007652	As003G060310	XP_006413677.1
OG0007653	As003G060380	XP_024005282.1
OG0007654	As003G060510	XP_006413650.2
OG0007655	As003G060590	XP_006413639.1
OG0007656	As003G060680, As004G085030	XP_006413627.1
OG0007657	As003G060890	XP_006413609.1
OG0007658	As003G061000	XP_006413586.1
OG0007659	As003G061020	XP_006413583.1
OG0007660	As003G061680	XP_006413536.1
OG0007661	As003G061830	XP_006413523.1
OG0007662	As003G062020	XP_006413492.1
OG0007663	As003G062600, As004G083690	XP_006415119.1
OG0007664	As003G062640	XP_006415113.1
OG0007665	As003G062770	XP_024009173.1
OG0007666	As003G063120	XP_006415050.2
OG0007667	As003G063470	XP_006397417.1
OG0007668	As003G064170	XP_006396023.1
OG0007669	As003G064450	XP_006393710.1
OG0007670	As003G065430	XP_006393548.1
OG0007671	As003G065880	XP_006393603.1
OG0007672	As003G066810	XP_006393523.1
OG0007673	As003G067020, As008G191680	XP_006407814.1
OG0007674	As003G068540	XP_006415696.1
OG0007675	As003G068870	XP_006415675.1
OG0007676	As003G068950, As006G121750, As011G266980	XP_006405071.1
OG0007677	As003G069090	XP_006415655.1
OG0007678	As003G069190	XP_006415643.1
OG0007679	As003G069840	XP_006415600.1
OG0007680	As003G070710	XP_024008797.1
OG0007681	As003G070870	XP_006415483.1
OG0007682	As003G071260, As012G274930	XP_006415435.1
OG0007683	As003G071280	XP_006415433.1
OG0007684	As003G071350	XP_006415426.1
OG0007685	As003G071760	XP_006412093.1
OG0007686	As003G071850, As010G236490	XP_006398770.2
OG0007687	As003G072110	XP_024004382.1
OG0007688	As003G072240	XP_024004537.1
OG0007689	As003G072290	XP_006412036.2
OG0007690	As003G072520	XP_006412014.1
OG0007691	As003G072710	XP_006411992.1
OG0007692	As003G072730, As003G072750	XP_006411987.1
OG0007693	As003G072960	XP_006411964.1
OG0007694	As003G073210	XP_006411941.1
OG0007695	As007G179490, As003G073250	XP_006404832.1
OG0007696	As003G073340	XP_006411927.1
OG0007697	As003G073830	XP_006411876.1
OG0007698	As003G073980	XP_006411861.1
OG0007699	As003G074030	XP_006411856.1
OG0007700	As003G074040	XP_006411855.1
OG0007701	As003G074180	XP_024004583.1
OG0007702	As003G074430	XP_006411821.1
OG0007703	As003G074580	XP_006411812.1
OG0007704	As003G074820	XP_024005262.1
OG0007705	As003G074990	XP_006411768.1
OG0007706	As003G075150	XP_006411751.1
OG0007707	As003G076310, As007G182140	XP_006411644.1
OG0007708	As004G076700	XP_006403088.1
OG0007709	As004G077200	XP_006405878.1
OG0007710	As004G078010	XP_006405687.2
OG0007711	As004G078720	XP_006410654.1
OG0007712	As004G078790	XP_006410663.1
OG0007713	As004G078900	XP_006410674.1
OG0007714	As004G078920	XP_006417489.2
OG0007715	As004G078940	XP_006415354.1
OG0007716	As004G079590	XP_006400351.1
OG0007717	As004G079720	XP_006410686.1
OG0007718	As004G079760	XP_006410681.1
OG0007719	As004G080100	XP_024009802.1
OG0007720	As004G080430	XP_006397242.1
OG0007721	As004G080950	XP_024009786.1, XP_006409362.2, XP_006401895.2, XP_006397129.1
OG0007722	As004G080990	XP_006415529.1
OG0007723	As004G081130	XP_006410560.1
OG0007724	As004G081250	XP_006410549.1
OG0007725	As004G081340	XP_006410539.1
OG0007726	As004G081410	XP_024016807.1
OG0007727	As004G081420	XP_006410531.1
OG0007728	As004G081720	XP_024003747.1
OG0007729	As004G081790	XP_024003808.1
OG0007730	As004G082240	XP_006403338.1
OG0007731	As004G083650	XP_006397073.1
OG0007732	As004G084180	XP_006396969.1
OG0007733	As004G084400	XP_006396929.1
OG0007734	As004G084650	XP_006396868.1
OG0007735	As004G085160	XP_006396766.1
OG0007736	As004G085390	XP_006396734.1
OG0007737	As004G085640	XP_006396694.1
OG0007738	As004G085990	XP_006396649.1
OG0007739	As004G086010	XP_006400558.1
OG0007740	As004G086080	XP_006396636.1
OG0007741	As004G087040	XP_024011003.1
OG0007742	As004G087600	XP_006398160.1
OG0007743	As004G087870	XP_006398210.1
OG0007744	As004G088070	XP_006398238.1
OG0007745	As004G088360	XP_006398274.1
OG0007746	As004G088470	XP_006398281.1
OG0007747	As004G088590	XP_006398289.1
OG0007748	As004G088700	XP_006398311.1
OG0007749	As004G088750	XP_006398323.1
OG0007750	As004G088970	XP_006398347.1
OG0007751	As009G214560, As004G089000	XP_024012260.1
OG0007752	As004G089070	XP_006398354.2
OG0007753	As004G089120	XP_006398362.1
OG0007754	As004G089510	XP_006398384.1
OG0007755	As004G091350, As004G091390	XP_006398486.1
OG0007756	As004G092060	XP_006395958.1
OG0007757	As009G212100, As004G092180	XP_006395941.1
OG0007758	As004G092630	XP_006415013.1
OG0007760	As004G093780	XP_006418714.1
OG0007761	As004G094050	XP_006414920.1
OG0007762	As004G094850	XP_006414851.1
OG0007763	As004G095370, As011G255340	XP_006414737.1
OG0007764	As004G096450, As011G253760	XP_006406247.1
OG0007765	As004G097770	XP_006405403.1
OG0007766	As004G098220	XP_006405306.1
OG0007767	As004G098420	XP_024014579.1, XP_024014759.1
OG0007769	As005G098880	XP_024010819.1
OG0007770	As005G099130, As005G099110, As005G099120	XP_006397969.1
OG0007771	As005G099200, As005G099190	XP_006397964.1
OG0007772	As005G099560	XP_006397928.1
OG0007773	As005G099660	XP_006397921.1
OG0007774	As005G099730	XP_006397913.1
OG0007775	As005G099750	XP_006397911.1
OG0007776	As005G100460	XP_006397848.1
OG0007777	As005G100520	XP_006397840.1
OG0007778	As005G100880	XP_006397806.1
OG0007779	As005G100990	XP_006397793.1
OG0007780	As005G101010	XP_006397791.1
OG0007781	As005G101040	XP_006397790.1
OG0007782	As005G101070	XP_024010725.1
OG0007783	As005G101080	XP_006397786.1
OG0007784	As005G101160	XP_006397759.1
OG0007785	As005G101390	XP_006397747.1
OG0007786	As005G101740	XP_006397721.1
OG0007787	As005G102300	XP_006397665.1, XP_006414077.2
OG0007788	As005G102800	XP_024010733.1
OG0007789	As005G103080	XP_024010744.1
OG0007790	As005G103160	XP_006397578.1
OG0007791	As005G103300	XP_006397562.1
OG0007792	As005G104450	XP_024016824.1
OG0007793	As005G104780	XP_006411518.1
OG0007794	As005G105020	XP_006411464.1
OG0007795	As005G105180	XP_006411480.1
OG0007796	As005G106420, As006G142140	XP_006398602.1
OG0007797	As005G106670	XP_006398622.1
OG0007798	As005G106860	XP_006398640.1
OG0007799	As005G106980	XP_006398654.1
OG0007800	As005G107100	XP_006398664.1
OG0007801	As005G107440	XP_006398699.1
OG0007802	As005G107540	XP_006398707.1
OG0007803	As005G107580	XP_006398711.1
OG0007804	As005G107590	XP_024011815.1
OG0007805	As005G107780	XP_006398729.1
OG0007806	As005G108810, As005G107820	XP_006398842.1, XP_024009640.1
OG0007807	As005G108000	XP_006398758.2
OG0007808	As005G108770	XP_006398838.1
OG0007809	As005G108920	XP_024012656.1
OG0007810	As005G109140, As005G108940	XP_006398868.1
OG0007811	As005G109220	XP_006398874.1
OG0007812	As005G109340	XP_024012504.1
OG0007813	As005G109430	XP_024011775.1
OG0007814	As005G109910	XP_006400499.1
OG0007815	As005G109990	XP_024011773.1
OG0007816	As005G110060	XP_006400532.1
OG0007817	As005G111960	XP_006400623.1
OG0007818	As005G112250	XP_024011494.1
OG0007819	As005G112500	XP_006400670.1
OG0007820	As008G198270, As005G112570	XP_006400676.1
OG0007821	As005G112620	XP_006400681.1
OG0007822	As005G112660	XP_024011563.1
OG0007823	As005G113030	XP_006400704.1
OG0007824	As005G113460	XP_006400751.1
OG0007825	As005G113670	XP_006400783.1
OG0007826	As005G113900	XP_024011517.1
OG0007827	As005G114010	XP_024011577.1
OG0007828	As005G114200	XP_006400840.1
OG0007829	As005G114470	XP_006400871.1
OG0007830	As005G114630	XP_006400892.1
OG0007831	As005G114930	XP_006400926.1
OG0007832	As005G115250	XP_024012540.1
OG0007833	As005G115820	XP_006401014.1
OG0007834	As005G115970	XP_006401031.2
OG0007835	As005G116020	XP_006394311.1
OG0007836	As005G116110	XP_006394305.1
OG0007837	As005G116120	XP_024007142.1
OG0007838	As005G116370	XP_006394273.2
OG0007840	As005G116920	XP_006394218.2
OG0007842	As005G117540	XP_024006793.1, XP_024006791.1
OG0007843	As005G117680	XP_006394126.1
OG0007844	As005G117830	XP_006394109.1
OG0007845	As005G117850	XP_006394106.1
OG0007846	As005G118320	XP_006394062.1
OG0007847	As005G118350	XP_006394057.1
OG0007849	As005G118720	XP_006393999.1
OG0007850	As005G118730	XP_006393998.1
OG0007851	As005G118830	XP_006393988.1
OG0007852	As005G119030	XP_006393967.1
OG0007853	As005G119260	XP_006393935.1
OG0007854	As005G119330, As010G221280	XP_006393928.1
OG0007855	As005G119420	XP_024007489.1
OG0007857	As005G120310	XP_006393841.1
OG0007858	As005G120510	XP_006403947.1
OG0007859	As005G120540	XP_006393831.2
OG0007860	As006G121250	XP_006396267.1
OG0007861	As006G121380	XP_024009839.1
OG0007862	As006G121780	XP_024010128.1
OG0007863	As006G122040	XP_006396307.1
OG0007864	As006G122090	XP_006396314.1
OG0007865	As006G122370	XP_006396344.1
OG0007866	As006G122570	XP_006396363.1
OG0007867	As006G122920	XP_006396409.1
OG0007868	As006G123080	XP_006396433.1
OG0007869	As006G123110	XP_006396437.1
OG0007870	As006G123140	XP_006396441.1
OG0007871	As006G123520	XP_006396485.1
OG0007872	As006G123570	XP_024010069.1
OG0007873	As006G123810	XP_006396530.1
OG0007874	As006G123990	XP_006396551.1
OG0007875	As006G124350	XP_006403130.1
OG0007876	As006G124670	XP_006403165.2
OG0007877	As006G125220	XP_006403265.1
OG0007878	As006G125270	XP_006410485.1
OG0007879	As006G125310, As008G196130	XP_006410480.1
OG0007880	As006G125650	XP_006410363.1
OG0007882	As006G125690	XP_006410359.1
OG0007883	As006G126070	XP_006410435.1
OG0007884	As006G126120	XP_024004109.1
OG0007885	As008G194640, As006G126930	XP_006410311.1
OG0007887	As006G127530	XP_006410239.1
OG0007888	As006G127650	XP_006410215.1
OG0007889	As006G127680	XP_006410200.1
OG0007890	As006G127730, As008G193570	XP_006417905.1
OG0007891	As006G127810	XP_024004280.1
OG0007892	As006G128030	XP_006410156.2
OG0007893	As006G128140	XP_006410118.1
OG0007894	As006G128170	XP_006410122.1
OG0007895	As006G128290	XP_006410141.1
OG0007896	As006G128450	XP_006417841.1
OG0007897	As006G128460	XP_006410060.1
OG0007898	As006G129430	XP_006409911.1
OG0007899	As006G129440	XP_006409909.1
OG0007900	As006G129790	XP_006409871.1
OG0007901	As006G129830	XP_006409866.1
OG0007902	As006G129940	XP_006409855.1
OG0007903	As006G130240	XP_024016769.1
OG0007904	As006G130560	XP_006408675.1
OG0007905	As006G131190	XP_006397367.1
OG0007906	As006G131510	XP_006399116.1
OG0007907	As006G131650	XP_006408756.2
OG0007908	As006G131740	XP_006408789.1
OG0007909	As006G132380	XP_006413079.1
OG0007910	As006G132570	XP_006413105.1
OG0007911	As006G132860, As009G200510	XP_006399992.1
OG0007912	As006G133110	XP_006408520.2
OG0007913	As006G133400	XP_006399920.1
OG0007914	As006G133970	XP_006405943.1
OG0007915	As006G134170	XP_006413177.1
OG0007916	As006G134830	XP_006408472.1
OG0007917	As006G134870	XP_006408467.1
OG0007918	As006G134890, As009G201310	XP_006400046.1
OG0007919	As006G135130	XP_006408444.1
OG0007920	As006G135370	XP_006408423.1
OG0007921	As006G135670	XP_006408396.1
OG0007922	As006G135800	XP_006408382.1
OG0007923	As006G135880	XP_006408370.1
OG0007924	As006G136110	XP_006408342.1
OG0007925	As009G203430, As006G136480	XP_006408302.1
OG0007926	As006G136880	XP_006408267.1
OG0007927	As006G137360	XP_024015745.1
OG0007928	As006G137900	XP_024015077.1
OG0007929	As006G137940	XP_006408159.1
OG0007930	As006G138110	XP_006408137.1
OG0007931	As006G138210	XP_006408113.1
OG0007932	As006G138340	XP_006408126.1
OG0007933	As009G206580, As006G138430	XP_006408107.1
OG0007934	As006G138470	XP_006408102.1
OG0007935	As006G138630	XP_006408089.1
OG0007936	As006G138780	XP_006408063.1
OG0007937	As006G138840	XP_006408072.1
OG0007938	As006G139070	XP_006408040.1
OG0007939	As006G139390	XP_006408009.2
OG0007940	As006G139520	XP_006407994.1
OG0007941	As006G139700	XP_006407979.1
OG0007942	As006G140130	XP_006407940.1
OG0007943	As006G140180	XP_006407934.1
OG0007944	As006G140200	XP_006407932.1
OG0007945	As006G140220	XP_006407930.1
OG0007946	As006G140240	XP_006407928.1
OG0007947	As006G140250	XP_006407927.1
OG0007948	As006G140690	XP_006395131.1
OG0007949	As006G140810	XP_006407867.1
OG0007950	As006G141050	XP_006407848.1
OG0007951	As006G141220	XP_006407826.1
OG0007952	As006G141400	XP_006407810.1
OG0007953	As006G141490	XP_006407801.1
OG0007955	As006G141690	XP_006407778.1
OG0007956	As006G141840	XP_006407767.1
OG0007957	As006G142100	XP_024015163.1
OG0007958	As006G142770	XP_024003889.1
OG0007959	As006G142800	XP_006411268.1
OG0007960	As006G142820	XP_006411265.1
OG0007961	As006G142990	XP_006411242.1
OG0007962	As006G143150	XP_024003773.1
OG0007963	As006G143540	XP_006411178.1
OG0007964	As006G144270	XP_024004187.1
OG0007965	As006G144610	XP_006410777.1
OG0007966	As006G144640	XP_006410781.1
OG0007967	As006G144730	XP_006410793.1
OG0007968	As006G145060	XP_006410822.1
OG0007969	As006G145090	XP_006410825.2
OG0007970	As006G145230	XP_006410845.1
OG0007971	As006G145480	XP_006410868.1
OG0007972	As006G145520	XP_024004149.1, XP_006410874.1
OG0007973	As006G145690	XP_024016761.1
OG0007974	As006G145840	XP_006410900.1
OG0007975	As006G146570	XP_024004192.1
OG0007976	As006G146760	XP_006410959.1
OG0007977	As006G146800	XP_006410965.1
OG0007978	As006G146960	XP_006410986.1
OG0007979	As006G147600	XP_006411012.1
OG0007980	As006G147980	XP_024003840.1
OG0007981	As006G148510	XP_006411050.1
OG0007982	As006G149020	XP_006410748.1
OG0007983	As007G152010	XP_006416910.1
OG0007984	As007G152770	XP_006416834.1
OG0007985	As007G153170	XP_006416785.1
OG0007986	As007G154300	XP_006416664.1
OG0007987	As007G154490	XP_006416616.1
OG0007988	As007G154580	XP_006416629.1
OG0007989	As007G154780	XP_006416611.1
OG0007990	As007G154790	XP_024008378.1
OG0007991	As007G154880	XP_006416600.1
OG0007992	As007G155060	XP_024008156.1
OG0007993	As007G155110	XP_006416581.1
OG0007994	As007G155270	XP_006416559.1
OG0007995	As007G155640	XP_024009192.1
OG0007996	As007G155660	XP_006416520.1
OG0007997	As010G238350, As007G155760	XP_006416504.1
OG0007998	As007G155800	XP_006416501.1
OG0007999	As007G156060	XP_024008790.1
OG0008000	As007G156070	XP_006416456.1
OG0008001	As007G156150	XP_024008596.1
OG0008002	As007G156350	XP_006416424.1
OG0008003	As007G156480	XP_024008838.1
OG0008004	As007G156880	XP_006416357.1
OG0008005	As010G237040, As007G156900	XP_006390197.1
OG0008006	As007G157040	XP_024008985.1
OG0008007	As007G157260	XP_006416313.1
OG0008008	As010G236370, As007G157380	XP_006416300.1
OG0008009	As007G157410	XP_006416298.1
OG0008010	As007G157420, As010G236320	XP_006390122.1
OG0008011	As007G157440	XP_006416295.1
OG0008012	As007G157580	XP_006416287.1
OG0008013	As007G157670	XP_006416279.1
OG0008014	As007G158270	XP_006416216.1
OG0008015	As007G158330	XP_006416209.1
OG0008016	As007G158540	XP_006416193.1
OG0008017	As007G158630	XP_006416180.1
OG0008018	As007G159200	XP_024008538.1
OG0008019	As007G159590	XP_006416083.1
OG0008020	As010G233280, As007G159740	XP_006416055.1
OG0008021	As007G160100	XP_006416012.1
OG0008022	As007G161140	XP_006415890.1
OG0008023	As007G161150	XP_006415888.1
OG0008024	As007G161220	XP_006415880.1
OG0008025	As007G161500	XP_006391178.1
OG0008026	As007G161840	XP_006415810.1
OG0008027	As007G162140	XP_006415780.1
OG0008028	As007G162150	XP_006415781.1
OG0008029	As007G162260	XP_006415762.1
OG0008030	As007G162670	XP_024005869.1
OG0008031	As007G162730	XP_024005402.1
OG0008032	As007G162780	XP_006413447.1
OG0008033	As007G162970	XP_006413422.1
OG0008034	As007G163040	XP_006413415.1
OG0008035	As007G164310	XP_006413350.1
OG0008036	As007G164390	XP_006413338.1
OG0008037	As007G164580	XP_006413325.1
OG0008038	As007G164690	XP_006413318.1
OG0008039	As007G164750	XP_006413316.1
OG0008040	As007G166640	XP_006413024.1
OG0008041	As007G166690	XP_006413011.1
OG0008042	As007G177540	XP_006405047.1
OG0008043	As007G177920	XP_024014058.1
OG0008044	As007G178190, As007G178250	XP_024014336.1
OG0008045	As007G179570	XP_006404820.1
OG0008046	As007G179800	XP_006390444.1
OG0008047	As007G179960	XP_006404740.1
