Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0007322	As012G273370	g36369
OG0007323	As012G273780	g36322
OG0007324	As012G273920	g54063
OG0007325	As012G274190, As012G274180, As012G274200	g54024
OG0007326	As012G274270	g24366, g24375
OG0007327	As012G274300	g17593, g47141
OG0007328	As012G274620	g47128
OG0007329	As012G274940	g51474
OG0007330	As012G274960	g51471
OG0007331	As012G275610	g2433
OG0007332	As012G275630	g2431, g19278
OG0007333	As012G275870	g19262
OG0007334	As012G276020	g19242
OG0007335	As012G276040	g19241
OG0007336	As012G276720	g19208
OG0007337	As012G278680	g19289, g2456
OG0007338	As012G279050	g19294
OG0007339	As012G279530	g2292, g11298
OG0007340	As012G280270	g2276
OG0007341	As012G280940	g2246, g19131
OG0007342	As012G281940	g19083, g2195
OG0007343	As012G282120	g23266, g16918
OG0007344	As012G282270	g19061
OG0007345	As012G282960	g2141
OG0007346	As012G283280	g2059
OG0007347	As012G284950	g18940, g1992
OG0007348	As012G284980	g18938, g1995
OG0007349	As012G285660	g2029
OG0007350	As012G286720	g18805
OG0007351	As012G286820	g1893
OG0007352	As012G287380	g1868
OG0007353	As012G288010	g1524, g18682
OG0007354	As012G288070	g1776
OG0007355	As012G289070	g18770
OG0007413	As001G000150	g17051, g23567
OG0007414	As001G000370	g23550, g47675
OG0007415	As001G000390	g23548, g17040
OG0007416	As001G000570	g47677
OG0007417	As001G000650	g23531
OG0007418	As001G000730	g47682
OG0007420	As001G001520	g23459, g17002
OG0007421	As001G001720	g23457
OG0007422	As001G001890	g47724
OG0007423	As001G002040	g23439
OG0007424	As001G002290	g47739
OG0007425	As001G002640	g47752
OG0007426	As001G003380	g23350, g47769
OG0007427	As001G003490	g47777, g16959
OG0007428	As001G003640	g47781
OG0007429	As001G003690	g47782, g16955
OG0007430	As001G003780	g23321
OG0007431	As001G003800	g16951
OG0007432	As001G003990	g23309, g16946
OG0007433	As006G131030, As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130	g40155
OG0007434	As001G004660	g23282
OG0007435	As001G004670	g23281
OG0007436	As001G004700	g47804
OG0007437	As001G004730	g16929
OG0007438	As001G004880	g53374, g36754
OG0007439	As001G005170	g23260
OG0007440	As001G006410	g23247
OG0007441	As001G009850	g47840
OG0007442	As001G010220	g23204
OG0007443	As001G010250, As001G015350	g23180
OG0007444	As001G010280, As001G015340	g23181
OG0007445	As001G012310	g23155
OG0007446	As001G012840	g23116
OG0007448	As001G013680	g23137
OG0007449	As001G013720	g47863
OG0007450	As001G013760	g23140
OG0007451	As001G014130	g23086, g47880
OG0007452	As001G014200, As011G263190	g23083
OG0007453	As001G014260	g47883
OG0007454	As001G014280	g23075
OG0007455	As001G014480	g23047
OG0007456	As001G014770	g23038
OG0007457	As001G015760, As001G015770	g27757
OG0007458	As001G016010, As004G079130	g50599
OG0007459	As001G016030	g27736
OG0007460	As001G016440	g27722
OG0007462	As001G016680	g50630
OG0007463	As001G016740	g32597
OG0007464	As001G017540	g47183
OG0007465	As001G017760	g24327
OG0007466	As001G018070	g24355, g2666
OG0007467	As001G018240	g17590
OG0007468	As001G018360	g43827
OG0007469	As001G018600	g41135
OG0007470	As001G019110	g24448
OG0007471	As001G019140	g41105
OG0007473	As001G019690	g41062
OG0007474	As001G020310	g49726
OG0007475	As001G021380	g40983
OG0007476	As001G021500	g40977
OG0007477	As008G186460, As001G021550	g27142
OG0007478	As001G021730	g40961
OG0007479	As001G021870	g40946
OG0007480	As001G021900	g44195
OG0007481	As001G022200	g10829
OG0007482	As001G022300	g51421
OG0007483	As001G022400	g10810
OG0007484	As001G022940, As009G212260	g10761
OG0007485	As001G022980, As008G182690	g31550
OG0007486	As001G023750	g16698
OG0007487	As001G023850	g10678
OG0007488	As001G023910	g10674, g16694
OG0007489	As001G024010	g10668
OG0007490	As001G024150	g10659
OG0007493	As001G024800	g10610
OG0007495	As001G025310	g10573
OG0007496	As001G025350	g1590
OG0007497	As001G025690	g10545
OG0007498	As001G025820	g10533
OG0007499	As001G025890	g10528
OG0007501	As001G026080	g10513
OG0007502	As001G026090	g10512
OG0007503	As001G026280	g10495
OG0007504	As001G026630, As001G026650	g10462
OG0007506	As001G027720	g10365
OG0007507	As001G027870	g16904
OG0007508	As001G027900	g10350
OG0007509	As001G028100	g10321
OG0007510	As001G028260	g41777
OG0007511	As001G028440	g41818
OG0007512	As001G028570	g44970
OG0007513	As001G029040	g45018
OG0007514	As001G029070	g45021
OG0007515	As001G029280	g45049
OG0007516	As001G029510	g45091
OG0007517	As009G203740	g29012
OG0007518	As001G030360	g40749
OG0007519	As001G030410	g36693
OG0007520	As001G030810	g40819
OG0007521	As001G030970	g40806
OG0007522	As001G031230	g40783
OG0007523	As001G031450	g40847
OG0007524	As003G064110, As001G031470	g45107
OG0007525	As001G031600	g40855
OG0007526	As001G031670	g44244, g40864
OG0007527	As001G032080	g40903
OG0007528	As001G032120	g40912, g44225
OG0007529	As001G032210	g40924, g37947
OG0007530	As002G032330	g7293
OG0007531	As002G032350	g7295
OG0007532	As002G032360	g7300
OG0007533	As002G039160	g7307
OG0007534	As002G032470	g17115, g17070
OG0007535	As002G032510	g23734, g17150
OG0007536	As002G032610	g47566
OG0007537	As002G032670	g47572
OG0007538	As002G033640	g51955
OG0007539	As002G033720	g37366
OG0007540	As002G033740	g51947, g38146
OG0007541	As002G034000	g13021
OG0007542	As002G034010	g13015
OG0007543	As002G034070	g7510
OG0007544	As002G034350	g13050
OG0007545	As002G034380	g13054, g7484
OG0007546	As002G034700	g13061
OG0007547	As002G034850	g7466
OG0007548	As002G035160, As002G035170	g45368
OG0007549	As002G035190	g12387
OG0007550	As002G035290	g13070
OG0007551	As002G035580	g7436
OG0007552	As002G035940, As002G035880	g7427
OG0007553	As002G035980	g5681, g29785
OG0007554	As002G036350	g7413, g12355
OG0007555	As002G036990	g12331
OG0007556	As002G037160	g12327
OG0007557	As002G037210	g12322, g7384
OG0007558	As002G037380	g12320
OG0007559	As002G037460	g7369
OG0007560	As002G037530	g7364
OG0007561	As002G037550	g7359
OG0007562	As002G037620	g13124
OG0007563	As002G037770	g17064
OG0007564	As002G037980	g12298, g7343
OG0007565	As002G038000	g12297, g13129
OG0007566	As002G038170	g7341
OG0007568	As002G038890	g12286
OG0007569	As002G039630	g47872, g18201
OG0007570	As002G040500	g1468
OG0007571	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330	g10915
OG0007572	As002G041540, As003G065590	g54003
OG0007573	As002G042350	g28285
OG0007574	As002G042420	g1382
OG0007575	As002G042580	g1369
OG0007576	As002G042650	g28296
OG0007577	As002G042750	g18151
OG0007578	As002G044270	g882
OG0007579	As002G044710	g41280
OG0007581	As002G044880	g28405
OG0007582	As002G044950	g28400
OG0007583	As002G044990	g28397, g41255
OG0007584	As002G045050	g41282
OG0007585	As002G045160	g28421
OG0007586	As002G045510	g28456
OG0007587	As002G045650	g940, g28448
OG0007588	As002G046150	g956
OG0007589	As002G046360	g28488, g39413
OG0007590	As002G046700	g28496
OG0007591	As002G047370	g39367, g28521
OG0007592	As002G047630, As006G134350	g28530
OG0007593	As002G047840	g1046
OG0007594	As002G047940	g28548
OG0007595	As002G048210, As008G185900	g27158
OG0007596	As002G048580	g28575
OG0007598	As002G048710	g28596
OG0007599	As002G048760	g28794, g28601
OG0007600	As002G049080	g39307
OG0007601	As002G049130	g28641
OG0007602	As002G049330	g28650
OG0007603	As002G049470	g1139, g28660
OG0007604	As002G049960	g1155
OG0007605	As002G050100	g10146
OG0007606	As002G050240	g5273
OG0007607	As007G162250, As002G050510	g5289
OG0007608	As002G050580	g29375, g45610
OG0007609	As002G050630	g29373, g5293
OG0007610	As002G050750	g29389
OG0007611	As002G050880	g45597
OG0007612	As002G050980	g45589
OG0007613	As002G051150	g5326, g45585
OG0007614	As002G051200	g5331
OG0007615	As002G051310	g29420
OG0007616	As002G051480	g5350
OG0007617	As002G051800	g5371, g29443
OG0007618	As002G051820	g5372, g29445, g45568
OG0007619	As002G052020	g29449
OG0007620	As002G052200	g29467, g5392
OG0007621	As002G052610	g5405
OG0007622	As002G054000	g5470
OG0007623	As002G054180	g45504, g5486
OG0007624	As002G054260	g29577
OG0007625	As002G054330	g29581
OG0007626	As002G054700	g45493
OG0007627	As002G054730	g5515
OG0007628	As002G054930	g29604
OG0007629	As002G055450	g5555
OG0007630	As002G055510	g5562
OG0007631	As003G055770, As004G091120	g47206
OG0007632	As003G056210	g47240
OG0007633	As003G056350	g47248, g24229
OG0007634	As003G056410	g24226
OG0007635	As003G056470	g24223, g17496
OG0007637	As003G057290	g13150, g40428
OG0007638	As003G057330	g47292
OG0007639	As003G057410	g17453
OG0007640	As003G057600	g47300
OG0007641	As003G057780	g17425, g24128
OG0007642	As003G058150	g24079
OG0007643	As004G087160	g40514
OG0007645	As003G058640	g47344
OG0007646	As003G058900	g47355
OG0007647	As004G086180, As003G059420	g25544
OG0007648	As003G059450	g47375
OG0007649	As003G059710	g23990
OG0007650	As003G060110	g17309
OG0007651	As003G060230	g23969
OG0007652	As003G060310	g47413
OG0007653	As003G060380	g17302
OG0007654	As003G060510	g17294
OG0007655	As003G060590	g23949
OG0007656	As003G060680, As004G085030	g17282
OG0007657	As003G060890	g23933
OG0007658	As003G061000	g47450
OG0007659	As003G061020	g47451, g23918
OG0007660	As003G061680	g23884
OG0007661	As003G061830	g23878
OG0007662	As003G062020	g23860
OG0007663	As003G062600, As004G083690	g50683
OG0007664	As003G062640	g50690
OG0007665	As003G062770	g32666
OG0007666	As003G063120	g32730
OG0007667	As003G063470	g50756, g32837
OG0007668	As003G064170	g27921
OG0007669	As003G064450	g53907, g35965
OG0007670	As003G065430	g36262
OG0007671	As003G065880	g53983
OG0007672	As003G066810	g54016
OG0007673	As003G067020, As008G191680	g7576
OG0007675	As003G068870	g32331
OG0007677	As003G069090	g32350, g50473
OG0007678	As003G069190	g50486, g32356
OG0007679	As003G069840	g32389
OG0007681	As003G070870	g27700
OG0007682	As003G071260, As012G274930	g27710
OG0007683	As003G071280	g32487
OG0007684	As003G071350	g32492
OG0007685	As003G071760	g22993
OG0007686	As003G071850, As010G236490	g29839
OG0007687	As003G072110	g18235
OG0007688	As003G072240	g47946
OG0007689	As003G072290	g22961
OG0007690	As003G072520	g47965, g22938
OG0007693	As003G072960	g22902
OG0007694	As003G073210	g47979
OG0007695	As007G179490, As003G073250	g38431
OG0007696	As003G073340	g22870
OG0007698	As003G073980	g22818
OG0007699	As003G074030	g22814
OG0007700	As003G074040	g22812
OG0007701	As003G074180	g18287
OG0007702	As003G074430	g22787
OG0007703	As003G074580	g22779
OG0007704	As003G074820	g22747
OG0007705	As003G074990	g22732
OG0007706	As003G075150	g22713
OG0007707	As003G076310, As007G182140	g18354
OG0007708	As004G076700	g46880
OG0007709	As004G077200	g16745
OG0007710	As004G078010	g43901
OG0007711	As004G078720	g37118
OG0007712	As004G078790	g37122
OG0007713	As004G078900	g37993
OG0007714	As004G078920	g31238, g27106
OG0007715	As004G078940	g27754
OG0007716	As004G079590	g41491
OG0007717	As004G079720	g51509
OG0007718	As004G079760	g51506, g37999
OG0007719	As004G080100	g40266
OG0007720	As004G080430	g40241
OG0007721	As004G080950	g40215
OG0007722	As004G080990	g32423
OG0007723	As004G081130	g51430
OG0007724	As004G081250	g51413
OG0007725	As004G081340	g51405
OG0007726	As004G081410	g51400
OG0007727	As004G081420	g51399
OG0007728	As004G081720	g51366
OG0007729	As004G081790	g37065
OG0007730	As004G082240	g11141
OG0007731	As004G083650	g40306
OG0007732	As004G084180	g40343
OG0007733	As004G084400	g40356, g25728
OG0007734	As004G084650	g25690
OG0007735	As004G085160	g25603
OG0007736	As004G085390	g40416
OG0007737	As004G085640	g40436
OG0007738	As004G085990	g25556, g40457
OG0007739	As004G086010	g687
OG0007740	As004G086080	g40460
OG0007741	As004G087040	g40504
OG0007742	As004G087600	g11009
OG0007743	As004G087870	g10986
OG0007744	As004G088070	g10979, g40569
OG0007745	As004G088360	g10963
OG0007746	As004G088470	g40594, g10960
OG0007747	As004G088590	g40600
OG0007748	As004G088700	g40607
OG0007749	As004G088750	g10949
OG0007750	As004G088970	g10941
OG0007751	As009G214560, As004G089000	g29788
OG0007752	As004G089070	g10938, g4617
OG0007753	As004G089120	g40641
OG0007754	As004G089510	g40666
OG0007755	As004G091350, As004G091390	g10833
OG0007756	As004G092060	g46872
OG0007757	As009G212100, As004G092180	g46865
OG0007758	As004G092630	g4052
OG0007759	As004G093490, As011G257150	g11675
OG0007760	As004G093780	g11701, g13513
OG0007761	As004G094050	g46988, g26202, g26237
OG0007762	As004G094850	g24594
OG0007763	As004G095370, As011G255340	g47043, g36161, g24535
OG0007764	As004G096450, As011G253760	g47103
OG0007765	As004G097770	g46654
OG0007766	As004G098220	g16771
OG0007767	As004G098420	g16759
OG0007768	As004G098510	g44477
OG0007769	As005G098880	g50837
OG0007770	As005G099130, As005G099110, As005G099120	g37751
OG0007771	As005G099200, As005G099190	g50834
OG0007772	As005G099560	g50823
OG0007773	As005G099660	g50818
OG0007774	As005G099730	g50815
OG0007776	As005G100460	g50786, g37673
OG0007777	As005G100520	g50781
OG0007778	As005G100880	g37649
OG0007779	As005G100990	g37643
OG0007780	As005G101010	g52294
OG0007781	As005G101040	g37642
OG0007782	As005G101070	g37641
OG0007783	As005G101080	g37640
OG0007784	As005G101160	g37635
OG0007785	As005G101390	g37621
OG0007786	As005G101740	g37608
OG0007787	As005G102300	g52196
OG0007788	As005G102800	g52165
OG0007789	As005G103080	g37531
OG0007790	As005G103160	g52157
OG0007791	As005G103300	g52141
OG0007792	As005G104450	g37469
OG0007793	As005G104780	g52062
OG0007794	As005G105020	g52020
OG0007795	As005G105180	g52039
OG0007796	As005G106420, As006G142140	g5843
OG0007797	As005G106670	g5825
OG0007798	As005G106860	g5816
OG0007799	As005G106980	g5806
OG0007800	As005G107100	g45304
OG0007801	As005G107440	g29856
OG0007802	As005G107540	g5785
OG0007803	As005G107580	g45316
OG0007804	As005G107590	g45317
OG0007805	As005G107780	g5779
OG0007806	As005G108810, As005G107820	g5714, g29816
OG0007807	As005G108000	g5759
OG0007808	As005G108770	g5716, g45373
OG0007809	As005G108920	g29807
OG0007810	As005G109140, As005G108940	g45390
OG0007811	As005G109220	g5699, g29801
OG0007812	As005G109340	g29800
OG0007813	As005G109430	g29796
OG0007814	As005G109910	g29113
OG0007815	As005G109990	g41420
OG0007816	As005G110060	g28977
OG0007817	As005G111960	g28926
OG0007818	As005G112250	g28918
OG0007819	As005G112500	g41379
OG0007820	As008G198270, As005G112570	g746
OG0007821	As005G112620	g28904, g756
OG0007822	As005G112660	g759
OG0007823	As005G113030	g41365
OG0007824	As005G113460	g798
OG0007825	As005G113670	g28862, g811
OG0007826	As005G113900	g28850
OG0007827	As005G114010	g41331
OG0007828	As005G114200	g41328
OG0007829	As005G114470	g28803
OG0007830	As005G114630	g1299
OG0007831	As005G114930	g39225, g1284
OG0007832	As005G115250	g45088, g1251
OG0007833	As005G115820	g1239
OG0007834	As005G115970	g39264
OG0007835	As005G116020	g318, g9825
OG0007836	As005G116110	g314
OG0007837	As005G116120	g18631
OG0007838	As005G116370	g9814
OG0007839	As005G116540	g28589
OG0007840	As005G116920	g9793
OG0007841	As005G117000	g9790
OG0007842	As005G117540	g36015, g18644, g36014
OG0007843	As005G117680	g9750, g212
OG0007844	As005G117830	g9745
OG0007845	As005G117850	g9743
OG0007846	As005G118320	g9722
OG0007847	As005G118350	g9721
OG0007848	As005G118400	g45533
OG0007849	As005G118720	g9699
OG0007850	As005G118730	g141
OG0007851	As005G118830	g129
OG0007852	As005G119030	g9684, g110
OG0007853	As005G119260	g87
OG0007854	As005G119330, As010G221280	g81
OG0007855	As005G119420	g9667, g74
OG0007857	As005G120310	g28
OG0007858	As005G120510	g19323
OG0007859	As005G120540	g9629
OG0007860	As006G121250	g25371
OG0007861	As006G121380	g25368
OG0007862	As006G121780	g39487
OG0007863	As006G122040	g25400
OG0007864	As006G122090	g45261
OG0007865	As006G122370	g39494
OG0007866	As006G122570	g25423
OG0007867	As006G122920	g39538
OG0007868	As006G123080	g39554
OG0007869	As006G123110	g39557
OG0007870	As006G123140	g25464
OG0007871	As006G123520	g39603
OG0007872	As006G123570	g25487
OG0007873	As006G123810	g39631
OG0007874	As006G123990	g25510, g39637
OG0007875	As006G124350	g39677
OG0007876	As006G124670	g39699
OG0007877	As006G125220	g39738
OG0007878	As006G125270	g39742
OG0007879	As006G125310, As008G196130	g51352
OG0007880	As006G125650	g39790
OG0007881	As006G125670	g39789
OG0007882	As006G125690	g51297
OG0007883	As006G126070	g39761
OG0007884	As006G126120	g51299
OG0007885	As008G194640, As006G126930	g51269
OG0007887	As006G127530	g39868
OG0007888	As006G127650	g39878
OG0007889	As006G127680	g39879
OG0007891	As006G127810	g39890, g39889
OG0007892	As006G128030	g39909, g51213
OG0007893	As006G128140	g39917
OG0007894	As006G128170	g51201
OG0007895	As006G128290	g51193
OG0007896	As006G128450	g26996
OG0007897	As006G128460	g39952
OG0007898	As006G129430	g51098
OG0007899	As006G129440	g40000
OG0007900	As006G129790	g51078
OG0007901	As006G129830	g40036
OG0007902	As006G129940	g40046
OG0007903	As006G130240	g40080
OG0007904	As006G130560	g40141
OG0007905	As006G131190	g40175
OG0007907	As006G131650	g38279, g36807
OG0007908	As006G131740	g38291
OG0007909	As006G132380	g23638, g17089
OG0007910	As006G132570	g23655
OG0007911	As006G132860, As009G200510	g29287, g5162
OG0007912	As006G133110	g12716
OG0007914	As006G133970	g16736
OG0007915	As006G134170	g23696
OG0007916	As006G134830	g12741
OG0007917	As006G134870	g7918
OG0007918	As006G134890, As009G201310	g29261
OG0007919	As006G135130	g7901
OG0007920	As006G135370	g7880, g6215, g12685
OG0007921	As006G135670	g12679
OG0007922	As006G135800	g12671
OG0007923	As006G135880	g7848
OG0007924	As006G136110	g12659
OG0007925	As009G203430, As006G136480	g7824, g12634
OG0007926	As006G136880	g12622, g12790
OG0007927	As006G137360	g12612, g7790
OG0007928	As006G137900	g12815
OG0007929	As006G137940	g12589, g7743
OG0007930	As006G138110	g12833, g7736
OG0007931	As006G138210	g7719, g12842
OG0007932	As006G138340	g7725, g42578, g12835
OG0007934	As006G138470	g12847
OG0007935	As006G138630	g12857
OG0007937	As006G138840	g12864
