Orthogroup	Aethionema_saxatile	Brassica_oleracea
OG0007807	As005G108000	XP_013607172.1, XP_013616638.1
OG0007808	As005G108770	XP_013609779.1, XP_013626452.1
OG0007809	As005G108920	XP_013620671.1, XP_013610482.1
OG0007810	As005G109140, As005G108940	XP_013620673.1, XP_013619859.1, XP_013609980.1
OG0007811	As005G109220	XP_013613023.1, XP_013619563.1
OG0007812	As005G109340	XP_013623527.1
OG0007813	As005G109430	XP_013623664.1, XP_013609374.1
OG0007814	As005G109910	XP_013620497.1, XP_013611249.1
OG0007815	As005G109990	XP_013616882.1, XP_013611108.1, XP_013630524.1
OG0007816	As005G110060	XP_013619942.1, XP_013611248.1
OG0007817	As005G111960	XP_013620435.1, XP_013611559.1
OG0007818	As005G112250	XP_013626352.1, XP_013607120.1
OG0007819	As005G112500	XP_013630211.1, XP_013607050.1
OG0007820	As008G198270, As005G112570	XP_013611691.1, XP_013628205.1
OG0007821	As005G112620	XP_013612643.1, XP_013612233.1
OG0007822	As005G112660	XP_013618326.1, XP_013609379.1
OG0007823	As005G113030	XP_013621766.1, XP_013606341.1
OG0007824	As005G113460	XP_013629117.1, XP_013611725.1
OG0007825	As005G113670	XP_013623562.1, XP_013608990.1
OG0007826	As005G113900	XP_013620912.1, XP_013628868.1
OG0007827	As005G114010	XP_013620878.1, XP_013611526.1
OG0007828	As005G114200	XP_013630121.1, XP_013610120.1
OG0007829	As005G114470	XP_013610949.1, XP_013625777.1
OG0007830	As005G114630	XP_013609717.1, XP_013619377.1
OG0007831	As005G114930	XP_013621716.1, XP_013621527.1
OG0007833	As005G115820	XP_013626275.1, XP_013612845.1
OG0007834	As005G115970	XP_013626308.1, XP_013619362.1
OG0007835	As005G116020	XP_013626813.1, XP_013612753.1
OG0007836	As005G116110	XP_013620013.1
OG0007837	As005G116120	XP_013629039.1, XP_013613230.1
OG0007838	As005G116370	XP_013623350.1, XP_013612957.1
OG0007840	As005G116920	XP_013622706.1
OG0007841	As005G117000	XP_013618318.1
OG0007842	As005G117540	XP_013624415.1
OG0007843	As005G117680	XP_013625215.1, XP_013610909.1
OG0007844	As005G117830	XP_013606197.1, XP_013625238.1
OG0007845	As005G117850	XP_013630827.1, XP_013620002.1
OG0007846	As005G118320	XP_013613638.1, XP_013622530.1
OG0007847	As005G118350	XP_013628737.1, XP_013613636.1
OG0007848	As005G118400	XP_013622144.1
OG0007849	As005G118720	XP_013613182.1, XP_013622030.1
OG0007850	As005G118730	XP_013623447.1, XP_013618642.1
OG0007851	As005G118830	XP_013629013.1, XP_013611140.1
OG0007852	As005G119030	XP_013623261.1, XP_013612578.1
OG0007853	As005G119260	XP_013618145.1, XP_013606189.1
OG0007854	As005G119330, As010G221280	XP_013617841.1
OG0007855	As005G119420	XP_013593514.1, XP_013608800.1
OG0007857	As005G120310	XP_013606647.1, XP_013593796.1
OG0007858	As005G120510	XP_013595306.1, XP_013604701.1
OG0007859	As005G120540	XP_013607899.1, XP_013607588.1, XP_013595892.1
OG0007860	As006G121250	XP_013628272.1, XP_013613083.1
OG0007861	As006G121380	XP_013621812.1, XP_013611746.1
OG0007862	As006G121780	XP_013625389.1, XP_013612014.1
OG0007863	As006G122040	XP_013611415.1, XP_013628632.1
OG0007864	As006G122090	XP_013612818.1
OG0007865	As006G122370	XP_013619173.1, XP_013607153.1
OG0007866	As006G122570	XP_013610620.1, XP_013627338.1
OG0007867	As006G122920	XP_013606855.1, XP_013630053.1
OG0007868	As006G123080	XP_013621278.1, XP_013612403.1
OG0007869	As006G123110	XP_013606548.1
OG0007870	As006G123140	XP_013612022.1
OG0007871	As006G123520	XP_013606357.1
OG0007872	As006G123570	XP_013608747.1
OG0007873	As006G123810	XP_013611483.1, XP_013621862.1
OG0007874	As006G123990	XP_013628254.1
OG0007875	As006G124350	XP_013616661.1, XP_013599405.1
OG0007876	As006G124670	XP_013594273.1
OG0007877	As006G125220	XP_013597978.1, XP_013621346.1
OG0007878	As006G125270	XP_013631256.1, XP_013631920.1
OG0007879	As006G125310, As008G196130	XP_013631467.1, XP_013631762.1
OG0007880	As006G125650	XP_013627801.1, XP_013634908.1, XP_013635380.1
OG0007881	As006G125670	XP_013626279.1
OG0007882	As006G125690	XP_013622580.1, XP_013630914.1
OG0007883	As006G126070	XP_013630768.1, XP_013637046.1
OG0007884	As006G126120	XP_013633346.1, XP_013627818.1
OG0007885	As008G194640, As006G126930	XP_013635829.1, XP_013636042.1
OG0007887	As006G127530	XP_013632216.1, XP_013631722.1
OG0007888	As006G127650	XP_013636346.1, XP_013631325.1
OG0007890	As006G127730, As008G193570	XP_013585789.1
OG0007891	As006G127810	XP_013622080.1, XP_013636508.1
OG0007892	As006G128030	XP_013630782.1, XP_013636511.1
OG0007893	As006G128140	XP_013626436.1
OG0007894	As006G128170	XP_013634930.1, XP_013634737.1
OG0007895	As006G128290	XP_013634780.1, XP_013635199.1
OG0007896	As006G128450	XP_013603991.1, XP_013603987.1
OG0007897	As006G128460	XP_013622288.1, XP_013637359.1
OG0007898	As006G129430	XP_013631757.1, XP_013632142.1
OG0007899	As006G129440	XP_013633556.1, XP_013634501.1
OG0007900	As006G129790	XP_013628297.1, XP_013635861.1
OG0007901	As006G129830	XP_013635865.1, XP_013634157.1
OG0007902	As006G129940	XP_013634154.1, XP_013631440.1
OG0007903	As006G130240	XP_013636164.1, XP_013629417.1
OG0007904	As006G130560	XP_013636695.1, XP_013636662.1
OG0007905	As006G131190	XP_013636631.1, XP_013636587.1
OG0007906	As006G131510	XP_013609340.1
OG0007907	As006G131650	XP_013625879.1, XP_013603041.1
OG0007908	As006G131740	XP_013604287.1, XP_013636588.1
OG0007909	As006G132380	XP_013617682.1, XP_013598751.1
OG0007910	As006G132570	XP_013595279.1, XP_013617745.1
OG0007911	As006G132860, As009G200510	XP_013620503.1, XP_013610370.1
OG0007912	As006G133110	XP_013627077.1, XP_013585517.1
OG0007913	As006G133400	XP_013627531.1
OG0007914	As006G133970	XP_013626160.1
OG0007915	As006G134170	XP_013603656.1, XP_013599027.1
OG0007916	As006G134830	XP_013635473.1, XP_013637067.1, XP_013584962.1
OG0007917	As006G134870	XP_013587697.1
OG0007918	As006G134890, As009G201310	XP_013612939.1, XP_013628547.1
OG0007919	As006G135130	XP_013584534.1, XP_013625746.1
OG0007920	As006G135370	XP_013634721.1, XP_013584592.1
OG0007921	As006G135670	XP_013630061.1, XP_013633437.1
OG0007922	As006G135800	XP_013583628.1, XP_013626272.1
OG0007923	As006G135880	XP_013584979.1, XP_013632701.1
OG0007924	As006G136110	XP_013636103.1, XP_013584096.1
OG0007925	As009G203430, As006G136480	XP_013638174.1, XP_013630523.1
OG0007926	As006G136880	XP_013630487.1, XP_013586547.1
OG0007927	As006G137360	XP_013638750.1, XP_013620023.1
OG0007928	As006G137900	XP_013613995.1, XP_013613956.1, XP_013628380.1
OG0007929	As006G137940	XP_013616207.1, XP_013613986.1
OG0007930	As006G138110	XP_013638061.1, XP_013629271.1
OG0007931	As006G138210	XP_013586928.1, XP_013629544.1
OG0007932	As006G138340	XP_013585526.1
OG0007933	As009G206580, As006G138430	XP_013587077.1
OG0007934	As006G138470	XP_013584332.1, XP_013623312.1
OG0007935	As006G138630	XP_013587749.1, XP_013584754.1
OG0007936	As006G138780	XP_013637469.1, XP_013625480.1
OG0007937	As006G138840	XP_013629512.1, XP_013638741.1
OG0007938	As006G139070	XP_013639359.1, XP_013625432.1
OG0007939	As006G139390	XP_013584867.1, XP_013626682.1
OG0007940	As006G139520	XP_013626497.1, XP_013584477.1
OG0007941	As006G139700	XP_013623636.1, XP_013587506.1
OG0007942	As006G140130	XP_013621899.1, XP_013583716.1
OG0007943	As006G140180	XP_013585535.1
OG0007944	As006G140200	XP_013622548.1, XP_013638150.1
OG0007945	As006G140220	XP_013622225.1, XP_013587676.1
OG0007946	As006G140240	XP_013621900.1, XP_013584974.1
OG0007947	As006G140250	XP_013586781.1, XP_013622007.1
OG0007948	As006G140690	XP_013621364.1, XP_013610199.1
OG0007949	As006G140810	XP_013589510.1, XP_013583446.1
OG0007950	As006G141050	XP_013587238.1, XP_013622282.1
OG0007951	As006G141220	XP_013628393.1, XP_013637847.1
OG0007952	As006G141400	XP_013586532.1, XP_013619924.1
OG0007953	As006G141490	XP_013584589.1, XP_013639383.1
OG0007954	As006G141500	XP_013583894.1
OG0007955	As006G141690	XP_013636093.1
OG0007956	As006G141840	XP_013584763.1, XP_013628391.1
OG0007957	As006G142100	XP_013629912.1, XP_013617186.1
OG0007958	As006G142770	XP_013627002.1, XP_013634907.1
OG0007959	As006G142800	XP_013622896.1
OG0007960	As006G142820	XP_013621777.1, XP_013636938.1
OG0007961	As006G142990	XP_013631632.1, XP_013626697.1
OG0007962	As006G143150	XP_013631030.1, XP_013631460.1
OG0007963	As006G143540	XP_013596823.1, XP_013635281.1
OG0007964	As006G144270	XP_013634743.1, XP_013623248.1
OG0007965	As006G144610	XP_013634536.1, XP_013634177.1
OG0007966	As006G144640	XP_013634457.1, XP_013614626.1
OG0007967	As006G144730	XP_013633954.1, XP_013633747.1
OG0007968	As006G145060	XP_013635223.1, XP_013634398.1, XP_013627885.1
OG0007969	As006G145090	XP_013636797.1, XP_013636849.1
OG0007970	As006G145230	XP_013631954.1, XP_013634732.1
OG0007971	As006G145480	XP_013634352.1, XP_013626208.1
OG0007972	As006G145520	XP_013637515.1, XP_013631575.1
OG0007973	As006G145690	XP_013630507.1, XP_013636879.1
OG0007974	As006G145840	XP_013633400.1, XP_013634407.1
OG0007975	As006G146570	XP_013636179.1, XP_013635048.1
OG0007976	As006G146760	XP_013634448.1, XP_013632505.1
OG0007977	As006G146800	XP_013635335.1, XP_013634943.1
OG0007978	As006G146960	XP_013626057.1
OG0007979	As006G147600	XP_013637536.1, XP_013631786.1
OG0007980	As006G147980	XP_013626879.1, XP_013634279.1
OG0007981	As006G148510	XP_013623084.1, XP_013632128.1
OG0007982	As006G149020	XP_013633595.1, XP_013623317.1
OG0007983	As007G152010	XP_013599820.1, XP_013586695.1
OG0007984	As007G152770	XP_013586706.1, XP_013604399.1
OG0007985	As007G153170	XP_013583793.1, XP_013599667.1
OG0007986	As007G154300	XP_013613980.1, XP_013599887.1
OG0007987	As007G154490	XP_013604772.1, XP_013605719.1
OG0007988	As007G154580	XP_013585265.1, XP_013599817.1
OG0007989	As007G154780	XP_013638045.1, XP_013605718.1
OG0007990	As007G154790	XP_013587136.1
OG0007991	As007G154880	XP_013600166.1, XP_013586527.1
OG0007992	As007G155060	XP_013604130.1, XP_013605349.1
OG0007993	As007G155110	XP_013605357.1, XP_013601680.1, XP_013637753.1
OG0007994	As007G155270	XP_013605387.1, XP_013587096.1
OG0007995	As007G155640	XP_013600736.1, XP_013637743.1
OG0007996	As007G155660	XP_013600509.1, XP_013638763.1
OG0007997	As010G238350, As007G155760	XP_013587470.1, XP_013604372.1
OG0007998	As007G155800	XP_013585940.1, XP_013599658.1
OG0007999	As007G156060	XP_013604469.1, XP_013586462.1
OG0008000	As007G156070	XP_013605138.1, XP_013586595.1
OG0008001	As007G156150	XP_013603141.1, XP_013596420.1
OG0008002	As007G156350	XP_013584495.1, XP_013603443.1
OG0008003	As007G156480	XP_013597592.1, XP_013585203.1
OG0008004	As007G156880	XP_013605073.1, XP_013586496.1
OG0008005	As010G237040, As007G156900	XP_013590281.1
OG0008006	As007G157040	XP_013614959.1
OG0008007	As007G157260	XP_013638808.1, XP_013597185.1
OG0008008	As010G236370, As007G157380	XP_013586024.1, XP_013598804.1
OG0008009	As007G157410	XP_013614611.1, XP_013638384.1
OG0008010	As007G157420, As010G236320	XP_013592365.1, XP_013590222.1
OG0008011	As007G157440	XP_013594098.1, XP_013584120.1
OG0008012	As007G157580	XP_013587033.1, XP_013605627.1
OG0008013	As007G157670	XP_013587691.1, XP_013599220.1
OG0008014	As007G158270	XP_013594132.1, XP_013584882.1
OG0008015	As007G158330	XP_013595575.1, XP_013638634.1
OG0008016	As007G158540	XP_013585158.1
OG0008017	As007G158630	XP_013604990.1, XP_013598907.1
OG0008018	As007G159200	XP_013583669.1, XP_013598355.1
OG0008019	As007G159590	XP_013598253.1
OG0008020	As010G233280, As007G159740	XP_013637703.1, XP_013604867.1
OG0008021	As007G160100	XP_013584289.1
OG0008022	As007G161140	XP_013622566.1, XP_013583605.1
OG0008023	As007G161150	XP_013593766.1, XP_013638093.1
OG0008024	As007G161220	XP_013593899.1, XP_013625720.1
OG0008025	As007G161500	XP_013588501.1, XP_013589865.1
OG0008026	As007G161840	XP_013597935.1, XP_013586162.1
OG0008027	As007G162140	XP_013637966.1, XP_013593174.1
OG0008028	As007G162150	XP_013623147.1, XP_013595783.1
OG0008030	As007G162670	XP_013595115.1, XP_013625391.1
OG0008031	As007G162730	XP_013598546.1, XP_013600609.1
OG0008032	As007G162780	XP_013605343.1, XP_013607384.1
OG0008033	As007G162970	XP_013592990.1, XP_013610559.1
OG0008034	As007G163040	XP_013597814.1, XP_013599468.1
OG0008035	As007G164310	XP_013636545.1, XP_013597704.1
OG0008036	As007G164390	XP_013619504.1
OG0008037	As007G164580	XP_013610722.1, XP_013597193.1, XP_013595254.1, XP_013593091.1
OG0008038	As007G164690	XP_013599727.1, XP_013594054.1
OG0008039	As007G164750	XP_013616493.1, XP_013595264.1, XP_013625155.1
OG0008040	As007G166640	XP_013596372.1, XP_013589387.1
OG0008041	As007G166690	XP_013599789.1, XP_013618768.1
OG0008042	As007G177540	XP_013629506.1
OG0008043	As007G177920	XP_013634323.1, XP_013602604.1
OG0008044	As007G178190, As007G178250	XP_013634724.1
OG0008045	As007G179570	XP_013605744.1, XP_013637107.1
OG0008046	As007G179800	XP_013591513.1, XP_013591492.1
OG0008047	As007G179960	XP_013600686.1, XP_013633859.1
OG0008048	As007G179970	XP_013603284.1, XP_013634830.1
OG0008049	As007G179980	XP_013635964.1, XP_013605269.1
OG0008050	As007G180130	XP_013633222.1, XP_013599557.1
OG0008051	As007G180160	XP_013631060.1, XP_013600280.1
OG0008052	As007G180580	XP_013635554.1
OG0008053	As007G180650	XP_013600294.1, XP_013633568.1
OG0008055	As007G180960	XP_013637596.1, XP_013599528.1
OG0008056	As007G181760	XP_013630879.1, XP_013605161.1
OG0008057	As007G181800	XP_013600186.1
OG0008058	As007G181910	XP_013633811.1, XP_013604270.1
OG0008059	As008G182330	XP_013600496.1, XP_013583905.1
OG0008060	As008G182400	XP_013600400.1, XP_013583412.1, XP_013583852.1
OG0008061	As008G182430	XP_013638445.1, XP_013638523.1, XP_013600016.1
OG0008063	As008G182650	XP_013638207.1, XP_013600255.1
OG0008064	As008G182810	XP_013603629.1, XP_013584683.1
OG0008065	As008G182990	XP_013584530.1, XP_013604844.1
OG0008066	As008G183360	XP_013602399.1
OG0008067	As008G183410	XP_013637909.1, XP_013605524.1
OG0008068	As008G183650	XP_013602674.1, XP_013639051.1
OG0008070	As008G184290	XP_013600468.1, XP_013638590.1
OG0008071	As008G184300	XP_013638589.1, XP_013600467.1
OG0008072	As008G184630	XP_013603319.1
OG0008073	As008G184730	XP_013638456.1, XP_013605841.1
OG0008074	As008G184810	XP_013599985.1, XP_013638164.1
OG0008075	As008G185300	XP_013601456.1, XP_013603649.1, XP_013584885.1
OG0008076	As008G185520	XP_013602123.1, XP_013605123.1
OG0008077	As008G185570	XP_013638332.1
OG0008078	As008G185810	XP_013600349.1, XP_013602661.1
OG0008079	As008G185980	XP_013603408.1
OG0008080	As008G186010	XP_013605512.1, XP_013587163.1
OG0008081	As008G186980	XP_013603808.1, XP_013584612.1
OG0008082	As008G187220	XP_013585682.1, XP_013600806.1
OG0008083	As008G187430	XP_013583645.1, XP_013600484.1, XP_013600489.1
OG0008084	As008G187870	XP_013601936.1, XP_013587663.1
OG0008085	As008G187970	XP_013604210.1, XP_013586019.1
OG0008086	As008G188130	XP_013637483.1, XP_013588045.1
OG0008087	As008G189490	XP_013601405.1, XP_013639138.1
OG0008088	As008G189820	XP_013585619.1, XP_013605763.1
OG0008089	As008G189840	XP_013602494.1, XP_013586636.1
OG0008090	As008G192490	XP_013584718.1, XP_013614696.1
OG0008091	As008G192990	XP_013600111.1, XP_013587440.1
OG0008092	As008G193100	XP_013602546.1, XP_013638276.1
OG0008093	As008G193300	XP_013585788.1, XP_013603448.1
OG0008094	As008G193340	XP_013583525.1, XP_013600293.1
OG0008095	As008G193500	XP_013586399.1, XP_013602509.1
OG0008096	As008G193550	XP_013585787.1, XP_013602213.1
OG0008097	As008G193600	XP_013635498.1, XP_013603458.1
OG0008098	As008G193630	XP_013604652.1, XP_013585925.1
OG0008099	As008G193780, As008G193800	XP_013600995.1
OG0008100	As008G194080	XP_013605894.1, XP_013584037.1
OG0008101	As008G194340	XP_013587254.1, XP_013605076.1
OG0008102	As008G194660	XP_013602476.1
OG0008103	As008G195440	XP_013584473.1, XP_013603594.1
OG0008104	As008G195720	XP_013621259.1, XP_013612357.1
OG0008105	As008G196020	XP_013602354.1, XP_013585532.1
OG0008106	As008G196150	XP_013603766.1, XP_013603795.1
OG0008107	As008G196170	XP_013604925.1, XP_013584320.1
OG0008108	As008G196400	XP_013604526.1, XP_013585845.1
OG0008109	As008G196790	XP_013603503.1, XP_013585140.1
OG0008110	As008G196810	XP_013585139.1, XP_013599918.1
OG0008111	As008G196820	XP_013600123.1, XP_013638753.1
OG0008112	As008G196850	XP_013587521.1, XP_013599571.1
OG0008113	As008G196990	XP_013602695.1, XP_013583971.1
OG0008114	As008G197230	XP_013584347.1, XP_013600163.1
OG0008115	As008G197320	XP_013603152.1, XP_013584630.1
OG0008116	As008G197370	XP_013604416.1, XP_013605003.1
OG0008117	As008G197640	XP_013602038.1, XP_013638392.1
OG0008118	As008G197970	XP_013635108.1, XP_013585757.1
OG0008119	As008G198000	XP_013602196.1
OG0008120	As008G198010	XP_013584896.1, XP_013603187.1
OG0008121	As008G198130	XP_013584111.1
OG0008122	As008G198470	XP_013585621.1, XP_013605078.1
OG0008123	As008G199010	XP_013638346.1, XP_013604882.1
OG0008124	As008G199540	XP_013607436.1, XP_013601915.1
OG0008125	As008G199620	XP_013601043.1, XP_013585433.1
OG0008126	As009G199990	XP_013629323.1, XP_013618174.1
OG0008127	As009G200160	XP_013611467.1, XP_013630265.1
OG0008128	As009G200450	XP_013621152.1, XP_013610628.1, XP_013623463.1
OG0008129	As009G200460	XP_013612470.1, XP_013621151.1
OG0008130	As009G200570	XP_013616263.1, XP_013606199.1
OG0008131	As009G200930	XP_013611590.1, XP_013620597.1
OG0008132	As009G201000	XP_013620472.1, XP_013611393.1
OG0008133	As009G201010	XP_013621850.1, XP_013611396.1
OG0008134	As009G202010	XP_013611218.1
OG0008135	As009G202410	XP_013629348.1, XP_013616808.1
OG0008136	As009G202440	XP_013609955.1
OG0008137	As009G202490	XP_013609729.1, XP_013629406.1
OG0008138	As009G202570	XP_013606669.1, XP_013614909.1
OG0008139	As009G202880	XP_013612017.1, XP_013614385.1
OG0008140	As009G203400	XP_013618882.1, XP_013609222.1
OG0008141	As009G203680	XP_013615271.1, XP_013606088.1
OG0008142	As009G203780	XP_013616675.1, XP_013607023.1
OG0008143	As009G203790	XP_013606697.1, XP_013618810.1
OG0008144	As009G203900	XP_013625927.1, XP_013608584.1
OG0008145	As009G204120	XP_013629623.1, XP_013612624.1
OG0008146	As009G204300	XP_013616851.1
OG0008147	As009G204320	XP_013605988.1, XP_013616842.1
OG0008148	As009G204430	XP_013616843.1, XP_013622850.1
OG0008149	As009G204580	XP_013622669.1, XP_013612870.1
OG0008150	As009G204650	XP_013613694.1, XP_013612712.1
OG0008151	As009G204880	XP_013613677.1, XP_013609895.1
OG0008152	As009G204890	XP_013607045.1
OG0008153	As009G204930	XP_013613691.1
OG0008154	As009G205020	XP_013620543.1
OG0008155	As009G205180	XP_013612078.1, XP_013629061.1
OG0008156	As009G205200	XP_013609168.1, XP_013593339.1
OG0008157	As009G205330	XP_013612694.1, XP_013618821.1
OG0008158	As009G205340	XP_013593249.1, XP_013612693.1
OG0008159	As009G205420	XP_013615990.1, XP_013593110.1
OG0008160	As009G205700	XP_013597478.1, XP_013632559.1, XP_013612381.1
OG0008161	As009G205950	XP_013598187.1
OG0008162	As009G206000	XP_013618078.1, XP_013595388.1
OG0008163	As009G206180	XP_013616256.1, XP_013598393.1
OG0008164	As009G206550	XP_013593104.1, XP_013612938.1
OG0008165	As009G207280	XP_013612293.1, XP_013593093.1
OG0008166	As009G207940	XP_013610520.1, XP_013614997.1
OG0008167	As009G208010	XP_013614012.1, XP_013593442.1
OG0008168	As009G208410	XP_013594215.1, XP_013616181.1
OG0008169	As009G209500	XP_013614813.1, XP_013598431.1
OG0008170	As009G209650	XP_013620534.1, XP_013612875.1
OG0008171	As009G209880	XP_013595680.1, XP_013613346.1
OG0008172	As009G210310	XP_013620725.1, XP_013612006.1
