Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_Rawat
OG0007780	As005G101010	AL4G45300
OG0007781	As005G101040	AL4G45280
OG0007782	As005G101070	AL4G45250
OG0007783	As005G101080	AL4G45240
OG0007784	As005G101160	AL4G45120
OG0007785	As005G101390	AL4G44850
OG0007786	As005G101740	AL4G44570
OG0007787	As005G102300	AL4G43930
OG0007788	As005G102800	AL4G43440
OG0007789	As005G103080	AL4G43010
OG0007790	As005G103160	AL4G42920
OG0007791	As005G103300	AL4G42760
OG0007792	As005G104450	AL4G41530
OG0007793	As005G104780	AL4G41120
OG0007794	As005G105020	AL4G40300
OG0007795	As005G105180	AL4G40560
OG0007796	As005G106420, As006G142140	AL6G10450
OG0007797	As005G106670	AL6G10770
OG0007798	As005G106860	AL6G10950
OG0007799	As005G106980	AL6G11130
OG0007800	As005G107100	nbis-gene-1435
OG0007801	As005G107440	AL6G11620
OG0007802	As005G107540	AL6G11720
OG0007803	As005G107580	AL6G11790
OG0007804	As005G107590	AL6G11800
OG0007805	As005G107780	AL6G12020
OG0007806	As005G108810, As005G107820	AL6G13410
OG0007807	As005G108000	AL6G12370
OG0007808	As005G108770	AL6G13370
OG0007809	As005G108920	AL1G13500, AL1G12230, AL6G13550
OG0007810	As005G109140, As005G108940	AL6G13740
OG0007811	As005G109220	AL6G13800
OG0007812	As005G109340	AL6G13870
OG0007813	As005G109430	AL6G13930
OG0007814	As005G109910	AL6G30890
OG0007815	As005G109990	AL6G31200
OG0007817	As005G111960	AL6G32150
OG0007818	As005G112250	AL6G32300
OG0007819	As005G112500	AL6G32550
OG0007820	As008G198270, As005G112570	AL6G32600
OG0007821	As005G112620	AL6G32720
OG0007822	As005G112660	AL6G32750
OG0007823	As005G113030	AL6G32950
OG0007824	As005G113460	AL6G33470
OG0007825	As005G113670	AL6G33810
OG0007826	As005G113900	AL8G37380
OG0007827	As005G114010	AL8G37300
OG0007828	As005G114200	AL8G37120
OG0007829	As005G114470	AL817U10010, AL8G36800
OG0007830	As005G114630	AL8G36560
OG0007831	As005G114930	AL8G36230
OG0007832	As005G115250	AL8G35190, AL48U10030
OG0007833	As005G115820	AL8G35380
OG0007834	As005G115970	AL3G40340, AL277U10020
OG0007835	As005G116020	AL8G40190
OG0007836	As005G116110	AL8G40260
OG0007837	As005G116120	AL8G40270
OG0007838	As005G116370	AL8G40540
OG0007839	As005G116540	AL8G32800, AL52U10030
OG0007840	As005G116920	AL8G41240
OG0007841	As005G117000	AL8G41290
OG0007842	As005G117540	AL8G41930
OG0007843	As005G117680	AL8G42090
OG0007844	As005G117830	AL8G42280
OG0007845	As005G117850	AL8G42300
OG0007846	As005G118320	AL8G42760
OG0007847	As005G118350	AL8G42810
OG0007849	As005G118720	AL8G43310
OG0007850	As005G118730	AL8G43320
OG0007851	As005G118830	AL8G43490
OG0007852	As005G119030	AL8G43710
OG0007853	As005G119260	AL8G43960
OG0007854	As005G119330, As010G221280	AL8G44030
OG0007855	As005G119420	AL8G44120
OG0007857	As005G120310	AL8G45060
OG0007858	As005G120510	AL5G31570
OG0007859	As005G120540	AL8G45230
OG0007860	As006G121250	AL6G52750
OG0007861	As006G121380	AL6G52860
OG0007862	As006G121780	AL6G52080
OG0007863	As006G122040	AL6G52330
OG0007864	As006G122090	AL6G52400
OG0007865	As006G122370	AL6G51950
OG0007866	As006G122570	AL6G51680
OG0007867	As006G122920	AL6G51130
OG0007868	As006G123080	AL6G50870
OG0007869	As006G123110	AL6G50840
OG0007870	As006G123140	AL6G50780
OG0007871	As006G123520	AL6G50300
OG0007872	As006G123570	AL6G50180
OG0007873	As006G123810	AL6G49910
OG0007874	As006G123990	AL6G49720
OG0007875	As006G124350	AL8G15830
OG0007876	As006G124670	AL8G16220
OG0007877	As006G125220	AL8G17080
OG0007878	As006G125270	AL4G29100
OG0007879	As006G125310, As008G196130	AL4G29060
OG0007880	As006G125650	AL4G27700
OG0007881	As006G125670	AL4G27670
OG0007882	As006G125690	AL4G27630
OG0007884	As006G126120	AL4G27740, AL125U10020
OG0007885	As008G194640, As006G126930	AL4G27080
OG0007886	As006G127420	AL4G26460
OG0007887	As006G127530	AL4G26310
OG0007888	As006G127650	AL4G26030
OG0007889	As006G127680	AL5G22210
OG0007890	As006G127730, As008G193570	AL1G16560
OG0007891	As006G127810	AL4G25810
OG0007892	As006G128030	AL4G25400
OG0007893	As006G128140	AL4G25230
OG0007894	As006G128170	AL4G25200
OG0007895	As006G128290	AL4G25060
OG0007896	As006G128450	AL1G17250
OG0007897	As006G128460	AL4G24840
OG0007898	As006G129430	AL4G23320
OG0007899	As006G129440	AL4G23310
OG0007900	As006G129790	AL4G21550
OG0007901	As006G129830	AL4G21610
OG0007902	As006G129940	AL4G21780
OG0007903	As006G130240	AL4G12830, AL4G22350
OG0007904	As006G130560	AL4G20580
OG0007905	As006G131190	AL4G19850
OG0007906	As006G131510	AL6G16990, AL6G16520
OG0007907	As006G131650	AL4G19100
OG0007908	As006G131740	AL4G18830
OG0007909	As006G132380	AL7G25380
OG0007910	As006G132570	AL7G25680
OG0007911	As006G132860, As009G200510	AL6G25530
OG0007912	As006G133110	AL3G10620
OG0007913	As006G133400	AL6G24780
OG0007914	As006G133970	AL7G45650
OG0007915	As006G134170	AL7G26470
OG0007916	As006G134830	AL3G11040
OG0007917	As006G134870	AL3G11100
OG0007918	As006G134890, As009G201310	AL6G26140
OG0007919	As006G135130	AL3G11390
OG0007920	As006G135370	AL3G11660
OG0007921	As006G135670	AL3G12030
OG0007922	As006G135800	AL3G12210
OG0007923	As006G135880	AL3G12310
OG0007924	As006G136110	AL3G12700
OG0007925	As009G203430, As006G136480	AL3G13110
OG0007926	As006G136880	AL3G13580
OG0007927	As006G137360	AL3G14000
OG0007928	As006G137900	AL3G14760
OG0007929	As006G137940	AL3G14850
OG0007930	As006G138110	AL3G15220
OG0007931	As006G138210	AL3G15470
OG0007932	As006G138340	AL3G15320, AL294U10020
OG0007934	As006G138470	AL3G15620
OG0007935	As006G138630	AL3G15770
OG0007936	As006G138780	AL3G16120
OG0007937	As006G138840	AL3G16070
OG0007938	As006G139070	AL3G16380
OG0007939	As006G139390	AL3G16720
OG0007940	As006G139520	AL3G16840
OG0007941	As006G139700	AL3G16980
OG0007942	As006G140130	AL3G17510
OG0007943	As006G140180	AL3G17570
OG0007944	As006G140200	AL3G17590
OG0007945	As006G140220	AL3G17620
OG0007946	As006G140240	AL3G17650
OG0007947	As006G140250	AL3G17660
OG0007948	As006G140690	AL8G22040
OG0007949	As006G140810	AL3G18370
OG0007950	As006G141050	AL3G18620
OG0007951	As006G141220	AL3G18880
OG0007952	As006G141400	AL3G19020
OG0007953	As006G141490	AL3G19110
OG0007954	As006G141500	AL3G19120
OG0007955	As006G141690	AL3G19330
OG0007956	As006G141840	AL3G19460
OG0007957	As006G142100	AL3G19830
OG0007958	As006G142770	AL4G37900
OG0007959	As006G142800	AL4G37860, AL4G37870
OG0007960	As006G142820	AL4G37830
OG0007961	As006G142990	AL4G37570
OG0007962	As006G143150	AL4G37440
OG0007963	As006G143540	AL4G36880, AL938U10010
OG0007964	As006G144270	AL4G36120
OG0007965	As006G144610	AL4G32140
OG0007966	As006G144640	AL4G32180
OG0007967	As006G144730	AL4G32320
OG0007968	As006G145060	AL4G32630
OG0007969	As006G145090	AL4G32660
OG0007970	As006G145230	AL4G32870
OG0007971	As006G145480	AL4G33170
OG0007972	As006G145520	AL4G33210
OG0007973	As006G145690	AL4G33430
OG0007974	As006G145840	AL4G33570
OG0007975	As006G146570	AL4G34120, AL4G34180
OG0007976	As006G146760	AL4G34600
OG0007977	As006G146800	AL4G34670
OG0007978	As006G146960	AL4G34820
OG0007979	As006G147600	AL4G35110
OG0007980	As006G147980	AL4G35250, AL4G35340
OG0007981	As006G148510	AL4G35590, AL4G35550
OG0007982	As006G149020	AL4G31900
OG0007983	As007G152010	AL1G27510
OG0007984	As007G152770	AL1G28390
OG0007985	As007G153170	AL1G28910
OG0007986	As007G154300	AL1G30180
OG0007987	As007G154490	nbis-gene-101
OG0007988	As007G154580	AL1G30580
OG0007989	As007G154780	AL1G30790
OG0007991	As007G154880	AL1G30910
OG0007992	As007G155060	AL1G31060
OG0007993	As007G155110	AL1G31110
OG0007994	As007G155270	AL1G31380
OG0007995	As007G155640	AL1G31850
OG0007996	As007G155660	AL1G31890
OG0007997	As010G238350, As007G155760	AL1G32190
OG0007998	As007G155800	AL1G32230
OG0007999	As007G156060	AL1G32590
OG0008000	As007G156070	AL1G32600
OG0008001	As007G156150	AL1G32680
OG0008002	As007G156350	AL1G33020
OG0008003	As007G156480	AL1G33140
OG0008004	As007G156880	AL1G33860
OG0008005	As010G237040, As007G156900	AL2G36570
OG0008006	As007G157040	AL1G34060
OG0008007	As007G157260	AL1G34440
OG0008008	As010G236370, As007G157380	AL1G34160, AL1G34560
OG0008009	As007G157410	AL1G34590
OG0008010	As007G157420, As010G236320	AL2G37290
OG0008011	As007G157440	AL1G34640
OG0008012	As007G157580	AL1G34730
OG0008013	As007G157670	AL1G34820
OG0008014	As007G158270	AL1G35710
OG0008015	As007G158330	AL1G35780
OG0008016	As007G158540	AL1G36030, AL1G36040
OG0008017	As007G158630	AL1G36150
OG0008018	As007G159200	AL1G36610
OG0008019	As007G159590	AL1G37230
OG0008020	As010G233280, As007G159740	AL1G37550
OG0008021	As007G160100	AL1G38250
OG0008022	As007G161140	AL1G39700
OG0008023	As007G161150	AL1G39720
OG0008024	As007G161220	AL1G39790
OG0008025	As007G161500	AL2G26740
OG0008026	As007G161840	AL1G40450
OG0008027	As007G162140	AL1G40700
OG0008028	As007G162150	AL1G40690
OG0008029	As007G162260	AL1G40850
OG0008030	As007G162670	AL7G29070
OG0008031	As007G162730	AL7G29020
OG0008032	As007G162780	AL7G28950
OG0008033	As007G162970	AL7G28730
OG0008034	As007G163040	AL7G28650
OG0008035	As007G164310	AL7G28090
OG0008036	As007G164390	AL7G28020
OG0008037	As007G164580	AL7G27890
OG0008038	As007G164690	AL7G27810
OG0008039	As007G164750	AL7G27790
OG0008040	As007G166640	AL7G24830
OG0008041	As007G166690	AL7G24700
OG0008042	As007G177540	AL4G15860
OG0008043	As007G177920	AL4G15210
OG0008044	As007G178190, As007G178250	AL4G14660
OG0008045	As007G179570	AL4G13270
OG0008046	As007G179800	AL2G34140
OG0008047	As007G179960	AL4G12300
OG0008048	As007G179970	AL4G12290
OG0008049	As007G179980	AL4G12240
OG0008050	As007G180130	AL4G12140
OG0008051	As007G180160	AL4G12080
OG0008052	As007G180580	AL4G11320
OG0008053	As007G180650	AL4G11180
OG0008055	As007G180960	AL4G10650
OG0008056	As007G181760	AL4G10440
OG0008057	As007G181800	AL4G10400, AL4G10390
OG0008058	As007G181910	AL4G10240
OG0008059	As008G182330	AL1G27170
OG0008060	As008G182400	AL1G27090
OG0008061	As008G182430	AL1G27060
OG0008062	As008G182500	AL1G26920
OG0008063	As008G182650	AL1G26810, AL7G45380
OG0008064	As008G182810	AL1G26570
OG0008065	As008G182990	AL1G26320
OG0008066	As008G183360	AL1G25920
OG0008067	As008G183410	AL1G25840
OG0008068	As008G183650	AL1G25500
OG0008070	As008G184290	AL1G24700
OG0008071	As008G184300	AL1G24690
OG0008072	As008G184630	AL1G24090, AL1G23980
OG0008073	As008G184730	AL1G23850
OG0008074	As008G184810	AL1G23750
OG0008075	As008G185300	AL1G23270
OG0008076	As008G185520	AL1G23030
OG0008077	As008G185570	AL1G23010
OG0008078	As008G185810	AL1G22730
OG0008080	As008G186010	AL1G22530
OG0008081	As008G186980	AL1G21460
OG0008082	As008G187220	AL1G21180
OG0008084	As008G187870	AL1G20820
OG0008085	As008G187970	AL1G20350
OG0008086	As008G188130	AL5G35520
OG0008087	As008G189490	AL1G19220
OG0008088	As008G189820	AL1G18970
OG0008089	As008G189840	AL1G18990
OG0008090	As008G192490	AL1G17720
OG0008091	As008G192990	AL1G17360
OG0008092	As008G193100	AL1G17160
OG0008094	As008G193340	AL1G16790
OG0008095	As008G193500	AL1G16670
OG0008096	As008G193550	AL1G16590
OG0008097	As008G193600	nbis-gene-1045, AL1G16530
OG0008098	As008G193630	AL1G16510
OG0008099	As008G193780, As008G193800	AL1G16350
OG0008100	As008G194080	AL1G16060
OG0008101	As008G194340	AL1G15790
OG0008102	As008G194660	AL1G15530
OG0008103	As008G195440	AL1G14770
OG0008104	As008G195720	AL6G24340
OG0008105	As008G196020	AL1G14240
OG0008106	As008G196150	AL1G14100
OG0008107	As008G196170	AL1G14070
OG0008108	As008G196400	AL1G13810
OG0008109	As008G196790	AL1G13060
OG0008110	As008G196810	AL1G13090
OG0008111	As008G196820	AL1G13100
OG0008112	As008G196850	AL1G13130
OG0008113	As008G196990	AL1G13380
OG0008114	As008G197230	AL1G12760
OG0008115	As008G197320	AL1G12660
OG0008116	As008G197370	AL1G12580
OG0008117	As008G197640	AL1G12270
OG0008118	As008G197970	AL1G11750
OG0008119	As008G198000	AL5G32960
OG0008120	As008G198010	AL1G11790
OG0008121	As008G198130	AL1G11680
OG0008122	As008G198470	AL1G11370
OG0008123	As008G199010	AL1G10720
OG0008124	As008G199540	AL6G53520
OG0008125	As008G199620	AL1G10090
OG0008126	As009G199990	AL6G25170
OG0008128	As009G200450	AL6G25480
OG0008129	As009G200460	AL6G25490
OG0008130	As009G200570	AL6G25590
OG0008131	As009G200930	AL6G26440
OG0008132	As009G201000	AL6G26400
OG0008133	As009G201010	AL6G26390
OG0008134	As009G202010	AL6G27000
OG0008135	As009G202410	AL6G27400
OG0008136	As009G202440	AL6G27430
OG0008137	As009G202490	AL6G27480
OG0008138	As009G202570	AL6G27590
OG0008139	As009G202880	AL6G27930
OG0008140	As009G203400	AL6G28520
OG0008141	As009G203680	AL6G28800
OG0008142	As009G203780	AL6G28940
OG0008143	As009G203790	AL6G28960
OG0008144	As009G203900	AL1G51410
OG0008145	As009G204120	AL6G29440
OG0008146	As009G204300	AL6G29690
OG0008147	As009G204320	AL6G29710
OG0008148	As009G204430	AL6G29820
OG0008149	As009G204580	AL6G29980
OG0008150	As009G204650	AL6G30190
OG0008151	As009G204880	AL6G30400
OG0008152	As009G204890	AL6G30430
OG0008153	As009G204930	AL6G30480
OG0008154	As009G205020	AL6G30570
OG0008155	As009G205180	AL6G30830
OG0008156	As009G205200	AL6G38240
OG0008157	As009G205330	AL6G38290
OG0008158	As009G205340	AL6G38300
OG0008159	As009G205420	AL6G38390
OG0008160	As009G205700	AL6G38720
OG0008161	As009G205950	AL6G39110
OG0008162	As009G206000	AL6G39200
OG0008163	As009G206180	AL6G39420
OG0008164	As009G206550	AL6G39640
OG0008165	As009G207280	AL6G41130
OG0008166	As009G207940	AL167U10010, AL8G22630
OG0008167	As009G208010	AL8G22840
OG0008168	As009G208410	AL8G22000
OG0008169	As009G209500	AL8G21660
OG0008170	As009G209650	AL6G24380
OG0008171	As009G209880	AL8G21510
OG0008172	As009G210310	AL6G24260
OG0008173	As009G210480	AL6G24180
OG0008174	As009G210520	AL6G24130
OG0008175	As009G211270	AL6G17180
OG0008176	As009G211690	AL6G16830
OG0008177	As009G211950	AL6G16620
OG0008178	As009G211990	AL6G16560
OG0008179	As009G212370	AL6G16340
OG0008180	As009G213920	AL6G15020
OG0008181	As009G214510	AL6G14200
OG0008182	As009G214530	AL6G14180
OG0008183	As009G214780	AL6G30840
OG0008184	As009G215330	AL6G37100
OG0008185	As009G215580	AL6G36710
OG0008186	As009G215880	AL6G36300
OG0008187	As009G215920	AL6G36240
OG0008188	As009G215950	AL6G36210
OG0008189	As009G216110	AL6G35850
OG0008190	As009G216460	AL6G35560
OG0008191	As009G216820	AL6G35030
OG0008192	As009G216900	AL6G34980
OG0008193	As009G217090	AL6G34740
OG0008194	As009G217230	AL2G26910
OG0008195	As009G217320	AL6G34390
OG0008196	As009G217390	AL6G34290
OG0008197	As009G217410	AL6G34270
OG0008198	As009G217640	AL8G37570
OG0008199	As009G217980	AL8G38050
OG0008200	As009G218250	AL653U10020
OG0008201	As009G218410	AL8G38620
OG0008202	As009G218740	AL8G39090
OG0008203	As009G218760	AL8G39110
OG0008204	As009G218850	AL8G39220
OG0008205	As009G218980	AL8G39410
OG0008206	As009G219020	AL8G39450
OG0008207	As009G219160	AL8G39710
OG0008208	As009G219370	AL8G39960
OG0008210	As009G219860	AL8G34750
OG0008211	As009G219870	AL8G34730
OG0008212	As009G219920	AL7G45820
OG0008213	As010G220430	AL5G31580
OG0008214	As010G220450	AL5G31540
OG0008215	As010G220470	AL5G31510
OG0008216	As010G220700	AL5G31110
OG0008217	As010G220950	AL5G30700
OG0008218	As010G221330, As012G274920	AL5G30160
OG0008219	As010G221730	AL5G29360
OG0008220	As010G221740	AL5G29350
OG0008221	As010G222070	AL5G28970
OG0008222	As010G222760	AL5G27810, AL3G47170
OG0008223	As010G224340	AL5G25730
OG0008225	As010G226700, As011G258480	AL8G17330, AL88U10020, AL6G42760, AL8G17310, AL1G57140, AL8G17320, AL8G17360, AL8G17350, AL3G45070, AL8G17340, AL6G41750, AL6G39300, AL88U10010, AL2G31630, AL6G37690
OG0008226	As010G227790	AL2G26430
OG0008227	As010G227920	AL2G26410
OG0008228	As010G227970	AL2G26390
OG0008229	As010G228060, As010G228070	AL2G26360
OG0008230	As010G228230	AL2G26260
OG0008231	As010G228240	AL2G26230
OG0008232	As010G228430	AL4G30870
OG0008233	As010G228830	AL2G25980
OG0008234	As010G229490	AL2G26600
OG0008235	As010G230510	AL2G25870
OG0008236	As010G238090, As010G231770	AL2G27940
OG0008237	As010G231800	AL2G27950
OG0008238	As010G231860	AL2G28060
OG0008239	As010G232870	AL2G29130
OG0008240	As010G232910	AL1G38400
OG0008241	As010G232950, As011G253840	AL3G35870
OG0008242	As010G233160	AL2G29440
OG0008243	As010G233180	AL2G29460
OG0008244	As010G233220	AL2G29530
OG0008245	As010G233290	AL2G29660
OG0008246	As010G233330	AL2G29800
OG0008247	As010G233940	AL2G30580
OG0008248	As010G234190	AL2G30900
OG0008249	As010G234610	AL2G31400
OG0008250	As010G235070	AL2G31850
OG0008251	As010G235290	AL2G38450
OG0008252	As010G235310	AL2G38430
OG0008253	As010G235330	AL2G38410
OG0008254	As010G235590	AL2G38080
OG0008255	As010G235620	AL2G38040
OG0008256	As010G236010	AL2G37670
OG0008257	As010G236270	AL2G37370
OG0008258	As010G236340	AL2G37270
OG0008260	As010G236990	AL2G36630
OG0008261	As010G237460	AL2G36080
OG0008263	As010G237680	AL2G35800
OG0008264	As010G237690	AL2G35790
OG0008265	As010G237830	AL2G35660
OG0008266	As010G237900	AL2G35600
OG0008267	As012G277330, As010G238000	AL2G35500
OG0008268	As010G238370	AL2G35110
OG0008269	As010G238620	AL2G34830
OG0008270	As010G238800	AL2G34620
OG0008271	As010G239160	AL2G34220
OG0008272	As010G239390	AL2G34010
OG0008273	As010G239580	AL2G33770
OG0008274	As010G239690	AL2G33660
OG0008275	As010G239760	AL2G33610
OG0008276	As010G239920	AL2G33470
OG0008277	As010G240190	AL2G33210
OG0008278	As010G240250	AL2G33140
OG0008279	As010G240590	AL2G32870
OG0008281	As010G241250	AL2G32200
OG0008282	As010G241550	AL2G31920
OG0008283	As010G242430	AL2G39510
OG0008284	As010G242880	AL2G40090
OG0008285	As010G243070	AL2G40330, AL6G12410
OG0008286	As010G243170	AL2G40430
OG0008287	As010G243420	AL2G40650
OG0008288	As010G243510	AL2G40800
OG0008289	As010G243660	AL2G40940
OG0008290	As010G243860	AL2G41150
OG0008291	As010G243910	AL2G41190, AL7G51770
OG0008292	As010G244130	AL2G41400
OG0008293	As010G244430	AL2G41690
OG0008294	As011G244630	AL3G24370
OG0008295	As011G244880	AL3G24760
OG0008296	As011G244910	AL3G24810
OG0008297	As011G245150	AL3G25090
OG0008298	As011G245370	AL3G25340
OG0008299	As011G245870	AL3G26060
OG0008300	As011G245890	AL3G45760, AL6G37630
OG0008301	As011G245900	AL3G26090
OG0008302	As011G245940	AL3G26120
OG0008304	As011G246170	AL3G26340
OG0008306	As011G246270	AL3G26440
OG0008307	As011G246340	AL3G26520
OG0008309	As011G247200	AL3G27440
OG0008310	As011G247370	AL3G27660
OG0008311	As011G247400	AL3G27690
OG0008312	As012G270440, As011G247770	AL1G61080
OG0008313	As011G248080	AL3G28530
OG0008314	As011G248420	AL3G28950
OG0008315	As011G248470	AL3G29050
OG0008316	As011G248950	AL3G29660
OG0008317	As011G249360	nbis-gene-252, AL3G30250
OG0008318	As011G249470	AL3G30430
OG0008319	As011G249860	AL3G30960
OG0008320	As011G250010	AL3G31120
OG0008321	As011G250380	AL3G31530
OG0008323	As011G250760	AL3G32020, AL3G32000
OG0008324	As011G250830	AL3G32110
OG0008325	As011G251190	AL3G32460
OG0008326	As011G251550	AL3G32870
OG0008327	As011G251580	AL3G32900
OG0008328	As011G252360	AL3G33850
OG0008329	As011G252590	AL5G35710
OG0008330	As011G252880	AL3G34440
OG0008331	As011G254090	AL7G40500
OG0008332	As011G254410	AL3G36700
OG0008333	As011G255020	AL3G37540
OG0008334	As011G255300	AL3G37940
OG0008335	As011G256150	AL3G39160
OG0008336	As011G256280	AL3G39610
OG0008338	As011G260660	AL8G27070
OG0008339	As011G260780	AL3G51470
OG0008340	As011G262670	AL3G47010
OG0008341	As011G262830	AL3G47370
OG0008342	As011G262970	AL3G47650
OG0008343	As011G263330	AL3G52490
OG0008344	As011G263510	AL3G49260
OG0008345	As011G263740	AL3G49670
OG0008346	As011G263870	AL3G49820
OG0008347	As011G264400	AL3G50280
OG0008348	As011G264440	AL3G50330
OG0008349	As011G264450	AL3G50400
OG0008350	As011G264740	AL3G50770
OG0008351	As011G265130	AL3G51980
OG0008352	As011G265150	AL3G51890
OG0008353	As011G265580	AL3G53190
OG0008354	As011G266000	AL5G18050
OG0008355	As011G266310	AL3G48620
OG0008356	As011G267090	AL3G53370
OG0008357	As012G267930	AL1G64060
OG0008358	As012G268030	AL1G63960
OG0008359	As012G268660	AL1G63370
OG0008360	As012G268680	AL8G10240
OG0008361	As012G268770	AL1G63300
