Orthogroup	Aethionema_saxatile	Arabis_alpina
OG0006499	As012G269810	Aa_G74100.h1.t1, Aa_G144610.h1.t1
OG0006500	As012G270930	Aa_G219760.h1.t1
OG0006501	As012G271050	Aa_G677550.h1.t1
OG0006502	As012G271790	Aa_G415010.h1.t1
OG0006503	As012G271890	Aa_G582120.h1.t1
OG0006504	As012G272200	Aa_G334890.h1.t1
OG0006505	As012G272590	Aa_G92580.h1.t1
OG0006506	As012G272720	Aa_G408300.h1.t1, Aa_G362330.h1.t1
OG0006507	As012G274130	Aa_G57500.h1.t1
OG0006508	As012G274360	Aa_G139300.h1.t1
OG0006509	As012G275160	Aa_G713000.h1.t1
OG0006511	As012G275270	Aa_G291630.h1.t1
OG0006512	As012G275290	Aa_G291640.h1.t1
OG0006513	As012G275660	Aa_G300320.h1.t1
OG0006514	As012G275700	Aa_G1083490.h1.t1, Aa_G721100.h1.t1, Aa_G300370.h1.t1
OG0006515	As012G280650	Aa_G381330.h1.t1
OG0006516	As012G281890	Aa_G462050.h1.t1
OG0006517	As012G281920, As012G281910, As012G281900	Aa_G462060.h1.t1
OG0006518	As012G282380	Aa_G302300.h1.t1, Aa_G432000.h1.t1
OG0006519	As012G282850	Aa_G654550.h1.t1
OG0006520	As012G283040	Aa_G559680.h1.t1
OG0006521	As012G283810	Aa_G369750.h1.t1
OG0006522	As012G285020	Aa_G114200.h1.t1
OG0006523	As012G286080	Aa_G103300.h1.t1, Aa_G103310.h1.t1
OG0006526	As012G287740	Aa_G33500.h1.t1
OG0006527	As012G287960	Aa_G2320.h1.t1
OG0006528	As012G288830, As012G288820	Aa_G163540.h1.t1
OG0006529	As012G289090	Aa_G336790.h1.t1
OG0006530	As012G289100	Aa_G240120.h1.t1
OG0006531	As012G289390	Aa_G273160.h1.t1
OG0006571	As001G000540	Aa_G339360.h1.t1
OG0006572	As001G000600	Aa_G397430.h1.t1
OG0006574	As001G001050	Aa_G69560.h1.t1
OG0006575	As001G001070	Aa_G69600.h1.t1
OG0006576	As001G001440	Aa_G134300.h1.t1
OG0006577	As001G001830	Aa_G402280.h1.t1
OG0006578	As001G002150	Aa_G420180.h1.t1
OG0006579	As001G002480	Aa_G190620.h1.t1
OG0006580	As001G003400	Aa_G33050.h1.t1
OG0006581	As001G003550	Aa_G32910.h1.t1
OG0006582	As001G003720	Aa_G59730.h1.t1
OG0006583	As001G004460	Aa_G324980.h1.t1
OG0006584	As001G004680	Aa_G394980.h1.t1
OG0006585	As001G005280	Aa_G424870.h1.t1, Aa_G596830.h1.t1
OG0006586	As001G006560, As007G155190	Aa_G308370.h1.t1
OG0006587	As001G006590	Aa_G425190.h1.t1
OG0006589	As001G012220	Aa_G214610.h1.t1
OG0006590	As001G012600	Aa_G776400.h1.t1
OG0006591	As001G013670	Aa_G64110.h1.t1
OG0006592	As001G014380	Aa_G483320.h1.t1
OG0006593	As001G014570	Aa_G385140.h1.t1
OG0006594	As001G014780	Aa_G180420.h1.t1
OG0006595	As001G014790	Aa_G180410.h1.t1
OG0006596	As001G014890	Aa_G720750.h1.t1
OG0006597	As001G015510	Aa_G118810.h1.t1
OG0006598	As001G015690	Aa_G355800.h1.t1
OG0006599	As001G016970	Aa_G109360.h1.t1
OG0006600	As001G017270	Aa_G16660.h1.t1
OG0006601	As001G017490	Aa_G295980.h1.t1
OG0006602	As001G017500	Aa_G295990.h1.t1
OG0006603	As001G017750	Aa_G406720.h1.t1
OG0006604	As001G018080	Aa_G24640.h1.t1
OG0006605	As001G018550	Aa_G577970.h1.t1, Aa_G148380.h1.t1
OG0006606	As008G188090, As001G019370	Aa_G161020.h1.t1
OG0006607	As001G020130	Aa_G282490.h1.t1
OG0006608	As001G020480	Aa_G563990.h1.t1
OG0006609	As001G021440	Aa_G8550.h1.t1
OG0006610	As001G021770, As008G186060	Aa_G89340.h1.t1
OG0006611	As008G186020, As001G021810	Aa_G688400.h1.t1
OG0006612	As008G185620, As001G022110	Aa_G338980.h1.t1
OG0006613	As001G022290	Aa_G121040.h1.t1
OG0006614	As001G022360	Aa_G251380.h1.t1
OG0006615	As001G022520	Aa_G278030.h1.t1
OG0006616	As001G022850	Aa_G244060.h1.t1
OG0006617	As001G023830	Aa_G279500.h1.t1
OG0006618	As001G024100, As008G183520	Aa_G569530.h1.t1
OG0006619	As001G024260	Aa_G118640.h1.t1
OG0006620	As001G024470	Aa_G408170.h1.t1
OG0006621	As001G024660	Aa_G227150.h1.t1
OG0006622	As001G024870	Aa_G207030.h1.t1
OG0006623	As001G025300	Aa_G276780.h1.t1
OG0006624	As001G025340	Aa_G276820.h1.t1
OG0006625	As001G025580	Aa_G25580.h1.t1
OG0006626	As001G025610	Aa_G25550.h1.t1
OG0006628	As001G025920	Aa_G120880.h1.t1
OG0006629	As001G026460	Aa_G27440.h1.t1
OG0006630	As001G026510	Aa_G27420.h1.t1
OG0006631	As001G026870	Aa_G34300.h1.t1
OG0006632	As001G027140	Aa_G270250.h1.t1
OG0006633	As001G027240	Aa_G142430.h1.t1
OG0006634	As001G027600	Aa_G486780.h1.t1
OG0006635	As002G046370, As001G028960	Aa_G123460.h1.t1
OG0006636	As001G029710	Aa_G560590.h1.t1
OG0006637	As001G029720	Aa_G560610.h1.t1, Aa_G182410.h1.t1
OG0006638	As001G029760	Aa_G407560.h1.t1
OG0006639	As001G029950	Aa_G143500.h1.t1
OG0006640	As001G029990	Aa_G266910.h1.t1
OG0006641	As001G030110	Aa_G669770.h1.t1, Aa_G882550.h1.t1
OG0006643	As001G030270	Aa_G184980.h1.t1
OG0006644	As001G030990	Aa_G361570.h1.t1
OG0006645	As001G031490	Aa_G72420.h1.t1
OG0006646	As001G031640	Aa_G327990.h1.t1
OG0006647	As002G033810	Aa_G401730.h1.t1
OG0006648	As002G033930	Aa_G101450.h1.t1
OG0006649	As002G033980	Aa_G101400.h1.t1
OG0006650	As003G071750, As003G071770, As002G034130	Aa_G426370.h1.t1, Aa_G396490.h1.t1
OG0006651	As002G034160	Aa_G403720.h1.t1
OG0006652	As002G034710	Aa_G34630.h1.t1
OG0006652	As005G108050	Aa_G451900.h1.t1
OG0006653	As002G035210	Aa_G569330.h1.t1
OG0006654	As002G036010	Aa_G137170.h1.t1
OG0006655	As009G214000, As002G036340	Aa_G136970.h1.t1
OG0006656	As002G036500	Aa_G136820.h1.t1
OG0006657	As002G036660	Aa_G333320.h1.t1
OG0006658	As002G036670	Aa_G333330.h1.t1, Aa_G151400.h1.t1
OG0006659	As002G037230	Aa_G800120.h1.t1, Aa_G936500.h1.t1
OG0006660	As002G037480	Aa_G397570.h1.t1
OG0006661	As002G037560	Aa_G102840.h1.t1
OG0006662	As002G037690, As002G037660	Aa_G5610.h1.t1
OG0006663	As002G038360, As002G038470	Aa_G5340.h1.t1, Aa_G5330.h1.t1
OG0006664	As002G038680	Aa_G5240.h3.t1, Aa_G5240.h2.t1, Aa_G5240.h1.t1
OG0006665	As002G039060	Aa_G40410.h1.t1
OG0006666	As002G040680	Aa_G201670.h1.t1
OG0006667	As002G041760	Aa_G68300.h1.t1
OG0006668	As002G042490, As007G164030	Aa_G130020.h1.t1
OG0006669	As002G042890	Aa_G153090.h1.t1
OG0006670	As002G043320	Aa_G84110.h1.t1
OG0006671	As002G044250	Aa_G629820.h1.t1
OG0006672	As002G044320, As007G164900	Aa_G238110.h1.t1
OG0006673	As002G044890	Aa_G381530.h1.t1
OG0006674	As002G044900	Aa_G381540.h1.t1
OG0006675	As002G045140	Aa_G134160.h1.t1
OG0006676	As002G045430	Aa_G578840.h1.t1
OG0006677	As002G045750	Aa_G231660.h1.t1
OG0006678	As002G046180	Aa_G650150.h1.t1
OG0006679	As002G046240	Aa_G52290.h1.t1, Aa_G531300.h1.t1
OG0006680	As002G046340	Aa_G123480.h1.t1
OG0006681	As002G046420	Aa_G123360.h1.t1
OG0006682	As002G046760	Aa_G701990.h1.t1
OG0006684	As002G047510	Aa_G417980.h1.t1
OG0006685	As002G048030	Aa_G216570.h1.t1
OG0006686	As002G048230	Aa_G232860.h1.t1
OG0006687	As002G048860	Aa_G69010.h1.t1
OG0006688	As002G048980	Aa_G69140.h1.t1
OG0006689	As002G049180	Aa_G307710.h1.t1
OG0006690	As002G049300	Aa_G228190.h1.t1
OG0006691	As002G050140	Aa_G90170.h1.t1
OG0006692	As002G050670	Aa_G155190.h1.t1
OG0006693	As002G050730	Aa_G155130.h1.t1
OG0006694	As002G050820	Aa_G155000.h1.t1
OG0006695	As002G050860	Aa_G138310.h1.t1
OG0006696	As002G052620	Aa_G711460.h1.t1, Aa_G98340.h1.t1
OG0006697	As005G118560, As002G052780	Aa_G98240.h1.t1
OG0006698	As002G053150	Aa_G356470.h1.t1
OG0006699	As002G053210	Aa_G458480.h1.t1
OG0006700	As002G053480	Aa_G152800.h1.t1
OG0006701	As002G053890	Aa_G268370.h1.t1
OG0006702	As002G053990	Aa_G789280.h1.t1
OG0006703	As002G054280	Aa_G210810.h1.t1
OG0006704	As002G054510	Aa_G210620.h1.t1
OG0006705	As002G054610	Aa_G319200.h1.t1
OG0006706	As002G054800	Aa_G392820.h1.t1
OG0006708	As003G055630	Aa_G96300.h1.t1
OG0006709	As003G055670	Aa_G96220.h1.t1
OG0006710	As004G079890, As003G055990	Aa_G520170.h1.t1
OG0006711	As003G056030	Aa_G604460.h1.t1
OG0006712	As003G056400	Aa_G287450.h1.t1
OG0006713	As003G056430	Aa_G287490.h1.t1
OG0006714	As003G056600	Aa_G176420.h1.t1
OG0006715	As003G056970	Aa_G339980.h1.t1
OG0006716	As003G057430	Aa_G244630.h1.t1
OG0006717	As003G057670	Aa_G78250.h1.t1
OG0006718	As003G057930	Aa_G148350.h1.t1
OG0006719	As003G057980	Aa_G148250.h1.t1
OG0006720	As004G087180, As003G058180	Aa_G123660.h1.t1
OG0006721	As003G058470, As004G087010	Aa_G201470.h1.t1
OG0006722	As003G058530	Aa_G221230.h1.t1
OG0006723	As003G058790	Aa_G96260.h1.t1
OG0006724	As003G059470	Aa_G318030.h1.t1
OG0006725	As003G059760	Aa_G672870.h1.t1
OG0006726	As003G059940	Aa_G213390.h1.t1
OG0006727	As003G060610	Aa_G147730.h1.t1
OG0006728	As003G061480	Aa_G55650.h1.t1
OG0006729	As003G061520	Aa_G55690.h1.t1
OG0006730	As003G061700	Aa_G240860.h1.t1
OG0006731	As003G061870	Aa_G503910.h1.t1
OG0006732	As003G061910	Aa_G124500.h1.t1
OG0006733	As004G084060, As003G062050	Aa_G226790.h1.t1
OG0006734	As003G062070	Aa_G522010.h1.t1, Aa_G703180.h1.t1
OG0006735	As003G062100	Aa_G626720.h1.t1
OG0006736	As003G062230	Aa_G332020.h1.t1
OG0006737	As003G062270	Aa_G331990.h1.t1
OG0006738	As003G062960	Aa_G433820.h1.t1
OG0006739	As003G063990	Aa_G529520.h1.t1
OG0006740	As003G064520	Aa_G726000.h1.t1
OG0006741	As003G064610	Aa_G382680.h1.t1, Aa_G174530.h1.t1
OG0006742	As003G064760	Aa_G301320.h1.t1
OG0006743	As003G065070	Aa_G121170.h1.t1
OG0006745	As003G065830	Aa_G438530.h1.t1
OG0006746	As003G066870	Aa_G130750.h1.t1
OG0006747	As003G067040, As008G191580	Aa_G257610.h1.t1
OG0006748	As003G067370	Aa_G160660.h1.t1
OG0006749	As004G082010, As003G067930	Aa_G130880.h1.t1
OG0006750	As003G068020, As004G082250	Aa_G309640.h1.t1
OG0006751	As003G068280	Aa_G130810.h1.t1
OG0006752	As003G068710, As011G266700	Aa_G640990.h1.t1
OG0006753	As003G069180	Aa_G498740.h1.t1
OG0006754	As003G069720	Aa_G366280.h1.t1
OG0006755	As003G069780	Aa_G374460.h1.t1, Aa_G366300.h1.t1
OG0006756	As003G069810	Aa_G689000.h1.t1
OG0006757	As003G069950	Aa_G223720.h1.t1
OG0006758	As003G070240	Aa_G108330.h1.t1
OG0006759	As003G070660	Aa_G679290.h1.t1
OG0006760	As003G070850	Aa_G28320.h1.t1
OG0006761	As012G275100, As003G071050	Aa_G138680.h1.t1
OG0006762	As003G071270	Aa_G279770.h1.t1
OG0006763	As003G071560	Aa_G476220.h1.t1
OG0006764	As003G072010	Aa_G157040.h1.t1
OG0006765	As003G072480	Aa_G179350.h1.t1
OG0006766	As003G072800	Aa_G342290.h1.t1
OG0006767	As003G072930	Aa_G223130.h1.t1
OG0006768	As003G073330	Aa_G139470.h1.t1, Aa_G139480.h1.t1
OG0006769	As003G073410	Aa_G746750.h1.t1
OG0006770	As003G073900	Aa_G602840.h1.t1
OG0006771	As003G073960	Aa_G221990.h1.t1
OG0006772	As003G074150, As003G074170, As003G074160	Aa_G397150.h2.t1, Aa_G397150.h1.t1, Aa_G237410.h1.t1
OG0006774	As007G180490	Aa_G100200.h1.t1
OG0006775	As007G181790, As003G075940	Aa_G314690.h1.t1
OG0006776	As003G075980, As007G181820, As007G181830	Aa_G137860.h1.t1
OG0006777	As003G076210	Aa_G138080.h1.t1
OG0006778	As003G076560	Aa_G219270.h1.t1
OG0006779	As004G076800	Aa_G689730.h1.t1, Aa_G689730.h2.t1, Aa_G689730.h3.t1, Aa_G716940.h2.t1, Aa_G716940.h3.t1, Aa_G716940.h1.t1
OG0006780	As004G077780	Aa_G253920.h1.t1
OG0006781	As004G079510	Aa_G11080.h1.t1
OG0006782	As004G080490	Aa_G97600.h1.t1
OG0006783	As004G080960, As004G080980	Aa_G462860.h1.t1
OG0006784	As004G081170	Aa_G657420.h1.t1
OG0006785	As004G081470	Aa_G508020.h1.t1, Aa_G337800.h1.t1
OG0006786	As004G082220	Aa_G581110.h1.t1, Aa_G581090.h1.t1
OG0006787	As004G082270	Aa_G150360.h1.t1
OG0006788	As004G082580	Aa_G39590.h1.t1
OG0006789	As004G083030	Aa_G250280.h1.t1
OG0006790	As004G083220, As004G083210, As004G083200	Aa_G661720.h1.t1
OG0006791	As004G084410	Aa_G270960.h1.t1
OG0006792	As004G084610	Aa_G352510.h1.t1
OG0006793	As004G084680	Aa_G452400.h1.t1
OG0006794	As004G084690	Aa_G591150.h1.t1, Aa_G599600.h1.t1, Aa_G978440.h1.t1, Aa_G409220.h1.t1
OG0006795	As004G084750	Aa_G546090.h1.t1
OG0006796	As004G084970	Aa_G35120.h1.t1
OG0006797	As004G085670	Aa_G320620.h1.t1
OG0006798	As004G085800, As004G085830	Aa_G872420.h1.t1, Aa_G872420.h2.t1
OG0006799	As004G086480	Aa_G577820.h1.t1
OG0006802	As004G087410	Aa_G141560.h1.t1
OG0006803	As004G088300	Aa_G419960.h1.t1
OG0006804	As004G088620	Aa_G58170.h1.t1
OG0006805	As004G089090	Aa_G160350.h1.t1
OG0006807	As004G089200	Aa_G26370.h1.t1
OG0006808	As004G089260	Aa_G295610.h1.t1
OG0006809	As004G089480	Aa_G295500.h1.t1
OG0006810	As004G089660	Aa_G213930.h1.t1
OG0006811	As006G147080, As004G089740	Aa_G150840.h1.t1
OG0006812	As004G090250	Aa_G1070840.h2.t1, Aa_G1070840.h1.t1
OG0006813	As004G090510	Aa_G63470.h1.t1
OG0006814	As004G092230	Aa_G426630.h1.t1, Aa_G310030.h1.t1
OG0006815	As011G258230	Aa_G80.h1.t1, Aa_G80.h2.t1
OG0006816	As011G257610, As004G093430	Aa_G77000.h1.t1
OG0006817	As004G093730	Aa_G284700.h1.t1, Aa_G183910.h1.t1
OG0006818	As004G093800	Aa_G183960.h1.t1
OG0006819	As004G095140	Aa_G115730.h1.t1
OG0006820	As011G254890	Aa_G408730.h1.t1, Aa_G51870.h1.t1
OG0006821	As004G095880	Aa_G31030.h1.t1
OG0006822	As004G095960	Aa_G31120.h1.t1
OG0006823	As004G096490	Aa_G496640.h1.t1, Aa_G71990.h1.t1
OG0006824	As004G096570	Aa_G573920.h1.t1
OG0006825	As004G096660	Aa_G580560.h1.t1
OG0006827	As004G097700	Aa_G352850.h1.t1
OG0006828	As004G098440	Aa_G184890.h1.t1
OG0006829	As004G098480	Aa_G184850.h1.t1
OG0006830	As005G098620	Aa_G13170.h1.t1
OG0006831	As012G288890, As005G098650	Aa_G13120.h1.t1
OG0006832	As005G099380	Aa_G198080.h1.t1, Aa_G70700.h1.t1
OG0006833	As005G099490	Aa_G226190.h1.t1
OG0006835	As005G100210	Aa_G177840.h1.t1
OG0006836	As005G100340	Aa_G332710.h1.t1
OG0006837	As005G100720	Aa_G196840.h1.t1
OG0006838	As005G100810	Aa_G536090.h1.t1
OG0006839	As005G101060	Aa_G16930.h1.t1
OG0006840	As005G101110	Aa_G16990.h1.t1
OG0006841	As005G101240	Aa_G17150.h1.t1
OG0006842	As005G101380	Aa_G15940.h1.t1
OG0006843	As005G101400	Aa_G15960.h1.t1
OG0006844	As005G101700	Aa_G16240.h1.t1
OG0006845	As005G102320, As012G286240	Aa_G467090.h1.t1
OG0006846	As005G104040	Aa_G125390.h1.t1
OG0006847	As005G104180	Aa_G401540.h1.t1
OG0006848	As005G104510	Aa_G199990.h1.t1
OG0006849	As005G104560	Aa_G199960.h1.t1
OG0006850	As005G104900	Aa_G210240.h1.t1
OG0006851	As005G105250	Aa_G230850.h1.t1
OG0006852	As005G105510, As005G105530	Aa_G145730.h1.t1
OG0006853	As005G106170	Aa_G188480.h1.t1
OG0006854	As005G107190	Aa_G18870.h1.t1
OG0006855	As005G107380	Aa_G85210.h1.t1
OG0006856	As005G107520	Aa_G85330.h1.t1
OG0006857	As005G107530	Aa_G85340.h1.t1
OG0006858	As005G107980	Aa_G456490.h1.t1
OG0006859	As005G108040	Aa_G451890.h1.t1
OG0006860	As005G108130	Aa_G456290.h1.t1
OG0006861	As005G108230	Aa_G259910.h1.t1
OG0006862	As005G108860	Aa_G337160.h1.t1
OG0006863	As005G108890	Aa_G337130.h1.t1
OG0006864	As005G109710	Aa_G205050.h1.t1
OG0006865	As007G179320, As005G110070	Aa_G181160.h1.t1
OG0006866	As005G110630	Aa_G230370.h1.t1
OG0006867	As005G110650	Aa_G68370.h1.t1
OG0006868	As005G111390	Aa_G68150.h1.t1
OG0006869	As005G111480	Aa_G662220.h1.t1
OG0006870	As005G112320, As005G112310	Aa_G501670.h1.t1
OG0006871	As010G226880, As005G112370	Aa_G672100.h1.t1
OG0006872	As005G112470, As005G112460	Aa_G404830.h1.t1
OG0006873	As005G112970	Aa_G9020.h1.t1
OG0006874	As005G113160	Aa_G8800.h1.t1
OG0006875	As005G113830, As010G225760	Aa_G629220.h1.t1
OG0006877	As005G114340	Aa_G362180.h1.t1
OG0006878	As006G145260, As005G114640	Aa_G33930.h1.t1
OG0006879	As005G114810	Aa_G33750.h1.t1
OG0006880	As005G116100	Aa_G320850.h1.t1
OG0006881	As005G116730	Aa_G76060.h1.t1
OG0006882	As005G116740	Aa_G76070.h1.t1
OG0006883	As005G116950	Aa_G268240.h1.t1
OG0006884	As005G117040	Aa_G268320.h1.t1
OG0006885	As005G117230	Aa_G51670.h1.t1
OG0006886	As005G117300	Aa_G51610.h1.t1
OG0006887	As005G117450	Aa_G51430.h1.t1
OG0006888	As005G117460	Aa_G51420.h1.t1
OG0006889	As005G117810	Aa_G20880.h1.t1
OG0006890	As005G117940	Aa_G20760.h1.t1
OG0006891	As005G118110	Aa_G20680.h1.t1
OG0006892	As005G118180	Aa_G585340.h1.t1, Aa_G804580.h1.t1
OG0006893	As005G118440	Aa_G37400.h1.t1
OG0006894	As005G118600	Aa_G527040.h1.t1, Aa_G1018040.h1.t1
OG0006895	As005G119140	Aa_G23650.h1.t1
OG0006896	As005G119180	Aa_G23680.h1.t1
OG0006897	As005G119280	Aa_G383080.h1.t1
OG0006898	As010G229390, As005G120090	Aa_G131710.h1.t1
OG0006899	As005G120400	Aa_G43900.h1.t1
OG0006900	As005G120470	Aa_G43990.h1.t1
OG0006901	As005G120500	Aa_G44020.h1.t1
OG0006902	As006G121020	Aa_G136080.h1.t1
OG0006903	As006G121180, As009G214500	Aa_G242330.h1.t1
OG0006904	As006G121280	Aa_G425520.h1.t1
OG0006905	As008G199070, As006G121520	Aa_G299860.h1.t1, Aa_G299860.h2.t1
OG0006906	As006G121980	Aa_G53400.h1.t1
OG0006907	As006G122240	Aa_G78380.h1.t1
OG0006908	As008G198460	Aa_G290640.h1.t1
OG0006909	As006G122930	Aa_G70890.h1.t1
OG0006910	As006G123720	Aa_G189010.h1.t1
OG0006911	As006G123770	Aa_G189070.h1.t1
OG0006912	As006G123870	Aa_G189230.h1.t1
OG0006913	As006G124040	Aa_G187750.h1.t1
OG0006914	As008G196910, As006G124250	Aa_G134710.h1.t1
OG0006915	As006G124580	Aa_G236400.h1.t1, Aa_G89640.h1.t1
OG0006916	As006G124640	Aa_G89690.h1.t1
OG0006917	As006G124750	Aa_G756670.h1.t1
OG0006918	As006G125360	Aa_G208700.h1.t1
OG0006919	As006G125430, As008G195830	Aa_G183690.h1.t1
OG0006920	As006G125740	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1
OG0006921	As006G125780, As008G195760	Aa_G257810.h1.t1
OG0006922	As006G125820	Aa_G257850.h1.t1
OG0006923	As006G125830	Aa_G257860.h1.t1
OG0006924	As008G195570, As006G125950	Aa_G148600.h1.t1, Aa_G148590.h1.t1
OG0006926	As006G126300	Aa_G243580.h1.t1
OG0006927	As006G126360	Aa_G346430.h1.t1
OG0006929	As006G126940	Aa_G154810.h1.t1
OG0006930	As006G126960	Aa_G154830.h1.t1
OG0006931	As006G127100	Aa_G640480.h1.t1
OG0006932	As006G127640	Aa_G263120.h1.t1
OG0006933	As006G127900	Aa_G365410.h1.t1
OG0006934	As006G128040	Aa_G159320.h1.t1
OG0006935	As006G128160	Aa_G119290.h1.t1
OG0006936	As006G128190	Aa_G429880.h1.t1
OG0006938	As006G128420	Aa_G25080.h1.t1
OG0006939	As006G128720	Aa_G154120.h1.t1
OG0006941	As006G129350	Aa_G460140.h1.t1
OG0006942	As006G129530	Aa_G294180.h1.t1
OG0006943	As006G129700	Aa_G158280.h1.t1
OG0006944	As006G129870	Aa_G18160.h1.t1
OG0006945	As006G130520	Aa_G432320.h1.t1
OG0006946	As006G130590	Aa_G606200.h1.t1
OG0006947	As006G130660	Aa_G662590.h1.t1
OG0006948	As006G130830	Aa_G342480.h1.t1, Aa_G611340.h1.t1
OG0006949	As006G130910	Aa_G575100.h1.t1, Aa_G150850.h1.t1
OG0006950	As006G131860	Aa_G290420.h1.t1
OG0006951	As006G131980	Aa_G661860.h1.t1
OG0006952	As006G132060	Aa_G480970.h1.t1
OG0006953	As006G132730	Aa_G556010.h1.t1, Aa_G14870.h1.t1
OG0006954	As006G134110	Aa_G514890.h1.t1
OG0006955	As006G134400	Aa_G234070.h1.t1
OG0006956	As006G134760	Aa_G14810.h1.t1
OG0006957	As006G134930	Aa_G14620.h1.t1
OG0006958	As006G134980	Aa_G14600.h1.t1
OG0006959	As006G135150	Aa_G71670.h1.t1
OG0006961	As006G135660	Aa_G42230.h1.t1
OG0006962	As006G135850	Aa_G250300.h1.t1
OG0006963	As006G135990	Aa_G111890.h1.t1
OG0006964	As006G136070	Aa_G111770.h1.t1
OG0006965	As006G136660	Aa_G44920.h1.t1
OG0006966	As006G136820	Aa_G45030.h1.t1
OG0006967	As006G136960	Aa_G438180.h1.t1
OG0006968	As006G137300	Aa_G618750.h1.t1
OG0006969	As006G137460	Aa_G526030.h1.t1
OG0006970	As006G137560	Aa_G304950.h1.t1
OG0006971	As006G137740, As009G207040	Aa_G4220.h1.t1
OG0006972	As006G138010	Aa_G4490.h1.t1
OG0006974	As006G138620	Aa_G75540.h1.t1
OG0006975	As006G138800	Aa_G75770.h1.t1
OG0006976	As006G139480	Aa_G205880.h1.t1
OG0006977	As006G139490	Aa_G205890.h1.t1
OG0006978	As006G139580	Aa_G163150.h1.t1
OG0006979	As006G139790	Aa_G462840.h1.t1, Aa_G524380.h1.t1
OG0006980	As006G139840	Aa_G47680.h1.t1
OG0006981	As009G204370, As006G140050	Aa_G280200.h1.t1
OG0006982	As006G140420	Aa_G47110.h1.t1
OG0006983	As006G140440	Aa_G47090.h1.t1
OG0006984	As006G140680	Aa_G49730.h1.t1
OG0006985	As006G140850	Aa_G78770.h1.t1
OG0006986	As006G141150	Aa_G174600.h1.t1
OG0006987	As006G141530	Aa_G174130.h1.t1, Aa_G263060.h1.t1
OG0006988	As006G142260	Aa_G24110.h1.t1
OG0006989	As006G142740	Aa_G115370.h1.t1
OG0006990	As006G142830	Aa_G641350.h1.t1
OG0006991	As006G142920	Aa_G224260.h1.t1
OG0006992	As006G143200	Aa_G38130.h1.t1
OG0006993	As006G143280	Aa_G451150.h1.t1
OG0006994	As006G143430	Aa_G461830.h1.t1
OG0006995	As006G143770	Aa_G412580.h1.t1
OG0006996	As006G143830	Aa_G745890.h1.t1
OG0006997	As006G144250	Aa_G269520.h1.t1
OG0006998	As006G144300	Aa_G594360.h1.t1
OG0006999	As006G144340	Aa_G594410.h1.t1
OG0007000	As006G144350	Aa_G594420.h1.t1
OG0007001	As006G144420	Aa_G286480.h1.t1
OG0007002	As006G144450	Aa_G286500.h1.t1
OG0007003	As006G144600	Aa_G354160.h1.t1
OG0007004	As006G144630	Aa_G550040.h1.t1
OG0007005	As012G276150, As006G144710	Aa_G177470.h1.t1
OG0007006	As006G144820	Aa_G282200.h1.t1
OG0007007	As006G145050	Aa_G426210.h1.t1
OG0007008	As006G145730	Aa_G548160.h1.t1
OG0007009	As006G145910	Aa_G29990.h1.t1
OG0007010	As006G146000, As006G145980, As006G146010	Aa_G30100.h1.t1
OG0007011	As006G146070	Aa_G491330.h1.t1
OG0007012	As006G146180	Aa_G249300.h1.t1
OG0007013	As006G146970	Aa_G115280.h1.t1, Aa_G644740.h1.t1
OG0007014	As006G147100	Aa_G66250.h1.t1
OG0007016	As007G152300	Aa_G140680.h1.t1
OG0007017	As007G152320	Aa_G21610.h1.t1
OG0007018	As007G152820	Aa_G65550.h1.t1
OG0007021	As007G153310	Aa_G131980.h1.t1
OG0007022	As007G153530	Aa_G275000.h1.t1
OG0007023	As010G241460, As007G153710	Aa_G347870.h1.t1
OG0007024	As007G154030	Aa_G278380.h1.t1
OG0007025	As007G154110, As007G154050	Aa_G278320.h1.t1
OG0007026	As007G154310	Aa_G535620.h1.t1
OG0007027	As007G154400	Aa_G557430.h1.t1
OG0007028	As007G155040	Aa_G119020.h1.t1
OG0007029	As007G155400	Aa_G493830.h1.t1
OG0007030	As007G155410	Aa_G33180.h1.t1, Aa_G493820.h1.t1
OG0007031	As007G155580	Aa_G371580.h1.t1
OG0007032	As007G155590	Aa_G371590.h1.t1
OG0007033	As007G155860	Aa_G89600.h1.t1, Aa_G93270.h1.t1
OG0007034	As007G155960	Aa_G544320.h1.t1
OG0007035	As007G156760	Aa_G119540.h1.t1
OG0007036	As007G156930, As010G231390	Aa_G334080.h1.t1
OG0007037	As007G157330	Aa_G374470.h1.t1
OG0007038	As007G157890	Aa_G329470.h1.t1
OG0007039	As007G157990	Aa_G710560.h1.t1
OG0007040	As007G158110	Aa_G166170.h1.t1
OG0007041	As007G158120	Aa_G166150.h1.t1
OG0007042	As010G234650, As007G158750	Aa_G160320.h1.t1
OG0007043	As007G159580	Aa_G62380.h1.t1
OG0007044	As007G159730	Aa_G487260.h1.t1
OG0007045	As007G159830, As010G233240	Aa_G562120.h1.t1
OG0007046	As007G160090	Aa_G352740.h1.t1
OG0007047	As007G161190	Aa_G596310.h1.t1
OG0007048	As007G161740	Aa_G474470.h1.t1
OG0007049	As007G161880	Aa_G61730.h1.t1
OG0007050	As007G162770	Aa_G92240.h1.t1
OG0007051	As007G163030	Aa_G92170.h1.t1
OG0007052	As007G163140	Aa_G130200.h1.t1
