Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0005895	As009G219700	XP_009126745.1, XP_009121303.1
OG0005896	As009G219780	XP_033140118.1, XP_009123174.3, XP_009120373.2, XP_009132036.1
OG0005897	As009G219840	XP_033144585.1, XP_033138863.1, XP_033137395.1
OG0005898	As009G219950	XP_009132053.1, XP_009126751.1
OG0005899	As009G219960	XP_009146785.2, XP_009122489.1, XP_009135140.1
OG0005900	As009G220150	XP_009126769.1, XP_009120334.1, XP_009132073.2
OG0005901	As010G220240	XP_009115833.1, XP_009148992.2
OG0005902	As010G221040	XP_033138244.1, XP_009115716.1, XP_009136544.1
OG0005903	As010G222080	XP_009150156.2, XP_009149756.1, XP_009151913.2
OG0005904	As010G223050	XP_009150210.1, XP_009149843.1
OG0005905	As010G224660	XP_033128515.1
OG0005906	As010G226820	XP_033128739.1, XP_033134882.1
OG0005907	As010G231700	XP_009127677.1, XP_033131409.1
OG0005909	As010G234370	XP_009105820.1
OG0005910	As010G234790	XP_009105859.2, XP_009127886.1
OG0005911	As010G235430	XP_009128272.1, XP_009104591.1, XP_009106449.1
OG0005912	As010G236120	XP_033128556.1, XP_009103288.1, XP_009110175.1
OG0005913	As010G237070	XP_009128176.2, XP_009104676.1, XP_009106302.1
OG0005914	As010G237320	XP_009106275.1, XP_009128160.1, XP_033130733.1
OG0005915	As010G238310	XP_009106180.1, XP_009104712.1, XP_009128086.1
OG0005916	As010G238540, As010G238420	XP_009104729.1, XP_018512357.2
OG0005917	As010G238880	XP_009106128.1, XP_009128055.1, XP_009104754.1
OG0005918	As010G241580	XP_009149166.1, XP_009117714.1
OG0005919	As010G242020	XP_009106578.1, XP_009128304.1
OG0005920	As010G242080	XP_009106588.2, XP_009128310.1
OG0005921	As010G243410	XP_009106719.1
OG0005922	As010G243960	XP_009128440.1
OG0005924	As011G244740	XP_009124687.1, XP_009146571.2
OG0005925	As011G245050	XP_009146543.1, XP_009124724.1
OG0005926	As011G245860	XP_009135342.1, XP_009135337.1, XP_009146435.1
OG0005927	As011G246790	XP_009146340.1, XP_033128153.1
OG0005928	As011G246890	XP_033128170.1, XP_033148717.1, XP_033148718.1
OG0005929	As012G270060, As011G247460	XP_009144802.1, XP_009107008.2
OG0005930	As011G247890	XP_009146205.1
OG0005931	As011G249670	XP_009145999.1, XP_009113925.1
OG0005932	As011G250460	XP_009112744.2, XP_009135577.1, XP_009145897.2
OG0005933	As011G250620, As011G250610	XP_009114625.1
OG0005935	As011G252020	XP_009135652.1
OG0005936	As011G252550	XP_009111201.1
OG0005937	As011G253240	XP_009109876.1, XP_009145520.1
OG0005938	As011G254360	XP_009108895.1, XP_033147579.1
OG0005939	As011G254370	XP_009108883.1, XP_009145331.1
OG0005940	As011G254570	XP_009108747.1, XP_009135818.1
OG0005941	As011G255500	XP_009102597.2, XP_009106554.1
OG0005942	As011G255750	XP_009102578.1, XP_009106333.1
OG0005943	As011G255790	XP_009106288.1, XP_009102574.1, XP_009135867.2
OG0005944	As011G256800	XP_009112680.1, XP_009136081.1, XP_033131782.1
OG0005945	As011G261470, As011G261460	XP_033131071.1
OG0005946	As011G261940, As011G261930	XP_009115235.1, XP_009109664.1
OG0005948	As011G263550	XP_033134162.1, XP_009112397.1, XP_009136322.2
OG0005949	As011G264980	XP_009102286.1, XP_009150751.1
OG0005950	As011G265420	XP_009102251.1, XP_009112483.1
OG0005951	As011G266080	XP_018508232.1, XP_009102157.1
OG0005952	As011G266280	XP_009112617.2, XP_009117532.2, XP_009102152.2
OG0005953	As011G266660	XP_009117511.1, XP_009123853.2
OG0005954	As011G266950	XP_009102048.1, XP_009117500.1, XP_009112650.2
OG0005955	As012G267950	XP_009106820.1, XP_009144731.1
OG0005956	As012G268270	XP_009147495.1, XP_009106841.1
OG0005957	As012G269670	XP_033142810.1, XP_009121995.1
OG0005958	As012G270120	XP_009147644.2
OG0005959	As012G270510	XP_009147670.1, XP_009144826.1, XP_009107022.1
OG0005960	As012G273120	XP_009145000.1, XP_009107339.1
OG0005961	As012G273190	XP_009107334.1, XP_009144998.1
OG0005962	As012G274040	XP_033132750.1, XP_033133174.1, XP_033128618.1, XP_009147999.2
OG0005963	As012G274760	XP_009146738.2
OG0005964	As012G275940	XP_018513028.1, XP_009139460.1
OG0005965	As012G278490	XP_033146623.1, XP_033146624.1, XP_009115886.1
OG0005966	As012G280370	XP_009103931.1, XP_009139217.1, XP_009116153.1
OG0005967	As012G282520	XP_009116296.1, XP_009139125.1
OG0005968	As012G282740	XP_009116324.1, XP_009103994.2
OG0005969	As012G283470	XP_009116396.1, XP_009104031.1, XP_033146559.1
OG0005970	As012G283580	XP_009104039.1, XP_009139049.1, XP_009116409.1
OG0005971	As012G284020	XP_033131656.1, XP_033146476.1, XP_009116450.2
OG0005972	As012G284030	XP_009104062.1, XP_009116451.1
OG0005973	As012G285230	XP_009116584.1, XP_009104186.1
OG0005974	As012G287360	XP_009138779.1, XP_009116795.1, XP_009104301.1
OG0005975	As012G287540	XP_009117213.1
OG0005976	As012G287560	XP_009104320.1, XP_009138766.1, XP_009116823.1
OG0005977	As012G289310	XP_009104414.1
OG0005978	As012G289470	XP_009138676.1, XP_009117091.1
OG0006016	As011G266650, As001G000800	XP_009129148.1, XP_009137815.1, XP_033133138.1
OG0006017	As011G265900, As001G001870	XP_009103406.1, XP_009112597.1
OG0006018	As001G002410	XP_009137915.1, XP_009127847.1
OG0006019	As001G002490, As007G179100	XP_009117264.1, XP_009140501.1
OG0006020	As001G002830	XP_009127561.2, XP_009137961.1
OG0006021	As001G003250	XP_009148082.1
OG0006022	As007G178210, As001G003350	XP_033133496.1, XP_009137992.2
OG0006023	As001G003440	XP_009127126.1, XP_009137997.1
OG0006024	As007G177940, As001G003950	XP_009140568.1, XP_009117107.1
OG0006025	As001G005300	XP_009109604.2, XP_009115178.1
OG0006026	As001G010530	XP_009108795.1, XP_009108798.1
OG0006027	As001G010610	XP_009120943.1, XP_009138199.2
OG0006028	As001G010720	XP_009138201.1, XP_009108781.1
OG0006029	As011G262500, As001G012720	XP_009102324.1, XP_009123224.2, XP_009136260.2
OG0006030	As001G014400	XP_009138318.1, XP_009108711.1, XP_009110121.1
OG0006031	As001G014500	XP_009108859.1, XP_033144076.1
OG0006032	As001G014560	XP_009108194.1, XP_009138330.2, XP_009108697.1
OG0006034	As011G256000, As004G079060, As001G015920	XP_033135669.1, XP_009108121.2
OG0006035	As001G016750	XP_009114900.1, XP_009145195.1
OG0006036	As001G017050	XP_009151437.1
OG0006037	As001G017210	XP_009107984.2
OG0006038	As001G017380	NP_001288835.1, XP_009136818.1, XP_009136814.1
OG0006039	As001G018050	XP_009145912.1, XP_018512635.1
OG0006040	As001G018690	XP_018513646.2
OG0006041	As001G019590	XP_009113332.2, XP_009102628.1
OG0006042	As001G020610	XP_009103670.1
OG0006043	As001G020800	XP_009103743.1
OG0006044	As008G186780, As001G021070	XP_009148416.1, XP_009118210.1
OG0006045	As001G022260	XP_009101367.1
OG0006046	As001G022450, As011G261420	XP_009136192.2, XP_009136191.1
OG0006047	As001G022570	XP_009114235.2, XP_009129239.2, XP_009101350.1
OG0006048	As001G022680	XP_009101334.1, XP_033136314.1
OG0006049	As001G023240	XP_009114211.2, XP_009101282.1
OG0006050	As001G023340	XP_009127866.1, XP_009105813.1
OG0006051	As001G023620	XP_009114194.1, XP_009101244.1
OG0006052	As001G024020	XP_009129094.3, XP_009152199.1
OG0006053	As001G024400	XP_009152146.1
OG0006054	As008G184340, As001G025380, As001G024700	XP_009148554.1, XP_009110608.1
OG0006055	As001G024950	XP_009129577.1, XP_009152097.1
OG0006056	As001G025480	XP_033128604.1
OG0006058	As001G026140	XP_033140714.1, XP_033128983.1
OG0006059	As001G026290	XP_009151969.1, XP_009129422.1
OG0006060	As001G026340	XP_009129419.1, XP_009151966.1
OG0006061	As001G026850	XP_009151901.1, XP_009129386.1
OG0006062	As001G026880	XP_009111588.1, XP_009129384.1
OG0006063	As001G026980	XP_009151877.1, XP_018515515.1
OG0006064	As001G027190	XP_009129364.1
OG0006066	As001G027580	XP_009151812.1, XP_033140780.1
OG0006067	As001G028060	XP_009111804.1, XP_009151758.1, XP_009129675.1
OG0006068	As001G028660	XP_009119421.2
OG0006069	As001G029160	XP_009124158.1, XP_009127460.1, XP_009105173.2
OG0006070	As001G029370	XP_009124919.1
OG0006071	As001G030460	XP_009124663.2, XP_009112871.1
OG0006072	As001G030480	XP_009124661.1
OG0006073	As001G031210	XP_009112929.1, XP_009112758.2
OG0006074	As001G031350	XP_009119815.1
OG0006075	As001G031690	XP_009113030.2, XP_009112719.1
OG0006076	As002G033100	XP_009142736.1
OG0006076	As012G283520	XP_009133478.1
OG0006077	As002G033280	XP_009142723.2
OG0006078	As002G034220	XP_009146934.1, XP_009135056.1
OG0006079	As002G035610	XP_009146846.2, XP_009135105.2, XP_009122939.1
OG0006080	As002G036510	XP_009122529.2, XP_009146793.1
OG0006081	As002G037500, As009G212250	XP_009122240.1, XP_009125643.1
OG0006082	As002G039070	XP_009120653.1
OG0006084	As002G042230	XP_009134063.1, XP_009117090.1
OG0006085	As002G043110	XP_009127325.1, XP_009132620.1
OG0006086	As002G043640	XP_009107217.1
OG0006088	As002G045030	XP_009119835.1, XP_009124178.1
OG0006089	As002G045040	XP_018512910.2
OG0006090	As002G045330	XP_009119906.1, XP_033143125.1, XP_033143126.1, XP_009127155.1
OG0006092	As002G045410	XP_009127146.1, XP_009119916.1
OG0006093	As002G046040	XP_009127107.1, XP_009119956.1
OG0006094	As002G046310, As007G179400	XP_009127082.1, XP_009119980.1
OG0006095	As002G046410	XP_009119994.1, XP_009132431.1
OG0006096	As002G046470	XP_009132428.2, XP_009120004.1
OG0006097	As002G046880	XP_033138695.1, XP_033143598.1
OG0006098	As002G047480	XP_009132355.1, XP_009126985.2
OG0006099	As002G048490	XP_009120190.1, XP_009126925.1
OG0006100	As002G049200	XP_009132121.1, XP_033140791.1
OG0006101	As002G049280	XP_009126826.1, XP_009132117.1
OG0006102	As002G049500	XP_033132724.1, XP_009148935.1
OG0006103	As002G049660, As002G049690	XP_009120315.2, XP_009126799.2
OG0006104	As002G049740, As008G183560	XP_009118028.3, XP_033134936.1
OG0006105	As002G049810	XP_009132090.1, XP_009120317.1, XP_009126798.1
OG0006106	As002G050840	XP_018512615.1, XP_009121847.1
OG0006107	As002G050890	XP_009131279.1, XP_009121853.1
OG0006108	As002G051780	XP_009121940.1, XP_009131209.1
OG0006109	As002G052970	XP_009125306.1, XP_009122068.1
OG0006110	As002G053180	XP_009122087.1, XP_009125327.1
OG0006111	As002G053730	XP_033137470.1, XP_033140953.1, XP_009131116.1
OG0006112	As002G054150	XP_009125741.1, XP_009122483.1
OG0006113	As002G054520	XP_009131060.1, XP_033140842.1
OG0006114	As002G054740	XP_033138659.1, XP_009131033.1
OG0006115	As002G054770	XP_009122418.2, XP_009122419.1
OG0006116	As002G055100	XP_033138830.1, XP_009131005.1
OG0006117	As009G218510, As002G055470	XP_009130186.1, XP_033128991.1
OG0006118	As003G055680	XP_033132731.1, XP_033132734.1
OG0006119	As003G055930	XP_009108336.1, XP_009130771.1
OG0006120	As003G056280	XP_009136881.1, XP_009108344.1
OG0006121	As003G056330	XP_033144964.1, XP_033129562.1
OG0006122	As003G056760	XP_009136927.1, XP_009131682.1
OG0006123	As003G056850	XP_033129677.1, XP_009108361.1
OG0006124	As003G057020	XP_009108369.1, XP_009131946.1
OG0006125	As003G057850	XP_009132889.1, XP_009108436.1
OG0006126	As003G058490	XP_033132185.1, XP_009133920.1
OG0006127	As003G058520	XP_009133667.1, XP_009137146.1
OG0006128	As003G059050	XP_009137167.1, XP_009134445.1
OG0006129	As003G059250, As004G086200	XP_033137313.1
OG0006130	As003G059660	XP_009137199.1, XP_009108489.1
OG0006131	As003G060000	XP_009137232.1, XP_009135487.1
OG0006134	As003G061440	XP_009136993.1, XP_009137340.2
OG0006135	As003G061720	XP_009137281.1, XP_009137377.1
OG0006136	As003G061900	XP_009137380.1, NP_001288947.1
OG0006137	As003G062120	XP_009137645.2, XP_033144435.1
OG0006138	As004G083970	XP_009108223.1, XP_009134207.1
OG0006139	As003G063130	XP_009145158.1, XP_033136105.1
OG0006140	As003G064410, As006G137780	XP_009107473.1, XP_009124431.1
OG0006141	As003G064700	XP_009145057.1, XP_009107647.1, XP_009123041.2
OG0006142	As003G065310	XP_009137423.2
OG0006143	As005G103240, As003G066770	XP_009142238.1, XP_009133648.1
OG0006144	As003G067360	XP_009109772.1, XP_009113729.1
OG0006145	As003G067510	XP_009109761.1, XP_009124448.1, XP_009102939.1
OG0006146	As003G068060	XP_009123523.1, XP_009107443.1
OG0006147	As003G069030	XP_009109731.1, XP_009113667.1
OG0006148	As003G069050	XP_009109727.1
OG0006149	As003G069820	XP_009109680.1
OG0006150	As003G069910	XP_009102864.1, XP_033133546.1, XP_033136317.1
OG0006151	As003G069940	XP_009106350.1, XP_009109671.1
OG0006152	As003G069980	XP_009115241.1, XP_009109667.2
OG0006153	As003G070640, As012G275280	XP_009109627.3, XP_009115196.1
OG0006155	As003G070880	NP_001288887.1
OG0006156	As003G070970	XP_009115147.1, XP_009109587.1, XP_009140160.1
OG0006157	As003G072050	XP_009109278.1, XP_009150792.2
OG0006158	As003G072920	XP_009109340.1, XP_009142559.1
OG0006159	As003G073290	XP_009139093.1, XP_009138468.1
OG0006160	As003G073630	XP_009109368.2, XP_009136769.1
OG0006161	As003G074690	XP_009129608.1
OG0006162	As003G075560, As007G180710	XP_009111564.1, XP_009101884.1
OG0006163	As003G076200	XP_009101933.2
OG0006164	As004G077250	XP_009139726.2
OG0006165	As004G077820	XP_009125081.1, XP_009139795.1, XP_018513667.1
OG0006166	As004G077920	XP_009139803.1
OG0006167	As004G078960	XP_009124074.1, XP_009147253.1
OG0006168	As004G079000	XP_009108124.1, XP_009102665.1, XP_009114992.1
OG0006169	As004G079160	XP_009114969.2, XP_009115332.1
OG0006170	As004G079790, As004G079800	XP_009133176.2
OG0006171	As004G080090	XP_033144484.1
OG0006172	As004G080690, As004G080700	XP_009134093.1
OG0006173	As004G081290	XP_009141356.2, XP_033147734.1, XP_009143816.1
OG0006175	As004G082710	XP_009113440.2
OG0006176	As004G083230	XP_033143784.1, XP_009113581.1
OG0006177	As004G083640	XP_009134190.1
OG0006178	As004G083920, As004G083880	XP_009108259.1
OG0006179	As004G084590	XP_009134242.1, XP_009128670.1
OG0006180	As004G084710	XP_009128660.1, XP_009123168.1
OG0006181	As004G084760	XP_009102711.2
OG0006182	As004G085020	XP_009114636.1, XP_009134254.1
OG0006183	As004G085420	XP_009108555.1
OG0006185	As004G085730	XP_009134315.1, XP_009144514.1, XP_009114554.1
OG0006186	As004G086120	XP_009114511.1
OG0006187	As004G087630	XP_009101620.2
OG0006188	As004G087820	XP_009128782.1, XP_009101609.2
OG0006189	As004G088730	XP_009114367.1, XP_009101530.2
OG0006190	As004G088740	XP_009114365.1, XP_009101529.1
OG0006191	As004G088960	XP_009101511.2
OG0006192	As004G090100	XP_009107093.1, XP_033128859.1
OG0006193	As004G091670	XP_009148347.2, XP_009118263.1
OG0006194	As004G093270	XP_018515449.2, XP_009111003.2
OG0006195	As004G093390, As004G093370, As004G093350	XP_009134909.1
OG0006196	As011G256520, As004G094030	XP_009139636.1, XP_009107693.1
OG0006197	As004G094600	XP_009139600.1
OG0006198	As004G095440, As004G095450	XP_009125093.2
OG0006199	As004G095490	XP_009124105.1
OG0006200	As004G096190	XP_009122949.1
OG0006201	As004G096700	XP_033133435.1, XP_009136706.1
OG0006202	As004G097880	XP_009140080.1
OG0006203	As004G098030	XP_009101523.1
OG0006204	As005G100090	XP_009133792.1, XP_009142579.1
OG0006205	As005G100220	XP_009142596.1, XP_033146678.1
OG0006206	As005G100250	XP_009142447.1, XP_009142602.1
OG0006207	As005G100410	XP_009133788.1, XP_009142430.1, XP_009142623.1
OG0006208	As005G100480	XP_009142424.1, XP_009142633.1
OG0006209	As005G100550, As012G287720	XP_009104339.1
OG0006210	As005G100900	XP_033148429.1
OG0006211	As005G101720	XP_009143138.1, XP_009142333.2
OG0006212	As005G101790	XP_009142330.2, XP_009143131.1
OG0006213	As005G102060	XP_033144708.1, XP_009142315.1
OG0006214	As005G102160	XP_009142309.1, XP_009143085.1
OG0006215	As005G102390	NP_001288854.1, XP_009143064.1, XP_009133686.1
OG0006216	As005G103430	XP_009142963.1, XP_033130970.1
OG0006217	As005G103550	XP_009133630.1, XP_009142970.1
OG0006218	As005G104050	XP_009133598.1, XP_009142928.1
OG0006219	As005G104770	XP_009142852.1, XP_009133543.1
OG0006220	As005G105330	XP_009139027.1, XP_033136011.1
OG0006221	As012G283820, As005G106020	XP_009116433.2, XP_009139041.2
OG0006222	As005G106040	XP_009141995.1, XP_033148418.1, XP_009133497.1
OG0006223	As005G106650	XP_009130657.1, XP_009125422.1
OG0006224	As005G107420	XP_009130698.1, XP_033137559.1
OG0006225	As005G107900	XP_018512222.2, NP_001288808.1
OG0006226	As005G107920	XP_009121729.1, XP_009125944.1
OG0006228	As005G109010	XP_009125533.1, XP_009130793.1, XP_009122642.1
OG0006229	As005G110670	XP_009120858.1, XP_009131751.1, XP_009126390.1
OG0006230	As005G111880	XP_009126453.1, XP_009131800.1
OG0006231	As005G112080	XP_009126463.1, XP_009120788.1
OG0006232	As005G113000	XP_009120702.1, XP_033140509.1, XP_009131845.1
OG0006233	As005G113150	XP_009123289.1
OG0006234	As005G113180	XP_009133907.1
OG0006235	As005G114160, As010G225350	XP_009126592.1
OG0006236	As005G114480	XP_009131954.2, XP_009131943.2
OG0006237	As005G115190, As010G224500	XP_009113038.1, XP_009124342.1
OG0006238	As005G115340	XP_033137995.1, XP_009126718.1, XP_009132015.2
OG0006239	As005G115950	XP_009132025.1, XP_018510884.1
OG0006240	As005G116030	XP_009112067.1, XP_009150372.1
OG0006241	As005G116430	XP_009130260.1
OG0006242	As005G116480	XP_009112087.1, XP_009150409.1
OG0006243	As005G116910	XP_033141715.1, XP_009150461.1
OG0006244	As005G117160, As005G117150	XP_009123247.1
OG0006245	As005G117690	XP_009130464.1
OG0006246	As005G117730	XP_009112152.1, XP_009150551.1
OG0006247	As005G118430	XP_009130506.1, XP_009150623.1
OG0006248	As005G118550	XP_009130513.2, XP_009150636.1
OG0006249	As005G118620	XP_009130517.1, XP_009150644.1
OG0006250	As005G118690	XP_009150653.1, XP_009130519.1
OG0006251	As005G120150	XP_009103507.1, XP_009112313.2
OG0006252	As005G120480	XP_033138692.1
OG0006253	As006G121170	XP_009128476.1, XP_009111504.1
OG0006254	As006G121810, As006G121790	XP_009134521.1, XP_009111445.1
OG0006255	As006G122420	XP_009111377.1, XP_009128517.2
OG0006256	As006G122790	XP_009134459.2, XP_009111331.1
OG0006257	As006G123170	XP_009144577.1, XP_009134438.1
OG0006258	As006G123390	XP_009111271.1, XP_009134423.1
OG0006259	As006G123410	XP_009144550.1, XP_009111270.1
OG0006260	As006G123430	XP_009134421.1, XP_018510429.1
OG0006262	As006G125260	XP_009132931.1
OG0006263	As006G125470	XP_009141290.1, XP_009132913.1
OG0006264	As008G195460, As006G126050	XP_009143913.1, XP_009141284.1
OG0006265	As006G126160	XP_009132850.2, XP_009143983.2
OG0006266	As006G126900	XP_009141148.1, XP_009141196.1
OG0006267	As006G126980, As006G126970, As006G126990	XP_009141176.1, XP_009132814.1
OG0006268	As006G127500	XP_009144232.1, XP_033146060.1
OG0006269	As006G127630	XP_033143847.1, XP_018513585.1
OG0006270	As006G128120	XP_033146580.1, XP_009144306.1
OG0006271	As006G128680	XP_009144356.1, XP_009141017.1
OG0006272	As006G128690	XP_009141016.1, XP_009144357.1
OG0006273	As006G128790	XP_009144366.1
OG0006274	As006G128800	XP_009141009.1, XP_009144367.1
OG0006275	As006G129810	XP_009103689.2, XP_009140904.1
OG0006276	As006G130310	XP_009103620.1, XP_009140822.1
OG0006277	As006G132370, As006G132360	XP_009137658.1, XP_009143407.1
OG0006278	As006G132790	XP_009147431.2, XP_009125022.1
OG0006279	As006G133660	XP_033133228.1, XP_009144903.1
OG0006280	As006G133710	XP_009146997.1, XP_009123912.2, XP_009135099.1
OG0006281	As006G133930	XP_033141016.1, XP_033143440.1
OG0006282	As006G134240	XP_009142435.1
OG0006283	As006G134840	XP_009147405.1, XP_009117679.2
OG0006284	As006G135000	XP_009117743.1, XP_009147390.1
OG0006285	As009G201550, As006G135280	XP_009126066.1, XP_009121549.1
OG0006286	As006G136430	XP_009119226.2, XP_009130363.1
OG0006287	As006G136590	XP_009119295.1
OG0006288	As006G136830	XP_009102072.2, XP_033148249.1
OG0006289	As006G137140	XP_009134747.1, XP_009102086.1
OG0006290	As006G137550	XP_009134759.1
OG0006291	As006G138900	XP_033146527.1, XP_018514552.2
OG0006292	As010G227200, As006G140640, As006G140630	XP_018509202.1
