Orthogroup	Aethionema_saxatile	Arabidopsis_thaliana
OG0008654	As002G045260	AT5G53500.1
OG0008655	As002G045340	AT5G53570.2
OG0008656	As002G045360	AT5G53590.1
OG0008657	As002G045520	AT5G54110.1
OG0008658	As002G045820	AT5G53770.1
OG0008659	As002G045910	AT5G54200.1
OG0008660	As002G046070	AT5G54280.2
OG0008661	As002G046130	AT5G54380.1
OG0008662	As002G046740	AT5G54980.1
OG0008663	As002G046970	AT5G55130.1
OG0008664	As002G047040	AT5G55210.1
OG0008665	As002G047300	AT5G55530.1
OG0008666	As002G047390	AT5G55610.1
OG0008667	As002G047400	AT5G55620.1
OG0008668	As002G047860	AT5G56110.1
OG0008669	As002G048090	AT5G56340.1
OG0008670	As002G048110	AT5G56360.1
OG0008671	As002G048250	AT5G56550.1
OG0008672	As002G048450	AT5G56740.1
OG0008673	As002G048470	AT5G56760.1
OG0008674	As002G048630	AT5G56970.1
OG0008675	As002G048800	AT5G57110.1
OG0008676	As002G048890	AT5G57180.2
OG0008677	As002G049000	AT5G57300.1
OG0008678	As002G049290	AT5G57625.1
OG0008679	As002G049560	AT5G57880.1
OG0008680	As002G049830	AT5G58030.1
OG0008681	As002G049840	AT5G58040.1
OG0008682	As002G049990	AT5G47830.1
OG0008683	As002G050190	AT5G47910.1
OG0008684	As002G050210	AT5G47920.1
OG0008685	As002G050350	AT5G13300.1
OG0008686	As002G050370	AT5G13280.1
OG0008687	As002G050560	AT5G13100.1
OG0008688	As002G050590	AT5G13070.1
OG0008689	As002G050610	AT5G13060.1
OG0008690	As002G050650	AT5G13000.1
OG0008691	As002G050920	AT5G12340.2
OG0008692	As002G050930	AT5G12330.4
OG0008693	As002G051080	AT5G12190.1
OG0008694	As002G051290	AT5G11960.1
OG0008695	As002G051380	AT5G11850.1
OG0008696	As002G051430	AT5G11820.1
OG0008698	As002G051930	AT5G11320.1
OG0008699	As002G052500	AT5G10730.1
OG0008700	As012G274060, As002G052790	AT5G10480.3
OG0008701	As002G052930	AT4G01020.1, AT5G10370.1
OG0008702	As002G053160	AT5G10150.1
OG0008703	As002G053450	AT5G09880.1
OG0008704	As002G053590	AT5G09680.3
OG0008705	As002G053670	AT4G32210.1, AT5G09600.1
OG0008706	As002G053930	AT5G09330.1
OG0008707	As002G054190	AT5G08620.1
OG0008708	As002G054210	AT5G08580.1
OG0008709	As002G054460	AT5G08415.1
OG0008710	As002G054660	AT5G08240.1
OG0008711	As002G054890	AT5G07950.1
OG0008712	As002G054920	AT5G07920.1
OG0008713	As002G055000	AT5G07820.1
OG0008714	As002G055200	AT5G07580.1
OG0008715	As003G055620	AT4G17220.1
OG0008716	As004G089690, As003G056010	AT4G17650.1
OG0008718	As003G056140	AT4G17785.1
OG0008719	As003G056170	AT4G17800.1
OG0008720	As003G056180	AT4G17810.1
OG0008721	As003G056340	AT4G17940.1
OG0008722	As003G056510	AT4G18150.1
OG0008723	As003G057220	AT4G18760.1
OG0008724	As004G087920	AT5G45410.1
OG0008725	As003G057580	AT4G19140.1
OG0008726	As003G057610	AT4G19170.1
OG0008727	As003G057770	AT4G19420.4
OG0008728	As003G057840	AT4G19490.1
OG0008729	As003G057860	AT4G19550.2
OG0008730	As003G058190	AT4G20000.1
OG0008731	As003G058220	AT4G20030.1
OG0008732	As003G058400	AT4G20190.1
OG0008733	As004G086690, As003G058690, As003G058650	AT4G20740.1
OG0008734	As003G058950	AT4G21020.1
OG0008735	As003G059090	AT4G21192.1
OG0008736	As003G059480	AT4G21450.3
OG0008737	As003G059850	AT4G21800.1
OG0008738	As003G060570	AT4G22600.1
OG0008739	As004G085080, As003G060630	AT4G12250.1
OG0008740	As003G060690	AT4G22750.1
OG0008741	As003G060880	AT4G22860.1
OG0008742	As003G060970	AT4G22980.1
OG0008743	As003G060990	AT4G23010.3
OG0008744	As003G061130	AT4G23100.1
OG0008745	As003G061490	AT4G23490.1
OG0008746	As003G061620	AT1G70505.1
OG0008747	As003G061970	AT4G23885.1
OG0008748	As004G083660, As003G062650	AT4G10360.1
OG0008749	As003G062840, As012G271210	AT1G33520.1
OG0008750	As003G063220	AT1G34110.1
OG0008751	As003G063300	AT1G34220.1
OG0008752	As003G063360	AT1G34340.1
OG0008753	As003G063500	AT1G34750.1
OG0008754	As003G063830	AT1G35470.2
OG0008755	As003G064530	AT1G44760.2
OG0008756	As003G064550	AT1G44575.1
OG0008757	As003G065960, As003G065970	AT1G27630.1
OG0008758	As003G066170	AT1G45180.1
OG0008759	As003G067890	AT1G27930.1
OG0008760	As003G068780	AT1G28280.1
OG0008761	As003G069490, As010G240240	AT1G73370.1
OG0008763	As003G069900	AT1G29280.1
OG0008764	As003G070230	AT1G29750.2
OG0008765	As003G071240	AT1G30650.1
OG0008766	As003G071410	AT1G30820.1
OG0008767	As003G071550	AT1G30860.1
OG0008768	As003G071640	AT1G30970.3
OG0008769	As003G072030	AT4G35730.1
OG0008770	As003G072060	AT4G35760.2
OG0008771	As003G072300	AT4G35987.1
OG0008772	As003G072670	AT4G36520.1
OG0008773	As003G072950	AT4G36750.1
OG0008774	As003G073260	AT4G37080.2
OG0008775	As003G073360	AT4G36970.1
OG0008776	As003G073420	AT4G36920.1
OG0008777	As003G073460	AT4G36880.1
OG0008778	As003G074110	AT4G37810.1
OG0008779	As003G074130	AT4G37830.3
OG0008780	As003G074410	AT4G38040.1
OG0008781	As003G074570	AT4G40090.1
OG0008782	As003G074590	AT4G40070.1
OG0008783	As003G074860	AT4G39840.1
OG0008784	As003G075590	AT4G39260.1
OG0008785	As004G076900	AT4G27640.1
OG0008786	As004G076920	AT5G36250.2
OG0008787	As004G077020	AT5G36890.1
OG0008788	As004G077640	AT5G38200.1
OG0008789	As004G077680	AT1G70250.1
OG0008790	As004G078190	AT5G39220.1
OG0008791	As004G078710	AT1G30960.1
OG0008792	As004G079270	AT5G05630.1
OG0008793	As004G079420	AT1G32130.1
OG0008794	As004G079970	AT2G35660.1, AT2G29720.1
OG0008795	As004G080160	AT4G09610.1, AT4G09600.1
OG0008796	As004G081320	AT2G33880.2
OG0008797	As004G081830	AT5G43290.1
OG0008798	As004G082140	AT5G42970.1
OG0008799	As004G082210	AT5G42900.1
OG0008800	As004G082550	AT2G45730.1
OG0008801	As004G082920	AT5G42180.1
OG0008802	As004G083670	AT4G10380.1
OG0008803	As004G084330	AT4G11160.2
OG0008804	As004G084900	AT4G12010.1
OG0008805	As004G085040	AT4G12130.1
OG0008806	As004G085140	AT4G12390.1
OG0008807	As004G085170	AT4G12420.1
OG0008808	As004G085340	AT4G12580.1
OG0008809	As004G085880	AT4G04850.2
OG0008810	As004G086170	AT4G05150.1
OG0008811	As004G086240	AT4G05210.1, AT4G21220.1
OG0008812	As004G086700	AT5G44480.1
OG0008813	As004G086750	AT5G44550.1
OG0008814	As004G087130	AT5G44730.1
OG0008815	As004G087430	AT5G45040.1
OG0008816	As004G087830	AT5G45330.1
OG0008817	As004G088310	AT5G45840.1
OG0008818	As004G088380	AT5G45900.1
OG0008819	As004G089190	AT5G46730.1
OG0008820	As004G089240	AT5G46780.1
OG0008821	As004G089610	AT5G47020.1
OG0008822	As004G090130	AT5G47680.1
OG0008823	As004G090140	AT5G47690.3
OG0008824	As004G092100	AT5G35630.1
OG0008825	As004G092980	AT4G12800.2
OG0008826	As004G093630	AT4G13160.1
OG0008827	As004G093740	AT4G13220.1
OG0008828	As004G094340	AT4G13460.1
OG0008829	As004G094420	AT3G23920.1
OG0008830	As004G095210	AT4G14200.1
OG0008831	As004G095280	AT4G14290.1
OG0008832	As004G095380	AT4G14340.1
OG0008833	As004G095860	AT4G14750.3
OG0008834	As004G096200	AT4G15140.1
OG0008835	As004G096230	AT4G15200.1
OG0008836	As004G096560	AT4G15475.1
OG0008837	As004G096600	AT4G15530.5
OG0008839	As004G097450, As004G097780	AT5G41020.1
OG0008840	As004G097470, As008G190170	AT5G40610.1
OG0008841	As004G097710	AT5G41100.1
OG0008842	As004G097730	AT5G41080.1
OG0008843	As004G098060	AT5G41580.1
OG0008844	As004G098280	AT5G41880.1
OG0008845	As004G098350	AT5G41970.1
OG0008846	As005G098680	AT2G48020.1
OG0008847	As005G098760	AT2G47940.1
OG0008848	As005G098810	AT2G47900.3
OG0008849	As005G100300	AT2G46710.1
OG0008850	As005G100380	AT2G46630.1
OG0008851	As005G100510	AT2G46510.1
OG0008852	As005G100930	AT2G46160.1
OG0008853	As005G101000	AT2G46080.1
OG0008854	As005G101330	AT2G45750.1
OG0008855	As005G101710	AT2G45420.1
OG0008856	As005G101930	AT2G45200.2
OG0008857	As005G102000	AT2G45130.1
OG0008858	As005G102080	AT2G45050.1
OG0008859	As012G286140, As005G102540	AT3G60220.1
OG0008860	As005G103010	AT2G44190.1
OG0008861	As005G103150	AT2G44060.1
OG0008862	As005G103190	AT2G44010.1
OG0008863	As005G103200	AT2G44000.1
OG0008864	As005G103400	AT2G43800.1
OG0008865	As005G104000	AT2G43320.1
OG0008866	As005G104260	AT2G43050.1
OG0008867	As005G104370	AT3G59090.2
OG0008869	As005G104890	AT2G42410.3
OG0008870	As005G104920	AT2G42390.1
OG0008871	As005G104960	AT2G42360.1
OG0008872	As005G105000	AT5G11720.1
OG0008873	As005G105460	AT2G41850.1
OG0008874	As005G105770	AT2G41710.4
OG0008875	As005G106130	AT2G41475.1
OG0008876	As005G106140	AT2G41460.1
OG0008877	As005G106690	AT5G01340.1
OG0008878	As005G106830	AT5G01260.2
OG0008879	As005G106880	AT5G01220.1
OG0008880	As005G106970, As005G106960	AT5G01100.1
OG0008881	As005G107490	AT5G02430.1
OG0008882	As005G107760	AT5G02750.1
OG0008883	As005G108060	AT5G03170.1
OG0008884	As005G108590	AT5G03670.1
OG0008885	As005G108710	AT5G03760.1
OG0008886	As005G108880	AT5G03900.2
OG0008887	As005G109250	AT5G04200.1
OG0008888	As005G109920	AT5G19390.1
OG0008889	As005G110230	AT5G19600.1
OG0008890	As005G110460	AT5G19650.1
OG0008891	As005G110610	AT5G19730.1
OG0008892	As005G111310	AT5G20130.2
OG0008893	As005G111360	AT5G20150.1
OG0008894	As005G111650	AT5G19750.1
OG0008895	As005G111820	AT5G20520.1
OG0008896	As008G192090	AT5G60870.2
OG0008897	As005G112420	AT5G20935.1
OG0008898	As005G112450	AT5G20950.3
OG0008899	As005G112710	AT5G21160.3
OG0008900	As005G112920	AT5G21482.1
OG0008901	As005G112950	AT5G21920.1
OG0008902	As005G113110	AT5G22030.2
OG0008903	As005G113320	AT5G22350.1
OG0008904	As005G113360	AT5G22390.1
OG0008905	As005G113710	AT5G22850.1
OG0008906	As005G113870	AT5G23000.1
OG0008907	As005G114030	AT5G60700.2
OG0008908	As005G114450	AT5G60210.3
OG0008909	As005G114520	AT5G63890.2
OG0008910	As005G114660	AT5G59960.1
OG0008911	As005G114670	AT5G59950.5
OG0008912	As005G114750	AT5G59865.1
OG0008913	As005G114820	AT5G59790.1
OG0008914	As005G114900	AT5G59760.1
OG0008915	As005G115290	AT5G59140.1
OG0008916	As010G224270, As005G115400	AT5G59220.1
OG0008917	As005G115610	AT5G59560.1
OG0008918	As005G115750	AT5G59040.1
OG0008919	As005G115810	AT5G59010.1
OG0008920	As005G115850	AT5G58970.1
OG0008921	As005G115890	AT5G58930.1
OG0008922	As005G116720	AT5G63780.1
OG0008923	As005G116780	AT5G63840.2
OG0008924	As005G116820	AT1G08220.1
OG0008925	As005G116880	AT5G63940.1
OG0008926	As005G117200	AT5G64210.1
OG0008927	As005G117330	AT5G64330.1
OG0008928	As005G117630	AT5G64640.1
OG0008929	As005G117790	AT5G64770.1
OG0008930	As005G118120	AT5G65020.1
OG0008931	As005G118210	AT5G65120.1
OG0008932	As005G118230	AT5G65140.1
OG0008933	As005G118980	AT5G65925.1
OG0008934	As005G119070	AT5G67550.1
OG0008935	As005G119240	AT5G67385.1
OG0008936	As005G119360	AT5G67270.1
OG0008937	As005G119710	AT5G66930.3
OG0008938	As005G119860	AT5G66800.1
OG0008939	As005G119870	AT5G66780.1
OG0008940	As005G120000	AT5G66680.1
OG0008941	As005G120250	AT5G66540.1
OG0008942	As005G120320	AT5G66460.1
OG0008943	As005G120350	AT5G66440.1
OG0008944	As005G120520	AT5G66310.1
OG0008945	As005G120660	AT5G66170.2
OG0008946	As005G120880	AT5G65980.1
OG0008947	As006G121320	AT4G00660.1
OG0008948	As006G121330	AT1G01780.1
OG0008949	As006G121570	AT4G00370.1
OG0008950	As006G121650	AT4G00305.1
OG0008951	As006G121670	AT4G00295.1
OG0008952	As006G121800	AT4G01310.1
OG0008953	As006G122120	AT4G00980.1
OG0008954	As006G122350	AT4G01410.1
OG0008955	As006G122870	AT4G02060.1
OG0008956	As006G122950	AT2G25920.1
OG0008957	As006G123090	AT4G02270.1
OG0008958	As006G123550	AT4G02725.1
OG0008959	As006G123680	AT4G02780.1
OG0008960	As006G123860	AT4G03090.1
OG0008961	As006G123880	AT4G03110.1
OG0008962	As006G124700, As006G125370	AT2G33350.5
OG0008963	As006G124740	AT5G43870.1
OG0008964	As006G124760	AT5G43850.1
OG0008965	As006G124970	AT5G43600.1
OG0008966	As006G125010	AT5G43540.1
OG0008967	As006G125410	AT2G33310.2
OG0008968	As006G125490	AT2G33180.1
OG0008969	As006G125560	AT2G33255.1
OG0008970	As006G125940	AT2G32850.2
OG0008971	As006G126000	AT2G32900.1
OG0008972	As006G126210	AT2G32600.1
OG0008973	As006G126240	AT2G32550.2
OG0008974	As006G126270	AT2G32510.1
OG0008975	As006G126750, As007G153780	AT5G48930.1
OG0008976	As006G126800	AT2G31957.1, AT2G31953.1
OG0008977	As006G127280	AT2G31410.1
OG0008978	As006G127390	AT2G31280.3
OG0008979	As006G127540	AT2G31110.2
OG0008980	As006G127750	AT2G30920.1
OG0008981	As006G127910	AT2G30690.1
OG0008982	As006G128240	AT2G30280.1
OG0008983	As006G128280	AT2G30240.1
OG0008984	As006G128900	AT2G29400.1
OG0008985	As006G129120	AT2G29060.1
OG0008986	As006G129140	AT2G29040.1
OG0008987	As006G129300	AT2G28910.1
OG0008988	As006G129340	AT2G28880.1
OG0008989	As006G129590	AT2G28630.1
OG0008990	As006G129630	AT2G28610.1
OG0008991	As006G129880	AT2G28380.1
OG0008992	As006G129950	AT2G28305.1
OG0008993	As006G130070	AT2G28120.1
OG0008994	As006G130350	AT2G27740.1
OG0008995	As006G130360	AT2G27730.1
OG0008996	As006G130760	AT2G27230.1
OG0008997	As006G130820	AT2G27300.1
OG0008998	As006G130860	AT2G27370.1
OG0008999	As006G130940	AT2G27500.1
OG0009000	As006G131400	AT2G27190.1
OG0009001	As006G131550	AT2G26490.1
OG0009002	As006G132080	AT2G25740.1
OG0009003	As006G132180	AT2G25737.1
OG0009004	As006G132280	AT4G27480.1
OG0009005	As006G132310	AT4G27450.1
OG0009006	As006G132590	AT4G27080.2
OG0009007	As006G132800	AT3G01440.1
OG0009008	As006G132820	AT3G01460.1
OG0009009	As006G132830	AT3G01470.1
OG0009010	As006G132920, As008G184190	AT3G01680.1
OG0009011	As006G132930	AT3G01670.2
OG0009012	As006G133240	AT3G01790.1
OG0009013	As006G134080	AT4G26370.1
OG0009014	As006G134370	AT4G26965.1
OG0009015	As006G134500	AT4G26810.1
OG0009016	As006G134920	AT3G01120.1
OG0009017	As006G135170	AT3G02170.1
OG0009018	As006G135550	AT3G02550.1
OG0009019	As006G135610	AT3G02600.1
OG0009020	As006G135840	AT3G02840.1
OG0009021	As006G135930	AT3G02910.1
OG0009022	As006G136080	AT3G03070.1
OG0009023	As006G136150	AT3G03140.1
OG0009024	As006G136160	AT3G03150.1
OG0009025	As006G136460	AT3G03420.1
OG0009026	As006G136720	AT3G03650.1
OG0009027	As006G137270	AT3G03990.1
OG0009028	As006G137330	AT3G04060.1
OG0009029	As006G137340	AT3G04070.1
OG0009030	As006G137480	AT3G04290.1
OG0009031	As006G137660	AT3G04480.1
OG0009032	As006G137830	AT3G04630.3
OG0009033	As009G207100, As006G137860	AT3G04670.1
OG0009034	As006G137910	AT3G04710.3
OG0009035	As006G138100	AT3G04890.4
OG0009036	As006G138400	AT3G05140.2
OG0009037	As006G138450	AT3G05180.1
OG0009038	As006G139040	AT3G05670.1
OG0009039	As006G139060	AT3G05680.1
OG0009040	As006G139590	AT3G06080.2
OG0009041	As006G139860	AT3G06290.1
OG0009042	As006G140160	AT3G06510.2
OG0009043	As006G140280	AT3G66654.1
OG0009044	As006G140540	AT3G06890.1
OG0009045	As006G140780, As009G208470	AT3G07090.1
OG0009046	As009G208490, As006G140790	AT5G48820.2
OG0009047	As006G141030	AT3G07300.3
OG0009048	As006G141060	AT3G07330.1
OG0009049	As006G141080	AT3G07350.1
OG0009050	As006G141670	AT3G07930.3
OG0009051	As006G141700	AT2G26350.1
OG0009052	As006G141800	AT3G23890.1
OG0009053	As006G141810	AT3G08030.1
OG0009054	As006G141880	AT3G08505.1
OG0009055	As006G142230	AT1G47200.1
OG0009056	As006G142280	AT2G40540.1
OG0009057	As006G142350	AT2G40480.1
OG0009058	As006G142450	AT2G40435.1
OG0009059	As006G142550	AT2G40370.1
OG0009060	As006G142590	AT2G40320.1
OG0009061	As006G142720	AT2G40220.1
OG0009062	As006G143340	AT2G39710.1
OG0009063	As006G143350	AT2G39705.1
OG0009064	As006G143520	AT2G39510.1
OG0009065	As006G143720	AT2G39220.1
OG0009066	As006G143920	AT2G39440.1
OG0009067	As006G143950	AT2G39130.1
OG0009068	As006G144360	AT2G38730.1
OG0009069	As006G144370	AT1G68110.1
OG0009070	As006G144400	AT2G38710.1
OG0009071	As006G144660	AT2G36130.1
OG0009072	As006G144720	AT2G36210.1
OG0009073	As006G144740	AT2G36230.1
OG0009074	As012G276230, As006G144760	AT3G52730.2
OG0009075	As006G145080	AT2G36470.1
OG0009076	As006G145190	AT2G36640.1
OG0009077	As006G145460	AT2G36910.1
OG0009078	As006G145720	AT2G37050.3
OG0009079	As006G146050	AT2G37370.1
OG0009080	As006G146930	AT2G37860.3
OG0009081	As006G146940	AT2G37870.1
OG0009082	As006G147260	AT2G38610.1
OG0009083	As006G147310	AT2G38600.1
OG0009084	As006G147940	AT2G38040.1
OG0009085	As006G148410	AT2G38480.1
OG0009086	As006G148420	AT2G38330.1
OG0009087	As006G148610	AT2G38320.1
OG0009088	As006G148830	AT2G35800.1
OG0009089	As007G151900	AT1G15240.2
OG0009090	As007G151920	AT1G15260.1
OG0009091	As007G152000	AT1G15390.1
OG0009092	As007G152060	AT1G15440.1
OG0009093	As007G152180	AT1G15550.1
OG0009094	As007G152210	AT1G15670.1
OG0009095	As007G152440	AT1G15970.1
OG0009096	As007G152660	AT1G16130.1
OG0009097	As007G152890, As007G162460	AT1G16420.1
OG0009098	As007G152980	AT1G16510.1
OG0009099	As007G153010	AT1G16530.1
OG0009100	As007G153290	AT1G16880.1
OG0009101	As007G153650, As010G241560	AT1G17220.1
OG0009102	As007G153810	AT1G17360.1
OG0009103	As007G153920	AT1G17380.1
OG0009104	As007G154080	AT1G17640.1
OG0009105	As007G154600	AT1G18190.1
OG0009106	As007G155010	AT1G18580.1
OG0009107	As007G155050	AT4G26190.1
OG0009108	As007G155070	AT1G18630.1
OG0009110	As007G155460	AT1G19050.1
OG0009111	As007G156120	AT1G19920.1
OG0009112	As007G156130	AT1G19940.1
OG0009113	As007G156360	AT1G20190.1
OG0009115	As007G157120	AT1G21090.1
OG0009116	As007G157770	AT3G54210.1
OG0009117	As007G157910	AT1G21900.1
OG0009118	As007G158070	AT1G22030.1
OG0009119	As007G158080	AT1G22040.1
OG0009120	As007G158720	AT1G22700.1
OG0009121	As007G158730	AT1G22710.1
OG0009122	As007G159220	AT1G23090.1
OG0009123	As007G159470	AT1G23330.1
OG0009124	As007G159600	AT1G23450.1
OG0009125	As007G159690	AT1G23730.1
OG0009126	As007G160210	AT1G27060.1
OG0009127	As007G160330	AT1G26940.1
OG0009128	As007G160560	AT1G26750.1
OG0009129	As007G160610	AT1G26660.2
OG0009130	As007G160660, As010G232420	AT1G69340.1
OG0009131	As007G160770	AT1G26470.1
OG0009132	As007G160920	AT1G26270.1
OG0009133	As007G161000	AT1G26200.3
OG0009134	As007G161010	AT1G26190.1
OG0009135	As007G161290	AT1G25440.1
OG0009136	As007G161320	AT1G25422.1
OG0009137	As007G161560	AT1G25240.2
OG0009138	As007G161590	AT1G25210.2, AT1G24793.1, AT1G25145.1, AT1G25054.1
OG0009139	As007G161860	AT1G24470.1
OG0009140	As007G162090, As007G162100	AT1G27340.1
OG0009141	As007G162760	AT4G24275.1
OG0009143	As007G162980	AT4G24500.1
OG0009144	As007G163550	AT4G24790.1
OG0009145	As007G163730	AT4G24910.1
OG0009146	As007G167100	AT2G25280.1
OG0009148	As007G176810, As007G176820	AT2G25070.1
OG0009149	As007G177640	AT2G25110.1
OG0009150	As007G177990	AT2G24500.1
OG0009151	As007G178310	AT2G24270.2
OG0009152	As007G178970	AT2G23990.2
OG0009153	As007G179130	AT2G23800.1
OG0009154	As007G179580	AT2G23350.1
OG0009155	As007G179720	AT2G23140.1
OG0009156	As007G179780	AT3G51490.2
OG0009157	As007G180150	AT2G22560.1
OG0009158	As007G180250	AT2G22470.1
OG0009159	As007G180660	AT2G21860.1
OG0009160	As007G181040	AT2G21385.1
OG0009161	As007G181950	AT2G21120.1
OG0009162	As008G182420	AT1G15010.1
OG0009163	As008G182670	AT1G14760.1
OG0009164	As008G182780	AT1G14630.1
OG0009165	As008G183180	AT1G14200.1
OG0009166	As008G183270	AT1G14180.1
OG0009167	As008G183440	AT1G13970.1
OG0009168	As008G183960	AT1G13270.1
OG0009169	As008G183980	AT1G13300.1
OG0009170	As008G184350	AT1G12980.1
OG0009171	As008G184880	AT1G12360.1
OG0009172	As008G185600	AT1G11790.1
OG0009173	As008G185680	AT1G11720.2
OG0009174	As008G186050	AT1G11400.1
OG0009175	As008G186790	AT1G10760.1
OG0009176	As008G186830	AT1G10740.1
OG0009177	As008G186930	AT1G10660.1
OG0009178	As008G187340	AT1G10280.1
OG0009179	As008G187540	AT1G09830.1
OG0009180	As008G187640	AT1G09920.1
OG0009181	As008G188250	AT1G09530.1
OG0009182	As008G188450	AT1G09320.1
OG0009183	As008G188540	AT1G51990.1
OG0009184	As008G188920	AT1G09130.3
OG0009185	As008G189090	AT1G08980.1
OG0009186	As008G189310	AT5G19890.1
OG0009187	As008G189380	AT1G08830.1
OG0009188	As008G189500	AT1G08780.1
OG0009189	As008G189850	AT1G08570.1
OG0009190	As008G189870	AT1G08580.1
OG0009191	As008G190010	AT1G08600.2
OG0009192	As008G190070	AT1G08620.3
OG0009193	As008G190600	AT1G08500.1
OG0009194	As008G190940	AT1G08450.1
OG0009195	As008G191250	AT1G08030.1
OG0009196	As008G191310	AT1G08320.1
OG0009197	As008G192130	AT1G07645.1
OG0009198	As008G192730	AT1G07430.1
OG0009199	As008G193010	AT1G07200.2
OG0009200	As008G193650	AT1G06470.1
OG0009201	As008G193700	AT1G06410.1
OG0009202	As008G193870	AT1G06280.1
OG0009203	As008G193910	AT1G06250.1
OG0009204	As008G194220	AT1G05990.1
OG0009205	As008G194430	AT1G05790.3
OG0009206	As008G194920	AT1G05370.1
OG0009207	As008G194930	AT1G05350.1
OG0009208	As008G195010	AT1G05260.1
OG0009209	As008G195110, As010G244040	AT1G80190.5
OG0009210	As008G195560	AT1G04950.1
OG0009211	As008G195710	AT1G04830.2
OG0009212	As008G195790	AT1G04780.1
OG0009213	As008G196040	AT1G04540.1
OG0009214	As008G196300	AT1G04310.1
OG0009215	As008G196590	AT1G04010.1
OG0009216	As008G197030	AT1G03470.1
OG0009217	As008G197410	AT1G03080.1
OG0009218	As008G197490	AT1G03020.1
OG0009219	As008G197680	AT1G02816.1
OG0009220	As008G197910, As008G198100	AT1G02575.1, AT1G02570.1
OG0009221	As008G198030	AT1G02460.1
OG0009222	As008G198230	AT1G02270.1
OG0009223	As008G198350	AT1G01030.1
OG0009224	As008G198410	AT1G01080.2
OG0009225	As008G198510	AT1G01190.2
OG0009226	As008G198580	AT1G01250.1
OG0009227	As008G198620	AT1G01310.1
OG0009228	As008G198690	AT1G01580.2
OG0009229	As008G199110	AT4G00530.1, AT1G01725.1
OG0009230	As008G199460	AT1G02065.1
OG0009231	As008G199630	AT1G02145.3
