Orthogroup	Aethionema_saxatile	Odontarrhena_muralis
OG0010231	As007G177980	Om004G153410, Om018G374070
OG0010234	As011G259790	Om001G023260
OG0010235	As007G179160	Om004G155400, Om004G153000
OG0010236	As007G179180	Om004G154880, Om004G152230
OG0010237	As007G179190	Om004G152220, Om004G154870
OG0010239	As007G179850	Om004G154380
OG0010240	As007G180740	Om004G155860
OG0010241	As007G181900	Om004G156380
OG0010242	As008G182310	Om005G195800
OG0010243	As008G182390	Om005G195680
OG0010244	As008G182700	Om005G195190
OG0010245	As008G182980	Om005G194610
OG0010246	As008G183250	Om005G194380
OG0010247	As008G183470	Om005G194090
OG0010248	As008G184010	Om005G193050
OG0010249	As008G184020	Om005G193060
OG0010250	As008G184160	Om005G192870
OG0010251	As008G184890	Om005G191760
OG0010252	As008G186150	Om005G190180
OG0010253	As008G186370	Om004G131880
OG0010254	As008G186570	Om005G189800
OG0010255	As008G186650	Om005G189670
OG0010256	As008G186940	Om005G189310
OG0010257	As008G187130	Om005G189020
OG0010258	As008G188220	Om005G187730
OG0010259	As008G188320	Om005G187560
OG0010260	As008G188900	Om005G187130
OG0010261	As008G189060	Om005G187000
OG0010262	As008G189460	Om005G186850
OG0010263	As008G192180	Om005G185410
OG0010264	As008G193330	Om003G100720, Om005G184290
OG0010265	As008G193660	Om005G183930
OG0010267	As008G194480	Om005G183130
OG0010268	As008G194850	Om005G182810
OG0010269	As008G194880	Om005G182780
OG0010271	As008G195180	Om005G182450
OG0010272	As008G195690	Om005G181990
OG0010273	As008G195780	Om005G181930
OG0010274	As008G196080	Om005G181650
OG0010275	As008G196250	Om005G181440
OG0010276	As008G196610	Om005G181050
OG0010277	As008G196660	Om005G181010
OG0010279	As008G196970	Om005G180810
OG0010280	As008G197090	Om005G180840
OG0010281	As008G197160	Om005G180220
OG0010282	As008G197510	Om005G179840
OG0010283	As008G197840	Om005G179430
OG0010284	As008G197990	Om005G179210, Om005G179250
OG0010285	As008G198040	Om005G179300
OG0010286	As008G198830	Om005G178440
OG0010287	As009G199780	Om007G302010
OG0010288	As009G200140	Om007G301550
OG0010289	As009G200470	Om007G300920
OG0010290	As009G200920	Om007G299560
OG0010291	As009G201090	Om007G299820
OG0010292	As009G202450	Om007G298230
OG0010293	As009G202650	Om007G297960
OG0010294	As009G202660	Om007G297970
OG0010295	As009G202700	Om007G297850
OG0010296	As009G203110	Om007G297340
OG0010297	As009G203190	Om007G297260
OG0010298	As009G203600	Om007G296710
OG0010299	As009G204090	Om002G045630
OG0010300	As009G204190	Om007G295940
OG0010301	As009G204840	Om007G295100
OG0010302	As009G205100	Om007G294790
OG0010303	As009G206800	Om001G030760
OG0010304	As009G206900	Om007G293380
OG0010305	As009G206990	Om007G293220
OG0010307	As009G207130	Om001G032820
OG0010309	As009G207540	Om007G303720, Om007G303740
OG0010310	As009G207570	Om007G303730
OG0010311	As009G207930	Om007G304270
OG0010312	As009G208070	Om007G303820
OG0010313	As009G209680	Om007G307230, Om009G364250
OG0010314	As009G209820	Om002G050080
OG0010315	As009G210240	Om004G161080
OG0010316	As009G211290	Om004G169560
OG0010317	As009G211940	Om003G099840, Om005G178300
OG0010318	As009G212200	Om004G170250
OG0010319	As009G212230	Om004G170330
OG0010320	As009G212390	Om004G170450
OG0010321	As009G213000	Om004G171180
OG0010322	As009G213070	Om004G171250
OG0010323	As009G213130	Om004G171410
OG0010324	As009G213300	Om004G171630
OG0010325	As009G213670	Om004G171780, Om004G171730
OG0010326	As009G213790	Om004G171830
OG0010327	As009G213900	Om004G171920
OG0010328	As009G213910	Om004G171930
OG0010329	As009G214180	Om004G172220
OG0010330	As009G214210	Om004G172200
OG0010331	As009G214960	Om006G240610
OG0010332	As009G215490	Om006G239850
OG0010333	As009G216010	Om006G239260
OG0010334	As009G216250	Om006G239130
OG0010335	As009G216290	Om006G239220
OG0010336	As009G216520	Om006G238710
OG0010337	As009G216600	Om006G238650
OG0010338	As009G216770	Om006G238430
OG0010339	As009G217020	Om006G238100
OG0010340	As009G217450	Om006G237480
OG0010341	As009G217620	Om006G237290
OG0010342	As009G218050	Om006G236660
OG0010343	As009G218180	Om006G236540
OG0010346	As009G218960	Om006G235450
OG0010347	As009G219130	Om006G235100
OG0010348	As009G220110	Om006G247930
OG0010349	As010G220270	Om006G257350
OG0010350	As010G220590	Om006G257860
OG0010351	As010G220720	Om006G258180
OG0010352	As010G220730	Om006G258190
OG0010353	As010G221070	Om006G258720
OG0010354	As010G221620	Om006G260120
OG0010355	As010G222140	Om006G260850
OG0010356	As010G222200	Om006G260950
OG0010357	As010G222520	Om006G261780
OG0010358	As010G222600	Om006G261890
OG0010359	As010G222690	Om006G262330, Om005G214270
OG0010360	As010G222910	Om006G262940
OG0010361	As010G223180	Om006G263560
OG0010362	As010G223370	Om006G263870
OG0010363	As010G224960	Om005G184940
OG0010364	As010G225750	Om006G267650
OG0010365	As010G226040	Om006G268900
OG0010366	As010G226070	Om006G269030
OG0010367	As010G226440	Om006G268690
OG0010368	As010G226480	Om004G134210
OG0010369	As010G226660	Om006G231160
OG0010370	As010G227710	Om005G212000
OG0010371	As010G228320	Om005G212290
OG0010372	As010G229630	Om005G211270
OG0010373	As010G230030	Om005G211680
OG0010374	As010G231170	Om005G210650
OG0010375	As010G231280	Om005G210590
OG0010376	As010G231480	Om005G210340
OG0010377	As010G231560	Om005G210460
OG0010379	As010G232100	Om005G209750
OG0010380	As010G232230	Om005G209700
OG0010381	As010G232450	Om005G209470
OG0010382	As010G233210	Om005G208080
OG0010383	As010G233960	Om005G206800
OG0010384	As010G234110	Om005G206600
OG0010385	As010G234550	Om005G205990
OG0010386	As010G235080, As010G234880	Om004G142920
OG0010387	As010G235160	Om004G133430
OG0010388	As010G235420	Om004G133990
OG0010390	As010G235810	Om004G134500
OG0010391	As010G236050	Om004G134850
OG0010392	As010G236200	Om006G257230
OG0010393	As010G236290	Om004G135120
OG0010394	As010G236350	Om004G144610
OG0010395	As010G237610	Om005G202240
OG0010396	As010G238400	Om004G137730
OG0010397	As010G239380	Om004G139980
OG0010398	As010G239410	Om004G140020, Om004G140030
OG0010399	As010G239670	Om004G140400
OG0010400	As010G239720	Om004G140470
OG0010401	As010G239960	Om004G140820
OG0010402	As010G240110	Om004G140980
OG0010403	As010G240200	Om004G141140
OG0010404	As010G240690	Om004G141940
OG0010405	As010G240830	Om004G142030
OG0010407	As010G240880	Om004G142040
OG0010408	As010G241420	Om004G142680
OG0010409	As010G242470	Om004G132160
OG0010410	As010G242770	Om004G131810
OG0010411	As010G243110	Om004G131450
OG0010412	As010G243460	Om004G130900
OG0010413	As010G243520	Om004G130810
OG0010414	As010G243700	Om004G130490
OG0010415	As010G244030	Om004G130140
OG0010416	As010G244160	Om004G130000, Om004G132560
OG0010417	As010G244370	Om003G117110
OG0010418	As011G244980	Om002G057130
OG0010419	As011G245160	Om002G057370
OG0010421	As011G246380	Om002G059110
OG0010422	As011G246500	Om002G059390
OG0010423	As011G246540	Om002G059430
OG0010424	As011G246580	Om002G059470
OG0010425	As011G246930	Om002G059870
OG0010426	As011G247110	Om006G241780
OG0010427	As011G247360	Om002G060480
OG0010428	As011G247510	Om002G060650
OG0010429	As011G247710	Om002G060950
OG0010430	As011G247840	Om002G061290
OG0010431	As011G248540	Om002G062400
OG0010433	As011G249450	Om002G063960
OG0010434	As011G249660	Om002G064200
OG0010435	As011G249970	Om002G064640
OG0010436	As011G250340	Om002G065180
OG0010437	As011G250410	Om002G065300
OG0010438	As011G250450	Om002G065360
OG0010439	As011G250590	Om002G065540
OG0010440	As011G250730	Om002G065670
OG0010441	As011G250910	Om002G065940
OG0010442	As011G251060	Om002G066130
OG0010443	As011G251090	Om002G066160
OG0010444	As011G251170	Om002G066310
OG0010445	As011G251180, As012G272830	Om003G098150
OG0010446	As011G251720	Om002G067060
OG0010447	As011G251770	Om002G067100
OG0010448	As011G251930	Om002G067260
OG0010449	As011G251940	Om002G067270
OG0010450	As012G272190, As011G252150	Om003G097090
OG0010451	As011G252440	Om002G067840
OG0010452	As011G252450	Om002G067870
OG0010453	As011G252460	Om002G067880
OG0010454	As011G252510	Om002G067930
OG0010455	As011G252520	Om002G067940
OG0010456	As011G252710	Om002G068200
OG0010457	As011G252820	Om002G068330
OG0010458	As011G252850	Om002G068380
OG0010459	As011G252930	Om002G068550
OG0010460	As011G253210	Om002G069030
OG0010461	As011G253460	Om002G069550
OG0010462	As011G253830	Om002G069840
OG0010463	As011G253970	Om002G069970
OG0010464	As011G254000	Om002G070050
OG0010465	As011G254080	Om002G071250, Om002G071220, Om002G070340
OG0010466	As011G254700	Om002G071110
OG0010467	As011G254860, As011G256360	Om002G073800
OG0010468	As011G254880	Om002G071400
OG0010469	As011G254900	Om002G071430
OG0010470	As011G254960	Om002G071540
OG0010471	As011G255070	Om002G071750
OG0010472	As011G255190	Om002G071830
OG0010473	As011G255410	Om002G072410
OG0010474	As011G255920	Om002G073050
OG0010475	As011G255980	Om002G073120
OG0010476	As011G256370	Om002G073810
OG0010477	As011G258600	Om002G075340
OG0010478	As011G259860	Om001G007390
OG0010479	As011G262350	Om002G081010
OG0010480	As011G262770	Om002G081750
OG0010481	As011G263020	Om005G184970, Om008G320470, Om003G097340
OG0010482	As011G263050	Om002G082090
OG0010483	As011G263380	Om002G082510
OG0010484	As011G263730	Om002G083100
OG0010485	As011G263750	Om002G083190
OG0010486	As011G263880	Om002G083430
OG0010487	As011G264270	Om002G083800
OG0010488	As011G265340	Om002G085670
OG0010489	As011G266240	Om002G087200
OG0010490	As011G266260	Om002G087220, Om002G088680
OG0010491	As011G266390	Om002G087380
OG0010492	As011G266480	Om002G087500
OG0010493	As011G266560	Om002G087660
OG0010494	As011G266710	Om002G087860
OG0010495	As011G266730	Om001G023660
OG0010496	As011G266780	Om002G087930
OG0010497	As011G267070	Om002G088160
OG0010498	As011G267210	Om002G088360
OG0010499	As011G267220	Om002G088370
OG0010500	As012G267720	Om003G089410
OG0010501	As012G267800	Om003G089480
OG0010502	As012G268210	Om003G090060
OG0010503	As012G268910	Om003G104550, Om003G104580
OG0010504	As012G271400	Om003G095630
OG0010505	As012G271570	Om006G257220
OG0010506	As012G271620	Om003G096410
OG0010507	As012G271800	Om003G096020
OG0010508	As012G271940	Om003G096640
OG0010509	As012G272110	Om003G096950
OG0010510	As012G272140	Om003G097000
OG0010511	As012G272270	Om003G097210
OG0010512	As012G272810	Om003G098130
OG0010513	As012G273160	Om003G099090
OG0010514	As012G273250	Om003G098760, Om003G097510, Om004G145440
OG0010515	As012G273640	Om003G099390
OG0010516	As012G273790	Om003G099590
OG0010517	As012G274010	Om003G099820
OG0010520	As012G275260	Om008G339930
OG0010521	As012G275310	Om008G340060
OG0010522	As012G275550	Om006G256560
OG0010523	As012G275600	Om006G256530
OG0010524	As012G275620	Om006G256510
OG0010525	As012G275810	Om006G256270
OG0010526	As012G275830	Om006G256250
OG0010527	As012G275990	Om006G255910
OG0010528	As012G276450	Om006G255400
OG0010529	As012G276460	Om006G255390
OG0010531	As012G276520	Om006G255330
OG0010533	As012G276690	Om006G255060
OG0010534	As012G276700	Om006G254980
OG0010535	As012G277240	Om006G254560
OG0010536	As012G277300	Om006G254440
OG0010537	As012G277980	Om006G254010
OG0010538	As012G278630	Om006G256710
OG0010539	As012G279860	Om006G253370
OG0010540	As012G280320	Om006G253030
OG0010541	As012G280550	Om006G252790
OG0010542	As012G281310	Om006G252460
OG0010543	As012G281330	Om006G252440
OG0010544	As012G281570	Om006G252170
OG0010545	As012G282160	Om006G251560
OG0010546	As012G283300	Om003G119830
OG0010547	As012G283310	Om003G119840
OG0010548	As012G283380	Om003G119890
OG0010549	As012G284820	Om003G122290
OG0010550	As012G284830	Om003G122310
OG0010551	As012G285010	Om003G122510
OG0010552	As012G285130	Om003G123040
OG0010553	As012G285560	Om006G253380
OG0010554	As012G285680	Om003G123930
OG0010555	As012G285750	Om003G124100
OG0010556	As012G286390	Om003G125130
OG0010557	As012G286710	Om003G125570
OG0010558	As012G287180	Om003G126160
OG0010559	As012G287230, As012G287210	Om003G126170
OG0010560	As012G287350	Om003G126310
OG0010561	As012G287390	Om003G126390
OG0010562	As012G287500	Om003G126700
OG0010563	As012G287830	Om003G127270
OG0010564	As012G287880	Om003G127360
OG0010565	As012G287890	Om003G127370
OG0010566	As012G287920	Om003G127440
OG0010567	As012G288380	Om003G128110
OG0010568	As012G288770	Om003G128670
OG0010569	As012G288920	Om003G128840, Om007G291030
OG0010570	As012G289050	Om003G128980
OG0010571	As012G289120	Om003G129070, Om004G140940
OG0010660	As001G000090	Om001G022210
OG0010661	As001G000220	Om001G022390
OG0010662	As001G000530	Om001G023040
OG0010663	As001G001190	Om001G024280
OG0010664	As001G002270	Om003G099440, Om001G025780
OG0010665	As001G002820	Om001G026670
OG0010666	As001G003090	Om001G041900
OG0010667	As001G003290	Om002G058370, Om001G027270
OG0010668	As001G003470	Om001G027530
OG0010669	As001G003760	Om001G027860
OG0010670	As001G004030	Om001G028360
OG0010671	As001G004580	Om001G028940
OG0010672	As001G005310	Om001G029540
OG0010673	As001G006390	Om001G029790
OG0010674	As001G006700	Om001G030520
OG0010675	As001G006780	Om004G151400
OG0010676	As001G011020, As001G011010, As005G113230	Om006G243650
OG0010677	As001G012520	Om001G031730
OG0010678	As006G146350, As001G012560	Om008G335400
OG0010679	As001G013490, As011G262690	Om001G032300
OG0010680	As001G013650	Om001G031960
OG0010681	As001G013830	Om001G032700
OG0010682	As001G014630	Om005G212530
OG0010683	As001G014640	Om001G033470
OG0010684	As001G015020	Om001G034100
OG0010685	As001G015060	Om004G160890
OG0010686	As001G016230	Om007G292390
OG0010687	As001G016540	Om007G277260
OG0010688	As001G017250	Om007G276500
OG0010689	As004G079940, As001G017320	Om007G276440
OG0010690	As001G017360	Om007G276410
OG0010691	As001G017850, As004G083050	Om007G275890
OG0010692	As001G017900	Om007G275830
OG0010694	As001G018040	Om007G275740
OG0010695	As001G018110	Om007G275670
OG0010696	As001G018170	Om007G275630
OG0010697	As001G018900	Om005G217180
OG0010698	As001G018920	Om003G119380
OG0010699	As001G018960	Om001G024150, Om001G024170, Om005G216980
OG0010700	As001G019180	Om005G187500
OG0010701	As001G019260	Om011G365480, Om005G217970, Om003G100710
OG0010702	As001G019560	Om020G374430, Om011G365000
OG0010703	As001G019620	Om008G336160
OG0010704	As001G019820	Om005G219180
OG0010705	As001G020210	Om005G219770
OG0010706	As001G020300	Om005G219720
OG0010707	As001G020370	Om005G219980
OG0010708	As001G020400	Om005G220040
OG0010709	As001G020430	Om005G220070
OG0010710	As001G020490	Om005G220150
OG0010711	As001G020580	Om005G220430
OG0010712	As001G020590	Om005G220440
OG0010713	As001G020630	Om005G220540
OG0010714	As001G020740	Om005G220660, Om005G220610
OG0010715	As001G020830	Om005G220750
OG0010716	As001G021130	Om005G221210
OG0010717	As001G021410	Om005G222050
OG0010718	As001G021580	Om005G222720
OG0010719	As001G021820	Om005G223300
OG0010720	As001G021910	Om005G223550
OG0010721	As001G022020	Om005G223950
OG0010722	As001G022270	Om006G275460
OG0010723	As001G022910	Om002G071440
OG0010724	As001G023350	Om004G172760, Om006G273710, Om008G324050, Om002G053350
OG0010725	As001G023480	Om002G086770
OG0010726	As001G023530	Om006G274570
OG0010727	As001G023590	Om006G274520
OG0010728	As001G023640	Om006G274460
OG0010729	As001G023710	Om006G274400
OG0010730	As001G024040	Om006G274000
OG0010731	As001G024680	Om006G273290
OG0010733	As001G025050	Om006G272740
OG0010734	As001G025130, As008G184140	Om005G192880
OG0010735	As001G025150	Om006G272610
OG0010736	As001G025240	Om006G272570
OG0010737	As001G025290	Om006G272540
OG0010738	As001G026530	Om006G271090
OG0010739	As001G026580	Om006G271050
OG0010740	As001G026860	Om006G269830
OG0010741	As001G026960	Om006G270390
OG0010742	As001G027990	Om005G228730
OG0010743	As001G028710	Om005G213480
OG0010744	As001G029450	Om005G215070
OG0010745	As001G029820	Om005G215670
OG0010746	As006G137450	Om002G045930
OG0010747	As004G076740	Om003G108660
OG0010749	As001G030200	Om007G307620, Om005G228910, Om007G307610
OG0010750	As001G030350	Om005G228790
OG0010751	As001G030540	Om005G228480
OG0010752	As001G030550	Om005G228460
OG0010753	As001G030630	Om005G228350
OG0010754	As004G098100, As001G030760	Om005G227830
OG0010755	As001G031000	Om005G227170
OG0010756	As001G031170, As004G097930	Om005G226770
OG0010757	As001G031830	Om005G225310
OG0010758	As002G032440	Om002G056220, Om002G056230
OG0010759	As002G032850	Om001G018440
OG0010760	As002G033120, As002G032940	Om008G328410
OG0010761	As002G033420	Om008G328910
OG0010762	As002G033450	Om008G328870
OG0010763	As002G033840	Om008G329380
OG0010764	As002G033890	Om002G051470
OG0010765	As002G033970	Om002G051610
OG0010766	As006G148740, As002G034280	Om002G051990
OG0010767	As002G035340	Om002G053000
OG0010768	As002G035440	Om002G053060
OG0010769	As002G035450	Om002G053070
OG0010770	As004G087000, As002G035720	Om001G005790
OG0010771	As002G036380	Om002G053960
OG0010772	As002G036410	Om001G036500
OG0010773	As002G036640	Om002G054330
OG0010774	As002G037340	Om001G030450
OG0010775	As002G037350	Om002G055000
OG0010776	As002G037920	Om002G055500
OG0010777	As002G038520	Om002G055710
OG0010778	As002G038600	Om002G055850
OG0010779	As002G038780	Om002G055870
OG0010780	As002G038940	Om002G056090
OG0010781	As002G038960	Om005G216000, Om002G056100
OG0010782	As002G039490	Om003G108730, Om006G252180
OG0010783	As002G040450, As002G040440, As002G040460, As002G040070	Om003G106860
OG0010784	As002G040150	Om003G106840
OG0010785	As002G040590	Om003G109530
OG0010786	As002G042010	Om004G165410
OG0010787	As002G042070	Om004G132170
OG0010788	As002G042190	Om004G167510
OG0010789	As002G042250	Om003G111420
OG0010790	As002G042460	Om003G111850
OG0010791	As002G042790	Om007G285950
OG0010792	As002G043190	Om005G201670
OG0010793	As002G043370	Om003G112490
OG0010794	As002G043430	Om001G025420
OG0010795	As002G043570	Om003G112830
OG0010796	As002G043770	Om003G113050
OG0010797	As002G044070	Om003G113390
