Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0008584	As001G024130	El001G038570
OG0008585	As001G024350	El001G038870
OG0008586	As001G024620	El001G039420
OG0008587	As001G024880	El001G039970
OG0008588	As001G024960	El001G040070
OG0008589	As001G025100	El001G040340
OG0008590	As001G025420	El001G040880
OG0008591	As001G025540	El001G041130
OG0008592	As001G025780	El001G041450
OG0008593	As001G025800	El001G041470
OG0008594	As001G026030	El001G041840
OG0008595	As001G026150	El001G042060
OG0008596	As001G026230	El001G042180
OG0008597	As001G026720	El001G042740
OG0008598	As001G026730	El001G042750
OG0008599	As001G027020	El001G043590
OG0008600	As001G027040	El001G043640
OG0008601	As001G027250	El001G044140
OG0008602	As001G027370	El001G044250
OG0008603	As001G027390	El001G044300
OG0008604	As001G027840	El001G045440, El001G045400, El001G045430
OG0008605	As001G027860	El001G045470
OG0008606	As001G028920	El004G215520
OG0008607	As001G029150	El001G038980
OG0008608	As001G029290	El004G214210
OG0008609	As001G029480	El004G212840
OG0008610	As001G030220	El004G193830
OG0008611	As001G030290	El004G193870
OG0008612	As001G030570	El004G194220
OG0008613	As001G030600	El004G194290
OG0008614	As001G030840	El004G194770
OG0008615	As001G030950	El004G195090
OG0008616	As001G031050	El004G195280, El004G195410
OG0008617	As001G031420, As001G031440	El004G196270, El004G196300
OG0008618	As001G031430	El004G196280, El004G196290, El001G051770
OG0008619	As001G031660	El004G196970
OG0008620	As001G031990	El004G197760
OG0008621	As002G032320	El005G248450
OG0008622	As002G049150, As002G032530	El007G334220
OG0008623	As002G033140, As002G032960	El006G288150
OG0008624	As002G033460	El006G288430
OG0008625	As002G033520	El006G288340
OG0008626	As002G034200	El005G244490
OG0008627	As005G108520	El001G079070
OG0008628	As002G035500	El005G245590
OG0008629	As002G036150	El005G246070
OG0008630	As002G036470	El005G246270
OG0008631	As002G036760	El005G246380
OG0008632	As002G037280	El005G247040
OG0008633	As002G037390	El005G247110
OG0008634	As002G037840	El005G247640
OG0008635	As002G038010	El005G247740
OG0008636	As002G038040	El005G247750
OG0008637	As002G038620	El005G248000
OG0008638	As002G038930	El005G248170
OG0008639	As002G040600	El007G344780
OG0008640	As002G042000	El007G344140
OG0008641	As002G042240	El007G343900
OG0008642	As002G042340	El007G343560
OG0008643	As002G042670	El007G343310
OG0008644	As002G042720	El007G343280
OG0008645	As002G042820	El007G343100
OG0008646	As002G043610	El007G342130
OG0008647	As002G043710, As002G043700	El007G341990
OG0008648	As002G044420	El007G340850
OG0008649	As002G044670	El007G340500
OG0008650	As002G044820	El007G340000
OG0008651	As002G044940	El007G340150
OG0008652	As002G045000	El007G340200
OG0008653	As002G045240	El007G339620
OG0008654	As002G045260	El007G339600
OG0008655	As002G045340	El007G339470
OG0008656	As002G045360	El007G339450
OG0008657	As002G045520	El007G338560
OG0008658	As002G045820	El007G338950
OG0008659	As002G045910	El007G338370
OG0008660	As002G046070	El007G338110
OG0008661	As002G046130	El007G338020
OG0008662	As002G046740	El007G337340
OG0008663	As002G046970	El007G337130, El007G337150
OG0008664	As002G047040	El007G337020
OG0008665	As002G047300	El007G336610
OG0008666	As002G047390	El007G336500
OG0008667	As002G047400	El007G336490
OG0008668	As002G047860	El007G336040
OG0008669	As002G048090	El007G335770
OG0008670	As002G048110	El007G335750
OG0008671	As002G048250	El007G335390
OG0008672	As002G048450	El007G335200
OG0008673	As002G048470	El007G335180
OG0008674	As002G048630	El007G334910
OG0008675	As002G048800	El007G334710
OG0008676	As002G048890	El007G334600
OG0008677	As002G049000	El007G334400
OG0008678	As002G049290	El007G333980
OG0008679	As002G049560	El007G333690
OG0008680	As002G049830	El007G333520
OG0008681	As002G049840	El007G333510
OG0008682	As002G049990	El007G351680
OG0008683	As002G050190	El007G351280
OG0008684	As002G050210	El007G351260
OG0008685	As002G050350	El001G068400
OG0008686	As002G050370	El001G068420
OG0008687	As002G050560	El001G068630
OG0008688	As002G050590	El001G068670
OG0008689	As002G050610	El001G068690
OG0008690	As002G050650	El001G068750
OG0008691	As002G050920	El001G069160
OG0008692	As002G050930	El001G069180
OG0008693	As002G051080	El001G069330
OG0008694	As002G051290	El001G069560
OG0008695	As002G051380	El001G069700
OG0008696	As002G051430	El002G131760, El001G069730
OG0008698	As002G051930	El001G070360
OG0008699	As002G052500	El001G071190
OG0008700	As012G274060, As002G052790	El001G071470
OG0008701	As002G052930	El001G071620
OG0008702	As002G053160	El001G071870
OG0008703	As002G053450	El001G072160
OG0008704	As002G053590	El001G072360
OG0008705	As002G053670	El001G072440
OG0008706	As002G053930	El001G072740
OG0008707	As002G054190	El001G073050
OG0008708	As002G054210	El001G073100
OG0008709	As002G054460	El001G073330
OG0008710	As002G054660	El001G073560
OG0008711	As002G054890	El001G073850
OG0008712	As002G054920	El001G073890
OG0008713	As002G055000	El001G074000
OG0008714	As002G055200	El001G074180
OG0008715	As003G055620	El003G169880
OG0008716	As004G089690, As003G056010	El003G169260
OG0008718	As003G056140	El003G169090
OG0008719	As003G056170	El003G169020
OG0008720	As003G056180	El003G169010
OG0008721	As003G056340	El003G168840
OG0008722	As003G056510	El003G168580
OG0008723	As003G057220	El003G167600
OG0008724	As004G087920	El007G363380
OG0008725	As003G057580	El003G167010
OG0008726	As003G057610	El003G166960
OG0008727	As003G057770	El003G166610
OG0008728	As003G057840	El003G166500
OG0008729	As003G057860	El003G166390
OG0008730	As003G058190	El003G165850
OG0008731	As003G058220	El003G165800
OG0008732	As003G058400	El003G165620
OG0008733	As004G086690, As003G058690, As003G058650	El003G165350
OG0008734	As003G058950	El003G165040
OG0008735	As003G059090	El003G164870
OG0008736	As003G059480	El003G164600
OG0008737	As003G059850	El003G164090
OG0008738	As003G060570	El003G162900
OG0008739	As004G085080, As003G060630	El001G006360
OG0008740	As003G060690	El003G162770
OG0008741	As003G060880	El003G162610
OG0008742	As003G060970	El003G162470
OG0008743	As003G060990	El003G162440
OG0008744	As003G061130	El003G162240
OG0008745	As003G061490	El003G161710
OG0008746	As003G061620	El004G222110
OG0008747	As003G061970	El003G161070
OG0008748	As004G083660, As003G062650	El001G009010
OG0008749	As003G062840, As012G271210	El002G121400
OG0008750	As003G063220	El002G122290
OG0008751	As003G063300	El002G122620, El002G122630
OG0008752	As003G063360	El002G122930
OG0008753	As003G063500	El002G123410
OG0008754	As003G063830	El002G123860
OG0008755	As003G064530	El002G128110
OG0008756	As003G064550	El002G128070
OG0008757	As003G065960, As003G065970	El002G113240
OG0008758	As003G066170	El002G128750
OG0008759	As003G067890	El002G113560
OG0008760	As003G068780	El002G113920
OG0008761	As003G069490, As010G240240	El004G225630
OG0008763	As003G069900	El002G115170
OG0008764	As003G070230	El002G115780
OG0008765	As003G071240	El002G117310
OG0008766	As003G071410	El002G117580
OG0008767	As003G071550	El002G117630
OG0008768	As003G071640	El002G118000
OG0008769	As003G072030	El003G146510
OG0008770	As003G072060	El003G146460
OG0008771	As003G072300	El003G146170
OG0008772	As003G072670	El001G002700, El003G145710
OG0008773	As003G072950	El003G145440
OG0008774	As003G073260	El003G145140
OG0008775	As003G073360	El003G145010
OG0008776	As003G073420	El003G144950
OG0008777	As003G073460	El003G144900
OG0008778	As003G074110	El003G144280
OG0008779	As003G074130	El003G144240
OG0008780	As003G074410	El003G143960
OG0008781	As003G074570	El003G143780
OG0008782	As003G074590	El003G143760
OG0008783	As003G074860	El003G143470
OG0008784	As003G075590	El003G142740
OG0008785	As004G076900	El003G156510
OG0008786	As004G076920	El003G184150
OG0008787	As004G077020	El003G184610, El003G180800
OG0008788	As004G077640	El003G186850
OG0008789	As004G077680	El002G122840, El006G285290
OG0008790	As004G078190	El003G188960
OG0008791	As004G078710	El002G117990
OG0008792	As004G079270	El001G076600
OG0008793	As004G079420	El002G119480
OG0008794	As004G079970	El006G295370
OG0008795	As004G080160	El001G009980
OG0008796	As004G081320	El006G297860
OG0008797	As004G081830	El007G355240
OG0008798	As004G082140	El007G358070
OG0008799	As004G082210	El007G358000
OG0008800	As004G082550	El006G282610
OG0008801	As004G082920	El007G355410, El007G355490
OG0008802	As004G083670	El001G008990
OG0008803	As004G084330	El001G007860
OG0008804	As004G084900	El001G006880, El001G006820
OG0008805	As004G085040	El001G006460
OG0008806	As004G085140	El001G006220
OG0008807	As004G085170	El001G006180
OG0008808	As004G085340	El001G006010
OG0008809	As004G085880	El001G005150
OG0008810	As004G086170	El001G004780
OG0008811	As004G086240	El001G004720, El003G164820
OG0008812	As004G086700	El007G360990
OG0008813	As004G086750	El007G361080
OG0008814	As004G087130	El007G361560
OG0008815	As004G087430	El007G362050
OG0008816	As004G087830	El007G363290
OG0008817	As004G088310	El007G364100
OG0008818	As004G088380	El007G364160
OG0008819	As004G089190	El007G365670
OG0008820	As004G089240	El007G365730
OG0008821	As004G089610	El007G366000
OG0008822	As004G090130	El007G366870
OG0008823	As004G090140	El007G366880
OG0008824	As004G092100	El003G183350
OG0008825	As004G092980	El003G179660
OG0008826	As004G093630	El003G178340
OG0008827	As004G093740	El003G178180
OG0008828	As004G094340	El008G368830, El003G177530
OG0008829	As004G094420	El005G267320
OG0008830	As004G095210	El003G175670
OG0008831	As004G095280	El003G175260
OG0008832	As004G095380	El003G175170
OG0008833	As004G095860	El003G174390
OG0008834	As004G096200	El003G173800, El003G173470
OG0008835	As004G096230	El003G173620
OG0008836	As004G096560	El003G172870
OG0008837	As004G096600	El003G172790
OG0008839	As004G097450, As004G097780	El003G192120, El001G011300
OG0008840	As004G097470, As008G190170	El003G191600
OG0008841	As004G097710	El003G192210
OG0008842	As004G097730	El003G192180
OG0008843	As004G098060	El003G193040
OG0008844	As004G098280	El003G193390
OG0008845	As004G098350	El003G193470
OG0008846	As005G098680	El006G279800
OG0008847	As005G098760	El006G279850
OG0008848	As005G098810	El004G198820, El006G279900
OG0008849	As005G100300	El006G281190
OG0008850	As005G100380	El006G281270
OG0008851	As005G100510	El006G281460
OG0008852	As005G100930	El006G281950
OG0008853	As005G101000	El006G282040
OG0008854	As005G101330	El006G282590
OG0008855	As005G101710	El006G283000
OG0008856	As005G101930	El006G283200
OG0008857	As005G102000	El006G283350
OG0008858	As005G102080	El006G283420
OG0008859	As012G286140, As005G102540	El001G031920
OG0008860	As005G103010	El006G284590
OG0008861	As005G103150	El006G284760
OG0008862	As005G103190	El006G284800
OG0008863	As005G103200	El006G284810
OG0008864	As005G103400	El006G285010
OG0008865	As005G104000	El006G285570
OG0008866	As005G104260	El006G285830
OG0008867	As005G104370	El001G030680
OG0008869	As005G104890	El006G286680
OG0008870	As005G104920	El006G286720
OG0008871	As005G104960	El006G286750
OG0008872	As005G105000	El001G069880
OG0008873	As005G105460	El006G287370
OG0008874	As005G105770	El006G287660
OG0008875	As005G106130	El006G287890
OG0008876	As005G106140	El006G287910
OG0008877	As005G106690	El001G081520
OG0008878	As005G106830	El001G081420, El001G044610
OG0008879	As005G106880	El001G081340
OG0008880	As005G106970, As005G106960	El001G081220
OG0008881	As005G107490	El001G080710
OG0008882	As005G107760	El001G080180
OG0008883	As005G108060	El001G079780
OG0008884	As005G108590	El001G079020
OG0008885	As005G108710	El001G078910
OG0008886	As005G108880	El001G078740
OG0008887	As005G109250	El001G078410, El001G078400
OG0008888	As005G109920	El001G060950
OG0008889	As005G110230	El001G060580
OG0008890	As005G110460	El001G060520
OG0008891	As005G110610	El001G060450
OG0008892	As005G111310	El001G060020
OG0008893	As005G111360	El001G059990
OG0008894	As005G111650	El001G060410
OG0008895	As005G111820	El001G059530
OG0008896	As005G115360, As005G111890, As009G217580, As008G192120	El006G312340
OG0008896	As008G192090	El007G330060
OG0008897	As005G112420	El001G059100
OG0008898	As005G112450	El001G059080
OG0008899	As005G112710	El001G058840
OG0008900	As005G112920	El001G058770
OG0008901	As005G112950	El001G058710
OG0008902	As005G113110	El001G058550
OG0008903	As005G113320	El001G058170
OG0008904	As005G113360	El001G058120
OG0008905	As005G113710	El001G057460
OG0008906	As005G113870	El001G057160
OG0008907	As005G114030	El007G330220
OG0008908	As005G114450	El007G330720
OG0008909	As005G114520	El007G326670
OG0008910	As005G114660	El007G331000
OG0008911	As005G114670	El007G331010
OG0008912	As005G114750	El007G331090
OG0008913	As005G114820	El007G331170
OG0008914	As005G114900	El007G331210
OG0008915	As005G115290	El007G332030
OG0008916	As010G224270, As005G115400	El007G332130
OG0008917	As005G115610	El007G331550
OG0008919	As005G115810	El007G332230
OG0008920	As005G115850	El007G332340
OG0008921	As005G115890	El007G332390
OG0008922	As005G116720	El007G326780
OG0008923	As005G116780	El007G326720
OG0008924	As005G116820	El002G090940
OG0008925	As005G116880	El007G326600
OG0008926	As005G117200	El007G326280
OG0008927	As005G117330	El007G326130
OG0008928	As005G117630	El007G325780
OG0008929	As005G117790	El007G325610
OG0008930	As005G118120	El007G325260
OG0008931	As005G118210	El007G325150
OG0008932	As005G118230	El007G325130
OG0008933	As005G118980	El007G324070
OG0008934	As005G119070	El007G323910
OG0008935	As005G119240	El007G323720
OG0008936	As005G119360	El007G323560
OG0008937	As005G119710	El007G323160
OG0008938	As005G119860	El007G322960
OG0008939	As005G119870	El007G322940
OG0008940	As005G120000	El007G322810
OG0008941	As005G120250	El007G322590
OG0008942	As005G120320	El007G322510
OG0008943	As005G120350	El007G322490
OG0008944	As005G120520	El007G322360
OG0008945	As005G120660	El007G322180
OG0008946	As005G120880	El007G321950
OG0008947	As006G121320	El001G000750
OG0008948	As006G121330	El002G082950
OG0008949	As006G121570	El001G000500
OG0008950	As006G121650	El001G000400
OG0008951	As006G121670	El001G000360
OG0008952	As006G121800	El001G000960
OG0008953	As006G122120	El001G001300
OG0008954	As006G122350	El001G001570
OG0008955	As006G122870	El001G002340
OG0008956	As006G122950	El006G313510
OG0008957	As006G123090	El001G002790
OG0008958	As006G123550	El001G003330
OG0008959	As006G123680	El001G003430
OG0008960	As006G123860	El001G003770
OG0008961	As006G123880	El001G003790
OG0008962	As006G124700, As006G125370	El006G298600
OG0008963	As006G124740	El007G359760
OG0008964	As006G124760	El007G359740
OG0008965	As006G124970	El007G359220, El003G162370
OG0008966	As006G125010	El007G359190
OG0008967	As006G125410	El006G298670
OG0008968	As006G125490	El006G298880, El006G297470, El006G297280
OG0008969	As006G125560	El006G298760
OG0008970	As006G125940	El006G299210
OG0008971	As006G126000	El006G299150
OG0008972	As006G126210	El006G299550
OG0008973	As006G126240	El006G299590
OG0008974	As006G126270	El006G299620
OG0008975	As006G126750, As007G153780	El002G121760, El002G141570
OG0008976	As006G126800	El006G300320, El006G300340
OG0008977	As006G127280	El006G301010
OG0008978	As006G127390	El006G301160
OG0008979	As006G127540	El006G301390
OG0008980	As006G127750	El006G301700
OG0008981	As006G127910	El006G301940
OG0008982	As006G128240	El006G302410, El002G090440
OG0008983	As006G128280	El006G302450, El006G302480
OG0008984	As006G128900	El006G303650
OG0008985	As006G129120	El006G304170
OG0008986	As006G129140	El006G304190
OG0008987	As006G129300	El006G304370
OG0008988	As006G129340	El006G304400
OG0008989	As006G129590	El006G304900
OG0008990	As006G129630	El006G304940
OG0008991	As006G129880	El006G305300
OG0008992	As006G129950	El006G305450
OG0008993	As006G130070	El006G305720
OG0008994	As006G130350	El006G306280
OG0008995	As006G130360	El006G306300
OG0008996	As006G130760	El006G307450
OG0008997	As006G130820	El006G307090, El006G307290
OG0008998	As006G130860	El006G307210
OG0008999	As006G130940	El006G306680
OG0009000	As006G131400	El006G307520
OG0009001	As006G131550	El006G311510
OG0009002	As006G132080	El006G313790
OG0009003	As006G132180	El006G313820
OG0009004	As006G132280	El003G156710
OG0009005	As006G132310	El003G156760
