Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0008752	As003G063360	ESY9_g43269_DN3_SP0_c6.t1
OG0008753	As003G063500	ESY14_g20621_DN3_SP8_c0.t1
OG0008754	As003G063830	ESY14_g20738_DN3_SP0_c0.t1
OG0008755	As003G064530	ESY14_g21525_DN3_SP1_c0.t1
OG0008756	As003G064550	ESY14_g20874_DN3_SP8_c0.t1
OG0008757	As003G065960, As003G065970	ESY4_g22494_DN3_SP0_c0.t1
OG0008759	As003G067890	ESY10_g14902_DN3_SP0_c0.t1
OG0008760	As003G068780	ESY4_g22858_DN3_SP0_c0.t1
OG0008761	As003G069490, As010G240240	ESY2_g35926_DN3_SP8_c0.t1
OG0008762	As003G069870	ESY4_g23098_DN3_SP0_c0.t1
OG0008763	As003G069900	ESY4_g23126_DN2_SP3_c0.t1
OG0008764	As003G070230	ESY4_g23300_DN3_SP0_c0.t1
OG0008765	As003G071240	ESY4_g23691_DN3_SP2_c0.t1
OG0008766	As003G071410	ESY16_g62067_DN3_SP8_c0.t1
OG0008767	As003G071550	ESY16_g62046_DN3_SP0_c0.t1
OG0008768	As003G071640	ESY16_g62020_DN3_SP5_c0.t1
OG0008769	As003G072030	ESY4_g25295_DN3_SP1_c0.t1
OG0008770	As003G072060	ESY4_g26015_DN3_SP0_c0.t1
OG0008771	As003G072300	ESY4_g26125_DN3_SP0_c0.t1
OG0008772	As003G072670	ESY4_g26246_DN3_SP0_c0.t1
OG0008773	As003G072950	ESY4_g26307_DN3_SP7_c0.t1
OG0008774	As003G073260	ESY4_g26405_DN3_SP8_c0.t1
OG0008775	As003G073360	ESY4_g26426_DN3_SP0_c0.t1
OG0008776	As003G073420	ESY4_g26460_DN3_SP8_c0.t1
OG0008777	As003G073460	ESY4_g26468_DN3_SP0_c0.t1
OG0008778	As003G074110	ESY4_g26582_DN2_SP1_c0.t1
OG0008779	As003G074130	ESY4_g26584_DN3_SP5_c0.t1
OG0008780	As003G074410	ESY4_g26612_DN3_SP8_c0.t1
OG0008782	As003G074590	ESY4_g26643_DN3_SP0_c0.t1
OG0008783	As003G074860	ESY4_g26704_DN2_SP0_c0.t1
OG0008784	As003G075590	ESY4_g26792_DN3_SP0_c0.t1
OG0008785	As004G076900	ESY16_g62147_DN3_SP8_c0.t1
OG0008786	As004G076920	ESY17_g40003_DN3_SP1_c0.t1
OG0008788	As004G077640	ESY8_g61155_DN3_SP8_c0.t1
OG0008790	As004G078190	ESY8_g60891_DN3_SP7_c0.t1
OG0008791	As004G078710	ESY16_g62022_DN3_SP4_c0.t1
OG0008792	As004G079270	ESY7_g18886_DN3_SP0_c0.t1
OG0008793	As004G079420	ESY16_g61763_DN3_SP7_c0.t1
OG0008794	As004G079970	ESY3_g30061_DN3_SP0_c0.t1
OG0008795	As004G080160	ESY19_g41581_DN2_SP0_c0.t1
OG0008796	As004G081320	ESY1_g5917_DN3_SP4_c0.t1
OG0008798	As004G082140	ESY1_g6178_DN3_SP8_c0.t1
OG0008799	As004G082210	ESY3_g31170_DN3_SP0_c0.t1
OG0008800	As004G082550	ESY12_g51831_DN3_SP0_c0.t1
OG0008801	As004G082920	ESY1_g12075_DN3_SP0_c0.t1
OG0008802	As004G083670	ESY18_g64192_DN3_SP8_c0.t1
OG0008803	As004G084330	ESY4_g22498_DN3_SP8_c0.t1
OG0008805	As004G085040	ESY18_g63000_DN3_SP2_c0.t1
OG0008806	As004G085140	ESY18_g62972_DN3_SP0_c0.t1
OG0008807	As004G085170	ESY18_g62938_DN3_SP8_c0.t1
OG0008808	As004G085340	ESY7_g16087_DN3_SP0_c0.t1
OG0008809	As004G085880	ESY7_g16358_DN3_SP8_c0.t1
OG0008810	As004G086170	ESY7_g16454_DN2_SP5_c0.t1
OG0008811	As004G086240	ESY7_g16478_DN3_SP2_c0.t1
OG0008812	As004G086700	ESY7_g16588_DN3_SP8_c0.t1
OG0008813	As004G086750	ESY7_g16603_DN3_SP1_c0.t1
OG0008814	As004G087130	ESY7_g16663_DN3_SP8_c0.t1
OG0008815	As004G087430	ESY7_g16722_DN3_SP5_c0.t1
OG0008816	As004G087830	ESY7_g16779_DN3_SP0_c0.t1
OG0008817	As004G088310	ESY7_g16855_DN3_SP0_c0.t1
OG0008818	As004G088380	ESY7_g16862_DN3_SP3_c0.t1
OG0008819	As004G089190	ESY10_g14982_DN3_SP0_c0.t1
OG0008820	As004G089240	ESY10_g14969_DN2_SP0_c0.t1
OG0008821	As004G089610	ESY10_g14912_DN3_SP8_c0.t1
OG0008822	As004G090130	ESY10_g14755_DN3_SP2_c0.t1
OG0008823	As004G090140	ESY10_g14754_DN3_SP0_c1.t1
OG0008824	As004G092100	ESY6_g50505_DN3_SP8_c28.t1
OG0008825	As004G092980	ESY17_g39774_DN2_SP6_c0.t1
OG0008826	As004G093630	ESY17_g39141_DN2_SP0_c0.t1, ESY3_g30550_DN2_SP0_c0.t1
OG0008827	As004G093740	ESY17_g39948_DN3_SP1_c0.t1
OG0008828	As004G094340	ESY5_g2772_DN3_SP0_c0.t1
OG0008829	As004G094420	ESY3_g28058_DN3_SP8_c0.t1
OG0008830	As004G095210	ESY15_g65512_DN3_SP0_c0.t1
OG0008831	As004G095280	ESY15_g65453_DN3_SP8_c0.t1
OG0008832	As004G095380	ESY28_g55052_DN3_SP8_c0.t1
OG0008833	As004G095860	ESY22_g40824_DN3_SP2_c0.t1
OG0008834	As004G096200	ESY22_g41064_DN3_SP0_c0.t1
OG0008835	As004G096230	ESY22_g41123_DN2_SP0_c0.t1
OG0008836	As004G096560	ESY2_g38853_DN3_SP0_c0.t1
OG0008837	As004G096600	ESY2_g38803_DN3_SP8_c0.t1
OG0008838	As004G097080	ESY8_g60349_DN3_SP0_c0.t1
OG0008839	As004G097450, As004G097780	ESY8_g60154_DN3_SP0_c0.t1
OG0008840	As004G097470, As008G190170	ESY8_g60273_DN3_SP8_c0.t1
OG0008841	As004G097710	ESY8_g60143_DN3_SP0_c0.t1
OG0008842	As004G097730	ESY8_g60144_DN3_SP2_c0.t1
OG0008843	As004G098060	ESY8_g60066_DN3_SP0_c0.t1
OG0008844	As004G098280	ESY8_g58370_DN3_SP1_c0.t1
OG0008845	As004G098350	ESY8_g59993_DN3_SP8_c0.t1
OG0008846	As005G098680	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1
OG0008847	As005G098760	ESY12_g52308_DN3_SP7_c0.t1
OG0008848	As005G098810	ESY12_g52304_DN3_SP8_c0.t1
OG0008849	As005G100300	ESY12_g51636_DN3_SP4_c0.t1
OG0008850	As005G100380	ESY12_g51658_DN3_SP0_c0.t1
OG0008851	As005G100510	ESY12_g51676_DN3_SP0_c0.t1
OG0008852	As005G100930	ESY12_g51740_DN3_SP0_c0.t1
OG0008853	As005G101000	ESY12_g51754_DN1_SP0_c0.t1
OG0008854	As005G101330	ESY12_g51829_DN3_SP3_c0.t1
OG0008855	As005G101710	ESY12_g51890_DN3_SP1_c0.t1
OG0008856	As005G101930	ESY12_g51933_DN3_SP8_c0.t1
OG0008857	As005G102000	ESY12_g51941_DN3_SP7_c0.t1
OG0008858	As005G102080	ESY12_g51974_DN3_SP3_c0.t1
OG0008859	As012G286140, As005G102540	ESY1_g12015_DN2_SP0_c0.t1
OG0008860	As005G103010	ESY12_g52113_DN3_SP0_c0.t1
OG0008861	As005G103150	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1
OG0008862	As005G103190	ESY12_g52138_DN2_SP0_c0.t1
OG0008863	As005G103200	ESY12_g52140_DN1_SP0_c0.t1
OG0008864	As005G103400	ESY12_g52168_DN3_SP0_c0.t1
OG0008865	As005G104000	ESY12_g51488_DN3_SP8_c0.t1
OG0008866	As005G104260	ESY12_g51532_DN3_SP0_c0.t1
OG0008867	As005G104370	ESY1_g11294_DN3_SP6_c0.t1
OG0008868	As005G104670	ESY12_g51585_DN3_SP2_c6.t1
OG0008869	As005G104890	ESY12_g51332_DN2_SP0_c0.t1
OG0008870	As005G104920	ESY12_g51323_DN3_SP0_c0.t1
OG0008871	As005G104960	ESY12_g51310_DN3_SP0_c0.t1
OG0008872	As005G105000	ESY7_g18231_DN3_SP0_c0.t1
OG0008873	As005G105460	ESY12_g51241_DN3_SP0_c0.t1
OG0008874	As005G105770	ESY12_g51210_DN3_SP8_c0.t1
OG0008875	As005G106130	ESY12_g51153_DN3_SP5_c0.t1
OG0008876	As005G106140	ESY12_g51148_DN3_SP0_c0.t1
OG0008877	As005G106690	ESY7_g19593_DN3_SP8_c0.t1
OG0008878	As005G106830	ESY7_g19581_DN3_SP0_c0.t1
OG0008879	As005G106880	ESY7_g19576_DN3_SP8_c0.t1
OG0008880	As005G106970, As005G106960	ESY7_g19559_DN3_SP2_c0.t1, ESY1_g11192_DN2_SP0_c0.t1
OG0008881	As005G107490	ESY7_g19489_DN3_SP5_c0.t1
OG0008882	As005G107760	ESY7_g19446_DN2_SP0_c0.t1
OG0008883	As005G108060	ESY7_g19376_DN3_SP0_c0.t1
OG0008884	As005G108590	ESY7_g19239_DN3_SP0_c0.t1
OG0008885	As005G108710	ESY7_g19223_DN3_SP8_c8.t1
OG0008886	As005G108880	ESY7_g19203_DN3_SP5_c0.t1
OG0008887	As005G109250	ESY7_g19150_DN3_SP0_c0.t1
OG0008888	As005G109920	ESY6_g49873_DN3_SP8_c0.t1
OG0008889	As005G110230	ESY6_g49854_DN3_SP0_c0.t1
OG0008890	As005G110460	ESY6_g49857_DN2_SP0_c0.t1
OG0008891	As005G110610	ESY6_g49303_DN3_SP8_c14.t1
OG0008892	As005G111310	ESY6_g49246_DN3_SP0_c0.t1
OG0008893	As005G111360	ESY6_g49243_DN3_SP7_c0.t1
OG0008895	As005G111820	ESY6_g49194_DN3_SP8_c0.t1
OG0008896	As005G115360, As005G111890, As009G217580, As008G192120, As008G192090	ESY6_g49591_DN3_SP6_c0.t1
OG0008897	As005G112420	ESY6_g49152_DN3_SP4_c0.t1
OG0008898	As005G112450	ESY6_g49149_DN3_SP8_c0.t1
OG0008899	As005G112710	ESY6_g49126_DN3_SP0_c0.t1
OG0008900	As005G112920	ESY6_g49116_DN3_SP3_c0.t1
OG0008901	As005G112950	ESY6_g49110_DN2_SP4_c0.t1
OG0008902	As005G113110	ESY6_g49082_DN3_SP8_c0.t1
OG0008903	As005G113320	ESY6_g49033_DN3_SP8_c0.t1
OG0008904	As005G113360	ESY6_g49030_DN3_SP0_c0.t1
OG0008905	As005G113710	ESY6_g48985_DN3_SP8_c0.t1
OG0008906	As005G113870	ESY6_g48964_DN3_SP2_c0.t1
OG0008907	As005G114030	ESY6_g48950_DN3_SP8_c0.t1
OG0008908	As005G114450	ESY6_g48896_DN3_SP1_c0.t1
OG0008909	As005G114520	ESY6_g49607_DN3_SP8_c0.t1
OG0008910	As005G114660	ESY6_g48854_DN3_SP8_c0.t1
OG0008911	As005G114670	ESY6_g48853_DN3_SP4_c0.t1
OG0008912	As005G114750	ESY6_g48845_DN2_SP1_c0.t1
OG0008913	As005G114820	ESY6_g48826_DN3_SP7_c0.t1
OG0008914	As005G114900	ESY6_g48820_DN3_SP0_c0.t1
OG0008915	As005G115290	ESY6_g48684_DN3_SP7_c0.t1
OG0008916	As010G224270, As005G115400	ESY6_g48678_DN3_SP1_c0.t1
OG0008917	As005G115610	ESY1_g12541_DN3_SP0_c0.t1
OG0008918	As005G115750	ESY6_g48693_DN3_SP0_c0.t1
OG0008919	As005G115810	ESY6_g48663_DN3_SP8_c0.t1
OG0008920	As005G115850	ESY6_g48668_DN3_SP8_c0.t1
OG0008921	As005G115890	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1
OG0008922	As005G116720	ESY6_g49624_DN3_SP0_c0.t1
OG0008923	As005G116780	ESY6_g49619_DN3_SP8_c0.t1
OG0008924	As005G116820	ESY5_g3096_DN3_SP0_c0.t1
OG0008925	As005G116880	ESY6_g49601_DN3_SP6_c11.t1
OG0008927	As005G117330	ESY6_g50697_DN3_SP8_c17.t1
OG0008928	As005G117630	ESY6_g50640_DN3_SP0_c0.t1
OG0008930	As005G118120	ESY6_g50563_DN3_SP8_c0.t1
OG0008931	As005G118210	ESY6_g50545_DN3_SP1_c0.t1
OG0008932	As005G118230	ESY6_g50543_DN3_SP8_c0.t1
OG0008933	As005G118980	ESY6_g50426_DN2_SP0_c0.t1
OG0008934	As005G119070	ESY6_g50437_DN3_SP0_c0.t1
OG0008935	As005G119240	ESY6_g50404_DN3_SP1_c13.t1
OG0008936	As005G119360	ESY6_g50387_DN3_SP4_c10.t1
OG0008937	As005G119710	ESY6_g50364_DN3_SP5_c0.t1
OG0008938	As005G119860	ESY6_g50324_DN3_SP0_c0.t1
OG0008939	As005G119870	ESY6_g50310_DN3_SP5_c0.t1
OG0008940	As005G120000	ESY6_g50323_DN3_SP8_c0.t1
OG0008941	As005G120250	ESY6_g50275_DN3_SP0_c0.t1
OG0008942	As005G120320	ESY6_g50266_DN3_SP1_c0.t1
OG0008943	As005G120350	ESY6_g50256_DN3_SP0_c0.t1
OG0008944	As005G120520	ESY6_g50243_DN3_SP3_c0.t1
OG0008945	As005G120660	ESY6_g50228_DN3_SP0_c0.t1
OG0008946	As005G120880	ESY6_g50761_DN3_SP8_c0.t1
OG0008947	As006G121320	ESY20_g12969_DN3_SP8_c0.t1
OG0008948	As008G199160, As006G121330	ESY5_g5529_DN3_SP7_c0.t1
OG0008949	As006G121570	ESY20_g12940_DN3_SP7_c0.t1
OG0008951	As006G121670	ESY20_g12926_DN3_SP0_c19.t1
OG0008952	As006G121800	ESY20_g13006_DN3_SP2_c0.t1
OG0008953	As006G122120	ESY20_g13055_DN3_SP0_c0.t1
OG0008954	As006G122350	ESY20_g13089_DN3_SP0_c0.t1
OG0008955	As006G122870	ESY20_g13173_DN3_SP8_c12.t1
OG0008956	As006G122950	ESY20_g13188_DN3_SP1_c0.t1
OG0008957	As006G123090	ESY20_g13214_DN3_SP0_c0.t1
OG0008958	As006G123550	ESY20_g13298_DN3_SP0_c0.t1
OG0008959	As006G123680	ESY20_g13312_DN3_SP0_c0.t1
OG0008960	As006G123860	ESY8_g58319_DN3_SP0_c0.t1
OG0008961	As006G123880	ESY8_g58317_DN3_SP5_c0.t1
OG0008962	As006G124700, As006G125370	ESY20_g12832_DN3_SP0_c0.t1
OG0008963	As006G124740	ESY8_g58110_DN3_SP8_c0.t1
OG0008964	As006G124760	ESY8_g58108_DN3_SP8_c0.t1
OG0008965	As006G124970	ESY20_g12897_DN3_SP8_c0.t1
OG0008966	As006G125010	ESY20_g12885_DN3_SP0_c0.t1
OG0008967	As006G125410	ESY20_g12827_DN3_SP8_c0.t1
OG0008968	As006G125490	ESY20_g12793_DN3_SP2_c0.t1
OG0008969	As006G125560	ESY20_g12810_DN3_SP5_c0.t1
OG0008970	As006G125940	ESY20_g12739_DN3_SP0_c0.t1
OG0008971	As006G126000	ESY20_g12744_DN3_SP1_c4.t1
OG0008972	As006G126210	ESY20_g12694_DN3_SP2_c0.t1
OG0008973	As006G126240	ESY9_g42715_DN3_SP0_c13.t1
OG0008974	As006G126270	ESY20_g12684_DN3_SP0_c0.t1
OG0008975	As006G126750, As007G153780	ESY2_g36445_DN3_SP5_c0.t1
OG0008977	As006G127280	ESY8_g58477_DN3_SP0_c0.t1
OG0008978	As006G127390	ESY8_g58551_DN3_SP0_c0.t1
OG0008979	As006G127540	ESY8_g58525_DN3_SP3_c0.t1
OG0008980	As006G127750	ESY8_g58494_DN3_SP4_c0.t1
OG0008981	As006G127910	ESY8_g58584_DN3_SP0_c0.t1
OG0008982	As006G128240	ESY8_g58669_DN3_SP0_c0.t1
OG0008983	As006G128280	ESY8_g58673_DN3_SP0_c0.t1
OG0008984	As006G128900	ESY8_g58790_DN3_SP7_c0.t1
OG0008985	As006G129120	ESY8_g58829_DN2_SP0_c0.t1
OG0008986	As006G129140	ESY8_g58831_DN2_SP4_c0.t1
OG0008987	As006G129300	ESY8_g58858_DN3_SP0_c0.t1
OG0008988	As006G129340	ESY8_g58861_DN3_SP1_c0.t1
OG0008989	As006G129590	ESY8_g58898_DN2_SP0_c0.t1
OG0008990	As006G129630	ESY8_g58902_DN3_SP3_c0.t1
OG0008991	As006G129880	ESY8_g58934_DN3_SP8_c0.t1
OG0008992	As006G129950	ESY8_g58947_DN3_SP8_c0.t1
OG0008993	As006G130070	ESY8_g58970_DN1_SP0_c0.t1
OG0008994	As006G130350	ESY8_g59010_DN3_SP6_c0.t1
OG0008995	As006G130360	ESY8_g59011_DN3_SP0_c0.t1
OG0008996	As006G130760	ESY8_g59064_DN3_SP4_c0.t1
OG0008997	As006G130820	ESY8_g59055_DN3_SP3_c0.t1
OG0008998	As006G130860	ESY8_g59049_DN3_SP8_c0.t1
OG0008999	As006G130940	ESY8_g59028_DN3_SP1_c0.t1
OG0009000	As006G131400	ESY8_g59189_DN3_SP0_c0.t1
OG0009001	As006G131550	ESY8_g59212_DN3_SP0_c0.t1
OG0009002	As006G132080	ESY8_g59285_DN3_SP0_c0.t1
OG0009003	As006G132180	ESY7_g16884_DN3_SP0_c0.t1
OG0009004	As006G132280	ESY16_g62193_DN3_SP4_c0.t1
OG0009005	As006G132310	ESY16_g62196_DN3_SP8_c0.t1
OG0009006	As006G132590	ESY16_g62327_DN3_SP7_c0.t1
OG0009007	As006G132800	ESY3_g32616_DN3_SP0_c0.t1
OG0009008	As006G132820	ESY3_g32614_DN3_SP0_c0.t1
OG0009010	As006G132920, As008G184190	ESY3_g32651_DN3_SP3_c0.t1
OG0009011	As006G132930	ESY3_g32650_DN3_SP7_c0.t1
OG0009012	As006G133240	ESY3_g32664_DN3_SP8_c0.t1
OG0009013	As006G134080	ESY16_g62573_DN3_SP8_c0.t1
OG0009014	As006G134370	ESY16_g62359_DN3_SP6_c0.t1
OG0009015	As006G134500	ESY16_g62395_DN3_SP7_c0.t1
OG0009016	As006G134920	ESY3_g32569_DN3_SP6_c0.t1
OG0009017	As006G135170	ESY3_g32534_DN3_SP0_c0.t1
OG0009018	As006G135550	ESY3_g32475_DN2_SP3_c0.t1
OG0009019	As006G135610	ESY3_g32469_DN3_SP7_c0.t1
OG0009020	As006G135840	ESY3_g32433_DN3_SP0_c0.t1
OG0009021	As006G135930	ESY3_g32404_DN1_SP0_c0.t1
OG0009022	As006G136080	ESY3_g32383_DN3_SP8_c0.t1
OG0009023	As006G136150	ESY3_g32362_DN3_SP0_c0.t1
OG0009024	As006G136160	ESY3_g32361_DN2_SP0_c0.t1
OG0009025	As006G136460	ESY3_g32302_DN3_SP8_c0.t1
OG0009026	As006G136720	ESY3_g32254_DN3_SP6_c0.t1
OG0009027	As006G137270	ESY3_g32132_DN3_SP0_c0.t1
OG0009028	As006G137330	ESY3_g32113_DN3_SP5_c0.t1
OG0009029	As006G137340	ESY3_g32112_DN3_SP0_c0.t1
OG0009030	As006G137480	ESY3_g32046_DN3_SP8_c0.t1
OG0009031	As006G137660	ESY3_g32024_DN3_SP0_c0.t1
OG0009032	As006G137830	ESY3_g31976_DN3_SP0_c0.t1
OG0009033	As009G207100, As006G137860	ESY3_g31961_DN3_SP8_c0.t1
OG0009034	As006G137910	ESY3_g31955_DN3_SP6_c0.t1
OG0009035	As006G138100	ESY3_g31912_DN3_SP0_c0.t1
OG0009036	As006G138400	ESY3_g31807_DN3_SP2_c0.t1
OG0009037	As006G138450	ESY3_g31799_DN3_SP0_c0.t1
OG0009038	As006G139040	ESY3_g31667_DN3_SP0_c0.t1
OG0009039	As006G139060	ESY3_g31665_DN3_SP4_c3.t1
OG0009040	As006G139590	ESY3_g31591_DN3_SP1_c0.t1
OG0009041	As006G139860	ESY3_g31555_DN3_SP0_c0.t1
OG0009042	As006G140160	ESY3_g31518_DN3_SP0_c0.t1
OG0009043	As006G140280	ESY3_g31494_DN3_SP7_c0.t1
OG0009044	As006G140540	ESY3_g31452_DN3_SP0_c0.t1
OG0009045	As006G140780, As009G208470	ESY3_g31482_DN3_SP2_c0.t1
OG0009046	As009G208490, As006G140790	ESY15_g64453_DN3_SP0_c0.t1
OG0009047	As006G141030	ESY3_g31396_DN3_SP8_c0.t1
OG0009048	As006G141060, As009G209610	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1
OG0009049	As006G141080	ESY3_g31387_DN3_SP0_c0.t1
OG0009050	As006G141670	ESY10_g15083_DN3_SP0_c0.t1
OG0009051	As006G141700	ESY8_g59225_DN3_SP6_c0.t1
OG0009052	As006G141800	ESY3_g30742_DN3_SP0_c0.t1, ESY5_g3399_DN3_SP0_c0.t1
OG0009053	As006G141810	ESY3_g30743_DN3_SP7_c0.t1, ESY10_g14328_DN3_SP0_c0.t1
OG0009054	As006G141880	ESY3_g30754_DN3_SP5_c0.t1
OG0009055	As006G142230	ESY4_g22315_DN3_SP0_c0.t1
OG0009056	As006G142280	ESY12_g50939_DN3_SP8_c16.t1
OG0009057	As006G142350	ESY12_g50909_DN3_SP1_c0.t1
OG0009058	As006G142450	ESY12_g50893_DN3_SP7_c0.t1
OG0009059	As006G142550	ESY12_g50864_DN3_SP8_c8.t1
OG0009060	As006G142590	ESY12_g50858_DN3_SP8_c0.t1
OG0009061	As006G142720	ESY12_g50828_DN3_SP0_c0.t1
OG0009062	As006G143340	ESY9_g45588_DN2_SP0_c0.t1
OG0009063	As006G143350	ESY9_g45586_DN3_SP0_c0.t1
OG0009064	As006G143520	ESY9_g45537_DN3_SP6_c0.t1
OG0009065	As006G143720	ESY9_g45470_DN3_SP4_c0.t1
OG0009066	As006G143920	ESY9_g45522_DN3_SP0_c0.t1
OG0009067	As006G143950	ESY9_g45451_DN3_SP6_c0.t1
OG0009068	As006G144360	ESY9_g45375_DN2_SP8_c11.t1
OG0009069	As006G144370	ESY2_g34506_DN2_SP0_c0.t1
OG0009070	As006G144400	ESY9_g45371_DN3_SP7_c0.t1
OG0009071	As006G144660	ESY9_g44246_DN2_SP8_c0.t1
OG0009072	As006G144720	ESY9_g44267_DN3_SP0_c0.t1
OG0009073	As006G144740	ESY3_g31831_DN3_SP8_c0.t1
OG0009074	As012G276230, As006G144760	ESY1_g10452_DN3_SP7_c0.t1
OG0009075	As006G145080	ESY9_g44413_DN3_SP0_c0.t1
OG0009076	As006G145190	ESY7_g17198_DN3_SP0_c0.t1, ESY20_g13167_DN3_SP0_c0.t1
OG0009077	As006G145460	ESY9_g44622_DN3_SP8_c21.t1
OG0009078	As006G145720	ESY9_g44687_DN3_SP5_c0.t1
OG0009079	As006G146050	ESY9_g44799_DN3_SP4_c0.t1
OG0009080	As006G146930	ESY9_g45122_DN3_SP3_c0.t1
OG0009081	As006G146940	ESY9_g45123_DN1_SP0_c0.t1
OG0009082	As006G147260	ESY9_g45357_DN3_SP8_c0.t1
OG0009083	As006G147310	ESY9_g45356_DN3_SP0_c0.t1
OG0009084	As006G147940	ESY9_g45164_DN3_SP0_c0.t1
OG0009085	As006G148410	ESY9_g45329_DN3_SP0_c0.t1
OG0009086	As006G148420	ESY9_g45281_DN3_SP6_c0.t1
OG0009087	As006G148610	ESY9_g45273_DN3_SP5_c9.t1
OG0009088	As006G148830	ESY9_g44054_DN3_SP7_c0.t1
OG0009089	As007G151900	ESY5_g2894_DN3_SP0_c0.t1
OG0009090	As007G151920	ESY5_g2895_DN2_SP0_c0.t1
OG0009091	As007G152000	ESY5_g2918_DN3_SP4_c0.t1
OG0009092	As007G152060	ESY5_g2924_DN3_SP0_c0.t1
OG0009093	As007G152180	ESY5_g2936_DN3_SP2_c0.t1
OG0009095	As007G152440	ESY5_g2999_DN3_SP2_c0.t1
OG0009096	As007G152660	ESY5_g3049_DN3_SP0_c0.t1, ESY5_g3023_DN2_SP0_c0.t1
OG0009097	As007G152890, As007G162460	ESY5_g3048_DN3_SP0_c0.t1
OG0009098	As007G152980	ESY5_g3060_DN2_SP0_c0.t1
OG0009099	As007G153010	ESY5_g3063_DN2_SP0_c0.t1
OG0009100	As007G153290	ESY5_g4395_DN3_SP6_c0.t1
OG0009101	As007G153650, As010G241560	ESY5_g4349_DN3_SP8_c0.t1
OG0009102	As007G153810	ESY5_g4333_DN3_SP0_c0.t1
OG0009103	As007G153920	ESY5_g4329_DN3_SP0_c0.t1
OG0009104	As007G154080	ESY5_g4291_DN3_SP0_c0.t1
OG0009105	As007G154600	ESY5_g4235_DN3_SP5_c0.t1
OG0009106	As007G155010	ESY5_g4186_DN1_SP8_c7.t1
OG0009107	As007G155050	ESY5_g4182_DN3_SP0_c0.t1
OG0009108	As007G155070	ESY5_g4179_DN3_SP1_c0.t1
OG0009109	As007G155090	ESY5_g4177_DN3_SP2_c0.t1
OG0009110	As007G155460	ESY5_g4121_DN3_SP5_c0.t1
OG0009111	As007G156120	ESY5_g4009_DN3_SP8_c0.t1
OG0009112	As007G156130	ESY5_g4003_DN3_SP4_c0.t1
OG0009113	As007G156360	ESY5_g3969_DN3_SP8_c12.t1
OG0009114	As007G157020	ESY5_g3885_DN3_SP0_c0.t1
OG0009115	As007G157120	ESY5_g2552_DN3_SP0_c0.t1
OG0009116	As007G157770	ESY1_g10983_DN3_SP8_c0.t1
OG0009117	As007G157910	ESY5_g2382_DN3_SP0_c0.t1
OG0009118	As007G158070	ESY5_g2367_DN3_SP8_c0.t1
OG0009119	As007G158080	ESY5_g2366_DN1_SP0_c0.t1
OG0009120	As007G158720	ESY5_g2235_DN3_SP8_c0.t1
OG0009121	As007G158730	ESY5_g2233_DN3_SP8_c0.t1
OG0009122	As007G159220	ESY5_g2140_DN3_SP8_c0.t1
OG0009123	As007G159470	ESY5_g2086_DN3_SP4_c0.t1
OG0009124	As007G159600	ESY5_g2033_DN1_SP0_c0.t1
OG0009125	As007G159690	ESY5_g1949_DN3_SP2_c0.t1
OG0009126	As007G160210	ESY5_g1702_DN3_SP0_c0.t1
OG0009127	As007G160330	ESY43_g13370_DN3_SP8_c0.t1
OG0009128	As007G160560	ESY2_g35360_DN3_SP0_c0.t1
OG0009129	As007G160610	ESY5_g2730_DN2_SP6_c0.t1
OG0009130	As007G160660, As010G232420	ESY2_g35394_DN3_SP8_c0.t1
OG0009131	As007G160770	ESY5_g1355_DN3_SP8_c0.t1
OG0009132	As007G160920	ESY12_g51327_DN1_SP0_c0.t1
OG0009134	As007G161010	ESY5_g1236_DN3_SP8_c0.t1
OG0009136	As007G161320	ESY5_g1061_DN2_SP0_c0.t1
OG0009137	As007G161560	ESY5_g3919_DN3_SP0_c0.t1
OG0009138	As007G161590	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1
OG0009139	As007G161860	ESY1_g11471_DN3_SP8_c0.t1
OG0009140	As007G162090, As007G162100	ESY5_g1143_DN3_SP3_c0.t1
OG0009141	As007G162760	ESY13_g57306_DN2_SP0_c0.t1
OG0009142	As007G162940	ESY15_g65035_DN3_SP6_c0.t1
OG0009143	As007G162980	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1
OG0009144	As007G163550	ESY13_g56958_DN3_SP0_c0.t1
OG0009145	As007G163730	ESY13_g56931_DN2_SP0_c0.t1
OG0009146	As007G167100	ESY8_g59357_DN3_SP8_c0.t1
OG0009148	As007G176810, As007G176820	ESY8_g59383_DN3_SP8_c0.t1
OG0009149	As007G177640	ESY8_g59377_DN3_SP8_c0.t1
OG0009150	As007G177990	ESY8_g59422_DN3_SP0_c11.t1
OG0009151	As007G178310	ESY8_g59467_DN3_SP8_c0.t1
OG0009152	As007G178970	ESY8_g59504_DN2_SP0_c0.t1
OG0009153	As007G179130	ESY8_g59525_DN3_SP0_c0.t1
OG0009154	As007G179580	ESY8_g59582_DN3_SP6_c0.t1
