Orthogroup	Aethionema_saxatile	Arabidopsis_arenosa
OG0007484	As001G022940, As009G212260	jg12986
OG0007485	As001G022980, As008G182690	jg29958
OG0007486	As001G023750	jg13083
OG0007487	As001G023850	jg13103
OG0007488	As001G023910	jg13117
OG0007489	As001G024010	jg13135
OG0007490	As001G024150	jg13152
OG0007491	As001G024210	jg30446
OG0007492	As001G024610	jg13220
OG0007493	As001G024800	jg13242
OG0007494	As001G024930	jg13264
OG0007495	As001G025310	jg13325
OG0007496	As001G025350	jg13330
OG0007497	As001G025690	jg13376
OG0007498	As001G025820	jg13396
OG0007499	As001G025890	jg13401
OG0007500	As001G025930	jg13406
OG0007501	As001G026080	jg13425
OG0007502	As001G026090	jg13426
OG0007503	As001G026280	jg13468
OG0007504	As001G026630, As001G026650	jg13527
OG0007506	As001G027720	jg13740
OG0007507	As001G027870	jg13782, jg12484
OG0007508	As001G027900	jg13805
OG0007509	As001G028100	jg13864
OG0007510	As001G028260	jg2243
OG0007511	As001G028440	jg2217
OG0007512	As001G028570	jg2174
OG0007513	As001G029040	jg2057
OG0007514	As001G029070	jg2052
OG0007515	As001G029280	jg1984
OG0007516	As001G029510	jg1867
OG0007517	As001G030150	jg5616
OG0007518	As001G030360	jg371
OG0007519	As001G030410	jg33666
OG0007520	As001G030810	jg430
OG0007521	As001G030970	jg464
OG0007522	As001G031230	jg505
OG0007523	As001G031450	jg546
OG0007524	As003G064110, As001G031470	jg548, jg551
OG0007525	As001G031600	jg578
OG0007526	As001G031670	jg595
OG0007527	As001G032080	jg677
OG0007528	As001G032120	jg683
OG0007529	As001G032210	jg693
OG0007530	As002G032330	jg25219
OG0007531	As002G032350	jg25217
OG0007532	As002G032360	jg25216
OG0007533	As002G032460, As002G039160	jg25204
OG0007534	As002G032470	jg9635
OG0007535	As002G032510	jg9881
OG0007536	As002G032610	jg9864
OG0007537	As002G032670	jg9853
OG0007538	As002G033640	jg19352
OG0007540	As002G033740	jg19338
OG0007541	As002G034000	jg24837
OG0007542	As002G034010	jg24841
OG0007543	As002G034070	jg24846
OG0007544	As002G034350	jg24878
OG0007545	As002G034380	jg24882
OG0007546	As002G034700	jg24901
OG0007547	As002G034850	jg24910, jg20316
OG0007548	As002G035160, As002G035170	jg4116
OG0007549	As002G035190	jg24933
OG0007550	As002G035290	jg24948
OG0007551	As002G035580	jg24969
OG0007552	As002G035940, As002G035880	jg24989
OG0007553	As002G035980	jg4209
OG0007554	As002G036350	jg25020
OG0007555	As002G036990	jg25068
OG0007556	As002G037160	jg25075
OG0007557	As002G037210	jg25092
OG0007558	As002G037380	jg25105
OG0007559	As002G037460	jg25113
OG0007560	As002G037530	jg25121
OG0007561	As002G037550	jg25126
OG0007562	As002G037620	jg25134
OG0007563	As002G037770	jg9629
OG0007564	As002G037980	jg25146
OG0007565	As002G038000	jg25147
OG0007566	As002G038170	jg25150
OG0007567	As002G038870	jg25186
OG0007568	As002G038890	jg25188
OG0007569	As002G039630	jg15725, jg15656
OG0007570	As002G040500	jg21639
OG0007571	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330	jg20376
OG0007572	As002G041540, As003G065590	jg32776
OG0007573	As002G042350	jg21730
OG0007574	As002G042420	jg21735
OG0007575	As002G042580	jg21740
OG0007576	As002G042650	jg21743
OG0007577	As002G042750	jg9046
OG0007578	As002G044270	jg21939
OG0007579	As002G044710	jg22054
OG0007581	As002G044880	jg22037
OG0007582	As002G044950	jg22030
OG0007583	As002G044990	jg22027
OG0007584	As002G045050	jg22056
OG0007585	As002G045160	jg22062
OG0007586	As002G045510	jg22192
OG0007587	As002G045650	jg22163
OG0007588	As002G046150	jg22234
OG0007589	As002G046360	jg22282
OG0007590	As002G046700	jg22319
OG0007591	As002G047370	jg22395
OG0007592	As002G047630, As006G134350	jg22425
OG0007593	As002G047840	jg2115, jg22457
OG0007594	As002G047940	jg22467, jg22468
OG0007596	As002G048580	jg22574
OG0007597	As002G048660	jg22591
OG0007598	As002G048710	jg22594
OG0007599	As002G048760	jg22600
OG0007600	As002G049080	jg22637
OG0007601	As002G049130	jg22644
OG0007602	As002G049330	jg22669
OG0007603	As002G049470	jg22683
OG0007604	As002G049960	jg22721
OG0007605	As002G050100	jg6655
OG0007606	As002G050240	jg5152
OG0007607	As007G162250, As002G050510	jg5129
OG0007608	As002G050580	jg5122
OG0007609	As002G050630	jg5114
OG0007610	As002G050750	jg5100
OG0007611	As002G050880	jg5080
OG0007612	As002G050980	jg5070
OG0007613	As002G051150	jg5051
OG0007614	As002G051200	jg5044
OG0007615	As002G051310	jg5032
OG0007616	As002G051480	jg5013
OG0007617	As002G051800	jg4980
OG0007618	As002G051820	jg4978
OG0007619	As002G052020	jg4952
OG0007620	As002G052200	jg4930
OG0007621	As002G052610	jg4893
OG0007622	As002G054000	jg4742
OG0007623	As002G054180	jg4720
OG0007624	As002G054260	jg4710
OG0007626	As002G054700	jg4664
OG0007627	As002G054730	jg4660
OG0007628	As002G054930	jg4631
OG0007629	As002G055450	jg4567
OG0007630	As002G055510	jg4556
OG0007632	As003G056210	jg10828
OG0007633	As003G056350	jg10813
OG0007634	As003G056410	jg10806
OG0007635	As003G056470	jg10801
OG0007637	As003G057290	jg7687
OG0007638	As003G057330	jg10700
OG0007639	As003G057410	jg10691
OG0007640	As003G057600	jg10662
OG0007641	As003G057780	jg10640
OG0007642	As003G058150	jg10571
OG0007643	As003G058280	jg10559
OG0007643	As004G087160	jg20657, jg20658
OG0007644	As003G058290	jg23165
OG0007645	As003G058640	jg10502
OG0007646	As003G058900	jg10480
OG0007647	As004G086180, As003G059420	jg7780
OG0007648	As003G059450	jg10422
OG0007649	As003G059710	jg10394
OG0007650	As003G060110	jg10332
OG0007651	As003G060230	jg10327
OG0007652	As003G060310	jg10308
OG0007653	As003G060380	jg10299
OG0007654	As003G060510	jg10278
OG0007655	As003G060590	jg10270
OG0007656	As003G060680, As004G085030	jg10255
OG0007657	As003G060890	jg10237
OG0007658	As003G061000	jg10222
OG0007659	As003G061020	jg10219
OG0007660	As003G061680	jg10133
OG0007661	As003G061830	jg10117
OG0007662	As003G062020	jg17253, jg10094
OG0007663	As003G062600, As004G083690	jg31974
OG0007664	As003G062640	jg31978
OG0007665	As003G062770	jg31990
OG0007666	As003G063120	jg32070
OG0007667	As003G063470	jg32139
OG0007668	As003G064170	jg32284
OG0007669	As003G064450	jg32645
OG0007670	As003G065430	jg32809
OG0007671	As003G065880	jg32753
OG0007672	As003G066810	jg32815
OG0007673	As003G067020, As008G191680	jg24721
OG0007674	As003G068540	jg31329
OG0007675	As003G068870	jg31352
OG0007676	As003G068950, As006G121750, As011G266980	jg12163, jg17033
OG0007677	As003G069090	jg31371
OG0007678	As003G069190	jg31381
OG0007679	As003G069840	jg31444
OG0007680	As003G070710	jg31557
OG0007681	As003G070870	jg31582
OG0007682	As003G071260, As012G274930	jg31627
OG0007683	As003G071280	jg31629
OG0007684	As003G071350	jg31635
OG0007685	As003G071760	jg8794
OG0007686	As003G071850, As010G236490	jg4056
OG0007687	As003G072110	jg8758
OG0007688	As003G072240	jg8739
OG0007689	As003G072290	jg8735
OG0007690	As003G072520	jg8704
OG0007691	As003G072710	jg8683
OG0007692	As003G072730, As003G072750	jg8681
OG0007693	As003G072960	jg8661
OG0007694	As003G073210	jg8638
OG0007695	As007G179490, As003G073250	jg16806
OG0007696	As003G073340	jg8624
OG0007697	As003G073830	jg8579
OG0007698	As003G073980	jg8567
OG0007699	As003G074030	jg8561
OG0007700	As003G074040	jg8560
OG0007701	As003G074180	jg8549
OG0007702	As003G074430	jg8526
OG0007703	As003G074580	jg8515
OG0007704	As003G074820	jg8489
OG0007705	As003G074990	jg8468
OG0007706	As003G075150	jg8419
OG0007707	As003G076310, As007G182140	jg8315
OG0007708	As004G076700	jg11935
OG0007710	As004G078010	jg12430
OG0007711	As004G078720	jg18615
OG0007712	As004G078790	jg18623
OG0007713	As004G078900	jg18632
OG0007714	As004G078920	jg29394
OG0007715	As004G078940	jg2670, jg31733
OG0007716	As004G079590	jg5647
OG0007717	As004G079720	jg18648
OG0007718	As004G079760	jg18642
OG0007719	As004G080100	jg7277
OG0007720	As004G080430	jg7211
OG0007721	As004G080950	jg7087, jg7154
OG0007722	As004G080990	jg26963, jg31538
OG0007723	As004G081130	jg18519
OG0007725	As004G081340	jg18496
OG0007726	As004G081410	jg18490
OG0007727	As004G081420	jg18489
OG0007728	As004G081720	jg18452
OG0007729	As004G081790	jg18447
OG0007730	As004G082240	jg21005
OG0007731	As004G083650	jg7381
OG0007732	As004G084180	jg7463
OG0007733	As004G084400	jg7490
OG0007734	As004G084650	jg7558
OG0007735	As004G085160	jg7644
OG0007736	As004G085390	jg7669, jg11289
OG0007737	As004G085640	jg7698
OG0007738	As004G085990	jg7750
OG0007740	As004G086080	jg7762
OG0007741	As004G087040	jg20670
OG0007742	As004G087600	jg20604
OG0007743	As004G087870	jg20555
OG0007744	As004G088070	jg20527
OG0007745	As004G088360	jg20490
OG0007746	As004G088470	jg20480
OG0007747	As004G088590	jg20463
OG0007748	As004G088700	jg20447
OG0007749	As004G088750	jg20441
OG0007750	As004G088970	jg20414
OG0007751	As009G214560, As004G089000	jg4201
OG0007752	As004G089070	jg20401
OG0007753	As004G089120	jg20395
OG0007754	As004G089510	jg20373
OG0007755	As004G091350, As004G091390	jg11088
OG0007756	As004G092060	jg11958
OG0007757	As009G212100, As004G092180	jg11964
OG0007758	As004G092630	jg11721
OG0007760	As004G093780	jg26792
OG0007761	As004G094050	jg11525, jg11523
OG0007762	As004G094850	jg11428
OG0007763	As004G095370, As011G255340	jg11345
OG0007764	As004G096450, As011G253760	jg11177
OG0007765	As004G097770	jg12724
OG0007766	As004G098220	jg12824
OG0007767	As004G098420	jg12855
OG0007768	As004G098510	jg33045
OG0007769	As005G098880	jg20200
OG0007770	As005G099130, As005G099110, As005G099120	jg20188
OG0007771	As005G099200, As005G099190	jg20182
OG0007772	As005G099560	jg20147
OG0007773	As005G099660	jg20138
OG0007774	As005G099730	jg20130
OG0007775	As005G099750	jg20128
OG0007776	As005G100460	jg20062
OG0007777	As005G100520	jg20056
OG0007778	As005G100880	jg20021
OG0007779	As005G100990	jg20009
OG0007780	As005G101010	jg20007
OG0007781	As005G101040	jg20004
OG0007782	As005G101070	jg20001
OG0007783	As005G101080	jg20000
OG0007784	As005G101160	jg19989
OG0007785	As005G101390	jg19962
OG0007786	As005G101740	jg19932
OG0007787	As005G102300	jg19846
OG0007788	As005G102800	jg19798
OG0007789	As005G103080	jg19760
OG0007791	As005G103300	jg27629, jg19736
OG0007792	As005G104450	jg19613
OG0007793	As005G104780	jg19573
OG0007794	As005G105020	jg19491
OG0007795	As005G105180	jg19522
OG0007796	As005G106420, As006G142140	jg3855, jg24802
OG0007797	As005G106670	jg3890
OG0007798	As005G106860	jg3904
OG0007799	As005G106980	jg3923
OG0007800	As005G107100	jg3932
OG0007801	As005G107440	jg3973
OG0007802	As005G107540	jg3983
OG0007803	As005G107580	jg3989
OG0007804	As005G107590	jg3990
OG0007805	As005G107780	jg4009
OG0007806	As005G108810, As005G107820	jg4129
OG0007807	As005G108000	jg4041
OG0007808	As005G108770	jg4125
OG0007809	As005G108920	jg4142
OG0007810	As005G109140, As005G108940	jg4159
OG0007811	As005G109220	jg4165
OG0007812	As005G109340	jg4173
OG0007813	As005G109430	jg4180
OG0007814	As005G109910	jg5799
OG0007815	As005G109990	jg5831
OG0007817	As005G111960	jg5926
OG0007818	As005G112250	jg5939
OG0007819	As005G112500	jg5965
OG0007820	As008G198270, As005G112570	jg5970
OG0007821	As005G112620	jg5976
OG0007822	As005G112660	jg5979
OG0007823	As005G113030	jg5999
OG0007824	As005G113460	jg6055
OG0007825	As005G113670	jg6101
OG0007826	As005G113900	jg23020
OG0007827	As005G114010	jg23011
OG0007828	As005G114200	jg22992
OG0007829	As005G114470	jg22964
OG0007830	As005G114630	jg22938
OG0007831	As005G114930	jg22907
OG0007833	As005G115820	jg22825
OG0007834	As005G115970	jg22803
OG0007835	As005G116020	jg23282
OG0007836	As005G116110	jg23288
OG0007837	As005G116120	jg23289
OG0007838	As005G116370	jg23319
OG0007839	As005G116540	jg22582
OG0007840	As005G116920	jg23389
OG0007841	As005G117000	jg23394
OG0007842	As005G117540	jg23458
OG0007843	As005G117680	jg23472
OG0007844	As005G117830	jg23488
OG0007846	As005G118320	jg23532
OG0007847	As005G118350	jg23536
OG0007849	As005G118720	jg23583
OG0007850	As005G118730	jg23584
OG0007851	As005G118830	jg23598
OG0007852	As005G119030	jg23620
OG0007853	As005G119260	jg23643
OG0007854	As005G119330, As010G221280	jg23650
OG0007855	As005G119420	jg23659
OG0007857	As005G120310	jg23747
OG0007858	As005G120510	jg14999
OG0007859	As005G120540	jg23764
OG0007860	As006G121250	jg8170
OG0007861	As006G121380	jg8183
OG0007862	As006G121780	jg8104
OG0007863	As006G122040	jg8128
OG0007864	As006G122090	jg8135
OG0007865	As006G122370	jg8094
OG0007866	As006G122570	jg8071
OG0007867	As006G122920	jg8016
OG0007868	As006G123080	jg7991
OG0007869	As006G123110	jg7988
OG0007870	As006G123140	jg7984
OG0007871	As006G123520	jg7848
OG0007872	As006G123570	jg7858
OG0007873	As006G123810	jg7902
OG0007874	As006G123990	jg7917
OG0007875	As006G124350	jg20774
OG0007876	As006G124670	jg20808
OG0007877	As006G125220	jg20904
OG0007879	As006G125310, As008G196130	jg18438
OG0007880	As006G125650	jg18301
OG0007881	As006G125670	jg18298
OG0007882	As006G125690	jg18296
OG0007884	As006G126120	jg18305
OG0007885	As008G194640, As006G126930	jg18245
OG0007886	As006G127420	jg18183, jg18179
OG0007887	As006G127530	jg18165
OG0007888	As006G127650	jg18151
OG0007890	As006G127730, As008G193570	jg29004
OG0007891	As006G127810	jg18136
OG0007892	As006G128030	jg18093
OG0007893	As006G128140	jg18078
OG0007894	As006G128170	jg18075
OG0007895	As006G128290	jg18063
OG0007896	As006G128450	jg29064
OG0007897	As006G128460	jg18041
OG0007898	As006G129430	jg17858
OG0007899	As006G129440	jg17855
OG0007900	As006G129790	jg17811
OG0007901	As006G129830	jg17804
OG0007902	As006G129940	jg17792
OG0007903	As006G130240	jg17726
OG0007904	As006G130560	jg17569
OG0007905	As006G131190	jg17465
OG0007906	As006G131510	jg4422, jg4508
OG0007907	As006G131650	jg17349
OG0007908	As006G131740	jg17310
OG0007909	As006G132380	jg9711
OG0007910	As006G132570	jg9739
OG0007911	As006G132860, As009G200510	jg5298
OG0007912	As006G133110	jg23941
OG0007913	As006G133400	jg5226
OG0007914	As006G133970	jg12155, jg12154
OG0007915	As006G134170	jg9806
OG0007916	As006G134830	jg23983
OG0007917	As006G134870	jg23989
OG0007918	As006G134890, As009G201310	jg5354
OG0007919	As006G135130	jg24020
OG0007921	As006G135670	jg24085
OG0007922	As006G135800	jg24102
OG0007923	As006G135880	jg24112
OG0007924	As006G136110	jg24139
OG0007925	As009G203430, As006G136480	jg24186
OG0007926	As006G136880	jg24225
OG0007927	As006G137360	jg24272
OG0007928	As006G137900	jg24353
OG0007929	As006G137940	jg24359
OG0007930	As006G138110	jg24379
OG0007931	As006G138210	jg24404
OG0007932	As006G138340	jg24389, jg24390
OG0007933	As009G206580, As006G138430	jg24415
OG0007934	As006G138470	jg24419
OG0007935	As006G138630	jg24433
OG0007936	As006G138780	jg24460
OG0007937	As006G138840	jg24451
OG0007938	As006G139070	jg24487
OG0007939	As006G139390	jg24521
OG0007940	As006G139520	jg24534
OG0007941	As006G139700	jg24544
OG0007942	As006G140130	jg24592
OG0007943	As006G140180	jg24598
OG0007944	As006G140200	jg24600
OG0007945	As006G140220	jg24603
OG0007946	As006G140240	jg24606
OG0007947	As006G140250	jg24607
OG0007948	As006G140690	jg21461
OG0007949	As006G140810	jg24664
OG0007950	As006G141050	jg24685
OG0007951	As006G141220	jg24709
OG0007952	As006G141400	jg24724
OG0007953	As006G141490	jg24733
OG0007954	As006G141500	jg24734
OG0007955	As006G141690	jg24752
OG0007956	As006G141840	jg24765
OG0007957	As006G142100	jg24797
OG0007958	As006G142770	jg19263
OG0007959	As006G142800	jg19259, jg19260
OG0007960	As006G142820	jg19257
OG0007961	As006G142990	jg19230
OG0007962	As006G143150	jg19218
OG0007963	As006G143540	jg19170
OG0007964	As006G144270	jg19066
OG0007965	As006G144610	jg18737
OG0007966	As006G144640	jg18741
OG0007967	As006G144730	jg18753
OG0007968	As006G145060	jg18781
OG0007969	As006G145090	jg18784
OG0007970	As006G145230	jg18806
OG0007971	As006G145480	jg18835
OG0007973	As006G145690	jg18854
OG0007974	As006G145840	jg18868
OG0007975	As006G146570	jg18919
OG0007976	As006G146760	jg18929
OG0007977	As006G146800	jg18937
OG0007978	As006G146960	jg18952
OG0007979	As006G147600	jg18979
OG0007980	As006G147980	jg18994
OG0007981	As006G148510	jg19014
OG0007982	As006G149020	jg18712
OG0007983	As007G152010	jg30026
OG0007984	As007G152770	jg30113
OG0007985	As007G153170	jg30156, jg30167, jg30179
OG0007986	As007G154300	jg30307
OG0007987	As007G154490	jg30353
OG0007988	As007G154580	jg30343
OG0007989	As007G154780	jg30359
OG0007991	As007G154880	jg6068, jg30370
OG0007992	As007G155060	jg30385
OG0007993	As007G155110	jg30389
OG0007994	As007G155270	jg30412
OG0007995	As007G155640	jg30454
OG0007996	As007G155660	jg30456
OG0007997	As010G238350, As007G155760	jg30472
OG0007998	As007G155800	jg30476
OG0007999	As007G156060	jg30512, jg27235
OG0008000	As007G156070	jg30513
OG0008001	As007G156150	jg30522
OG0008002	As007G156350	jg30546
OG0008003	As007G156480	jg30556
OG0008004	As007G156880	jg30629
OG0008005	As010G237040, As007G156900	jg3306
OG0008006	As007G157040	jg30644
OG0008007	As007G157260	jg30680
OG0008008	As010G236370, As007G157380	jg30692
OG0008009	As007G157410	jg30695
OG0008010	As007G157420, As010G236320	jg3378
OG0008011	As007G157440	jg30697
OG0008012	As007G157580	jg30706
OG0008013	As007G157670	jg30716
OG0008014	As007G158270	jg30788
OG0008015	As007G158330	jg30795
OG0008016	As007G158540	jg30811, jg30812
OG0008017	As007G158630	jg30822
OG0008018	As007G159200	jg30865
OG0008019	As007G159590	jg30917
OG0008020	As010G233280, As007G159740	jg30948
OG0008021	As007G160100	jg31012
OG0008022	As007G161140	jg31152
OG0008023	As007G161150	jg31154
OG0008024	As007G161220	jg31162
OG0008025	As007G161500	jg2353
OG0008026	As007G161840	jg31227
OG0008027	As007G162140	jg31257
OG0008028	As007G162150	jg31256
OG0008029	As007G162260	jg31271
OG0008030	As007G162670	jg10061
OG0008031	As007G162730	jg10056
OG0008032	As007G162780	jg10050
OG0008033	As007G162970	jg10028
OG0008034	As007G163040	jg10021
OG0008035	As007G164310	jg9968
OG0008036	As007G164390	jg9957
OG0008037	As007G164580	jg9944
OG0008038	As007G164690	jg9935
OG0008039	As007G164750	jg9933
OG0008040	As007G166640	jg9661
OG0008041	As007G166690	jg9647
OG0008042	As007G177540	jg17015
OG0008043	As007G177920	jg16963
OG0008044	As007G178190, As007G178250	jg21415, jg16908
OG0008045	As007G179570	jg16796
OG0008046	As007G179800	jg3080
OG0008047	As007G179960	jg16705
OG0008048	As007G179970	jg16704
OG0008049	As007G179980	jg16698
OG0008050	As007G180130	jg16687
OG0008051	As007G180160	jg16681
OG0008052	As007G180580	jg16626
OG0008053	As007G180650	jg16603
OG0008055	As007G180960	jg16564
OG0008056	As007G181760	jg16543
OG0008057	As007G181800	jg16539
OG0008058	As007G181910	jg16518
OG0008059	As008G182330	jg29997
OG0008060	As008G182400	jg29989
OG0008061	As008G182430	jg29986
OG0008062	As008G182500	jg29975
OG0008063	As008G182650	jg29964
OG0008064	As008G182810	jg29941
OG0008065	As008G182990	jg29918
OG0008066	As008G183360	jg29878
OG0008067	As008G183410	jg29871
OG0008068	As008G183650	jg29837
OG0008070	As008G184290	jg29762
