Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0007009	As006G145910	Np006G337620
OG0007010	As006G146000, As006G145980, As006G146010	Np006G337530
OG0007011	As006G146070	Np006G337430
OG0007012	As006G146180	Np006G337200
OG0007013	As006G146970	Np006G336500
OG0007014	As006G147100	Np006G335770
OG0007015	As006G148290	Np006G335340
OG0007016	As007G152300	Np004G240450
OG0007017	As007G152320	Np002G071190
OG0007018	As007G152820	Np004G239950
OG0007019	As007G152840	Np002G109300
OG0007020	As007G153260	Np004G239350
OG0007021	As007G153310	Np004G239300
OG0007022	As007G153530	Np004G239060
OG0007023	As010G241460, As007G153710	Np002G082630
OG0007024	As007G154030	Np004G238390, Np006G333590
OG0007025	As007G154110, As007G154050	Np004G238320
OG0007026	As007G154310	Np004G238120
OG0007027	As007G154400	Np004G237980, Np004G225770
OG0007028	As007G155040	Np004G237160
OG0007029	As007G155400	Np004G236680
OG0007030	As007G155410	Np004G236670
OG0007031	As007G155580	Np004G236470
OG0007032	As007G155590	Np004G236460
OG0007033	As007G155860	Np004G235950
OG0007034	As007G155960	Np004G235800
OG0007035	As007G156760	Np004G234830
OG0007036	As007G156930, As010G231390	Np004G234550
OG0007037	As007G157330	Np004G234030
OG0007038	As007G157890	Np004G233290
OG0007039	As007G157990	Np005G305580, Np004G232980
OG0007040	As007G158110	Np004G232750
OG0007041	As007G158120	Np004G232720
OG0007042	As010G234650, As007G158750	Np002G083330
OG0007043	As007G159580	Np004G230220
OG0007044	As007G159730	Np004G229800
OG0007045	As007G159830, As010G233240	Np004G229430
OG0007046	As007G160090	Np004G228530
OG0007047	As007G161190	Np004G209050
OG0007048	As007G161740	Np004G209660
OG0007049	As007G161880	Np004G209850
OG0007050	As007G162770	Np005G282490
OG0007051	As007G163030	Np005G282060
OG0007052	As007G163140	Np005G281870
OG0007053	As007G164680	Np003G168070
OG0007054	As007G177630, As007G177120	Np005G277450
OG0007055	As007G178080	Np006G365710
OG0007057	As007G179500	Np006G336170
OG0007058	As007G179940	Np006G368350
OG0007059	As007G180460	Np006G369250
OG0007060	As007G182010	Np006G371210
OG0007061	As007G182190	Np001G018010
OG0007062	As008G182850	Np004G242110
OG0007063	As008G183210, As008G183220	Np004G242520, Np004G242510, Np004G242560
OG0007064	As008G183500	Np004G242960
OG0007065	As008G184150	Np004G244140
OG0007066	As008G184310	Np004G244470
OG0007067	As008G184370	Np004G244530
OG0007068	As008G184760	Np004G245400
OG0007069	As008G184820	Np004G245460
OG0007070	As008G185510	Np004G246220
OG0007071	As008G185780	Np004G246610, Np005G317170
OG0007072	As008G186290	Np004G247390
OG0007073	As008G186320	Np004G247410
OG0007074	As008G186540	Np004G247560
OG0007075	As008G186560	Np004G247580
OG0007076	As008G187300	Np004G248510, Np004G248520
OG0007077	As008G187760	Np004G248880
OG0007078	As008G188030	Np004G249330
OG0007079	As008G188040	Np004G249340
OG0007080	As008G188520	Np004G249870
OG0007081	As008G189030	Np004G250220
OG0007082	As008G189480	Np004G250440
OG0007083	As008G191030	Np004G251060
OG0007084	As008G192230	Np006G322770
OG0007085	As008G192660	Np004G252040
OG0007086	As008G192910	Np004G252240
OG0007087	As008G192930	Np004G252270
OG0007088	As008G193230	Np004G252760
OG0007089	As008G193280	Np003G171570
OG0007091	As008G193950	Np004G253550
OG0007092	As008G194130, As008G194120	Np004G253670
OG0007093	As008G194500	Np004G254160
OG0007094	As008G195580	Np004G255240
OG0007095	As008G195810	Np004G255430
OG0007096	As008G195920	Np004G255560
OG0007097	As008G195990	Np004G255680
OG0007098	As008G196030	Np004G255720
OG0007099	As008G196320	Np004G256000
OG0007100	As008G196750	Np004G256400
OG0007101	As008G197010	Np004G256520
OG0007102	As008G197520	Np004G257420
OG0007103	As008G197540	Np004G257440
OG0007104	As008G197590	Np004G257500
OG0007105	As008G197600	Np004G257520
OG0007106	As008G198770	Np004G258920
OG0007107	As008G199340	Np001G053320
OG0007108	As008G199480	Np004G259790
OG0007109	As009G200050	Np003G141250
OG0007110	As009G200070	Np003G141220
OG0007111	As009G200090	Np003G141200
OG0007112	As009G200190	Np003G141090
OG0007113	As009G200580	Np003G141720
OG0007114	As009G201200	Np003G142300
OG0007115	As009G201420	Np003G142060
OG0007116	As009G201470	Np003G142590
OG0007117	As009G202360	Np003G143460
OG0007118	As009G202540	Np003G143690
OG0007119	As009G202550	Np003G143700
OG0007120	As009G202930	Np003G144140
OG0007121	As009G203160	Np003G144450
OG0007122	As009G203260	Np003G144750
OG0007123	As009G204540	Np003G146490
OG0007124	As009G205050	Np003G147080
OG0007125	As009G205370	Np001G013960
OG0007126	As009G205450	Np001G014070
OG0007127	As009G205890	Np001G014600
OG0007128	As009G206330	Np001G015000
OG0007129	As009G207190	Np001G015850
OG0007130	As009G207530	Np001G016390
OG0007131	As009G208100	Np001G016910
OG0007132	As009G208300	Np001G017050
OG0007133	As009G209190	Np001G017780
OG0007134	As009G209550	Np001G017280
OG0007135	As009G210540	Np003G140310
OG0007136	As009G211320	Np003G132700
OG0007137	As009G211560	Np003G132440
OG0007138	As009G211900	Np003G132170
OG0007139	As009G212000	Np006G368300, Np003G140290
OG0007140	As009G212180	Np003G140280
OG0007141	As009G212340	Np003G131720
OG0007142	As009G213140	Np003G130550
OG0007143	As009G214010	Np003G129860
OG0007144	As009G214070	Np003G129530
OG0007145	As009G214130	Np003G129660
OG0007146	As009G214570	Np003G129090
OG0007147	As009G214770	Np003G147420
OG0007148	As009G214980	Np001G013480
OG0007149	As009G215010	Np001G013410
OG0007150	As009G215080	Np001G013390
OG0007151	As009G215570	Np001G012340
OG0007152	As009G215590	Np001G012310
OG0007153	As009G215790	Np001G012090
OG0007154	As009G215800	Np001G012080
OG0007155	As009G216380	Np001G011450
OG0007156	As009G216500	Np001G011270
OG0007157	As009G216510	Np001G011260
OG0007158	As010G222330, As009G216880	Np001G049600
OG0007159	As009G216960	Np001G010780
OG0007160	As009G217050	Np001G010640
OG0007161	As009G217200	Np001G010380
OG0007162	As009G217210	Np001G010370
OG0007163	As009G217590	Np002G106030, Np001G009890
OG0007164	As009G217610	Np001G009820
OG0007165	As009G217670	Np001G009750
OG0007167	As009G218150	Np001G009020
OG0007168	As009G218880	Np001G007390
OG0007169	As009G218970	Np001G007270
OG0007170	As009G219040	Np001G007190
OG0007171	As009G219190	Np001G006930
OG0007172	As009G219270	Np001G048030
OG0007173	As009G219390	Np001G006710
OG0007174	As009G219640	Np003G154120
OG0007175	As010G220670	Np001G052500
OG0007176	As010G221470	Np001G050890
OG0007177	As010G221650	Np001G050630
OG0007178	As010G223040	Np001G048090
OG0007179	As010G223220	Np001G007070
OG0007181	As010G224110	Np001G046720
OG0007182	As010G224850	Np001G045720
OG0007183	As010G225630	Np003G126640
OG0007184	As010G225690	Np001G044730
OG0007185	As010G226260	Np001G044000
OG0007186	As010G226490	Np001G043660
OG0007187	As010G228540, As010G229140	Np002G091770
OG0007188	As010G228820	Np002G091910
OG0007191	As010G232470	Np002G087110
OG0007192	As010G232670	Np002G086790
OG0007193	As010G232810	Np002G089780, Np002G089790
OG0007194	As010G232960	Np002G086160
OG0007195	As010G232970	Np002G086150
OG0007196	As010G233010	Np002G086060
OG0007198	As010G233840	Np002G084360
OG0007200	As010G234090	Np002G083940
OG0007201	As010G234560	Np002G083450
OG0007202	As010G234780	Np002G083210
OG0007203	As010G234820	Np003G147940
OG0007204	As010G235140	Np002G073530
OG0007205	As010G235730	Np002G074570
OG0007206	As010G235790	Np001G038020, Np001G037960
OG0007207	As010G236130	Np002G075070
OG0007208	As010G236220	Np002G075200
OG0007209	As010G236700	Np002G075910
OG0007210	As010G237060	Np002G076460
OG0007211	As010G237260	Np002G076760
OG0007212	As010G237440	Np002G077000
OG0007213	As010G237760	Np002G077540, Np002G077500
OG0007214	As010G237790	Np002G077630
OG0007215	As010G238570	Np002G078610
OG0007216	As010G238650	Np002G078680
OG0007217	As010G238710	Np002G078800
OG0007218	As010G238730	Np002G078770
OG0007219	As010G239040	Np002G079180
OG0007220	As010G239790	Np002G080300
OG0007221	As010G240490	Np002G081370
OG0007222	As010G240770	Np006G320400
OG0007223	As010G240990	Np002G081950
OG0007224	As010G241380	Np002G082550
OG0007225	As010G241640	Np002G073480
OG0007226	As010G242070	Np002G073140
OG0007228	As010G242660	Np002G072360
OG0007229	As010G242750	Np002G072220
OG0007230	As010G243030	Np002G071770
OG0007231	As010G243260	Np002G071500
OG0007232	As010G243280, As010G244230	Np002G070460
OG0007233	As010G243350	Np002G071400
OG0007234	As010G243400	Np002G071330
OG0007235	As010G243450	Np002G071220
OG0007236	As010G243600	Np002G071030
OG0007237	As010G243650	Np004G240530
OG0007238	As010G243970	Np005G309670
OG0007239	As010G244020	Np002G070670
OG0007240	As011G244850	Np007G408260
OG0007241	As011G244870	Np007G408220
OG0007243	As011G245680	Np007G406810
OG0007244	As011G245810	Np007G406570
OG0007245	As011G246240	Np007G405980
OG0007246	As011G246290	Np007G405920
OG0007247	As011G246770	Np007G405310
OG0007248	As011G247550	Np007G403980
OG0007249	As011G247690	Np007G403550
OG0007250	As011G247750	Np007G403110
OG0007251	As011G247960	Np007G389990
OG0007252	As011G248010	Np007G390030
OG0007253	As011G248230	Np007G390300
OG0007254	As011G248240, As012G270780	Np007G390320
OG0007255	As011G248310	Np007G390390
OG0007256	As011G248360	Np007G390450
OG0007257	As011G248680	Np002G105420, Np007G394160
OG0007258	As011G249230	Np007G391900
OG0007259	As011G249340	Np007G392190
OG0007260	As011G249560	Np007G392630
OG0007261	As011G249850	Np007G393090
OG0007262	As011G249870	Np007G393110
OG0007263	As011G250000	Np007G393500, Np007G394610
OG0007264	As011G250130	Np003G149300, Np004G240220
OG0007265	As011G250210	Np007G393880
OG0007266	As011G250540	Np007G394380
OG0007267	As011G250850	Np007G394940
OG0007268	As011G250980	Np007G395170
OG0007269	As011G251360	Np007G396000
OG0007270	As011G251410	Np007G396120
OG0007271	As011G251470	Np007G396370
OG0007272	As011G251570	Np007G396430
OG0007273	As011G251790, As012G272410	Np007G397070
OG0007274	As011G252100	Np007G397930
OG0007275	As011G252500	Np007G399140
OG0007276	As011G253140	Np007G380630
OG0007277	As011G253320	Np007G381100
OG0007278	As011G253400	Np007G381680
OG0007279	As011G253510	Np007G381460
OG0007280	As011G253520	Np007G381440
OG0007281	As011G253590, As012G271280	Np007G381310, Np007G381320
OG0007282	As011G254160	Np007G382710
OG0007283	As011G254170	Np007G382720
OG0007284	As011G254290	Np007G382990
OG0007285	As011G254300	Np007G383000
OG0007286	As011G254480	Np007G383270
OG0007287	As011G254580	Np007G383480
OG0007288	As011G254680	Np007G383570
OG0007289	As011G255510	Np007G385000
OG0007290	As011G255640	Np007G385240
OG0007291	As011G255700	Np007G385410
OG0007292	As011G256080	Np007G385910
OG0007293	As011G256180	Np007G386090
OG0007294	As011G256440	Np007G386930
OG0007295	As011G256640	Np007G387150
OG0007296	As011G260430	Np007G380100
OG0007297	As011G261230	Np006G355850
OG0007298	As011G261850	Np007G380160
OG0007299	As011G262630	Np007G378370
OG0007301	As011G264170	Np007G376280
OG0007302	As011G264340	Np007G376020
OG0007303	As011G264710	Np007G375520
OG0007304	As011G265080	Np007G374900
OG0007305	As011G265680	Np007G373990
OG0007306	As011G265960	Np007G373630
OG0007307	As011G266300	Np007G373140
OG0007308	As011G267100	Np007G372090
OG0007309	As012G267680	Np007G408720
OG0007310	As012G268340	Np004G190920
OG0007311	As012G268730	Np004G191250
OG0007312	As012G268840	Np004G191420
OG0007313	As012G269430	Np004G192430
OG0007314	As012G270580	Np004G194260
OG0007315	As012G270840	Np004G194670
OG0007316	As012G270920	Np004G194810
OG0007317	As012G271320	Np004G195220
OG0007318	As012G271420	Np004G195420
OG0007319	As012G272440	Np004G197080
OG0007320	As012G272970	Np004G198310
OG0007321	As012G273110	Np004G199060
OG0007322	As012G273370	Np004G198710
OG0007323	As012G273780	Np004G199510
OG0007324	As012G273920	Np004G199730
OG0007325	As012G274190, As012G274180, As012G274200	Np004G200140
OG0007326	As012G274270	Np005G300830
OG0007327	As012G274300	Np005G300940, Np005G300910
OG0007329	As012G274940	Np006G341400
OG0007330	As012G274960	Np006G341430
OG0007331	As012G275610	Np001G053960
OG0007332	As012G275630	Np001G053980
OG0007333	As012G275870	Np001G054370
OG0007334	As012G276020	Np001G054620
OG0007335	As012G276040	Np001G054640
OG0007336	As012G276720	Np001G055960
OG0007337	As012G278680	Np001G053670
OG0007338	As012G279050	Np001G053560
OG0007339	As012G279530	Np001G057490
OG0007340	As012G280270	Np001G057720
OG0007341	As012G280940	Np001G058350
OG0007343	As012G282120	Np005G270180
OG0007344	As012G282270	Np001G059750
OG0007345	As012G282960	Np001G060670
OG0007346	As012G283280	Np001G061320
OG0007347	As012G284950	Np001G063610
OG0007348	As012G284980	Np001G063630
OG0007349	As012G285660	Np001G064860
OG0007350	As012G286720	Np001G066380
OG0007351	As012G286820	Np001G066530
OG0007352	As012G287380	Np001G067120
OG0007353	As012G288010	Np001G068200
OG0007354	As012G288070	Np001G068330
OG0007355	As012G289070	Np001G069640
OG0007413	As001G000150	Np005G276670
OG0007414	As001G000370	Np005G276350
OG0007415	As001G000390	Np005G276340
OG0007416	As001G000570	Np005G276110
OG0007417	As001G000650	Np005G275980
OG0007418	As001G000730	Np005G275880
OG0007420	As001G001520	Np005G274800
OG0007421	As001G001720	Np005G274630
OG0007422	As001G001890	Np005G274420
OG0007423	As001G002040	Np005G274240
OG0007424	As001G002290	Np005G273500
OG0007425	As001G002640	Np005G273090
OG0007426	As001G003380	Np005G272300
OG0007427	As001G003490	Np005G272160
OG0007428	As001G003640	Np005G271860
OG0007429	As001G003690	Np005G271800
OG0007430	As001G003780	Np005G273760, Np005G273670, Np005G271700
OG0007431	As001G003800	Np005G271670
OG0007432	As001G003990	Np005G271400
OG0007433	As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130	Np004G246150
OG0007434	As001G004660	Np005G270600
OG0007435	As001G004670	Np005G270590
OG0007436	As001G004700	Np005G270560
OG0007437	As001G004730	Np005G270540
OG0007438	As001G004880	Np005G270410
OG0007439	As001G005170	Np005G270120
OG0007440	As001G006410	Np005G269890
OG0007442	As001G010220	Np005G263230
OG0007443	As001G010250, As001G015350	Np005G263560
OG0007444	As001G010280, As001G015340	Np005G263550
OG0007445	As001G012310	Np005G263990
OG0007446	As001G012840	Np005G264500
OG0007448	As001G013680	Np005G264270
OG0007449	As001G013720	Np005G264250
OG0007450	As001G013760	Np005G264200
OG0007451	As001G014130	Np005G264780, Np005G264810
OG0007452	As001G014200, As011G263190	Np005G264830
OG0007453	As001G014260	Np005G264900
OG0007454	As001G014280	Np005G264950
OG0007455	As001G014480	Np005G265400
OG0007456	As001G014770	Np005G265630
OG0007457	As001G015760, As001G015770	Np004G215290
OG0007458	As001G016010, As004G079130	Np004G216070
OG0007459	As001G016030	Np004G216090
OG0007460	As001G016440	Np004G217490
OG0007462	As001G016680	Np004G218930, Np004G219760
OG0007463	As001G016740	Np004G219700
OG0007464	As001G017540	Np005G298070
OG0007465	As001G017760	Np005G299150
OG0007466	As001G018070	Np005G300020
OG0007467	As001G018240	Np005G300250
OG0007468	As001G018360	Np007G376590
OG0007469	As001G018600	Np002G105690
OG0007470	As001G019110	Np005G302800
OG0007471	As001G019140	Np002G111300
OG0007473	As001G019690	Np002G113240
OG0007474	As001G020310	Np002G114410, Np004G248350
OG0007475	As001G021380	Np002G117260
OG0007476	As001G021500	Np002G117500
OG0007477	As008G186460, As001G021550	Np004G247450
OG0007478	As001G021730	Np002G118280
OG0007479	As001G021870	Np002G118660
OG0007480	As001G021900	Np002G118700
OG0007481	As001G022200	Np001G032850
OG0007482	As001G022300	Np001G028200
OG0007483	As001G022400	Np001G027940
OG0007484	As001G022940, As009G212260	Np001G026580
OG0007485	As001G022980, As008G182690	Np004G241730
OG0007486	As001G023750	Np001G025110
OG0007487	As001G023850	Np001G024950
OG0007488	As001G023910	Np001G024870
OG0007489	As001G024010	Np001G024720
OG0007490	As001G024150	Np001G024550
OG0007491	As001G024210	Np004G236510, Np004G236490
OG0007492	As001G024610	Np001G023690
OG0007493	As001G024800	Np001G023450
OG0007494	As001G024930	Np001G023250
OG0007495	As001G025310	Np001G022610
OG0007496	As001G025350	Np001G022570
OG0007497	As001G025690	Np001G021990
OG0007498	As001G025820	Np001G021760
OG0007499	As001G025890	Np001G021680
OG0007500	As001G025930	Np001G021610
OG0007501	As001G026080	Np001G021280
OG0007502	As001G026090	Np001G021270
OG0007503	As001G026280	Np001G020920
OG0007504	As001G026630, As001G026650	Np001G020490
OG0007505	As001G027680	Np001G019010
OG0007506	As001G027720	Np001G018980
OG0007507	As001G027870	Np005G314930
OG0007508	As001G027900	Np001G018730
OG0007510	As001G028260	Np002G092600
OG0007511	As001G028440	Np002G093460
OG0007512	As001G028570	Np002G093970
OG0007513	As001G029040	Np002G095970
OG0007514	As001G029070	Np002G096090
OG0007515	As001G029280	Np002G097350
OG0007516	As001G029510	Np002G098880
OG0007517	As009G203740, As001G030150	Np003G145160
OG0007518	As001G030360	Np002G124640
OG0007519	As001G030410	Np004G191570
OG0007520	As001G030810	Np002G123820
OG0007521	As001G030970	Np002G123480
OG0007522	As001G031230	Np002G122820
OG0007523	As001G031450	Np002G122220
OG0007525	As001G031600	Np002G121490
OG0007526	As001G031670	Np002G121330
OG0007527	As001G032080	Np002G120000
OG0007528	As001G032120	Np002G119930
OG0007529	As001G032210	Np002G119780
OG0007530	As002G032330	Np007G408750
OG0007531	As002G032350	Np007G408800
OG0007532	As002G032360	Np007G408810
OG0007533	As002G039160	Np007G408940
OG0007534	As002G032470	Np005G276940
OG0007535	As002G032510	Np005G280160
OG0007536	As002G032610	Np005G279930
OG0007537	As002G032670	Np005G279810
OG0007538	As002G033640	Np006G330970
OG0007539	As002G033720	Np006G331110
