Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0009905	As003G073880	XP_006282580.1
OG0009906	As003G074070	XP_006282592.1
OG0009907	As003G074140	XP_006285339.1
OG0009908	As003G074260	XP_006285110.1
OG0009909	As003G074390	XP_006284007.1
OG0009910	As003G074440	XP_023634603.1
OG0009911	As003G074700	XP_006283532.1
OG0009912	As003G074970	XP_006284291.1
OG0009913	As003G075040	XP_006282455.1
OG0009914	As003G075460	XP_006284088.1
OG0009915	As003G075810	XP_006283047.1
OG0009916	As003G075910	XP_006284600.1
OG0009917	As003G076650	XP_006283022.1
OG0009918	As004G076730	XP_006285759.1
OG0009919	As004G076780	XP_023634586.1
OG0009920	As004G077800	XP_023635211.1
OG0009921	As004G078320	XP_023634366.1
OG0009922	As004G078370	XP_006282998.1
OG0009923	As004G078480	XP_006285141.1
OG0009924	As004G078770	XP_023640138.1
OG0009925	As004G079050	XP_006296349.1
OG0009926	As004G079100	XP_006302292.1
OG0009927	As004G079280	XP_006290409.1
OG0009928	As004G079450	XP_023640668.1
OG0009929	As004G079460	XP_023641028.1
OG0009930	As004G079540	XP_006296355.1
OG0009931	As004G079620	XP_006293716.1
OG0009932	As004G079690	XP_006295250.1
OG0009933	As004G080000	XP_006288727.1
OG0009934	As004G080050	XP_006288223.1
OG0009935	As004G080200	XP_006287566.2
OG0009936	As004G080940	XP_006280151.2
OG0009937	As004G081200	XP_006296020.1
OG0009938	As004G081590	XP_006294424.1
OG0009939	As004G081680	XP_023640461.1
OG0009940	As004G081700	XP_006294085.1
OG0009941	As004G082390	XP_006281946.1
OG0009942	As004G082500	XP_023632609.1
OG0009943	As004G082940	XP_006280831.1
OG0009944	As004G083330	XP_006287940.1
OG0009945	As004G083400	XP_006288974.1
OG0009946	As004G083450	XP_006288526.1
OG0009947	As004G083860	XP_006289408.1
OG0009948	As004G083900	XP_006289081.1
OG0009949	As004G084720	XP_006287806.1
OG0009950	As004G084790	XP_023636296.1
OG0009951	As004G085280	XP_023636830.1
OG0009952	As004G085560	XP_006288273.1
OG0009953	As004G085620	XP_006286741.1
OG0009954	As004G085720	XP_006288768.1
OG0009955	As004G085740	XP_006286991.1
OG0009956	As004G085750	XP_006287670.1
OG0009957	As004G086110	XP_006286417.1
OG0009958	As004G086680	XP_006282061.1
OG0009959	As004G087640	XP_006279756.1
OG0009960	As004G087760	XP_006280245.1
OG0009961	As004G087880	XP_006280623.1
OG0009962	As004G087890	XP_006280098.1
OG0009963	As004G088530	XP_006279616.1
OG0009964	As004G088870	XP_023633568.1, XP_023633566.1
OG0009965	As004G089030	XP_023641145.1
OG0009967	As004G089600	XP_006282104.1
OG0009968	As004G090120, As005G098720	XP_023640836.1
OG0009969	As004G090320	XP_006281226.1
OG0009970	As004G090670	XP_006279804.1
OG0009971	As004G091000	XP_006282288.1
OG0009972	As004G092850	XP_006282600.2
OG0009973	As011G255290, As004G093540	XP_006299555.1
OG0009974	As004G093580	XP_006285666.1
OG0009975	As004G093990	XP_006283788.1
OG0009976	As004G094060	XP_006290705.1
OG0009977	As004G094460	XP_006282492.1
OG0009978	As004G094580	XP_006283531.2
OG0009979	As004G095220	XP_006283428.1
OG0009980	As004G095710	XP_006285669.2
OG0009981	As004G095890	XP_006285018.1
OG0009982	As004G096640	XP_006299392.1
OG0009983	As004G096780	XP_006282843.1
OG0009984	As004G096790	XP_006284753.1
OG0009985	As004G096800	XP_006285793.1
OG0009986	As004G096980	XP_006283387.1
OG0009987	As004G097010, As004G097000	XP_006284071.1, XP_006285899.2
OG0009988	As004G097220	XP_006296379.1
OG0009989	As004G097960	XP_023635495.1
OG0009990	As004G098140	XP_006284079.1
OG0009991	As004G098340	XP_023634167.1
OG0009992	As005G098590	XP_023636553.1
OG0009993	As005G098670	XP_006294213.1
OG0009994	As005G099250	XP_006295465.1
OG0009995	As005G099550	XP_006294734.1
OG0009996	As005G099590	XP_006293732.1
OG0009997	As005G100260	XP_006293486.1
OG0009998	As005G100280	XP_006296420.1
OG0009999	As005G100360	XP_006295223.1
OG0010000	As009G210800	XP_006294096.1
OG0010001	As005G100870	XP_006294665.1
OG0010002	As005G101290	XP_006294469.1
OG0010003	As005G101640	XP_023639332.1
OG0010004	As005G101770	XP_006294963.2
OG0010005	As005G101870	XP_023639687.1
OG0010006	As005G101880	XP_006295880.1
OG0010007	As005G102230	XP_023640804.1
OG0010008	As005G102250	XP_023640276.1
OG0010009	As005G103180, As011G267580	XP_023641815.1
OG0010010	As005G103230	XP_006296119.1
OG0010011	As005G103440	XP_006296130.1
OG0010012	As005G103460	XP_006295957.1
OG0010013	As005G103590	XP_023640204.1
OG0010014	As005G103770	XP_006295328.1
OG0010015	As005G104190	XP_006295887.2
OG0010016	As005G104230	XP_006294750.1
OG0010017	As005G104250	XP_023640197.1
OG0010018	As005G104280	XP_006293776.1
OG0010019	As005G105100	XP_006294754.1
OG0010020	As005G105130	XP_023640548.1
OG0010021	As005G105320	XP_006290488.1
OG0010022	As005G105500	XP_006293653.1
OG0010023	As005G105750, As005G105730, As005G105760	XP_023640918.1
OG0010024	As005G106010	XP_006294747.1
OG0010025	As005G106120	XP_006294570.1
OG0010026	As005G107200	XP_006286728.1
OG0010027	As005G107210	XP_023635907.1
OG0010028	As005G107460	XP_006287552.1
OG0010029	As005G107630	XP_006288973.1
OG0010030	As005G107720	XP_006288557.2
OG0010031	As005G107830	XP_023635896.1
OG0010032	As005G108150	XP_006287320.2
OG0010033	As005G108220	XP_006287832.1
OG0010034	As005G108260	XP_023636757.1
OG0010035	As005G108290	XP_023636453.1
OG0010036	As005G108390	XP_006289737.1
OG0010037	As005G108410	XP_006287255.1
OG0010038	As005G108840	XP_006287909.1
OG0010039	As005G108910	XP_006290048.1
OG0010040	As005G109900	XP_006288340.1
OG0010041	As005G110190	XP_006288841.1
OG0010042	As005G110390	XP_006289461.2
OG0010043	As005G110520	XP_006290058.1
OG0010044	As005G110750	XP_006288642.1
OG0010045	As005G110780	XP_023635867.1
OG0010046	As005G110960	XP_006289959.1
OG0010047	As005G111720	XP_006286886.1
OG0010048	As005G111760	XP_023636298.1
OG0010049	As009G201830, As005G111840	XP_006287253.1
OG0010050	As005G112170	XP_006288533.1
OG0010051	As005G112340	XP_006287555.1
OG0010052	As005G112580	XP_023637138.1
OG0010053	As005G112610	XP_006287375.1, XP_006289913.1
OG0010054	As005G112820	XP_006285902.2
OG0010055	As005G113540	XP_006288937.1
OG0010056	As005G113960	XP_023639858.1
OG0010057	As005G114140, As008G189680, As005G114150	XP_006281699.1
OG0010058	As005G114240	XP_006281590.1
OG0010059	As005G114560	XP_006281434.2
OG0010060	As005G115470	XP_023633603.1
OG0010061	As005G115770	XP_006304864.2
OG0010062	As005G115940	XP_006281804.1
OG0010063	As005G116160	XP_006281506.1
OG0010064	As005G116230	XP_006281023.1
OG0010065	As005G116250	XP_006282325.1
OG0010066	As005G116290	XP_006280996.1
OG0010067	As005G116320	XP_006281480.1
OG0010069	As005G117140	XP_006281242.1
OG0010070	As005G117290	XP_006280257.1
OG0010071	As005G117370	XP_006282150.1
OG0010072	As005G117970	XP_006280248.1
OG0010073	As005G118200	XP_006279585.1
OG0010074	As005G118220	XP_006280928.1
OG0010075	As005G118710	XP_006279648.1
OG0010076	As005G118740	XP_006280337.2
OG0010077	As005G119450	XP_006279808.1
OG0010079	As005G119670	XP_023632897.1
OG0010080	As005G119690	XP_006282078.1
OG0010081	As005G119700	XP_006279753.1
OG0010082	As005G119900	XP_006280049.1
OG0010083	As005G120330	XP_006292230.1
OG0010084	As005G120410	XP_006281424.1
OG0010085	As005G120820	XP_006291443.1
OG0010086	As005G120890	XP_006281821.1
OG0010087	As006G121090	XP_006288658.1
OG0010088	As006G121310	XP_006290091.1
OG0010089	As006G121360	XP_006287871.1
OG0010090	As007G154480	XP_006305253.2
OG0010091	As006G121880	XP_006288206.2
OG0010092	As006G122400	XP_006286822.1
OG0010093	As006G122670	XP_006286501.1
OG0010094	As006G122990	XP_006289789.1
OG0010096	As006G123150	XP_023636023.1
OG0010097	As006G123370	XP_023636982.1
OG0010098	As006G123510	XP_006286918.1
OG0010099	As006G123890	XP_023636980.1
OG0010100	As006G123960	XP_006287352.1
OG0010101	As006G124000	XP_006289383.1
OG0010102	As006G124030	XP_006289467.1
OG0010103	As006G124060	XP_006288579.1
OG0010104	As006G124240	XP_006287141.1
OG0010105	As006G124920	XP_006281612.1
OG0010106	As006G125320	XP_023640589.1
OG0010107	As006G125400	XP_006293875.1
OG0010108	As006G126150	XP_006293634.1
OG0010109	As006G126220	XP_006293810.1
OG0010110	As006G126790	XP_006296168.2
OG0010111	As006G126950	XP_023639990.1
OG0010112	As006G127450	XP_006294262.2
OG0010113	As006G127610	XP_006293809.1
OG0010114	As006G127890	XP_006294232.1
OG0010115	As006G128130	XP_006295686.1
OG0010116	As006G128510	XP_006294335.1
OG0010117	As006G128630	XP_006294115.1
OG0010118	As006G129220	XP_006294844.1
OG0010119	As006G129640	XP_006294914.1
OG0010120	As006G129820	XP_006295281.2
OG0010121	As006G130000	XP_023639937.1
OG0010122	As006G130020	XP_006293415.2
OG0010123	As006G130080	XP_006294207.1
OG0010124	As006G130280	XP_006293456.1
OG0010125	As006G130290	XP_023639993.1
OG0010126	As006G130300	XP_006294958.1
OG0010127	As006G130850	XP_006295919.1
OG0010128	As006G131100	XP_006294144.1
OG0010129	As006G131220	XP_006305064.1
OG0010130	As006G131260	XP_023640220.1
OG0010131	As006G131710	XP_006293907.1
OG0010132	As006G132330	XP_006284633.1
OG0010133	As006G133360	XP_006297859.1
OG0010134	As006G141930, As006G133720	XP_006298282.1
OG0010135	As006G133850	XP_006279334.1
OG0010136	As006G134020	XP_006295474.1
OG0010137	As006G134060	XP_006296485.1, XP_023639540.1
OG0010138	As006G134100	XP_006283997.1
OG0010139	As006G134140	XP_006283228.1
OG0010140	As006G134790	XP_006299588.1
OG0010141	As006G135810	XP_006297334.1
OG0010142	As006G136220	XP_006297561.1
OG0010143	As006G136240	XP_006296727.1
OG0010144	As006G136670	XP_023641782.1
OG0010145	As006G136730	XP_023641608.1
OG0010146	As009G203880, As009G209970, As006G136840	XP_006297705.1
OG0010147	As006G136950	XP_006299021.1
OG0010148	As006G137520	XP_006300181.1
OG0010149	As006G137670	XP_023642128.1
OG0010150	As006G138000	XP_006298669.1
OG0010151	As006G139110	XP_006300157.1
OG0010152	As006G140310	XP_006298270.1
OG0010153	As006G140320	XP_023641627.1
OG0010154	As006G140560	XP_006296956.1
OG0010155	As006G140620	XP_006297029.1
OG0010156	As006G140770	XP_023641633.1
OG0010157	As006G141510	XP_006299404.1
OG0010158	As006G141710	XP_023641859.1
OG0010159	As009G218570, As006G141740	XP_006280517.1
OG0010160	As006G142020	XP_006297350.1
OG0010161	As006G143000	XP_006294541.1
OG0010162	As006G143190	XP_006294610.1
OG0010163	As006G143220	XP_023639375.1
OG0010164	As006G143560	XP_023639351.1
OG0010165	As012G280990, As006G143680, As006G143700	XP_006290981.1
OG0010166	As006G144090, As006G144100	XP_006285254.1, XP_006294945.1, XP_006294913.1
OG0010167	As006G144320	XP_006293560.1
OG0010168	As006G145000	XP_006293661.2
OG0010169	As006G145200	XP_006294346.1
OG0010170	As006G145400	XP_006293554.1
OG0010171	As006G145760	XP_006294588.1
OG0010172	As006G145770	XP_006293970.1
OG0010173	As006G145920	XP_006294277.1
OG0010174	As006G146840	XP_023640871.1
OG0010175	As006G147430, As006G147420	XP_023640774.1
OG0010176	As006G147710	XP_006293932.1
OG0010178	As006G148550	XP_023645293.1
OG0010179	As006G148870	XP_023639402.1
OG0010180	As007G152030	XP_006304971.1
OG0010181	As007G152090	XP_006305313.1
OG0010182	As007G153220	XP_006306572.1
OG0010183	As007G153980	XP_006306901.1
OG0010184	As007G154120	XP_006304882.1
OG0010185	As007G154460	XP_006288411.2
OG0010186	As007G154670	XP_006305921.1
OG0010187	As007G155120	XP_006306905.1
OG0010189	As007G155600	XP_023645506.1
OG0010190	As007G155780	XP_006305448.1
OG0010191	As007G155840	XP_006306884.1
OG0010192	As007G156140	XP_006305428.1
OG0010193	As007G156180	XP_023645706.1
OG0010194	As007G156190	XP_006305349.2
OG0010195	As007G156200	XP_006304543.1
OG0010196	As007G156260	XP_023632608.1
OG0010197	As007G156610	XP_023632599.1
OG0010198	As007G156820	XP_023645122.1
OG0010199	As007G156830	XP_006306795.1
OG0010200	As007G156890	XP_006305193.1
OG0010201	As007G157090	XP_006303575.2
OG0010202	As007G157700	XP_023645777.1
OG0010203	As007G157720	XP_023643873.1, XP_023645193.1
OG0010204	As007G158010	XP_006300758.1
OG0010205	As007G158690	XP_006307074.1
OG0010206	As007G158960, As010G234280	XP_006305279.1
OG0010207	As007G159060	XP_006303297.1
OG0010208	As007G159260, As007G159270	XP_006303687.1
OG0010209	As007G159380	XP_023632821.1
OG0010210	As007G159500, As010G233410	XP_006300838.1
OG0010211	As007G159820	XP_006306743.1
OG0010212	As007G160350	XP_023645815.1
OG0010213	As007G160650	XP_006306753.1
OG0010214	As007G160860	XP_006303022.1
OG0010215	As007G160870	XP_006304208.2
OG0010216	As007G161100	XP_006307409.1
OG0010217	As007G161200	XP_006307543.1
OG0010218	As007G161450	XP_006302558.1
OG0010219	As007G161550	XP_006305059.1
OG0010220	As007G161760	XP_023632983.1
OG0010222	As007G162070	XP_006305633.1
OG0010223	As007G163130	XP_006286279.1
OG0010224	As007G164330	XP_006282460.1
OG0010225	As007G164340	XP_006282692.2
OG0010226	As007G164470	XP_023635453.1
OG0010227	As007G164490	XP_006285766.1
OG0010228	As007G165860	XP_006284146.1
OG0010229	As007G166590	XP_006293557.1
OG0010230	As007G177810	XP_006294856.1
OG0010231	As007G177980	XP_006294695.2
OG0010232	As007G178400, As007G178410	XP_006294420.1
OG0010233	As007G178510	XP_023640140.1
OG0010235	As007G179160	XP_006293851.1
OG0010236	As007G179180	XP_023639596.1
OG0010238	As007G179220	XP_006295130.1
OG0010239	As007G179850	XP_006295757.1
OG0010240	As007G180740	XP_023639717.1
OG0010241	As007G181900	XP_006294633.1
OG0010242	As008G182310	XP_006303906.1
OG0010243	As008G182390	XP_006303664.1
OG0010244	As008G182700	XP_006305605.1
OG0010245	As008G182980	XP_006305389.1
OG0010246	As008G183250	XP_006306018.2
OG0010247	As008G183470	XP_006306673.1
OG0010248	As008G184010	XP_006306205.1
OG0010249	As008G184020	XP_006307668.1
OG0010250	As008G184160	XP_006307593.1
OG0010251	As008G184890	XP_006307300.1
OG0010252	As008G186150	XP_006307627.1
OG0010253	As008G186370	XP_023645552.1
OG0010254	As008G186570	XP_006305343.1
OG0010255	As008G186650	XP_006306825.1
OG0010256	As008G186940	XP_006304323.1
OG0010257	As008G187130	XP_006303794.1
OG0010258	As008G188220	XP_006306617.1
OG0010259	As008G188320	XP_006305117.2
OG0010260	As008G188900	XP_006305684.1
OG0010261	As008G189060	XP_023644971.1
OG0010262	As008G189460	XP_006305493.1
OG0010263	As008G192180	XP_006307115.1
OG0010264	As008G193330	XP_006305915.1
OG0010265	As008G193660	XP_006304842.2
OG0010266	As008G194440	XP_006295530.2, XP_006300273.2
OG0010267	As008G194480	XP_006303598.1
OG0010268	As008G194850	XP_006304385.1
OG0010269	As008G194880	XP_023632544.1
OG0010270	As008G195170	XP_006304334.2
OG0010271	As008G195180	XP_006303896.2
OG0010272	As008G195690	XP_006304447.1
OG0010273	As008G195780	XP_006307005.1
OG0010274	As008G196080	XP_006305045.1
OG0010275	As008G196250	XP_006303772.1
OG0010276	As008G196610	XP_006304640.1
OG0010277	As008G196660	XP_006304565.1
OG0010278	As008G196840	XP_023645835.1
OG0010279	As008G196970	XP_006304480.1
OG0010280	As008G197090	XP_006307283.1
OG0010281	As008G197160	XP_006303226.1
OG0010282	As008G197510	XP_006304497.1
OG0010283	As008G197840	XP_006303365.2
OG0010284	As008G197990	XP_006303227.1
OG0010285	As008G198040	XP_023632962.1
OG0010286	As008G198830	XP_006307598.1
OG0010287	As009G199780	XP_006287010.1
OG0010288	As009G200140	XP_023636005.1
OG0010289	As009G200470	XP_006288442.1
OG0010290	As009G200920	XP_006288895.1
OG0010291	As009G201090	XP_006287005.1
OG0010292	As009G202450	XP_006287232.1
OG0010293	As009G202650	XP_023637405.1
OG0010294	As009G202660	XP_006286588.1
OG0010295	As009G202700	XP_006287043.1
OG0010296	As009G203110	XP_006289224.1
OG0010297	As009G203190	XP_006287994.2
OG0010298	As009G203600	XP_006286395.1
OG0010299	As009G204090	XP_006297729.1
OG0010300	As009G204190	XP_023636587.1
OG0010301	As009G204840	XP_006289614.2
OG0010302	As009G205100	XP_006288364.1
OG0010303	As009G206800	XP_006283948.1
OG0010304	As009G206900	XP_023635884.1
OG0010305	As009G206990	XP_006287322.1
OG0010307	As009G207130	XP_023635881.1
OG0010308	As009G207160	XP_023636533.1
OG0010309	As009G207540	XP_006279825.1
OG0010310	As009G207570	XP_006280939.1
OG0010311	As009G207930	XP_006282305.1
OG0010312	As009G208070	XP_006280980.1
OG0010314	As009G209820	XP_006298287.1
OG0010315	As009G210240	XP_006289509.1
OG0010316	As009G211290	XP_006286550.1
OG0010317	As009G211940	XP_006285988.1
OG0010318	As009G212200	XP_006287604.1
OG0010319	As009G212230	XP_006289850.2
OG0010320	As009G212390	XP_006288840.1
OG0010321	As009G213000	XP_006290162.1
OG0010322	As009G213070	XP_006287674.1
OG0010323	As009G213130	XP_023636697.1
OG0010324	As009G213300	XP_006287390.1
OG0010325	As009G213670	XP_006288738.1
OG0010326	As009G213790	XP_006289507.1
OG0010327	As009G213900	XP_006287452.1
OG0010328	As009G213910	XP_006289555.1
OG0010329	As009G214180	XP_023636663.1
OG0010330	As009G214210	XP_006287668.1
OG0010331	As009G214960	XP_006288766.1
OG0010332	As009G215490	XP_006288624.1
OG0010333	As009G216010	XP_006289014.1
OG0010334	As009G216250	XP_006289195.1
OG0010335	As009G216290	XP_006288115.1
OG0010336	As009G216520	XP_023637297.1
OG0010337	As009G216600	XP_006287257.1
OG0010338	As009G216770	XP_006286847.1
OG0010339	As009G217020	XP_006286666.1
OG0010340	As009G217450	XP_006288494.1
OG0010341	As009G217620	XP_023633535.1
OG0010342	As009G218050	XP_006280989.1
OG0010343	As009G218180	XP_006280030.1
OG0010345	As009G218910	XP_023638223.1
OG0010346	As009G218960	XP_006282015.1
OG0010347	As009G219130	XP_006280205.1
OG0010348	As009G220110	XP_006279871.1
OG0010349	As010G220270	XP_006292094.1
OG0010351	As010G220720	XP_006291985.1
OG0010352	As010G220730	XP_006292459.1
OG0010353	As010G221070	XP_006292247.2
OG0010354	As010G221620	XP_006290602.1
OG0010355	As010G222140	XP_006292572.1
OG0010356	As010G222200	XP_006293152.1
OG0010357	As010G222520	XP_006290899.1
OG0010358	As010G222600	XP_006291189.1
OG0010359	As010G222690	XP_023638656.1
OG0010360	As010G222910	XP_006291469.2
OG0010361	As010G223180	XP_006293069.1
OG0010362	As010G223370	XP_023638007.1
OG0010364	As010G225750	XP_006291596.1
OG0010365	As010G226040	XP_006279377.1
OG0010366	As010G226070	XP_006290745.1, XP_006279395.2
OG0010367	As010G226440	XP_006290507.1
OG0010368	As010G226480	XP_006293319.2, XP_023638557.1
OG0010369	As010G226660	XP_006290516.1, XP_006290517.1
OG0010371	As010G228320	XP_023644076.1
OG0010372	As010G229630	XP_006302814.1
OG0010373	As010G230030	XP_006302467.2
OG0010374	As010G231170	XP_023643527.1
OG0010375	As010G231280	XP_006300943.1
OG0010376	As010G231480	XP_006301264.1
OG0010377	As010G231560	XP_023644108.1
OG0010378	As010G231840	XP_006300685.1
OG0010379	As010G232100	XP_023644066.1
OG0010380	As010G232230	XP_006300725.1
OG0010381	As010G232450	XP_023644113.1
OG0010382	As010G233210	XP_006302511.1
OG0010383	As010G233960	XP_006302853.1
OG0010384	As010G234110	XP_006300960.1
OG0010385	As010G234550	XP_006301512.1
OG0010386	As010G235080, As010G234880	XP_006301744.2
OG0010387	As010G235160	XP_006302488.1
OG0010388	As010G235420	XP_006302909.1
OG0010389	As010G235630	XP_023644331.1
OG0010390	As010G235810	XP_006300594.1
OG0010391	As010G236050	XP_006302756.1
OG0010392	As010G236200	XP_006292067.1
OG0010393	As010G236290	XP_006302710.1
OG0010394	As010G236350	XP_006302708.1
