Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0010039	As005G108910	XP_018445902.1, XP_018472100.1
OG0010040	As005G109900	XP_018476651.1
OG0010041	As005G110190	XP_018450675.1, XP_018465959.1, XP_018443191.1
OG0010042	As005G110390	XP_018444667.1, XP_018469314.1
OG0010043	As005G110520	XP_018475482.1, XP_018475485.1
OG0010044	As005G110750	XP_018475748.1, XP_018475749.1
OG0010045	As005G110780	XP_018471855.1, XP_018471898.1, XP_018444980.1
OG0010046	As005G110960	XP_018471736.1, XP_018444982.1
OG0010047	As005G111720	XP_018474897.1, XP_018470505.1
OG0010048	As005G111760	XP_018468089.1, XP_018445734.1
OG0010049	As009G201830, As005G111840	XP_018476919.1, XP_018446935.1
OG0010050	As005G112170	XP_018446969.1, XP_018472164.1
OG0010051	As005G112340	XP_018474363.1, XP_018461950.1
OG0010052	As005G112580	XP_018446289.1
OG0010053	As005G112610	XP_018443816.1
OG0010054	As005G112820	XP_018478143.1
OG0010055	As005G113540	XP_018462069.1
OG0010056	As005G113960	XP_018443175.1
OG0010057	As005G114140, As008G189680, As005G114150	XP_018444047.1
OG0010058	As005G114240	XP_018473088.1, XP_018444144.1
OG0010059	As005G114560	XP_018473510.1
OG0010060	As005G115470	XP_018455032.1
OG0010061	As005G115770	XP_018451365.1, XP_018447225.1
OG0010062	As005G115940	XP_018453520.1
OG0010063	As005G116160	XP_018456791.1, XP_018491957.1
OG0010064	As005G116230	XP_018486649.1
OG0010065	As005G116250	XP_018490841.1, XP_018458209.1
OG0010066	As005G116290	XP_018486385.1, XP_018452840.1
OG0010067	As005G116320	XP_018472574.1
OG0010069	As005G117140	XP_018453155.1, XP_018489867.1
OG0010070	As005G117290	XP_018457332.1
OG0010071	As005G117370	XP_018452134.1, XP_018492656.1
OG0010072	As005G117970	XP_018432774.1
OG0010073	As005G118200	XP_018493354.1
OG0010074	As005G118220	XP_018490252.1, XP_018438564.1, XP_018438565.1
OG0010075	As005G118710	XP_018492913.1
OG0010076	As005G118740	XP_018486078.1
OG0010077	As005G119450	XP_018457748.1, XP_018434325.1
OG0010078	As005G119630	XP_018441511.1
OG0010079	As005G119670	XP_018454825.1, XP_018440048.1
OG0010080	As005G119690	XP_018440045.1, XP_018456928.1
OG0010081	As005G119700	XP_018434422.1
OG0010082	As005G119900	XP_018433626.1
OG0010083	As005G120330	XP_018457964.1, XP_018436249.1
OG0010084	As005G120410	XP_018440283.1, XP_018454986.1, XP_018433603.1
OG0010085	As005G120820	XP_018433830.1, XP_018458444.1
OG0010086	As005G120890	XP_018452147.1
OG0010087	As006G121090	XP_018458938.1, XP_018455734.1
OG0010088	As006G121310	XP_018456216.1
OG0010089	As006G121360	XP_018457498.1, XP_018457502.1
OG0010090	As007G154480	XP_018467719.1
OG0010091	As006G121880	XP_018453027.1, XP_018462388.1
OG0010092	As006G122400	XP_018452544.1, XP_018474999.1
OG0010093	As006G122670	XP_018474436.1, XP_018474437.1
OG0010094	As006G122990	XP_018465869.1
OG0010095	As006G123020	XP_018455985.1, XP_018455982.1
OG0010096	As006G123150	XP_018466566.1
OG0010097	As006G123370	XP_018471086.1
OG0010098	As006G123510	XP_018457337.1, XP_018456906.1
OG0010099	As006G123890	XP_018453231.1
OG0010100	As006G123960	XP_018472813.1, XP_018476118.1
OG0010101	As006G124000	XP_018455106.1
OG0010102	As006G124030	XP_018457400.1, XP_018465805.1
OG0010103	As006G124060	XP_018473367.1, XP_018452805.1
OG0010104	As006G124240	XP_018455760.1, XP_018473520.1
OG0010105	As006G124920	XP_018455115.1, XP_018467064.1, XP_018479551.1
OG0010106	As006G125320	XP_018437266.1, XP_018480995.1
OG0010107	As006G125400	XP_018438570.1, XP_018484564.1
OG0010108	As006G126150	XP_018476694.1, XP_018440324.1
OG0010109	As006G126220	XP_018440716.1
OG0010110	As006G126790	XP_018473080.1, XP_018473068.1
OG0010111	As006G126950	XP_018483214.1, XP_018476739.1
OG0010112	As006G127450	XP_018481763.1
OG0010113	As006G127610	XP_018472758.1, XP_018477468.1
OG0010114	As006G127890	XP_018483164.1
OG0010115	As006G128130	XP_018436294.1, XP_018465115.1
OG0010116	As006G128510	XP_018484445.1, XP_018434690.1
OG0010117	As006G128630	XP_018435165.1
OG0010118	As006G129220	XP_018483579.1, XP_018466231.1, XP_018434542.1
OG0010119	As006G129640	XP_018480571.1, XP_018473477.1
OG0010120	As006G129820	XP_018436809.1, XP_018436823.1
OG0010121	As006G130000	XP_018439142.1
OG0010122	As006G130020	XP_018479832.1, XP_018479816.1, XP_018479815.1
OG0010123	As006G130080	XP_018477635.1, XP_018439131.1
OG0010124	As006G130280	XP_018485223.1
OG0010125	As006G130290	XP_018436262.1
OG0010126	As006G130300	XP_018434283.1
OG0010127	As006G130850	XP_018441311.1
OG0010128	As006G131100	XP_018474644.1, XP_018459371.1, XP_018436627.1
OG0010129	As006G131220	XP_018453754.1, XP_018454476.1
OG0010130	As006G131260	XP_018440827.1, XP_018440838.1
OG0010131	As006G131710	XP_018483588.1, XP_018483591.1
OG0010132	As006G132330	XP_018468980.1
OG0010133	As006G133360	XP_018438070.1
OG0010134	As006G141930, As006G133720	XP_018486467.1
OG0010135	As006G133850	XP_018458934.1, XP_018480779.1
OG0010136	As006G134020	XP_018477204.1
OG0010137	As006G134060	XP_018462469.1
OG0010138	As006G134100	XP_018448991.1, XP_018477596.1, XP_018457156.1
OG0010139	As006G134140	XP_018483450.1
OG0010140	As006G134790	XP_018490257.1, XP_018437680.1
OG0010141	As006G135810	XP_018490258.1, XP_018490117.1, XP_018488333.1
OG0010142	As006G136220	XP_018489098.1
OG0010143	As006G136240	XP_018493353.1, XP_018466903.1
OG0010144	As006G136670	XP_018436677.1, XP_018489665.1
OG0010145	As006G136730	XP_018440541.1
OG0010146	As009G203880, As009G209970	XP_018440562.1
OG0010147	As006G136950	XP_018438355.1, XP_018489999.1
OG0010148	As006G137520	XP_018491240.1
OG0010149	As006G137670	XP_018493288.1
OG0010150	As006G138000	XP_018439566.1, XP_018493255.1
OG0010151	As006G139110	XP_018438625.1, XP_018490088.1
OG0010152	As006G140310	XP_018488315.1, XP_018435311.1, XP_018435310.1
OG0010153	As006G140320	XP_018434900.1, XP_018434770.1
OG0010154	As006G140560	XP_018488432.1, XP_018491716.1
OG0010155	As006G140620	XP_018493194.1
OG0010156	As006G140770	XP_018491708.1
OG0010157	As006G141510	XP_018485970.1, XP_018439784.1
OG0010158	As006G141710	XP_018438723.1, XP_018490925.1
OG0010159	As009G218570, As006G141740	XP_018486705.1, XP_018491726.1
OG0010160	As006G142020	XP_018492983.1
OG0010161	As006G143000	XP_018478338.1, XP_018435034.1
OG0010162	As006G143190	XP_018476174.1
OG0010163	As006G143220	XP_018472795.1
OG0010164	As006G143560	XP_018439500.1, XP_018439492.1
OG0010165	As006G143680, As006G143700	XP_018492498.1, XP_018445861.1
OG0010166	As006G144090, As006G144100	XP_018472935.1
OG0010167	As006G144320	XP_018439730.1
OG0010168	As006G145000	XP_018440891.1
OG0010169	As006G145200	XP_018467259.1, XP_018433393.1
OG0010170	As006G145400	XP_018439469.1
OG0010171	As006G145760	XP_018472903.1, XP_018478623.1
OG0010172	As006G145770	XP_018476631.1, XP_018477221.1
OG0010173	As006G145920	XP_018433934.1, XP_018474899.1
OG0010174	As006G146840	XP_018436370.1, XP_018474054.1
OG0010175	As006G147430, As006G147420	XP_018438136.1
OG0010176	As006G147710	XP_018433847.1
OG0010178	As006G148550	XP_018472527.1
OG0010179	As006G148870	XP_018476905.1
OG0010180	As007G152030	XP_018448239.1
OG0010181	As007G152090	XP_018450808.1, XP_018437446.1
OG0010182	As007G153220	XP_018459782.1, XP_018459760.1
OG0010183	As007G153980	XP_018473014.1, XP_018465551.1, XP_018450893.1
OG0010184	As007G154120	XP_018461057.1, XP_018449525.1
OG0010185	As007G154460	XP_018458682.1, XP_018475602.1
OG0010186	As007G154670	XP_018437997.1
OG0010187	As007G155120	XP_018441903.1, XP_018451785.1, XP_018449153.1
OG0010189	As007G155600	XP_018468271.1
OG0010190	As007G155780	XP_018493186.1, XP_018440215.1
OG0010191	As007G155840	XP_018436466.1
OG0010192	As007G156140	XP_018449498.1, XP_018462559.1, XP_018467698.1
OG0010193	As007G156180	XP_018447989.1, XP_018433848.1
OG0010194	As007G156190	XP_018479456.1, XP_018479676.1, XP_018462560.1
OG0010195	As007G156200	XP_018447704.1, XP_018441093.1
OG0010196	As007G156260	XP_018437838.1, XP_018449593.1
OG0010197	As007G156610	XP_018448155.1
OG0010198	As007G156820	XP_018451075.1
OG0010199	As007G156830	XP_018451614.1, XP_018440780.1
OG0010200	As007G156890	XP_018447497.1
OG0010201	As007G157090	XP_018447288.1
OG0010202	As007G157700	XP_018451272.1, XP_018488676.1
OG0010203	As007G157720	XP_018451270.1, XP_018488653.1
OG0010204	As007G158010	XP_018461018.1, XP_018442511.1
OG0010205	As007G158690	XP_018441264.1
OG0010206	As010G234280	XP_018443246.1
OG0010207	As007G159060	XP_018433448.1
OG0010208	As007G159260, As007G159270	XP_018463674.1, XP_018464326.1, XP_018447729.1
OG0010209	As007G159380	XP_018434338.1, XP_018439628.1
OG0010210	As007G159500, As010G233410	XP_018451965.1, XP_018470239.1
OG0010212	As007G160350	XP_018447297.1, XP_018436896.1, XP_018436879.1
OG0010213	As007G160650	XP_018448299.1, XP_018460433.1, XP_018442810.1
OG0010214	As007G160860	XP_018471209.1
OG0010215	As007G160870	XP_018480427.1
OG0010216	As007G161100	XP_018448146.1, XP_018435706.1
OG0010217	As007G161200	XP_018447387.1, XP_018479203.1
OG0010218	As007G161450	XP_018444398.1, XP_018453373.1
OG0010219	As007G161550	XP_018482205.1, XP_018450340.1
OG0010220	As007G161760	XP_018474040.1
OG0010221	As007G161770	XP_018437564.1
OG0010222	As007G162070	XP_018432791.1, XP_018480363.1
OG0010223	As007G163130	XP_018489719.1, XP_018469960.1
OG0010224	As007G164330	XP_018470852.1
OG0010225	As007G164340	XP_018472329.1, XP_018472339.1
OG0010226	As007G164470	XP_018467747.1
OG0010227	As007G164490	XP_018467991.1
OG0010228	As007G165860	XP_018454596.1, XP_018454435.1, XP_018462575.1
OG0010229	As007G166590	XP_018439769.1
OG0010230	As007G177810	XP_018433686.1, XP_018477768.1
OG0010231	As007G177980	XP_018478184.1
OG0010232	As007G178400, As007G178410	XP_018478130.1, XP_018462457.1
OG0010233	As007G178510	XP_018459564.1, XP_018465796.1, XP_018441753.1, XP_018441870.1
OG0010234	As007G178850, As009G210030	XP_018473776.1
OG0010235	As007G179160	XP_018459008.1, XP_018459007.1
OG0010236	As007G179180	XP_018440760.1, XP_018440889.1
OG0010237	As007G179190	XP_018440886.1, XP_018440757.1, XP_018459011.1
OG0010238	As007G179220	XP_018463516.1, XP_018461572.1, XP_018437544.1
OG0010239	As007G179850	XP_018438062.1, XP_018439160.1
OG0010241	As007G181900	XP_018483992.1, XP_018440671.1
OG0010242	As008G182310	XP_018434992.1
OG0010243	As008G182390	XP_018492097.1, XP_018437549.1
OG0010244	As008G182700	XP_018436903.1, XP_018469531.1
OG0010245	As008G182980	XP_018435472.1, XP_018436636.1
OG0010246	As008G183250	XP_018449353.1, XP_018449350.1, XP_018468787.1
OG0010247	As008G183470	XP_018433228.1
OG0010248	As008G184010	XP_018467109.1
OG0010249	As008G184020	XP_018450416.1, XP_018450417.1, XP_018450413.1
OG0010250	As008G184160	XP_018435401.1, XP_018447507.1
OG0010251	As008G184890	XP_018461387.1, XP_018447990.1
OG0010252	As008G186150	XP_018468227.1
OG0010253	As008G186370	XP_018490854.1, XP_018490857.1
OG0010254	As008G186570	XP_018434753.1
OG0010255	As008G186650	XP_018491710.1, XP_018432992.1
OG0010256	As008G186940	XP_018438114.1, XP_018481536.1, XP_018437535.1
OG0010257	As008G187130	XP_018437122.1, XP_018489831.1
OG0010258	As008G188220	XP_018434076.1
OG0010259	As008G188320	XP_018437124.1, XP_018450059.1
OG0010260	As008G188900	XP_018480631.1
OG0010261	As008G189060	XP_018488850.1, XP_018451209.1
OG0010262	As008G189460	XP_018450256.1
OG0010263	As008G192180	XP_018450570.1, XP_018470159.1
OG0010264	As008G193330	XP_018463433.1, XP_018487944.1, XP_018449375.1
OG0010265	As008G193660	XP_018442863.1, XP_018449072.1
OG0010266	As008G194440	XP_018481088.1
OG0010267	As008G194480	XP_018450521.1, XP_018450524.1
OG0010268	As008G194850	XP_018490171.1, XP_018435791.1
OG0010269	As008G194880	XP_018467669.1
OG0010270	As008G195170	XP_018492525.1
OG0010271	As008G195180	XP_018492522.1, XP_018440511.1
OG0010272	As008G195690	XP_018441671.1, XP_018447453.1
OG0010273	As008G195780	XP_018435970.1, XP_018465447.1
OG0010274	As008G196080	XP_018487915.1, XP_018461435.1
OG0010275	As008G196250	XP_018479608.1, XP_018460734.1, XP_018487909.1
OG0010276	As008G196610	XP_018466522.1, XP_018451881.1
OG0010277	As008G196660	XP_018447244.1
OG0010278	As008G196840	XP_018447346.1
OG0010279	As008G196970	XP_018447345.1, XP_018450188.1, XP_018448557.1
OG0010280	As008G197090	XP_018490519.1, XP_018447905.1
OG0010281	As008G197160	XP_018443264.1
OG0010282	As008G197510	XP_018493052.1, XP_018487895.1
OG0010283	As008G197840	XP_018480619.1
OG0010284	As008G197990	XP_018447132.1, XP_018451189.1
OG0010285	As008G198040	XP_018443129.1
OG0010286	As008G198830	XP_018487546.1, XP_018487599.1
OG0010287	As009G199780	XP_018476141.1, XP_018475687.1, XP_018443304.1
OG0010288	As009G200140	XP_018446259.1
OG0010289	As009G200470	XP_018469059.1, XP_018444160.1
OG0010290	As009G200920	XP_018453256.1
OG0010291	As009G201090	XP_018470892.1
OG0010292	As009G202450	XP_018444666.1, XP_018476527.1
OG0010293	As009G202650	XP_018476027.1
OG0010294	As009G202660	XP_018476028.1, XP_018446661.1
OG0010295	As009G202700	XP_018443839.1, XP_018472145.1
OG0010296	As009G203110	XP_018444305.1
OG0010297	As009G203190	XP_018446025.1
OG0010298	As009G203600	XP_018473422.1, XP_018443970.1
OG0010299	As009G204090	XP_018486138.1, XP_018466336.1, XP_018438964.1
OG0010300	As009G204190	XP_018443070.1, XP_018443107.1
OG0010301	As009G204840	XP_018445538.1
OG0010302	As009G205100	XP_018468548.1, XP_018443275.1
OG0010303	As009G206800	XP_018477296.1, XP_018450160.1
OG0010304	As009G206900	XP_018483397.1, XP_018440294.1
OG0010305	As009G206990	XP_018477420.1
OG0010306	As009G207050	XP_018483339.1
OG0010307	As009G207130	XP_018464917.1, XP_018464916.1
OG0010308	As009G207160	XP_018477740.1, XP_018464918.1
OG0010309	As009G207540	XP_018482990.1
OG0010310	As009G207570	XP_018482993.1, XP_018434603.1
OG0010311	As009G207930	XP_018433729.1, XP_018484951.1, XP_018484950.1
OG0010312	As009G208070	XP_018436871.1
OG0010313	As009G209680	XP_018484431.1
OG0010314	As009G209820	XP_018487088.1, XP_018489451.1, XP_018486573.1
OG0010315	As009G210240	XP_018470377.1, XP_018445451.1
OG0010316	As009G211290	XP_018442474.1
OG0010317	As009G211940	XP_018458913.1
OG0010319	As009G212230	XP_018468826.1, XP_018444611.1
OG0010320	As009G212390	XP_018474871.1, XP_018443140.1
OG0010321	As009G213000	XP_018444894.1
OG0010322	As009G213070	XP_018470179.1
OG0010323	As009G213130	XP_018445906.1
OG0010324	As009G213300	XP_018453053.1, XP_018444276.1, XP_018444273.1
OG0010325	As009G213670	XP_018451919.1
OG0010326	As009G213790	XP_018443402.1, XP_018443401.1
OG0010327	As009G213900	XP_018476086.1, XP_018446252.1
OG0010328	As009G213910	XP_018476085.1, XP_018446251.1
OG0010329	As009G214180	XP_018468135.1, XP_018473672.1
OG0010330	As009G214210	XP_018457550.1, XP_018446691.1
OG0010331	As009G214960	XP_018454593.1, XP_018480748.1
OG0010332	As009G215490	XP_018462254.1, XP_018437510.1
OG0010333	As009G216010	XP_018481691.1, XP_018437502.1
OG0010334	As009G216250	XP_018452538.1, XP_018484422.1
OG0010335	As009G216290	XP_018477615.1, XP_018441339.1
OG0010336	As009G216520	XP_018458679.1, XP_018481486.1, XP_018462232.1
OG0010337	As009G216600	XP_018452094.1
OG0010338	As009G216770	XP_018484022.1
OG0010339	As009G217020	XP_018457963.1
OG0010340	As009G217450	XP_018461634.1, XP_018485076.1
OG0010341	As009G217620	XP_018433477.1, XP_018490896.1
OG0010342	As009G218050	XP_018480616.1, XP_018460654.1
OG0010343	As009G218180	XP_018461295.1, XP_018439361.1, XP_018485226.1
OG0010346	As009G218960	XP_018438425.1
OG0010347	As009G219130	XP_018432935.1
OG0010348	As009G220110	XP_018476475.1, XP_018473724.1
OG0010349	As010G220270	XP_018478929.1, XP_018437928.1
OG0010350	As010G220590	XP_018439842.1
OG0010351	As010G220720	XP_018464856.1, XP_018482433.1, XP_018436956.1
OG0010352	As010G220730	XP_018480832.1, XP_018437179.1
OG0010353	As010G221070	XP_018436116.1, XP_018482167.1
OG0010354	As010G221620	XP_018488193.1, XP_018485611.1
OG0010355	As010G222140	XP_018439748.1, XP_018439294.1, XP_018463949.1
OG0010356	As010G222200	XP_018441274.1, XP_018493247.1
OG0010357	As010G222520	XP_018471575.1
OG0010358	As010G222600	XP_018446104.1, XP_018445898.1
OG0010359	As010G222690	XP_018458334.1, XP_018458336.1
OG0010360	As010G222910	XP_018458333.1
OG0010361	As010G223180	XP_018437757.1, XP_018437751.1, XP_018458125.1
OG0010362	As010G223370	XP_018488785.1, XP_018440404.1
OG0010364	As010G225750	XP_018441621.1
OG0010365	As010G226040	XP_018434438.1
OG0010366	As010G226070	XP_018433037.1, XP_018433069.1, XP_018433089.1
OG0010367	As010G226440	XP_018441023.1
OG0010368	As010G226480	XP_018492265.1, XP_018492490.1
OG0010369	As010G226660	XP_018491171.1
OG0010370	As010G227710	XP_018443008.1, XP_018446369.1
OG0010371	As010G228320	XP_018469601.1, XP_018444751.1
OG0010372	As010G229630	XP_018468706.1, XP_018451980.1
OG0010373	As010G230030	XP_018463419.1, XP_018445736.1, XP_018447006.1, XP_018446227.1
OG0010374	As010G231170	XP_018446394.1, XP_018456841.1
OG0010375	As010G231280	XP_018444805.1, XP_018455736.1
OG0010376	As010G231480	XP_018454866.1, XP_018468649.1
OG0010377	As010G231560	XP_018456574.1
OG0010378	As010G231840	XP_018456857.1, XP_018443198.1, XP_018461265.1
OG0010379	As010G232100	XP_018454871.1, XP_018453505.1
OG0010380	As010G232230	XP_018471208.1
OG0010381	As010G232450	XP_018462360.1, XP_018444520.1, XP_018457776.1
OG0010382	As010G233210	XP_018453453.1, XP_018465662.1
OG0010383	As010G233960	XP_018461377.1, XP_018453467.1, XP_018451742.1
OG0010384	As010G234110	XP_018460726.1, XP_018464640.1, XP_018456305.1
OG0010385	As010G234550	XP_018468473.1, XP_018453251.1
OG0010386	As010G235080, As010G234880	XP_018443508.1, XP_018445521.1
OG0010387	As010G235160	XP_018445763.1
OG0010388	As010G235420	XP_018466447.1, XP_018472337.1, XP_018452232.1
OG0010389	As010G235630	XP_018469629.1
OG0010390	As010G235810	XP_018468890.1, XP_018455742.1, XP_018455745.1
OG0010391	As010G236050	XP_018457701.1
OG0010392	As010G236200	XP_018468067.1
OG0010393	As010G236290	XP_018455560.1
OG0010394	As010G236350	XP_018443210.1
OG0010395	As010G237610	XP_018451367.1
OG0010396	As010G238400	XP_018446493.1, XP_018460679.1, XP_018460681.1
OG0010397	As010G239380	XP_018445074.1
OG0010398	As010G239410	XP_018468930.1, XP_018444137.1
OG0010399	As010G239670	XP_018454984.1, XP_018444418.1
OG0010400	As010G239720	XP_018443528.1
OG0010401	As010G239960	XP_018468173.1, XP_018456034.1, XP_018456031.1
OG0010402	As010G240110	XP_018443524.1
OG0010403	As010G240200	XP_018454934.1, XP_018468821.1
OG0010404	As010G240690	XP_018470252.1, XP_018470254.1
OG0010405	As010G240830	XP_018457985.1, XP_018442676.1
OG0010406	As010G240860	XP_018453490.1
OG0010407	As010G240880	XP_018457751.1, XP_018443515.1
OG0010408	As010G241420	XP_018456732.1, XP_018456748.1
OG0010409	As010G242470	XP_018445981.1
OG0010411	As010G243110	XP_018457264.1, XP_018446856.1
OG0010412	As010G243460	XP_018443886.1
OG0010413	As010G243520	XP_018457375.1
OG0010414	As010G243700	XP_018472176.1
OG0010415	As010G244030	XP_018444279.1
OG0010416	As010G244160	XP_018460066.1, XP_018462402.1
OG0010417	As010G244370	XP_018452533.1
OG0010418	As011G244980	XP_018435366.1, XP_018490268.1
OG0010419	As011G245160	XP_018489502.1, XP_018490008.1, XP_018463776.1
OG0010420	As011G245580	XP_018490556.1, XP_018486386.1
OG0010421	As011G246380	XP_018440435.1
OG0010422	As011G246500	XP_018467243.1, XP_018485856.1, XP_018491923.1
OG0010423	As011G246540	XP_018493026.1, XP_018464678.1
