Orthogroup	Aethionema_saxatile	Brassica_napus
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	XP_013695650.2, XP_048594553.1
OG0009666	As001G016360	XP_048614658.1, XP_048635182.1, XP_013749227.2, XP_048612811.1
OG0009667	As001G016380	XP_013749229.1, XP_048635180.1, XP_013660505.1, XP_013662335.2
OG0009668	As001G016450	XP_013740256.2, XP_013660500.1, XP_013749176.1, XP_048626523.1
OG0009669	As001G016810	XP_048612873.1, XP_013648061.2
OG0009670	As001G016890	XP_013733846.1, XP_013662298.2, XP_013725764.1, XP_013648063.2
OG0009671	As001G016980	XP_013656875.1, XP_048614478.1, XP_048635156.1, XP_013742641.2
OG0009672	As001G017070	XP_048594505.1, XP_048622033.1, XP_048594987.1
OG0009673	As001G017110	XP_013737597.2
OG0009674	As004G079770	XP_013648964.1
OG0009675	As001G017170	XP_013681278.2, XP_048606764.1, XP_013724972.2, XP_048635504.1
OG0009676	As001G017180	XP_013642786.1, XP_013656870.2, XP_048594510.1, XP_013714951.2
OG0009677	As001G017200	XP_022571349.1, XP_048635150.1, XP_013727077.2, XP_022571489.1
OG0009678	As001G017420	XP_013721566.2, XP_013671355.1
OG0009679	As001G017450	XP_022561418.2, XP_048623405.1, XP_048626202.1
OG0009680	As001G018100	XP_048618834.1, XP_013737368.2, XP_013743591.1, XP_013688195.2
OG0009681	As001G018310	XP_013662701.1, XP_013743738.3
OG0009682	As001G018940	XP_048595896.1, XP_048623440.1
OG0009683	As001G019220	XP_013730539.2, XP_048631486.1, XP_013664068.1, XP_048623425.1
OG0009684	As001G019250	XP_048623416.1, XP_013688751.1, XP_022547450.1
OG0009685	As001G019270	XP_013642453.2, XP_013672207.1, XP_013648894.1
OG0009686	As001G019540	XP_013655772.1, XP_013672197.2
OG0009687	As001G019710	XP_013672228.1, XP_013746468.2
OG0009688	As008G187290, As001G020180	XP_048600315.1, XP_013672311.2
OG0009689	As001G020190, As001G020200	XP_013748719.2, XP_048595840.1, XP_048626076.1
OG0009690	As001G020470	XP_013672145.2, XP_013713012.2
OG0009691	As001G021300	XP_022556481.2, XP_022575573.2, XP_048601758.1
OG0009693	As001G021930	XP_013668749.1, XP_013690854.1, XP_048612099.1, XP_013670236.2
OG0009694	As001G022310	XP_048624458.1, XP_013728353.2, XP_013644861.2, XP_048637310.1
OG0009695	As001G022480	XP_013644876.2, XP_048591136.1, XP_013712920.2
OG0009696	As001G022500	XP_048620356.1, XP_048619734.1, XP_048624460.1, XP_013728367.1
OG0009697	As001G022550	XP_048620402.1, XP_013702068.2
OG0009698	As001G022560	XP_013672665.1, XP_013710110.2, XP_013659548.2
OG0009699	As001G022610	XP_013684490.2, XP_013724171.1
OG0009700	As001G022760	XP_013697210.1, XP_013729241.1, XP_013705664.2
OG0009701	As008G182830, As001G023290	XP_048638251.1, XP_048614036.1, XP_013675206.2
OG0009702	As001G023360	XP_013691879.1, XP_013724737.2
OG0009703	As001G023870	XP_013733187.2, XP_013734724.1, XP_013644032.1, XP_022552739.1
OG0009704	As001G024330	XP_013691578.1, XP_013718152.1, XP_048624529.1, XP_013723134.2
OG0009706	As001G024410	XP_013723144.1, XP_022564846.1, XP_013644790.1, XP_022543649.1
OG0009707	As001G024720	XP_048618742.1, XP_013644809.2, XP_013697373.2
OG0009708	As001G024730	XP_013644810.1, XP_013703402.2, XP_013697361.2, XP_048600343.1
OG0009709	As001G024980	XP_048600428.1, XP_022551285.1, XP_013647538.2, XP_013675101.1
OG0009710	As001G025370	XP_013703819.1, XP_022543625.2
OG0009711	As001G025460	XP_013706052.2, XP_013644729.2, XP_048595237.1, XP_013711533.1
OG0009712	As001G025650	XP_013646972.2, XP_013721002.2, XP_048591361.1, XP_048618036.1
OG0009713	As001G025660	XP_048600566.1, XP_013642766.2
OG0009714	As001G026360	XP_013724839.1, XP_048628273.1, XP_013710521.1, XP_022544012.1, XP_013646166.2
OG0009715	As001G026600	XP_022565510.2, XP_048595261.1, XP_048600882.1, XP_013677557.2
OG0009716	As001G027450	XP_013647450.2, XP_013705939.1, XP_048625588.1, XP_013691657.1
OG0009717	As001G027470	XP_013707536.2, XP_013644520.2
OG0009718	As001G027540	XP_013666616.2, XP_013703228.1, XP_013644513.2
OG0009719	As001G027780	XP_013644491.1, XP_048630502.1, XP_048627513.1, XP_013666590.1, XP_022552845.1
OG0009720	As001G027960	XP_022569757.2, XP_013697829.2
OG0009721	As001G027970	XP_013666580.1
OG0009722	As001G028070	XP_013706427.2, XP_013698237.2
OG0009723	As001G028330	XP_048617768.1, XP_048591936.1, XP_013688119.1
OG0009724	As001G028340	XP_013649202.2, XP_013701674.2
OG0009725	As001G028740	XP_013643790.1, XP_013649162.2
OG0009726	As001G029100	XP_013674854.1, XP_048604192.1, XP_013722462.2, XP_022544803.2
OG0009727	As001G029130	XP_048591913.1, XP_048616163.1, XP_013723067.1
OG0009728	As001G029400	XP_048625603.1, XP_013660784.1, XP_048610728.1, XP_013698941.2
OG0009729	As001G029460	XP_013702592.2, XP_048603154.1, XP_013722441.1, XP_013705159.2
OG0009730	As001G029470	XP_013705161.2, XP_013702907.2, XP_013707510.1
OG0009731	As001G029660	XP_013641935.1, XP_048610662.1
OG0009732	As001G029700	XP_013751820.1, XP_048616494.1, XP_048616490.1, XP_013701965.1
OG0009733	As001G029770	NP_001303012.1, XP_048630976.1, NP_001302948.1, XP_048610622.1
OG0009734	As001G030310	XP_013661501.2, XP_013661504.2, XP_013664524.1, XP_022567155.2
OG0009735	As001G030340	XP_022548207.2, XP_013664523.1
OG0009736	As001G030500	XP_048625939.1, XP_013664519.2, XP_013661519.2, XP_048595694.1
OG0009737	As001G030590	XP_013688322.2, XP_048625934.1, XP_048625960.1, XP_013661527.2
OG0009738	As001G030870	XP_013659315.2, XP_048595705.1
OG0009739	As001G031020	XP_013689629.1, XP_013673354.1, XP_013659327.1, XP_013691445.1
OG0009740	As001G031150	XP_013686134.1, XP_013747814.1
OG0009741	As001G031560	XP_013661589.1, XP_013653829.1, XP_013707505.1
OG0009742	As001G031710	XP_013733039.1, XP_048595649.1, XP_013644568.1
OG0009743	As001G031730	XP_022564638.1, XP_013697712.2, XP_013677862.2, XP_048622327.1
OG0009744	As001G032270	XP_013739859.1, XP_022556509.2, XP_013697554.1, XP_013713768.1
OG0009745	As002G032450	XP_048612228.1, XP_013743529.1, XP_048612237.1, XP_048621041.1, XP_048597497.1
OG0009746	As002G032570	XP_048598158.1, XP_048600177.1, XP_048619639.1, XP_013706978.1
OG0009747	As002G032640	XP_013725718.2, XP_013706854.2, XP_013738088.1
OG0009748	As002G032950, As002G033130	XP_013747839.2, XP_013727367.2, XP_013691391.1
OG0009749	As002G033160	XP_013647869.2, XP_048634633.1, XP_013687792.1
OG0009750	As002G033590	XP_048631740.1, XP_013687766.2, XP_013727381.2, XP_013687762.2
OG0009751	As002G033610	XP_048611174.1, XP_022546870.2, XP_013647850.2, XP_013734500.2
OG0009752	As002G033630	XP_013734501.2, XP_013647853.2, XP_013747854.2, XP_013691774.1
OG0009753	As002G033650	XP_013739073.1, XP_013650891.2, XP_013647852.2, XP_013734502.2
OG0009754	As002G033690	XP_048634625.1, XP_048611171.1
OG0009755	As002G033700	XP_013687757.2, XP_048634622.1
OG0009756	As002G034150, As002G034120	XP_048632304.1, XP_048606146.1
OG0009757	As002G034470, As002G034560, As002G034630	XP_013684593.2, XP_013736037.2
OG0009758	As002G035300	XP_013707295.1, XP_048635969.1
OG0009759	As002G036030	XP_013640338.2, XP_013670512.1
OG0009760	As002G036650	XP_013750258.2, XP_048615229.1
OG0009761	As002G036850	XP_013648165.2, XP_013736130.1, XP_022575538.1, XP_013640176.2
OG0009762	As002G037130	XP_013750141.1, XP_022575526.2, XP_048608933.1, XP_013648172.2
OG0009763	As002G037850	XP_013640159.1, XP_013710359.2, XP_013648197.2
OG0009764	As002G038830	XP_013731712.1, XP_013749953.1, XP_048632341.1, XP_013696600.1
OG0009765	As002G040280	XP_013703280.2, XP_013742990.2
OG0009767	As002G041820	XP_013706288.2, XP_013717771.2
OG0009768	As002G041860	XP_013717772.1, XP_013706289.2
OG0009769	As002G041980	XP_013683949.1, XP_013684004.1
OG0009770	As002G042120	XP_013683951.1, XP_013684002.1
OG0009771	As002G042740	XP_013680743.3, XP_013680670.1
OG0009772	As002G043120	XP_013703077.2, XP_013640534.1, XP_013683314.1
OG0009773	As002G043130	XP_048598038.1, XP_013671082.1, XP_013640536.1, XP_013683316.1
OG0009774	As002G043360	XP_013702915.2, XP_048598684.1, XP_048604063.1
OG0009775	As002G043400	XP_013702979.2, XP_022564924.1, XP_048610390.1, XP_022568127.1
OG0009776	As002G043420	XP_048625165.1, XP_013667891.2, XP_013727387.1, XP_013738158.3
OG0009777	As002G043720	XP_048598696.1, XP_013719898.1, XP_013674764.1, XP_013709923.2
OG0009778	As002G043920	XP_048610201.1, XP_013712782.2, XP_022570881.1, XP_013640581.1
OG0009779	As002G044040	XP_013686461.3, XP_048623081.1
OG0009780	As002G044130	XP_048610187.1, XP_013714490.2
OG0009781	As002G044180	XP_013687305.1, XP_013733904.1, XP_013690664.1
OG0009782	As002G044290	XP_013712934.2, XP_048610111.1, XP_013690306.2, XP_013699665.2
OG0009783	As002G044610	XP_048598728.1, XP_013738361.1, XP_013733244.2
OG0009784	As002G044660	XP_048598735.1, XP_013709155.1
OG0009785	As002G044680	XP_013709320.1, XP_022551724.1, XP_022570875.1
OG0009786	As002G044700	XP_013666807.2, XP_013714857.1, XP_013686499.2, XP_013726088.1
OG0009787	As002G044750	XP_022548967.2, XP_013712691.1, XP_013733859.1
OG0009788	As002G044800	XP_048609868.1, XP_048603718.1, XP_013726809.1, XP_048624638.1, XP_022567140.2
OG0009789	As002G045070	XP_013714306.2, XP_013666805.2, XP_013726070.2, XP_013686536.2
OG0009790	As002G045320	XP_013666790.2, XP_013714569.2, XP_048604700.1
OG0009791	As002G045590	XP_013740346.1, XP_013733885.2, XP_013733487.1, XP_013733886.2
OG0009792	As002G045710	XP_022546871.2, XP_048624675.1, XP_013676255.2, XP_013686225.2
OG0009793	As002G045760	XP_048607694.1, XP_013674746.2, XP_048624741.1, XP_013665731.1
OG0009794	As002G045840	XP_048607701.1, XP_022571456.2, XP_013733882.1, XP_013682780.2
OG0009795	As002G046060	XP_013676238.2, XP_022548974.1, XP_013730830.2
OG0009796	As002G046380	XP_013719412.2, XP_013675668.1, XP_013685936.2
OG0009797	As002G046480	XP_013744374.2, XP_013671695.1
OG0009798	As002G046850	XP_013717154.2, XP_022548985.1, XP_013706954.1
OG0009799	As002G046990	XP_013714664.2, XP_013665749.1
OG0009800	As002G047380	XP_013666921.1, XP_048624609.1, XP_048629276.1, XP_013640667.2
OG0009801	As002G047470	XP_048608282.1, XP_013682703.2, XP_013685544.2, XP_013676174.1
OG0009802	As002G047580	XP_048608278.1, XP_022569996.2
OG0009803	As002G048050	XP_013734046.2, XP_022569860.1, NP_001303172.1
OG0009804	As002G048190	XP_013685226.2, XP_013725342.1, XP_013666984.2, XP_013734033.1
OG0009805	As002G048260	NP_001302533.1, XP_013740303.1, XP_013680632.2
OG0009806	As002G048460	XP_013732763.2, XP_048608248.1, XP_022549008.2, XP_013729105.1
OG0009807	As002G048510	XP_022554560.2, XP_013732818.2, XP_013665807.1, XP_013729123.1
OG0009808	As002G048640	XP_013667024.2, XP_022551663.1, XP_013685062.2
OG0009809	As002G049220	XP_013695659.2, XP_013665827.1, XP_013727656.2
OG0009810	As002G049380	XP_013691733.2, XP_013667086.2, XP_013683323.2, XP_048603042.1
OG0009811	As002G049420	XP_013713810.3, XP_013727654.2, XP_048624794.1, XP_013667093.2
OG0009812	As002G049450	XP_013665835.1, XP_022565548.1, XP_013681373.1, XP_013740327.2
OG0009813	As002G049820	XP_013683989.2, XP_048606647.1, XP_013722232.1, XP_013667111.2
OG0009814	As002G049900	XP_013722238.1, XP_022549029.2, XP_013683901.2, XP_048606615.1
OG0009815	As002G049920	XP_013716744.1, XP_013722228.1, XP_048628558.1, XP_048628626.1, XP_013682446.2
OG0009816	As002G050040	XP_013692444.2, XP_013663686.1
OG0009817	As002G050200	XP_013667440.2, XP_013724239.2, XP_013675689.2, XP_013671037.1
OG0009818	As002G050470	XP_022549297.1, XP_013667952.1, XP_013679521.1, XP_022561382.2
OG0009819	As002G050500	XP_048625860.1, XP_013679499.1, XP_013703334.1, XP_013668053.1, XP_013667958.1
OG0009820	As002G050970	XP_013752150.1, XP_048625707.1, XP_013676086.1, XP_013679350.1
OG0009821	As002G050990	XP_013727175.2, XP_013720820.1, XP_013716534.2
OG0009822	As002G051010	XP_048607886.1, XP_013716300.2, XP_013720759.2, XP_013666078.2
OG0009823	As002G051020	XP_013716363.2, XP_048625717.1, XP_048598339.1, XP_013720782.1
OG0009824	As002G051130	XP_013679316.1, XP_013676091.2, XP_013720799.1, XP_013668002.2
OG0009825	As002G051230	XP_013736243.1, XP_013653774.2, XP_013676098.2, XP_013679274.1, XP_048625218.1, XP_013727174.2
OG0009826	As002G051260	XP_013676099.2, XP_013679259.2, XP_013653775.1
OG0009827	As002G051330	XP_013716473.2, XP_013653777.1, XP_013727163.2
OG0009828	As002G051720	XP_013681339.2, XP_013720819.1, XP_013668060.1
OG0009829	As002G051770	XP_022564903.1, XP_013653801.1, XP_013726176.1
OG0009830	As002G052170	XP_013668099.2, XP_013711400.1
OG0009831	As002G052250	XP_013668107.2, XP_013711842.1, XP_048625418.1, XP_013661889.2
OG0009832	As002G052330	XP_013711240.1, XP_013668115.2, XP_013678964.1
OG0009833	As002G052390	XP_013666117.2, XP_013710183.1, XP_013678937.1, XP_048602741.1, XP_048602748.1
OG0009834	As002G052900, As002G052890	XP_022567231.2, XP_013668149.1
OG0009835	As002G053130	XP_048602764.1, NP_001302517.1, XP_013714677.2, XP_048626997.1, XP_048625343.1, XP_048626996.1, XP_048598400.1
OG0009836	As002G053750	XP_013680314.2, XP_013680310.1, XP_048625369.1, XP_013737486.2
OG0009837	As002G053760	XP_013643161.1, XP_048595453.1
OG0009838	As002G053960	XP_013680323.1, XP_013740143.1, XP_013715674.2
OG0009839	As002G054340	XP_048598435.1, XP_013702266.1
OG0009840	As002G054480	XP_013686947.1, XP_048603308.1, XP_048625065.1, XP_013680353.2
OG0009841	As002G054820	XP_013718965.1, XP_022553958.1, XP_013680416.2, XP_048624948.1, XP_048623134.1
OG0009842	As002G054900	XP_013675739.2, XP_022554000.1, XP_048623140.1
OG0009843	As002G055110	XP_013746768.1, XP_013715746.1, NP_001303019.1, XP_048602677.1
OG0009844	As002G055280	XP_013740105.2, XP_013701880.1, XP_013746777.1, XP_013715605.1
OG0009845	As003G055690	XP_022574792.1, XP_013712465.2, XP_013721660.1
OG0009846	As003G055840	XP_013677033.1, XP_013741486.1, XP_013724110.2, XP_013676775.2
OG0009847	As003G056160	XP_048632790.1, XP_013723400.1, XP_013711905.1
OG0009848	As003G056710	XP_013669847.2, XP_048638266.1, XP_048618901.1, XP_048632806.1
OG0009849	As003G056730	XP_013671094.2, XP_022569640.2
OG0009850	As003G056890	XP_048638317.1, XP_048601438.1
OG0009851	As003G057180	NP_001302736.1, XP_013700779.1, XP_022555800.2, XP_013656031.2
OG0009852	As003G057380	XP_013715855.1, XP_013656062.2
OG0009853	As003G057640	XP_048629701.1, XP_013656049.2, XP_048607322.1, XP_013672680.1, XP_013729798.1
OG0009854	As003G057760	XP_048607324.1, XP_013678612.2, XP_013718523.3, XP_013672695.1, XP_048590756.1
OG0009855	As003G058110	XP_013734337.1, XP_013685669.2, XP_022570758.1
OG0009856	As003G059000	XP_022569369.2, XP_013656142.2, XP_013685703.2
OG0009857	As003G059080	XP_013717511.2, XP_048626940.1, XP_022572537.2, XP_013734977.1, XP_013671129.2
OG0009858	As003G059810	XP_022550367.1, XP_013642971.2
OG0009859	As003G059980	XP_013717273.1, XP_048620285.1, XP_048626944.1
OG0009860	As003G061010	XP_013737591.1, XP_022572579.1
OG0009861	As003G061030	XP_013737708.2, XP_013667181.1
OG0009862	As003G061410	XP_013669927.1, XP_013695248.1, XP_013694168.1, XP_013741438.1
OG0009863	As003G061500	XP_013660000.2, XP_013695825.1, XP_013669932.1
OG0009864	As003G061550, As003G061530, As003G061540	XP_048599614.1, XP_048599532.1, XP_048602111.1
OG0009865	As003G062180	XP_048597341.1, XP_013671500.2
OG0009866	As003G062290	XP_048635146.1, XP_048614467.1, XP_013727089.1, NP_001302980.1, XP_013722616.1, XP_048613042.1
OG0009867	As003G063000	XP_013639906.2, XP_013663761.2, XP_048614789.1
OG0009868	As003G063240	XP_013717457.2, XP_013749787.1
OG0009869	As003G063330	XP_048621700.1, XP_013714940.2, XP_013662189.2, XP_013655501.2
OG0009870	As003G063340	XP_013662187.2, XP_013715109.2
OG0009871	As003G063380	XP_048624599.1, XP_013666939.3, XP_048617126.1
OG0009872	As003G063940	XP_013702397.1, XP_048637757.1
OG0009873	As003G064790	XP_022565730.1, XP_013706434.1, XP_048635136.1, XP_013711180.1
OG0009874	As003G065500	XP_013660672.1, XP_013702062.1
OG0009875	As003G066330	XP_048592822.1, XP_013714502.2, XP_013743957.2
OG0009876	As003G066780	XP_013667417.2, XP_013702760.2, XP_022556484.1
OG0009877	As003G068460	XP_013713914.1, XP_013692227.1, XP_013653245.2
OG0009878	As003G069330, As008G190140	XP_013685400.1, XP_013656920.1
OG0009879	As003G069930	XP_048614872.1, XP_048606222.1, XP_013656899.2
OG0009880	As003G070130	NP_001302935.1, XP_022545870.2, XP_013731561.2, XP_013653173.1
OG0009881	As003G070150	XP_013731552.2, XP_013653174.1, XP_022554235.1, XP_013685070.2
OG0009882	As003G070330	XP_013718049.2, XP_022545242.1, XP_013659663.2, XP_013656723.2
OG0009883	As003G070470	XP_013718054.1, XP_013662587.1, XP_022569567.1
OG0009884	As003G070480	XP_013671433.1, XP_013656829.2, XP_022569566.1, XP_013662586.1
OG0009885	As003G070790	XP_048592572.1, XP_013655366.1, XP_013665984.1
OG0009886	As003G070840	XP_013712995.1, XP_013707769.1, XP_013659631.1
OG0009887	As003G070860	XP_013662473.1, XP_048593859.1, XP_013714592.1
OG0009888	As003G071070	XP_013656802.2, XP_013736664.1, XP_013732819.1, XP_022544413.1
OG0009889	As003G071320	XP_013705946.1, XP_013658421.2, XP_022545240.2
OG0009890	As003G071540	XP_013718320.2, XP_048620378.1, XP_013659417.1, XP_013647469.1
OG0009891	As003G071690	XP_013670573.2, XP_048634640.1, XP_013656457.2, XP_022555759.1, XP_048607267.1
OG0009892	As003G071730	XP_022572816.1, XP_013643258.3, XP_048634615.1, XP_013670565.2
OG0009893	As003G072440	XP_013733363.2, XP_013673602.1, XP_013644981.1, XP_013745316.1
OG0009894	As003G072550	XP_048601019.1, XP_013665420.2, XP_013705642.2, XP_013749412.1
OG0009895	As003G072880	XP_013715859.1
OG0009896	As003G072900	XP_013749424.1, XP_048619370.1, XP_013685615.2, XP_048608889.1, XP_013656631.2
OG0009897	As003G072980	XP_048601000.1, XP_048634175.1, XP_013706127.1, XP_022575314.1
OG0009898	As003G073060	XP_048600996.1, XP_048634126.1
OG0009899	As003G073220	XP_022550144.1, XP_013734198.1
OG0009900	As003G073240	XP_013656618.2, XP_013685626.2, XP_048630641.1, XP_013665255.1, XP_022550143.2
OG0009901	As007G179610	XP_013743653.2, XP_048612311.1
OG0009902	As003G073540	XP_013723053.2, XP_013722999.2, XP_013703151.1
OG0009903	As003G073680, As007G179700	XP_013672817.2, XP_013708518.2, XP_013685214.2, XP_048608772.1
OG0009904	As003G073760	XP_013689642.2, XP_022550126.2
OG0009905	As003G073880	XP_013728982.1, XP_048619405.1, XP_013656592.1, XP_022555732.1
OG0009906	As003G074070	XP_013728781.2, XP_022572265.1, XP_013655009.2, XP_022555727.1
OG0009907	As003G074140	XP_048631042.1, XP_013680032.1, XP_048593801.1, XP_013669033.2, XP_013723020.2
OG0009908	As003G074260	XP_013656576.2, XP_048631049.1, XP_048607483.1, XP_013723021.2, XP_022572106.2
OG0009909	As003G074390	XP_013736521.1, XP_048633812.1
OG0009910	As003G074440	XP_013684520.2, XP_048607476.1, XP_048593810.1
OG0009911	As003G074700	XP_013733571.1, XP_013733573.2
OG0009912	As003G074970	XP_013665111.1, XP_022545832.2, XP_013686332.2
OG0009913	As003G075040	XP_048633633.1, XP_013735997.1, XP_013656550.2, XP_048593817.1
OG0009914	As003G075460	XP_048633547.1, XP_013735776.2, XP_013677385.1, XP_013656710.2
OG0009915	As003G075810	XP_013706510.1, XP_013644923.2, XP_013702047.1, XP_048593830.1
OG0009916	As003G075910	XP_013656677.2, XP_013700763.1, XP_013705219.1
OG0009917	As003G076650	XP_048598148.1, XP_048600173.1
OG0009918	As004G076730	XP_048628133.1, XP_048631170.1, XP_048616504.1
OG0009919	As004G076780	NP_001302911.1, XP_048621501.1
OG0009920	As004G077800	XP_013732789.1, XP_013647733.2, XP_013725654.1, XP_022573765.2
OG0009921	As004G078320	XP_013746717.2, XP_022552042.1, XP_013700229.1, XP_048592881.1
OG0009922	As004G078370	XP_013678477.1, XP_013647754.2, XP_013728614.2, XP_013743170.2
OG0009923	As004G078480	XP_013647757.2, XP_048592884.1, XP_013688658.2, XP_022544399.2
OG0009924	As004G078770	XP_013685510.1, XP_048626790.1, XP_048629169.1, XP_048636600.1
OG0009925	As004G079050	XP_022574943.2, XP_013691853.2, XP_048608452.1, XP_048631305.1
OG0009926	As004G079100	XP_013741717.2, XP_013670193.1, XP_013723392.1
