Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_NCBI
OG0008587	As001G024880	XP_002876935.1
OG0008588	As001G024960	XP_020880390.1
OG0008589	As001G025100	XP_020880634.1
OG0008590	As001G025420	XP_020880967.1
OG0008591	As001G025540	XP_020880230.1
OG0008592	As001G025780	XP_020880413.1
OG0008593	As001G025800	XP_020881618.1
OG0008594	As001G026030	XP_002875359.1
OG0008595	As001G026150	XP_020880279.1
OG0008596	As001G026230	XP_020881033.1
OG0008597	As001G026720	XP_002875402.1
OG0008598	As001G026730	XP_002875403.1
OG0008599	As001G027020	XP_020879744.1
OG0008600	As001G027040	XP_020880258.1
OG0008601	As001G027250	XP_020881954.1
OG0008602	As001G027370	XP_002875475.1
OG0008603	As001G027390	XP_002877137.1
OG0008604	As001G027840	XP_002877174.2, XP_020882324.1
OG0008605	As001G027860	XP_002875515.1
OG0008606	As001G028920	XP_020891676.1
OG0008607	As001G029150	XP_002876899.1
OG0008608	As001G029290	XP_020889692.1
OG0008609	As001G029480	XP_020891211.1
OG0008610	As001G030220	XP_002887868.1
OG0008611	As001G030290	XP_020890379.1
OG0008612	As001G030570	XP_002887890.1
OG0008613	As001G030600	XP_002887892.1
OG0008614	As001G030840	XP_002887921.1
OG0008615	As001G030950	XP_020891548.1
OG0008616	As001G031050	XP_020891384.1
OG0008617	As001G031420, As001G031440	XP_002886416.1, XP_002886413.2, XP_002886406.2
OG0008618	As001G031430	XP_002886415.1, XP_002886405.1, XP_020890362.1
OG0008619	As001G031660	XP_002886441.1
OG0008620	As001G031990	XP_020891587.1
OG0008621	As002G032320	XP_002884916.1
OG0008622	As002G049150, As002G032530	XP_020883257.1
OG0008623	As002G033140, As002G032960	XP_002881762.1
OG0008624	As002G033460	XP_020884298.1
OG0008625	As002G033520	XP_020884137.1
OG0008626	As002G034200	XP_020886599.1
OG0008627	As005G108520	XP_020879580.1
OG0008628	As002G035500	XP_020886431.1
OG0008629	As002G036150	XP_002882690.1
OG0008630	As002G036470	XP_002884817.1
OG0008631	As002G036760	XP_020887368.1
OG0008632	As002G037280	XP_002884847.1
OG0008633	As002G037390	XP_020888213.1
OG0008634	As002G037840	XP_020888254.1, XP_020888252.1
OG0008635	As002G038010	XP_020888201.1
OG0008636	As002G038040	XP_020888199.1
OG0008637	As002G038620	XP_020888278.1
OG0008638	As002G038930	XP_020888234.1
OG0008639	As002G040600	XP_002865764.1
OG0008640	As002G042000	XP_020871330.1, XP_020882581.1
OG0008641	As002G042240	XP_002865797.1
OG0008642	As002G042340	XP_002865818.1
OG0008643	As002G042670	XP_002865826.1
OG0008644	As002G042720	XP_002865829.1
OG0008645	As002G042820	XP_002864092.1
OG0008646	As002G043610	XP_020884727.1
OG0008647	As002G043710, As002G043700	XP_002864133.1
OG0008648	As002G044420	XP_002865926.1
OG0008649	As002G044670	XP_002864200.1
OG0008650	As002G044820	XP_002865955.1
OG0008651	As002G044940	XP_002864216.1
OG0008652	As002G045000	XP_020877901.1
OG0008653	As002G045240	XP_020872011.1
OG0008654	As002G045260	XP_020866586.1
OG0008655	As002G045340	XP_020885204.1
OG0008656	As002G045360	XP_020871302.1
OG0008657	As002G045520	XP_020890010.1, XP_020871255.1
OG0008658	As002G045820	XP_002864273.1
OG0008659	As002G045910	XP_002866029.2
OG0008660	As002G046070	XP_020870600.1
OG0008661	As002G046130	XP_002866040.1
OG0008662	As002G046740	XP_002864367.1
OG0008663	As002G046970	XP_002866077.1
OG0008664	As002G047040	XP_002866082.1
OG0008665	As002G047300	XP_002864397.1
OG0008666	As002G047390	XP_020871114.1
OG0008667	As002G047400	XP_002864403.1
OG0008668	As002G047860	XP_002864434.1
OG0008669	As002G048090	XP_020871324.1
OG0008670	As002G048110	XP_002866138.1
OG0008671	As002G048250	XP_002866155.1
OG0008672	As002G048450	XP_020885454.1
OG0008673	As002G048470	XP_020888738.1
OG0008674	As002G048630	XP_002866175.1
OG0008675	As002G048800	XP_020885786.1
OG0008676	As002G048890	XP_020866733.1
OG0008677	As002G049000	XP_020871616.1
OG0008678	As002G049290	XP_002864522.1
OG0008679	As002G049560	XP_020870801.1
OG0008680	As002G049830	XP_002866245.1
OG0008681	As002G049840	XP_002864546.1
OG0008682	As002G049990	XP_020882963.1
OG0008683	As002G050190	XP_002863831.1
OG0008684	As002G050210	XP_020871317.1
OG0008685	As002G050350	XP_020878060.1
OG0008686	As002G050370	XP_002871558.1
OG0008687	As002G050560	XP_002871546.1
OG0008688	As002G050590	XP_020878896.1
OG0008689	As002G050610	XP_002871544.2
OG0008690	As002G050650	XP_020876649.1
OG0008691	As002G050920	XP_002873565.1
OG0008692	As002G050930	XP_020875810.1
OG0008693	As002G051080	XP_002873554.1
OG0008694	As002G051290	XP_002873540.1
OG0008695	As002G051380	XP_002873534.1
OG0008696	As002G051430	XP_020878856.1
OG0008698	As002G051930	XP_020876789.1
OG0008699	As002G052500	XP_002873472.1
OG0008700	As012G274060, As002G052790	XP_002873461.1
OG0008701	As002G052930	XP_020876706.1
OG0008702	As002G053160	XP_020879428.1, XP_002873442.1
OG0008703	As002G053450	XP_002873428.1
OG0008704	As002G053590	XP_020877966.1
OG0008705	As002G053670	XP_020879534.1
OG0008706	As002G053930	XP_020877302.1
OG0008707	As002G054190	XP_002871352.1
OG0008708	As002G054210	XP_002873373.1
OG0008709	As002G054460	XP_020878144.1
OG0008710	As002G054660	XP_002873348.1
OG0008711	As002G054890	XP_002873333.1
OG0008712	As002G054920	XP_020876613.1
OG0008713	As002G055000	XP_020878020.1
OG0008714	As002G055200	XP_002871278.1
OG0008715	As003G055620	XP_002868078.1
OG0008716	As004G089690, As003G056010	XP_002870092.1
OG0008718	As003G056140	XP_020872424.1
OG0008719	As003G056170	XP_002868035.1
OG0008720	As003G056180	XP_002870083.1
OG0008721	As003G056340	XP_020874070.1
OG0008722	As003G056510	XP_002870069.1
OG0008723	As003G057220	XP_002867978.1
OG0008724	As004G087920	XP_020867529.1
OG0008725	As003G057580	XP_020874534.1
OG0008726	As003G057610	XP_002869997.1
OG0008727	As003G057770	XP_002867938.2
OG0008728	As003G057840	XP_020874296.1
OG0008729	As003G057860	XP_002867932.1
OG0008730	As003G058190	XP_002867898.1
OG0008731	As003G058220	XP_020872857.1
OG0008732	As003G058400	XP_020872465.1
OG0008733	As004G086690, As003G058690, As003G058650	XP_002869928.1
OG0008734	As003G058950	XP_002869913.2
OG0008735	As003G059090	XP_020886920.1, XP_020875595.1
OG0008736	As003G059480	XP_002869886.1
OG0008737	As003G059850	XP_020873558.1
OG0008738	As003G060570	XP_002867758.1
OG0008739	As004G085080, As003G060630	XP_020877685.1
OG0008740	As003G060690	XP_020873637.1
OG0008741	As003G060880	XP_020873428.1
OG0008742	As003G060970	XP_002867739.1
OG0008743	As003G060990	XP_020873599.1
OG0008744	As003G061130	XP_020873421.1
OG0008745	As003G061490	XP_020873419.1
OG0008746	As003G061620	XP_002887304.2
OG0008747	As003G061970	XP_002869758.1
OG0008748	As004G083660, As003G062650	XP_002872510.1
OG0008749	As003G062840, As012G271210	XP_002893773.1
OG0008750	As003G063220	XP_020868478.1
OG0008751	As003G063300	XP_020868483.1
OG0008752	As003G063360	XP_020870382.1
OG0008753	As003G063500	XP_020870139.1
OG0008754	As003G063830	XP_020869395.1
OG0008755	As003G064530	XP_002893992.1
OG0008756	As003G064550	XP_002891292.1
OG0008757	As003G065960, As003G065970	XP_020869260.1
OG0008758	As003G066170	XP_020868860.1
OG0008759	As003G067890	XP_002893494.1
OG0008760	As003G068780	XP_002893517.1
OG0008761	As003G069490, As010G240240	XP_002888926.1
OG0008763	As003G069900	XP_002890801.1
OG0008764	As003G070230	XP_020867531.1
OG0008765	As003G071240	XP_002890885.1
OG0008766	As003G071410	XP_020869701.1
OG0008767	As003G071550	XP_002893652.1
OG0008768	As003G071640	XP_020867863.1
OG0008769	As003G072030	XP_020875052.1
OG0008770	As003G072060	XP_020874956.1
OG0008771	As003G072300	XP_002869047.1
OG0008772	As003G072670	XP_020874307.1
OG0008773	As003G072950	XP_002869025.1
OG0008774	As003G073260	XP_020872293.1
OG0008775	As003G073360	XP_002869002.1
OG0008776	As003G073420	XP_020874971.1
OG0008777	As003G073460	XP_020875640.1
OG0008778	As003G074110	XP_002868962.1
OG0008779	As003G074130	XP_002866930.1
OG0008780	As003G074410	XP_020872846.1
OG0008781	As003G074570	XP_002868943.1
OG0008782	As003G074590	XP_020872367.1, XP_002866909.1
OG0008783	As003G074860	XP_020874393.1
OG0008784	As003G075590	XP_020872550.1
OG0008785	As004G076900	XP_002867489.1
OG0008786	As004G076920	XP_020874640.1
OG0008787	As004G077020	XP_020875059.1
OG0008788	As004G077640	XP_002870862.1
OG0008789	As004G077680	XP_020891374.1
OG0008790	As004G078190	XP_002870798.1
OG0008791	As004G078710	XP_002893669.1
OG0008792	As004G079270	XP_002871174.1
OG0008793	As004G079420	XP_002893702.1
OG0008794	As004G079970	XP_020883711.1, XP_020883501.1
OG0008795	As004G080160	XP_002874578.1, XP_020876310.1
OG0008796	As004G081320	XP_020882856.1
OG0008797	As004G081830	XP_002863668.1, XP_002862895.2, XP_002862894.1, XP_002863670.1
OG0008798	As004G082140	XP_002863705.1
OG0008799	As004G082210	XP_020871843.1
OG0008800	As004G082550	XP_020883901.1
OG0008801	As004G082920	XP_002865562.1
OG0008802	As004G083670	XP_002874623.1
OG0008803	As004G084330	XP_020878308.1
OG0008804	As004G084900	XP_002874741.1
OG0008805	As004G085040	XP_020877697.1
OG0008806	As004G085140	XP_020877728.1
OG0008807	As004G085170	XP_002874771.1
OG0008808	As004G085340	XP_020877750.1
OG0008809	As004G085880	XP_020878411.1
OG0008810	As004G086170	XP_020876407.1
OG0008811	As004G086240	XP_020876448.1, XP_002867858.1
OG0008812	As004G086700	XP_002865365.1
OG0008813	As004G086750	XP_002863566.1
OG0008814	As004G087130	XP_020891092.1
OG0008815	As004G087430	XP_002863535.1, XP_002865286.1
OG0008816	As004G087830	XP_002863489.1
OG0008817	As004G088310	XP_020871630.1
OG0008818	As004G088380	XP_002865219.1
OG0008819	As004G089190	XP_020868342.1
OG0008820	As004G089240	XP_002865162.1
OG0008821	As004G089610	XP_020887097.1
OG0008822	As004G090130	XP_002863326.1
OG0008823	As004G090140	XP_020884195.1
OG0008824	As004G092100	XP_020873163.1
OG0008825	As004G092980	XP_002863290.1
OG0008826	As004G093630	XP_020876124.1
OG0008827	As004G093740	XP_002863159.2
OG0008828	As004G094340	XP_002863127.1
OG0008829	As004G094420	XP_002885629.1
OG0008830	As004G095210	XP_002868304.1
OG0008831	As004G095280	XP_002868296.1
OG0008832	As004G095380	XP_002868291.1
OG0008833	As004G095860	XP_020874697.1
OG0008834	As004G096200	XP_002868223.2
OG0008835	As004G096230	XP_020875428.1
OG0008836	As004G096560	XP_020872794.1
OG0008837	As004G096600	XP_002868198.1
OG0008839	As004G097450, As004G097780	XP_002868619.1
OG0008840	As004G097470, As008G190170	XP_002868644.2
OG0008841	As004G097710	XP_002870652.1
OG0008842	As004G097730	XP_020875424.1
OG0008843	As004G098060	XP_002868585.1
OG0008844	As004G098280	XP_020875603.1
OG0008845	As004G098350	XP_002870604.2
OG0008846	As005G098680	XP_020883158.1
OG0008847	As005G098760	XP_020874861.1, XP_020884407.1
OG0008848	As005G098810	XP_002882136.1, XP_020874885.1
OG0008849	As005G100300	XP_002880260.1
OG0008850	As005G100380	XP_002880255.1
OG0008851	As005G100510	XP_020884075.1
OG0008852	As005G100930	XP_002880221.1
OG0008853	As005G101000	XP_002882050.1
OG0008854	As005G101330	XP_020885574.1
OG0008855	As005G101710	XP_020882833.1
OG0008856	As005G101930	XP_002882001.1
OG0008857	As005G102000	XP_002880158.1
OG0008858	As005G102080	XP_002880154.1
OG0008859	As012G286140, As005G102540	XP_020882474.1
OG0008860	As005G103010	XP_002880093.1
OG0008861	As005G103150	XP_002880080.1
OG0008862	As005G103190	XP_020885056.1
OG0008863	As005G103200	XP_020882654.1
OG0008864	As005G103400	XP_020884221.1
OG0008865	As005G104000	XP_020883301.1
OG0008866	As005G104260	XP_020885826.1
OG0008867	As005G104370	XP_020880567.1
OG0008869	As005G104890	XP_002862495.1, XP_002879984.1
OG0008870	As005G104920	XP_002881841.1, XP_002862496.1
OG0008871	As005G104960	XP_002879982.1
OG0008872	As005G105000	XP_002871491.1
OG0008873	As005G105460	XP_020884034.1
OG0008874	As005G105770	XP_020884199.1
OG0008875	As005G106130	XP_020883889.1
OG0008876	As005G106140	XP_020883886.1
OG0008877	As005G106690	XP_002870929.1
OG0008878	As005G106830	XP_020876846.1
OG0008879	As005G106880	XP_002870938.1
OG0008880	As005G106970, As005G106960	XP_020876700.1
OG0008881	As005G107490	XP_002870972.1
OG0008882	As005G107760	XP_002870987.1
OG0008883	As005G108060	XP_020877442.1
OG0008884	As005G108590	XP_020879145.1
OG0008885	As005G108710	XP_020878220.1
OG0008886	As005G108880	XP_020876684.1
OG0008887	As005G109250	XP_020878499.1
OG0008888	As005G109920	XP_020877967.1
OG0008889	As005G110230	XP_002873955.1
OG0008890	As005G110460	XP_002873958.2
OG0008891	As005G110610	XP_002871903.1
OG0008892	As005G111310	XP_002871924.1
OG0008893	As005G111360	XP_002871925.1
OG0008894	As005G111650	XP_002871905.1
OG0008895	As005G111820	XP_002874000.1
OG0008896	As008G192090	XP_002866399.2
OG0008897	As005G112420	XP_002871962.2
OG0008898	As005G112450	XP_020877927.1
OG0008899	As005G112710	XP_020877224.1
OG0008900	As005G112920	XP_002871976.1
OG0008901	As005G112950	XP_002874035.2
OG0008902	As005G113110	XP_020877824.1
OG0008903	As005G113320	XP_002874065.1
OG0008904	As005G113360	XP_020875807.1
OG0008905	As005G113710	XP_002874096.1
OG0008906	As005G113870	XP_002872028.1
OG0008907	As005G114030	XP_002866391.2
OG0008908	As005G114450	XP_020887607.1
OG0008909	As005G114520	XP_002866581.1
OG0008910	As005G114660	XP_020884068.1
OG0008911	As005G114670	XP_020884083.1
OG0008912	As005G114750	XP_020884140.1, XP_002862718.1
OG0008913	As005G114820	XP_020871499.1
OG0008914	As005G114900	XP_002866346.1
OG0008915	As005G115290	XP_002864612.1, XP_002863037.1
OG0008916	As010G224270, As005G115400	XP_020874688.1, XP_020871089.1
OG0008917	As005G115610	XP_002866338.1
OG0008918	As005G115750	XP_020870133.1
OG0008919	As005G115810	XP_020885125.1
OG0008920	As005G115850	XP_020871705.1
OG0008921	As005G115890	XP_020871288.1, XP_020872986.1
OG0008922	As005G116720	XP_020869831.1
OG0008923	As005G116780	XP_002864871.1
OG0008924	As005G116820	XP_020870699.1
OG0008925	As005G116880	XP_002864878.1
OG0008926	As005G117200	XP_020870016.1, XP_020883691.1
OG0008926	As005G117190	XP_020883686.1
OG0008927	As005G117330	XP_020879555.1
OG0008928	As005G117630	XP_002864912.1
OG0008929	As005G117790	XP_020871889.1
OG0008930	As005G118120	XP_020884850.1
OG0008931	As005G118210	XP_002864940.1
OG0008932	As005G118230	XP_002866651.1
OG0008933	As005G118980	XP_002864987.2
OG0008934	As005G119070	XP_002864994.1
OG0008935	As005G119240	XP_002866705.1
OG0008936	As005G119360	XP_020882263.1
OG0008937	As005G119710	XP_020871940.1
OG0008938	As005G119860	XP_020866132.1
OG0008939	As005G119870	XP_020883213.1
OG0008940	As005G120000	XP_002865052.1
OG0008941	As005G120250	XP_020889340.1
OG0008942	As005G120320	XP_002865067.1
OG0008943	As005G120350	XP_002865069.1
OG0008944	As005G120520	XP_020868073.1
OG0008945	As005G120660	XP_020883935.1
OG0008946	As005G120880	XP_002866780.1
OG0008947	As006G121320	XP_020878086.1
OG0008948	As006G121330	XP_002892043.1
OG0008949	As006G121570	XP_002872956.2
OG0008950	As006G121650	XP_020878834.1
OG0008951	As006G121670	XP_020876519.1
OG0008952	As006G121800	XP_002872896.1
OG0008953	As006G122120	XP_020879449.1
OG0008954	As006G122350	XP_020878933.1
OG0008955	As006G122870	XP_002874943.1
OG0008956	As006G122950	XP_002880726.1
OG0008957	As006G123090	XP_020879162.1
OG0008958	As006G123550	XP_020878174.1
OG0008959	As006G123680	XP_020879176.1
OG0008960	As006G123860	XP_020876356.1
OG0008961	As006G123880	XP_020876403.1
OG0008962	As006G124700, As006G125370	XP_020882947.1
OG0008963	As006G124740	XP_002863628.1
OG0008964	As006G124760	XP_020871619.1
OG0008965	As006G124970	XP_020871090.1
OG0008966	As006G125010	XP_002865417.1
OG0008967	As006G125410	XP_020884400.1
OG0008968	As006G125490	XP_020885627.1, XP_020886883.1
OG0008969	As006G125560	XP_002879442.1
OG0008970	As006G125940	XP_020884312.1
OG0008971	As006G126000	XP_020884464.1
OG0008972	As006G126210	XP_020882868.1
OG0008973	As006G126240	XP_002879396.1
OG0008974	As006G126270	XP_002881230.1
OG0008975	As006G126750, As007G153780	XP_002894568.1
OG0008976	As006G126800	XP_002879355.2, XP_002865329.1, XP_002862935.1, XP_002879354.1
OG0008977	As006G127280	XP_002881174.1
OG0008978	As006G127390	XP_020883393.1
OG0008979	As006G127540	XP_002881157.1
OG0008980	As006G127750	XP_020884623.1
OG0008981	As006G127910	XP_002879276.1
OG0008982	As006G128240	XP_002881097.1
OG0008983	As006G128280	XP_002881092.1, XP_002862558.2
OG0008984	As006G128900	XP_020883963.1
OG0008985	As006G129120	XP_020882830.1
OG0008986	As006G129140	XP_002881026.2, XP_002862801.2
OG0008987	As006G129300	XP_020885601.1
OG0008988	As006G129340	XP_020885054.1
OG0008989	As006G129590	XP_002880999.1
OG0008990	As006G129630	XP_002879170.1
OG0008991	As006G129880	XP_020884453.1
OG0008992	As006G129950	XP_020884515.1
OG0008993	As006G130070	XP_002880951.1
OG0008994	As006G130350	XP_002880971.1
OG0008995	As006G130360	XP_002879140.1
OG0008996	As006G130760	XP_020884278.1
OG0008997	As006G130820	XP_002880904.2
OG0008998	As006G130860	XP_002880911.1
OG0008999	As006G130940	XP_002880921.1
OG0009000	As006G131400	XP_020877676.1, XP_002880886.1
OG0009001	As006G131550	XP_020882815.1
OG0009002	As006G132080	XP_020883367.1
OG0009003	As006G132180	XP_020885042.1
OG0009004	As006G132280	XP_020874347.1
OG0009005	As006G132310	XP_002867503.1
OG0009006	As006G132590	XP_002869580.1
OG0009007	As006G132800	XP_020887381.1
OG0009008	As006G132820	XP_002884279.1
OG0009009	As006G132830	XP_020886095.1
OG0009010	As006G132920, As008G184190	XP_020887863.1
OG0009011	As006G132930	XP_020886882.1
OG0009012	As006G133240	XP_020887817.1
OG0009013	As006G134080	XP_002867567.1
OG0009014	As006G134370	XP_020873765.1
OG0009015	As006G134500	XP_020873835.1
OG0009016	As006G134920	XP_020886317.1
OG0009017	As006G135170	XP_002884306.1
OG0009018	As006G135550	XP_020887334.1
OG0009019	As006G135610	XP_020886871.1
OG0009020	As006G135840	XP_002882254.1
OG0009021	As006G135930	XP_020887905.1
OG0009022	As006G136080	XP_002884353.1
OG0009023	As006G136150	XP_020887187.1
OG0009024	As006G136160	XP_002884361.1
OG0009025	As006G136460	XP_020888670.1
OG0009026	As006G136720	XP_020888931.1
OG0009027	As006G137270	XP_020887037.1
OG0009028	As006G137330	XP_002884425.1
OG0009029	As006G137340	XP_020887019.1
OG0009030	As006G137480	XP_020888614.1
OG0009031	As006G137660	XP_020886790.1
OG0009032	As006G137830	XP_020888471.1
OG0009033	As009G207100, As006G137860	XP_020888964.1
OG0009034	As006G137910	XP_020888960.1
OG0009035	As006G138100	XP_002882379.1
OG0009036	As006G138400	XP_020886887.1
OG0009037	As006G138450	XP_002884494.1
OG0009038	As006G139040	XP_020887072.1
OG0009039	As006G139060	XP_020887063.1
OG0009040	As006G139590	XP_020887652.1
OG0009041	As006G139860	XP_020886810.1
OG0009042	As006G140160	XP_020886774.1
OG0009043	As006G140280	XP_020887671.1
OG0009044	As006G140540	XP_020885978.1
OG0009045	As006G140780, As009G208470	XP_002884625.1
OG0009046	As009G208490, As006G140790	XP_002865681.1
OG0009047	As006G141030	XP_020886553.1
OG0009048	As006G141060	XP_020887489.1
OG0009049	As006G141080	XP_020889414.1
OG0009050	As006G141670	XP_002882558.2
OG0009051	As006G141700	XP_020884429.1
OG0009052	As006G141800	XP_002883470.1
OG0009053	As006G141810	XP_020887426.1
OG0009054	As006G141880	XP_020889252.1
OG0009055	As006G142230	XP_020869974.1
