Orthogroup	Cardamine_hirsuta	Arabidopsis_thaliana
OG0007470	CARHR208030	AT5G05210.1
OG0007471	CARHR208460	AT5G04820.1
OG0007472	CARHR208720	AT5G04550.1
OG0007473	CARHR208980	AT5G04310.1
OG0007474	CARHR209080	AT5G04180.1
OG0007475	CARHR084670	AT3G10190.1
OG0007476	CARHR209360	AT5G03900.2
OG0007477	CARHR209420	AT5G03840.1
OG0007478	CARHR209760	AT5G03560.2
OG0007479	CARHR209930	AT5G03415.1
OG0007480	CARHR209940	AT3G46100.1, AT5G03406.1
OG0007482	CARHR210170	AT5G03180.2
OG0007483	CARHR210200	AT5G03160.1
OG0007484	CARHR210250	AT5G03080.1
OG0007485	CARHR210630	AT5G02750.1
OG0007487	CARHR210830	AT5G02530.1
OG0007488	CARHR211000	AT5G02410.1
OG0007489	CARHR210990	AT5G02420.1
OG0007490	CARHR210980	AT5G02430.1
OG0007491	CARHR210900	AT5G02480.1
OG0007492	CARHR211160	AT5G02220.1
OG0007493	CARHR211410	AT5G01090.1
OG0007494	CARHR211420	AT5G01100.1
OG0007495	CARHR211550	AT5G01220.1
OG0007496	CARHR211600	AT5G01260.2
OG0007497	CARHR211700	AT5G01340.1
OG0007498	CARHR212210	AT5G01860.1
OG0007499	CARHR213330	AT5G41040.1
OG0007500	CARHR212770	AT5G41800.1
OG0007501	CARHR212660	AT5G41900.1
OG0007502	CARHR212520	AT5G42050.1
OG0007503	CARHR074620	AT1G79870.1
OG0007504	CARHR074050	AT1G80530.1
OG0007505	CARHR073940	AT1G80570.2
OG0007506	CARHR073920	AT1G80600.1
OG0007507	CARHR073840	AT1G80680.1
OG0007508	CARHR073730	AT1G80750.1
OG0007509	CARHR073500, CARHR153930	AT1G80950.1
OG0007510	CARHR073370	AT1G79640.1
OG0007511	CARHR293670, CARHR293680	AT2G17280.1
OG0007512	CARHR072940	AT1G79270.1
OG0007513	CARHR072770	AT1G79110.1
OG0007514	CARHR072730	AT1G79060.1
OG0007515	CARHR072710	AT1G79050.1
OG0007516	CARHR072690	AT1G79020.1
OG0007517	CARHR072670	AT1G79000.2
OG0007518	CARHR072320	AT1G78780.3
OG0007519	CARHR072230	AT1G78700.1
OG0007520	CARHR072220	AT1G78690.1
OG0007521	CARHR072140	AT1G78620.2
OG0007522	CARHR071760	AT1G78290.2
OG0007523	CARHR071580	AT1G78120.1
OG0007524	CARHR071490	AT1G78040.1
OG0007525	CARHR071300	AT1G77800.3
OG0007526	CARHR071280	AT1G77765.4
OG0007527	CARHR071130	AT1G77620.1
OG0007528	CARHR070990	AT1G77470.1
OG0007529	CARHR070720	AT1G77250.1
OG0007530	CARHR070670	AT1G77200.1
OG0007531	CARHR070640	AT1G77145.1, AT1G77160.1
OG0007532	CARHR070580	AT1G77100.1
OG0007533	CARHR070410	AT1G76900.1
OG0007534	CARHR070290	AT1G76750.1
OG0007535	CARHR069810	AT1G76250.1
OG0007536	CARHR069610	AT1G76070.1
OG0007537	CARHR069600	AT1G76060.1
OG0007538	CARHR069510	AT1G75980.1
OG0007539	CARHR069230	AT1G75810.1
OG0007540	CARHR069220	AT1G75800.1
OG0007541	CARHR069070	AT1G75680.1
OG0007542	CARHR037400	AT5G48600.2
OG0007543	CARHR068530	AT1G75200.1
OG0007544	CARHR068400	AT1G75080.1
OG0007545	CARHR107580	AT2G17410.1
OG0007546	CARHR107620	AT2G17450.1
OG0007547	CARHR107650	AT2G17480.1
OG0007548	CARHR108130	AT2G17760.1
OG0007549	CARHR159020	AT3G49940.1
OG0007550	CARHR159010	AT3G49930.1
OG0007551	CARHR158960	AT3G49880.1
OG0007552	CARHR267870	AT5G54585.1
OG0007553	CARHR267820	AT5G54540.1
OG0007554	CARHR156320	AT3G47640.1
OG0007555	CARHR045890	AT1G56145.2
OG0007556	CARHR045540	AT1G55840.1
OG0007557	CARHR143710	AT2G01170.1
OG0007558	CARHR044940	AT1G55280.2
OG0007559	CARHR044820	AT1G55190.1
OG0007560	CARHR044760	AT1G55160.3
OG0007561	CARHR044520	AT1G54170.1
OG0007562	CARHR044210	AT1G53903.1, AT1G53885.1
OG0007563	CARHR043610	AT1G53400.1
OG0007564	CARHR043530	AT1G53300.1
OG0007565	CARHR258470, CARHR043270	AT1G53040.1
OG0007566	CARHR130320	AT2G36080.1
OG0007567	CARHR130540	AT2G36270.3
OG0007568	CARHR130600	AT2G36310.1
OG0007569	CARHR150930	AT3G45040.1
OG0007570	CARHR151580	AT3G44600.1
OG0007571	CARHR258410	AT5G50210.1
OG0007572	CARHR229310, CARHR258040	AT5G50380.1
OG0007573	CARHR265900	AT5G52910.2
OG0007574	CARHR266080	AT5G53060.1
OG0007575	CARHR266090	AT5G53070.1
OG0007576	CARHR266160	AT5G53130.1
OG0007577	CARHR258840	AT5G49890.1
OG0007578	CARHR258130	AT5G50350.1
OG0007579	CARHR274730	AT5G61020.1
OG0007580	CARHR217470	AT5G35430.1
OG0007581	CARHR217790	AT5G35620.1
OG0007582	CARHR218120	AT4G12740.1
OG0007583	CARHR218630	AT4G13160.1
OG0007584	CARHR126310, CARHR218700	AT4G13220.1
OG0007585	CARHR218940	AT4G13370.1
OG0007586	CARHR253130, CARHR253120, CARHR219100	AT4G13460.1
OG0007587	CARHR219490	AT4G13700.1
OG0007588	CARHR220530	AT4G14330.1
OG0007589	CARHR220540	AT4G14340.1
OG0007590	CARHR220820	AT4G14590.1
OG0007591	CARHR221240, CARHR221230	AT4G14746.1
OG0007592	CARHR216030	AT4G14770.1
OG0007593	CARHR221390	AT4G14819.1
OG0007594	CARHR221830	AT4G15093.1
OG0007595	CARHR221920	AT4G15200.1
OG0007598	CARHR065990	AT1G73020.1
OG0007599	CARHR066090	AT1G73120.1
OG0007600	CARHR066400	AT1G73350.5
OG0007601	CARHR066410	AT1G73360.1
OG0007602	CARHR066870	AT1G73805.1
OG0007603	CARHR066900	AT1G73820.2
OG0007604	CARHR067760	AT1G74480.1
OG0007605	CARHR067800	AT1G74520.1
OG0007606	CARHR068050, CARHR103880	AT1G74730.1
OG0007607	CARHR061300	AT1G68520.1
OG0007608	CARHR240270, CARHR240280	AT4G32360.1
OG0007609	CARHR061780	AT1G68910.1
OG0007610	CARHR061880	AT1G69010.1
OG0007611	CARHR236260	AT4G28485.2
OG0007612	CARHR236300	AT4G28520.1
OG0007613	CARHR236400	AT4G28610.1
OG0007614	CARHR236510	AT4G28720.1
OG0007615	CARHR236960	AT4G29210.1
OG0007616	CARHR266220	AT5G53150.2
OG0007617	CARHR147460	AT3G26440.5
OG0007618	CARHR160600	AT3G51020.1
OG0007619	CARHR047690	AT1G63650.1
OG0007620	CARHR047000	AT1G63980.1
OG0007621	CARHR262240	AT5G39940.1
OG0007622	CARHR262230	AT5G39950.1
OG0007623	CARHR154040	AT3G29320.1
OG0007624	CARHR150370	AT3G43850.1
OG0007625	CARHR182120	AT5G49410.1
OG0007626	CARHR148520	AT3G27260.3
OG0007627	CARHR148360	AT3G27160.2
OG0007628	CARHR147880	AT3G26790.1
OG0007629	CARHR147760	AT3G26740.1
OG0007630	CARHR147730	AT3G26710.1
OG0007631	CARHR055520, CARHR147380	AT3G26370.1
OG0007632	CARHR147170	AT3G26140.3
OG0007633	CARHR257090	AT5G51040.3
OG0007634	CARHR063020	AT1G69930.1
OG0007635	CARHR062950	AT1G69870.1
OG0007636	CARHR062920	AT1G69840.1
OG0007637	CARHR062880	AT1G69810.1
OG0007638	CARHR062870	AT1G69800.2
OG0007639	CARHR218240, CARHR103610	AT2G05990.1
OG0007641	CARHR175520	AT5G46280.1
OG0007642	CARHR175570	AT5G46220.1
OG0007643	CARHR183470	AT5G48545.1
OG0007644	CARHR175640	AT5G46160.1
OG0007645	CARHR175740	AT5G46110.4
OG0007646	CARHR175750	AT5G46100.1
OG0007647	CARHR175850	AT5G46080.1
OG0007649	CARHR176710	AT5G45360.1
OG0007650	CARHR216980	AT5G35700.1
OG0007651	CARHR176880	AT5G45275.1
OG0007652	CARHR039570	AT1G49540.2
OG0007653	CARHR039600	AT1G49560.1
OG0007654	CARHR233270	AT4G25820.1
OG0007655	CARHR040180	AT1G50120.2
OG0007656	CARHR040300	AT1G50240.2
OG0007657	CARHR039580	AT1G50320.1
OG0007658	CARHR040660	AT1G50610.1
OG0007659	CARHR040960	AT1G50910.1
OG0007660	CARHR041270	AT1G51210.1
OG0007661	CARHR041560	AT1G51405.1
OG0007662	CARHR041790	AT1G51630.1
OG0007663	CARHR041820	AT1G51660.1
OG0007664	CARHR041900	AT1G51745.1
OG0007665	CARHR042100	AT1G51950.1
OG0007666	CARHR004360	AT1G04950.1
OG0007667	CARHR042240	AT1G52080.1
OG0007668	CARHR042280	AT1G52150.2
OG0007669	CARHR042480	AT1G52342.1
OG0007670	CARHR042920	AT1G52760.1
OG0007671	CARHR018250	AT1G17640.1
OG0007672	CARHR204890, CARHR213980	AT5G42740.1
OG0007673	CARHR113830	AT2G22610.3
OG0007674	CARHR181400, CARHR181320	AT5G42830.1
OG0007675	CARHR181270	AT5G42870.1
OG0007676	CARHR127500	AT2G33490.1
OG0007677	CARHR127560	AT2G33550.1
OG0007678	CARHR127940	AT2G33830.2
OG0007679	CARHR127950	AT2G33835.1
OG0007680	CARHR128010	AT2G33860.1
OG0007681	CARHR128070	AT2G34000.1
OG0007682	CARHR128480	AT2G34400.1
OG0007683	CARHR128540	AT2G34450.2
OG0007684	CARHR128660	AT2G34570.1
OG0007685	CARHR128940	AT2G34780.1
OG0007686	CARHR287970	AT5G49540.1
OG0007687	CARHR129620	AT2G35470.1
OG0007688	CARHR129940	AT2G35700.1
OG0007689	CARHR008630	AT1G08710.2
OG0007690	CARHR130130	AT2G35880.1
OG0007691	CARHR130150	AT2G35900.1
OG0007692	CARHR226220	AT4G19430.1
OG0007693	CARHR226040	AT4G19170.1
OG0007694	CARHR225810	AT4G18930.1
OG0007695	CARHR225400	AT4G18550.2
OG0007696	CARHR225280	AT4G18450.1
OG0007697	CARHR225140	AT4G18370.1
OG0007698	CARHR224840	AT4G18070.1
OG0007699	CARHR224790	AT4G18020.1
OG0007700	CARHR224690	AT4G17950.1
OG0007701	CARHR224560	AT4G17840.1
OG0007702	CARHR224540	AT4G17810.1
OG0007703	CARHR224440	AT4G17720.1
OG0007704	CARHR224420	AT4G17695.1
OG0007705	CARHR224350	AT4G17620.1
OG0007706	CARHR224030	AT4G17430.1
OG0007707	CARHR175410, CARHR175420, CARHR175430	AT5G46370.1
OG0007708	CARHR160740	AT3G51140.1
OG0007709	CARHR160690, CARHR160680	AT3G51100.1
OG0007710	CARHR160670	AT3G51090.1
OG0007711	CARHR160610	AT3G51030.1
OG0007712	CARHR160370	AT3G50830.1
OG0007713	CARHR160350	AT3G50810.1
OG0007714	CARHR230980	AT4G23620.2
OG0007715	CARHR230840	AT4G23500.1
OG0007716	CARHR265430	AT5G52440.1
OG0007717	CARHR265410	AT5G52420.1
OG0007718	CARHR265300	AT5G52340.1
OG0007719	CARHR264540	AT5G51700.1
OG0007720	CARHR150020, CARHR264160	AT5G51430.1
OG0007722	CARHR257290	AT5G50930.1
OG0007723	CARHR257360	AT5G50900.1
OG0007724	CARHR103980	AT2G07050.1
OG0007726	CARHR105960	AT2G15620.1
OG0007727	CARHR106200	AT2G15860.2
OG0007728	CARHR106560	AT2G16365.1
OG0007729	CARHR106850	AT2G16630.1
OG0007730	CARHR107200, CARHR107170	AT2G16910.1
OG0007731	CARHR107360	AT2G17033.2
OG0007733	CARHR231500	AT4G24100.4
OG0007734	CARHR231360	AT4G23930.1
OG0007735	CARHR231380	AT4G23980.1
OG0007736	CARHR231120	AT4G23730.3
OG0007737	CARHR230820	AT4G23493.1
OG0007738	CARHR229970	AT4G22930.1
OG0007739	CARHR229910, CARHR229920	AT4G22880.1
OG0007740	CARHR229690	AT4G22755.1
OG0007741	CARHR229430	AT4G22540.1
OG0007742	CARHR229220	AT4G22310.1
OG0007743	CARHR229140	AT4G22250.1
OG0007744	CARHR046310	AT1G64610.1
OG0007745	CARHR226750	AT4G19980.1
OG0007746	CARHR226820	AT4G20030.1
OG0007747	CARHR226980	AT4G20150.1
OG0007748	CARHR227100	AT4G20270.1
OG0007750	CARHR227150	AT4G20325.1
OG0007751	CARHR227280	AT4G20460.1
OG0007752	CARHR228130	AT4G21450.3
OG0007753	CARHR228400	AT4G21680.1
OG0007754	CARHR228510	AT4G21770.1
OG0007755	CARHR195210	AT5G17910.1
OG0007756	CARHR281030	AT5G66690.1, AT5G26310.1
OG0007757	CARHR260430	AT4G09560.1
OG0007758	CARHR284720	AT5G42150.1
OG0007759	CARHR181560	AT5G42650.1
OG0007760	CARHR222820	AT4G16444.1
OG0007761	CARHR223130	AT4G16630.1
OG0007762	CARHR223320	AT4G16750.1
OG0007763	CARHR223410	AT4G16790.1
OG0007764	CARHR223450	AT4G16830.1
OG0007765	CARHR081100	AT3G06550.2
OG0007766	CARHR075040	AT3G01910.1
OG0007767	CARHR075400	AT3G01530.1
OG0007768	CARHR075490	AT3G01470.1
OG0007769	CARHR075500	AT3G01460.1
OG0007770	CARHR075520	AT3G01440.1
OG0007771	CARHR281060	AT5G66670.1
OG0007772	CARHR281320	AT5G66400.1
OG0007773	CARHR281390	AT5G66320.1
OG0007774	CARHR281420	AT5G66290.2
OG0007775	CARHR160990	AT3G51390.1
OG0007776	CARHR291700	AT3G63250.1
OG0007777	CARHR291740	AT3G63200.1
OG0007778	CARHR173490	AT3G63170.1
OG0007779	CARHR173230	AT3G62940.2
OG0007780	CARHR171640	AT3G62460.1
OG0007781	CARHR172750	AT3G62420.1
OG0007782	CARHR172520	AT3G62180.2
OG0007783	CARHR172510	AT3G62170.1
OG0007784	CARHR172450	AT3G62110.1
OG0007785	CARHR172420	AT3G62080.2
OG0007786	CARHR172280	AT3G61920.1
OG0007787	CARHR172100	AT3G61770.1
OG0007788	CARHR172070	AT3G61740.1
OG0007789	CARHR171920	AT3G61610.1
OG0007790	CARHR171850	AT5G28370.1, AT5G28460.1, AT3G61520.1
OG0007791	CARHR171810	AT3G61470.1
OG0007792	CARHR171610	AT3G61300.1
OG0007793	CARHR171570	AT3G61270.1
OG0007794	CARHR171530	AT3G61230.1
OG0007795	CARHR171050	AT3G60650.1
OG0007796	CARHR170960	AT3G60570.1
OG0007797	CARHR170700	AT3G60380.1
OG0007798	CARHR170520	AT3G60200.1
OG0007799	CARHR170420	AT3G60110.1
OG0007800	CARHR138940	AT2G43770.1
OG0007801	CARHR170080	AT3G59710.2
OG0007802	CARHR170040	AT3G59670.1
OG0007803	CARHR169910	AT3G59530.1
OG0007804	CARHR169890	AT3G59510.1
OG0007805	CARHR169790	AT3G59400.1
OG0007806	CARHR138440	AT2G43360.1
OG0007807	CARHR169510	AT3G59090.2
OG0007808	CARHR169430	AT3G59020.2
OG0007809	CARHR169260	AT3G58850.1
OG0007810	CARHR169250	AT3G58840.1
OG0007811	CARHR169150	AT3G58760.3
OG0007812	CARHR169090	AT3G58710.1
OG0007813	CARHR169020	AT3G58630.1
OG0007814	CARHR168530	AT3G58160.1
OG0007815	CARHR258210	AT5G50320.1
OG0007817	CARHR167900	AT3G57660.1
OG0007818	CARHR167950	AT3G57600.1
OG0007819	CARHR167310	AT3G57130.1
OG0007820	CARHR155690, CARHR167150	AT3G57000.1
OG0007821	CARHR167140	AT3G56990.1
OG0007822	CARHR166600	AT3G56480.1
OG0007823	CARHR166350	AT3G56200.1
OG0007824	CARHR183830	AT5G48380.1
OG0007825	CARHR163150, CARHR165560	AT3G55510.1
OG0007826	CARHR166120	AT3G56050.1
OG0007827	CARHR165910, CARHR292640	AT3G55800.1
OG0007828	CARHR165470	AT3G55450.2
OG0007829	CARHR164590	AT3G54670.1
OG0007830	CARHR164540	AT3G54630.1
OG0007831	CARHR164370	AT3G54470.1
OG0007832	CARHR164350	AT3G54450.1
OG0007833	CARHR164310	AT3G54400.1
OG0007834	CARHR164250	AT3G54340.1
OG0007835	CARHR164240	AT3G54320.1
OG0007837	CARHR164220	AT3G54290.1
OG0007838	CARHR164010	AT3G54130.1
OG0007839	CARHR012770	AT1G12470.1
OG0007840	CARHR163810	AT3G53900.2
OG0007841	CARHR163680	AT3G53780.2
OG0007842	CARHR163550	AT3G53620.1
OG0007843	CARHR163440	AT3G53530.2
OG0007844	CARHR162980	AT3G53130.1
OG0007845	CARHR162860	AT3G52960.1
OG0007846	CARHR162610	AT3G52740.1
OG0007847	CARHR267090	AT5G53950.1
OG0007849	CARHR266690	AT5G53550.1
OG0007850	CARHR266640	AT5G53500.1
OG0007851	CARHR266560	AT5G53440.1
OG0007852	CARHR266540	AT5G53420.1
OG0007853	CARHR266330	AT5G53290.1
OG0007854	CARHR266320	AT5G53280.1
OG0007855	CARHR114900, CARHR290730	AT4G16100.1
OG0007856	CARHR100660	AT3G24520.1
OG0007858	CARHR100930	AT3G24620.1
OG0007859	CARHR101460	AT3G25140.1
OG0007860	CARHR102100	AT2G04240.1
OG0007861	CARHR102760	AT2G04790.10
OG0007862	CARHR103860	AT2G06530.1
OG0007863	CARHR058950	AT1G66820.1
OG0007864	CARHR058970	AT1G66850.1
OG0007865	CARHR059440	AT1G67040.2
OG0007866	CARHR059590, CARHR059600	AT1G67140.2
OG0007867	CARHR059680	AT1G67220.1
OG0007868	CARHR059690	AT1G67230.1
OG0007869	CARHR059860	AT1G67330.1
OG0007871	CARHR186950	AT5G26720.1
OG0007872	CARHR058050, CARHR059910	AT1G67370.1
OG0007873	CARHR059930	AT1G67410.1
OG0007874	CARHR059950	AT1G67420.4
OG0007875	CARHR060030	AT1G67480.1
OG0007876	CARHR060170	AT1G67590.1
OG0007877	CARHR060300	AT1G67710.1
OG0007879	CARHR060410	AT1G67785.1
OG0007880	CARHR026490	AT1G24577.1
OG0007881	CARHR060650	AT1G68010.2
OG0007882	CARHR055340, CARHR060980	AT1G68300.1
OG0007883	CARHR061080	AT1G68360.1
OG0007884	CARHR061180	AT1G68390.1
OG0007885	CARHR109110	AT2G18500.1
OG0007886	CARHR178080	AT5G44790.1
OG0007887	CARHR109250	AT2G18660.1
OG0007888	CARHR109340	AT2G18750.1
OG0007889	CARHR109660	AT2G19180.1
OG0007890	CARHR144980, CARHR215280	AT2G02400.1
OG0007891	CARHR292530	AT3G28430.1
OG0007892	CARHR110050	AT2G19600.1
OG0007893	CARHR136330	AT2G41240.1
OG0007894	CARHR136270	AT2G41180.1
OG0007895	CARHR136220	AT2G41130.1
OG0007896	CARHR136180	AT2G41070.4
OG0007897	CARHR161330	AT3G51720.1
OG0007899	CARHR135820	AT2G40730.1
OG0007900	CARHR135650	AT2G40540.1
OG0007901	CARHR135580	AT2G40470.1
OG0007902	CARHR135210	AT2G40180.1
OG0007903	CARHR135170	AT2G40150.1
OG0007904	CARHR135140	AT2G40130.2
OG0007905	CARHR135050	AT2G40090.1
OG0007906	CARHR134930	AT2G39980.1
OG0007907	CARHR057510	AT1G65700.3
OG0007908	CARHR134430	AT2G39560.1
OG0007909	CARHR134340	AT2G39470.1
OG0007910	CARHR134230	AT2G39380.1
OG0007911	CARHR134220	AT2G39370.1
OG0007912	CARHR133810	AT2G39020.1
OG0007913	CARHR081250	AT3G06660.1
OG0007914	CARHR133570	AT2G38840.1
OG0007915	CARHR133530	AT2G38820.2
OG0007916	CARHR133480, CARHR288720	AT2G38770.1
OG0007917	CARHR133450	AT2G38760.1
OG0007918	CARHR133440	AT2G38750.1
OG0007919	CARHR133430	AT2G38740.1
OG0007920	CARHR133360	AT2G38690.1
OG0007921	CARHR026360	AT1G25210.2, AT1G25054.1, AT1G24793.1, AT1G25145.1
OG0007922	CARHR132910	AT5G37070.1
OG0007923	CARHR132840	AT2G38250.1
OG0007924	CARHR132550	AT2G37990.1
OG0007925	CARHR132430	AT2G37880.1
OG0007926	CARHR084510, CARHR286790	AT3G10010.1
OG0007927	CARHR131780	AT2G37750.1
OG0007928	CARHR131790	AT2G37740.1
OG0007929	CARHR131870	AT2G37678.1
OG0007930	CARHR132190	AT2G37400.1
OG0007931	CARHR132390	AT2G37200.2
OG0007932	CARHR131620	AT2G37110.1
OG0007933	CARHR131590	AT2G37080.1
OG0007934	CARHR131430, CARHR131440	AT2G36970.1
OG0007935	CARHR253660, CARHR253670	AT4G12530.1
OG0007936	CARHR253560	AT4G12610.2
OG0007937	CARHR143960	AT2G01440.1
OG0007938	CARHR253060	AT4G04450.1
OG0007939	CARHR253030	AT4G04480.1
OG0007940	CARHR252870	AT4G04670.1
OG0007941	CARHR253790	AT4G12410.1
OG0007942	CARHR112390	AT2G21470.2
OG0007943	CARHR112910	AT2G21870.1
OG0007944	CARHR113260	AT2G22125.1
OG0007945	CARHR113590	AT2G22400.1
OG0007946	CARHR113740	AT2G22540.1
OG0007947	CARHR113820	AT2G22600.1
OG0007948	CARHR114000	AT2G22720.2
OG0007949	CARHR026760	AT1G24340.1
OG0007950	CARHR114050	AT2G22770.1
OG0007951	CARHR114190	AT2G22870.1
OG0007952	CARHR114200	AT2G22880.1
OG0007953	CARHR114370	AT2G23140.1
OG0007954	CARHR292950	AT2G23310.1
OG0007955	CARHR292990	AT2G23360.1
OG0007956	CARHR184840	AT2G23810.1
OG0007957	CARHR184690	AT2G23990.2
OG0007958	CARHR118200	AT2G24120.1
OG0007959	CARHR287340	AT2G25970.1
OG0007960	CARHR115820	AT2G25560.1
OG0007961	CARHR115080	AT2G26250.1
OG0007962	CARHR117630	AT2G24430.1
OG0007963	CARHR115490	AT2G25740.1
OG0007964	CARHR231960	AT4G24560.1
OG0007965	CARHR231950	AT4G24550.2
OG0007966	CARHR231720, CARHR033650	AT4G24290.2
OG0007967	CARHR035520	AT1G43770.2
OG0007968	CARHR035660	AT1G43890.1
OG0007969	CARHR035790	AT1G44110.1
OG0007970	CARHR036060	AT1G44800.1
OG0007971	CARHR036100	AT1G44835.2
OG0007972	CARHR034560	AT1G35720.1
OG0007973	CARHR034440	AT1G35660.1
OG0007974	CARHR034220	AT1G35460.1
OG0007975	CARHR033930	AT1G34630.1
OG0007976	CARHR033730	AT1G34220.1
OG0007977	CARHR033630	AT1G34130.1
OG0007978	CARHR033380	AT1G34000.1
OG0007979	CARHR033200	AT1G33800.1
OG0007980	CARHR033170	AT1G33770.1
OG0007981	CARHR260830	AT4G09830.1
OG0007982	CARHR260810	AT4G09820.1
OG0007983	CARHR256690, CARHR261240	AT4G10150.1, AT4G10160.1
OG0007984	CARHR256400	AT4G10280.1
OG0007985	CARHR255830	AT4G10770.1
OG0007986	CARHR215800	AT5G37290.1
OG0007987	CARHR254710	AT4G11660.1
OG0007988	CARHR254060	AT4G12120.1
OG0007989	CARHR193940	AT5G19050.1
OG0007990	CARHR193900	AT5G19090.1
OG0007991	CARHR193830	AT5G19120.1
OG0007992	CARHR193680	AT5G19290.1
OG0007993	CARHR193620	AT5G19340.1
OG0007994	CARHR187140	AT5G26230.1
OG0007995	CARHR187060	AT5G26340.1
OG0007996	CARHR186680	AT5G26850.1
OG0007997	CARHR110700	AT2G20210.1
OG0007998	CARHR110850	AT2G20320.1
OG0007999	CARHR111040	AT2G20490.1
OG0008000	CARHR143520	AT2G48130.1
OG0008001	CARHR143420	AT2G48030.1
OG0008002	CARHR143250	AT2G47850.1
OG0008003	CARHR256290	AT4G10350.1
OG0008004	CARHR142810	AT2G47420.1
OG0008005	CARHR142740	AT2G47350.1
OG0008006	CARHR142660	AT2G47260.1
OG0008007	CARHR141350	AT2G46090.1
OG0008008	CARHR141330	AT2G46070.3
OG0008009	CARHR141310	AT2G46060.1
OG0008010	CARHR141290	AT2G46030.3
OG0008012	CARHR141190	AT2G45910.1
OG0008013	CARHR141100	AT2G45830.1
OG0008014	CARHR140900	AT2G45680.1
OG0008015	CARHR140590	AT2G45400.1
OG0008016	CARHR140090	AT2G44840.1
OG0008017	CARHR140050	AT2G44830.1
OG0008018	CARHR139860	AT2G44650.1
OG0008019	CARHR139600	AT2G44440.1
OG0008020	CARHR139220	AT2G44060.1
OG0008021	CARHR139210	AT2G44050.1
OG0008022	CARHR139200	AT2G44040.1
OG0008023	CARHR139080	AT2G43890.1
OG0008024	CARHR138680	AT2G43550.1
OG0008025	CARHR138080	AT2G43020.1
OG0008026	CARHR137950	AT2G42880.1
OG0008027	CARHR137240	AT2G42200.1
OG0008028	CARHR137180, CARHR228030	AT2G42120.1
OG0008029	CARHR137050	AT2G41945.3
OG0008030	CARHR136880	AT2G41800.1
OG0008032	CARHR136470	AT2G41350.2
OG0008033	CARHR174540	AT5G46880.1
OG0008034	CARHR174130	AT5G47230.1
OG0008035	CARHR174460	AT5G47010.1
OG0008036	CARHR075740	AT3G01290.1
OG0008037	CARHR075760	AT3G01270.1
OG0008038	CARHR075840	AT3G01200.1
OG0008039	CARHR075970	AT3G01085.3
OG0008040	CARHR076110	AT3G02140.1
OG0008041	CARHR199850	AT5G13590.5
OG0008042	CARHR076580	AT3G02570.1
OG0008043	CARHR076900	AT3G02880.1
OG0008044	CARHR077080	AT3G03070.1
OG0008045	CARHR077170	AT3G03150.1
OG0008046	CARHR077460	AT3G03440.1
OG0008047	CARHR077700	AT3G03650.1
OG0008048	CARHR077770	AT3G03710.1
OG0008049	CARHR078130	AT3G03990.1
OG0008050	CARHR078160	AT3G04030.3
OG0008051	CARHR078200	AT3G04070.1
OG0008052	CARHR078220	AT3G04090.1
OG0008054	CARHR079040	AT3G04790.1
OG0008055	CARHR079220	AT3G04940.1
OG0008056	CARHR079410	AT3G05090.1
OG0008057	CARHR079460	AT3G05140.2
OG0008058	CARHR079670	AT3G05327.1
OG0008059	CARHR079720	AT3G05380.2
OG0008060	CARHR079850	AT3G05470.1
OG0008061	CARHR079910	AT3G05520.2
OG0008062	CARHR080420	AT3G05937.1
OG0008063	CARHR080470	AT3G05970.1
OG0008064	CARHR080520	AT3G06020.1
OG0008065	CARHR080640	AT3G06130.1
OG0008066	CARHR082090	AT5G48530.1, AT3G07440.1
OG0008067	CARHR081140	AT3G06600.1
OG0008068	CARHR081150	AT3G06610.1
OG0008069	CARHR081260	AT3G36659.1
OG0008070	CARHR081400	AT3G06778.1
OG0008071	CARHR082470	AT3G07760.3
OG0008072	CARHR082910	AT3G08610.1
OG0008074	CARHR083340	AT3G09000.1
OG0008075	CARHR083520	AT3G09180.1
OG0008076	CARHR083430	AT3G09070.1
OG0008077	CARHR083470	AT3G09090.1
OG0008078	CARHR083570	AT3G09230.1
OG0008079	CARHR083910	AT3G09520.1
OG0008080	CARHR083970	AT3G09560.1
OG0008081	CARHR084170	AT3G09740.1
OG0008082	CARHR084520	AT3G10020.1
OG0008083	CARHR084600	AT3G10120.1
OG0008084	CARHR084860	AT3G10380.1
OG0008085	CARHR226340	AT4G19540.1
OG0008086	CARHR085050	AT3G10530.1
OG0008087	CARHR085330	AT3G10760.1
OG0008088	CARHR085340	AT3G10770.1
OG0008089	CARHR085470	AT3G10880.1
OG0008090	CARHR085570	AT3G10985.1
OG0008091	CARHR085770	AT3G11210.1
OG0008092	CARHR085840	AT3G11280.1
OG0008093	CARHR086030	AT3G11480.1
OG0008095	CARHR086090	AT3G11540.1
OG0008096	CARHR086240	AT3G11690.1
OG0008097	CARHR086250	AT3G11700.1
OG0008098	CARHR086350	AT3G11800.1
OG0008099	CARHR086370	AT3G11820.1
OG0008100	CARHR086490	AT3G11945.2
OG0008101	CARHR086500	AT3G11950.1
OG0008102	CARHR086630	AT3G12060.1
OG0008103	CARHR086820	AT3G12270.1
OG0008104	CARHR086860	AT3G12320.1
OG0008105	CARHR086980	AT3G12480.1
OG0008106	CARHR087130	AT3G12620.1
OG0008107	CARHR087150	AT3G12640.2
OG0008108	CARHR087160	AT3G12650.1
OG0008109	CARHR087210	AT3G12690.1
OG0008110	CARHR087500	AT3G12970.1
