Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0008043	CARHR076900	XP_018493004.1, XP_018440406.1
OG0008044	CARHR077080	XP_018436799.1, XP_018490660.1, XP_018485726.1
OG0008045	CARHR077170	XP_018492091.1
OG0008046	CARHR077460	XP_018486057.1, XP_018439818.1
OG0008047	CARHR077700	XP_018489179.1
OG0008048	CARHR077770	XP_018432749.1
OG0008049	CARHR078130	XP_018493483.1
OG0008050	CARHR078160	XP_018432890.1
OG0008051	CARHR078200	XP_018490471.1, XP_018434651.1
OG0008052	CARHR078220	XP_018486215.1, XP_018440914.1
OG0008053	CARHR078650	XP_018493288.1
OG0008054	CARHR079040	XP_018439563.1, XP_018439562.1, XP_018493254.1
OG0008055	CARHR079220	XP_018491333.1, XP_018491337.1, XP_018464605.1, XP_018490486.1
OG0008056	CARHR079410	XP_018492427.1, XP_018493274.1
OG0008057	CARHR079460	XP_018489610.1, XP_018466602.1, XP_018490037.1
OG0008058	CARHR079670	XP_018489419.1, XP_018436882.1
OG0008059	CARHR079720	XP_018439567.1, XP_018441176.1, XP_018493164.1
OG0008060	CARHR079850	XP_018489549.1, XP_018490580.1, XP_018492642.1
OG0008061	CARHR079910	XP_018440158.1, XP_018438849.1, XP_018490575.1, XP_018492957.1
OG0008062	CARHR080420	XP_018488963.1, XP_018492934.1
OG0008063	CARHR080470	XP_018491959.1, XP_018492931.1, XP_018486073.1
OG0008064	CARHR080520	XP_018488817.1, XP_018464769.1
OG0008065	CARHR080640	XP_018491100.1, XP_018462366.1, XP_018487334.1
OG0008066	CARHR082090	XP_018484433.1
OG0008067	CARHR081140	XP_018489809.1, XP_018440175.1, XP_018440199.1
OG0008068	CARHR081150	XP_018492810.1, XP_018440179.1, XP_018440202.1
OG0008069	CARHR081260	XP_018488315.1
OG0008070	CARHR081400	XP_018492937.1, XP_018437788.1
OG0008071	CARHR082470	XP_018436711.1, XP_018488772.1, XP_018487148.1
OG0008072	CARHR082910	XP_018436808.1, XP_018488996.1, XP_018489037.1, XP_018487166.1
OG0008074	CARHR083340	XP_018439417.1, XP_018464979.1, XP_018491876.1
OG0008075	CARHR083520	XP_018492594.1
OG0008076	CARHR083430	XP_018489479.1
OG0008077	CARHR083470	XP_018433604.1, XP_018439325.1, XP_018492177.1
OG0008078	CARHR083570	XP_018439334.1
OG0008079	CARHR083910	XP_018489972.1, XP_018434544.1
OG0008080	CARHR083970	XP_018441990.1, XP_018491236.1
OG0008081	CARHR084170	XP_018486332.1, XP_018433096.1
OG0008082	CARHR084520	XP_018432521.1, XP_018462972.1, XP_018490185.1
OG0008083	CARHR084600	XP_018433061.1, XP_018437643.1, XP_018487194.1
OG0008084	CARHR084860	XP_018490763.1, XP_018439648.1, XP_018491467.1
OG0008085	CARHR226340	XP_018467695.1, XP_018447987.1
OG0008086	CARHR085050	XP_018433303.1, XP_018463111.1
OG0008087	CARHR085330	XP_018461709.1, XP_018437337.1, XP_018486345.1
OG0008088	CARHR085340	XP_018493205.1, XP_018485459.1
OG0008090	CARHR085570	XP_018486908.1, XP_018433937.1, XP_018486668.1
OG0008092	CARHR085840	XP_018440196.1, XP_018435347.1, XP_018486961.1
OG0008093	CARHR086030	XP_018489103.1, XP_018487281.1
OG0008094	CARHR086080	XP_018488343.1
OG0008095	CARHR086090	XP_018493132.1
OG0008096	CARHR086240	XP_018486478.1, XP_018439098.1, XP_018439150.1
OG0008097	CARHR086250	XP_018464407.1, XP_018491874.1, XP_018436914.1
OG0008098	CARHR086350	XP_018489795.1, XP_018491322.1, XP_018491093.1
OG0008099	CARHR086370	XP_018491319.1, XP_018489793.1, XP_018491089.1
OG0008100	CARHR086490	XP_018486718.1, XP_018491058.1
OG0008101	CARHR086500	XP_018486293.1, XP_018486276.1
OG0008102	CARHR086630	XP_018438431.1, XP_018489873.1
OG0008103	CARHR086820	XP_018490423.1, XP_018485911.1
OG0008104	CARHR086860	XP_018491887.1, XP_018490430.1, XP_018488816.1
OG0008105	CARHR086980	XP_018441086.1, XP_018490426.1
OG0008106	CARHR087130	XP_018433345.1, XP_018486050.1
OG0008107	CARHR087150	XP_018465540.1, XP_018491300.1, XP_018440397.1
OG0008108	CARHR087160	XP_018491301.1
OG0008109	CARHR087210	XP_018438009.1, XP_018489803.1
OG0008110	CARHR087500	XP_018489585.1, XP_018488287.1, XP_018461989.1
OG0008111	CARHR087610	XP_018486439.1, XP_018434060.1
OG0008112	CARHR087780	XP_018489568.1, XP_018489562.1, XP_018486582.1
OG0008113	CARHR045420	XP_018489502.1
OG0008114	CARHR088090	XP_018493510.1
OG0008115	CARHR088630	XP_018438439.1, XP_018434803.1, XP_018493270.1
OG0008116	CARHR088690	XP_018490192.1, XP_018434802.1, XP_018437945.1
OG0008117	CARHR088780	XP_018486287.1, XP_018459545.1, XP_018488284.1
OG0008118	CARHR088840	XP_018487522.1
OG0008119	CARHR088970	XP_018486823.1, XP_018486221.1
OG0008120	CARHR089150	XP_018433687.1, XP_018491063.1, XP_018491064.1
OG0008121	CARHR265370, CARHR213460, CARHR089500	XP_018435393.1
OG0008122	CARHR089380	XP_018485855.1, XP_018467241.1, XP_018491921.1
OG0008123	CARHR089750	XP_018492176.1
OG0008124	CARHR089830	XP_018492752.1
OG0008125	CARHR090050	XP_018489336.1, XP_018487226.1, XP_018487245.1
OG0008126	CARHR090060	XP_018433341.1, XP_018492577.1, XP_018487531.1
OG0008127	CARHR090550	XP_018437534.1, XP_018437514.1, XP_018486947.1
OG0008128	CARHR090750	XP_018467603.1, XP_018437065.1
OG0008129	CARHR090770	XP_018434954.1
OG0008130	CARHR090850	XP_018438098.1, XP_018439536.1, XP_018463723.1, XP_018488597.1
OG0008131	CARHR090900	XP_018486566.1, XP_018492475.1
OG0008132	CARHR091220	XP_018441020.1, XP_018441028.1, XP_018492973.1
OG0008134	CARHR091510	XP_018490126.1, XP_018485682.1
OG0008135	CARHR091660, CARHR091650	XP_018440476.1
OG0008137	CARHR091990	XP_018486383.1, XP_018433415.1
OG0008138	CARHR092310	XP_018486020.1
OG0008139	CARHR092600	XP_018434787.1, XP_018490653.1, XP_018491508.1, XP_018438202.1
OG0008140	CARHR092690	XP_018438664.1, XP_018491507.1, XP_018490652.1
OG0008141	CARHR092780	XP_018487559.1, XP_018439476.1
OG0008142	CARHR092790	XP_018439474.1, XP_018486717.1
OG0008143	CARHR093140	XP_018440207.1, XP_018493546.1, XP_018489286.1
OG0008144	CARHR093150	XP_018489285.1, XP_018493545.1, XP_018492853.1, XP_018485929.1
OG0008146	CARHR093280	XP_018487017.1, XP_018462304.1
OG0008147	CARHR094240	XP_018489679.1
OG0008148	CARHR044240	XP_018478902.1, XP_018443354.1
OG0008149	CARHR093700	XP_018438582.1
OG0008150	CARHR093940	XP_018436886.1, XP_018488974.1
OG0008151	CARHR094060	XP_018487147.1, XP_018485672.1
OG0008152	CARHR240440, CARHR053370	XP_018451359.1, XP_018471271.1
OG0008153	CARHR094150	XP_018492688.1, XP_018492884.1, XP_018491758.1, XP_018492889.1
OG0008154	CARHR094250	XP_018492910.1, XP_018466819.1, XP_018436884.1
OG0008155	CARHR094300	XP_018491130.1, XP_018462105.1, XP_018439527.1
OG0008156	CARHR094550	XP_018489177.1, XP_018461602.1, XP_018489224.1, XP_018489201.1
OG0008157	CARHR094670	XP_018487366.1, XP_018464419.1, XP_018488244.1
OG0008158	CARHR094890	XP_018489668.1, XP_018488602.1, XP_018492200.1
OG0008159	CARHR094910	XP_018487219.1, XP_018493575.1, XP_018492202.1
OG0008160	CARHR094980	XP_018488406.1, XP_018461326.1, XP_018433212.1
OG0008161	CARHR245410	XP_018452664.1, XP_018452350.1
OG0008162	CARHR212530	XP_018458761.1, XP_018443869.1, XP_018478375.1
OG0008163	CARHR095850	XP_018489621.1, XP_018489366.1, XP_018491330.1
OG0008164	CARHR223560	XP_018468811.1, XP_018465246.1
OG0008166	CARHR133860	XP_018470176.1
OG0008167	CARHR096770	XP_018486740.1, XP_018465131.1, XP_018486638.1
OG0008168	CARHR096890	XP_018458224.1, XP_018458221.1
OG0008169	CARHR097020	XP_018492179.1, XP_018493168.1, XP_018486525.1
OG0008170	CARHR097060	XP_018459590.1, XP_018485702.1
OG0008171	CARHR265850	XP_018468015.1, XP_018463557.1
OG0008172	CARHR265590	XP_018470563.1, XP_018468290.1, XP_018474701.1
OG0008173	CARHR265650	XP_018472984.1, XP_018456301.1, XP_018457176.1
OG0008174	CARHR262620	XP_018463038.1
OG0008175	CARHR263670	XP_018452652.1, XP_018483291.1
OG0008176	CARHR215780	XP_018451569.1
OG0008177	CARHR284360	XP_018440007.1, XP_018483617.1, XP_018483619.1
OG0008178	CARHR099670	XP_018432853.1, XP_018440038.1
OG0008179	CARHR099550	XP_018486511.1, XP_018467547.1, XP_018433963.1
OG0008181	CARHR099260	XP_018464842.1, XP_018485806.1
OG0008182	CARHR099000	XP_018488659.1, XP_018464578.1, XP_018460319.1
OG0008183	CARHR098890	XP_018447042.1
OG0008184	CARHR098860	XP_018440960.1
OG0008185	CARHR050050	XP_018492315.1, XP_018492313.1
OG0008186	CARHR098600	XP_018463903.1, XP_018441804.1, XP_018490757.1
OG0008187	CARHR098380	XP_018491952.1, XP_018485385.1
OG0008188	CARHR098260	XP_018491746.1, XP_018487132.1
OG0008190	CARHR098040	XP_018488848.1, XP_018436995.1
OG0008191	CARHR098060	XP_018492466.1, XP_018440787.1
OG0008192	CARHR097960	XP_018441593.1, XP_018486017.1
OG0008193	CARHR144180	XP_018453250.1, XP_018439851.1
OG0008194	CARHR097420	XP_018458552.1, XP_018458553.1, XP_018487631.1
OG0008195	CARHR097390	XP_018432883.1, XP_018458253.1, XP_018458549.1
OG0008196	CARHR097370	XP_018492547.1, XP_018492545.1, XP_018485990.1
OG0008197	CARHR238150	XP_018468621.1, XP_018454414.1
OG0008198	CARHR238140	XP_018467804.1, XP_018468594.1
OG0008199	CARHR238110	XP_018451648.1, XP_018472371.1
OG0008200	CARHR238080	XP_018449653.1, XP_018469084.1, XP_018461141.1
OG0008201	CARHR238020	XP_018482903.1, XP_018471291.1
OG0008202	CARHR237990	XP_018470497.1, XP_018470024.1, XP_018477677.1
OG0008203	CARHR237930	XP_018450305.1, XP_018478566.1
OG0008204	CARHR237840	XP_018467805.1
OG0008205	CARHR058440	XP_018445029.1, XP_018459509.1
OG0008206	CARHR057840	XP_018461880.1, XP_018462408.1, XP_018449880.1
OG0008207	CARHR119180, CARHR057580	XP_018448378.1, XP_018442600.1
OG0008208	CARHR056150	XP_018470211.1
OG0008209	CARHR054140	XP_018457868.1, XP_018456814.1, XP_018456799.1
OG0008210	CARHR055580	XP_018456879.1, XP_018456883.1
OG0008211	CARHR055770	XP_018457058.1
OG0008212	CARHR055820	XP_018488875.1
OG0008213	CARHR055840	XP_018457403.1, XP_018457381.1
OG0008214	CARHR193950	XP_018468445.1, XP_018443092.1
OG0008215	CARHR194170	XP_018461585.1, XP_018452928.1, XP_018446607.1
OG0008216	CARHR194440	XP_018476013.1, XP_018471065.1
OG0008217	CARHR194510	XP_018476012.1, XP_018446986.1
OG0008218	CARHR194630	XP_018444881.1, XP_018444740.1
OG0008219	CARHR194830	XP_018476700.1, XP_018469091.1, XP_018443277.1, XP_018444464.1
OG0008220	CARHR185120	XP_018483337.1, XP_018462680.1, XP_018435629.1
OG0008222	CARHR182850	XP_018440523.1
OG0008223	CARHR183600	XP_018477756.1, XP_018435643.1
OG0008224	CARHR162260	XP_018477612.1, XP_018477614.1, XP_018477567.1
OG0008225	CARHR162150	XP_018463558.1, XP_018478224.1, XP_018484037.1
OG0008226	CARHR162120	XP_018461915.1, XP_018480752.1
OG0008227	CARHR162020	XP_018442457.1, XP_018459160.1, XP_018459165.1, XP_018482798.1, XP_018463065.1
OG0008228	CARHR161870	XP_018482800.1, XP_018440990.1, XP_018438818.1
OG0008229	CARHR161560	XP_018433144.1, XP_018437077.1, XP_018478786.1
OG0008230	CARHR161380	XP_018478414.1, XP_018478420.1, XP_018468282.1
OG0008231	CARHR161360	XP_018478418.1, XP_018478411.1, XP_018433624.1
OG0008232	CARHR161260	XP_018437388.1, XP_018437687.1, XP_018478972.1
OG0008233	CARHR161100	XP_018470674.1, XP_018478984.1
OG0008234	CARHR160750	XP_018485035.1, XP_018480370.1, XP_018440172.1
OG0008235	CARHR000190	XP_018469563.1, XP_018486925.1
OG0008236	CARHR001330	XP_018485625.1, XP_018490428.1
OG0008237	CARHR001760	XP_018486490.1
OG0008238	CARHR001770	XP_018489126.1, XP_018469783.1
OG0008239	CARHR001880	XP_018487488.1
OG0008240	CARHR002200	XP_018475359.1, XP_018493524.1
OG0008241	CARHR002320	XP_018438047.1, XP_018492368.1
OG0008242	CARHR002460	XP_018493131.1, XP_018433531.1, XP_018451243.1
OG0008243	CARHR002510	XP_018449564.1, XP_018484715.1, XP_018485669.1
OG0008244	CARHR002570	XP_018464303.1, XP_018484309.1, XP_018486745.1
OG0008245	CARHR005920, CARHR002620	XP_018443264.1
OG0008246	CARHR002720	XP_018462682.1, XP_018441205.1
OG0008247	CARHR002910	XP_018447120.1, XP_018489009.1
OG0008248	CARHR002930	XP_018451310.1, XP_018469593.1, XP_018490528.1
OG0008249	CARHR002940	XP_018469574.1, XP_018451312.1
OG0008250	CARHR003070	XP_018491850.1
OG0008251	CARHR003150	XP_018447857.1, XP_018447678.1
OG0008252	CARHR003320	XP_018447244.1
OG0008253	CARHR003360	XP_018487361.1, XP_018447427.1, XP_018451878.1
OG0008254	CARHR003520	XP_018447558.1, XP_018447580.1
OG0008255	CARHR231670	XP_018485305.1, XP_018485297.1, XP_018472335.1
OG0008256	CARHR003770	XP_018447303.1, XP_018447323.1, XP_018461438.1, XP_018437554.1
OG0008257	CARHR003900	XP_018450181.1, XP_018480413.1
OG0008258	CARHR003910	XP_018489991.1, XP_018471050.1
OG0008259	CARHR004270	XP_018449912.1, XP_018487912.1, XP_018489733.1
OG0008260	CARHR004450	XP_018448184.1, XP_018485968.1
OG0008261	CARHR004770	XP_018487844.1, XP_018466571.1, XP_018487931.1
OG0008262	CARHR004850	XP_018468752.1, XP_018471238.1, XP_018486757.1
OG0008263	CARHR004880	XP_018472809.1, XP_018487310.1
OG0008264	CARHR004920, CARHR054160, CARHR054150	XP_018467669.1
OG0008265	CARHR004960	XP_018441607.1, XP_018441618.1, XP_018447306.1
OG0008266	CARHR005270	XP_018450521.1, XP_018450524.1
OG0008267	CARHR005310	XP_018486679.1, XP_018447290.1, XP_018448187.1
OG0008268	CARHR005390	XP_018438277.1, XP_018451380.1
OG0008269	CARHR005400	XP_018447605.1, XP_018489682.1
OG0008270	CARHR005510	XP_018490055.1, XP_018450032.1
OG0008271	CARHR005590	XP_018451538.1, XP_018434188.1
OG0008272	CARHR005740	XP_018453207.1, XP_018447370.1
OG0008273	CARHR006020	XP_018492898.1, XP_018449063.1
OG0008274	CARHR006080	XP_018449070.1, XP_018433183.1
OG0008275	CARHR006470	XP_018472554.1, XP_018463434.1, XP_018490590.1
OG0008276	CARHR006490	XP_018449375.1, XP_018487944.1, XP_018463433.1
OG0008277	CARHR006740	XP_018462291.1, XP_018450676.1, XP_018437155.1
OG0008278	CARHR006920	XP_018489387.1, XP_018464602.1, XP_018466152.1
OG0008279	CARHR006940	XP_018493232.1, XP_018489389.1, XP_018461517.1
OG0008280	CARHR007010	XP_018461515.1, XP_018489391.1, XP_018488046.1
OG0008281	CARHR007040	XP_018489393.1, XP_018434758.1
OG0008282	CARHR007450	XP_018490220.1, XP_018463194.1, XP_018489362.1
OG0008283	CARHR007970, CARHR007960	XP_018471740.1, XP_018471717.1, XP_018466166.1
OG0008284	CARHR008070, CARHR008060	XP_018447167.1
OG0008285	CARHR008440	XP_018441710.1, XP_018451292.1
OG0008286	CARHR008460	XP_018466589.1, XP_018451293.1
OG0008287	CARHR008510	XP_018487959.1, XP_018436323.1
OG0008288	CARHR008710	XP_018471764.1, XP_018461721.1, XP_018448215.1
OG0008289	CARHR008900	XP_018451691.1, XP_018435502.1
OG0008290	CARHR009000	XP_018447598.1, XP_018464819.1, XP_018466892.1, XP_018466923.1
OG0008292	CARHR265560	XP_018433385.1, XP_018433330.1
OG0008293	CARHR009630	XP_018483290.1, XP_018460004.1, XP_018450849.1
OG0008294	CARHR009760	XP_018433085.1, XP_018437773.1, XP_018483806.1
OG0008295	CARHR009970	XP_018437259.1, XP_018435006.1
OG0008296	CARHR010100	XP_018432670.1, XP_018439070.1, XP_018490239.1
OG0008297	CARHR010130	XP_018433452.1, XP_018465573.1, XP_018483703.1
OG0008298	CARHR010150, CARHR010040	XP_018433407.1
OG0008299	CARHR010230	XP_018491481.1, XP_018486123.1, XP_018440003.1
OG0008300	CARHR010270	XP_018441046.1, XP_018435283.1
OG0008301	CARHR010300	XP_018434733.1, XP_018434327.1
OG0008302	CARHR010380	XP_018434202.1, XP_018439021.1
OG0008303	CARHR010550	XP_018490053.1, XP_018488420.1
OG0008304	CARHR010780	XP_018441640.1, XP_018432784.1, XP_018432717.1
OG0008305	CARHR233460	XP_018484461.1, XP_018484325.1, XP_018470526.1
OG0008306	CARHR034020, CARHR011250	XP_018442197.1, XP_018485496.1
OG0008307	CARHR011340	XP_018490860.1, XP_018490859.1, XP_018443217.1
OG0008308	CARHR011710	XP_018447764.1, XP_018454103.1
OG0008309	CARHR011720	XP_018463286.1, XP_018454027.1, XP_018447599.1, XP_018450573.1
OG0008310	CARHR011780	XP_018465249.1
OG0008311	CARHR050140	XP_018452240.1
OG0008312	CARHR012170	XP_018449110.1, XP_018458359.1
OG0008313	CARHR012190	XP_018458299.1, XP_018463029.1
OG0008314	CARHR012290	XP_018449113.1, XP_018447717.1, XP_018462882.1
OG0008315	CARHR012710	XP_018447432.1, XP_018442755.1
OG0008316	CARHR012740	XP_018451246.1, XP_018491997.1
OG0008317	CARHR012790	XP_018452287.1
OG0008318	CARHR012820	XP_018439497.1, XP_018484928.1, XP_018485475.1
OG0008319	CARHR012970	XP_018449183.1, XP_018438783.1
OG0008320	CARHR013330	XP_018436656.1, XP_018436698.1
OG0008321	CARHR013370	XP_018447399.1, XP_018447408.1, XP_018465241.1, XP_018468171.1
OG0008322	CARHR013380	XP_018447412.1, XP_018447404.1, XP_018468182.1, XP_018465322.1
OG0008324	CARHR013710	XP_018467109.1
OG0008325	CARHR013930	XP_018437571.1
OG0008326	CARHR014370	XP_018441348.1, XP_018480829.1
OG0008327	CARHR014340	XP_018438785.1, XP_018433070.1
OG0008328	CARHR014580	XP_018488228.1, XP_018435162.1, XP_018463763.1, XP_018442088.1
OG0008329	CARHR014760	XP_018443458.1, XP_018433007.1
OG0008330	CARHR014860	XP_018484870.1, XP_018449746.1
OG0008331	CARHR014870	XP_018437465.1, XP_018492730.1
OG0008332	CARHR015030	XP_018437610.1, XP_018485634.1
OG0008333	CARHR015100	XP_018462150.1, XP_018438481.1, XP_018482081.1
OG0008334	CARHR015150	XP_018438708.1
OG0008335	CARHR015270	XP_018451753.1, XP_018449955.1, XP_018435896.1
OG0008336	CARHR100360	XP_018453683.1
OG0008337	CARHR015320	XP_018434729.1, XP_018459578.1
OG0008338	CARHR015800	XP_018479809.1, XP_018440612.1
OG0008339	CARHR015430	XP_018491021.1, XP_018449959.1, XP_018447801.1
OG0008340	CARHR144030	XP_018436043.1
OG0008340	CARHR144040	XP_018454131.1
OG0008341	CARHR015540	XP_018491139.1, XP_018438606.1
OG0008342	CARHR015560	XP_018433067.1, XP_018482420.1
OG0008343	CARHR015630	XP_018434137.1, XP_018434081.1, XP_018450501.1
OG0008344	CARHR015930	XP_018438080.1, XP_018433139.1
OG0008345	CARHR015940	XP_018438091.1, XP_018433140.1
OG0008346	CARHR016320	XP_018466946.1, XP_018440758.1, XP_018441214.1
OG0008347	CARHR016740	XP_018440211.1, XP_018493086.1
OG0008348	CARHR017200	XP_018436973.1, XP_018450740.1
OG0008349	CARHR017310	XP_018459774.1, XP_018459761.1, XP_018434517.1
OG0008350	CARHR056500	XP_018449656.1, XP_018446652.1
OG0008352	CARHR018790	XP_018450385.1
OG0008353	CARHR018850	XP_018483597.1, XP_018449671.1
OG0008354	CARHR018890	XP_018450007.1, XP_018440825.1
OG0008355	CARHR018970	XP_018440824.1, XP_018470151.1
OG0008356	CARHR018990	XP_018462227.1, XP_018437368.1, XP_018439823.1
OG0008357	CARHR019240	XP_018449151.1, XP_018449148.1, XP_018441405.1
OG0008358	CARHR019280	XP_018447107.1, XP_018449170.1, XP_018439960.1
OG0008359	CARHR019290	XP_018441403.1, XP_018470225.1
OG0008360	CARHR019510	XP_018449842.1, XP_018447659.1, XP_018436079.1
OG0008361	CARHR019610	XP_018438678.1, XP_018440769.1, XP_018455204.1
OG0008362	CARHR019620	XP_018451739.1
OG0008363	CARHR019660	XP_018455308.1, XP_018447576.1
OG0008364	CARHR019890	XP_018450591.1, XP_018449931.1
OG0008365	CARHR020330	XP_018450525.1, XP_018465119.1
OG0008366	CARHR020360	XP_018449497.1
OG0008367	CARHR020370	XP_018449494.1, XP_018465882.1, XP_018437637.1
OG0008368	CARHR020420	XP_018439173.1
OG0008369	CARHR020600	XP_018451367.1
OG0008370	CARHR020790	XP_018437619.1, XP_018486970.1
OG0008371	CARHR020860	XP_018436115.1
OG0008372	CARHR021120	XP_018447040.1, XP_018485537.1
OG0008373	CARHR021200	XP_018451074.1, XP_018436158.1
OG0008374	CARHR021270	XP_018450990.1, XP_018437645.1
OG0008375	CARHR021510	XP_018441195.1, XP_018447288.1
OG0008376	CARHR021730	XP_018438675.1, XP_018469237.1
OG0008377	CARHR021830	XP_018435218.1, XP_018435602.1
OG0008378	CARHR021860	XP_018438767.1, XP_018439813.1
OG0008379	CARHR021940	XP_018492683.1, XP_018462520.1, XP_018448273.1
OG0008380	CARHR021950	XP_018489956.1, XP_018448107.1, XP_018462519.1
OG0008381	CARHR022010	XP_018441468.1, XP_018434547.1, XP_018437950.1
OG0008382	CARHR022060	XP_018488653.1, XP_018451270.1
OG0008383	CARHR022250	XP_018456218.1, XP_018449210.1, XP_018450520.1, XP_018450519.1
OG0008384	CARHR022430	XP_018447057.1, XP_018448280.1, XP_018467748.1
OG0008385	CARHR022700	XP_018437720.1, XP_018482995.1
OG0008386	CARHR023420	XP_018468362.1, XP_018436757.1
OG0008387	CARHR255410	XP_018458961.1, XP_018467029.1, XP_018475333.1
OG0008388	CARHR023540	XP_018464326.1, XP_018463674.1, XP_018447729.1
OG0008389	CARHR290940	XP_018452798.1, XP_018455459.1, XP_018446849.1
OG0008390	CARHR291160	XP_018452590.1, XP_018444404.1, XP_018468650.1
OG0008391	CARHR064640	XP_018452526.1, XP_018446417.1, XP_018460190.1
OG0008392	CARHR064610	XP_018445041.1, XP_018452307.1
OG0008393	CARHR064500	XP_018464640.1, XP_018460726.1, XP_018456305.1
OG0008394	CARHR064470	XP_018446470.1, XP_018446469.1, XP_018469265.1
OG0008395	CARHR064320	XP_018451742.1, XP_018461377.1, XP_018453467.1
OG0008396	CARHR064300	XP_018461373.1
OG0008397	CARHR064190	XP_018474836.1, XP_018458039.1
OG0008398	CARHR064060	XP_018461691.1, XP_018442249.1
OG0008399	CARHR063620	XP_018465819.1, XP_018471527.1, XP_018453457.1
OG0008400	CARHR063530	XP_018469445.1, XP_018444724.1
OG0008401	CARHR063250	XP_018472124.1, XP_018442091.1
OG0008402	CARHR063240	XP_018457377.1, XP_018457387.1, XP_018471722.1
OG0008404	CARHR032330	XP_018444238.1
OG0008405	CARHR054100, CARHR054090, CARHR032640	XP_018447044.1, XP_018443061.1
