Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0009547	CARHR135940	XP_024016711.1
OG0009548	CARHR135870	XP_006411344.1
OG0009549	CARHR135830	XP_006411340.2
OG0009550	CARHR135750	XP_006411332.1, XP_024013205.1
OG0009551	CARHR135610	XP_006411313.1
OG0009552	CARHR135600	XP_006411312.1
OG0009553	CARHR135450	XP_006411293.1
OG0009554	CARHR135410	XP_006411290.1
OG0009555	CARHR135250	XP_006411275.1
OG0009556	CARHR135090	XP_006411260.1
OG0009557	CARHR135060	XP_024003793.1
OG0009558	CARHR134790	XP_024003773.1
OG0009559	CARHR134740	XP_006411223.1
OG0009560	CARHR134700	XP_006411219.1
OG0009561	CARHR134690	XP_006411218.1
OG0009562	CARHR134540	XP_006411199.1
OG0009563	CARHR108980, CARHR148440	XP_024009532.1
OG0009564	CARHR134400	XP_006411179.1
OG0009565	CARHR134360	XP_006411178.1
OG0009566	CARHR134300, CARHR087370	XP_006411170.1
OG0009567	CARHR133980	XP_006411148.1
OG0009568	CARHR133890	XP_006411137.1
OG0009569	CARHR133610	XP_006411113.1
OG0009570	CARHR133500	XP_024016869.1
OG0009571	CARHR125840, CARHR133490	XP_024016868.1
OG0009572	CARHR133420	XP_006411094.1
OG0009573	CARHR133400	XP_024003757.1
OG0009574	CARHR133370	XP_006411091.1
OG0009575	CARHR133280	XP_006411077.1
OG0009576	CARHR133270	XP_024004190.1
OG0009577	CARHR133190	XP_006411064.1
OG0009578	CARHR133170	XP_006411062.1
OG0009579	CARHR132890	XP_006411046.1
OG0009580	CARHR132850	XP_006411027.1
OG0009581	CARHR132690	XP_006411012.1
OG0009582	CARHR132610	XP_006411004.1
OG0009583	CARHR132540	XP_024004214.1
OG0009584	CARHR143900	XP_006398525.1
OG0009585	CARHR132410	XP_006410984.1
OG0009586	CARHR131750	XP_006410970.1
OG0009587	CARHR132160	XP_006410928.1
OG0009588	CARHR132180	XP_006410924.1
OG0009589	CARHR132230	XP_006410919.1
OG0009590	CARHR144680	XP_006395817.1
OG0009591	CARHR132260	XP_006410916.1
OG0009592	CARHR259970	XP_006397242.1
OG0009593	CARHR132340	XP_006410905.1
OG0009594	CARHR131640	XP_006410893.1
OG0009595	CARHR131550	XP_006410884.1
OG0009596	CARHR131400	XP_006410868.1
OG0009597	CARHR131390	XP_006410867.2
OG0009598	CARHR253650	XP_024010113.1
OG0009599	CARHR253590	XP_006396743.1
OG0009600	CARHR253300	XP_006396709.1
OG0009601	CARHR253070	XP_024009830.1
OG0009602	CARHR252900	XP_006396678.1
OG0009603	CARHR144010	XP_006398541.1
OG0009604	CARHR252690	XP_006396658.1
OG0009605	CARHR254160	XP_006396799.1
OG0009606	CARHR253880	XP_006396774.2
OG0009607	CARHR253810	XP_006396768.1
OG0009608	CARHR253780	XP_006396765.1
OG0009610	CARHR112170	XP_006404570.1
OG0009611	CARHR112490	XP_024014277.1
OG0009612	CARHR112620, CARHR131230	XP_006404618.1
OG0009613	CARHR112920	XP_006404641.1
OG0009614	CARHR112930	XP_006404643.1
OG0009615	CARHR293090	XP_006404832.1
OG0009616	CARHR184850	XP_006404869.1
OG0009617	CARHR184800	XP_006404860.1
OG0009618	CARHR117780	XP_024014336.1
OG0009619	CARHR116260	XP_006405146.1
OG0009620	CARHR116580	XP_006405108.1
OG0009621	CARHR118390	XP_006408756.2
OG0009622	CARHR118480	XP_006408746.1
OG0009623	CARHR115120	XP_006408785.1
OG0009624	CARHR287840	XP_006398029.1
OG0009625	CARHR232030	XP_006413407.1
OG0009626	CARHR035410	XP_006393761.1
OG0009627	CARHR134910	XP_006392874.1
OG0009628	CARHR106320	XP_006414828.2
OG0009629	CARHR034970	XP_006396023.1
OG0009630	CARHR034240	XP_006397447.1
OG0009631	CARHR034050	XP_006397424.1
OG0009632	CARHR033980	XP_006397420.1
OG0009633	CARHR033810	XP_024009120.1
OG0009634	CARHR033220	XP_006415056.1
OG0009635	CARHR032960	XP_006415079.1
OG0009636	CARHR260740	XP_024009820.1
OG0009637	CARHR260710	XP_006397149.1
OG0009638	CARHR259570	XP_006397280.1
OG0009639	CARHR259460	XP_006397307.1
OG0009640	CARHR256280	XP_006397070.1
OG0009641	CARHR255980	XP_006397030.1
OG0009642	CARHR255940	XP_006397026.1
OG0009643	CARHR255880	XP_024010202.1
OG0009644	CARHR255810	XP_006397008.1
OG0009645	CARHR254520	XP_006396851.1
OG0009646	CARHR193700	XP_006400482.1
OG0009647	CARHR193690	XP_006400483.1
OG0009648	CARHR187070	XP_006394874.1
OG0009649	CARHR187040	XP_024006675.1
OG0009650	CARHR186990	XP_006394886.1
OG0009651	CARHR186900	XP_006394896.1
OG0009652	CARHR186800	XP_006394907.1
OG0009653	CARHR186630	XP_006394920.1
OG0009654	CARHR186520	XP_006394932.1
OG0009655	CARHR057990	XP_006391338.1
OG0009656	CARHR186260	XP_006394942.1
OG0009657	CARHR186140	XP_006394955.1
OG0009658	CARHR186060	XP_006394966.1
OG0009659	CARHR186040	XP_006394968.1
OG0009660	CARHR185090	XP_006395012.1
OG0009661	CARHR110500	XP_006408916.1
OG0009662	CARHR110580	XP_006408922.1
OG0009663	CARHR110680	XP_006408930.1
OG0009664	CARHR110800	XP_006408948.1
OG0009665	CARHR110890	XP_006408955.1
OG0009666	CARHR111020	XP_006408965.1
OG0009667	CARHR046100, CARHR111500	XP_024015979.1
OG0009668	CARHR154660	XP_006418940.1
OG0009669	CARHR154650	XP_024009503.1, XP_006418935.1
OG0009670	CARHR154620	XP_006418936.2, XP_006418942.1
OG0009671	CARHR143440	XP_024010767.1
OG0009672	CARHR143410	XP_006409064.1
OG0009673	CARHR143360	XP_006397994.1
OG0009674	CARHR143330	XP_024010706.1
OG0009675	CARHR143290	XP_006397986.1
OG0009676	CARHR143280	XP_006397983.1
OG0009677	CARHR143210, CARHR143230	XP_024010831.1
OG0009678	CARHR143060	XP_006397964.1
OG0009679	CARHR142080	XP_006397864.1
OG0009680	CARHR142060	XP_006397862.1
OG0009681	CARHR141970	XP_006397855.1
OG0009682	CARHR141840	XP_006397843.1
OG0009683	CARHR234770	XP_006413105.1
OG0009684	CARHR141830	XP_024010842.1
OG0009685	CARHR141820	XP_006397840.1
OG0009687	CARHR035950	XP_006393723.1
OG0009688	CARHR141520	XP_006397811.1
OG0009689	CARHR141510	XP_024010821.1
OG0009690	CARHR141440	XP_006397800.1
OG0009691	CARHR141340	XP_006397792.1
OG0009692	CARHR141280	XP_006397786.1
OG0009693	CARHR141000	XP_006397756.1
OG0009694	CARHR140980	XP_006397754.1
OG0009695	CARHR140960	XP_006397753.1
OG0009696	CARHR140860	XP_006397742.1
OG0009697	CARHR140690	XP_006397732.1
OG0009698	CARHR140680	XP_006397731.1
OG0009699	CARHR140610	XP_006397723.1
OG0009700	CARHR140480	XP_006397705.1
OG0009701	CARHR140470	XP_006397703.1
OG0009702	CARHR140420	XP_006397700.1
OG0009703	CARHR140360	XP_006392517.1
OG0009704	CARHR140300	XP_006397685.1
OG0009705	CARHR140280	XP_006397683.1
OG0009706	CARHR139940	XP_006397652.1
OG0009707	CARHR139580	XP_006397617.1
OG0009708	CARHR139350	XP_006397598.1
OG0009709	CARHR139310	XP_024010744.1
OG0009710	CARHR138990	XP_006397554.2
OG0009711	CARHR138580	XP_024010699.1
OG0009712	CARHR138450	XP_006397501.1
OG0009713	CARHR138390	XP_006397494.1
OG0009714	CARHR138380	XP_024010781.1
OG0009715	CARHR138120	XP_006411580.1
OG0009716	CARHR138090	XP_006411579.1
OG0009717	CARHR138000	XP_006411566.1
OG0009718	CARHR137960	XP_024016824.1
OG0009719	CARHR174770	XP_024011050.1
OG0009720	CARHR137900	XP_006411551.1
OG0009721	CARHR137710	XP_006411518.1
OG0009722	CARHR137700	XP_024003879.1
OG0009723	CARHR137470	XP_006411499.1
OG0009724	CARHR137460	XP_006411498.1
OG0009725	CARHR137410	XP_006411495.1
OG0009726	CARHR137360	XP_006411492.2
OG0009727	CARHR136810	XP_006411436.1
OG0009728	CARHR136900	XP_006411451.1
OG0009729	CARHR136940	XP_006411455.1
OG0009730	CARHR136590	XP_006411413.1
OG0009731	CARHR094830	XP_006406502.2
OG0009732	CARHR174450	XP_024010960.1
OG0009733	CARHR075930	XP_006408463.1
OG0009734	CARHR076140	XP_006408440.1
OG0009735	CARHR076340	XP_006408423.1
OG0009736	CARHR076380	XP_006408420.1
OG0009737	CARHR076550	XP_006408407.1
OG0009738	CARHR076620	XP_006408401.1
OG0009739	CARHR076850	XP_006408376.1
OG0009740	CARHR076940	XP_006408364.1
OG0009741	CARHR077160	XP_006408337.1
OG0009742	CARHR077220	XP_006408330.1, XP_024016592.1
OG0009743	CARHR077240	XP_006408328.1
OG0009744	CARHR077440	XP_006408304.1
OG0009746	CARHR078080	XP_006408239.1
OG0009747	CARHR078180	XP_006408227.1
OG0009748	CARHR078520	XP_024014975.1, XP_006408153.1, XP_006408196.1
OG0009749	CARHR078590	XP_006408186.1
OG0009750	CARHR078750	XP_006408178.1
OG0009751	CARHR078760, CARHR104900	XP_006408177.1
OG0009752	CARHR078840	XP_006408170.1
OG0009753	CARHR078900	XP_006408166.1
OG0009754	CARHR078930	XP_024015077.1
OG0009755	CARHR078980	XP_006408159.1
OG0009756	CARHR079190	XP_006408137.1
OG0009758	CARHR079400	XP_006408114.1
OG0009759	CARHR079480	XP_024015083.1
OG0009760	CARHR080110	XP_006408044.1
OG0009761	CARHR080550	XP_006407988.1
OG0009762	CARHR080580	XP_006407986.1
OG0009763	CARHR080740	XP_006407974.1
OG0009764	CARHR080790	XP_006407965.1
OG0009765	CARHR080780	XP_024015035.1
OG0009766	CARHR080950	XP_006407948.1
OG0009767	CARHR081090	XP_006407934.1
OG0009768	CARHR081200	XP_006407921.1
OG0009769	CARHR081410	XP_006407900.1
OG0009770	CARHR234430	XP_024005698.1
OG0009771	CARHR081510	XP_006407892.1
OG0009772	CARHR081660	XP_006407874.1
OG0009773	CARHR081680	XP_006407871.1
OG0009774	CARHR081720	XP_006407867.1
OG0009775	CARHR081840	XP_006407859.1
OG0009776	CARHR081950	XP_006415917.1
OG0009777	CARHR081960	XP_006407850.1
OG0009778	CARHR082000	XP_006407845.1
OG0009779	CARHR082210	XP_006407826.1
OG0009780	CARHR082330	XP_006407814.1
OG0009781	CARHR082350	XP_006407812.1
OG0009782	CARHR082480	XP_006407799.1
OG0009783	CARHR082680	XP_006407779.1
OG0009784	CARHR082690	XP_006407778.1
OG0009785	CARHR082700	XP_024015375.1
OG0009786	CARHR082710	XP_006407776.1
OG0009787	CARHR235540	XP_006413024.1
OG0009788	CARHR082770	XP_006407770.1
OG0009789	CARHR082800	XP_006407767.1
OG0009790	CARHR082920	XP_006407758.1
OG0009791	CARHR083360	XP_006407719.1
OG0009792	CARHR083460	XP_006407711.1
OG0009793	CARHR083640	XP_006407693.1
OG0009794	CARHR083700	XP_006407687.1
OG0009795	CARHR083790	XP_006407679.1
OG0009796	CARHR084280	XP_006407633.1
OG0009797	CARHR084490	XP_006407618.1
OG0009798	CARHR084610	XP_006407606.1
OG0009799	CARHR084620, CARHR067400	XP_006407605.1
OG0009800	CARHR084830	XP_006407579.1
OG0009801	CARHR085030	XP_006407557.1
OG0009802	CARHR208660	XP_006407540.1
OG0009804	CARHR085260	XP_006407520.2
OG0009805	CARHR085450	XP_006407497.1
OG0009806	CARHR085540	XP_006407485.1
OG0009807	CARHR085620	XP_006407477.2
OG0009808	CARHR085980	XP_006407448.1
OG0009809	CARHR086040	XP_006407443.1
OG0009810	CARHR086420	XP_006407402.1
OG0009811	CARHR086510	XP_006407388.1
OG0009812	CARHR086540	XP_024015623.1
OG0009813	CARHR086620	XP_006407377.1
OG0009814	CARHR086730	XP_006407360.1
OG0009815	CARHR086780	XP_006407353.1
OG0009816	CARHR086840	XP_006407346.1
OG0009817	CARHR086890	XP_006407339.1
OG0009818	CARHR087060	XP_006407321.1
OG0009819	CARHR261140	XP_024010201.1
OG0009820	CARHR087230	XP_006407303.1
OG0009821	CARHR087330	XP_006407293.1
OG0009822	CARHR087350	XP_006407290.1
OG0009823	CARHR087520	XP_006407274.1
OG0009824	CARHR087620	XP_006407268.1
OG0009825	CARHR087640	XP_006407265.1
OG0009826	CARHR087650	XP_006407264.1
OG0009827	CARHR087850	XP_006407248.1
OG0009828	CARHR087890	XP_006407243.1
OG0009829	CARHR087980	XP_006407230.1
OG0009830	CARHR088210	XP_006407201.1
OG0009831	CARHR088320	XP_024015106.1
OG0009832	CARHR088470	XP_006407175.2
OG0009833	CARHR088480	XP_006407174.1
OG0009834	CARHR088930	XP_024015596.1
OG0009835	CARHR089120	XP_006407108.1
OG0009837	CARHR089190	XP_006407098.1
OG0009838	CARHR089200	XP_006407097.1
OG0009839	CARHR284700	XP_006405269.2, XP_006405270.1
OG0009840	CARHR089440	XP_006407090.1
OG0009841	CARHR089340	XP_024015359.1
OG0009842	CARHR089680	XP_024015498.1
OG0009843	CARHR090080	XP_006407014.1
OG0009844	CARHR090090	XP_006407013.1
OG0009845	CARHR234350	XP_006413145.1
OG0009846	CARHR090240	XP_006406995.1
OG0009847	CARHR090250	XP_006406996.1
OG0009848	CARHR090280	XP_006406992.1
OG0009849	CARHR090380	XP_024015045.1
OG0009850	CARHR090640	XP_024015609.1
OG0009851	CARHR090930	XP_006406914.1
OG0009852	CARHR091290	XP_024015544.1
OG0009853	CARHR091310	XP_006406871.1
OG0009854	CARHR091330	XP_024015733.1
OG0009855	CARHR091400	XP_006406863.1, XP_024015243.1
OG0009856	CARHR091530	XP_006406847.1
OG0009857	CARHR091580, CARHR091590	XP_006406840.1
OG0009858	CARHR092110	XP_006406800.1
OG0009859	CARHR092120	XP_024015041.1
OG0009860	CARHR092480, CARHR115180	XP_024015757.1
OG0009861	CARHR235260, CARHR235240, CARHR235250	XP_006397072.1
OG0009862	CARHR093160	XP_006406688.1
OG0009863	CARHR093230	XP_006406675.1
OG0009864	CARHR093370	XP_006406660.1
OG0009865	CARHR158500	XP_024013715.1
OG0009866	CARHR093610	XP_006406630.1
OG0009867	CARHR093650	XP_006406622.1
OG0009868	CARHR283560	XP_006395793.1
OG0009869	CARHR093730	XP_024015317.1
OG0009870	CARHR093780	XP_006406607.1
OG0009871	CARHR093880	XP_006406596.1
OG0009872	CARHR093930	XP_006406592.1
OG0009873	CARHR094000	XP_006406584.2
OG0009874	CARHR094040, CARHR283750	XP_024015411.1
OG0009875	CARHR094200	XP_006406563.1
OG0009876	CARHR094380	XP_006406546.1
OG0009877	CARHR094430	XP_006406543.2, XP_006406542.1
OG0009878	CARHR094490	XP_024015333.1
OG0009879	CARHR094520	XP_006406537.1
OG0009880	CARHR094560	XP_006406531.1
OG0009881	CARHR143720	XP_024011040.1
OG0009882	CARHR094920	XP_006406495.1
OG0009883	CARHR094940	XP_006406494.2
OG0009884	CARHR095110	XP_006406475.1
OG0009885	CARHR095130	XP_024015113.1
OG0009886	CARHR095370	XP_006406450.1
OG0009887	CARHR012140	XP_024007814.1
OG0009888	CARHR095500	XP_006406434.1
OG0009889	CARHR095780	XP_006406412.1
OG0009890	CARHR095790	XP_006406411.1
OG0009891	CARHR095870	XP_006406405.1
OG0009892	CARHR095970	XP_006406397.1
OG0009893	CARHR096470	XP_006406361.1
OG0009894	CARHR096760	XP_006406336.1
OG0009895	CARHR263190	XP_006405655.1
OG0009896	CARHR263720	XP_006405687.2
OG0009897	CARHR117540	XP_006404980.1
OG0009898	CARHR262580, CARHR214100	XP_006405729.1
OG0009899	CARHR213930	XP_006405760.1
OG0009900	CARHR214480	XP_006405793.1
OG0009901	CARHR034680	XP_006405891.1
OG0009902	CARHR216220	XP_006405972.1
OG0009903	CARHR216390	XP_006405981.1
OG0009904	CARHR184350	XP_006395239.1
OG0009905	CARHR099390	XP_006406029.1
OG0009906	CARHR099380	XP_006406028.1
OG0009907	CARHR099060	XP_006406075.1
OG0009908	CARHR098880	XP_006406109.1
OG0009909	CARHR111600	XP_006409024.1
OG0009910	CARHR148840, CARHR098620	XP_006406129.1
OG0009911	CARHR098320	XP_006406167.1
OG0009912	CARHR098200	XP_006406185.1
OG0009913	CARHR098160	XP_006406190.1
OG0009914	CARHR097930	XP_024015600.1
OG0009916	CARHR097850	XP_006406229.1
OG0009917	CARHR097840	XP_006406230.2
OG0009918	CARHR097810	XP_006406233.1
OG0009919	CARHR097670	XP_006406239.2
OG0009920	CARHR097430	XP_006406264.1
OG0009921	CARHR097250	XP_006406283.1
OG0009922	CARHR238270	XP_006412714.1
OG0009923	CARHR238230	XP_006412721.1
OG0009924	CARHR264290	XP_006401968.1
OG0009925	CARHR237950	XP_006412771.1
OG0009926	CARHR237860	XP_006412784.1
OG0009927	CARHR058210	XP_006391375.1
OG0009928	CARHR056370	XP_006391579.1
OG0009929	CARHR057100	XP_024006352.1, XP_024012020.1
OG0009930	CARHR055540	XP_024016653.1
OG0009931	CARHR194030	XP_006400451.1
OG0009932	CARHR194110	XP_006400444.1
OG0009933	CARHR185550	XP_006395045.1
OG0009934	CARHR185320	XP_006395030.1
OG0009935	CARHR185330	XP_006395031.1
OG0009936	CARHR185340	XP_006395032.1
OG0009937	CARHR284560	XP_006395106.1
OG0009938	CARHR284570	XP_006395108.1
OG0009939	CARHR258160	XP_006402129.1
OG0009940	CARHR161950	XP_006403828.2
OG0009941	CARHR161840	XP_006403841.2
OG0009942	CARHR161810	XP_006403845.2
OG0009943	CARHR161750	XP_006403851.1
OG0009944	CARHR161530	XP_006403870.1
OG0009945	CARHR161070	XP_006403910.1
OG0009946	CARHR160980	XP_006403923.1
OG0009947	CARHR160860	XP_006403934.1
OG0009948	CARHR160800	XP_006403941.1
OG0009949	CARHR000180	XP_006418501.1
OG0009950	CARHR000250	XP_006418486.1
OG0009951	CARHR000270	XP_006418484.2
OG0009952	CARHR000330, CARHR000320	XP_006418479.1
OG0009953	CARHR000700	XP_006418441.1
OG0009954	CARHR000770	XP_006418435.1
OG0009955	CARHR034820	XP_006396006.1
OG0009956	CARHR001130	XP_006418414.1
OG0009957	CARHR001210	XP_006418405.2
OG0009958	CARHR001280	XP_006418397.1
OG0009959	CARHR001340	XP_006418385.1
OG0009960	CARHR001420	XP_006418374.1
OG0009961	CARHR001720	XP_006418347.1
OG0009962	CARHR001780	XP_006418338.1
OG0009963	CARHR002040	XP_006418310.1
OG0009964	CARHR002050	XP_006418309.1
OG0009965	CARHR002130	XP_006418301.1
OG0009966	CARHR002350	XP_006418277.1
OG0009967	CARHR002360	XP_006418276.2
OG0009968	CARHR002430	XP_006418267.1
OG0009969	CARHR002450	XP_006418266.1
OG0009970	CARHR002530	XP_006418256.1
OG0009971	CARHR002840	XP_006418231.1
OG0009972	CARHR002890	XP_024005669.1, XP_024008842.1
OG0009973	CARHR002960	XP_024008886.1
OG0009974	CARHR002970	XP_006418218.1
OG0009975	CARHR003170	XP_006418198.1
OG0009976	CARHR003210	XP_006418192.1
OG0009977	CARHR003290	XP_024008535.1
OG0009978	CARHR003350	XP_006418178.1
OG0009979	CARHR003640	XP_006418141.1
OG0009980	CARHR003840	XP_024008771.1
OG0009981	CARHR003880	XP_006418119.1
OG0009982	CARHR004030	XP_024007724.1
OG0009983	CARHR004050	XP_006418102.1
OG0009984	CARHR004080	XP_006418100.1
OG0009985	CARHR004170	XP_006418094.1
OG0009986	CARHR004180	XP_006418093.2
OG0009987	CARHR004670	XP_006418053.1
OG0009988	CARHR004680	XP_006418052.1
OG0009989	CARHR004910	XP_006418033.1
OG0009990	CARHR004940	XP_006418025.2
OG0009991	CARHR004980, CARHR221140	XP_024008634.1
OG0009992	CARHR005070	XP_006418011.1
OG0009993	CARHR005530	XP_006417965.1
OG0009994	CARHR005580	XP_006417961.1
OG0009996	CARHR005860	XP_006417938.1
OG0009997	CARHR005990	XP_006417929.1
OG0009998	CARHR006150	XP_006417905.1
OG0009999	CARHR006180	XP_006417901.1
OG0010000	CARHR006330	XP_006417897.1
OG0010001	CARHR006980	XP_006417820.1
OG0010002	CARHR007170	XP_006417805.1
OG0010003	CARHR007410	XP_006417785.1
OG0010004	CARHR007760	XP_006417743.1
OG0010005	CARHR007800	XP_006417738.1
OG0010007	CARHR008050	XP_006417714.1
OG0010008	CARHR008210	XP_006417705.1
OG0010009	CARHR008220	XP_006417703.1
OG0010010	CARHR008330	XP_006417689.1
OG0010011	CARHR008390	XP_024008851.1
OG0010012	CARHR008470	XP_006417672.2
OG0010013	CARHR008480	XP_006417670.1
OG0010014	CARHR008530	XP_006417666.1
OG0010015	CARHR026870	XP_006415780.1
OG0010016	CARHR008590	XP_006417661.1
OG0010017	CARHR008620	XP_006417656.1
OG0010018	CARHR008700	XP_024008526.1
OG0010019	CARHR057080	XP_006391561.1
OG0010020	CARHR008750	XP_006417641.1
OG0010021	CARHR008770	XP_006398012.1
OG0010022	CARHR008950	XP_006417617.1
OG0010023	CARHR034380	XP_006412698.2
OG0010024	CARHR009280	XP_006417584.1
OG0010025	CARHR009330	XP_006417579.2
OG0010026	CARHR009370	XP_006392403.1
OG0010027	CARHR009500	XP_006417565.1
OG0010028	CARHR009510	XP_006417564.1
OG0010029	CARHR010640	XP_024008160.1
OG0010030	CARHR010820	XP_006417440.1
OG0010031	CARHR010830	XP_006417439.1
OG0010032	CARHR010840	XP_006417435.1
OG0010033	CARHR010930	XP_006417425.1
OG0010034	CARHR010980	XP_006417419.1
OG0010036	CARHR011110, CARHR051920	XP_006417405.1
OG0010037	CARHR290530	XP_006398486.1
OG0010038	CARHR011330	XP_006417387.1
OG0010039	CARHR011370	XP_024008334.1
OG0010040	CARHR011630	XP_006417362.1
OG0010041	CARHR011640	XP_006417359.1
OG0010042	CARHR011800, CARHR011810	XP_006417349.1
OG0010043	CARHR011890	XP_024008084.1
OG0010044	CARHR050470	XP_024015505.1
OG0010045	CARHR012030	XP_006417322.1
OG0010046	CARHR012150	XP_024007813.1
OG0010047	CARHR012160	XP_024008689.1
OG0010048	CARHR012250	XP_006417287.1
OG0010049	CARHR012500	XP_006417261.1
OG0010050	CARHR012650	XP_006417244.1
OG0010051	CARHR013290	XP_006417172.1
OG0010052	CARHR013320	XP_006417169.1
OG0010053	CARHR013350	XP_006417166.1
OG0010054	CARHR013650	XP_006417139.1
OG0010055	CARHR013720	XP_006417129.1
OG0010056	CARHR014140	XP_006417093.1
OG0010057	CARHR014240	XP_024008358.1
OG0010058	CARHR014450	XP_006417062.1
OG0010059	CARHR014310	XP_006417075.1
OG0010060	CARHR014610	XP_006417042.1
OG0010062	CARHR014690	XP_024008553.1
OG0010063	CARHR118360	XP_006415809.1
OG0010064	CARHR015130	XP_006416993.1
OG0010065	CARHR015490	XP_006416955.1
OG0010066	CARHR015530	XP_006416953.2
OG0010067	CARHR015550	XP_006416951.1
OG0010068	CARHR015580	XP_006416948.1
OG0010069	CARHR015770	XP_006416931.1
OG0010070	CARHR015970	XP_006416908.1
OG0010071	CARHR016000	XP_006416904.1
OG0010072	CARHR016110	XP_006416894.1
OG0010073	CARHR016170	XP_006416889.1
OG0010074	CARHR016470	XP_024009146.1
OG0010075	CARHR016530	XP_006416852.2
OG0010076	CARHR016800	XP_006416827.1
OG0010077	CARHR016850	XP_006403333.1, XP_006416824.1
OG0010078	CARHR016860	XP_024008060.1
OG0010079	CARHR016980	XP_006416810.2
OG0010080	CARHR017010	XP_006416807.1
OG0010082	CARHR017350	XP_024007818.1
OG0010083	CARHR017650	XP_024007782.1
OG0010084	CARHR017720	XP_006416736.1
OG0010085	CARHR017980	XP_006416709.1
OG0010087	CARHR018270	XP_006416679.1
OG0010088	CARHR018760	XP_006416634.1
OG0010089	CARHR018730, CARHR011770	XP_024011201.1, XP_024008054.1
OG0010090	CARHR018870	XP_006416621.1
OG0010091	CARHR019070	XP_006416602.1
OG0010092	CARHR019200	XP_006416591.1
OG0010093	CARHR019260	XP_024009043.1
OG0010094	CARHR019300	XP_006416580.1
OG0010095	CARHR019380	XP_006416570.1
OG0010096	CARHR019540	XP_006416554.1
