Raphanus_sativus	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_018455651.1	199	AT5G58060.2	AT5G58060.2	orthologue	GO:0016192;GO:0005515;GO:0006888;GO:0000149;GO:0031201;GO:0005737;GO:0005794;GO:0006906;GO:0005484;GO:0009536;GO:0031982;GO:0005886;GO:0015031;GO:0016020	SNARE-like superfamily protein;VAMP-like protein YKT61 (AtYKT61) (Geranylgeranylated protein 1) (AtGP1)
XP_018455652.1	708	AT5G07290.1	AT5G07290.1	other	GO:0045836;GO:0003729;GO:0045927;GO:0005575;GO:0048507;GO:0003723;GO:0051321;GO:0003676	Protein MEI2-like 4 (AML4) (MEI2-like protein 4)
XP_018455653.1	199	AT5G58060.2	AT5G58060.2	orthologue	GO:0016192;GO:0005515;GO:0006888;GO:0000149;GO:0031201;GO:0005737;GO:0005794;GO:0006906;GO:0005484;GO:0009536;GO:0031982;GO:0005886;GO:0015031;GO:0016020	SNARE-like superfamily protein;VAMP-like protein YKT61 (AtYKT61) (Geranylgeranylated protein 1) (AtGP1)
XP_018455654.1	186	AT5G58070.1	AT5G58070.1	orthologue	GO:0006883;GO:0080181;GO:0005829;GO:0009506;GO:0009644;GO:0000302;GO:0016918;GO:0000325;GO:0009408;GO:0071456;GO:0005794;GO:0010286;GO:0010431;GO:0042538;GO:0030644;GO:0050826;GO:1902884;GO:0009941;GO:0009898;GO:0009409;GO:0006629;GO:1901002;GO:0005737;GO:0005783;GO:0009414;GO:0009536;GO:0005576;GO:0005739;GO:0009416;GO:1901562;GO:0005886;GO:0031969;GO:0045735	Temperature-induced lipocalin-1 (AtTIL1)
XP_018455655.1	186	AT5G58070.1	AT5G58070.1	orthologue	GO:0006883;GO:0080181;GO:0005829;GO:0009506;GO:0009644;GO:0000302;GO:0016918;GO:0000325;GO:0009408;GO:0071456;GO:0005794;GO:0010286;GO:0010431;GO:0042538;GO:0030644;GO:0050826;GO:1902884;GO:0009941;GO:0009898;GO:0009409;GO:0006629;GO:1901002;GO:0005737;GO:0005783;GO:0009414;GO:0009536;GO:0005576;GO:0005739;GO:0009416;GO:1901562;GO:0005886;GO:0031969;GO:0045735	Temperature-induced lipocalin-1 (AtTIL1)
XP_018455656.1	755	AT5G58050.1, AT5G58170.1	AT5G58170.1	orthologue	GO:0008889;GO:0009860;GO:0006629;GO:0048868;GO:0016020;GO:0016301;GO:0009507;GO:0006071;GO:0008081	Glycerophosphodiester phosphodiesterase GDPDL6 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase-like 6) (ATGDPDL6) (Glycerophosphodiesterase-like 5) (Protein SHV3-LIKE 4);Glycerophosphodiester phosphodiesterase GDPDL7 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase-like 7) (ATGDPDL7) (Glycerophosphodiesterase-like 6) (Protein SHV3-LIKE 5)
XP_018455657.1	387	AT2G36640.1	AT2G36640.1	orthologue	GO:0009631;GO:0003674;GO:0005829	Embryonic cell protein 63;Late embryogenesis abundant protein ECP63 (Embryonic cell protein 63) (AtECP63) (LEA domain-containing protein ECP63)
XP_018455658.1	483	AT4G08250.1	AT4G08250.1	orthologue	GO:0043565;GO:0006355;GO:0003700;GO:0005634	Scarecrow-like protein 26 (AtSCL26) (GRAS family protein 23) (AtGRAS-23)
XP_018455659.1	555	AT1G54940.1	AT1G54940.1	orthologue	GO:0045492;GO:0016757;GO:0015020;GO:0005794;GO:0000139;GO:0046872;GO:0071555	Putative UDP-glucuronate:xylan alpha-glucuronosyltransferase 4 (UDP-GlcA:xylan glucuronyltransferase 4) (EC 2.4.1.-) (Glycogenin-like protein 4) (Plant glycogenin-like starch initiation protein 4) (Protein GLUCURONIC ACID SUBSTITUTION OF XYLAN 4) (AtGUX4)
XP_018455660.1	345	AT1G68070.1	AT1G68070.1	orthologue	GO:0009507;GO:0061630;GO:0006511;GO:0016567;GO:0000325;GO:0008270;GO:0016020	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_018455662.1	635	AT2G14820.1	AT2G14820.1	orthologue	GO:0016567;GO:0071944;GO:0009958;GO:0003674;GO:0005634;GO:0005886;GO:0005829;GO:0005515	Phototropic-responsive NPH3 family protein NPY2 (MAB4/ENP/NPY1-like proten 3) (Protein NAKED PINS IN YUC MUTANTS 2)
XP_018455663.1	169	AT5G26749.2	AT5G26749.2	orthologue	GO:0005515;GO:0003676;GO:0005634;GO:0005689;GO:0008270;GO:0003677;GO:0046872	C2H2 and C2HC zinc fingers superfamily protein
XP_018455665.1	340	AT3G29380.1	AT3G29380.1	orthologue	GO:0006352;GO:0005634;GO:0070897;GO:0000769;GO:0009960;GO:0017025;GO:0016251;GO:0097550;GO:0008270	Plant-specific TFIIB-related protein 2 (AtPBRP2) (TFIIB-related protein PBRP2)
XP_018455666.1	230	AT4G05170.1	AT4G05170.1	orthologue	GO:0000981;GO:0000978;GO:0006355;GO:0005634;GO:0046983;GO:0006357;GO:0003700;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH114 (Basic helix-loop-helix protein 114) (AtbHLH114) (bHLH 114) (Transcription factor EN 65) (bHLH transcription factor bHLH114)
XP_018455667.1	130	AT3G53250.2	AT3G53250.2	other	GO:0005515;GO:0009733;GO:0005634;GO:0005576	SAUR-like auxin-responsive protein family
XP_018455668.1	163	AT1G68610.1	AT1G68610.1	orthologue	GO:0048235;GO:0003674;GO:0005634;GO:0016020	Protein PLANT CADMIUM RESISTANCE 11 (AtPCR11)
XP_018455669.1	138	AT4G09100.1	AT4G09100.1	orthologue	GO:0016567;GO:0005737;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL39)
XP_018455670.1	74	AT3G13432.1	AT3G13432.1	orthologue	GO:1903409;GO:0005575;GO:0003674	Transmembrane protein
XP_018455671.1	150	AT1G73550.1	AT1G73550.1	orthologue	GO:0005575;GO:0003674;GO:0005886;GO:0098552	Non-specific lipid transfer protein GPI-anchored 8 (AtLTPG-8) (Protein LTP-GPI-ANCHORED 8)
XP_018455672.1	783	AT4G39952.1	AT4G39952.1	orthologue	GO:0009451;GO:0003723;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At4g39952, mitochondrial
XP_018455673.1	536	AT1G63850.1	AT1G63850.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein At1g63850
XP_018455674.1	535	AT1G63850.1	AT1G63850.1	orthologue	GO:0005634;GO:0003674;GO:0016567;GO:0005515	BTB/POZ domain-containing protein At1g63850
XP_018455675.1	366	AT1G63910.1	AT1G63910.1	orthologue	GO:0000976;GO:0006355;GO:1901430;GO:0005634;GO:0045893;GO:2000652;GO:0003700	MYB transcription factor (Myb domain protein 103) (Putative MYB family transcription factor) (Putative transcription factor)
XP_018455676.1	294	AT1G63780.1	AT1G63780.1	orthologue	GO:0042134;GO:0005730;GO:0006364;GO:0032040;GO:0034457;GO:0005732;GO:0003729;GO:0030515;GO:0016363;GO:0005634;GO:0015030;GO:0042274;GO:0019843	Putative U3 small nucleolar ribonucleoprotein (Putative U3 small nucleolar ribonucleoprotein protein; 1537-3735) (Putative U3 small nucleolar ribonucleoprotein protein; 73469-75667) (Ribosomal RNA processing Brix domain protein)
XP_018455677.1	284	AT1G63820.1	AT1G63820.1	orthologue	GO:0009909;GO:0005634;GO:0003674;GO:0005515;GO:0003700	CCT motif family protein
XP_018455678.1	268	AT1G64690.3	AT1G64690.3	orthologue	GO:0010091;GO:0010090;GO:0005739;GO:0003674	Branchless trichome;Protein BRANCHLESS TRICHOME
XP_018455679.1	252	AT1G64680.1	AT1G64680.1	orthologue	GO:0005634;GO:0009534;GO:0046608;GO:1901601;GO:0009941;GO:0005506;GO:1902265;GO:0009536;GO:0005739	At1g64680 (Beta-carotene isomerase D27) (F1N19.25);Beta-carotene isomerase D27
XP_018455680.1	168	AT1G63840.1	AT1G63840.1	orthologue	GO:0016567;GO:0009737;GO:0061630;GO:0005737;GO:0008270;GO:0016020	At1g63840/T12P18_14 (Putative RING zinc finger protein) (RING/U-box superfamily protein)
XP_018455681.1	1045	AT1G63740.2	AT1G63740.2	orthologue	GO:0016887;GO:0009507;GO:0007165;GO:0005737;GO:0043531;GO:0006952;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)
XP_018455682.1	114	AT1G65295.1	AT1G65295.1	orthologue	GO:0003674;GO:0005576;GO:0016787	Ubiquitin carboxyl-terminal hydrolase
XP_018455683.1	533	AT3G26125.1	AT3G26125.1	orthologue	GO:0020037;GO:0005506;GO:0005575;GO:0016705;GO:0004497;GO:0006629	Cytochrome P-450-like protein (Cytochrome P450, family 86, subfamily C, polypeptide 2)
XP_018455684.1	204	AT5G51520.1	AT5G51520.1	orthologue	GO:0009827;GO:0004857;GO:0009505;GO:0043086;GO:0005575	Invertase (Ripening-related protein-like)
XP_018455685.1	348	AT3G43570.1, AT1G58725.1, AT1G59030.1, AT1G59406.1, AT1G58525.1	AT1G59406.1	orthologue	GO:0005576;GO:0016298;GO:0008150;GO:0006629;GO:0016042;GO:0016788	GDSL esterase/lipase At1g58525 (EC 3.1.1.-) (Extracellular lipase At1g58525);GDSL esterase/lipase At1g58725 (EC 3.1.1.-) (Extracellular lipase At1g58725);GDSL esterase/lipase At1g59030 (EC 3.1.1.-) (Extracellular lipase At1g59030);GDSL esterase/lipase At1g59406 (EC 3.1.1.-) (Extracellular lipase At1g59406);GDSL esterase/lipase At3g43570 (EC 3.1.1.-) (Extracellular lipase At3g43570);GDSL-like lipase/acylhydrolase superfamily protein
XP_018455688.1	340	AT5G64690.1	AT5G64690.1	orthologue	GO:0005886;GO:0003674	At5g64690 (Neurofilament triplet H protein-like protein)
XP_018455689.1	307				GO:0000045;GO:0005634;GO:0005829;GO:0007030;GO:0031468;GO:0043130;GO:0043161;GO:0061025;GO:0005515	
XP_018455691.1	211	AT1G70040.1	AT1G70040.1	orthologue	GO:0008150;GO:0005575;GO:0003674;GO:0016020	F20P5.22 protein (Transmembrane protein, putative (DUF1163))
XP_018455692.1	473	AT1G69630.1	AT1G69630.1	orthologue	GO:0005515;GO:0008150;GO:0005634;	F-box/LRR-repeat protein 13
XP_018455693.1	349	AT3G43570.1, AT1G58725.1, AT1G59030.1, AT1G59406.1, AT1G58525.1	AT1G59406.1	orthologue	GO:0005576;GO:0016298;GO:0008150;GO:0006629;GO:0016042;GO:0016788	GDSL esterase/lipase At1g58525 (EC 3.1.1.-) (Extracellular lipase At1g58525);GDSL esterase/lipase At1g58725 (EC 3.1.1.-) (Extracellular lipase At1g58725);GDSL esterase/lipase At1g59030 (EC 3.1.1.-) (Extracellular lipase At1g59030);GDSL esterase/lipase At1g59406 (EC 3.1.1.-) (Extracellular lipase At1g59406);GDSL esterase/lipase At3g43570 (EC 3.1.1.-) (Extracellular lipase At3g43570);GDSL-like lipase/acylhydrolase superfamily protein
XP_018455696.1	285	AT5G46650.1	AT5G46650.1	orthologue	GO:0003674;GO:0016567;GO:0005634;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL30 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL30)
XP_018455697.1	129	AT1G72070.1	AT1G72070.1	orthologue	GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
XP_018455698.1	111	AT5G24510.1	AT5G24510.1	orthologue	GO:0005737;GO:0030295;GO:0002181;GO:0022626;GO:0022625;GO:0006414;GO:0043021;GO:0003735;GO:0005840	60S acidic ribosomal protein family (60s acidic ribosomal protein P1)
XP_018455699.1	152	AT5G15690.1	AT5G15690.1	other	GO:0008270;GO:0005575;GO:0008150	Zinc ion binding protein
XP_018455700.1	457	AT4G25620.1	AT4G25620.1	orthologue	GO:2000122;GO:0005634;GO:0009414;GO:0005515;GO:0005886;GO:0005737	At4g25620 (Hydroxyproline-rich glycoprotein family protein)
XP_018455701.1	237	AT1G68510.1	AT1G68510.1	orthologue	GO:0005575;GO:0010468;GO:0005515;GO:0001217;	LOB domain-containing protein 42 (ASYMMETRIC LEAVES 2-like protein 36) (AS2-like protein 36)
XP_018455702.1	172				GO:0003676;GO:0008270	
XP_018455703.1	783	AT1G79460.1	AT1G79460.1	orthologue	GO:0000287;GO:0009507;GO:0009740;GO:0009686;GO:0009570;GO:0009536;GO:0009899;GO:0010333;GO:0016829;GO:0016102;GO:0016114	Ent-kaur-16-ene synthase, chloroplastic (EC 4.2.3.19) (Ent-kaurene synthase) (AtKS) (Ent-kaurene synthase B) (KSB) (Protein GA REQUIRING 2)
XP_018455706.1	496	AT5G25180.1, AT5G25130.1, AT5G25120.1, AT5G25140.1	AT5G25140.1	orthologue	GO:0005506;GO:0009507;GO:0020037;GO:0016705;GO:0009536;GO:0004497;GO:0016020	Cytochrome P450 71B11 (EC 1.14.-.-);Cytochrome P450 71B12 (EC 1.14.-.-);Cytochrome P450 71B13 (EC 1.14.-.-);Cytochrome P450 71B14 (EC 1.14.-.-)
XP_018455707.1	848	AT5G27230.1	AT5G27230.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0009908;GO:0030154	FRIGIDA-like protein 5
XP_018455708.1	320	AT5G48270.1	AT5G48270.1	orthologue	GO:0009507;GO:0003674	DUF868 family protein (DUF868)
XP_018455709.1	231	AT4G33250.1	AT4G33250.1	orthologue	GO:0043022;GO:0006446;GO:0003743;GO:0005852;GO:0005886;GO:0001732;GO:0003723;GO:0016282;GO:0033290;GO:0005737	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25)
XP_018455710.1	404	AT4G04480.1	AT4G04480.1	orthologue	GO:0003674;GO:0009507	F-box protein with a domain protein
XP_018455711.1	632	AT5G63540.2	AT5G63540.2	orthologue	GO:0000712;GO:0005634;GO:0000724;GO:0051321;GO:0031422;GO:0000166;GO:0016604	RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa homolog);RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa homolog) (BLAP75)
XP_018455712.1	223	AT5G23710.1	AT5G23710.1	orthologue	GO:0005515;GO:0005634;GO:0005666;GO:0006383	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6)
XP_018455713.1	200					
XP_018455714.1	373	AT1G60050.1	AT1G60050.1	orthologue	GO:0005886;GO:0022857;GO:0016020	WAT1-related protein At1g60050
XP_018455715.1	119	AT2G03830.1	AT2G03830.1	orthologue	GO:0010082;GO:2000067;GO:0009786;GO:0005739;GO:2000023;GO:0003674;GO:0005576;GO:0008083;GO:0030154	Protein GOLVEN 6 (CLAVATA3/ESR (CLE)-related protein CLEL2) (CLE-Like protein 2) (Root meristem growth factor 8) (AtRGF8) [Cleaved into: GLV6p]
XP_018455716.1	372	AT5G12940.1	AT5G12940.1	orthologue	GO:0003674;GO:0007165;GO:0005886;GO:0051606;GO:0005515	Leucine-rich repeat (LRR) family protein (Putative leucine rich repeat protein)
XP_018455717.1	332	AT5G06860.1	AT5G06860.1	other	GO:0009506;GO:0099503;GO:0007165;GO:0005794;GO:0009505;GO:0005576;GO:0090353;GO:0016020;GO:0005515	Polygalacturonase inhibitor 1 (Polygalacturonase-inhibiting protein 1) (PGIP-1)
XP_018455718.1	170	AT5G40210.1	AT5G40210.1	orthologue	GO:0022857;GO:0005886;GO:0016020	WAT1-related protein At5g40210
XP_018455720.1	193	AT5G54660.1	AT5G54660.1	orthologue	GO:0003674;GO:0009507;GO:0005737	21.7 kDa class VI heat shock protein (21.7 kDa heat shock protein) (AtHsp21.7)
XP_018455722.1	300	AT5G58784.1	AT5G58784.1	orthologue	GO:0006486;GO:0009409;GO:0016094;GO:0009570;GO:0009668;GO:0045547;GO:0019408;GO:0009507;GO:0016765;GO:0005789	Dehydrodolichyl diphosphate synthase 5 (Dedol-PP synthase 5) (EC 2.5.1.-)
XP_018455723.1	414	AT2G02450.2	AT2G02450.2	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0003677;GO:0009908	NAC domain-containing protein 35 (ANAC035) (Protein LONG VEGETATIVE PHASE 1) (AtLOV1)
XP_018455724.1	481	AT5G55500.1	AT5G55500.1	orthologue	GO:0006487;GO:0018279;GO:0005576;GO:0000139;GO:0000138;GO:0035252;GO:0031204;GO:0005797;GO:0050513;GO:0005794;GO:0042285;GO:0048367;GO:0016757	Beta-1,2-xylosyltransferase (AtXYLT) (EC 2.4.2.38)
XP_018455725.1	372	AT5G12940.1	AT5G12940.1	orthologue	GO:0003674;GO:0007165;GO:0005886;GO:0051606;GO:0005515	Leucine-rich repeat (LRR) family protein (Putative leucine rich repeat protein)
XP_018455726.1	218	AT1G73260.1	AT1G73260.1	other	GO:0005576;GO:0009751;GO:0042742;GO:0005783;GO:0009625;GO:0009624;GO:0002238;GO:0002237;GO:0099503;GO:0005739;GO:0042542;GO:0012501;GO:0009611;GO:0004866;GO:0004867;GO:0004869	Kunitz trypsin inhibitor 4 (AtKTI4) (Kunitz trypsin inhibitor 1) (AtKTI1) (Trypsin protease inhibitor)
XP_018455727.1	98	AT5G54160.1	AT5G54160.1	other	GO:0048354;GO:0006970;GO:0017096;GO:0009536;GO:0047763;GO:0005737;GO:0009058;GO:0007623;GO:0032259;GO:0090333;GO:0102822;GO:0031537;GO:0008171;GO:0010344;GO:0033799;GO:0009809;GO:0005829;GO:0010555;GO:0005634;GO:0009506;GO:0046983;GO:0030187;GO:0051555;GO:0008757;GO:0042428;GO:0030755;GO:0008168	Flavone 3'-O-methyltransferase 1 (AtOMT1) (EC 2.1.1.42) (Acetylserotonin O-methyltransferase OMT1) (EC 2.1.1.4) (Caffeate O-methyltransferase 1) (AtCOMT) (EC 2.1.1.68) (Quercetin 3'-O-methyltransferase 1) (EC 2.1.1.-) (Serotonin O-methyltransferase) (EC 2.1.1.-)
XP_018455728.1	269	AT2G14850.1	AT2G14850.1	orthologue	GO:0070461;GO:0006357;GO:0000124;GO:0005634;GO:0005515;GO:0003713	Transcriptional regulator of RNA polII, SAGA, subunit
XP_018455729.1	370	AT5G57830.1	AT5G57830.1	orthologue	GO:0005634;GO:0003674;GO:0016020;GO:0080115	GTD-binding domain-containing protein
XP_018455730.1	148	AT5G57820.1	AT5G57820.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0008270	Zinc ion binding protein
XP_018455731.1	495	AT5G45120.1	AT5G45120.1	orthologue	GO:0004190;GO:0008150;GO:0005576;GO:0003677;GO:0006508	Chloroplast nucleoid DNA-binding protein-like (Eukaryotic aspartyl protease family protein)
XP_018455732.1	148	AT5G31412.1, AT1G43260.1	AT5G31412.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0046983	HAT transposon superfamily protein
XP_018455733.1	289				GO:0003676;GO:0003723	
XP_018455734.1	210	AT4G00080.1	AT4G00080.1	orthologue	GO:0009505;GO:0004857;GO:0005575;GO:0009827;GO:0009567;GO:0048046;GO:0043086	At4g00080 (F6N15.9 protein) (Plant invertase/pectin methylesterase inhibitor superfamily protein)
XP_018455735.1	777	AT4G21530.1	AT4G21530.1	orthologue	GO:0003674;GO:0034399;GO:0016567;GO:0048481;GO:0005634;GO:0005680;GO:0070979;GO:0009793;GO:0031145;GO:0051301;GO:0005515	Anaphase-promoting complex subunit 4 (Cyclosome subunit 4)
XP_018455736.1	161	AT1G68630.1	AT1G68630.1	orthologue	GO:0005737;GO:0003674;GO:0008150;GO:0016020	Protein PLANT CADMIUM RESISTANCE 12 (AtPCR12)
XP_018455737.1	121	AT4G30074.1	AT4G30074.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0031640;GO:0050832	Defensin-like protein 183 (Low-molecular-weight cysteine-rich protein 19) (Protein LCR19)
XP_018455738.1	118	AT5G45740.1	AT5G45740.1	orthologue	GO:0003674;GO:0008150;GO:0005737	Ubiquitin domain-containing protein
XP_018455739.1	509	AT1G77510.1	AT1G77510.1	orthologue	GO:0006457;GO:0010205;GO:0003756;GO:0000325;GO:0009570;GO:0009507;GO:0034976;GO:0005739;GO:0009644;GO:0099503;GO:0005783;GO:0005794;GO:0005886;GO:0005788	Protein disulfide isomerase-like 1-2 (AtPDIL1-2) (EC 5.3.4.1) (Protein disulfide-isomerase 2) (PDI 2) (Protein disulfide-isomerase 6) (AtPDI6)
XP_018455740.1	523	AT1G19940.1	AT1G19940.1	orthologue	GO:0005576;GO:0008810;GO:0030245;GO:0071555;GO:0016020;GO:0004553;GO:0005975	Endoglucanase 2 (EC 3.2.1.4) (Endo-1,4-beta glucanase 2);cellulase (EC 3.2.1.4)
XP_018455741.1	237	AT1G77640.1	AT1G77640.1	orthologue	GO:0006355;GO:0000976;GO:0005634;GO:0003700;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ERF013
XP_018455742.1	1068	AT1G77620.1	AT1G77620.1	orthologue	GO:0003689;GO:0000077;GO:0003682;GO:0006281;GO:0033314;GO:0016887;GO:0005634;GO:0005524;GO:0006260	P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_018455743.1	729	AT1G77580.2	AT1G77580.2	orthologue	GO:0003674;GO:0005794;GO:0005737	Filament-like plant protein 1 (AtFPP1);Filament-like protein (DUF869)
XP_018455744.1	338	AT1G77610.1	AT1G77610.1	orthologue	GO:0005459;GO:0005794;GO:0015297;GO:0015786;GO:0005460;GO:0015783;GO:0008514;GO:0072334;GO:0005457;GO:0055085;GO:0005886;GO:0016020	UDP-galactose transporter 1 (At-UDP-GalT1)
XP_018455745.1	1068	AT1G77620.1	AT1G77620.1	orthologue	GO:0003689;GO:0000077;GO:0003682;GO:0006281;GO:0033314;GO:0016887;GO:0005634;GO:0005524;GO:0006260	P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_018455746.1	373				GO:0046983;GO:0008168;GO:0008171	
XP_018455747.1	422	AT5G01370.1	AT5G01370.1	orthologue	GO:0005634;GO:0005515;GO:0010047	ALC-interacting protein 1 (At5g01370)
XP_018455748.1	509	AT1G77510.1	AT1G77510.1	orthologue	GO:0006457;GO:0010205;GO:0003756;GO:0000325;GO:0009570;GO:0009507;GO:0034976;GO:0005739;GO:0009644;GO:0099503;GO:0005783;GO:0005794;GO:0005886;GO:0005788	Protein disulfide isomerase-like 1-2 (AtPDIL1-2) (EC 5.3.4.1) (Protein disulfide-isomerase 2) (PDI 2) (Protein disulfide-isomerase 6) (AtPDI6)
XP_018455749.1	480	AT5G44760.1	AT5G44760.1	orthologue	GO:0003674;GO:0005634;GO:0016020	C2 domain-containing protein
XP_018455750.1	318	AT2G42455.1	AT2G42455.1	other	GO:0008150;GO:0003674;GO:0005575;;GO:0005515	MATH domain/coiled-coil protein
XP_018455751.1	106	AT2G19000.1	AT2G19000.1	orthologue	GO:0003674;GO:0005576;GO:0008150	At2g19000 (Expressed protein)
XP_018455752.1	72	AT2G19040.1, AT2G19045.1, AT2G19030.1, AT2G19020.1	AT2G19030.1	orthologue	GO:0005576;GO:0005179;GO:0019722;GO:0007267;GO:0048046;GO:0000793;GO:0040008	Protein RALF-like 10;Protein RALF-like 11;Protein RALF-like 12;Protein RALF-like 13
XP_018455753.1	234	AT1G17100.1	AT1G17100.1	other	GO:0020037;GO:0000325;GO:0005634;GO:0099503;GO:0009507	At1g17100 (SOUL heme-binding family protein) (SOUL-like protein) (Similar to SOUL Protein)
XP_018455754.1	372	AT5G44260.1	AT5G44260.1	orthologue	GO:0005515;GO:0000932;GO:0003700;GO:0010494;GO:0005634;GO:0003677;GO:0008270;GO:0046872	Zinc finger CCCH domain-containing protein 61 (AtC3H61) (Tandem CCCH Zinc Finger protein 5) (AtTZF5)
XP_018455755.1	252	AT1G60280.1, AT1G60380.1, AT1G60340.1, AT1G60300.1, AT1G60350.1	AT1G60280.1	orthologue	GO:0003700;GO:0003677;GO:0006355;GO:0005634;GO:0000976;GO:0005575	Apical meristem formation protein-related (NAC (No Apical Meristem) domain transcriptional regulator superfamily protein) (T13D8.18 protein);Apical meristem formation protein-related (NAC (No Apical Meristem) domain transcriptional regulator superfamily protein) (T13D8.25 protein);At1g60280 (NAC domain containing protein 23) (T13D8.17 protein);NAC (No Apical Meristem) domain transcriptional regulator superfamily protein (T13D8.21 protein);NAC domain containing protein 24 (T13D8.22 protein)
XP_018455756.1	341	AT5G64700.1	AT5G64700.1	orthologue	GO:0022857;GO:0005886;GO:0005576;GO:0016020	WAT1-related protein;WAT1-related protein At5g64700
XP_018455757.1	1439	AT5G28780.1, AT3G51700.1, AT3G51690.1	AT3G51690.1	other	GO:0005634;GO:0032508;GO:0005657;GO:0006260;GO:0003677;GO:0004386;GO:0005737;GO:0000723;GO:0003678;GO:0006281	PIF1 helicase
XP_018455758.1	269	AT4G28770.2	AT4G28770.2	orthologue	GO:0000325;GO:0005886;GO:0003674;GO:0005774;GO:0016020	Tetraspanin family protein;Tetraspanin-20 (TOM2A homologous protein 1)
XP_018455759.1	1776	AT4G03550.1	AT4G03550.1	orthologue	GO:0042742;GO:0000148;GO:0005739;GO:0022414;GO:0050832;GO:0009863;GO:0009506;GO:0052542;GO:0005886;GO:0002758;GO:0052544;GO:0003843;GO:0006075;GO:0046527;GO:0010150;GO:0009965;GO:0009555;GO:0009620;GO:0016757;GO:0006952;GO:0005794;GO:0008360;GO:0016020	Callose synthase 12 (EC 2.4.1.34) (1,3-beta-glucan synthase) (Protein GLUCAN SYNTHASE-LIKE 5) (Protein POWDERY MILDEW RESISTANT 4)
XP_018455760.1	736	AT4G03560.1	AT4G03560.1	orthologue	GO:0006816;GO:0000325;GO:0042802;GO:0005774;GO:0080141;GO:0005245;GO:0005262;GO:0010119;GO:0005509;GO:0005829;GO:0005794;GO:0009845;GO:0005773;GO:0005886;GO:0019722;GO:0034702;GO:0005216;GO:0006811;GO:0016020;GO:0055085	Two pore calcium channel protein 1 (Calcium channel protein 1) (AtCCH1) (Fatty acid oxygenation up-regulated protein 2) (Voltage-dependent calcium channel protein TPC1) (AtTPC1)
