Euclidium_syriacum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
ESY4_g26760_DN2_SP0_c0.t1	522	AT1G47620.1, AT4G32170.1, AT4G39500.2, AT4G39510.1, AT5G02900.1	AT1G47620.1	other	GO:0005506;GO:0005576;GO:0016705;GO:0020037;GO:0009507;GO:0008150;GO:0005575;GO:0005886;GO:0004497;GO:0006629;GO:0016020	AT4g39510/F23K16_140 (Cytochrome P450, family 96, subfamily A, polypeptide 12) (Cytochrome P450-like protein);At1g47620 (Cytochrome P450, family 96, subfamily A, polypeptide 8) (F16N3.8 protein);Cytochrome P450, family 96, subfamily A, polypeptide 11;Cytochrome P450, family 96, subfamily A, polypeptide 11 (Cytochrome P450-like protein);Cytochrome P450, family 96, subfamily A, polypeptide 13 (Cytochrome P450-like protein);Cytochrome P450, family 96, subfamily A, polypeptide 2 (Cytochrome P450-like protein) (Cytochrome p450 - like protein)
ESY4_g26761_DN3_SP0_c0.t1	501	AT1G65340.1	AT1G65340.1	orthologue	GO:0005576;GO:0020037;GO:0016705;GO:0008150;GO:0005506;GO:0005634;GO:0004497;GO:0006629;GO:0016020	Cytochrome P450, family 96, subfamily A, polypeptide 3 (T8F5.12 protein)
ESY4_g26762_DN1_SP0_c58.t1	153	AT4G39550.1	AT4G39550.1	other	GO:0016567;GO:0005737;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g39550
ESY4_g26763_DN3_SP0_c0.t1	241	AT1G73490.2	AT1G73490.2	orthologue	GO:0005634;GO:0003723;GO:0005730;GO:0008150;GO:0003676	At1g73490 (RNA-binding (RRM/RBD/RNP motifs) family protein);RNA-binding (RRM/RBD/RNP motifs) family protein
ESY4_g26764_DN1_SP0_c0.t1	94					
ESY4_g26767_DN3_SP0_c0.t1	336	AT4G39470.1	AT4G39470.1	orthologue	GO:0003674;GO:0005634;;GO:0005515	AT4g39470/F23K16_100 (Tetratricopeptide repeat (TPR)-like superfamily protein)
ESY4_g26768_DN3_SP8_c0.t1	328	AT4G39460.1	AT4G39460.1	orthologue	GO:0000095;GO:0009941;GO:0009507;GO:0005743;GO:0005739;GO:0009536;GO:0005886;GO:0009658;GO:0015805;GO:0031966;GO:0031969;GO:0055085	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial (S-adenosylmethionine transporter 1) (AtSAMT1)
ESY4_g26770_DN3_SP0_c0.t1	857	AT4G39270.1	AT4G39270.1	orthologue	GO:0005886;GO:0004672;GO:0005515;GO:0009755;GO:0038023;GO:0004713;GO:0005524;GO:0016020;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
ESY4_g26771_DN3_SP2_c0.t1	498	AT4G39280.1	AT4G39280.1	orthologue	GO:0005524;GO:0000049;GO:0006432;GO:0005737;GO:0009328;GO:0000287;GO:0004826;GO:0005886;GO:0005829;GO:0046872;GO:0004812;GO:0043039;GO:0000166	Phenylalanine--tRNA ligase alpha subunit, cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS);phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit)
ESY4_g26772_DN3_SP0_c0.t1	100	AT4G39300.1	AT4G39300.1	orthologue	GO:0005575;GO:0003674;GO:0008150	At4g39300 (Envelope glycoprotein);Envelope glycoprotein
ESY4_g26773_DN3_SP0_c0.t1	133	AT4G39320.1	AT4G39320.1	orthologue	GO:0005886;GO:0003674	AT4g39320/T22F8_220 (Microtubule-associated protein-like protein)
ESY4_g26774_DN3_SP8_c0.t1	362	AT4G39330.1	AT4G39330.1	orthologue	GO:0009809;GO:0045551;GO:0005515;GO:0008270;GO:0005829;GO:0048046;GO:0005737;GO:0005886;GO:0016616;GO:0016491	Probable cinnamyl alcohol dehydrogenase 9 (AtCAD9) (EC 1.1.1.195)
ESY4_g26775_DN3_SP0_c0.t1	128	AT4G39340.1	AT4G39340.1	orthologue	GO:0005576;GO:2000008;GO:0080155;GO:0003674;GO:0031982;GO:0009567;GO:0031410	Egg cell-secreted protein 1.4
ESY4_g26778_DN3_SP8_c0.t1	1069	AT4G39350.1	AT4G39350.1	orthologue	GO:0016759;GO:0009833;GO:0030244;GO:0005886;GO:0016760;GO:0016757;GO:0008270;GO:0071555;GO:0016020	Cellulose synthase A catalytic subunit 2 [UDP-forming] (AtCesA2) (Ath-A) (EC 2.4.1.12)
ESY4_g26780_DN2_SP0_c0.t1	112	AT4G39360.1	AT4G39360.1	orthologue	GO:0005634;GO:0003674	At4g39360
ESY4_g26781_DN3_SP7_c0.t1	822	AT2G21790.1	AT2G21790.1	orthologue	GO:0005971;GO:0009263;GO:0009202;GO:0005524;GO:0004748;GO:0005737;GO:0006260	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Protein DEFECTIVE IN POLLEN DNA DEGRADATION 2) (Ribonucleoside-diphosphate reductase R1 subunit) (AtRNR1)
ESY4_g26782_DN3_SP0_c0.t1	504	AT4G39370.3	AT4G39370.3	orthologue	GO:0008233;GO:0031966;GO:0005737;GO:0004843;GO:0005741;GO:0031647;GO:0005634;GO:0005829;GO:0006508;GO:0016020;GO:0016579	Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (AtUBP27) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27);Ubiquitin-specific protease 27;ubiquitinyl hydrolase 1 (EC 3.4.19.12)
ESY4_g26783_DN2_SP0_c0.t1	204	AT4G11770.1, AT4G11750.1	AT4G11770.1	other	GO:0003674;GO:0008150;GO:0005737;GO:0005575;;GO:0005515	Putative F-box/kelch-repeat protein At4g11750;Putative F-box/kelch-repeat protein At4g11770
ESY4_g26784_DN1_SP0_c0.t1	128	AT4G11745.1	AT4G11745.1	other	GO:0003674;GO:0008150;GO:0005737	Galactose oxidase/kelch repeat superfamily protein
ESY4_g26785_DN3_SP0_c0.t1	434	AT1G16930.1, AT1G60400.1, AT1G60410.1, AT1G80470.1	AT1G16930.1	other	GO:0003674;GO:0005634;GO:0005575;GO:0008150;;GO:0005515	F-box protein At1g60400;F-box/FBD/LRR-repeat protein At1g16930;F-box/FBD/LRR-repeat protein At1g80470;FBD-associated F-box protein At1g60410
ESY4_g26786_DN3_SP0_c0.t1	437	AT4G39380.2	AT4G39380.2	orthologue	GO:0005634;GO:0007389;GO:0003682	TSL-kinase interacting-like protein
ESY4_g26787_DN1_SP0_c0.t1	108					
ESY4_g26788_DN3_SP8_c0.t1	335	AT4G39390.1	AT4G39390.1	orthologue	GO:0005459;GO:0005886;GO:0015297;GO:0015780;GO:0072334;GO:0022857;GO:0005338;GO:0055085;GO:0000139;GO:0005794;GO:0016020	Nucleotide sugar transporter-KT 1;UDP-rhamnose/UDP-galactose transporter 4 (UDP-Rha/UDP-Gal transporter 4) (Bi-functional UDP-rhamnose/UDP-galactose transporter) (Nucleotide sugar transporter-KT 1) (AtNST-KT1)
ESY4_g26789_DN3_SP0_c15.t1	1182	AT4G39400.1	AT4G39400.1	orthologue	GO:0042803;GO:0005496;GO:0009414;GO:0009742;GO:0004672;GO:0005515;GO:0048657;GO:0009826;GO:0010584;GO:0006468;GO:0004674;GO:0038023;GO:0004714;GO:0010224;GO:0005886;GO:0009911;GO:0016301;GO:0009729;GO:0009416;GO:0042802;GO:0048366;GO:0009755;GO:0090351;GO:0005768;GO:0010268;GO:0046982;GO:0000149;GO:0044024;GO:0032991;GO:0005524;GO:0010008;GO:0106310;GO:0033612	Protein BRASSINOSTEROID INSENSITIVE 1 (AtBRI1) (EC 2.7.10.1) (EC 2.7.11.1) (Brassinosteroid LRR receptor kinase)
ESY4_g26791_DN3_SP0_c0.t1	3096	AT4G39420.2	AT4G39420.2	orthologue	GO:0005739;GO:0005737;GO:0003674;GO:0005886	Spatacsin carboxy-terminus protein
ESY4_g26792_DN3_SP0_c0.t1	170	AT4G39260.1	AT4G39260.1	orthologue	GO:0050688;GO:0035197;GO:0009409;GO:0005886;GO:0045087;GO:1990428;GO:0009505;GO:0009506;GO:0005777;GO:0005739;GO:0003727;GO:0005634;GO:0005730;GO:0003729;GO:0000380;GO:0010043;GO:0035198;GO:0005615;GO:0006858;GO:0050658;GO:0005829;GO:0005794;GO:0005737;GO:0003723;GO:0003676	Cold, circadian rhythm, and RNA binding 1;Glycine-rich RNA-binding protein 8 (AtGR-RBP8) (AtRBG8) (Glycine-rich protein 8) (AtGRP8) (Protein COLD, CIRCADIAN RHYTHM, AND RNA BINDING 1) (Protein CCR1) (Small RNA binding protein 2) (AtSRBP2)
ESY4_g26793_DN3_SP0_c0.t1	98	AT2G21650.1, AT4G39250.1	AT4G39250.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0009793;GO:0010114;GO:0009630	Protein RADIALIS-like 1 (AtRL1) (Protein RAD-like 1) (Protein RADIALIS-LIKE SANT/MYB 2) (Protein RSM2);Protein RADIALIS-like 2 (AtRL2) (Protein RAD-like 2) (Protein MATERNAL EFFECT EMBRYO ARREST 3) (Protein RADIALIS-LIKE SANT/MYB 1) (Protein RSM1)
ESY4_g26794_DN1_SP0_c0.t1	423	AT3G27910.1, AT4G39240.1	AT4G39240.1	orthologue	GO:0003674;GO:0005737;GO:0009506;GO:0008150;GO:0005515;GO:0005575;	F-box/kelch-repeat protein At4g39240;Putative F-box/kelch-repeat protein At3g27910
ESY4_g26795_DN3_SP3_c0.t1	94	AT4G39235.1	AT4G39235.1	orthologue	GO:0008150;GO:0005634;GO:0003674	At4g39235
ESY4_g26796_DN3_SP0_c0.t1	308	AT4G39230.1	AT4G39230.1	orthologue	GO:0050664;GO:0009807;GO:0005737;GO:0032442;GO:0016491	Phenylcoumaran benzylic ether reductase 1 (AtPCBER1) (EC 1.23.1.-)
ESY4_g26797_DN3_SP8_c0.t1	194	AT4G39220.1	AT4G39220.1	orthologue	GO:0005886;GO:0006890;GO:0006621;GO:0003674;GO:0005794;GO:0000139;GO:0016020	Protein RER1A (AtRER1A)
ESY4_g26798_DN3_SP7_c0.t1	444	AT4G39210.1	AT4G39210.1	orthologue	GO:0005978;GO:0019252;GO:0009507;GO:0008878;GO:0005524;GO:0009058	Glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)
ESY4_g26799_DN2_SP0_c0.t1	80	AT4G39210.1	AT4G39210.1	other	GO:0005978;GO:0019252;GO:0009507;GO:0008878;GO:0005524	Glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)
ESY4_g26800_DN3_SP1_c0.t1	108	AT4G34555.1, AT2G16360.1	AT4G34555.1	orthologue	GO:0005886;GO:0022627;GO:0003735;GO:0005737;GO:0005730;GO:0008150;GO:0005739;GO:0000325	Small ribosomal subunit protein eS25x (40S ribosomal protein S25-3);Small ribosomal subunit protein eS25z (40S ribosomal protein S25-1)
ESY4_g26803_DN2_SP0_c0.t1	331	AT4G11770.1, AT4G11750.1	AT4G11770.1	other	GO:0003674;GO:0008150;GO:0005737;GO:0005575;;GO:0005515	Putative F-box/kelch-repeat protein At4g11750;Putative F-box/kelch-repeat protein At4g11770
ESY4_g26804_DN3_SP0_c0.t1	615	AT4G11745.1	AT4G11745.1	orthologue	GO:0003674;GO:0008150;GO:0005737;;GO:0005515	Galactose oxidase/kelch repeat superfamily protein
ESY4_g26805_DN1_SP0_c0.t1	113	AT4G38870.1	AT4G38870.1	other	GO:0003674;GO:0005739;GO:0008150	Putative F-box protein At4g38870
ESY4_g26806_DN3_SP6_c0.t1	370	AT4G39090.1	AT4G39090.1	orthologue	GO:0051603;GO:0005615;GO:0005764;GO:0006970;GO:0005576;GO:0004197;GO:0009414;GO:0009651;GO:0005634;GO:0000323;GO:0009269;GO:0042742;GO:0005886;GO:0005773;GO:0006508;GO:0008234	Cysteine protease RD19A (EC 3.4.22.-) (Protein RESPONSIVE TO DEHYDRATION 19) (RD19)
ESY4_g26807_DN3_SP1_c0.t1	199	AT4G39100.1	AT4G39100.1	orthologue	GO:0005515;GO:2000028;GO:0045814;GO:0000976;GO:0035064;GO:0010228;GO:0005634;GO:0009791;GO:0003682;GO:0003700;GO:0008270;GO:0009908;GO:0140002;GO:0006325	Chromatin remodeling protein SHL (Protein SHORT LIFE);PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein
ESY4_g26808_DN3_SP0_c0.t1	114					
ESY4_g26810_DN3_SP1_c0.t1	344	AT4G39120.2	AT4G39120.2	orthologue	GO:0004401;GO:0010347;GO:0000105;GO:0008934;GO:0009507;GO:0005737;GO:0006021;GO:0046872;GO:0052834;GO:0042578	Bifunctional phosphatase IMPL2, chloroplastic (Histidinol-phosphatase) (Histidinol-phosphate phosphatase) (HPP) (EC 3.1.3.15) (Inositol-phosphate phosphatase) (EC 3.1.3.25) (L-galactose 1-phosphate phosphatase) (EC 3.1.3.93) (Protein HISTIDINE BIOSYNTHESIS 7) (Protein MYO-INOSITOL MONOPHOSPHATASE-LIKE 2)
ESY4_g26811_DN2_SP0_c0.t1	348	AT5G46500.1	AT5G46500.1	other	GO:0003674;GO:0005575;GO:0008150	Protein VARIATION IN COMPOUND TRIGGERED ROOT growth protein
ESY4_g26813_DN3_SP0_c0.t1	143	AT4G39130.1	AT4G39130.1	orthologue	GO:0009415;GO:0003674;GO:0005829;GO:0009414;GO:0009631;GO:0009737	Dehydrin family protein
ESY4_g26814_DN3_SP0_c0.t1	371	AT2G21500.1	AT2G21500.1	orthologue	GO:0005634;GO:0003674;GO:0008270	At2g21560 (RING/U-box superfamily protein)
ESY4_g26815_DN3_SP3_c0.t1	348	AT4G39150.1	AT4G39150.1	orthologue	GO:0005886;GO:0003674;GO:0005737	AT4g39150/T22F8_50 (DNAJ heat shock N-terminal domain-containing protein) (DnaJ-like protein)
ESY4_g26816_DN3_SP0_c32.t1	172	AT3G10510.1	AT3G10510.1	other	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	Putative F-box/kelch-repeat protein At3g10510
ESY4_g26817_DN1_SP0_c0.t1	172					
ESY4_g26819_DN1_SP0_c0.t1	186				GO:0005515	
ESY4_g26820_DN3_SP0_c0.t1	909	AT1G07910.2	AT1G07910.2	orthologue	GO:0005634;GO:0010928;GO:0006388;GO:0004113;GO:0005737;GO:0003972;GO:0009507;GO:0051731;GO:0003729;GO:0004519;GO:0005524;GO:0006412;GO:0009734;GO:0016301;GO:0042245;GO:0046872	RNAligase;tRNA ligase 1 (AtRLG1) (AtRNL) (AtRlg1p) (EC 6.5.1.3) (Protein AT.I.24-9)
ESY4_g26821_DN1_SP0_c0.t1	192	AT3G42660.1	AT3G42660.1	other	GO:0005515;GO:0009733;GO:0006281;GO:0003682;GO:0040029;GO:0043596;GO:0005634;GO:0000278;GO:0006261	Protein ENHANCER OF LHP1 1
ESY4_g26822_DN3_SP0_c4.t1	531	AT4G39160.2	AT4G39160.2	orthologue	GO:0070898;GO:0005634;GO:0000126;GO:0001156;GO:0003677	At4g39160 (Homeodomain-like superfamily protein);Homeodomain-like superfamily protein
ESY4_g26823_DN3_SP3_c0.t1	615	AT4G39170.1	AT4G39170.1	orthologue	GO:0003674;GO:0005794;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH6 (Protein SEC FOURTEEN HOMOLOGS 6) (AtSFH6);Sec14p-like phosphatidylinositol transfer family protein
ESY4_g26824_DN3_SP2_c0.t1	563	AT4G39180.1	AT4G39180.1	orthologue	GO:0008526;GO:0015914;GO:0006656;GO:0005794;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH2 (Protein SEC FOURTEEN HOMOLOGS 2) (AtSFH2);Sec14p-like phosphatidylinositol transfer family protein
ESY4_g26825_DN3_SP0_c0.t1	317	AT5G10720.1	AT5G10720.1	other	GO:0071219;GO:0070301;GO:0000155;GO:0004673;GO:0009788;GO:0010105;GO:0048364;GO:0009927;GO:0000325;GO:0009736;GO:0000160;GO:0071732;GO:0005634;GO:0090333;GO:0005886;GO:0005737;GO:0006952;GO:0009738;GO:0009873;GO:0046872;GO:0007165;GO:0046777	Histidine kinase 5 (EC 2.7.13.3) (Arabidopsis histidine kinase 5) (AtHK5) (Protein AUTHENTIC HIS-KINASE 5) (Protein CYTOKININ-INDEPENDENT 2)
ESY4_g26826_DN3_SP0_c0.t1	260	AT4G39190.1	AT4G39190.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Nucleolar-like protein
ESY4_g26828_DN3_SP0_c0.t1	133	AT4G23680.1	AT4G23680.1	orthologue	GO:0005829;GO:0003674;GO:0010494;GO:0006952	AT4g23680/F9D16_150 (Polyketide cyclase/dehydrase and lipid transport superfamily protein) (Putative major latex protein)
ESY4_g26829_DN2_SP0_c0.t1	151	AT4G23680.1	AT4G23680.1	orthologue	GO:0005829;GO:0003674;GO:0010494;GO:0006952	AT4g23680/F9D16_150 (Polyketide cyclase/dehydrase and lipid transport superfamily protein) (Putative major latex protein)
ESY4_g26831_DN3_SP6_c0.t1	820	AT2G21410.1, AT4G39080.1	AT4G39080.1	orthologue	GO:0009507;GO:0000325;GO:0009705;GO:0005737;GO:0009941;GO:0046961;GO:0005774;GO:2000012;GO:0015986;GO:0070072;GO:0031669;GO:0000220;GO:0005773;GO:0005794;GO:0032119;GO:0043181;GO:0016471;GO:0007035;GO:0009678;GO:0005886;GO:0016887;GO:0051117;GO:0005739;GO:0033179;GO:1902600	V-type proton ATPase subunit a2 (V-ATPase subunit a2) (V-type proton ATPase 95 kDa subunit a isoform 2) (V-ATPase 95 kDa isoform a2) (Vacuolar H(+)-ATPase subunit a isoform 2) (Vacuolar proton pump subunit a2) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 2);V-type proton ATPase subunit a3 (V-ATPase subunit a3) (V-type proton ATPase 95 kDa subunit a isoform 3) (V-ATPase 95 kDa isoform a3) (Vacuolar H(+)-ATPase subunit a isoform 3) (Vacuolar proton pump subunit a3) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 3)
ESY4_g26832_DN3_SP4_c0.t1	1225	AT2G21390.1	AT2G21390.1	orthologue	GO:0030126;GO:0006890;GO:0006888;GO:0080008;GO:0006891;GO:0005198;GO:0006886;GO:0005515;GO:0005739;GO:0000139;GO:0016192;GO:0030117	Coatomer subunit alpha-2 (Alpha-coat protein 2) (Alpha-COP 2)
ESY4_g26835_DN3_SP6_c0.t1	242	AT4G39070.1	AT4G39070.1	orthologue	GO:0000976;GO:0009640;GO:0006355;GO:1900458;GO:2000306;GO:0005515;GO:0005634;GO:0008270;GO:0009741;GO:0003700	B-box zinc finger protein 20 (Protein BZR1 SUPPRESSOR 1) (Protein DOUBLE B-BOX 2) (Protein SALT TOLERANCE HOMOLOG 7)
ESY4_g26836_DN3_SP8_c0.t1	1060	AT4G39050.1	AT4G39050.1	orthologue	GO:0008017;GO:0005737;GO:0003777;GO:0007018;GO:0005874;GO:0005634;GO:0031347;GO:0005871;GO:0016887;GO:0005524;GO:0005739;GO:0008270	Kinesin-like protein KIN-7D, mitochondrial (Mitochondria-targeted kinesin-related protein 2)
ESY4_g26837_DN3_SP1_c0.t1	284	AT4G39040.1	AT4G39040.1	orthologue	GO:0009507;GO:0003729;GO:0005886;GO:0003723	At4g39040 (RNA-binding CRS1 / YhbY (CRM) domain protein);RNA-binding CRS1 / YhbY (CRM) domain protein
ESY4_g26838_DN3_SP0_c0.t1	172	AT1G35890.1, AT3G46565.1	AT4G39080.1	other	GO:0003677;GO:0006355;GO:0005634;GO:0005575	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein;NAC (No apical meristem) domain transcriptional regulator superfamily protein
ESY4_g26839_DN2_SP0_c0.t1	95	AT4G39040.1	AT4G39040.1	orthologue	GO:0009507;GO:0003729;GO:0005886	At4g39040 (RNA-binding CRS1 / YhbY (CRM) domain protein);RNA-binding CRS1 / YhbY (CRM) domain protein
ESY4_g26840_DN3_SP0_c0.t1	185	AT4G39040.1	AT4G39040.1	orthologue	GO:0009507;GO:0003729;GO:0005886;GO:0003723	At4g39040 (RNA-binding CRS1 / YhbY (CRM) domain protein);RNA-binding CRS1 / YhbY (CRM) domain protein
ESY4_g26841_DN3_SP6_c1.t1	534	AT4G39030.1	AT4G39030.1	orthologue	GO:0009941;GO:0042910;GO:0009697;GO:0009507;GO:0031348;GO:0045087;GO:0006952;GO:0015297;GO:0042742;GO:0009624;GO:0009751;GO:0055085;GO:0009536;GO:0031969;GO:0016020	Protein DETOXIFICATION 47, chloroplastic (AtDTX47) (Multidrug and toxic compound extrusion protein 47) (MATE protein 47) (Protein ENHANCED DISEASE SUSCEPTIBILITY 5) (Protein EDS5) (Protein IMPORTANT FOR THE ARR PATHWAY 1) (Protein IAP1) (Protein SALICYLIC ACID INDUCTION DEFICIENT 1) (Protein SID1) (Protein SUSCEPTIBLE TO CORONATINE-DEFICIENT PST DC3000 3) (Protein SCORD3)
ESY4_g26842_DN3_SP0_c0.t1	216	AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1	AT1G70040.1	other	GO:0003674;GO:0005739;GO:0008150;GO:0005634;GO:0005575;GO:0016020	F20P5.22 protein (Transmembrane protein, putative (DUF1163));F20P5.24 protein (Transmembrane protein, putative (DUF1163));Gb|AAB61110.1 (Transmembrane protein, putative (DUF1163));Transmembrane protein, putative (DUF1163);Uncharacterized protein T12E18_100;Uncharacterized protein T4C21_110
ESY4_g26843_DN3_SP0_c0.t1	169	AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1	AT1G70040.1	other	GO:0003674;GO:0005739;GO:0008150;GO:0005634;GO:0005575;GO:0016020	F20P5.22 protein (Transmembrane protein, putative (DUF1163));F20P5.24 protein (Transmembrane protein, putative (DUF1163));Gb|AAB61110.1 (Transmembrane protein, putative (DUF1163));Transmembrane protein, putative (DUF1163);Uncharacterized protein T12E18_100;Uncharacterized protein T4C21_110
ESY4_g26844_DN2_SP0_c0.t1	134	AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1	AT1G70040.1	other	GO:0003674;GO:0005739;GO:0008150;GO:0005634;GO:0005575;GO:0016020	F20P5.22 protein (Transmembrane protein, putative (DUF1163));F20P5.24 protein (Transmembrane protein, putative (DUF1163));Gb|AAB61110.1 (Transmembrane protein, putative (DUF1163));Transmembrane protein, putative (DUF1163);Uncharacterized protein T12E18_100;Uncharacterized protein T4C21_110
ESY4_g26845_DN3_SP0_c0.t1	232	AT1G75560.1	AT1G75560.1	other	GO:0005634;GO:0003729;GO:0008270;GO:0003677;GO:0003676	DNA-binding protein (Zinc knuckle (CCHC-type) family protein)
ESY4_g26846_DN3_SP8_c0.t1	473	AT4G39010.1	AT4G39010.1	orthologue	GO:0009828;GO:1990059;GO:0010047;GO:0005576;GO:0008810;GO:0030245;GO:0071555;GO:0004553;GO:0005975	Endoglucanase 24 (EC 3.2.1.4) (Endo-1,4-beta glucanase 24);cellulase (EC 3.2.1.4)
ESY4_g26847_DN3_SP0_c0.t1	460	AT4G39000.1	AT4G39000.1	orthologue	GO:0008810;GO:0005576;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 23 (EC 3.2.1.4) (Endo-1,4-beta glucanase 23)
ESY4_g26848_DN3_SP0_c0.t1	485	AT4G38990.2	AT4G38990.2	orthologue	GO:0008810;GO:0005576;GO:0008150;GO:0030245;GO:0071555;GO:0004553;GO:0005975	Endoglucanase 22 (EC 3.2.1.4) (Endo-1,4-beta glucanase 22) (Glycosyl hydrolase 9B16)
ESY4_g26849_DN2_SP0_c0.t1	273	AT4G38980.1	AT4G38980.1	orthologue	GO:0003674;GO:0008150;GO:0005634	Uncharacterized protein At4g38980 (Uncharacterized protein F19H22.80)
ESY4_g26850_DN3_SP8_c0.t1	400	AT4G38970.1	AT4G38970.1	orthologue	GO:0009570;GO:0006096;GO:0005829;GO:0009507;GO:0010287;GO:0006094;GO:0004332;GO:0009579;GO:0006098;GO:0009737;GO:0009941;GO:0048046;GO:0003729;GO:0030388;GO:0005886	Fructose-bisphosphate aldolase (EC 4.1.2.13);Fructose-bisphosphate aldolase 2, chloroplastic (AtFBA2) (EC 4.1.2.13)
ESY4_g26851_DN3_SP8_c0.t1	186	AT4G38960.3	AT4G38960.3	orthologue	GO:0005515;GO:0006355;GO:0045892;GO:0009640;GO:0008270;GO:0010228;GO:0010100;GO:0005634;GO:0042752;GO:0003700;GO:0007623;GO:0005737	B-box type zinc finger family protein;B-box zinc finger protein 19 (Protein DOUBLE B-BOX 1B) (Protein SALT TOLERANCE HOMOLOG 5)
ESY4_g26852_DN3_SP0_c3.t1	856	AT4G38950.1	AT4G38950.1	orthologue	GO:0003777;GO:0005737;GO:0009506;GO:0008017;GO:0003729;GO:0007018;GO:0005524;GO:0005874	Kinesin-like protein KIN-7F
ESY4_g26853_DN2_SP0_c0.t1	358	AT4G38940.1	AT4G38940.1	orthologue	GO:0005634;GO:0016567;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g38940
ESY4_g26854_DN3_SP0_c0.t1	133				GO:0005515	
ESY4_g26855_DN3_SP0_c0.t1	364	AT4G38940.1	AT4G38940.1	orthologue	GO:0005634;GO:0016567;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g38940
ESY4_g26856_DN2_SP0_c0.t1	239	AT1G73490.2	AT1G73490.2	orthologue	GO:0005634;GO:0003723;GO:0005730;GO:0008150;GO:0005515;GO:0003676	At1g73490 (RNA-binding (RRM/RBD/RNP motifs) family protein);RNA-binding (RRM/RBD/RNP motifs) family protein
ESY4_g26857_DN3_SP0_c0.t1	248				GO:0003723;GO:0003676	
ESY4_g26858_DN3_SP0_c0.t1	309				GO:0003676;GO:0003723	
ESY4_g26859_DN3_SP7_c0.t1	164	AT4G34720.1	AT4G34720.1	orthologue	GO:0005773;GO:0046961;GO:0016020;GO:0033179;GO:0016887;GO:0009507;GO:0005774;GO:1902600;GO:0015078;GO:0033177	V-type proton ATPase proteolipid subunit;V-type proton ATPase subunit c1 (V-ATPase subunit c1) (V-type proton ATPase 16 kDa proteolipid subunit c1) (V-ATPase 16 kDa proteolipid subunit c1) (Vacuolar H(+)-ATPase subunit c isoform 1) (Vacuolar proton pump 16 kDa proteolipid subunit c1) (Vacuolar proton pump subunit c1)
ESY4_g26860_DN3_SP0_c0.t1	265	AT4G38910.2	AT4G38910.2	orthologue	GO:0005634;GO:0003700;GO:0003677;GO:0043565;GO:0009723;GO:0005515	Protein BASIC PENTACYSTEINE5 (AtBPC5) (GAGA-motif binding transcriptional activator BBR/BPC5)
ESY4_g26861_DN3_SP0_c0.t1	307	AT3G62850.1	AT3G62850.1	other	GO:0010468;GO:0004540;GO:0005634;GO:0005777	Zinc finger protein-like protein
ESY4_g26862_DN3_SP5_c0.t1	517	AT4G38900.1	AT4G38900.1	orthologue	GO:0006355;GO:0090567;GO:0005829;GO:0003700;GO:0042803;GO:0000976;GO:0005634;GO:0043565;GO:0005737	bZIP transcription factor 29 (AtbZIP29) (Protein DRINK ME-LIKE)
