Eutrema_salsugineum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_006407369.1	377	AT3G12110.1	AT3G12110.1	orthologue	GO:0015629;GO:0005739;GO:0030036;GO:0005737;GO:0009570;GO:0009941;GO:0005856;GO:0009506;GO:0005829;GO:0005200;GO:0005524;GO:0016787	Actin-11 (EC 3.6.4.-)
XP_006407371.1	393	AT3G12100.1	AT3G12100.1	orthologue	GO:0005794;GO:0006882;GO:0009624;GO:0046873;GO:0030001;GO:0005385;GO:0005774;GO:0016020;GO:0006829;GO:0006812;GO:0008324;GO:0055085	Cation efflux family protein;Metal tolerance protein C2 (AtMTPc2) (AtMTP5)
XP_006407372.1	664	AT3G12080.1	AT3G12080.1	orthologue	GO:0009507;GO:0009793;GO:0003729;GO:0042793;GO:0005829;GO:0005525;GO:0042254	GTPase Der (GTP-binding protein EngA)
XP_006407373.1	282	AT3G12090.1	AT3G12090.1	orthologue	GO:0035265;GO:0009506;GO:0009734;GO:0003674;GO:0005886;GO:0016020	Tetraspanin-6
XP_006407374.1	314	AT5G12210.1	AT5G12210.1	orthologue	GO:0006888;GO:0010214;GO:0009960;GO:0140301;GO:0010183;GO:0048364;GO:0009793;GO:0048316;GO:0004663;GO:0005968;GO:0010315;GO:0018344;GO:0009553;GO:0140964;GO:0009555;GO:0046872;GO:0003824;GO:0008318;GO:0018342	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60);Geranylgeranyl transferase type-2 subunit beta 1 (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta 1) (Rab geranylgeranyl transferase beta subunit 1) (AtRGTB1) (Rab-GGT beta 1)
XP_006407376.1	548	AT3G12060.1	AT3G12060.1	orthologue	GO:0030244;GO:0016413;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 1
XP_006407377.1	359	AT3G12050.1	AT3G12050.1	orthologue	GO:0006457;GO:0051087;GO:0001671;GO:0005634;GO:0005829;GO:0032781	Aha1 domain-containing protein
XP_006407378.1	252	AT3G12040.1	AT3G12040.1	orthologue	GO:0052822;GO:0043916;GO:0006284;GO:0003905;GO:0003677;GO:0052821;GO:0005634;GO:0008725;GO:0003824	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine DNA glycosidase);DNA-3-methyladenine glycosylase II (EC 3.2.2.21) (3-methyladenine DNA glycosidase)
XP_006407379.1	195	AT3G12030.1	AT3G12030.1	orthologue	GO:0005737;GO:0005794;GO:0006874;GO:0005739;GO:0005262;GO:0005789;GO:0032469;GO:0016020	Calcium load-activated calcium channel (CLAC channel)
XP_006407380.1	964	AT3G12020.2	AT3G12020.2	orthologue	GO:0016887;GO:0007018;GO:0005737;GO:0009507;GO:0008017;GO:0003777;GO:0005871;GO:0005874;GO:0005524;GO:0016787	Kinesin-like protein KIN-7K, chloroplastic;P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_006407381.2	681	AT3G12010.1	AT3G12010.1	orthologue	GO:0010506;GO:0003674;GO:0031902;GO:0035658;GO:0005765;GO:0005515	C18orf8
XP_006407382.2	439	AT3G12000.1	AT3G12000.1	orthologue	GO:0003674;GO:0005576;GO:0004674;GO:0005524;GO:0005886;GO:0030246;GO:0048544	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_006407383.1	172	AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04041.1, AT2G04031.1, AT2G04037.1, AT1G47470.1, AT1G47450.1, AT3G11990.1, AT1G45190.1	AT1G47470.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005576	Downregulated in DIF1 18 (F27F5.27);ECA1 gametogenesis family protein (DUF784);ECA1 gametogenesis family protein (DUF784) (Genomic DNA, chromosome 5, BAC clone:F6I13);Prolamin-like protein (DUF784)
XP_006407386.2	198	AT3G13570.1	AT3G13570.1	other	GO:0000398;GO:0005515;GO:0016607;GO:0003729;GO:0008380;GO:0003723;GO:0005634;GO:0005829;GO:0005681;GO:0003676	Serine/arginine-rich SC35-like splicing factor SCL30A (At-SCL30A) (AtSCL30A) (SC35-like splicing factor 30A) (Serine/arginine-rich splicing factor 30A)
XP_006407387.1	1926	AT3G11964.2	AT3G11964.2	orthologue	GO:0005730;GO:0003723;GO:0006364;GO:0005886;GO:0009553;GO:0005634;GO:0032040;GO:0003676;GO:1990904;GO:0005515;GO:0006396	rRNA biogenesis protein RRP5 (AtRrp5) (Ribosomal RNA-processing protein 5)
XP_006407388.1	1367	AT3G11960.1	AT3G11960.1	orthologue	GO:0000398;GO:0005634;GO:0030620;GO:0003676;GO:0005686;GO:0005515	Cleavage and polyadenylation specificity factor (CPSF) A subunit protein
XP_006407390.1	561	AT3G11950.1	AT3G11950.1	orthologue	GO:0009941;GO:0005634;GO:0005737;GO:0009507;GO:0008270;GO:0007166;GO:0035591	F26K24.24 protein (TRAF-like superfamily protein)
XP_006407391.1	382	AT3G11945.2	AT3G11945.2	orthologue	GO:0010355;GO:0010236;GO:0009941;GO:0010357;GO:0010356;GO:0005829;GO:0009536;GO:0009507;GO:0016117;GO:0005739;GO:0004161;GO:0004659;GO:0031969;GO:0016020;GO:0016765	Homogentisate prenyltransferase;Homogentisate solanesyltransferase, chloroplastic (AtHST) (EC 2.5.1.117) (Homogentisate phytyltransferase 2) (AtHPT2) (Vitamin E pathway gene 2-2 protein) (AtVTE2-2)
XP_006407392.1	207	AT3G11940.1	AT3G11940.1	orthologue	GO:0022626;GO:0000028;GO:0005829;GO:0005737;GO:0000325;GO:0009506;GO:0006412;GO:0015935;GO:0009505;GO:0003729;GO:0019843;GO:0022627;GO:0003735;GO:0005840;GO:0003723	Small ribosomal subunit protein uS7y (40S ribosomal protein S5-2) (AtRPS5A) (Protein ARABIDOPSIS MINUTE-LIKE 1)
XP_006407394.1	194	AT3G11930.3	AT3G11930.3	other	GO:0005737;GO:0005829;GO:0003674;GO:0016020;GO:0016787	AT3G11930 protein (Adenine nucleotide alpha hydrolases-like superfamily protein);AT3g11930/MEC18.3 (Adenine nucleotide alpha hydrolases-like superfamily protein) (F26K24.22 protein) (MEC18.3/MEC18.3);Adenine nucleotide alpha hydrolases-like superfamily protein
XP_006407395.2	75	AT3G11930.3	AT3G11930.3	other	GO:0005737;GO:0005829;GO:0003674;GO:0016020;GO:0016787	AT3G11930 protein (Adenine nucleotide alpha hydrolases-like superfamily protein);AT3g11930/MEC18.3 (Adenine nucleotide alpha hydrolases-like superfamily protein) (F26K24.22 protein) (MEC18.3/MEC18.3);Adenine nucleotide alpha hydrolases-like superfamily protein
XP_006407397.2	565	AT3G11920.1	AT3G11920.1	other	GO:0035556;GO:0003674;GO:0005634	F26K24.21 protein (Glutaredoxin-like protein)
XP_006407401.1	435	AT3G11900.1	AT3G11900.1	orthologue	GO:0005789;GO:0015173;GO:0016020;GO:0005774;GO:0003333;GO:0015179;GO:0015175;GO:0009624;GO:0015171	Amino acid transporter ANT1 (Aromatic and neutral amino acid transporter 1)
XP_006407402.1	462	AT3G11890.2, AT3G11860.1	AT3G11890.2	orthologue	GO:0003674;GO:0005739;GO:0008150;GO:0005634;;GO:0005515	AT3g11890 (Sterile alpha motif (SAM) domain-containing protein);F26K24.15 protein (Sterile alpha motif (SAM) domain protein);F26K24.18 protein (Sterile alpha motif (SAM) domain-containing protein)
XP_006407403.1	504	AT3G11850.1	AT3G11850.1	orthologue	GO:0005634;GO:0005515;GO:0016020;GO:0080115	F26K24.14 protein
XP_006407404.1	558	AT3G11830.1	AT3G11830.1	orthologue	GO:0051082;GO:0005829;GO:0006457;GO:0016887;GO:0140662;GO:0005832;GO:0005524	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (Chaperonin CCT7)
XP_006407405.1	468	AT3G11840.1	AT3G11840.1	orthologue	GO:0004842;GO:0051865;GO:0002679;GO:0006952;GO:0005634;GO:0061630;GO:0016567	E3 ubiquitin-protein ligase PUB24 (EC 2.3.2.27) (Plant U-box protein 24) (RING-type E3 ubiquitin transferase PUB24) (U-box domain-containing protein 24)
XP_006407406.1	342	AT3G11820.1	AT3G11820.1	orthologue	GO:0006906;GO:0005484;GO:0009620;GO:0031201;GO:0005829;GO:0005886;GO:0006887;GO:0061025;GO:0005515;GO:0009863;GO:0010363;GO:0006952;GO:0006886;GO:0009867;GO:0072659;GO:0010119;GO:0000149;GO:0016192;GO:0043069;GO:0048278;GO:0009737;GO:0032940;GO:0031348;GO:0050832;GO:0043495;GO:0009504;GO:0005802;GO:0051245;GO:0009506;GO:0072660;GO:0006612;GO:0012505;GO:0010148;GO:0016020	Syntaxin-121 (AtSYP121) (Protein SYNTAXIN OF PLANTS 121) (Syntaxin-related protein At-Syr1)
XP_006407408.1	385	AT2G15660.1, AT2G40210.1, AT2G26880.1	AT2G40210.1	orthologue	GO:0003677;GO:0005634;GO:0046983;GO:0006355;GO:0003700;GO:0006357;GO:0045944;GO:0000978;GO:0000987;GO:0000981	AGAMOUS-like 41;AGAMOUS-like 48;AGAMOUS-like 95
XP_006407409.2	223	AT2G15660.1, AT2G26880.1, AT2G40210.1	AT2G40210.1	other	GO:0003677;GO:0005634;GO:0046983;GO:0006355;GO:0003700;GO:0006357;GO:0045944;GO:0000978;GO:0000987;GO:0000981	AGAMOUS-like 41;AGAMOUS-like 48;AGAMOUS-like 95
XP_006407411.1	152	AT3G11780.2	AT3G11780.2	orthologue	GO:0032934;GO:0099503;GO:0032366;GO:0005576;GO:0000325;GO:0015918	F26K24.7 protein (MD-2-related lipid recognition domain-containing protein / ML domain-containing protein);MD-2-related lipid recognition domain-containing protein / ML domain-containing protein
XP_006407412.1	200	AT3G11770.1	AT3G11770.1	orthologue	GO:0008310;GO:0003676;GO:0005634;GO:2000630;GO:0000325;GO:0005829;GO:1905172;GO:0008859;GO:0005737;GO:0005515;GO:0008408;GO:0031047;GO:0006139	Protein RISC-INTERACTING CLEARING 3'-5' EXORIBONUCLEASE 1 (EC 3.1.13.1)
XP_006407413.1	712	AT3G11760.1	AT3G11760.1	orthologue	GO:0005634;GO:0003674	F26K24.5 protein (Structural maintenance of chromosomes flexible hinge domain protein)
XP_006407415.1	152	AT3G11750.1, AT3G21730.1	AT3G11750.1	orthologue	GO:0005739;GO:0004150;GO:0046654;GO:0005737;GO:0009507;GO:0046656;GO:0006760	Dihydroneopterin aldolase 1 (DHNA1) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase) (AtFolB1);Probable dihydroneopterin aldolase 3 (DHNA3) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase) (AtFolB3);dihydroneopterin aldolase (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)
XP_006407417.1	204	AT3G11730.1	AT3G11730.1	orthologue	GO:0006886;GO:0000139;GO:0012505;GO:0032588;GO:0030742;GO:0005886;GO:0005515;GO:0003924;GO:0006888;GO:0080115;GO:0005525;GO:0015031	Ras-related protein RABD1 (AtRABD1) (Ras-related protein ATFP8)
XP_006407420.2	646	AT3G11710.1	AT3G11710.1	orthologue	GO:0006430;GO:0005737;GO:0000049;GO:0005829;GO:0004824;GO:0009506;GO:0003677;GO:0005524;GO:0046872;GO:0000166;GO:0004812;GO:0006418;GO:0003676	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS) (Lysyl-tRNA synthetase 1) (AtKRS-1)
XP_006407421.1	464	AT3G11700.1	AT3G11700.1	orthologue	GO:0003674;GO:0000325;GO:0099503;GO:0005886;GO:0005576	Fasciclin-like arabinogalactan protein 18
XP_006407422.1	255	AT3G11690.1	AT3G11690.1	orthologue	GO:0003674;GO:0005634	At3g11690 (T19F11.9 protein)
XP_006407423.2	493	AT3G11680.2	AT3G11680.2	orthologue	GO:0003674;GO:0009705;GO:0015743;GO:0016020;GO:0034220	Aluminum activated malate transporter family protein;Aluminum-activated malate transporter 8 (AtALMT8)
XP_006407424.1	806	AT3G11670.1	AT3G11670.1	orthologue	GO:0009507;GO:0009867;GO:0009266;GO:0042550;GO:0046480;GO:0019375;GO:0005739;GO:0009707;GO:0031408;GO:0046481;GO:0009809;GO:0016757;GO:0006869;GO:0035250	Digalactosyldiacylglycerol synthase 1, chloroplastic (EC 2.4.1.241)
XP_006407425.1	211	AT3G11660.1	AT3G11660.1	orthologue	GO:0051607;GO:0005886;GO:0003674;GO:0005739;GO:0009506;GO:0098542	NDR1/HIN1-like protein 1
XP_006407426.1	242	AT3G11650.1	AT3G11650.1	orthologue	GO:0009506;GO:0009507;GO:0005886;GO:0051607;GO:0003674;GO:0098542	NDR1/HIN1-like protein 2
XP_006407428.1	268	AT3G11630.1	AT3G11630.1	orthologue	GO:0008379;GO:0009507;GO:0045454;GO:0140824;GO:0009570;GO:1901149;GO:0010319;GO:0006979;GO:0009579;GO:0042744;GO:0005515;GO:0048046;GO:0009941;GO:0005829;GO:0051920;GO:0009409;GO:0004601;GO:0033554;GO:0016209;GO:0016491	2-Cys peroxiredoxin BAS1, chloroplastic (2-Cys Prx A) (2-Cys peroxiredoxin A) (EC 1.11.1.24) (Thiol-specific antioxidant protein A) (Thioredoxin-dependent peroxiredoxin BAS1)
XP_006407429.1	312	AT3G11620.1	AT3G11620.1	orthologue	GO:0005739;GO:0019915;GO:0005811;GO:0016298	Alpha/beta-Hydrolases superfamily protein
XP_006407430.1	116	AT3G11600.1	AT3G11600.1	orthologue	GO:0005634;GO:0005515;GO:0080147	Protein GL2-INTERACTING REPRESSOR 2
XP_006407431.1	627	AT3G11590.1	AT3G11590.1	orthologue	GO:0003674;GO:0005634	At3g11590/F24K9_26 (Golgin family A protein);Golgin family A protein
XP_006407433.2	435	AT3G11570.1	AT3G11570.1	orthologue	GO:0009507;GO:0016413;GO:0005794;GO:0005743;GO:0005829;GO:0009941;GO:0016020;GO:0016740	AT3G11560 protein (LETM1-like protein);Protein trichome birefringence-like 8
XP_006407434.1	879	AT3G11560.2	AT3G11560.2	orthologue	GO:0009941;GO:0009507;GO:0005743;GO:0005739;GO:0003674;GO:0005829;GO:0030003	AT3G11560 protein (LETM1-like protein);LETM1-like protein
XP_006407435.1	204	AT3G11550.1	AT3G11550.1	orthologue	GO:0042545;GO:0005886;GO:0007043;GO:0042803;GO:0005515;GO:0048226	Casparian strip membrane protein 2 (AtCASP2)
XP_006407436.1	899	AT3G11540.1	AT3G11540.1	orthologue	GO:0046922;GO:0005634;GO:0016757;GO:0005515;GO:0036066;GO:0016262;GO:0006486;GO:0005737;GO:0097363;GO:0009938;GO:0009740;GO:0009736;GO:2000377;GO:0009908;GO:0030154;GO:0048511	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY (EC 2.4.1.255) (GDP-fucose protein O-fucosyltransferase SPINDLY) (EC 2.4.1.221);protein O-GlcNAc transferase (EC 2.4.1.255)
XP_006407438.1	113	AT3G11530.1	AT3G11530.1	orthologue	GO:0005768;GO:0003674;GO:0032511;GO:0000325;GO:0016020	Vacuolar protein sorting 55 (VPS55) family protein
XP_006407440.1	426	AT3G11520.1	AT3G11520.1	orthologue	GO:0005515;GO:0005634;GO:0016538;GO:0044772;GO:0000307;GO:0000082;GO:0005815;GO:0005737;GO:0010332;GO:0016020;GO:0051301	CYCLIN B13;Cyclin-B1-3 (Cyc2-At) (G2/mitotic-specific cyclin-B1-3) (CycB1;3)
XP_006407441.1	150	AT3G11510.1, AT2G36160.1, AT3G52580.1	AT3G52580.1	orthologue	GO:0003729;GO:0005737;GO:0009506;GO:0006412;GO:0022627;GO:0005515;GO:0022626;GO:0005783;GO:0003735;GO:0000028;GO:0000325;GO:0005829;GO:0005730;GO:0005840;GO:1990904	Small ribosomal subunit protein uS11x (40S ribosomal protein S14-3);Small ribosomal subunit protein uS11y (40S ribosomal protein S14-2);Small ribosomal subunit protein uS11z (40S ribosomal protein S14-1)
XP_006407442.1	79	AT3G11500.1	AT3G11500.1	orthologue	GO:0043186;GO:0000398;GO:0071004;GO:0034719;GO:0005685;GO:0071011;GO:0005829;GO:0005689;GO:0005634;GO:0003723;GO:0005687;GO:0071013;GO:0005682;GO:0005730;GO:0005686;GO:0097526;GO:0000387;GO:0005681;GO:1990904	Small nuclear ribonucleoprotein G (snRNP-G)
XP_006407443.1	436	AT3G11490.1	AT3G11490.1	orthologue	GO:0007165;GO:0009664;GO:0009507;GO:0034059;GO:0003674;GO:0005096	Rho GTPase-activating protein 4 (Rho-type GTPase-activating protein 4)
XP_006407445.1	625	AT3G11460.1	AT3G11460.1	orthologue	GO:0005515;GO:0005739;GO:0009451;GO:0043231;GO:0016554;GO:0003723;GO:0008270;GO:0006397	Putative pentatricopeptide repeat-containing protein At3g11460, mitochondrial (Mitochondrial RNA editing factor 10)
XP_006407446.1	649	AT3G11450.1	AT3G11450.1	orthologue	GO:0009909;GO:0051083;GO:0030544;GO:0009793;GO:0005829;GO:0048366;GO:0043022;GO:0006450;GO:0005634;GO:1902182;GO:0003677	DnaJ and Myb-like DNA-binding domain-containing protein
XP_006407447.1	547	AT3G11440.1	AT3G11440.1	orthologue	GO:0000976;GO:0045893;GO:0009740;GO:0006355;GO:1990019;GO:0048235;GO:0048655;GO:0005634;GO:0048653;GO:0003700;GO:0045926;GO:0043068;GO:0008285;GO:0003677;GO:0009653;GO:0040008	Myb domain protein 65;Transcription factor MYB65 (Myb-related protein 65) (AtMYB65)
XP_006407448.1	500	AT3G11430.1	AT3G11430.1	orthologue	GO:0090447;GO:0016791;GO:0010345;GO:0004366;GO:0016024;GO:0010143;GO:0016020;GO:0008514;GO:0016746	Glycerol-3-phosphate acyltransferase 5 (AtGPAT5) (EC 2.3.1.15)
XP_006407449.1	504	AT3G11420.1	AT3G11420.1	orthologue	GO:0005886;GO:0016757;GO:0008375;GO:0016020	At3g11420 (Beta-1,3-N-acetylglucosaminyltransferase lunatic protein, putative (DUF604)) (Glycosyltransferase)
XP_006407450.1	412	AT3G11410.1	AT3G11410.1	orthologue	GO:0051607;GO:0005515;GO:0009788;GO:0009738;GO:0009737;GO:0005634;GO:0017018;GO:0009414;GO:0004722;GO:0004721;GO:0009409;GO:1902531;GO:0016791;GO:0010119;GO:0019900;GO:0005829;GO:0010360;GO:0019901;GO:0046872;GO:0006470;GO:0043169	Protein phosphatase 2C 37 (AtPP2C37) (EC 3.1.3.16) (Protein ABA-HYPERSENSITIVE GERMINATION 3) (Protein phosphatase 2C A) (PP2CA)
XP_006407451.1	294	AT3G11400.2	AT3G11400.2	other	GO:0005737;GO:0005829;GO:0003743;GO:0006413;GO:0010494;GO:0003729;GO:0005515;GO:0005852;GO:0001732;GO:0016282;GO:0033290;GO:0003723;GO:0003676	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)
XP_006407452.1	209	AT3G11397.1	AT3G11397.1	orthologue	GO:0016192;GO:0005739;GO:0016020;GO:0003674;GO:0005783;GO:0010008	PRA1 family protein A3 (AtPRA1.A3)
XP_006407453.1	792	AT5G05970.2	AT5G05970.2	other	GO:2000694;GO:0000919;GO:0032467;GO:0009555;GO:0060236;GO:0080008;GO:0005828;GO:0010968;GO:0009553;GO:0140496;GO:0000776;GO:0005635;GO:0005815;GO:0009524;GO:0005515	Protein NEDD1 (Neural precursor cell expressed developmentally down-regulated protein 1 homolog) (Protein GCP-WD)
XP_006407455.1	448	AT3G11340.1	AT3G11340.1	orthologue	GO:0046527;GO:0080043;GO:0008194;GO:0097359;GO:0035251;GO:0050829;GO:0052640;GO:0002239;GO:0010150;GO:0009863;GO:0009507;GO:0006952;GO:0080044;GO:0005737	UDP-glycosyltransferase 76B1 (EC 2.4.1.-)
XP_006407457.1	308	AT3G11320.1	AT3G11320.1	orthologue	GO:0055085;GO:0005783;GO:0015297;GO:0005794;GO:0005886;GO:0008514;GO:0016020	Probable sugar phosphate/phosphate translocator At3g11320
XP_006407460.1	270	AT3G11280.1	AT3G11280.1	orthologue	GO:0003700;GO:0000976;GO:0005634;GO:0009739;GO:0006355;GO:0009751;GO:0003677	Duplicated homeodomain-like superfamily protein (MYB transcription factor) (MYB-family transcription factor, putative; alternative splicing isoform 2 of 2;71559-70643 (Myb-family transcription factor, putative; alternative splicing isoform 1 of 2;71559-70643)) (Putative MYB-family transcription factor)
XP_006407461.1	312	AT3G11270.1	AT3G11270.1	orthologue	GO:0009793;GO:0030163;GO:0005634;GO:0000502;GO:0005829;GO:0006511;GO:0009507;GO:0043161;GO:0006364;GO:0008237;GO:0005838;GO:0048731;GO:0005515;GO:0008233	26S proteasome non-ATPase regulatory subunit 7 homolog B (26S proteasome regulatory subunit RPN8b) (AtRPN8b) (Protein MATERNAL EFFECT EMBRYO ARREST 34);Mov34/MPN/PAD-1 family protein
XP_006407462.1	190	AT3G11260.1	AT3G11260.1	orthologue	GO:0005515;GO:0010078;GO:0005634;GO:0043565;GO:0009733;GO:1902459;GO:0003700;GO:0099402;GO:0003677	WUSCHEL-related homeobox 5
XP_006407463.1	129	AT3G11230.2	AT3G11230.2	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0046872	Protein yippee-like;Protein yippee-like At3g11230
XP_006407464.1	356	AT3G11220.1	AT3G11220.1	orthologue	GO:0010928;GO:0008284;GO:0008023;GO:2000024;GO:0005737;GO:0009737;GO:0033588;GO:0002098;GO:0051301;GO:0071329;GO:0035265;GO:0031538;GO:0006979;GO:0005634;GO:0005515;GO:0043609;GO:0009734;GO:0009738	Elongator complex protein 4 (AtELP4) (Elongator component 4) (Protein ELONGATA 1)
XP_006407465.1	256	AT3G11210.1	AT3G11210.1	orthologue	GO:0005737;GO:0016788;GO:0005576;GO:0016042	GDSL esterase/lipase CPRD49 (EC 3.1.1.-) (Extracellular lipase CPRD49)
XP_006407466.1	244	AT3G11200.1	AT3G11200.1	orthologue	GO:0005634;GO:0000976;GO:0042393;GO:0035064;GO:0006355;GO:0003712;GO:0006325;GO:0008270	PHD finger protein ALFIN-LIKE;PHD finger protein ALFIN-LIKE 2 (Protein AL2) [Cleaved into: PHD finger protein ALFIN-LIKE 2, N-terminally processed]
XP_006407467.1	410	AT3G11180.2	AT3G11180.2	orthologue	GO:1900150;GO:2000022;GO:1900366;GO:0120091;GO:0005737;GO:0016706;GO:0005506;GO:0006952;GO:0051213;GO:0046872	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;Jasmonate-induced oxygenase 1 (EC 1.14.11.-) (2-oxoglutarate-dependent dioxygenase JOX1) (Jasmonic acid oxidase 1)
XP_006407468.1	438	AT3G11170.1	AT3G11170.1	orthologue	GO:0005829;GO:0042170;GO:0009507;GO:0006633;GO:0009409;GO:0042389;GO:0006636;GO:0102993;GO:0009941;GO:0009706;GO:0016491;GO:0016717;GO:0006629	sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic (EC 1.14.19.35) (Omega-3 fatty acid desaturase 7, chloroplastic)
XP_006407469.2	401	AT3G11150.1	AT3G11150.1	orthologue	GO:0009507;GO:0003674	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (At3g11150)
XP_006407470.1	1706	AT3G11130.1	AT3G11130.1	orthologue	GO:0009414;GO:0000325;GO:0032051;GO:0005515;GO:0006886;GO:0016192;GO:0010118;GO:0006898;GO:0072583;GO:0030132;GO:0005829;GO:0006897;GO:0071439;GO:0005886;GO:0005773;GO:0009506;GO:0005794;GO:0030130;GO:0005198;GO:0009507	Clathrin heavy chain 1
XP_006407471.1	162	AT3G11110.1	AT3G11110.1	orthologue	GO:0003674;GO:0005634;GO:0016567;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL66 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL66)
XP_006407472.1	250	AT3G11100.1	AT3G11100.1	other	GO:0010468;GO:0005515;GO:0009873;GO:0006355;GO:0005634;GO:0000976;GO:0003700;GO:0005654;GO:0042393;GO:0040029;GO:0003682;GO:0003677	Trihelix transcription factor ENAP1 (Trihelix DNA-binding protein ENAP1) (Agrobacterium tumefaciens VirF-interacting protein 3) (EIN2 nuclear associated protein 1)
XP_006407473.1	163	AT3G11090.1	AT3G11090.1	orthologue	GO:0003674;GO:0005634	LOB domain-containing protein 21 (ASYMMETRIC LEAVES 2-like protein 12) (AS2-like protein 12)
XP_006407474.1	517	AT3G11070.1	AT3G11070.1	orthologue	GO:0003674;GO:0005634;GO:0005741;GO:0005829;GO:0005739;GO:0009707;GO:0019867	Outer membrane OMP85 family protein
XP_006407476.1	252	AT3G11050.1	AT3G11050.1	orthologue	GO:0009737;GO:0008199;GO:0006826;GO:0008198;GO:0009507;GO:0005737;GO:0006979;GO:0004322;GO:0006879;GO:0006880	Ferritin-2, chloroplastic (EC 1.16.3.1)
XP_006407477.2	721	AT3G61010.1, AT3G11040.3	AT3G11040.3	orthologue	GO:0005737;GO:0033925;GO:0008198;GO:0009507;GO:0008199;GO:0006491;GO:0006517;GO:0005829;GO:0016491;GO:0004553	Cytosolic endo-beta-N-acetylglucosaminidase 2 (ENGase 2) (EC 3.2.1.96) (Endo-beta-N-acetyglucosaminidase 85B) (AtENGase85B);Ferritin/ribonucleotide reductase-like family protein;mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96)
XP_006407478.1	316	AT3G11020.1	AT3G11020.1	orthologue	GO:0009414;GO:0006355;GO:0000976;GO:0003700;GO:0045893;GO:0009555;GO:0005634;GO:0010286;GO:0006950;GO:0003677	Dehydration-responsive element-binding protein 2B (Protein DREB2B)
