Camelina_sativa	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_010476199.2	882	AT1G12210.1	AT1G12210.1	orthologue	GO:0006499;GO:0009617;GO:0098542;GO:0005634;GO:0043531;GO:0005524;GO:0006952;GO:0005515	Disease resistance protein RFL1 (RPS5-like protein 1) (pNd13/pNd14);RPS5-like 1
XP_010476200.2	935	AT1G12210.1, AT1G12220.1, AT1G12280.1, AT1G12290.1, AT1G61180.2, AT1G61190.1, AT1G61300.1, AT1G61310.1, AT1G62630.1, AT1G63350.2, AT1G63360.1, AT4G10780.1, AT5G63020.1	AT1G12220.1	other	GO:0003674;GO:0005575;GO:0005634;GO:0043531;GO:0006499;GO:0098542;GO:0009617;GO:0006952;GO:0005515;GO:0009626;GO:0038023;GO:0042802;GO:0042742;GO:0000166;GO:0005622;GO:0012501;GO:0005886;GO:0005737;GO:2000377;GO:0005739;GO:0009507;GO:0043068;GO:0005524;GO:0008219;GO:0016020	Disease resistance protein (CC-NBS-LRR class) family;Disease resistance protein RFL1 (RPS5-like protein 1) (pNd13/pNd14);Disease resistance protein RPS5 (Resistance to Pseudomonas syringae protein 5) (pNd3/pNd10);Disease resistance protein SUMM2 (Disease resistance protein At1g12280) (Protein SUPPRESSOR OF MKK1 MKK2 2);Disease resistance protein UNI (Protein UNI);LRR and NB-ARC domains-containing disease resistance protein;Probable disease resistance protein At1g12290;Probable disease resistance protein At1g61190;Probable disease resistance protein At1g61300;Probable disease resistance protein At1g61310;Probable disease resistance protein At1g62630 (pNd4);Probable disease resistance protein At1g63360;Probable disease resistance protein At5g63020 (pNd11);Putative disease resistance protein At1g63350;Putative disease resistance protein At4g10780;RPS5-like 1
XP_010476202.1	148	AT1G12310.1	AT1G12310.1	orthologue	GO:0005509;GO:0005886;GO:0005737;GO:0071548;GO:0005634;GO:0005829;GO:0030234;GO:0005576;GO:0016460	Probable calcium-binding protein CML13 (Calmodulin-like protein 13)
XP_010476203.1	215	AT1G12320.1	AT1G12320.1	orthologue	GO:0005575;GO:0003674	Ankyrin repeat/KH domain protein (DUF1442) (F5O11.5)
XP_010476204.1	503	AT1G12330.1	AT1G12330.1	orthologue	GO:0009507;GO:0003674;GO:0016301	Cyclin-dependent kinase-like protein (F5O11.6)
XP_010476205.1	317	AT1G12350.1	AT1G12350.1	orthologue	GO:0015937;GO:0005737;GO:0009507;GO:0004632;GO:0005634	Phosphopantothenate--cysteine ligase 1 (EC 6.3.2.51) (AtCoaB) (Phosphopantothenoylcysteine synthetase 1) (PPC synthetase 1)
XP_010476208.1	494	AT1G12370.2	AT1G12370.2	orthologue	GO:0000719;GO:0009650;GO:0009507;GO:0003913;GO:0005737;GO:0003904;GO:0009536;GO:0003677;GO:0005634;GO:0071949;GO:0006281;GO:0016829	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (AtCPDII) (DNA photolyase) (Photoreactivating enzyme 1) (Protein UV RESISTANCE 2);Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase)
XP_010476209.1	667	AT1G12360.1	AT1G12360.1	orthologue	GO:0005515;GO:0006886;GO:0005829;GO:0006904;GO:0016192;GO:0030141;GO:0005886;GO:0000325;GO:0019905;GO:0012505;GO:0000911;GO:0005856;GO:0009524;GO:0015031;GO:0019898	SNARE-interacting protein KEULE
XP_010476210.1	800	AT1G12380.1	AT1G12380.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
XP_010476211.1	137	AT1G12340.1, AT1G12390.1	AT1G12390.1	orthologue	GO:0016192;GO:0005102;GO:0005575;GO:0003674;GO:0009507;GO:0005515;GO:0016020	Probable protein cornichon homolog 2;Protein cornichon homolog 4
XP_010476212.1	279	AT1G12410.1	AT1G12410.1	orthologue	GO:0009941;GO:0006515;GO:0009534;GO:0004176;GO:0005576;GO:0009570;GO:0004252;GO:0009368;GO:0009507;GO:0009840;GO:0051117;GO:0006508;GO:0009658	ATP-dependent Clp protease proteolytic subunit-related protein 2, chloroplastic (ClpR2) (nClpP2)
XP_010476213.1	441	AT1G12420.1	AT1G12420.1	orthologue	GO:0009737;GO:0016597;GO:0005575	ACT domain-containing protein ACR (Protein ACT DOMAIN REPEATS);ACT domain-containing protein ACR8 (Protein ACT DOMAIN REPEATS 8)
XP_010476214.1	902	AT1G12430.2	AT1G12430.2	orthologue	GO:0008017;GO:0005737;GO:0007018;GO:0005871;GO:0009574;GO:0005874;GO:0003777;GO:0030705;GO:0008574;GO:0016887;GO:0005524;GO:0005515;GO:0005876;GO:0051231;GO:0072686;GO:0090307	Kinesin-like protein;Kinesin-like protein KIN-UA (AtKINUa) (Protein ARMADILLO REPEAT KINESIN3) (Protein ARMADILLO REPEAT-CONTAINING KINESIN 3) (kinesin-like protein PAK)
XP_010476215.1	163	AT1G12440.1	AT1G12440.1	orthologue	GO:0008270;GO:0005634;GO:0043161;GO:0003677	Zinc finger A20 and AN1 domain-containing stress-associated protein 1 (AtSAP1)
XP_010476216.1	303	AT1G12450.1	AT1G12450.1	orthologue	GO:0005886;GO:0003674;GO:0016020	At1g12450 (SNARE associated Golgi protein family)
XP_010476218.1	884	AT1G12460.1	AT1G12460.1	orthologue	GO:0044024;GO:0016301;GO:0004672;GO:0005515;GO:0009507;GO:0006468;GO:0004674;GO:0005524;GO:0016020;GO:0005886;GO:0106310;GO:0033612	Leucine-rich repeat protein kinase family protein;Probable LRR receptor-like serine/threonine-protein kinase At1g12460 (EC 2.7.11.1)
XP_010476219.1	531	AT1G62960.1	AT1G62960.1	other	GO:0008793;GO:0005575;GO:0006520;GO:0030170;GO:0004069;GO:0009058;GO:0008483	Probable aminotransferase ACS10 (EC 2.6.1.-)
XP_010476220.1	557	AT1G12480.1	AT1G12480.1	orthologue	GO:0006873;GO:0008509;GO:0006820;GO:0009270;GO:0005515;GO:0050891;GO:0090332;GO:0019901;GO:1902456;GO:0010193;GO:0009737;GO:0010037;GO:0005886;GO:0009416;GO:0005634;GO:0010118;GO:0008308;GO:0090333;GO:0009738;GO:0015698;GO:0015711;GO:0016020;GO:0019903;GO:0055085	Guard cell S-type anion channel SLAC1 (Protein CARBON DIOXIDE INSENSITIVE 3) (Protein OZONE-SENSITIVE 1) (Protein RADICAL-INDUCED CELL DEATH 3) (Protein SLOW ANION CHANNEL-ASSOCIATED 1)
XP_010476221.1	988	AT1G12470.1	AT1G12470.1	orthologue	GO:0006886;GO:0030897;GO:0010015;GO:0005768;GO:0009705;GO:0048284;GO:0016192;GO:0007032;GO:0005576;GO:0006904;GO:0007033;GO:0030674;GO:0033263;GO:0005737;GO:0008270;GO:0010008	Vacuolar sorting protein 18
XP_010476222.1	361	AT1G12500.1	AT1G12500.1	orthologue	GO:0055085;GO:0008514;GO:0015297;GO:0005886;GO:0005794;GO:0016020	Probable sugar phosphate/phosphate translocator At1g12500
XP_010476223.1	320	AT1G12520.1	AT1G12520.1	orthologue	GO:0009507;GO:0019430;GO:0016532;GO:0009570;GO:0005507;GO:0005737;GO:0006878;GO:0006801;GO:0005829;GO:0046872	Copper chaperone for superoxide dismutase, chloroplastic/cytosolic (AtCCS) (Superoxide dismutase copper chaperone)
XP_010476225.1	322	AT1G12550.1	AT1G12550.1	orthologue	GO:0030267;GO:0009507;GO:0005829;GO:0051287;GO:0016618;GO:0009853;GO:0009854;GO:0120509;GO:0016616	Glyoxylate/hydroxypyruvate reductase HPR3 (EC 1.1.1.79) (EC 1.1.1.81) (NAD(P)H-dependent hydroxypyruvate reductase 3) (AtHPR3) (HPR 3)
XP_010476226.1	325				GO:0051287;GO:0005829;GO:0016618;GO:0030267;GO:0016616	
XP_010476227.1	263	AT1G12560.1	AT1G12560.1	orthologue	GO:0009826;GO:0048767;GO:0009828;GO:0005576;GO:0003674;GO:0009664;GO:0016020	Expansin-A7 (AtEXPA7) (Alpha-expansin-7) (At-EXP7) (AtEx7) (Ath-ExpAlpha-1.26)
XP_010476228.1	523	AT1G12580.1	AT1G12580.1	orthologue	GO:0009931;GO:0004674;GO:0005737;GO:0004683;GO:0035556;GO:0005634;GO:0046777;GO:0005516;GO:0005524;GO:0046872;GO:0004672;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_010476229.1	348	AT1G12600.1	AT1G12600.1	orthologue	GO:0046964;GO:0000139;GO:0055085;GO:0005789;GO:0046963;GO:0005886;GO:0015297;GO:0016020;GO:0022857	UDP-galactose/UDP-glucose transporter 4 (AtUTr4)
XP_010476230.2	199	AT1G12610.1	AT1G12610.1	orthologue	GO:0000976;GO:0043565;GO:0006355;GO:0050826;GO:0003700;GO:0051510;GO:0010371;GO:0048510;GO:0009408;GO:0005634;GO:0009651;GO:0019760;GO:0009414;GO:0003677	Dehydration-responsive element-binding protein 1F (Protein DREB1F)
XP_010476231.1	207	AT1G12610.1	AT1G12610.1	orthologue	GO:0000976;GO:0043565;GO:0006355;GO:0050826;GO:0003700;GO:0051510;GO:0010371;GO:0048510;GO:0009408;GO:0005634;GO:0009651;GO:0019760;GO:0009414;GO:0003677	Dehydration-responsive element-binding protein 1F (Protein DREB1F)
XP_010476232.1	625	AT1G12620.1	AT1G12620.1	orthologue	GO:0005739;GO:0000966;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At1g12620
XP_010476233.1	192	AT1G12630.1	AT1G12630.1	orthologue	GO:0000976;GO:0006355;GO:0019760;GO:0005634;GO:0003700;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ERF027
XP_010476234.1	136	AT1G29880.1	AT1G29880.1	other	GO:0005739;GO:0005737;GO:0006426;GO:0070150;GO:0015966;GO:0046983;GO:0004820;GO:0009507;GO:0005794;GO:0005634;GO:0005802;GO:0005768;GO:0005524;GO:0005829;GO:0141192	Glycine--tRNA ligase, mitochondrial 1 (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 1) (GlyRS-1)
XP_010476235.1	465	AT1G12640.1	AT1G12640.1	orthologue	GO:0019375;GO:0005886;GO:0071617;GO:0016746;GO:0005576;GO:0016020;GO:0045017;GO:0008654;GO:0019432;GO:0047184;GO:0005783;GO:0030258;GO:0005789;GO:0106262;GO:0106263	Lysophospholipid acyltransferase 1 (AtLPLAT1) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase 1) (LPCAT1) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lysophosphatidylglycerol acyltransferase) (LPGAT) (Lysophosphatidylserine acyltransferase) (LPSAT)
XP_010476236.1	246	AT1G12650.1	AT1G12650.1	orthologue	GO:0003674;GO:0005634;GO:0000462;GO:0030686;GO:0005730	rRNA biogenesis protein RRP36
XP_010476237.1	130	AT1G12672.2	AT1G12672.2	other	GO:0005576;GO:0003674	Thionin-like protein
XP_010476238.1	130	AT1G12672.2	AT1G12672.2	other	GO:0005576;GO:0003674	Thionin-like protein
XP_010476239.1	131	AT1G12672.2	AT1G12672.2	other	GO:0005576;GO:0003674	Thionin-like protein
XP_010476240.1	472	AT1G12680.1	AT1G12680.1	orthologue	GO:0005516;GO:0004683;GO:0005634;GO:0009931;GO:0035556;GO:0005737;GO:0004674;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase PEPKR2 (EC 2.7.11.-) (Protein PHOSPHOENOLPYRUVATE CARBOXYLASE-RELATED KINASE 2)
XP_010476241.1	405	AT1G12760.1	AT1G12760.1	orthologue	GO:0009507;GO:0016567;GO:0004842;GO:0005634;GO:0006511;GO:0061630;GO:0008270;GO:0016020;GO:0016740;GO:0000325	E3 ubiquitin-protein ligase At1g12760 (EC 2.3.2.27) (RING finger protein At1g12760) (RING-type E3 ubiquitin transferase At1g12760);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_010476244.1	307	AT1G12750.1	AT1G12750.1	orthologue	GO:0005739;GO:0004252;GO:0005794;GO:0006508;GO:0016020;GO:0031966	RHOMBOID-like protein (EC 3.4.21.105);RHOMBOID-like protein 6, mitochondrial (AtRBL6) (EC 3.4.21.105)
XP_010476246.1	472	AT1G12740.2	AT1G12740.2	orthologue	GO:0016132;GO:0005506;GO:0016705;GO:0004497;GO:0020037;GO:0009507;GO:0005739;GO:0010268;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g12740 (Cytochrome P450, family 87, subfamily A, polypeptide 2);Cytochrome P450, family 87, subfamily A, polypeptide 2;Cytochrome P450, family 87, subfamily A, polypeptide 2 (T12C24.27)
XP_010476247.1	507	AT1G12730.1	AT1G12730.1	orthologue	GO:0042765;GO:0016255;GO:0005739;GO:0003674;GO:0006506;GO:0016020	GPI transamidase subunit PIG-U
XP_010476250.1	290	AT1G12710.2	AT1G12710.2	orthologue	GO:0030246;GO:0005575;GO:0005515	F-box protein PP2-A12 (Protein PHLOEM PROTEIN 2-LIKE A12) (AtPP2-A12);Phloem protein 2-A12
XP_010476252.1	621	AT1G12300.1, AT1G12775.1	AT1G12300.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0090615;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At1g12300, mitochondrial;Pentatricopeptide repeat-containing protein At1g12775, mitochondrial
XP_010476255.1	551	AT1G12770.1	AT1G12770.1	orthologue	GO:0003724;GO:0009663;GO:0010497;GO:0009507;GO:0003729;GO:0005739;GO:0009793;GO:0003723;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 47, mitochondrial (EC 3.6.4.13) (Protein EMBRYO DEFECTIVE 1586) (Protein INCREASED SIZE EXCLUSION LIMIT 1)
XP_010476256.1	351	AT1G12780.1	AT1G12780.1	orthologue	GO:0045227;GO:0003978;GO:0005829;GO:0033358;GO:0046369;GO:0005996;GO:0006012;GO:0005886;GO:0046983;GO:0050373;GO:0071555	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 (EC 5.1.3.2) (EC 5.1.3.5) (UDP-D-xylose 4-epimerase) (UDP-L-arabinose 4-epimerase) (UDP-galactose 4-epimerase 1) (UDP-glucose 4-epimerase 1) (AtUGE1)
XP_010476257.1	250	AT1G12790.1	AT1G12790.1	orthologue	GO:0000712;GO:0007140;GO:0007131;GO:0005515;GO:0009507;GO:0048236;GO:0010845;GO:0007059;GO:0009555;GO:0004519;GO:0005634;GO:0005694	Protein PARTING DANCERS (AtPTD) (EC 3.1.-.-)
XP_010476258.1	779	AT1G12800.1	AT1G12800.1	orthologue	GO:0009507;GO:0003729;GO:0019843;GO:0034337;GO:1901259;GO:0005576;GO:0003676	Nucleic acid-binding, OB-fold-like protein (Putative heat shock factor protein hsf8)
XP_010476259.1	75	AT1G12805.1	AT1G12805.1	orthologue	GO:0003674;GO:0008150;GO:0005739	Nucleotide binding protein
XP_010476260.1	134	AT1G12810.2	AT1G12810.2	orthologue	GO:0005634;GO:0005515;GO:0016020	At1g12810/F13K23_4 (Proline-rich family protein);Proline-rich family protein
XP_010476261.1	578	AT1G12820.1	AT1G12820.1	orthologue	GO:0048527;GO:0071249;GO:0009734;GO:0010011;GO:0048443;GO:0010152;GO:0005515;GO:0016567;GO:0031146;GO:0019005;GO:0000822;GO:0080022;GO:0005634;GO:0006952	Protein AUXIN SIGNALING F-BOX 3
XP_010476262.1	201	AT1G12830.1	AT1G12830.1	orthologue	GO:0003674;GO:0005634	F13K23.8 protein (Nucleolin)
XP_010476263.1	375	AT1G12840.1	AT1G12840.1	orthologue	GO:0009507;GO:0009809;GO:0005515;GO:0009826;GO:0005774;GO:0000221;GO:0043255;GO:0005773;GO:0046961;GO:0005794;GO:0005886;GO:0000325;GO:0005576;GO:0033180;GO:1902600;GO:0015078	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar H(+)-ATPase subunit C) (Vacuolar proton pump subunit C)
XP_010476264.1	78	AT1G12840.1	AT1G12840.1	other	GO:0009507;GO:0009809;GO:0005515;GO:0009826;GO:0005774;GO:0000221;GO:0043255;GO:0005773;GO:0046961;GO:0005794;GO:0005886;GO:0000325;GO:0005576;GO:0015078;GO:0033180;GO:1902600	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar H(+)-ATPase subunit C) (Vacuolar proton pump subunit C)
XP_010476265.1	120	AT1G12845.1	AT1G12845.1	orthologue	GO:0003674;GO:0005575;GO:0016020	At1g12845 (Transmembrane protein)
XP_010476266.1	205	AT1G12880.1	AT1G12880.1	orthologue	GO:0005737;GO:0005634;GO:0016462;GO:0005739;GO:0046872;GO:0016787	Nudix hydrolase 12, mitochondrial (AtNUDT12) (EC 3.6.1.-)
XP_010476267.1	242	AT1G12890.1	AT1G12890.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0005515;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF088
XP_010476269.1	399	AT1G12900.5	AT1G12900.5	orthologue	GO:0051287;GO:0006006;GO:0016620;GO:0009570;GO:0009507;GO:0004365;GO:1901149;GO:0048046;GO:0019253;GO:0009941;GO:0050661;GO:0003729;GO:0005737;GO:0005576;GO:0047100;GO:0016020	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-);Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2);glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating) (EC 1.2.1.13)
XP_010476271.1	346	AT1G12910.1	AT1G12910.1	orthologue	GO:0048573;GO:0000976;GO:0043153;GO:0009718;GO:0005634;GO:0005737;GO:0048511;GO:0005515	WD repeat-containing protein LWD1 (Protein ANTHOCYANIN 11-A) (AtAN11-A) (Protein LIGHT-REGULATED WD1) (WD repeat-containing protein AN11-A)
XP_010476272.1	434	AT1G12920.1	AT1G12920.1	orthologue	GO:0018444;GO:1990825;GO:0005576;GO:0002184;GO:0006415;GO:0005737;GO:0010494;GO:0003747;GO:0005829;GO:0016149	Eukaryotic peptide chain release factor subunit 1-2 (Eukaryotic release factor 1-2) (eRF1-2) (Omnipotent suppressor protein 1 homolog 2) (SUP1 homolog 2)
XP_010476273.1	1006	AT1G12930.1	AT1G12930.1	orthologue	GO:0006606;GO:0003674;GO:0005737	ARM repeat superfamily protein
XP_010476275.1	500	AT1G12940.1, AT4G14358.1	AT1G12940.1	orthologue	GO:0005575;GO:0008150;GO:0015112;GO:0005737;GO:0005886;GO:0042128;GO:0016020;GO:0022857;GO:0055085	High affinity nitrate transporter;High affinity nitrate transporter 2.5 (AtNRT2:5)
XP_010476276.1	519	AT1G12950.1	AT1G12950.1	orthologue	GO:0022857;GO:0009705;GO:1990961;GO:0042910;GO:0048767;GO:0015297;GO:0005774;GO:0005737;GO:0016020;GO:0055085	Protein DETOXIFICATION 31 (AtDTX31) (Multidrug and toxic compound extrusion protein 31) (MATE protein 31) (Protein ROOT HAIR SPECIFIC 2)
XP_010476277.1	143	AT5G56190.7	AT5G56190.7	other	GO:0005634;GO:0080008;GO:0003674;GO:0005515	Putative WD-repeat protein (Transducin/WD40 repeat-like superfamily protein);Transducin/WD40 repeat-like superfamily protein
XP_010476278.1	206				GO:0005741;GO:0055085;GO:0008320;GO:0030150	
XP_010476281.1	463	AT1G12970.1	AT1G12970.1	orthologue	GO:0035556;GO:0055046;GO:0046777;GO:0005575;GO:0004674;GO:0005515;GO:0005737	Plant intracellular Ras-group-related LRR protein 3
XP_010476282.1	330	AT1G12980.1	AT1G12980.1	orthologue	GO:0006355;GO:0009880;GO:1905392;GO:0005515;GO:0009735;GO:0000976;GO:0048825;GO:0005634;GO:0005829;GO:0003700;GO:0090708;GO:0009734;GO:0009736;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)
XP_010476283.1	392	AT1G12990.1	AT1G12990.1	orthologue	GO:0006487;GO:0016757;GO:0003830;GO:0006044;GO:0005794;GO:0016020	Beta-1,4-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)
XP_010476284.1	402	AT1G13000.1	AT1G13000.1	orthologue	GO:0005634;GO:0016757;GO:0000138;GO:0016020	Transmembrane protein, putative (DUF707)
XP_010476288.1	280	AT5G56200.1	AT5G56200.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0000976;GO:0008270	C2H2 type zinc finger transcription factor family
XP_010476289.1	610	AT1G13030.1	AT1G13030.1	orthologue	GO:0015030;GO:0000387;GO:0030620;GO:0030619;GO:0006396;GO:0005634	Coilin (Atcoilin)
XP_010476290.1	517	AT1G13040.1	AT1G13040.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0000325;GO:0005515	Pentatricopeptide repeat-containing protein At1g13040, mitochondrial
XP_010476293.1	274	AT1G13060.2	AT1G13060.2	orthologue	GO:0051603;GO:0005634;GO:0006511;GO:0019774;GO:0005839;GO:0005829;GO:0004175;GO:0043161;GO:0000502;GO:0005576;GO:0004298;GO:0005737	Proteasome subunit beta type-5-A (EC 3.4.25.1) (20S proteasome beta subunit E-1) (Proteasome component E) (Proteasome epsilon-1 chain);proteasome endopeptidase complex (EC 3.4.25.1)
XP_010476295.1	503	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
XP_010476296.1	502	AT1G13080.1	AT1G13080.1	orthologue	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
XP_010476297.1	504				GO:0004497;GO:0005506;GO:0016705;GO:0020037	
XP_010476298.1	440	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
XP_010476300.1	489	AT1G13090.2	AT1G13090.2	orthologue	GO:0005576;GO:0005506;GO:0016705;GO:0020037;GO:0004497;GO:0016020	Cytochrome P450 71B28 (EC 1.14.-.-);Cytochrome P450, family 71, subfamily B, polypeptide 28
XP_010476301.1	614	AT1G13120.1	AT1G13120.1	orthologue	GO:0016973;GO:0031369;GO:0005515;GO:0005635;GO:0005634;GO:0009793;GO:0048316;GO:0005543;GO:0044614;GO:0005737;GO:0000822;GO:0005643;GO:0015031	mRNA export factor GLE1 (GLE1-like protein) (Nucleoporin GLE1) (Protein EMBRYO DEFECTIVE 1745) (Protein GLE1) (AtGLE1)
XP_010476303.1	559	AT1G13130.1	AT1G13130.1	orthologue	GO:0016985;GO:0009507;GO:0000272;GO:0004553	At1g13130 (Cellulase (Glycosyl hydrolase family 5) protein)
XP_010476304.1	536	AT1G13140.1	AT1G13140.1	orthologue	GO:0008150;GO:0009507;GO:0005506;GO:0016705;GO:0020037;GO:0004497;GO:0006629	At1g13140 (Cytochrome P450, family 86, subfamily C, polypeptide 3);Cytochrome P450, family 86, subfamily C, polypeptide 3
XP_010476305.1	525	AT1G13150.1	AT1G13150.1	orthologue	GO:0020037;GO:0008150;GO:0016705;GO:0005575;GO:0005506;GO:0004497;GO:0006629;GO:0016020	Cytochrome P450, family 86, subfamily C, polypeptide 4 (F3F19.17 protein)
XP_010476307.1	792	AT1G13160.1	AT1G13160.1	orthologue	GO:0005634;GO:0003674;GO:0000055;GO:0042273;GO:0005730;GO:0015031	Protein SDA1
XP_010476308.1	821	AT1G13170.2	AT1G13170.2	orthologue	GO:0032934;GO:0016020;GO:0005634;GO:0005829;GO:0008150;GO:0006869;GO:0008289;GO:0015248	OSBP(Oxysterol binding protein)-related protein 1D;Oxysterol-binding protein-related protein 1D (OSBP-related protein 1D)
XP_010476309.1	427	AT1G13180.1	AT1G13180.1	orthologue	GO:0010090;GO:0051015;GO:0034314;GO:0007015;GO:0000902;GO:0005885;GO:0005737;GO:0009825;GO:0003779;GO:0005524	Actin-related protein 3 (Protein DISTORTED TRICHOMES 1)
XP_010476310.1	578	AT1G13190.1	AT1G13190.1	orthologue	GO:0110104;GO:0005634;GO:0005847;GO:0003729;GO:0003723;GO:0003676	F3F19.21 protein (RNA-binding (RRM/RBD/RNP motifs) family protein)
XP_010476311.1	426				GO:0005515	
XP_010476313.1	263	AT1G13195.1	AT1G13195.1	orthologue	GO:0061630;GO:0016567;GO:0005634;GO:0008270	At1g13195 (F3F19.22 protein) (RING/U-box superfamily protein);RING/U-box superfamily protein
XP_010476314.1	1204	AT1G13210.1	AT1G13210.1	orthologue	GO:0000287;GO:0005886;GO:0045332;GO:0140326;GO:0005739;GO:0015914;GO:0015662;GO:1901703;GO:0016887;GO:0005524;GO:0016020;GO:0000166;GO:0005215	Probable phospholipid-transporting ATPase 11 (AtALA11) (EC 7.6.2.1) (Aminophospholipid flippase 11)
XP_010476318.1	423	AT1G13230.1	AT1G13230.1	orthologue	GO:0009610;GO:0005886;GO:0007165;GO:0003674;GO:0044403;GO:0005515	Piriformospora indica-insensitive protein 2
XP_010476319.1	47	AT1G13245.1	AT1G13245.1	orthologue	GO:0048367;GO:0010218;GO:0005886;GO:0010114;GO:0003674;GO:0008285;GO:0005739	Small polypeptide DEVIL 4 (Small polypeptide ROTUNDIFOLIA like 17) (Small polypeptide ROT-FOUR-LIKE 17)
