Cardamine_amara	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
evm.model.RL_5.1129	470	AT1G12730.1	AT1G12730.1	orthologue	GO:0042765;GO:0016255;GO:0005739;GO:0003674;GO:0006506;GO:0016020	GPI transamidase subunit PIG-U
evm.model.RL_5.113	193	AT4G02080.1	AT4G02080.1	other	GO:0009555;GO:0006888;GO:0003924;GO:0030127;GO:0005886;GO:0070971;GO:0016050;GO:0061024;GO:0003400;GO:0006886;GO:0005525;GO:0005789;GO:0016192;GO:0032580;GO:0046872	Small COPII coat GTPase SAR1A (EC 3.6.5.2)
evm.model.RL_5.1130	475	AT1G12740.2	AT1G12740.2	orthologue	GO:0016132;GO:0005506;GO:0016705;GO:0004497;GO:0020037;GO:0009507;GO:0005739;GO:0010268;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g12740 (Cytochrome P450, family 87, subfamily A, polypeptide 2);Cytochrome P450, family 87, subfamily A, polypeptide 2;Cytochrome P450, family 87, subfamily A, polypeptide 2 (T12C24.27)
evm.model.RL_5.1131	307	AT1G12750.1	AT1G12750.1	orthologue	GO:0005739;GO:0004252;GO:0005794;GO:0006508;GO:0016020;GO:0031966	RHOMBOID-like protein (EC 3.4.21.105);RHOMBOID-like protein 6, mitochondrial (AtRBL6) (EC 3.4.21.105)
evm.model.RL_5.1132	413	AT1G12760.1	AT1G12760.1	orthologue	GO:0009507;GO:0016567;GO:0004842;GO:0005634;GO:0006511;GO:0061630;GO:0008270;GO:0016020;GO:0016740;GO:0000325	E3 ubiquitin-protein ligase At1g12760 (EC 2.3.2.27) (RING finger protein At1g12760) (RING-type E3 ubiquitin transferase At1g12760);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
evm.model.RL_5.1133	550	AT1G12770.1	AT1G12770.1	orthologue	GO:0003724;GO:0009663;GO:0010497;GO:0009507;GO:0003729;GO:0005739;GO:0009793;GO:0003723;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 47, mitochondrial (EC 3.6.4.13) (Protein EMBRYO DEFECTIVE 1586) (Protein INCREASED SIZE EXCLUSION LIMIT 1)
evm.model.RL_5.1134	350	AT1G12780.1	AT1G12780.1	other	GO:0045227;GO:0003978;GO:0005829;GO:0033358;GO:0046369;GO:0005996;GO:0006012;GO:0005886;GO:0046983;GO:0050373;GO:0071555	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 (EC 5.1.3.2) (EC 5.1.3.5) (UDP-D-xylose 4-epimerase) (UDP-L-arabinose 4-epimerase) (UDP-galactose 4-epimerase 1) (UDP-glucose 4-epimerase 1) (AtUGE1)
evm.model.RL_5.1135	250	AT1G12790.1	AT1G12790.1	orthologue	GO:0000712;GO:0007140;GO:0007131;GO:0005515;GO:0009507;GO:0048236;GO:0010845;GO:0007059;GO:0009555;GO:0004519;GO:0005634;GO:0005694	Protein PARTING DANCERS (AtPTD) (EC 3.1.-.-)
evm.model.RL_5.1136	171	AT1G50690.2	AT1G50690.2	orthologue	GO:0005634;GO:0008150;GO:0003674;;GO:0004869	Cystatin/monellin superfamily protein
evm.model.RL_5.1137.1.687c88b2	768	AT1G12800.1	AT1G12800.1	orthologue	GO:0009507;GO:0003729;GO:0019843;GO:0034337;GO:1901259;GO:0005576;GO:0003676	Nucleic acid-binding, OB-fold-like protein (Putative heat shock factor protein hsf8)
evm.model.RL_5.1138	123	AT1G12810.2	AT1G12810.2	orthologue	GO:0005634;GO:0005515;GO:0016020	At1g12810/F13K23_4 (Proline-rich family protein);Proline-rich family protein
evm.model.RL_5.1139	577	AT1G12820.1	AT1G12820.1	orthologue	GO:0048527;GO:0071249;GO:0009734;GO:0010011;GO:0048443;GO:0010152;GO:0005515;GO:0016567;GO:0031146;GO:0019005;GO:0000822;GO:0080022;GO:0005634;GO:0006952	Protein AUXIN SIGNALING F-BOX 3
evm.model.RL_5.114	455					
evm.model.RL_5.1140	220	AT1G12830.1	AT1G12830.1	orthologue	GO:0003674;GO:0005634	F13K23.8 protein (Nucleolin)
evm.model.RL_5.1141	378	AT1G12840.1	AT1G12840.1	orthologue	GO:0009507;GO:0009809;GO:0005515;GO:0009826;GO:0005774;GO:0000221;GO:0043255;GO:0005773;GO:0046961;GO:0005794;GO:0005886;GO:0000325;GO:0005576;GO:0015078;GO:0033180;GO:1902600	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar H(+)-ATPase subunit C) (Vacuolar proton pump subunit C)
evm.model.RL_5.1142	119	AT1G12845.1	AT1G12845.1	orthologue	GO:0003674;GO:0005575;GO:0016020	At1g12845 (Transmembrane protein)
evm.model.RL_5.1143	402	AT1G12850.1	AT1G12850.1	orthologue	GO:0005634;GO:0003674;GO:0009451	At1g12850/F13K23_8 (Phosphoglycerate mutase family protein)
evm.model.RL_5.1144	109	AT1G12860.1	AT1G12860.1	other	GO:0005634;GO:0006355;GO:0005515;GO:0050826;GO:0010444;GO:0003700;GO:0046983;GO:0043565;GO:0000976;GO:0003677;GO:0080090	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor SCREAM2 (Basic helix-loop-helix protein 33) (AtbHLH33) (bHLH 33) (Transcription factor EN 44) (bHLH transcription factor bHLH033)
evm.model.RL_5.1145.1.687c88b2	229	AT1G12880.1	AT1G12880.1	orthologue	GO:0005737;GO:0005634;GO:0016462;GO:0005739;GO:0046872;GO:0016787	Nudix hydrolase 12, mitochondrial (AtNUDT12) (EC 3.6.1.-)
evm.model.RL_5.1146	244	AT1G12890.1	AT1G12890.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0005515;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF088
evm.model.RL_5.1147	777				GO:0016620;GO:0005515;GO:0051287;GO:0006006;GO:0050661	
evm.model.RL_5.1148	400	AT1G12900.5	AT1G12900.5	orthologue	GO:0051287;GO:0006006;GO:0016620;GO:0009570;GO:0009507;GO:0004365;GO:1901149;GO:0048046;GO:0019253;GO:0009941;GO:0050661;GO:0003729;GO:0005737;GO:0005576;GO:0047100;GO:0016020	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-);Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2);glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating) (EC 1.2.1.13)
evm.model.RL_5.1149	346	AT1G12910.1	AT1G12910.1	orthologue	GO:0048573;GO:0000976;GO:0043153;GO:0009718;GO:0005634;GO:0005737;GO:0048511;GO:0005515	WD repeat-containing protein LWD1 (Protein ANTHOCYANIN 11-A) (AtAN11-A) (Protein LIGHT-REGULATED WD1) (WD repeat-containing protein AN11-A)
evm.model.RL_5.115	208	AT2G06565.1, AT5G30520.1	AT2G06565.1	other	GO:0005739;GO:0003674;GO:0008150;GO:0005575	Uncharacterized protein
evm.model.RL_5.1150	434	AT1G12920.1	AT1G12920.1	orthologue	GO:0018444;GO:1990825;GO:0005576;GO:0002184;GO:0006415;GO:0005737;GO:0010494;GO:0003747;GO:0005829;GO:0016149	Eukaryotic peptide chain release factor subunit 1-2 (Eukaryotic release factor 1-2) (eRF1-2) (Omnipotent suppressor protein 1 homolog 2) (SUP1 homolog 2)
evm.model.RL_5.1151	1006	AT1G12930.1	AT1G12930.1	orthologue	GO:0006606;GO:0003674;GO:0005737	ARM repeat superfamily protein
evm.model.RL_5.1152	500	AT1G12940.1, AT4G14358.1	AT1G12940.1	orthologue	GO:0005575;GO:0008150;GO:0015112;GO:0005737;GO:0005886;GO:0042128;GO:0016020;GO:0022857;GO:0055085	High affinity nitrate transporter;High affinity nitrate transporter 2.5 (AtNRT2:5)
evm.model.RL_5.1153	519	AT1G12950.1	AT1G12950.1	orthologue	GO:0022857;GO:0009705;GO:1990961;GO:0042910;GO:0048767;GO:0015297;GO:0005774;GO:0005737;GO:0016020;GO:0055085	Protein DETOXIFICATION 31 (AtDTX31) (Multidrug and toxic compound extrusion protein 31) (MATE protein 31) (Protein ROOT HAIR SPECIFIC 2)
evm.model.RL_5.1154	461	AT1G12970.1	AT1G12970.1	orthologue	GO:0035556;GO:0055046;GO:0046777;GO:0005575;GO:0004674;GO:0005737;GO:0005515	Plant intracellular Ras-group-related LRR protein 3
evm.model.RL_5.1155	331	AT1G12980.1	AT1G12980.1	orthologue	GO:0006355;GO:0009880;GO:1905392;GO:0005515;GO:0009735;GO:0000976;GO:0048825;GO:0005634;GO:0005829;GO:0003700;GO:0090708;GO:0009734;GO:0009736;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)
evm.model.RL_5.1156	392	AT1G12990.1	AT1G12990.1	orthologue	GO:0006487;GO:0016757;GO:0003830;GO:0006044;GO:0005794;GO:0016020	Beta-1,4-N-acetylglucosaminyltransferase family protein (Glycosyltransferase)
evm.model.RL_5.1157.2.687c88b2	427	AT1G13000.1	AT1G13000.1	orthologue	GO:0005634;GO:0016757;GO:0000138;GO:0016020	Transmembrane protein, putative (DUF707)
evm.model.RL_5.1158	556	AT1G13020.1	AT1G13020.1	orthologue	GO:0042803;GO:0003743;GO:0005737;GO:0003729;GO:0005576;GO:0005634	Eukaryotic translation initiation factor 4B2 (AtTif4B2) (eIF4B2) (Protein SPONTANEOUS NECROTIC SPOTS)
evm.model.RL_5.1159	566	AT1G13030.1	AT1G13030.1	orthologue	GO:0015030;GO:0000387;GO:0030620;GO:0030619;GO:0006396;GO:0005634	Coilin (Atcoilin)
evm.model.RL_5.116	1086	AT1G36230.1	AT1G36230.1	other	GO:0003674;GO:0008150;GO:0005634;;GO:0006508;GO:0008234	Uncharacterized protein F15C21.12
evm.model.RL_5.1160	517	AT1G13040.1	AT1G13040.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0000325;GO:0005515;GO:0003729;GO:0006396;GO:0007005	Pentatricopeptide repeat-containing protein At1g13040, mitochondrial
evm.model.RL_5.1161	317	AT1G13050.1	AT1G13050.1	orthologue	GO:0005576;GO:0003674;GO:0005575;GO:0005739;GO:0008150;GO:0016020;GO:0016301;GO:0098542;GO:0005886	F3F19.7 (Proline-rich receptor-like kinase);Proline-rich receptor-like kinase
evm.model.RL_5.1162	274	AT1G13060.2	AT1G13060.2	orthologue	GO:0051603;GO:0005634;GO:0006511;GO:0019774;GO:0005839;GO:0005829;GO:0004175;GO:0043161;GO:0000502;GO:0005576;GO:0004298;GO:0005737	Proteasome subunit beta type-5-A (EC 3.4.25.1) (20S proteasome beta subunit E-1) (Proteasome component E) (Proteasome epsilon-1 chain);proteasome endopeptidase complex (EC 3.4.25.1)
evm.model.RL_5.1163	301	AT1G13080.1	AT1G13080.1	other	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
evm.model.RL_5.1164	501	AT1G13080.1	AT1G13080.1	orthologue	GO:0005506;GO:0020037;GO:0010286;GO:0009507;GO:0016705;GO:0005576;GO:0004497;GO:0016020	Cytochrome P450 71B2 (EC 1.14.-.-)
evm.model.RL_5.1165	492	AT3G26830.1, AT1G13090.2	AT1G13090.2	orthologue	GO:0005576;GO:0005506;GO:0016705;GO:0020037;GO:0010120;GO:0009737;GO:0004497;GO:0009700;GO:0006952;GO:0043231;GO:0010112;GO:0009414;GO:0005788;GO:0005515;GO:0010298;GO:0005783;GO:0009617;GO:0050832;GO:0009625;GO:0016020	Bifunctional dihydrocamalexate synthase/camalexin synthase (EC 1.14.19.52) (Cytochrome P450 71B15) (Dihydrocamalexate:NADP(+) oxidoreductase (decarboxylating)) (Protein PHYTOALEXIN DEFICIENT 3);Cytochrome P450 71B28 (EC 1.14.-.-);Cytochrome P450, family 71, subfamily B, polypeptide 28
evm.model.RL_5.1166	613	AT1G13120.1	AT1G13120.1	orthologue	GO:0016973;GO:0031369;GO:0005515;GO:0005635;GO:0005634;GO:0009793;GO:0048316;GO:0005543;GO:0044614;GO:0005737;GO:0000822;GO:0005643;GO:0015031	mRNA export factor GLE1 (GLE1-like protein) (Nucleoporin GLE1) (Protein EMBRYO DEFECTIVE 1745) (Protein GLE1) (AtGLE1)
evm.model.RL_5.1167	547	AT1G13130.1	AT1G13130.1	orthologue	GO:0016985;GO:0009507;GO:0000272;GO:0004553	At1g13130 (Cellulase (Glycosyl hydrolase family 5) protein)
evm.model.RL_5.1168	534	AT1G13140.1	AT1G13140.1	orthologue	GO:0008150;GO:0009507;GO:0005506;GO:0016705;GO:0020037;GO:0004497;GO:0006629	At1g13140 (Cytochrome P450, family 86, subfamily C, polypeptide 3);Cytochrome P450, family 86, subfamily C, polypeptide 3
evm.model.RL_5.1169	531	AT1G13150.1	AT1G13150.1	orthologue	GO:0020037;GO:0008150;GO:0016705;GO:0005575;GO:0005506;GO:0004497;GO:0006629;GO:0016020	Cytochrome P450, family 86, subfamily C, polypeptide 4 (F3F19.17 protein)
evm.model.RL_5.117	389	AT1G02630.1	AT1G02630.1	orthologue	GO:1901642;GO:0005337;GO:0005886;GO:0016020	Equilibrative nucleotide transporter 8 (AtENT8) (Nucleoside transporter ENT8)
evm.model.RL_5.1170	805	AT1G13160.1	AT1G13160.1	orthologue	GO:0005634;GO:0003674;GO:0000055;GO:0042273;GO:0005730;GO:0015031	Protein SDA1
evm.model.RL_5.1171	827	AT1G13170.2	AT1G13170.2	orthologue	GO:0032934;GO:0016020;GO:0005634;GO:0005829;GO:0008150;GO:0006869;GO:0008289;GO:0015248	OSBP(Oxysterol binding protein)-related protein 1D;Oxysterol-binding protein-related protein 1D (OSBP-related protein 1D)
evm.model.RL_5.1172	427	AT1G13180.1	AT1G13180.1	orthologue	GO:0010090;GO:0051015;GO:0034314;GO:0007015;GO:0000902;GO:0005885;GO:0005737;GO:0009825;GO:0003779;GO:0005524	Actin-related protein 3 (Protein DISTORTED TRICHOMES 1)
evm.model.RL_5.1173	577	AT1G13190.1	AT1G13190.1	orthologue	GO:0110104;GO:0005634;GO:0005847;GO:0003729;GO:0003723;GO:0003676	F3F19.21 protein (RNA-binding (RRM/RBD/RNP motifs) family protein)
evm.model.RL_5.1174	200	AT1G13195.1	AT1G13195.1	orthologue	GO:0061630;GO:0016567;GO:0005634;GO:0008270	At1g13195 (F3F19.22 protein) (RING/U-box superfamily protein);RING/U-box superfamily protein
evm.model.RL_5.1175.1.687c88b2	1235	AT1G13210.1	AT1G13210.1	orthologue	GO:0000287;GO:0005886;GO:0045332;GO:0140326;GO:0005739;GO:0015914;GO:0015662;GO:1901703;GO:0016887;GO:0005524;GO:0016020;GO:0005215;GO:0000166	Probable phospholipid-transporting ATPase 11 (AtALA11) (EC 7.6.2.1) (Aminophospholipid flippase 11)
evm.model.RL_5.1176	1185	AT1G13220.3	AT1G13220.3	orthologue	GO:0006974;GO:0035861;GO:0097298;GO:0006997;GO:0005737;GO:0034399;GO:0005515;GO:0005654;GO:0005634;GO:0005652;GO:0031965	Nuclear matrix constituent protein-like protein;Protein CROWDED NUCLEI 2 (Protein LITTLE NUCLEI 2)
evm.model.RL_5.1177	470	AT1G13230.1	AT1G13230.1	orthologue	GO:0009610;GO:0005886;GO:0007165;GO:0003674;GO:0044403;GO:0005515	Piriformospora indica-insensitive protein 2
evm.model.RL_5.1178	399	AT1G13250.1	AT1G13250.1	orthologue	GO:0005794;GO:0005576;GO:0045489;GO:0047262;GO:0016757;GO:0000139;GO:0071555	Probable galacturonosyltransferase-like 3 (EC 2.4.1.-)
evm.model.RL_5.1179	342	AT1G13260.1	AT1G13260.1	orthologue	GO:0045892;GO:0000976;GO:0003700;GO:0071456;GO:0009741;GO:0048366;GO:0009910;GO:0048527;GO:0005634;GO:0003677;GO:0009873;GO:0006355	AP2/ERF and B3 domain-containing transcription factor RAV1 (Ethylene-responsive transcription factor RAV1) (Protein RELATED TO ABI3/VP1 1)
evm.model.RL_5.118	767	AT1G02640.1	AT1G02640.1	orthologue	GO:0045493;GO:0005576;GO:0031222;GO:0009044;GO:0046556;GO:0004553;GO:0005975	Probable beta-D-xylosidase 2 (AtBXL2) (EC 3.2.1.-)
evm.model.RL_5.1180	369	AT1G13270.1	AT1G13270.1	orthologue	GO:0031365;GO:0009507;GO:0003729;GO:0070006;GO:0004239;GO:0005576;GO:0005739;GO:0006508;GO:0046872;GO:0004177	Methionine aminopeptidase 1B;Methionine aminopeptidase 1B, chloroplastic (MAP 1B) (MetAP 1B) (EC 3.4.11.18) (Peptidase M 1B)
evm.model.RL_5.1181	87	AT1G13280.1	AT1G13280.1	other	GO:0005739;GO:0009695;GO:0046423;GO:0005886;GO:0009507;GO:0005576;GO:0016853	Allene oxide cyclase 4, chloroplastic (EC 5.3.99.6)
evm.model.RL_5.1182	309	AT1G13290.1	AT1G13290.1	orthologue	GO:0005634;GO:0048364;GO:0048367;GO:0010468;GO:0003700;GO:0010305;GO:0010588;GO:0080022;GO:0010087;GO:0008270;GO:0048856	Zinc finger protein WIP6 (Protein DEFECTIVELY ORGANIZED TRIBUTARIES 5) (WIP-domain protein 6) (AtWIP6)
evm.model.RL_5.1183	345	AT1G13300.1	AT1G13300.1	orthologue	GO:0009788;GO:0071456;GO:0080022;GO:0006355;GO:0032107;GO:0003700;GO:0001217;GO:1901699;GO:0016036;GO:0005634;GO:0003677	Transcription factor HRS1 (MYB-domain transcription factor HRS1) (NIGT1 protein homolog) (AtNIGT1) (Protein HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1)
evm.model.RL_5.1184	272	AT1G13310.1	AT1G13310.1	orthologue	GO:0005739;GO:0003674	Endosomal targeting BRO1-like domain-containing protein (T6J4.7 protein)
evm.model.RL_5.1185	587	AT1G13320.1	AT1G13320.1	orthologue	GO:0042325;GO:0005886;GO:0019888;GO:0005634;GO:0005576;GO:0005829;GO:0000159;GO:0006470;GO:0005515;GO:0009505;GO:0005737	Protein phosphatase 2A subunit A3;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A gamma isoform (AtA gamma) (PP2A, subunit A, gamma isoform)
evm.model.RL_5.1186	226	AT1G13330.1	AT1G13330.1	orthologue	GO:0120231;GO:0051026;GO:0010774;GO:0005634;GO:0000794;GO:0000709;GO:0003690;GO:0007129;GO:0120230	Homologous-pairing protein 2 homolog (Protein AHP2) (AtAHP2) (Protein ARABIDOPSIS HOMOLOG PAIRING 2) (Protein HOP2) (AtHOP2)
evm.model.RL_5.1187	407	AT1G13340.1	AT1G13340.1	orthologue	GO:0005575;GO:0015031;GO:0008104;GO:0003674;GO:0006979	Regulator of Vps4 activity in the MVB pathway protein (Unknown protein)
evm.model.RL_5.1188	948	AT1G13350.3, AT3G53640.1	AT1G13350.3	orthologue	GO:0005634;GO:0004674;GO:0045292;GO:0005524;GO:0044024;GO:0006468;GO:0005737;GO:0005681;GO:0005694;GO:0004672;GO:0018105;GO:0018107	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 pre-mRNA-processing factor 4 homolog)
evm.model.RL_5.1189	199	AT1G13360.1	AT1G13360.1	orthologue	GO:0071456;GO:0005634;GO:0003674	T6J4.11 protein;Uncharacterized protein
evm.model.RL_5.119	259	AT2G23550.4, AT2G23560.1, AT2G23570.1, AT2G23580.1	AT2G23580.1	other	GO:0005634;GO:0009696;GO:0080031;GO:0009694;GO:0080030;GO:0080032;GO:0005737;GO:0009627;GO:0016788;GO:0005773;GO:0045087;GO:0050832;GO:0016787;GO:0051723	Methylesterase (EC 3.1.1.-);Methylesterase 4 (AtMES4) (EC 3.1.1.-) (Alpha/beta fold hydrolase/esterase 4);Methylesterase 7 (AtMES7) (EC 3.1.1.-);Putative methylesterase 19 (AtMES19) (EC 3.1.1.-);Putative methylesterase 6 (AtMES6) (EC 3.1.1.-) (Alpha/beta fold hydrolase/esterase 1)
evm.model.RL_5.1190	188	AT1G13380.1	AT1G13380.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0012505;GO:0016020	Expressed protein (Sodium/hydrogen exchanger (DUF1218)) (T6J4.13 protein)
evm.model.RL_5.1191	172	AT1G13390.1	AT1G13390.1	orthologue	GO:0005634;GO:0003674	At1g13390 (T6J4.14 protein) (Translocase subunit seca)
evm.model.RL_5.1192	338	AT3G04120.1	AT3G04120.1	orthologue	GO:0000325;GO:0006096;GO:0005886;GO:0008886;GO:0005829;GO:0045893;GO:0006094;GO:0005507;GO:0005739;GO:1901149;GO:0048316;GO:0051775;GO:0010154;GO:0005740;GO:0009408;GO:0006979;GO:0005634;GO:0004365;GO:0005515;GO:0009744;GO:0048046;GO:0042542;GO:0009507;GO:0051287;GO:0050661;GO:0005737;GO:0003677;GO:0016620;GO:0006006	Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic (EC 1.2.1.12) (NAD-dependent glyceraldehydephosphate dehydrogenase C subunit 1)
evm.model.RL_5.1193	405	AT1G13450.1	AT1G13450.1	orthologue	GO:0043565;GO:0003700;GO:0006355;GO:0005515;GO:0005634;GO:0000976;GO:0042802;GO:0003677	Homeodomain-like superfamily protein;Trihelix transcription factor GT-1 (Trihelix DNA-binding protein GT-1)
evm.model.RL_5.1194	501	AT1G13460.1	AT1G13460.1	orthologue	GO:0032000;GO:1900458;GO:0005829;GO:0005634;GO:0019888;GO:0005777;GO:0005515;GO:0000159;GO:0009742;GO:0007165	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform (AtB' theta) (PP2A, B' subunit, theta isoform)
evm.model.RL_5.1195	380	AT1G13470.1	AT1G13470.1	orthologue	GO:0005576;GO:0003674	Insecticidal crystal toxin domain-containing protein
evm.model.RL_5.1196	413	AT1G13520.1	AT1G13520.1	orthologue	GO:0005575;GO:0003674	At1g13520
evm.model.RL_5.1197	385	AT1G13500.1, AT1G13490.2, AT1G13530.1	AT1G13530.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0009507;GO:0090729	F13B4.1 protein;Insecticidal crystal toxin domain-containing protein;Uncharacterized protein
evm.model.RL_5.1198.2.687c88b2	403	AT1G13560.1	AT1G13560.1	other	GO:0008654;GO:0016780;GO:0004142;GO:0006646;GO:0005794;GO:0004307;GO:0016020;GO:0046872	Aminoalcoholphosphotransferase 1;Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase 1) (AtAAPT1)
evm.model.RL_5.1199	416	AT1G13570.1	AT1G13570.1	orthologue	GO:0005515;GO:0005575;	F-box/FBD/LRR-repeat protein At1g13570;F-box/RNI-like superfamily protein
evm.model.RL_5.12	519	AT1G01570.2	AT1G01570.2	orthologue	GO:0005794;GO:0008375;GO:0005783;GO:0016757;GO:0016020;GO:0016740	F22L4.11 protein (Transferring glycosyl group transferase (DUF604));Glycosyltransferase (Transferring glycosyl group transferase (DUF604))
evm.model.RL_5.120	713	AT1G02660.1	AT1G02660.1	orthologue	GO:0009507;GO:0002213;GO:0031349;GO:0047714;GO:0008970;GO:0005576;GO:0009628;GO:0052739;GO:0009570;GO:0016042;GO:0031969;GO:0006629	Phospholipase A1 PLIP2, chloroplastic (EC 3.1.1.32) (Galactolipase PLIP2) (EC 3.1.1.26) (Protein PLASTID LIPASE 2)
evm.model.RL_5.1200.2.687c88b2	337	AT1G13580.2	AT1G13580.2	other	GO:0042761;GO:0050291;GO:0046513;GO:0006665;GO:0005783;GO:0010256;GO:2000012;GO:0005789;GO:0016020	Ceramide synthase 1 LOH3 (CS1) (CSII) (EC 2.3.1.-) (Protein LONGEVITY ASSURANCE GENE ONE HOMOLOG 3) (LAG One Homolog 3) (LAG1 homolog 3) (LAG1 longevity assurance homolog 3)
evm.model.RL_5.1201	87	AT1G13590.1	AT1G13590.1	orthologue	GO:0031012;GO:0008283;GO:0009507;GO:0003674;GO:0005576;GO:0008083;GO:0030154	Phytosulfokines 1 (AtPSK1) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)]
evm.model.RL_5.1202	196	AT1G13600.1	AT1G13600.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0042803;GO:0046982;GO:0003677	Basic leucine-zipper 58 (F13B4.8 protein) (F21F23.3 protein) (Putative bZIP transcription factor)
evm.model.RL_5.1203	359	AT1G13610.1	AT1G13610.1	orthologue	GO:0008236;GO:0005576;GO:0006508;GO:0005634	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (F13B4.9 protein)
evm.model.RL_5.1204	76	AT2G25295.1	AT2G25295.1	orthologue	GO:0005576;GO:0008150;GO:0003674;GO:0031640;GO:0050832	Putative defensin-like protein 80 (Putative low-molecular-weight cysteine-rich protein 81) (Protein LCR81)
evm.model.RL_5.1205	105	AT1G13620.1	AT1G13620.1	orthologue	GO:0030154;GO:0010628;GO:2000023;GO:0010082;GO:2000280;GO:2000067;GO:0005576;GO:0008083;GO:0005515;GO:0016036;GO:0008284;GO:0009786;GO:0005615	Protein GOLVEN 5 (CLAVATA3/ESR (CLE)-related protein CLEL1) (CLE-Like protein 1) (Root meristem growth factor 2) (AtRGF2) [Cleaved into: GLV5p];Root meristem growth factor-like protein
evm.model.RL_5.1206	823	AT1G13630.4	AT1G13630.4	orthologue	GO:0003674;GO:0005739;GO:0009507;;GO:0005515;GO:0003729;GO:0006396;GO:0007005	Putative pentatricopeptide repeat-containing protein At1g13630;Tetratricopeptide repeat (TPR)-like superfamily protein
evm.model.RL_5.1207	316	AT1G13635.1	AT1G13635.1	orthologue	GO:0005634;GO:0006284;GO:0008725;GO:0046872;GO:0003824;GO:0006281	DNA glycosylase superfamily protein
evm.model.RL_5.1208	308	AT1G13650.1	AT1G13650.1	orthologue	GO:0005634;GO:0003674;GO:0009786	At1g13650;F21F23.9
evm.model.RL_5.1209	296	AT5G43690.1	AT5G43690.1	orthologue	GO:0008146;GO:0005737;GO:0051923	Cytosolic sulfotransferase 1 (AtSOT1) (EC 2.8.2.-)
evm.model.RL_5.121	131	AT1G02680.1	AT1G02680.1	orthologue	GO:0006366;GO:0048316;GO:0009793;GO:0009960;GO:0005634;GO:0046982;GO:0005886	Transcription initiation factor TFIID subunit 13 (TBP-associated factor 13) (AtTAF13)
evm.model.RL_5.1210	163	AT5G43690.1, AT1G28170.1	AT5G43690.1	other	GO:0005634;GO:0005737;GO:0051923;GO:0008146	Cytosolic sulfotransferase 1 (AtSOT1) (EC 2.8.2.-);Cytosolic sulfotransferase 7 (AtSOT7) (EC 2.8.2.-)
