Odontarrhena_muralis	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Om004G157780	123	AT4G00670.1	AT4G00670.1	orthologue	GO:0005886;GO:0008150;GO:0003674	At4g00670 (Remorin family protein)
Om004G157800	343	AT4G38940.1	AT4G38940.1	other	GO:0005634;GO:0016567;GO:0003674;GO:0005515	F-box/kelch-repeat protein At4g38940
Om004G157810	246					
Om004G157820	1009	AT4G00700.1	AT4G00700.1	orthologue	GO:0003674;GO:0005886;GO:0005829;GO:0046872	Multiple C2 domain and transmembrane region protein 9
Om004G157830	490	AT4G00710.1	AT4G00710.1	orthologue	GO:0009742;GO:0004674;GO:0005829;GO:0005886;GO:0005634;GO:0005515;GO:0009506;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase BSK3 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 3)
Om004G157840	472	AT4G00720.1	AT4G00720.1	orthologue	GO:0005634;GO:0005737;GO:0009741;GO:0004674;GO:0030154;GO:0046777;GO:0016301;GO:0007165;GO:0005524;GO:0106310;GO:0004672;GO:0006468;GO:0018107	Shaggy-related protein kinase theta (EC 2.7.11.1) (ASK-theta) (Shaggy-related protein kinase 32) (AtSK32)
Om004G157870	803	AT4G00730.1	AT4G00730.1	orthologue	GO:0010143;GO:0005515;GO:0000976;GO:0005634;GO:0000981;GO:0003700;GO:0043481;GO:0009827;GO:0048364;GO:0048765;GO:0008289;GO:0006723;GO:0003677;GO:0006355	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein;Homeobox-leucine zipper protein ANTHOCYANINLESS 2 (HD-ZIP protein ANL2) (Homeodomain protein AHDP) (Homeodomain transcription factor ANL2)
Om004G157880	98					
Om004G157890	599	AT4G00740.1	AT4G00740.1	orthologue	GO:0000139;GO:0045489;GO:0005634;GO:0016020;GO:0005739;GO:0042546;GO:0052546;GO:0008757;GO:0005768;GO:0005802;GO:0005794;GO:0005737;GO:0000138;GO:0032259;GO:0008168	Probable pectin methyltransferase QUA3 (EC 2.1.1.-) (Protein QUASIMODO 3)
Om004G157900	634	AT4G00750.1	AT4G00750.1	orthologue	GO:0005794;GO:0005829;GO:0005737;GO:0005768;GO:0005802;GO:0000139;GO:0008168;GO:0032259	Probable methyltransferase PMT15 (EC 2.1.1.-)
Om004G157910	480	AT4G00752.1	AT4G00752.1	orthologue	GO:0005575;GO:0043130;;GO:0005515	Plant UBX domain-containing protein 9 (PUX9)
Om004G157920	368	AT4G00755.1	AT4G00755.1	orthologue	GO:0003674;GO:0005634;;GO:0005515	F-box protein At4g00755
Om004G157930	136	AT4G00760.1	AT4G00760.1	orthologue	GO:0009736;GO:0000156;GO:0006355;GO:0005634;GO:0000160	Pseudo-response regulator 8;Putative two-component response regulator-like APRR8 (Pseudo-response regulator 8)
Om004G157950	402	AT4G00770.1	AT4G00770.1	orthologue	GO:0003674;GO:0005634	At4g00770 (DUF4378 domain protein)
Om004G157960	298	AT4G01390.1, AT4G00780.1	AT4G00780.1	other	GO:0003674;GO:0005575;GO:0005576;GO:0005634;GO:0008150;GO:0005737;GO:0005515	TRAF-like family protein
Om004G157980	301	AT4G01390.1, AT4G00780.1	AT4G00780.1	other	GO:0003674;GO:0005575;GO:0005576;GO:0005634;GO:0008150;GO:0005737;GO:0005515	TRAF-like family protein
Om004G157990	375	AT1G01560.2	AT1G01560.2	orthologue	GO:0005634;GO:0005886;GO:0004674;GO:0004707;GO:0005515;GO:0007165;GO:0035556;GO:0005737;GO:0009737;GO:0005829;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Mitogen-activated protein kinase (EC 2.7.11.24);Mitogen-activated protein kinase 11 (AtMPK11) (MAP kinase 11) (EC 2.7.11.24)
Om004G158000	352	AT4G01360.1	AT4G01360.1	orthologue	GO:0009793;GO:0009507;GO:0071456;GO:0003674	BPS1-like protein
Om004G158010	485	AT4G01330.2	AT4G01330.2	orthologue	GO:0006468;GO:0005829;GO:0005886;GO:0005634;GO:0003674;GO:0009507;GO:0004674;GO:0005524;GO:0004672	non-specific serine/threonine protein kinase (EC 2.7.11.1)
Om004G158020	424	AT4G01320.1	AT4G01320.1	orthologue	GO:0005783;GO:0071586;GO:0004175;GO:0009507;GO:0004222;GO:0080120;GO:0005773;GO:0005789;GO:0005829;GO:0006508;GO:0046872;GO:0008233	CAAX prenyl protease (EC 3.4.24.84);CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (AtFACE-1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog) (AtSTE24)
Om004G158030	264	AT4G01310.1	AT4G01310.1	orthologue	GO:0009570;GO:0006412;GO:0022626;GO:0009941;GO:0003729;GO:0005829;GO:0009507;GO:0003735;GO:0003723;GO:0019843;GO:1990904;GO:0005840	Large ribosomal subunit protein uL5c (50S ribosomal protein L5, chloroplastic)
Om004G158040	938	AT4G01290.1	AT4G01290.1	orthologue	GO:0034518;GO:0008150;GO:0003729;GO:0005634	Chorismate synthase
Om004G158050	306	AT4G01280.2	AT4G01280.2	orthologue	GO:0005634;GO:0003700;GO:0003677	Protein REVEILLE 5
Om004G158060	510	AT4G01270.1, AT4G01245.1	AT4G01270.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005737;GO:0008270	Putative RING zinc finger protein (RING/U-box superfamily protein);Uncharacterized protein
Om004G158070	90					
Om004G158080	297	AT4G01250.1	AT4G01250.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0071456;GO:0000976;GO:0010150;GO:0006952;GO:0043565	WRKY transcription factor 22 (WRKY DNA-binding protein 22)
Om004G158090	590	AT2G24210.1	AT2G24210.1	orthologue	GO:0009507;GO:0009753;GO:0009570;GO:0016099;GO:0000287;GO:0080027;GO:0010333;GO:0050551;GO:0016102;GO:0009611;GO:0034768;GO:0102701;GO:0016114;GO:0016829	Tricyclene synthase, chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase 0e23) (EC 4.2.3.106) (Myrcene synthase 1) (EC 4.2.3.15) (Terpenoid synthase 10) (AtTPS10)
Om004G158120	244	AT4G01230.2	AT4G01230.2	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0005789;GO:0009617	Reticulon-like protein B7 (AtRTNLB7)
Om004G158130	362	AT4G01220.1	AT4G01220.1	orthologue	GO:0010306;GO:0005794;GO:0048868;GO:0000138;GO:0035252;GO:0042285;GO:0009507;GO:0000139;GO:0016757	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase MGP4 (EC 2.4.2.-) (Protein MALE GAMETOPHYTE DEFECTIVE 4) (Rhamnogalacturonan xylosyltransferase MGP4)
Om004G158140	1020	AT4G01210.1	AT4G01210.1	orthologue	GO:0005739;GO:0005802;GO:0000137;GO:0005794;GO:0016757;GO:0005768;GO:0016020;GO:0016740	Glycosyl transferase family 1 protein (Glycosyltransferase)
Om004G158150	260	AT4G01200.1	AT4G01200.1	orthologue	GO:0003674;GO:0005575;GO:0006952	Calcium-dependent lipid-binding (CaLB domain) family protein
Om004G158160	401	AT4G01190.2	AT4G01190.2	orthologue	GO:0046854;GO:0046488;GO:0016308;GO:0005886;GO:0005737;GO:0005524;GO:0052742	1-phosphatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68);Putative phosphatidylinositol 4-phosphate 5-kinase 11 (AtPIP5K11) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 11) (Diphosphoinositide kinase 11) (PtdIns(4)P-5-kinase 11)
Om004G158170	66	AT4G01160.2	AT4G01160.2	other	GO:0016567;GO:0005634;GO:0070026;GO:0010114	BTB/POZ domain-containing protein At4g01160
Om004G158180	364	AT2G46260.1	AT2G46260.1	other	GO:0016567;GO:0010114;GO:0005515;GO:0005634;GO:0046982;GO:0005737;GO:0042803	BTB/POZ domain-containing protein At2g46260
Om004G158190	495	AT4G01160.2	AT4G01160.2	orthologue	GO:0016567;GO:0005634;GO:0070026;GO:0010114;GO:0005515	BTB/POZ domain-containing protein At4g01160
Om004G158200	164	AT4G01150.1	AT4G01150.1	orthologue	GO:0009941;GO:0090391;GO:0009535;GO:0009534;GO:0005515;GO:0009507;GO:0010287;GO:0009515;GO:0009579;GO:0005829;GO:0097753;GO:0016020	CURVATURE THYLAKOID 1A-like protein;Protein CURVATURE THYLAKOID 1A, chloroplastic
Om004G158210	310	AT4G01140.1	AT4G01140.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0016020	At4g01140 (Transmembrane protein, putative (DUF1191))
Om004G158220	384	AT4G01130.1	AT4G01130.1	orthologue	GO:0005739;GO:0016788;GO:0005829;GO:0009507;GO:0005576;GO:0016042	GDSL esterase/lipase At4g01130 (EC 3.1.1.-) (Extracellular lipase At4g01130);GDSL-like Lipase/Acylhydrolase superfamily protein
Om004G158230	371	AT4G01120.1	AT4G01120.1	orthologue	GO:0043565;GO:0005515;GO:0006355;GO:0000976;GO:0005634;GO:0003700;GO:0019760;GO:0009637;GO:0005737;GO:0003677	G-box-binding factor 2 (bZIP transcription factor 54) (AtbZIP54)
Om004G158240	274	AT4G01110.1	AT4G01110.1	orthologue	GO:0009507;GO:0003674;GO:0016020;GO:0098542;GO:0005886	Late embryogenesis abundant hydroxyproline-rich glycoprotein family protein
Om004G158250	355	AT4G01100.2	AT4G01100.2	orthologue	GO:0015217;GO:0005739;GO:0080121;GO:0080122;GO:0000325;GO:0005347;GO:0015866;GO:0005829;GO:0055085;GO:0015867;GO:0009060;GO:0005743;GO:0015297	Adenine nucleotide transporter 1;Mitochondrial adenine nucleotide transporter ADNT1 (Adenine nucleotide transporter 1)
Om004G158260	683	AT4G01090.1	AT4G01090.1	orthologue	GO:1900150;GO:0005515;GO:0005634	AT4G01090 protein (AT4g01090/F2N1_13)
Om004G158270	430	AT4G01080.1	AT4G01080.1	orthologue	GO:0016413;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 26
Om004G158280	133					
Om004G158290	480	AT4G01070.1	AT4G01070.1	orthologue	GO:0009809;GO:0042178;GO:0050505;GO:0009507;GO:0008194;GO:0035251;GO:0006805;GO:0016757;GO:0009636	UDP-Glycosyltransferase superfamily protein;UDP-glycosyltransferase 72B1 (EC 2.4.1.-) (Arbutin synthase) (Probable hydroquinone glucosyltransferase) (EC 2.4.1.218)
Om004G158300	82	AT4G01060.1	AT4G01060.1	orthologue	GO:0005634;GO:0048765;GO:0003700;GO:0006355;GO:0010026;GO:0000976;GO:0010228;GO:0003677;GO:0009653;GO:0030154;GO:0048731;GO:0090558	CAPRICE-like MYB3;MYB-like transcription factor ETC3 (Protein CAPRICE-like MYB3) (Protein ENHANCER OF TRY AND CPC 3)
Om004G158310	494	AT4G01050.2	AT4G01050.2	orthologue	GO:0009941;GO:0009535;GO:0098807;GO:0009534;GO:0005515;GO:0009507;GO:0009772;GO:0005829	Rhodanese-like domain-containing protein 4, chloroplastic (Protein THYLAKOID RHODANESE-LIKE) (Sulfurtransferase 4) (AtStr4);Thylakoid rhodanese-like protein
Om004G158320	436	AT4G01040.1	AT4G01040.1	orthologue	GO:0012505;GO:0008061;GO:0070492;GO:0005975;GO:0005783;GO:0005576;GO:0005764;GO:0016020;GO:0016787	Chitinase domain-containing protein 1
Om004G158330	537	AT4G01037.1	AT4G01037.1	orthologue	GO:0003723;GO:0003729;GO:0000373;GO:0005576;GO:0009507;GO:0005515;GO:0015979;GO:0006397	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic
Om004G158340	947	AT4G01030.1	AT4G01030.1	orthologue	GO:0005575;GO:0008270;GO:0009451;GO:0003723;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At4g01030, mitochondrial
Om004G158350	193	AT4G01026.1	AT4G01026.1	orthologue	GO:0005737;GO:0005515;GO:0005634;GO:0004864;GO:0010427;GO:0042803;GO:0009738;GO:0038023;GO:0005886	Abscisic acid receptor PYL7 (ABI1-binding protein 7) (PYR1-like protein 7) (Regulatory components of ABA receptor 2)
Om004G158360	245	AT4G01023.2	AT4G01023.2	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005684;GO:0008270;GO:0034247	RING/U-box superfamily protein
Om004G158370	707	AT4G01010.1	AT4G01010.1	orthologue	GO:0005739;GO:0005216;GO:0005516;GO:0005886;GO:0030552;GO:0030553;GO:0006811;GO:0016020;GO:0055085	Putative cyclic nucleotide-gated ion channel 13 (Cyclic nucleotide- and calmodulin-regulated ion channel 13)
Om004G158380	427	AT3G06455.1, AT4G01000.1	AT4G01000.1	orthologue	GO:0005634;GO:0003674;GO:0009744;GO:0009507;GO:0005737;GO:0005515;GO:0006397;GO:0008380	At4g01000 (Ubiquitin-like superfamily protein);Ubiquitin family protein
Om004G158390	988	AT4G00990.1	AT4G00990.1	orthologue	GO:0006357;GO:0042742;GO:0009617;GO:0040029;GO:0140683;GO:0005634;GO:2000028;GO:1902584;GO:0000118;GO:0003712;GO:0005737;GO:0000785;GO:0090333;GO:0032454;GO:0009414;GO:0031490;GO:0005515;GO:0008270	Lysine-specific demethylase JMJ27 (EC 1.14.11.65) (Jumonji domain-containing protein 27) (AtJMJ27) (Protein JUMONJI 27) (Lysine-specific histone demethylase JMJ27) ([histone H3]-dimethyl-L-lysine(9) monodemethylase JMJ27);Transcription factor jumonji (JmjC) domain-containing protein
Om004G158400	946	AT4G00990.1	AT4G00990.1	orthologue	GO:0006357;GO:0042742;GO:0009617;GO:0040029;GO:0140683;GO:0005634;GO:2000028;GO:1902584;GO:0000118;GO:0003712;GO:0005737;GO:0000785;GO:0090333;GO:0032454;GO:0009414;GO:0031490;GO:0005515;GO:0008270	Lysine-specific demethylase JMJ27 (EC 1.14.11.65) (Jumonji domain-containing protein 27) (AtJMJ27) (Protein JUMONJI 27) (Lysine-specific histone demethylase JMJ27) ([histone H3]-dimethyl-L-lysine(9) monodemethylase JMJ27);Transcription factor jumonji (JmjC) domain-containing protein
Om004G158420	263	AT4G00950.1	AT4G00950.1	orthologue	GO:0009793;GO:0005634;GO:0006355;GO:0003700	Uncharacterized protein At4g00950
Om004G158430	297	AT4G00940.1	AT4G00940.1	orthologue	GO:0010214;GO:0000976;GO:0006355;GO:0140547;GO:0005634;GO:0003700;GO:0008270;GO:0003677	Dof zinc finger protein DOF4.1 (AtDOF4.1)
Om004G158440	82					
Om004G158450	485	AT4G00910.1	AT4G00910.1	orthologue	GO:0008150;GO:0009705;GO:0003674;GO:0015743;GO:0034220;GO:0016020	Aluminum activated malate transporter family protein;Aluminum-activated malate transporter 10 (AtALMT10)
Om004G158460	483	AT4G00910.1	AT4G00910.1	orthologue	GO:0008150;GO:0009705;GO:0003674;GO:0015743;GO:0034220;GO:0016020	Aluminum activated malate transporter family protein;Aluminum-activated malate transporter 10 (AtALMT10)
Om004G158470	259	AT4G00905.1	AT4G00905.1	orthologue	GO:0003674;GO:0005634	NC domain-containing protein-like protein
Om004G158480	1057	AT4G00900.1	AT4G00900.1	orthologue	GO:0005388;GO:0070588;GO:0006874;GO:0006816;GO:0016020;GO:0016887;GO:0005783;GO:0005524;GO:0046872;GO:0000166;GO:0005215	Calcium-transporting ATPase 2, endoplasmic reticulum-type (EC 7.2.2.10)
Om004G158490	182	AT4G00895.1	AT4G00895.1	other	GO:0046933;GO:0015986;GO:0009507;GO:0016020	ATPase, F1 complex, OSCP/delta subunit protein
Om004G158500	707	AT4G00890.1	AT4G00890.1	orthologue	GO:0008150;GO:0005634;GO:0031176	AT4g00890 protein (A_TM018A10.5 protein) (Proline-rich family protein)
Om004G158510	161					
Om004G158520	124	AT4G00880.1	AT4G00880.1	orthologue	GO:0005739;GO:0009733;GO:0003674	AT4g00880 protein (A_TM018A10.6 protein) (SAUR-like auxin-responsive protein family)
Om004G158530	80	AT4G00860.1	AT4G00860.1	orthologue	GO:0005739;GO:0000302;GO:0005777;GO:0010193;GO:0003674;GO:0005829;GO:0009617	AT0ZI1 protein (ATOZI1 protein) (Monopolar spindle protein (DUF1138)) (Stress-induced protein OZI1)
Om004G158540	223	AT4G00850.1	AT4G00850.1	orthologue	GO:0005515;GO:0005634;GO:0045944;GO:0051301;GO:0048366;GO:0003713;GO:0008283;GO:0016020	GRF1-interacting factor 3;GRF1-interacting factor 3 (AtGIF3) (Transcription coactivator GIF3)
Om004G158550	292	AT4G00840.1	AT4G00840.1	orthologue	GO:0006612;GO:0005576;GO:0019706;GO:0005794;GO:0005783;GO:0005886;GO:0012505;GO:0016020;GO:0016409	Probable protein S-acyltransferase 12 (EC 2.3.1.225) (Probable palmitoyltransferase At4g00840) (Zinc finger DHHC domain-containing protein At4g00840);S-acyltransferase (EC 2.3.1.225) (Palmitoyltransferase)
Om004G158560	493	AT4G00830.1	AT4G00830.1	orthologue	GO:0005634;GO:0009909;GO:0042742;GO:0043565;GO:0003729;GO:0045893;GO:0040029;GO:0045824;GO:0005515;GO:0005739;GO:0071395;GO:0010439;GO:0010468;GO:0005737;GO:0050832;GO:0003682;GO:0009617;GO:0045087;GO:1905933;GO:0005783;GO:0003676;GO:0003723	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Protein LHP1-INTERACTING FACTOR 2)
Om004G158570	83	AT2G05900.1	AT2G05900.1	orthologue	GO:0005575;GO:0005634;GO:0003690;GO:0008150;GO:0000775;GO:0006325;GO:0046872	Putative inactive histone-lysine N-methyltransferase family member SUVH10 (Histone H3-K9 methyltransferase 10) (H3-K9-HMTase 10) (Protein SET DOMAIN GROUP 11) (Suppressor of variegation 3-9 homolog protein 10) (Su(var)3-9 homolog protein 10)
Om004G158580	1939	AT4G00800.1	AT4G00800.1	orthologue	GO:0034058;GO:0006623;GO:0030897;GO:0003674;GO:0016192;GO:0005770;GO:0009555;GO:0008270;GO:0005515;GO:0006886	Transducin family protein / WD-40 repeat family protein
Om004G158590	751	AT4G01395.1	AT4G01395.1	orthologue	GO:0005515;GO:0005794;GO:0000139;GO:0015031	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)
Om004G158600	461	AT4G01400.1	AT4G01400.1	orthologue	GO:0032981;GO:0006397;GO:0000963;GO:0005739;GO:0000373;GO:0005737;GO:0003729;GO:0005829;GO:0005515	Pentatricopeptide repeat-containing protein At4g01400, mitochondrial
Om004G158620	226	AT4G01410.1	AT4G01410.1	orthologue	GO:0098542;GO:0005886;GO:0009506;GO:0003674	At4g01410 (Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family) (Putative hypoersensitive response protein)
Om004G158650	105	AT1G32660.1	AT1G32660.1	other	GO:0003674;GO:0008150;GO:0005634;;GO:0005515	Putative F-box protein At1g32660
Om004G158660	363	AT4G01440.1	AT4G01440.1	orthologue	GO:0141165;GO:1901349;GO:0009507;GO:0005886;GO:0022857;GO:0016020	WAT1-related protein;WAT1-related protein At4g01440
Om004G158680	360	AT4G01450.2	AT4G01450.2	orthologue	GO:1901349;GO:0022857;GO:0005886;GO:0141165;GO:0016020	WAT1-related protein;WAT1-related protein At4g01450
Om004G158690	272	AT4G01460.1	AT4G01460.1	orthologue	GO:0006357;GO:0005634;GO:0006355;GO:0000976;GO:0000978;GO:0005515;GO:0046983;GO:0005829;GO:0000981;GO:0003700;GO:0010052;GO:0010374;GO:0045893	Transcription factor bHLH57 (Basic helix-loop-helix protein 57) (AtbHLH57) (bHLH 57) (Transcription factor EN 12) (bHLH transcription factor bHLH057)
Om004G158700	252	AT4G01470.1	AT4G01470.1	orthologue	GO:0015204;GO:0016020;GO:0006833;GO:0015250;GO:0009507;GO:0015840;GO:0005774;GO:0015267;GO:0055085	Aquaporin TIP1-3 (Gamma-tonoplast intrinsic protein 3) (Gamma-TIP3) (Tonoplast intrinsic protein 1-3) (AtTIP1;3)
Om004G158710	212	AT4G01480.1	AT4G01480.1	orthologue	GO:0000287;GO:0006796;GO:0005829;GO:0005737;GO:0004427;GO:0005654	Soluble inorganic pyrophosphatase 5 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 5) (PPase 5)
Om004G158720	157	AT4G01500.1	AT4G01500.1	orthologue	GO:0005634;GO:0005515;GO:1901371;GO:0048366;GO:0003700;GO:0009908;GO:0003677	B3 domain-containing transcription factor NGA4 (Protein NGATHA 4)
Om004G158730	322	AT4G01500.1	AT4G01500.1	orthologue	GO:0005634;GO:0005515;GO:1901371;GO:0048366;GO:0003700;GO:0009908;GO:0003677	B3 domain-containing transcription factor NGA4 (Protein NGATHA 4)
Om004G158740	250	AT4G01510.5	AT4G01510.5	orthologue	GO:0005783;GO:0016125;GO:0006665;GO:0032541;GO:0032366;GO:0005739;GO:0097036;GO:0005794;GO:0003674;GO:0005789	Protein ARV;Protein ARV 2 (AtArv2p)
Om004G158750	456	AT4G01550.1	AT4G01550.1	other	GO:0045893;GO:0005886;GO:0005515;GO:0003700;GO:0005634;GO:0003677;GO:0006355	NAC domain-containing protein 69 (ANAC069) (Protein NAC WITH TRANSMEMBRANE MOTIF 2) (Protein NTM1-like 13)
Om004G158760	443	AT4G01550.1	AT4G01550.1	orthologue	GO:0045893;GO:0005886;GO:0005515;GO:0003700;GO:0005634;GO:0003677;GO:0006355	NAC domain-containing protein 69 (ANAC069) (Protein NAC WITH TRANSMEMBRANE MOTIF 2) (Protein NTM1-like 13)
Om004G158770	349	AT4G01560.1	AT4G01560.1	orthologue	GO:0006364;GO:0009793;GO:0000470;GO:0005634;GO:0042134;GO:0030687;GO:0000460;GO:0005730;GO:0019843	At4g01560 (Ribosomal RNA processing Brix domain protein)
Om004G158780	802	AT4G01570.1	AT4G01570.1	orthologue	GO:0005739;GO:0003674;GO:0008150;;GO:0005515	Pentatricopeptide repeat-containing protein At4g01570
Om004G158790	131	AT4G01575.1	AT4G01575.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Serine protease inhibitor, Kazal-type family protein
Om004G158810	201	AT4G01590.1, AT4G35685.1	AT4G01590.1	orthologue	GO:0005634;GO:0003674;GO:0006383;GO:0005666	DNA-directed RNA polymerase III subunit
Om004G158820	231	AT4G01600.1	AT4G01600.1	orthologue	GO:0005634;GO:0003674	GEM-like protein 2;GRAM domain family protein
Om004G158830	359	AT4G01610.1	AT4G01610.1	orthologue	GO:0004197;GO:0000325;GO:0099503;GO:0005576;GO:0005764;GO:0051603;GO:0005615;GO:0006508;GO:0006952;GO:0008234;GO:0050790	Cathepsin B-like protease 3 (EC 3.4.22.-) (Cathepsin B3) (AtCathB3)
Om004G158840	251	AT4G01630.1	AT4G01630.1	orthologue	GO:0010311;GO:0009828;GO:0003674;GO:0009826;GO:0005576;GO:0016020;GO:0009664	Putative expansin-A17 (AtEXPA17) (Alpha-expansin-17) (At-EXP17) (AtEx17) (Ath-ExpAlpha-1.13)
Om004G158850	286	AT4G01650.1	AT4G01650.1	orthologue	GO:0009507;GO:0003674;GO:0008150;GO:0005634	At4g01650 (Polyketide cyclase / dehydrase and lipid transport protein);Polyketide cyclase / dehydrase and lipid transport protein
Om004G158870	628	AT4G01660.1	AT4G01660.1	orthologue	GO:0006744;GO:0010224;GO:0017004;GO:0005739;GO:0022857;GO:0015996;GO:0005524;GO:0005743;GO:0016740	Protein ABC transporter 1, mitochondrial (ABC1At) (AtABC1) (EC 2.7.-.-)
Om004G158880	245	AT4G01670.1	AT4G01670.1	orthologue	GO:0003674;GO:0005634	AT4G01670 protein (At1g65690)
Om004G158890	344	AT4G01680.2	AT4G01680.2	orthologue	GO:0006355;GO:0005634;GO:0000976;GO:0003700	Myb domain protein 55;Myb domain protein 55 (Putative transcription factor);Myb domain protein 55 (T15B16.4 protein)
Om004G158900	533	AT4G01690.1	AT4G01690.1	orthologue	GO:0006779;GO:0009941;GO:0009534;GO:0005829;GO:0015995;GO:0006782;GO:0004729;GO:0009507;GO:0005515;GO:0016491	Protoporphyrinogen oxidase 1, chloroplastic (PPO1) (EC 1.3.3.4)
Om004G158910	279	AT4G01700.1	AT4G01700.1	orthologue	GO:0005576;GO:0002239;GO:0016998;GO:0004568;GO:0009505;GO:0006032;GO:0005829;GO:0005975	At4g01700 (Chitinase family protein) (Putative chitinase) (T15B16.5 protein)
Om004G158930	458	AT4G01720.1	AT4G01720.1	orthologue	GO:0003700;GO:0005515;GO:0006355;GO:0043565;GO:0005634	Probable WRKY transcription factor 47 (WRKY DNA-binding protein 47)
Om004G158940	505	AT4G01730.1	AT4G01730.1	orthologue	GO:0019706;GO:0006612;GO:0005794;GO:0005783;GO:0005789;GO:0030659;GO:0016409;GO:0018230	Protein S-acyltransferase 18 (EC 2.3.1.225) (Probable palmitoyltransferase At4g01730) (Zinc finger DHHC domain-containing protein At4g01730)
Om004G158950	679				GO:0003677;GO:0006355	
Om004G158960	170	AT4G01790.1	AT4G01790.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005840	At4g01790 (Putative RNaseP-associated protein) (Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein)
