Alyssum_gmelinii	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Ag004G373360	147	AT1G60870.1	AT1G60870.1	orthologue	GO:0005634;GO:0009793;GO:0003674;GO:0009506;GO:0009555	Maternal effect embryo arrest 9
Ag004G373450	72				GO:0007165	
Ag004G373470	124	AT5G51360.1, AT3G50373.1	AT5G51360.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0003746;GO:0005634	Transcription elongation factor (TFIIS) family protein
Ag004G373490	341	AT2G42550.1	AT2G42550.1	orthologue	GO:0004672;GO:0005575;GO:0005524;GO:0007165;GO:0016310;GO:0006468	Protein kinase superfamily protein
Ag004G373500	774	AT1G60890.2	AT1G60890.2	orthologue	GO:0016308;GO:0005886;GO:0046854;GO:0005737;GO:0005524;GO:0016020;GO:0046488;GO:0052742	Phosphatidylinositol 4-phosphate 5-kinase (EC 2.7.1.68);Phosphatidylinositol 4-phosphate 5-kinase 8 (AtPIP5K8) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 8) (Diphosphoinositide kinase 8) (PtdIns(4)P-5-kinase 8)
Ag004G373520	588	AT1G60900.1	AT1G60900.1	orthologue	GO:0030628;GO:0089701;GO:0016607;GO:0005515;GO:0000243;GO:0000245;GO:0005634;GO:0009737;GO:0000398;GO:0071004;GO:0008187;GO:0003723;GO:0005681;GO:0003676;GO:0006397	Splicing factor U2af large subunit B (U2 auxiliary factor 65 kDa subunit B) (U2 small nuclear ribonucleoprotein auxiliary factor large subunit B) (U2 snRNP auxiliary factor large subunit B)
Ag004G373530	342	AT1G74090.1	AT1G74090.1	other	GO:0019761;GO:0047364;GO:0005737;GO:0120527;GO:0051923;GO:0008146	Cytosolic sulfotransferase 18 (AtSOT18) (EC 2.8.2.38) (Desulfo-glucosinolate sulfotransferase B) (Sulfotransferase 5B) (AtST5b)
Ag004G373540	342	AT1G74090.1	AT1G74090.1	other	GO:0019761;GO:0047364;GO:0005737;GO:0120527;GO:0051923;GO:0008146	Cytosolic sulfotransferase 18 (AtSOT18) (EC 2.8.2.38) (Desulfo-glucosinolate sulfotransferase B) (Sulfotransferase 5B) (AtST5b)
Ag004G373550	306	AT1G32030.1	AT1G32030.1	other	GO:0008150;GO:0005634;GO:0003674;GO:0003677	B3 domain-containing protein At1g32030
Ag004G373590	309	AT1G32030.1	AT1G32030.1	other	GO:0008150;GO:0005634;GO:0003674;GO:0003677	B3 domain-containing protein At1g32030
Ag004G373600	309	AT1G32030.1	AT1G32030.1	other	GO:0008150;GO:0005634;GO:0003674;GO:0003677	B3 domain-containing protein At1g32030
Ag004G373700	242	AT1G60880.1, AT1G60920.1	AT1G60920.1	orthologue	GO:0006357;GO:0000987;GO:0045944;GO:0006355;GO:0046983;GO:0000981;GO:0003700;GO:0005634;GO:0000978;GO:0003677	AGAMOUS-like 55;AGAMOUS-like-56
Ag004G373720	1136	AT1G60930.1	AT1G60930.1	orthologue	GO:0000724;GO:0006281;GO:0005634;GO:0006268;GO:0043138;GO:0006260;GO:0005737;GO:0009378;GO:0005694;GO:0006310;GO:0070417;GO:0003677;GO:0005524;GO:0016887;GO:0046872;GO:0003676;GO:0032508;GO:0004386;GO:0000166	ATP-dependent DNA helicase Q-like 4B (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4B) (RecQ-like protein 4B) (AtRecQ4B) (AtRecQl4B)
Ag004G373750	359	AT1G60940.1	AT1G60940.1	orthologue	GO:0005886;GO:0009651;GO:0070300;GO:0004674;GO:0004672;GO:0006970;GO:0048527;GO:0005829;GO:0005634;GO:0016301;GO:0006468;GO:0005524;GO:0106310	Serine/threonine-protein kinase SRK2B (EC 2.7.11.1) (OST1-kinase-like 6) (SNF1-related kinase 2.10) (SnRK2.10)
Ag004G373760	115	AT2G44160.1	AT2G44160.1	other	GO:0035999;GO:0071949;GO:0006555;GO:0005634;GO:0009086;GO:0004489;GO:0005829;GO:0106312;GO:0006351;GO:0043565	Methylenetetrahydrofolate reductase (NADH) 2 (AtMTHFR2) (EC 1.5.1.54)
Ag004G373800	592	AT1G10950.1	AT1G10950.1	other	GO:0005794;GO:0005797;GO:0005768;GO:0005576;GO:0005802;GO:0045489;GO:0016020;GO:0000137;GO:0005801;GO:0072657;GO:0003674;GO:0000139;GO:0010008	Transmembrane 9 superfamily member 1 (Endomembrane protein 12) (Transmembrane nine protein 1) (AtTMN1)
Ag004G373820	148	AT1G60950.1	AT1G60950.1	orthologue	GO:0009570;GO:0009416;GO:0009507;GO:0009055;GO:0009767;GO:0009643;GO:0005515;GO:0046872;GO:0051537;GO:0051536;GO:0022900	Ferredoxin-2, chloroplastic (AtFd2)
Ag004G373830	429	AT1G60960.1	AT1G60960.1	orthologue	GO:0055085;GO:0071577;GO:0005886;GO:0009624;GO:0009507;GO:0000325;GO:0005385;GO:0006829;GO:0030001;GO:0005576;GO:0006826;GO:0046873;GO:0005381;GO:0009535;GO:0016020	Fe(2+) transport protein 3, chloroplastic (Fe(II) transport protein 3) (Iron-regulated transporter 3);Iron regulated transporter 3
Ag004G373850	177	AT1G60970.1	AT1G60970.1	orthologue	GO:0030126;GO:0003674;GO:0006891;GO:0005634;GO:0006890;GO:0006886;GO:0000139;GO:0015031	Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-COP 1)
Ag004G373860	435	AT3G58960.1, AT3G58920.1, AT3G58980.1	AT3G58960.1	other	GO:0003674;GO:0005575;GO:0008150;;GO:0005515	F-box/LRR-repeat protein At3g58980;Putative F-box protein At3g58960;Putative F-box/LRR-repeat protein At3g58920
Ag004G373870	311	AT5G40595.1	AT5G40595.1	other	GO:0005739;GO:0003674;GO:0008150	DUF4283 domain-containing protein
Ag004G373890	462	AT5G49690.1	AT5G49690.1	other	GO:0008194;GO:0035251;GO:0005515;GO:0016757;GO:0005575	UDP-glycosyltransferase 91C1 (EC 2.4.1.-)
Ag004G373910	424	AT1G60990.1	AT1G60990.1	orthologue	GO:0016226;GO:0005739;GO:0009507;GO:0003674;GO:0016740;GO:0005515	Putative transferase At1g60990, chloroplastic (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog COG0354)
Ag004G373920	95	AT1G60989.1	AT1G60989.1	orthologue	GO:0003674;GO:0007165;GO:0005576;GO:0031640;GO:0050832	Defensin-like protein 249 (S locus cysteine-rich-like protein 7) (Protein SCRL7) (SCR-like protein 7)
Ag004G373940	621	AT1G60995.1	AT1G60995.1	orthologue	GO:1904294;GO:0003674;GO:0106118;GO:0034976;GO:0005783;GO:0005739;GO:0016020	Membralin-like protein At1g60995
Ag004G373950	732	AT4G07410.1	AT4G07410.1	orthologue	GO:0010311;GO:0010073;GO:0009793;GO:2000012;GO:0035266;GO:0090696;GO:0010305;GO:0048366;GO:0003674;GO:0005634;GO:0010449;GO:0005515	Transducin family protein / WD-40 repeat family protein;WD repeat-containing protein PCN (Protein POPCORN)
Ag004G373960	440	AT1G61000.1	AT1G61000.1	orthologue	GO:0051315;GO:0007052;GO:0005828;GO:0045132;GO:0031262;GO:0008017;GO:0010342;GO:0005886;GO:0000070;GO:0005634;GO:0051383;GO:0000325;GO:0044877;GO:0051301;GO:0000776	Kinetochore protein NUF2 homolog
Ag004G373970	693	AT1G61010.1	AT1G61010.1	orthologue	GO:0005634;GO:0003723;GO:0005515;GO:0016180;GO:0005847;GO:0006398;GO:0004521;GO:0004534;GO:0004518;GO:0006397;GO:0006378	Cleavage and polyadenylation specificity factor subunit 3-I (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit I) (AtCPSF73-I) (CPSF 73 kDa subunit I)
Ag004G373980	854	AT1G61030.1	AT1G61030.1	orthologue	GO:0009793;GO:0051177;GO:0005634;GO:0010789;GO:0007064;GO:0045132;GO:0006281;GO:0000070;GO:0003674;GO:0005694;GO:0051301	Wings apart-like protein 2 (AtWAPL2)
Ag004G374000	230	AT5G49690.1	AT5G49690.1	other	GO:0008194;GO:0035251;GO:0005515;GO:0016757;GO:0005575	UDP-glycosyltransferase 91C1 (EC 2.4.1.-)
Ag004G374010	647	AT1G61040.1	AT1G61040.1	orthologue	GO:0016593;GO:0005634;GO:0045893;GO:0009910;GO:1990269;GO:0003677;GO:0009908	Protein RTF1 homolog (Protein VERNALIZATION INDEPENDENCE 5)
Ag004G374020	306	AT1G32030.1	AT1G32030.1	other	GO:0008150;GO:0005634;GO:0003674;GO:0003677	B3 domain-containing protein At1g32030
Ag004G374070	309	AT1G32030.1	AT1G32030.1	other	GO:0008150;GO:0005634;GO:0003674;GO:0003677	B3 domain-containing protein At1g32030
Ag004G374100	88	AT3G03720.1	AT3G03720.1	orthologue	GO:0015174;GO:0009705;GO:0000325;GO:0055085;GO:0015171;GO:0006865;GO:0022857	Cationic amino acid transporter 4, vacuolar
Ag004G374120	445	AT1G61050.2	AT1G61050.2	orthologue	GO:0005794;GO:0016757;GO:0016020;GO:0016740	Alpha 1,4-glycosyltransferase family protein;Glycosyltransferase
Ag004G374130	180	AT1G61065.1	AT1G61065.1	orthologue	GO:0005576;GO:0003674;GO:0012505;GO:0016020	1,3-beta-glucan synthase component (DUF1218) (At1g61067/At1g61067)
Ag004G374140	425					
Ag004G374180	702	AT3G26840.1, AT3G26820.1	AT3G26840.1	orthologue	GO:0010866;GO:0090693;GO:0010287;GO:0009507;GO:0006995;GO:0033306;GO:0019432;GO:1904963;GO:0004144;GO:0005515;GO:0016020;GO:0003674;GO:0008374	Esterase/lipase/thioesterase family protein;Phytyl ester synthase 2, chloroplastic (EC 2.3.1.-)
Ag004G374200	77	AT1G61070.1	AT1G61070.1	orthologue	GO:0005576;GO:0006952;GO:0009505;GO:0003674;GO:0031640;GO:0050832;GO:0005739	Defensin-like protein 5 (Low-molecular-weight cysteine-rich protein 66) (Protein LCR66) (Plant defensin 2.4)
Ag004G374210	891	AT1G61080.5	AT1G61080.5	orthologue	GO:0005634;GO:0003674	Hydroxyproline-rich glycoprotein family protein
Ag004G374250	799	AT1G61100.1	AT1G61100.1	orthologue	GO:0003674;GO:0005886	CSL1 (Disease resistance protein (TIR class));Disease resistance protein (TIR class)
Ag004G374310	1139	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003676;GO:0004523	Non-LTR retroelement reverse transcriptase
Ag004G374360	165	AT5G01450.1	AT5G01450.1	orthologue	GO:0009705;GO:0061630;GO:0045931;GO:0016567;GO:0005515;GO:0004842;GO:0005768;GO:0043066;GO:0009555;GO:0000278;GO:0006511;GO:0008270;GO:0007049	E3 ubiquitin-protein ligase APD2 (EC 2.3.2.27) (Protein ABERRANT POLLEN DEVELOPMENT 2)
Ag004G374410	325	AT1G61110.1	AT1G61110.1	orthologue	GO:0048731;GO:0006355;GO:0010628;GO:0009793;GO:0009831;GO:0005634;GO:0003700;GO:0043565;GO:0003677	NAC transcription factor 25 (AtNAC025)
Ag004G374470	331	AT1G61120.1	AT1G61120.1	other	GO:0010333;GO:0009507;GO:0009611;GO:0009753;GO:0009617;GO:0016102;GO:0080027;GO:0000287;GO:0000304;GO:0080013;GO:0005737;GO:0016829;GO:0016114	(E,E)-geranyllinalool synthase (AtGES) (EC 4.2.3.144) (Terpenoid synthase 4) (AtTPS04)
Ag004G374480	490	AT1G61120.1	AT1G61120.1	orthologue	GO:0010333;GO:0009507;GO:0009611;GO:0009753;GO:0009617;GO:0016102;GO:0080027;GO:0000287;GO:0000304;GO:0080013;GO:0005737;GO:0016114;GO:0016829	(E,E)-geranyllinalool synthase (AtGES) (EC 4.2.3.144) (Terpenoid synthase 4) (AtTPS04)
Ag004G374490	72	AT2G20570.2	AT2G20570.2	other	GO:0005634;GO:0000976;GO:0045893;GO:1900056;GO:0005515;GO:0009658;GO:0003700;GO:0010380;GO:0007165;GO:0009910;GO:0003677	GBF's pro-rich region-interacting factor 1;Transcription activator GLK1 (GBF'S PRO-RICH REGION-INTERACTING factor 1) (Golden2-like protein 1) (AtGLK1)
Ag004G374510	446	AT1G61130.1	AT1G61130.1	orthologue	GO:0008150;GO:0004185;GO:0005576;GO:0006508;GO:0005773	Serine carboxypeptidase-like 32 (EC 3.4.16.-)
Ag004G374640	1298	AT1G61140.1	AT1G61140.1	orthologue	GO:0005634;GO:0009553;GO:0005524;GO:0006281;GO:0008094;GO:0140658;GO:0003677;GO:0004386;GO:0008270;GO:0016787;GO:0080188	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
Ag004G374660	173	AT1G57820.1	AT1G57820.1	other	GO:0042393;GO:0003682;GO:0004842;GO:0005634;GO:0044027;GO:0008327;GO:0031508;GO:0016567;GO:0010429;GO:0061630;GO:0010428;GO:0010385;GO:0010369;GO:0051301;GO:0006325;GO:0008270	E3 ubiquitin-protein ligase ORTHRUS 2 (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 1) (RING-type E3 ubiquitin transferase ORTHRUS 2)
Ag004G374680	243	AT1G61150.1	AT1G61150.1	orthologue	GO:0043161;GO:0005634;GO:0005515;GO:0005737	LisH and RanBPM domains containing protein;Protein GID8 homolog
Ag004G374720	277	AT1G61170.1	AT1G61170.1	orthologue	GO:0005634;GO:0003674	At1g61170 (F11P17.11 protein)
Ag004G374750	153	AT5G15690.1, AT4G04775.1	AT4G04775.1	orthologue	GO:0008270;GO:0005575;GO:0008150	Uncharacterized protein At4g04775;Zinc ion binding protein
Ag004G374760	430	AT3G13940.1	AT3G13940.1	orthologue	GO:0006351;GO:0006362;GO:0005736;GO:0005634;GO:0001188;GO:0003677	DNA binding / DNA-directed RNA polymerase
Ag004G374770	71	AT3G13930.1	AT3G13930.1	orthologue	GO:0009941;GO:0005739;GO:0045254;GO:0005829;GO:0006086;GO:0004742;GO:0005737;GO:0005507;GO:0016407;GO:0031405;GO:0005759	Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 2 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 2) (PDC-E2 2) (PDCE2 2)
Ag004G374790	85				GO:0007165	
Ag004G374810	99	AT1G27310.1	AT1G27310.1	orthologue	GO:0005737;GO:0005634;GO:0006913;GO:0044613;GO:0006606;GO:0005635;GO:0031267;GO:0005515;GO:0005829	Nuclear transport factor 2A (AtNTF2a) [Cleaved into: Nuclear transport factor 2A, N-terminally processed]
Ag004G374820	83	AT3G57570.1	AT3G57570.1	other	GO:0005739;GO:0003674	ARM repeat superfamily protein
Ag004G374840	556	AT5G33330.1	AT5G33330.1	orthologue	GO:0005634;GO:0004523;GO:0003676;GO:0008150;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Ag004G374870	1154	AT1G61210.1	AT1G61210.1	orthologue	GO:0051510;GO:0051013;GO:0080008;GO:0005515;GO:0009737;GO:0015630;GO:0008352;GO:0009651;GO:0007019;GO:0043622;GO:0005737;GO:0005874;GO:0008017	Katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.2 (DDB1 binding WD40 hypersensitive to ABA 3) (DWD hypersensitive to ABA 3)
Ag004G374880	471	AT1G61215.1	AT1G61215.1	orthologue	GO:0005634;GO:0035267;GO:0003674;GO:0005515	At1g61215 (Bromodomain 4);Bromodomain 4
Ag004G374900	63	AT4G27652.1	AT4G27652.1	orthologue	GO:0005575;GO:0003674	At4g27652
Ag004G374930	62	AT4G27657.1	AT4G27657.1	other	GO:0071456;GO:0005739;GO:0003674	At4g27657
Ag004G374940	65	AT4G27652.1	AT4G27652.1	orthologue	GO:0005575;GO:0003674	At4g27652
Ag004G374950	76	AT3G66658.2	AT3G66658.2	other	GO:0043878;GO:0005783;GO:0004029;GO:0005737;GO:0006081;GO:0005576;GO:0016620	Aldehyde dehydrogenase;Aldehyde dehydrogenase 22A1 (EC 1.2.1.3) (Novel aldehyde dehydrogenase family 22 member A1)
Ag004G374980	212				GO:0005783;GO:0005789;GO:0015485;GO:0031625;GO:0032933	
Ag004G375010	62	AT4G27657.1	AT4G27657.1	other	GO:0071456;GO:0005739;GO:0003674	At4g27657
Ag004G375100	590	AT1G57570.1	AT1G57570.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0030246	Jacalin-related lectin 14
Ag004G375110	429	AT1G61240.1	AT1G61240.1	orthologue	GO:0005739;GO:0005634;GO:0008150;GO:0016757	At1g61240 (Lysine ketoglutarate reductase trans-splicing-like protein);Lysine ketoglutarate reductase trans-splicing-like protein (DUF707)
Ag004G375130	288	AT1G61250.1	AT1G61250.1	orthologue	GO:0005886;GO:0005634;GO:0005794;GO:0015031;GO:0055038;GO:0005802;GO:0032588;GO:0003674;GO:0005768;GO:0030658;GO:0016020	Secretory carrier-associated membrane protein (Secretory carrier membrane protein);Secretory carrier-associated membrane protein 3 (AtSC3) (Secretory carrier membrane protein 3)
Ag004G375140	155	AT1G61255.1	AT1G61255.1	orthologue	GO:0003674;GO:0005576	At1g61255 (F11P17.3 protein)
Ag004G375170	332	AT1G61260.1	AT1G61260.1	orthologue	GO:0009507;GO:0003674;GO:0016020	Cotton fiber (DUF761)
Ag004G375190	796	AT5G55300.2	AT5G55300.2	orthologue	GO:0006265;GO:0006338;GO:0005634;GO:0005515;GO:0009793;GO:0009791;GO:1905393;GO:0003917;GO:0010075;GO:0019827;GO:0005730;GO:0007059;GO:0009965;GO:0005694;GO:0048439;GO:0010016;GO:0009933;GO:0006260;GO:0003677	DNA topoisomerase (EC 5.6.2.1);DNA topoisomerase 1 alpha (EC 5.6.2.1) (DNA topoisomerase 1) (DNA topoisomerase I) (Protein FASCIATA 5) (Protein MGOUN1);DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)
Ag004G375200	449	AT1G61320.1, AT1G61330.1	AT1G61330.1	other	GO:0003674;GO:0005739;GO:0008150;GO:0005575	FBD-associated F-box protein At1g61320;Putative FBD-associated F-box protein At1g61330
Ag004G375230	386	AT4G19870.1	AT4G19870.1	orthologue	GO:0005634;GO:0003674;;GO:0005515	F-box/kelch-repeat protein At4g19870
Ag004G375260	137	ATMG00310.1	ATMG00310.1	orthologue	GO:0003674;GO:0008150;GO:0005739	Uncharacterized mitochondrial protein AtMg00310 (ORF154)
Ag004G375330	804	AT1G61420.2, AT1G61460.1	AT1G61420.2	orthologue	GO:0004674;GO:0005524;GO:0002221;GO:0009507;GO:0045087;GO:0048544;GO:0005516;GO:0005886;GO:0030246;GO:0031625;GO:0106310;GO:0006468;GO:0004672	G-type lectin S-receptor-like serine/threonine-protein kinase At1g61420 (EC 2.7.11.1);G-type lectin S-receptor-like serine/threonine-protein kinase At1g61460 (EC 2.7.11.1);Receptor-like serine/threonine-protein kinase (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Ag004G375340	342	AT1G02770.1	AT1G02770.1	orthologue	GO:0008150;GO:0003674;GO:0005634	UPF0725 protein At1g02770
Ag004G375350	517	AT1G21990.1, AT2G29930.1, AT2G29910.6	AT2G29910.6	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;;GO:0005515	F-box/LRR-repeat protein At2g29910;F-box/LRR-repeat protein At2g29930;F-box/RNI-like superfamily protein;Putative F-box protein At1g21990
Ag004G375400	637	AT1G17980.1	AT1G17980.1	other	GO:0048366;GO:0045824;GO:0031123;GO:0005634;GO:0048451;GO:1990817;GO:0003723;GO:0009908;GO:0005515;GO:0008285;GO:0005524;GO:0006397;GO:0046872;GO:0006378;GO:0016779	Nuclear poly(A) polymerase 1 (PAP(I)) (Poly(A) polymerase I) (EC 2.7.7.19) (Polynucleotide adenylyltransferase 1)
Ag004G375420	96	AT3G18550.3	AT3G18550.3	orthologue	GO:0005515;GO:0010223;GO:0006355;GO:2000032;GO:0005634;GO:0003700;GO:0000976;GO:0043565;GO:0003677;GO:0016020	TCP family transcription factor;Transcription factor TCP18 (Protein BRANCHED 1) (Protein TEOSINTE BRANCHED 1-LIKE 1)
Ag004G375430	184	AT1G61340.1	AT1G61340.1	orthologue	GO:0009651;GO:0005739;GO:0009751;GO:0009753;GO:0071456;GO:0009737;GO:0009617;GO:0006970;GO:0009961;GO:0005515;GO:0009611	F-box protein At1g61340
Ag004G375440	923	AT4G09980.1	AT4G09980.1	orthologue	GO:0009793;GO:0005515;GO:0005634;GO:0006397;GO:0008168;GO:0036396;GO:0032259;GO:0001510;GO:0003723;GO:0016607;GO:0003729;GO:0080009;GO:0003676	N6-adenosine-methyltransferase non-catalytic subunit MTB (Methyltransferase-like protein 1) (Protein EMBRYO DEFECTIVE 1691) (Protein METTL14 homolog)
Ag004G375480	276					
Ag004G375490	146				GO:0008270	
Ag004G375500	572	AT1G61350.1	AT1G61350.1	orthologue	GO:0005575;GO:0003674;;GO:0005515	ARM repeat superfamily protein (At1g61350/T1F9_16) (T1F9.16)
Ag004G375510	810	AT1G61360.1	AT1G61360.1	orthologue	GO:0005634;GO:0002221;GO:0004674;GO:0005576;GO:0045087;GO:0005516;GO:0048544;GO:0005886;GO:0005524;GO:0030246;GO:0031625;GO:0106310;GO:0006468;GO:0004672	G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360 (EC 2.7.11.1)
Ag004G375520	175	AT5G48020.1	AT5G48020.1	other	GO:0003674;GO:0005575	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (At5g48020)
Ag004G375530	135	AT5G48020.1	AT5G48020.1	other	GO:0003674;GO:0005575	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (At5g48020)
Ag004G375550	107					
Ag004G375560	109	AT2G06420.1	AT2G06420.1	other	GO:0008150;GO:0003674;GO:0005739	En/Spm-like transposon, putative (DUF1985)
Ag004G375570	643	AT1G17980.1	AT1G17980.1	other	GO:0048366;GO:0045824;GO:0031123;GO:0005634;GO:0048451;GO:1990817;GO:0003723;GO:0009908;GO:0005515;GO:0008285;GO:0005524;GO:0006397;GO:0046872;GO:0006378;GO:0016779	Nuclear poly(A) polymerase 1 (PAP(I)) (Poly(A) polymerase I) (EC 2.7.7.19) (Polynucleotide adenylyltransferase 1)
Ag004G375580	128	AT1G61630.1	AT1G61630.1	other	GO:0015858;GO:0005886;GO:0005337;GO:1901642	Equilibrative nucleotide transporter 7 (AtENT7) (Nucleoside transporter ENT7)
Ag004G375620	643	AT1G17980.1	AT1G17980.1	other	GO:0048366;GO:0045824;GO:0031123;GO:0005634;GO:0048451;GO:1990817;GO:0003723;GO:0009908;GO:0005515;GO:0008285;GO:0005524;GO:0006397;GO:0046872;GO:0016779;GO:0006378	Nuclear poly(A) polymerase 1 (PAP(I)) (Poly(A) polymerase I) (EC 2.7.7.19) (Polynucleotide adenylyltransferase 1)
Ag004G375710	417	AT1G61630.1	AT1G61630.1	orthologue	GO:0015858;GO:0005886;GO:0005337;GO:1901642;GO:0016020	Equilibrative nucleotide transporter 7 (AtENT7) (Nucleoside transporter ENT7)
Ag004G375720	417	AT1G61630.1	AT1G61630.1	orthologue	GO:0015858;GO:0005886;GO:0005337;GO:1901642;GO:0016020	Equilibrative nucleotide transporter 7 (AtENT7) (Nucleoside transporter ENT7)
Ag004G375730	810	AT1G61370.1	AT1G61370.1	orthologue	GO:0005576;GO:0004674;GO:0045087;GO:0002221;GO:0005524;GO:0005886;GO:0005516;GO:0048544;GO:0005634;GO:0030246;GO:0031625;GO:0106310;GO:0006468;GO:0004672	G-type lectin S-receptor-like serine/threonine-protein kinase At1g61370 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Ag004G375740	817	AT1G61380.1	AT1G61380.1	orthologue	GO:0031625;GO:0004712;GO:0004674;GO:0031663;GO:0004713;GO:0004672;GO:0002221;GO:0005524;GO:0005886;GO:0005515;GO:0046777;GO:0048544;GO:0032497;GO:0005516;GO:0038187;GO:0045087;GO:0030246;GO:0106310;GO:0006468	G-type lectin S-receptor-like serine/threonine-protein kinase SD1-29 (EC 2.7.12.1) (Protein LIPOOLIGOSACCHARIDE-SPECIFIC REDUCED ELICITATION) (S-domain-1 (SD1) receptor kinase 29) (SD1-29);S-domain-1 29
Ag004G375750	754	AT2G05920.1	AT2G05920.1	orthologue	GO:0004252;GO:0005739;GO:0009505;GO:0005576;GO:0005794;GO:0009506;GO:0006508;GO:0008236	Subtilisin-like protease SBT1.8 (EC 3.4.21.-) (Subtilase subfamily 1 member 8) (AtSBT1.8)
Ag004G375760	814	AT1G61380.1	AT1G61380.1	orthologue	GO:0031625;GO:0004712;GO:0004674;GO:0031663;GO:0004713;GO:0004672;GO:0002221;GO:0005524;GO:0005886;GO:0005515;GO:0046777;GO:0048544;GO:0032497;GO:0005516;GO:0038187;GO:0045087;GO:0030246;GO:0106310;GO:0006468	G-type lectin S-receptor-like serine/threonine-protein kinase SD1-29 (EC 2.7.12.1) (Protein LIPOOLIGOSACCHARIDE-SPECIFIC REDUCED ELICITATION) (S-domain-1 (SD1) receptor kinase 29) (SD1-29);S-domain-1 29
Ag004G375790	99	AT1G05270.1	AT1G05270.1	other	GO:0005741;GO:0005886;GO:0140474;GO:0000423;GO:0005515	At1g05270 (TraB family protein)
Ag004G375870	804	AT1G61420.2, AT1G61460.1	AT1G61420.2	orthologue	GO:0004674;GO:0005524;GO:0002221;GO:0009507;GO:0045087;GO:0048544;GO:0005516;GO:0005886;GO:0030246;GO:0031625;GO:0106310;GO:0006468;GO:0004672	G-type lectin S-receptor-like serine/threonine-protein kinase At1g61420 (EC 2.7.11.1);G-type lectin S-receptor-like serine/threonine-protein kinase At1g61460 (EC 2.7.11.1);Receptor-like serine/threonine-protein kinase (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
