Arabis_alpina	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Aa_G459740.h1.t1	1210	AT2G17820.1	AT2G17820.1	orthologue	GO:0004673;GO:0000155;GO:0009414;GO:0005886;GO:0005515;GO:0010375;GO:0010431;GO:0009927;GO:0005034;GO:0006970;GO:0005634;GO:0009738;GO:0000160;GO:0016310;GO:0016772;GO:0007165	Histidine kinase 1 (EC 2.7.13.3) (Arabidopsis histidine kinase 1) (AtHK1) (Protein AUTHENTIC HIS-KINASE 1)
Aa_G459750.h1.t1	33					
Aa_G45980.h1.t1	441	AT5G24318.1	AT5G24318.1	orthologue	GO:0005576;GO:0042973;GO:0005975;GO:0005886;GO:0006952;GO:0098552;GO:0004553	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
Aa_G459860.h1.t1	703	AT2G29040.1	AT2G29040.1	orthologue	GO:0005794;GO:0006486;GO:0003674;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein;Probable xyloglucan galactosyltransferase GT11 (EC 2.4.1.-) (Glycosyltransferase 11) (AtGT11)
Aa_G459870.h1.t1	428	AT1G07560.1, AT1G49100.1, AT1G51805.1, AT1G51810.1, AT1G51820.1, AT1G51830.2, AT1G51850.2, AT2G04300.2, AT2G28960.2, AT2G28970.1, AT2G28990.1, AT2G29000.1, AT3G21340.1	AT2G28960.2	other	GO:0004672;GO:0006468;GO:0005575;GO:0016301;GO:0005634;GO:0016310;GO:0044024;GO:0004674;GO:0005515;GO:0004713;GO:0004714;GO:0005576;GO:0010119;GO:0009506;GO:0005886;GO:0005524;GO:0106310;GO:0016020	Leucine-rich repeat protein kinase family protein;Leucine-rich repeat protein kinase family protein (Putative receptor-like protein kinase);Probable LRR receptor-like serine/threonine-protein kinase At1g07560 (EC 2.7.11.1);Probable LRR receptor-like serine/threonine-protein kinase At1g51810 (EC 2.7.11.1);Probable LRR receptor-like serine/threonine-protein kinase At1g51820 (EC 2.7.11.1);Probable LRR receptor-like serine/threonine-protein kinase At2g28960 (EC 2.7.11.1);Probable leucine-rich repeat receptor-like protein kinase At2g28990 (EC 2.7.11.1);Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g04300 (EC 2.7.11.1);Receptor-like protein kinase At3g21340 (EC 2.7.10.1) (EC 2.7.11.1) (Leucine-rich repeat receptor-like protein kinase At3g21340)
Aa_G45990.h1.t1	117	AT3G23620.1	AT3G23620.1	other	GO:0005730;GO:0000470;GO:0019843;GO:0000463;GO:0006364;GO:0005515;GO:0005634;GO:0000027;GO:0032774	Ribosome production factor 2 homolog (Brix domain-containing protein 1 homolog) (Ribosome biogenesis protein RPF2 homolog)
Aa_G459980.h1.t1	1123	AT5G39900.1	AT5G39900.1	orthologue	GO:0009507;GO:0045727;GO:0097177;GO:0005739;GO:0003924;GO:0005525;GO:0005743;GO:0005759;GO:0006412;GO:0043022;GO:0004650;GO:0005975	Translation factor GUF1 homolog, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)
Aa_G459990.h1.t1	738	AT1G02980.1, AT1G43140.1	AT1G02980.1	orthologue	GO:0006511;GO:0016567;GO:0031461;GO:0031625;GO:0009941;GO:0019005;GO:0005515;GO:0009733;GO:0009734;GO:0009753;GO:0009867	Cullin-2 (AtCUL1);Putative cullin-like protein 1
Aa_G4600.h1.t1	684	AT3G04910.1	AT3G04910.1	orthologue	GO:0004674;GO:0007623;GO:0004672;GO:0005737;GO:0035556;GO:0006468;GO:0005524;GO:0005634;GO:0106310	Serine/threonine-protein kinase WNK1 (AtWNK1) (EC 2.7.11.1) (Protein kinase with no lysine 1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Aa_G46000.h1.t1	219				GO:0003723;GO:0003676	
Aa_G460000.h1.t1	284	AT5G39890.1	AT5G39890.1	orthologue	GO:0071456;GO:0005634;GO:0017172;GO:0070483;GO:0005829;GO:0018171;GO:0005506;GO:0001666;GO:0046872;GO:0016702	Plant cysteine oxidase 2 (AtPCO2) (EC 1.13.11.20) (Hypoxia-responsive unknown protein 43);cysteine dioxygenase (EC 1.13.11.20)
Aa_G460010.h1.t1	292	AT5G39880.1	AT5G39880.1	orthologue	GO:0005576;GO:0003674	Transmembrane protein
Aa_G460020.h1.t1	334	AT5G39880.1	AT5G39880.1	orthologue	GO:0005576;GO:0003674	Transmembrane protein
Aa_G46010.h1.t1	164	AT5G24314.2	AT5G24314.2	orthologue	GO:0042644;GO:0042793;GO:0009658;GO:0010027;GO:0005515;GO:0009507;GO:0009735;GO:0009416;GO:0000427;GO:0005634	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 7 (pTAC7) (PEP-associated protein 12) (Protein PIGMENT DEFECTIVE 225)
Aa_G460130.h1.t1	453	AT2G28840.1	AT2G28840.1	orthologue	GO:0016567;GO:0009408;GO:0005634;GO:0005515;GO:0009507;GO:0008270;GO:0016740;GO:0016020	Putative E3 ubiquitin-protein ligase XBAT31 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT31) (Protein XB3 homolog 1) (RING-type E3 ubiquitin transferase XB31);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Aa_G460140.h1.t1	99	AT2G28870.1	AT2G28870.1	orthologue	GO:0005634;GO:0003674;GO:0004860	Cyclin-dependent protein kinase inhibitor SMR10 (Protein SIAMESE-RELATED 10)
Aa_G46020.h1.t1	321	AT5G24310.1	AT5G24310.1	orthologue	GO:0010090;GO:0048364;GO:0005737;GO:0003674;GO:0015630	ABL interactor-like protein 3;Protein ABIL3 (Abl interactor-like protein 3) (AtABIL3)
Aa_G460250.h1.t1	203	AT5G37760.1	AT5G37760.1	orthologue	GO:0008150;GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
Aa_G460260.h1.t1	428	AT5G37760.1	AT5G37760.1	other	GO:0008150;GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
Aa_G460270.h1.t1	339	AT5G37760.1	AT5G37760.1	orthologue	GO:0008150;GO:0005737;GO:0003674	Chaperone DnaJ-domain superfamily protein
Aa_G460280.h1.t1	403	AT4G19600.1	AT4G19600.1	orthologue	GO:0005634;GO:0032786;GO:0045944;GO:0016538;GO:0048366;GO:0006357;GO:0010090;GO:0061575;GO:0009615;GO:0008024;GO:0051301	Cyclin-T1-4 (CycT1;4) (Protein AtCycT-like2)
Aa_G460290.h1.t1	210	AT4G19550.2	AT4G19550.2	orthologue	GO:0003674;GO:0005634	Zinc ion binding / transcription regulator
Aa_G46030.h1.t1	651	AT5G24300.1	AT5G24300.1	orthologue	GO:0009570;GO:0019252;GO:0009536;GO:0010021;GO:0004373;GO:0009507;GO:0009011;GO:0033840;GO:0009501;GO:0009960;GO:0016757;GO:0003676;GO:0008168;GO:0032259	Starch synthase 1, chloroplastic/amyloplastic (AtSS1) (SSS) (EC 2.4.1.21) (Soluble starch synthase I)
Aa_G460300.h1.t1	309	AT4G19540.1	AT4G19540.1	orthologue	GO:0140663;GO:0051539;GO:0032543;GO:0005759;GO:0016226;GO:0009507;GO:0032981;GO:0005739;GO:0005524;GO:0046872;GO:0051536	Iron-sulfur protein required for NADH dehydrogenase, mitochondrial (IND1 homolog) (IND1-like protein) (Nucleotide-binding protein-like)
Aa_G460310.h1.t1	85					
Aa_G46040.h1.t1	537	AT5G24290.1	AT5G24290.1	orthologue	GO:0005576;GO:0010168;GO:0006880;GO:0005384;GO:0005381;GO:0016020;GO:0005515;GO:0030026;GO:0005789	Membrane protein of ER body 2
Aa_G460420.h1.t1	340				GO:0004649;GO:0006282;GO:0005634;GO:0005737;GO:0005975;GO:0009225;GO:1990966	
Aa_G460430.h1.t1	365	AT2G31862.1, AT2G31720.1, AT2G18810.1	AT2G31720.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0005634;GO:0005515;GO:0003677	B3 domain-containing protein At2g31720 (Protein AUXIN RESPONSE FACTOR 70);B3 domain-containing protein At2g31862;Putative B3 domain-containing protein At2g18810
Aa_G460440.h1.t1	105	AT2G31710.1	AT2G31710.1	orthologue	GO:0009507;GO:0005789;GO:0070072;GO:0003674;GO:0012507;GO:0033116	Vacuolar ATPase assembly integral membrane protein VMA21 homolog
Aa_G460450.h1.t1	220	AT2G31680.1	AT2G31680.1	orthologue	GO:0012505;GO:0005634;GO:0006886;GO:0003924;GO:0005777;GO:0005525;GO:0005886;GO:0015031	Ras-related protein RABA5d (AtRABA5d)
Aa_G460460.h1.t1	145	AT4G24210.1	AT4G24210.1	orthologue	GO:0031146;GO:0005515;GO:0010162;GO:0009739;GO:0009938;GO:0005634;GO:0009937;GO:0009845;GO:0009939;GO:0009740;GO:0016567;GO:0019005;GO:0005737	F-box protein GID2 (Protein SLEEPY 1)
Aa_G460470.h1.t1	323	AT4G24820.1	AT4G24820.1	other	GO:0005829;GO:0006511;GO:0009507;GO:0000502;GO:0003674;GO:0005634;GO:0043161;GO:0030163	26S proteasome non-ATPase regulatory subunit 6 homolog (26S proteasome regulatory subunit RPN7) (AtRPN7) (26S proteasome regulatory subunit S10 homolog)
Aa_G460480.h1.t1	273	AT1G09650.1, AT1G11270.1, AT1G12490.1, AT2G34280.1, AT4G01640.1, AT5G10340.1, AT5G16285.1	AT1G09650.1	other	GO:0003674;GO:0005634;GO:0010286;GO:0008150;GO:0005575;GO:0009789;GO:0005515;GO:0050821;GO:0031146;GO:0004842;GO:0005739	F-box and associated interaction domains-containing protein;F-box associated ubiquitination effector family protein;F-box protein At1g11270;F-box protein At2g34280;F-box protein At5g10340;F-box/LRR-repeat/kelch-repeat protein At1g09650;Putative F-box protein At5g16285
Aa_G460490.h1.t1	1039	AT2G31660.1	AT2G31660.1	orthologue	GO:0005737;GO:0005515;GO:0006606;GO:0005635;GO:0005829;GO:0005634;GO:0031267;GO:0070922;GO:0006886	Importin beta-like SAD2 (Protein ENHANCED MIRNA ACTIVITY 1) (Protein SUPER SENSITIVE TO ABA AND DROUGHT 2) (Protein UNARMED 9)
Aa_G46050.h1.t1	1584	AT5G24280.1	AT5G24280.1	orthologue	GO:0000724;GO:0005634;GO:0003674	Gamma-irradiation and mitomycin c induced 1;Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1)
Aa_G460500.h1.t1	642	AT1G09770.1	AT1G09770.1	orthologue	GO:0005576;GO:0003700;GO:0000974;GO:0000398;GO:0005515;GO:0006355;GO:0005634;GO:0042742;GO:0050832;GO:0005681;GO:0003677;GO:0006281;GO:0045087	Cell division cycle 5-like protein (Cdc5-like protein) (Atypical R2R3-MYB transcription factor CDC5) (MOS4-associated complex protein 1) (MAC protein 1) (Protein MYB DOMAIN CELL DIVISION CYCLE 5) (AtMYBCD5)
Aa_G46060.h1.t1	1552	AT5G24280.1	AT5G24280.1	orthologue	GO:0000724;GO:0005634;GO:0003674	Gamma-irradiation and mitomycin c induced 1;Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1)
Aa_G460610.h1.t1	196	AT4G23160.2	AT4G23160.2	other	GO:0042742;GO:0004674;GO:0004672;GO:0009626;GO:0016301;GO:0005886;GO:0007165;GO:0005524;GO:0106310;GO:0016020	Cysteine-rich RECEPTOR-like kinase;Cysteine-rich receptor-like protein kinase 8 (Cysteine-rich RLK8) (EC 2.7.11.-)
Aa_G460620.h1.t1	251					
Aa_G46070.h1.t1	973	AT5G24280.1	AT5G24280.1	orthologue	GO:0000724;GO:0005634;GO:0003674	Gamma-irradiation and mitomycin c induced 1;Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1)
Aa_G460730.h1.t1	275					
Aa_G460750.h1.t1	126	AT4G17380.1	AT4G17380.1	other	GO:0010777;GO:0007131;GO:0005634;GO:0000794;GO:0007129;GO:0009506;GO:0043073;GO:0045143;GO:0006298;GO:0030983;GO:0140664;GO:0003690;GO:0005524;GO:0051321	DNA mismatch repair protein MSH4 (AtMSH4) (MutS protein homolog 4);MUTS-like protein 4
Aa_G46080.h1.t1	215	AT5G24270.1	AT5G24270.1	orthologue	GO:0005515;GO:0006499;GO:0042539;GO:0004723;GO:0005886;GO:0005955;GO:0071472;GO:0005513;GO:0005509;GO:0030007;GO:0019722;GO:0019900;GO:0005737;GO:0005634;GO:0016020	Calcineurin B-like protein;Calcineurin B-like protein 4 (Protein SALT OVERLY SENSITIVE 3)
Aa_G460860.h1.t1	152	AT3G23200.1	AT3G23200.1	other	GO:0005886;GO:0003674;GO:0008150;GO:0005739;GO:0016020	CASP-like protein;CASP-like protein 5B3 (AtCASPL5B3)
Aa_G460870.h1.t1	326	AT3G23210.1	AT3G23210.1	orthologue	GO:0071333;GO:0000976;GO:0006355;GO:0010030;GO:0003700;GO:0043565;GO:0006879;GO:0005634;GO:0046983;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH34 (Basic helix-loop-helix protein 34) (AtbHLH34) (bHLH 34) (Transcription factor EN 135) (bHLH transcription factor bHLH034)
Aa_G460880.h1.t1	33					
Aa_G460890.h1.t1	53					
Aa_G46090.h1.t1	745	AT5G24260.1	AT5G24260.1	orthologue	GO:0006508;GO:0005634;GO:0008239;GO:0008236;GO:0016020	Dipeptidyl peptidase IV-like protein (Prolyl oligopeptidase family protein) (Putative dipeptidyl peptidase IV);Prolyl oligopeptidase family protein
Aa_G460910.h1.t1	383					
Aa_G4610.h1.t1	133	AT3G04920.1	AT3G04920.1	orthologue	GO:0003729;GO:0005737;GO:0005730;GO:0022626;GO:0003735;GO:0006412;GO:0022627;GO:0000325;GO:0005829;GO:0009507;GO:0005840;GO:0016020;GO:1990904	40S ribosomal protein S24;Small ribosomal subunit protein eS24z (40S ribosomal protein S24-1)
Aa_G46100.h1.t1	577	AT5G24240.1	AT5G24240.1	orthologue	GO:0005634;GO:0009507;GO:0004430;GO:0016301;GO:0009909;GO:0035091;GO:0009737;GO:0005777;GO:1902074;GO:0005524;GO:0005515	Phosphatidylinositol 4-kinase gamma 3 (AtPI4Kgamma3) (PI-4Kgamma3) (PI4K gamma 3) (EC 2.7.1.67)
Aa_G461020.h1.t1	877	AT5G39770.1	AT5G39770.1	orthologue	GO:0000727;GO:0031573;GO:0000712;GO:0048476;GO:0048257;GO:0005634;GO:0008821;GO:0003677;GO:0006308;GO:0016020;GO:0046872;GO:0051301;GO:0006302	Crossover junction endonuclease MUS81 (EC 3.1.22.-)
Aa_G461030.h1.t1	326	AT4G30170.1	AT4G30170.1	orthologue	GO:0140825;GO:0006979;GO:0020037;GO:0005576;GO:0042744;GO:0046872;GO:0004601	Peroxidase 45 (Atperox P45) (EC 1.11.1.7) (ATP8a)
Aa_G461040.h1.t1	614	ATMG00860.1	ATMG00860.1	other	GO:0003674;GO:0005739;GO:0008150	Uncharacterized mitochondrial protein AtMg00860 (ORF158)
Aa_G46110.h1.t1	367	AT5G24230.1	AT5G24230.1	orthologue	GO:0006629;GO:0005634;GO:0003674	At5g24230 (Lipase class 3-related protein)
Aa_G461150.h1.t1	965	AT3G57410.1	AT3G57410.1	orthologue	GO:0005737;GO:0051015;GO:0051017;GO:0005884;GO:0051014;GO:0005829;GO:0003729;GO:0051693;GO:0005856;GO:0007015;GO:0003779;GO:0007010	Villin 3;Villin-3
Aa_G461160.h1.t1	467	AT3G57400.1, AT5G52500.1	AT3G57400.1	orthologue	GO:0005634;GO:0003674;GO:0005739;GO:0016020	Emb|CAB68146.1 (Transmembrane protein);Transmembrane protein
Aa_G461170.h1.t1	46					
Aa_G461180.h1.t1	256	AT3G57390.1	AT3G57390.1	orthologue	GO:0005634;GO:0045944;GO:0048577;GO:0006357;GO:0003700;GO:0009910;GO:0005515;GO:0000977;GO:0000981;GO:0000976;GO:0000978;GO:0046983;GO:0009555;GO:0009908;GO:0006355;GO:0003677	AGAMOUS-like 18;Agamous-like MADS-box protein AGL18
Aa_G461190.h1.t1	352	AT3G57380.1	AT3G57380.1	orthologue	GO:0016757;GO:0005576;GO:0000139;GO:0016763	Glycosyltransferase;Glycosyltransferase family 61 protein
Aa_G46120.h1.t1	552	AT1G49990.1	AT1G49990.1	orthologue	GO:0031146;GO:0004842;GO:0005575;;GO:0005515	F-box protein At1g49990
Aa_G461200.h1.t1	326				GO:0006352;GO:0070897;GO:0017025;GO:0005634;GO:0097550	
Aa_G461210.h1.t1	53					
Aa_G461220.h1.t1	307	AT3G10330.1	AT3G10330.1	other	GO:0005634;GO:0006352;GO:0070897;GO:0017025;GO:0016251;GO:0097550;GO:0005737;GO:0008270	Transcription initiation factor IIB-2 (General transcription factor TFIIB-2) (AtTFIIB2)
Aa_G461230.h1.t1	256	AT3G57360.1, AT3G02370.2	AT3G57360.1	orthologue	GO:0000379;GO:0003674;GO:0005634;GO:0000214;GO:0004519;GO:0008033	At3g57360 (tRNA-splicing endonuclease subunit);tRNA-splicing endonuclease subunit
Aa_G461240.h1.t1	860	AT3G57350.1	AT3G57350.1	orthologue	GO:0005634;GO:0016973;GO:0006606;GO:0017056;GO:0005515;GO:0005643;GO:0005635;GO:0015031;GO:0051028	Nuclear pore complex protein NUP93B (Nucleoporin 93B)
Aa_G461250.h1.t1	364	AT3G57340.1	AT3G57340.1	orthologue	GO:0051085;GO:0005789;GO:0005634;GO:0071218;GO:0030544	AT3G57340 protein (DnaJ heat shock amino-terminal domain protein (DUF1977)) (DnaJ-like protein)
Aa_G46130.h1.t1	84					
Aa_G461360.h1.t1	925	AT4G16150.1	AT4G16150.1	orthologue	GO:0003712;GO:0005634;GO:0006357;GO:0003700;GO:0070417;GO:0009409;GO:0043565;GO:0006355;GO:0003690;GO:0005516;GO:0005515;GO:0003677	Calmodulin-binding transcription activator 5 (AtCAMTA5) (Ethylene-induced calmodulin-binding protein f) (EICBP.f) (Signal-responsive protein 6) (AtSR6)
Aa_G461370.h1.t1	563	AT4G16155.1	AT4G16155.1	orthologue	GO:0009941;GO:0004148;GO:0006103;GO:0009570;GO:0050660;GO:0005739;GO:0005829;GO:0046685;GO:0009507;GO:0006090;GO:0045252;GO:0016491;GO:0016668	Dihydrolipoyl dehydrogenase 2, chloroplastic (ptLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Protein LIPOAMIDE DEHYDROGENASE 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2)
Aa_G461380.h1.t1	178	AT4G16160.2	AT4G16160.2	orthologue	GO:0009707;GO:0008150;GO:0009527;GO:0015171;GO:0042803;GO:0006811;GO:0015288;GO:0046930;GO:0022857	Outer envelope pore protein 16-2, chloroplastic (Chloroplastic outer envelope pore protein of 16 kDa 2) (AtOEP16-2) (OEP16-2) (Outer plastid envelope protein 16-S) (AtOEP16-S) (Seeds outer plastid envelope protein 16)
Aa_G461390.h1.t1	84					
Aa_G46140.h1.t1	497					
Aa_G461400.h1.t1	207				GO:0006355	
Aa_G461410.h1.t1	814	AT4G16180.2	AT4G16180.2	orthologue	GO:0005783;GO:0003674;GO:0008150;GO:0005829;GO:0016020	Transmembrane protein
Aa_G46150.h1.t1	271				GO:0003700;GO:0005634;GO:0006355	
Aa_G461520.h1.t1	449	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	AT5G60390.1	orthologue	GO:0005737;GO:0006414;GO:0006412;GO:0003924;GO:0005773;GO:0005739;GO:0003729;GO:0009506;GO:0003746;GO:0000325;GO:0005730;GO:0005829;GO:0005886;GO:0009507;GO:0048471;GO:0005634;GO:0005515;GO:0005525	Elongation factor 1-alpha 1 (EF-1-alpha 1) (eEF-1A1);Elongation factor 1-alpha 2 (EF-1-alpha 2) (eEF-1A2);Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3);Elongation factor 1-alpha 4 (EF-1-alpha 4) (eEF-1A4);GTP binding Elongation factor Tu family protein
Aa_G461520.h2.t1	449	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	AT5G60390.1	orthologue	GO:0005737;GO:0006414;GO:0006412;GO:0003924;GO:0005773;GO:0005739;GO:0003729;GO:0009506;GO:0003746;GO:0000325;GO:0005730;GO:0005829;GO:0005886;GO:0009507;GO:0048471;GO:0005634;GO:0005515;GO:0005525	Elongation factor 1-alpha 1 (EF-1-alpha 1) (eEF-1A1);Elongation factor 1-alpha 2 (EF-1-alpha 2) (eEF-1A2);Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3);Elongation factor 1-alpha 4 (EF-1-alpha 4) (eEF-1A4);GTP binding Elongation factor Tu family protein
Aa_G461520.h3.t1	449	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	AT5G60390.1	orthologue	GO:0005737;GO:0006414;GO:0006412;GO:0003924;GO:0005773;GO:0005739;GO:0003729;GO:0009506;GO:0003746;GO:0000325;GO:0005730;GO:0005829;GO:0005886;GO:0009507;GO:0048471;GO:0005634;GO:0005515;GO:0005525	Elongation factor 1-alpha 1 (EF-1-alpha 1) (eEF-1A1);Elongation factor 1-alpha 2 (EF-1-alpha 2) (eEF-1A2);Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3);Elongation factor 1-alpha 4 (EF-1-alpha 4) (eEF-1A4);GTP binding Elongation factor Tu family protein
Aa_G461520.h4.t1	449	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	AT5G60390.1	orthologue	GO:0005737;GO:0006414;GO:0006412;GO:0003924;GO:0005773;GO:0005739;GO:0003729;GO:0009506;GO:0003746;GO:0000325;GO:0005730;GO:0005829;GO:0005886;GO:0009507;GO:0048471;GO:0005634;GO:0005515;GO:0005525	Elongation factor 1-alpha 1 (EF-1-alpha 1) (eEF-1A1);Elongation factor 1-alpha 2 (EF-1-alpha 2) (eEF-1A2);Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3);Elongation factor 1-alpha 4 (EF-1-alpha 4) (eEF-1A4);GTP binding Elongation factor Tu family protein
Aa_G461530.h1.t1	346	AT2G19060.1, AT2G19050.1	AT2G19050.1	orthologue	GO:0016788;GO:0005575;GO:0009507;GO:0008150;GO:0005576;GO:0016042	GDSL esterase/lipase At2g19050 (EC 3.1.1.-) (Extracellular lipase At2g19050);GDSL esterase/lipase At2g19060 (EC 3.1.1.-) (Extracellular lipase At2g19060);GDSL-like Lipase/Acylhydrolase superfamily protein
Aa_G461540.h1.t1	161	AT2G17380.1	AT2G17380.1	orthologue	GO:0035615;GO:0016192;GO:0005794;GO:0006886;GO:0043231;GO:0030121;GO:0015031;GO:0030117	AP-1 complex subunit sigma-1 (Adaptor AP-1 19 kDa protein) (Adaptor protein complex AP-1 sigma-1 subunit) (Adaptor-related protein complex 1 sigma-1 subunit) (Clathrin assembly protein complex 1 sigma-1 small chain) (Clathrin assembly small subunit protein AP19-1) (AtAP19-1) (Sigma 1 subunit of AP-1 clathrin) (Sigma-adaptin 1) (Sigma1-adaptin)
Aa_G461550.h1.t1	97	AT5G16950.1	AT5G16950.1	orthologue	GO:0003674;GO:0005575;GO:0016020	AT5g16950/F2K13_100 (Krueppel-like factor)
Aa_G461560.h1.t1	541	AT2G17370.1	AT2G17370.1	orthologue	GO:0016126;GO:0008299;GO:0016104;GO:0004420;GO:0043231;GO:0015936;GO:0005778;GO:0005789;GO:0005634;GO:0005515;GO:0016616	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (AtHMGR2) (HMG-CoA reductase 2) (EC 1.1.1.34)
Aa_G461570.h1.t1	90	AT3G17240.1	AT3G17240.1	other	GO:0005739;GO:0006090;GO:0005524;GO:0050660;GO:0008270;GO:0050897;GO:0045252;GO:0006103;GO:0004148;GO:0045271;GO:0005829;GO:0005507;GO:0005759	Dihydrolipoyl dehydrogenase 2, mitochondrial (AtmLPD2) (mtLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Glycine cleavage system L protein 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2)
Aa_G461580.h1.t1	54	AT5G51130.1	AT5G51130.1	other	GO:0005737;GO:0008171;GO:0040031;GO:0017069;GO:0008173;GO:0008168;GO:0032259	Probable RNA methyltransferase At5g51130 (EC 2.1.1.-);RNA methyltransferase (EC 2.1.1.-)
Aa_G461580.h2.t1	54	AT5G51130.1	AT5G51130.1	other	GO:0005737;GO:0008171;GO:0040031;GO:0017069;GO:0008173;GO:0008168;GO:0032259	Probable RNA methyltransferase At5g51130 (EC 2.1.1.-);RNA methyltransferase (EC 2.1.1.-)
Aa_G46160.h1.t1	166	AT5G24170.1	AT5G24170.1	orthologue	GO:0016192;GO:0005575;GO:0003674;GO:0005737;GO:0012505;GO:0015031;GO:0016020	Vesicle transport protein
Aa_G461690.h1.t1	582	AT5G35810.1, AT3G54065.1	AT5G35810.1	orthologue	GO:0016020;GO:0003674;GO:0008150;GO:0005739;GO:0005515	Ankyrin repeat family protein (Emb|CAB70981.1);LOW protein: ankyrin repeat protein
Aa_G46170.h1.t1	76	AT5G24165.1	AT5G24165.1	orthologue	GO:0009536;GO:0009507;GO:0003674	At5g24165
Aa_G461700.h1.t1	259	AT5G35830.1, AT3G54070.1	AT3G54070.1	orthologue	GO:0003674;GO:0005737;GO:0008150;GO:0005634;;GO:0005515	Ankyrin repeat family protein;LOW protein: ankyrin repeat protein
Aa_G461710.h1.t1	190					
Aa_G461720.h1.t1	53					
Aa_G46180.h1.t1	493	AT5G24160.1, AT5G24150.1	AT5G24160.1	other	GO:0016126;GO:0004506;GO:0050660;GO:0005783;GO:0005739;GO:0005576;GO:0009725;GO:0016020	Squalene epoxidase 5 (AtSQE5) (EC 1.14.14.17) (Squalene monooxygenase 1,1) (SE 1,1);Squalene epoxidase 6 (AtSQE6) (EC 1.14.14.17) (Squalene monooxygenase 1,2) (SE 1,2);Squalene monooxygenase (EC 1.14.14.17)
Aa_G461830.h1.t1	332	AT2G39630.1	AT2G39630.1	orthologue	GO:0005789;GO:0005783;GO:0006487;GO:0005576;GO:0004581;GO:0016020;GO:0016740	Nucleotide-diphospho-sugar transferases superfamily protein;dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117)
Aa_G461840.h1.t1	753	AT2G39620.1	AT2G39620.1	orthologue	GO:0005575;GO:0005739;GO:0003723;GO:0009451;GO:0005515;GO:0003735;GO:0005840;GO:0006412	Pentatricopeptide repeat-containing protein At2g39620
Aa_G461850.h1.t1	1619	AT2G39580.2	AT2G39580.2	orthologue	GO:0005634;GO:0000178;GO:0003674	Zinc finger C3H1 domain protein
Aa_G461860.h1.t1	124	AT2G34570.1	AT2G34570.1	other	GO:0032040;GO:0009793;GO:0005634;GO:0005730;GO:0070181;GO:0006364	PIN domain-like family protein
Aa_G461870.h1.t1	410	AT2G39570.1	AT2G39570.1	orthologue	GO:0005634;GO:0003674	ACT domain-containing protein ACR9 (Protein ACT DOMAIN REPEATS 9)
Aa_G461880.h1.t1	239	AT2G39560.1	AT2G39560.1	orthologue	GO:0005575;GO:0003674;GO:0016020	At2g39560/F12L6.22 (Membrane lipoprotein)
Aa_G461890.h1.t1	388	AT2G39550.1	AT2G39550.1	orthologue	GO:0009737;GO:0018344;GO:0004662;GO:0005953;GO:0009414;GO:0005634;GO:0009788;GO:0009733;GO:0046872;GO:0008318;GO:0018342;GO:0003824;GO:0004661	Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (AtGGT-IB) (GGTase-I-beta)
