Arabidopsis_lyrata_NCBI	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_020868240.1	443					
XP_020868241.1	717	AT1G28630.4	AT1G28630.4	orthologue	GO:0005634;GO:0008150;GO:0003674	Expressed protein (Transcriptional regulator EFH1-like protein);Transcriptional regulator EFH1-like protein
XP_020868242.1	394	AT1G28600.1	AT1G28600.1	orthologue	GO:0016788;GO:0009505;GO:0005576;GO:0009507;GO:0016042	GDSL esterase/lipase At1g28600 (EC 3.1.1.-) (Extracellular lipase At1g28600)
XP_020868243.1	390	AT1G28640.1	AT1G28640.1	orthologue	GO:0005576;GO:0003674;GO:0016042;GO:0016788	GDSL esterase/lipase At1g28640 (EC 3.1.1.-) (Extracellular lipase At1g28640)
XP_020868244.1	418	AT1G28650.1	AT1G28650.1	orthologue	GO:0005576;GO:0008150;GO:0016788;GO:0016042	GDSL esterase/lipase At1g28650 (EC 3.1.1.-) (Extracellular lipase At1g28650)
XP_020868245.1	334	AT1G02860.1	AT1G02860.1	orthologue	GO:0005739;GO:0080021;GO:0009626;GO:0009697;GO:0004842;GO:0010167;GO:0005515;GO:0009751;GO:0005634;GO:0010337;GO:0042742;GO:0009627;GO:0016567;GO:0005737;GO:0005886;GO:0008270;GO:0016607;GO:0061630;GO:0046872	E3 ubiquitin-protein ligase NLA (EC 2.3.2.27) (Protein BENZOIC ACID HYPERSENSITIVE 1) (Protein NITROGEN LIMITATION ADAPTATION) (RING-type E3 ubiquitin transferase BAH1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_020868246.1	223	AT4G02450.1	AT4G02450.1	other	GO:0080037;GO:0009408;GO:0005515;GO:0051085;GO:0006457;GO:0005829;GO:0010628;GO:0005634;GO:0051131;GO:0010449;GO:0051879;GO:0051087;GO:0009506;GO:0101031;GO:2000012;GO:0005737;GO:0005886	Co-chaperone protein p23;Co-chaperone protein p23-1 (Atp23-1) (p23 co-chaperone)
XP_020868247.1	193	AT1G02870.1	AT1G02870.1	orthologue	GO:0005730;GO:0042273;GO:0003674;GO:0005634	Nucleolar protein 16
XP_020868248.1	383	AT5G47210.1	AT5G47210.1	orthologue	GO:0005886;GO:0003729;GO:0005634;GO:0008150;GO:0009536;GO:0005737;GO:0006417;GO:0048471;GO:0003723	RGG repeats nuclear RNA binding protein C
XP_020868249.1	438	AT1G14000.1	AT1G14000.1	orthologue	GO:0009742;GO:1902074;GO:0004674;GO:0071333;GO:0004709;GO:0010828;GO:0004712;GO:0009733;GO:0005576;GO:0009734;GO:0005515;GO:0010305;GO:0000325;GO:0007165;GO:0005634;GO:0005524;GO:0004672;GO:0006468	Serine/threonine-protein kinase VIK (EC 2.7.11.1) (VH1-interacting kinase)
XP_020868250.1	617	AT1G50620.1	AT1G50620.1	orthologue	GO:0003674;GO:0005634;GO:0008270	RING/FYVE/PHD zinc finger superfamily protein
XP_020868255.1	841	AT1G29370.1, AT1G29350.1	AT1G29370.1	orthologue	GO:0005634;GO:0003729;GO:0005515	RNA polymerase II degradation factor-like protein (DUF1296)
XP_020868257.1	222	AT5G47190.1	AT5G47190.1	orthologue	GO:0003735;GO:0009570;GO:0009536;GO:0009941;GO:0003729;GO:0009507;GO:0006412;GO:0005840;GO:0019843;GO:1990904	Large ribosomal subunit protein bL19cy (50S ribosomal protein L19-2, chloroplastic)
XP_020868260.1	814	AT1G29400.1	AT1G29400.1	orthologue	GO:0045836;GO:0003729;GO:0003723;GO:0045927;GO:0005575;GO:0051321;GO:0003676	Protein MEI2-like 5 (AML5) (MEI2-like protein 5)
XP_020868263.1	226	AT1G29390.1	AT1G29390.1	orthologue	GO:0009535;GO:0009631;GO:0005739;GO:0009941;GO:0009706;GO:0070417;GO:0003674;GO:0016020	Cold-regulated 413 inner membrane protein 2, chloroplastic (AtCOR413-IM2) (Cold-regulated 413 thylakoid membrane 2) (AtCOR413-TM2)
XP_020868264.1	222	AT1G29395.1	AT1G29395.1	orthologue	GO:0009535;GO:0009507;GO:0070417;GO:0009631;GO:0042631;GO:0009737;GO:0009706;GO:0009941;GO:0003674;GO:0016020	Cold-regulated 413 inner membrane protein 1, chloroplastic (AtCOR413-IM1) (Cold-regulated 413 thylakoid membrane 1) (AtCOR413-TM1)
XP_020868265.1	475	AT1G29310.1	AT1G29310.1	orthologue	GO:0000137;GO:0005794;GO:0005886;GO:0031204;GO:0005048;GO:0005634;GO:0005784;GO:0003729;GO:0006616;GO:0005739;GO:0008320;GO:0043022;GO:0009535;GO:0015031;GO:0016020	SecY protein transport family protein
XP_020868268.1	220	AT5G47180.1	AT5G47180.1	orthologue	GO:0005886;GO:0009536;GO:0003674;GO:0005789;GO:0005783;GO:0043495;GO:0061817;GO:0090158	Vesicle-associated protein 2-1 (Plant VAP homolog 21) (AtPVA21) (VAMP-associated protein 2-1) [Cleaved into: Vesicle-associated protein 2-1, N-terminally processed]
XP_020868269.1	1700	AT5G40480.1	AT5G40480.1	orthologue	GO:0005635;GO:0005783;GO:0009793;GO:0005634;GO:0005515;GO:0005643;GO:0015031;GO:0031965;GO:0051028	Nuclear pore complex protein GP210 (Nuclear pore membrane glycoprotein 210) (Nucleoporin GP210) (Protein EMBRYO DEFECTIVE 3012)
XP_020868270.1	1074	AT1G63880.1, AT1G63870.1, AT1G66090.1, AT1G63860.1, AT1G63750.3, AT5G58120.1, AT1G63740.2, AT1G63730.1, AT4G14370.2, AT5G38850.1, AT1G56510.1, AT1G56520.2, AT1G56540.1, AT1G64070.1, AT2G16870.1, AT5G35510.2	AT2G16870.1	other	GO:0005575;GO:0007165;GO:0006952;GO:0016887;GO:0043531;GO:0071456;GO:0005739;GO:0003674;GO:0008150;GO:0009507;GO:0005737;GO:0005634;GO:0035091;GO:0005794;GO:0050832;GO:0061809;GO:0009620;GO:0002229;GO:0034644;GO:0005524;GO:0016020;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6);Disease resistance protein (TIR-NBS class) (Disease resistance protein, putative) (Putative disease resistance protein);Disease resistance protein (TIR-NBS-LRR class) (Disease resistance protein-like);Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein, putative);Disease resistance protein ADR2 (EC 3.2.2.6) (Protein ACTIVATED DISEASE RESISTANCE 2) (Protein WHITE RUST RESISTANCE 4);Disease resistance protein RML1A (EC 3.2.2.6) (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1A);Disease resistance protein RML1B (EC 3.2.2.6) (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1B);TIR-NBS-LRR class disease resistance protein
XP_020868274.1	892	AT1G55050.1	AT1G55050.1	orthologue	GO:0005515;GO:0000118;GO:0003714;GO:0008150;GO:0005634	ELM2 domain-containing protein
XP_020868276.1	845	AT1G55040.1	AT1G55040.1	orthologue	GO:0009793;GO:0003729;GO:0005739;GO:0005634;GO:0005737;GO:0008270	Zinc finger (Ran-binding) family protein
XP_020868277.1	788	AT2G11010.1, AT1G36100.1, AT5G32590.1, AT3G33393.1, AT5G35604.1, AT3G43148.1, AT4G06688.1, AT5G33806.1, AT3G30230.1	AT5G32590.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005739;GO:0005575	F5J5.12 (Myosin heavy chain-like protein);Myosin heavy chain-like protein;Uncharacterized protein;Uncharacterized protein At2g11010
XP_020868278.1	753	AT1G56230.1	AT1G56230.1	orthologue	GO:0003674;GO:0005886;GO:0005634	Enolase (DUF1399)
XP_020868283.1	202	AT5G47200.1	AT5G47200.1	orthologue	GO:0005794;GO:0005886;GO:0009860;GO:0005525;GO:0016192;GO:0003924;GO:0005515;GO:0009536;GO:0000139;GO:0015031	Ras-related protein RABD2b (AtRABD2b) (Ras-related protein Rab1A) (AtRab1A)
XP_020868284.1	575	AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1	AT1G58400.2	other	GO:0005634;GO:0098542;GO:0043531;GO:0005575;GO:0002229;GO:0009507;GO:0005524;GO:0006952;GO:0051707	Disease resistance protein (CC-NBS-LRR class) family;NB-ARC domain-containing disease resistance protein;Probable disease resistance protein At1g58390;Probable disease resistance protein At1g59620 (CW9);Probable disease resistance protein RDL5;Probable disease resistance protein RDL6;Probable disease resistance protein RF45;Probable disease resistance protein RF9;Probable disease resistance protein RXW24L;Protein RECOGNITION OF PERONOSPORA PARASITICA 7;Putative disease resistance protein At1g58400;Putative disease resistance protein At1g59780
XP_020868285.1	502	AT1G56460.3	AT1G56460.3	orthologue	GO:0003674;GO:0031011;GO:0009507;GO:0006338	HIT zinc finger and PAPA-1-like domain-containing protein
XP_020868287.1	472	AT1G56440.1	AT1G56440.1	orthologue	GO:0005737;GO:0003674;GO:0005634;GO:0005515	At1g56440 (Tetratricopeptide repeat (TPR)-like superfamily protein);Tetratricopeptide repeat (TPR)-like superfamily protein
XP_020868290.1	466	AT1G56360.1	AT1G56360.1	orthologue	GO:0005576;GO:0003993;GO:0016311;GO:0046872;GO:0016787	Purple acid phosphatase 6 (EC 3.1.3.2)
XP_020868291.1	370	AT1G56210.1	AT1G56210.1	orthologue	GO:0003674;GO:0005634;GO:0046872	Heavy metal-associated isoprenylated plant protein 35 (AtHIP35)
XP_020868292.1	321	AT1G56345.1	AT1G56345.1	orthologue	GO:0000455;GO:0009507;GO:0001522;GO:0009982;GO:0003723;GO:0009451	Pseudouridine synthase family protein;RNA pseudouridine synthase 1 (EC 5.4.99.-) (RNA pseudouridylate synthase 1) (RNA-uridine isomerase 1)
XP_020868293.1	297	AT1G42700.1	AT1G42700.1	other	GO:0003674;GO:0005634;GO:0008150	Uncharacterized protein F8D11.10
XP_020868300.1	296	AT1G56423.1	AT1G56423.1	orthologue	GO:0005783;GO:0009507;GO:0003674;GO:0005634	Uncharacterized protein
XP_020868301.1	246	AT1G56450.1	AT1G56450.1	orthologue	GO:0043161;GO:0006511;GO:0019774;GO:0005634;GO:0051603;GO:0005839;GO:0022626;GO:0005829;GO:0005737;GO:0005515;GO:0000502	Proteasome subunit beta type-4 (20S proteasome beta subunit G-1) (Proteasome component H) (Proteasome subunit beta type-7)
XP_020868302.1	213	AT5G35695.1	AT5G35695.1	other	GO:0008150;GO:0003674;GO:0016020;GO:0005634;GO:0004518;GO:0016787;GO:0046872	Nuclease HARBI1-like protein
XP_020868303.1	200	AT2G46450.1	AT2G46450.1	other	GO:0009620;GO:0006952;GO:0005739;GO:0005216;GO:0005261;GO:0005634;GO:0009617;GO:0005886;GO:0005516;GO:0016020;GO:0030552;GO:0030553	Cyclic nucleotide-gated channel 12;Probable cyclic nucleotide-gated ion channel 12 (Cyclic nucleotide- and calmodulin-regulated ion channel 12)
XP_020868304.1	193	AT1G56330.1	AT1G56330.1	orthologue	GO:0003400;GO:0006888;GO:0016050;GO:0030127;GO:0005783;GO:0005515;GO:0005525;GO:0003924;GO:0061024;GO:0070971;GO:0006886;GO:0005886;GO:0005829;GO:0005789;GO:0019898;GO:0032580;GO:0046872	Small COPII coat GTPase SAR1B (EC 3.6.5.2) (GTP-binding protein SAR1B)
XP_020868305.1	185	AT1G56420.1	AT1G56420.1	orthologue	GO:0005634;GO:0008150;GO:0003674	Antigenic heat-stable protein
XP_020868306.1	170	AT5G37070.1	AT5G37070.1	orthologue	GO:0005575;GO:0003674	At5g37070 (Gb|AAF07835.1)
XP_020868307.1	156	AT1G56300.1	AT1G56300.1	orthologue	GO:0005737;GO:1900034;GO:0003674;GO:0005634;GO:0010583	At1g56300 (Chaperone DnaJ-domain superfamily protein) (DnaJ protein, putative);Chaperone DnaJ-domain superfamily protein
XP_020868309.1	156	AT1G56415.1	AT1G56415.1	other	GO:0008150;GO:0003674;GO:0005576	Expressed protein
XP_020868311.1	143	AT1G56220.3	AT1G56220.3	orthologue	GO:0005634;GO:0003674	Dormancy-associated protein homolog 3 (DRM1 homolog 3);Dormancy/auxin associated family protein
XP_020868313.1	132	AT5G25030.1, AT5G56060.1, AT5G56075.1	AT5G56060.1	other	GO:0005634;GO:0070475;GO:0070042;GO:0005737;GO:0005524	ATP-binding protein (DUF2431);ATP-binding protein, putative (DUF2431);Methyltransferase small domain protein, putative (DUF2431)
XP_020868314.1	126	AT1G56260.1	AT1G56260.1	orthologue	GO:0005515;GO:1990879;GO:0044183;GO:0000781;GO:0032211;GO:0048367;GO:0003697;GO:0009507;GO:0042162;GO:0009408;GO:0006457;GO:0000723;GO:0010521;GO:0019827	CST complex subunit TEN1 (Protein MERISTEM DISORGANIZATION 1) (Protein telomeric pathways with STN1 homolog)
XP_020868317.1	106					
XP_020868318.1	86	AT1G56418.2	AT1G56418.2	orthologue	GO:0008150;GO:0003674;GO:0005576	Keratin-associated protein
XP_020868319.1	413	AT1G56380.2	AT1G56380.2	orthologue	GO:0006355;GO:0005739;GO:0009507;GO:0003690;GO:0003676;GO:0005737;GO:0006353;GO:0009658;GO:0043231	Mitochondrial transcription termination factor family protein
XP_020868321.1	87	AT1G56233.1	AT1G56233.1	orthologue	GO:0005576;GO:0006952;GO:0003674;GO:0031640;GO:0050832	Defensin-like protein 81
XP_020868322.1	793	AT1G03100.1	AT1G03100.1	orthologue	GO:0008150;GO:0005739;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At1g03100, mitochondrial
XP_020868323.1	739	AT1G03090.2	AT1G03090.2	orthologue	GO:0005739;GO:0022626;GO:0006552;GO:0005576;GO:0050897;GO:0004485;GO:0005524;GO:0005759;GO:0046872	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)
XP_020868325.1	621	AT1G12620.1	AT1G12620.1	orthologue	GO:0005739;GO:0000966;GO:0003674;GO:0009507;GO:0010019;GO:0031930;GO:0005515	Pentatricopeptide repeat-containing protein At1g12620
XP_020868326.1	264	AT5G53420.1	AT5G53420.1	orthologue	GO:0005634;GO:0009909;GO:0003674;GO:0090548;GO:0005515;GO:0003700	CCT motif family protein
XP_020868327.1	621	AT1G12620.1	AT1G12620.1	orthologue	GO:0005739;GO:0000966;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At1g12620
XP_020868328.1	526	AT1G09940.1	AT1G09940.1	orthologue	GO:0006783;GO:0033014;GO:0006782;GO:0006779;GO:0008883;GO:0009536;GO:0006979;GO:0015995;GO:0009507;GO:0050661	Glutamyl-tRNA reductase 2, chloroplastic (GluTR) (EC 1.2.1.70)
XP_020868329.1	393	AT1G08460.1	AT1G08460.1	orthologue	GO:0004407;GO:0005737;GO:0040029;GO:0008270;GO:0005634;GO:0000118;GO:0006325;GO:0141221;GO:0016020;GO:0046872;GO:0016575	Histone deacetylase 8;Histone deacetylase 8 (EC 3.5.1.98)
XP_020868330.1	184	AT1G08465.1	AT1G08465.1	orthologue	GO:0006355;GO:0005634;GO:0000976;GO:0010158;GO:0045165;GO:0003700;GO:0008270;GO:0007275	Putative axial regulator YABBY 2
XP_020868332.1	383	AT1G54790.2	AT1G54790.2	orthologue	GO:0008150;GO:0009507;GO:0016788;GO:0005576;GO:0016042	GDSL esterase/lipase At1g54790 (EC 3.1.1.-) (Extracellular lipase At1g54790);GDSL-like Lipase/Acylhydrolase superfamily protein
XP_020868333.1	1532	AT1G17580.1	AT1G17580.1	orthologue	GO:0000146;GO:0048467;GO:0051646;GO:0051015;GO:0060151;GO:0010154;GO:0090436;GO:0007015;GO:0009826;GO:0051645;GO:0005515;GO:0042802;GO:0009791;GO:0016020;GO:0030048;GO:0003774;GO:0005737;GO:0010090;GO:0015629;GO:0051301;GO:0003779;GO:0005516;GO:0005524;GO:0016459	Myosin-5 (AtMYA1)
XP_020868335.1	413	AT1G17610.1	AT1G17610.1	orthologue	GO:0005515;GO:0009507;GO:0043531;GO:0009409;GO:0061809;GO:0046713;GO:0007165;GO:0005634;GO:0005737;GO:0006952	Disease resistance protein CHS1 (EC 3.2.2.6) (Protein CHILLING SENSITIVE 1)
XP_020868336.1	359	AT1G17590.1	AT1G17590.1	orthologue	GO:0006355;GO:0006357;GO:0005515;GO:0005634;GO:0016602;GO:0000981;GO:0003700;GO:0003677	Nuclear transcription factor Y subunit A-8 (AtNF-YA-8)
XP_020868337.1	250					
XP_020868338.1	182	AT1G17560.1	AT1G17560.1	orthologue	GO:0009507;GO:0003735;GO:0005739;GO:0009741;GO:0048481;GO:0009553;GO:0080060;GO:0005762;GO:0006412;GO:0070180;GO:0005840;GO:0019843;GO:1990904	Large ribosomal subunit protein uL14my (50S ribosomal protein HLL, mitochondrial) (Protein HUELLENLOS);Ribosomal protein L14p/L23e family protein
XP_020868339.1	1031	AT1G17600.1	AT1G17600.1	orthologue	GO:0045088;GO:0005634;GO:0006952;GO:0007165;GO:0043531;GO:0005737;GO:0005515;GO:0016020;GO:0016787;GO:0051707	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)
XP_020868340.1	1266	AT1G42470.1	AT1G42470.1	orthologue	GO:0015918;GO:0005319;GO:0032934;GO:0009506;GO:0090153;GO:0016020;GO:0009555;GO:0008203;GO:0012505;GO:0030301	Patched family protein
XP_020868341.1	98	AT1G54410.1	AT1G54410.1	orthologue	GO:0010730;GO:0005829;GO:0005634;GO:0005515;GO:0003729;GO:0005507;GO:0005737;GO:0008270;GO:0016151;GO:0050897;GO:0046872	Dehydrin HIRD11 (Histidine-rich dehydrin of 11 kDa) (AtHIRD11) (Protein SRC1 homolog)
XP_020868342.1	330	AT5G46730.1	AT5G46730.1	orthologue	GO:0005575;GO:0003674	Glycine-rich protein
XP_020868344.1	198	AT1G04800.1	AT1G04800.1	orthologue	GO:0005575;GO:0003674	At1g04800 (F13M7.21 protein) (Glycine-rich protein)
XP_020868345.1	503	AT1G51980.1	AT1G51980.1	orthologue	GO:0005524;GO:0004222;GO:0045275;GO:0005739;GO:0000325;GO:0046872;GO:0005634;GO:0006508;GO:0005743;GO:0005759	Insulinase (Peptidase family M16) protein;Probable mitochondrial-processing peptidase subunit alpha-1, mitochondrial (Alpha-MPP 1) (Complex III subunit II) (Core protein II) (Cytochrome b-c1 complex subunit 2-1, mitochondrial) (Inactive zinc metalloprotease alpha-1) (Ubiquinol-cytochrome c oxidoreductase core protein 2-1)
XP_020868346.1	472	AT1G01540.2	AT1G01540.2	orthologue	GO:0004674;GO:0005886;GO:0046777;GO:0009507;GO:0005524;GO:0106310;GO:0016020;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase At1g01540 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_020868348.1	372	AT1G01560.2	AT1G01560.2	orthologue	GO:0005634;GO:0005886;GO:0004674;GO:0004707;GO:0005515;GO:0007165;GO:0035556;GO:0005737;GO:0009737;GO:0005829;GO:0005524;GO:0106310;GO:0006468;GO:0004672	Mitogen-activated protein kinase (EC 2.7.11.24);Mitogen-activated protein kinase 11 (AtMPK11) (MAP kinase 11) (EC 2.7.11.24)
XP_020868349.1	349	AT1G01550.1	AT1G01550.1	orthologue	GO:0048367;GO:0048364;GO:0005634;GO:0009793;GO:0003674;GO:0009507	Protein BPS1, chloroplastic (Protein BYPASS 1)
XP_020868352.1	105					
XP_020868354.1	556	AT1G11580.2	AT1G11580.2	orthologue	GO:0005576;GO:0046910;GO:0000325;GO:0045490;GO:0016020;GO:0009505;GO:0030599;GO:0042545;GO:0009617;GO:0030598;GO:0004857;GO:0017148;GO:0031640;GO:0050832;GO:0090729	Pectinesterase (EC 3.1.1.11);Pectinesterase/pectinesterase inhibitor 18 (AtPMEpcrA) [Cleaved into: Pectinesterase inhibitor 18 (Pectin methylesterase inhibitor 18); Bifunctional pectinesterase 18/rRNA N-glycosylase (PE 18) (EC 3.1.1.11) (EC 3.2.2.22) (Pectin methylesterase 18) (Pectin methylesterase 4) (AtPME4) (Ribosome-inactivating protein)]
XP_020868355.1	343	AT1G11560.1	AT1G11560.1	orthologue	GO:0018279;GO:0034219;GO:0008250;GO:0009507;GO:0015772;GO:0003674;GO:0005789	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3A
XP_020868356.1	132	AT1G11570.3	AT1G11570.3	orthologue	GO:0003674;GO:0015031;GO:0044613;GO:0006913;GO:0005737;GO:0005635;GO:0006606;GO:0051028	NTF2-like protein;NTF2-related export protein
XP_020868357.1	663	AT1G48970.1	AT1G48970.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0005576;GO:0002183;GO:0003743;GO:0005851;GO:0016740	Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta)
XP_020868359.1	219	AT1G48960.1	AT1G48960.1	orthologue	GO:0003674;GO:0005575;GO:0016787	Adenine nucleotide alpha hydrolases-like superfamily protein (At1g48960)
XP_020868360.1	247	AT1G14210.1	AT1G14210.1	orthologue	GO:0004521;GO:0099503;GO:0033897;GO:0006401;GO:0003723;GO:0005737;GO:0005576;GO:0016787	Ribonuclease T2 family protein
XP_020868361.1	168	AT1G14205.1	AT1G14205.1	orthologue	GO:0003735;GO:0009507;GO:0008097;GO:0006412;GO:0005840;GO:1990904	Ribosomal L18p/L5e family protein
XP_020868362.1	4132	AT1G48090.2	AT1G48090.2	orthologue	GO:0007165;GO:0005634;GO:0009506;GO:0045053;GO:0035091;GO:0006623;GO:0006869;GO:0019722;GO:0031982;GO:0099503	Calcium-dependent lipid-binding family protein
XP_020868365.1	1473	AT1G48120.1	AT1G48120.1	orthologue	GO:0004722;GO:0008150;GO:0005829;GO:0005634;GO:0017018;GO:0046872;GO:0016787	Serine/threonine-protein phosphatase 7 long form homolog (EC 3.1.3.16) (Protein MAIN-LIKE 3)
XP_020868366.1	1052	AT1G48410.2	AT1G48410.2	orthologue	GO:0003723;GO:0005515;GO:0010589;GO:0009965;GO:0009616;GO:0035195;GO:0009793;GO:0005737;GO:0003729;GO:0051607;GO:0005634;GO:0048830;GO:0045087;GO:0035198;GO:0016441;GO:0031047;GO:0035197;GO:0004521;GO:0010305;GO:0010218;GO:0009733;GO:0009850;GO:0030154;GO:0009955;GO:0010267;GO:0035278;GO:0036464;GO:0046872;GO:1990904;GO:0003676	Protein argonaute 1
XP_020868368.1	875	AT1G48360.2	AT1G48360.2	orthologue	GO:0016818;GO:0036297;GO:0004528;GO:0070336;GO:0007129;GO:0005739;GO:0003676;GO:0008409;GO:0005634;GO:0017108;GO:0008270;GO:0004518;GO:0016788	Fanconi-associated nuclease (EC 3.1.4.1);Fanconi-associated nuclease 1 homolog (AtFAN1) (EC 3.1.4.1)
XP_020868369.1	678	AT1G48310.2	AT1G48310.2	orthologue	GO:0043596;GO:0005634;GO:0140658;GO:0006281;GO:0031297;GO:0004386;GO:0004520;GO:0005524;GO:0016787;GO:0048478	Chromatin remodeling factor18
XP_020868371.1	647	AT1G48110.1	AT1G48110.1	orthologue	GO:0003729;GO:0005634;GO:0005737;GO:1990247;GO:0003723;GO:0061157	YTH domain-containing family protein
XP_020868372.1	506	AT1G48390.1	AT1G48390.1	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	RNI-like superfamily protein
XP_020868373.1	305	AT5G64200.1	AT5G64200.1	orthologue	GO:0000398;GO:0003729;GO:0008380;GO:0003723;GO:0016607;GO:0005681;GO:0003676	Serine/arginine-rich splicing factor SC35 (At-SC35) (AtSC35) (SC35-like splicing factor)
XP_020868374.1	444	AT5G47810.1	AT5G47810.1	orthologue	GO:0006096;GO:0003872;GO:0006002;GO:0005737;GO:0005829;GO:0005524;GO:0046872	ATP-dependent 6-phosphofructokinase 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphohexokinase 2)
XP_020868375.1	404	AT1G55947.1, AT2G16810.1	AT2G16810.1	other	GO:0003674;GO:0008150;GO:0005634;GO:0006511;GO:0005739;;GO:0005515	F-box only protein 8;F-box/associated interaction domain protein
XP_020868376.1	396	AT1G47730.1, AT1G48060.1	AT1G47730.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005739;GO:0005737;GO:0005515	F-box protein At1g48060;Putative F-box protein At1g47730
XP_020868377.1	393	AT1G61540.1, AT4G39590.1	AT4G39590.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005634;;GO:0005515	F-box/kelch-repeat protein At4g39590;Putative F-box/kelch-repeat protein At1g61540
XP_020868378.1	393	AT1G48060.1	AT1G48060.1	other	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	F-box protein At1g48060
XP_020868379.1	367	AT1G48230.1	AT1G48230.1	orthologue	GO:0005802;GO:0005794;GO:0015297;GO:0008514;GO:0005768;GO:0005886;GO:0055085;GO:0016020	Nodulin MtN21 /EamA-like transporter family protein;Probable sugar phosphate/phosphate translocator At1g48230
