Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El004G215170	571	AT1G66120.1	AT1G66120.1	orthologue	GO:0009507;GO:0031956;GO:0019605;GO:0005777	Butyrate--CoA ligase AAE11, peroxisomal (EC 6.2.1.2) (Acyl-activating enzyme 11) (Butyryl-CoA synthetase)
El004G215180	362	AT1G66130.1	AT1G66130.1	orthologue	GO:0005829;GO:0005634;GO:0000166	NAD(P)-binding Rossmann-fold superfamily protein (Oxidoreductase, putative)
El004G215210	266	AT1G66140.1	AT1G66140.1	orthologue	GO:0000976;GO:0009507;GO:0009788;GO:0019760;GO:0006355;GO:0003700;GO:0005634;GO:0008270;GO:0009738	Zinc finger protein 4
El004G215230	163					
El004G215240	70					
El004G215250	158					
El004G215260	146	AT1G47660.1	AT1G47660.1	orthologue	GO:0003674;GO:0008150;GO:0005576	Uncharacterized protein
El004G215280	1001	AT1G66150.1	AT1G66150.1	orthologue	GO:0010928;GO:0005886;GO:0007165;GO:0005515;GO:0005634;GO:0004675;GO:0005576;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Receptor protein kinase TMK1 (EC 2.7.11.1) (BARK1-like kinase 1) (Transmembrane kinase 1)
El004G215290	426	AT1G66160.1	AT1G66160.1	orthologue	GO:0016567;GO:0005515;GO:0005575;GO:0061630;GO:0004842	U-box domain-containing protein (EC 2.3.2.27) (RING-type E3 ubiquitin transferase PUB);U-box domain-containing protein 20 (EC 2.3.2.27) (Plant U-box protein 20) (RING-type E3 ubiquitin transferase PUB20)
El004G215300	715	AT1G66170.1	AT1G66170.1	orthologue	GO:0010628;GO:0000212;GO:0051321;GO:0005515;GO:0000976;GO:0005634;GO:0010032;GO:0043565;GO:0042393;GO:0006355;GO:0003677;GO:1905821;GO:0048235;GO:0007060;GO:1990188;GO:0000791;GO:0007140;GO:0008270	PHD finger protein MALE MEIOCYTE DEATH 1
El004G215310	71					
El004G215320	428	AT1G66180.1	AT1G66180.1	orthologue	GO:0009416;GO:0033591;GO:0071456;GO:0005794;GO:0005576;GO:0004190;GO:0006508	Eukaryotic aspartyl protease family protein
El004G215330	261	AT1G66190.1	AT1G66190.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein F15E12.13
El004G215340	356	AT1G66200.3	AT1G66200.3	orthologue	GO:0009941;GO:0005515;GO:0006542;GO:0022626;GO:0003729;GO:0004356;GO:0009570;GO:1901149;GO:0042128;GO:0005737;GO:0048046;GO:0005739;GO:0005829;GO:0005507;GO:0000325;GO:0005524;GO:0003824	Glutamine synthetase (EC 6.3.1.2);Glutamine synthetase cytosolic isozyme 1-2 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;2) (GLN1;2);glutamine synthetase (EC 6.3.1.2)
El004G215350	759	AT1G66210.1	AT1G66210.1	orthologue	GO:0004252;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT3.16 (EC 3.4.21.-) (Subtilase subfamily 3 member 16) (AtSBT3.16)
El004G215360	748	AT1G66220.1	AT1G66220.1	orthologue	GO:0004252;GO:0008150;GO:0005615;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT3.17 (EC 3.4.21.-) (Subtilase subfamily 3 member 17) (AtSBT3.17)
El004G215370	297	AT1G66230.1	AT1G66230.1	orthologue	GO:1901141;GO:0045893;GO:0005634;GO:0000976;GO:2000762;GO:0009094;GO:1901002;GO:0000987;GO:0003700;GO:0030154;GO:0045892;GO:2000652;GO:0006355	Transcription factor MYB20 (Myb-related protein 20) (AtMYB20)
El004G215380	308	AT2G11035.1	AT2G11035.1	other	GO:0003674;GO:0005634;GO:0003964	Reverse transcriptase zinc-binding protein
El004G215390	76	AT1G66240.1	AT1G66240.1	orthologue	GO:0099503;GO:0005737;GO:0005739;GO:0005886;GO:0003674;GO:0005829;GO:0006825;GO:0046872	Copper transport protein ATX1 (Copper chaperone ATX1);Homolog of anti-oxidant 1
El004G215400	160	AT5G04730.1	AT5G04730.1	other	GO:0016020;GO:0003674	Ankyrin-repeat containing protein
El004G215420	291	AT1G66245.1	AT1G66245.1	orthologue	GO:0008150;GO:0003674;GO:0005575	Uncharacterized protein
El004G215430	512	AT1G66250.1	AT1G66250.1	orthologue	GO:0005975;GO:0005886;GO:0009507;GO:0042973;GO:0016020;GO:0006952;GO:0098552;GO:0004553	Glucan endo-1,3-beta-glucosidase 2 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 2) ((1->3)-beta-glucanase 2) (Beta-1,3-endoglucanase 2) (Beta-1,3-glucanase 2)
El004G215440	289	AT1G66260.1	AT1G66260.1	orthologue	GO:0005634;GO:0003729;GO:0006364;GO:0006406;GO:0005739;GO:0005730;GO:0005654;GO:0051028;GO:0003723;GO:0003676	THO complex subunit 4C (ALYREF homolog 3) (AtALY3)
El004G215450	549	AT1G66270.1, AT1G66280.1	AT1G66280.1	orthologue	GO:0005783;GO:0005739;GO:0005975;GO:0008422;GO:0019762;GO:0070417;GO:0071472;GO:0009507;GO:0009506;GO:0009651;GO:0016036;GO:0000325;GO:0006970;GO:0009804;GO:0005788;GO:0004553	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2);Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)
El004G215460	527	AT1G66270.1, AT1G66280.1	AT1G66280.1	orthologue	GO:0005783;GO:0005739;GO:0005975;GO:0008422;GO:0019762;GO:0070417;GO:0071472;GO:0009507;GO:0009506;GO:0009651;GO:0016036;GO:0000325;GO:0006970;GO:0009804;GO:0005788;GO:0004553	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2);Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)
El004G215470	531	AT1G66270.1, AT1G66280.1	AT1G66280.1	orthologue	GO:0005783;GO:0005739;GO:0005975;GO:0008422;GO:0019762;GO:0070417;GO:0071472;GO:0009507;GO:0009506;GO:0009651;GO:0016036;GO:0000325;GO:0006970;GO:0009804;GO:0005788;GO:0004553	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2);Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)
El004G215480	526	AT1G66270.1, AT1G66280.1	AT1G66280.1	orthologue	GO:0005783;GO:0005739;GO:0005975;GO:0008422;GO:0019762;GO:0070417;GO:0071472;GO:0009507;GO:0009506;GO:0009651;GO:0016036;GO:0000325;GO:0006970;GO:0009804;GO:0005788;GO:0004553	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2);Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)
El004G215490	535	AT1G66270.1, AT1G66280.1	AT1G66280.1	orthologue	GO:0005783;GO:0005739;GO:0005975;GO:0008422;GO:0019762;GO:0070417;GO:0071472;GO:0009507;GO:0009506;GO:0009651;GO:0016036;GO:0000325;GO:0006970;GO:0009804;GO:0005788;GO:0004553	Beta-glucosidase 21 (AtBGLU21) (EC 3.2.1.21) (Protein PHOSPHATE STARVATION-RESPONSE 3.2);Beta-glucosidase 22 (AtBGLU22) (EC 3.2.1.21)
El004G215500	226	AT5G42905.1	AT5G42905.1	other	GO:0008150;GO:0005575;GO:0004523;GO:0003676;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
El004G215510	318	AT2G41920.1, AT2G34290.1, AT5G27790.1	AT2G41920.1	orthologue	GO:0004672;GO:0005575;GO:0005524;GO:0007165;GO:0016310;GO:0005739;GO:0004674;GO:0006468	At2g41920/T6D20.18 (Protein kinase superfamily protein);Protein kinase family protein (Protein kinase superfamily protein);Protein kinase superfamily protein
El004G215520	413	AT1G66330.1	AT1G66330.1	orthologue	GO:0009507;GO:0034599;GO:0010228;GO:0010150;GO:0003674;GO:0072593	Senescence-associated protein AAF, chloroplastic (Protein ARABIDOPSIS A-FIFTEEN)
El004G215530	201	AT2G22340.1	AT2G22340.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Transmembrane protein
El004G215550	213	AT3G32960.1	AT3G32960.1	orthologue	GO:0005634;GO:0008150;GO:0003674	DUF1985 domain-containing protein
El004G215560	738	AT1G66340.1	AT1G66340.1	orthologue	GO:0000155;GO:1900140;GO:0010105;GO:0009871;GO:0005515;GO:0005783;GO:0009408;GO:0038199;GO:0002237;GO:0050665;GO:0010162;GO:0010087;GO:0006952;GO:0004673;GO:0042742;GO:0005789;GO:0009739;GO:0009727;GO:0051740;GO:0052544;GO:0042802;GO:0009625;GO:0009733;GO:0051301;GO:0009651;GO:0009690;GO:0010182;GO:0009723;GO:0010119;GO:0009737;GO:0005524;GO:0046872;GO:0016310;GO:0016772;GO:0007165;GO:0000160;GO:0004672	Ethylene receptor 1 (AtETR1) (EC 2.7.13.3) (Protein ETHYLENE RESPONSE 1) (Protein ETR1)
El004G215570	534	AT1G66345.1	AT1G66345.1	orthologue	GO:0032981;GO:0000373;GO:0003674;GO:0005739;GO:0000963;GO:0005515	Pentatricopeptide repeat-containing protein At1g66345, mitochondrial
El004G215580	507	AT1G66350.1	AT1G66350.1	orthologue	GO:0009863;GO:0005515;GO:0009737;GO:0005634;GO:0009938;GO:0006355;GO:0009867;GO:0042538;GO:2000033;GO:0043565;GO:0009740;GO:0003700;GO:0009723;GO:0010187;GO:0009651;GO:2000377;GO:0009739;GO:0009908;GO:0030154	DELLA protein RGL1 (GRAS family protein 9) (AtGRAS-9) (RGA-like protein 1) (RGA-like protein)
El004G215590	167	AT1G66360.1	AT1G66360.1	orthologue	GO:0009789;GO:0005886;GO:0043547;GO:0005096;GO:0005634;GO:0005543;GO:0009738;GO:0046872	Protein C2-DOMAIN ABA-RELATED 2
El004G215600	230	AT1G66380.1	AT1G66380.1	orthologue	GO:0005634;GO:0006355;GO:0031540;GO:0000987;GO:0003700;GO:0005515;GO:0003677;GO:0080090	Myb domain protein 114;Transcription factor MYB114 (Myb-related protein 114) (AtMYB114)
El004G215620	234	AT1G66370.1, AT1G56650.1, AT1G66390.1	AT1G66390.1	other	GO:0006355;GO:0000987;GO:0031540;GO:0005515;GO:0003700;GO:0005634;GO:0031542;GO:0009718;GO:0019430;GO:0009733;GO:0071548;GO:0009867;GO:0009745;GO:0009723;GO:0046283;GO:0002239;GO:0003677	Transcription factor MYB113 (Myb-related protein 113) (AtMYB113);Transcription factor MYB75 (Myb-related protein 75) (AtMYB75) (Production of anthocyanin pigment 1 protein) (Suc-induced anthocyanin accumulation locus 1);Transcription factor MYB90 (Myb-related protein 90) (AtMYB90) (Production of anthocyanin pigment 2 protein)
El004G215630	220	AT1G52950.1	AT1G52950.1	other	GO:0051321;GO:0007004;GO:0009506;GO:0006281;GO:0000724;GO:0005634;GO:0043047;GO:0003684;GO:0006310;GO:0005662;GO:0006289;GO:0006260;GO:0008270	Nucleic acid-binding, OB-fold-like protein (Putative replication protein; 94555-97079)
El004G215640	249	AT1G66390.1	AT1G66390.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0005515;GO:0000987;GO:0003677	Transcription factor MYB90 (Myb-related protein 90) (AtMYB90) (Production of anthocyanin pigment 2 protein)
El004G215650	533	AT1G52950.1	AT1G52950.1	other	GO:0051321;GO:0007004;GO:0009506;GO:0006281;GO:0000724;GO:0005634;GO:0043047;GO:0003684;GO:0006310;GO:0005662;GO:0006289;GO:0006260;GO:0008270	Nucleic acid-binding, OB-fold-like protein (Putative replication protein; 94555-97079)
El004G215660	156	AT1G66400.1	AT1G66400.1	orthologue	GO:0005509;GO:0080164;GO:0009909;GO:0005634	Probable calcium-binding protein CML23 (Calmodulin-like protein 23)
El004G215670	149	AT5G37780.3, AT1G66410.2	AT1G66410.2	orthologue	GO:0005515;GO:0005829;GO:0005509;GO:0005737;GO:0005634;GO:0005886;GO:0005739;GO:0009536;GO:0005513;GO:0009612;GO:0030234;GO:0016460	Calmodulin 1;Calmodulin 4;Calmodulin-1 (CaM-1);Calmodulin-4 (CaM-4)
El004G215690	382	AT1G66430.1	AT1G66430.1	orthologue	GO:0009507;GO:0008865;GO:0019252;GO:0006000;GO:0009570;GO:0016051;GO:0006633;GO:0005829;GO:0005524;GO:0016301	Probable fructokinase-6, chloroplastic (EC 2.7.1.4)
El004G215710	494	AT1G66460.3	AT1G66460.3	orthologue	GO:0005634;GO:0004672;GO:0016310;GO:0005886;GO:0007165;GO:0006468;GO:0005524	Protein kinase superfamily protein;Protein kinase superfamily protein (Protein kinase, putative)
El004G215720	300	AT1G66470.1	AT1G66470.1	orthologue	GO:0006355;GO:0006357;GO:0005515;GO:0003700;GO:0000978;GO:0005739;GO:0048766;GO:0005634;GO:0046983;GO:0000981;GO:0003677	Transcription factor RHD6 (Basic helix-loop-helix protein 83) (AtbHLH83) (bHLH 83) (Protein ROOT HAIR DEFECTIVE 6) (AtRHD6) (Transcription factor EN 112) (Transcription factor bHLH83) (bHLH transcription factor bHLH083)
El004G215730	402	AT2G31470.1	AT2G31470.1	other	GO:0005634;GO:0009788;GO:0009737;GO:0009414;GO:0042631;GO:0005515;GO:0016567;GO:0010118;GO:0010119;GO:0009738	F-box and associated interaction domains-containing protein;F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR)
El004G215750	74	AT1G52825.1	AT1G52825.1	orthologue	GO:0033617;GO:0005739;GO:0009507;GO:0003674;GO:0016020	At1g52821 (Sporulation-specific protein)
El004G215760	402	AT2G31470.1	AT2G31470.1	other	GO:0005634;GO:0009788;GO:0009737;GO:0009414;GO:0042631;GO:0005515;GO:0016567;GO:0010118;GO:0010119;GO:0009738	F-box and associated interaction domains-containing protein;F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR)
El004G215770	67	AT1G52800.1	AT1G52800.1	other	GO:0016706;GO:0005737;GO:0046872	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (Oxidoreductase)
El004G215780	222	AT1G66480.1	AT1G66480.1	orthologue	GO:0009620;GO:0003674;GO:0005575	Uncharacterized protein At1g66480
El004G215790	401	AT5G43620.1, AT1G66500.1	AT1G66500.1	orthologue	GO:0006369;GO:0003729;GO:0000993;GO:0031124;GO:0005634;GO:0005737;GO:0005849;GO:0005515;GO:0008270	Polyadenylation and cleavage factor homolog 1;Polyadenylation and cleavage factor homolog 5
El004G215800	397	AT1G66510.1	AT1G66510.1	orthologue	GO:0010445;GO:0000244;GO:0070877;GO:0009507;GO:0003674	AAR2 protein family;AAR2 protein family (At1g66510/F28G11_5)
El004G215810	355	AT1G66520.1	AT1G66520.1	orthologue	GO:0004479;GO:0009507;GO:0071951;GO:0005739;GO:0009058;GO:0003824	Methionyl-tRNA formyltransferase, mitochondrial (EC 2.1.2.9);methionyl-tRNA formyltransferase (EC 2.1.2.9)
El004G215820	597	AT1G66530.1	AT1G66530.1	orthologue	GO:0006420;GO:0004814;GO:0005739;GO:0005737;GO:0005524;GO:0005829;GO:0009791;GO:0048608;GO:0000166;GO:0004812;GO:0006418	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
El004G215830	499	AT1G66540.1	AT1G66540.1	orthologue	GO:0008150;GO:0004497;GO:0020037;GO:0016705;GO:0005739;GO:0005506;GO:0016020	At1g66540 (Cytochrome P450 superfamily protein);Cytochrome P450 superfamily protein
El004G215840	160					
El004G215850	180	AT1G66550.1	AT1G66550.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0000976;GO:0043565	Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67);WRKY DNA-binding protein 67
El004G215860	75	AT4G37360.1	AT4G37360.1	other	GO:0020037;GO:0005506;GO:0008150;GO:0016709;GO:0016020;GO:0016705;GO:0004497	Cytochrome P450, family 81, subfamily D, polypeptide 2 (Cytochrome p450-like protein)
El004G215870	161	AT1G80590.1, AT1G66600.1, AT1G66560.1, AT1G66550.1	AT1G66550.1	other	GO:0003700;GO:0006355;GO:0000976;GO:0005634;GO:0009738;GO:0005515;GO:0043565;GO:0009651;GO:0000411;GO:0009737	Probable WRKY transcription factor 63 (WRKY DNA-binding protein 63);Probable WRKY transcription factor 64 (WRKY DNA-binding protein 64);Probable WRKY transcription factor 66 (WRKY DNA-binding protein 66);Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67);WRKY DNA-binding protein 67
El004G215880	145					
El004G215890	239	AT1G66600.1	AT1G66600.1	orthologue	GO:0003700;GO:0006355;GO:0000976;GO:0005634;GO:0009738;GO:0043565	Probable WRKY transcription factor 63 (WRKY DNA-binding protein 63)
El004G215900	251	AT1G66550.1	AT1G66550.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0000976;GO:0043565	Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67);WRKY DNA-binding protein 67
El004G215910	159	AT1G66550.1	AT1G66550.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0000976;GO:0043565	Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67);WRKY DNA-binding protein 67
El004G215920	191	AT1G66620.1	AT1G66620.1	other	GO:0016567;GO:0008270;GO:0016740	E3 ubiquitin-protein ligase SINA-like 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 2) (Seven in absentia-like protein 2)
El004G215930	251	AT1G66550.1	AT1G66550.1	orthologue	GO:0005634;GO:0006355;GO:0003700;GO:0000976;GO:0043565	Probable WRKY transcription factor 67 (WRKY DNA-binding protein 67);WRKY DNA-binding protein 67
El004G215940	438	AT1G66610.1	AT1G66610.1	orthologue	GO:0008270;GO:0005634;GO:0005737;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 1) (Seven in absentia-like protein 1)
El004G215950	301	AT1G66620.1, AT1G66630.1, AT1G66610.1	AT1G66620.1	other	GO:0008270;GO:0005634;GO:0005737;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 1) (Seven in absentia-like protein 1);E3 ubiquitin-protein ligase SINA-like 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 2) (Seven in absentia-like protein 2);E3 ubiquitin-protein ligase SINA-like 3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 3) (Seven in absentia-like protein 3)
El004G215990	479	AT1G78490.1	AT1G78490.1	orthologue	GO:0010268;GO:0020037;GO:0016132;GO:0005506;GO:0004497;GO:0016705;GO:0009507;GO:0016020;GO:0007275;GO:0016125;GO:0016491	At1g78490 (Cytochrome P450, family 708, subfamily A, polypeptide 3) (Similar to cytochrome P450);Cytochrome P450, family 708, subfamily A, polypeptide 3
El004G216010	334	AT1G66650.1	AT1G66650.1	orthologue	GO:0005730;GO:0006511;GO:0005515;GO:0016567;GO:0010228;GO:0032183;GO:0005737;GO:0008270;GO:0016740	E3 ubiquitin-protein ligase SINA-like 4 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 4) (Seven in absentia-like protein 4)
El004G216020	194	AT1G66660.2	AT1G66660.2	orthologue	GO:0005634;GO:0061630;GO:0005737;GO:0008270;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 5) (Seven in absentia-like protein 5);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
El004G216040	319	AT1G66660.2	AT1G66660.2	orthologue	GO:0005634;GO:0061630;GO:0005737;GO:0008270;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 5) (Seven in absentia-like protein 5);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
El004G216050	315	AT1G66660.2	AT1G66660.2	orthologue	GO:0005634;GO:0061630;GO:0005737;GO:0008270;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 5) (Seven in absentia-like protein 5);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
El004G216060	351	AT1G66660.2	AT1G66660.2	orthologue	GO:0005634;GO:0061630;GO:0005737;GO:0008270;GO:0016567;GO:0016740	E3 ubiquitin-protein ligase SINA-like 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 5) (Seven in absentia-like protein 5);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
El004G216070	308	AT1G66670.1	AT1G66670.1	orthologue	GO:0004176;GO:0009532;GO:0009941;GO:0009570;GO:0051117;GO:0009840;GO:0009534;GO:0006515;GO:0009507;GO:0004252;GO:0009368;GO:0006508	ATP-dependent Clp protease proteolytic subunit 3, chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP3) (nClpP3) (nClpP4)
El004G216080	357	AT1G66680.1	AT1G66680.1	orthologue	GO:0005739;GO:0005737;GO:0016279;GO:0008150;GO:0032259;GO:0008168	Protein-lysine N-methyltransferase At1g66680 (EC 2.1.1.-)
El004G216090	353	AT1G66690.1, AT1G66700.1	AT1G66700.1	orthologue	GO:0008757;GO:0005575;GO:0080027;GO:0032259;GO:0035195;GO:2000280;GO:0042742;GO:0002238;GO:1900140;GO:0005634;GO:0009416;GO:0010029;GO:0009617;GO:0009751;GO:0008168;GO:0046872	Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1);Paraxanthine methyltransferase 2 (EC 2.1.1.-) (SABATH methyltransferase PXMT2)
El004G216100	353	AT1G66720.1, AT1G66690.1, AT1G66700.1	AT1G66700.1	other	GO:0008757;GO:0005575;GO:0080027;GO:0032259;GO:0005634;GO:0035195;GO:2000280;GO:0042742;GO:0002238;GO:1900140;GO:0009416;GO:0010029;GO:0009617;GO:0009751;GO:0008168;GO:0046872	Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1);Paraxanthine methyltransferase 2 (EC 2.1.1.-) (SABATH methyltransferase PXMT2);Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216110	353	AT1G66720.1, AT1G66690.1, AT1G66700.1	AT1G66700.1	other	GO:0008757;GO:0005575;GO:0080027;GO:0032259;GO:0005634;GO:0035195;GO:2000280;GO:0042742;GO:0002238;GO:1900140;GO:0009416;GO:0010029;GO:0009617;GO:0009751;GO:0008168;GO:0046872	Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1);Paraxanthine methyltransferase 2 (EC 2.1.1.-) (SABATH methyltransferase PXMT2);Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216120	352	AT1G66720.1	AT1G66720.1	orthologue	GO:0008757;GO:0005634;GO:0032259;GO:0008168;GO:0046872	Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216130	352	AT1G66720.1	AT1G66720.1	orthologue	GO:0008757;GO:0005634;GO:0032259;GO:0008168;GO:0046872	Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216150	353	AT1G66720.1, AT1G66690.1, AT1G66700.1	AT1G66700.1	other	GO:0008757;GO:0005575;GO:0080027;GO:0032259;GO:0005634;GO:0035195;GO:2000280;GO:0042742;GO:0002238;GO:1900140;GO:0009416;GO:0010029;GO:0009617;GO:0009751;GO:0008168;GO:0046872	Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1);Paraxanthine methyltransferase 2 (EC 2.1.1.-) (SABATH methyltransferase PXMT2);Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216160	353	AT1G66720.1, AT1G66690.1, AT1G66700.1	AT1G66700.1	other	GO:0008757;GO:0005575;GO:0080027;GO:0032259;GO:0005634;GO:0035195;GO:2000280;GO:0042742;GO:0002238;GO:1900140;GO:0009416;GO:0010029;GO:0009617;GO:0009751;GO:0008168;GO:0046872	Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1);Paraxanthine methyltransferase 2 (EC 2.1.1.-) (SABATH methyltransferase PXMT2);Paraxanthine methyltransferase 3 (EC 2.1.1.-) (SABATH methyltransferase PXMT3)
El004G216170	348	AT3G44840.1	AT3G44840.1	other	GO:0032259;GO:0008757;GO:0009507;GO:0016301;GO:0046872;GO:0008168	Proteinkinase AtPP-like protein (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
El004G216210	1395	AT1G66730.1	AT1G66730.1	orthologue	GO:0048316;GO:1904975;GO:0002237;GO:0009845;GO:0015074;GO:0071897;GO:0006303;GO:0006281;GO:0009409;GO:0010225;GO:2000685;GO:0003910;GO:0003677;GO:0006979;GO:0006266;GO:0006273;GO:0005634;GO:0005524;GO:0006260;GO:0006310;GO:0046872;GO:0003909	DNA ligase 6 (AtLIG6) (DNA ligase VI) (EC 6.5.1.1) (Ligase 1)
