Arabidopsis_lyrata_Rawat	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
AL4G45610	298	AT2G46310.1	AT2G46310.1	orthologue	GO:0048825;GO:0005515;GO:0000976;GO:0009793;GO:0048366;GO:0006355;GO:0005634;GO:0003700;GO:0005737;GO:0009736;GO:0009873;GO:0003677	Ethylene-responsive transcription factor CRF5 (Protein CYTOKININ RESPONSE FACTOR 5)
AL4G45620	362	AT2G46320.1	AT2G46320.1	orthologue	GO:0170036;GO:0005739;GO:0097501;GO:1990542;GO:0004784;GO:0005743;GO:0006810	Mitochondrial substrate carrier family protein
AL4G45630	73	AT2G46330.1	AT2G46330.1	orthologue	GO:0005886;GO:0016020;GO:0003674;GO:0098552	Arabinogalactan protein 16;Arabinogalactan protein 16 (AtAGP16) (Arabinogalactan peptide 16) (AG-peptide 16)
AL4G45640	1030	AT2G46340.1	AT2G46340.1	orthologue	GO:0005515;GO:0010017;GO:0009585;GO:2000028;GO:0010218;GO:0080008;GO:0005634;GO:0010114;GO:0048575;GO:0042802;GO:0009640;GO:0010100;GO:0004672;GO:0016604;GO:0009658;GO:0009637;GO:0005524;GO:0016607;GO:0006468	Protein SUPPRESSOR OF PHYA-105 1 (EC 2.7.-.-)
AL4G45650	97	AT2G46360.1	AT2G46360.1	orthologue	GO:0005634;GO:0003674	At2g46360/F11C10.5
AL4G45660	575	AT2G46370.4	AT2G46370.4	orthologue	GO:2000377;GO:0009585;GO:0005524;GO:0009611;GO:0010224;GO:0009753;GO:0009861;GO:0005737;GO:0005773;GO:0009864;GO:0009627;GO:0071365;GO:0009640;GO:0016881;GO:0005634;GO:0070728;GO:0009694;GO:0010046;GO:0019899;GO:0031348;GO:2000030;GO:0018117;GO:0010193;GO:0080123;GO:0016597;GO:0003824;GO:0070566;GO:0005515;GO:0010119	Auxin-responsive GH3 family protein;Jasmonoyl--L-amino acid synthetase JAR1 (EC 6.3.2.52) (Jasmonate-amino acid synthetase JAR1) (Jasmonic acid-amido synthetase JAR1) (Protein FAR-RED INSENSITIVE 219) (Protein JASMONATE RESISTANT 1)
AL4G45670	127	AT2G46375.1	AT2G46375.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0005634	Expressed protein;SWIM-type domain-containing protein
AL4G45680	768	AT2G46380.1	AT2G46380.1	orthologue	GO:1900150;GO:0003674;GO:0005739;GO:0005634	Extra-large G-like protein, putative (DUF3133)
AL4G45690	82	AT2G46390.1	AT2G46390.1	orthologue	GO:0045273;GO:0006099;GO:0003674;GO:0005743	Succinate dehydrogenase subunit 8, mitochondrial
AL4G45700	293	AT2G46400.1	AT2G46400.1	orthologue	GO:2000070;GO:0043565;GO:0071456;GO:0006355;GO:0003700;GO:0033198;GO:0000976;GO:1900457;GO:0005634;GO:0042742;GO:2000022;GO:0048527;GO:0005730;GO:0009617;GO:0000987;GO:0009751;GO:0005515;GO:0009742	Probable WRKY transcription factor 46 (WRKY DNA-binding protein 46)
AL4G45710	69					
AL4G45720	367	AT2G46420.1	AT2G46420.1	orthologue	GO:0005634;GO:0003674;GO:0004386	At2g46420/F11C10.11 (Expressed protein) (Helicase with zinc finger protein);Helicase with zinc finger protein
AL4G45730	704	AT2G46430.1	AT2G46430.1	orthologue	GO:0005516;GO:0005216;GO:0005634;GO:0005886;GO:0030552;GO:0030553;GO:0006811;GO:0016020;GO:0055085	Probable cyclic nucleotide-gated ion channel 3 (AtCNGC3) (Cyclic nucleotide- and calmodulin-regulated ion channel 3)
AL4G45740	142	AT3G08020.1	AT3G08020.1	other	GO:0003712;GO:0006357;GO:0004402;GO:0005634;GO:0000785;GO:0003682;GO:0008270	PHD finger family protein
AL4G45750	299	AT2G46440.1, AT2G46450.1	AT2G46440.1	other	GO:0009620;GO:0006952;GO:0005739;GO:0005216;GO:0005261;GO:0005634;GO:0009617;GO:0005886;GO:0005516;GO:0030552;GO:0030553;GO:0016020	Cyclic nucleotide-gated channel 12;Cyclic nucleotide-gated channels;Cyclic nucleotide-gated ion channel 11 (Cyclic nucleotide- and calmodulin-regulated ion channel 11);Probable cyclic nucleotide-gated ion channel 12 (Cyclic nucleotide- and calmodulin-regulated ion channel 12)
AL4G45760	176	AT2G46440.1, AT2G46450.1	AT2G46450.1	other	GO:0009620;GO:0006952;GO:0005739;GO:0005216;GO:0005261;GO:0005634;GO:0009617;GO:0005886;GO:0005516;GO:0030552;GO:0030553;GO:0016020	Cyclic nucleotide-gated channel 12;Cyclic nucleotide-gated channels;Cyclic nucleotide-gated ion channel 11 (Cyclic nucleotide- and calmodulin-regulated ion channel 11);Probable cyclic nucleotide-gated ion channel 12 (Cyclic nucleotide- and calmodulin-regulated ion channel 12)
AL4G45770	372	AT2G46455.2	AT2G46455.2	other	GO:0005739;GO:0009535;GO:0010027;GO:0072598;GO:0032977;GO:0051205;GO:0005743;GO:0032979;GO:0016020	OxaA/YidC-like membrane insertion protein
AL4G45780	434	AT2G46470.1	AT2G46470.1	orthologue	GO:0045039;GO:0032979;GO:0005739;GO:0005743;GO:0032977;GO:0016020;GO:0051205	Mitochondrial inner membrane protein OXA1-like
AL4G45790	241	AT3G28223.1, AT3G28280.1, AT3G28330.1, AT3G48220.1	AT3G28223.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005575;GO:0004842;GO:0031146;GO:0005634;GO:0005515	F-box family protein;F-box protein;F-box protein At3g28330;Putative F-box protein At3g28280
AL4G45800	662	AT2G46480.4	AT2G46480.4	orthologue	GO:0005634;GO:0045489;GO:0047262;GO:0016757;GO:0000139;GO:0071555	Hexosyltransferase (EC 2.4.1.-);Putative galacturonosyltransferase 2 (EC 2.4.1.-) (Like glycosyl transferase 2)
AL4G45810	82	AT1G02280.1	AT1G02280.1	other	GO:0005515;GO:0009707;GO:0009941;GO:0006886;GO:0005576;GO:0005525;GO:0015450;GO:0009507;GO:0042802;GO:0042803;GO:0005622;GO:0003924;GO:0045036;GO:0046872	Translocase of chloroplast 33, chloroplastic (AtToc33) (EC 3.6.5.-) (33 kDa chloroplast outer envelope protein) (Plastid protein import 1)
AL4G45820	218				GO:0016757;GO:0047262	
AL4G45830	153	AT2G46490.1	AT2G46490.1	orthologue	GO:0001217;GO:0005634	Uncharacterized protein At2g46490
AL4G45840	218				GO:0047262;GO:0016757	
AL4G45850	163	AT2G46490.1	AT2G46490.1	orthologue	GO:0001217;GO:0005634	Uncharacterized protein At2g46490
AL4G45860	218				GO:0016757;GO:0047262	
AL4G45870	153	AT2G46490.1	AT2G46490.1	orthologue	GO:0001217;GO:0005634	Uncharacterized protein At2g46490
AL4G45880	218				GO:0016757;GO:0047262	
AL4G45890	134	AT2G46490.1	AT2G46490.1	orthologue	GO:0001217;GO:0005634	Uncharacterized protein At2g46490
AL4G45900	849	AT2G46494.1	AT2G46494.1	orthologue	GO:0009507;GO:0016567;GO:0030247;GO:0008270;GO:0016020;GO:0016740	Putative RING-H2 finger protein ATL21B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL21B)
AL4G45910	566	AT2G46500.1	AT2G46500.1	orthologue	GO:0009651;GO:0046854;GO:0004430;GO:0071456;GO:0046777;GO:0009507;GO:0004674;GO:0005524;GO:0016020;GO:0005515	1-phosphatidylinositol 4-kinase (EC 2.7.1.67);Phosphatidylinositol 4-kinase gamma 4 (AtPI4Kgamma4) (PI-4Kgamma4) (PI4K gamma 4) (EC 2.7.1.67) (Ubiquitin-like domain kinase gamma 4) (UbDK gamma 4)
AL4G45920	148	AT2G46505.1	AT2G46505.1	orthologue	GO:0045273;GO:0006099;GO:0008177;GO:0005739;GO:0006121;GO:0005743;GO:0046872;GO:0016020	Succinate dehydrogenase subunit 4, mitochondrial
AL4G45930	567	AT2G46510.1	AT2G46510.1	orthologue	GO:0006355;GO:0010629;GO:0009737;GO:0005634;GO:0003700;GO:0000976;GO:0005515;GO:0046983;GO:0009611;GO:0009738	Transcription factor ABA-INDUCIBLE bHLH-TYPE (AtAIB) (Basic helix-loop-helix protein 17) (AtbHLH17) (bHLH 17) (Transcription factor EN 35) (bHLH transcription factor bHLH017)
AL4G45940	972	AT2G46520.1	AT2G46520.1	orthologue	GO:0006886;GO:0009506;GO:0009507;GO:0006611;GO:0005635;GO:0005049;GO:0006606;GO:0031267;GO:0005829;GO:0005634;GO:0005737;GO:0005515	Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein homolog) (Importin-alpha re-exporter)
AL4G45950	605	AT2G46530.3	AT2G46530.3	orthologue	GO:0000976;GO:0005634;GO:0006355;GO:0009506;GO:0003700;GO:0009734;GO:0003677;GO:0009725	Auxin response factor 11
AL4G45960	174	AT2G46535.1	AT2G46535.1	orthologue	GO:0005739;GO:0003674	Uncharacterized protein At2g46535
AL4G45970	65	AT2G46540.1	AT2G46540.1	orthologue	GO:0005829;GO:0005739;GO:0003674;GO:0008150	At2g46540/F11C10.23 (Expressed protein) (F11C10.23/F11C10.23) (Fiber)
AL4G45980	394	AT2G46550.1	AT2G46550.1	orthologue	GO:0005515;GO:0009507;GO:0016020	Expressed protein (Transmembrane protein);Transmembrane protein
AL4G45990	2484	AT2G46560.1	AT2G46560.1	orthologue	GO:0043291;GO:0003674;GO:0080008;GO:0007035;GO:0005515	Transducin family protein / WD-40 repeat family protein
AL4G46000	569	AT2G46570.1	AT2G46570.1	orthologue	GO:0005576;GO:0008150;GO:0052716;GO:0005507;GO:0016491;GO:0046274;GO:0048046	Laccase (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase) (Diphenol oxidase) (Urishiol oxidase);Laccase-6 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 6) (Diphenol oxidase 6) (Urishiol oxidase 6)
AL4G46010	198	AT2G46580.1	AT2G46580.1	orthologue	GO:0005575;GO:0010181;GO:0004733;GO:0008615;GO:0009443	Pyridoxine/pyridoxamine 5'-phosphate oxidase 2 (AtPPOX1) (EC 1.4.3.5)
AL4G46020	370	AT2G46590.2	AT2G46590.2	orthologue	GO:0010372;GO:0071491;GO:0071462;GO:0010161;GO:0006355;GO:0009416;GO:0003700;GO:0010030;GO:0009409;GO:0005634;GO:0009845;GO:0003677;GO:0008270	Dof zinc finger protein DOF2.5 (AtDOF2.5) (Dof affecting germination 2)
AL4G46030	135	AT2G46600.1	AT2G46600.1	orthologue	GO:0010091;GO:0005634;GO:0005515;GO:0005509	Calcium-binding protein KIC (KCBP-interacting calcium-binding protein)
AL4G46040	250	AT2G46610.1	AT2G46610.1	orthologue	GO:0005515;GO:0000398;GO:0005634;GO:0005737;GO:0003723;GO:0016607;GO:0005681;GO:0006397;GO:0008380;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein;Serine/arginine-rich splicing factor RS31A (At-RS31A) (At-RSp31A) (AtRS31A) (Arginine/serine-rich splicing factor RS32) (At-RSp32)
AL4G46050	490	AT2G46620.1	AT2G46620.1	orthologue	GO:0003674;GO:0005576;GO:0005524;GO:0006950;GO:0016020;GO:0016887	AAA-ATPase At2g46620 (EC 3.6.1.-)
AL4G46060	385	AT2G46630.1	AT2G46630.1	orthologue	GO:0003674;GO:0005634	Putative extensin (Serine/arginine repetitive matrix protein)
AL4G46090	132	AT2G46650.1	AT2G46650.1	orthologue	GO:0020037;GO:0016020;GO:0005829;GO:0043231;GO:0005789;GO:0046872	Cytochrome B5 isoform C (AtCb5-C)
AL4G46100	530	AT2G46660.1	AT2G46660.1	orthologue	GO:0020037;GO:0048316;GO:0016705;GO:0009507;GO:0005506;GO:0004497;GO:0016020	Cytochrome P450 78A6 (EC 1.14.-.-) (Protein ENHANCER OF DA1-1)
AL4G46110	304	AT2G46680.1	AT2G46680.1	orthologue	GO:0005634;GO:0045893;GO:0009737;GO:0009414;GO:0005515;GO:0000976;GO:0000981;GO:0009738;GO:0003700;GO:0043565;GO:0003677;GO:0006355	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor);Homeobox-leucine zipper protein ATHB-7 (HD-ZIP protein ATHB-7) (Homeodomain transcription factor ATHB-7)
AL4G46120	1778	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT1G10000.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964;GO:0003824	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
AL4G46130	304	AT2G46680.1	AT2G46680.1	orthologue	GO:0005634;GO:0045893;GO:0009737;GO:0009414;GO:0005515;GO:0000976;GO:0000981;GO:0009738;GO:0003700;GO:0043565;GO:0003677;GO:0006355	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor);Homeobox-leucine zipper protein ATHB-7 (HD-ZIP protein ATHB-7) (Homeodomain transcription factor ATHB-7)
AL4G46140	35					
AL4G46160	121	AT2G46690.1	AT2G46690.1	orthologue	GO:0005634;GO:0003674;GO:0005886;GO:0005737;GO:0009734;GO:1900140;GO:0009733	Auxin-responsive protein SAUR32 (Protein ABOLISHED APICAL HOOK MAINTENANCE 1) (Protein SMALL AUXIN UP RNA 32)
AL4G46170	595	AT2G46700.1	AT2G46700.1	orthologue	GO:0035556;GO:0009931;GO:0010150;GO:0004672;GO:0004674;GO:0005737;GO:0046777;GO:0005524;GO:0004683;GO:0005886;GO:0005516;GO:0005515;GO:0005634;GO:0005509;GO:0016020;GO:0071215;GO:0106310;GO:0006468	CDPK-related kinase 3 (AtCRK3) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase 4) (AtCK);non-specific serine/threonine protein kinase (EC 2.7.11.1)
AL4G46180	455	AT2G46710.1	AT2G46710.1	orthologue	GO:0005886;GO:0009531;GO:0007165;GO:0005515;GO:0009664;GO:0005737;GO:0005096	Rho GTPase-activating protein 3 (Rho-type GTPase-activating protein 3)
AL4G46190	462	AT2G46720.1, AT3G10280.1	AT2G46720.1	orthologue	GO:0006633;GO:0000038;GO:0160062;GO:0030497;GO:0009922;GO:0005783;GO:0005737;GO:0016020;GO:0016746;GO:0016747	3-ketoacyl-CoA synthase 13 (KCS-13) (EC 2.3.1.199) (Protein HIGH CARBON DIOXIDE) (Very long-chain fatty acid condensing enzyme 13) (VLCFA condensing enzyme 13);Probable 3-ketoacyl-CoA synthase 14 (KCS-14) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 14) (VLCFA condensing enzyme 14)
AL4G46200	159	AT2G46735.1	AT2G46735.1	orthologue	GO:0005575;GO:0005515	At2g46730/F19D11.1 (Death domain associated protein) (Expressed protein)
AL4G46210	594	AT2G46740.1	AT2G46740.1	orthologue	GO:0009505;GO:0016491;GO:0019853;GO:0071949;GO:0016020;GO:0005576;GO:0050105;GO:0003885;GO:0050660	L-gulonolactone oxidase 5 (AtGulLO5) (EC 1.1.3.8)
AL4G46220	507				GO:0016491;GO:0050660;GO:0071949	
AL4G46230	603	AT2G46760.1	AT2G46760.1	orthologue	GO:0019853;GO:0016491;GO:0071949;GO:0050105;GO:0003885;GO:0016020;GO:0009507;GO:0050660	Probable L-gulonolactone oxidase 6 (AtGulLO6) (EC 1.1.3.8)
AL4G46240	356	AT2G46770.1	AT2G46770.1	orthologue	GO:0045893;GO:0009793;GO:0009901;GO:0009834;GO:0009809;GO:0010047;GO:0003700;GO:0005515;GO:0005634;GO:0003677;GO:0006355	NAC domain-containing protein 43 (ANAC043) (Protein EMBRYO DEFECTIVE 2301) (Protein NAC SECONDARY WALL THICKENING PROMOTING FACTOR 1)
AL4G46250	334	AT2G46780.1	AT2G46780.1	orthologue	GO:0003729;GO:0005737;GO:0005634;GO:0003723;GO:0003676	At2g46780 (RNA-binding (RRM/RBD/RNP motifs) family protein)
AL4G46260	476	AT2G46790.1, AT2G46670.1	AT2G46790.1	orthologue	GO:0007623;GO:0006355;GO:0003677;GO:0005515;GO:0010017;GO:0009909;GO:0000156;GO:0045892;GO:0000160;GO:0005634;GO:0009266;GO:0009736;GO:0048511;GO:2000028	CCT motif family protein;Pseudo-response regulator 9;Two-component response regulator-like APRR9 (Pseudo-response regulator 9)
AL4G46270	402	AT2G46800.1	AT2G46800.1	orthologue	GO:0005385;GO:0005773;GO:0005886;GO:0071577;GO:0010038;GO:0006882;GO:0006829;GO:0005774;GO:0015103;GO:0000325;GO:0010043;GO:0016020;GO:0046873;GO:0046872;GO:0140486;GO:0006812;GO:0008324;GO:0055085	Metal tolerance protein 1 (AtMTP1) (Protein OVERLY ZINC SENSITIVE 1) (Zinc transporter of Arabidopsis thaliana 1) (ZAT1p) (Zn transporter ZAT-1) [Cleaved into: Metal tolerance protein 1 short form]
AL4G46280	354	AT2G46810.1	AT2G46810.1	orthologue	GO:0005634;GO:0006355;GO:0006357;GO:0005515;GO:0046983;GO:0009631;GO:0003700;GO:0000981;GO:0042803;GO:0000978;GO:0003677;GO:0010052	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Basic helix-loop-helix (BHLH) DNA-binding superfamily protein (Basic helix-loop-helix DNA-binding superfamily protein);Transcription factor bHLH70 (Basic helix-loop-helix protein 70) (AtbHLH70) (bHLH 70) (Transcription factor EN 13) (bHLH transcription factor bHLH070)
AL4G46290	177	AT2G46820.1	AT2G46820.1	orthologue	GO:0042644;GO:0003677;GO:0009535;GO:0030093;GO:0009507;GO:0009515;GO:0009579;GO:0009773;GO:0009534;GO:0097753;GO:0009941;GO:0005515;GO:0005829;GO:0090391;GO:0019904	Protein CURVATURE THYLAKOID 1B, chloroplastic (Photosystem I protein P) (Thylakoid membrane phosphoprotein 14 kDa)
AL4G46300	612	AT2G46830.1	AT2G46830.1	orthologue	GO:0009408;GO:0043565;GO:0005515;GO:0045893;GO:0045892;GO:0003677;GO:0010468;GO:0009409;GO:0048574;GO:0000987;GO:0005634;GO:0043254;GO:0010378;GO:0007623;GO:0003700;GO:0042754;GO:0019904	Protein CCA1 (MYB-related transcription factor CCA1) (Protein CIRCADIAN CLOCK ASSOCIATED 1)
AL4G46310	605	AT2G46850.1	AT2G46850.1	orthologue	GO:0004672;GO:0009507;GO:0030247;GO:0007166;GO:0005886;GO:0005524;GO:0016020;GO:0016301;GO:0016310;GO:0004713;GO:0006468	Probably inactive receptor-like protein kinase At2g46850
AL4G46320	216	AT2G46860.1	AT2G46860.1	orthologue	GO:0005654;GO:0005829;GO:0006796;GO:0000287;GO:0004427;GO:0005737	Soluble inorganic pyrophosphatase 3 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 3) (PPase 3)
AL4G46330	312	AT2G46870.1	AT2G46870.1	orthologue	GO:0005515;GO:0043565;GO:1901371;GO:0005634;GO:0048480;GO:0009908;GO:0048366;GO:0003700;GO:0003677	B3 domain-containing transcription factor NGA1 (Protein NGATHA 1)
AL4G46340	401	AT2G46880.1	AT2G46880.1	orthologue	GO:0008150;GO:0016788;GO:0009506;GO:0009507;GO:0003993;GO:0005737;GO:0005576;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 14
AL4G46350	322	AT2G46890.1	AT2G46890.1	orthologue	GO:0016020	3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295) (At2g46890)
AL4G46360	634	AT2G46900.1	AT2G46900.1	orthologue	GO:0005634;GO:0003674;GO:1990112	Expressed protein (Transcription factor-like protein)
AL4G46370	283	AT2G46910.1	AT2G46910.1	orthologue	GO:0010287;GO:0005829;GO:0009507;GO:0008150;GO:0003674	Probable plastid-lipid-associated protein 10, chloroplastic (Fibrillin-8)
AL4G46380	734	AT2G46915.1	AT2G46915.1	orthologue	GO:0003674;GO:0009507;GO:0008150;GO:0016020	DUF3754 family protein, putative (DUF3754)
AL4G46390	857	AT2G46920.1	AT2G46920.1	orthologue	GO:0005634;GO:0004722;GO:0017018;GO:0006355;GO:0018377;GO:0009934;GO:0005886;GO:0010074;GO:0018345;GO:0005543;GO:0007165;GO:0046872;GO:0006470	Protein phosphatase 2C 32 (AtPP2C32) (EC 3.1.3.16) (Protein POLTERGEIST) (Protein phosphatase 2C POL) (PP2C POL)
AL4G46400	417	AT2G46930.1	AT2G46930.1	orthologue	GO:0071555;GO:0052793;GO:0005576;GO:0009505;GO:0016787	Pectin acetylesterase 3 (EC 3.1.1.-)
AL4G46410	253	AT2G46940.1	AT2G46940.1	orthologue	GO:0005634;GO:0003674	Fold protein
AL4G46420	517	AT2G46950.1	AT2G46950.1	orthologue	GO:0005829;GO:0016705;GO:0009507;GO:0005506;GO:0004497;GO:0020037;GO:0016020	Cytochrome P450 709B2 (EC 1.14.-.-);Cytochrome P450, family 709, subfamily B, polypeptide 2
AL4G46430	606	AT2G46960.2	AT2G46960.2	orthologue	GO:0004497;GO:0016705;GO:0005506;GO:0005739;GO:0008150;GO:0020037;GO:0016020	Cytochrome P450 709B1 (EC 1.14.-.-);Cytochrome P450, family 709, subfamily B, polypeptide 1
AL4G46440	272	AT2G46960.2	AT2G46960.2	other	GO:0004497;GO:0016705;GO:0005506;GO:0005739;GO:0008150;GO:0020037;GO:0016020	Cytochrome P450 709B1 (EC 1.14.-.-);Cytochrome P450, family 709, subfamily B, polypeptide 1
AL4G46450	413	AT2G46970.1	AT2G46970.1	orthologue	GO:0010017;GO:0006355;GO:1990110;GO:0005634;GO:0003700;GO:0005515;GO:0046983;GO:0009641;GO:0003677	Phytochrome interacting factor 3-like 1;Transcription factor PIL1 (Basic helix-loop-helix protein 124) (AtbHLH124) (bHLH 124) (Phytochrome-interacting factor 3-like 1) (Transcription factor EN 110) (bHLH transcription factor bHLH124)
AL4G46460	792	AT2G46980.2	AT2G46980.2	orthologue	GO:0090173;GO:0005730;GO:0005694;GO:0005634;GO:0051321;GO:0009507;GO:0005515	Asynaptic protein;Meiosis-specific protein ASY3 (Protein ASYNAPTIC 3) (AtASY3)
AL4G46470	167	AT2G46990.1	AT2G46990.1	orthologue	GO:0005515;GO:0042802;GO:0005634;GO:0006355;GO:0048364;GO:0009733;GO:0009630;GO:0010588;GO:0009647;GO:0003700;GO:0009734	Auxin-responsive protein;Auxin-responsive protein IAA20 (Indoleacetic acid-induced protein 20)
AL4G46490	1286	AT2G47000.1	AT2G47000.1	orthologue	GO:0010315;GO:0016020;GO:0010540;GO:0048767;GO:0042626;GO:0055085;GO:0005886;GO:0140359;GO:0009735;GO:0009630;GO:0010329;GO:0005634;GO:0008559;GO:0016887;GO:0060919;GO:0009733;GO:0010328;GO:0009506;GO:0005829;GO:0009926;GO:0005524;GO:0009734;GO:0005743;GO:0015421;GO:0090374	ABC transporter B family member 4 (ABC transporter ABCB.4) (AtABCB4) (Multidrug resistance protein 4) (P-glycoprotein 4);ATP binding cassette subfamily B4
AL4G46500	493	AT2G47010.1	AT2G47010.1	orthologue	GO:0003674;GO:0005575	At2g47010/F14M4.16 (Calcium/calcium/calmodulin-dependent Serine/Threonine-kinase);Calcium/calcium/calmodulin-dependent Serine/Threonine-kinase
AL4G46510	410	AT2G47020.3	AT2G47020.3	orthologue	GO:0006415;GO:0016149;GO:0009507;GO:0003747;GO:0005737;GO:0005739	Peptide chain release factor 1;Peptide chain release factor 1, mitochondrial (AtmtRF1)
AL4G46530	222	AT2G47030.1	AT2G47030.1	other	GO:0045490;GO:0090406;GO:0004857;GO:0005576;GO:0030599;GO:0042545;GO:0009506;GO:0046910	Pectinesterase 4 (PE 4) (EC 3.1.1.11) (Pectin methylesterase 18) (AtPME18) (Pectin methylesterase 4) (AtPME4) (VANGUARD1-like protein 1) (VGD1-like protein 1)
AL4G46540	317	AT2G47030.1, AT2G47040.1	AT2G47030.1	orthologue	GO:0009860;GO:0045490;GO:0042545;GO:0030599;GO:0000139;GO:0090406;GO:0046910;GO:0005515;GO:0005576;GO:0004857;GO:0009506;GO:0005886	Pectinesterase 4 (PE 4) (EC 3.1.1.11) (Pectin methylesterase 18) (AtPME18) (Pectin methylesterase 4) (AtPME4) (VANGUARD1-like protein 1) (VGD1-like protein 1);Pectinesterase 5 (PE 5) (EC 3.1.1.11) (Pectin methylesterase 5) (AtPME5) (Pectin methylesterase 67) (AtPME67) (Protein VANGUARD 1)
AL4G46550	216	AT2G47050.1	AT2G47050.1	orthologue	GO:0009507;GO:0009860;GO:0043086;GO:0009737;GO:0046910;GO:0009846;GO:0004857	Invertase/pectin methylesterase inhibitor family protein (Plant invertase/pectin methylesterase inhibitor superfamily protein) (Putative pectinesterase)
AL4G46560	358	AT2G47060.4	AT2G47060.4	orthologue	GO:0004674;GO:0005634;GO:0006979;GO:0005515;GO:0004672;GO:0009737;GO:0005829;GO:0005524;GO:0106310;GO:0006468	Probable receptor-like protein kinase At2g47060 (EC 2.7.11.1);Protein kinase superfamily protein;non-specific serine/threonine protein kinase (EC 2.7.11.1)
AL4G46570	899	AT2G47070.1	AT2G47070.1	orthologue	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0008270;GO:0016020	Squamosa promoter binding protein-like 1;Squamosa promoter-binding-like protein 1
AL4G46580	46					
AL4G46600	814	AT3G12000.1	AT3G12000.1	other	GO:0003674;GO:0005576;GO:0004674;GO:0005524;GO:0005886;GO:0030246;GO:0048544;GO:0004672;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
AL4G46610	354	AT4G16090.1	AT4G16090.1	other	GO:0009507;GO:0008150;GO:0003674	KIB1-4 beta-propeller domain-containing protein
AL4G46620	340	AT4G16080.1, AT2G45940.2	AT2G45940.2	other	GO:0005739;GO:0003674;GO:0008150;GO:0009507	KIB1-4 beta-propeller domain-containing protein
AL4G46630	742	AT2G47090.1	AT2G47090.1	orthologue	GO:0005634;GO:0061630;GO:0016567;GO:0072344;GO:0005515;GO:0009413;GO:0043022;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
