Noccaea_praecox	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Np004G257370	311	AT1G03040.3	AT1G03040.3	orthologue	GO:0005515;GO:0006357;GO:0005634;GO:0003700;GO:0000978;GO:0006355;GO:0046983;GO:0000981;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH7 (Basic helix-loop-helix protein 7) (AtbHLH7) (bHLH 7) (Transcription factor EN 92) (bHLH transcription factor bHLH007)
Np004G257380	301	AT1G03030.1	AT1G03030.1	orthologue	GO:0009507;GO:0005524;GO:0016301;GO:0016787	At1g03030 (P-loop containing nucleoside triphosphate hydrolases superfamily protein);P-loop containing nucleoside triphosphate hydrolases superfamily protein
Np004G257390	102	AT1G03020.1	AT1G03020.1	orthologue	GO:0010167;GO:0005737;GO:0005515;GO:0046872;GO:0051537	Monothiol glutaredoxin-S1 (AtGrxS1) (Protein ROXY 16)
Np004G257400	636	AT1G03010.1	AT1G03010.1	orthologue	GO:0009860;GO:0005634;GO:0016567;GO:0003674;GO:0005515	BTB/POZ domain-containing protein At1g03010;Phototropic-responsive NPH3 family protein
Np004G257410	943	AT1G03000.1	AT1G03000.1	orthologue	GO:0016558;GO:0006635;GO:0005829;GO:0016887;GO:0005778;GO:0043335;GO:0005515;GO:0009507;GO:0005524	Peroxisomal ATPase PEX6 (EC 3.6.4.-) (Peroxin-6) (AtPEX6) (Peroxisome biogenesis protein 6)
Np004G257420	1251	AT1G02990.3	AT1G02990.3	orthologue	GO:0005634;GO:0003674	CWZF3/5/7 THD domain-containing protein;Uncharacterized protein At1g02990
Np004G257430	733	AT4G02570.1	AT4G02570.1	other	GO:0009793;GO:0031625;GO:0006511;GO:0009753;GO:0005515;GO:0005819;GO:0009867;GO:0016567;GO:0005634;GO:0042752;GO:0000794;GO:0009733;GO:0048366;GO:0005737;GO:0010265;GO:0010087;GO:0031461;GO:0000151;GO:0009524;GO:0009734;GO:0009873;GO:0019005	Cullin-1
Np004G257440	497	AT1G02970.1	AT1G02970.1	orthologue	GO:0005737;GO:1902750;GO:0004713;GO:0005515;GO:0004715;GO:0005634;GO:0000076;GO:0004672;GO:0005524;GO:0046872;GO:0051301;GO:0006468	Wee1-like protein kinase (EC 2.7.10.2) (Wee1-At)
Np004G257450	474	AT1G02960.2	AT1G02960.2	orthologue	GO:0005634;GO:0003674	AT1G02960 protein (Kinetochore protein);Kinetochore protein
Np004G257460	256	AT1G02950.5	AT1G02950.5	orthologue	GO:0043295;GO:0009407;GO:0005737;GO:0009507;GO:0006749;GO:0004364;GO:0005829	Glutathione S-transferase F4 (AtGSTF4) (EC 2.5.1.18) (GST class-phi member 4) (Glutathione S-transferase 31);glutathione transferase (EC 2.5.1.18)
Np004G257470	285	AT1G02940.2	AT1G02940.2	orthologue	GO:0005737;GO:0009407;GO:0043295;GO:0005739;GO:0004364;GO:0006749;GO:0005829	Glutathione S-transferase F5 (AtGSTF5) (EC 2.5.1.18) (GST class-phi member 5);glutathione transferase (EC 2.5.1.18)
Np004G257480	211	AT1G02920.1, AT1G02930.1	AT1G02920.1	orthologue	GO:0005634;GO:0010494;GO:0009507;GO:0005737;GO:0050897;GO:0009407;GO:0046686;GO:0004364;GO:0043295;GO:0005507;GO:0005829;GO:0005576;GO:0000325;GO:0006749;GO:0005739;GO:0009414;GO:2001227;GO:0009505;GO:2001147;GO:0006979;GO:0009506;GO:0050832;GO:0006952	Glutathione S-transferase F6 (AtGSTF6) (EC 2.5.1.18) (AtGSTF3) (GST class-phi member 6) (Glutathione S-transferase 1) (AtGST1) (Protein EARLY RESPONSE TO DEHYDRATION 11);Glutathione S-transferase F7 (EC 2.5.1.18) (AtGSTF8) (GST class-phi member 7) (Glutathione S-transferase 11)
Np004G257490	449	AT1G02910.1	AT1G02910.1	orthologue	GO:0010270;GO:0005576;GO:0003674;GO:0009507;GO:0009535;GO:0016020;GO:0005515	Protein LOW PSII ACCUMULATION 1, chloroplastic;Tetratricopeptide repeat (TPR)-containing protein
Np004G257500	122	AT1G02900.1	AT1G02900.1	orthologue	GO:0048364;GO:0030308;GO:0005179;GO:0048046;GO:0005576;GO:0019722;GO:0007267;GO:0005515;GO:0009506	Protein RALF-like 1 (Rapid alkalinization factor 1) (AtRALF1)
Np004G257510	1244	AT1G02890.1	AT1G02890.1	orthologue	GO:0016887;GO:0005524;GO:0005634;GO:0005741;GO:0009507;GO:0005515	AAA-type ATPase family protein
Np004G257520	267	AT2G44750.2, AT1G02880.6	AT1G02880.6	orthologue	GO:0004788;GO:0030975;GO:0006772;GO:0009229;GO:0005829;GO:0005524;GO:0016301	Thiamine pyrophosphokinase (EC 2.7.6.2);Thiamine pyrophosphokinase 1 (AtTPK1) (EC 2.7.6.2) (Thiamine kinase 1);Thiamine pyrophosphokinase 2 (AtTPK2) (EC 2.7.6.2) (Thiamine kinase 2);thiamine diphosphokinase (EC 2.7.6.2)
Np004G257530	140	AT1G01130.1, AT5G47170.1	AT5G47170.1	orthologue	GO:0005634;GO:0003674	CBL-interacting Serine/Threonine-kinase;Gb|AAF26469.1
Np004G257550	194	AT1G02870.1	AT1G02870.1	orthologue	GO:0005730;GO:0042273;GO:0003674;GO:0005634	Nucleolar protein 16
Np004G257560	335	AT1G02860.1	AT1G02860.1	orthologue	GO:0005739;GO:0080021;GO:0009626;GO:0009697;GO:0004842;GO:0010167;GO:0005515;GO:0009751;GO:0005634;GO:0010337;GO:0042742;GO:0009627;GO:0016567;GO:0005737;GO:0005886;GO:0008270;GO:0016607;GO:0061630;GO:0046872	E3 ubiquitin-protein ligase NLA (EC 2.3.2.27) (Protein BENZOIC ACID HYPERSENSITIVE 1) (Protein NITROGEN LIMITATION ADAPTATION) (RING-type E3 ubiquitin transferase BAH1);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Np004G257580	508	AT1G02850.4	AT1G02850.4	orthologue	GO:0005886;GO:0008422;GO:0005975;GO:0005576;GO:0004553	Beta glucosidase 11;Beta-glucosidase 11 (AtBGLU11) (EC 3.2.1.21)
Np004G257600	309	AT1G02840.1	AT1G02840.1	orthologue	GO:0003723;GO:0005515;GO:0003729;GO:0035061;GO:0016607;GO:0005737;GO:0005634;GO:0005681;GO:0006397;GO:0008380;GO:0003676	Serine/arginine-rich-splicing factor SR34 (At-SR34) (At-SRp34) (AtSR34) (Pre-mRNA-splicing factor SF2) (SR1 protein)
Np004G257610	97	AT1G02820.1	AT1G02820.1	orthologue	GO:0003674;GO:0009414;GO:0009651;GO:0005634;GO:0009507;GO:0005829;GO:0006950;GO:0005739	Late embryogenis abundant protein 2
Np004G257620	176	AT1G02816.1	AT1G02816.1	orthologue	GO:0010629;GO:0005829;GO:0000325;GO:0003674;GO:0071215;GO:0005576;GO:0005634	F22D16.19 protein
Np004G257630	148	AT1G02813.1	AT1G02813.1	orthologue	GO:0010629;GO:0071215;GO:0005634;GO:0005886;GO:0003674;GO:0005829;GO:0005576	Uncharacterized protein
Np004G257640	575	AT1G02810.1	AT1G02810.1	orthologue	GO:0030599;GO:0009507;GO:0042545;GO:0045490;GO:0004857;GO:0046910;GO:0005576	Probable pectinesterase/pectinesterase inhibitor 7 [Includes: Pectinesterase inhibitor 7 (Pectin methylesterase inhibitor 7); Pectinesterase 7 (PE 7) (EC 3.1.1.11) (Pectin methylesterase 1) (AtPME1) (Pectin methylesterase 7)]
Np004G257650	510	AT1G02800.1	AT1G02800.1	orthologue	GO:0009624;GO:0005576;GO:0007389;GO:0008810;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 1 (EC 3.2.1.4) (Cellulase 2) (AtCEL2) (Endo-1,4-beta glucanase 1)
Np004G257660	421	AT1G02790.1	AT1G02790.1	orthologue	GO:0047911;GO:0005576;GO:0005975;GO:0004650;GO:0071555	Exopolygalacturonase clone GBGE184 (ExoPG) (EC 3.2.1.67) (Galacturan 1,4-alpha-galacturonidase) (Pectinase)
Np004G257670	221	AT1G02780.1, AT4G02230.1, AT3G16780.1	AT3G16780.1	other	GO:0005829;GO:0005737;GO:0003729;GO:0022625;GO:0003735;GO:0003723;GO:0006412;GO:0022626;GO:0005576;GO:0009506;GO:0005730;GO:0009793;GO:0005840	Large ribosomal subunit protein eL19x (60S ribosomal protein L19-1) (Protein EMBRYO DEFECTIVE 2386);Large ribosomal subunit protein eL19y (60S ribosomal protein L19-3);Large ribosomal subunit protein eL19z (60S ribosomal protein L19-2)
Np004G257680	220	AT1G02750.1	AT1G02750.1	orthologue	GO:0003674;GO:0005634;GO:0005737	Drought-responsive family protein;Protein DEHYDRATION-INDUCED 19 homolog 2 (AtDi19-2)
Np004G257690	343	AT1G02740.1	AT1G02740.1	orthologue	GO:0035064;GO:0006355;GO:0005515;GO:0005634;GO:0040029;GO:2000028;GO:0048586;GO:0008134;GO:0048510;GO:0000123;GO:1990841;GO:1990188;GO:0006325	Protein MRG2 (MRG family protein 2) (Morf Related Gene 2)
Np004G257700	1183	AT1G02730.1	AT1G02730.1	orthologue	GO:0051753;GO:0005794;GO:0042546;GO:0009833;GO:0009414;GO:0030244;GO:0006970;GO:0009651;GO:0048367;GO:0000919;GO:0046527;GO:0016760;GO:0005886;GO:0000139;GO:0071555;GO:0016020	Cellulose synthase-like protein D5 (AtCslD5) (EC 2.4.1.-)
Np004G257710	159	AT1G02705.1	AT1G02705.1	orthologue	GO:0005575;GO:0003674;GO:0008150	Leucine-rich repeat extensin-like protein 3
Np004G257720	245	AT1G02700.1	AT1G02700.1	orthologue	GO:0005739;GO:0003674	GATA transcription factor-like protein (T14P4.2 protein)
Np004G257730	534	AT1G02690.2	AT1G02690.2	orthologue	GO:0006607;GO:0005515;GO:0061608;GO:0005634;GO:0010494;GO:0006606;GO:0005737;GO:0008139;GO:0005635	Importin subunit alpha;Importin subunit alpha-6 (IMPa-6)
Np004G257740	200				GO:0005634;GO:0005737;GO:0008408;GO:0003676	
Np004G257750	203	AT5G61710.1	AT5G61710.1	orthologue	GO:0003674;GO:0008150;GO:0005739	Cotton fiber protein
Np004G257760	181	AT5G38700.1	AT5G38700.1	orthologue	GO:0005575;GO:0003674	Cotton fiber protein
Np004G257770	721	AT1G02660.1	AT1G02660.1	orthologue	GO:0009507;GO:0002213;GO:0031349;GO:0047714;GO:0008970;GO:0005576;GO:0009628;GO:0052739;GO:0009570;GO:0016042;GO:0031969;GO:0006629	Phospholipase A1 PLIP2, chloroplastic (EC 3.1.1.32) (Galactolipase PLIP2) (EC 3.1.1.26) (Protein PLASTID LIPASE 2)
Np004G257780	282	AT1G02640.1	AT1G02640.1	orthologue	GO:0045493;GO:0005576;GO:0031222;GO:0009044;GO:0046556;GO:0004553;GO:0005975	Probable beta-D-xylosidase 2 (AtBXL2) (EC 3.2.1.-)
Np004G257790	767	AT1G02640.1	AT1G02640.1	orthologue	GO:0045493;GO:0005576;GO:0031222;GO:0009044;GO:0046556;GO:0004553;GO:0005975	Probable beta-D-xylosidase 2 (AtBXL2) (EC 3.2.1.-)
Np004G257800	389	AT1G02630.1	AT1G02630.1	orthologue	GO:1901642;GO:0005337;GO:0005886;GO:0016020	Equilibrative nucleotide transporter 8 (AtENT8) (Nucleoside transporter ENT8)
Np004G257810	193	AT3G62560.1, AT4G02080.1	AT4G02080.1	other	GO:0003924;GO:0070971;GO:0016050;GO:0061024;GO:0003400;GO:0030127;GO:0006886;GO:0006888;GO:0009555;GO:0005886;GO:0005525;GO:0005789;GO:0032580;GO:0046872;GO:0016192	Small COPII coat GTPase SAR1A (EC 3.6.5.2);small monomeric GTPase (EC 3.6.5.2)
Np004G257820	221	AT1G02610.1	AT1G02610.1	orthologue	GO:0005634;GO:0005737;GO:0004842;GO:0016567;GO:0008270;GO:0016020	RING/FYVE/PHD zinc finger superfamily protein
Np004G257840	561	AT1G02580.1	AT1G02580.1	orthologue	GO:0003682;GO:0048317;GO:0006338;GO:0005515;GO:0046976;GO:0031507;GO:0043565;GO:0005634;GO:0042054;GO:0010484;GO:0031519;GO:0045892;GO:0141044;GO:2000014;GO:0009646;GO:0140951;GO:0032259	Histone-lysine N-methyltransferase MEDEA (EC 2.1.1.356) (Maternal embryogenesis control protein) (Protein EMBRYO DEFECTIVE 173) (Protein FERTILIZATION-INDEPENDENT SEED 1) (Protein SET DOMAIN GROUP 5);SET domain-containing protein
Np004G257850	274	AT1G02575.1, AT1G02570.1	AT1G02570.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0016020	Transmembrane protein
Np004G257860	296	AT1G02560.1	AT1G02560.1	orthologue	GO:0051117;GO:0009941;GO:0009570;GO:0004176;GO:0018119;GO:0009534;GO:0006515;GO:0009507;GO:0004252;GO:0009532;GO:0009840;GO:0009368;GO:0005576;GO:0009579;GO:0006508	ATP-dependent Clp protease proteolytic subunit 5, chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP5) (nClpP5) (nClpP1)
Np004G257870	1285	AT1G02530.1, AT1G02520.1	AT1G02520.1	orthologue	GO:0005886;GO:0005634;GO:0005576;GO:0055085;GO:0009506;GO:0140359;GO:0042626;GO:0016020;GO:0016887;GO:0005524;GO:0010328;GO:0010329;GO:0005743;GO:0015421;GO:0090374	ABC transporter B family member 11 (ABC transporter ABCB.11) (AtABCB11) (Multidrug resistance protein 8) (AtMDR8) (P-glycoprotein 11) (Probable auxin exporter ABCB11);ABC transporter B family member 12 (ABC transporter ABCB.12) (AtABCB12) (Multidrug resistance protein 16) (P-glycoprotein 12);p-glycoprotein 12
Np004G257880	125	AT1G02510.1	AT1G02510.1	other	GO:0005886;GO:0071805;GO:0022841;GO:0015271;GO:0009705;GO:0005267;GO:0005774	Two-pore potassium channel 4 (AtTPK4) (Outward-rectifying potassium channel 4) (AtKCO4)
Np004G257900	393	AT4G01850.1, AT1G02500.1	AT4G01850.1	other	GO:0004478;GO:0005515;GO:0009506;GO:0005507;GO:0005829;GO:0009505;GO:0006556;GO:0005737;GO:0005730;GO:0070062;GO:0009693;GO:0005576;GO:0005524;GO:0006730;GO:0046872	S-adenosylmethionine synthase 1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1);S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)
Np004G257910	82					
Np004G257930	221	AT1G02475.1	AT1G02475.1	orthologue	GO:0003674;GO:0005634	Polyketide cyclase/dehydrase and lipid transport superfamily protein
Np004G257940	241	AT1G02470.1	AT1G02470.1	orthologue	GO:0009507;GO:0003674	Polyketide cyclase/dehydrase and lipid transport superfamily protein
Np004G257950	490	AT1G02460.1	AT1G02460.1	orthologue	GO:0005576;GO:0005975;GO:0004650;GO:0016829;GO:0071555	At1g02460 (Pectin lyase-like superfamily protein) (Putative polygalacturonase)
Np004G257960	142	AT1G02450.1	AT1G02450.1	orthologue	GO:0005515;GO:0042742;GO:0045892;GO:0010112;GO:0005634	Protein NIM1-INTERACTING 1 (Protein NIMIN-1)
Np004G257970	191	AT1G02430.1, AT1G02440.1	AT1G02430.1	orthologue	GO:0005525;GO:0005794;GO:0016192;GO:0005515;GO:0006886;GO:0003924;GO:0006499;GO:0005829;GO:0005737;GO:0005886;GO:0016004;GO:0015031	ADP-ribosylation factor D1A;ADP-ribosylation factor D1B
Np004G257980	493	AT1G02420.1	AT1G02420.1	orthologue	GO:0005739;GO:0003729;GO:0009507;;GO:0005515;GO:0006396;GO:0007005	Putative pentatricopeptide repeat-containing protein At1g02420
Np004G258010	265	AT3G04430.1	AT3G04430.1	other	GO:0006355;GO:0005634;GO:0003677;GO:0003700	NAC domain containing protein 49 (T27C4.7 protein)
Np004G258020	371	AT3G04420.1, AT1G02220.1, AT1G02230.1, AT1G02250.1	AT1G02250.1	orthologue	GO:0000976;GO:0006355;GO:0005634;GO:0005515;GO:0005886;GO:0003700;GO:0003677;GO:0010089;GO:0016020	AT3g04420/T27C4_6 (NAC domain containing protein 48);NAC domain containing protein 48;NAC domain-containing protein 3 (ANAC003);NAC domain-containing protein 4 (ANAC004);NAC domain-containing protein 5 (ANAC005)
Np004G258030	247	AT1G02260.1	AT1G02260.1	other	GO:0016020;GO:0055085;GO:0003674;GO:0005886	At1g02260 (Divalent ion symporter) (T7I23.21 protein)
Np004G258040	293	AT1G02410.1	AT1G02410.1	orthologue	GO:0009846;GO:0010101;GO:0008150;GO:0005739;GO:0009507;GO:0033617;GO:0042803;GO:0031966;GO:0005507;GO:0005743;GO:1904960	Cytochrome c oxidase assembly protein COX11, mitochondrial
Np004G258050	144	AT1G02405.1	AT1G02405.1	orthologue	GO:0005886;GO:0016020;GO:0003674	At1g02405 (Proline-rich family protein)
Np004G258060	329	AT1G02400.1	AT1G02400.1	orthologue	GO:0009507;GO:0009416;GO:0045487;GO:0009639;GO:0009686;GO:0045543;GO:0005737;GO:0046872	Gibberellin 2-beta-dioxygenase 6 (EC 1.14.11.13) (GA 2-oxidase 6) (Gibberellin 2-beta-hydroxylase 6) (Gibberellin 2-oxidase 6);Gibberellin 2-oxidase 6
Np004G258070	528	AT1G02390.1	AT1G02390.1	orthologue	GO:0010143;GO:0005739;GO:0004366;GO:0016024;GO:0090447;GO:0016791;GO:0016020;GO:0016746	Probable glycerol-3-phosphate acyltransferase 2 (AtGPAT2) (EC 2.3.1.15)
Np004G258080	223	AT1G02380.1	AT1G02380.1	orthologue	GO:0003674;GO:0005634;GO:0016020	T6A9.7 protein (Transmembrane protein)
Np004G258090	79	AT1G02370.1	AT1G02370.1	other	GO:0003674;GO:0009507;GO:0005739;GO:0003729;GO:0005515	Pentatricopeptide repeat-containing protein At1g02370, mitochondrial
Np004G258120	521	AT1G02370.1	AT1G02370.1	orthologue	GO:0003674;GO:0009507;GO:0005739;GO:0003729;GO:0005515	Pentatricopeptide repeat-containing protein At1g02370, mitochondrial
Np004G258130	91					
Np004G258140	74	AT1G02370.1	AT1G02370.1	other	GO:0003674;GO:0009507;GO:0005739;GO:0003729	Pentatricopeptide repeat-containing protein At1g02370, mitochondrial
Np004G258150	271	AT1G02360.3	AT1G02360.3	orthologue	GO:0006032;GO:0016998;GO:0071456;GO:0005975;GO:0002239;GO:0004568;GO:0005739;GO:0005576	At1g02360 (Chitinase family protein) (Putative chitinase);Chitinase family protein
Np004G258160	108					
Np004G258210	321				GO:0003676;GO:0008270	
Np004G258220	280	AT1G02340.1	AT1G02340.1	orthologue	GO:0000209;GO:0005515;GO:0005634;GO:0009585;GO:0000976;GO:0009737;GO:0009408;GO:0007165;GO:0009738;GO:0009785;GO:0003712;GO:0009642;GO:0046983;GO:0003700;GO:1902074;GO:0005829;GO:0010218;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor HFR1 (Basic helix-loop-helix protein 26) (AtbHLH26) (bHLH 26) (Protein LONG HYPOCOTYL IN FAR-RED 1) (Protein REDUCED PHYTOCHROME SIGNALING) (Reduced sensitivity to far-red light) (Transcription factor EN 68) (bHLH transcription factor bHLH026)
Np004G258230	218	AT1G02335.1	AT1G02335.1	orthologue	GO:2000280;GO:0010497;GO:0009506;GO:0030145;GO:0005576;GO:0048046	Germin-like protein subfamily 2 member 2
Np004G258240	277	AT1G02330.1	AT1G02330.1	orthologue	GO:0055121;GO:0031397;GO:0031625;GO:0016607;GO:0080022;GO:0005634;GO:0010099;GO:0000398;GO:0005681;GO:0003674;GO:1904667	Protein COP1 SUPPRESSOR 2
Np004G258250	66	AT5G06530.1	AT5G06530.1	other	GO:0009414;GO:0005886;GO:0010148;GO:0016887;GO:0042626;GO:0016020;GO:0140359;GO:0055085;GO:0005739;GO:0005524	ABC transporter G family member 22 (ABC transporter ABCG.22) (AtABCG22) (White-brown complex homolog protein 23) (AtWBC23);ABC-2 type transporter family protein
Np004G258260	412	AT1G02310.2	AT1G02310.2	orthologue	GO:0016985;GO:0005576;GO:0000272;GO:0016020;GO:0004553	Mannan endo-1,4-beta-mannosidase 1 (EC 3.2.1.78) (Beta-mannanase 1) (Endo-beta-1,4-mannanase 1) (AtMAN1);mannan endo-1,4-beta-mannosidase (EC 3.2.1.78)
Np004G258270	356	AT1G02305.1, AT1G02300.1	AT1G02305.1	orthologue	GO:0004197;GO:0051603;GO:0005615;GO:0005764;GO:0006508;GO:0005576;GO:0000325;GO:0050790;GO:0006952;GO:0008234	Cathepsin B-like protease 1 (EC 3.4.22.-) (Cathepsin B1) (AtCathB1);Cathepsin B-like protease 2 (EC 3.4.22.-) (Cathepsin B2) (AtCathB2)
Np004G258280	438	AT1G02290.1	AT1G02290.1	orthologue	GO:0031011;GO:0003674;GO:0005634	At1g02290
Np004G258290	297	AT1G02280.1	AT1G02280.1	orthologue	GO:0005515;GO:0009707;GO:0009941;GO:0006886;GO:0005576;GO:0005525;GO:0015450;GO:0009507;GO:0042802;GO:0042803;GO:0005622;GO:0003924;GO:0045036;GO:0046872	Translocase of chloroplast 33, chloroplastic (AtToc33) (EC 3.6.5.-) (33 kDa chloroplast outer envelope protein) (Plastid protein import 1)
Np004G258300	318	AT2G41610.1	AT2G41610.1	orthologue	GO:0005783;GO:0071669;GO:0005739;GO:0003674;GO:0016020	Transmembrane protein
Np004G258320	492	AT1G02270.1	AT1G02270.1	orthologue	GO:0005509;GO:0009507;GO:0005634;GO:0003824;GO:0003730;GO:0016020;GO:0004519;GO:0000175	Calcium-binding endonuclease/exonuclease/phosphatase family;Uncharacterized calcium-binding protein At1g02270
Np004G258330	499	AT1G02260.1	AT1G02260.1	orthologue	GO:0016020;GO:0055085;GO:0003674;GO:0005886	At1g02260 (Divalent ion symporter) (T7I23.21 protein)
Np004G258340	292	AT3G04420.1, AT1G02220.1, AT1G02230.1, AT1G02250.1	AT1G02250.1	orthologue	GO:0000976;GO:0006355;GO:0005634;GO:0005515;GO:0005886;GO:0003700;GO:0003677;GO:0010089;GO:0016020	AT3g04420/T27C4_6 (NAC domain containing protein 48);NAC domain containing protein 48;NAC domain-containing protein 3 (ANAC003);NAC domain-containing protein 4 (ANAC004);NAC domain-containing protein 5 (ANAC005)
Np004G258350	265	AT3G04430.1	AT3G04430.1	other	GO:0006355;GO:0005634;GO:0003677;GO:0003700	NAC domain containing protein 49 (T27C4.7 protein)
Np004G258370	440	AT1G01010.1	AT1G01010.1	orthologue	GO:0006355;GO:0000976;GO:0005634;GO:0003700;GO:0016020;GO:0003677	NAC domain-containing protein 1 (ANAC001) (Protein NTM1-like 10)
Np004G258380	205	AT1G01020.1	AT1G01020.1	orthologue	GO:0016125;GO:0005739;GO:0032541;GO:0006665;GO:0005794;GO:0009507;GO:0032366;GO:0097036;GO:0003674;GO:0005783;GO:0005789	Protein ARV;Protein ARV 1 (AtArv1p)
Np004G258400	355	AT1G01030.1	AT1G01030.1	orthologue	GO:0005515;GO:0048366;GO:0009908;GO:0005634;GO:1901371;GO:0048480;GO:0006355;GO:0003700;GO:0003677	AP2/B3-like transcriptional factor family protein;B3 domain-containing transcription factor NGA3 (Protein NGATHA3)
Np004G258410	1905	AT1G01040.2	AT1G01040.2	orthologue	GO:0035196;GO:0006364;GO:0005634;GO:0004525;GO:0035279;GO:0010228;GO:0009616;GO:0006396;GO:0030422;GO:2000034;GO:0005737;GO:0005515;GO:0010267;GO:0031053;GO:0009880;GO:0048317;GO:0010599;GO:0010098;GO:0000911;GO:0009908;GO:0010445;GO:0003677;GO:0003725;GO:0003723;GO:0004386;GO:0005524;GO:0046872;GO:0003676;GO:0016891	Endoribonuclease Dicer homolog 1 (Dicer-like protein 1);Endoribonuclease Dicer homolog 1 (EC 3.1.26.-) (Dicer-like protein 1) (AtDCL1) (Protein ABNORMAL SUSPENSOR 1) (Protein CARPEL FACTORY) (Protein SHORT INTEGUMENTS 1) (Protein SUSPENSOR 1)
Np004G258420	212	AT1G01050.1	AT1G01050.1	orthologue	GO:0005737;GO:2000904;GO:0004427;GO:0005985;GO:0006796;GO:0005829;GO:0042546;GO:0005654;GO:0005634;GO:0000287;GO:0019915	Soluble inorganic pyrophosphatase 1 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 1) (PPase 1)
Np004G258430	640	AT1G01060.1	AT1G01060.1	orthologue	GO:0043433;GO:0006355;GO:0009409;GO:0000976;GO:0003700;GO:0005634;GO:0007623;GO:0042754;GO:0048574;GO:0042752;GO:0003677;GO:0010468	Homeodomain-like superfamily protein;Protein LHY (MYB-related transcription factor LHY) (Protein LATE ELONGATED HYPOCOTYL)
Np004G258440	360	AT1G01070.1, AT1G11460.1, AT1G11450.3	AT1G01070.1	orthologue	GO:0005886;GO:0048316;GO:0015186;GO:0005739;GO:0022857;GO:0009507;GO:0016020	WAT1-related protein;WAT1-related protein At1g01070;WAT1-related protein At1g11450;WAT1-related protein At1g11460
Np004G258460	241	AT1G01070.1	AT1G01070.1	other	GO:0005886;GO:0048316;GO:0015186;GO:0005739;GO:0016020;GO:0022857	WAT1-related protein At1g01070
Np004G258480	286	AT1G01080.2	AT1G01080.2	orthologue	GO:0009536;GO:0009941;GO:0005634;GO:0003729;GO:0009507;GO:0009570;GO:1901259;GO:0006397;GO:1990904;GO:0009535;GO:0003723;GO:0003676	At1g01080/T25K16_7 (RNA-binding (RRM/RBD/RNP motifs) family protein) (Ribonucleoprotein, putative);RNA-binding (RRM/RBD/RNP motifs) family protein
Np004G258490	429	AT1G01090.1	AT1G01090.1	orthologue	GO:0004739;GO:0006086;GO:0009941;GO:0009507;GO:0009536;GO:0009570;GO:0005739;GO:0046872;GO:0043231;GO:0016624	Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic (EC 1.2.4.1)
