Cardamine_hirsuta	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CARHR137180	273	AT2G42120.1	AT2G42120.1	orthologue	GO:0043625;GO:0003887;GO:0003677;GO:0005634;GO:0006271;GO:0006260;GO:1902969;GO:0042575	DNA polymerase delta small subunit (EC 2.7.7.7)
CARHR137190	299	AT2G42130.4	AT2G42130.4	orthologue	GO:0009507;GO:0009579;GO:0010287;GO:0009570;GO:0009534;GO:0003674;GO:0005829	Plastid-lipid associated protein PAP / fibrillin family protein;Probable plastid-lipid-associated protein 13, chloroplastic (Fibrillin-7b) (AtPGL30)
CARHR137200	170	AT2G42140.1	AT2G42140.1	orthologue	GO:0003674;GO:0005634;GO:0005739	VQ motif-containing protein 17 (AtVQ17)
CARHR137210	349	AT3G57990.1	AT3G57990.1	other	GO:0005575;GO:1904659;GO:0003674	Uncharacterized protein At3g57990 (Uncharacterized protein T10K17.200)
CARHR137220	683	AT2G42150.1	AT2G42150.1	orthologue	GO:0005634;GO:0003674;GO:0003677;GO:0005515	DNA-binding bromodomain-containing protein
CARHR137230	132	AT2G42190.1	AT2G42190.1	orthologue	GO:0003674;GO:0005737	Expressed protein (Rho GTPase-activating gacO-like protein)
CARHR137240	379	AT2G42200.1	AT2G42200.1	orthologue	GO:0005634;GO:0000981;GO:0006355;GO:0048366;GO:2000025;GO:0048653;GO:0010228;GO:0009409;GO:0003700;GO:0003677;GO:0005737;GO:0008270	Squamosa promoter-binding-like protein 9
CARHR137250	159	AT2G42210.2	AT2G42210.2	orthologue	GO:0005739;GO:0042721;GO:0009527;GO:0005829;GO:0009507;GO:0045271;GO:0008320;GO:0045039;GO:0042803;GO:0030943;GO:0005741;GO:0006811;GO:0009707;GO:0015288;GO:0046930	Outer envelope pore protein 16-3, chloroplastic/mitochondrial (Chloroplastic outer envelope pore protein of 16 kDa 3) (AtOEP16-3) (OEP16-3) (Mitochondrial complex I subunit B14.7)
CARHR137260	234	AT2G42220.1	AT2G42220.1	orthologue	GO:0009507;GO:0009535;GO:0009534;GO:0005829;GO:0003674	Rhodanese-like domain-containing protein 9, chloroplastic (Sulfurtransferase 9) (AtStr9)
CARHR137270	574	AT2G42230.2	AT2G42230.2	orthologue	GO:0003674;GO:0005634;GO:0000922;GO:0005737	TBCC domain-containing protein 1
CARHR137280	293	AT2G42240.4	AT2G42240.4	orthologue	GO:0003729;GO:0005634;GO:0003723;GO:0003676	Putative RNA-binding protein (RNA-binding (RRM/RBD/RNP motifs) family protein);RNA-binding (RRM/RBD/RNP motifs) family protein
CARHR137290	513	AT2G42250.1	AT2G42250.1	orthologue	GO:0020037;GO:0005576;GO:0016705;GO:0005506;GO:0016709;GO:0016020;GO:0004497	Cytochrome P450, family 712, subfamily A, polypeptide 1 (Putative cytochrome P450)
CARHR137300	260	AT2G42260.1	AT2G42260.1	orthologue	GO:0009561;GO:0005515;GO:0005634;GO:0009960;GO:0051783;GO:0010091;GO:0042023;GO:1904667;GO:1900426;GO:0010224;GO:0006952;GO:0051301	Protein POLYCHOME (Protein UV-B-INSENSITIVE 4)
CARHR137310	366	AT2G42280.3	AT2G42280.3	orthologue	GO:0003700;GO:0048573;GO:0006808;GO:2000028;GO:0006355;GO:0005634;GO:0010468;GO:0043562;GO:0046983;GO:0005737;GO:0000978;GO:0006357;GO:0000981;GO:0005515;GO:0000987;GO:0000976	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH130 (Basic helix-loop-helix protein 130) (AtbHLH130) (bHLH 130) (Transcription factor EN 69) (bHLH transcription factor bHLH130)
CARHR137320	2173	AT2G42270.1	AT2G42270.1	orthologue	GO:0000388;GO:0005634;GO:0003724;GO:0005829;GO:0005681;GO:0009506;GO:0003723;GO:0005524;GO:0006397;GO:0008380;GO:0016887;GO:0003676	DExH-box ATP-dependent RNA helicase DExH13 (EC 3.6.4.13) (BRR2 homolog B) (AtBRR2B) (Pre-mRNA-splicing helicase BRR2B)
CARHR137330	644	AT2G42290.1	AT2G42290.1	orthologue	GO:0004672;GO:0016310;GO:0005576;GO:0016301;GO:0005524;GO:0016020;GO:0006468;GO:0005515	Leucine-rich repeat protein kinase family protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor-like protein kinase)
CARHR137340	319	AT2G42300.1	AT2G42300.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0046983;GO:0003677;GO:0005515	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH48 (Basic helix-loop-helix protein 48) (AtbHLH48) (bHLH 48) (Transcription factor EN 97) (bHLH transcription factor bHLH048)
CARHR137350	114	AT2G42310.1	AT2G42310.1	orthologue	GO:0003674;GO:0009507;GO:0005739;GO:0045271;GO:0008150	ESSS subunit of NADH:ubiquinone oxidoreductase (Complex I) protein (Uncharacterized protein At2g42310)
CARHR137360	656	AT2G42320.1	AT2G42320.1	orthologue	GO:0005643;GO:0005634;GO:0003674	Nucleolar protein gar2-like protein
CARHR137370	272	AT3G57740.2	AT3G57740.2	other	GO:0016310;GO:0005634;GO:0003674;GO:0005829;GO:0004674;GO:0005524;GO:0007166;GO:0106310;GO:0004672;GO:0006468;GO:0005886	Serine/threonine-protein kinase ZRK4 (EC 2.7.11.1)
CARHR137380	740	AT2G42330.1	AT2G42330.1	orthologue	GO:0000390;GO:0005634;GO:0003674;GO:0071008;GO:0003677;GO:0004674;GO:0005681;GO:0006468;GO:0010600;GO:0003676	Septin and tuftelin-interacting protein 1 homolog 2 (Protein SPLICEOSOMAL TIMEKEEPER LOCUS 2)
CARHR137390	343	AT2G42550.1	AT2G42550.1	other	GO:0004672;GO:0005575;GO:0005524;GO:0007165;GO:0016310;GO:0006468	Protein kinase superfamily protein
CARHR137400	213	AT2G42350.1	AT2G42350.1	orthologue	GO:0016567;GO:0003674;GO:0005634;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL40 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL40)
CARHR137410	234	AT2G42360.1	AT2G42360.1	orthologue	GO:0004842;GO:0016567;GO:0005575;GO:0008270;GO:0016020	E3 ubiquitin-protein ligase ATL41 (EC 2.3.2.27) (RING-H2 finger protein ATL41) (RING-type E3 ubiquitin transferase ATL41)
CARHR137420	716	AT2G42370.1	AT2G42370.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein At2g42370
CARHR137430	306	AT2G42380.2	AT2G42380.2	orthologue	GO:0003700;GO:0045893;GO:0005634;GO:0003677;GO:0006355;GO:0005515;GO:0009555	Basic leucine zipper 34 (AtbZIP34) (bZIP protein 34);Basic-leucine zipper (BZIP) transcription factor family protein
CARHR137440	206	AT2G42390.1	AT2G42390.1	orthologue	GO:0005576;GO:0017177;GO:0003674;GO:0006491;GO:0016020;GO:0016301	Expressed protein (Kinase C substrate, heavy chain-like protein)
CARHR137450	97	AT2G42395.1	AT2G42395.1	orthologue	GO:0005575;GO:0003674	At2g42395
CARHR137460	503	AT2G42400.1	AT2G42400.1	orthologue	GO:0045893;GO:0005737;GO:0048578;GO:0005634;GO:0043565;GO:0048574;GO:0009651;GO:0005515;GO:0008270;GO:0009585;GO:0006355	Transcription factor VOZ2 (Protein VASCULAR PLANT ONE-ZINC FINGER 2) (AtVOZ2)
CARHR137470	212	AT2G42410.3	AT2G42410.3	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0008270	Zinc finger protein 11;Zinc finger protein 11 (AtZFP11)
CARHR137480	244	AT2G42430.1	AT2G42430.1	orthologue	GO:0010311;GO:1990110;GO:0046982;GO:0009755;GO:0000976;GO:0045893;GO:0005634;GO:0001216;GO:1990841	LOB domain-containing protein 16 (ASYMMETRIC LEAVES 2-like protein 18) (AS2-like protein 18)
CARHR137490	547	AT2G42450.1	AT2G42450.1	orthologue	GO:0003674;GO:0005886;GO:0006629	Alpha/beta-Hydrolases superfamily protein
CARHR137500	272				GO:0005515	
CARHR137510	307	AT2G42460.1	AT2G42460.1	orthologue	GO:0009507;GO:0008150;GO:0003674;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g42460 (RTM3-like protein At2g42460)
CARHR137520	73	AT2G42465.1	AT2G42465.1	orthologue	GO:0009507;GO:0008150;GO:0003674;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g42465 (RTM3-like protein At2g42465)
CARHR137530	336	AT2G42470.1	AT2G42470.1	orthologue	GO:0005737;GO:0003674;GO:0008150;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g42470 (RTM3-like protein At2g42470)
CARHR137540	429	AT2G42480.1	AT2G42480.1	orthologue	GO:0003674;GO:0005737;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g42480 (RTM3-like protein At2g42480)
CARHR137550	253	AT2G42480.1	AT2G42480.1	orthologue	GO:0003674;GO:0005737;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g42480 (RTM3-like protein At2g42480)
CARHR137560	775	AT2G42490.1	AT2G42490.1	orthologue	GO:0005777;GO:0010311;GO:0009308;GO:0005507;GO:0008131;GO:0009737;GO:0009611;GO:0009447;GO:0009507;GO:0002237;GO:0005829;GO:0009751;GO:0009753;GO:0052595;GO:0048038	Amine oxidase [copper-containing] zeta, peroxisomal (AtCuAO1) (AtCuAO3) (AtCuAOzeta) (Copper amine oxidase 3) (EC 1.4.3.21)
CARHR137570	313	AT2G42500.1	AT2G42500.1	orthologue	GO:0048863;GO:0005634;GO:0080022;GO:0004722;GO:0005515;GO:0005737;GO:0048364;GO:0004721;GO:0005829;GO:0017018;GO:0000278;GO:0046872;GO:0016020;GO:0016787	Serine/threonine-protein phosphatase (EC 3.1.3.16);Serine/threonine-protein phosphatase PP2A-3 catalytic subunit (EC 3.1.3.16) (Protein phosphatase 2A isoform 3)
CARHR137580	371	AT2G42510.2	AT2G42510.2	orthologue	GO:0005634;GO:0000387;GO:0032797;GO:0003674	Survival motor neuron interacting protein
CARHR137590	69	AT1G54380.1, AT2G42510.2	AT2G42510.2	other	GO:0000387;GO:0005634;GO:0070417;GO:0032797;GO:0000380;GO:0003674	Spliceosome protein-like protein;Survival motor neuron interacting protein
CARHR137600	633	AT2G42520.1	AT2G42520.1	orthologue	GO:0003729;GO:0005777;GO:0003724;GO:0009507;GO:0010494;GO:0005829;GO:0005634;GO:0005524;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 37 (EC 3.6.4.13)
CARHR137610	535	AT3G58580.1	AT3G58580.1	other	GO:0004535;GO:0030014;GO:0000289;GO:0005634;GO:0005737;GO:0003723;GO:0046872;GO:0003824;GO:0000175	Carbon catabolite repressor protein 4 homolog 2 (CCR4 homolog 2) (EC 3.1.13.4)
CARHR137620	545	AT3G58580.1	AT3G58580.1	other	GO:0004535;GO:0030014;GO:0000289;GO:0005634;GO:0005737;GO:0003723;GO:0046872;GO:0003824;GO:0000175	Carbon catabolite repressor protein 4 homolog 2 (CCR4 homolog 2) (EC 3.1.13.4)
CARHR137630	135	AT3G12110.1	AT3G12110.1	other	GO:0015629;GO:0005739;GO:0030036;GO:0005737;GO:0009570;GO:0009941;GO:0005856;GO:0009506;GO:0005829;GO:0005200;GO:0005524;GO:0016787	Actin-11 (EC 3.6.4.-)
CARHR137640	92	AT3G53750.1, AT2G37620.1, AT3G46520.1, AT5G59370.1	AT3G53750.1	other	GO:0005200;GO:0005737;GO:0007010;GO:0009536;GO:0030036;GO:0015629;GO:0005739;GO:0005634;GO:0009506;GO:0005856;GO:0009505;GO:0005829;GO:0005886;GO:0048589;GO:0048767;GO:0005783;GO:0009941;GO:0009570;GO:0005524;GO:0016787	Actin-1 (EC 3.6.4.-);Actin-12 (EC 3.6.4.-);Actin-3 (EC 3.6.4.-);Actin-4 (EC 3.6.4.-)
CARHR137650	141	AT2G42530.1, AT2G42540.2	AT2G42530.1	orthologue	GO:0009416;GO:0009667;GO:0050821;GO:0009570;GO:0009414;GO:0009819;GO:0010286;GO:0050826;GO:0007623;GO:0009631;GO:0009651;GO:0005534;GO:0009409;GO:0010017;GO:0010150;GO:0051260;GO:0051259;GO:0008289;GO:0009737;GO:0006970;GO:0009644;GO:0009507;GO:0009941;GO:0005829;GO:0050832;GO:0019898	Cold-regulated 15a;Protein COLD-REGULATED 15A, chloroplastic (AtCOR15A);Protein COLD-REGULATED 15B, chloroplastic (AtCOR15B)
CARHR137660	140	AT2G42530.1, AT2G42540.2	AT2G42530.1	orthologue	GO:0009416;GO:0009667;GO:0050821;GO:0009570;GO:0009414;GO:0009819;GO:0010286;GO:0050826;GO:0007623;GO:0009631;GO:0009651;GO:0005534;GO:0009409;GO:0010017;GO:0010150;GO:0051260;GO:0051259;GO:0008289;GO:0009737;GO:0006970;GO:0009644;GO:0009507;GO:0009941;GO:0005829;GO:0050832;GO:0019898	Cold-regulated 15a;Protein COLD-REGULATED 15A, chloroplastic (AtCOR15A);Protein COLD-REGULATED 15B, chloroplastic (AtCOR15B)
CARHR137670	350	AT2G41930.1	AT2G41930.1	other	GO:0004672;GO:0005739;GO:0007165;GO:0048868;GO:0009846;GO:0016310;GO:0005524;GO:0006468	Protein kinase superfamily protein
CARHR137680	197	AT2G42550.1	AT2G42550.1	orthologue	GO:0004672;GO:0005575;GO:0005524;GO:0007165;GO:0016310;GO:0006468	Protein kinase superfamily protein
CARHR137690	85				GO:0004672;GO:0005524;GO:0006468	
CARHR137700	634	AT2G42560.1	AT2G42560.1	orthologue	GO:0009631;GO:0005829;GO:0005634;GO:0003674;GO:0009409	Late embryogenesis abundant domain-containing protein / LEA domain-containing protein (Putative seed maturation protein)
CARHR137710	365	AT2G42570.1	AT2G42570.1	orthologue	GO:0005794;GO:0009506;GO:0016413;GO:0005773;GO:0016020;GO:0016740	Protein trichome birefringence-like 39
CARHR137720	690	AT2G42580.1	AT2G42580.1	orthologue	GO:0009734;GO:0009742;GO:0006970;GO:0005515;GO:0005886;GO:0005737;GO:0005829;GO:0009733;GO:0008017;GO:0010305	Inactive TPR repeat-containing thioredoxin TTL3 (Tetratricopeptide repeat thioredoxin-like 3) (VH1-interacting TPR-containing protein)
CARHR137730	267	AT2G42590.3	AT2G42590.3	orthologue	GO:0005829;GO:0005886;GO:0005737;GO:0009570;GO:0008104;GO:0048528;GO:0007165;GO:0005515;GO:0005509;GO:0005634;GO:0045309	14-3-3-like protein GF14 mu (General regulatory factor 9);General regulatory factor 9
CARHR137740	964	AT2G42600.1	AT2G42600.1	orthologue	GO:0005737;GO:0048366;GO:0005829;GO:0048046;GO:0009506;GO:0006099;GO:0009507;GO:0008964;GO:0015977;GO:0015979;GO:0003824	Phosphoenolpyruvate carboxylase 2 (AtPPC2) (PEPC 2) (PEPCase 2) (EC 4.1.1.31)
CARHR137750	178	AT2G42610.1	AT2G42610.1	orthologue	GO:0005634;GO:0009299;GO:0090698;GO:0003674;GO:0009416;GO:0003677	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10 (Protein ORGAN BOUNDARY 10)
CARHR137760	693	AT2G42620.1	AT2G42620.1	orthologue	GO:0031146;GO:0019005;GO:1900057;GO:1902584;GO:0016567;GO:0010187;GO:0010016;GO:0009926;GO:0006511;GO:0009414;GO:0160062;GO:0005515;GO:0009934;GO:0005634;GO:0009416;GO:0000151;GO:0009734;GO:0042335;GO:0061137;GO:1900618	F-box protein MAX2 (F-box/LRR-repeat protein 7) (Protein KARRIKIN INSENSITIVE 1) (Protein MORE AXILLARY BRANCHING 2) (Protein ORESARA 9)
CARHR137770	247	AT2G42660.1	AT2G42660.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0005515;GO:0003677	At2g45350/F14N22.7 (F14N22.7/F14N22.7) (Homeodomain-like superfamily protein)
CARHR137780	245	AT2G42670.2	AT2G42670.2	orthologue	GO:0070483;GO:0017172;GO:0005506;GO:0071456;GO:0005634;GO:0018171;GO:0009507;GO:0005737;GO:0046872;GO:0016702	Plant cysteine oxidase 4 (AtPCO4) (EC 1.13.11.20);cysteine dioxygenase (EC 1.13.11.20)
CARHR137790	53	AT3G58680.1	AT3G58680.1	other	GO:0045893;GO:0005634;GO:0005829;GO:0005737;GO:0003729;GO:0005515;GO:0005730;GO:0003713;GO:0003677	Multiprotein-bridging factor 1b
CARHR137800	870	AT2G42700.2	AT2G42700.2	orthologue	GO:0032527;GO:0006886;GO:0003674;GO:0006888;GO:0051604;GO:0005575;GO:0016192;GO:0006624;GO:0005773;GO:0005789;GO:0015031	Sec1 family domain-containing protein MIP3 (MAG2-interacting protein 3);Vesicle docking protein
CARHR137810	410	AT2G42710.1	AT2G42710.1	orthologue	GO:0005829;GO:0009507;GO:0015934;GO:0006412;GO:0003729;GO:0003735;GO:0019843;GO:0003723	Large ribosomal subunit protein uL1c (CL1)
CARHR137820	434	AT2G42720.1	AT2G42720.1	orthologue	GO:0003674;GO:0008150;GO:0005575;;GO:0005515	F-box/LRR-repeat protein At2g42720
CARHR137830	343	AT2G42750.1	AT2G42750.1	orthologue	GO:0009507;GO:0009055;GO:0005829;GO:0005506;GO:0051536	At2g42750/F7D19.25 (DNAJ heat shock N-terminal domain-containing protein) (Expressed protein)
CARHR137840	261	AT2G42760.1	AT2G42760.1	orthologue	GO:0005634;GO:0003674	At2g42760 (DUF1685 family protein)
CARHR137850	232	AT2G42770.1	AT2G42770.1	orthologue	GO:0009941;GO:0005737;GO:0005829;GO:0009507;GO:0009536;GO:0003674;GO:0005739;GO:0016020	Expressed protein (Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein)
CARHR137860	266	AT2G42780.1	AT2G42780.1	orthologue	GO:0006368;GO:0070449;GO:0005634;GO:0003674;GO:0003746	At2g42780/F7D19.22 (Expressed protein) (Transcription elongation factor B polypeptide);Transcription elongation factor B polypeptide
CARHR137870	510	AT2G42790.1	AT2G42790.1	orthologue	GO:0006099;GO:0004108;GO:0005777;GO:0006635;GO:0005829;GO:0005739;GO:0005759;GO:0005975;GO:0046912	Citrate synthase 3, peroxisomal (EC 2.3.3.16)
CARHR137880	468	AT2G42800.1	AT2G42800.1	orthologue	GO:0005886;GO:0016020;GO:0003674;GO:0005515	Receptor like protein 29 (AtRLP29)
CARHR137890	538	AT2G42810.2	AT2G42810.2	orthologue	GO:0005634;GO:0005635;GO:0010017;GO:0046906;GO:0004722;GO:1902325;GO:0006913;GO:0005829;GO:0005515;GO:0005737;GO:0009506;GO:0017018;GO:0005789;GO:0010019;GO:0004721;GO:0016607;GO:0031965;GO:0046872;GO:0016787	Serine/threonine-protein phosphatase 5 (EC 3.1.3.16)
CARHR137900	158	AT2G42820.1	AT2G42820.1	orthologue	GO:0008150;GO:0005575;GO:0003674;GO:0016020	HVA22-like protein f (AtHVA22f)
CARHR137910	249	AT2G42830.2	AT2G42830.2	orthologue	GO:0045944;GO:0046983;GO:0005515;GO:0003700;GO:0005634;GO:0000977;GO:0006357;GO:0000976;GO:0048481;GO:0000981;GO:0048440;GO:0000978;GO:0003677;GO:0006355	Agamous-like MADS-box protein AGL5 (Protein SHATTERPROOF 2)
CARHR137920	303	AT2G42840.1	AT2G42840.1	orthologue	GO:0005634;GO:0005576;GO:0003674	Protodermal factor 1
CARHR137930	487	AT2G42850.1	AT2G42850.1	orthologue	GO:0009507;GO:0004497;GO:0020037;GO:0016705;GO:0005506;GO:0006722;GO:0016020;GO:0016125;GO:0016491	At2g42850 (Cytochrome P450, family 718) (Putative cytochrome P450);Cytochrome P450, family 718
CARHR137940	114	AT2G42870.1	AT2G42870.1	orthologue	GO:0009507;GO:0042803;GO:0009641;GO:0045892;GO:0003712;GO:0032502;GO:0005634;GO:0009742;GO:0006355	Transcription factor PAR1 (Basic helix-loop-helix protein 165) (AtbHLH165) (bHLH 165) (Protein HELIX-LOOP-HELIX 1) (Protein PHYTOCHROME RAPIDLY REGULATED 1) (bHLH transcription factor bHLH165)
CARHR137950	602	AT2G42880.1	AT2G42880.1	orthologue	GO:0005515;GO:0035556;GO:0005634;GO:0004707;GO:0007165;GO:0005737;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Mitogen-activated protein kinase 20 (AtMPK20) (MAP kinase 20) (EC 2.7.11.24);mitogen-activated protein kinase (EC 2.7.11.24)
CARHR137960	841	AT2G42890.1	AT2G42890.1	orthologue	GO:0045836;GO:0005634;GO:0045927;GO:0003723;GO:0051321;GO:0003676	MEI2-like 2;Protein MEI2-like 2 (AML2) (MEI2-like protein 2)
CARHR137970	270	AT2G42900.1	AT2G42900.1	orthologue	GO:0003674;GO:0005575	At2g42900 (Plant basic secretory protein (BSP) family protein)
CARHR137980	337	AT2G42910.1	AT2G42910.1	orthologue	GO:0002189;GO:0004749;GO:0006164;GO:0005737;GO:0005829;GO:0006015;GO:0000287;GO:0005886;GO:0009506;GO:0005524;GO:0009165;GO:0016301	Ribose-phosphate pyrophosphokinase 4 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 4)
CARHR137990	544	AT2G42920.1	AT2G42920.1	orthologue	GO:0009451;GO:0009507;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At2g42920, chloroplastic
CARHR138000	259	AT2G42940.1	AT2G42940.1	orthologue	GO:0010208;GO:0005634;GO:0141005;GO:0010228;GO:0040029;GO:0003680;GO:0031490;GO:0003700;GO:0005515	AT-hook motif nuclear-localized protein 16 (Protein TRANSPOSABLE ELEMENT SILENCING VIA AT-HOOK) (Protein TEK)
CARHR138010	492	AT2G42950.1	AT2G42950.1	orthologue	GO:0046873;GO:0055085;GO:0005575;GO:0016020;GO:0030001	At2g42950 (Magnesium transporter CorA-like family protein)
CARHR138020	500	AT2G42960.1	AT2G42960.1	orthologue	GO:0009507;GO:0004674;GO:0005737;GO:0005829;GO:0016310;GO:0005524;GO:0016020;GO:0106310;GO:0004672;GO:0006468	Probable receptor-like protein kinase At2g42960 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
CARHR138030	189	AT2G42975.1	AT2G42975.1	orthologue	GO:0009535;GO:0009507;GO:0003674	Myosin-G heavy chain-like protein
CARHR138040	527	AT2G42980.1	AT2G42980.1	orthologue	GO:0005576;GO:0004190;GO:0006508	Eukaryotic aspartyl protease family protein (Putative chloroplast nucleoid DNA binding protein)
CARHR138050	350	AT2G42990.1	AT2G42990.1	orthologue	GO:0005575;GO:0016788;GO:0005576;GO:0016042	GDSL esterase/lipase At2g42990 (EC 3.1.1.-) (Extracellular lipase At2g42990)
CARHR138060	270	AT2G43000.1	AT2G43000.1	orthologue	GO:0005634;GO:0010150;GO:0009718;GO:0010120;GO:0003700;GO:0006355;GO:0005992;GO:0006561;GO:0003677;GO:2000377;GO:0042538;GO:1900056	NAC domain containing protein 42;Transcription factor JUNGBRUNNEN 1 (NAC domain-containing protein 42) (ANAC042)
CARHR138070	429	AT2G43010.5	AT2G43010.5	orthologue	GO:1905421;GO:0005515;GO:0010928;GO:0009723;GO:0010017;GO:0009409;GO:0010161;GO:0009408;GO:0005634;GO:0003677;GO:0140922;GO:0010600;GO:0009733;GO:1902074;GO:0009266;GO:0003700;GO:0009638;GO:0009704;GO:1990841;GO:0006357;GO:0010244;GO:0009585;GO:0046983;GO:0006355	Phytochrome interacting factor 4;Transcription factor PIF4 (Basic helix-loop-helix protein 9) (AtbHLH9) (bHLH 9) (Phytochrome-interacting factor 4) (Short under red-light 2) (Transcription factor EN 102) (bHLH transcription factor bHLH009)
CARHR138080	490	AT2G43020.1	AT2G43020.1	orthologue	GO:0005739;GO:0046208;GO:0046203;GO:0046592;GO:1903602;GO:0006598;GO:0005777;GO:0052901;GO:0052903;GO:0016491	Polyamine oxidase 2 (AtPAO2) (EC 1.5.3.-) (Amine oxidase 1)
CARHR138090	704	AT2G43040.1	AT2G43040.1	orthologue	GO:0009846;GO:0005634;GO:0009898;GO:0009555;GO:0005886;GO:0005516;GO:0031234;GO:0005515	Protein NPG1 (NO POLLEN GERMINATION 1)
CARHR138100	271	AT2G43030.1	AT2G43030.1	orthologue	GO:0009570;GO:0009507;GO:0009941;GO:0006412;GO:0003735;GO:0003729;GO:0005829;GO:0005840;GO:0019843;GO:1990904	Large ribosomal subunit protein uL3c (50S ribosomal protein L3-1, chloroplastic)
CARHR138110	299	AT1G18340.1	AT1G18340.1	orthologue	GO:0005634;GO:0006355;GO:0000439;GO:0005675;GO:0006289;GO:0003674;GO:0008270;GO:0070816	General transcription and DNA repair factor IIH subunit TFB4 (AtTFB4) (TFIIH subunit TFB4) (RNA polymerase II transcription factor B subunit 4)
CARHR138120	513	AT2G43050.1	AT2G43050.1	orthologue	GO:0005576;GO:0042545;GO:0030599;GO:0004857;GO:0045490;GO:0046910	Probable pectinesterase/pectinesterase inhibitor 16 [Includes: Pectinesterase inhibitor 16 (Pectin methylesterase inhibitor 16); Pectinesterase 16 (PE 16) (EC 3.1.1.11) (AtPMEpcrD) (Pectin methylesterase 16) (AtPME16)]
CARHR138130	164	AT2G43060.1	AT2G43060.1	orthologue	GO:0000976;GO:0005515;GO:0006355;GO:0046983;GO:0003700;GO:0005634;GO:0009740;GO:0009742	Transcription factor IBH1 (AtIBH1) (BHLH transcription factor zeta) (bHLH zeta) (Basic helix-loop-helix protein 158) (AtbHLH158) (bHLH 158) (Protein ILI1-BINDING BHLH 1) (bHLH transcription factor bHLH158)
CARHR138140	132	AT5G55560.1	AT5G55560.1	other	GO:0016310;GO:0005886;GO:0004674;GO:0005737;GO:0035556;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Probable serine/threonine-protein kinase WNK11 (AtWNK11) (EC 2.7.11.1) (Protein kinase with no lysine 11)
CARHR138150	540	AT2G43070.4	AT2G43070.4	orthologue	GO:0098554;GO:0030660;GO:0042500;GO:0005765;GO:0005886;GO:0098553;GO:0000325;GO:0005768;GO:0033619;GO:0006508;GO:0010008;GO:0016020	SIGNAL PEPTIDE PEPTIDASE-LIKE 3;Signal peptide peptidase-like 3 (AtSPPL3) (EC 3.4.23.-)
