Cardamine_glauca	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Cg004G153990	562	AT2G17890.1	AT2G17890.1	orthologue	GO:0004683;GO:0005516;GO:0004674;GO:0051592;GO:0005886;GO:0004672;GO:0009931;GO:0005737;GO:0035556;GO:0005509;GO:0005634;GO:0005524;GO:0106310;GO:0006468	Calcium-dependent protein kinase 16 (EC 2.7.11.1)
Cg004G154010	491	AT2G17900.1	AT2G17900.1	orthologue	GO:0005634;GO:0005515;GO:0005694;GO:0008270;GO:0032259;GO:0042054;GO:0018024;GO:0034968	Histone-lysine N-methyltransferase ASHR1 (EC 2.1.1.-) (ASH1-related protein 1) (Protein SET DOMAIN GROUP 37);SET domain group 37
Cg004G154020	3860	AT2G17930.1	AT2G17930.1	orthologue	GO:0140861;GO:0006355;GO:0044024;GO:0005634;GO:0004674;GO:0000812;GO:0005515;GO:0035267;GO:0009506;GO:0070461;GO:0000124;GO:0006281	Phosphatidylinositol 3-and 4-kinase family protein with FAT domain-containing protein
Cg004G154030	212	AT2G17940.1	AT2G17940.1	orthologue	GO:0003674;GO:0005739	WEB family protein At2g17940
Cg004G154040	314	AT2G17950.1	AT2G17950.1	orthologue	GO:0006355;GO:0000976;GO:0005515;GO:0048653;GO:0005634;GO:0090506;GO:0080166;GO:0010492;GO:0019827;GO:0003700;GO:0030154;GO:0003677;GO:0099402	Protein WUSCHEL (AtWUS) (Plant growth activator 6)
Cg004G154050	493	AT2G17970.1	AT2G17970.1	orthologue	GO:0006402;GO:0003729;GO:0005515;GO:0005634;GO:0032451;GO:0070988;GO:0009506;GO:0000932;GO:0046872;GO:1990931	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;RNA demethylase ALKBH9B (AtALKBH9B) (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 9B) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 9B)
Cg004G154060	164	AT2G17972.1	AT2G17972.1	orthologue	GO:0009535;GO:0009507;GO:0003674	Expressed protein (Transmembrane protein)
Cg004G154070	267	AT2G17975.1	AT2G17975.1	orthologue	GO:0070935;GO:0009737;GO:0005737;GO:0005634;GO:0003729;GO:0003723;GO:0008270;GO:0016020	At2g17975 (Predicted protein) (Zinc finger (Ran-binding) family protein);Zinc finger (Ran-binding) family protein
Cg004G154080	1367	AT2G22440.1	AT2G22440.1	other	GO:0005575;GO:0008150;GO:0003674;GO:0003964;GO:0003824;GO:0003676;GO:0004523	Non-LTR retroelement reverse transcriptase
Cg004G154090	623	AT2G17980.1	AT2G17980.1	orthologue	GO:0006890;GO:0016192;GO:0000139;GO:0006886;GO:0019905;GO:0006888;GO:0005739;GO:0015031	SEC1 family transport protein SLY1 (AtSLY1)
Cg004G154100	332	AT2G17990.3	AT2G17990.3	orthologue	GO:0080171;GO:0005886;GO:0007034;GO:0031902;GO:0005515;GO:0009639;GO:0009959	At2g17990 (Polyamine-modulated factor 1-binding protein);Polyamine-modulated factor 1-binding protein
Cg004G154110	272	AT2G18000.2	AT2G18000.2	orthologue	GO:0005634;GO:0006355;GO:0006338;GO:2000028;GO:0006357;GO:0035267;GO:0042393;GO:0005737;GO:0009908;GO:0009909;GO:0030154;GO:0048510	Transcription initiation factor TFIID subunit 14 (Protein AF-9 homolog b) (TBP-associated factor 14) (AtTAF14)
Cg004G154130	112	AT2G18010.1	AT2G18010.1	orthologue	GO:0009741;GO:0051510;GO:0060560;GO:0009639;GO:0009733;GO:0009641;GO:0003674;GO:0010202;GO:0005575;GO:0005886	Protein SMALL AUXIN UP-REGULATED RNA 10
Cg004G154140	258	AT2G18020.1	AT2G18020.1	orthologue	GO:0003735;GO:0022626;GO:0005739;GO:0022625;GO:0003723;GO:0009793;GO:0006412;GO:0005730;GO:0005773;GO:0003729;GO:0000325;GO:0002181;GO:0005737;GO:0005515;GO:0005840;GO:0015934	Large ribosomal subunit protein uL2z (60S ribosomal protein L2) (60S ribosomal protein L8-1) (Protein EMBRYO DEFECTIVE 2296)
Cg004G154150	247	AT2G18030.1	AT2G18030.1	orthologue	GO:0034599;GO:0008113;GO:0005886;GO:0036456;GO:0005737;GO:0033744	Peptide methionine sulfoxide reductase A5 (AtMSRA5) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase)
Cg004G154170	119	AT2G18040.1	AT2G18040.1	orthologue	GO:0005783;GO:0009506;GO:0009507;GO:0009909;GO:0005739;GO:0003755;GO:0005634;GO:0009630;GO:0005829;GO:0032880;GO:0005515;GO:0051726	Peptidyl-prolyl cis-trans isomerase Pin1 (PPIase Pin1) (EC 5.2.1.8) (PIN1At) (Rotamase Pin1)
Cg004G154180	168	AT2G18050.1	AT2G18050.1	orthologue	GO:0031492;GO:0045910;GO:0005634;GO:0000786;GO:0030261;GO:0009414;GO:0030527;GO:0006334;GO:0003690;GO:0003677	Histone H1 (Putative histone H1 protein);Histone H1-3
Cg004G154190	368	AT2G18060.1	AT2G18060.1	orthologue	GO:0003700;GO:0000976;GO:1901348;GO:0006355;GO:0048759;GO:0005634;GO:1990110;GO:0043565;GO:0003677;GO:0005515;GO:0071555	NAC domain-containing protein 37 (ANAC037) (Protein VASCULAR RELATED NAC-DOMAIN 1);Vascular related NAC-domain protein 1
Cg004G154200	489	AT2G18080.1	AT2G18080.1	orthologue	GO:0005576;GO:0070008;GO:0008239;GO:0009561;GO:0006508;GO:0005773	Probable serine protease EDA2 (EC 3.4.-.-) (Protein EMBRYO SAC DEVELOPMENT ARREST 2)
Cg004G154210	846	AT2G18090.1	AT2G18090.1	orthologue	GO:0005737;GO:0003674;GO:0003677;GO:0008270;GO:0005515	PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein
Cg004G154220	667	AT2G18100.1	AT2G18100.1	orthologue	GO:0009507;GO:0008150;GO:0003674;GO:0016020	Transmembrane/coiled-coil protein (DUF726)
Cg004G154230	518	AT4G36220.1	AT4G36220.1	other	GO:0005886;GO:0009809;GO:0005783;GO:0005515;GO:0016705;GO:0009699;GO:0005506;GO:0004497;GO:0010224;GO:0020037;GO:0046424	Cytochrome P450 84A1 (EC 1.14.-.-) (Ferulate-5-hydroxylase) (F5H)
Cg004G154240	232	AT1G30230.2	AT1G30230.2	other	GO:0005829;GO:0005737;GO:0006414;GO:2001006;GO:0071668;GO:0005886;GO:0005085;GO:0005634;GO:0010494;GO:0009808;GO:0005853;GO:0003746;GO:0016020	Elongation factor 1-delta 1 (EF-1-delta 1) (Elongation factor 1B-beta 1) (eEF-1B beta 1);Translation elongation factor EF1B/ribosomal protein S6 family protein
Cg004G154250	237					
Cg004G154260	484	AT4G36250.1	AT4G36250.1	other	GO:0004029;GO:0006081;GO:0005886;GO:0005783;GO:0043878;GO:0005737;GO:0016620;GO:0016491	Aldehyde dehydrogenase family 3 member F1 (EC 1.2.1.3)
Cg004G154270	466	AT3G46120.1, AT2G18130.1	AT2G18130.1	orthologue	GO:0016311;GO:0003993;GO:0005576;GO:0046872;GO:0016787	Purple acid phosphatase 11 (EC 3.1.3.2);Purple acid phosphatase 19 (EC 3.1.3.2)
Cg004G154280	336	AT2G18140.1, AT2G18150.1	AT2G18150.1	orthologue	GO:0006979;GO:0005576;GO:0009505;GO:0020037;GO:0140825;GO:0042744;GO:0046872;GO:0004601	Peroxidase 14 (Atperox P14) (EC 1.11.1.7);Peroxidase 15 (Atperox P15) (EC 1.11.1.7) (ATP36)
Cg004G154290	174	AT2G18160.1	AT2G18160.1	orthologue	GO:0046982;GO:0003700;GO:0045893;GO:0000976;GO:0005515;GO:0005634;GO:0006355;GO:0003677	bZIP transcription factor 2 (AtbZIP2) (G-box-binding factor 5) (Protein FLORAL TRANSITION AT THE MERISTEM 3)
Cg004G154310	368	AT2G18170.1	AT2G18170.1	orthologue	GO:0005737;GO:0042542;GO:0007165;GO:0007623;GO:0004707;GO:0005515;GO:0000165;GO:0005634;GO:0035556;GO:0005524;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Mitogen-activated protein kinase 7 (AtMPK7) (MAP kinase 7) (EC 2.7.11.24)
Cg004G154320	549	AT2G18180.1	AT2G18180.1	orthologue	GO:0005634;GO:0003674;GO:0000139;GO:0005886;GO:0015031	Phosphatidylinositol/phosphatidylcholine transfer protein SFH10 (Protein SEC FOURTEEN HOMOLOGS 10) (AtSFH10);Sec14p-like phosphatidylinositol transfer family protein
Cg004G154330	486	AT2G18190.1, AT2G18193.1	AT2G18193.1	orthologue	GO:0003674;GO:0005783;GO:0005575;GO:0009651;GO:0005524;GO:0006950;GO:0016020;GO:0016887	AAA-ATPase At2g18190 (EC 3.6.1.-);AAA-ATPase At2g18193 (EC 3.6.1.-)
Cg004G154340	183				GO:0004857;GO:0043086;GO:0046910	
Cg004G154350	513	AT5G28235.1	AT5G28235.1	other	GO:0005886;GO:0006508;GO:0008234;GO:0005634;GO:0016926;GO:0016929	F26C17.9 protein (Ulp1 protease family protein)
Cg004G154360	732	AT2G18220.1	AT2G18220.1	orthologue	GO:0005515;GO:0005654;GO:0030690;GO:0030691;GO:0042802;GO:0005730;GO:0042273;GO:0005634;GO:0042803	Nucleolar complex-associated protein 2 (AtNOC2)
Cg004G154370	218	AT2G18230.1	AT2G18230.1	orthologue	GO:0005737;GO:0000287;GO:0004427;GO:0005829;GO:0052546;GO:0052386;GO:0005654;GO:0006796	Soluble inorganic pyrophosphatase 2 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 2) (PPase 2)
Cg004G154390	205	AT2G18240.1	AT2G18240.1	orthologue	GO:0006890;GO:0005886;GO:0000139;GO:0006621;GO:0003674;GO:0005737;GO:0016020;GO:0043231	Protein RER1D (AtRER1D)
Cg004G154400	393	AT2G18245.1	AT2G18245.1	orthologue	GO:0005575;GO:0003674;GO:0008150	Alpha/beta-Hydrolases superfamily protein (At2g18245) (Expressed protein)
Cg004G154420	172	AT2G18250.1	AT2G18250.1	orthologue	GO:0004595;GO:0015937;GO:0080020;GO:0009651;GO:0006970;GO:0019915;GO:0006629;GO:0004140;GO:0005737;GO:0005524;GO:0003824;GO:0009058	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (AtCoaD) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)
Cg004G154430	305	AT2G18260.1	AT2G18260.1	orthologue	GO:0031201;GO:0006886;GO:0006906;GO:0006887;GO:0048278;GO:0005484;GO:0061025;GO:0016192;GO:0016020;GO:0005634;GO:0005886;GO:0000149;GO:0012505	Syntaxin-112 (AtSYP112)
Cg004G154440	382	AT2G18280.1	AT2G18280.1	orthologue	GO:0006355;GO:0000976;GO:0005634;GO:0009620;GO:0005886;GO:0009536;GO:0005829;GO:0009507;GO:0005515	Tubby-like F-box protein 2 (AtTLP2)
Cg004G154450	192	AT2G18290.1	AT2G18290.1	orthologue	GO:0070979;GO:0005680;GO:0005515;GO:0032876;GO:0016604;GO:0032875;GO:0031145;GO:0051301;GO:0010087;GO:0016567;GO:0005634	Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10)
Cg004G154460	340	AT2G18300.3	AT2G18300.3	orthologue	GO:0045824;GO:0005515;GO:0043425;GO:0006355;GO:0000976;GO:0009299;GO:0009725;GO:0009826;GO:0009735;GO:0062207;GO:0003700;GO:0005634;GO:0031490;GO:0046983;GO:0003677;GO:0009740;GO:0009742	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor HBI1 (Basic helix-loop-helix protein 64) (AtbHLH64) (bHLH 64) (Protein HOMOLOG OF BEE2 INTERACTING WITH IBH1) (Transcription factor EN 79) (bHLH transcription factor bHLH064)
Cg004G154470	205	AT3G09160.1	AT3G09160.1	orthologue	GO:0003723;GO:0005634;GO:0016607;GO:0000381;GO:0003729;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
Cg004G154480	188					
Cg004G154500	81	AT2G18328.1	AT2G18328.1	orthologue	GO:0005829;GO:0005634;GO:0003700	Protein RADIALIS-like 4 (AtRL4) (Protein RAD-like 4)
Cg004G154510	632	AT2G18330.1	AT2G18330.1	orthologue	GO:0007005;GO:0005515;GO:0005739;GO:0016887;GO:0005524;GO:0008270	AAA-type ATPase family protein (Putative AAA-type ATPase)
Cg004G154520	478	AT2G18340.1	AT2G18340.1	orthologue	GO:0009414;GO:0005773;GO:0003674;GO:0005783;GO:0005576	Late embryogenesis abundant domain-containing protein / LEA domain-containing protein;Late embryogenesis abundant domain-containing protein / LEA domain-containing protein (Similar to late embryogenesis abundant proteins)
Cg004G154530	262	AT2G18350.1	AT2G18350.1	orthologue	GO:0003677;GO:0006355;GO:0005515;GO:0000976;GO:0003700;GO:0005634;GO:0042803;GO:0008270;GO:0050793	Zinc-finger homeodomain protein 6 (AtZHD6) (Homeobox protein 24) (AtHB-24)
Cg004G154550	313	AT2G18360.1	AT2G18360.1	orthologue	GO:0003674;GO:0009507;;GO:0003824	Alpha/beta-Hydrolases superfamily protein;Alpha/beta-Hydrolases superfamily protein (At2g18360/T30D6.13) (Expressed protein)
Cg004G154560	117	AT2G18370.1	AT2G18370.1	orthologue	GO:0005576;GO:0003674;GO:0006869;GO:0008289	Non-specific lipid-transfer protein 8 (LTP 8)
Cg004G154570	212	AT2G18380.1	AT2G18380.1	orthologue	GO:0006355;GO:0005634;GO:0008270;GO:0000976;GO:0003700;GO:0043565	GATA transcription factor 20 (Protein HAN-LIKE 1)
Cg004G154580	185	AT2G18390.1	AT2G18390.1	orthologue	GO:0006457;GO:0007021;GO:0009630;GO:0009793;GO:0003924;GO:0005525;GO:0009960;GO:0009558;GO:0005737;GO:0000226;GO:0015630	ADP-ribosylation factor-like protein 2 (Protein ARF-like 2) (Protein HALLIMASCH) (Protein TITAN 5)
Cg004G154590	102	AT2G18400.1	AT2G18400.1	orthologue	GO:0019843;GO:0006412;GO:0009507;GO:0003735;GO:0005840;GO:1990904	Putative ribosomal protein L6 (Ribosomal protein L6 family protein)
Cg004G154600	376	AT2G18410.1	AT2G18410.1	orthologue	GO:0002098;GO:0005634;GO:0033588;GO:0006400;GO:0000049;GO:0005829;GO:0005737	Elongator complex protein 5 (AtELP5) (Elongator component 5)
Cg004G154620	632	AT2G18450.1	AT2G18450.1	orthologue	GO:0006121;GO:0045273;GO:0005739;GO:0008177;GO:0050660;GO:0009055;GO:0000104;GO:0006099;GO:0005743;GO:0005749;GO:0016491;GO:0016627;GO:0022900	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit 2 of complex II) (FP)
Cg004G154630	263	AT2G18460.1	AT2G18460.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0016020;GO:0005794	Protein LIKE COV 3
Cg004G154640	280	AT2G18465.1	AT2G18465.1	orthologue	GO:0003674;GO:0009507	Chaperone DnaJ-domain superfamily protein
Cg004G154650	626	AT2G18470.1	AT2G18470.1	orthologue	GO:0004672;GO:0005634;GO:0048364;GO:0009845;GO:0004674;GO:0005886;GO:0009738;GO:0019722;GO:0005524;GO:0106310;GO:0006468	Proline-rich receptor-like protein kinase PERK4 (EC 2.7.11.1) (Proline-rich extensin-like receptor kinase 4) (AtPERK4);non-specific serine/threonine protein kinase (EC 2.7.11.1)
Cg004G154660	503	AT1G13110.1	AT1G13110.1	other	GO:0016705;GO:0009507;GO:0005506;GO:0020037;GO:0004497;GO:0016020	Cytochrome P450 71B7 (EC 1.14.-.-)
Cg004G154670	498	AT2G18480.1	AT2G18480.1	orthologue	GO:0005575;GO:0005351;GO:0015144;GO:0010311;GO:0016020;GO:0022857;GO:0055085	Probable polyol transporter 3
Cg004G154680	478	AT5G42640.1, AT2G18490.2, AT2G15740.1	AT2G15740.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0090057;GO:0045893;GO:0008270	C2H2 and C2HC zinc fingers superfamily protein (C2H2-type zinc finger protein-like);C2H2-like zinc finger protein (Putative C2H2-type zinc finger protein);C2H2-like zinc finger protein (Zinc finger family protein)
Cg004G154690	317	AT2G18500.1	AT2G18500.1	orthologue	GO:0045892;GO:0005634;GO:0003674	Transcription repressor OFP7 (Ovate family protein 7) (AtOFP7)
Cg004G154700	371	AT2G18510.1	AT2G18510.1	orthologue	GO:0005515;GO:0003729;GO:0009793;GO:0071011;GO:0010075;GO:0003723;GO:0005634;GO:0006357;GO:0000398;GO:0005730;GO:0070063;GO:0048026;GO:0003676	Splicing factor 3B subunit 4
Cg004G154710	409	AT2G18520.1	AT2G18520.1	orthologue	GO:0005739;GO:0003729;GO:0008150;GO:0009507;GO:0010019;GO:0031930;GO:0005515	Pentatricopeptide repeat-containing protein At2g18520, mitochondrial
Cg004G154720	928	AT2G18540.2	AT2G18540.2	orthologue	GO:0003674;GO:0005575	RmlC-like cupins superfamily protein;Vicilin-like seed storage protein At2g18540 (Globulin At2g18540)
Cg004G154730	519	AT4G36710.1	AT4G36710.1	other	GO:0006355;GO:0003700;GO:0030154;GO:0005634;GO:0005515;GO:0048831;GO:0043565	Scarecrow-like protein 15 (AtSCL15) (GRAS family protein 25) (AtGRAS-25)
Cg004G154740	105	AT4G19038.1, AT4G19035.1	AT4G19035.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0031640;GO:0050832	Defensin-like protein 140 (Low-molecular-weight cysteine-rich protein 15) (Protein LCR15);Low-molecular-weight cysteine-rich 7;Putative defensin-like protein 139 (Putative low-molecular-weight cysteine-rich protein 7) (Protein LCR7)
Cg004G154750	220	AT2G18550.1	AT2G18550.1	orthologue	GO:0043565;GO:0045893;GO:0005634;GO:0006355;GO:0000981;GO:0003700;GO:0003677	Homeobox-leucine zipper protein ATHB-21 (HD-ZIP protein ATHB-21) (Homeodomain transcription factor ATHB-21)
Cg004G154760	477	AT2G18590.1	AT2G18590.1	other	GO:0055085;GO:0022857;GO:0016020;GO:0005739;GO:0005215	Major facilitator superfamily protein
Cg004G154770	474	AT2G18590.1	AT2G18590.1	orthologue	GO:0055085;GO:0022857;GO:0016020;GO:0005739;GO:0005215	Major facilitator superfamily protein
Cg004G154780	186	AT2G18600.1	AT2G18600.1	orthologue	GO:0019788;GO:0045116;GO:0005634;GO:0005829;GO:0005524;GO:0016740	Probable NEDD8-conjugating enzyme Ubc12-like (EC 2.3.2.-) (RUB1 carrier protein 2) (RUB1-conjugating enzyme 2)
Cg004G154790	364	AT2G18620.1	AT2G18620.1	orthologue	GO:0009507;GO:0033384;GO:0033386;GO:0004311;GO:0045337;GO:0004161;GO:0004337;GO:0016117;GO:0046872;GO:0004659;GO:0008299	Geranylgeranyl pyrophosphate synthase 7, chloroplastic (GGPP synthase 7) (GGPS7) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 7) (Dimethylallyltranstransferase 7) (EC 2.5.1.1) (Farnesyl diphosphate synthase 7) (Farnesyltranstransferase 7) (EC 2.5.1.29) (Geranyltranstransferase 7) (EC 2.5.1.10)
Cg004G154800	399	AT2G18630.1	AT2G18630.1	orthologue	GO:0005777;GO:0005634;GO:0003674;GO:0016020	Transmembrane protein, putative (DUF677);UPF0496 protein At2g18630
Cg004G154810	372	AT2G18640.1	AT2G18640.1	orthologue	GO:0045337;GO:0008299;GO:0033386;GO:0004311;GO:0005783;GO:0033384;GO:0004161;GO:0009507;GO:0004337;GO:0016117;GO:0046872;GO:0004659	Geranylgeranyl pyrophosphate synthase 4 (GGPP synthase 4) (GGPS4) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 4) (EC 2.5.1.10) (Dimethylallyltranstransferase 4) (EC 2.5.1.1) (Farnesyl diphosphate synthase 4) (Farnesyltranstransferase 4) (Geranylgeranyl diphosphate synthase 4) (EC 2.5.1.29) (Geranyltranstransferase 4)
Cg004G154820	429	AT2G18650.1	AT2G18650.1	orthologue	GO:0016567;GO:0009793;GO:0005634;GO:0003674;GO:0008270;GO:0016020;GO:0016740	Putative RING-H2 finger protein ATL49 (EC 2.3.2.27) (Protein MATERNAL EFFECT EMBRYO ARREST 16) (RING-type E3 ubiquitin transferase ATL49)
Cg004G154830	127	AT2G18660.1	AT2G18660.1	orthologue	GO:0051428;GO:0005515;GO:0009505;GO:0009627;GO:0010230;GO:0048046;GO:0005576;GO:0005618	EG45-like domain containing protein 2 (Plant natriuretic peptide A) (AtEXPR3) (AtPNP-A) (Ath-ExpGamma-1.2)
Cg004G154840	142	AT2G18670.1	AT2G18670.1	orthologue	GO:0016567;GO:0071456;GO:0005575;GO:0003674;GO:0008270;GO:0016020;GO:0016740	RING-H2 finger protein ATL56 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL56)
Cg004G154850	315	AT2G18690.1	AT2G18690.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Expressed protein (Transmembrane protein);Transmembrane protein
Cg004G154860	318	AT2G18690.1	AT2G18690.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Expressed protein (Transmembrane protein);Transmembrane protein
Cg004G154890	871	AT2G18700.1	AT2G18700.1	orthologue	GO:0005992;GO:0005737;GO:0005739;GO:0016757;GO:0003824;GO:0004805;GO:0005829	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 11) (AtTPS11)
Cg004G154900	550	AT2G18710.1	AT2G18710.1	orthologue	GO:0010027;GO:0005048;GO:0009535;GO:0008320;GO:0009507;GO:0005515;GO:0006616;GO:0015031;GO:0016020	Preprotein translocase subunit SCY1, chloroplastic (CpSecY)
Cg004G154910	488	AT2G18730.1	AT2G18730.1	orthologue	GO:0005634;GO:0016020;GO:0004143;GO:0009506;GO:0046486;GO:0005515;GO:0035556;GO:0007200;GO:0005524;GO:0006952;GO:0016301;GO:0007165	Diacylglycerol kinase 3 (AtDGK3) (DAG kinase 3) (EC 2.7.1.107) (Diglyceride kinase 3) (DGK 3)
Cg004G154920	88	AT2G18740.1	AT2G18740.1	other	GO:0000387;GO:0008380;GO:0005634;GO:0005687;GO:0005686;GO:0043484;GO:0071011;GO:0005685;GO:0003674;GO:0034715;GO:0046540;GO:0048509;GO:0005682;GO:0005737;GO:0003723;GO:0005681;GO:0005829;GO:0000398	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E)
Cg004G154930	629	AT2G18750.1	AT2G18750.1	orthologue	GO:0080142;GO:0043565;GO:0005634;GO:0003700;GO:0005516;GO:0003677	Calmodulin-binding protein 60 C
Cg004G154940	1177	AT2G18760.3	AT2G18760.3	orthologue	GO:0005634;GO:0006974;GO:0140658;GO:0006283;GO:0010332;GO:0006281;GO:0003677;GO:0004386;GO:0005524;GO:0016787;GO:0008094	Chromatin remodeling 8;Protein CHROMATIN REMODELING 8 (AtCHR8) (AtCSB) (EC 3.6.4.-)
Cg004G154950	259	AT2G18770.2	AT2G18770.2	orthologue	GO:0045047;GO:0005047;GO:0005737;GO:0005785;GO:0005525;GO:0016787;GO:0005789;GO:0005794;GO:0015031;GO:0016192;GO:0003924;GO:0006886;GO:0034067;GO:0043001	Signal recognition particle receptor subunit beta
Cg004G154960	303	AT2G18800.1	AT2G18800.1	orthologue	GO:0016762;GO:0004553;GO:0080022;GO:0010411;GO:0042546;GO:0030247;GO:0042545;GO:0005576;GO:0048046;GO:0005975;GO:0005618;GO:0044042	Probable xyloglucan endotransglucosylase/hydrolase protein 21 (At-XTH21) (XTH-21) (EC 2.4.1.207)
Cg004G154970	283	AT2G18840.1	AT2G18840.1	orthologue	GO:0045489;GO:0005802;GO:0009826;GO:0052324;GO:0048364;GO:0099402;GO:0005515;GO:0051223;GO:0048766;GO:0032588;GO:0042803;GO:0005634;GO:0015774;GO:0005794;GO:0006888;GO:0015031;GO:0016020	Protein YIP4a (YPT/RAB GTPase-interacting protein 4a) (YIP4a)
Cg004G155030	544	AT2G18850.1	AT2G18850.1	orthologue	GO:0009507;GO:0016279;GO:0005634;GO:0005515;GO:0018026	At2g18850 (SET domain-containing protein);SET domain-containing protein
Cg004G155040	126					
Cg004G155050	321	AT1G80320.1	AT1G80320.1	orthologue	GO:0005737;GO:0016706;GO:0008150	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (Putative oxidoreductase; 24302-25416)
Cg004G155070	283	AT2G18860.1	AT2G18860.1	orthologue	GO:0005634;GO:0048193;GO:0003674;GO:0005739;GO:0005794;GO:0015031;GO:0016020;GO:0012505;GO:0016192	At2g18860 (Syntaxin/t-SNARE family protein);Syntaxin/t-SNARE family protein
Cg004G155100	379	AT2G18876.1	AT2G18876.1	orthologue	GO:0005875;GO:0005739;GO:0003674	Afadin/alpha-actinin-binding protein;Afadin/alpha-actinin-binding protein (At2g18870)
Cg004G155110	263	AT2G18870.1	AT2G18870.1	orthologue	GO:0040029;GO:0005515;GO:0005634;GO:0005576;GO:0010048;GO:0016020	Vernalization5/VIN3-like protein
Cg004G155120	455	AT2G18880.1	AT2G18880.1	orthologue	GO:0070417;GO:0010048;GO:0003674;GO:0040029;GO:0005575;GO:0009409;GO:0005634;GO:0008270	VIN3-like protein 3 (Vernalization5/VIN3-like protein 2)
Cg004G155130	80	AT2G18870.1	AT2G18870.1	orthologue	GO:0040029;GO:0005515;GO:0005634;GO:0005576;GO:0010048;GO:0016020	Vernalization5/VIN3-like protein
Cg004G155140	455	AT2G18880.1	AT2G18880.1	orthologue	GO:0070417;GO:0010048;GO:0003674;GO:0040029;GO:0005575;GO:0009409;GO:0005634;GO:0008270	VIN3-like protein 3 (Vernalization5/VIN3-like protein 2)
Cg004G155150	216	AT2G18880.1	AT2G18880.1	orthologue	GO:0070417;GO:0010048;GO:0003674;GO:0040029;GO:0005575;GO:0009409;GO:0005634;GO:0008270	VIN3-like protein 3 (Vernalization5/VIN3-like protein 2)
Cg004G155190	391	AT2G18890.1	AT2G18890.1	orthologue	GO:0005634;GO:0016310;GO:0006468;GO:0005739;GO:0003674;GO:0004674;GO:0005524;GO:0016301;GO:0004672	At2g18890 (Protein kinase superfamily protein);Protein kinase superfamily protein
