Conringia_planisiliqua	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CP1_g38016_DN2_SP0_c.t1	112	AT3G20650.1	AT3G20650.1	other	GO:0005634;GO:0004482;GO:0006370;GO:0003723;GO:0005845	mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase);mRNA cap guanine-N(7) methyltransferase 1 (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase 1) (mRNA cap methyltransferase 1)
CP1_g38017_DN2_SP0_c.t1	387	AT1G47730.1, AT1G48060.1	AT1G47730.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005739;GO:0005737;GO:0005515	F-box protein At1g48060;Putative F-box protein At1g47730
CP1_g38018_DN3_SP0_c.t1	135	AT1G51040.1	AT1G51040.1	orthologue	GO:0004430;GO:0046854;GO:0035091;GO:0007165;GO:0005575;GO:0016020;GO:0005737;GO:0005886;GO:0048015;GO:0052742	Phosphatidylinositol 4-kinase alpha 2 (PI4-kinase alpha 2) (PtdIns-4-kinase alpha 2) (EC 2.7.1.67) (Phosphatidylinositol 4-OH kinase alpha2) (AtPI4Kalpha2) (PI-4Kalpha2)
CP1_g38019_DN3_SP0_c.t1	520	AT1G47620.1	AT1G47620.1	orthologue	GO:0020037;GO:0005506;GO:0009507;GO:0008150;GO:0016705;GO:0004497;GO:0006629;GO:0016020	At1g47620 (Cytochrome P450, family 96, subfamily A, polypeptide 8) (F16N3.8 protein)
CP1_g38021_DN2_SP0_c.t1	112	AT1G50500.2	AT1G50500.2	other	GO:0000139;GO:0000938;GO:0006890;GO:0009408;GO:0005886;GO:0010286;GO:0042147;GO:0006970;GO:0005515;GO:0005794;GO:0007009;GO:0005739;GO:0005829;GO:0010008;GO:0015031	Membrane trafficking VPS53 family protein;Vacuolar protein sorting-associated protein 53 A (AtVPS53) (Protein HEAT-INTOLERANT 1)
CP1_g38022_DN2_SP0_c.t1	130	AT1G51055.1	AT1G51055.1	orthologue	GO:0003674;GO:0005634;GO:0008150	FBD-like domain family protein
CP1_g38023_DN3_SP0_c.t1	415	AT1G51055.1, AT1G50980.1	AT1G50980.1	other	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD-like domain family protein;Putative FBD-associated F-box protein At1g50980
CP1_g38024_DN3_SP1_c.t1	336	AT1G50960.1	AT1G50960.1	orthologue	GO:0009507;GO:0009685;GO:0009686;GO:0009651;GO:0045543;GO:0005515;GO:0046872	Gibberellin 2-beta-dioxygenase 7 (EC 1.14.11.13) (GA 2-oxidase 7) (Gibberellin 2-beta-hydroxylase 7) (Gibberellin 2-oxidase 7)
CP1_g38025_DN3_SP0_c.t1	186	AT3G20570.1	AT3G20570.1	other	GO:0005886;GO:0016020;GO:0009055;GO:0098552	Early nodulin-like protein 9 (AtENODL9) (Phytocyanin-like protein ENODL9) (Sieve elements-specific ENOD protein)
CP1_g38026_DN3_SP1_c.t1	483	AT1G50950.2	AT1G50950.2	orthologue	GO:0005783;GO:0030134;GO:0003674;GO:0016020	Protein disulfide-isomerase 5-like protein (DUF1692)
CP1_g38027_DN3_SP8_c.t1	362	AT1G50940.1	AT1G50940.1	orthologue	GO:0005739;GO:0050660;GO:0033539;GO:0009055;GO:0005507;GO:0005634;GO:0005759	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)
CP1_g38028_DN2_SP0_c.t1	777	AT1G50790.1, AT1G50820.2	AT1G50790.1	orthologue	GO:0003674;GO:0010073;GO:0009507;GO:0008483;GO:0048507	Aminotransferase-like, mobile domain protein;Plant mobile domain protein family
CP1_g38029_DN3_SP0_c.t1	194	AT1G50930.1	AT1G50930.1	orthologue	GO:0009825;GO:0010089;GO:0003674;GO:0005634;GO:0016301	Serine/Threonine-kinase;Vascular-related unknown protein 2
CP1_g38030_DN3_SP1_c.t1	458	AT1G50910.1	AT1G50910.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein;Uncharacterized protein At1g50910
CP1_g38031_DN3_SP5_c.t1	176	AT1G50900.1	AT1G50900.1	orthologue	GO:0009941;GO:0090391;GO:0006886;GO:0009507;GO:0009570;GO:0005515;GO:0009535	Protein LHCP TRANSLOCATION DEFECT (Protein GRANA-DEFICIENT CHLOROPLAST 1)
CP1_g38032_DN3_SP3_c.t1	808	AT1G50890.1	AT1G50890.1	orthologue	GO:0008017;GO:0010005;GO:0010031;GO:0055028;GO:0009826;GO:0009507;GO:0170002;GO:0005737;GO:0005874;GO:0007275	TORTIFOLIA1-like protein 1 (Microtubule-associated protein SPIRAL2-like)
CP1_g38033_DN1_SP0_c.t1	409	AT1G47730.1, AT1G47765.1, AT1G47790.1, AT1G48060.1, AT1G50870.1, AT1G59675.1, AT1G59690.1, AT3G10240.1, AT4G09190.1, AT5G18160.1	AT1G50870.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005739;GO:0005575;GO:0005737;GO:0005515	F-box associated ubiquitination effector family protein;F-box protein At1g48060;F-box protein At5g18160;Putative F-box protein At1g47730;Putative F-box protein At1g47765;Putative F-box protein At1g47790;Putative F-box protein At1g50870;Putative F-box protein At1g59675;Putative F-box protein At3g10240;Putative F-box protein At4g09190
CP1_g38034_DN3_SP4_c.t1	1048	AT1G50840.2	AT1G50840.2	orthologue	GO:0003887;GO:0008408;GO:0005515;GO:0006302;GO:0033259;GO:0006264;GO:0006261;GO:0009536;GO:0005634;GO:0009507;GO:0003677;GO:0005739;GO:0006281;GO:0006260;GO:0003676;GO:0006139	DNA polymerase I A, chloroplastic/mitochondrial (EC 2.7.7.7) (DNA polymerase PolI-like B) (AtPolI-like A) (Polymerase gamma 2) (POLGAMMA2);DNA-directed DNA polymerase (EC 2.7.7.7) (DNA polymerase PolI-like B)
CP1_g38035_DN2_SP0_c.t1	138	AT5G18510.1, AT1G50830.1	AT1G50830.1	other	GO:0003674;GO:0005634;GO:0010073;GO:0008483	Aminotransferase-like, plant mobile domain family protein
CP1_g38036_DN1_SP0_c.t1	80	AT5G18510.1, AT1G50830.1	AT1G50830.1	other	GO:0003674;GO:0005634;GO:0010073;GO:0008483	Aminotransferase-like, plant mobile domain family protein
CP1_g38037_DN3_SP0_c.t1	740	AT5G18510.1, AT1G50830.1	AT1G50830.1	other	GO:0003674;GO:0005634;GO:0010073;GO:0008483;GO:0048507	Aminotransferase-like, plant mobile domain family protein
CP1_g38038_DN3_SP5_c.t1	120	AT1G50740.1	AT1G50740.1	orthologue	GO:0071456;GO:0009706;GO:0015908;GO:0015245;GO:0005739;GO:0016020	Protein FATTY ACID EXPORT 5 (At-FAX5)
CP1_g38039_DN3_SP0_c.t1	116	AT1G50732.1	AT1G50732.1	orthologue	GO:0003674;GO:0005575;GO:0016020	Transmembrane protein
CP1_g38040_DN2_SP0_c.t1	105	AT1G47600.1	AT1G47600.1	other	GO:0009651;GO:0019137;GO:0008422;GO:0005975;GO:0005576;GO:0019760;GO:0019762;GO:0004553	Beta glucosidase 34;Myrosinase 4 (EC 3.2.1.147) (Beta-glucosidase 34) (AtBGLU34) (EC 3.2.1.21) (Sinigrinase 4) (Thioglucosidase 4)
CP1_g38041_DN3_SP0_c.t1	351	AT1G47600.1, AT1G51470.1	AT1G47600.1	orthologue	GO:0009651;GO:0008422;GO:0019762;GO:0019137;GO:0005576;GO:0005975;GO:0019760;GO:0004553	Beta glucosidase 34;Myrosinase 4 (EC 3.2.1.147) (Beta-glucosidase 34) (AtBGLU34) (EC 3.2.1.21) (Sinigrinase 4) (Thioglucosidase 4);Myrosinase 5 (EC 3.2.1.147) (Beta-glucosidase 35) (AtBGLU35) (EC 3.2.1.21) (Sinigrinase 5) (Thioglucosidase 5)
CP1_g38042_DN3_SP1_c.t1	486	AT1G47600.1, AT1G51470.1	AT1G47600.1	orthologue	GO:0009651;GO:0008422;GO:0019762;GO:0019137;GO:0005576;GO:0005975;GO:0019760;GO:0004553	Beta glucosidase 34;Myrosinase 4 (EC 3.2.1.147) (Beta-glucosidase 34) (AtBGLU34) (EC 3.2.1.21) (Sinigrinase 4) (Thioglucosidase 4);Myrosinase 5 (EC 3.2.1.147) (Beta-glucosidase 35) (AtBGLU35) (EC 3.2.1.21) (Sinigrinase 5) (Thioglucosidase 5)
CP1_g38043_DN3_SP1_c.t1	898	AT1G50730.1	AT1G50730.1	orthologue	GO:0005768;GO:0042147;GO:0003674;GO:0032456;GO:0030906;GO:0005829;GO:0015031	Uncharacterized protein
CP1_g38044_DN3_SP0_c.t1	152	AT1G50720.1	AT1G50720.1	orthologue	GO:0005576;GO:0008150;GO:0003674	Stigma-specific STIG1-like protein 3
CP1_g38045_DN3_SP8_c.t1	423	AT1G50710.1	AT1G50710.1	orthologue	GO:0051225;GO:0005876;GO:0070652;GO:0005515;GO:0051011;GO:0005634;GO:0009524;GO:0051301	AUGMIN subunit 4
CP1_g38046_DN3_SP5_c.t1	525	AT1G50700.2	AT1G50700.2	orthologue	GO:0004683;GO:0005886;GO:0004674;GO:0004672;GO:0009931;GO:0005516;GO:0005509;GO:0005634;GO:0005737;GO:0006468;GO:0035556;GO:0005524;GO:0106310;GO:0043226	Calcium-dependent protein kinase 33 (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
CP1_g38047_DN2_SP0_c.t1	338	AT1G50680.1	AT1G50680.1	other	GO:0006355;GO:0005634;GO:0003700;GO:0003677;GO:0009873	AP2/ERF and B3 domain-containing transcription factor At1g50680 (RAV1-like ethylene-responsive transcription factor At1g50680)
CP1_g38048_DN3_SP0_c.t1	358	AT1G50680.1	AT1G50680.1	other	GO:0006355;GO:0005634;GO:0003700;GO:0003677;GO:0009873	AP2/ERF and B3 domain-containing transcription factor At1g50680 (RAV1-like ethylene-responsive transcription factor At1g50680)
CP1_g38049_DN3_SP8_c.t1	208	AT1G50670.1	AT1G50670.1	orthologue	GO:0036503;GO:0010494;GO:0030968;GO:0004843;GO:0005515;GO:0005634;GO:0006508;GO:0005829;GO:0016579	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 2 (OTU domain-containing protein 2) (EC 3.4.19.12) (Deubiquitinating enzyme OTU2)
CP1_g38050_DN3_SP7_c.t1	734	AT1G50660.1	AT1G50660.1	orthologue	GO:0005737;GO:0003674	Actin cytoskeleton-regulatory complex pan-like protein (F11F12.2 protein)
CP1_g38051_DN2_SP0_c.t1	133	AT1G50650.1	AT1G50650.1	orthologue	GO:0048316;GO:0160062;GO:0009793;GO:0005576;GO:0003674;GO:0042335	Stigma-specific STIG1-like protein 4 (Protein KERBEROS)
CP1_g38053_DN3_SP0_c.t1	235	AT1G50640.1	AT1G50640.1	orthologue	GO:0010105;GO:0006355;GO:0003677;GO:0045892;GO:0005515;GO:0000976;GO:0005634;GO:0003700;GO:0006952;GO:0009873	Ethylene-responsive transcription factor 3 (AtERF3) (Ethylene-responsive element-binding factor 3) (EREBP-3)
CP1_g38054_DN3_SP8_c.t1	444	AT1G50630.1	AT1G50630.1	orthologue	GO:0005634;GO:0003674;GO:0016020	Extracellular ligand-gated ion channel protein (DUF3537);Extracellular ligand-gated ion channel protein (DUF3537) (F11F12.5 protein)
CP1_g38055_DN3_SP0_c.t1	671	AT1G50620.1	AT1G50620.1	orthologue	GO:0003674;GO:0005634;GO:0008270	RING/FYVE/PHD zinc finger superfamily protein
CP1_g38057_DN1_SP0_c.t1	64					
CP1_g38058_DN3_SP3_c.t1	687	AT1G50610.1	AT1G50610.1	orthologue	GO:0005515;GO:0080092;GO:0004674;GO:0005634;GO:0016301;GO:0005524;GO:0005886;GO:0106310;GO:0004672;GO:0006468	Pollen receptor-like kinase 5 (AtPRK5) (EC 2.7.11.1)
CP1_g38059_DN3_SP0_c.t1	534	AT1G50600.2	AT1G50600.2	orthologue	GO:0006355;GO:0003700;GO:0005515;GO:0005634;GO:0043565	Scarecrow-like 5;Scarecrow-like protein 5 (AtSCL5) (GRAS family protein 6) (AtGRAS-6)
CP1_g38060_DN3_SP8_c.t1	310	AT1G50590.1	AT1G50590.1	orthologue	GO:0005634;GO:0003674	Pirin-like protein At1g50590;RmlC-like cupins superfamily protein
CP1_g38061_DN3_SP2_c.t1	301	AT1G50575.1	AT1G50575.1	orthologue	GO:0009507;GO:0003674	Lysine decarboxylase family protein
CP1_g38062_DN2_SP0_c.t1	412	AT1G50570.1	AT1G50570.1	orthologue	GO:0005634;GO:0003674;GO:0008150	At1g50570 (Calcium-dependent lipid-binding (CaLB domain) family protein) (F11F12.11 protein);Lysine decarboxylase family protein
CP1_g38064_DN3_SP8_c.t1	342	AT1G50510.1	AT1G50510.1	orthologue	GO:0005777;GO:0030597;GO:0004730;GO:0008150;GO:0005737;GO:0009507;GO:0046872;GO:0016798	Pseudouridine-5'-phosphate glycosidase (PsiMP glycosidase) (EC 4.2.1.70) (Pseudouridine monophosphate glycosidase)
CP1_g38065_DN3_SP8_c.t1	824	AT1G50500.2	AT1G50500.2	orthologue	GO:0000139;GO:0000938;GO:0006890;GO:0009408;GO:0005886;GO:0010286;GO:0042147;GO:0006970;GO:0005515;GO:0005794;GO:0007009;GO:0005739;GO:0005829;GO:0010008;GO:0015031	Membrane trafficking VPS53 family protein;Vacuolar protein sorting-associated protein 53 A (AtVPS53) (Protein HEAT-INTOLERANT 1)
CP1_g38066_DN2_SP1_c.t1	623	AT1G02020.1	AT1G02020.1	orthologue	GO:0005634;GO:0016491;GO:0009507;GO:0005739	Nitroreductase family protein;Nitroreductase family protein (T7I23.2 protein)
CP1_g38067_DN3_SP8_c.t1	180	AT1G50490.1	AT1G50490.1	orthologue	GO:0061631;GO:0005634;GO:0031145;GO:0004842;GO:0000209;GO:0016567;GO:0030071;GO:0005524	Ubiquitin-conjugating enzyme E2 20 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 20) (Ubiquitin carrier protein 20)
CP1_g38068_DN3_SP8_c.t1	633	AT1G50480.1	AT1G50480.1	orthologue	GO:0004329;GO:0048046;GO:0005507;GO:0005829;GO:0005737;GO:0009507;GO:0035999;GO:0005634;GO:0005524	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (10-formyletrahydrofolate synthetase) (FHS) (FTHFS) (Formyltetrahydrofolate synthetase)
CP1_g38069_DN3_SP8_c.t1	498	AT1G50460.1	AT1G50460.1	orthologue	GO:0005741;GO:0005536;GO:0080147;GO:0005829;GO:0006970;GO:0005739;GO:0009651;GO:0019318;GO:0006096;GO:0005515;GO:0009507;GO:0001678;GO:0009409;GO:0004396;GO:0005524;GO:0005975;GO:0016773	Hexokinase-3 (EC 2.7.1.1) (Hexokinase-like 1);Phosphotransferase (EC 2.7.1.-)
CP1_g38070_DN3_SP5_c.t1	429	AT1G50450.1	AT1G50450.1	orthologue	GO:0009534;GO:0009507;GO:0005634	At1g50450/F11F12_20 (Saccharopine dehydrogenase)
CP1_g38071_DN3_SP8_c.t1	251	AT1G50440.1	AT1G50440.1	orthologue	GO:0005737;GO:0008270;GO:0016020	At1g50440 (F11F12.20 protein) (RING finger family protein) (RING/FYVE/PHD zinc finger superfamily protein);RING/FYVE/PHD zinc finger superfamily protein
CP1_g38072_DN3_SP8_c.t1	432	AT1G50430.1	AT1G50430.1	orthologue	GO:0005789;GO:0016126;GO:0005634;GO:0016132;GO:0005515;GO:0047598;GO:0016628;GO:0005794;GO:0006695;GO:0009826;GO:0016020;GO:0016627	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Protein DWARF 5) (Sterol Delta(7)-reductase);7-dehydrocholesterol reductase (EC 1.3.1.21) (Sterol Delta(7)-reductase)
CP1_g38073_DN3_SP0_c.t1	482	AT1G50420.1	AT1G50420.1	orthologue	GO:0005515;GO:0006355;GO:0009739;GO:0003700;GO:0005634;GO:0043565	Scarecrow-like protein 3 (AtSCL3) (GRAS family protein 5) (AtGRAS-5)
CP1_g38074_DN3_SP1_c.t1	957	AT1G50410.1	AT1G50410.1	orthologue	GO:0005634;GO:0006281;GO:0005515;GO:0080188;GO:0008094;GO:0140658;GO:0003677;GO:0004386;GO:0005524;GO:0008270;GO:0016787	Helicase-like transcription factor CHR28 (EC 3.6.4.-) (Protein CHROMATIN REMODELING 28) (Protein SNF2-RING-HELICASE-LIKE 2);SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein
CP1_g38075_DN3_SP0_c.t1	290	AT1G50400.1	AT1G50400.1	other	GO:0005739;GO:0005742;GO:0030150;GO:0008320;GO:0005741;GO:0006811;GO:0015288;GO:0046930;GO:0055085	Probable mitochondrial import receptor subunit TOM40-2 (Translocase of outer membrane 40 kDa subunit homolog 2)
CP1_g38076_DN3_SP7_c.t1	777	AT1G50380.2	AT1G50380.2	orthologue	GO:0003674;GO:0005634;GO:0005737;GO:0005829;GO:0004252;GO:0006508;GO:0008236	Prolyl endopeptidase (EC 3.4.21.-)
CP1_g38077_DN3_SP5_c.t1	352	AT1G50370.1	AT1G50370.1	orthologue	GO:0005515;GO:0004722;GO:0017018;GO:0005737;GO:0008270;GO:0016787	Phytochrome-associated serine/threonine-protein phosphatase 1 (AtFyPP1) (EC 3.1.3.16)
CP1_g38078_DN3_SP8_c.t1	1154	AT1G50360.1	AT1G50360.1	orthologue	GO:0016020;GO:0005737;GO:0051015;GO:0007015;GO:0000146;GO:0005829;GO:0030048;GO:0009506;GO:0003774;GO:0015629;GO:0003779;GO:0005516;GO:0005524;GO:0016459;GO:0005515	Myosin-3 (Myosin VIII A) (AtVIIIA)
CP1_g38079_DN3_SP0_c.t1	315	AT3G19950.2	AT3G19950.2	other	GO:0016567;GO:0005634;GO:0005737;GO:0061630;GO:0008270	E3 ubiquitin-protein ligase RING1-like (EC 2.3.2.27) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1-like);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
CP1_g38080_DN3_SP1_c.t1	181	AT1G50320.1	AT1G50320.1	orthologue	GO:0015035;GO:0008150;GO:0009570;GO:0005737;GO:0009507;GO:0008047;GO:0043085	Thioredoxin X, chloroplastic (AtTrxx)
CP1_g38081_DN3_SP8_c.t1	516	AT1G50310.1, AT3G19940.1	AT1G50310.1	orthologue	GO:0015144;GO:0008645;GO:0071333;GO:0015578;GO:0009679;GO:0005356;GO:0005354;GO:0005886;GO:0015749;GO:0009507;GO:0015145;GO:0015293;GO:0016020;GO:0022857;GO:0055085	Sugar transport protein 10 (AtSTP10) (D-glucose-H(+) symport protein STP10) (D-glucose-proton symporter STP10) (Hexose transporter 10);Sugar transport protein 9 (Hexose transporter 9);Sugar transporter 9
CP1_g38082_DN3_SP7_c.t1	383	AT1G50300.1	AT1G50300.1	orthologue	GO:0005634;GO:0003674;GO:0003723;GO:0008270;GO:0003676	TBP-associated factor 15;Transcription initiation factor TFIID subunit 15 (TBP-associated factor 15) (AtTAF15)
CP1_g38083_DN3_SP0_c.t1	418	AT1G50280.1	AT1G50280.1	orthologue	GO:0031463;GO:0016567;GO:0005515;GO:0009737;GO:0005634	BTB/POZ domain-containing protein At1g50280;Phototropic-responsive NPH3 family protein
CP1_g38084_DN3_SP0_c.t1	591	AT1G50270.1	AT1G50270.1	orthologue	GO:0005739;GO:0009451;GO:0003723;GO:0005515	Pentatricopeptide repeat-containing protein At1g50270
CP1_g38085_DN3_SP4_c.t1	561	AT3G19820.1	AT3G19820.1	orthologue	GO:0008202;GO:0016132;GO:0006694;GO:0003824;GO:0009826;GO:0000325;GO:0005634;GO:0071949;GO:0050614;GO:0005773;GO:0005516;GO:0005515;GO:0005737;GO:0009416;GO:0009808;GO:0009834;GO:0016628;GO:0005829;GO:0005783;GO:0016020;GO:0050660	Delta(24)-sterol reductase (EC 1.3.1.72) (Cell elongation protein DIMINUTO) (Cell elongation protein Dwarf1) (Protein CABBAGE1) (Protein ENHANCED VERY-LOW-FLUENCE RESPONSE 1)
CP1_g38086_DN3_SP7_c.t1	1327	AT1G50240.2	AT1G50240.2	orthologue	GO:0009558;GO:0004674;GO:0007112;GO:0000911;GO:0019894;GO:0005515;GO:0005634;GO:0009524;GO:0005737;GO:0005524;GO:0005856;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO)
CP1_g38087_DN3_SP8_c.t1	995	AT1G50200.2	AT1G50200.2	orthologue	GO:0002161;GO:0005739;GO:0005634;GO:0009507;GO:0006419;GO:0004813;GO:0000049;GO:0005524;GO:0008270;GO:0070143;GO:0004812;GO:0043039;GO:0000166;GO:0003676;GO:0005737	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
CP1_g38089_DN1_SP0_c.t1	65	AT1G80790.1	AT1G80790.1	other	GO:0080188;GO:0003674;GO:0005634	Factor of DNA methylation 5;XH/XS domain-containing protein
CP1_g38090_DN2_SP0_c.t1	63					
CP1_g38092_DN3_SP0_c.t1	226	AT1G50170.1	AT1G50170.1	orthologue	GO:0019354;GO:0042802;GO:0005515;GO:0009507;GO:0005576;GO:0051266;GO:0051536;GO:0006979;GO:0046872;GO:0051539;GO:0016829	Sirohydrochlorin ferrochelatase B;Sirohydrochlorin ferrochelatase, chloroplastic (AtSirB) (EC 4.99.1.4)
CP1_g38093_DN3_SP7_c.t1	1002	AT1G50140.1	AT1G50140.1	orthologue	GO:0005741;GO:0005524;GO:0016887	P-loop containing nucleoside triphosphate hydrolases superfamily protein
CP1_g38094_DN3_SP0_c.t1	63					
CP1_g38095_DN3_SP3_c.t1	534	AT1G50120.2	AT1G50120.2	orthologue	GO:0031985;GO:0000139;GO:0034066;GO:0042147;GO:0005634;GO:0003674;GO:0090406;GO:0005829;GO:0009860	Immunoglobulin
CP1_g38096_DN3_SP6_c.t1	360	AT1G50110.1	AT1G50110.1	other	GO:0071267;GO:0033506;GO:0010326;GO:0009097;GO:0009099;GO:0052654;GO:0009507;GO:0052656;GO:0009098;GO:0005829;GO:0005737;GO:0004084;GO:0052655;GO:0008652;GO:0009082;GO:0003824;GO:0009081	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42);Branched-chain-amino-acid aminotransferase 6 (Atbcat-6) (EC 2.6.1.42)
CP1_g38097_DN3_SP1_c.t1	164	AT1G50060.1, AT1G50050.1	AT1G50060.1	orthologue	GO:0005576;GO:0005615;GO:0008150;GO:0003674;GO:0098542	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein;CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein (F2J10.7 protein);Pathogenesis-related protein 1
CP1_g38098_DN3_SP0_c.t1	493	AT1G51890.2	AT1G51890.2	other	GO:0042742;GO:0006468;GO:0004672;GO:0005515;GO:0044024;GO:0004674;GO:0005634;GO:0016301;GO:0005524;GO:0016020;GO:0005886;GO:0106310	Leucine-rich repeat protein kinase family protein;Probable LRR receptor-like protein kinase At1g51890 (EC 2.7.11.1)
CP1_g38099_DN3_SP0_c.t1	442	AT1G50040.1	AT1G50040.1	orthologue	GO:0005634;GO:0003674	F2J10.8 protein (Formin-like protein, putative (DUF1005))
CP1_g38101_DN3_SP8_c.t1	2481	AT1G50030.1	AT1G50030.1	orthologue	GO:0010116;GO:0010929;GO:1900459;GO:0042802;GO:0016242;GO:0009303;GO:0009791;GO:0009793;GO:0016303;GO:0030307;GO:0040019;GO:0009615;GO:0010507;GO:0005634;GO:0005886;GO:0031929;GO:1902661;GO:0004674;GO:0005515;GO:2000234;GO:1901355;GO:0016311;GO:0005737;GO:0009745;GO:0045893;GO:0050687;GO:0000976;GO:0009733;GO:0005840;GO:0004672;GO:0044877;GO:0038201;GO:0009630;GO:0005524;GO:0006952;GO:0009688;GO:0009734;GO:0009742;GO:0106310;GO:0080090;GO:0016301;GO:0031931;GO:0031932	Serine/threonine-protein kinase TOR (EC 2.7.11.1);Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)
CP1_g38102_DN3_SP4_c.t1	212	AT1G50020.1	AT1G50020.1	orthologue	GO:0009535;GO:0009507;GO:0003674	F2J10.10 protein (Tubulin alpha-6 chain)
CP1_g38103_DN3_SP7_c.t1	450	AT4G14960.2, AT1G04820.1, AT1G50010.1	AT1G50010.1	orthologue	GO:0005576;GO:0000325;GO:0009505;GO:0071258;GO:0007017;GO:0005634;GO:0005886;GO:0003729;GO:0005829;GO:0045298;GO:0009570;GO:0005200;GO:0005773;GO:0005515;GO:0005737;GO:0005730;GO:0005525;GO:0005874;GO:0000226;GO:0009506;GO:0000278;GO:0016787;GO:0046872	Tubulin alpha chain;Tubulin alpha-2 chain (EC 3.6.5.-);Tubulin alpha-4 chain (EC 3.6.5.-);Tubulin alpha-6 chain (EC 3.6.5.-)
CP1_g38104_DN3_SP7_c.t1	450	AT4G14960.2, AT1G04820.1, AT1G50010.1	AT1G50010.1	orthologue	GO:0005576;GO:0000325;GO:0009505;GO:0071258;GO:0007017;GO:0005634;GO:0005886;GO:0003729;GO:0005829;GO:0045298;GO:0009570;GO:0005200;GO:0005773;GO:0005515;GO:0005737;GO:0005730;GO:0005525;GO:0005874;GO:0000226;GO:0009506;GO:0000278;GO:0016787;GO:0046872	Tubulin alpha chain;Tubulin alpha-2 chain (EC 3.6.5.-);Tubulin alpha-4 chain (EC 3.6.5.-);Tubulin alpha-6 chain (EC 3.6.5.-)
CP1_g38105_DN3_SP8_c.t1	297	AT1G50000.1	AT1G50000.1	orthologue	GO:0070042;GO:0009507;GO:0070475;GO:0005737;GO:0006364;GO:0008168;GO:0032259	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193);Methyltransferase
CP1_g38106_DN2_SP0_c.t1	419	AT1G49990.1	AT1G49990.1	orthologue	GO:0031146;GO:0004842;GO:0005575;;GO:0005515	F-box protein At1g49990
CP1_g38107_DN3_SP8_c.t1	965	AT1G49980.1	AT1G49980.1	orthologue	GO:0009507;GO:0006281;GO:0042276;GO:0003887;GO:0005737;GO:0003697;GO:0005634;GO:0003684;GO:0006260;GO:0008270	DNA polymerase kappa (AtPOLK) (EC 2.7.7.7);DNA polymerase kappa (EC 2.7.7.7)
CP1_g38108_DN2_SP3_c.t1	129	AT1G49975.1	AT1G49975.1	orthologue	GO:0009507;GO:0003674	At1g49975 (Photosystem I reaction center subunit N)
CP1_g38109_DN3_SP8_c.t1	388	AT1G49970.1	AT1G49970.1	orthologue	GO:0006396;GO:0006515;GO:0003723;GO:0006364;GO:0009570;GO:0009507;GO:0051117;GO:0009658;GO:0009534;GO:0009840;GO:0004176;GO:0004252;GO:0009368;GO:0005634;GO:0009532;GO:0009941;GO:0006508	ATP-dependent Clp protease proteolytic subunit-related protein 1, chloroplastic (ClpR1) (Protein SUPPRESSOR OF VARIEGATION 2) (nClpP5)
CP1_g38110_DN3_SP8_c.t1	526	AT1G49960.1	AT1G49960.1	orthologue	GO:0022857;GO:0005575;GO:0055085;GO:0016020	Nucleobase-ascorbate transporter 4 (AtNAT4) (AtPER)
CP1_g38111_DN3_SP0_c.t1	322	AT1G49950.1	AT1G49950.1	orthologue	GO:0006357;GO:0005634;GO:0006334;GO:0000786;GO:0005515;GO:0003700;GO:0000976;GO:0005730;GO:1990841;GO:0042803;GO:0032991;GO:0000785;GO:0003691;GO:0003677	Telomere repeat-binding factor 1 (AtTRB1) (MYB transcription factor)
