Aethionema_saxatile	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
As005G109320	1369	AT5G04240.1	AT5G04240.1	orthologue	GO:0005634;GO:0005515;GO:0040029;GO:0048579;GO:0071558;GO:0010219;GO:0010628;GO:0048577;GO:0010468;GO:0009826;GO:0034647;GO:0006338;GO:0006355;GO:0009741;GO:0000785;GO:0008270;GO:0032452	Lysine-specific demethylase ELF6 (EC 1.14.11.-) (Early flowering 6) (Jumonji domain-containing protein 11) (AtJMJ11) (Protein JUMONJI 11) (Lysine-specific histone demethylase ELF6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ11)
As005G109340	352	AT5G04250.1	AT5G04250.1	orthologue	GO:0005737;GO:0004843;GO:0006508;GO:0016579	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 9 (OTU domain-containing protein 9) (EC 3.4.19.12) (Deubiquitinating enzyme OTU9)
As005G109350	193	AT5G04260.1	AT5G04260.1	orthologue	GO:0045454;GO:0009570;GO:0009507;GO:0003674	Thioredoxin-like 3-2, chloroplastic (Thioredoxin WCRKC-2)
As005G109360	270	AT5G04270.1	AT5G04270.1	orthologue	GO:0006612;GO:0019706;GO:0005783;GO:0005576;GO:0005794;GO:0005789;GO:0030659;GO:0012505;GO:0016020;GO:0016409	Probable protein S-acyltransferase 15 (EC 2.3.1.225) (Probable palmitoyltransferase At5g04270) (Zinc finger DHHC domain-containing protein At5g04270);S-acyltransferase (EC 2.3.1.225) (Palmitoyltransferase)
As005G109380	113					
As005G109390	627	AT3G10370.1	AT3G10370.1	other	GO:0004368;GO:0006127;GO:0019563;GO:0005739;GO:0006072;GO:0005829;GO:0005743	Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial (EC 1.1.5.3) (Protein SUGAR-DEPENDENT 6)
As005G109400	309	AT5G04280.1	AT5G04280.1	orthologue	GO:0009414;GO:0009409;GO:0003723;GO:0003729;GO:0045892;GO:0005634;GO:0048026;GO:0003682;GO:0031490;GO:0008270;GO:0005886;GO:0003676;GO:0005730	AT5G04280 protein (RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein);Glycine-rich RNA-binding protein RZ1C (AtRZ-1C)
As005G109420	1315	AT5G04290.1	AT5G04290.1	orthologue	GO:0031507;GO:0006357;GO:0005634;GO:0080188;GO:0030422;GO:0003682;GO:0005515;GO:0003723;GO:0032784;GO:0032044;GO:0003729;GO:0006368;GO:0006354;GO:0005654;GO:0003677	Kow domain-containing transcription factor 1;Protein RNA-directed DNA methylation 3 (KOW domain-containing transcription factor 1) (Protein SPT5-like)
As005G109430	505	AT5G04310.1	AT5G04310.1	orthologue	GO:0016020;GO:0005576;GO:0030570;GO:0009664;GO:0010118;GO:0045490;GO:0046872	Pectate lyase (EC 4.2.2.2)
As005G109460	518	AT5G04330.1	AT5G04330.1	orthologue	GO:0005739;GO:0005506;GO:0004497;GO:0016705;GO:0020037;GO:0016020	Cytochrome P450 84A4 (EC 1.14.-.-)
As005G109480	710	AT5G26150.2	AT5G26150.2	orthologue	GO:0005634;GO:0004672;GO:0006468;GO:0016310;GO:0005524	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
As005G109490	123					
As005G109500	91					
As005G109510	303	AT1G34440.1, AT1G43730.1, AT2G02520.1, AT3G25727.1, AT3G27590.1, AT4G04650.1, AT4G05095.1, AT5G16486.1, AT5G28615.1	AT4G04650.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005739;GO:0009409;GO:0010319;GO:0003964;GO:0016020	AT4g04650 protein (RNA-directed DNA polymerase (Reverse transcriptase)-related family protein) (T19J18.5 protein);Non-LTR retrolelement reverse transcriptase;Putative non-LTR retroelement reverse transcriptase (RNA-directed DNA polymerase (Reverse transcriptase)-related family protein);Reverse transcriptase family protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;Transmembrane protein
As005G109560	149	AT5G26170.1	AT5G26170.1	orthologue	GO:0006355;GO:0009867;GO:0050832;GO:0003700;GO:0005634;GO:0043565	Probable WRKY transcription factor 50 (WRKY DNA-binding protein 50)
As005G109570	495	AT5G26180.1	AT5G26180.1	orthologue	GO:0001510;GO:0005730;GO:0005634;GO:0070475;GO:0008173;GO:0003729;GO:0006364;GO:0008168	25S rRNA (cytosine-C(5))-methyltransferase NSUN5 (EC 2.1.1.-) (tRNA methyltransferase 4h) (AtTRM4h)
As005G109610	83					
As005G109620	68					
As005G109640	77					
As005G109650	341	AT5G26200.1	AT5G26200.1	orthologue	GO:0055085;GO:0003674;GO:0009507;GO:0016020	AT5g26200/T19G15_50 (Mitochondrial substrate carrier family protein)
As005G109660	84					
As005G109690	212	AT5G26220.1	AT5G26220.1	orthologue	GO:0006751;GO:0046686;GO:0061928;GO:0010288;GO:0003839;GO:0005737	ChaC-like family protein;Gamma-glutamylcyclotransferase 2-1 (AtGGCT2;1) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;1)
As005G109710	132	AT1G28815.1	AT1G28815.1	orthologue	GO:0005634;GO:0003674	F1K23.7
As005G109720	339	AT5G19530.1	AT5G19530.1	other	GO:0005737;GO:0010487;GO:0010087;GO:0048759;GO:0009926;GO:0005634;GO:0009826;GO:0006596;GO:0016768;GO:0003824	Thermospermine synthase ACAULIS5 (EC 2.5.1.79)
As005G109730	739	AT5G19520.1	AT5G19520.1	orthologue	GO:0006820;GO:0005634;GO:0050982;GO:0005886;GO:0008381;GO:0005509;GO:0016020;GO:0055085	Mechanosensitive ion channel protein 9 (Mechanosensitive channel of small conductance-like 9) (MscS-Like protein 9) (AtMSL9)
As005G109740	83	AT4G38220.2	AT4G38220.2	other	GO:0005886;GO:0004046;GO:0000325;GO:0005737;GO:0006520;GO:0099503;GO:0010043;GO:0005794;GO:0005783;GO:0046872	N-acyl-aliphatic-L-amino acid amidohydrolase (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase)
As005G109750	103					
As005G109760	399	AT2G06420.1	AT2G06420.1	other	GO:0008150;GO:0003674;GO:0005739	En/Spm-like transposon, putative (DUF1985)
As005G109770	737	AT5G19520.1	AT5G19520.1	orthologue	GO:0006820;GO:0005634;GO:0050982;GO:0005886;GO:0008381;GO:0016020;GO:0055085	Mechanosensitive ion channel protein 9 (Mechanosensitive channel of small conductance-like 9) (MscS-Like protein 9) (AtMSL9)
As005G109810	734	AT5G19520.1	AT5G19520.1	orthologue	GO:0006820;GO:0005634;GO:0050982;GO:0005886;GO:0008381;GO:0016020;GO:0055085	Mechanosensitive ion channel protein 9 (Mechanosensitive channel of small conductance-like 9) (MscS-Like protein 9) (AtMSL9)
As005G109820	109					
As005G109830	224	AT5G19510.1, AT5G12110.1	AT5G12110.1	orthologue	GO:0005829;GO:0005853;GO:0005737;GO:0006414;GO:0009536;GO:0005085;GO:0009506;GO:0005773;GO:0010494;GO:0048046;GO:0003746;GO:0005886	Elongation factor 1-beta 1 (EF-1-beta 1) (Elongation factor 1-beta' 1) (EF-1-beta' 1) (Elongation factor 1B-alpha 1) (eEF-1B alpha 1);Elongation factor 1-beta 2 (EF-1-beta 2) (Elongation factor 1-beta' 2) (EF-1-beta' 2) (Elongation factor 1B-alpha 2) (eEF-1B alpha 2)
As005G109840	497	AT5G19500.1	AT5G19500.1	orthologue	GO:0003333;GO:0009706;GO:0009507;GO:0003674;GO:0005886	At5g19500 (Tryptophan/tyrosine permease)
As005G109880	458	AT5G19485.1	AT5G19485.1	orthologue	GO:0032045;GO:0002183;GO:0003743;GO:0005851;GO:0005085;GO:0005737;GO:0005829;GO:0016740;GO:0009058	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)
As005G109890	526	AT5G19360.1	AT5G19360.1	orthologue	GO:0004683;GO:0080092;GO:0005516;GO:0005509;GO:0004672;GO:0009931;GO:0005737;GO:0035556;GO:0005634;GO:0005886;GO:0004674;GO:0005524;GO:0106310;GO:0006468	Calcium-dependent protein kinase 34 (EC 2.7.11.1)
As005G109900	293	AT5G19370.1	AT5G19370.1	orthologue	GO:0009507;GO:0003755	Rhodanese-like/PpiC domain-containing protein 12, chloroplastic (Sulfurtransferase 12) (AtStr12)
As005G109910	1033	AT5G19400.1	AT5G19400.1	orthologue	GO:0005634;GO:0005515;GO:0090306;GO:0070034;GO:0000184;GO:0000932;GO:0051321;GO:0042162;GO:0005697;GO:0006952;GO:0012501;GO:0031347	Nonsense-mediated mRNA decay factor SMG7 (Protein SMG7) (SMG7 homolog);Telomerase activating protein Est1
As005G109920	869	AT5G19390.1	AT5G19390.1	orthologue	GO:0005096;GO:0005515;GO:0009535;GO:0009574;GO:0009507;GO:0009920;GO:0005737;GO:0007165;GO:0005886;GO:0035091	Rho GTPase activation protein (RhoGAP) with PH domain-containing protein;Rho GTPase-activating protein 7 (Rho-type GTPase-activating protein 7)
As005G109930	132					
As005G109950	449	AT5G19380.2	AT5G19380.2	orthologue	GO:0009536;GO:0034635;GO:0002229;GO:0046686;GO:0003674;GO:0016020;GO:0031969	CRT (Chloroquine-resistance transporter)-like transporter 1;Protein CLT1, chloroplastic (CRT-like transporter 1) (Chloroquine-resistance transporter-like transporter 1)
As005G109960	68					
As005G109970	122				GO:0008270	
As005G109990	779	AT5G19690.1	AT5G19690.1	orthologue	GO:0047484;GO:0009536;GO:0009651;GO:0004579;GO:0006486;GO:0009507;GO:0004576;GO:0005783;GO:0005789;GO:0046872;GO:0016020;GO:0009101	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (Integral membrane protein 1) (Protein STAUROSPORIN AND TEMPERATURE SENSITIVE 3-LIKE A);dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)
As005G110010	76					
As005G110060	503	AT5G19700.1	AT5G19700.1	other	GO:1990961;GO:0016020;GO:0042910;GO:0005770;GO:0010015;GO:0022857;GO:0010150;GO:0060586;GO:0015297;GO:0031902;GO:0055085	Protein DETOXIFICATION 52 (AtDTX52) (Multidrug and toxic compound extrusion protein 52) (MATE protein 52) (Protein ABNORMAL SHOOT 3-like 2)
As005G110070	318	AT5G19680.1	AT5G19680.1	orthologue	GO:0005634;GO:0005515;GO:0005737;GO:0009738;GO:0034504;GO:0004864	Protein phosphatase 1 regulatory inhibitor subunit PPP1R7 homolog
As005G110090	116					
As005G110100	541	AT5G26000.1, AT5G25980.2, AT5G48375.1	AT5G25980.2	other	GO:0005576;GO:0019762;GO:0019137;GO:0009507;GO:0002213;GO:0009737;GO:0022626;GO:0005777;GO:0009625;GO:0009579;GO:0048046;GO:0099503;GO:0008422;GO:0000325;GO:0009536;GO:0010119;GO:0005975;GO:0009506;GO:0009738;GO:0046872;GO:0004553	Myrosinase 1 (EC 3.2.1.147) (Beta-glucosidase 38) (AtBGLU38) (EC 3.2.1.21) (Sinigrinase 1) (Thioglucosidase 1);Myrosinase 2 (EC 3.2.1.147) (Beta-glucosidase 37) (AtBGLU37) (Sinigrinase 2) (Thioglucosidase 2);Putative myrosinase 3 (EC 3.2.1.147) (Beta-glucosidase 39) (AtBGLU39) (Sinigrinase 3) (Thioglucosidase 3)
As005G110110	107					
As005G110150	618	AT5G19670.1	AT5G19670.1	orthologue	GO:0006486;GO:0003674;GO:0005634;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein (Glycosyltransferase)
As005G110170	133	AT4G14760.1	AT4G14760.1	other	GO:0051015;GO:0003779;GO:0005886;GO:0005634;GO:0016020	Protein NETWORKED 1B
As005G110180	588	AT5G19580.1, AT1G67290.1	AT5G19580.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0004031	Aldehyde oxidase GLOX1 (EC 1.2.3.1) (Glyoxal oxidase 1);Glyoxal oxidase-related protein
As005G110190	151	AT5G19590.1	AT5G19590.1	orthologue	GO:0009507;GO:0008150;GO:0003674	At5g19590
As005G110200	105					
As005G110210	115	AT5G19600.1	AT5G19600.1	other	GO:0009507;GO:0008271;GO:0015116;GO:0005886;GO:0015293;GO:0016020;GO:0055085	Probable sulfate transporter 3.5
As005G110220	133	AT5G19600.1	AT5G19600.1	other	GO:0009507;GO:0008271;GO:0015116;GO:0005886;GO:0015293;GO:0016020;GO:0055085	Probable sulfate transporter 3.5
As005G110230	634	AT5G19600.1	AT5G19600.1	orthologue	GO:0009507;GO:0008271;GO:0015116;GO:0005886;GO:0015293;GO:0016020;GO:1902358;GO:0055085	Probable sulfate transporter 3.5
As005G110340	95					
As005G110350	405	AT5G19550.1, AT1G62800.2	AT5G19550.1	orthologue	GO:0005507;GO:0071456;GO:0006531;GO:0030170;GO:0009536;GO:0009506;GO:0004069;GO:0005886;GO:0005739;GO:0006103;GO:0009505;GO:0006536;GO:0000325;GO:0005737;GO:0009058;GO:0005829;GO:0006520;GO:0009507;GO:0005634;GO:0008483;GO:0003824	Aspartate aminotransferase (EC 2.6.1.1);Aspartate aminotransferase, cytoplasmic isozyme 1 (EC 2.6.1.1) (Transaminase A);Aspartate aminotransferase, cytoplasmic isozyme 2 (EC 2.6.1.1) (Transaminase A)
As005G110370	279					
As005G110380	126					
As005G110390	521	AT5G19560.4	AT5G19560.4	orthologue	GO:0005634;GO:0005886;GO:0005739;GO:0005085;GO:0016324	Rop guanine nucleotide exchange factor 10 (AtRopGEF10) (Rho of plants guanine nucleotide exchange factor 10);ROP uanine nucleotide exchange factor 10
As005G110400	399	AT5G19970.1	AT5G19970.1	orthologue	GO:0031146;GO:0004842;GO:0005739;GO:0005634;GO:0005515	GRAS family transcription factor family protein
As005G110410	139					
As005G110420	595	AT5G19640.1	AT5G19640.1	orthologue	GO:0055085;GO:0005737;GO:0022857;GO:0016020;GO:0005886	Protein NRT1/ PTR FAMILY 7.1 (AtNPF7.1)
As005G110430	97					
As005G110440	74					
As005G110450	125					
As005G110460	208	AT5G19650.1	AT5G19650.1	orthologue	GO:0005634;GO:0005515;GO:0045892	Transcription repressor OFP8 (Ovate family protein 8) (AtOFP8)
As005G110480	79					
As005G110490	111					
As005G110500	71					
As005G110520	105	AT5G20100.1	AT5G20100.1	orthologue	GO:0005886;GO:0008150;GO:0003674	Plant/protein
As005G110530	115					
As005G110550	76					
As005G110560	221				GO:0003676	
As005G110580	731	AT5G19620.1	AT5G19620.1	orthologue	GO:0009793;GO:0009536;GO:0009941;GO:0005515;GO:0009507;GO:0009658;GO:0016020;GO:0009707;GO:0019867	Outer envelope protein 80, chloroplastic (Chloroplastic outer envelope protein of 80 kDa) (AtOEP80) (Protein TOC75-V) (AtToc75-V)
As005G110590	74	AT2G16770.1	AT2G16770.1	orthologue	GO:0003677;GO:0000978;GO:0006357;GO:0000981;GO:0006351;GO:0003700;GO:0005515;GO:0006355;GO:0005634;GO:0010043;GO:0071294	Basic leucine zipper 23 (AtbZIP23) (bZIP protein 23)
As005G110600	84					
As005G110610	384	AT5G19730.1	AT5G19730.1	orthologue	GO:0009507;GO:0009505;GO:0045490;GO:0010588;GO:0030599;GO:0042545;GO:0009737;GO:0048046;GO:0009408;GO:0005737;GO:0005576;GO:0052689	Probable pectinesterase 53 (PE 53) (EC 3.1.1.11) (Pectin methylesterase 53) (AtPME53)
As005G110630	331	AT5G19880.1	AT5G19880.1	orthologue	GO:0006979;GO:0140825;GO:0005576;GO:0020037;GO:0042744;GO:0046872;GO:0004601	Peroxidase 58 (Atperox P58) (EC 1.11.1.7) (ATP42)
As005G110640	140					
As005G110650	343	AT5G19960.1	AT5G19960.1	orthologue	GO:0005634;GO:0003729;GO:0005739;GO:0003723;GO:0003676	Glycine-rich RNA-binding protein, putative (RNA-binding (RRM/RBD/RNP motifs) family protein);RNA-binding (RRM/RBD/RNP motifs) family protein
As005G110660	1116	AT5G19820.1	AT5G19820.1	orthologue	GO:0005515;GO:0005737;GO:0008139;GO:0090069;GO:0061608;GO:0006606;GO:0005634;GO:0009505;GO:0009536;GO:0009793;GO:0048229	ARM repeat superfamily protein
As005G110670	266	AT5G19790.1	AT5G19790.1	orthologue	GO:0000302;GO:0003700;GO:0035865;GO:0006355;GO:0009723;GO:0048528;GO:0003677;GO:0005634;GO:0043565;GO:0009873	Ethylene-responsive transcription factor RAP2-11 (Protein RELATED TO APETALA2 11)
As005G110680	169					
As005G110700	299	AT5G19760.1	AT5G19760.1	orthologue	GO:0005739;GO:0035674;GO:0009941;GO:0015142;GO:0006835;GO:0017077;GO:0009506;GO:0022857;GO:0000325;GO:0009505;GO:0009536;GO:0005310;GO:0005743	Mitochondrial dicarboxylate/tricarboxylate transporter DTC (Dicarboxylate/tricarboxylate carrier)
As005G110730	78					
As005G110750	208	AT5G20110.1	AT5G20110.1	orthologue	GO:0030286;GO:0045505;GO:0009507;GO:0005868;GO:0007017;GO:0005737	At5g20110 (Dynein light chain type 1 family protein);Dynein light chain type 1 family protein
As005G110780	850	AT5G20250.4	AT5G20250.4	orthologue	GO:0071456;GO:0006979;GO:0005737;GO:0047274;GO:0009409;GO:0009506;GO:0009507;GO:0003729;GO:0005829	galactinol--sucrose galactosyltransferase (EC 2.4.1.82);Probable galactinol--sucrose galactosyltransferase 6 (EC 2.4.1.82) (Protein DARK INDUCIBLE 10) (Raffinose synthase 6)
As005G110830	148					
As005G110840	177					
As005G110860	172					
As005G110870	71	AT3G42170.1	AT3G42170.1	other	GO:0046983;GO:0003677;GO:0005515;GO:0005829;GO:0009791;GO:0005634;GO:0008270	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER;Zinc finger BED domain-containing protein DAYSLEEPER (Transposase-like protein DAYSLEEPER)
As005G110880	208	AT5G20240.1	AT5G20240.1	orthologue	GO:0000976;GO:0010093;GO:0006357;GO:0005515;GO:0045944;GO:0000977;GO:0003677;GO:0003700;GO:0000978;GO:0005634;GO:0046983;GO:0005737;GO:0000981;GO:0030154;GO:0006355	Floral homeotic protein PISTILLATA (Transcription factor PI);K-box region and MADS-box transcription factor family protein
As005G110890	207	AT5G20230.1	AT5G20230.1	orthologue	GO:0071456;GO:0000325;GO:0002239;GO:1901141;GO:0009536;GO:0005886;GO:0070417;GO:0016020;GO:0009055;GO:0009611;GO:0005576;GO:0005515;GO:0006979;GO:0009646;GO:0015690;GO:0046872;GO:0098552	Blue copper protein (Blue copper-binding protein) (AtBCB) (Phytocyanin 1) (Stellacyanin)
As005G110900	125	ATMG00750.1	ATMG00750.1	other	GO:0005739;GO:0003674;GO:0008150	Uncharacterized mitochondrial protein AtMg00750 (ORF119)
As005G110910	378					
As005G110920	410	AT5G20220.4	AT5G20220.4	orthologue	GO:2000767;GO:0003676;GO:0005634;GO:0008270;GO:0003729;GO:0003727;GO:0005737;GO:0045182	Zinc knuckle (CCHC-type) family protein
As005G110940	173					
As005G110960	731	AT5G20200.1	AT5G20200.1	orthologue	GO:0005515;GO:0005634;GO:0071763;GO:0005635	Nucleoporin-like protein
As005G110970	163	AT2G07800.1	AT2G07800.1	other	GO:0005575;GO:0008150;GO:0003674;;GO:0008270	Transmembrane protein
As005G110990	117	AT5G27950.1	AT5G27950.1	other	GO:0003777;GO:0005524;GO:0008017;GO:0005634;GO:0005871;GO:0005737;GO:0007018;GO:0016887;GO:0005874;GO:0016787;GO:0007017;GO:0015630	Kinesin-like protein KIN-14U;P-loop containing nucleoside triphosphate hydrolases superfamily protein
As005G111020	107					
As005G111040	487	AT1G40390.1, AT1G43760.1	AT5G19550.1	other	GO:0005575;GO:0003674;GO:0008150;GO:0005634	DNAse I-like superfamily protein
As005G111070	296	AT5G20190.1	AT5G20190.1	orthologue	GO:0003674;GO:0009507;;GO:0005515	Tetratricopeptide repeat (TPR)-like superfamily protein
As005G111080	708	AT5G20360.1	AT5G20360.1	orthologue	GO:0009507;GO:0003674;GO:0005737;;GO:0005515	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein;Protein PHOX3
As005G111120	163	AT5G20370.1	AT5G20370.1	orthologue	GO:0005515;GO:0005739;GO:0000049;GO:0008150	Serine-rich protein-like protein
As005G111130	524	AT5G20380.2	AT5G20380.2	orthologue	GO:0009536;GO:0055085;GO:0006952;GO:0009507;GO:0005315;GO:0031969;GO:0022857	Phosphate transporter 45;Probable anion transporter 6, chloroplastic (Phosphate transporter PHT4;5)
As005G111140	346	AT5G54000.2	AT5G54000.2	orthologue	GO:0005737;GO:0003674;GO:0005575;GO:0008150;GO:0016491;GO:0046872;GO:0051213	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (Ethylene-forming-enzyme-like dioxygenase) (Oxidoreductase)
As005G111150	127					
As005G111170	69					
As005G111180	123	AT5G19875.1	AT5G19875.1	orthologue	GO:0005739;GO:0006979;GO:0003674;GO:0016020	At5g19875 (Transmembrane protein)
As005G111200	1047	AT5G20280.1	AT5G20280.1	orthologue	GO:0005886;GO:0005634;GO:0005986;GO:0016757;GO:0009506;GO:0071836;GO:0046524;GO:0016157;GO:0005985	Sucrose-phosphate synthase 1 (EC 2.4.1.14) (Sucrose-phosphate synthase 1F) (AtSPS1F) (Sucrose-phosphate synthase 5.1) (AtSPS5.1) (UDP-glucose-fructose-phosphate glucosyltransferase)
As005G111210	330	AT5G20270.1	AT5G20270.1	orthologue	GO:0009788;GO:0009651;GO:0009725;GO:0005634;GO:0038023;GO:0009744;GO:0016020	Heptahelical transmembrane protein 1 (PAQR family protein HHP1)
As005G111230	306	AT2G06105.1	AT2G06105.1	other	GO:0008150;GO:0005739;GO:0003674;GO:0006508;GO:0008233	Aspartyl protease gag-polyprotein
As005G111240	110					
As005G111250	188	AT5G20120.1	AT5G20120.1	orthologue	GO:0008150;GO:0005739;GO:0003674;GO:0016020	At5g20120 (Testis-and ovary-specific PAZ domain protein)
As005G111290	76					
As005G111310	201	AT5G20130.2	AT5G20130.2	orthologue	GO:0009507;GO:0003674;GO:0016779	At5g20130 (Sulfate adenylyltransferase subunit);Sulfate adenylyltransferase subunit
As005G111350	124					
As005G111360	261	AT5G20150.1	AT5G20150.1	orthologue	GO:0003674;GO:0071456;GO:0080040;GO:0016036;GO:0005634;GO:0005886	SPX domain-containing protein 1 (Protein SPX DOMAIN GENE 1) (AtSPX1)
As005G111370	128	AT4G22380.1, AT5G20160.2	AT5G20160.2	other	GO:0009536;GO:0030490;GO:0003723;GO:0000398;GO:0005730;GO:0005634;GO:0071011;GO:0032040;GO:0046540;GO:0042254;GO:0031428;GO:0005829;GO:0005681;GO:0005840;GO:0016020;GO:0031120;GO:0031429;GO:1990904	At4g22380 (Ribosomal protein L7Ae-like) (Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein);AT5g20160/F5O24_50 (Ribosomal protein L7Ae-like) (Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein);H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2);Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
As005G111390	101	AT5G20180.1	AT5G20180.1	orthologue	GO:0003735;GO:0005739;GO:0006412;GO:0005840;GO:0009536;GO:1990904	Ribosomal protein
As005G111400	654	AT5G20170.1	AT5G20170.1	orthologue	GO:0006357;GO:0016592;GO:0070847;GO:0003712;GO:0009640;GO:0005634;GO:0006355;GO:0035196;GO:0006974	Mediator of RNA polymerase II transcription subunit 17
As005G111430	143	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT5G20160.2	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;Ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
As005G111440	197					
As005G111450	133					
As005G111460	70	AT5G20165.3	AT5G20165.3	orthologue	GO:0046907;GO:0009306;GO:0005576;GO:0003674;GO:0000139	Protein kish
As005G111470	1638	AT5G20320.1	AT5G20320.1	orthologue	GO:0010599;GO:0009616;GO:0044027;GO:0051607;GO:0051214;GO:0030422;GO:0005634;GO:0006353;GO:0004525;GO:0010267;GO:0006396;GO:0003723;GO:0005515;GO:0010050;GO:0005737;GO:0005829;GO:0004386;GO:0005524;GO:0009944;GO:0010492;GO:0036464;GO:0046872;GO:0048608;GO:0031047;GO:0016891;GO:0003676	Dicer-like 4;Dicer-like protein 4 (EC 3.1.26.-)
