Brassica_oleracea	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_013610820.1	731	AT3G13682.1	AT3G13682.1	orthologue	GO:0042800;GO:0005515;GO:0005739;GO:0016491;GO:0008150;GO:0006325	Lysine-specific histone demethylase 1 homolog 2 (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 2) (Protein LSD1-LIKE 2)
XP_013610822.1	84	AT5G15265.1	AT5G15265.1	orthologue	GO:0005576;GO:0003674	Transmembrane protein
XP_013610823.1	277	AT5G04010.1	AT5G04010.1	orthologue	GO:0019005;GO:0009740;GO:0031146;GO:0005737;GO:0003674;;GO:0005515	Probable F-box protein At5g04010 (Non-specific F-box protein)
XP_013610824.1	356				GO:0005777;GO:0010468;GO:0004540	
XP_013610825.1	657	AT3G04110.1	AT3G04110.1	other	GO:0008066;GO:0005261;GO:0015276;GO:0005886;GO:0006814;GO:0005267;GO:0006813;GO:0009737;GO:0005262;GO:0006874;GO:0019722;GO:0071230;GO:0038023;GO:0005217;GO:0006816;GO:0005272;GO:0009416;GO:0030003;GO:0009738;GO:0016020	Glutamate receptor;Glutamate receptor 1.1;Glutamate receptor 1.1 (AtGLR1) (Ligand-gated ion channel 1.1)
XP_013610826.1	109	AT5G42785.1	AT5G42785.1	orthologue	GO:0003674;GO:0005739;GO:0009506	Transmembrane protein
XP_013610827.1	624	AT4G05540.1	AT4G05540.1	orthologue	GO:0005634;GO:0080136;GO:0004386;GO:0003723;GO:0005524;GO:0005694;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_013610828.1	125					
XP_013610829.1	677	AT3G13670.1	AT3G13670.1	orthologue	GO:0048574;GO:0043687;GO:0004674;GO:0005737;GO:0005634;GO:0035173;GO:0006897;GO:0005515;GO:0007165;GO:0016301;GO:0005524;GO:0004672;GO:0006468	non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_013610830.1	334	AT5G60180.1, AT5G60110.1	AT5G60110.1	orthologue	GO:0003729;GO:0005737;GO:0010608;GO:0003723;GO:0006417	Pumilio homolog 18 (APUM-18) (AtPUM18);Putative pumilio homolog 19 (APUM-19) (AtPUM19)
XP_013610832.1	185	AT4G02160.1	AT4G02160.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Cotton fiber protein
XP_013610833.1	288	AT3G29020.2	AT3G29020.2	orthologue	GO:0006355;GO:0000981;GO:0005634;GO:0000978;GO:0003700;GO:0003677	Myb domain protein 110;Myb domain protein 110 (Putative transcription factor)
XP_013610834.1	222	AT3G52700.1	AT3G52700.1	orthologue	GO:0005575;GO:0008150;GO:0003674	Uncharacterized protein
XP_013610835.1	229	AT5G59710.1	AT5G59710.1	other	GO:0005515;GO:0006355;GO:0003729;GO:0000289;GO:0000932;GO:0005634;GO:0030015;GO:0015074;GO:0009507	Probable NOT transcription complex subunit VIP2 (Protein VIRE2 INTERACTING PROTEIN2) (AtVIP2);VIRE2 interacting protein 2
XP_013610837.1	233	AT5G53040.1	AT5G53040.1	orthologue	GO:0003700;GO:0009793;GO:0005634;GO:0003677	Protein RKD4 (AtRKD4) (RWP-RK domain-containing protein 4)
XP_013610838.1	676	AT4G36210.3	AT4G36210.3	orthologue	GO:0009507;GO:0003674;GO:0016020	Transmembrane/coiled-coil protein (DUF726)
XP_013610839.1	402	AT4G04480.1	AT4G04480.1	orthologue	GO:0003674;GO:0009507	F-box protein with a domain protein
XP_013610840.1	274	AT2G01500.1	AT2G01500.1	orthologue	GO:0048482;GO:0048446;GO:0051510;GO:0003700;GO:0005634;GO:0048366;GO:0048437;GO:0009965;GO:0048353;GO:0009409;GO:0048314;GO:0051301;GO:0003677;GO:0030154;GO:0099402	WUSCHEL-related homeobox 6 (Protein PRETTY FEW SEEDS 2)
XP_013610841.1	252	AT5G59340.1	AT5G59340.1	orthologue	GO:0010654;GO:0048825;GO:0009942;GO:0003700;GO:0009880;GO:0090451;GO:0008284;GO:0005634;GO:0003677;GO:0099402	WUSCHEL-related homeobox 2
XP_013610842.1	445	AT5G16320.1	AT5G16320.1	orthologue	GO:0005634;GO:0005515;GO:0009908;GO:0030154	FRIGIDA-like protein 1 (AtFRIL1) (Protein SUPPRESSOR OF FRI 8)
XP_013610843.1	286	AT5G16360.1	AT5G16360.1	orthologue	GO:0005575;GO:0003674	Gb|AAF32477.1 (NC domain-containing protein-like protein)
XP_013610844.1	1066	AT5G16300.1	AT5G16300.1	orthologue	GO:0005794;GO:0017119;GO:0006891;GO:0005515;GO:0009536;GO:0000139;GO:0015031	Conserved oligomeric Golgi complex subunit 1;Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1)
XP_013610845.1	869	AT5G35370.1	AT5G35370.1	orthologue	GO:0004674;GO:0005516;GO:0005576;GO:0004672;GO:0005524;GO:0005886;GO:0030246;GO:0031625;GO:0106310;GO:0006468	G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 (EC 2.7.11.1)
XP_013610846.1	326	AT3G18130.1	AT3G18130.1	orthologue	GO:0005829;GO:0009845;GO:0005730;GO:0048367;GO:2001125;GO:0071215;GO:0005634;GO:0005078;GO:0072344;GO:0045182;GO:0048364;GO:0005080;GO:0009967;GO:0043022;GO:0005840;GO:1990904;GO:0005515	Small ribosomal subunit protein RACK1x (Guanine nucleotide-binding protein subunit beta-like protein C) (Receptor for activated C kinase 1C)
XP_013610847.1	173	AT4G04580.1	AT4G04580.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0003677	Homeodomain-like superfamily protein
XP_013610848.1	348	AT5G20560.1, AT5G20390.1	AT5G20390.1	other	GO:0005576;GO:0005975;GO:0042973;GO:0004553	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
XP_013610849.1	675	AT4G02420.1	AT4G02420.1	other	GO:0004674;GO:0004675;GO:0005886;GO:0002229;GO:0042742;GO:0016301;GO:0005576;GO:0005524;GO:0030246;GO:0106310;GO:0004672;GO:0006468	L-type lectin-domain containing receptor kinase IV.4 (LecRK-IV.4) (EC 2.7.11.1)
XP_013610850.1	463	AT5G47140.1	AT5G47140.1	orthologue	GO:0006355;GO:0005634;GO:0008270;GO:0043565;GO:0003700	GATA transcription factor 27
XP_013610853.1	392	AT5G45080.1	AT5G45080.1	orthologue	GO:0005737;GO:0061809;GO:0007165;GO:0030246	Protein PHLOEM PROTEIN 2-LIKE A6 (AtPP2-A6) (EC 3.2.2.6)
XP_013610854.1	497	AT4G15415.1	AT4G15415.1	other	GO:0005515;GO:0010090;GO:0007165;GO:0008266;GO:0009759;GO:2000377;GO:0005634;GO:1900056;GO:0031348;GO:0019888;GO:0010150;GO:2000031;GO:0033353;GO:0006555;GO:0005829;GO:0005737;GO:0000159;GO:0006952;GO:0009742;GO:0009908	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform (AtB' gamma) (PP2A, B' subunit, gamma isoform);Serine/threonine protein phosphatase 2A regulatory subunit
XP_013610855.1	316	AT3G12270.1	AT3G12270.1	other	GO:0000976;GO:0016274;GO:0006355;GO:0006338;GO:0042054;GO:0005737;GO:0005829;GO:0008270;GO:0032259;GO:0035241;GO:0035242	Probable protein arginine N-methyltransferase 3 (EC 2.1.1.319)
XP_013610858.1	249	AT5G47110.1	AT5G47110.1	orthologue	GO:0009507;GO:1904964;GO:1904966;GO:0009535;GO:0042802;GO:1902326;GO:0005515;GO:0009503;GO:0042651;GO:0043495;GO:0009536;GO:0019899;GO:0009523;GO:0015979;GO:0016168	Light-harvesting complex-like protein 3 isotype 2, chloroplastic (LHC-like protein 3 isoform 2)
XP_013610859.1	247	AT5G47120.1	AT5G47120.1	orthologue	GO:0005262;GO:0005515;GO:0009414;GO:0016020;GO:0000038;GO:0043066;GO:0006983;GO:0005783;GO:0043069;GO:0005635;GO:0005886;GO:0005737;GO:0005789;GO:0042761	Bax inhibitor 1 (AtBI-1) (BI-1)
XP_013610860.1	220	AT5G47180.1	AT5G47180.1	orthologue	GO:0005886;GO:0009536;GO:0003674;GO:0005789;GO:0005783;GO:0043495;GO:0061817;GO:0090158	Vesicle-associated protein 2-1 (Plant VAP homolog 21) (AtPVA21) (VAMP-associated protein 2-1) [Cleaved into: Vesicle-associated protein 2-1, N-terminally processed]
XP_013610862.1	213	AT5G47100.1	AT5G47100.1	orthologue	GO:0005509;GO:0005515;GO:0010118;GO:0005737;GO:0009414;GO:0005886;GO:0009860;GO:0009536;GO:0019722;GO:1990573;GO:0019900;GO:0009738;GO:0016020	Calcineurin B-like protein;Calcineurin B-like protein 9
XP_013610864.1	1076	AT3G13530.1	AT3G13530.1	other	GO:0046777;GO:0051510;GO:0005829;GO:0006468;GO:0004674;GO:0009555;GO:0007009;GO:0005886;GO:0051302;GO:0061387;GO:0005515;GO:0045995;GO:0005737;GO:0005730;GO:0005524;GO:0005815;GO:0051301;GO:0106310;GO:0004672	MAP3K epsilon protein kinase 1 (AtM3KE1) (EC 2.7.11.1) (Mitogen-activated protein kinase kinase kinase 7)
XP_013610865.1	285	AT5G18120.1	AT5G18120.1	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0016020	5'-adenylylsulfate reductase-like 7 (Adenosine 5'-phosphosulfate reductase-like 7) (APR-like 7) (AtAPRL7);APR-like 7
XP_013610866.1	276	AT1G44542.1	AT1G44542.1	orthologue	GO:0019441;GO:0004061;GO:0009507;GO:0005634;GO:0005576	Cyclase-like protein 3
XP_013610867.1	157	AT5G07040.1	AT5G07040.1	orthologue	GO:0016567;GO:0005634;GO:0003674;GO:0008270;GO:0016020;GO:0016740	Putative RING-H2 finger protein ATL69 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL69)
XP_013610869.1	921	AT3G25840.1	AT3G25840.1	orthologue	GO:0008380;GO:0000380;GO:0004674;GO:0045292;GO:0005634;GO:0005524;GO:0005681;GO:0005694;GO:0018105;GO:0018107;GO:0004672;GO:0006468	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 pre-mRNA-processing factor 4 homolog)
XP_013610880.1	472	AT3G25860.1	AT3G25860.1	orthologue	GO:0006086;GO:0022626;GO:0009507;GO:0009941;GO:0005829;GO:0009534;GO:0004742;GO:0009570;GO:0045254;GO:0006096;GO:0016746	Dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 4 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 4) (PDC-E2 4) (PDCE2 4) (plE2)
XP_013610881.1	331	AT3G25805.1	AT3G25805.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Transmembrane protein
XP_013610882.1	121	AT3G25882.1	AT3G25882.1	orthologue	GO:0005515;GO:0005634;GO:0010112	Protein NIM1-INTERACTING 2 (Protein NIMIN-2)
XP_013610883.1	624	AT4G03490.3	AT4G03490.3	orthologue	GO:0005737;GO:0008150;GO:0016020;GO:0003674;GO:0005515;GO:0005886	Ankyrin repeat family protein
XP_013610885.1	91	AT5G63620.1	AT5G63620.1	other	GO:0009507;GO:0050897;GO:0005739;GO:0097305;GO:0016491;GO:0009536;GO:0008270	AT5g63620/MBK5_9 (GroES-like zinc-binding alcohol dehydrogenase family protein);GroES-like zinc-binding alcohol dehydrogenase family protein
XP_013610886.1	449	AT5G53635.1	AT5G53635.1	other	GO:0008150;GO:0003674;GO:0005575;;GO:0005515	Putative FBD-associated F-box protein At5g53635
XP_013610887.1	94	AT3G59930.1, AT5G33355.1	AT3G59930.1	orthologue	GO:0005576;GO:0002215;GO:0097501;GO:0120127;GO:0003674;GO:0031640;GO:0050832	Defensin-like protein 206;Defensin-like protein 207
XP_013610888.1	111				GO:0003676;GO:0006351;GO:0008270;GO:0003899;GO:0001193;GO:0005665;GO:0006283;GO:0006367	
XP_013610889.1	198	AT1G60880.1, AT1G60920.1	AT1G60920.1	orthologue	GO:0006357;GO:0000987;GO:0045944;GO:0006355;GO:0046983;GO:0000981;GO:0003700;GO:0005634;GO:0000978;GO:0003677	AGAMOUS-like 55;AGAMOUS-like-56
XP_013610890.1	353				GO:0005515	
XP_013610891.1	121					
XP_013610892.1	481	AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1	AT5G01150.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634	DUF674 family protein;Uncharacterized protein;Uncharacterized protein F7J8_100;Uncharacterized protein F7J8_120;Uncharacterized protein F7J8_130
XP_013610893.1	140	AT2G37420.1	AT2G37420.1	other	GO:0072686;GO:0051231;GO:0008017;GO:0090307;GO:0008574;GO:0003777;GO:0005876;GO:0007018;GO:0005524;GO:0005737;GO:0005819;GO:0005874	Kinesin-like protein KIN-5B (AtKRP125a)
XP_013610894.1	157	AT5G14010.1	AT5G14010.1	orthologue	GO:0009788;GO:0000976;GO:0006355;GO:0003700;GO:0009909;GO:0005515;GO:0010582;GO:0003677;GO:0005634;GO:0008270;GO:0030154	Zinc finger protein KNUCKLES
XP_013610895.1	345	AT4G01360.1	AT4G01360.1	other	GO:0009793;GO:0009507;GO:0071456;GO:0003674	BPS1-like protein
XP_013610896.1	316	AT4G00200.1	AT4G00200.1	orthologue	GO:0005634;GO:0003680	AT-hook motif nuclear-localized protein 7
XP_013610897.1	327	AT5G54370.1	AT5G54370.1	orthologue	GO:0008150;GO:0003674;GO:0005576	At5g54370 (Late embryogenesis abundant (LEA) protein-like protein) (Root cap protein 2-like protein)
XP_013610899.1	126	AT4G26700.1	AT4G26700.1	other	GO:0032432;GO:0005737;GO:0051017;GO:0051015;GO:0051639;GO:0005884;GO:0007623;GO:0009507;GO:0005856;GO:0046872	AT4G26700 protein (Fimbrin 1);Fimbrin 1;Fimbrin-1 (AtFIM1) (Fimbrin1)
XP_013610900.1	156	AT5G26050.1	AT5G26050.1	orthologue	GO:0008150;GO:0003674;GO:0005576;GO:0060320	S-protein homolog 13
XP_013610901.1	424	AT5G20470.1	AT5G20470.1	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0016020	Myosin
XP_013610902.1	173	AT2G19980.1	AT2G19980.1	orthologue	GO:0005615;GO:0008150;GO:0005576;GO:0003674;GO:0016020	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein (Putative pathogenesis-related protein)
XP_013610903.1	314	AT4G08980.1	AT4G08980.1	orthologue	GO:0006511;GO:0031146;GO:0010608;GO:0005515;GO:0010629;GO:0009737;GO:0016567;GO:0005634;GO:0019005	F-box protein FBW2 (SKP1-interacting partner 18)
XP_013610904.1	135	AT2G05642.1	AT2G05642.1	other	GO:0000724;GO:0007004;GO:0006289;GO:0043047;GO:0006281;GO:0003684;GO:0051321;GO:0005662;GO:0006310;GO:0009507;GO:0005634;GO:0006260;GO:0008270	Nucleic acid-binding, OB-fold-like protein
XP_013610905.1	367	AT5G05030.1, AT5G11660.1	AT5G05030.1	other	GO:0003674;GO:0008150;GO:0005576;GO:0005575	NEP-interacting protein, putative (DUF239);NEP-interacting protein, putative (DUF239) (Similarity to carboxyl-terminal proteinase)
XP_013610906.1	587	AT5G64640.1	AT5G64640.1	orthologue	GO:0046910;GO:0030599;GO:0052542;GO:0045490;GO:0042545;GO:0009507;GO:0004857;GO:0016020	Probable pectinesterase/pectinesterase inhibitor 64 [Includes: Pectinesterase inhibitor 64 (Pectin methylesterase inhibitor 64); Pectinesterase 64 (PE 64) (EC 3.1.1.11) (Pectin methylesterase 64) (AtPME64)]
XP_013610907.1	416	AT5G64690.1	AT5G64690.1	orthologue	GO:0005886;GO:0003674	At5g64690 (Neurofilament triplet H protein-like protein)
XP_013610908.1	354	AT5G64700.1	AT5G64700.1	orthologue	GO:0022857;GO:0005886;GO:0005576;GO:0016020	WAT1-related protein;WAT1-related protein At5g64700
XP_013610909.1	281	AT5G64670.1	AT5G64670.1	orthologue	GO:0003735;GO:0005762;GO:0005739;GO:0015934;GO:0006412;GO:0003729	Ribosomal protein L18e/L15 superfamily protein (Uncharacterized protein At5g64670)
XP_013610910.1	160	AT5G09770.1, AT5G64650.1	AT5G64650.1	orthologue	GO:0003735;GO:0005739;GO:0006412;GO:0015934;GO:0022625;GO:0005840	At5g09770 (Ribosomal protein L17 family protein) (Ribsomal protein-like);At5g64650 (Ribosomal protein L17 family protein)
XP_013610911.1	156	AT5G64720.1	AT5G64720.1	orthologue	GO:0080155;GO:0009507;GO:2000008;GO:0003674;GO:0009567;GO:0005576;GO:0031982;GO:0031410	Egg cell-secreted protein 1.5
XP_013610912.1	137	AT5G64680.3	AT5G64680.3	orthologue	GO:0005634;GO:0003674;GO:0005730;GO:0016592	Mediator-associated protein 2
XP_013610913.1	109	AT5G09830.1	AT5G09830.1	other	GO:0006879;GO:0005634;GO:0005515;GO:0097428;GO:0005829;GO:0005886;GO:0005737;GO:0010039;GO:0051536;GO:0051537;GO:0006979;GO:0051604	Protein BOLA2
XP_013610915.1	90	AT5G64667.1	AT5G64667.1	orthologue	GO:0010227;GO:0005739;GO:0003674;GO:0005576	Protein IDA-LIKE 2
XP_013610916.1	100					
XP_013610917.1	652	AT3G13460.1	AT3G13460.1	orthologue	GO:0061157;GO:0048255;GO:0005829;GO:0005515;GO:0003729;GO:0005634;GO:0005737;GO:0009615;GO:0055062;GO:0009737;GO:0010494;GO:1990247;GO:0003723	YTH domain-containing family protein;YTH domain-containing protein ECT2 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 2)
XP_013610918.1	1051	AT4G16960.1, AT4G16940.2, AT4G16900.1, AT4G16857.2, AT4G16957.1, AT4G16950.1, AT4G16860.1, AT4G16920.2, AT4G16890.1, AT5G51630.1, AT5G17970.1	AT5G51630.1	other	GO:0005515;GO:0009733;GO:0005737;GO:0042742;GO:0002758;GO:0009862;GO:0005634;GO:0007165;GO:0005829;GO:0006952;GO:0043531;GO:0000166;GO:0061809;GO:0043231;GO:0005575;GO:0003674;GO:0008150;GO:0009507;GO:0009409;GO:0030275;GO:0016887;GO:0005739;GO:0005524;GO:0005783;GO:0050832;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6);Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family protein;Disease resistance protein RPP4 (EC 3.2.2.6) (Protein CHILLING-SENSITIVE 2) (Protein RECOGNITION OF PERONOSPORA PARASITICA 4);Disease resistance protein RPP5 (EC 3.2.2.6) (Protein RECOGNITION OF PERONOSPORA PARASITICA 5);Protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1 (AtSNC1) (Disease resistance RPP5-like protein) (Probable NAD(+) hydrolase SNC1) (EC 3.2.2.6);SUPPRESSOR OF, CONSTITUTIVE protein
XP_013610919.1	82	AT5G63063.1, AT5G63085.1	AT5G63085.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0005575	Plant thionin family protein
XP_013610920.1	664	AT5G60310.1	AT5G60310.1	orthologue	GO:0004675;GO:0042742;GO:0004674;GO:0002229;GO:0005886;GO:0016301;GO:0005524;GO:0030246;GO:0106310;GO:0004672;GO:0006468	Putative L-type lectin-domain containing receptor kinase I.10 (LecRK-I.10) (EC 2.7.11.1)
XP_013610921.1	304				GO:0030246	
XP_013610923.1	1020	AT3G13380.1	AT3G13380.1	other	GO:0009414;GO:0005515;GO:0009755;GO:0004674;GO:0004714;GO:0005886;GO:0009416;GO:0038023;GO:0005496;GO:0005524;GO:0106310;GO:0033612;GO:0004672;GO:0006468	Receptor-like protein kinase BRI1-like 3 (EC 2.7.10.1) (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 3)
XP_013610924.1	285	AT5G23380.1	AT5G23380.1	orthologue	GO:0005739;GO:0005634;GO:0003674	Gb|AAD11584.1;Uncharacterized protein
XP_013610925.1	79	AT2G36724.1	AT2G36724.1	orthologue	GO:0005575;GO:0003674	Transmembrane protein
XP_013610927.1	514				GO:0003677	
XP_013610928.1	136					
XP_013610929.1	2208	AT5G45050.1, AT5G45260.1, AT5G17890.1	AT5G45050.1	other	GO:0003700;GO:0005515;GO:0005634;GO:0042742;GO:0009626;GO:0005737;GO:0006355;GO:0043531;GO:0003677;GO:0007165;GO:0043565;GO:0042802;GO:0009409;GO:0043130;GO:0006952;GO:0002758;GO:0000325;GO:0000976;GO:0005524;GO:0046872	Disease resistance protein (TIR-NBS-LRR class);Disease resistance protein RRS1 (Disease resistance protein RCH2) (Disease resistance protein SLH1) (Probable WRKY transcription factor 52) (Protein RPS4-homolog) (Protein SENSITIVE TO LOW HUMIDITY 1) (Resistance to Colletotrichum higginsianum 2 protein) (Resistance to Ralstonia solanacearum 1 protein) (WRKY DNA-binding protein 52);Disease resistance protein RRS1B (Probable WRKY transcription factor 16) (WRKY DNA-binding protein 16);Protein DA1-related 4 (Protein CHILLING SENSITIVE 3)
XP_013610930.1	1169	AT5G45250.1	AT5G45250.1	orthologue	GO:0002758;GO:0061809;GO:0012505;GO:0005634;GO:0042802;GO:0005737;GO:0009626;GO:0043531;GO:0016020;GO:0042742;GO:0006952;GO:0005515;GO:0005524;GO:0007165	Disease resistance protein RPS4 (Probable NAD(+) hydrolase RPS4) (EC 3.2.2.6) (Resistance to Pseudomonas syringae 4) (TIR-NBS-LRR class disease resistance protein)
XP_013610932.1	729	AT5G45210.4	AT5G45210.4	other	GO:0005737;GO:0007165;GO:0006952;GO:0043531;GO:0005515	Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein-like)
XP_013610934.1	352	AT5G45310.1	AT5G45310.1	orthologue	GO:0005794;GO:0003674;GO:0016020	AT5g45310/K9E15_9 (Coiled-coil protein)
XP_013610938.1	393	AT3G13360.2	AT3G13360.2	orthologue	GO:0005515;GO:0005634;GO:0005635;GO:0006997;GO:0031965;GO:0016020	WPP domain interacting protein 3;WPP domain-interacting protein 3
XP_013610939.1	132	AT5G13825.1	AT5G13825.1	orthologue	GO:0005739;GO:0003674;GO:0008150	Uncharacterized protein
XP_013610940.1	98				GO:0005634	
XP_013610941.1	667	AT2G37710.1, AT3G53810.1, AT4G02410.1, AT4G02420.1	AT4G02420.1	other	GO:0004674;GO:0004675;GO:0005886;GO:0002229;GO:0042742;GO:0016301;GO:0005576;GO:0005783;GO:0009751;GO:0005829;GO:0009555;GO:0005524;GO:0030246;GO:0106310;GO:0016020;GO:0004672;GO:0006468	L-type lectin-domain containing receptor kinase IV.1 (Arabidopsis thaliana lectin-receptor kinase e) (AthlecRK-e) (LecRK-IV.1) (EC 2.7.11.1) (Lectin Receptor Kinase 1);L-type lectin-domain containing receptor kinase IV.2 (Arabidopsis thaliana lectin-receptor kinase a4) (AthlecRK-a4) (LecRK-IV.2) (EC 2.7.11.1) (Protein SMALL, GLUED-TOGETHER, AND COLLAPSED POLLEN);L-type lectin-domain containing receptor kinase IV.3 (LecRK-IV.3) (EC 2.7.11.1);L-type lectin-domain containing receptor kinase IV.4 (LecRK-IV.4) (EC 2.7.11.1)
XP_013610942.1	79	AT2G36724.1	AT2G36724.1	orthologue	GO:0005575;GO:0003674	Transmembrane protein
XP_013610943.1	197	AT3G27416.1	AT3G27416.1	orthologue	GO:0005886;GO:0003674;GO:0016020	Transmembrane protein
XP_013610944.1	121	AT1G56410.1, AT1G16030.1, AT3G12580.1	AT3G12580.1	other	GO:0009408;GO:0009941;GO:0009507;GO:0042026;GO:0005829;GO:0044183;GO:0006457;GO:0016887;GO:0051085;GO:0005737;GO:0031072;GO:0140662;GO:0009617;GO:0016567;GO:0010494;GO:0000325;GO:0009505;GO:0005515;GO:0009266;GO:0005886;GO:0009615;GO:0005794;GO:0005524;GO:0005739;GO:0031625;GO:0005634	Heat shock 70 kDa protein 18 (Heat shock protein 70-18) (AtHsp70-18) (Heat-shock protein 70T-1);Heat shock 70 kDa protein 4 (Heat shock cognate 70 kDa protein 4) (Heat shock cognate protein 70-4) (AtHsc70-4) (Heat shock protein 70-4) (AtHsp70-4);Heat shock 70 kDa protein 5 (Heat shock protein 70-5) (AtHsp70-5) (Heat shock protein 70b)
XP_013610945.1	2216	AT5G44800.1	AT5G44800.1	orthologue	GO:0005634;GO:0009506;GO:0016887;GO:0003677;GO:0005515;GO:0000785;GO:0140658;GO:0042735;GO:0042393;GO:0006338;GO:0003682;GO:0004386;GO:0005524;GO:0006325;GO:0008270;GO:0016787	Protein CHROMATIN REMODELING 4 (AtCHR4) (EC 3.6.4.-) (Protein PICKLE RELATED 1)
XP_013610947.1	881	AT3G13225.2	AT3G13225.2	orthologue	GO:0005634;GO:0003674;;GO:0005515	WW domain-containing protein
XP_013610948.1	118	AT5G45740.1	AT5G45740.1	orthologue	GO:0003674;GO:0008150;GO:0005737	Ubiquitin domain-containing protein
XP_013610949.1	227	AT5G60190.1	AT5G60190.1	orthologue	GO:0019784;GO:0000338;GO:0005634;GO:0006508;GO:0008234	NEDD8-specific protease 1 (EC 3.4.22.-) (Deneddylase-1)
XP_013610951.1	50	AT5G16023.1	AT5G16023.1	other	GO:0005886;GO:0005515;GO:0048367;GO:0090437;GO:0008285;GO:0010114;GO:0010218	Small polypeptide DEVIL 1 (Small polypeptide ROTUNDIFOLIA LIKE 18) (Small polypeptide ROT-FOUR-LIKE 18)
XP_013610952.1	775	AT1G62750.1	AT1G62750.1	orthologue	GO:0006414;GO:0005524;GO:0032543;GO:0005525;GO:0003924;GO:0009507;GO:0009570;GO:0009941;GO:0009791;GO:0009658;GO:0032790;GO:0003729;GO:0005739;GO:0005634;GO:0048046;GO:0009845;GO:0003746	Elongation factor G, chloroplastic (cEF-G) (Elongation factor EF-G/SCO1) (Protein SNOWY COTYLEDON 1, chloroplastic) (AtSCO1)
