Orthogroup	Conringia_planisiliqua	Camelina_sativa
OG0008082	CP10_g42966_DN3_SP0_c.t1	XP_010486584.1, XP_010479942.1, XP_010464662.1
OG0008083	CP10_g42973_DN3_SP0_c.t1	XP_010486602.1, XP_010480673.1, XP_010464670.1
OG0008084	CP10_g42998_DN3_SP8_c.t1	XP_010483438.1
OG0008085	CP6_g6860_DN3_SP8_c.t1	XP_010449338.1, XP_010434396.1, XP_010439688.1
OG0008086	CP10_g43016_DN3_SP5_c.t1	XP_010485549.1, XP_010464730.1
OG0008087	CP10_g43044_DN3_SP0_c.t1	XP_010464753.1, XP_010493046.1, XP_010486691.1
OG0008088	CP10_g43045_DN3_SP8_c.t1	XP_010492872.1, XP_010486692.1, XP_010464754.1
OG0008089	CP10_g43055_DN3_SP0_c.t1	XP_010464780.1, XP_010491094.1, XP_019096834.1
OG0008090	CP10_g43066_DN1_SP0_c.t1	XP_010464791.1, XP_010486721.1, XP_010489944.1
OG0008091	CP10_g43086_DN3_SP8_c.t1	XP_010464821.1, XP_010487340.1, XP_010486764.1
OG0008092	CP10_g43092_DN3_SP5_c.t1	XP_010486776.1, XP_010418744.1, XP_010464831.1
OG0008093	CP10_g43107_DN2_SP0_c.t1	XP_010464857.1, XP_010464859.1, XP_010486810.1, XP_010496386.1
OG0008094	CP10_g43114_DN2_SP8_c.t1	XP_010486815.1
OG0008095	CP10_g43115_DN3_SP8_c.t1	XP_010464868.1, XP_010496861.1, XP_010486817.1
OG0008096	CP10_g43131_DN3_SP0_c.t1	XP_010497983.1, XP_010464901.1, XP_010486837.1
OG0008097	CP10_g43132_DN2_SP0_c.t1	XP_010486838.1, XP_010464900.1, XP_010497995.1
OG0008098	CP10_g43143_DN3_SP4_c.t1	XP_010464889.1, XP_010498123.1, XP_010486846.1
OG0008099	CP10_g43145_DN3_SP8_c.t1	XP_010464886.1, XP_010498135.1, XP_010486844.1
OG0008100	CP10_g43156_DN3_SP7_c.t1	XP_010486869.1, XP_010464939.1, XP_010498302.1
OG0008101	CP10_g43157_DN3_SP1_c.t1	XP_010486870.1, XP_010498314.1, XP_010464940.1
OG0008102	CP10_g43171_DN3_SP2_c.t1	XP_010498482.1, XP_010486896.1, XP_010464957.1
OG0008103	CP10_g43191_DN3_SP2_c.t1	XP_010486923.1, XP_010464990.1, XP_010498825.1
OG0008104	CP10_g43195_DN3_SP2_c.t1	XP_010486929.1, XP_010498891.1
OG0008105	CP10_g43203_DN3_SP5_c.t1	XP_010465016.1, XP_010486967.1, XP_010499035.1
OG0008106	CP10_g43219_DN3_SP8_c.t1	XP_010499254.1, XP_010486985.1, XP_010465036.1
OG0008107	CP10_g43221_DN3_SP0_c.t1	XP_010465039.1, XP_010499284.1, XP_010486987.1
OG0008108	CP10_g43222_DN2_SP0_c.t1	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1
OG0008109	CP10_g43227_DN3_SP8_c.t1	XP_010468141.2, XP_010499345.1, XP_010486995.1
OG0008110	CP10_g43254_DN3_SP0_c.t1	XP_010465083.1, XP_010487034.1, XP_010499716.1
OG0008111	CP10_g43261_DN3_SP5_c.t1	XP_010421982.1, XP_010499865.1, XP_010421979.1, XP_019092198.1
OG0008112	CP10_g43277_DN3_SP0_c.t1	XP_010487066.1, XP_010465130.1, XP_010500155.1
OG0008113	CP10_g43289_DN1_SP0_c.t1	XP_010500292.1
OG0008114	CP10_g43308_DN2_SP0_c.t1	XP_010500561.1, XP_010465184.1
OG0008115	CP10_g43349_DN3_SP0_c.t1	XP_019096286.1, XP_010465257.1, XP_010501352.1
OG0008116	CP10_g43354_DN3_SP3_c.t1	XP_019092221.1, XP_019092222.1, XP_010501406.1
OG0008117	CP10_g43363_DN2_SP0_c.t1	XP_010489819.1
OG0008118	CP10_g43370_DN3_SP0_c.t1	XP_010501323.1, XP_010465256.1, XP_010465283.1, XP_010487189.1, XP_010489817.1
OG0008119	CP10_g43379_DN3_SP7_c.t1	XP_010501624.1, XP_010465293.1, XP_010487198.1
OG0008122	CP10_g43416_DN3_SP0_c.t1	XP_010465331.1, XP_010487240.1, XP_010501883.1
OG0008123	CP10_g43448_DN3_SP3_c.t1	XP_010502172.1, XP_010489834.1, XP_010465392.1
OG0008124	CP10_g43456_DN3_SP0_c.t1	XP_019101877.1, XP_010465410.1, XP_019096880.1
OG0008125	CP10_g43476_DN3_SP8_c.t1	XP_010502474.1, XP_010465450.1
OG0008126	CP10_g43477_DN3_SP0_c.t1	XP_019096925.1, XP_010502484.1, XP_010465451.1
OG0008127	CP12_g29887_DN3_SP5_c.t1	XP_010465519.1, XP_010503052.1, XP_010487376.1
OG0008128	CP12_g29907_DN3_SP7_c.t1	XP_010503274.1, XP_019096622.1, XP_010465541.1
OG0008129	CP12_g29909_DN3_SP0_c.t1	XP_010465545.1, XP_010487399.1, XP_010503326.1
OG0008130	CP12_g29922_DN3_SP2_c.t1	XP_010503402.1, XP_010465564.1, XP_010487413.1
OG0008131	CP12_g29926_DN3_SP8_c.t1	XP_010465573.1, XP_010487421.1, XP_010503481.1
OG0008132	CP12_g29957_DN3_SP8_c.t1	XP_010487449.1, XP_010503711.1, XP_010465609.1
OG0008134	CP12_g29983_DN3_SP5_c.t1	XP_010465650.1, XP_010504093.1, XP_010419302.1, XP_010487484.1
OG0008137	CP12_g30020_DN3_SP2_c.t1	XP_010487540.1, XP_010465697.1, XP_019102253.1
OG0008138	CP12_g30048_DN3_SP8_c.t1	XP_010465735.1, XP_010504935.1, XP_010487578.1
OG0008139	CP12_g30071_DN3_SP8_c.t1	XP_010465768.1, XP_010487603.1
OG0008140	CP12_g30077_DN3_SP8_c.t1	XP_010505438.1, XP_010465784.1, XP_019096393.1
OG0008141	CP12_g30086_DN3_SP0_c.t1	XP_010465795.1, XP_010487633.1, XP_010505247.1
OG0008142	CP12_g30087_DN3_SP6_c.t1	XP_010465796.1, XP_010487634.1, XP_010505235.1, XP_010487636.1
OG0008143	CP12_g30114_DN3_SP8_c.t1	XP_010505908.1, XP_010487676.1, XP_010465838.1
OG0008144	CP12_g30115_DN3_SP5_c.t1	XP_010487675.1, XP_010505920.1, XP_010465837.1
OG0008146	CP12_g30130_DN3_SP4_c.t1	XP_010465868.1, XP_010487705.1, XP_010506189.1
OG0008147	CP12_g30146_DN3_SP5_c.t1	XP_010490096.1, XP_019083282.1, XP_010466795.1, XP_010466726.1
OG0008149	CP12_g30171_DN3_SP8_c.t1	XP_010487749.1, XP_010465924.1, XP_010506779.1
OG0008150	CP12_g30195_DN3_SP7_c.t1	XP_010465966.1, XP_010507010.1, XP_010487782.1
OG0008151	CP12_g30205_DN3_SP7_c.t1	XP_010465979.1
OG0008154	CP12_g30224_DN3_SP8_c.t1	XP_010507195.1, XP_010465998.1, XP_010487804.1
OG0008155	CP12_g30227_DN3_SP8_c.t1	XP_010487809.1, XP_010507238.1, XP_010466017.1
OG0008157	CP12_g30267_DN3_SP5_c.t1	XP_010466060.1, XP_010507578.1, XP_010487859.1
OG0008158	CP12_g30289_DN3_SP2_c.t1	XP_010507766.1, XP_010487890.1, XP_010466091.1
OG0008159	CP12_g30291_DN3_SP8_c.t1	XP_010507774.1, XP_010466092.1
OG0008160	CP12_g30299_DN3_SP7_c.t1	XP_010507799.1, XP_010487901.1, XP_010466107.1
OG0008161	CP5_g311_DN3_SP0_c.t1	XP_010437279.1, XP_010432107.1, XP_010446717.1
OG0008162	CP19_g17823_DN3_SP5_c.t1	XP_010447029.1, XP_010436162.1
OG0008163	CP12_g30374_DN3_SP8_c.t1	XP_010508666.1, XP_010466203.1, XP_019096897.1
OG0008164	CP6_g7141_DN3_SP1_c.t1	XP_010440072.1, XP_010449689.1, XP_010434737.1
OG0008166	CP5_g610_DN3_SP0_c.t1	XP_019092399.1, XP_010432469.1, XP_010447148.1, XP_010437672.1
OG0008167	CP12_g30445_DN2_SP4_c.t1	XP_010488076.1, XP_010509492.1
OG0008168	CP12_g30456_DN3_SP8_c.t1	XP_010509632.1, XP_010488090.1, XP_010466323.1
OG0008169	CP12_g30465_DN3_SP8_c.t1	XP_010509758.1, XP_010466337.1
OG0008170	CP12_g30468_DN3_SP8_c.t1	XP_019082801.1, XP_010488108.1, XP_010466346.1
OG0008171	CP8_g53239_DN3_SP0_c.t1	XP_010482668.1, XP_010445358.1, XP_010442835.1
OG0008172	CP8_g53212_DN3_SP3_c.t1	XP_010482628.1, XP_010442796.1, XP_010445061.1
OG0008173	CP8_g53216_DN3_SP8_c.t1	XP_019091275.1, XP_010442806.1, XP_010482638.1
OG0008174	CP5_g1506_DN2_SP0_c.t1	XP_010441082.1, XP_010435866.1, XP_010450785.1
OG0008176	CP9_g28128_DN3_SP0_c.t1	XP_010450487.1, XP_010440841.1, XP_010435562.1
OG0008177	CP2_g48827_DN3_SP8_c.t1	XP_010438870.1, XP_010482026.1
OG0008178	CP12_g30746_DN3_SP8_c.t1	XP_010512743.1, XP_010466724.1, XP_010488446.1
OG0008180	CP12_g30718_DN3_SP8_c.t1	XP_010488416.1, XP_010512507.1, XP_010466688.1
OG0008181	CP12_g30691_DN3_SP8_c.t1	XP_010488385.1, XP_010512305.1, XP_010466654.1, XP_010488383.1
OG0008182	CP12_g30668_DN3_SP3_c.t1	XP_010512047.2, XP_010488347.1, XP_010466608.1
OG0008183	CP6_g7475_DN3_SP8_c.t1	XP_010488329.1, XP_010466589.1, XP_010511929.1
OG0008184	CP12_g30651_DN2_SP0_c.t1	XP_010490048.1, XP_010488324.1, XP_010511883.1, XP_010466584.1
OG0008185	CP12_g30647_DN3_SP8_c.t1	XP_010488321.1, XP_010511844.1, XP_010466582.1
OG0008186	CP12_g30634_DN3_SP8_c.t1	XP_010511655.1, XP_010488307.1, XP_010466567.1
OG0008187	CP12_g30615_DN1_SP0_c.t1	XP_010511403.1, XP_010488279.1, XP_010466532.1
OG0008190	CP12_g30576_DN2_SP0_c.t1	XP_010511002.1, XP_010466483.1, XP_010488229.1
OG0008191	CP12_g30578_DN3_SP8_c.t1	XP_010466484.1, XP_010488230.1, XP_010511011.1
OG0008192	CP12_g30570_DN3_SP0_c.t1	XP_010488224.1, XP_010466475.1
OG0008193	CP13_g19652_DN3_SP0_c.t1	XP_010513891.1, XP_010502142.1, XP_010424933.1
OG0008194	CP12_g30511_DN3_SP0_c.t1	XP_010488161.1, XP_010466389.1, XP_010510244.1
OG0008195	CP12_g30503_DN3_SP8_c.t1	XP_010466382.1, XP_010488155.1, XP_010510193.1
OG0008196	CP12_g30498_DN3_SP3_c.t1	XP_010488154.1, XP_010510179.1, XP_010466381.1
OG0008197	CP5_g978_DN3_SP1_c.t1, CP44_g20909_DN3_SP0_c.t1, CP59_g6662_DN3_SP0_c.t1	XP_010433010.1, XP_010438200.1, XP_010447747.1
OG0008198	CP5_g979_DN2_SP0_c.t1	XP_010438201.2, XP_010433012.1, XP_010447748.1
OG0008199	CP5_g982_DN3_SP4_c.t1	XP_010438204.1, XP_010433015.1, XP_010447754.1
OG0008200	CP5_g985_DN3_SP0_c.t1	XP_010447756.1, XP_010433018.1, XP_010438208.1
OG0008201	CP5_g994_DN3_SP7_c.t1	XP_019086036.1, XP_019089551.1, XP_010438218.1
OG0008202	CP5_g998_DN3_SP8_c.t1	XP_010433031.1, XP_010447772.1, XP_010438221.1
OG0008203	CP5_g1006_DN3_SP0_c.t1	XP_019098744.1, XP_019088947.1, XP_019086836.1, XP_010438233.1
OG0008204	CP5_g1014_DN3_SP3_c.t1	XP_010447791.1, XP_010438242.1, XP_010436338.1
OG0008205	CP9_g28196_DN3_SP7_c.t1	XP_010415193.1, XP_010511480.1, XP_010470526.1
OG0008206	CP9_g28122_DN3_SP8_c.t1	XP_010511516.1, XP_010415138.2
OG0008207	CP9_g28073_DN3_SP0_c.t1	XP_010470451.1, XP_010511121.1, XP_010415118.1
OG0008208	CP25_g55790_DN3_SP8_c.t1	XP_010470324.1, XP_010414867.1, XP_010511138.1
OG0008209	CP13_g19054_DN3_SP8_c.t1	XP_010511379.1, XP_010414785.1
OG0008210	CP11_g31807_DN3_SP2_c.t1	XP_010414887.1, XP_019100891.1, XP_010470342.1
OG0008211	CP2_g50575_DN3_SP0_c.t1	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1
OG0008212	CP2_g50501_DN3_SP2_c.t1	XP_019083181.1, XP_010511580.1, XP_010470367.1
OG0008213	CP2_g50483_DN3_SP6_c.t1	XP_010511574.1, XP_010418915.1, XP_010470368.1
OG0008214	CP8_g54434_DN2_SP0_c.t1	XP_010454167.1, XP_010420690.1, XP_010492943.1
OG0008215	CP8_g54459_DN3_SP5_c.t1	XP_010492920.1, XP_010420659.1, XP_019090710.1
OG0008216	CP8_g54481_DN3_SP8_c.t1	XP_010492873.1, XP_010454110.1, XP_010420633.1
OG0008217	CP8_g54488_DN3_SP8_c.t1	XP_010420613.1, XP_010492856.1, XP_010454092.1
OG0008218	CP8_g54500_DN3_SP2_c.t1	XP_010454077.1, XP_010492840.1, XP_010420589.1
OG0008219	CP8_g54511_DN3_SP8_c.t1	XP_010495274.1
OG0008221	CP5_g2055_DN3_SP0_c.t1	XP_019086495.1, XP_019086370.1, XP_019087538.1, XP_010442044.1, XP_010481880.1, XP_010494307.1
OG0008222	CP2_g48742_DN3_SP8_c.t1	XP_010442339.1, XP_010439778.1, XP_010482156.1
OG0008224	CP3_g14109_DN3_SP6_c.t1	XP_010426866.1, XP_010515714.1, XP_010503990.1
OG0008225	CP3_g14130_DN3_SP1_c.t1	XP_010515700.1, XP_010503983.1, XP_010426855.1
OG0008226	CP3_g14132_DN3_SP8_c.t1	XP_019084848.1, XP_019099867.1, XP_019099852.1, XP_019082483.1
OG0008227	CP3_g14141_DN3_SP1_c.t1	XP_010503961.1, XP_010515681.1, XP_010426837.1
OG0008228	CP3_g14155_DN1_SP0_c.t1	XP_019084846.1, XP_010515661.1
OG0008229	CP3_g14176_DN3_SP0_c.t1	XP_010515633.1, XP_010503902.1, XP_010426774.1
OG0008230	CP3_g14195_DN3_SP0_c.t1	XP_010503871.1, XP_010426755.1, XP_010515607.1
OG0008231	CP3_g14197_DN3_SP1_c.t1	XP_019085063.1, XP_010515601.1, XP_010503866.1
OG0008232	CP3_g14202_DN3_SP7_c.t1	XP_010515596.1, XP_010503861.1, XP_010426742.1
OG0008233	CP3_g14216_DN3_SP3_c.t1	XP_010426724.1, XP_010515570.1, XP_010503848.1
OG0008234	CP3_g14249_DN3_SP1_c.t1	XP_010515505.1, XP_010426656.1, XP_010503800.1
OG0008235	CP1_g36401_DN2_SP8_c.t1	XP_010496470.1, XP_019098287.1
OG0008236	CP1_g36503_DN3_SP8_c.t1	XP_010474701.1, XP_010480633.1, XP_010457170.1
OG0008237	CP1_g36817_DN3_SP0_c.t1	XP_010474657.1, XP_010474656.1, XP_010457222.1, XP_010480965.1, XP_010457221.1
OG0008238	CP1_g36816_DN2_SP0_c.t1	XP_010474660.1, XP_010480975.1, XP_010457224.1
OG0008239	CP1_g36809_DN3_SP0_c.t1	XP_010457240.1, XP_010481079.1, XP_010474670.1
OG0008240	CP1_g36783_DN3_SP3_c.t1	XP_010474869.1, XP_010457279.1, XP_010481261.1
OG0008241	CP1_g36769_DN3_SP0_c.t1, CP1_g36770_DN3_SP0_c.t1	XP_010481429.1, XP_010474898.1, XP_010462542.1
OG0008242	CP1_g36755_DN3_SP2_c.t1	XP_010481572.1, XP_010474929.1, XP_010474919.1
OG0008243	CP1_g36749_DN3_SP0_c.t1	XP_010481668.1, XP_010457322.1, XP_010474936.1
OG0008244	CP1_g36741_DN3_SP8_c.t1	XP_010457333.1, XP_010474946.1, XP_010481801.1
OG0008245	CP1_g36739_DN3_SP0_c.t1	XP_010474952.1, XP_010481853.1, XP_010457339.1
OG0008246	CP1_g36735_DN2_SP0_c.t1	XP_010457343.1, XP_010481925.1, XP_010474958.1
OG0008247	CP1_g36718_DN3_SP8_c.t1	XP_010474979.1, XP_010482193.1
OG0008248	CP1_g36716_DN3_SP5_c.t1	XP_010482259.1, XP_010457365.1, XP_010474982.1
OG0008249	CP1_g36715_DN3_SP0_c.t1	XP_010482270.1, XP_010457366.1, XP_010474983.1
OG0008250	CP1_g36703_DN3_SP0_c.t1	XP_010482461.1, XP_010457386.1, XP_010475001.1
OG0008251	CP1_g36695_DN3_SP0_c.t1	XP_010457398.1, XP_010475011.1, XP_010482550.1
OG0008252	CP1_g36680_DN3_SP0_c.t1	XP_010482885.1, XP_010457420.1, XP_010475032.1
OG0008253	CP1_g36675_DN3_SP8_c.t1	XP_010457424.1, XP_010482950.1, XP_010475037.1
OG0008255	CP19_g18226_DN3_SP3_c.t1	XP_010448588.1, XP_010439065.1, XP_010433797.1
OG0008257	CP1_g36621_DN3_SP1_c.t1	XP_010475116.1, XP_010457506.1, XP_010483946.1
OG0008258	CP1_g36620_DN3_SP8_c.t1	XP_010475117.1, XP_010457507.1, XP_010483949.1
OG0008259	CP1_g36590_DN3_SP1_c.t1	XP_010475155.1, XP_010484352.1, XP_010457547.1
OG0008260	CP1_g36572_DN3_SP0_c.t1	XP_010457575.1, XP_010484563.1, XP_019098523.1, XP_010475177.1
OG0008261	CP1_g36546_DN3_SP0_c.t1	XP_010484864.2, XP_010480351.1, XP_019090958.1
OG0008262	CP1_g36827_DN3_SP8_c.t1	XP_010475225.1, XP_010457620.1, XP_010484916.1
OG0008263	CP1_g36829_DN3_SP8_c.t1	XP_010457623.1, XP_010475228.1, XP_010484935.1
OG0008264	CP1_g36833_DN3_SP1_c.t1	XP_010457631.1, XP_010484969.1, XP_010484961.1, XP_010475234.1
OG0008265	CP1_g36838_DN3_SP8_c.t1	XP_010475240.1, XP_010485008.1, XP_010457636.1
OG0008266	CP1_g36868_DN3_SP0_c.t1	XP_010485271.1, XP_010457671.1, XP_010475291.1
OG0008267	CP1_g36871_DN3_SP8_c.t1	XP_010485310.1, XP_010501329.1, XP_010475296.1
OG0008268	CP1_g36879_DN3_SP8_c.t1	XP_010475305.1, XP_010485424.1, XP_010457695.1
OG0008269	CP1_g36880_DN3_SP1_c.t1	XP_010475306.1, XP_019098791.1, XP_010485440.1, XP_010457691.1
OG0008270	CP1_g36890_DN3_SP0_c.t1	XP_010485596.1, XP_019098850.1, XP_010475321.1, XP_010457710.1, XP_010469024.1
OG0008271	CP1_g36897_DN3_SP5_c.t1	XP_010475328.1, XP_010485754.1, XP_010457722.1
OG0008272	CP1_g36910_DN3_SP6_c.t1	XP_010485879.1, XP_010457748.1, XP_010475349.1
OG0008273	CP1_g36927_DN3_SP8_c.t1	XP_010475368.1, XP_010486072.1, XP_010457769.1
OG0008274	CP1_g36932_DN3_SP8_c.t1	XP_010486162.1, XP_010475377.1, XP_010457774.1
OG0008275	CP1_g36966_DN3_SP1_c.t1	XP_010475427.1, XP_010486650.1, XP_010457827.1
OG0008276	CP1_g36967_DN3_SP1_c.t1	XP_010475430.1, XP_010457832.1
OG0008277	CP1_g36990_DN2_SP1_c.t1	XP_010487055.1, XP_010475457.1, XP_010457868.1
OG0008278	CP1_g37003_DN3_SP0_c.t1	XP_010475472.1, XP_010457886.1, XP_010487219.1
OG0008279	CP1_g37005_DN3_SP7_c.t1	XP_010487239.1, XP_010457887.1, XP_010475474.1
OG0008280	CP1_g37014_DN3_SP8_c.t1	XP_010457898.1, XP_010475482.1, XP_010487296.1
OG0008281	CP1_g37016_DN2_SP0_c.t1	XP_010487318.1, XP_010457903.1, XP_010475485.1
OG0008282	CP1_g37048_DN3_SP8_c.t1	XP_010457958.1, XP_010475533.1
OG0008283	CP1_g37095_DN3_SP0_c.t1	XP_019090970.1, XP_010480387.1
OG0008284	CP1_g37104_DN3_SP4_c.t1	XP_010458056.1, XP_010488622.1, XP_010475614.1
OG0008285	CP1_g37135_DN3_SP5_c.t1	XP_010488978.1, XP_010475654.1, XP_010458093.1
OG0008286	CP1_g37137_DN3_SP7_c.t1	XP_010458095.1, XP_010475656.1, XP_010489017.1
OG0008287	CP1_g37142_DN3_SP6_c.t1	XP_010489091.1, XP_010458103.1, XP_010475667.1
OG0008288	CP1_g37161_DN3_SP3_c.t1	XP_010475692.1, XP_010458142.1
OG0008289	CP1_g37180_DN3_SP8_c.t1	XP_010458169.1, XP_010475721.1, XP_010489616.1
OG0008290	CP1_g37188_DN3_SP8_c.t1	XP_010458178.1, XP_010475734.1, XP_010489701.1
OG0008292	CP16_g55370_DN3_SP8_c.t1	XP_010482623.1, XP_010442792.1, XP_010445039.1
OG0008293	CP1_g37248_DN3_SP8_c.t1	XP_010475807.1, XP_010490233.1, XP_010458263.1
OG0008294	CP1_g37260_DN3_SP5_c.t1	XP_019096893.1, XP_019094382.1, XP_019091591.1
OG0008295	CP1_g37277_DN3_SP8_c.t1	XP_010475849.1, XP_010458311.1, XP_010490467.1
OG0008296	CP1_g37285_DN3_SP8_c.t1	XP_010480403.2, XP_010490575.1, XP_010458322.1
OG0008297	CP1_g37288_DN3_SP8_c.t1	XP_010490593.1, XP_010458326.1, XP_010475861.1
OG0008299	CP1_g37298_DN3_SP8_c.t1	XP_010458348.1, XP_010475872.1, XP_010490720.1
OG0008300	CP1_g37303_DN2_SP0_c.t1	XP_010490771.1, XP_010475879.1, XP_010458351.1
OG0008301	CP1_g37306_DN3_SP8_c.t1	XP_010490782.1, XP_010458355.1, XP_010475882.1
OG0008302	CP1_g37312_DN3_SP8_c.t1	XP_010458365.1, XP_010490885.1, XP_010490863.1, XP_010475888.1
OG0008303	CP1_g37330_DN3_SP6_c.t1	XP_010475902.1, XP_010458386.1, XP_010491084.1
OG0008304	CP1_g37358_DN3_SP0_c.t1	XP_010458419.1, XP_010491516.1, XP_010475937.1
OG0008305	CP19_g18047_DN3_SP7_c.t1	XP_010448344.1, XP_010433570.1, XP_010438818.1
OG0008306	CP1_g37402_DN3_SP3_c.t1	XP_010458484.1, XP_019095201.1, XP_010492274.1
OG0008307	CP1_g37409_DN3_SP8_c.t1	XP_010476014.1, XP_010458496.1, XP_010492393.1
OG0008308	CP1_g37441_DN3_SP8_c.t1	XP_010476063.1, XP_010458542.1, XP_010492816.1
OG0008309	CP1_g37442_DN1_SP0_c.t1	XP_010492825.1, XP_010476064.1, XP_010458543.1
OG0008310	CP1_g37447_DN3_SP0_c.t1	XP_010458550.1, XP_010476077.1, XP_010492941.1
OG0008311	CP2_g49069_DN2_SP0_c.t1	XP_019085266.1, XP_019092992.1
OG0008312	CP1_g37485_DN3_SP8_c.t1	XP_010476124.1, XP_010458594.1, XP_010493385.1
OG0008313	CP1_g37487_DN3_SP8_c.t1	XP_010493407.1, XP_010476128.1, XP_010458597.1
OG0008314	CP1_g37503_DN3_SP2_c.t1	XP_010458612.1, XP_010476143.1, XP_010493552.1
OG0008315	CP1_g37543_DN3_SP8_c.t1	XP_010476213.1, XP_010494153.1, XP_010458670.1
OG0008316	CP1_g37546_DN3_SP8_c.t1	XP_010476216.1, XP_010458673.1
OG0008317	CP1_g37550_DN3_SP8_c.t1	XP_010476222.1, XP_010494243.1, XP_010458677.1
OG0008318	CP1_g37552_DN3_SP5_c.t1	XP_010494272.1, XP_010458679.1, XP_019094781.1
OG0008319	CP1_g37567_DN2_SP0_c.t1	XP_019094263.1, XP_019095671.1, XP_019091557.1
OG0008320	CP1_g37600_DN3_SP7_c.t1	XP_010494868.1, XP_010476283.1, XP_010458740.1
OG0008322	CP1_g37605_DN1_SP0_c.t1	XP_010458746.1, XP_010494910.1
OG0008323	CP1_g37623_DN3_SP8_c.t1	XP_010495073.1, XP_010458768.1, XP_010476313.1
OG0008324	CP1_g37634_DN3_SP6_c.t1, CP2_g49877_DN3_SP0_c.t1	XP_010458788.1, XP_010495245.1, XP_010476332.1
OG0008326	CP1_g37702_DN3_SP8_c.t1	XP_010495703.1, XP_010458871.1, XP_010476433.1
OG0008327	CP1_g37699_DN3_SP8_c.t1	XP_010458862.1, XP_010476428.1, XP_010495685.1
OG0008328	CP1_g37720_DN3_SP1_c.t1	XP_010495817.1, XP_010476455.1, XP_010458903.1
OG0008329	CP1_g37737_DN3_SP0_c.t1	XP_010458926.1, XP_010476482.1, XP_010495946.1
OG0008330	CP1_g37747_DN3_SP1_c.t1	XP_010476496.1, XP_010496063.1
OG0008331	CP1_g37749_DN3_SP0_c.t1	XP_010458940.1, XP_010496071.1, XP_010476497.1
OG0008332	CP1_g37762_DN3_SP8_c.t1	XP_010458955.1, XP_010496209.1, XP_010476509.1
OG0008333	CP1_g37767_DN2_SP7_c.t1	XP_010476522.1, XP_010458964.1, XP_010496263.1
OG0008335	CP9_g27795_DN2_SP0_c.t1, CP1_g37784_DN3_SP7_c.t1	XP_010476544.1, XP_010496485.1, XP_010458986.1
OG0008337	CP1_g37788_DN3_SP8_c.t1	XP_010458996.1, XP_010476551.1
OG0008338	CP1_g37831_DN3_SP0_c.t1	XP_010496977.1, XP_010459050.1, XP_010476608.1
OG0008339	CP1_g37798_DN3_SP0_c.t1	XP_010496621.1, XP_010476566.1, XP_010459004.1
OG0008341	CP1_g37807_DN3_SP0_c.t1	XP_010476576.1, XP_019099004.1, XP_010459018.1
OG0008342	CP1_g37809_DN3_SP4_c.t1	XP_010476579.1, XP_010459022.1, XP_010496772.1
OG0008343	CP1_g37816_DN3_SP8_c.t1	XP_010476590.1, XP_010496854.1
OG0008344	CP7_g46190_DN3_SP6_c.t1	XP_010459073.1, XP_010497110.1, XP_010476626.1
OG0008345	CP7_g46189_DN2_SP0_c.t1	XP_010476627.1, XP_010459074.1, XP_010497139.1
OG0008346	CP7_g46153_DN3_SP1_c.t1	XP_010476678.1, XP_010497429.1, XP_010459117.1
OG0008347	CP7_g46115_DN3_SP3_c.t1	XP_010497746.1, XP_019091280.1, XP_019095003.1
OG0008348	CP7_g46074_DN3_SP8_c.t1	XP_010498002.1, XP_010459220.1, XP_010476793.1
OG0008349	CP7_g46064_DN3_SP3_c.t1	XP_010498013.1, XP_010459236.1, XP_010476816.1
OG0008350	CP9_g28306_DN3_SP7_c.t1	XP_010414821.1, XP_010511387.1, XP_010470381.1
OG0008352	CP7_g45935_DN3_SP0_c.t1	XP_010476999.1, XP_010459434.1, XP_010498204.1, XP_010498206.1
OG0008353	CP7_g45929_DN3_SP0_c.t1	XP_010498217.1, XP_010459442.1, XP_010477004.1
OG0008354	CP7_g45925_DN3_SP2_c.t1	XP_010477006.1, XP_010498219.1, XP_010459444.1
OG0008355	CP7_g45920_DN3_SP8_c.t1	XP_010459448.1, XP_010477014.1, XP_010498223.1
OG0008357	CP7_g45892_DN3_SP0_c.t1	XP_010498261.1, XP_010459494.1, XP_010477043.1
OG0008358	CP7_g45889_DN3_SP7_c.t1	XP_019098769.1, XP_010462774.1, XP_010477053.1, XP_010498271.1, XP_010459500.1
OG0008359	CP7_g45888_DN3_SP8_c.t1	XP_010459501.1, XP_019095068.1, XP_010498272.1
OG0008360	CP7_g45867_DN3_SP0_c.t1	XP_010498293.1, XP_010459533.1, XP_010477088.1
OG0008361	CP7_g45856_DN2_SP2_c.t1	XP_010459554.1, XP_010498306.1, XP_010477102.1
OG0008362	CP7_g45855_DN3_SP3_c.t1	XP_010459556.1, XP_010498308.1, XP_010477103.1
OG0008363	CP7_g45849_DN3_SP8_c.t1	XP_010477106.1, XP_010459562.1, XP_010498312.1
OG0008364	CP7_g45826_DN3_SP0_c.t1	XP_010498344.1, XP_010459593.1, XP_010477136.1
OG0008365	CP7_g45779_DN3_SP6_c.t1	XP_010498405.1, XP_010477206.1, XP_010459660.1
OG0008366	CP7_g45776_DN3_SP1_c.t1	XP_010477211.1, XP_010498408.1, XP_019090752.1
OG0008367	CP7_g45775_DN3_SP0_c.t1	XP_010498412.1, XP_010477213.1, XP_010459666.1
