Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0007724	CP17_g5836_DN3_SP8_c.t1	XP_023641295.1
OG0007725	CP17_g5092_DN1_SP1_c.t1	XP_023642665.1
OG0007726	CP10_g44050_DN3_SP8_c.t1	XP_006297287.1
OG0007727	CP10_g44024_DN3_SP7_c.t1	XP_006297462.1
OG0007728	CP10_g43979_DN3_SP0_c.t1	XP_006297630.1
OG0007729	CP10_g43915_DN3_SP3_c.t1	XP_006298069.1
OG0007730	CP10_g43876_DN3_SP8_c.t1	XP_006300017.1
OG0007731	CP10_g43858_DN3_SP0_c.t1	XP_006297442.2, XP_006279156.2
OG0007732	CP10_g43826_DN3_SP5_c.t1	XP_006298800.1
OG0007733	CP19_g18243_DN3_SP6_c.t1	XP_006282779.2
OG0007734	CP19_g18261_DN3_SP0_c.t1	XP_006284583.1
OG0007735	CP19_g18256_DN3_SP3_c.t1	XP_023634150.1
OG0007736	CP19_g18282_DN3_SP8_c.t1	XP_006284175.1
OG0007737	CP19_g18313_DN2_SP0_c.t1	XP_023635289.1
OG0007738	CP19_g18378_DN3_SP8_c.t1	XP_006305083.1, XP_023634794.1
OG0007739	CP19_g18387_DN3_SP8_c.t1	XP_006283819.1
OG0007740	CP19_g18402_DN3_SP4_c.t1	XP_023635128.1, XP_023635127.1
OG0007741	CP19_g18428_DN3_SP8_c.t1	XP_023633650.1
OG0007742	CP19_g18446_DN3_SP8_c.t1	XP_006285154.1
OG0007743	CP19_g18453_DN3_SP0_c.t1	XP_006284541.1
OG0007744	CP13_g19053_DN3_SP0_c.t1	XP_006300843.1
OG0007745	CP6_g6828_DN3_SP0_c.t1	XP_006284762.1
OG0007746	CP6_g6821_DN3_SP2_c.t1	XP_006284687.1
OG0007747	CP6_g6812_DN3_SP8_c.t1	XP_023634029.1
OG0007749	CP11_g32023_DN3_SP0_c.t1, CP6_g7732_DN2_SP0_c.t1	XP_023636140.1, XP_006287747.1
OG0007750	CP6_g6798_DN3_SP8_c.t1	XP_006284288.1
OG0007751	CP6_g6783_DN3_SP8_c.t1	XP_006283838.1
OG0007752	CP6_g6708_DN3_SP8_c.t1	XP_006284004.2
OG0007753	CP19_g18520_DN3_SP8_c.t1	XP_006283396.1
OG0007754	CP19_g18510_DN3_SP4_c.t1	XP_006284907.1
OG0007755	CP1_g38237_DN3_SP0_c.t1	XP_006286889.1
OG0007757	CP20_g4046_DN3_SP0_c.t1	XP_006287566.2
OG0007758	CP22_g17448_DN3_SP7_c.t1	XP_006280831.1
OG0007759	CP13_g20777_DN3_SP0_c.t1	XP_023632609.1
OG0007760	CP6_g7202_DN3_SP4_c.t1	XP_006282729.1
OG0007761	CP6_g7175_DN3_SP7_c.t1	XP_006286159.1
OG0007763	CP6_g7156_DN3_SP0_c.t1	XP_006282590.1
OG0007764	CP6_g7151_DN3_SP1_c.t1	XP_023634046.1
OG0007765	CP10_g42659_DN3_SP8_c.t1	XP_023642192.1
OG0007766	CP10_g42108_DN3_SP8_c.t1	XP_006297859.1
OG0007767	CP10_g42141_DN3_SP2_c.t1	XP_006300020.1
OG0007769	CP10_g42151_DN3_SP0_c.t1	XP_006296811.1
OG0007770	CP10_g42153_DN3_SP0_c.t1	XP_006298510.1
OG0007771	CP2_g47590_DN2_SP0_c.t1	XP_006279638.1
OG0007772	CP2_g47550_DN3_SP1_c.t1	XP_006281171.1
OG0007773	CP19_g18130_DN3_SP0_c.t1	XP_006280758.1
OG0007774	CP2_g47560_DN3_SP5_c.t1	XP_023645753.1
OG0007775	CP3_g14227_DN3_SP2_c.t1	XP_006291443.1
OG0007776	CP3_g13074_DN3_SP8_c.t1	XP_006292277.1
OG0007777	CP3_g13079_DN3_SP4_c.t1	XP_006291308.1
OG0007778	CP3_g13084_DN3_SP3_c.t1	XP_006291652.1
OG0007779	CP3_g13108_DN3_SP5_c.t1	XP_006290368.1
OG0007781	CP3_g13149_DN3_SP0_c.t1	XP_023638055.1
OG0007782	CP3_g13171_DN3_SP0_c.t1	XP_006292461.1
OG0007784	CP3_g13177_DN3_SP8_c.t1	XP_006291055.1
OG0007785	CP3_g13183_DN3_SP0_c.t1	XP_006291194.1
OG0007786	CP3_g13198_DN2_SP0_c.t1	XP_006291903.1
OG0007787	CP3_g13215_DN2_SP7_c.t1	XP_006291605.1
OG0007788	CP3_g13218_DN3_SP2_c.t1	XP_006290256.2
OG0007789	CP3_g13236_DN3_SP8_c.t1	XP_006291512.1
OG0007790	CP3_g13245_DN3_SP0_c.t1	XP_006292416.1
OG0007791	CP3_g13249_DN3_SP8_c.t1	XP_006291716.1
OG0007792	CP3_g13269_DN3_SP0_c.t1	XP_006292178.1
OG0007793	CP3_g13272_DN3_SP1_c.t1	XP_006292623.1
OG0007794	CP3_g13276_DN3_SP6_c.t1	XP_006292212.1
OG0007795	CP3_g13326_DN3_SP0_c.t1	XP_006292865.2
OG0007796	CP3_g13333_DN3_SP3_c.t1	XP_023639069.1
OG0007797	CP3_g13351_DN3_SP0_c.t1	XP_006285975.1
OG0007798	CP3_g13370_DN2_SP0_c.t1	XP_006291545.1
OG0007799	CP3_g13381_DN3_SP0_c.t1	XP_006290704.1
OG0007800	CP4_g24350_DN1_SP0_c.t1	XP_006295468.1
OG0007801	CP3_g13417_DN3_SP0_c.t1	XP_023639244.1
OG0007802	CP3_g13421_DN3_SP2_c.t1	XP_006293224.1
OG0007803	CP3_g13435_DN3_SP8_c.t1	XP_006291212.1
OG0007804	CP3_g13438_DN3_SP0_c.t1	XP_006290416.1
OG0007805	CP3_g13447_DN3_SP0_c.t1	XP_006292282.1
OG0007806	CP4_g24394_DN3_SP8_c.t1	XP_006294408.1
OG0007807	CP3_g13464_DN3_SP5_c.t1	XP_006291237.2
OG0007808	CP3_g13470_DN3_SP6_c.t1	XP_023638009.1
OG0007809	CP3_g13473_DN3_SP0_c.t1	XP_023638203.1
OG0007810	CP4_g24442_DN2_SP0_c.t1	XP_006291508.1
OG0007811	CP3_g13480_DN3_SP7_c.t1	XP_006293106.1
OG0007812	CP3_g13485_DN3_SP5_c.t1	XP_006291660.1
OG0007813	CP3_g13493_DN3_SP0_c.t1	XP_023638760.1
OG0007814	CP3_g13525_DN3_SP8_c.t1	XP_023639303.1
OG0007815	CP8_g52738_DN3_SP8_c.t1	XP_006280250.1
OG0007817	CP3_g13585_DN3_SP2_c.t1	XP_006290488.1
OG0007818	CP3_g13589_DN3_SP0_c.t1	XP_006291644.1
OG0007819	CP3_g13633_DN3_SP8_c.t1	XP_006292732.1
OG0007820	CP3_g13647_DN3_SP1_c.t1	XP_023638522.1
OG0007821	CP3_g13654_DN3_SP0_c.t1, CP3_g13648_DN3_SP5_c.t1	XP_006290655.1
OG0007822	CP3_g13700_DN3_SP6_c.t1	XP_006290430.2
OG0007823	CP3_g13727_DN3_SP0_c.t1, CP3_g13728_DN3_SP6_c.t1	XP_006290350.1
OG0007824	CP2_g48792_DN3_SP1_c.t1	XP_006280190.1
OG0007825	CP3_g13799_DN3_SP2_c.t1	XP_023638437.1
OG0007826	CP3_g13745_DN3_SP1_c.t1	XP_006292571.1
OG0007827	CP3_g13768_DN3_SP8_c.t1	XP_006291276.1
OG0007828	CP3_g13804_DN3_SP8_c.t1	XP_023637786.1
OG0007829	CP3_g13888_DN3_SP5_c.t1	XP_023637979.1
OG0007830	CP3_g13892_DN3_SP0_c.t1	XP_006293084.1
OG0007831	CP3_g13913_DN3_SP8_c.t1	XP_006291043.1
OG0007832	CP3_g13915_DN3_SP6_c.t1	XP_006292507.2
OG0007833	CP3_g13919_DN3_SP8_c.t1	XP_006291188.1
OG0007834	CP3_g13924_DN3_SP8_c.t1	XP_006292594.1
OG0007835	CP3_g13925_DN3_SP4_c.t1	XP_023637759.1
OG0007836	CP3_g13926_DN3_SP0_c.t1	XP_023637762.1, XP_023637760.1
OG0007837	CP3_g13928_DN3_SP5_c.t1	XP_006291407.1
OG0007838	CP3_g13947_DN3_SP6_c.t1	XP_006292719.1
OG0007839	CP1_g37548_DN3_SP8_c.t1	XP_006306684.1
OG0007840	CP3_g13970_DN3_SP7_c.t1	XP_023638489.1
OG0007841	CP3_g13980_DN3_SP8_c.t1	XP_006291268.1
OG0007842	CP3_g13992_DN3_SP8_c.t1	XP_006291827.1
OG0007843	CP3_g14002_DN3_SP3_c.t1	XP_006291758.2
OG0007844	CP3_g14046_DN3_SP7_c.t1	XP_023638222.1
OG0007845	CP3_g14065_DN3_SP0_c.t1	XP_006291790.1
OG0007846	CP3_g14088_DN2_SP0_c.t1	XP_006293211.1
OG0007847	CP8_g53370_DN3_SP3_c.t1	XP_006282084.1
OG0007849	CP8_g53324_DN3_SP8_c.t1	XP_006281523.1
OG0007850	CP8_g53316_DN3_SP3_c.t1	XP_006280149.1
OG0007851	CP8_g53307_DN3_SP0_c.t1	XP_023643324.1
OG0007852	CP8_g53305_DN3_SP6_c.t1	XP_006280958.1
OG0007853	CP8_g53293_DN3_SP0_c.t1	XP_006280717.1
OG0007854	CP8_g53292_DN3_SP0_c.t1	XP_006279677.1
OG0007855	CP6_g7262_DN3_SP4_c.t1	XP_006283871.1
OG0007856	CP12_g30842_DN3_SP7_c.t1	XP_006296716.1
OG0007857	CP12_g30851_DN3_SP7_c.t1	XP_006298341.1
OG0007858	CP12_g30852_DN3_SP8_c.t1	XP_006299616.1
OG0007859	CP12_g30893_DN3_SP8_c.t1	XP_006297348.1
OG0007860	CP12_g31047_DN3_SP0_c.t1	XP_006298708.1
OG0007861	CP12_g31127_DN3_SP0_c.t1	XP_023641750.1
OG0007862	CP17_g5414_DN3_SP8_c.t1	XP_006298491.1
OG0007863	CP9_g28223_DN3_SP0_c.t1	XP_023643876.1
OG0007864	CP9_g28227_DN2_SP0_c.t1	XP_006300368.1
OG0007865	CP39_g21141_DN3_SP0_c.t1	XP_006300743.1
OG0007866	CP9_g28253_DN3_SP7_c.t1, CP39_g21151_DN3_SP0_c.t1, CP39_g21153_DN3_SP0_c.t1, CP39_g21152_DN3_SP0_c.t1	XP_006301498.1
OG0007867	CP9_g28261_DN3_SP0_c.t1	XP_023642838.1
OG0007868	CP9_g28262_DN3_SP1_c.t1	XP_006300299.1
OG0007869	CP9_g28278_DN1_SP0_c.t1	XP_006301418.1
OG0007871	CP2_g48536_DN2_SP0_c.t1	XP_023637040.1
OG0007872	CP9_g28283_DN3_SP4_c.t1	XP_023643716.1
OG0007873	CP9_g28287_DN3_SP4_c.t1	XP_006302174.2
OG0007874	CP9_g28288_DN3_SP3_c.t1	XP_023644114.1
OG0007875	CP9_g28297_DN3_SP3_c.t1	XP_006302407.1
OG0007876	CP9_g28319_DN3_SP7_c.t1	XP_006302470.1
OG0007877	CP9_g28332_DN3_SP6_c.t1	XP_006302128.1
OG0007878	CP9_g28338_DN3_SP8_c.t1	XP_006302399.2
OG0007879	CP9_g28343_DN2_SP6_c.t1	XP_023643957.1
OG0007880	CP7_g45190_DN3_SP0_c.t1	XP_006303478.1
OG0007881	CP9_g28371_DN3_SP8_c.t1	XP_006301917.2
OG0007882	CP9_g28405_DN3_SP3_c.t1	XP_006301618.1
OG0007883	CP9_g28411_DN3_SP0_c.t1	XP_006301738.1
OG0007884	CP9_g28415_DN3_SP1_c.t1	XP_006302341.1
OG0007885	CP10_g43663_DN3_SP0_c.t1	XP_006298137.1
OG0007886	CP13_g20096_DN3_SP8_c.t1	XP_023635382.1
OG0007887	CP10_g43647_DN3_SP0_c.t1	XP_006298812.1
OG0007888	CP10_g43641_DN3_SP8_c.t1	XP_006297211.1
OG0007889	CP10_g43610_DN3_SP0_c.t1	XP_023641620.1
OG0007890	CP13_g19574_DN3_SP6_c.t1	XP_006291510.1
OG0007891	CP10_g43595_DN3_SP7_c.t1	XP_006293028.1
OG0007892	CP10_g43567_DN3_SP8_c.t1	XP_006300293.2
OG0007893	CP4_g24595_DN3_SP0_c.t1	XP_006294890.1
OG0007894	CP4_g24602_DN3_SP0_c.t1	XP_006295195.1
OG0007895	CP4_g24607_DN3_SP8_c.t1	XP_006294851.1
OG0007896	CP4_g24611_DN3_SP5_c.t1	XP_006294842.1
OG0007897	CP3_g14198_DN3_SP1_c.t1	XP_006290349.2
OG0007898	CP4_g24641_DN3_SP8_c.t1	XP_006295098.1
OG0007899	CP4_g24647_DN3_SP8_c.t1	XP_006293704.1
OG0007900	CP4_g24663_DN3_SP8_c.t1, CP7_g44701_DN2_SP0_c.t1	XP_006295545.1
OG0007901	CP4_g24670_DN3_SP8_c.t1	XP_006294938.1
OG0007902	CP4_g24701_DN3_SP0_c.t1	XP_006294355.1
OG0007903	CP4_g24704_DN3_SP5_c.t1	XP_006295728.1
OG0007904	CP4_g24706_DN2_SP0_c.t1	XP_006293648.1
OG0007905	CP4_g24714_DN3_SP8_c.t1	XP_006293965.1
OG0007906	CP4_g24726_DN2_SP0_c.t1	XP_006295818.1
OG0007907	CP9_g28053_DN3_SP8_c.t1	XP_006300574.1
OG0007908	CP4_g24768_DN3_SP0_c.t1	XP_006295819.1
OG0007909	CP4_g24775_DN3_SP7_c.t1, CP28_g33974_DN3_SP0_c.t1	XP_023639351.1
OG0007910	CP4_g24785_DN3_SP0_c.t1	XP_023640564.1
OG0007911	CP4_g24786_DN3_SP0_c.t1	XP_006296100.1
OG0007912	CP4_g24818_DN3_SP0_c.t1	XP_006294945.1, XP_006285254.1, XP_006294913.1
OG0007913	CP10_g42675_DN3_SP1_c.t1	XP_023641627.1
OG0007914	CP4_g24838_DN3_SP7_c.t1	XP_023640693.1
OG0007915	CP4_g24840_DN3_SP0_c.t1	XP_006294631.1
OG0007916	CP4_g24845_DN3_SP8_c.t1	XP_006293560.1
OG0007917	CP4_g24847_DN3_SP4_c.t1	XP_023640214.1
OG0007918	CP4_g24848_DN3_SP3_c.t1	XP_006293497.2
OG0007919	CP4_g24849_DN3_SP8_c.t1	XP_006294866.1
OG0007920	CP4_g24856_DN3_SP0_c.t1	XP_006295035.1
OG0007921	CP7_g45201_DN3_SP1_c.t1	XP_006305289.2
OG0007922	CP4_g24893_DN2_SP8_c.t1	XP_006295108.1
OG0007923	CP4_g24902_DN3_SP5_c.t1	XP_023640291.1
OG0007924	CP4_g24926_DN3_SP4_c.t1	XP_006294617.1
OG0007925	CP4_g24939_DN3_SP0_c.t1	XP_006295903.1
OG0007926	CP10_g42965_DN3_SP0_c.t1	XP_006296678.1
OG0007927	CP4_g24953_DN3_SP0_c.t1	XP_006295343.1
OG0007928	CP4_g24954_DN3_SP0_c.t1	XP_006296475.1
OG0007929	CP4_g24962_DN2_SP0_c.t1	XP_006295025.2
OG0007930	CP4_g24997_DN3_SP0_c.t1	XP_023639901.1
OG0007931	CP4_g25020_DN2_SP5_c.t1	XP_006295079.1
OG0007932	CP4_g25029_DN3_SP8_c.t1	XP_006294887.1
OG0007933	CP4_g25032_DN3_SP5_c.t1	XP_006293893.1
OG0007934	CP4_g25045_DN2_SP6_c.t1	XP_006296293.2
OG0007935	CP11_g31776_DN3_SP0_c.t1	XP_006289154.1
OG0007936	CP11_g31789_DN3_SP6_c.t1	XP_006290188.2
OG0007937	CP13_g19673_DN3_SP5_c.t1	XP_006292412.1
OG0007938	CP11_g31833_DN3_SP1_c.t1	XP_006287494.1
OG0007939	CP11_g31836_DN3_SP0_c.t1	XP_006287881.1
OG0007940	CP11_g31863_DN3_SP2_c.t1	XP_006286991.1
OG0007941	CP20_g4452_DN1_SP0_c.t1	XP_006289429.1
OG0007942	CP16_g54774_DN3_SP8_c.t1	XP_006293831.1
OG0007943	CP16_g54817_DN3_SP7_c.t1	XP_006294766.2
OG0007944	CP5_g150_DN3_SP0_c.t1, CP16_g54842_DN3_SP8_c.t1	XP_006293551.1
OG0007945	CP16_g54870_DN3_SP4_c.t1	XP_006295667.1
OG0007946	CP16_g54888_DN3_SP6_c.t1	XP_023640030.1
OG0007947	CP16_g54892_DN3_SP1_c.t1	XP_023640929.1
OG0007948	CP16_g54901_DN3_SP0_c.t1	XP_023640798.1
OG0007949	CP7_g45166_DN3_SP2_c.t1	XP_006282862.1, XP_006303162.1
OG0007950	CP16_g54906_DN3_SP1_c.t1	XP_006294574.1
OG0007951	CP16_g54921_DN3_SP8_c.t1	XP_006294685.1
OG0007952	CP16_g54922_DN3_SP0_c.t1	XP_006295757.1
OG0007953	CP16_g54952_DN3_SP8_c.t1	XP_006293682.1
OG0007954	CP16_g54984_DN3_SP6_c.t1	XP_006294990.1
OG0007955	CP16_g54991_DN3_SP0_c.t1	XP_023640057.1
OG0007956	CP16_g55033_DN3_SP5_c.t1	XP_006294776.1
OG0007957	CP16_g55046_DN2_SP0_c.t1	XP_006295798.1
OG0007958	CP16_g55068_DN3_SP8_c.t1	XP_006296121.1
OG0007959	CP18_g12554_DN3_SP6_c.t1	XP_006293830.1
OG0007961	CP18_g12175_DN3_SP8_c.t1	XP_006293899.2
OG0007962	CP16_g55118_DN3_SP7_c.t1	XP_006296338.1
OG0007963	CP16_g55684_DN3_SP2_c.t1	XP_006293919.2
OG0007964	CP19_g18193_DN3_SP0_c.t1	XP_023635593.1
OG0007965	CP19_g18194_DN3_SP8_c.t1	XP_006283726.1
OG0007966	CP19_g18219_DN3_SP7_c.t1	XP_006283365.1
OG0007967	CP1_g40650_DN3_SP0_c.t1	XP_006307521.1
OG0007968	CP1_g40907_DN3_SP8_c.t1	XP_023645326.1
OG0007969	CP1_g41047_DN3_SP6_c.t1	XP_006307397.1
OG0007970	CP1_g39031_DN3_SP8_c.t1	XP_006305116.1
OG0007971	CP1_g39062_DN3_SP1_c.t1	XP_006305434.1
OG0007972	CP21_g11186_DN3_SP8_c.t1	XP_006305394.1
OG0007973	CP7_g44159_DN3_SP1_c.t1, CP10_g44091_DN2_SP0_c.t1	XP_023633002.1
OG0007974	CP7_g44281_DN3_SP6_c.t1	XP_006303282.1
OG0007975	CP7_g44436_DN3_SP8_c.t1	XP_006303971.2
OG0007976	CP7_g44476_DN3_SP2_c.t1	XP_006303943.1
OG0007977	CP7_g44486_DN3_SP8_c.t1	XP_006306856.1
OG0007978	CP7_g44501_DN3_SP5_c.t1	XP_006305703.1
OG0007979	CP7_g44519_DN3_SP8_c.t1	XP_006305458.1
OG0007980	CP7_g44522_DN3_SP8_c.t1	XP_006307022.1
OG0007981	CP20_g4125_DN3_SP7_c.t1	XP_006288727.1
OG0007982	CP20_g4124_DN3_SP2_c.t1, CP5_g3151_DN2_SP0_c.t1, CP5_g3150_DN2_SP0_c.t1	XP_023636553.1
OG0007983	CP20_g4187_DN3_SP1_c.t1	XP_006288526.1
OG0007984	CP20_g4202_DN3_SP1_c.t1	XP_006286584.2
OG0007985	CP20_g4251_DN3_SP8_c.t1	XP_006289826.1
OG0007986	CP21_g11019_DN3_SP7_c.t1, CP7_g44461_DN3_SP1_c.t1	XP_023634789.1, XP_006284615.1
OG0007987	CP20_g4376_DN3_SP2_c.t1	XP_006287969.1
OG0007988	CP20_g4422_DN3_SP8_c.t1	XP_006287228.1
OG0007990	CP8_g54428_DN3_SP3_c.t1	XP_006287336.1
OG0007991	CP8_g54422_DN3_SP0_c.t1	XP_006289450.1
OG0007992	CP8_g54408_DN3_SP0_c.t1	XP_023636211.1
OG0007993	CP8_g54400_DN2_SP0_c.t1	XP_006286419.1
OG0007994	CP2_g48519_DN3_SP0_c.t1	XP_006288080.1
OG0007996	CP2_g48559_DN3_SP8_c.t1	XP_023636212.1
OG0007997	CP10_g43514_DN3_SP0_c.t1, CP10_g43518_DN2_SP0_c.t1	XP_006300089.1
OG0007998	CP12_g29867_DN3_SP7_c.t1	XP_006299260.1
OG0007999	CP12_g29851_DN3_SP7_c.t1	XP_023642273.1
OG0008001	CP4_g23925_DN3_SP7_c.t1	XP_006294213.1
OG0008002	CP4_g23938_DN3_SP8_c.t1	XP_006294141.1
OG0008003	CP20_g4213_DN3_SP8_c.t1	XP_006290194.1
OG0008004	CP4_g23979_DN3_SP7_c.t1	XP_006285366.1, XP_006296482.1
OG0008005	CP4_g23986_DN3_SP0_c.t1	XP_006294109.1
OG0008006	CP4_g23992_DN3_SP3_c.t1	XP_006293500.1
OG0008007	CP4_g24113_DN3_SP6_c.t1	XP_006295978.1
OG0008008	CP4_g24115_DN3_SP8_c.t1	XP_006295877.2
OG0008009	CP4_g24116_DN3_SP5_c.t1	XP_006293673.2
OG0008010	CP4_g24119_DN3_SP8_c.t1	XP_006295060.1
OG0008012	CP4_g24131_DN3_SP7_c.t1	XP_006293676.1
OG0008013	CP4_g24139_DN3_SP3_c.t1	XP_006296393.1
OG0008014	CP4_g24157_DN3_SP0_c.t1	XP_006295876.1
OG0008015	CP4_g24191_DN3_SP7_c.t1	XP_006294463.1
OG0008016	CP4_g24240_DN3_SP0_c.t1	XP_006294915.1
OG0008017	CP4_g24243_DN3_SP8_c.t1	XP_006293727.1
OG0008019	CP4_g24286_DN3_SP2_c.t1	XP_006294265.1
OG0008020	CP4_g24322_DN2_SP1_c.t1	XP_023639790.1
OG0008021	CP4_g24323_DN3_SP8_c.t1	XP_023639499.1
OG0008022	CP4_g24324_DN3_SP6_c.t1	XP_006294506.1
OG0008023	CP4_g24337_DN3_SP8_c.t1	XP_006296295.1
OG0008024	CP4_g24375_DN3_SP2_c.t1	XP_006295328.1
OG0008025	CP4_g24425_DN3_SP8_c.t1	XP_006294098.1
OG0008026	CP4_g24440_DN3_SP8_c.t1	XP_023639668.1
OG0008027	CP4_g24504_DN3_SP5_c.t1	XP_006294465.1
OG0008028	CP4_g24512_DN3_SP8_c.t1	XP_023640548.1
OG0008029	CP4_g24524_DN3_SP8_c.t1	XP_023639912.1
OG0008030	CP4_g24543_DN3_SP4_c.t1	XP_006294452.1
OG0008031	CP4_g24581_DN3_SP0_c.t1	XP_006294798.1
OG0008032	CP4_g24583_DN3_SP8_c.t1	XP_006296485.1, XP_023639540.1
OG0008033	CP13_g19816_DN3_SP3_c.t1	XP_006281890.1
OG0008034	CP13_g19768_DN3_SP0_c.t1	XP_006282206.1
OG0008035	CP13_g19792_DN3_SP8_c.t1	XP_006282104.1
OG0008036	CP10_g42170_DN3_SP8_c.t1	XP_006298265.1
OG0008037	CP10_g42172_DN3_SP5_c.t1	XP_006299938.1
OG0008038	CP10_g42179_DN3_SP6_c.t1	XP_006297923.1
OG0008039	CP10_g42192_DN3_SP8_c.t1	XP_006299569.1
OG0008040	CP10_g42208_DN3_SP0_c.t1	XP_006299473.1
OG0008041	CP11_g32611_DN3_SP0_c.t1	XP_006286922.1
OG0008042	CP10_g42252_DN3_SP7_c.t1	XP_006296709.1
OG0008043	CP10_g42281_DN3_SP3_c.t1	XP_006297231.1
OG0008044	CP10_g42302_DN3_SP8_c.t1	XP_006298755.2
OG0008045	CP10_g42309_DN3_SP0_c.t1	XP_006298826.1
OG0008046	CP10_g42337_DN3_SP8_c.t1	XP_006297811.1
OG0008047	CP10_g42358_DN3_SP3_c.t1	XP_006299961.1
OG0008048	CP10_g42364_DN3_SP8_c.t1	XP_006299967.1
OG0008049	CP10_g42398_DN3_SP0_c.t1	XP_006296725.1
OG0008050	CP10_g42402_DN3_SP8_c.t1	XP_023642559.1
OG0008051	CP10_g42406_DN3_SP1_c.t1	XP_006297959.1
OG0008052	CP10_g42408_DN3_SP6_c.t1	XP_006298440.1
OG0008053	CP10_g42436_DN3_SP8_c.t1	XP_023642128.1
OG0008054	CP10_g42467_DN3_SP0_c.t1	XP_006298299.1
OG0008055	CP10_g42480_DN3_SP3_c.t1	XP_023641799.1
OG0008056	CP2_g48632_DN3_SP1_c.t1, CP10_g42495_DN3_SP8_c.t1	XP_006297044.1
OG0008057	CP10_g42502_DN3_SP4_c.t1	XP_006300215.2
OG0008058	CP10_g42522_DN3_SP0_c.t1	XP_006298431.1
OG0008059	CP10_g42528_DN3_SP1_c.t1	XP_006296886.1
OG0008060	CP10_g42537_DN3_SP6_c.t1	XP_006296949.1
OG0008061	CP10_g42542_DN3_SP8_c.t1	XP_023642026.1
OG0008062	CP10_g42594_DN3_SP0_c.t1	XP_006300146.1
OG0008063	CP10_g42599_DN3_SP8_c.t1	XP_023642229.1
OG0008064	CP10_g42604_DN3_SP0_c.t1	XP_006298092.2
OG0008065	CP10_g42615_DN3_SP2_c.t1	XP_006297632.1
OG0008066	CP2_g48777_DN3_SP6_c.t1	XP_006298397.1
OG0008067	CP10_g42663_DN3_SP0_c.t1	XP_006298618.1
OG0008069	CP10_g42674_DN3_SP0_c.t1	XP_006298270.1
OG0008070	CP10_g42685_DN3_SP6_c.t1	XP_006298475.1
OG0008071	CP10_g42787_DN3_SP8_c.t1	XP_023642689.1
OG0008072	CP10_g42824_DN3_SP7_c.t1	XP_023642678.1
OG0008073	CP10_g42853_DN3_SP8_c.t1	XP_023641837.1
OG0008074	CP10_g42867_DN3_SP8_c.t1	XP_006299014.1
OG0008075	CP10_g42873_DN3_SP4_c.t1	XP_006297513.2
OG0008076	CP10_g42877_DN2_SP0_c.t1	XP_006299294.1
OG0008077	CP10_g42880_DN3_SP8_c.t1	XP_023641399.1
OG0008078	CP10_g42887_DN3_SP0_c.t1	XP_006297844.1
OG0008079	CP10_g42912_DN2_SP0_c.t1	XP_006297189.1
OG0008080	CP10_g42916_DN3_SP3_c.t1	XP_006296961.1
OG0008081	CP10_g42936_DN3_SP8_c.t1	XP_006296729.1
OG0008082	CP10_g42966_DN3_SP0_c.t1	XP_006299999.1
OG0008083	CP10_g42973_DN3_SP0_c.t1	XP_006281180.1
OG0008084	CP10_g42998_DN3_SP8_c.t1	XP_006299482.1
OG0008085	CP6_g6860_DN3_SP8_c.t1	XP_006284160.1
OG0008086	CP10_g43016_DN3_SP5_c.t1	XP_023642484.1
OG0008087	CP10_g43044_DN3_SP0_c.t1	XP_006298091.1
OG0008088	CP10_g43045_DN3_SP8_c.t1	XP_006298102.1
OG0008089	CP10_g43055_DN3_SP0_c.t1	XP_006298090.1
OG0008090	CP10_g43066_DN1_SP0_c.t1	XP_006300021.2
OG0008091	CP10_g43086_DN3_SP8_c.t1	XP_006298380.1
OG0008092	CP10_g43092_DN3_SP5_c.t1	XP_023641495.1
OG0008093	CP10_g43107_DN2_SP0_c.t1	XP_006297904.1
OG0008095	CP10_g43115_DN3_SP8_c.t1	XP_023641595.1
OG0008096	CP10_g43131_DN3_SP0_c.t1	XP_006296618.1
OG0008097	CP10_g43132_DN2_SP0_c.t1	XP_006297639.1
OG0008098	CP10_g43143_DN3_SP4_c.t1	XP_006298425.1
OG0008099	CP10_g43145_DN3_SP8_c.t1	XP_023642119.1
OG0008100	CP10_g43156_DN3_SP7_c.t1	XP_006297768.2
OG0008101	CP10_g43157_DN3_SP1_c.t1	XP_006297385.1
OG0008102	CP10_g43171_DN3_SP2_c.t1	XP_006299462.1
OG0008103	CP10_g43191_DN3_SP2_c.t1	XP_006296688.1
OG0008104	CP10_g43195_DN3_SP2_c.t1	XP_023641654.1
OG0008105	CP10_g43203_DN3_SP5_c.t1	XP_006300016.1
OG0008106	CP10_g43219_DN3_SP8_c.t1	XP_023641078.1
OG0008107	CP10_g43221_DN3_SP0_c.t1	XP_023641396.1
OG0008108	CP10_g43222_DN2_SP0_c.t1	XP_006299890.1
OG0008109	CP10_g43227_DN3_SP8_c.t1	XP_006299067.1
OG0008110	CP10_g43254_DN3_SP0_c.t1	XP_006299970.1
OG0008111	CP10_g43261_DN3_SP5_c.t1	XP_006299899.1
OG0008112	CP10_g43277_DN3_SP0_c.t1	XP_006298149.1
OG0008113	CP10_g43289_DN1_SP0_c.t1	XP_006298924.1
OG0008114	CP10_g43308_DN2_SP0_c.t1	XP_006288537.1, XP_006298419.1
OG0008115	CP10_g43349_DN3_SP0_c.t1	XP_006298101.1
OG0008116	CP10_g43354_DN3_SP3_c.t1	XP_006299589.1
